econ_tradebal_reference_month,econ_tradebal_reporting_country_iso2,econ_tradebal_partner_area_code,econ_tradebal_flow_direction,econ_tradebal_hs2_code,econ_tradebal_product_group,econ_tradebal_trade_value_eur,econ_tradebal_trade_quantity_kg,econ_tradebal_trade_value_index,econ_tradebal_unit_value_index,econ_tradebal_intra_eu_flag,econ_tradebal_extra_eu_flag,econ_tradebal_mode_of_transport_code,econ_tradebal_incoterms_code,econ_tradebal_customs_procedure_code,econ_tradebal_sanctions_regime_flag,econ_tradebal_current_account_balance_eur,econ_tradebal_financial_account_balance_eur,econ_tradebal_eurostat_table_code,econ_tradebal_data_extract_date
2018-04,FR,AFR,EXPORT,01,PHARMA,48222664.95,71831.58,175.668,81.222,0,1,RAIL,DPU,6100,0,8025410559.94,362091173.32,ext_lt_intratrd,2024-07-26
2019-09,LT,MEA,IMPORT,18,VEHICLES,48318770.15,72004.86,175.735,81.317,0,1,ROAD,DAP,7100,0,2806713777.81,-265732264.54,bop_q_c,2024-04-20
2020-02,SK,TUR,EXPORT,35,MACHINERY,48456337.82,72138.62,177.433,82.505,0,1,AIR,CIP,A123,0,2765109322.13,7291039912.53,bop_q_g,2025-02-14
2021-07,HR,RUS,IMPORT,52,CHEMICALS,48499210.33,72250.02,176.893,82.633,0,1,SEA,CPT,4000,1,7601503610.9,-131312276.84,ext_lt_extratrd,2025-01-01
2022-12,DE,CHN,EXPORT,69,ENERGY,48628411.01,72349.42,176.882,82.493,0,1,POST,FCA,4200,0,-4659879680.79,7136087570.77,bop_q_f,2024-05-20
2023-05,LU,USA,IMPORT,86,AGRI_FOOD,48713005.05,4997.47,178.186,83.211,0,1,PIPE,EXW,5100,0,-974560701.17,3015686029.85,ext_lt_intratrd,2025-08-04
2024-10,SI,UK,EXPORT,04,SERVICES_EST,48755756.16,5129.19,178.033,83.878,0,1,RAIL,CIF,6100,0,1723093880.1,6179616600.7,bop_q_c,2025-02-08
2025-03,CY,EFTA,IMPORT,21,ELECTRONICS,48876810.81,5245.29,179.148,83.576,0,1,ROAD,CFR,7100,0,7758624577.91,-4291462356.03,bop_q_g,2025-03-30
2026-08,GR,EA20,EXPORT,38,METALS,49016201.85,5430.84,178.775,84.903,1,0,AIR,FOB,A123,0,7478751601.94,-3839483320.59,ext_lt_extratrd,2025-06-19
2018-01,MT,EU27_2020,IMPORT,55,TEXTILES,49069563.89,5492.96,179.07,84.991,0,1,SEA,DDP,4000,0,-877057956.21,-4220102046.34,bop_q_f,2025-12-20
2019-06,ES,APAC,EXPORT,72,PHARMA,49168010.63,5675.43,179.765,85.808,0,1,POST,DPU,4200,0,8213537676.18,687419333.48,ext_lt_intratrd,2025-07-23
2020-11,CZ,LATAM,IMPORT,89,VEHICLES,49308261.78,5779.51,180.069,86.51,0,1,PIPE,DAP,5100,0,2514071681.69,4583678808.5,bop_q_c,2025-06-11
2021-04,HU,AFR,EXPORT,07,MACHINERY,49366818.95,5915.33,181.148,86.338,0,1,RAIL,CIP,6100,0,-1456259514.87,4074779123.98,bop_q_g,2024-06-14
2022-09,NL,MEA,IMPORT,24,CHEMICALS,49485693.43,6063.56,181.228,86.118,0,1,ROAD,CPT,7100,0,3574471023.12,-5782141254.67,ext_lt_extratrd,2025-07-22
2023-02,SE,TUR,EXPORT,41,ENERGY,49570079.72,6180.83,181.901,87.845,0,1,AIR,FCA,A123,0,6033017227.85,-2445310023.1,bop_q_f,2025-04-05
2024-07,DK,RUS,IMPORT,58,AGRI_FOOD,49695624.75,6332.66,183.014,86.955,0,1,SEA,EXW,4000,0,6476633759.5,7689752197.34,ext_lt_intratrd,2025-12-15
2025-12,IE,CHN,EXPORT,75,SERVICES_EST,49768840.94,6463.22,182.281,88.066,0,1,POST,CIF,4200,0,-1365324792.36,-2365026148.96,bop_q_c,2025-09-23
2026-05,PL,USA,IMPORT,92,ELECTRONICS,49827842.24,6645.31,183.141,88.53,0,1,PIPE,CFR,5100,0,3536589782.72,-848184952.56,bop_q_g,2024-06-11
2018-10,AT,UK,EXPORT,10,METALS,49979594.7,6723.84,184.602,88.801,0,1,RAIL,FOB,6100,0,-4113737560.31,6113317630.21,ext_lt_extratrd,2025-08-01
2019-03,EE,EFTA,IMPORT,27,TEXTILES,49987083.85,6899.27,183.725,89.284,1,0,ROAD,DDP,7100,0,3847804127.81,-1495370137.19,bop_q_f,2025-09-13
2020-08,IT,EA20,EXPORT,44,PHARMA,50170704.63,7037.13,184.983,89.853,0,1,AIR,DPU,A123,0,6815192857.25,6759208964.62,ext_lt_intratrd,2025-01-23
2021-01,PT,EU27_2020,IMPORT,61,VEHICLES,50209220.0,7196.26,185.533,90.708,1,0,SEA,DAP,4000,0,-2099750085.56,-884516337.88,bop_q_c,2024-08-23
2022-06,BE,APAC,EXPORT,78,MACHINERY,50334872.62,7247.51,186.342,89.937,0,1,POST,CIP,4200,0,1577672897.61,6082377885.51,bop_q_g,2025-03-17
2023-11,FI,LATAM,IMPORT,95,CHEMICALS,50372880.6,7419.51,185.737,91.227,0,1,PIPE,CPT,5100,0,8348378958.25,-884680509.04,ext_lt_extratrd,2026-02-06
2024-04,LV,AFR,EXPORT,13,ENERGY,50457122.04,7595.96,186.025,90.876,0,1,RAIL,FCA,6100,0,676596834.88,5002995276.92,bop_q_f,2025-03-23
2025-09,RO,MEA,IMPORT,30,AGRI_FOOD,50553195.39,7735.44,69.585,92.067,0,1,ROAD,EXW,7100,0,1278769116.2,1432097240.05,ext_lt_intratrd,2024-02-21
2026-02,BG,TUR,EXPORT,47,SERVICES_EST,50741509.03,7873.3,71.177,92.486,0,1,AIR,CIF,A123,0,5600670797.57,2511495509.19,bop_q_c,2025-09-08
2018-07,FR,RUS,IMPORT,64,ELECTRONICS,50810248.21,7940.2,70.95,92.867,0,1,SEA,CFR,4000,0,-1515592025.55,584048758.78,bop_q_g,2025-07-22
2019-12,LT,CHN,EXPORT,81,METALS,50857227.09,8122.83,71.027,93.524,0,1,POST,FOB,4200,0,5534803969.15,598166016.74,ext_lt_extratrd,2024-07-16
2020-05,SK,USA,IMPORT,98,TEXTILES,50977171.88,8243.96,72.44,92.802,0,1,PIPE,DDP,5100,0,-2185490460.41,7706176439.51,bop_q_f,2024-07-29
2021-10,HR,UK,EXPORT,16,PHARMA,51095962.88,8411.21,71.639,94.563,0,1,RAIL,DPU,6100,0,3184934193.49,7012385453.3,ext_lt_intratrd,2025-05-13
2022-03,DE,EFTA,IMPORT,33,VEHICLES,51150791.55,8472.16,72.573,94.684,1,0,ROAD,DAP,7100,0,1688714859.78,8000699435.05,bop_q_c,2025-05-31
2023-08,LU,EA20,EXPORT,50,MACHINERY,51251978.49,8649.01,72.709,94.438,1,0,AIR,CIP,A123,0,7773518461.22,-3658139763.09,bop_q_g,2025-12-09
2024-01,SI,EU27_2020,IMPORT,67,CHEMICALS,51388332.66,8782.4,72.877,94.809,0,1,SEA,CPT,4000,0,-3297367310.45,-3637222192.84,ext_lt_extratrd,2025-09-04
2025-06,CY,APAC,EXPORT,84,ENERGY,51412423.16,8875.02,73.557,96.175,0,1,POST,FCA,4200,0,3141067307.46,-5127611564.75,bop_q_f,2024-03-26
2026-11,GR,LATAM,IMPORT,02,AGRI_FOOD,51527129.67,9043.79,74.896,96.227,0,1,PIPE,EXW,5100,0,1036119861.11,7210642287.77,ext_lt_intratrd,2024-12-08
2018-04,MT,AFR,EXPORT,19,SERVICES_EST,51654568.27,9215.7,75.705,95.841,0,1,RAIL,CIF,6100,0,-3065695447.15,-1650121283.38,bop_q_c,2025-03-10
2019-09,ES,MEA,IMPORT,36,ELECTRONICS,51768151.61,9351.67,76.073,97.09,0,1,ROAD,CFR,7100,0,6830160333.08,331680826.78,bop_q_g,2026-02-12
2020-02,CZ,TUR,EXPORT,53,METALS,51868843.92,9430.03,76.541,96.666,0,1,AIR,FOB,A123,0,-3306607487.41,7307983307.32,ext_lt_extratrd,2025-07-13
2021-07,HU,RUS,IMPORT,70,TEXTILES,51906236.81,9607.11,76.908,97.097,0,1,SEA,DDP,4000,0,6889835123.4,-2522062711.77,bop_q_f,2025-04-01
2022-12,NL,CHN,EXPORT,87,PHARMA,52064174.26,9732.26,76.31,97.456,0,1,POST,DPU,4200,0,5049320934.6,3413848599.5,ext_lt_intratrd,2024-12-31
2023-05,SE,USA,IMPORT,05,VEHICLES,52107831.49,9895.0,76.514,98.977,0,1,PIPE,DAP,5100,0,7422366472.04,-4769098839.59,bop_q_c,2024-09-26
2024-10,DK,UK,EXPORT,22,MACHINERY,52170602.09,10044.55,77.037,98.168,0,1,RAIL,CIP,6100,0,-1034814067.4,7768479816.03,bop_q_g,2024-11-07
2025-03,IE,EFTA,IMPORT,39,CHEMICALS,52297087.14,10122.93,77.429,98.62,1,1,ROAD,CPT,7100,0,860396004.3,-4982451751.42,ext_lt_extratrd,2025-07-21
2026-08,PL,EA20,EXPORT,56,ENERGY,52398119.86,10238.81,78.82,99.349,1,0,AIR,FCA,A123,0,7816744679.92,-5197372343.11,bop_q_f,2024-10-14
2018-01,AT,EU27_2020,IMPORT,73,AGRI_FOOD,52511151.59,10439.53,78.776,99.448,1,0,SEA,EXW,4000,0,4909836718.67,-4688827193.47,ext_lt_intratrd,2024-12-25
2019-06,EE,APAC,EXPORT,90,SERVICES_EST,52614812.19,10525.64,79.999,100.009,0,1,POST,CIF,4200,0,-58749726.99,73069597.59,bop_q_c,2025-08-02
2020-11,IT,LATAM,IMPORT,08,ELECTRONICS,52662921.4,10683.74,79.549,100.433,0,1,PIPE,CFR,5100,0,3409289884.16,-5343978038.19,bop_q_g,2025-08-06
2021-04,PT,AFR,EXPORT,25,METALS,52802825.19,10789.05,79.916,101.014,0,1,RAIL,FOB,6100,0,-2081588805.85,5671772831.27,ext_lt_extratrd,2025-11-15
2022-09,BE,MEA,IMPORT,42,TEXTILES,52888541.94,10964.64,80.864,101.592,0,1,ROAD,DDP,7100,0,1628405691.93,-3498177064.37,bop_q_f,2024-02-05
2023-02,FI,TUR,EXPORT,59,PHARMA,52977405.34,11032.0,81.895,101.999,0,1,AIR,DPU,A123,0,-1614419569.93,3538087407.09,ext_lt_intratrd,2025-11-10
2024-07,LV,RUS,IMPORT,76,VEHICLES,53033898.82,11234.28,81.924,102.539,0,1,SEA,DAP,4000,1,-2233800754.64,4912729979.81,bop_q_c,2024-02-15
2025-12,RO,CHN,EXPORT,93,MACHINERY,53200870.24,11359.09,81.436,103.828,0,1,POST,CIP,4200,0,180435476.14,1912302864.87,bop_q_g,2024-11-20
2026-05,BG,USA,IMPORT,11,CHEMICALS,53236552.06,11510.05,82.748,102.883,0,1,PIPE,CPT,5100,0,8473210237.71,1941352116.85,ext_lt_extratrd,2024-09-23
2018-10,FR,UK,EXPORT,28,ENERGY,53336487.55,11639.38,82.845,103.181,0,1,RAIL,FCA,6100,0,-3154537576.22,-5043649015.52,bop_q_f,2025-06-15
2019-03,LT,EFTA,IMPORT,45,AGRI_FOOD,53412503.47,11769.36,83.862,105.198,0,1,ROAD,EXW,7100,0,8115259682.49,-2527758113.94,ext_lt_intratrd,2025-11-05
2020-08,SK,EA20,EXPORT,62,SERVICES_EST,53551570.51,11894.18,83.626,104.56,0,1,AIR,CIF,A123,0,-3329164682.41,5439307094.0,bop_q_c,2025-04-18
2021-01,HR,EU27_2020,IMPORT,79,ELECTRONICS,53617756.64,12042.15,83.842,105.056,1,1,SEA,CFR,4000,0,-424216333.39,1540330846.5,bop_q_g,2025-10-10
2022-06,DE,APAC,EXPORT,96,METALS,53745258.64,12148.82,84.735,106.2,0,1,POST,FOB,4200,0,6549960436.85,-4523195719.56,ext_lt_extratrd,2024-06-10
2023-11,LU,LATAM,IMPORT,14,TEXTILES,53793581.75,12292.54,84.974,106.006,0,1,PIPE,DDP,5100,0,-2378989331.98,6029702991.88,bop_q_f,2025-03-18
2024-04,SI,AFR,EXPORT,31,PHARMA,53940372.03,12450.44,85.396,106.198,0,1,RAIL,DPU,6100,0,91749295.32,-4760288544.86,ext_lt_intratrd,2024-07-20
2025-09,CY,MEA,IMPORT,48,VEHICLES,54055715.17,12606.54,86.537,106.783,0,1,ROAD,DAP,7100,0,2442290923.54,5919770130.54,bop_q_c,2024-11-27
2026-02,GR,TUR,EXPORT,65,MACHINERY,54106040.05,12706.98,87.42,107.48,0,1,AIR,CIP,A123,0,6374852655.41,1603738940.81,bop_q_g,2024-12-26
2018-07,MT,RUS,IMPORT,82,CHEMICALS,54164463.86,12807.69,87.683,108.48,0,1,SEA,CPT,4000,1,4203885522.35,-2359362247.08,ext_lt_extratrd,2026-01-01
2019-12,ES,CHN,EXPORT,99,ENERGY,54268251.48,12985.03,87.403,108.583,0,1,POST,FCA,4200,0,8508505512.55,7194311064.64,bop_q_f,2024-04-01
2020-05,CZ,USA,IMPORT,17,AGRI_FOOD,54431632.61,13050.27,88.118,108.104,0,1,PIPE,EXW,5100,0,524850876.74,-1696786716.57,ext_lt_intratrd,2024-05-24
2021-10,HU,UK,EXPORT,34,SERVICES_EST,54477623.52,13249.98,88.082,108.462,0,1,RAIL,CIF,6100,0,6271720348.35,-1830387786.15,bop_q_c,2024-07-28
2022-03,NL,EFTA,IMPORT,51,ELECTRONICS,54572612.99,13388.13,88.908,110.158,1,0,ROAD,CFR,7100,0,-3908214306.55,-2699636979.91,bop_q_g,2024-10-31
2023-08,SE,EA20,EXPORT,68,METALS,54689014.79,13463.11,89.342,110.405,1,0,AIR,FOB,A123,0,5611293382.22,-6652494980.82,ext_lt_extratrd,2024-05-13
2024-01,DK,EU27_2020,IMPORT,85,TEXTILES,54788360.92,13628.57,89.555,110.594,1,0,SEA,DDP,4000,0,8676305638.89,-1311839600.13,bop_q_f,2025-12-02
2025-06,IE,APAC,EXPORT,03,PHARMA,54828430.92,13742.03,90.318,110.009,0,1,POST,DPU,4200,0,5813212084.2,4276760339.09,ext_lt_intratrd,2025-07-25
2026-11,PL,LATAM,IMPORT,20,VEHICLES,54986782.01,13872.09,90.493,110.387,0,1,PIPE,DAP,5100,0,4641998516.96,5316938603.54,bop_q_c,2025-11-29
2018-04,AT,AFR,EXPORT,37,MACHINERY,55051407.53,14011.71,90.486,111.536,0,1,RAIL,CIP,6100,0,5421257080.67,1375015037.75,bop_q_g,2024-04-06
2019-09,EE,MEA,IMPORT,54,CHEMICALS,55117462.67,14133.62,91.323,111.402,0,1,ROAD,CPT,7100,0,1108172508.8,-1969514368.34,ext_lt_extratrd,2024-08-17
2020-02,IT,TUR,EXPORT,71,ENERGY,55290474.45,14349.91,91.255,111.886,0,1,AIR,FCA,A123,0,5828706132.71,2776153461.5,bop_q_f,2025-09-02
2021-07,PT,RUS,IMPORT,88,AGRI_FOOD,55366485.36,14401.6,92.631,113.05,0,1,SEA,EXW,4000,1,5206880905.07,1071212008.96,ext_lt_intratrd,2024-01-07
2022-12,BE,CHN,EXPORT,06,SERVICES_EST,55472752.59,14594.06,92.659,113.165,0,1,POST,CIF,4200,0,1087697117.8,-784781110.59,bop_q_c,2025-08-24
2023-05,FI,USA,IMPORT,23,ELECTRONICS,55550823.82,14736.55,92.788,113.123,0,1,PIPE,CFR,5100,0,-71722264.44,-3729865513.38,bop_q_g,2025-09-12
2024-10,LV,UK,EXPORT,40,METALS,55605794.62,14806.48,94.264,113.751,0,1,RAIL,FOB,6100,0,8719841081.56,-2799467997.57,ext_lt_extratrd,2025-07-23
2025-03,RO,EFTA,IMPORT,57,TEXTILES,55744352.17,14975.87,94.992,114.51,1,0,ROAD,DDP,7100,0,-3640631798.66,5792484431.8,bop_q_f,2025-12-21
2026-08,BG,EA20,EXPORT,74,PHARMA,55867482.23,15135.93,94.218,114.403,1,0,AIR,DPU,A123,0,8013783559.52,6776556143.16,ext_lt_intratrd,2025-05-05
2018-01,FR,EU27_2020,IMPORT,91,VEHICLES,55948635.6,15305.08,95.088,115.967,1,0,SEA,DAP,4000,0,2476936872.02,4080410729.25,bop_q_c,2025-10-07
2019-06,LT,APAC,EXPORT,09,MACHINERY,55989132.73,15358.09,96.303,116.028,0,1,POST,CIP,4200,0,1229971918.67,-1405861497.43,bop_q_g,2024-03-10
2020-11,SK,LATAM,IMPORT,26,CHEMICALS,56092091.09,15522.73,95.782,116.88,0,1,PIPE,CPT,5100,0,-2887168983.14,1604284756.4,ext_lt_extratrd,2024-02-17
2021-04,HR,AFR,EXPORT,43,ENERGY,56201380.73,15679.38,96.909,116.56,0,1,RAIL,FCA,6100,0,1114781727.69,1344149632.5,bop_q_f,2025-10-26
2022-09,DE,MEA,IMPORT,60,AGRI_FOOD,56298260.69,15832.46,97.788,117.732,0,1,ROAD,EXW,7100,0,2127531901.31,-735701294.7,ext_lt_intratrd,2025-04-26
2023-02,LU,TUR,EXPORT,77,SERVICES_EST,56394075.4,15980.54,97.221,118.199,0,1,AIR,CIF,A123,0,539172666.27,1078795748.39,bop_q_c,2026-02-06
2024-07,SI,RUS,IMPORT,94,ELECTRONICS,56532706.29,16115.47,97.656,117.54,0,1,SEA,CFR,4000,0,-373939162.72,-5290836494.13,bop_q_g,2024-09-29
2025-12,CY,CHN,EXPORT,12,METALS,56546122.75,16168.3,98.455,118.864,0,1,POST,FOB,4200,0,-2175776896.31,3744097418.02,ext_lt_extratrd,2025-03-18
2026-05,GR,USA,IMPORT,29,TEXTILES,56682504.6,16380.69,98.587,119.292,0,1,PIPE,DDP,5100,0,5406675246.46,-565302970.51,bop_q_f,2024-01-26
2018-10,MT,UK,EXPORT,46,PHARMA,56735827.39,16504.98,100.043,118.47,0,1,RAIL,DPU,6100,0,-2550527435.1,6439523006.84,ext_lt_intratrd,2024-08-09
2019-03,ES,EFTA,IMPORT,63,VEHICLES,56890076.21,16637.16,99.675,120.104,1,0,ROAD,DAP,7100,0,-325274559.38,126965437.78,bop_q_c,2025-04-14
2020-08,CZ,EA20,EXPORT,80,MACHINERY,56948795.04,16715.47,99.724,119.313,0,1,AIR,CIP,A123,0,8765186979.59,7065450928.66,bop_q_g,2024-04-03
2021-01,HU,EU27_2020,IMPORT,97,CHEMICALS,57049441.94,16855.98,100.373,120.553,0,1,SEA,CPT,4000,0,2726821800.2,1572165935.34,ext_lt_extratrd,2024-06-03
2022-06,NL,APAC,EXPORT,15,ENERGY,57187492.7,17060.05,101.289,121.48,0,1,POST,FCA,4200,0,3847716061.26,-1827801367.09,bop_q_f,2024-05-02
2023-11,SE,LATAM,IMPORT,32,AGRI_FOOD,57200524.59,17160.92,101.163,120.694,0,1,PIPE,EXW,5100,0,-2672195371.7,-6133245582.85,ext_lt_intratrd,2025-03-08
2024-04,DK,AFR,EXPORT,49,SERVICES_EST,57336886.07,17302.54,101.203,121.412,0,1,RAIL,CIF,6100,0,-3426317748.62,1818676315.56,bop_q_c,2025-06-10
2025-09,IE,MEA,IMPORT,66,ELECTRONICS,57460164.78,17441.43,101.925,122.479,0,1,ROAD,CFR,7100,0,-751875989.58,5687866144.46,bop_q_g,2025-02-04
2026-02,PL,TUR,EXPORT,83,METALS,57546169.01,17590.29,102.599,122.842,0,1,AIR,FOB,A123,0,557983049.95,-4751709177.91,ext_lt_extratrd,2025-03-29
2018-07,AT,RUS,IMPORT,01,TEXTILES,57631405.48,17721.09,103.274,123.585,0,1,SEA,DDP,4000,0,7004611086.08,2343734014.19,bop_q_f,2024-06-07
2019-12,EE,CHN,EXPORT,18,PHARMA,57710156.82,17841.2,104.143,123.968,0,1,POST,DPU,4200,0,8165535749.01,2714856801.75,ext_lt_intratrd,2025-06-04
2020-05,IT,USA,IMPORT,35,VEHICLES,57840000.01,17913.18,104.952,123.581,0,1,PIPE,DAP,5100,0,1597234.85,1240374863.71,bop_q_c,2024-04-09
2021-10,PT,UK,EXPORT,52,MACHINERY,57938929.62,18092.94,104.355,123.677,0,1,RAIL,CIP,6100,0,2948835648.48,-2283936155.49,bop_q_g,2025-06-11
2022-03,BE,EFTA,IMPORT,69,CHEMICALS,58020996.92,18229.81,104.919,124.1,1,0,ROAD,CPT,7100,0,188509275.05,-4653673308.95,ext_lt_extratrd,2026-02-23
2023-08,FI,EA20,EXPORT,86,ENERGY,58120729.5,18356.02,105.948,124.519,1,0,AIR,FCA,A123,0,-2572846679.88,2402284756.75,bop_q_f,2024-04-25
2024-01,LV,EU27_2020,IMPORT,04,AGRI_FOOD,58217641.3,18460.69,105.398,125.07,0,1,SEA,EXW,4000,0,4224487429.22,548544120.78,ext_lt_intratrd,2025-12-13
2025-06,RO,APAC,EXPORT,21,SERVICES_EST,58325780.09,18653.27,107.116,125.242,0,1,POST,CIF,4200,0,1547662329.48,-346199748.43,bop_q_c,2025-11-07
2026-11,BG,LATAM,IMPORT,38,ELECTRONICS,58382290.76,18757.15,107.451,126.019,0,1,PIPE,CFR,5100,0,-2717298420.06,-3358535997.26,bop_q_g,2024-01-30
2018-04,FR,AFR,EXPORT,55,METALS,58466099.94,18897.23,108.063,126.426,0,1,RAIL,FOB,6100,0,7779611890.57,6794234763.3,ext_lt_extratrd,2025-10-16
2019-09,LT,MEA,IMPORT,72,TEXTILES,58534479.53,19081.09,108.104,126.949,0,1,ROAD,DDP,7100,0,913788274.06,5027371400.35,bop_q_f,2025-12-13
2020-02,SK,TUR,EXPORT,89,PHARMA,58693235.69,19145.27,107.755,127.28,0,1,AIR,DPU,A123,0,-1238326535.19,659936425.99,ext_lt_intratrd,2025-07-04
2021-07,HR,RUS,IMPORT,07,VEHICLES,58773572.86,19353.9,108.646,128.158,0,1,SEA,DAP,4000,1,5759936216.9,5782255593.66,bop_q_c,2024-03-03
2022-12,DE,CHN,EXPORT,24,MACHINERY,58900878.82,19424.5,108.579,128.183,0,1,POST,CIP,4200,0,2156774068.51,-1564927858.14,bop_q_g,2025-02-22
2023-05,LU,USA,IMPORT,41,CHEMICALS,58945947.37,19546.84,110.083,129.449,0,1,PIPE,CPT,5100,0,5702304577.75,-4417827438.41,ext_lt_extratrd,2024-09-02
2024-10,SI,UK,EXPORT,58,ENERGY,59076159.84,19706.69,109.671,128.482,0,1,RAIL,FCA,6100,0,-3522653908.8,-3373957296.59,bop_q_f,2025-03-26
2025-03,CY,EFTA,IMPORT,75,AGRI_FOOD,59108801.09,19859.01,110.835,129.607,0,1,ROAD,EXW,7100,0,-2830705074.56,-838926138.91,ext_lt_intratrd,2025-12-04
2026-08,GR,EA20,EXPORT,92,SERVICES_EST,59281274.79,19986.24,110.276,130.387,0,1,AIR,CIF,A123,0,-1022016979.24,5311624017.07,bop_q_c,2024-01-21
2018-01,MT,EU27_2020,IMPORT,10,ELECTRONICS,59388223.88,20162.25,110.687,130.704,0,1,SEA,CFR,4000,0,-575457481.53,1021850988.82,bop_q_g,2025-09-22
2019-06,ES,APAC,EXPORT,27,METALS,59386502.74,20251.45,111.875,131.366,0,1,POST,FOB,4200,0,2227284561.2,-4454613763.39,ext_lt_extratrd,2024-06-19
2020-11,CZ,LATAM,IMPORT,44,TEXTILES,59493576.64,20420.56,112.991,131.482,0,1,PIPE,DDP,5100,0,3688889724.76,-3598773361.79,bop_q_f,2025-12-08
2021-04,HU,AFR,EXPORT,61,PHARMA,59622555.26,20485.6,112.416,131.422,0,1,RAIL,DPU,6100,0,2022794118.66,-4680914407.99,ext_lt_intratrd,2025-01-27
2022-09,NL,MEA,IMPORT,78,VEHICLES,59735341.94,20623.91,112.871,132.846,0,1,ROAD,DAP,7100,0,-905499479.84,3040483561.12,bop_q_c,2025-04-22
2023-02,SE,TUR,EXPORT,95,MACHINERY,59783616.58,20788.11,114.224,133.28,0,1,AIR,CIP,A123,0,-3872298309.96,4020455831.92,bop_q_g,2024-01-01
2024-07,DK,RUS,IMPORT,13,CHEMICALS,59931290.88,20956.8,113.362,133.251,0,1,SEA,CPT,4000,1,-968045266.24,5694438263.53,ext_lt_extratrd,2025-06-23
2025-12,IE,CHN,EXPORT,30,ENERGY,60044157.14,21083.93,113.865,132.64,0,1,POST,FCA,4200,0,1550339166.98,-2101606678.69,bop_q_f,2025-11-18
2026-05,PL,USA,IMPORT,47,AGRI_FOOD,60098588.68,21162.11,115.121,133.996,0,1,PIPE,EXW,5100,0,7285765997.13,-3584904271.53,ext_lt_intratrd,2024-12-10
2018-10,AT,UK,EXPORT,64,SERVICES_EST,60216270.03,21330.03,114.995,134.171,0,1,RAIL,CIF,6100,0,7490937025.15,3634896032.9,bop_q_c,2025-12-04
2019-03,EE,EFTA,IMPORT,81,ELECTRONICS,60275871.47,21493.46,115.158,134.797,1,1,ROAD,CFR,7100,0,-1949375494.51,-1725759305.87,bop_q_g,2025-08-31
2020-08,IT,EA20,EXPORT,98,METALS,60420800.66,21634.08,116.244,135.216,0,1,AIR,FOB,A123,0,2851187925.04,6266378201.08,ext_lt_extratrd,2024-09-07
2021-01,PT,EU27_2020,IMPORT,16,TEXTILES,60444159.68,21697.03,117.043,135.611,1,0,SEA,DDP,4000,0,-4134114496.75,-3465840765.38,bop_q_f,2026-01-21
2022-06,BE,APAC,EXPORT,33,PHARMA,60550913.01,21857.18,116.943,135.809,0,1,POST,DPU,4200,0,5531496201.17,4715836998.26,ext_lt_intratrd,2025-04-20
2023-11,FI,LATAM,IMPORT,50,VEHICLES,60663645.64,22015.01,118.415,136.617,0,1,PIPE,DAP,5100,0,1498971637.91,1397593664.93,bop_q_c,2026-01-02
2024-04,LV,AFR,EXPORT,67,MACHINERY,60800427.97,22149.82,117.49,136.211,0,1,RAIL,CIP,6100,0,-1545434262.69,2771097083.51,bop_q_g,2025-01-19
2025-09,RO,MEA,IMPORT,84,CHEMICALS,60856286.35,22242.98,119.384,137.631,0,1,ROAD,CPT,7100,0,5439697596.2,4874225286.89,ext_lt_extratrd,2024-01-06
2026-02,BG,TUR,EXPORT,02,ENERGY,60995580.34,22441.64,119.628,137.183,0,1,AIR,FCA,A123,0,-1922582582.03,6855022530.76,bop_q_f,2024-05-17
2018-07,FR,RUS,IMPORT,19,AGRI_FOOD,61091232.92,22504.34,120.29,138.736,0,1,SEA,EXW,4000,0,-3823803295.4,2715479349.44,ext_lt_intratrd,2024-04-24
2019-12,LT,CHN,EXPORT,36,SERVICES_EST,61157738.85,22718.4,119.865,137.841,0,1,POST,CIF,4200,0,5070057001.75,7651195917.16,bop_q_c,2025-04-28
2020-05,SK,USA,IMPORT,53,ELECTRONICS,61223597.35,22786.32,120.185,138.318,0,1,PIPE,CFR,5100,0,8046830930.48,-810419107.68,bop_q_g,2024-09-02
2021-10,HR,UK,EXPORT,70,METALS,61294000.81,22960.81,120.874,139.584,0,1,RAIL,FOB,6100,0,-3366805559.79,2420742717.06,ext_lt_extratrd,2024-10-08
2022-03,DE,EFTA,IMPORT,87,TEXTILES,61401704.11,23096.61,120.919,139.951,0,1,ROAD,DDP,7100,0,-4154495397.52,-1491333549.84,bop_q_f,2025-02-18
2023-08,LU,EA20,EXPORT,05,PHARMA,61521719.88,23176.33,122.313,139.562,1,0,AIR,DPU,A123,0,-4282087992.07,5969396976.36,ext_lt_intratrd,2024-07-19
2024-01,SI,EU27_2020,IMPORT,22,VEHICLES,61660453.84,23322.77,122.185,140.895,1,0,SEA,DAP,4000,0,4784319372.18,1324824009.13,bop_q_c,2026-01-25
2025-06,CY,APAC,EXPORT,39,MACHINERY,61700771.89,23464.76,122.019,141.35,0,1,POST,CIP,4200,0,2659787810.61,-321176610.25,bop_q_g,2025-02-12
2026-11,GR,LATAM,IMPORT,56,CHEMICALS,61815983.67,23608.33,123.54,140.768,0,1,PIPE,CPT,5100,0,-2704823697.1,-4186693988.1,ext_lt_extratrd,2024-03-21
2018-04,MT,AFR,EXPORT,73,ENERGY,61899833.0,23767.64,124.305,142.143,0,1,RAIL,FCA,6100,0,1844144321.6,3122510155.27,bop_q_f,2024-12-28
