tax_customs_reference_month,tax_customs_country_iso2,tax_customs_customs_office_code,tax_customs_partner_country_iso2,tax_customs_hs2_code,tax_customs_tariff_rate_pct,tax_customs_customs_value_eur,tax_customs_duty_collected_eur,tax_customs_antidumping_duty_flag,tax_customs_sanctions_goods_flag,tax_customs_risk_channel_code,tax_customs_phytosanitary_control_flag,tax_customs_security_safety_declaration_flag,tax_customs_clearance_time_hours_median,tax_customs_post_clearance_audit_flag,tax_customs_infringement_case_count,tax_customs_aep_authorised_economic_operator_flag,tax_customs_import_one_stop_shop_ioss_flag,tax_customs_data_source,tax_customs_data_extract_date
2019-03,LV,LVCUST063,AU,56,14.526,36607228.98,2974740.79,0,0,RED,0,1,35.94,1,37,1,0,TARIC_ANALYTICS,2025-05-23
2019-04,MT,MTCUST064,DK,67,13.309,36674225.43,4476476.37,0,0,GREEN,0,1,68.51,0,3,0,1,FRAUD_RISK_SYSTEM,2024-10-07
2019-05,PT,PTCUST065,IE,78,2.59,36742905.35,831148.21,0,0,YELLOW,0,1,13.74,0,2,0,0,NATIONAL_CUSTOMS_ADMIN,2025-12-10
2019-06,SI,SICUST066,PL,89,9.205,36783304.64,3104852.32,0,0,RED,0,1,92.27,1,34,1,0,ICS2_AGGREGATE,2024-05-28
2019-07,AT,ATCUST067,US,01,6.642,36833140.65,2040700.1,0,0,GREEN,1,1,9.16,1,34,0,1,TARIC_ANALYTICS,2024-11-20
2019-08,HR,HRCUST068,CA,12,16.0,36870656.68,2754173.18,0,0,YELLOW,1,1,20.12,0,18,0,1,FRAUD_RISK_SYSTEM,2024-08-29
2019-09,DK,DKCUST069,AU,23,11.502,36928136.17,3344718.07,0,0,RED,1,1,57.79,0,9,0,1,NATIONAL_CUSTOMS_ADMIN,2024-06-04
2019-10,FR,FRCUST070,DK,34,0.759,36989023.06,163294.57,0,0,GREEN,0,1,7.55,1,9,0,0,ICS2_AGGREGATE,2025-09-17
2019-11,HU,HUCUST071,IE,45,11.614,37047690.29,2353703.62,0,0,YELLOW,0,1,74.22,1,5,0,1,TARIC_ANALYTICS,2024-06-04
2019-12,LV,LVCUST072,PL,56,10.185,37116390.47,2641984.67,0,0,RED,0,1,92.93,1,41,0,0,FRAUD_RISK_SYSTEM,2026-02-11
2020-01,MT,MTCUST073,US,67,6.072,37168772.7,2066710.17,0,0,GREEN,0,0,54.99,0,30,0,0,NATIONAL_CUSTOMS_ADMIN,2025-11-05
2020-02,PT,PTCUST074,CA,78,3.565,37219271.33,1446466.26,0,0,YELLOW,0,0,27.93,1,30,0,1,ICS2_AGGREGATE,2024-03-04
2020-03,SI,SICUST075,AU,89,7.453,37248626.94,2535582.42,0,0,RED,1,1,19.07,0,17,0,1,TARIC_ANALYTICS,2025-05-19
2020-04,AT,ATCUST076,DK,01,2.792,37326685.54,893048.72,0,0,GREEN,0,0,49.49,0,26,0,0,FRAUD_RISK_SYSTEM,2025-12-20
2020-05,HR,HRCUST077,IE,12,6.251,37398027.23,1913117.94,0,0,YELLOW,1,1,71.93,1,9,1,1,NATIONAL_CUSTOMS_ADMIN,2024-11-12
2020-06,DK,DKCUST078,PL,23,2.092,37437284.67,499245.34,0,0,RED,1,1,95.4,0,32,0,1,ICS2_AGGREGATE,2024-09-07
2020-07,FR,FRCUST079,US,34,8.368,37478227.0,2510480.94,0,0,GREEN,0,1,19.14,1,40,0,0,TARIC_ANALYTICS,2024-07-03
2020-08,HU,HUCUST080,CA,45,10.363,37551490.31,3743829.12,0,0,YELLOW,0,1,4.38,0,6,0,1,FRAUD_RISK_SYSTEM,2025-04-13
2020-09,LV,LVCUST081,AU,56,16.723,37598571.67,4140154.11,0,0,RED,0,1,104.22,0,33,0,1,NATIONAL_CUSTOMS_ADMIN,2024-08-03
2020-10,MT,MTCUST082,DK,67,6.624,37631303.96,2641500.82,0,0,GREEN,0,1,38.41,1,12,0,0,ICS2_AGGREGATE,2024-07-07
2020-11,PT,PTCUST083,IE,78,15.113,37705192.65,5718708.11,0,0,YELLOW,0,1,86.64,0,34,0,0,TARIC_ANALYTICS,2026-01-03
2020-12,SI,SICUST084,PL,89,6.668,37744993.62,2498791.96,0,0,RED,0,1,73.68,1,10,1,0,FRAUD_RISK_SYSTEM,2025-05-21
2021-01,AT,ATCUST085,US,01,14.543,37824385.5,5899337.93,0,0,GREEN,0,1,32.97,0,35,0,0,NATIONAL_CUSTOMS_ADMIN,2026-01-06
2021-02,HR,HRCUST086,CA,12,13.388,37871216.8,5171867.77,0,0,YELLOW,0,1,55.18,0,36,1,0,ICS2_AGGREGATE,2025-07-08
2021-03,DK,DKCUST087,AU,23,7.317,37922883.39,1571484.49,1,0,RED,0,1,91.61,1,5,0,1,TARIC_ANALYTICS,2025-12-20
2021-04,FR,FRCUST088,DK,34,8.673,37970464.45,2508035.89,0,0,GREEN,0,0,16.62,0,32,0,0,FRAUD_RISK_SYSTEM,2024-05-01
2021-05,HU,HUCUST089,IE,45,8.027,38061540.13,1669965.93,1,0,YELLOW,0,1,87.12,0,14,0,1,NATIONAL_CUSTOMS_ADMIN,2024-02-04
2021-06,LV,LVCUST090,PL,56,6.818,38094230.67,1949555.65,0,0,RED,0,1,124.98,0,3,1,0,ICS2_AGGREGATE,2025-03-31
2021-07,MT,MTCUST091,US,67,5.722,38135982.81,2356619.29,0,0,GREEN,0,1,32.44,1,32,0,0,TARIC_ANALYTICS,2024-12-17
2021-08,PT,PTCUST092,CA,78,13.063,38181956.9,5005951.18,0,0,YELLOW,0,1,20.25,1,44,0,0,FRAUD_RISK_SYSTEM,2026-02-02
2021-09,SI,SICUST093,AU,89,6.978,38269342.32,1489452.92,0,0,RED,0,1,110.45,1,27,0,0,NATIONAL_CUSTOMS_ADMIN,2024-08-08
2021-10,AT,ATCUST094,DK,01,4.932,38321361.09,1972545.36,0,0,GREEN,1,1,27.96,0,13,0,0,ICS2_AGGREGATE,2025-11-24
2021-11,HR,HRCUST095,IE,12,11.958,38375126.43,3782438.63,0,0,YELLOW,0,1,78.58,0,11,1,0,TARIC_ANALYTICS,2025-02-24
2021-12,DK,DKCUST096,PL,23,11.183,38448172.83,4394962.56,0,0,RED,1,1,33.97,0,11,0,1,FRAUD_RISK_SYSTEM,2024-02-14
2022-01,FR,FRCUST097,US,34,0.141,38486767.07,29771.53,0,0,GREEN,0,1,63.66,1,23,0,0,NATIONAL_CUSTOMS_ADMIN,2025-11-24
2022-02,HU,HUCUST098,CA,45,7.285,38527603.21,2332981.39,0,0,YELLOW,0,1,27.96,0,5,0,0,ICS2_AGGREGATE,2025-11-22
2022-03,LV,LVCUST099,AU,56,6.435,38570983.85,1857184.27,0,0,RED,0,1,121.49,1,32,0,0,TARIC_ANALYTICS,2025-08-23
2022-04,MT,MTCUST100,DK,67,1.054,38627279.86,441241.95,0,1,GREEN,0,1,63.13,0,10,0,0,FRAUD_RISK_SYSTEM,2025-10-30
2022-05,PT,PTCUST101,IE,78,12.785,38711744.6,2946858.01,0,0,YELLOW,0,1,18.66,0,26,0,0,NATIONAL_CUSTOMS_ADMIN,2025-02-20
2022-06,SI,SICUST102,PL,89,1.488,38763045.6,268077.14,1,0,RED,0,1,86.58,1,32,1,0,ICS2_AGGREGATE,2026-01-12
2022-07,AT,ATCUST103,US,01,14.394,38816839.15,4766191.47,0,0,GREEN,0,1,32.44,0,13,1,1,TARIC_ANALYTICS,2025-02-03
2022-08,HR,HRCUST104,CA,12,2.572,38881614.61,1086757.59,0,0,YELLOW,0,1,24.42,0,5,0,0,FRAUD_RISK_SYSTEM,2025-06-17
2022-09,DK,DKCUST105,AU,23,5.123,38914960.91,1202425.6,0,0,RED,0,1,113.2,1,33,0,0,NATIONAL_CUSTOMS_ADMIN,2024-09-08
2022-10,FR,FRCUST106,DK,34,16.175,38994338.28,5109883.5,0,0,GREEN,0,1,12.5,0,45,0,0,ICS2_AGGREGATE,2024-04-23
2022-11,HU,HUCUST107,IE,45,2.872,39026804.59,612245.38,0,0,YELLOW,1,1,81.77,0,15,0,1,TARIC_ANALYTICS,2026-01-17
2022-12,LV,LVCUST108,PL,56,16.875,39077464.25,7056419.44,0,0,RED,0,1,26.94,0,56,0,1,FRAUD_RISK_SYSTEM,2025-05-15
2023-01,MT,MTCUST109,US,67,13.515,39142680.87,4078814.13,0,0,GREEN,0,1,68.08,1,24,0,0,NATIONAL_CUSTOMS_ADMIN,2025-09-19
2023-02,PT,PTCUST110,CA,78,11.685,39177517.93,4791130.78,0,0,YELLOW,0,1,10.24,0,23,1,0,ICS2_AGGREGATE,2024-04-21
2023-03,SI,SICUST111,AU,89,6.758,39259126.16,1602600.55,0,0,RED,0,1,13.75,1,30,0,1,TARIC_ANALYTICS,2025-04-23
2023-04,AT,ATCUST112,DK,01,8.307,39318935.85,1732122.43,1,0,GREEN,1,1,21.7,0,7,1,0,FRAUD_RISK_SYSTEM,2025-08-07
2023-05,HR,HRCUST113,IE,12,15.169,39347833.4,4417750.45,0,1,YELLOW,0,0,56.6,0,37,0,1,NATIONAL_CUSTOMS_ADMIN,2024-11-29
2023-06,DK,DKCUST114,PL,23,1.816,39428445.19,748537.62,1,0,RED,0,1,10.83,0,9,1,1,ICS2_AGGREGATE,2025-06-19
2023-07,FR,FRCUST115,US,34,12.94,39459010.43,4699021.45,0,0,GREEN,0,1,12.36,0,9,1,0,TARIC_ANALYTICS,2025-07-14
2023-08,HU,HUCUST116,CA,45,4.534,39527509.5,1269257.52,0,0,YELLOW,0,1,41.24,1,4,1,1,FRAUD_RISK_SYSTEM,2026-02-18
2023-09,LV,LVCUST117,AU,56,7.807,39572715.08,1648935.85,0,0,RED,1,0,11.81,0,20,1,0,NATIONAL_CUSTOMS_ADMIN,2025-06-22
2023-10,MT,MTCUST118,DK,67,3.376,39619728.24,1334079.54,0,0,GREEN,0,1,69.5,0,16,0,0,ICS2_AGGREGATE,2024-09-29
2023-11,PT,PTCUST119,IE,78,5.516,39699115.64,2049582.05,1,0,YELLOW,0,1,34.43,0,34,1,1,TARIC_ANALYTICS,2024-10-19
2023-12,SI,SICUST120,PL,89,13.53,39759056.34,4983805.88,0,0,RED,0,1,79.14,1,36,0,0,FRAUD_RISK_SYSTEM,2024-03-16
2024-01,AT,ATCUST001,US,01,14.878,39815325.56,4066321.87,0,0,GREEN,1,1,48.25,1,43,1,0,NATIONAL_CUSTOMS_ADMIN,2025-01-26
2024-02,HR,HRCUST002,CA,12,13.277,39867091.67,3483868.79,0,0,YELLOW,1,1,78.72,0,19,0,1,ICS2_AGGREGATE,2024-04-07
2024-03,DK,DKCUST003,AU,23,10.751,39908005.02,4491881.63,0,0,RED,0,1,15.35,0,22,0,1,TARIC_ANALYTICS,2024-04-13
2024-04,FR,FRCUST004,DK,34,7.067,39946539.66,1758261.2,0,0,GREEN,0,1,42.18,0,2,0,0,FRAUD_RISK_SYSTEM,2025-08-17
2024-05,HU,HUCUST005,IE,45,16.14,40034188.97,5755053.97,0,0,YELLOW,0,1,63.33,1,25,0,1,NATIONAL_CUSTOMS_ADMIN,2026-02-02
2024-06,LV,LVCUST006,PL,56,2.198,40096440.02,687220.93,0,0,RED,0,1,26.96,1,10,0,0,ICS2_AGGREGATE,2024-10-25
2024-07,MT,MTCUST007,US,67,11.479,40137169.05,3282517.04,0,0,GREEN,0,1,65.31,0,9,1,1,TARIC_ANALYTICS,2024-07-30
2024-08,PT,PTCUST008,CA,78,0.618,40208395.25,234613.27,0,0,YELLOW,0,0,22.96,1,38,0,0,FRAUD_RISK_SYSTEM,2024-05-18
2024-09,SI,SICUST009,AU,89,6.108,40253747.71,1904870.77,0,0,RED,0,1,89.97,0,13,0,0,NATIONAL_CUSTOMS_ADMIN,2024-07-01
2024-10,AT,ATCUST010,DK,01,11.649,40300009.88,3305504.16,0,0,GREEN,1,1,7.83,0,16,0,1,ICS2_AGGREGATE,2025-03-10
2024-11,HR,HRCUST011,IE,12,8.627,40330102.12,2202723.88,0,0,YELLOW,0,1,79.23,0,38,0,0,TARIC_ANALYTICS,2025-06-16
2024-12,DK,DKCUST012,PL,23,8.897,40423486.99,2312662.11,0,0,RED,1,1,74.59,0,28,0,1,FRAUD_RISK_SYSTEM,2024-05-26
2025-01,FR,FRCUST013,US,34,11.002,40461410.19,2607630.16,0,0,GREEN,0,1,41.08,1,26,0,0,NATIONAL_CUSTOMS_ADMIN,2024-05-30
2025-02,HU,HUCUST014,CA,45,4.628,40492887.94,975837.65,0,0,YELLOW,0,1,79.16,0,31,0,0,ICS2_AGGREGATE,2025-10-02
2025-03,LV,LVCUST015,AU,56,13.927,40556262.04,5441472.29,1,0,RED,1,0,62.94,1,12,0,1,TARIC_ANALYTICS,2024-03-16
2025-04,MT,MTCUST016,DK,67,8.303,40609756.17,2281076.77,0,0,GREEN,0,1,65.93,1,1,1,1,FRAUD_RISK_SYSTEM,2025-07-22
2025-05,PT,PTCUST017,IE,78,7.064,40668439.87,2166294.61,0,0,YELLOW,0,1,79.09,0,10,0,0,NATIONAL_CUSTOMS_ADMIN,2025-08-11
2025-06,SI,SICUST018,PL,89,5.953,40719511.12,1706766.56,1,0,RED,1,1,71.75,1,26,0,0,ICS2_AGGREGATE,2025-04-09
2025-07,AT,ATCUST019,US,01,5.07,40810455.99,1137882.43,0,0,GREEN,1,1,48.02,0,40,1,1,TARIC_ANALYTICS,2024-01-09
2025-08,HR,HRCUST020,CA,12,7.419,40846263.01,2331288.19,0,0,YELLOW,0,1,11.29,0,39,0,1,FRAUD_RISK_SYSTEM,2024-11-24
2025-09,DK,DKCUST021,AU,23,1.433,40906374.72,578594.65,0,0,RED,0,0,87.84,0,43,0,1,NATIONAL_CUSTOMS_ADMIN,2024-05-19
2025-10,FR,FRCUST022,DK,34,5.345,40949436.84,1401453.4,0,0,GREEN,0,1,62.42,0,0,1,0,ICS2_AGGREGATE,2024-06-02
2025-11,HU,HUCUST023,IE,45,1.1,41008792.81,269097.84,0,0,YELLOW,0,1,23.11,0,22,0,0,TARIC_ANALYTICS,2026-01-31
2025-12,LV,LVCUST024,PL,56,12.227,41072316.84,2715457.03,0,0,RED,0,1,13.26,1,16,0,0,FRAUD_RISK_SYSTEM,2025-09-12
2026-01,MT,MTCUST025,US,67,5.791,41133581.76,1373940.1,0,0,GREEN,0,1,12.0,1,11,1,0,NATIONAL_CUSTOMS_ADMIN,2024-05-18
2026-02,PT,PTCUST026,CA,78,1.219,41170768.77,539049.18,0,0,YELLOW,0,1,17.09,1,24,1,0,ICS2_AGGREGATE,2025-05-18
2026-03,SI,SICUST027,AU,89,1.119,41226553.36,219954.74,0,0,RED,0,1,60.94,0,39,0,1,TARIC_ANALYTICS,2025-01-17
2026-04,AT,ATCUST028,DK,01,2.876,41261499.07,908843.44,0,0,GREEN,1,0,36.43,1,38,0,1,FRAUD_RISK_SYSTEM,2025-05-31
2026-05,HR,HRCUST029,IE,12,7.099,41324664.23,2055485.17,0,0,YELLOW,0,0,30.46,0,15,0,1,NATIONAL_CUSTOMS_ADMIN,2025-08-05
2026-06,DK,DKCUST030,PL,23,8.44,41391400.1,3376785.61,0,0,RED,0,1,44.28,0,38,0,1,ICS2_AGGREGATE,2024-02-19
2026-07,FR,FRCUST031,US,34,1.393,41452524.23,345169.42,0,0,GREEN,0,1,7.09,0,30,0,1,TARIC_ANALYTICS,2025-08-24
2026-08,HU,HUCUST032,CA,45,5.968,41507139.76,1747101.28,1,0,YELLOW,0,1,47.07,0,30,1,0,FRAUD_RISK_SYSTEM,2025-03-03
2026-09,LV,LVCUST033,AU,56,9.135,41580161.08,2949501.8,0,0,RED,1,1,92.66,1,2,0,0,NATIONAL_CUSTOMS_ADMIN,2025-07-18
2026-10,MT,MTCUST034,DK,67,11.469,41609527.24,2291566.8,0,0,GREEN,1,0,71.39,1,22,1,1,ICS2_AGGREGATE,2026-01-30
2026-11,PT,PTCUST035,IE,78,12.904,41679902.75,3665249.32,0,0,YELLOW,0,1,83.18,0,39,1,1,TARIC_ANALYTICS,2025-08-31
2026-12,SI,SICUST036,PL,89,13.305,41710161.8,3916056.97,0,0,RED,0,0,5.15,0,37,0,0,FRAUD_RISK_SYSTEM,2025-11-03
2018-01,AT,ATCUST037,US,01,11.506,41801423.14,3783313.13,0,0,GREEN,0,1,0.84,0,29,1,0,NATIONAL_CUSTOMS_ADMIN,2024-05-05
2018-02,HR,HRCUST038,CA,12,0.06,41830962.03,12731.92,0,0,YELLOW,0,0,86.95,1,1,0,0,ICS2_AGGREGATE,2025-04-16
2018-03,DK,DKCUST039,AU,23,4.98,41887302.1,1533786.72,0,0,RED,1,1,31.06,1,4,1,0,TARIC_ANALYTICS,2024-06-28
2018-04,FR,FRCUST040,DK,34,1.939,41931003.28,712694.32,0,0,GREEN,0,1,48.63,0,9,0,1,FRAUD_RISK_SYSTEM,2024-01-12
2018-05,HU,HUCUST041,IE,45,3.553,41989794.79,1538645.38,0,0,YELLOW,1,1,15.99,0,43,0,0,NATIONAL_CUSTOMS_ADMIN,2024-05-18
2018-06,LV,LVCUST042,PL,56,14.881,42059654.33,4875095.73,0,0,RED,0,1,123.61,1,12,0,0,ICS2_AGGREGATE,2024-02-26
2018-07,MT,MTCUST043,US,67,15.0,42100611.65,2854548.4,0,0,GREEN,0,1,64.61,0,22,0,1,TARIC_ANALYTICS,2024-10-09
2018-08,PT,PTCUST044,CA,78,0.893,42165596.48,187785.42,1,1,YELLOW,0,1,60.29,1,4,0,0,FRAUD_RISK_SYSTEM,2026-01-18
2018-09,SI,SICUST045,AU,89,8.793,42215699.96,3390523.58,0,0,RED,0,1,93.55,0,13,0,1,NATIONAL_CUSTOMS_ADMIN,2025-04-03
2018-10,AT,ATCUST046,DK,01,5.441,42267590.35,2016659.55,0,0,GREEN,0,1,23.37,1,33,1,0,ICS2_AGGREGATE,2025-08-11
2018-11,HR,HRCUST047,IE,12,9.692,42314420.6,3238845.19,0,0,YELLOW,0,1,15.88,1,42,0,0,TARIC_ANALYTICS,2024-05-05
2018-12,DK,DKCUST048,PL,23,2.705,42361602.21,648349.53,0,0,RED,0,1,40.6,1,42,0,0,FRAUD_RISK_SYSTEM,2025-09-28
2019-01,FR,FRCUST049,US,34,6.423,42450005.19,1948846.68,0,0,GREEN,0,1,8.03,1,44,1,0,NATIONAL_CUSTOMS_ADMIN,2024-04-13
2019-02,HU,HUCUST050,CA,45,16.151,42484060.24,6725348.72,0,0,YELLOW,0,1,9.65,0,37,0,0,ICS2_AGGREGATE,2025-01-27
2019-03,LV,LVCUST051,AU,56,5.302,42526920.29,2325572.45,0,0,RED,1,1,9.39,1,28,0,0,TARIC_ANALYTICS,2024-10-07
2019-04,MT,MTCUST052,DK,67,15.633,42593318.12,4633563.68,0,0,GREEN,0,1,56.84,0,12,0,1,FRAUD_RISK_SYSTEM,2024-10-06
2019-05,PT,PTCUST053,IE,78,14.878,42657610.82,3134230.27,0,0,YELLOW,0,1,65.72,0,28,0,0,NATIONAL_CUSTOMS_ADMIN,2024-05-21
2019-06,SI,SICUST054,PL,89,2.621,42723509.32,1114394.81,0,0,RED,0,1,42.54,1,22,0,1,ICS2_AGGREGATE,2025-01-30
2019-07,AT,ATCUST055,US,01,3.239,42760583.35,683154.74,0,0,GREEN,0,1,11.7,0,25,0,0,TARIC_ANALYTICS,2024-12-18
2019-08,HR,HRCUST056,CA,12,3.036,42817297.9,1278912.9,0,0,YELLOW,1,1,46.96,1,41,1,1,FRAUD_RISK_SYSTEM,2025-06-05
2019-09,DK,DKCUST057,AU,23,13.679,42858306.26,6077220.91,0,0,RED,1,1,60.98,0,33,0,0,NATIONAL_CUSTOMS_ADMIN,2024-04-22
2019-10,FR,FRCUST058,DK,34,16.818,42927522.75,6641099.99,0,0,GREEN,0,1,15.82,1,13,0,1,ICS2_AGGREGATE,2025-09-13
2019-11,HU,HUCUST059,IE,45,9.183,42980244.22,2264681.54,0,0,YELLOW,0,1,84.79,0,24,1,1,TARIC_ANALYTICS,2024-12-29
2019-12,LV,LVCUST060,PL,56,15.505,43068999.74,3283727.16,0,0,RED,0,1,24.99,0,30,0,1,FRAUD_RISK_SYSTEM,2025-07-29
2020-01,MT,MTCUST061,US,67,15.99,43109736.37,4149955.71,0,0,GREEN,1,1,39.73,1,34,0,1,NATIONAL_CUSTOMS_ADMIN,2025-06-20
2020-02,PT,PTCUST062,CA,78,9.306,43137044.18,4380954.0,1,0,YELLOW,0,0,38.29,0,9,0,0,ICS2_AGGREGATE,2025-11-13
2020-03,SI,SICUST063,AU,89,2.933,43214820.77,1238399.79,0,0,RED,0,1,85.93,0,38,0,1,TARIC_ANALYTICS,2026-02-23
2020-04,AT,ATCUST064,DK,01,11.656,43286819.4,3982939.91,0,0,GREEN,1,0,51.41,1,16,0,1,FRAUD_RISK_SYSTEM,2025-03-07
2020-05,HR,HRCUST065,IE,12,2.895,43330758.79,925338.86,0,0,YELLOW,1,1,54.14,1,14,1,0,NATIONAL_CUSTOMS_ADMIN,2025-01-01
2020-06,DK,DKCUST066,PL,23,6.761,43396434.49,1597758.24,0,0,RED,0,0,15.51,1,41,0,0,ICS2_AGGREGATE,2024-06-12
2020-07,FR,FRCUST067,US,34,2.566,43437109.97,1070008.75,0,0,GREEN,0,1,31.66,1,36,0,0,TARIC_ANALYTICS,2024-09-22
2020-08,HU,HUCUST068,CA,45,8.876,43466074.97,3780848.5,0,0,YELLOW,0,0,59.85,1,44,0,1,FRAUD_RISK_SYSTEM,2025-07-30
2020-09,LV,LVCUST069,AU,56,4.082,43521578.65,1894855.85,0,0,RED,0,1,88.39,1,24,1,1,NATIONAL_CUSTOMS_ADMIN,2024-07-06
2020-10,MT,MTCUST070,DK,67,15.101,43574868.53,3387415.05,0,0,GREEN,0,1,47.57,1,45,1,0,ICS2_AGGREGATE,2025-11-17
2020-11,PT,PTCUST071,IE,78,5.221,43663685.84,2261273.03,0,0,YELLOW,0,0,9.24,0,42,0,0,TARIC_ANALYTICS,2024-07-08
2020-12,SI,SICUST072,PL,89,4.229,43696144.77,1230748.79,1,0,RED,0,0,47.94,1,41,0,0,FRAUD_RISK_SYSTEM,2025-12-30
2021-01,AT,ATCUST073,US,01,7.545,43776492.96,2396152.67,0,0,GREEN,0,1,40.74,1,24,0,1,NATIONAL_CUSTOMS_ADMIN,2024-12-13
2021-02,HR,HRCUST074,CA,12,5.461,43814181.43,2291917.42,0,0,YELLOW,0,1,45.77,0,5,0,1,ICS2_AGGREGATE,2024-12-23
2021-03,DK,DKCUST075,AU,23,0.977,43866016.31,361201.03,0,0,RED,1,1,46.9,0,40,0,0,TARIC_ANALYTICS,2024-02-12
2021-04,FR,FRCUST076,DK,34,1.006,43934310.16,341371.09,0,0,GREEN,0,1,13.44,0,7,1,1,FRAUD_RISK_SYSTEM,2025-08-17
2021-05,HU,HUCUST077,IE,45,4.736,43967783.3,1117240.01,0,0,YELLOW,0,0,59.18,0,45,0,1,NATIONAL_CUSTOMS_ADMIN,2025-09-18
2021-06,LV,LVCUST078,PL,56,13.233,44035265.74,4463628.78,0,0,RED,0,1,50.0,1,20,0,1,ICS2_AGGREGATE,2024-01-05
2021-07,MT,MTCUST079,US,67,2.746,44070036.65,870728.86,0,0,GREEN,0,1,70.6,0,37,0,0,TARIC_ANALYTICS,2026-01-30
2021-08,PT,PTCUST080,CA,78,5.805,44150037.15,1626846.19,0,0,YELLOW,0,1,17.32,0,22,0,0,FRAUD_RISK_SYSTEM,2025-12-11
2021-09,SI,SICUST081,AU,89,11.11,44197077.98,4805221.58,0,0,RED,0,1,69.43,0,24,0,0,NATIONAL_CUSTOMS_ADMIN,2025-02-09
2021-10,AT,ATCUST082,DK,01,6.103,44278284.29,2878313.23,0,0,GREEN,1,1,10.72,0,33,1,0,ICS2_AGGREGATE,2025-09-27
2021-11,HR,HRCUST083,IE,12,7.221,44288177.14,1569454.45,0,0,YELLOW,0,1,54.75,0,6,0,0,TARIC_ANALYTICS,2026-01-23
2021-12,DK,DKCUST084,PL,23,9.101,44344496.4,2542182.27,0,0,RED,0,1,22.95,1,36,0,1,FRAUD_RISK_SYSTEM,2025-07-21
2022-01,FR,FRCUST085,US,34,2.406,44424194.15,947492.54,1,0,GREEN,0,1,31.55,0,40,0,0,NATIONAL_CUSTOMS_ADMIN,2025-02-03
2022-02,HU,HUCUST086,CA,45,8.874,44483856.51,1933006.15,1,0,YELLOW,1,1,20.58,0,28,0,0,ICS2_AGGREGATE,2025-07-24
2022-03,LV,LVCUST087,AU,56,2.638,44545172.96,562263.18,0,0,RED,1,1,111.24,0,11,0,1,TARIC_ANALYTICS,2025-12-01
2022-04,MT,MTCUST088,DK,67,1.503,44589770.73,625449.73,0,0,GREEN,0,1,47.93,0,9,0,0,FRAUD_RISK_SYSTEM,2025-09-11
2022-05,PT,PTCUST089,IE,78,6.84,44629494.49,2941576.77,0,0,YELLOW,0,1,56.74,1,18,0,1,NATIONAL_CUSTOMS_ADMIN,2025-03-29
2022-06,SI,SICUST090,PL,89,12.07,44710506.88,3114814.09,0,0,RED,0,1,88.21,0,16,0,0,ICS2_AGGREGATE,2025-07-17
2022-07,AT,ATCUST091,US,01,3.595,44768861.76,1768595.96,0,1,GREEN,1,1,60.91,1,38,0,1,TARIC_ANALYTICS,2026-01-11
2022-08,HR,HRCUST092,CA,12,3.523,44828770.1,1253971.38,0,0,YELLOW,0,1,48.25,0,43,0,1,FRAUD_RISK_SYSTEM,2024-04-02
2022-09,DK,DKCUST093,AU,23,4.148,44840156.65,1059975.21,0,0,RED,1,1,65.38,0,41,0,1,NATIONAL_CUSTOMS_ADMIN,2025-06-10
2022-10,FR,FRCUST094,DK,34,0.443,44903563.54,99105.12,1,0,GREEN,0,1,30.36,0,18,0,1,ICS2_AGGREGATE,2024-06-27
2022-11,HU,HUCUST095,IE,45,8.793,44979663.86,3841371.12,0,0,YELLOW,0,1,48.29,0,39,0,0,TARIC_ANALYTICS,2024-02-14
2022-12,LV,LVCUST096,PL,56,9.483,45003910.98,3375486.16,0,0,RED,0,1,92.8,1,5,0,0,FRAUD_RISK_SYSTEM,2026-01-31
2023-01,MT,MTCUST097,US,67,4.176,45088215.23,1790283.35,0,0,GREEN,0,1,65.74,0,34,0,0,NATIONAL_CUSTOMS_ADMIN,2025-07-21
2023-02,PT,PTCUST098,CA,78,13.992,45148561.23,4413744.49,0,1,YELLOW,1,1,65.33,0,20,1,1,ICS2_AGGREGATE,2025-11-06
2023-03,SI,SICUST099,AU,89,14.208,45202682.0,7051682.05,0,0,RED,0,1,29.49,0,30,1,0,TARIC_ANALYTICS,2024-11-01
2023-04,AT,ATCUST100,DK,01,4.557,45228169.17,1411301.97,0,0,GREEN,1,1,29.03,1,23,1,1,FRAUD_RISK_SYSTEM,2024-04-21
2023-05,HR,HRCUST101,IE,12,9.267,45307655.26,2164890.99,1,0,YELLOW,0,1,65.35,1,26,0,0,NATIONAL_CUSTOMS_ADMIN,2025-02-16
2023-06,DK,DKCUST102,PL,23,11.927,45334641.5,5934015.42,0,0,RED,1,1,119.28,1,49,0,1,ICS2_AGGREGATE,2024-04-21
2023-07,FR,FRCUST103,US,34,3.28,45396711.14,701975.83,0,0,GREEN,0,1,55.66,0,1,0,0,TARIC_ANALYTICS,2024-03-24
2023-08,HU,HUCUST104,CA,45,7.956,45483303.56,3413408.37,0,0,YELLOW,0,1,23.97,0,41,0,0,FRAUD_RISK_SYSTEM,2024-02-11
2023-09,LV,LVCUST105,AU,56,12.77,45527177.06,5002985.43,0,0,RED,0,1,77.31,0,44,1,0,NATIONAL_CUSTOMS_ADMIN,2025-03-17
2023-10,MT,MTCUST106,DK,67,6.829,45576684.05,2068433.5,0,0,GREEN,0,1,20.22,0,42,0,0,ICS2_AGGREGATE,2025-03-13
