tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_inr,tech_infra_matching_funds_inr,tech_infra_km_fiber_planned,tech_infra_km_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2023-05-23,INFZC5PLABBLP,COMMUNITY_WIFI,USOF,151342500,30628776,1390.2,921.2,10908,6711,ON_HOLD,36,309,CON1672005,33.1,0.396,0,813,0,
2024-02-25,INFT9OCO8QV45,TOWER_UPGRADE,USOF,89680126,37714406,1240.8,78.2,167941,112612,COMPLETED,601,108,CON0303340,74.8,0.081,0,2540,0,2025-07-08
2019-05-18,INFGBIF7HBEGL,FIBER_BACKBONE,MDB_LOAN,144795180,62966887,251.0,64.6,220958,91889,IN_PROGRESS,1482,93,CON0008397,77.7,0.056,1,457,0,
2024-05-25,INF3O9CZNVECK,TOWER_UPGRADE,PPP,121044945,67837457,1151.6,1057.3,85713,49914,PLANNED,590,240,CON2131046,16.4,0.721,0,2086,0,
2021-08-07,INFD96X9TMZRK,LAST_MILE,PRIVATE_CAPEX,83218745,43853622,838.1,580.3,246147,32339,ON_HOLD,577,28,CON4253215,57.6,0.589,1,1113,0,
2022-04-03,INF28IQIJYVI5,COMMUNITY_WIFI,PRIVATE_CAPEX,150364056,27134073,687.9,245.6,135755,36700,COMPLETED,988,111,CON6225622,59.7,0.858,0,2403,1,2026-01-27
2023-09-15,INFEAWEB0565F,FIBER_BACKBONE,USOF,202437342,70534870,761.7,201.4,125203,4732,IN_PROGRESS,586,236,CON2076765,80.2,0.759,0,2223,0,
2021-11-23,INFKIJN9JWKNQ,FIBER_BACKBONE,STATE_GRANT,29692966,8282515,513.2,280.8,247206,222943,IN_PROGRESS,146,51,CON4738892,4.5,0.592,1,797,0,
2020-08-05,INFWYLV6R2LZD,SAT_GATEWAY,USOF,109603413,16740355,4.9,0.2,18759,16630,COMPLETED,1273,327,CON2267321,7.0,0.801,0,1355,1,2025-05-16
2020-01-07,INFPQ7C2JX772,LAST_MILE,PPP,246319280,46919450,52.7,49.0,19167,9078,COMPLETED,179,164,CON7218451,91.7,0.883,0,1220,0,2023-11-28
2023-05-29,INFZI8ULRAUY9,SAT_GATEWAY,PRIVATE_CAPEX,234831047,44811061,1177.4,709.2,221526,23016,COMPLETED,468,234,CON1133215,79.4,0.357,1,203,1,2025-12-01
2024-08-21,INFC8DVMWWY2E,COMMUNITY_WIFI,MDB_LOAN,208625424,42675882,1132.1,545.0,124301,20296,COMPLETED,601,254,CON1043811,37.8,0.815,1,592,0,2021-07-04
2025-04-25,INFRGALPN6I93,COMMUNITY_WIFI,PRIVATE_CAPEX,92037846,11451729,572.5,88.7,54238,14223,ON_HOLD,1149,167,CON7579610,40.7,0.331,0,161,0,
2021-01-11,INF7S2H0N2I7K,FIBER_BACKBONE,PPP,144542937,97897771,1318.9,1105.3,114239,97055,PLANNED,1273,92,CON2213735,5.1,0.476,0,351,1,
2019-08-05,INFSZ8LO13CNS,SAT_GATEWAY,USOF,80550558,39037270,441.1,60.8,246185,36068,CANCELLED,1007,148,CON7304377,69.4,0.99,1,1158,0,2023-12-09
2023-05-07,INFNJM5S9U9L5,COMMUNITY_WIFI,PRIVATE_CAPEX,11327110,4358704,767.7,732.7,149474,13889,CANCELLED,447,339,CON7143087,29.8,0.886,0,1747,1,2023-10-21
2019-08-30,INF1MIOSROLSU,LAST_MILE,STATE_GRANT,116557334,55312526,1134.4,1129.5,167905,41334,COMPLETED,944,33,CON4580550,20.4,0.077,0,899,1,2022-08-30
2025-12-16,INFCV6OSEBP9E,LAST_MILE,PPP,110312445,27605866,119.9,119.5,211437,204124,IN_PROGRESS,1346,158,CON2020492,71.5,0.944,0,689,1,
2019-03-27,INFZUKBVV546V,SAT_GATEWAY,STATE_GRANT,228780464,138365586,1341.2,1201.0,124003,47817,COMPLETED,1380,52,CON1611667,80.5,0.452,1,1825,0,2024-12-14
2021-12-22,INFOEESKR3W8H,TOWER_UPGRADE,STATE_GRANT,229338266,70432087,1408.8,398.4,112855,11403,PLANNED,934,216,CON3009701,8.1,0.618,0,232,0,
2023-03-14,INFEX0NCJYK92,FIBER_BACKBONE,PRIVATE_CAPEX,181058493,113703430,1298.0,593.6,117588,12459,ON_HOLD,704,307,CON7265742,76.3,0.14,1,219,0,
2023-06-04,INFM8Y0XA7GPW,FIBER_BACKBONE,PRIVATE_CAPEX,15291113,4857583,833.1,535.9,88854,12652,CANCELLED,1134,238,CON7517578,90.7,0.624,0,135,1,2023-10-18
2023-06-23,INF28R7A3E42R,FIBER_BACKBONE,PRIVATE_CAPEX,208555704,136572163,453.2,38.2,203770,54576,IN_PROGRESS,1454,76,CON3494885,5.5,0.586,0,2312,1,
2019-07-09,INFI3ICHODWVZ,COMMUNITY_WIFI,USOF,195292733,24395896,377.6,313.7,236671,52501,ON_HOLD,1480,313,CON3127160,91.3,0.061,0,2975,0,
2025-05-11,INFB4S27TSOIY,SAT_GATEWAY,PPP,109782624,13513611,855.6,155.3,20409,10344,PLANNED,668,121,CON2569486,94.2,0.466,1,2530,0,
2020-04-05,INFISZLT6TOX4,SAT_GATEWAY,PRIVATE_CAPEX,78407712,49934359,1478.1,19.3,68435,59809,CANCELLED,735,125,CON7881160,21.8,0.644,1,1044,0,2021-01-17
2020-06-17,INFU6FR6LWAOY,SAT_GATEWAY,MDB_LOAN,215021259,136128502,430.3,225.1,172404,70163,CANCELLED,1484,245,CON8963244,38.3,0.325,1,2514,0,2022-07-18
2023-01-17,INFU6O899UKMS,TOWER_UPGRADE,USOF,73753563,20396021,1486.9,1348.8,195564,39360,PLANNED,494,253,CON0817266,12.3,0.716,1,2811,0,
2021-09-26,INFOM96DY4VMS,TOWER_UPGRADE,MDB_LOAN,196780076,100931967,792.5,365.9,200912,21724,IN_PROGRESS,435,134,CON8099264,85.2,0.263,0,2963,1,
2026-02-10,INFT3C259LDBP,COMMUNITY_WIFI,PPP,118409241,78747951,1392.0,1267.5,34950,32675,COMPLETED,112,170,CON9555713,46.8,0.619,0,753,1,2025-10-21
2019-09-04,INF82QDI32GY9,FIBER_BACKBONE,PRIVATE_CAPEX,66679668,23461434,1255.2,973.6,82525,52635,ON_HOLD,405,112,CON5449720,73.7,0.809,0,2853,0,
2022-02-20,INFGAQCRFQASP,FIBER_BACKBONE,PRIVATE_CAPEX,223545278,71507045,573.6,18.6,125334,81426,ON_HOLD,977,230,CON6694446,62.0,0.084,0,2735,0,
2019-11-23,INF4GB6VL0PSK,FIBER_BACKBONE,MDB_LOAN,229696677,121894909,300.5,177.4,7192,422,PLANNED,875,112,CON3003695,62.3,0.007,0,1853,0,
2019-02-13,INFMKJJFQMIP4,SAT_GATEWAY,PPP,156015032,64757563,468.3,453.7,20275,1300,ON_HOLD,1374,163,CON4612262,60.7,0.266,0,606,0,
2023-11-28,INF5QQ69M73WY,LAST_MILE,MDB_LOAN,5641974,7002,1212.6,994.8,105962,19719,ON_HOLD,915,238,CON8293152,76.3,0.707,0,1848,0,
2022-06-18,INFUFBT5HGXA4,COMMUNITY_WIFI,PRIVATE_CAPEX,201268382,116475325,986.0,768.9,116575,102056,CANCELLED,311,203,CON7072139,31.8,0.966,0,836,1,2024-07-03
2025-10-18,INFALXKQTOQ41,FIBER_BACKBONE,MDB_LOAN,232590538,80262501,810.7,88.3,143099,51954,CANCELLED,889,111,CON4874336,14.4,0.8,0,1751,0,2023-01-02
2024-04-25,INFA2C2RYDJER,FIBER_BACKBONE,STATE_GRANT,142409972,73720383,1450.9,97.2,109417,96397,CANCELLED,613,54,CON7496504,10.7,0.47,1,2528,0,2024-04-28
2024-12-23,INFF3IK9Q10TD,COMMUNITY_WIFI,PPP,110327193,64818672,19.7,12.2,225471,151419,PLANNED,1032,48,CON5274035,7.6,0.491,0,2902,1,
2022-12-11,INF97MNG6JWAZ,FIBER_BACKBONE,PRIVATE_CAPEX,205407519,94273596,596.2,361.5,239096,63500,CANCELLED,1025,99,CON4071308,64.2,0.265,0,1717,0,2025-02-24
2025-09-17,INFG72Y9ZG21M,LAST_MILE,STATE_GRANT,247367004,63763543,45.4,44.3,40439,15291,CANCELLED,740,75,CON0994892,67.6,0.888,1,1635,0,2023-11-26
2024-07-02,INFVCR75TRPM2,COMMUNITY_WIFI,PRIVATE_CAPEX,23128678,15287356,568.8,305.7,99797,73542,ON_HOLD,810,275,CON6750606,61.2,0.813,1,2421,0,
2022-12-29,INFILE6I5E550,TOWER_UPGRADE,MDB_LOAN,121469469,84810399,759.3,211.1,179865,21209,CANCELLED,1394,364,CON4585031,63.0,0.0,0,1593,0,2021-11-07
2022-05-01,INFTLVCT4OUL4,LAST_MILE,MDB_LOAN,81187214,28825214,997.9,905.0,213820,122623,IN_PROGRESS,702,65,CON8247566,46.2,0.872,1,574,0,
2022-04-30,INFSVB1BUU3KF,FIBER_BACKBONE,PPP,137712304,29941125,126.0,11.2,117563,37914,COMPLETED,223,107,CON0209724,82.3,0.266,1,2861,1,2025-09-10
2025-07-24,INFZ5DBH5RWSH,TOWER_UPGRADE,PPP,118986148,1709669,1162.4,190.9,199635,98382,ON_HOLD,85,348,CON9092734,40.3,0.645,0,2254,0,
2024-05-29,INFUJM4P45VXX,TOWER_UPGRADE,USOF,78885938,3905049,1080.9,1066.1,66235,66205,PLANNED,908,132,CON3958758,43.3,0.695,0,1961,0,
2024-06-19,INF4O7W507KGY,FIBER_BACKBONE,STATE_GRANT,118596668,13861493,804.9,28.5,41420,16135,CANCELLED,1335,352,CON8266520,86.2,0.574,0,1616,0,2023-03-31
2023-08-26,INFFATE0IQLCQ,FIBER_BACKBONE,PPP,45153843,8590214,972.9,766.0,134701,123719,ON_HOLD,1152,123,CON9976826,26.7,0.029,0,2180,0,
2023-12-03,INFCYREL3XFRX,FIBER_BACKBONE,MDB_LOAN,167225911,13620358,1266.8,144.3,167932,43481,PLANNED,1281,266,CON8421563,52.6,0.719,0,2103,0,
2023-04-14,INFIUEG7PWPE8,TOWER_UPGRADE,PRIVATE_CAPEX,94714718,50203888,1362.7,760.5,234911,194272,IN_PROGRESS,722,237,CON8532441,82.7,0.72,0,1985,1,
2023-01-08,INFZBEUALFQLP,LAST_MILE,PRIVATE_CAPEX,177962923,2008042,1142.4,981.0,144147,38156,CANCELLED,1287,163,CON9159215,72.4,0.601,0,1009,0,2023-10-23
2023-12-21,INFCWDL3VYMRZ,COMMUNITY_WIFI,USOF,62736103,17667482,767.2,90.9,90626,60982,ON_HOLD,1443,28,CON8622261,88.3,0.992,0,2850,0,
2022-06-11,INF87Q1FVQPQY,FIBER_BACKBONE,STATE_GRANT,210055422,20115278,1358.9,1190.6,164919,17728,CANCELLED,862,158,CON1178233,60.5,0.961,0,2870,0,2023-04-16
2025-09-04,INFZJKJ1A2H25,LAST_MILE,USOF,15397222,5324215,461.2,405.1,59447,11037,ON_HOLD,1445,180,CON9170519,48.0,0.331,1,523,0,
2022-10-16,INFILC47F39OX,FIBER_BACKBONE,MDB_LOAN,111888229,12922450,997.7,536.4,114040,25083,COMPLETED,1347,364,CON5388670,23.6,0.12,1,2666,0,2022-04-05
2023-09-20,INFX3B6EHAIGB,SAT_GATEWAY,MDB_LOAN,32508707,11764320,505.8,268.0,25466,3167,CANCELLED,253,219,CON3504416,43.9,0.729,1,2732,0,2021-02-07
2023-06-09,INF7CSMOSIYLW,LAST_MILE,STATE_GRANT,26369127,11029839,635.9,302.8,158183,140647,ON_HOLD,212,322,CON3143574,5.9,0.499,1,1692,0,
2021-11-30,INF2JKJWJ90A7,SAT_GATEWAY,MDB_LOAN,17320160,5659958,1267.0,617.2,193221,14207,PLANNED,1237,94,CON7525480,33.2,0.092,1,2371,0,
2024-03-20,INF0I4AWTT27I,LAST_MILE,PRIVATE_CAPEX,60145822,5385232,47.6,3.9,538,25,PLANNED,1500,68,CON3299348,81.0,0.78,1,2945,0,
2020-04-02,INFZPHIT6WDE8,LAST_MILE,PRIVATE_CAPEX,239569540,152931752,1122.9,311.9,76361,35933,PLANNED,767,214,CON7096617,69.4,0.626,1,2999,0,
2021-06-22,INFXN07QIJZ79,FIBER_BACKBONE,MDB_LOAN,154832701,9816099,174.5,165.3,88021,72207,IN_PROGRESS,1120,333,CON6452476,31.9,0.481,1,563,1,
2019-02-11,INF38CP5U4UIH,TOWER_UPGRADE,PRIVATE_CAPEX,39896968,5604003,222.7,205.3,196839,86010,ON_HOLD,437,265,CON5938180,24.9,0.945,0,101,0,
2019-04-11,INFB2LPA6YDWC,SAT_GATEWAY,MDB_LOAN,214490915,95422103,878.0,211.4,237446,124019,ON_HOLD,403,181,CON4254857,15.0,0.78,0,2745,0,
2021-10-05,INFBYVA1L934M,SAT_GATEWAY,STATE_GRANT,205973109,8004478,791.2,581.1,45814,37082,CANCELLED,813,127,CON7790512,49.4,0.14,1,309,0,2023-09-27
2021-05-23,INFXICRLY5FCH,SAT_GATEWAY,USOF,101527660,66340580,712.9,48.2,205376,70296,PLANNED,1070,15,CON9423450,61.5,0.243,0,1503,0,
2022-03-16,INFQG3PWTKSV2,FIBER_BACKBONE,STATE_GRANT,119855161,61675472,631.4,3.6,173979,124461,COMPLETED,1354,341,CON0424800,97.8,0.979,1,676,0,2025-04-01
2021-12-30,INFT1EXS1I4OC,FIBER_BACKBONE,USOF,75586401,9216000,1192.8,134.2,191823,128491,CANCELLED,1473,331,CON6942989,26.6,0.839,1,2923,0,2022-08-24
2024-10-18,INFKOY23GNLUC,LAST_MILE,USOF,57385284,21994504,46.8,26.9,91266,13289,CANCELLED,394,196,CON1985396,46.9,0.185,0,1551,0,2025-09-28
2021-09-06,INFW5NI7Y1YQG,LAST_MILE,STATE_GRANT,1575380,818502,678.6,265.4,115222,3817,CANCELLED,742,147,CON9192552,45.5,0.739,1,416,0,2025-03-04
2021-06-12,INFYWM012H7DF,COMMUNITY_WIFI,PRIVATE_CAPEX,88207409,43641831,1432.3,273.8,37662,7443,CANCELLED,1285,97,CON6440649,72.4,0.26,1,1169,0,2022-03-02
2025-06-03,INFURU0GHRH9Q,SAT_GATEWAY,PPP,207336603,15028863,1128.4,4.9,180448,126440,CANCELLED,188,36,CON1072777,13.1,0.154,0,1656,0,2023-06-08
2024-10-22,INFZ4JJHEOIZ8,SAT_GATEWAY,PPP,15147024,7808800,763.9,187.0,83174,65905,ON_HOLD,1152,271,CON2379036,99.8,0.127,0,214,0,
2023-01-06,INFSJQXHBPP6B,COMMUNITY_WIFI,USOF,26095575,3348572,1415.9,574.5,26185,11978,ON_HOLD,455,302,CON4386229,98.8,0.539,0,2500,0,
2025-10-12,INFLFBURW9XNW,FIBER_BACKBONE,USOF,37857696,15969635,520.9,425.6,143018,23343,ON_HOLD,318,191,CON3859943,52.9,0.241,0,2720,0,
2023-09-11,INFVOSHHD03VA,TOWER_UPGRADE,PPP,176937687,25591854,1107.5,389.2,20812,3193,PLANNED,250,92,CON0986832,84.1,0.227,0,2895,0,
2020-01-21,INF641SRU27Q9,TOWER_UPGRADE,PRIVATE_CAPEX,185717205,45920556,770.5,9.4,164265,87746,IN_PROGRESS,689,166,CON0142466,68.6,0.08,0,2057,0,
2022-08-29,INFGIBY2Z468Q,COMMUNITY_WIFI,USOF,101659206,40256312,558.6,188.0,61454,44122,IN_PROGRESS,36,347,CON6022805,99.2,0.239,0,2858,1,
2020-09-03,INF5E9VEGDYX0,SAT_GATEWAY,USOF,145077725,29325538,1365.3,528.5,156733,60419,IN_PROGRESS,564,96,CON5743818,19.5,0.744,0,2813,0,
2024-01-04,INFDCM455LOHS,SAT_GATEWAY,MDB_LOAN,212645769,29548389,793.4,285.4,103210,101949,COMPLETED,319,226,CON9383514,61.3,0.174,0,173,1,2023-07-21
2024-07-08,INFEMFJTMX2ED,COMMUNITY_WIFI,USOF,209721545,90560672,1400.1,1068.3,201208,5228,PLANNED,939,298,CON3889975,49.5,0.98,0,2005,0,
2023-04-05,INFZV38TO82JC,COMMUNITY_WIFI,PRIVATE_CAPEX,186162143,122310483,208.7,160.8,238849,93962,IN_PROGRESS,1476,328,CON1962134,79.8,0.376,1,905,0,
2025-09-27,INF28J03W86TD,FIBER_BACKBONE,STATE_GRANT,176094327,122139188,568.0,142.7,21696,4711,CANCELLED,1004,90,CON6489492,32.9,0.528,0,59,0,2021-01-12
2023-07-14,INF1UICH7OBNC,SAT_GATEWAY,MDB_LOAN,154857262,82524346,29.4,27.3,198948,167932,PLANNED,1409,361,CON5805921,32.8,0.131,0,1749,0,
2019-04-05,INF88C56J67SX,SAT_GATEWAY,USOF,212455235,109027574,174.4,14.1,141430,29172,ON_HOLD,1013,60,CON2709356,17.9,0.678,1,1,0,
2023-11-29,INF1UD8FWHLO5,TOWER_UPGRADE,USOF,6999091,3385487,882.0,710.5,192789,123967,PLANNED,1466,194,CON8472593,82.7,0.518,0,627,0,
2019-01-12,INF1FOBD5M2XF,SAT_GATEWAY,STATE_GRANT,53230770,1501064,598.3,72.8,71803,50766,PLANNED,442,333,CON2102694,71.6,0.683,0,1108,0,
2021-11-10,INFUU2R0CXM81,FIBER_BACKBONE,USOF,64182095,43003894,1283.3,9.9,155629,149709,COMPLETED,904,365,CON4283529,83.1,0.847,1,2818,0,2022-03-04
2025-05-01,INFW273ZCOKRJ,SAT_GATEWAY,STATE_GRANT,235418747,63746988,981.6,111.6,186874,93887,CANCELLED,1229,88,CON3118574,75.2,0.211,0,2374,0,2025-12-18
2020-09-15,INFFLNQWN5D66,SAT_GATEWAY,PRIVATE_CAPEX,159923257,67843299,850.5,216.2,89295,60642,IN_PROGRESS,743,135,CON8567331,69.0,0.695,0,2837,1,
2023-05-17,INF5UX8TWLZ57,COMMUNITY_WIFI,STATE_GRANT,192940197,83444371,1231.6,708.2,230295,13110,PLANNED,1352,266,CON1011724,82.7,0.157,1,1740,0,
2019-11-21,INFOJ3EWXXYUE,SAT_GATEWAY,STATE_GRANT,113766563,22743027,681.9,157.0,178638,153865,COMPLETED,443,22,CON8617237,33.5,0.748,1,2031,0,2021-01-10
2022-03-09,INFCURGZ6IH35,LAST_MILE,PPP,172003577,46150364,1245.6,874.2,203163,51265,COMPLETED,492,357,CON0372280,0.4,0.487,1,2767,1,2022-05-31
2024-09-19,INF3UM810T3XT,LAST_MILE,MDB_LOAN,76856811,31167898,1019.7,388.7,209546,79347,COMPLETED,197,119,CON9770258,59.1,0.373,1,25,1,2024-06-03
2021-10-23,INFK1EIK43UM1,SAT_GATEWAY,PPP,123708627,47899245,991.8,691.8,12166,610,CANCELLED,269,23,CON7817130,65.3,0.899,0,999,0,2023-03-17
2019-05-03,INFJ3R6QLMD00,COMMUNITY_WIFI,PPP,61133791,24676131,992.5,468.8,226051,178855,IN_PROGRESS,204,173,CON0518145,25.1,0.726,1,2593,1,
2022-02-04,INFS0M34N5RL8,FIBER_BACKBONE,PRIVATE_CAPEX,246466661,51107692,188.5,91.1,89228,41633,CANCELLED,1064,135,CON6843605,44.1,0.987,1,1362,1,2021-12-28
2024-08-20,INFQC33Y7N8I3,LAST_MILE,USOF,4340808,655009,62.5,49.9,100988,37772,CANCELLED,1107,166,CON0789353,52.9,0.545,1,2763,0,2020-09-18
2025-12-18,INF6JQCN6F88R,COMMUNITY_WIFI,STATE_GRANT,162383444,29347000,914.1,272.5,197058,94005,COMPLETED,69,146,CON0386596,26.8,0.652,0,2214,0,2026-01-20
2025-01-23,INF6B1PFGZ7IH,LAST_MILE,USOF,35916013,5792043,339.0,253.2,243397,13499,COMPLETED,905,108,CON6593105,46.8,0.987,0,1136,0,2020-06-26
2026-01-19,INFBP90MAN9TN,FIBER_BACKBONE,MDB_LOAN,9845936,40494,689.9,554.3,204069,51820,ON_HOLD,581,58,CON9582017,40.8,0.969,0,2229,0,
2024-12-31,INFDN09TQBDEM,TOWER_UPGRADE,STATE_GRANT,85498061,1209525,766.8,398.9,49564,16463,COMPLETED,1088,127,CON7260635,11.6,0.092,0,2281,0,2023-02-17
2026-02-08,INFAYT9J1UCMJ,COMMUNITY_WIFI,PPP,146378403,17225663,1061.3,903.3,246188,47471,ON_HOLD,361,275,CON9830198,18.6,0.796,1,1990,0,
2024-07-22,INFA9I7P60XLL,LAST_MILE,PRIVATE_CAPEX,174312788,103578926,885.1,275.4,122151,71372,IN_PROGRESS,899,130,CON4626968,27.7,0.482,1,576,0,
2022-09-19,INFBZPJFWCS9C,FIBER_BACKBONE,PRIVATE_CAPEX,196802037,38359336,1162.6,537.2,214158,199479,IN_PROGRESS,1379,216,CON2368038,13.2,0.161,1,1721,1,
2022-12-10,INFNFIQJAHYP0,FIBER_BACKBONE,PRIVATE_CAPEX,61385561,34631881,1225.5,156.5,66783,17582,PLANNED,1138,270,CON3336964,41.9,0.455,0,2065,0,
2019-07-30,INF3YYKYUQP5G,LAST_MILE,USOF,209574233,93098929,1013.7,705.2,137053,73926,COMPLETED,234,112,CON1196470,96.2,0.701,0,637,1,2024-01-14
2019-01-05,INFMK4QGW9NVK,COMMUNITY_WIFI,PRIVATE_CAPEX,173909357,102721512,788.8,208.8,151474,84062,ON_HOLD,1270,102,CON4959800,19.7,0.761,0,2117,0,
2024-01-13,INFVZ62CC2B4V,LAST_MILE,MDB_LOAN,202157689,137193973,482.9,302.9,132411,71748,PLANNED,1084,150,CON4025626,93.2,0.297,1,629,0,
2019-08-15,INF6IMWT8LSQY,COMMUNITY_WIFI,PPP,51074490,16835441,944.2,894.1,120031,16080,IN_PROGRESS,100,246,CON4305795,33.7,0.323,1,1258,0,
2022-12-19,INF5R8PEG11EK,FIBER_BACKBONE,PRIVATE_CAPEX,234384981,35288743,415.1,7.2,175918,105399,IN_PROGRESS,1433,222,CON2016462,5.8,0.21,1,581,0,
2023-01-19,INFSY6G5W4TLN,FIBER_BACKBONE,STATE_GRANT,107217913,45891243,352.1,338.0,40454,2038,PLANNED,1213,263,CON0483209,86.6,0.937,0,625,0,
2023-02-07,INFLUWLEO60DU,COMMUNITY_WIFI,PRIVATE_CAPEX,205352242,106469156,1273.7,468.1,68857,64739,IN_PROGRESS,1444,193,CON5463966,62.6,0.156,1,1517,1,
2024-03-05,INFXASAG3FFLA,FIBER_BACKBONE,USOF,8657626,1690906,331.7,97.5,194167,144312,PLANNED,251,270,CON1984475,79.0,0.806,0,701,0,
2025-01-15,INFP6KGHCZMHE,LAST_MILE,MDB_LOAN,59894673,9960939,901.5,92.1,121876,96350,CANCELLED,55,207,CON2214591,67.9,0.104,0,150,0,2022-06-28
2025-07-17,INFKN9J6UJV6Y,COMMUNITY_WIFI,USOF,64238934,15272464,505.0,453.1,156964,34880,CANCELLED,825,309,CON5354723,19.0,0.469,0,188,0,2024-02-29
2024-09-18,INFDNMQ7ZRYMK,LAST_MILE,MDB_LOAN,234122411,4483583,1499.2,305.9,99579,90655,IN_PROGRESS,1153,334,CON4866275,36.0,0.65,1,345,0,
2019-03-25,INF1JDYH06E8K,LAST_MILE,PPP,229972987,79602843,117.3,106.6,82781,4911,IN_PROGRESS,1411,272,CON4354883,98.4,0.813,1,2952,1,
2023-02-26,INFSOED56IZW9,FIBER_BACKBONE,MDB_LOAN,166376531,28080138,1137.9,125.0,71093,1209,PLANNED,1284,205,CON6086926,69.1,0.432,1,2709,0,
2020-06-30,INFX0XS86IMAM,FIBER_BACKBONE,STATE_GRANT,79512208,8195769,1282.9,1153.0,54316,36986,COMPLETED,376,30,CON8274182,72.8,0.879,1,1726,1,2024-11-06
2023-02-08,INFTUJO12GAMS,FIBER_BACKBONE,PRIVATE_CAPEX,6069719,665551,905.7,891.1,140202,79071,ON_HOLD,608,302,CON3523362,42.2,0.929,1,773,0,
2020-11-15,INF0QTQBOFE8L,LAST_MILE,PRIVATE_CAPEX,21855976,8897762,1347.8,1188.9,59834,42808,CANCELLED,261,25,CON0047072,98.2,0.508,1,182,0,2022-06-21
2022-02-15,INFTEEYQ50VZ7,SAT_GATEWAY,USOF,80069769,52024501,831.1,757.5,26102,12270,ON_HOLD,780,198,CON4919962,20.3,0.005,1,2615,1,
2022-10-26,INFCHCEPFLGID,TOWER_UPGRADE,MDB_LOAN,127637842,73452462,403.4,62.7,211151,174616,IN_PROGRESS,286,336,CON9121935,81.8,0.591,0,306,0,
2025-11-07,INF3L7NPKWZDN,COMMUNITY_WIFI,STATE_GRANT,236360607,148593109,5.4,5.2,137142,19564,CANCELLED,535,38,CON6511304,43.5,0.418,1,687,1,2023-12-01
2021-04-19,INFBGBIZ3DMPU,FIBER_BACKBONE,PPP,183998511,123198171,383.2,344.6,241896,28507,PLANNED,257,232,CON4266098,18.1,0.847,0,2739,0,
2025-06-17,INFKAYKJSF38K,SAT_GATEWAY,PPP,60790433,13425622,830.2,138.3,99913,46919,IN_PROGRESS,1497,189,CON9900135,11.7,0.08,1,87,1,
2019-09-25,INFHX9W9GRJS8,FIBER_BACKBONE,PRIVATE_CAPEX,167515046,17595320,1453.0,308.2,209499,108977,COMPLETED,1009,197,CON4938211,84.1,0.015,0,801,1,2026-01-03
2024-03-10,INF7IWOQEQQ7A,LAST_MILE,PPP,93153810,1228266,515.6,411.9,175620,30807,COMPLETED,883,289,CON5866352,18.5,0.366,0,760,1,2024-12-13
2023-01-15,INF6IG72A4LF5,TOWER_UPGRADE,STATE_GRANT,179089602,117168072,1168.8,436.5,69153,32134,ON_HOLD,1141,43,CON9576063,29.9,0.864,0,499,0,
2024-01-31,INFRZ20413FLF,FIBER_BACKBONE,USOF,175167062,117183575,802.1,768.9,181549,11492,COMPLETED,978,99,CON1688322,47.3,0.437,1,1368,0,2025-11-18
2020-01-17,INFYLRZF1KRUH,SAT_GATEWAY,PRIVATE_CAPEX,4035765,2774623,199.5,143.0,116209,10042,IN_PROGRESS,794,59,CON3941841,22.5,0.504,1,758,1,
2020-10-11,INFJIM8JEM6GQ,FIBER_BACKBONE,USOF,92014487,37169088,606.0,406.9,183878,176285,COMPLETED,985,254,CON5059699,49.6,0.243,1,913,1,2024-09-08
2023-03-07,INFZ14G4M730V,LAST_MILE,PRIVATE_CAPEX,54522408,8352576,87.7,81.7,7199,3751,ON_HOLD,567,323,CON8795890,23.2,0.559,1,134,0,
2021-10-20,INFX70X54M9Q1,LAST_MILE,PPP,47636188,17960654,1136.1,53.8,236161,122997,ON_HOLD,328,178,CON9515790,5.1,0.116,1,1417,0,
2020-08-25,INF5FDBOJNZA3,COMMUNITY_WIFI,STATE_GRANT,3675937,369372,759.9,436.8,165643,58168,PLANNED,943,350,CON9126352,32.4,0.627,0,1343,0,
2019-09-06,INFI2IT7966VN,LAST_MILE,STATE_GRANT,106329256,10879861,299.6,8.4,227956,12666,ON_HOLD,57,292,CON4007277,45.6,0.234,1,161,0,
2020-06-22,INFQOKMK7HS8M,LAST_MILE,MDB_LOAN,187571494,119513555,496.8,173.5,121893,13734,COMPLETED,647,164,CON6236154,12.1,0.412,0,13,1,2022-10-23
2019-08-14,INFB1Z5GTY68Z,TOWER_UPGRADE,STATE_GRANT,183479937,38830632,42.5,36.0,114323,7735,PLANNED,1099,108,CON1873993,64.4,0.356,0,2789,0,
2022-03-11,INFFVUD1QVCKW,LAST_MILE,PPP,154762271,7734260,950.3,380.9,130074,14675,IN_PROGRESS,1042,128,CON6201996,84.1,0.287,0,1879,1,
2019-12-30,INFEPTTYLB4F6,SAT_GATEWAY,USOF,21740774,8408392,1192.2,992.9,92446,87032,COMPLETED,1452,290,CON3825259,92.9,0.91,0,2384,1,2020-01-25
