civic_district_plan_id,civic_district_plan_effective_year,civic_district_district_number,civic_district_district_type_code,civic_district_population_total_ideal,civic_district_population_deviation_pct,civic_district_voting_age_population,civic_district_citizen_vap,civic_district_minority_vap_share_pct,civic_district_compactness_polsby_popper,civic_district_compactness_reock,civic_district_contiguity_flag,civic_district_split_count_county,civic_district_split_count_tract,civic_district_incumbent_residence_flag,civic_district_communities_of_interest_index,civic_district_partisan_lean_metric,civic_district_election_competitiveness_score,civic_district_public_comment_count,civic_district_litigation_risk_flag
PLAN2014-6D7WDJ,2014,20,VIDHANSABHA,1846627,-4.31,1296855,1275698,37.02,0.159,0.493,1,3,9,1,76.4,12.8,74.0,24,1
PLAN2016-BYTXZA,2016,474,PANCHAYAT_WARD,583815,5.92,415226,384910,34.17,0.564,0.666,1,1,2,1,46.7,-1.86,78.4,19,0
PLAN2024-3HOLDU,2024,260,MUNICIPAL_WARD,1745593,2.67,1328074,1263962,35.17,0.21,0.707,1,1,1,0,31.2,15.0,82.2,20,0
PLAN2021-AZ71UF,2021,462,LOKSABHA,552744,1.65,364146,344569,32.78,0.526,0.32,1,0,4,0,40.5,-2.27,84.8,23,1
PLAN2024-9UYG3I,2024,104,LOKSABHA,1850291,2.38,1235511,1204380,30.13,0.187,0.785,1,1,3,1,94.0,3.41,75.2,25,0
PLAN2023-0HHEQX,2023,409,VIDHANSABHA,213901,-0.09,135663,133642,16.04,0.327,0.557,1,0,3,0,50.7,-8.74,31.2,18,0
PLAN2009-WB00N1,2009,274,MUNICIPAL_WARD,1129110,0.8,771110,717311,30.91,0.525,0.689,0,2,3,1,93.1,13.18,30.4,16,0
PLAN2016-4PY4FN,2016,534,VIDHANSABHA,1420930,-1.56,1105682,1035949,43.03,0.281,0.169,1,3,3,0,19.8,-4.02,88.3,24,0
PLAN2024-NTY6D1,2024,328,VIDHANSABHA,498909,-0.32,381068,352570,6.21,0.611,0.641,1,3,2,1,80.9,-14.3,2.0,17,0
PLAN2022-COPZFZ,2022,517,MUNICIPAL_WARD,1399535,6.09,986730,949995,12.61,0.327,0.629,1,0,1,0,64.2,5.06,55.0,19,0
PLAN2015-5F9TU8,2015,533,PANCHAYAT_WARD,1906526,0.06,1277343,1231031,36.49,0.163,0.555,1,0,1,1,94.8,7.0,85.2,14,0
PLAN2025-G4QLV7,2025,537,LOKSABHA,392582,-4.11,295232,290046,28.84,0.424,0.365,1,3,3,1,79.7,-10.95,67.9,25,0
PLAN2025-HK1QDU,2025,114,VIDHANSABHA,455309,1.05,313477,289035,42.68,0.349,0.663,1,1,2,1,51.3,-11.56,42.7,14,0
PLAN2025-6IZ8ER,2025,86,VIDHANSABHA,2362827,-2.06,1593004,1495480,35.94,0.22,0.302,0,2,2,1,19.6,-1.98,8.8,19,0
PLAN2010-BG52IB,2010,145,LOKSABHA,1281429,-0.4,806950,743035,17.38,0.513,0.553,1,2,4,0,83.2,9.62,31.8,18,0
PLAN2016-ITMTJL,2016,258,VIDHANSABHA,2334256,-5.72,1630841,1509670,21.62,0.164,0.662,1,1,4,1,69.4,8.55,75.8,18,0
PLAN2018-3BR4F2,2018,29,LOKSABHA,140331,6.16,91373,89201,14.05,0.204,0.395,1,2,2,0,81.5,10.87,55.1,17,0
PLAN2020-SWCZT0,2020,277,MUNICIPAL_WARD,408336,2.22,290530,277215,30.5,0.387,0.612,1,1,0,1,21.2,6.48,78.0,21,0
PLAN2018-QY9MBA,2018,296,LOKSABHA,1359381,-4.55,1042746,998832,14.58,0.609,0.699,1,1,4,1,94.6,-14.57,50.0,15,1
PLAN2015-1Y50DF,2015,177,LOKSABHA,448814,-2.75,285215,274344,41.29,0.098,0.412,1,0,1,0,42.1,-2.69,45.3,18,0
PLAN2013-CG8D2T,2013,169,MUNICIPAL_WARD,2314702,4.4,1684528,1667577,23.93,0.248,0.285,1,2,0,0,85.8,5.82,78.4,16,0
PLAN2017-CW8AFM,2017,393,PANCHAYAT_WARD,1311839,1.69,875518,808716,12.99,0.422,0.519,1,0,2,1,49.4,-8.61,82.8,15,0
PLAN2022-Y2SKKF,2022,172,VIDHANSABHA,2244861,-3.73,1419311,1384862,37.79,0.201,0.678,1,1,3,0,91.7,3.01,17.7,20,0
PLAN2021-VURR6C,2021,299,VIDHANSABHA,647481,1.11,404694,391240,9.08,0.298,0.324,1,1,0,1,60.2,-11.09,58.5,15,0
PLAN2023-3KWBNB,2023,37,PANCHAYAT_WARD,1225134,5.33,821346,758536,25.71,0.479,0.511,1,3,4,1,86.2,-13.48,87.9,22,0
PLAN2011-QBBX5N,2011,97,MUNICIPAL_WARD,1696839,6.28,1097274,1027326,15.2,0.613,0.538,1,2,1,0,27.1,-9.88,87.6,11,0
PLAN2024-D0JFNE,2024,89,PANCHAYAT_WARD,506746,6.48,318099,295690,36.05,0.636,0.768,1,2,3,1,67.1,8.72,32.6,12,0
PLAN2024-FJILXN,2024,96,VIDHANSABHA,153303,1.66,101940,94601,21.44,0.627,0.777,1,1,3,1,23.8,4.0,77.2,13,0
PLAN2017-2NBZWB,2017,139,VIDHANSABHA,613879,-3.17,409724,381233,18.65,0.459,0.108,1,0,4,1,95.0,1.22,85.5,9,0
PLAN2016-IVWQM9,2016,258,VIDHANSABHA,1278523,0.33,858985,802151,4.55,0.511,0.733,0,2,5,0,52.1,14.54,4.0,20,0
PLAN2011-EC275J,2011,220,LOKSABHA,1212823,-2.05,881850,859577,36.24,0.073,0.763,1,2,2,0,82.2,12.37,81.4,18,0
PLAN2012-660J08,2012,490,VIDHANSABHA,1593929,-6.01,1165551,1093579,19.19,0.235,0.53,1,5,4,0,69.9,-6.37,30.6,24,0
PLAN2019-TR5IGZ,2019,479,VIDHANSABHA,323298,-1.18,222681,217924,3.44,0.473,0.244,1,1,5,1,48.5,-5.87,86.1,20,0
PLAN2009-TCJFCZ,2009,144,MUNICIPAL_WARD,1832429,0.63,1198452,1152040,9.53,0.473,0.312,1,2,2,1,15.6,11.03,63.2,14,0
PLAN2022-0SXYLK,2022,255,LOKSABHA,2271722,1.49,1514015,1410761,26.2,0.217,0.151,1,4,3,0,90.7,7.77,5.5,18,1
PLAN2010-IPZN0T,2010,319,VIDHANSABHA,1964217,-0.09,1443641,1391992,26.21,0.244,0.733,1,0,4,0,11.3,12.69,40.2,14,0
PLAN2015-D8JQBO,2015,449,PANCHAYAT_WARD,845903,2.57,576862,545429,18.42,0.434,0.477,1,0,2,1,76.8,-3.48,88.4,21,0
PLAN2011-F8NK5G,2011,317,VIDHANSABHA,1900369,1.22,1196669,1166141,36.39,0.113,0.618,1,0,2,0,74.4,13.36,16.4,17,0
PLAN2021-ZNTGG5,2021,65,LOKSABHA,690221,-2.41,430173,405928,37.95,0.199,0.543,1,2,0,1,43.8,-9.0,89.7,21,0
PLAN2021-YQL25S,2021,542,LOKSABHA,1736182,2.38,1226671,1212962,17.02,0.217,0.338,1,1,2,0,79.6,13.21,66.2,15,0
PLAN2011-10NUSG,2011,109,MUNICIPAL_WARD,820674,-5.4,556999,533417,36.49,0.602,0.193,1,0,1,0,12.8,-10.62,87.7,15,0
PLAN2014-L9Q3CY,2014,87,LOKSABHA,1892821,0.53,1335362,1239706,8.68,0.069,0.272,1,1,1,1,25.7,-5.55,50.1,19,0
PLAN2021-KX9KHH,2021,41,MUNICIPAL_WARD,1857652,1.9,1313797,1214931,40.08,0.355,0.335,1,0,5,1,92.4,10.34,34.7,18,0
PLAN2012-GSV5E0,2012,159,VIDHANSABHA,1641436,5.06,1204197,1181779,9.81,0.538,0.767,1,2,0,1,68.1,-11.58,34.0,21,0
PLAN2021-3DZQQ5,2021,181,LOKSABHA,111677,-2.71,82429,76334,22.02,0.224,0.389,1,1,1,1,84.8,-6.4,33.0,20,0
PLAN2016-TVHVWH,2016,229,VIDHANSABHA,221818,5.98,152812,141030,44.62,0.611,0.776,1,0,3,0,91.9,4.43,40.7,20,0
PLAN2014-EX9BOB,2014,100,LOKSABHA,1542318,1.19,958255,938930,34.57,0.624,0.109,0,3,0,0,84.5,-1.01,85.3,17,0
PLAN2018-87WS1L,2018,181,PANCHAYAT_WARD,1731276,-0.56,1294033,1195847,23.12,0.402,0.179,1,1,1,1,74.9,8.3,32.2,11,0
PLAN2009-D842ZS,2009,338,LOKSABHA,1320941,-2.87,895979,870074,33.17,0.067,0.761,1,2,3,0,87.8,-9.92,67.6,17,0
PLAN2021-AG39BD,2021,215,PANCHAYAT_WARD,225903,0.03,150809,139307,40.5,0.2,0.151,1,1,3,1,73.5,13.19,10.6,23,0
PLAN2023-EEV7IN,2023,340,PANCHAYAT_WARD,1073581,-2.87,823616,761061,27.8,0.06,0.157,1,2,3,1,55.8,-9.11,71.5,18,0
PLAN2014-WR03V8,2014,247,PANCHAYAT_WARD,815277,0.63,547348,514985,24.24,0.479,0.523,1,3,1,1,22.5,4.64,64.5,11,0
PLAN2017-75YOVM,2017,198,LOKSABHA,189278,-6.15,128903,127132,31.76,0.499,0.762,1,1,4,0,60.3,-5.18,15.0,18,0
PLAN2015-CV35XU,2015,98,LOKSABHA,2168561,5.76,1353437,1331897,43.51,0.637,0.645,1,2,0,0,31.9,-1.51,26.9,17,1
PLAN2024-TIOR4V,2024,381,PANCHAYAT_WARD,1908551,4.37,1209035,1177804,41.74,0.134,0.769,1,1,4,0,22.5,-3.22,85.6,13,0
PLAN2020-H3FHVF,2020,497,VIDHANSABHA,692327,1.75,505139,471261,24.5,0.578,0.579,1,1,5,1,76.3,1.13,55.7,21,0
PLAN2012-QMPD7Z,2012,161,MUNICIPAL_WARD,2116118,-2.66,1627470,1569784,37.15,0.325,0.231,1,2,3,0,63.0,-13.85,7.1,13,0
PLAN2020-ET7BNA,2020,506,MUNICIPAL_WARD,1867832,-6.03,1306005,1251355,42.27,0.477,0.754,1,2,2,0,86.9,8.15,54.4,23,0
PLAN2011-I7P80S,2011,476,LOKSABHA,2111326,1.18,1440936,1406784,17.41,0.412,0.797,1,3,1,1,75.4,-14.15,6.0,18,1
PLAN2008-EE2ABG,2008,314,LOKSABHA,1028946,0.17,710428,666931,21.5,0.469,0.689,1,4,1,1,63.5,10.7,48.5,21,0
PLAN2015-SHO5D5,2015,535,LOKSABHA,528074,1.49,401285,382410,36.97,0.289,0.699,1,1,1,1,75.6,12.14,73.6,15,0
PLAN2014-NYC7H8,2014,263,VIDHANSABHA,2180892,-1.33,1484470,1460479,31.04,0.452,0.194,1,2,2,1,44.4,-0.58,54.8,12,0
PLAN2010-JMBPTP,2010,175,LOKSABHA,2013377,3.69,1431324,1366406,42.04,0.501,0.127,1,0,2,0,93.3,-10.71,35.7,15,0
PLAN2025-R4PU6W,2025,43,MUNICIPAL_WARD,2397750,4.67,1684149,1599338,9.21,0.301,0.516,1,2,2,0,37.4,3.99,55.9,18,0
PLAN2008-K8EKT2,2008,117,PANCHAYAT_WARD,1668384,-3.66,1184603,1168209,6.21,0.622,0.425,1,1,0,0,39.0,13.7,4.3,25,0
PLAN2020-2MI560,2020,485,VIDHANSABHA,346343,-6.2,263053,260277,43.49,0.305,0.38,1,1,4,1,26.4,14.78,55.0,16,0
PLAN2023-OHXWED,2023,73,MUNICIPAL_WARD,476706,4.41,337318,314994,32.91,0.385,0.346,1,0,3,0,47.4,6.29,66.0,22,0
PLAN2024-QYVBNU,2024,451,LOKSABHA,460521,-3.67,346415,333797,10.04,0.292,0.457,1,0,3,1,71.9,11.75,47.6,22,0
PLAN2014-2KGA99,2014,371,VIDHANSABHA,1581132,0.07,1097612,1020988,34.43,0.544,0.402,1,1,5,0,16.4,-12.32,20.7,13,0
PLAN2008-OVU7PW,2008,106,PANCHAYAT_WARD,465159,1.41,292796,282875,24.58,0.54,0.781,1,2,2,1,43.5,11.28,64.6,20,0
PLAN2016-5X3X10,2016,486,PANCHAYAT_WARD,1470807,5.34,921088,888138,34.48,0.622,0.276,1,1,3,0,50.6,-6.32,95.8,18,0
PLAN2016-DSF2UW,2016,153,VIDHANSABHA,1766212,0.37,1266631,1222930,31.59,0.316,0.307,1,1,3,0,71.9,-6.74,26.0,19,0
PLAN2022-FUK15U,2022,94,VIDHANSABHA,159218,-3.26,100319,96235,12.29,0.5,0.416,1,1,3,0,25.3,-13.16,95.5,21,0
PLAN2018-86D43I,2018,541,VIDHANSABHA,305079,-5.16,221671,213165,26.86,0.491,0.276,1,0,8,0,89.4,-11.64,70.4,14,0
PLAN2016-1PU8BW,2016,89,LOKSABHA,901073,-3.18,665008,656710,33.51,0.636,0.744,1,1,4,1,55.2,-10.54,79.7,26,0
PLAN2010-9ROE19,2010,159,LOKSABHA,381917,-2.49,267406,253946,34.86,0.396,0.376,1,0,1,1,72.0,-4.06,65.1,14,0
PLAN2013-XGHU9I,2013,371,VIDHANSABHA,1175130,-4.17,874941,809633,26.01,0.146,0.422,1,1,4,1,88.1,5.06,34.6,12,0
PLAN2024-LX6X6S,2024,505,LOKSABHA,1166947,6.48,777818,720993,36.1,0.123,0.133,1,4,0,0,85.1,0.15,95.8,15,0
PLAN2022-493685,2022,28,LOKSABHA,391715,5.79,284875,273549,8.05,0.112,0.286,1,1,1,1,84.6,11.88,42.5,12,0
PLAN2022-96UPB2,2022,191,VIDHANSABHA,229629,4.27,146050,139280,30.26,0.406,0.575,1,1,2,1,79.5,-2.36,38.6,27,0
PLAN2023-O1TFXD,2023,438,PANCHAYAT_WARD,2233679,-1.47,1484416,1381340,6.0,0.579,0.332,1,2,1,1,46.5,-13.32,34.0,19,1
PLAN2019-UMW7HU,2019,76,PANCHAYAT_WARD,208394,5.1,153089,149237,16.16,0.212,0.245,1,1,2,0,22.3,12.59,13.0,16,0
PLAN2017-D3513L,2017,189,MUNICIPAL_WARD,2185949,-0.43,1487784,1411124,18.5,0.334,0.333,1,1,4,1,67.4,0.78,83.1,16,0
PLAN2015-91JGJT,2015,423,VIDHANSABHA,274754,-5.65,192235,179471,30.37,0.529,0.493,1,2,3,0,41.4,12.7,65.9,13,0
PLAN2009-V14J64,2009,210,VIDHANSABHA,557468,2.8,415339,388232,31.9,0.449,0.594,1,0,3,0,25.8,-6.44,90.1,16,0
PLAN2013-RIA4PO,2013,42,PANCHAYAT_WARD,2114802,5.63,1481796,1365803,25.57,0.161,0.237,1,0,2,0,44.7,-13.44,90.5,17,0
PLAN2009-CB41SC,2009,351,VIDHANSABHA,2219824,-6.21,1600858,1530071,9.12,0.619,0.668,1,0,2,0,53.9,-4.87,49.0,14,1
PLAN2023-3M84BC,2023,523,LOKSABHA,842141,-6.13,536287,500763,22.13,0.059,0.402,1,2,3,1,31.0,5.3,66.1,17,0
PLAN2021-WKKV4L,2021,195,PANCHAYAT_WARD,867718,-2.77,571126,555642,13.46,0.646,0.19,1,1,1,1,78.0,5.65,54.4,23,0
PLAN2008-OGWHUP,2008,200,PANCHAYAT_WARD,2320286,0.55,1520534,1492416,29.37,0.461,0.68,1,1,1,1,14.5,10.27,28.1,20,0
PLAN2025-WBNWJ6,2025,344,PANCHAYAT_WARD,1707439,-0.5,1327098,1248354,6.08,0.395,0.676,1,0,3,1,85.5,-8.86,82.1,15,0
PLAN2012-PKFZQF,2012,500,PANCHAYAT_WARD,1446161,1.23,989517,912896,22.96,0.139,0.352,1,2,1,1,32.3,7.73,33.1,17,0
PLAN2023-1OEEA2,2023,77,PANCHAYAT_WARD,1802110,0.06,1312983,1245610,41.16,0.616,0.708,1,1,1,1,90.0,-0.28,6.2,16,1
PLAN2017-03779U,2017,492,LOKSABHA,1195509,0.35,858651,840771,28.87,0.279,0.586,1,1,0,0,35.7,-11.99,19.9,18,0
PLAN2018-1JOSTC,2018,489,VIDHANSABHA,1509532,2.99,1171926,1093323,26.26,0.532,0.187,1,0,3,1,16.6,13.51,21.4,15,0
PLAN2013-HQDE7M,2013,47,VIDHANSABHA,340966,3.41,226147,219477,12.59,0.459,0.126,1,0,3,1,57.8,-1.09,86.3,22,0
PLAN2021-H6OQ7Q,2021,152,VIDHANSABHA,1905528,-3.62,1207404,1163399,21.79,0.335,0.532,1,3,2,0,39.2,12.13,93.8,9,0
PLAN2021-46FDVA,2021,426,LOKSABHA,1584773,-6.44,1107175,1085664,18.31,0.579,0.343,1,0,3,1,54.4,-8.42,83.1,20,0
PLAN2009-HP39LQ,2009,168,MUNICIPAL_WARD,142714,6.0,103030,99106,4.24,0.16,0.529,1,2,7,1,19.1,3.91,46.8,19,0
PLAN2023-NGQ6TL,2023,340,LOKSABHA,1429823,6.4,1071488,1057590,14.92,0.052,0.236,1,4,1,0,20.9,-1.25,52.6,18,0
PLAN2020-0GUB5K,2020,442,LOKSABHA,1042994,-0.47,701777,668666,27.25,0.15,0.659,1,1,4,1,35.2,10.15,48.3,21,0
PLAN2016-9DJ9IH,2016,263,MUNICIPAL_WARD,1586141,0.56,1027875,1007511,20.66,0.512,0.462,1,1,6,0,18.6,-11.8,36.2,18,0
PLAN2011-3OT760,2011,240,PANCHAYAT_WARD,2312773,2.84,1502064,1427819,3.57,0.115,0.157,1,1,3,1,31.4,-4.87,20.9,11,1
PLAN2024-YGGAFD,2024,495,PANCHAYAT_WARD,1947135,-5.12,1315627,1214712,28.13,0.471,0.129,1,0,2,0,51.4,-12.11,88.6,24,0
PLAN2023-6V3DGS,2023,247,PANCHAYAT_WARD,642875,5.42,445881,441365,39.02,0.428,0.374,1,1,4,1,31.1,-13.05,37.1,15,0
PLAN2023-GT0R0V,2023,386,VIDHANSABHA,921304,-2.97,577445,540248,7.98,0.312,0.446,1,2,4,0,12.2,-10.67,29.7,15,0
PLAN2012-15I3IE,2012,225,VIDHANSABHA,2297729,0.56,1559662,1472365,3.06,0.579,0.262,1,0,2,0,84.7,-3.73,68.9,19,0
PLAN2008-T9OMUQ,2008,21,LOKSABHA,2132342,2.83,1616729,1489307,6.56,0.174,0.515,1,4,3,1,83.4,-14.98,92.5,16,0
PLAN2025-RZTWO7,2025,270,LOKSABHA,147248,5.27,109690,107810,42.83,0.582,0.247,1,1,3,1,71.6,0.37,36.9,15,0
PLAN2020-QZO7IO,2020,511,VIDHANSABHA,567060,-1.31,402196,392888,41.98,0.26,0.225,1,1,4,0,49.0,-4.75,22.2,18,0
PLAN2013-4A1NFX,2013,373,VIDHANSABHA,1826192,-5.66,1284396,1260505,43.01,0.093,0.654,1,2,2,0,57.4,14.74,72.7,15,0
PLAN2022-GWLF9Y,2022,356,MUNICIPAL_WARD,1742397,-1.16,1283680,1239448,31.03,0.302,0.139,1,0,2,0,33.1,13.66,97.2,19,0
PLAN2025-AM97YO,2025,32,VIDHANSABHA,132700,-1.17,87064,81955,27.07,0.511,0.583,1,1,3,1,45.4,9.63,47.2,22,0
PLAN2021-0S1G9E,2021,433,PANCHAYAT_WARD,1919278,5.28,1425430,1357413,43.97,0.257,0.411,1,1,3,0,53.5,-10.17,17.1,14,0
PLAN2024-818UTY,2024,68,VIDHANSABHA,947999,4.72,609114,575510,37.6,0.189,0.489,1,2,4,0,18.0,8.33,25.2,17,0
PLAN2011-PVKTAF,2011,365,LOKSABHA,209531,2.67,140709,133142,19.03,0.128,0.763,1,0,5,0,49.6,-14.72,87.8,13,1
PLAN2009-428YI4,2009,428,PANCHAYAT_WARD,1825636,1.37,1259331,1197904,6.65,0.089,0.69,1,0,3,1,60.7,0.33,36.4,10,0
PLAN2013-9VYSKE,2013,44,MUNICIPAL_WARD,162758,0.96,103317,97117,42.4,0.427,0.561,1,1,3,1,18.2,-13.38,50.7,8,0
PLAN2021-4VTCDM,2021,224,PANCHAYAT_WARD,469048,5.9,320094,310387,14.4,0.424,0.663,1,1,3,0,36.2,-11.66,49.2,23,0
PLAN2020-81BXD7,2020,354,VIDHANSABHA,2159281,2.19,1403921,1316268,29.67,0.117,0.223,1,0,5,0,69.8,-4.14,46.6,21,0
PLAN2020-6OOH1X,2020,516,LOKSABHA,441400,3.86,322513,308825,28.53,0.286,0.47,1,1,1,1,69.1,-7.84,67.7,20,0
PLAN2014-7QNCWZ,2014,277,PANCHAYAT_WARD,1803124,-3.83,1219072,1158620,12.78,0.554,0.158,1,0,3,0,78.8,2.03,4.5,19,0
PLAN2015-RTNFW6,2015,532,PANCHAYAT_WARD,1298742,1.54,986278,936694,24.5,0.506,0.482,1,1,8,0,68.2,-5.95,63.5,18,0
PLAN2012-ZF4LUR,2012,32,LOKSABHA,635065,-5.68,401673,385442,25.42,0.403,0.322,1,1,2,1,70.8,-13.03,61.9,18,0
PLAN2009-2TYAXY,2009,103,VIDHANSABHA,1092753,-0.63,787292,744108,24.9,0.135,0.528,1,2,4,0,59.6,-0.14,74.7,14,0
PLAN2017-NZ5X51,2017,486,PANCHAYAT_WARD,1636596,5.89,1135271,1087809,34.17,0.641,0.388,1,3,4,1,64.4,-0.48,14.2,17,0
PLAN2019-NWYUBE,2019,204,MUNICIPAL_WARD,589705,-3.57,402580,394837,5.96,0.228,0.494,1,0,4,1,57.7,-11.42,35.5,14,1
PLAN2013-6G04JG,2013,48,PANCHAYAT_WARD,1019777,-1.49,727913,707186,32.41,0.068,0.515,1,0,2,1,30.5,11.26,80.7,21,0
PLAN2014-QOF3WG,2014,393,VIDHANSABHA,319877,-1.58,208662,200947,44.25,0.336,0.45,1,0,4,1,56.7,8.24,78.1,17,0
PLAN2017-WETUJO,2017,300,VIDHANSABHA,1458122,6.04,914942,903506,23.82,0.414,0.508,1,0,6,0,33.7,-10.02,24.1,18,0
PLAN2017-5H877M,2017,355,VIDHANSABHA,321509,5.81,219638,217013,30.34,0.551,0.376,1,0,3,0,94.4,11.1,23.1,22,0
PLAN2024-JY6G10,2024,192,PANCHAYAT_WARD,834092,-1.87,557917,551921,43.8,0.492,0.68,1,2,4,0,79.2,-8.95,43.0,15,0
PLAN2017-G8O8G8,2017,236,VIDHANSABHA,902179,3.96,629110,617836,21.01,0.632,0.117,1,2,2,1,55.4,-12.33,39.2,14,1
PLAN2012-5IT2NI,2012,362,LOKSABHA,960376,3.94,644133,637007,40.02,0.528,0.601,0,0,2,1,93.3,13.12,40.0,20,0
PLAN2018-UON8RJ,2018,360,PANCHAYAT_WARD,1030456,2.29,687323,647185,14.16,0.089,0.691,1,3,3,0,29.4,11.95,99.6,16,0
PLAN2022-8UALRY,2022,263,MUNICIPAL_WARD,2127870,-6.18,1336532,1284082,40.48,0.389,0.386,1,2,1,1,76.0,0.33,37.7,16,0
PLAN2017-IGWEYS,2017,419,LOKSABHA,1008465,4.11,690381,638670,24.62,0.592,0.268,1,0,9,0,24.2,3.07,35.9,16,0
PLAN2023-7ERRBS,2023,72,MUNICIPAL_WARD,656437,-1.49,425726,399956,31.31,0.099,0.572,1,0,2,1,34.7,-0.18,61.2,20,0
PLAN2008-UJB4HL,2008,202,MUNICIPAL_WARD,1305029,5.13,932623,892535,43.57,0.172,0.112,1,0,0,0,62.6,3.77,25.6,17,0
PLAN2017-KD3HHG,2017,272,VIDHANSABHA,513435,-0.23,374638,360282,15.19,0.299,0.338,1,1,2,0,16.2,13.53,54.7,13,0
PLAN2014-3R4SIP,2014,32,MUNICIPAL_WARD,2096299,-3.91,1480115,1445938,12.34,0.359,0.776,1,2,3,0,71.4,7.78,3.9,16,0
PLAN2020-B8J4ZX,2020,190,LOKSABHA,352287,3.49,248674,237936,23.21,0.307,0.536,0,1,2,1,20.9,4.48,71.7,18,0
PLAN2009-K1D1GN,2009,190,LOKSABHA,2040059,-6.46,1438325,1397006,16.85,0.591,0.646,1,0,3,0,47.6,8.59,66.4,19,0
PLAN2024-ZSUV41,2024,236,LOKSABHA,828672,3.06,517508,491998,8.79,0.433,0.445,1,3,2,0,40.0,8.64,31.7,21,0
PLAN2014-JE4S4M,2014,476,VIDHANSABHA,2183703,0.42,1540096,1521937,18.09,0.288,0.588,1,2,3,1,18.9,6.16,78.8,20,0
PLAN2020-67U61O,2020,142,MUNICIPAL_WARD,589613,-1.42,391297,382445,38.7,0.06,0.669,1,1,3,1,39.7,5.6,49.4,25,1
PLAN2011-5VO1TK,2011,418,VIDHANSABHA,1555612,4.43,1126680,1045235,32.33,0.313,0.487,1,0,1,0,55.3,-9.59,62.4,14,0
PLAN2019-EZS96K,2019,32,MUNICIPAL_WARD,166103,5.94,115028,113233,22.0,0.36,0.771,1,0,2,1,68.0,-6.39,0.5,18,0
PLAN2015-0PN524,2015,254,MUNICIPAL_WARD,560291,4.23,389173,365547,24.3,0.502,0.108,1,2,1,1,22.0,7.94,98.7,27,0
PLAN2017-GE8683,2017,23,PANCHAYAT_WARD,1348979,4.28,855810,813296,30.94,0.2,0.194,1,3,1,0,83.0,-5.34,35.7,9,0
PLAN2022-9A7ABF,2022,190,MUNICIPAL_WARD,199292,-3.54,150584,141301,21.81,0.271,0.699,1,1,3,1,78.7,8.85,69.3,12,0
PLAN2023-NIXI8E,2023,489,LOKSABHA,601157,-0.24,462004,451479,11.85,0.304,0.302,1,1,1,0,94.5,-8.41,83.2,23,0
PLAN2020-25CAMB,2020,175,VIDHANSABHA,2269370,-1.69,1751641,1653486,11.91,0.138,0.591,0,1,4,1,68.5,1.02,84.4,15,0
PLAN2009-WP0YKK,2009,285,PANCHAYAT_WARD,1951815,0.0,1382946,1347468,33.6,0.083,0.607,1,1,4,0,46.1,-8.43,92.8,26,0
PLAN2011-NWZF8Y,2011,444,VIDHANSABHA,1263277,3.0,908186,879671,11.29,0.378,0.552,1,1,1,1,29.9,7.21,14.6,9,0
PLAN2017-P62ZKO,2017,436,LOKSABHA,192010,2.03,127984,120118,11.0,0.179,0.555,1,3,3,0,26.0,2.25,93.0,13,0
PLAN2014-E49Z7K,2014,510,LOKSABHA,1732268,0.06,1135584,1115082,28.63,0.19,0.164,1,2,6,0,60.3,-7.64,55.1,19,0
PLAN2015-S2GT30,2015,102,VIDHANSABHA,1329739,-3.04,1013767,990608,36.66,0.155,0.531,1,1,5,0,11.2,2.37,81.3,18,0
PLAN2021-4EV5XW,2021,404,LOKSABHA,1323732,0.22,1010220,931550,34.95,0.424,0.525,1,2,1,0,67.4,-14.21,77.3,14,0
PLAN2016-C05SOR,2016,122,VIDHANSABHA,1237113,-3.41,776615,762447,21.44,0.423,0.72,1,2,3,1,29.2,-4.18,14.0,13,0
PLAN2012-ZQAFQS,2012,428,LOKSABHA,408095,-4.7,266648,261212,26.02,0.585,0.736,1,1,1,1,41.0,14.8,14.1,14,1
PLAN2010-XGGMQJ,2010,292,MUNICIPAL_WARD,2241208,5.0,1637349,1513806,40.45,0.301,0.227,1,1,2,1,70.7,-8.07,57.4,14,0
PLAN2022-UJEFUB,2022,242,VIDHANSABHA,1124754,0.62,816321,781726,25.73,0.06,0.368,1,2,1,0,58.5,-0.08,23.6,14,0
PLAN2018-WS1YQ6,2018,76,VIDHANSABHA,2275743,2.67,1613968,1526558,20.54,0.153,0.688,1,1,5,0,92.0,-1.93,87.6,18,0
PLAN2015-0OTGPE,2015,39,PANCHAYAT_WARD,730086,5.28,464440,437901,43.85,0.185,0.142,1,0,2,1,75.2,-5.67,34.5,20,1
PLAN2014-GQHPZH,2014,200,VIDHANSABHA,1193854,1.28,851602,805014,9.33,0.313,0.462,1,2,1,1,37.3,-6.17,7.9,20,1
PLAN2012-87LGUU,2012,4,VIDHANSABHA,1273941,6.06,936742,916750,27.06,0.337,0.155,1,1,6,1,35.7,12.09,17.1,14,0
PLAN2013-05802X,2013,140,LOKSABHA,964046,-1.16,726677,709032,8.08,0.45,0.365,1,1,3,0,82.9,-14.02,26.2,14,0
PLAN2014-XITIFX,2014,513,VIDHANSABHA,1563662,-4.42,996498,937790,37.76,0.375,0.2,1,2,6,1,37.6,8.11,68.4,23,0
PLAN2009-24TL7J,2009,102,LOKSABHA,146584,-0.65,96095,92761,8.11,0.075,0.303,1,1,4,1,45.0,12.92,84.9,22,0
