safe_emergency_reference_month,safe_emergency_country_iso2,safe_emergency_region_nuts_code,safe_emergency_call_type_code,safe_emergency_calls_received_count,safe_emergency_calls_answered_within_10s_pct,safe_emergency_dispatch_time_seconds_median,safe_emergency_response_time_minutes_median,safe_emergency_incident_location_type_code,safe_emergency_ambulance_dispatch_count,safe_emergency_fire_dispatch_count,safe_emergency_police_dispatch_count,safe_emergency_cross_border_assistance_flag,safe_emergency_major_incident_flag,safe_emergency_critical_care_transfers_count,safe_emergency_air_ambulance_missions_count,safe_emergency_emergency_alert_system_used_flag,safe_emergency_data_source,safe_emergency_data_quality_flag,safe_emergency_data_extract_date
2023-09,PL,GR864,POLICE,411867,65.18,445.15,12.29,MOTORWAY,26710,47155,225173,0,0,3077,43,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-07-16
2023-10,AT,HU863,OTHER,12576,78.3,192.81,23.27,RURAL,2660,424,2083,0,0,1741,375,1,NATIONAL_EMS_ADMIN,1,2024-04-07
2023-11,EE,SI700,TRAFFIC_ACCIDENT,29972,55.65,309.48,38.51,SUBURBAN,9710,2410,4368,0,0,1639,143,0,FIRE_SERVICE_REPORT,1,2025-08-25
2023-12,IT,ES82,MEDICAL,59736,57.28,462.7,19.4,URBAN,32813,3827,5062,0,0,4399,137,0,POLICE_DISPATCH_SYSTEM,1,2025-01-31
2024-01,PT,SE964,RESCUE,1124826,60.05,240.03,39.37,INDUSTRIAL_ZONE,298471,291027,111477,0,0,1039,112,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-12-02
2024-02,BE,SE18,FIRE,711924,87.08,46.67,7.83,MOUNTAIN,152360,175986,67563,0,0,3247,331,0,NATIONAL_EMS_ADMIN,1,2025-02-03
2024-03,FI,AT6,PUBLIC_ORDER,513591,57.92,71.08,9.59,COASTAL,71264,42970,200476,0,0,61,332,0,FIRE_SERVICE_REPORT,1,2024-09-08
2024-04,LV,ES385,POLICE,876029,78.79,200.12,10.54,MOTORWAY,145690,47607,383975,0,1,2377,189,0,POLICE_DISPATCH_SYSTEM,1,2025-02-15
2024-05,RO,PT809,OTHER,737756,88.08,301.02,33.94,RURAL,106615,22556,111580,0,0,1108,289,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-04-12
2024-06,BG,AT719,TRAFFIC_ACCIDENT,1035417,76.94,71.92,16.96,SUBURBAN,431182,211005,543210,0,0,3188,92,0,NATIONAL_EMS_ADMIN,1,2025-05-28
2024-07,FR,IT81,MEDICAL,536091,84.43,86.83,6.48,URBAN,245811,49618,40244,0,0,901,187,0,FIRE_SERVICE_REPORT,1,2025-02-10
2024-08,LT,MT588,RESCUE,342618,82.22,55.83,38.36,INDUSTRIAL_ZONE,183050,33105,19257,0,0,2643,202,0,POLICE_DISPATCH_SYSTEM,1,2024-06-28
2024-09,SK,ES88,FIRE,595019,90.77,278.74,46.47,MOUNTAIN,118614,132686,36921,0,0,1212,413,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-04-01
2024-10,HR,IT11,PUBLIC_ORDER,904670,76.18,334.3,28.68,COASTAL,183750,89502,129209,0,0,3146,283,0,NATIONAL_EMS_ADMIN,1,2024-08-18
2024-11,DE,IT74,POLICE,785727,64.71,255.38,9.75,MOTORWAY,86967,55647,238449,0,0,2765,168,1,FIRE_SERVICE_REPORT,1,2024-03-29
2024-12,LU,PT734,OTHER,172236,60.87,448.58,12.65,RURAL,10817,15866,7673,0,0,913,234,0,POLICE_DISPATCH_SYSTEM,1,2024-03-19
2025-01,SI,DE42,TRAFFIC_ACCIDENT,179945,94.72,124.62,45.83,SUBURBAN,80313,48870,26894,0,0,1922,133,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-07-26
2025-02,CY,EE7,MEDICAL,634105,61.32,198.68,19.11,URBAN,283013,59193,30090,1,0,5250,51,0,NATIONAL_EMS_ADMIN,1,2026-01-31
2025-03,GR,DE24,RESCUE,105738,97.64,137.33,26.84,INDUSTRIAL_ZONE,20827,31973,4793,0,0,1362,88,0,FIRE_SERVICE_REPORT,1,2024-10-09
2025-04,MT,IE428,FIRE,377868,79.01,318.06,7.65,MOUNTAIN,47180,100327,17004,0,0,602,248,0,POLICE_DISPATCH_SYSTEM,1,2025-12-20
2025-05,ES,IT4,PUBLIC_ORDER,335259,87.67,202.89,15.35,COASTAL,43292,27509,136389,0,0,30,47,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-10-02
2025-06,CZ,CY225,POLICE,197321,70.21,32.77,5.95,MOTORWAY,24017,18352,44510,0,0,259,210,0,NATIONAL_EMS_ADMIN,1,2025-03-08
2025-07,HU,LT329,OTHER,258794,89.18,51.96,17.11,RURAL,13035,9234,40000,1,0,1037,493,0,FIRE_SERVICE_REPORT,1,2025-11-20
2025-08,NL,DK712,TRAFFIC_ACCIDENT,613724,96.4,239.19,36.68,SUBURBAN,162418,126226,298350,0,0,2059,234,0,POLICE_DISPATCH_SYSTEM,1,2025-08-30
2025-09,SE,PL442,MEDICAL,512464,88.85,245.48,6.38,URBAN,196490,33823,46963,0,0,1681,158,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-05-25
2025-10,DK,CZ38,RESCUE,295652,56.37,407.17,34.9,INDUSTRIAL_ZONE,112270,96647,52870,0,0,1717,42,0,NATIONAL_EMS_ADMIN,1,2026-02-03
2025-11,IE,GR9,FIRE,918408,88.49,251.3,8.26,MOUNTAIN,93389,124485,139453,1,0,2467,27,0,FIRE_SERVICE_REPORT,1,2024-10-26
2025-12,PL,PL87,PUBLIC_ORDER,1054051,88.32,93.71,18.2,COASTAL,69825,60681,113464,0,0,488,368,0,POLICE_DISPATCH_SYSTEM,1,2025-05-05
2026-01,AT,ES901,POLICE,1052712,94.68,150.33,23.7,MOTORWAY,69172,73316,433046,0,0,2310,96,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-12-21
2026-02,EE,SE8,OTHER,388953,80.63,54.17,18.91,RURAL,42643,21946,45876,0,0,2178,461,0,NATIONAL_EMS_ADMIN,1,2024-10-09
2026-03,IT,LV782,TRAFFIC_ACCIDENT,399356,91.27,51.57,38.34,SUBURBAN,182725,69750,216697,0,0,3022,47,0,FIRE_SERVICE_REPORT,1,2024-09-19
2026-04,PT,LV95,MEDICAL,214448,75.07,99.42,15.23,URBAN,75076,12314,30169,0,0,3679,94,0,POLICE_DISPATCH_SYSTEM,1,2025-12-26
2026-05,BE,AT35,RESCUE,62976,82.24,218.33,7.88,INDUSTRIAL_ZONE,23683,7896,7000,0,0,2168,220,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-05
2026-06,FI,IE537,FIRE,775387,69.51,220.04,44.01,MOUNTAIN,142788,290142,62362,0,0,1821,247,0,NATIONAL_EMS_ADMIN,1,2025-05-23
2026-07,LV,CZ5,PUBLIC_ORDER,990346,92.42,270.66,10.01,COASTAL,132522,80570,281791,0,0,2296,21,0,FIRE_SERVICE_REPORT,1,2025-08-06
2026-08,RO,FR24,POLICE,819065,58.4,392.64,8.71,MOTORWAY,79494,65728,439333,0,0,127,249,0,POLICE_DISPATCH_SYSTEM,1,2024-11-20
2026-09,BG,LU10,OTHER,517391,57.25,204.48,26.21,RURAL,84376,58352,76828,1,0,776,17,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-07-11
2026-10,FR,LT9,TRAFFIC_ACCIDENT,336293,94.4,125.87,42.73,SUBURBAN,102342,73266,48205,0,0,850,139,0,NATIONAL_EMS_ADMIN,1,2024-05-21
2026-11,LT,BE93,MEDICAL,777457,55.46,342.76,25.05,URBAN,197502,85671,99372,0,0,2233,134,0,FIRE_SERVICE_REPORT,1,2025-06-13
2026-12,SK,BE8,RESCUE,785031,88.57,311.01,41.06,INDUSTRIAL_ZONE,299963,114098,77006,0,0,1316,168,0,POLICE_DISPATCH_SYSTEM,1,2025-09-22
2016-01,HR,PL71,FIRE,842275,73.63,179.57,13.66,MOUNTAIN,116656,116110,58892,1,0,2985,5,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-02-10
2016-02,DE,CZ1,PUBLIC_ORDER,387569,86.08,335.43,30.33,COASTAL,71533,14152,76663,0,0,3137,427,0,NATIONAL_EMS_ADMIN,1,2025-02-09
2016-03,LU,ES946,POLICE,924230,77.49,321.53,15.66,MOTORWAY,202575,108319,318151,0,0,2361,30,0,FIRE_SERVICE_REPORT,1,2024-03-01
2016-04,SI,PT16,OTHER,456360,80.08,304.82,11.25,RURAL,95362,53384,65476,0,0,2449,132,0,POLICE_DISPATCH_SYSTEM,1,2025-10-08
2016-05,CY,MT993,TRAFFIC_ACCIDENT,267195,92.29,222.48,8.93,SUBURBAN,99132,97116,50124,0,0,2167,91,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-01-10
2016-06,GR,IE749,MEDICAL,421072,70.2,332.09,7.93,URBAN,83901,18967,37422,0,0,5836,87,0,NATIONAL_EMS_ADMIN,1,2025-10-26
2016-07,MT,HU719,RESCUE,213416,60.73,236.91,36.78,INDUSTRIAL_ZONE,60875,69832,23972,0,0,2649,161,0,FIRE_SERVICE_REPORT,1,2025-08-16
2016-08,ES,EE69,FIRE,227330,82.88,101.98,9.83,MOUNTAIN,20747,27216,24045,0,0,1140,420,0,POLICE_DISPATCH_SYSTEM,1,2024-05-31
2016-09,CZ,LV4,PUBLIC_ORDER,325624,92.15,171.71,18.52,COASTAL,69715,12053,117560,1,0,782,142,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-23
2016-10,HU,PL704,POLICE,870118,66.25,489.78,8.07,MOTORWAY,138437,84190,408642,0,0,3165,15,0,NATIONAL_EMS_ADMIN,1,2025-04-28
2016-11,NL,ES28,OTHER,860437,74.51,202.09,35.79,RURAL,143156,83826,102306,0,0,2514,407,1,FIRE_SERVICE_REPORT,1,2024-09-16
2016-12,SE,EE236,TRAFFIC_ACCIDENT,374734,81.94,71.52,25.5,SUBURBAN,174024,72446,37501,1,0,2853,181,0,POLICE_DISPATCH_SYSTEM,1,2024-12-18
2017-01,DK,HR323,MEDICAL,900481,82.24,217.7,28.8,URBAN,230539,61197,108238,0,0,4030,187,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-11-27
2017-02,IE,DK732,RESCUE,533126,67.33,179.78,8.52,INDUSTRIAL_ZONE,159520,147520,78952,0,0,2271,180,0,NATIONAL_EMS_ADMIN,1,2025-07-05
2017-03,PL,FR939,FIRE,437949,72.61,69.5,37.71,MOUNTAIN,72105,66124,73238,0,0,418,54,0,FIRE_SERVICE_REPORT,1,2024-10-06
2017-04,AT,SK61,PUBLIC_ORDER,102750,68.57,126.49,17.57,COASTAL,17532,8240,29535,0,0,615,330,0,POLICE_DISPATCH_SYSTEM,1,2025-01-12
2017-05,EE,DK3,POLICE,643636,93.76,304.26,22.8,MOTORWAY,53628,64940,327357,1,0,765,42,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-04-03
2017-06,IT,IT2,OTHER,407279,59.64,463.68,26.52,RURAL,73598,29869,40620,0,0,849,161,0,NATIONAL_EMS_ADMIN,1,2025-03-25
2017-07,PT,LV3,TRAFFIC_ACCIDENT,531168,84.94,268.64,21.76,SUBURBAN,147795,125650,243088,0,0,2912,17,0,FIRE_SERVICE_REPORT,1,2024-01-18
2017-08,BE,CY58,MEDICAL,807659,72.85,131.78,30.24,URBAN,420882,94595,133124,0,0,6169,234,1,POLICE_DISPATCH_SYSTEM,0,2024-05-19
2017-09,FI,SE27,RESCUE,85238,83.94,232.19,39.37,INDUSTRIAL_ZONE,33433,20935,3638,0,0,1055,237,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-06-21
2017-10,LV,MT528,FIRE,681657,64.75,162.54,28.95,MOUNTAIN,134188,128913,40452,0,0,1069,74,0,NATIONAL_EMS_ADMIN,1,2025-11-27
2017-11,RO,BG873,PUBLIC_ORDER,893672,73.35,120.37,6.64,COASTAL,150316,32128,279672,0,0,2079,484,0,FIRE_SERVICE_REPORT,1,2026-01-07
2017-12,BG,CY63,POLICE,759800,65.91,268.52,6.52,MOTORWAY,142217,80158,174863,1,0,1704,238,0,POLICE_DISPATCH_SYSTEM,1,2024-07-06
2018-01,FR,MT3,OTHER,799590,71.06,214.51,26.47,RURAL,45045,86782,93806,0,1,1246,126,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-01-06
2018-02,LT,SI467,TRAFFIC_ACCIDENT,1094621,55.46,223.4,26.51,SUBURBAN,552391,102783,193990,0,0,253,129,0,NATIONAL_EMS_ADMIN,1,2025-07-28
2018-03,SK,EE78,MEDICAL,693009,80.03,33.98,33.17,URBAN,173551,58569,52562,0,0,5740,103,1,FIRE_SERVICE_REPORT,1,2025-11-28
2018-04,HR,HR6,RESCUE,702929,67.19,137.21,30.44,INDUSTRIAL_ZONE,191537,113245,98861,0,0,1535,53,0,POLICE_DISPATCH_SYSTEM,1,2024-03-04
2018-05,DE,SI490,FIRE,964715,96.6,179.99,37.27,MOUNTAIN,140993,340712,96730,0,0,3276,107,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-04-12
2018-06,LU,GR908,PUBLIC_ORDER,41619,65.24,469.91,15.48,COASTAL,7884,3238,12074,0,0,132,7,0,NATIONAL_EMS_ADMIN,1,2025-01-15
2018-07,SI,IE347,POLICE,687525,71.62,74.93,24.86,MOTORWAY,91297,36042,367857,1,0,1321,70,0,FIRE_SERVICE_REPORT,0,2025-04-25
2018-08,CY,ES64,OTHER,565412,71.28,342.98,28.39,RURAL,64612,51124,68977,0,0,1989,264,0,POLICE_DISPATCH_SYSTEM,1,2026-01-12
2018-09,GR,NL26,TRAFFIC_ACCIDENT,452492,89.95,94.04,40.54,SUBURBAN,125774,76249,229174,0,0,2195,243,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-03-25
2018-10,MT,FR91,MEDICAL,2398,94.72,150.97,34.88,URBAN,1099,127,373,0,0,7255,186,0,NATIONAL_EMS_ADMIN,1,2024-05-31
2018-11,ES,RO328,RESCUE,296605,70.44,122.06,44.31,INDUSTRIAL_ZONE,120056,68165,20772,1,0,827,175,0,FIRE_SERVICE_REPORT,1,2025-07-11
2018-12,CZ,CZ572,FIRE,702817,74.47,260.79,25.27,MOUNTAIN,52547,153303,104125,0,0,982,20,0,POLICE_DISPATCH_SYSTEM,1,2024-03-05
2019-01,HU,IE104,PUBLIC_ORDER,1002274,71.01,51.28,27.93,COASTAL,174973,50477,255493,0,0,3034,115,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-10-06
2019-02,NL,MT5,POLICE,19196,96.75,233.01,21.73,MOTORWAY,2019,2227,4766,0,0,2622,129,0,NATIONAL_EMS_ADMIN,1,2024-04-02
2019-03,SE,PT4,OTHER,386365,89.58,352.15,20.11,RURAL,41916,15010,62745,0,0,2780,334,0,FIRE_SERVICE_REPORT,1,2024-02-22
2019-04,DK,SE26,TRAFFIC_ACCIDENT,599593,55.26,103.98,25.26,SUBURBAN,113877,203168,109035,0,0,1774,235,0,POLICE_DISPATCH_SYSTEM,1,2025-11-28
2019-05,IE,SE639,MEDICAL,472275,74.69,72.8,26.95,URBAN,95362,20751,30046,0,0,5931,184,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-01-25
2019-06,PL,NL9,RESCUE,427634,61.53,333.95,19.75,INDUSTRIAL_ZONE,156127,85589,63166,0,0,1970,87,0,NATIONAL_EMS_ADMIN,1,2025-06-30
2019-07,AT,HR269,FIRE,370019,56.37,312.09,14.54,MOUNTAIN,23513,72782,44066,0,0,2698,396,0,FIRE_SERVICE_REPORT,1,2025-07-05
2019-08,EE,ES450,PUBLIC_ORDER,401992,84.11,325.91,19.64,COASTAL,47064,26473,188797,0,0,3159,324,0,POLICE_DISPATCH_SYSTEM,1,2024-06-12
2019-09,IT,RO573,POLICE,476683,95.39,79.14,11.78,MOTORWAY,73959,56813,238801,1,0,2908,56,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-02-08
2019-10,PT,SI3,OTHER,796673,82.41,294.21,18.44,RURAL,161317,84301,43364,0,0,167,413,0,NATIONAL_EMS_ADMIN,1,2024-11-19
2019-11,BE,DE9,TRAFFIC_ACCIDENT,359040,56.3,418.18,31.11,SUBURBAN,119920,89510,167493,0,0,1551,131,0,FIRE_SERVICE_REPORT,1,2026-01-23
2019-12,FI,CZ13,MEDICAL,157497,79.67,348.83,34.24,URBAN,34611,13337,20787,0,0,6913,55,0,POLICE_DISPATCH_SYSTEM,1,2025-11-19
2020-01,LV,RO134,RESCUE,416819,80.02,192.15,10.24,INDUSTRIAL_ZONE,99671,79805,24097,0,0,879,238,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-05-14
2020-02,RO,DE6,FIRE,686055,77.35,332.54,16.53,MOUNTAIN,69986,173766,68181,0,0,2956,104,0,NATIONAL_EMS_ADMIN,1,2025-08-16
2020-03,BG,BE549,PUBLIC_ORDER,638589,95.24,212.67,7.17,COASTAL,47213,22314,135327,0,0,1825,93,0,FIRE_SERVICE_REPORT,1,2024-01-21
2020-04,FR,HR46,POLICE,209035,70.52,247.55,9.35,MOTORWAY,15375,13880,88816,0,0,305,228,0,POLICE_DISPATCH_SYSTEM,1,2024-11-13
2020-05,LT,GR87,OTHER,235417,87.47,308.05,31.25,RURAL,40596,8423,34954,0,0,1602,371,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-15
2020-06,SK,IT347,TRAFFIC_ACCIDENT,451936,89.56,64.02,40.9,SUBURBAN,88475,67322,46979,0,0,1418,208,1,NATIONAL_EMS_ADMIN,1,2024-05-15
2020-07,HR,SI851,MEDICAL,279519,62.93,132.23,14.6,URBAN,133451,17364,41700,0,0,1102,26,0,FIRE_SERVICE_REPORT,1,2025-07-26
2020-08,DE,ES592,RESCUE,643634,67.2,315.44,14.83,INDUSTRIAL_ZONE,342142,163999,72189,0,0,420,16,0,POLICE_DISPATCH_SYSTEM,1,2024-04-12
2020-09,LU,PL69,FIRE,594488,70.9,271.14,21.3,MOUNTAIN,48221,152363,35575,0,0,1161,122,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-17
2020-10,SI,NL950,PUBLIC_ORDER,973708,92.66,30.78,18.98,COASTAL,112013,114007,355204,0,0,280,298,0,NATIONAL_EMS_ADMIN,1,2025-05-07
2020-11,CY,EE101,POLICE,714704,72.68,32.01,32.67,MOTORWAY,83610,23438,111993,0,0,1418,92,0,FIRE_SERVICE_REPORT,1,2024-07-22
2020-12,GR,LU20,OTHER,915490,85.66,229.78,20.67,RURAL,90052,92842,37263,1,0,1781,369,0,POLICE_DISPATCH_SYSTEM,1,2025-11-09
2021-01,MT,BE850,TRAFFIC_ACCIDENT,628003,89.97,139.93,27.02,SUBURBAN,300742,160235,243397,0,0,837,98,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-03-26
2021-02,ES,SE76,MEDICAL,35300,80.69,200.11,24.23,URBAN,8687,3272,2441,0,0,6064,154,0,NATIONAL_EMS_ADMIN,1,2025-12-15
2021-03,CZ,LT431,RESCUE,6120,90.19,278.54,28.78,INDUSTRIAL_ZONE,1392,1150,705,0,0,1439,161,0,FIRE_SERVICE_REPORT,1,2025-05-24
2021-04,HU,EE64,FIRE,181559,69.49,277.83,19.93,MOUNTAIN,25412,54393,12451,0,0,2524,356,0,POLICE_DISPATCH_SYSTEM,1,2024-09-18
2021-05,NL,SI44,PUBLIC_ORDER,1072280,71.31,190.99,13.86,COASTAL,77608,51394,443455,0,0,185,47,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-04-06
2021-06,SE,DK198,POLICE,524114,69.79,194.54,29.11,MOTORWAY,95293,39300,90117,1,0,2464,55,0,NATIONAL_EMS_ADMIN,1,2024-09-01
2021-07,DK,LU529,OTHER,626773,58.48,75.07,14.35,RURAL,76531,19354,58455,0,0,1257,461,0,FIRE_SERVICE_REPORT,1,2024-05-05
2021-08,IE,MT196,TRAFFIC_ACCIDENT,916693,92.91,82.59,45.4,SUBURBAN,327514,186882,494114,1,0,381,53,0,POLICE_DISPATCH_SYSTEM,1,2025-06-23
2021-09,PL,GR30,MEDICAL,252617,64.41,318.12,20.07,URBAN,80967,7715,32565,0,0,635,115,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2024-02-26
2021-10,AT,CZ17,RESCUE,563696,92.32,41.01,42.47,INDUSTRIAL_ZONE,240328,176961,88449,1,0,114,201,0,NATIONAL_EMS_ADMIN,1,2025-11-05
2021-11,EE,EE55,FIRE,221984,59.83,507.83,43.75,MOUNTAIN,32106,69718,23643,0,0,3132,283,0,FIRE_SERVICE_REPORT,1,2025-12-04
2021-12,IT,AT236,PUBLIC_ORDER,498454,78.14,269.23,13.72,COASTAL,105919,43785,51548,1,0,1116,246,1,POLICE_DISPATCH_SYSTEM,1,2024-07-17
2022-01,PT,CY16,POLICE,458016,67.8,100.36,32.33,MOTORWAY,44166,28676,176852,0,0,2505,113,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-09-26
2022-02,BE,LU4,OTHER,1013808,82.01,259.36,22.0,RURAL,146551,69786,92747,0,0,653,51,0,NATIONAL_EMS_ADMIN,1,2025-06-03
2022-03,FI,EE91,TRAFFIC_ACCIDENT,89761,79.36,199.92,33.8,SUBURBAN,34202,28577,35744,1,0,2189,242,0,FIRE_SERVICE_REPORT,1,2024-11-13
2022-04,LV,DK1,MEDICAL,51448,80.4,270.97,30.46,URBAN,26525,2262,8243,0,0,4078,251,0,POLICE_DISPATCH_SYSTEM,1,2024-02-03
2022-05,RO,SI45,RESCUE,789227,67.91,178.95,16.61,INDUSTRIAL_ZONE,267242,313566,60155,0,0,562,122,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-11-22
2022-06,BG,AT239,FIRE,706322,59.94,317.24,42.79,MOUNTAIN,71953,156548,36043,0,0,654,35,0,NATIONAL_EMS_ADMIN,1,2024-12-13
2022-07,FR,DK28,PUBLIC_ORDER,225646,92.53,119.58,12.95,COASTAL,13330,15384,49014,0,0,1041,46,0,FIRE_SERVICE_REPORT,0,2025-03-17
2022-08,LT,BE857,POLICE,513199,68.98,320.46,5.83,MOTORWAY,106585,51414,66902,0,0,1695,186,0,POLICE_DISPATCH_SYSTEM,1,2024-12-17
2022-09,SK,EE45,OTHER,757282,72.3,302.66,17.93,RURAL,159112,62665,60755,0,0,3263,77,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-05-01
2022-10,HR,FR854,TRAFFIC_ACCIDENT,405394,87.03,203.42,38.09,SUBURBAN,100066,149762,52579,0,0,148,130,0,NATIONAL_EMS_ADMIN,1,2025-02-14
2022-11,DE,BG530,MEDICAL,1068015,60.91,306.55,19.08,URBAN,432836,75764,182445,0,0,5067,20,0,FIRE_SERVICE_REPORT,1,2024-04-04
2022-12,LU,LV7,RESCUE,119201,86.67,57.08,18.2,INDUSTRIAL_ZONE,61925,36900,10234,0,0,2833,48,0,POLICE_DISPATCH_SYSTEM,1,2024-04-06
2023-01,SI,PT213,FIRE,709006,72.01,143.15,43.88,MOUNTAIN,41025,139103,43016,0,1,1110,454,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-11-11
2023-02,CY,NL50,PUBLIC_ORDER,180789,94.88,99.78,11.77,COASTAL,10636,14486,73033,0,1,2858,239,0,NATIONAL_EMS_ADMIN,1,2024-01-07
2023-03,GR,LV333,POLICE,577089,60.24,319.37,10.2,MOTORWAY,32721,18582,225622,0,0,573,14,0,FIRE_SERVICE_REPORT,1,2025-02-18
2023-04,MT,IT599,OTHER,616586,71.4,49.39,15.97,RURAL,131086,46593,98343,0,0,205,323,0,POLICE_DISPATCH_SYSTEM,1,2026-02-01
2023-05,ES,LU31,TRAFFIC_ACCIDENT,738734,81.21,36.09,23.99,SUBURBAN,313640,119552,306717,0,0,362,48,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-03-26
2023-06,CZ,GR27,MEDICAL,780034,64.32,326.82,7.01,URBAN,323203,88271,89145,0,0,4786,132,0,NATIONAL_EMS_ADMIN,1,2025-03-29
2023-07,HU,NL59,RESCUE,527328,96.21,46.49,17.75,INDUSTRIAL_ZONE,148027,81859,76239,0,0,563,89,0,FIRE_SERVICE_REPORT,1,2024-11-12
2023-08,NL,BG3,FIRE,481153,63.0,153.92,36.58,MOUNTAIN,39609,98079,43896,1,0,2376,51,0,POLICE_DISPATCH_SYSTEM,0,2024-02-19
2023-09,SE,ES18,PUBLIC_ORDER,457595,84.74,139.82,6.73,COASTAL,58659,21716,191061,0,0,1542,231,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-05-22
2023-10,DK,BG28,POLICE,581740,91.9,166.45,34.52,MOTORWAY,59077,21440,91250,0,0,2767,112,0,NATIONAL_EMS_ADMIN,1,2024-07-19
2023-11,IE,SE4,OTHER,386606,66.64,139.76,29.08,RURAL,45287,17958,17095,1,0,677,171,0,FIRE_SERVICE_REPORT,1,2025-12-11
2023-12,PL,IE56,TRAFFIC_ACCIDENT,159921,75.09,112.26,30.27,SUBURBAN,86031,41493,75397,0,0,1897,118,0,POLICE_DISPATCH_SYSTEM,1,2024-01-26
2024-01,AT,LU484,MEDICAL,160741,71.33,134.3,30.28,URBAN,72787,12808,28408,0,0,7148,14,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-07-15
2024-02,EE,BE41,RESCUE,831414,66.82,158.28,10.33,INDUSTRIAL_ZONE,356702,289540,55151,0,0,1129,120,0,NATIONAL_EMS_ADMIN,1,2026-01-30
2024-03,IT,CY91,FIRE,308754,62.26,105.32,41.38,MOUNTAIN,43171,112511,43733,0,0,612,110,0,FIRE_SERVICE_REPORT,1,2025-10-26
2024-04,PT,PL969,PUBLIC_ORDER,126352,67.36,139.88,28.7,COASTAL,13363,9210,29675,0,0,2549,357,0,POLICE_DISPATCH_SYSTEM,1,2024-08-08
2024-05,BE,LT58,POLICE,866519,62.34,405.19,5.87,MOTORWAY,111669,59848,116808,0,0,2825,161,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2024-01-05
2024-06,FI,ES7,OTHER,457009,58.6,439.03,16.11,RURAL,92355,45140,63291,0,0,3067,4,0,NATIONAL_EMS_ADMIN,1,2024-07-23
2024-07,LV,SI985,TRAFFIC_ACCIDENT,594926,69.53,88.84,11.73,SUBURBAN,310358,178589,126273,0,0,740,33,0,FIRE_SERVICE_REPORT,1,2026-01-15
2024-08,RO,FR7,MEDICAL,47096,59.52,240.07,22.15,URBAN,22449,4384,6792,0,0,2278,223,0,POLICE_DISPATCH_SYSTEM,1,2024-10-12
2024-09,BG,HR780,RESCUE,114987,60.39,154.49,45.89,INDUSTRIAL_ZONE,34451,44942,17529,0,0,1733,215,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-01-20
2024-10,FR,PL8,FIRE,818497,83.74,261.57,16.52,MOUNTAIN,143834,199067,87733,1,0,1643,482,0,NATIONAL_EMS_ADMIN,0,2025-10-22
2024-11,LT,LU5,PUBLIC_ORDER,352666,64.29,473.05,31.08,COASTAL,72242,19278,69990,0,0,3110,393,0,FIRE_SERVICE_REPORT,1,2026-01-26
2024-12,SK,AT625,POLICE,482756,63.66,268.99,24.73,MOTORWAY,82624,42412,188160,0,0,1160,126,0,POLICE_DISPATCH_SYSTEM,1,2025-07-18
2025-01,HR,DK472,OTHER,45436,98.41,200.44,19.17,RURAL,8985,3184,6378,0,0,1628,155,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-03-09
