travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_inr_total,travel_intl_visitor_spend_retail_inr,travel_intl_visitor_spend_lodging_inr,travel_intl_visitor_spend_food_inr,travel_intl_visitor_spend_entertainment_inr,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2016,12,KOCHI_SEA,ETH,ASIA,LEISURE,27,773369,212997,206913,156177,180405,0.77,0.13,1,0,1,1,5.0,63.73
2025,7,KOCHI_SEA,NPL,EUROPE,MEDICAL,6,425958,292182,99749,67911,48448,0.83,0.14,1,0,0,0,5.9,75.46
2018,10,BOM_AIR,AFG,OCEANIA,LEISURE,21,312233,368107,493237,59798,124477,0.78,0.13,1,0,0,1,6.9,74.37
2022,1,AMD_AIR,VNM,OCEANIA,VFR,32,217224,3686,186494,194301,115265,0.52,0.22,1,0,1,0,8.7,107.22
2024,7,HYD_AIR,MDV,N_AMERICA,LEISURE,30,412509,85318,404839,59143,74611,0.44,0.43,0,0,0,0,3.1,93.04
2021,6,KOCHI_SEA,SAU,EUROPE,BUSINESS,20,716420,179430,45098,30937,157622,0.26,0.56,0,0,1,0,7.9,113.6
2025,4,BLR_AIR,ESP,AFRICA,VFR,42,147599,164622,491272,64843,66459,0.73,0.1,1,0,1,1,8.3,76.51
2017,9,HYD_AIR,ITA,ASIA,MEDICAL,3,78105,68872,264476,126138,159902,0.58,0.2,1,1,0,0,7.7,94.36
2024,4,AMD_AIR,FRA,N_AMERICA,BUSINESS,5,1126042,200074,425780,94754,107273,0.5,0.05,0,1,0,1,8.4,67.39
2025,2,KOCHI_SEA,THA,OCEANIA,MEDICAL,32,136410,270306,21784,112120,87936,0.27,0.06,1,0,0,0,6.2,93.05
2019,4,BOM_AIR,DEU,AFRICA,EDUCATION,15,1035557,308240,33395,6572,176687,0.31,0.14,1,1,1,1,1.2,94.96
2016,4,GOI_AIR,BGD,N_AMERICA,CONFERENCE,23,235613,381256,196556,244171,173771,0.26,0.58,0,1,0,0,7.3,123.81
2025,9,DEL_AIR,USA,MIDDLE_EAST,PILGRIMAGE,40,841191,362273,271864,1165,1722,0.59,0.08,0,1,1,1,8.8,126.41
2025,7,COK_AIR,RUS,ASIA,VFR,25,777996,306477,564216,185666,67519,0.57,0.41,0,1,1,0,3.4,121.27
2022,11,MUM_SEA,RUS,ASIA,LEISURE,18,10399,219474,261950,168813,83997,0.2,0.2,0,1,0,1,7.7,124.57
2025,5,COK_AIR,BTN,N_AMERICA,EDUCATION,15,865226,372061,248373,122844,35244,0.33,0.6,0,1,0,1,2.0,63.26
2015,7,COK_AIR,KOR,N_AMERICA,MEDICAL,24,1106343,108249,564106,187433,180777,0.06,0.9,1,1,0,1,6.8,117.88
2019,12,COK_AIR,PAK,S_AMERICA,PILGRIMAGE,24,818204,26397,305328,150479,17968,0.2,0.37,1,1,0,1,1.5,64.66
2016,12,BLR_AIR,CAN,AFRICA,EDUCATION,45,579419,70283,557810,21371,112709,0.5,0.29,1,0,0,1,5.9,100.03
2016,4,BLR_AIR,GBR,MIDDLE_EAST,PILGRIMAGE,24,657974,221180,259684,31064,153309,0.37,0.24,1,1,0,0,8.9,65.97
2015,6,BOM_AIR,GBR,N_AMERICA,MEDICAL,41,57717,229475,355768,73834,194402,0.55,0.41,0,1,0,1,4.4,115.37
2024,1,AMD_AIR,VNM,AFRICA,EDUCATION,34,941402,132358,213145,248777,29246,0.41,0.33,1,1,0,0,2.7,60.16
2023,4,MUM_SEA,AFG,ASIA,BUSINESS,33,1199597,302056,402817,23076,173695,0.13,0.85,0,0,1,1,7.1,86.87
2019,6,BLR_AIR,IND,ASIA,BUSINESS,26,951061,48961,505618,199237,69092,0.62,0.37,1,1,1,0,8.6,97.07
2017,4,CCU_AIR,AFG,MIDDLE_EAST,VFR,12,700359,375386,569256,142337,117083,0.85,0.15,0,0,1,1,3.7,78.96
2021,6,MAA_AIR,CHN,OCEANIA,VFR,28,228152,224177,596930,143562,124447,0.28,0.29,1,0,0,0,6.2,95.37
2021,10,BOM_SEA,USA,MIDDLE_EAST,BUSINESS,27,894034,185344,288307,53331,17256,0.23,0.11,1,0,1,0,6.9,121.33
2025,5,MUM_SEA,USA,N_AMERICA,EDUCATION,18,396079,119373,172747,219556,11428,0.76,0.18,1,0,0,0,4.5,102.7
2022,4,BOM_SEA,IND,AFRICA,CONFERENCE,7,582848,21296,539585,9704,15408,0.28,0.64,0,1,1,1,1.6,98.72
2015,4,BLR_AIR,ARE,MIDDLE_EAST,VFR,9,1127608,94873,308512,228294,95364,0.37,0.26,0,0,0,0,8.5,128.66
2021,4,HYD_AIR,VNM,ASIA,VFR,24,518873,213912,365067,181125,16708,0.24,0.73,0,1,0,0,8.5,87.3
2017,9,HYD_AIR,LKA,OCEANIA,BUSINESS,31,834929,312014,56261,96378,20796,0.58,0.39,0,0,1,0,1.9,121.74
2023,11,DEL_AIR,DEU,S_AMERICA,PILGRIMAGE,11,909875,70556,562222,46690,12191,0.43,0.38,1,0,0,1,6.3,105.27
2024,9,COK_AIR,ARE,AFRICA,EDUCATION,39,298522,390707,158490,117188,98705,0.36,0.12,0,0,1,1,7.6,114.26
2016,11,GOI_AIR,MYS,AFRICA,VFR,8,951250,218622,437665,9505,91448,0.27,0.66,0,1,0,1,1.8,81.84
2018,12,COK_AIR,USA,AFRICA,BUSINESS,5,581881,310207,420913,167587,148958,0.86,0.06,0,0,0,1,8.6,102.75
2024,10,DEL_AIR,KOR,AFRICA,EDUCATION,32,324523,113563,77262,69441,134593,0.12,0.48,0,0,1,1,4.2,119.39
2016,1,CCU_AIR,VNM,AFRICA,LEISURE,16,225114,59119,246009,64382,58018,0.28,0.06,1,0,0,0,6.3,103.79
2024,11,BOM_SEA,IND,S_AMERICA,LEISURE,1,483213,76265,340693,218140,95322,0.34,0.14,0,1,0,0,4.4,107.32
2018,8,BOM_AIR,BTN,OCEANIA,LEISURE,27,624704,298232,575520,60990,170011,0.75,0.16,1,0,1,1,5.8,95.77
2019,4,KOCHI_SEA,MDV,MIDDLE_EAST,MEDICAL,16,646791,159061,533627,128506,72523,0.86,0.05,1,0,1,1,6.9,68.89
2025,11,BOM_SEA,AUS,MIDDLE_EAST,CONFERENCE,24,142629,94671,83028,170894,37249,0.06,0.18,1,1,0,1,7.4,112.46
2017,4,DEL_AIR,AFG,ASIA,PILGRIMAGE,16,476961,397562,160071,240071,127238,0.87,0.07,0,1,0,0,4.6,108.64
2022,1,GOI_AIR,RUS,AFRICA,BUSINESS,5,370308,72103,429099,42371,140563,0.87,0.05,0,0,0,0,2.0,94.72
2018,9,MAA_AIR,MYS,MIDDLE_EAST,PILGRIMAGE,42,435369,141106,284736,66922,165104,0.82,0.13,0,0,1,0,4.1,88.22
2017,11,BLR_AIR,MDV,OCEANIA,BUSINESS,11,915798,247978,309612,112890,79681,0.83,0.14,0,1,0,1,8.5,106.68
2023,12,DEL_AIR,RUS,AFRICA,EDUCATION,9,960526,302886,332643,76543,194993,0.73,0.06,0,1,1,1,6.3,109.01
2018,1,MUM_SEA,RUS,AFRICA,CONFERENCE,43,532415,202764,267249,26271,24143,0.31,0.32,0,0,1,1,5.0,86.79
2016,9,AMD_AIR,FRA,OCEANIA,MEDICAL,18,752412,128762,447240,42306,110383,0.73,0.17,1,1,1,1,7.0,81.47
2019,12,GOI_AIR,MMR,ASIA,LEISURE,1,755821,222761,277019,245565,105436,0.47,0.3,1,0,0,1,8.4,127.89
2023,5,GOI_AIR,FRA,N_AMERICA,VFR,4,884183,142906,429048,75192,129994,0.51,0.26,1,1,1,1,8.9,128.32
2023,1,GOI_AIR,SGP,ASIA,MEDICAL,30,779084,306534,136524,146613,93583,0.07,0.13,1,1,1,0,7.5,86.19
2024,12,HYD_AIR,NPL,AFRICA,BUSINESS,38,813213,34074,598730,27846,170156,0.45,0.17,1,0,0,0,1.8,127.26
2016,3,HYD_AIR,JPN,ASIA,LEISURE,14,8712,127165,320938,144282,190507,0.28,0.67,0,0,0,0,3.0,100.93
2015,3,KOCHI_SEA,NGA,EUROPE,EDUCATION,22,1110465,154424,559630,242467,172618,0.34,0.16,1,0,0,0,9.7,60.98
2021,1,GOI_AIR,USA,N_AMERICA,VFR,2,147254,76163,23207,174265,117273,0.45,0.44,1,0,0,1,7.5,67.76
2016,12,CCU_AIR,SGP,S_AMERICA,EDUCATION,41,184326,190959,482178,63524,64523,0.63,0.1,0,1,1,1,9.0,75.41
2020,12,GOI_AIR,SAU,EUROPE,CONFERENCE,4,1075927,85707,434177,127805,164179,0.11,0.67,0,1,1,0,5.8,116.97
2024,12,BOM_AIR,ETH,AFRICA,LEISURE,6,191030,321075,337612,36526,4134,0.56,0.31,0,0,0,0,1.9,111.34
2024,12,KOCHI_SEA,LKA,S_AMERICA,MEDICAL,32,846663,283490,575603,70274,162286,0.31,0.69,0,1,1,1,2.3,117.81
2017,11,BOM_AIR,CAN,OCEANIA,LEISURE,26,713640,42511,175191,116236,140838,0.75,0.08,0,0,0,0,9.6,96.41
2018,3,CCU_AIR,SGP,S_AMERICA,PILGRIMAGE,13,952344,11477,554085,154808,52806,0.81,0.09,0,1,1,0,4.1,99.32
2018,6,KOCHI_SEA,SGP,N_AMERICA,BUSINESS,12,342788,165347,402364,168408,166479,0.13,0.74,0,0,1,0,4.5,63.18
2017,11,MUM_SEA,CHN,ASIA,CONFERENCE,5,164927,343713,311771,119050,133004,0.79,0.14,0,1,0,1,9.8,74.96
2025,9,MAA_AIR,CHN,OCEANIA,MEDICAL,35,770352,110613,273322,43284,199580,0.51,0.2,1,0,0,0,5.3,92.24
2021,11,BOM_AIR,ETH,MIDDLE_EAST,BUSINESS,40,80195,20346,503305,24810,139885,0.19,0.16,1,1,0,1,1.1,115.92
2024,3,MUM_SEA,ETH,ASIA,PILGRIMAGE,39,223558,15437,520512,156841,60949,0.06,0.55,1,0,1,1,5.9,105.21
2025,8,COK_AIR,ITA,ASIA,VFR,1,677461,133250,558806,167914,180143,0.56,0.24,0,0,0,1,7.6,103.49
2025,2,BLR_AIR,AUS,ASIA,MEDICAL,28,356119,338469,360361,220348,91685,0.5,0.16,1,1,1,0,5.9,122.55
2020,9,KOCHI_SEA,BTN,EUROPE,CONFERENCE,22,441977,376524,166338,221154,145507,0.66,0.23,1,0,0,0,6.8,102.12
2022,5,AMD_AIR,LKA,AFRICA,VFR,13,389137,359240,558287,132620,135105,0.48,0.37,1,1,0,0,5.6,79.18
2019,9,CCU_AIR,ARE,S_AMERICA,EDUCATION,45,55120,185641,185882,230642,78007,0.07,0.54,1,1,0,1,3.0,94.1
2015,7,KOCHI_SEA,IND,OCEANIA,MEDICAL,7,739271,186041,65589,124642,25571,0.42,0.4,1,1,1,0,1.8,110.01
2019,9,AMD_AIR,SAU,AFRICA,LEISURE,28,537336,204720,505881,76392,67661,0.76,0.1,0,0,1,0,1.1,118.2
2021,2,MUM_SEA,SGP,AFRICA,MEDICAL,15,98446,137769,597321,61155,135564,0.38,0.57,0,1,0,0,7.2,97.17
2020,2,BLR_AIR,KOR,N_AMERICA,EDUCATION,26,1159903,185363,407781,39034,167921,0.27,0.09,0,1,0,1,4.5,116.7
2016,3,GOI_AIR,FRA,MIDDLE_EAST,VFR,12,746857,44308,384028,160572,43087,0.3,0.16,1,1,1,1,5.6,129.27
2024,8,GOI_AIR,KOR,MIDDLE_EAST,CONFERENCE,45,608775,206428,186054,137243,127105,0.14,0.23,1,1,0,1,2.1,64.34
2016,12,BOM_SEA,USA,MIDDLE_EAST,BUSINESS,38,676891,15588,160437,238851,109488,0.38,0.59,0,1,0,0,6.0,111.14
2021,12,BOM_SEA,DEU,OCEANIA,PILGRIMAGE,24,283092,176982,591676,198201,77293,0.71,0.12,0,0,0,1,3.2,124.9
2015,7,AMD_AIR,KEN,MIDDLE_EAST,CONFERENCE,4,828898,261660,586744,41905,179603,0.1,0.84,1,0,1,0,8.3,95.01
2015,7,KOCHI_SEA,AUS,N_AMERICA,CONFERENCE,32,801070,292391,7901,58450,13585,0.83,0.11,0,0,1,0,6.4,86.67
2016,11,MAA_AIR,ESP,MIDDLE_EAST,LEISURE,45,957277,118271,596049,88332,97031,0.43,0.42,1,1,1,1,1.6,98.61
2016,8,BOM_SEA,JPN,N_AMERICA,CONFERENCE,6,331501,168986,440651,85114,86389,0.61,0.14,1,0,0,1,2.9,123.54
2023,5,HYD_AIR,BGD,MIDDLE_EAST,CONFERENCE,2,536957,124814,77366,148188,55404,0.37,0.46,0,1,1,0,3.1,119.64
2015,10,COK_AIR,KEN,N_AMERICA,VFR,37,958708,232034,189663,159029,117370,0.28,0.63,0,1,0,1,8.2,102.01
2025,3,AMD_AIR,AFG,ASIA,CONFERENCE,32,464624,19377,163459,117027,189782,0.13,0.52,1,1,1,0,5.4,125.23
2019,1,KOCHI_SEA,BGD,S_AMERICA,LEISURE,22,1037591,348299,74143,30440,53400,0.45,0.51,0,0,0,0,6.8,110.71
2019,9,GOI_AIR,THA,ASIA,LEISURE,37,881873,69741,516246,223810,150888,0.41,0.26,0,0,1,1,5.4,86.33
2020,8,COK_AIR,ITA,MIDDLE_EAST,CONFERENCE,7,517600,106165,341756,166771,29826,0.54,0.3,0,0,0,0,4.7,76.66
2018,1,BLR_AIR,ARE,AFRICA,LEISURE,39,66489,22783,268784,51986,134225,0.39,0.21,0,0,0,0,8.4,104.17
2017,5,BLR_AIR,GBR,OCEANIA,VFR,34,124196,257320,67896,54430,53660,0.43,0.13,1,1,1,1,8.4,113.33
2023,10,MAA_AIR,PAK,ASIA,CONFERENCE,8,222139,222386,586819,42444,24946,0.72,0.09,1,1,0,1,8.6,106.58
2023,12,DEL_AIR,GBR,S_AMERICA,VFR,29,607553,143457,103755,180242,193525,0.16,0.4,0,1,1,1,9.6,103.02
2022,9,COK_AIR,NGA,S_AMERICA,CONFERENCE,38,437285,256355,579952,43968,170844,0.4,0.57,0,1,0,1,4.0,66.31
2025,8,KOCHI_SEA,NGA,AFRICA,LEISURE,21,59106,315312,472101,225582,9717,0.17,0.28,0,1,1,1,7.4,101.85
2015,11,AMD_AIR,ARE,OCEANIA,VFR,10,513696,46194,472644,160850,16203,0.85,0.06,1,1,0,1,4.0,60.74
2025,5,HYD_AIR,ITA,EUROPE,PILGRIMAGE,8,478878,175696,429433,19939,91660,0.75,0.14,1,1,0,0,9.0,62.82
2016,2,KOCHI_SEA,THA,AFRICA,EDUCATION,22,198790,13165,421206,168151,105121,0.77,0.08,1,1,1,1,5.8,77.59
2017,3,BOM_SEA,MYS,AFRICA,MEDICAL,15,807503,194704,190487,55813,177689,0.17,0.21,0,0,0,1,4.3,68.65
2016,6,BOM_SEA,MMR,OCEANIA,LEISURE,39,227566,115173,55337,1347,47286,0.79,0.2,1,0,1,0,1.1,75.99
2024,9,CCU_AIR,CHN,ASIA,MEDICAL,15,364110,201469,212903,132591,186235,0.17,0.55,0,0,1,0,7.1,127.9
2024,11,HYD_AIR,SGP,N_AMERICA,PILGRIMAGE,41,772792,356972,125802,111806,199431,0.45,0.31,0,0,1,0,5.1,125.38
2022,7,CCU_AIR,SGP,EUROPE,LEISURE,32,853582,180107,239523,243955,64859,0.14,0.23,1,0,0,1,1.9,65.03
2020,7,DEL_AIR,KOR,MIDDLE_EAST,PILGRIMAGE,27,775906,350924,310728,143783,134757,0.84,0.06,0,1,1,0,4.4,65.9
2022,2,CCU_AIR,THA,N_AMERICA,EDUCATION,31,449642,96136,120971,69696,132742,0.89,0.11,0,0,1,1,5.6,100.71
2018,2,GOI_AIR,LKA,AFRICA,CONFERENCE,16,99849,160301,566170,112432,115251,0.41,0.34,1,0,1,1,4.0,126.17
2021,7,HYD_AIR,FRA,MIDDLE_EAST,PILGRIMAGE,26,256578,11797,235566,110549,121436,0.86,0.06,1,0,1,1,7.9,113.33
2023,11,DEL_AIR,AUS,EUROPE,BUSINESS,7,728283,183094,527221,237191,137565,0.13,0.43,0,0,1,1,7.6,108.19
2024,3,HYD_AIR,VNM,OCEANIA,VFR,12,208462,7682,430049,162168,49469,0.82,0.13,0,0,0,1,2.0,88.23
2018,9,MUM_SEA,USA,OCEANIA,BUSINESS,39,1184199,117081,72873,24921,132074,0.34,0.47,1,0,1,0,5.6,109.34
2016,3,BOM_SEA,SAU,ASIA,EDUCATION,7,91078,148769,7787,7245,110057,0.62,0.08,0,0,0,0,5.1,102.19
2020,4,BOM_AIR,IND,OCEANIA,PILGRIMAGE,42,10077,171639,163932,246543,65277,0.35,0.47,1,0,1,1,7.8,115.41
2018,2,DEL_AIR,MMR,AFRICA,LEISURE,13,1046610,318209,47238,75667,191340,0.56,0.35,1,1,0,0,5.4,124.36
2019,10,HYD_AIR,BGD,AFRICA,BUSINESS,16,809293,35129,384887,130848,110751,0.24,0.31,0,0,0,0,3.9,111.69
2024,12,BOM_SEA,THA,S_AMERICA,PILGRIMAGE,3,523869,144227,3355,228697,190418,0.58,0.3,1,1,1,0,5.2,76.66
2015,2,GOI_AIR,NGA,ASIA,VFR,15,588943,381068,98789,78733,136501,0.48,0.1,0,1,0,0,5.3,93.48
2016,8,MAA_AIR,AFG,ASIA,CONFERENCE,3,624855,73981,93778,187205,7877,0.36,0.64,1,0,1,1,2.6,110.57
2022,1,HYD_AIR,VNM,AFRICA,PILGRIMAGE,36,506687,118052,300026,44863,73642,0.42,0.09,0,1,0,0,4.2,117.15
2021,4,AMD_AIR,NPL,EUROPE,MEDICAL,21,38839,369032,407088,2840,39785,0.47,0.15,0,0,0,0,4.7,75.51
2019,7,AMD_AIR,RUS,EUROPE,MEDICAL,19,317047,332721,16837,141262,148517,0.4,0.47,1,1,1,1,1.5,99.13
2015,6,MAA_AIR,NGA,N_AMERICA,PILGRIMAGE,12,287179,186464,409343,56560,125126,0.11,0.86,0,0,1,1,6.7,125.76
2024,11,MUM_SEA,ITA,MIDDLE_EAST,MEDICAL,26,708984,106080,506922,85695,36625,0.72,0.11,0,0,0,1,2.9,107.0
2016,12,CCU_AIR,KOR,S_AMERICA,CONFERENCE,2,900326,176720,413673,160511,138718,0.61,0.08,0,1,1,0,4.1,97.87
2019,9,BOM_AIR,THA,MIDDLE_EAST,VFR,20,175954,154235,565011,42422,580,0.63,0.1,0,0,0,0,2.6,108.91
2025,8,BLR_AIR,ARE,OCEANIA,PILGRIMAGE,29,303052,51426,157577,28014,15675,0.09,0.64,1,1,1,1,7.7,99.35
2022,12,DEL_AIR,SAU,OCEANIA,MEDICAL,28,721687,176629,576385,10015,57042,0.71,0.17,1,1,0,1,6.0,80.34
2015,2,DEL_AIR,CAN,S_AMERICA,MEDICAL,34,682409,329111,168260,33695,150179,0.71,0.26,0,1,0,1,2.8,88.5
2023,10,CCU_AIR,AUS,N_AMERICA,EDUCATION,39,930066,77487,131373,23035,136013,0.73,0.07,1,0,0,1,2.8,118.22
2016,10,CCU_AIR,AFG,N_AMERICA,PILGRIMAGE,3,1108274,369685,199418,59866,1097,0.57,0.24,0,1,0,1,3.0,101.2
2021,10,HYD_AIR,CHN,N_AMERICA,CONFERENCE,42,648616,125106,412907,139747,76391,0.49,0.33,0,0,0,1,9.6,89.9
2025,6,DEL_AIR,BGD,ASIA,BUSINESS,36,390940,39669,404254,173451,171954,0.79,0.19,1,1,1,1,5.3,67.9
2018,1,BOM_SEA,MYS,N_AMERICA,EDUCATION,35,1055911,140488,127348,200118,145447,0.55,0.27,0,1,1,1,9.4,68.05
2017,3,BOM_AIR,JPN,ASIA,EDUCATION,8,642916,340595,450402,148116,141321,0.13,0.2,1,0,1,0,9.9,70.58
2018,8,AMD_AIR,CHN,ASIA,VFR,24,480910,92098,158227,55055,77182,0.35,0.58,0,1,0,1,5.6,124.83
2024,10,COK_AIR,AUS,AFRICA,EDUCATION,30,304260,69007,527055,249491,89492,0.66,0.3,1,0,1,0,1.8,127.01
2019,1,MUM_SEA,ARE,S_AMERICA,LEISURE,16,1097590,298661,102468,37502,96642,0.4,0.53,0,0,1,0,8.3,111.33
2015,1,GOI_AIR,RUS,OCEANIA,LEISURE,43,139816,12975,391458,64172,73867,0.73,0.18,1,1,1,0,6.5,63.35
2020,1,GOI_AIR,JPN,EUROPE,PILGRIMAGE,22,409675,157446,42512,43449,108996,0.45,0.53,1,0,1,0,1.7,102.16
2019,5,DEL_AIR,BTN,ASIA,CONFERENCE,8,26854,374227,158451,219376,184089,0.38,0.37,1,0,0,1,5.4,103.7
2016,7,KOCHI_SEA,ITA,S_AMERICA,CONFERENCE,41,525570,78124,180158,225169,78106,0.35,0.14,1,1,0,1,7.0,128.93
2019,4,MAA_AIR,THA,S_AMERICA,LEISURE,37,1171298,362940,526154,102589,135945,0.32,0.3,0,0,1,0,5.0,76.76
2015,9,KOCHI_SEA,VNM,S_AMERICA,MEDICAL,15,233535,292945,213509,43017,32549,0.46,0.45,0,1,0,1,6.2,110.62
2024,6,KOCHI_SEA,GBR,N_AMERICA,EDUCATION,9,640366,101599,42426,36642,162380,0.56,0.43,1,1,1,1,9.4,129.55
2019,5,KOCHI_SEA,RUS,ASIA,CONFERENCE,38,854273,40010,94756,97576,55668,0.84,0.14,0,0,0,0,2.3,125.74
2021,5,BLR_AIR,ETH,N_AMERICA,EDUCATION,29,1086552,17501,156118,101725,94783,0.67,0.15,0,0,0,0,5.4,84.81
2024,6,COK_AIR,NGA,OCEANIA,MEDICAL,40,699505,383447,32593,139986,178664,0.23,0.06,0,0,1,0,1.1,69.9
2016,12,BLR_AIR,AFG,MIDDLE_EAST,CONFERENCE,14,1092543,47514,412456,189509,22791,0.44,0.14,0,0,1,0,4.9,65.37
2020,2,GOI_AIR,SGP,OCEANIA,EDUCATION,29,26876,293918,258197,72506,30934,0.31,0.07,0,1,0,1,2.9,64.19
2020,3,CCU_AIR,ITA,N_AMERICA,MEDICAL,28,515598,195781,321517,243395,145767,0.26,0.62,0,1,0,1,3.0,66.16
2015,3,BLR_AIR,NPL,AFRICA,PILGRIMAGE,14,537516,91354,85876,117041,79423,0.61,0.15,1,0,1,0,3.1,128.57
2021,9,DEL_AIR,BGD,MIDDLE_EAST,PILGRIMAGE,4,29232,209464,44333,190960,34933,0.15,0.61,1,1,1,0,7.8,129.09
2016,4,GOI_AIR,FRA,N_AMERICA,VFR,38,450498,336396,359047,85123,101844,0.07,0.41,0,1,1,1,5.6,68.1
2024,6,KOCHI_SEA,MMR,S_AMERICA,BUSINESS,39,1183152,180735,487823,4594,139063,0.4,0.2,1,0,0,1,4.4,65.73
2022,1,GOI_AIR,AUS,EUROPE,PILGRIMAGE,34,660945,379558,300574,11255,147585,0.17,0.46,0,0,0,1,1.0,106.52
2024,7,KOCHI_SEA,ITA,MIDDLE_EAST,VFR,31,698695,122975,290692,171518,87640,0.48,0.28,1,1,0,1,8.5,117.32
2018,6,AMD_AIR,KOR,N_AMERICA,PILGRIMAGE,17,754617,359730,218290,154762,37927,0.52,0.4,1,0,0,0,1.0,113.08
2016,7,COK_AIR,ARE,S_AMERICA,MEDICAL,13,1084395,293715,331557,33245,84747,0.19,0.58,0,0,1,1,8.3,60.65
2017,10,GOI_AIR,USA,N_AMERICA,LEISURE,14,793886,313710,118205,72370,80555,0.64,0.15,1,0,1,1,7.5,90.43
2020,3,DEL_AIR,THA,MIDDLE_EAST,LEISURE,20,592129,379903,94934,26623,56868,0.15,0.69,1,0,1,0,2.1,110.4
2016,1,DEL_AIR,MYS,N_AMERICA,LEISURE,23,142192,324689,403650,240266,36559,0.57,0.28,0,1,1,0,6.6,116.9
2017,5,COK_AIR,CHN,OCEANIA,EDUCATION,4,714962,389244,58227,90076,147595,0.6,0.17,1,1,0,1,1.1,108.6
2025,6,COK_AIR,AFG,N_AMERICA,EDUCATION,17,198119,234494,569226,163836,83014,0.74,0.22,0,0,0,1,3.0,83.08
2019,10,BLR_AIR,RUS,OCEANIA,LEISURE,27,538406,22189,299707,41525,182745,0.8,0.11,1,0,1,0,3.2,78.96
2025,4,CCU_AIR,USA,N_AMERICA,LEISURE,1,41790,180237,121071,69762,178383,0.62,0.07,1,1,0,1,9.8,118.03
2018,8,CCU_AIR,MMR,EUROPE,VFR,17,892323,139319,244094,80788,156944,0.58,0.38,0,0,0,1,6.1,98.03
2020,11,CCU_AIR,NPL,EUROPE,PILGRIMAGE,19,245823,217489,3670,180968,26340,0.63,0.19,1,0,0,1,1.1,77.8
2018,3,MAA_AIR,ITA,AFRICA,MEDICAL,36,174139,247674,553923,53762,185190,0.5,0.2,1,1,1,0,2.2,120.71
2024,11,AMD_AIR,GBR,MIDDLE_EAST,EDUCATION,26,1071268,106592,375294,72724,97985,0.57,0.4,0,0,1,0,2.7,117.17
2015,8,MAA_AIR,SAU,N_AMERICA,BUSINESS,18,1149658,226030,360057,146585,17958,0.82,0.08,1,1,1,0,8.4,94.54
2019,5,MAA_AIR,SGP,S_AMERICA,MEDICAL,14,25796,219701,540659,42848,38994,0.64,0.35,0,0,0,1,7.1,116.73
2019,9,MUM_SEA,CAN,ASIA,LEISURE,5,759574,9524,150906,103821,125223,0.31,0.07,1,1,1,1,5.3,67.24
2020,11,KOCHI_SEA,KOR,MIDDLE_EAST,PILGRIMAGE,37,129918,45994,288066,136546,21613,0.66,0.24,0,1,1,1,8.3,123.52
2019,9,BOM_SEA,AUS,AFRICA,VFR,37,975046,398429,430172,27609,184086,0.13,0.1,0,0,1,1,5.3,128.45
2015,5,HYD_AIR,FRA,MIDDLE_EAST,BUSINESS,21,216052,144401,235516,174066,108197,0.44,0.1,0,1,0,0,8.3,60.76
2024,11,BOM_AIR,CHN,S_AMERICA,PILGRIMAGE,43,488822,110978,222574,44769,133506,0.38,0.6,1,0,0,0,3.0,120.68
2020,11,CCU_AIR,KEN,AFRICA,MEDICAL,33,968511,154783,147829,109405,184661,0.33,0.62,0,0,1,0,9.4,112.64
2024,4,COK_AIR,CAN,ASIA,BUSINESS,20,575038,323955,47166,16598,17960,0.58,0.36,1,1,1,1,9.6,119.86
2023,4,BLR_AIR,KEN,ASIA,PILGRIMAGE,16,172765,383114,341661,87858,153927,0.19,0.57,0,1,1,1,6.7,80.78
2023,1,MAA_AIR,ETH,ASIA,CONFERENCE,6,926450,266722,226196,144300,104613,0.85,0.1,1,0,0,1,6.7,126.85
2015,7,HYD_AIR,KOR,S_AMERICA,PILGRIMAGE,44,1015725,343452,389486,145004,125777,0.27,0.51,1,1,0,0,6.1,118.3
2025,4,KOCHI_SEA,MMR,AFRICA,LEISURE,24,1065108,147552,118533,169205,81903,0.64,0.22,0,0,1,1,4.9,88.85
2015,6,DEL_AIR,VNM,OCEANIA,MEDICAL,42,295368,340866,233691,237279,68347,0.42,0.5,0,0,1,0,2.6,115.19
2017,7,GOI_AIR,THA,ASIA,CONFERENCE,22,501828,317239,554890,145032,114524,0.22,0.59,1,1,1,0,2.7,89.82
2017,6,MAA_AIR,PAK,MIDDLE_EAST,PILGRIMAGE,23,1047804,304256,152468,103195,44508,0.41,0.42,1,0,0,1,6.9,83.08
2023,11,BOM_SEA,BGD,MIDDLE_EAST,EDUCATION,33,1036726,368575,562054,24959,105137,0.36,0.16,1,0,1,1,5.2,70.22
2018,2,HYD_AIR,IND,S_AMERICA,PILGRIMAGE,30,198548,164601,310320,162540,19703,0.71,0.21,1,1,0,0,3.0,124.94
2016,9,MAA_AIR,SGP,N_AMERICA,VFR,39,431778,52747,11465,217617,114398,0.61,0.22,0,1,0,1,1.8,76.21
