health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_ncoioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2018,LGD-SA-4167065,CVD,27.88,1149.26,1234.43,1501.01,7.35,16.47,14.03,2.55,32.22,90.12,75.39,42.96,51.93,39.67,93.92,WHO2000,6.48
2022,LGD-SA-5358502,HTN,14.12,1290.04,1386.55,1744.49,3.01,11.51,31.57,10.23,34.5,15.1,61.13,20.77,174.24,23.44,67.47,WHO2000,6.077
2020,LGD-SA-2192474,CANC,11.52,1459.58,1755.35,697.09,9.29,1.07,34.42,2.9,39.53,74.46,89.66,18.89,129.54,42.24,48.02,India2011,1.686
2016,LGD-SA-5426858,CANC,13.41,647.91,196.36,387.81,4.3,35.13,45.09,31.3,21.57,94.03,80.71,42.59,159.21,56.71,73.87,India2011,2.828
2017,LGD-SA-5187094,STROKE,11.65,422.53,168.5,272.54,8.22,40.79,27.8,5.22,11.11,94.64,21.72,88.25,96.28,38.56,23.54,India2011,12.164
2020,LGD-SA-4941993,COPD,27.72,3135.02,1795.63,428.61,0.78,35.8,4.57,31.24,28.09,9.55,34.08,28.22,159.04,83.2,65.29,India2011,7.453
2017,LGD-SA-2227788,CVD,15.45,3231.05,1548.07,226.52,11.96,31.77,7.75,26.87,88.34,42.41,55.42,61.35,3.61,36.92,83.9,Census2011,0.197
2025,LGD-SA-1289713,CANC,8.13,2262.54,1168.72,392.84,8.34,19.91,51.92,13.81,15.77,16.1,57.89,4.91,102.16,89.81,97.42,WHO2000,3.789
2024,LGD-SA-1491328,TB_SEQ,4.99,3089.21,155.16,547.58,4.81,3.44,31.45,10.29,28.93,87.79,34.59,34.53,0.56,99.13,55.44,India2011,6.364
2022,LGD-SA-1826290,ASTH,31.87,1190.11,1553.23,1447.8,14.77,25.21,48.15,16.05,61.64,89.95,79.76,23.78,35.52,88.14,23.06,Census2011,0.959
2019,LGD-SA-5733059,COPD,25.05,152.66,1721.48,1461.63,10.16,32.64,32.9,5.82,72.5,29.58,27.03,28.47,76.53,19.58,72.89,WHO2000,11.56
2023,LGD-SA-4845489,TB_SEQ,15.42,1036.52,480.14,571.98,14.48,18.01,23.75,4.21,23.8,62.84,87.11,35.91,151.6,83.0,86.7,WHO2000,9.053
2021,LGD-SA-1525335,DM2,11.95,2192.6,920.45,1799.84,3.86,16.47,31.26,19.83,86.75,40.81,43.66,78.55,62.55,88.21,43.92,WHO2000,8.264
2024,LGD-SA-3481766,STROKE,2.1,763.19,617.04,202.58,10.1,30.01,52.32,4.05,47.44,90.97,91.12,17.01,107.1,10.03,24.49,Census2011,0.75
2024,LGD-SA-7108738,CVD,11.46,2478.08,333.87,376.37,14.27,23.48,35.38,4.47,41.89,64.39,58.59,10.17,24.77,6.0,74.66,GBDStd,12.269
2017,LGD-SA-5478855,COPD,40.35,428.85,1623.58,191.53,11.06,43.32,36.97,22.3,44.39,76.59,21.93,82.86,162.21,32.82,63.64,Census2011,7.874
2025,LGD-SA-1938029,DM2,33.52,845.16,1787.7,265.61,1.62,2.48,7.18,7.03,17.33,55.85,74.03,42.82,76.24,19.71,1.33,GBDStd,5.088
2021,LGD-SA-7530238,NCD_MULTI,22.61,885.15,1181.64,1760.27,7.81,25.61,44.96,2.52,53.93,92.48,68.99,88.49,138.09,64.38,5.55,WHO2000,8.334
2016,LGD-SA-1936199,CVD,36.18,3438.03,1360.9,1460.21,11.45,4.21,53.09,15.67,37.8,82.69,58.53,36.63,165.48,70.34,18.07,GBDStd,1.14
2022,LGD-SA-6078898,HTN,17.67,3212.82,1072.44,452.37,0.53,1.86,23.73,5.89,27.14,30.93,20.06,3.27,59.23,2.51,68.76,India2011,7.209
2017,LGD-SA-3612729,OBES,16.65,2856.46,447.27,913.52,8.94,10.43,47.88,25.91,77.14,11.34,43.23,53.58,141.28,87.89,60.49,GBDStd,0.911
2022,LGD-SA-3310182,TB_SEQ,30.82,2081.57,1207.8,1466.58,4.47,9.55,54.93,23.82,82.09,75.86,29.22,25.16,128.42,36.79,9.21,WHO2000,0.563
2025,LGD-SA-9235385,COPD,8.36,2945.76,820.77,1045.31,4.51,19.96,40.91,21.56,33.62,44.0,49.4,26.68,95.15,9.59,26.99,GBDStd,7.519
2020,LGD-SA-7724090,CVD,23.94,677.03,2169.51,1497.13,9.31,16.58,29.96,10.62,12.02,80.7,69.19,51.4,11.33,75.36,2.02,India2011,2.939
2019,LGD-SA-9929137,CKD,26.48,294.45,558.68,364.38,11.77,42.75,32.35,22.09,18.11,10.35,33.93,61.14,22.72,87.92,84.89,India2011,2.868
2019,LGD-SA-4129668,NCD_MULTI,16.02,707.61,209.97,726.55,9.87,27.25,53.03,22.39,87.37,23.29,52.45,84.56,158.75,77.31,21.37,India2011,1.379
2025,LGD-SA-7411765,ASTH,35.25,1849.31,159.67,689.21,14.16,25.28,19.99,18.43,60.42,26.31,62.58,80.05,95.2,67.54,75.86,Census2011,9.248
2015,LGD-SA-3557492,ASTH,25.15,778.14,1973.35,371.54,10.44,6.07,47.61,17.85,62.69,25.47,37.96,50.5,30.98,59.34,89.69,WHO2000,0.843
2022,LGD-SA-6015640,ASTH,23.05,3143.49,2197.37,412.71,13.05,21.38,54.71,9.36,40.4,38.99,58.95,60.28,96.13,14.62,5.99,Census2011,0.432
2022,LGD-SA-8847379,COPD,28.35,2447.6,1967.04,209.27,3.39,2.77,32.04,4.83,25.82,35.83,65.94,11.96,154.31,94.58,85.91,Census2011,7.96
2021,LGD-SA-9444753,HTN,19.64,2588.7,1970.89,7.3,1.91,31.41,34.93,33.65,23.97,12.13,70.04,8.38,156.98,69.29,92.26,India2011,2.052
2016,LGD-SA-9493041,CKD,23.14,1661.33,986.44,158.63,7.88,35.24,51.86,13.8,49.39,62.31,60.15,39.38,43.41,71.7,97.45,WHO2000,1.443
2018,LGD-SA-7087599,CANC,44.98,2083.6,427.58,1222.7,12.9,43.3,8.04,7.19,61.51,74.19,44.52,8.45,92.03,51.66,91.51,India2011,11.364
2022,LGD-SA-3675073,CANC,41.59,2514.67,1291.96,160.7,12.96,35.12,6.6,18.28,42.61,54.88,42.05,8.39,172.18,16.07,35.14,India2011,2.039
2015,LGD-SA-9135344,HTN,6.89,431.83,1487.33,1529.11,6.66,29.27,31.26,23.72,29.3,22.22,70.64,25.92,102.46,29.64,63.1,India2011,4.064
2021,LGD-SA-5603094,CKD,34.56,3349.64,1123.03,361.57,14.96,39.42,24.88,11.95,41.71,95.09,81.77,66.91,133.04,65.01,83.39,GBDStd,1.143
2015,LGD-SA-2655505,ASTH,44.05,2580.34,360.59,392.65,9.5,26.75,53.18,20.67,82.89,84.55,79.29,41.04,52.75,66.18,14.02,GBDStd,10.87
2023,LGD-SA-3514405,CANC,36.27,2950.27,1514.43,1649.48,6.13,43.63,37.52,14.79,28.72,82.78,75.55,60.66,38.75,70.27,43.21,Census2011,13.993
2019,LGD-SA-6433550,CKD,24.9,12.83,1033.88,1350.99,12.68,21.76,9.15,16.29,42.64,10.82,93.52,77.77,112.78,58.17,89.96,WHO2000,2.974
2023,LGD-SA-7732660,ASTH,29.12,1395.08,383.64,1328.02,12.08,27.75,48.19,1.9,73.54,95.69,78.81,44.4,50.03,82.71,43.68,India2011,0.525
2022,LGD-SA-8884731,CVD,16.33,2628.17,1525.86,1017.85,5.24,44.94,46.47,6.88,74.6,50.42,57.95,0.29,22.3,58.44,39.16,India2011,6.817
2023,LGD-SA-6113494,CKD,2.33,1755.12,928.7,250.18,8.6,3.17,46.18,3.68,88.92,80.55,82.43,38.85,155.97,64.99,42.65,WHO2000,11.32
2025,LGD-SA-5962655,DM2,6.15,2779.17,614.98,177.19,2.55,13.9,25.01,11.05,38.76,33.99,53.91,0.43,147.23,38.31,23.82,GBDStd,10.433
2025,LGD-SA-5138332,CKD,33.17,360.06,421.4,1367.96,0.73,40.98,41.64,25.4,44.46,89.03,29.38,85.53,17.79,24.81,73.82,India2011,6.049
2017,LGD-SA-6934512,CVD,9.73,1415.88,1792.32,1182.47,5.98,25.11,19.68,32.95,64.93,3.99,87.95,77.18,130.12,42.26,60.9,GBDStd,9.323
2016,LGD-SA-9009810,ASTH,31.17,941.28,345.33,856.8,5.5,42.84,8.17,14.39,39.08,10.81,70.98,89.15,43.95,43.86,87.12,WHO2000,8.493
2024,LGD-SA-4978373,COPD,27.72,422.53,1482.84,366.26,14.3,29.95,51.2,26.62,23.4,91.75,59.81,30.16,40.92,62.51,71.75,Census2011,13.343
2016,LGD-SA-3601884,CANC,11.03,1637.31,1368.04,302.84,11.81,6.28,52.78,3.62,72.72,99.83,56.0,79.64,106.65,39.15,15.69,India2011,3.259
2017,LGD-SA-6104254,OBES,37.47,935.13,1862.91,782.88,5.57,23.57,7.32,18.49,48.51,99.99,73.72,70.05,125.5,88.31,96.86,GBDStd,0.811
2016,LGD-SA-2849715,OBES,42.11,1079.43,816.27,1490.69,3.98,8.61,12.0,6.37,14.93,85.53,66.79,53.22,173.68,69.35,25.25,WHO2000,10.772
2018,LGD-SA-1979390,STROKE,32.72,2307.4,346.37,1234.64,4.16,27.46,26.27,17.44,15.51,25.6,45.36,51.42,9.3,75.27,15.11,GBDStd,6.607
2023,LGD-SA-7488751,NCD_MULTI,43.07,2547.9,2094.19,669.7,5.94,16.82,29.47,1.39,68.01,42.91,22.22,55.29,80.4,75.15,20.66,WHO2000,2.373
2021,LGD-SA-3478661,OBES,22.51,1893.34,268.6,1217.11,0.3,4.16,25.41,7.76,68.31,66.77,58.83,31.07,116.3,34.82,48.43,India2011,8.359
2019,LGD-SA-7064241,CKD,1.06,2923.7,469.23,838.7,14.0,35.09,27.47,33.56,14.87,87.23,22.38,71.18,147.98,74.88,63.13,Census2011,13.763
2018,LGD-SA-3558189,DM2,23.55,516.58,1459.65,1236.95,11.05,36.2,40.41,29.34,24.35,46.52,48.66,47.08,144.56,54.78,66.86,GBDStd,4.442
2017,LGD-SA-6123264,COPD,13.77,2530.69,860.96,734.11,11.28,13.97,15.7,3.7,24.8,20.36,76.86,56.66,37.52,68.4,49.93,GBDStd,10.705
2021,LGD-SA-4203622,CANC,40.45,3194.43,1917.79,739.8,14.34,12.96,46.36,22.73,46.11,87.27,33.67,18.76,176.85,47.58,2.16,WHO2000,8.962
2024,LGD-SA-8825330,NCD_MULTI,35.39,1658.86,644.98,442.07,8.32,25.2,26.66,34.38,22.08,70.9,69.04,66.91,136.2,74.97,38.85,GBDStd,9.452
2025,LGD-SA-3853068,CKD,40.97,2743.43,226.74,567.71,4.48,11.21,29.91,22.46,38.11,14.2,60.59,14.69,97.57,93.56,68.65,WHO2000,11.308
2016,LGD-SA-4794258,CKD,9.22,1790.78,205.5,712.25,0.53,30.77,8.12,33.17,38.82,95.14,97.4,24.42,147.09,71.78,1.1,Census2011,7.129
2020,LGD-SA-6515403,CANC,9.97,770.94,111.6,597.75,9.31,38.65,6.03,7.41,44.65,44.03,85.19,24.12,80.51,34.83,26.28,Census2011,6.492
2015,LGD-SA-7832956,DM2,36.38,1200.4,2048.91,495.74,13.73,28.88,23.74,22.99,77.11,61.3,60.11,19.03,69.61,81.55,38.43,India2011,7.062
2019,LGD-SA-1418027,HTN,32.89,2624.45,1912.98,1065.22,2.7,28.11,45.54,2.59,36.71,24.69,96.84,64.92,13.45,69.03,42.18,WHO2000,0.152
2019,LGD-SA-7758154,ASTH,28.78,2655.42,2012.52,1099.05,1.78,33.06,53.22,19.28,47.47,46.33,56.18,2.96,93.63,50.35,0.0,GBDStd,7.27
2019,LGD-SA-4577235,DM2,39.37,1840.41,2029.88,941.96,0.51,35.29,13.26,23.6,55.17,83.25,90.54,81.33,148.9,5.02,3.14,Census2011,13.741
2025,LGD-SA-2378526,STROKE,25.83,1671.65,44.53,804.41,0.09,1.43,19.89,11.75,41.48,81.68,52.17,68.18,38.28,16.93,58.72,GBDStd,12.065
2021,LGD-SA-2764267,NCD_MULTI,11.21,2399.61,1988.96,1653.06,14.18,4.22,21.92,30.87,33.73,79.37,58.08,41.87,8.08,22.16,92.19,GBDStd,3.654
2018,LGD-SA-2198740,HTN,29.6,2814.64,1356.32,1540.68,14.58,13.69,19.0,3.69,44.61,94.88,31.3,85.55,164.91,91.77,0.43,GBDStd,5.816
2025,LGD-SA-6189263,COPD,34.94,16.5,1230.92,1327.88,2.81,13.68,40.98,8.49,62.11,37.05,56.81,33.53,174.86,13.91,44.32,India2011,5.751
2017,LGD-SA-2527477,STROKE,26.91,440.13,183.45,586.6,10.36,6.67,25.75,19.92,47.22,8.67,79.79,60.73,73.08,92.02,93.17,GBDStd,7.451
2016,LGD-SA-5355653,TB_SEQ,8.03,1757.35,905.91,270.6,8.72,9.19,52.98,2.06,50.58,68.55,82.76,51.39,20.66,30.59,77.24,GBDStd,14.198
2024,LGD-SA-7834082,NCD_MULTI,6.55,2661.97,343.6,1199.94,0.18,25.95,47.42,25.92,50.53,27.0,70.38,71.43,65.45,66.34,26.76,India2011,13.641
2024,LGD-SA-1238905,HTN,1.26,1157.21,835.57,1449.71,12.31,27.06,26.98,6.4,87.87,21.9,42.17,61.46,149.76,26.66,91.14,Census2011,0.302
2023,LGD-SA-7200101,COPD,41.11,446.84,1768.74,1150.71,11.24,15.22,51.83,11.17,59.82,18.23,94.26,3.92,44.28,50.46,30.76,WHO2000,13.407
2022,LGD-SA-1003326,OBES,25.89,1104.47,798.12,184.63,6.12,26.45,50.89,9.92,24.44,86.53,65.6,16.19,33.57,25.1,99.56,WHO2000,14.979
2015,LGD-SA-5710156,HTN,25.78,2887.82,1908.77,166.83,13.88,42.02,40.39,4.24,18.4,72.92,48.86,49.19,158.7,64.31,43.44,Census2011,1.515
2024,LGD-SA-7229856,CKD,8.89,2381.04,489.93,1405.89,12.47,2.85,22.75,34.84,64.03,5.05,61.97,34.95,62.84,39.35,64.9,GBDStd,1.831
2017,LGD-SA-1538056,OBES,7.91,301.33,1478.72,91.63,8.74,30.39,22.0,30.86,51.02,74.31,54.66,27.15,13.12,3.44,98.49,WHO2000,1.781
2023,LGD-SA-2592031,CVD,16.34,2545.72,136.13,998.57,9.93,40.64,8.13,12.53,42.69,68.9,89.15,0.07,51.97,53.49,12.7,GBDStd,8.206
2022,LGD-SA-1328403,CKD,13.28,3248.42,1998.45,854.23,2.82,24.07,38.66,17.96,67.75,53.47,21.91,28.71,78.79,46.49,20.36,GBDStd,9.769
2019,LGD-SA-4906105,CANC,26.43,1540.71,1335.91,367.77,9.81,15.64,13.63,26.31,46.34,30.83,65.67,92.81,91.52,11.78,69.98,India2011,7.081
2023,LGD-SA-1040209,DM2,44.97,2178.33,454.52,1686.2,0.38,42.55,5.14,8.9,38.87,80.43,86.54,22.26,152.96,6.09,66.35,India2011,5.06
2020,LGD-SA-4941507,COPD,21.34,1795.79,983.35,1513.86,8.29,37.41,29.04,30.59,47.5,57.39,23.96,4.22,113.03,16.6,18.09,India2011,13.416
2016,LGD-SA-2719779,COPD,25.64,765.68,1359.52,52.13,14.87,38.61,32.01,29.82,51.7,27.87,70.03,24.54,60.05,68.89,90.38,India2011,11.695
2017,LGD-SA-2736075,COPD,5.06,374.11,1404.86,278.73,7.86,8.01,1.09,1.38,12.2,20.21,96.01,5.8,164.91,52.43,97.26,GBDStd,10.081
2018,LGD-SA-7126068,ASTH,20.62,855.74,84.86,1182.43,6.13,2.66,25.63,2.9,77.05,85.29,71.25,89.05,0.57,87.45,86.44,GBDStd,9.959
2023,LGD-SA-6121309,STROKE,33.74,1655.87,1772.21,1333.35,1.16,13.44,11.37,16.53,64.68,30.98,24.87,10.88,154.39,66.44,54.21,GBDStd,14.47
2020,LGD-SA-1975594,CANC,39.17,1170.56,510.45,711.81,1.85,36.57,45.02,3.92,63.05,79.02,83.66,64.77,42.28,96.1,77.2,India2011,11.315
2023,LGD-SA-9918677,DM2,10.72,3102.89,999.78,1742.67,8.11,26.04,14.66,22.58,68.35,85.2,79.64,59.96,8.4,32.9,33.6,India2011,0.152
2023,LGD-SA-3364749,DM2,14.85,939.76,2091.78,1239.3,9.67,10.08,30.47,19.23,87.81,97.71,70.0,71.18,101.21,33.7,27.59,Census2011,6.84
2022,LGD-SA-7088791,COPD,26.85,339.27,354.78,511.73,14.55,40.95,38.8,5.16,40.17,97.92,60.86,5.93,65.41,80.51,18.47,WHO2000,3.19
2025,LGD-SA-4980984,COPD,40.67,1992.34,1787.93,426.32,11.01,42.27,7.96,13.25,37.17,3.91,79.92,18.5,125.93,77.93,63.12,Census2011,1.991
2017,LGD-SA-1982841,OBES,30.51,1273.79,1661.84,164.25,12.67,11.41,34.68,10.56,26.32,36.53,33.38,52.7,92.03,24.62,32.05,India2011,0.211
2020,LGD-SA-6548041,COPD,44.77,587.39,52.06,1601.98,5.09,16.19,35.49,13.59,79.05,64.83,22.84,91.69,140.32,45.87,38.22,WHO2000,14.837
2023,LGD-SA-3231071,NCD_MULTI,29.77,1000.87,912.82,1086.53,8.94,27.95,1.82,28.98,24.05,70.84,97.28,54.69,54.22,66.88,0.57,India2011,4.022
2016,LGD-SA-5680204,OBES,35.48,1609.01,914.87,1459.83,9.5,17.68,32.14,11.31,61.22,93.75,72.65,24.89,98.32,54.01,24.6,Census2011,2.86
2017,LGD-SA-3176916,OBES,35.24,48.37,384.87,941.11,4.62,3.37,45.48,2.69,50.88,14.89,31.82,83.47,37.69,57.28,20.79,WHO2000,7.381
2021,LGD-SA-5404634,CVD,29.7,1520.57,96.76,1070.13,9.06,11.43,16.78,14.71,10.42,80.61,40.2,21.82,168.53,67.58,51.27,India2011,11.094
2015,LGD-SA-9093261,HTN,1.07,475.88,1536.75,222.8,5.62,13.58,37.58,6.03,53.86,46.56,83.09,37.25,57.5,99.48,87.25,WHO2000,3.629
2019,LGD-SA-3655568,DM2,43.79,251.13,1107.59,1065.92,2.37,42.68,49.29,7.58,32.79,81.32,81.75,11.1,9.34,32.69,91.22,GBDStd,4.269
2025,LGD-SA-8738646,COPD,28.23,1023.68,1709.35,795.71,10.61,12.09,29.19,23.03,27.93,91.98,55.84,71.71,83.01,81.49,25.92,India2011,2.709
2016,LGD-SA-9417750,COPD,12.45,3284.75,1651.89,1786.79,12.17,12.81,48.41,2.46,35.46,84.71,57.59,7.36,106.24,41.45,69.4,India2011,7.405
2023,LGD-SA-2757916,CKD,29.67,2857.67,1709.84,640.87,13.88,30.62,18.07,11.38,54.11,79.24,70.4,71.83,85.08,23.79,15.97,India2011,8.454
2017,LGD-SA-2182754,CVD,12.13,1979.61,69.1,1078.94,1.42,44.43,50.51,7.66,22.13,66.48,92.26,0.67,35.21,0.05,9.05,India2011,7.616
2025,LGD-SA-9559018,COPD,16.57,20.08,1649.47,278.92,12.38,24.86,17.34,29.04,48.19,17.01,58.71,71.92,5.18,62.15,42.02,India2011,14.273
2017,LGD-SA-8067171,STROKE,43.87,2192.68,37.69,1733.56,7.79,14.68,51.14,5.46,13.24,76.22,49.43,17.49,68.8,17.37,40.18,GBDStd,5.211
2016,LGD-SA-4359300,NCD_MULTI,9.74,2405.31,1998.24,1228.18,13.23,31.05,27.4,28.82,36.72,76.04,61.88,28.51,63.36,90.2,90.01,Census2011,13.943
2016,LGD-SA-8505962,STROKE,8.2,2753.15,1041.62,1417.25,13.75,40.15,12.56,34.18,32.58,39.07,27.28,79.64,79.24,95.63,78.44,GBDStd,6.354
2018,LGD-SA-9927586,STROKE,10.53,172.53,612.75,113.16,9.16,18.57,11.95,31.89,26.32,66.81,72.71,42.03,25.98,97.9,29.11,WHO2000,14.214
2022,LGD-SA-4804151,CKD,41.77,2670.37,358.95,710.36,14.67,19.7,50.1,2.56,81.01,89.81,68.25,6.61,13.97,66.18,94.8,Census2011,8.019
2025,LGD-SA-1099837,HTN,2.37,1287.27,2066.55,1313.77,0.87,23.18,24.0,4.32,10.64,37.89,35.53,85.09,93.32,26.18,30.88,GBDStd,7.5
2022,LGD-SA-6615910,CKD,24.23,3028.16,455.92,1426.08,8.72,42.74,1.33,15.33,25.07,46.15,91.12,49.06,119.97,21.89,13.76,Census2011,1.103
2015,LGD-SA-8539596,CVD,25.61,2788.28,1258.04,205.12,3.57,7.97,13.0,30.04,13.49,15.85,92.88,65.35,155.98,64.51,54.99,GBDStd,10.609
2020,LGD-SA-1528684,COPD,7.34,2376.81,927.45,548.85,0.4,32.1,48.07,22.94,39.08,32.05,31.93,36.19,39.19,83.86,13.25,Census2011,1.21
2018,LGD-SA-8623110,COPD,43.55,1869.8,1560.08,1065.77,7.44,28.82,1.99,28.06,41.44,71.28,85.69,14.58,33.42,95.53,24.81,WHO2000,1.996
2019,LGD-SA-5893833,CANC,38.43,1800.75,308.0,149.95,10.35,6.7,24.16,18.89,77.83,43.6,20.81,36.25,112.94,62.86,15.0,India2011,7.546
2022,LGD-SA-9223958,DM2,24.93,2504.29,1007.4,814.54,0.55,1.0,23.65,28.6,81.7,65.91,52.24,26.77,79.3,69.98,41.96,Census2011,5.799
2021,LGD-SA-7386413,CVD,41.75,267.17,1488.39,974.86,10.87,43.87,30.57,5.5,41.63,82.28,95.55,84.72,24.2,9.14,27.6,GBDStd,8.494
2022,LGD-SA-4952648,TB_SEQ,18.91,2852.76,346.01,1274.88,0.07,19.19,2.56,19.77,44.11,18.83,31.87,13.8,115.85,15.47,77.17,Census2011,9.872
2016,LGD-SA-6877594,COPD,22.56,2235.24,147.74,1724.38,13.43,41.42,1.63,32.11,38.53,8.98,50.55,55.35,116.0,88.35,2.0,WHO2000,13.914
2019,LGD-SA-8028291,CVD,37.49,2536.74,1113.13,885.76,6.47,17.38,13.85,22.05,87.98,3.77,61.79,6.66,124.29,1.25,8.95,Census2011,2.559
2015,LGD-SA-6405520,CVD,39.69,1235.73,1058.78,715.88,0.81,24.69,2.43,22.96,36.31,10.79,61.24,23.87,171.76,28.76,21.54,India2011,1.81
2021,LGD-SA-4749830,CANC,23.45,2055.88,88.8,102.28,1.68,23.23,24.61,11.07,70.28,38.08,21.36,81.68,85.09,0.24,2.54,Census2011,1.024
2015,LGD-SA-3428022,CKD,7.47,2146.87,1143.77,1646.28,4.06,13.97,26.21,13.25,70.69,84.31,26.73,92.09,27.97,91.09,40.13,India2011,11.064
2020,LGD-SA-3055218,TB_SEQ,15.14,2879.18,1702.79,1663.0,13.29,35.51,15.44,15.3,29.7,49.02,31.38,86.54,86.04,77.91,11.42,India2011,2.412
2023,LGD-SA-7980647,ASTH,32.87,339.62,1394.62,1338.87,10.13,39.59,43.51,34.65,18.5,32.08,79.69,3.12,90.66,87.77,44.11,WHO2000,2.752
2021,LGD-SA-7295323,ASTH,42.62,2165.57,354.05,1693.29,0.97,12.14,48.24,12.57,63.09,56.63,39.74,58.0,23.88,90.65,88.12,GBDStd,0.583
2021,LGD-SA-4890887,CVD,37.72,2731.27,770.1,879.39,3.88,14.51,12.77,21.74,34.71,62.53,80.24,18.8,73.64,30.21,70.14,India2011,11.349
2015,LGD-SA-6821042,CVD,3.79,2003.19,696.88,243.34,3.51,27.96,27.0,16.06,68.04,68.8,29.61,0.11,38.43,85.14,93.9,Census2011,1.061
2016,LGD-SA-9400548,CANC,10.84,1173.15,636.77,1616.05,13.47,7.25,35.04,30.34,87.87,43.12,24.35,32.23,79.81,42.76,23.19,India2011,4.104
2023,LGD-SA-2566360,CANC,31.67,3300.94,685.28,849.61,10.22,27.81,5.19,20.82,59.44,65.93,32.08,47.42,17.76,66.4,90.91,India2011,5.566
2024,LGD-SA-6217377,TB_SEQ,38.58,2611.89,800.14,849.25,14.81,36.04,9.65,33.7,76.74,41.03,28.64,52.22,24.94,79.76,16.26,GBDStd,0.99
2018,LGD-SA-8925398,NCD_MULTI,19.76,1034.2,1267.8,368.76,7.16,43.39,8.14,18.56,47.18,81.0,64.9,76.47,77.71,62.78,95.88,India2011,5.153
2024,LGD-SA-6156433,TB_SEQ,12.01,541.7,1743.94,307.44,4.82,4.0,53.29,21.33,56.4,40.87,37.11,26.23,151.23,56.97,54.67,Census2011,14.55
2021,LGD-SA-5007155,ASTH,27.96,1944.38,1324.49,332.6,6.27,3.61,34.92,7.92,83.85,74.54,22.15,17.6,55.29,92.93,65.07,India2011,5.632
2019,LGD-SA-1135199,ASTH,13.48,2027.75,290.49,1566.33,3.58,12.63,19.74,19.42,80.37,32.63,87.23,22.99,48.54,30.37,7.9,Census2011,6.699
2018,LGD-SA-4491745,TB_SEQ,40.66,2511.23,1294.93,335.07,5.44,24.12,34.92,14.83,14.97,37.0,86.34,92.3,107.21,56.89,76.23,Census2011,5.159
2021,LGD-SA-6065961,DM2,26.13,276.97,139.03,1687.91,0.35,42.03,23.19,7.19,44.2,28.23,29.08,26.07,63.45,27.1,56.43,GBDStd,14.404
2025,LGD-SA-5863010,DM2,19.86,757.38,1697.32,998.47,14.29,40.74,29.54,3.03,15.7,69.1,55.82,49.52,49.68,96.75,63.38,Census2011,11.264
2024,LGD-SA-9884943,COPD,32.89,1099.57,1634.08,1772.57,3.57,4.9,43.96,34.44,85.2,75.42,59.17,27.09,71.93,23.35,51.92,GBDStd,11.558
2022,LGD-SA-3250674,STROKE,24.09,1716.96,1414.21,129.24,0.21,3.99,25.29,33.65,71.5,3.95,35.88,81.12,89.07,96.95,20.88,Census2011,10.571
2017,LGD-SA-7716719,COPD,27.88,2659.21,374.75,1365.35,14.3,26.05,11.43,28.84,73.17,89.83,85.2,92.87,86.52,59.5,14.52,GBDStd,4.61
2021,LGD-SA-5246952,CKD,43.68,331.54,352.12,1769.74,6.99,2.44,29.84,31.21,28.64,10.04,59.03,72.02,175.17,95.24,88.97,GBDStd,14.266
2021,LGD-SA-8259390,STROKE,40.27,875.8,1244.81,1534.24,10.6,25.82,14.11,4.92,73.13,79.67,87.77,34.3,57.99,73.56,35.53,WHO2000,0.952
2024,LGD-SA-8475812,DM2,41.19,3460.83,159.55,35.02,2.73,34.32,2.72,19.88,65.92,16.31,59.67,36.6,126.08,49.67,82.57,GBDStd,8.148
2022,LGD-SA-4371242,CVD,23.38,75.8,1605.58,1672.36,1.71,24.8,27.1,23.73,51.89,84.95,24.33,17.59,145.85,97.38,60.91,India2011,14.792
2022,LGD-SA-4896025,ASTH,10.61,497.08,183.86,1053.28,4.15,39.91,20.38,9.93,70.0,92.23,65.15,85.03,10.82,28.45,50.86,Census2011,5.501
2019,LGD-SA-9555386,ASTH,42.32,128.79,443.89,1657.78,2.68,25.99,43.12,17.22,65.02,99.25,48.16,26.67,40.82,89.08,19.96,India2011,11.444
2022,LGD-SA-5644579,TB_SEQ,34.48,1809.09,1414.55,1236.84,8.85,8.19,35.24,30.61,79.01,96.44,88.92,51.49,122.72,49.05,52.28,WHO2000,14.605
2020,LGD-SA-4317810,STROKE,29.3,425.34,946.76,91.83,2.34,11.74,37.85,22.59,29.6,16.02,64.69,26.14,8.99,93.38,39.27,GBDStd,8.401
2019,LGD-SA-9643576,STROKE,39.68,1707.08,223.57,1544.58,13.14,23.43,35.82,21.04,82.63,55.36,50.72,52.94,3.49,5.91,66.3,Census2011,7.569
2020,LGD-SA-7817873,DM2,27.5,597.71,279.5,185.43,8.63,3.09,21.2,21.36,29.36,49.99,95.84,3.6,84.1,9.98,53.66,India2011,13.798
