env_ghg_reference_year,env_ghg_country_iso2,env_ghg_sector_ipcc_code,env_ghg_subsector_code,env_ghg_emissions_co2e_tonnes,env_ghg_emissions_ch4_tonnes,env_ghg_emissions_n2o_tonnes,env_ghg_lulucf_net_sink_co2e_tonnes,env_ghg_per_capita_co2e_tonnes,env_ghg_emissions_intensity_per_gdp,env_ghg_national_target_2030_pct,env_ghg_fit55_alignment_flag,env_ghg_policy_measure_count,env_ghg_energy_efficiency_contribution_pct,env_ghg_renewables_contribution_pct,env_ghg_transport_contribution_pct,env_ghg_agriculture_contribution_pct,env_ghg_data_source_eea_inventory,env_ghg_methodology_version,env_ghg_data_extract_date
2024,BE,1_ENERGY,1A4_BUILDINGS,219817811.25,150233.8803,2283.57989,-392817.73,2.06,0.4578,-41.52,1,158,10.89,51.15,11.14,13.05,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-31
2025,FI,1_ENERGY,1B_FUGITIVE,112354873.93,10883.7472,3562.94085,-125917.94,6.344,0.2626,-36.18,0,145,40.02,17.86,9.84,15.72,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-01-13
1995,LV,1_ENERGY,1A1_ENERGY_INDUSTRIES,250684662.35,119411.0835,17349.89523,-577648.74,4.904,0.3195,-59.49,1,126,35.38,42.79,25.26,4.33,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-03-28
1996,RO,1_ENERGY,1A2_MANUFACTURING,403603757.37,222816.9354,8057.28771,-282101.69,7.528,0.516,-44.88,1,113,10.58,48.29,13.58,13.78,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-10-28
1997,BG,1_ENERGY,1A3_TRANSPORT,233128904.81,162842.8499,8378.25039,-932282.17,4.055,0.3938,-57.86,0,155,5.81,45.69,37.0,3.07,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-03-19
1998,FR,1_ENERGY,1A4_BUILDINGS,218732044.56,139146.1767,14309.35535,-989609.07,4.177,0.4661,-43.61,0,157,30.35,5.84,6.15,11.94,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-31
1999,LT,1_ENERGY,1B_FUGITIVE,221226923.56,127344.766,6301.15887,-57031.59,3.884,0.3887,-49.84,1,144,16.35,50.95,13.56,7.96,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-09-21
2000,SK,1_ENERGY,1A1_ENERGY_INDUSTRIES,231050983.02,106773.9627,6961.78023,-531800.4,6.416,0.5754,-33.68,1,131,13.96,41.31,19.74,20.26,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-02-01
2001,HR,1_ENERGY,1A2_MANUFACTURING,323842992.29,37689.1982,15136.60924,-542766.52,10.692,0.0607,-47.61,1,153,7.29,12.94,13.44,15.02,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-10-07
2002,DE,1_ENERGY,1A3_TRANSPORT,283118403.65,171781.4104,17017.92721,-230436.16,5.012,0.2046,-30.05,0,146,11.4,12.54,37.0,16.8,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-01
2003,LU,1_ENERGY,1A4_BUILDINGS,286262713.47,150866.7212,6933.94323,-261671.77,2.647,0.6281,-58.04,0,134,13.9,53.86,26.02,3.04,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-20
2004,SI,1_ENERGY,1B_FUGITIVE,492492003.99,63812.1539,9332.36397,-678586.28,14.324,0.2565,-47.17,1,144,44.89,31.1,13.58,13.21,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-06-03
2005,CY,1_ENERGY,1A1_ENERGY_INDUSTRIES,253044168.53,53506.0368,18084.47536,-475408.39,3.932,0.2527,-37.54,0,128,19.28,10.46,29.4,12.26,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-04-04
2006,GR,1_ENERGY,1A2_MANUFACTURING,241932455.57,146728.9747,7669.39694,-837587.88,10.26,0.4849,-37.09,1,161,14.7,27.2,12.13,7.32,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-11-17
2007,MT,1_ENERGY,1A3_TRANSPORT,37691259.54,11071.1923,2672.80427,-803583.77,17.118,0.6021,-62.88,1,144,42.16,35.66,8.99,8.65,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-05-19
2008,ES,1_ENERGY,1A4_BUILDINGS,435703254.05,186917.1941,11514.53946,-872281.37,15.6,0.5571,-38.31,1,154,44.72,10.71,6.76,22.15,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-30
2009,CZ,1_ENERGY,1B_FUGITIVE,74870770.78,43159.3201,4956.90748,-945804.17,6.771,0.4059,-46.6,1,164,6.79,51.89,11.99,20.19,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-06-25
2010,HU,1_ENERGY,1A1_ENERGY_INDUSTRIES,374458740.52,246628.928,19361.51773,-568419.62,11.69,0.0988,-53.74,1,8,8.48,26.03,7.48,14.65,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-01-14
2011,NL,1_ENERGY,1A2_MANUFACTURING,289905657.8,183603.1715,9032.75588,-330760.21,17.786,0.4331,-60.34,1,38,27.85,14.72,27.7,13.41,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-16
2012,SE,1_ENERGY,1A3_TRANSPORT,455363414.88,39558.4633,35730.70636,-161129.11,9.655,0.3818,-30.35,1,19,34.77,14.2,30.75,23.3,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-01-04
2013,DK,1_ENERGY,1A4_BUILDINGS,301371333.22,88583.1206,17729.91722,-442713.08,4.069,0.1837,-49.99,0,49,19.34,25.55,12.95,3.61,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-08
2014,IE,1_ENERGY,1B_FUGITIVE,82473211.1,12536.8717,4278.19955,-606474.57,10.933,0.6172,-59.12,1,9,16.82,39.97,8.85,18.08,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-05-19
2015,PL,1_ENERGY,1A1_ENERGY_INDUSTRIES,396848007.8,195319.8457,12089.80781,-423667.26,8.743,0.6294,-48.79,1,44,12.66,17.32,8.93,21.39,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-14
2016,AT,1_ENERGY,1A2_MANUFACTURING,251102863.82,169060.7075,11881.31236,-348284.15,13.346,0.5112,-61.12,1,38,30.52,7.74,6.68,2.94,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-10-03
2017,EE,1_ENERGY,1A3_TRANSPORT,313594520.64,127006.5712,4725.32589,-785798.51,4.221,0.4386,-44.0,0,35,36.76,19.96,14.64,17.78,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-19
2018,IT,1_ENERGY,1A4_BUILDINGS,27472775.7,9686.6133,875.89116,-226277.15,8.134,0.2794,-31.11,0,31,10.42,28.37,14.92,7.23,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-12-25
2019,PT,1_ENERGY,1B_FUGITIVE,123892551.71,11248.3663,664.42803,-984136.06,17.988,0.1779,-57.85,1,14,40.85,8.91,21.5,22.87,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-01-23
2020,BE,1_ENERGY,1A1_ENERGY_INDUSTRIES,197997227.58,112624.6016,15448.40491,-974965.62,9.654,0.2783,-45.77,0,16,19.69,11.59,31.74,24.33,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-10-30
2021,FI,1_ENERGY,1A2_MANUFACTURING,41145937.58,15740.3561,1706.73522,-205316.53,11.96,0.5528,-46.64,1,55,37.3,38.93,32.5,19.04,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-10-29
2022,LV,1_ENERGY,1A3_TRANSPORT,198453158.35,124993.658,4085.86976,-623533.61,7.041,0.1882,-58.67,1,19,26.86,54.1,32.86,5.6,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-01-08
2023,RO,1_ENERGY,1A4_BUILDINGS,153893949.06,27259.9145,10272.13338,-588436.58,5.281,0.2539,-63.64,1,46,21.21,50.99,36.93,20.74,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-07-26
2024,BG,1_ENERGY,1B_FUGITIVE,244132860.69,66830.8233,6385.15285,-910635.19,10.507,0.1766,-37.77,1,54,12.48,19.56,36.35,17.46,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-09-23
2025,FR,1_ENERGY,1A1_ENERGY_INDUSTRIES,43870713.81,6161.016,2713.30331,-41264.36,5.805,0.5258,-55.43,1,54,41.57,27.24,29.34,7.3,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-11
1995,LT,1_ENERGY,1A2_MANUFACTURING,70896393.16,12763.2353,2138.34848,-534084.17,5.786,0.5618,-45.34,1,25,7.94,30.53,18.22,21.63,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-02-19
1996,SK,1_ENERGY,1A3_TRANSPORT,281799680.74,121024.8471,14265.07187,-591943.93,4.854,0.5917,-42.52,1,63,42.05,42.2,39.64,14.8,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-13
1997,HR,1_ENERGY,1A4_BUILDINGS,90234460.79,10157.9015,5973.01747,-555752.81,16.686,0.2879,-42.69,1,32,44.24,49.7,38.68,20.73,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-11-06
1998,DE,1_ENERGY,1B_FUGITIVE,207811208.54,53365.9419,8641.14153,-174124.25,13.78,0.6049,-45.47,1,38,18.28,47.08,26.78,17.53,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-05-18
1999,LU,1_ENERGY,1A1_ENERGY_INDUSTRIES,472209942.55,18346.4177,36855.72884,-772916.37,3.195,0.3859,-56.51,0,42,39.47,35.15,9.87,2.93,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-02-17
2000,SI,1_ENERGY,1A2_MANUFACTURING,74879471.46,44326.0118,513.37867,-859905.21,12.868,0.5472,-38.71,1,35,17.68,25.15,17.73,23.06,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-02
2001,CY,1_ENERGY,1A3_TRANSPORT,297976608.52,103393.1662,9377.99726,-966997.42,5.502,0.3476,-31.81,1,53,44.8,53.27,32.06,24.31,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-22
2002,GR,1_ENERGY,1A4_BUILDINGS,15075062.47,5272.2451,17.12907,-447570.7,11.027,0.4997,-41.75,1,78,35.82,38.09,36.18,19.62,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-04-19
2003,MT,1_ENERGY,1B_FUGITIVE,335801823.03,108302.7831,18098.56934,-914123.59,17.525,0.3363,-41.07,1,79,38.17,45.28,17.1,11.13,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-04
2004,ES,1_ENERGY,1A1_ENERGY_INDUSTRIES,67966628.56,5351.941,2204.54631,-123130.45,8.911,0.1688,-59.67,0,80,17.47,43.3,19.07,4.07,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-01
2005,CZ,1_ENERGY,1A2_MANUFACTURING,194672487.72,120639.3965,7735.06426,-617570.22,12.944,0.4589,-49.33,1,44,5.74,34.74,29.46,20.03,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-16
2006,HU,1_ENERGY,1A3_TRANSPORT,240291761.38,104326.3036,7250.55866,-960933.85,4.048,0.1638,-32.16,0,82,11.36,36.23,17.16,21.3,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-02-07
2007,NL,1_ENERGY,1A4_BUILDINGS,403552031.31,151268.3101,27077.90266,-168796.54,11.667,0.2584,-39.62,1,50,39.9,25.48,26.24,12.3,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-06
2008,SE,1_ENERGY,1B_FUGITIVE,281855648.02,35142.4742,13257.55778,-125047.41,13.608,0.518,-53.06,1,59,13.16,22.93,34.15,18.15,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-06-15
2009,DK,1_ENERGY,1A1_ENERGY_INDUSTRIES,83469608.39,3213.615,2460.95103,-778578.85,10.662,0.3621,-39.37,1,62,40.34,29.73,31.2,21.7,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-12-07
2010,IE,1_ENERGY,1A2_MANUFACTURING,97390165.24,33952.9394,7405.22586,-261139.07,14.578,0.5495,-39.19,1,73,5.5,25.35,8.33,4.96,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-10-10
2011,PL,1_ENERGY,1A3_TRANSPORT,241561955.01,36394.9266,639.15249,-590671.15,12.219,0.345,-54.55,0,87,37.92,26.29,9.96,15.1,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-05-04
2012,AT,1_ENERGY,1A4_BUILDINGS,132657807.49,5271.275,5662.30007,-973550.78,16.229,0.6206,-61.41,1,79,8.78,19.64,14.44,14.56,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-04-18
2013,EE,1_ENERGY,1B_FUGITIVE,47779560.1,32317.9711,1936.37117,-898516.36,14.347,0.193,-34.17,0,56,16.25,38.82,9.49,21.13,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-09-10
2014,IT,1_ENERGY,1A1_ENERGY_INDUSTRIES,135200211.02,83351.7625,9523.75826,-420119.88,5.677,0.5391,-34.81,0,66,39.25,6.45,5.34,3.66,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-11
2015,PT,1_ENERGY,1A2_MANUFACTURING,8382940.66,4961.1325,219.6697,-878442.91,2.526,0.637,-54.37,1,85,14.24,45.37,5.94,24.86,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-08-11
2016,BE,1_ENERGY,1A3_TRANSPORT,335991251.92,104506.6805,11535.08152,-960541.14,14.057,0.5894,-45.11,0,56,8.8,28.08,5.29,9.56,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-02
2017,FI,1_ENERGY,1A4_BUILDINGS,272125548.05,22860.0818,19589.97813,-959500.11,7.306,0.5755,-57.59,1,73,35.2,32.05,9.3,6.74,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-11-18
2018,LV,1_ENERGY,1B_FUGITIVE,347434602.06,135295.0513,20457.88098,-89911.0,12.463,0.4974,-43.92,1,79,42.66,45.11,18.83,16.39,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-11
2019,RO,1_ENERGY,1A1_ENERGY_INDUSTRIES,311443247.79,150908.5307,20887.44162,-94615.16,15.119,0.1249,-41.17,0,77,13.49,54.35,12.93,3.71,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-20
2020,BG,1_ENERGY,1A2_MANUFACTURING,39395646.9,17040.3454,2131.57499,-824997.33,15.108,0.2548,-35.59,1,80,33.3,15.86,9.26,13.14,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-23
2021,FR,1_ENERGY,1A3_TRANSPORT,336430695.91,174338.6183,21256.66478,-783956.83,3.883,0.18,-34.5,1,47,5.84,46.81,33.71,8.62,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-10
2022,LT,1_ENERGY,1A4_BUILDINGS,76238737.18,27932.0923,4328.46891,-551087.11,9.581,0.3504,-46.71,0,98,40.01,32.18,27.84,22.24,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-04-22
2023,SK,1_ENERGY,1B_FUGITIVE,179133074.5,80275.9428,13837.94414,-371061.14,5.438,0.523,-46.07,0,66,28.92,47.55,6.1,19.79,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-15
2024,HR,1_ENERGY,1A1_ENERGY_INDUSTRIES,462007531.34,30942.0995,14111.93739,-203067.07,4.507,0.3445,-53.17,1,77,38.88,5.67,33.88,15.87,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-01-26
2025,DE,1_ENERGY,1A2_MANUFACTURING,306456247.0,126820.3154,9607.9283,-446264.41,2.805,0.0636,-47.09,1,61,20.05,47.77,23.84,8.52,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-03-27
1995,LU,1_ENERGY,1A3_TRANSPORT,183452083.08,70702.2439,10109.03561,-665496.52,4.185,0.2181,-36.82,1,90,38.32,16.54,29.33,2.88,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-09
1996,SI,1_ENERGY,1A4_BUILDINGS,148136199.51,71989.675,2983.71882,-757985.01,7.291,0.3058,-49.36,1,76,34.16,48.88,6.16,4.35,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-08-26
1997,CY,1_ENERGY,1B_FUGITIVE,377777065.46,33191.4852,6005.36388,-846360.12,3.264,0.3501,-49.58,1,101,34.4,50.34,22.49,24.49,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-08-26
1998,GR,1_ENERGY,1A1_ENERGY_INDUSTRIES,258394206.55,132086.5167,6220.45768,-183062.25,10.257,0.6362,-42.64,0,95,33.36,39.07,21.0,20.42,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-08
1999,MT,1_ENERGY,1A2_MANUFACTURING,341689215.62,204983.2818,26169.11123,-66561.17,8.371,0.155,-55.84,0,83,18.68,19.12,14.28,21.55,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-09-22
2000,ES,1_ENERGY,1A3_TRANSPORT,343195111.38,73614.0093,3798.16871,-831814.36,16.178,0.1964,-60.84,1,97,21.56,50.23,8.45,13.16,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-06
2001,CZ,1_ENERGY,1A4_BUILDINGS,264674855.88,133859.7894,7960.49071,-360092.79,7.816,0.4701,-51.9,1,93,17.89,45.42,18.97,10.29,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-06
2002,HU,1_ENERGY,1B_FUGITIVE,254531175.49,166193.9971,678.64716,-192447.93,15.455,0.3704,-45.89,1,82,23.16,40.2,27.72,6.66,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-25
2003,NL,1_ENERGY,1A1_ENERGY_INDUSTRIES,200256310.35,78317.1176,3572.75014,-286919.55,17.639,0.2875,-38.53,0,109,14.41,7.92,33.99,23.38,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-05-21
2004,SE,1_ENERGY,1A2_MANUFACTURING,68173948.03,35662.4314,3904.78853,-775607.95,16.586,0.3006,-37.76,1,109,43.49,44.11,30.12,19.97,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-26
2005,DK,1_ENERGY,1A3_TRANSPORT,486183434.03,177582.2355,36539.64168,-206356.1,7.639,0.5328,-32.56,1,112,29.18,7.21,29.55,8.47,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-04-13
2006,IE,1_ENERGY,1A4_BUILDINGS,210948283.83,66423.3924,7874.99417,-633516.77,2.162,0.3699,-41.04,0,67,27.77,20.55,20.96,19.24,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-16
2007,PL,1_ENERGY,1B_FUGITIVE,332426488.96,187571.7578,3048.60371,-609835.24,7.722,0.1185,-42.68,1,102,37.64,35.29,5.03,24.18,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-02-22
2008,AT,1_ENERGY,1A1_ENERGY_INDUSTRIES,189623004.34,51749.658,4960.25708,-487119.93,12.211,0.2252,-38.16,0,71,43.54,9.03,33.8,24.16,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-02-08
2009,EE,1_ENERGY,1A2_MANUFACTURING,309142596.49,199064.3639,3026.116,-98489.85,11.607,0.1507,-35.4,1,75,27.67,30.13,30.42,5.48,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-03
2010,IT,1_ENERGY,1A3_TRANSPORT,290975178.22,108306.6888,5259.1135,-129181.29,8.597,0.2604,-48.35,0,105,9.93,5.5,16.65,14.61,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-11-19
2011,PT,1_ENERGY,1A4_BUILDINGS,11889613.88,2815.1242,618.84707,-988416.09,12.864,0.569,-44.71,1,109,27.76,47.63,36.82,24.96,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-07
2012,BE,1_ENERGY,1B_FUGITIVE,70905136.91,29508.7042,2924.90337,-913896.66,7.387,0.1356,-37.26,1,73,33.39,6.14,24.98,16.53,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-10-11
2013,FI,1_ENERGY,1A1_ENERGY_INDUSTRIES,441444024.92,299854.0191,19182.67487,-655341.38,15.914,0.1262,-31.18,1,70,36.34,40.48,27.39,6.62,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-12-26
2014,LV,1_ENERGY,1A2_MANUFACTURING,298912540.8,150285.9481,18084.50357,-352058.25,4.104,0.0628,-44.21,0,97,44.03,48.82,9.28,6.27,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-06-07
2015,RO,1_ENERGY,1A3_TRANSPORT,345629676.63,63550.9701,785.80006,-672485.79,6.727,0.286,-52.4,1,78,33.92,19.08,31.32,20.57,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-30
2016,BG,1_ENERGY,1A4_BUILDINGS,305331356.14,42707.771,11185.67776,-681464.79,8.856,0.1665,-52.05,1,95,18.31,18.18,6.89,17.78,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-03-21
2017,FR,1_ENERGY,1B_FUGITIVE,206131191.59,18467.645,8634.82186,-768975.08,13.722,0.1373,-32.16,1,77,6.43,44.31,26.13,24.36,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-03-28
2018,LT,1_ENERGY,1A1_ENERGY_INDUSTRIES,576952581.51,372534.4528,40138.98598,-521577.66,3.243,0.3992,-43.77,1,75,35.03,10.69,11.23,20.07,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-15
2019,SK,1_ENERGY,1A2_MANUFACTURING,450480495.5,112833.9901,25227.81586,-726141.57,17.018,0.3802,-61.22,0,112,26.35,15.15,7.73,22.31,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-11
2020,HR,1_ENERGY,1A3_TRANSPORT,600987504.89,296662.3567,19601.17993,-131900.99,5.901,0.2573,-57.02,1,111,12.28,5.09,32.65,4.97,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-27
2021,DE,1_ENERGY,1A4_BUILDINGS,331427028.45,119934.1208,17431.96611,-156261.04,2.699,0.2342,-40.02,1,96,20.35,22.93,30.64,7.96,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-05-05
2022,LU,1_ENERGY,1B_FUGITIVE,520549454.71,146205.2534,17031.47907,-998458.24,10.225,0.474,-57.33,0,83,43.77,52.48,28.33,19.32,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-04-03
2023,SI,1_ENERGY,1A1_ENERGY_INDUSTRIES,29194043.86,18121.0579,2267.29899,-525889.35,3.328,0.5174,-32.6,1,84,7.02,30.33,28.89,8.9,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-07-20
2024,CY,1_ENERGY,1A2_MANUFACTURING,12210231.39,7227.0666,909.13415,-464711.77,10.734,0.4882,-49.75,1,131,14.73,31.36,28.22,7.19,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-11-09
2025,GR,1_ENERGY,1A3_TRANSPORT,27341061.06,5805.3954,1039.91159,-739031.97,4.086,0.6003,-43.28,1,84,26.24,13.49,24.51,17.07,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-01-19
1995,MT,1_ENERGY,1A4_BUILDINGS,320160597.92,146635.0516,15239.17764,-364050.87,17.872,0.4903,-62.55,1,117,38.79,31.76,37.85,14.21,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-09
1996,ES,1_ENERGY,1B_FUGITIVE,241603766.71,16666.4645,15903.63436,-125341.97,17.752,0.5295,-51.49,1,111,38.81,16.62,16.2,12.51,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-04-19
1997,CZ,1_ENERGY,1A1_ENERGY_INDUSTRIES,83755780.76,9006.4055,4088.93954,-891801.6,5.027,0.3687,-48.54,1,85,14.09,50.17,16.88,21.16,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-02-26
1998,HU,1_ENERGY,1A2_MANUFACTURING,201926373.25,121274.7337,14930.54834,-319562.24,11.175,0.4584,-50.45,0,101,31.13,11.23,16.77,14.67,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-01-03
1999,NL,1_ENERGY,1A3_TRANSPORT,338333733.63,87650.1735,2116.81254,-970908.46,4.247,0.5247,-62.77,1,135,31.12,14.64,32.76,11.92,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-07-12
2000,SE,1_ENERGY,1A4_BUILDINGS,207326272.76,40918.4697,8115.09207,-131249.14,12.612,0.2699,-51.06,0,107,38.02,45.2,35.95,7.28,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-12-13
2001,DK,1_ENERGY,1B_FUGITIVE,200541395.0,41737.5671,4203.6682,-375145.62,7.408,0.0798,-41.53,1,99,32.01,25.56,12.66,8.36,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-04-22
2002,IE,1_ENERGY,1A1_ENERGY_INDUSTRIES,352277433.16,202773.1822,6202.45339,-448312.38,15.917,0.5051,-47.22,1,118,5.99,8.33,32.52,20.19,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-10-05
2003,PL,1_ENERGY,1A2_MANUFACTURING,215371098.55,18753.3415,14740.33422,-804671.74,13.991,0.2993,-59.56,1,126,38.92,44.77,20.78,6.61,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-11-05
2004,AT,1_ENERGY,1A3_TRANSPORT,236642708.56,61283.1751,3574.34989,-904266.19,11.36,0.4994,-62.68,0,97,28.14,49.98,22.24,5.43,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-02-05
2005,EE,1_ENERGY,1A4_BUILDINGS,136884649.5,16749.93,8373.64453,-660893.31,7.296,0.4754,-38.49,1,139,43.42,14.7,10.4,2.32,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-06
2006,IT,1_ENERGY,1B_FUGITIVE,493119214.23,281570.3168,26706.11821,-153016.44,12.616,0.3745,-59.26,1,112,10.79,22.35,27.04,23.35,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-01-11
2007,PT,1_ENERGY,1A1_ENERGY_INDUSTRIES,76128941.99,15913.7099,5163.61037,-402824.16,6.875,0.3735,-41.65,0,137,24.8,34.12,14.64,8.38,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-03-14
2008,BE,1_ENERGY,1A2_MANUFACTURING,278317449.33,100241.0497,20712.26727,-755767.88,13.207,0.5553,-60.42,0,96,26.91,11.64,12.96,15.08,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-02-15
2009,FI,1_ENERGY,1A3_TRANSPORT,393284520.68,171090.0756,20084.86053,-785775.39,5.889,0.1509,-51.42,1,121,10.85,11.72,31.82,20.91,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-04-01
