demo_popproj_projection_year,demo_popproj_geography_geoid,demo_popproj_age_cohort_5yr,demo_popproj_sex_at_birth,demo_popproj_race_ethnicity_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_net_births_assumption,demo_popproj_net_deaths_assumption,demo_popproj_domestic_migration_assumption,demo_popproj_international_migration_assumption,demo_popproj_housing_units_baseline,demo_popproj_group_quarters_population,demo_popproj_cohort_survival_rate,demo_popproj_fertility_rate_assumption,demo_popproj_migration_rate_assumption,demo_popproj_release_vintage,demo_popproj_methodology_code
2024,04059,65-69,M,NH_Asian,2077275,2147249,2050998,2264402,16.12,12.06,23.0,5.3,505162,25530,0.9863,1.948,0.0224,2021,MICROSIM
2042,04060,35-39,F,NH_Asian,1615194,1612215,1543320,1645739,12.4,7.38,-13.72,-9.87,392185,53271,0.9306,2.135,0.0275,2022,MICROSIM
2045,04061,15-19,F,NH_NHPI,582404,594890,588675,633478,13.1,13.97,11.27,6.66,54670,6640,0.925,1.851,-0.0196,2020,TREND_EXTRAP
2029,04062,45-49,M,NH_White,271865,287097,271334,302907,1.99,6.03,1.53,17.98,906320,37056,0.8933,1.511,-0.0012,2019,HYBRID_SCEN
2041,04063,45-49,M,NH_Multiracial,717273,770246,739615,821084,2.36,3.49,-14.27,0.04,315627,17261,0.8955,1.626,-0.0264,2019,COHORT_COMP
2024,04064,15-19,M,NH_Asian,1946037,2095632,1976437,2156456,2.73,2.42,-15.26,19.03,1031134,53637,0.9687,2.273,0.0072,2022,MICROSIM
2023,04065,35-39,M,NH_White,2041881,2405661,2360083,2565300,16.33,21.03,-20.95,0.7,654751,51696,0.9169,1.267,0.0049,2020,MICROSIM
2021,04066,30-34,F,NH_AI_AN,78616,91783,86699,94730,9.7,16.49,14.78,-5.8,133625,37827,0.8744,1.91,-0.0178,2025,COHORT_COMP
2039,04067,70-74,F,NH_Black,384870,441898,430276,447747,14.35,18.0,-8.77,1.95,276222,15141,0.8641,1.647,0.0179,2024,MICROSIM
2050,04068,35-39,F,NH_AI_AN,2023143,2469987,2328763,2607758,2.52,21.62,17.85,4.84,76868,26752,0.9205,1.664,-0.0278,2020,COHORT_COMP
2029,04069,45-49,F,NH_NHPI,519885,581983,566643,612368,16.73,20.63,5.42,8.88,534810,23548,0.9193,2.261,0.0184,2024,COHORT_COMP
2045,04070,30-34,F,Hispanic,1572638,1787305,1755404,1869297,14.87,16.74,8.68,5.15,863463,35368,0.9474,2.225,-0.0284,2019,HYBRID_SCEN
2038,04071,10-14,M,Hispanic,2017837,2256519,2166125,2345411,4.43,15.88,-10.42,6.1,452191,15902,0.9202,1.919,0.0094,2025,COHORT_COMP
2045,04072,40-44,F,Hispanic,2324224,2576296,2488975,2607030,15.8,8.74,-2.14,-9.28,1084701,27683,0.8714,1.528,-0.0253,2024,COHORT_COMP
2020,04073,75-79,F,NH_AI_AN,2229031,2437810,2340485,2553547,5.11,4.08,-4.38,-2.39,381840,52680,0.9257,1.771,-0.0149,2019,COHORT_COMP
2043,04074,65-69,F,NH_Asian,1630253,1705552,1628843,1765263,4.09,13.47,-13.22,-0.68,153794,18792,0.9851,1.69,0.0133,2023,COHORT_COMP
2024,04075,30-34,F,NH_Black,986899,982155,962672,1024989,5.12,13.53,16.63,19.61,175866,37628,0.8738,1.624,-0.0132,2022,MICROSIM
2032,04076,55-59,F,Hispanic,226756,240851,229675,249463,16.42,21.04,6.1,-1.13,864263,42933,0.9528,1.323,0.0007,2025,COHORT_COMP
2023,04077,0-4,M,NH_NHPI,822876,908411,886742,970149,16.52,10.85,-23.13,16.9,832967,53100,0.9385,1.852,0.0249,2020,MICROSIM
2035,04078,75-79,M,NH_NHPI,886487,952384,905059,996428,6.26,15.82,16.0,-0.86,778680,58582,0.9615,1.562,-0.027,2021,TREND_EXTRAP
2043,04079,10-14,M,Hispanic,421039,423598,403473,446876,12.85,13.5,-19.7,-7.12,499604,2334,0.8724,1.993,0.0187,2022,TREND_EXTRAP
2035,04080,0-4,F,Hispanic,2300486,2438623,2333330,2600013,12.33,5.54,-4.82,-2.57,34923,767,0.9903,1.583,-0.0261,2024,COHORT_COMP
2042,04081,25-29,M,NH_Black,1529517,1616576,1567202,1690123,14.61,13.84,3.56,-1.82,954537,31644,0.9425,1.717,-0.0224,2023,HYBRID_SCEN
2021,04082,5-9,M,Hispanic,550742,587233,565341,593530,5.69,12.8,-24.62,19.35,1195915,26992,0.9762,1.263,-0.0228,2022,HYBRID_SCEN
2036,04083,30-34,F,NH_Black,1784302,1961759,1917143,1985412,9.43,11.88,7.65,10.23,13963,29570,0.8867,2.391,0.0296,2019,MICROSIM
2047,04084,35-39,F,NH_NHPI,1316212,1464121,1391908,1540460,12.18,12.27,7.99,17.95,445371,11737,0.9602,1.809,-0.0192,2022,MICROSIM
2046,04085,60-64,F,Hispanic,526749,547817,515240,562468,0.96,5.28,7.63,15.05,569351,13372,0.9664,1.229,0.0238,2025,TREND_EXTRAP
2039,04086,75-79,M,NH_AI_AN,2084131,2352707,2302895,2458020,7.09,11.27,-16.83,7.36,166369,26885,0.9092,1.849,0.0295,2024,MICROSIM
2043,04087,45-49,M,NH_Multiracial,2022335,2301211,2257677,2352152,12.68,14.11,-12.21,10.26,183122,54035,0.9072,2.244,-0.007,2022,HYBRID_SCEN
2031,04088,15-19,F,NH_AI_AN,800187,871578,821875,894426,4.92,11.79,-12.63,8.75,185118,20590,0.948,2.127,0.0079,2025,TREND_EXTRAP
2037,04089,60-64,F,NH_NHPI,2233291,2478696,2405686,2578534,17.26,11.77,23.0,9.99,1162953,55100,0.8639,2.041,0.0167,2022,COHORT_COMP
2022,04090,80-84,M,NH_Black,1884355,2127538,2040118,2273347,1.03,3.55,-21.62,-2.06,691354,39853,0.9596,1.367,-0.0064,2024,MICROSIM
2047,04091,35-39,M,NH_AI_AN,1069465,1073893,1052087,1124340,17.27,5.82,-3.56,2.24,718884,744,0.8564,1.989,-0.0203,2021,COHORT_COMP
2020,04092,35-39,F,NH_Black,1224671,1387899,1365305,1479734,4.29,8.42,18.56,7.78,352111,27158,0.8784,2.12,-0.004,2023,MICROSIM
2020,04093,30-34,F,NH_AI_AN,2421372,2476086,2432878,2643377,1.35,10.39,13.47,-8.92,976190,20558,0.949,1.887,0.0163,2022,HYBRID_SCEN
2048,04094,0-4,M,NH_AI_AN,737963,758949,742904,776015,5.62,13.88,16.12,4.49,787643,58861,0.8647,2.271,0.0168,2022,MICROSIM
2038,04095,70-74,F,NH_Black,2089023,2259857,2154666,2324650,14.26,19.27,23.61,15.79,678987,56350,0.9948,1.532,-0.0162,2021,HYBRID_SCEN
2030,04096,70-74,M,NH_Asian,2101010,1977801,1939420,2088952,13.67,5.18,-5.64,4.77,583478,32259,0.9794,1.491,-0.0195,2020,HYBRID_SCEN
2024,04097,15-19,M,NH_AI_AN,351179,379461,366815,402989,4.15,2.3,-9.52,6.57,865412,51708,0.9433,2.243,0.0252,2022,COHORT_COMP
2031,04098,25-29,M,Hispanic,1301633,1469422,1385132,1529894,3.94,10.98,-23.47,-3.94,475554,21450,0.972,1.95,-0.0274,2025,MICROSIM
2022,04099,45-49,M,NH_Multiracial,2305248,2238959,2155774,2394776,11.75,10.64,-17.5,13.83,1027788,56949,0.9822,1.202,0.0141,2024,COHORT_COMP
2020,04100,55-59,F,NH_NHPI,1827852,2075234,2048479,2097427,8.52,13.04,3.1,0.77,23736,36929,0.8887,1.624,-0.0272,2025,HYBRID_SCEN
2020,04101,15-19,F,NH_Asian,630770,648477,638356,666618,14.37,18.66,-17.12,18.7,874378,46589,0.9766,2.229,0.0203,2024,HYBRID_SCEN
2027,04102,25-29,M,NH_Black,2325781,2517452,2379277,2636753,0.92,18.05,11.82,19.81,966834,9586,0.879,1.233,0.0243,2022,HYBRID_SCEN
2029,04103,65-69,M,NH_Asian,2426605,2515868,2458522,2611866,11.18,4.0,-23.14,17.48,243681,286,0.9116,1.204,-0.0122,2020,HYBRID_SCEN
2030,04104,60-64,M,NH_White,617867,682356,668906,693953,13.29,20.68,-12.03,-7.45,455373,3247,0.9332,1.538,-0.0256,2024,TREND_EXTRAP
2031,04105,10-14,M,NH_White,1104881,1250169,1192122,1290258,17.88,4.21,9.77,-0.0,581698,31974,0.9564,2.297,-0.0012,2025,HYBRID_SCEN
2048,04106,70-74,M,NH_AI_AN,2260073,2506015,2414747,2534901,12.38,14.69,-12.22,18.35,211645,43562,0.8545,2.282,-0.0121,2025,MICROSIM
2032,04107,10-14,F,NH_AI_AN,2016828,2157524,2104771,2262303,4.56,15.45,11.44,14.14,243969,5099,0.8933,1.823,-0.005,2022,HYBRID_SCEN
2031,04108,20-24,F,Hispanic,861965,897692,863536,954753,2.39,15.6,24.79,17.34,398872,16387,0.9407,1.864,0.0099,2022,TREND_EXTRAP
2050,04109,60-64,F,NH_Multiracial,238983,254718,240871,270788,11.72,7.31,14.85,7.18,775157,48829,0.9032,1.598,-0.0174,2022,MICROSIM
2033,04110,70-74,F,NH_NHPI,2490203,2762527,2694276,2906102,9.66,8.61,-7.91,4.41,185133,22319,0.9655,1.492,-0.0086,2023,TREND_EXTRAP
2021,04111,80-84,M,NH_Asian,1867462,2075527,2045601,2154285,16.24,12.97,20.03,-6.81,954993,411,0.9471,2.178,0.017,2024,TREND_EXTRAP
2048,04112,25-29,M,NH_White,270646,298535,290362,310691,13.22,5.99,-22.44,15.18,720441,20729,0.8849,1.328,0.0086,2019,MICROSIM
2038,04113,85+,M,NH_AI_AN,1381003,1371398,1342173,1396378,9.42,2.41,11.25,12.35,521826,20111,0.8717,1.785,-0.0104,2023,TREND_EXTRAP
2037,04114,10-14,M,NH_NHPI,108024,115436,110578,118952,7.56,13.24,-23.83,-8.23,800731,46566,0.9437,1.961,0.0099,2020,HYBRID_SCEN
2022,04115,40-44,M,NH_Asian,2315958,2390055,2268544,2440876,7.58,11.31,-16.27,-3.72,364685,15704,0.9171,1.324,0.0159,2023,COHORT_COMP
2042,04116,35-39,F,NH_AI_AN,911789,1011990,983794,1071972,4.46,15.13,24.38,6.72,304186,10109,0.8752,1.824,0.0055,2025,COHORT_COMP
2036,04117,50-54,M,NH_AI_AN,544526,557649,533329,593832,0.8,4.93,-6.96,10.53,767850,1356,0.8986,1.893,-0.0156,2023,COHORT_COMP
2045,04118,50-54,F,NH_White,114276,125374,123243,130666,10.56,18.82,16.02,-5.87,843795,31172,0.8952,2.091,-0.03,2021,MICROSIM
2027,04119,35-39,F,NH_White,180994,190599,180331,200827,4.22,4.92,-6.2,-2.66,1171639,8349,0.8661,1.482,0.0182,2020,MICROSIM
2048,04120,0-4,F,NH_AI_AN,2049686,1962070,1886870,1995990,4.15,19.83,17.0,-4.21,357952,17984,0.9315,1.552,0.0194,2020,MICROSIM
2045,04121,5-9,F,NH_Black,2290623,2578915,2475336,2698865,2.69,10.99,23.27,-3.4,992379,27460,0.9638,1.883,0.0119,2020,COHORT_COMP
2029,04122,15-19,M,NH_AI_AN,1880232,2008995,1982682,2113799,3.82,13.0,-3.22,17.62,1013300,56309,0.9357,2.38,-0.0254,2023,COHORT_COMP
2045,04123,5-9,F,NH_NHPI,1867807,2141550,2029454,2221143,1.06,19.93,2.97,11.47,633966,38474,0.9731,1.461,0.0051,2020,MICROSIM
2049,04124,5-9,F,NH_AI_AN,278285,269959,253894,276599,12.3,8.0,6.43,12.11,55900,44449,0.869,2.383,0.0193,2024,COHORT_COMP
2021,04125,60-64,F,Hispanic,1390754,1463780,1393378,1555474,7.52,5.64,21.74,13.82,527027,54711,0.9149,2.057,-0.0066,2021,TREND_EXTRAP
2038,04126,25-29,M,NH_Multiracial,268949,284283,278885,299797,10.33,10.92,-12.16,0.7,633097,7196,0.9408,2.191,-0.0181,2022,TREND_EXTRAP
2028,04127,15-19,M,Hispanic,1389477,1509267,1434507,1605847,11.65,6.89,5.56,13.02,164430,21457,0.9507,1.308,0.0053,2023,COHORT_COMP
2026,04128,70-74,M,Hispanic,236871,234618,223366,248484,17.52,12.56,-8.76,19.35,721178,51534,0.9537,1.561,0.0196,2022,MICROSIM
2023,04129,10-14,F,NH_Black,646775,713161,675003,762670,1.69,7.51,-14.15,10.95,967858,13549,0.9586,1.269,-0.0271,2022,HYBRID_SCEN
2045,04130,15-19,F,NH_Black,1725002,2043609,1994096,2087608,7.81,19.29,-20.75,2.5,238544,49304,0.9471,1.646,0.0058,2023,HYBRID_SCEN
2040,04131,80-84,M,NH_AI_AN,125091,137408,129638,139497,4.8,14.15,6.04,11.49,798913,9821,0.864,2.378,0.0086,2024,COHORT_COMP
2037,04132,25-29,F,Hispanic,639604,687940,658056,708729,8.84,2.0,19.1,17.02,408536,35564,0.9536,1.326,0.0061,2023,HYBRID_SCEN
2032,04133,5-9,M,NH_Black,774220,764428,729359,777989,16.61,18.11,-7.43,-6.14,534434,11073,0.958,1.875,0.009,2020,MICROSIM
2030,04134,60-64,M,NH_White,944181,966411,935251,1006408,13.17,8.6,2.63,-2.04,1002880,7282,0.998,1.207,0.0079,2021,TREND_EXTRAP
2048,04135,70-74,F,NH_AI_AN,267409,285231,278534,298916,12.08,8.4,7.11,17.58,1074887,39719,0.9533,2.055,-0.0222,2023,TREND_EXTRAP
2043,04136,20-24,F,NH_NHPI,1335149,1386169,1339931,1448127,8.22,9.66,-4.27,18.39,1022015,19189,0.9523,1.437,-0.0159,2022,MICROSIM
2023,04137,25-29,F,NH_Multiracial,1208968,1368038,1349639,1402997,12.24,14.61,20.17,4.52,295634,36848,0.9267,1.356,0.0071,2023,HYBRID_SCEN
2044,04138,80-84,F,NH_Asian,1160652,1279064,1263167,1361601,1.07,10.84,-6.86,1.24,751700,44430,0.9793,1.604,-0.0289,2021,COHORT_COMP
2040,04139,0-4,M,NH_AI_AN,984167,1212043,1161225,1225703,10.76,14.57,-18.75,-1.52,690022,9247,0.9985,2.125,0.0081,2019,TREND_EXTRAP
2048,04140,5-9,M,NH_Asian,2111432,2134971,2089888,2200900,10.19,4.94,-17.8,4.96,477588,10771,0.9661,1.328,0.0099,2024,HYBRID_SCEN
2044,04141,0-4,M,Hispanic,2366385,2536733,2478236,2671533,6.57,21.4,19.54,18.04,1060577,43725,0.9413,1.476,-0.0156,2022,HYBRID_SCEN
2023,04142,35-39,M,NH_Multiracial,2001392,1975354,1945028,2086004,4.03,16.59,24.4,-5.51,391686,22234,0.8618,1.21,0.0059,2019,TREND_EXTRAP
2029,04143,15-19,M,NH_Asian,880596,824813,793797,853654,14.63,7.0,-10.55,2.59,154982,23746,0.9583,2.362,0.002,2019,TREND_EXTRAP
2024,04144,85+,F,Hispanic,2201840,2451447,2369381,2478448,1.44,16.48,-17.82,17.35,621645,34096,0.9556,1.911,-0.0144,2025,COHORT_COMP
2028,04145,40-44,M,NH_White,590573,649510,624041,680090,1.72,13.5,-0.89,0.47,246107,12236,0.9656,2.064,-0.0022,2021,MICROSIM
2043,04146,70-74,M,NH_Asian,1592673,1622495,1594131,1644862,8.21,4.18,10.48,13.04,565404,51544,0.8686,1.982,0.0246,2024,HYBRID_SCEN
2022,04147,75-79,M,NH_Multiracial,1627559,1750572,1665643,1779406,4.92,5.56,5.62,1.68,930769,35921,0.9474,1.373,-0.0044,2023,COHORT_COMP
2036,04148,10-14,F,NH_AI_AN,2082242,2149381,2046179,2254733,13.55,2.83,22.56,14.15,880398,24576,0.8941,1.914,0.0078,2019,TREND_EXTRAP
2022,04149,0-4,F,Hispanic,1074977,1118349,1072083,1150500,11.6,18.18,15.89,19.43,1085164,166,0.9633,1.358,-0.0279,2025,MICROSIM
2035,04150,60-64,F,NH_AI_AN,1728012,1815765,1727731,1871839,14.02,13.03,18.45,1.63,1124943,14652,0.8858,1.681,-0.0253,2020,MICROSIM
2023,04151,65-69,F,NH_Multiracial,1473800,1497684,1449833,1556405,6.18,8.33,2.08,15.35,1123443,19638,0.9519,1.883,-0.0251,2023,HYBRID_SCEN
2037,04152,25-29,M,NH_Black,1598828,1641997,1554518,1754826,13.46,4.53,-8.64,19.65,266053,21444,0.894,1.871,0.0167,2024,MICROSIM
2036,04153,20-24,M,Hispanic,2026861,2085019,1993297,2226647,15.59,11.68,10.09,19.51,573242,15233,0.8513,1.343,-0.009,2022,TREND_EXTRAP
2026,04154,20-24,F,NH_Asian,298084,326513,321834,337933,6.54,12.51,-3.05,3.01,243491,1885,0.9444,1.241,-0.0163,2023,TREND_EXTRAP
2043,04155,15-19,F,Hispanic,1406302,1270659,1220418,1303607,6.45,16.04,-10.61,4.57,872889,53520,0.8669,2.158,0.0148,2021,TREND_EXTRAP
2042,04156,55-59,M,NH_AI_AN,892515,942801,921504,969346,16.25,21.4,-17.39,-0.9,229002,30364,0.9482,2.071,-0.0198,2025,COHORT_COMP
2049,04157,65-69,M,NH_White,581471,584226,552486,599490,1.37,10.7,1.39,-0.58,791726,14708,0.9879,1.298,-0.0152,2021,TREND_EXTRAP
2024,04158,65-69,F,Hispanic,2484002,2501158,2382048,2606043,6.63,10.12,4.71,4.77,769340,40297,0.9944,1.353,-0.0041,2022,COHORT_COMP
2031,04159,50-54,F,NH_Asian,2270154,2357465,2311181,2466878,2.58,9.4,3.44,-3.98,472482,33667,0.8852,2.271,-0.0101,2022,TREND_EXTRAP
2036,04160,45-49,F,NH_Black,1968567,2104672,2058684,2187441,1.01,18.54,-19.17,11.33,531960,35016,0.9706,2.123,0.0051,2022,TREND_EXTRAP
2042,04161,45-49,F,NH_NHPI,1557070,1646033,1579052,1702787,2.48,5.13,3.5,6.09,36331,44223,0.9027,2.395,-0.0097,2025,MICROSIM
2032,04162,40-44,M,NH_White,1651848,1662017,1641607,1699706,8.05,8.88,-16.58,16.94,609431,3412,0.9842,1.505,-0.0064,2025,HYBRID_SCEN
2042,04163,5-9,M,NH_Black,855241,952141,938365,989227,12.52,16.5,8.19,14.32,705395,11769,0.9673,1.785,0.0218,2021,TREND_EXTRAP
2044,04164,65-69,M,Hispanic,2024115,2056184,2031746,2118828,5.56,2.31,-3.53,-0.33,251467,15947,0.861,1.484,0.0231,2024,MICROSIM
2022,04165,30-34,F,NH_AI_AN,450277,461947,444113,481577,15.37,7.79,17.44,5.17,809747,43147,0.9107,1.947,0.0197,2025,MICROSIM
2028,04166,80-84,F,NH_Multiracial,141949,154308,146573,162102,8.16,14.83,13.91,12.52,1041816,6449,0.9003,1.338,0.0219,2024,HYBRID_SCEN
2049,04167,35-39,M,NH_AI_AN,1187495,1293445,1256365,1355528,17.44,5.72,11.22,-4.2,516912,42179,0.967,1.353,0.0042,2025,MICROSIM
2036,04168,15-19,M,NH_Asian,296420,306290,298399,317852,17.2,8.05,10.04,-9.05,1095859,35900,0.9111,1.286,0.0088,2023,MICROSIM
2036,04169,20-24,M,NH_AI_AN,1629162,1456194,1377955,1519339,14.03,11.72,3.02,15.57,445478,40923,0.952,2.032,0.0034,2019,HYBRID_SCEN
2049,04170,60-64,M,NH_White,135870,138162,135305,141904,16.82,10.44,-21.94,-5.87,571670,8136,0.9398,1.793,0.0171,2019,COHORT_COMP
2039,04171,30-34,F,NH_AI_AN,857136,925461,870769,936061,12.87,4.12,7.77,16.68,128187,33127,0.9954,1.941,0.0031,2020,HYBRID_SCEN
2035,04172,25-29,M,NH_Asian,448877,498844,480953,522539,16.17,20.76,-1.65,17.41,788649,6450,0.9897,2.255,-0.0233,2021,HYBRID_SCEN
2044,04173,80-84,M,NH_NHPI,2001064,2131617,2038999,2185235,4.64,2.89,-1.52,3.82,921927,42999,0.9137,2.088,0.0186,2022,TREND_EXTRAP
2041,04174,25-29,M,Hispanic,492330,512643,500859,538345,6.54,16.99,-6.05,14.2,1110628,24031,0.9578,1.754,0.0156,2024,TREND_EXTRAP
2032,04175,10-14,M,NH_Multiracial,916504,1106763,1057664,1167436,13.68,3.43,21.45,0.9,231760,31052,0.9736,2.381,0.0192,2025,COHORT_COMP
2046,04176,40-44,M,Hispanic,2341419,2452989,2407217,2612324,7.93,11.35,-12.53,15.75,837141,11346,0.9839,1.748,-0.0186,2023,HYBRID_SCEN
2038,04177,70-74,M,NH_AI_AN,1594286,1764450,1711071,1883528,15.15,5.51,-9.17,14.74,154347,57677,0.8602,1.335,-0.0137,2024,HYBRID_SCEN
2036,04178,35-39,M,NH_Black,427744,423422,414824,427923,15.86,4.82,23.15,-7.64,6731,14852,0.895,2.391,-0.0123,2021,COHORT_COMP
2023,04179,70-74,F,Hispanic,505177,507495,502149,542726,5.75,4.52,15.51,7.48,922370,49882,0.8977,1.227,0.0005,2020,TREND_EXTRAP
2031,04180,0-4,F,NH_NHPI,817198,906141,882543,952337,14.91,11.06,-24.3,9.2,302403,7067,0.9147,1.86,-0.022,2024,HYBRID_SCEN
2048,04181,35-39,F,NH_AI_AN,519395,588305,581979,616903,3.2,12.31,20.31,-9.97,1088799,31485,0.8752,1.571,-0.0069,2019,COHORT_COMP
2028,04182,15-19,F,NH_Multiracial,1275893,1335371,1257174,1349943,6.35,4.67,-13.67,19.4,198747,9689,0.9239,1.804,-0.0191,2023,TREND_EXTRAP
2038,04183,45-49,M,NH_Asian,2089819,2004307,1917935,2127920,9.56,21.59,10.3,2.2,167896,17801,0.9488,1.87,-0.0141,2019,MICROSIM
2031,04184,75-79,F,NH_NHPI,932015,987886,933940,1006388,4.46,7.16,2.65,5.52,688378,40535,0.9241,1.488,0.0124,2023,COHORT_COMP
2028,04185,85+,F,NH_AI_AN,2210321,2390162,2278099,2534144,10.64,11.18,1.84,-4.16,515234,24272,0.9492,1.868,0.0213,2022,COHORT_COMP
2026,04186,15-19,M,NH_NHPI,792830,853028,837626,862354,10.63,6.33,10.9,8.33,1010792,3763,0.8599,2.107,-0.0286,2023,HYBRID_SCEN
2047,04187,35-39,M,Hispanic,281039,291211,274208,305409,4.12,11.88,-14.64,14.32,685660,59087,0.9805,1.52,0.004,2025,MICROSIM
2033,04188,15-19,F,NH_Multiracial,1743455,1849504,1786637,1916249,14.42,17.12,-17.05,7.58,198168,39696,0.9899,1.66,-0.0278,2022,TREND_EXTRAP
2050,04189,45-49,F,NH_Asian,266650,273319,264670,279344,11.55,12.42,7.6,13.64,367453,54848,0.9421,1.522,-0.0249,2021,MICROSIM
2039,04190,15-19,M,NH_AI_AN,1846464,1852538,1793363,1883019,6.06,7.71,-10.47,11.93,962400,30075,0.9813,2.185,0.0123,2019,HYBRID_SCEN
2038,04191,75-79,F,NH_White,489915,546421,526621,566314,4.56,6.97,23.7,-2.87,651170,28692,0.8696,2.07,0.0141,2023,HYBRID_SCEN
2045,04192,55-59,M,NH_Asian,1972658,2122319,2078875,2159243,15.88,17.18,-2.42,3.07,549429,26549,0.9688,2.245,0.0188,2023,TREND_EXTRAP
2034,04193,45-49,M,NH_White,646512,685922,649346,712801,15.13,4.36,-19.42,-5.54,776278,878,0.8678,1.404,-0.0015,2020,TREND_EXTRAP
2035,04194,50-54,M,NH_NHPI,1636265,1701013,1625366,1781833,4.52,9.4,9.29,-8.74,452763,28848,0.9108,1.288,0.0216,2019,TREND_EXTRAP
2040,04195,5-9,M,NH_Black,725357,768290,745845,814113,1.12,5.03,-9.69,-8.11,76829,54634,0.8982,1.343,-0.02,2021,HYBRID_SCEN
2024,04196,75-79,F,NH_Asian,2270298,2451056,2388670,2575371,14.58,7.16,-17.57,18.27,491764,30741,0.9373,1.393,-0.015,2022,TREND_EXTRAP
2022,04197,55-59,M,NH_NHPI,2447816,2873052,2758725,2913021,11.27,5.05,-3.86,19.54,214526,19268,0.8949,1.84,-0.0219,2021,TREND_EXTRAP
2031,04198,15-19,M,NH_White,2340586,2596347,2554204,2670202,2.27,19.74,23.21,-7.15,836455,10787,0.945,2.365,0.0179,2020,TREND_EXTRAP
2044,04199,80-84,F,Hispanic,2006034,2066258,1985208,2122622,10.78,16.64,-4.43,0.06,669149,51449,0.9047,1.629,-0.0163,2021,COHORT_COMP
2039,04200,55-59,M,Hispanic,133159,137240,131769,146147,8.41,13.22,-7.63,-6.57,872190,41620,0.9783,2.35,-0.0207,2022,TREND_EXTRAP
2046,05001,75-79,F,NH_Black,640372,654011,615954,694603,14.05,6.49,-2.77,15.03,1161560,31671,0.9444,1.246,0.0074,2019,HYBRID_SCEN
2040,05002,10-14,F,NH_Asian,2089737,2210876,2139148,2282085,4.16,12.2,-24.39,4.89,366733,11336,0.8821,2.312,-0.0254,2024,COHORT_COMP
2023,05003,5-9,F,NH_Asian,747608,763496,744739,774390,8.43,12.42,-18.34,8.64,859002,27738,0.9001,1.417,-0.0273,2020,HYBRID_SCEN
2040,05004,30-34,M,NH_Asian,936820,1029086,973229,1094583,3.23,13.81,17.48,6.2,408471,13487,0.9763,2.295,-0.0236,2025,MICROSIM
2042,05005,25-29,F,NH_NHPI,816364,744025,710745,791115,17.26,3.2,23.9,11.31,1117519,40139,0.9076,1.267,-0.03,2023,COHORT_COMP
2035,05006,0-4,F,NH_Multiracial,2076338,2288353,2240441,2428594,14.13,21.46,-17.1,-0.43,635354,53137,0.9298,2.338,0.0118,2023,TREND_EXTRAP
2044,05007,70-74,M,NH_Multiracial,1228765,1335081,1279402,1416126,13.39,11.31,1.78,-5.88,89671,34037,0.9467,1.441,0.0037,2019,COHORT_COMP
2026,05008,55-59,F,NH_Black,1214365,1391376,1324701,1445382,12.58,20.53,23.32,-9.47,709717,12898,0.9018,1.563,-0.0174,2024,HYBRID_SCEN
2032,05009,60-64,F,NH_Asian,1332104,1495429,1455964,1526303,7.91,2.2,-17.17,3.37,811647,17678,0.8938,1.789,-0.016,2021,COHORT_COMP
2040,05010,35-39,F,NH_NHPI,268098,275866,262027,286528,16.66,6.95,-15.68,17.24,251142,50161,0.9208,1.657,0.0187,2025,MICROSIM
2029,05011,40-44,F,Hispanic,1648324,1839295,1811305,1912270,1.78,4.08,21.34,-0.84,735280,43051,0.882,2.001,0.0001,2025,TREND_EXTRAP
2045,05012,0-4,F,NH_White,1151497,1220490,1153704,1268572,14.56,17.39,10.28,-4.12,488495,18141,0.8923,2.37,0.0119,2023,TREND_EXTRAP
2026,05013,20-24,M,NH_NHPI,1616982,1542506,1504448,1607794,4.27,8.4,-17.4,17.78,459602,10156,0.8592,1.928,-0.0028,2020,MICROSIM
2033,05014,30-34,F,NH_Multiracial,1001952,1081637,1043755,1109174,6.17,18.81,-5.33,-6.84,64630,24160,0.8953,2.066,-0.0157,2024,HYBRID_SCEN
2050,05015,85+,F,NH_Multiracial,1096187,1131862,1113182,1168052,9.59,18.65,-22.19,-8.45,62506,12835,0.8978,1.306,0.0282,2022,COHORT_COMP
2045,05016,35-39,M,Hispanic,433329,463667,438772,480382,14.2,15.36,-3.37,16.38,78855,9383,0.9933,1.953,0.0039,2025,HYBRID_SCEN
2024,05017,45-49,M,Hispanic,217250,253984,247353,258522,15.17,15.32,13.9,11.03,1121956,39346,0.9379,1.745,-0.0221,2021,HYBRID_SCEN
2022,05018,35-39,M,NH_White,121092,131201,127081,136097,10.72,16.0,2.7,2.66,50462,24564,0.9673,2.263,-0.0056,2024,HYBRID_SCEN
2042,05019,55-59,F,Hispanic,234500,236601,228084,250472,7.55,15.48,7.37,12.57,342296,42013,0.8568,1.666,-0.0102,2025,TREND_EXTRAP
2048,05020,75-79,M,NH_Black,322637,363890,350997,385608,17.06,9.74,-8.66,12.24,483849,19225,0.8659,2.015,-0.0172,2022,COHORT_COMP
2030,05021,55-59,F,NH_White,380153,415033,405113,429432,4.81,15.66,-16.93,-8.8,578150,38484,0.9714,1.474,0.026,2024,TREND_EXTRAP
2030,05022,10-14,F,Hispanic,1110678,1112777,1098185,1158543,14.55,19.95,-24.34,10.29,198682,51556,0.9429,1.511,0.0229,2024,TREND_EXTRAP
