health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_pmjay_eligibility_category,health_mch_home_visiting_program_uptake
2014,5.82,246.34,5.723,11.84,14.54,62.43,57.16,61.97,33.9,65.14,24.02,18.76,243.98,5.35,81.16,5.3,20.17,SECC_Eligible,71.43
2020,6.3,316.8,5.069,9.14,25.02,66.31,61.8,90.91,45.89,70.82,70.0,26.56,196.83,16.61,74.84,11.85,26.45,NotEligible,40.58
2019,1.15,28.72,4.44,7.69,18.67,44.85,33.09,57.46,43.67,47.75,29.21,32.14,58.42,19.1,19.4,10.89,27.03,Unknown,75.74
2014,8.8,124.04,3.463,2.67,17.43,93.52,68.6,26.62,81.5,92.43,55.78,30.13,210.03,21.16,50.62,10.26,0.64,SECC_Eligible,69.67
2025,1.98,278.62,5.559,7.49,7.23,73.39,5.85,30.87,53.14,96.42,37.0,5.08,233.78,0.07,80.05,8.94,0.97,PMJAY_OtherEligible,23.92
2024,6.22,348.43,3.658,15.02,29.23,44.56,51.66,38.86,31.07,14.99,29.32,10.84,182.82,18.23,9.77,1.87,4.2,Unknown,72.07
2016,1.04,344.54,3.49,2.27,4.29,93.06,74.35,75.0,95.29,98.06,50.06,2.07,233.32,15.37,69.93,4.84,2.19,PMJAY_OtherEligible,20.54
2018,8.46,107.17,3.658,9.72,25.04,53.63,24.79,60.02,67.52,76.88,52.39,12.02,105.52,8.88,44.17,9.55,1.54,NotEligible,2.97
2024,2.06,149.09,1.345,7.42,23.84,48.49,11.89,57.23,68.81,81.66,71.21,10.16,78.44,8.23,24.21,10.24,9.22,Unknown,14.13
2015,6.97,231.71,5.378,6.0,26.71,49.49,21.1,85.15,45.2,40.74,64.45,4.56,42.24,24.09,46.51,1.33,12.14,PMJAY_OtherEligible,8.01
2018,7.75,302.13,5.444,3.2,4.19,31.65,22.02,62.78,54.77,34.25,73.2,14.36,156.43,14.41,76.79,7.0,29.06,PMJAY_OtherEligible,30.38
2016,9.11,267.4,2.661,7.44,7.88,73.68,22.19,71.74,14.58,69.02,82.71,32.78,142.95,12.44,67.66,6.39,2.75,NotEligible,43.03
2017,3.86,203.71,2.386,4.33,5.69,89.35,61.16,75.74,87.7,54.92,16.69,18.98,168.31,21.78,15.72,11.36,6.49,PMJAY_OtherEligible,52.51
2015,3.52,118.48,4.858,11.48,17.7,35.2,34.51,78.56,82.29,70.09,73.52,33.83,200.84,4.4,75.03,9.16,28.47,SECC_Eligible,7.53
2023,0.19,284.9,2.422,13.85,24.62,92.76,62.37,19.01,62.87,34.61,89.09,26.72,52.01,19.84,61.73,0.09,21.93,Unknown,67.52
2017,0.39,134.59,3.376,4.28,12.17,61.04,60.19,17.13,39.71,28.4,46.27,21.85,123.71,17.03,75.21,7.81,19.64,NotEligible,27.95
2016,0.44,253.78,2.091,16.67,17.44,79.34,42.6,87.37,56.85,90.04,53.83,2.5,195.45,6.09,44.24,4.07,22.44,PMJAY_OtherEligible,25.16
2017,8.42,59.89,5.45,8.86,28.32,42.23,84.45,62.56,59.84,20.35,59.17,28.64,65.62,15.58,70.4,12.0,0.76,PMJAY_OtherEligible,61.27
2016,4.79,155.03,2.125,13.87,5.55,51.47,14.33,91.75,27.98,45.19,49.93,21.58,107.81,11.93,53.58,3.57,20.3,PMJAY_OtherEligible,43.26
2014,9.64,64.95,5.499,16.65,25.55,68.58,65.76,58.19,65.73,63.88,47.11,18.9,174.09,19.6,16.19,1.78,22.29,NotEligible,38.48
2024,5.08,291.46,5.431,12.15,21.29,91.28,13.48,60.16,27.2,35.34,26.97,10.78,163.48,16.25,41.15,2.48,14.66,NotEligible,66.67
2025,4.16,269.24,4.403,12.67,21.31,75.74,35.02,47.09,35.17,84.53,6.37,33.56,221.97,13.48,8.68,10.37,11.51,Unknown,28.44
2019,4.52,284.05,1.538,12.92,17.35,59.43,32.75,44.57,88.22,84.79,39.49,4.54,179.41,21.73,48.76,7.99,7.36,Unknown,37.53
2014,4.53,81.64,3.015,16.29,16.44,33.01,10.76,71.41,59.42,34.98,75.27,23.73,201.0,14.65,53.83,8.29,3.58,Unknown,61.43
2023,4.57,340.6,3.164,11.7,22.22,89.86,38.01,47.33,29.2,75.57,64.25,26.22,6.58,16.75,15.38,9.64,23.16,NotEligible,61.72
2015,9.5,171.95,3.78,6.02,29.94,94.29,80.22,19.16,43.71,37.68,70.15,6.48,122.36,3.93,31.85,0.04,15.44,SECC_Eligible,58.43
2018,0.44,49.59,2.042,12.01,8.61,83.81,39.09,18.33,45.07,93.25,49.74,5.1,198.36,23.67,31.46,8.22,20.67,NotEligible,46.61
2015,0.58,182.42,0.422,9.37,14.85,54.82,65.97,20.38,47.72,70.19,25.8,12.13,2.63,16.66,23.24,1.65,8.38,Unknown,56.43
2024,0.72,50.62,5.621,5.48,22.74,25.91,69.51,27.23,34.25,78.89,7.46,30.94,194.82,2.62,34.0,10.22,2.02,Unknown,16.86
2025,4.37,267.96,4.267,11.34,9.52,86.59,82.02,23.63,50.58,36.26,55.61,23.21,107.53,7.22,46.92,8.39,28.56,SECC_Eligible,27.61
2019,7.18,25.83,4.829,16.93,4.62,62.02,25.61,70.73,62.81,92.68,62.91,19.61,166.94,4.4,28.17,3.59,15.63,NotEligible,69.32
2023,7.83,282.52,3.827,12.99,15.23,77.05,65.66,47.2,59.73,68.24,27.14,21.93,11.0,7.68,38.02,7.72,3.8,PMJAY_OtherEligible,37.48
2014,1.85,260.18,3.622,14.5,13.55,57.23,16.01,69.3,46.24,79.83,27.68,4.56,143.13,11.21,25.3,7.36,23.46,SECC_Eligible,10.17
2015,7.34,23.12,4.847,16.7,28.53,75.33,26.67,80.36,19.22,98.39,33.33,26.96,92.8,12.88,20.5,9.22,6.54,SECC_Eligible,13.83
2016,1.89,89.48,3.142,12.25,24.59,66.32,11.76,30.86,12.62,86.45,5.76,0.96,26.41,7.14,79.92,5.31,18.71,Unknown,33.79
2018,1.64,134.6,0.71,17.75,4.68,76.91,21.09,48.89,28.66,23.0,67.14,34.49,96.7,15.81,14.54,3.94,18.64,Unknown,49.45
2014,8.92,56.06,5.57,7.08,29.96,82.48,82.04,36.9,67.87,49.47,63.81,10.94,119.78,12.9,39.11,7.55,18.86,SECC_Eligible,2.95
2018,5.68,314.14,1.291,16.91,29.59,90.06,11.47,40.29,65.14,65.71,30.46,14.27,30.04,11.17,63.97,1.17,27.9,Unknown,53.82
2016,2.76,334.0,5.153,11.05,23.16,54.46,66.5,85.46,75.73,34.2,12.73,23.37,245.71,10.18,61.85,0.7,4.63,PMJAY_OtherEligible,34.33
2025,8.39,158.52,5.527,6.9,4.28,56.37,24.34,39.67,91.26,18.2,10.39,28.67,33.0,24.44,18.98,1.34,29.97,Unknown,39.33
2016,2.41,50.21,5.088,9.24,23.03,63.43,57.0,54.26,50.43,10.59,26.44,28.07,239.68,18.53,85.2,5.66,3.42,Unknown,9.28
2018,4.68,183.55,3.912,6.35,19.54,90.9,79.65,33.21,39.22,35.13,17.84,25.01,106.09,7.71,60.91,10.63,10.59,SECC_Eligible,79.13
2021,1.15,41.79,1.056,3.4,29.43,64.67,17.19,73.2,86.2,76.37,94.02,17.3,124.59,15.92,0.66,10.98,15.88,SECC_Eligible,6.31
2023,7.48,302.66,1.387,11.45,7.29,87.73,54.88,87.39,47.47,54.78,5.54,12.25,89.57,12.66,14.79,9.76,25.62,NotEligible,61.14
2023,3.83,141.04,5.54,8.64,29.21,60.84,12.06,34.1,94.99,82.52,14.38,26.99,53.53,2.5,6.77,5.79,8.89,NotEligible,34.81
2020,7.54,284.44,2.234,14.29,8.29,45.25,65.41,67.22,36.97,53.7,23.98,16.89,198.43,14.13,70.28,1.96,12.04,SECC_Eligible,73.65
2020,0.42,132.13,4.596,12.5,15.81,30.4,8.56,58.81,79.41,38.99,89.87,9.81,69.55,13.73,73.28,0.31,10.83,NotEligible,67.96
2022,4.06,324.14,1.553,5.43,26.92,78.05,71.5,82.34,91.57,72.72,38.04,0.04,71.38,15.68,7.45,8.48,25.86,NotEligible,13.93
2014,2.96,282.29,1.106,17.87,6.86,95.56,20.12,16.44,41.47,38.81,88.72,6.49,98.24,7.46,67.57,9.5,11.1,Unknown,30.52
2020,2.88,303.33,5.852,9.56,21.38,45.09,19.77,91.13,83.89,34.85,47.95,26.73,85.1,18.85,88.71,2.44,22.36,NotEligible,55.69
2022,1.16,320.41,0.17,2.4,28.15,27.29,19.27,14.53,49.61,72.93,66.52,13.83,135.67,20.34,32.68,4.15,21.11,NotEligible,62.54
2018,0.27,98.14,3.623,16.24,13.41,34.75,35.0,30.15,25.92,34.24,29.99,30.9,208.83,2.51,21.79,2.12,8.4,PMJAY_OtherEligible,54.27
2019,9.03,150.6,4.192,6.73,9.77,92.44,25.99,82.11,57.5,40.21,35.71,20.75,46.94,23.67,41.49,4.94,28.48,SECC_Eligible,45.9
2021,5.65,299.82,5.534,11.3,8.64,38.78,84.05,65.39,94.69,88.85,33.96,25.31,74.11,23.37,41.74,0.64,14.38,SECC_Eligible,47.44
2019,5.99,141.28,3.731,9.43,28.58,81.03,18.64,82.56,74.24,96.49,39.26,22.68,18.18,12.32,76.11,11.89,2.42,NotEligible,44.07
2023,9.62,248.28,1.873,12.68,18.39,79.1,42.2,59.41,39.76,18.68,16.18,33.56,160.02,16.47,9.27,0.55,11.27,NotEligible,31.91
2019,2.88,190.5,1.161,11.54,29.36,74.1,12.42,50.35,51.17,37.92,65.79,9.32,48.27,10.64,88.39,1.93,25.51,NotEligible,28.41
2015,8.51,28.05,1.785,11.59,12.92,48.66,45.29,81.02,55.58,48.2,9.48,32.75,55.51,12.95,48.53,10.23,9.67,PMJAY_OtherEligible,68.54
2018,4.98,193.99,3.09,3.98,25.66,33.45,83.64,71.85,38.99,62.5,64.65,9.73,27.01,23.48,29.33,6.96,20.53,PMJAY_OtherEligible,7.41
2018,4.15,77.19,1.598,15.9,15.71,63.9,20.09,54.33,23.65,13.65,35.77,23.8,205.51,23.37,40.73,0.8,25.4,SECC_Eligible,78.67
2020,1.84,155.35,2.087,11.76,25.8,59.28,59.64,54.75,91.82,19.36,81.23,5.96,154.98,10.45,5.01,9.84,10.99,NotEligible,53.43
2018,3.77,203.57,5.687,15.76,23.8,84.79,13.0,70.48,71.5,15.6,60.65,6.91,135.69,22.3,7.93,4.42,11.28,NotEligible,52.98
2015,4.46,122.3,1.435,11.23,12.46,59.08,6.0,17.37,91.69,92.84,47.5,18.7,71.44,16.15,20.47,6.82,15.9,Unknown,62.02
2015,5.51,193.18,1.688,16.41,8.27,70.37,19.66,53.57,11.26,11.24,56.0,17.95,42.57,2.42,6.83,9.05,8.57,SECC_Eligible,7.92
2021,6.46,38.06,4.611,6.15,27.52,52.17,47.99,64.42,47.3,58.23,62.99,5.51,62.77,6.13,70.64,6.0,14.91,NotEligible,42.04
2020,7.48,47.33,0.189,6.26,27.56,59.78,45.2,18.86,21.71,38.56,70.15,31.23,249.43,8.21,79.4,8.83,16.28,Unknown,67.76
2018,2.4,61.68,4.715,7.38,11.34,53.88,32.47,19.29,47.77,29.76,9.18,29.29,40.39,6.69,16.39,0.53,11.8,SECC_Eligible,31.33
2019,4.06,46.43,0.542,10.61,29.1,49.64,44.31,86.55,13.3,13.21,5.36,14.54,65.12,5.76,25.77,7.39,17.05,PMJAY_OtherEligible,15.56
2015,9.55,96.0,0.684,15.83,21.68,62.83,31.19,23.59,76.55,85.72,85.13,15.52,141.14,13.05,71.4,8.42,13.12,NotEligible,38.91
2020,5.17,217.36,1.949,2.05,13.87,21.14,24.36,31.44,75.46,28.1,37.36,18.39,134.53,17.9,16.87,1.51,29.08,SECC_Eligible,4.19
2019,3.2,314.04,5.393,2.59,14.94,85.74,54.92,80.72,15.85,39.67,79.26,33.48,134.77,10.14,63.87,3.63,1.03,SECC_Eligible,78.69
2020,7.04,24.0,0.418,7.43,14.22,75.63,14.76,39.31,25.07,58.61,32.71,15.22,57.75,24.71,46.37,6.51,13.11,NotEligible,63.39
2022,4.71,88.0,5.204,13.5,5.47,48.93,47.53,23.77,96.06,86.89,5.47,13.5,22.0,16.43,86.86,10.35,24.7,Unknown,58.82
2015,1.7,307.7,5.755,3.41,19.6,87.7,16.12,46.16,44.73,82.26,50.53,2.92,139.97,22.9,29.42,10.23,14.21,Unknown,67.07
2020,4.24,139.22,2.364,12.69,21.42,60.83,20.82,14.83,49.77,30.48,13.15,24.2,191.97,1.63,73.21,0.68,18.63,NotEligible,26.19
2019,9.36,289.72,4.94,9.81,12.42,72.0,39.67,60.05,51.86,87.02,10.91,25.22,227.5,21.29,63.51,7.32,17.91,PMJAY_OtherEligible,64.57
2016,3.42,206.25,4.585,11.08,5.91,40.5,51.91,63.04,84.52,82.38,73.3,27.69,184.65,20.05,64.43,0.37,23.4,SECC_Eligible,69.88
2025,9.97,190.78,5.144,10.83,24.67,96.67,46.48,31.41,25.1,66.4,50.29,7.2,21.31,1.79,8.86,6.98,6.55,NotEligible,6.66
2014,3.73,141.56,2.078,7.31,10.0,45.56,5.38,59.85,42.48,78.22,20.22,1.38,178.11,6.49,4.3,0.97,18.85,Unknown,59.5
2024,7.16,200.43,1.493,16.19,19.61,63.39,53.59,28.63,37.74,52.61,52.84,7.91,89.51,6.66,50.25,8.58,15.53,Unknown,22.93
2019,8.1,184.1,2.192,9.67,4.96,45.43,18.72,13.1,39.43,78.85,83.75,9.43,75.42,4.61,49.88,4.51,17.35,SECC_Eligible,2.18
2021,5.51,60.31,2.787,6.38,12.74,55.36,33.45,42.77,55.02,12.87,74.86,4.34,228.39,1.78,54.58,4.37,9.93,NotEligible,31.78
2024,4.46,106.51,1.132,8.03,20.58,33.11,59.12,58.75,26.07,50.67,34.92,25.75,5.36,14.65,3.98,11.16,21.95,Unknown,69.15
2022,4.58,63.84,1.465,9.26,13.86,76.27,82.4,33.81,34.97,77.18,67.85,9.79,199.97,20.53,29.0,1.3,26.93,PMJAY_OtherEligible,27.55
2025,4.68,35.81,2.501,11.54,7.14,71.0,13.62,43.41,36.31,89.06,50.86,30.29,77.71,6.53,56.18,7.71,6.14,Unknown,77.88
2023,5.2,21.43,0.386,4.03,17.67,63.43,20.22,25.12,56.89,10.19,29.39,21.96,201.9,23.62,70.61,3.38,12.08,NotEligible,51.51
2014,4.32,219.14,3.004,6.14,11.2,21.51,52.39,61.73,25.4,64.04,26.35,3.64,146.95,15.72,66.57,7.83,10.58,SECC_Eligible,15.99
2019,2.23,111.65,1.116,17.66,7.51,59.69,83.09,41.81,84.36,54.23,51.17,17.5,108.48,0.24,66.9,3.69,4.92,NotEligible,78.51
2021,2.25,320.35,3.381,17.92,4.14,44.31,63.46,92.02,69.06,34.53,12.9,27.51,126.1,2.85,30.42,3.52,12.68,Unknown,30.08
2025,9.66,142.49,2.488,5.73,28.53,25.34,57.63,86.87,67.13,93.33,93.67,29.36,216.88,13.76,33.25,5.65,8.2,NotEligible,39.72
2016,5.17,35.76,4.376,12.38,20.07,58.27,24.0,33.48,83.15,89.82,37.26,10.64,45.4,10.31,8.75,6.42,26.61,SECC_Eligible,69.07
2016,6.07,85.49,1.499,15.73,28.87,72.37,13.57,83.98,54.36,69.57,83.88,31.88,63.08,15.4,49.36,10.39,5.81,Unknown,51.46
2019,9.91,139.0,0.573,9.93,20.87,37.75,83.31,85.31,68.99,44.09,58.19,30.85,22.91,21.44,16.89,11.66,25.69,NotEligible,45.51
2018,2.14,43.05,4.958,15.73,12.15,24.7,73.06,18.67,55.63,75.89,6.57,14.34,33.88,23.68,1.15,9.28,5.72,PMJAY_OtherEligible,61.08
2016,0.4,147.82,5.701,5.14,28.11,87.66,33.23,28.35,33.93,90.83,10.26,27.63,151.79,24.88,70.22,5.7,20.94,PMJAY_OtherEligible,22.68
2018,3.62,344.3,2.572,6.75,21.34,41.79,36.64,64.62,85.95,70.71,79.7,10.78,242.58,1.11,33.98,10.77,27.56,PMJAY_OtherEligible,2.16
2021,2.93,208.18,1.692,16.66,14.96,36.36,23.76,80.47,94.58,70.45,32.99,33.64,183.43,13.99,32.32,6.28,20.86,SECC_Eligible,22.86
2016,6.23,232.47,4.277,17.18,11.34,72.5,59.91,84.26,27.43,73.78,9.53,4.73,246.47,4.19,50.3,8.68,1.61,PMJAY_OtherEligible,32.2
2025,9.25,106.87,1.961,14.03,5.65,63.59,15.22,13.93,75.96,56.19,9.42,7.61,227.57,12.4,1.97,9.93,18.14,SECC_Eligible,79.65
2020,0.32,342.85,1.357,14.43,25.6,24.65,37.43,21.68,56.44,38.85,90.38,1.8,0.83,23.04,66.19,0.58,3.39,NotEligible,23.0
2022,4.07,259.29,4.136,13.89,8.52,47.68,42.46,71.2,72.02,47.03,42.54,8.04,55.94,20.25,88.75,1.06,25.07,SECC_Eligible,52.95
2015,3.74,77.8,5.724,17.23,20.13,93.58,52.58,64.84,81.5,14.41,5.9,6.85,234.21,14.49,72.63,4.4,26.4,NotEligible,0.03
2025,4.34,174.89,1.703,10.22,23.38,93.31,65.67,42.65,11.79,98.99,92.09,10.07,46.4,7.18,58.37,8.93,21.64,NotEligible,74.02
2017,0.86,108.67,3.303,7.26,15.63,67.98,24.13,11.33,27.15,88.55,22.22,11.55,93.63,15.71,85.9,0.19,4.51,NotEligible,52.72
2017,8.77,230.99,5.103,12.2,20.44,91.74,51.84,42.53,94.8,80.34,21.99,12.96,216.04,17.29,40.45,4.87,23.94,PMJAY_OtherEligible,20.54
2024,4.81,189.52,2.937,5.23,16.13,50.03,11.53,46.23,22.7,43.91,64.3,17.63,43.05,19.96,56.04,6.06,29.73,NotEligible,76.9
2025,6.53,206.61,2.185,9.08,6.07,54.65,13.1,23.67,63.27,25.42,20.06,15.79,68.79,10.38,39.05,7.74,9.13,PMJAY_OtherEligible,7.24
2021,5.9,241.3,2.385,12.34,8.06,67.87,28.22,59.4,62.49,94.52,47.38,29.69,187.66,8.62,86.87,11.14,18.06,PMJAY_OtherEligible,22.28
2023,8.58,82.62,4.93,11.73,20.08,56.32,72.18,46.21,81.79,42.13,77.29,22.46,6.89,15.52,27.92,1.83,3.37,PMJAY_OtherEligible,27.59
2014,3.58,24.0,5.198,10.38,25.49,95.91,56.93,64.38,64.57,24.48,30.96,34.91,139.3,9.89,12.33,10.65,14.44,SECC_Eligible,23.27
2024,0.47,65.02,1.433,8.13,20.79,61.21,75.18,13.34,31.56,93.39,88.0,18.13,98.11,17.25,12.84,3.26,19.3,NotEligible,14.86
2025,9.41,169.36,3.07,15.88,27.92,27.4,71.03,88.91,29.68,64.31,15.69,31.57,199.67,12.7,50.14,2.43,19.83,PMJAY_OtherEligible,46.11
2014,9.27,323.88,1.036,6.13,25.46,32.69,29.35,28.52,61.23,65.75,69.51,12.26,66.56,12.09,14.07,10.31,23.73,Unknown,24.64
2022,0.64,305.83,1.241,2.36,19.73,28.44,24.24,14.6,51.83,10.18,68.56,29.04,1.56,4.89,85.17,2.1,19.99,SECC_Eligible,12.15
2020,2.49,290.67,0.577,9.74,29.96,34.33,69.89,43.3,20.1,86.24,26.89,24.8,45.98,19.96,71.16,6.39,17.27,Unknown,16.62
2024,7.5,50.94,3.443,12.54,24.76,53.15,19.86,49.38,87.69,67.64,80.63,33.64,19.35,9.73,79.45,9.69,11.73,SECC_Eligible,35.27
2018,4.18,300.7,1.305,5.06,8.65,84.15,5.92,42.55,16.41,95.18,25.42,21.03,90.52,19.48,17.93,1.72,10.01,SECC_Eligible,18.11
2020,8.94,21.85,3.738,7.54,6.03,22.35,66.52,25.09,87.4,22.45,76.07,28.89,94.21,5.87,49.52,5.82,7.88,NotEligible,25.42
2024,0.11,26.1,1.559,9.97,15.14,83.82,60.58,38.79,76.99,18.62,60.21,20.29,170.87,17.34,88.9,10.02,15.55,Unknown,71.8
2017,3.71,164.7,0.873,5.08,8.29,82.3,24.62,22.72,61.98,73.29,23.02,15.59,146.44,6.53,8.12,1.47,6.87,NotEligible,9.3
2016,1.36,181.03,3.068,13.44,14.06,56.46,19.8,38.39,86.25,68.39,84.31,13.24,191.54,14.24,87.59,4.53,16.46,Unknown,20.89
2024,1.52,275.55,3.688,2.25,7.64,53.0,20.05,76.78,54.13,55.47,41.99,30.63,247.74,3.09,55.71,2.41,14.29,SECC_Eligible,64.91
2020,8.59,213.99,1.995,2.57,7.27,87.15,24.52,30.55,45.79,18.56,41.2,15.59,51.58,10.85,54.7,11.97,14.11,PMJAY_OtherEligible,50.1
2024,2.83,66.3,3.04,13.77,16.83,70.47,18.32,83.91,84.91,79.56,11.11,19.06,106.75,14.35,45.48,1.6,2.44,Unknown,31.36
2020,7.71,156.14,2.563,11.28,27.24,46.12,66.51,65.14,53.72,13.27,50.23,0.51,174.23,17.12,80.9,7.06,25.16,PMJAY_OtherEligible,9.83
2018,0.8,56.8,1.955,16.57,25.95,76.11,72.49,30.78,62.78,68.0,86.17,31.32,209.02,16.74,11.94,9.52,8.23,SECC_Eligible,31.65
2022,0.05,192.65,1.96,13.27,24.15,54.95,30.26,92.24,55.35,82.36,45.55,15.07,93.96,21.1,87.08,5.47,20.54,NotEligible,5.08
2018,0.22,52.57,0.688,10.86,4.63,31.93,69.53,90.53,34.98,10.74,32.1,9.97,242.7,16.53,50.91,3.42,28.91,PMJAY_OtherEligible,69.39
2015,9.59,212.62,2.607,5.49,28.15,41.02,9.85,84.82,17.67,68.28,89.87,27.13,172.87,20.95,3.45,2.24,11.16,NotEligible,75.55
2020,0.53,315.15,2.885,14.35,4.35,92.12,73.15,37.98,52.11,52.48,21.42,25.61,133.19,19.83,55.97,7.26,26.23,PMJAY_OtherEligible,36.67
2020,1.36,87.59,3.974,16.44,10.66,23.72,34.67,76.67,72.74,17.57,67.56,11.24,203.15,21.85,89.62,4.96,19.65,PMJAY_OtherEligible,71.74
2017,3.92,127.51,5.655,15.37,11.86,96.17,53.05,25.21,26.39,52.82,93.2,29.57,242.46,12.08,15.26,5.58,2.33,NotEligible,24.75
2014,0.24,308.04,1.759,9.87,23.89,95.75,84.89,38.82,51.99,49.97,89.43,32.17,31.47,24.31,77.0,9.34,24.24,PMJAY_OtherEligible,38.98
2015,3.18,332.61,0.163,3.35,23.53,58.32,70.15,51.1,24.71,90.93,13.56,21.07,129.95,16.06,56.75,5.11,5.24,PMJAY_OtherEligible,43.95
2016,8.6,124.94,5.062,15.99,27.59,24.13,36.89,18.09,41.69,94.53,76.77,2.02,28.81,18.92,9.02,11.25,28.17,PMJAY_OtherEligible,40.33
2018,2.67,65.5,5.929,2.93,20.53,44.84,71.31,84.37,15.81,14.57,43.08,7.4,173.33,20.99,63.72,4.79,19.1,Unknown,18.48
2024,1.66,22.1,2.641,2.08,25.19,71.07,12.46,79.23,80.91,62.39,46.99,22.47,36.17,6.45,39.07,4.53,17.09,PMJAY_OtherEligible,0.29
2015,6.03,219.69,1.58,5.52,9.89,28.09,40.48,10.25,37.98,95.63,25.83,20.76,159.16,14.54,71.59,5.33,20.04,NotEligible,8.0
2020,9.39,281.71,5.056,11.08,13.83,50.23,11.6,48.55,81.13,70.75,45.31,31.53,17.66,9.3,56.12,6.35,18.86,PMJAY_OtherEligible,12.5
2018,9.82,339.86,3.007,16.29,8.61,48.49,78.83,35.72,88.6,51.06,72.53,26.9,56.11,17.23,15.86,7.96,17.96,Unknown,32.9
2023,7.82,117.86,3.021,12.73,13.83,88.85,14.91,15.95,79.51,65.72,49.67,26.09,151.74,18.41,79.37,7.41,10.6,NotEligible,70.52
2021,8.24,192.57,4.218,2.88,10.07,50.88,71.33,20.74,36.43,79.5,15.47,10.19,48.11,22.06,9.21,10.15,14.65,PMJAY_OtherEligible,4.78
2021,4.28,297.28,2.392,8.39,26.11,48.15,78.97,53.26,54.37,34.85,55.2,32.46,243.96,21.17,4.13,8.31,1.14,Unknown,47.15
2015,9.7,208.56,2.183,17.95,19.72,69.9,38.79,53.62,24.72,77.39,30.48,4.77,32.69,3.31,27.7,11.39,29.59,Unknown,38.05
2018,4.64,216.96,1.867,16.01,25.56,25.33,78.26,73.47,75.09,85.5,13.68,1.01,131.63,2.81,81.09,10.1,5.35,PMJAY_OtherEligible,34.03
2018,7.49,258.3,3.356,3.61,21.79,36.19,74.58,17.14,12.15,23.75,39.26,28.32,196.61,3.65,19.25,0.12,24.69,Unknown,25.55
2017,5.98,51.1,1.72,6.17,23.51,45.26,12.64,41.31,64.54,26.89,39.2,34.48,209.34,21.08,50.36,4.53,16.11,PMJAY_OtherEligible,11.96
2017,5.9,294.4,4.929,9.8,16.69,32.47,81.32,81.08,40.86,83.2,28.56,11.36,181.5,17.33,24.79,0.22,25.13,PMJAY_OtherEligible,36.07
2025,2.97,171.72,3.53,17.43,6.5,76.15,76.26,79.91,39.82,33.78,11.33,24.9,116.55,2.11,74.06,4.45,24.32,PMJAY_OtherEligible,22.12
2019,7.63,36.71,2.023,4.78,29.4,74.97,59.57,83.43,25.09,87.76,68.54,6.73,11.87,17.03,3.43,11.51,23.17,Unknown,42.67
2018,7.15,264.93,1.087,14.13,10.5,26.15,21.95,25.64,39.66,84.73,22.73,4.51,13.47,3.44,80.38,4.55,2.18,NotEligible,12.79
2024,4.34,349.54,4.856,4.1,4.45,79.89,72.17,52.35,71.08,51.15,68.45,21.13,138.41,8.14,24.18,7.46,28.1,PMJAY_OtherEligible,56.46
2024,0.96,175.04,2.181,11.97,4.19,48.55,41.15,79.51,10.19,82.34,52.55,18.81,118.36,2.45,17.6,7.77,26.89,NotEligible,32.76
2017,5.4,206.68,0.709,13.71,23.12,73.62,12.46,12.8,41.81,36.59,43.3,17.26,113.22,23.54,59.28,5.25,2.23,Unknown,8.59
2014,2.53,323.44,4.508,13.78,10.34,45.95,18.2,23.02,21.83,21.35,5.74,4.47,67.72,23.74,82.14,9.58,3.08,Unknown,10.23
2020,9.4,43.59,1.552,4.46,14.76,93.99,8.62,29.94,93.92,10.79,38.99,4.67,188.46,24.64,69.03,11.67,9.54,NotEligible,2.03
2022,1.06,255.65,1.191,4.11,22.39,58.86,19.14,27.87,83.03,53.16,59.57,33.0,87.41,2.03,70.8,3.87,27.63,SECC_Eligible,56.75
2023,3.88,52.27,2.237,10.58,27.26,72.61,24.22,60.84,12.2,31.02,36.44,14.35,105.11,14.38,38.05,10.57,11.91,Unknown,64.11
2025,5.27,239.35,4.988,10.77,5.21,85.89,34.45,88.42,45.77,13.52,12.89,31.75,62.46,6.61,12.48,5.15,19.54,Unknown,75.89
2015,2.28,343.73,5.002,17.18,9.78,35.18,23.26,32.05,83.27,37.25,42.04,19.15,90.96,18.93,28.28,9.44,4.83,Unknown,14.86
2014,8.32,252.75,0.61,11.93,7.14,79.01,7.59,71.35,96.0,93.01,24.64,20.07,21.69,10.84,33.45,3.93,29.12,Unknown,6.29
2019,8.66,69.06,1.135,14.1,19.39,90.51,65.97,48.18,26.8,98.17,47.62,5.53,75.32,5.12,35.84,2.47,8.5,NotEligible,36.42
2023,8.01,128.85,3.354,3.19,23.34,78.35,58.18,88.83,91.12,20.13,81.64,6.9,181.87,23.28,81.02,5.59,13.97,PMJAY_OtherEligible,58.54
2025,3.0,129.78,2.293,14.17,15.83,34.04,35.97,53.04,41.41,64.92,65.76,30.36,172.95,16.31,72.68,10.09,12.34,SECC_Eligible,75.97
