soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_inr,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_inr,soc_policy_observed_spending_change_inr,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_inr,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_inr,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2024-05-31,POL669085,Occupation,109.5,114880,0,35,2.29,ST,-16.44,-18.25,1443975528,557680028,20.03,-16.45,3299,0.966,15764054,813,Paused
2021-05-16,POL463435,Residence,146.4,70182,0,43,11.68,None,-4.15,21.75,568612265,1008884791,-16.37,3.52,-93,-0.68,83886593,1148,Draft
2023-08-17,POL659782,CasteCategory,56.0,110833,1,33,7.2,None,-4.91,-19.92,532343834,1785950113,-31.75,-3.78,-406,0.93,25947014,722,Paused
2020-10-29,POL243950,Disability,161.7,199207,1,45,14.79,Tribal,34.44,-8.72,506024301,1072792145,11.28,-5.44,4242,-0.824,-11562578,1186,Revised
2018-04-13,POL385989,Occupation,245.9,235022,1,29,8.48,Tribal,23.41,-23.07,1485893226,652731416,47.9,14.61,-669,-0.474,25811747,1028,Notified
2025-12-13,POL709515,Income,166.0,2784,0,7,3.36,None,-5.65,-26.13,1852926351,2865885896,-11.43,1.34,1793,-0.719,29670520,811,Notified
2022-08-25,POL260149,Landholding,143.7,137202,1,9,2.71,ST,-0.24,-0.81,1156950830,962006902,0.07,-11.29,2947,0.649,65658297,634,Piloting
2024-02-28,POL384720,Occupation,222.0,281787,1,47,7.05,Senior,-8.7,1.12,1598670267,106909304,50.91,-2.57,-930,0.392,18321190,612,Revised
2023-05-07,POL349314,Income,242.4,300125,0,4,9.63,ST,-0.79,-15.6,557286175,3185484665,22.94,-2.62,1863,0.019,-6065069,684,RolledOut
2020-02-01,POL213007,Assets,229.2,93753,1,27,11.33,SingleParent,-20.18,39.02,997684615,1551465308,19.08,3.81,2581,0.878,65594577,319,Revised
2023-11-25,POL903100,Landholding,47.8,98590,1,12,15.28,EWS,25.1,15.57,-16542552,2632586659,-3.81,9.1,-1238,-0.644,21285581,621,Notified
2019-12-21,POL984977,Age,60.9,271867,1,45,6.74,PwD,6.95,-8.1,-340793964,619370358,56.43,-6.22,1019,-0.274,-16567901,84,Retired
2023-06-12,POL336575,Disability,169.2,243830,1,16,14.06,SingleParent,11.3,32.61,864451648,279439245,31.35,-5.86,1346,-0.981,71558487,893,Retired
2024-06-10,POL867980,Occupation,87.6,198867,0,45,4.05,PwD,-13.19,11.46,2428757942,122024440,-25.28,15.74,1835,-0.157,86319110,1194,Piloting
2022-09-18,POL542576,Residence,149.4,218614,0,11,15.81,EWS,2.11,3.4,2268539354,2269963294,-30.55,-11.89,-1262,-0.898,85903402,1116,Notified
2021-04-26,POL314045,Landholding,216.1,199782,1,36,1.75,PwD,2.74,26.36,2191602889,3073320077,23.58,9.44,3861,-0.571,48264078,845,Revised
2023-08-12,POL948081,Disability,237.1,162886,0,11,14.47,OBC,-19.2,-2.48,593429521,2977370169,-9.44,24.47,3663,-0.609,9014491,719,Paused
2017-08-25,POL216318,Age,110.1,315150,0,28,4.83,OBC,-23.17,30.22,1749565978,2087220493,-24.73,15.2,3620,0.131,75387573,554,Paused
2024-09-29,POL206576,Age,218.2,355434,1,36,11.82,ST,12.08,-29.68,2309535677,2147361164,34.5,-7.99,1618,-0.422,-428615,424,Piloting
2021-07-21,POL469385,Income,145.8,255937,1,9,9.79,SC,9.3,-11.54,-318112461,406833011,47.24,-18.48,3229,-0.836,62423973,263,Paused
2022-03-05,POL883660,Residence,178.3,107898,0,27,10.41,PwD,13.76,9.78,838060026,826101380,7.68,-7.0,3307,0.34,75949531,613,RolledOut
2018-11-03,POL369320,Residence,66.3,389771,1,42,17.65,SingleParent,28.76,32.72,616193730,-348195422,-6.25,-19.86,4279,-0.666,82029683,872,Retired
2018-04-28,POL769037,Assets,53.3,35289,1,15,10.77,SC,34.9,25.79,2028106239,1538955183,-22.08,6.35,3397,-0.544,42617762,1134,Paused
2020-04-22,POL886756,Occupation,203.9,380824,1,3,3.87,PwD,25.35,40.06,1234027109,3042562454,29.38,0.65,-784,0.111,85282062,675,Paused
2024-05-31,POL536879,Disability,165.7,222399,0,14,7.39,SingleParent,-23.61,-10.44,2494571759,1924114102,-33.68,7.05,-644,0.955,-16051849,220,Revised
2017-02-16,POL213345,Disability,213.0,284064,0,23,1.74,Migrant,-6.58,39.19,-330488166,1041913466,29.77,15.61,1551,0.645,-15810042,669,RolledOut
2023-01-03,POL954048,Assets,64.3,169419,0,8,6.04,Migrant,21.66,-21.4,438650829,562281552,55.84,-9.58,2757,0.634,63771840,1087,Notified
2025-12-30,POL825322,Occupation,76.1,142835,1,48,5.27,Senior,29.07,-15.07,1159686702,1276696294,2.02,-3.25,3512,0.308,89755359,545,RolledOut
2023-03-29,POL166970,Assets,53.2,89321,1,41,11.59,Tribal,29.71,5.02,158456125,713618075,34.1,0.75,-1429,-0.406,-3748876,998,RolledOut
2019-09-05,POL622735,Landholding,176.5,44896,1,30,16.45,Migrant,15.26,-14.19,2404940478,2914452014,-29.64,14.61,1102,0.177,21192351,983,RolledOut
2019-09-04,POL869132,Age,169.3,125110,0,28,5.07,EWS,25.82,-27.63,1581319696,2096664094,-2.59,0.49,1041,0.596,88467583,442,Paused
2020-01-13,POL610471,HouseholdSize,129.4,101806,0,47,15.26,PwD,-15.4,17.96,1321027307,390492943,8.4,-10.5,2667,-0.641,75896087,891,RolledOut
2018-05-12,POL277913,Residence,68.4,213481,0,39,15.77,Migrant,-1.45,0.57,-90141763,1055755238,26.28,20.31,1826,0.911,25196862,1053,Draft
2022-06-08,POL941611,Residence,45.0,342894,0,41,11.39,None,-19.99,39.21,1873318269,-551444567,-6.51,-17.18,3316,0.623,77966566,189,Retired
2024-02-04,POL418779,HouseholdSize,94.4,33438,0,22,12.58,Senior,-7.59,43.78,2412351699,-517110555,26.52,8.77,2700,0.148,29617286,898,Revised
2021-09-11,POL100465,Occupation,40.6,298793,1,0,14.37,PwD,21.58,39.42,1905725418,1092024723,33.73,-6.25,1383,-0.022,17323694,565,Retired
2017-06-13,POL210117,Income,239.2,107020,0,5,6.7,OBC,-13.82,8.72,1196830853,1059597539,-20.27,1.95,-73,0.496,44634241,1138,Paused
2024-11-10,POL513145,Assets,75.7,256434,1,44,17.76,Senior,19.54,-6.89,1552843274,-555094310,45.08,23.51,2366,0.917,10643961,1095,Retired
2020-08-27,POL545759,Landholding,95.8,250905,0,49,6.87,SC,21.1,41.64,1098457475,794563135,30.11,6.73,-139,-0.496,52265715,610,Paused
2021-08-21,POL660298,Residence,207.7,295002,1,5,1.53,Migrant,27.79,-1.99,-388728898,432912624,59.06,10.27,2385,-0.818,11976474,774,Retired
2021-08-16,POL252179,CasteCategory,248.9,6095,1,2,13.19,PwD,33.03,-1.58,2113684983,462661370,38.81,9.32,-593,0.275,35836140,860,Notified
2022-10-05,POL189721,HouseholdSize,170.3,551,1,14,6.03,EWS,19.83,17.63,201425458,679664220,37.32,12.34,-228,-0.301,65025365,344,Notified
2017-02-27,POL329594,Age,93.2,67494,0,22,0.5,Migrant,15.53,17.56,440534919,1672224935,-33.22,-0.02,1078,-0.426,74882671,423,RolledOut
2019-03-20,POL150806,Residence,135.1,392152,0,10,3.22,Tribal,22.02,-22.16,2246365806,2152866266,5.13,-19.23,1613,-0.129,-15577602,844,Notified
2022-06-04,POL153662,Income,52.5,136670,0,35,6.65,Tribal,-13.65,-15.63,1743582736,888373317,-5.72,20.04,4222,0.238,59814775,459,RolledOut
2020-07-12,POL675056,Disability,62.9,250101,1,53,3.83,Migrant,19.33,-30.0,1151106304,3130142316,38.49,5.26,2145,-0.618,77732285,137,Piloting
2018-02-01,POL374588,Age,189.0,123203,0,39,2.46,PwD,29.56,-22.58,262644420,1611471680,27.52,21.1,1048,-0.064,61013872,216,Piloting
2025-05-06,POL241898,Age,214.2,195131,1,19,2.93,None,2.19,-4.29,1970493679,2034556584,13.53,13.14,3468,-0.066,5342267,388,Piloting
2019-03-13,POL247470,Residence,96.7,175159,1,28,11.28,None,-23.68,41.15,1103198607,1119242690,-0.52,13.89,-664,-0.55,62135736,690,Paused
2019-01-07,POL819873,Landholding,195.1,75223,1,56,2.31,SingleParent,-4.79,29.95,1138139288,2970345361,-25.49,9.36,-1411,-0.997,68515027,777,Notified
2026-01-10,POL716811,Income,174.5,143291,0,47,14.1,OBC,-19.2,-12.91,69511822,1447278121,-5.27,23.27,34,-0.589,-237435,4,Draft
2019-02-01,POL140544,CasteCategory,147.0,76257,1,9,15.15,OBC,12.58,-21.28,817565131,2230645232,22.3,15.74,1697,-0.948,80287572,315,Retired
2022-02-02,POL674358,CasteCategory,100.7,111871,1,28,13.02,None,25.09,44.9,570579576,1378881570,-7.05,-0.4,2318,-0.93,9967424,1102,RolledOut
2021-09-12,POL653193,Assets,246.9,166914,0,4,4.41,SC,-19.52,24.02,380844151,2695742407,-23.99,-7.7,3309,0.148,84110561,217,Revised
2025-10-18,POL698914,Assets,92.1,318217,1,50,10.38,SC,0.65,9.25,920535658,2306280382,-33.52,-2.21,2120,0.98,34950396,397,Draft
2025-09-02,POL810045,Landholding,83.8,78569,0,41,1.1,SingleParent,15.36,43.38,2022547911,2535297774,51.27,-11.82,-803,-0.34,-5767436,780,Notified
2021-06-23,POL708411,Assets,63.1,78297,0,14,16.97,PwD,29.45,41.56,448727226,-360336020,-13.79,-9.28,3249,0.668,57818521,746,RolledOut
2017-05-30,POL740738,Disability,178.4,98944,1,44,0.13,Tribal,-11.78,-21.31,237808686,1574937789,53.59,-12.69,-1425,-0.208,42398897,1126,RolledOut
2024-04-19,POL192845,Age,229.3,315736,0,28,3.99,None,6.68,17.7,2146608452,1386793832,-32.86,-17.43,2732,0.319,63910337,1168,Retired
2022-10-27,POL927586,CasteCategory,68.2,98925,0,47,1.49,OBC,-23.97,21.74,1818476349,880715998,5.53,-2.31,1628,-0.046,12864528,414,Draft
2017-05-07,POL292446,Age,61.9,327781,1,1,17.9,EWS,-1.59,34.77,1196403517,455433104,11.98,14.17,1471,0.964,-13727436,502,RolledOut
2018-04-14,POL781750,Income,229.9,129065,0,25,0.73,OBC,-4.29,7.4,1540175205,2506706086,2.48,-16.88,2971,0.27,-1046324,300,Notified
2019-08-25,POL763725,CasteCategory,178.7,121168,0,34,0.03,ST,-14.37,20.99,-246008209,499940165,-25.69,8.88,-1235,0.122,32507815,85,Retired
2024-09-12,POL535571,Occupation,243.5,151311,1,6,1.81,OBC,-16.4,-3.41,1714524208,1555824861,48.23,24.09,964,-0.302,-14966521,966,Paused
2019-07-29,POL533966,CasteCategory,189.2,179250,1,24,15.86,Tribal,-2.85,0.09,2173444497,1288488524,52.28,0.44,4149,0.629,52506549,450,Revised
2025-01-21,POL908837,Landholding,202.1,167912,0,44,7.21,Tribal,-21.33,12.24,919195603,1338094706,36.65,-7.55,-1417,0.992,35525985,808,Paused
2017-08-20,POL667087,CasteCategory,137.0,157748,1,40,17.01,OBC,29.38,-13.94,2025548675,2948446360,-24.74,8.0,3764,-0.452,3062405,1176,Retired
2021-08-24,POL332774,HouseholdSize,90.0,399108,0,6,17.27,Senior,32.22,29.42,1208067593,2794560836,-11.08,10.77,2391,-0.737,67877522,697,Retired
2025-08-26,POL150942,CasteCategory,159.5,277247,1,44,13.07,SC,26.78,7.31,-391792099,1638478707,-7.05,-6.8,3949,0.943,51936587,1149,Retired
2022-11-26,POL221067,HouseholdSize,115.2,352648,0,43,3.04,ST,-24.78,33.85,-461230771,170950195,54.68,-2.04,-1224,0.417,40418549,549,Notified
2021-08-02,POL447679,Disability,138.6,357451,0,25,17.48,PwD,-4.31,29.02,-119958114,102595445,40.97,22.27,3344,-0.882,59523226,818,Revised
2020-07-12,POL699906,CasteCategory,148.3,170775,1,49,7.89,PwD,1.19,12.16,2392132450,-185207145,6.42,3.7,1688,-0.593,45213377,788,Notified
2022-05-22,POL494203,HouseholdSize,45.6,310082,0,36,8.36,SingleParent,-5.25,21.58,2370551484,1155364350,12.9,24.41,-9,0.517,-18950446,815,Piloting
2019-04-24,POL786248,Income,167.8,188304,0,59,11.46,EWS,23.0,33.61,-375051625,120609671,40.78,2.9,1326,0.828,40179776,1189,Draft
2021-09-23,POL723115,HouseholdSize,115.3,237873,0,43,12.89,EWS,15.52,-4.6,607623459,1090389744,-29.09,-12.63,4039,-0.871,7673143,579,Revised
2017-07-06,POL738584,Income,210.5,293803,1,59,17.32,None,-13.29,24.67,2340173611,727056672,2.28,15.95,1136,-0.768,64577354,648,Retired
2019-04-05,POL920854,Landholding,51.8,232723,0,50,17.48,Tribal,-19.8,39.29,1159130352,-479971788,-30.09,18.65,-679,-0.739,53231846,605,Piloting
2023-08-23,POL172365,Occupation,156.8,202898,0,20,7.44,SingleParent,10.99,-27.66,1876168162,2398338227,51.72,-18.63,-1107,0.861,45290688,942,Revised
2025-05-25,POL617080,HouseholdSize,115.6,4736,1,6,2.56,OBC,25.61,7.45,112671285,3011515669,6.95,-9.49,-1414,0.862,38773018,663,Revised
2020-11-13,POL407599,Landholding,59.6,387906,0,37,16.48,PwD,13.05,-19.14,-191640207,943472062,-17.95,0.26,-233,0.248,8304943,223,Paused
2023-01-29,POL785000,Disability,126.9,15194,0,32,2.14,Senior,-10.29,-1.09,491044711,591633637,58.02,21.41,1796,-0.175,52008758,475,RolledOut
2021-02-16,POL827029,Disability,125.9,48118,1,59,9.95,OBC,8.44,32.16,1577328110,-412923772,48.39,19.8,602,0.119,67364149,37,Paused
2018-02-15,POL679146,CasteCategory,198.2,16989,1,55,2.99,ST,6.85,-15.07,2289721276,-532008242,13.28,9.42,3750,0.29,23182668,980,Draft
2025-09-24,POL764508,Landholding,71.9,250481,0,0,6.45,Migrant,22.22,-27.31,1840540729,1810775667,52.83,14.36,3216,0.697,18609504,660,RolledOut
2021-03-13,POL918913,Residence,214.4,121053,1,17,9.54,ST,0.55,-8.66,728165171,1450411742,-17.65,-13.49,1289,0.341,83194632,1090,Retired
2018-01-11,POL600748,Age,50.1,357510,0,30,12.69,ST,18.27,28.46,618319213,2381747413,37.64,5.54,-118,0.362,68145028,664,Piloting
2017-01-05,POL829706,Residence,148.3,237079,0,37,17.55,ST,-9.42,-21.93,2111170219,1469280721,38.46,15.21,988,0.945,-13032151,1035,Paused
2018-11-08,POL194159,Occupation,176.3,312611,0,23,16.53,SC,-23.57,13.97,1052201178,134717436,21.28,-9.4,2327,-0.668,10446733,1020,Draft
2023-02-17,POL322575,Residence,43.0,58087,1,16,9.37,OBC,21.19,25.69,870381844,2679169858,2.68,-14.36,-1361,0.507,73752406,339,Paused
2019-12-28,POL917045,CasteCategory,54.5,164250,0,27,5.62,ST,34.18,12.78,356793213,2772634886,-8.31,6.99,3835,0.889,62968057,715,Piloting
2021-10-04,POL300072,HouseholdSize,97.4,249778,1,48,9.67,SingleParent,34.18,40.11,1569387133,2366035521,26.13,21.39,2428,-0.636,1343660,241,Retired
2018-07-01,POL108485,CasteCategory,120.1,75112,0,56,6.6,Migrant,20.07,26.8,-43915085,3015867764,-4.33,23.82,4275,-0.25,33805298,406,Revised
2025-03-20,POL920703,Assets,112.8,152804,0,44,8.27,Migrant,15.07,-23.4,663765026,2728120520,-22.64,-0.83,2485,-0.257,596226,1170,Retired
2025-11-01,POL422431,Age,244.0,301784,0,9,16.46,Senior,-2.54,34.18,1757320353,1179740118,46.01,1.03,676,0.716,44900170,583,Draft
2025-08-10,POL637703,Occupation,75.1,272876,1,56,9.26,Migrant,30.48,11.09,1525120396,2598509597,40.93,8.18,1128,0.19,-10285613,188,Revised
2022-08-29,POL793595,Income,227.1,360761,0,31,0.75,PwD,3.84,42.58,-100179520,2178557953,-6.72,-18.31,-1458,0.257,8993201,1158,Piloting
2017-11-22,POL504655,Occupation,238.4,223278,0,41,12.31,SingleParent,18.63,43.89,573718643,1272913300,-34.25,4.41,-1157,0.202,-10798925,447,RolledOut
2018-02-01,POL118422,Age,76.9,82743,1,40,5.06,EWS,9.02,-17.72,682877432,959956398,-12.38,8.25,-882,-0.122,81669168,868,Notified
2017-10-24,POL730125,Landholding,199.3,351495,1,29,3.85,PwD,28.82,-11.37,200860648,2047955317,18.8,-14.37,861,-0.636,-206326,60,Notified
2021-07-04,POL688050,Residence,249.6,384810,1,31,13.8,ST,16.37,19.01,100850075,-329994268,30.32,17.31,221,-0.909,37390583,149,Revised
2025-03-03,POL353544,Occupation,92.0,194243,1,32,2.98,OBC,-6.59,-25.82,1026991643,1973993829,3.37,4.09,904,-0.441,-213728,251,Revised
2024-03-28,POL693241,Residence,145.6,33789,1,7,10.97,SC,29.95,0.07,505399878,995097216,46.46,19.08,937,0.96,-5923328,1128,RolledOut
2021-08-27,POL827734,Disability,199.4,101161,1,46,14.71,OBC,-14.38,44.13,1320959227,851254469,-10.14,4.95,606,0.632,-19583825,512,RolledOut
2023-10-23,POL983996,CasteCategory,194.3,300863,0,18,5.41,SingleParent,-12.23,9.44,1422996777,1186701543,54.63,-6.13,1583,-0.583,-10971439,1060,RolledOut
2021-04-08,POL574967,Assets,215.0,92,0,44,8.5,PwD,-3.45,-5.15,2365793329,2952329845,26.5,-3.14,4114,-0.434,38233981,73,RolledOut
2022-08-30,POL159983,Occupation,113.1,117906,0,1,10.4,Migrant,-2.94,-16.07,1271845941,3117541187,36.19,22.98,1637,0.048,37878848,818,Revised
2022-03-09,POL883882,Residence,65.3,147596,0,7,11.54,SingleParent,24.4,26.26,1963331513,3108361265,16.29,0.3,3421,0.328,8019500,688,Paused
2022-06-27,POL490723,Age,182.0,315359,0,15,17.49,Tribal,1.24,39.77,2231994774,1854971073,60.0,2.88,3177,-0.859,82657509,368,Retired
2021-03-28,POL679328,Age,111.3,174819,1,17,16.0,Senior,27.39,39.33,776348894,2471199373,-19.36,14.13,1005,-0.869,28411720,516,Revised
2023-09-30,POL898928,Residence,175.7,210220,0,6,3.76,SingleParent,-5.09,-25.12,23423441,33286208,8.15,16.68,-62,0.286,68768895,393,Notified
2022-08-01,POL334196,HouseholdSize,139.4,268639,1,40,9.82,None,-1.78,-24.32,338918828,1409784066,-9.93,21.41,-1310,0.211,36057881,517,Notified
2019-06-22,POL103289,Age,136.3,313971,0,3,2.84,ST,20.77,44.3,1553146761,583642476,-9.32,11.18,-1166,0.098,6807584,618,RolledOut
2025-08-16,POL968912,Age,225.1,135238,0,6,1.08,ST,-10.17,41.5,465327063,51323626,42.15,-6.59,-186,-0.362,-2491122,915,Piloting
2021-06-23,POL244925,Residence,174.5,68734,1,36,6.63,PwD,-17.58,-13.54,-107294003,2074906818,19.44,-13.27,3763,-0.023,-727918,1027,Paused
2022-07-04,POL462187,Landholding,171.1,72791,1,39,5.76,ST,-16.68,-15.17,-81732045,-565483359,-25.15,0.66,-867,0.327,54243108,474,Notified
2021-10-25,POL811049,Disability,243.9,64059,1,39,10.27,Tribal,-11.05,14.22,502860682,2688731649,53.29,-15.75,3452,-0.537,62369033,1017,RolledOut
2019-12-01,POL789339,Assets,96.6,45777,0,51,11.54,Tribal,11.03,-6.21,-65887250,3170148808,-21.32,21.13,1243,-0.937,-1613258,82,Revised
2017-09-26,POL248596,Landholding,184.6,176358,0,47,6.94,ST,-22.56,23.86,2253813288,617566339,32.53,24.09,2373,-0.015,88688480,496,RolledOut
2018-12-10,POL329979,Disability,114.7,73247,1,22,15.61,EWS,14.81,-14.57,-480089543,-96317102,29.44,3.45,-637,0.406,80571542,820,RolledOut
2025-09-12,POL719833,HouseholdSize,165.8,313006,1,38,15.15,OBC,20.9,30.47,196800008,2402729726,43.5,-18.26,3264,-0.606,6717108,1039,Retired
2025-10-11,POL475370,Disability,211.6,23,0,13,12.98,Tribal,19.84,-8.82,2286748195,2443051951,25.6,-6.68,-962,-0.275,14535219,836,Paused
2018-06-23,POL553201,Occupation,233.8,381409,0,49,6.31,Migrant,12.94,-19.56,1920204001,2370844181,1.21,-2.52,1638,-0.359,86881239,527,Revised
2022-04-07,POL764455,Assets,129.7,5288,0,51,4.36,OBC,1.38,-4.34,2274824960,2081464319,-15.75,-2.42,-882,0.654,89735986,616,RolledOut
2019-05-04,POL874360,Income,214.7,130133,0,33,2.09,None,33.93,-28.52,2131820178,2398738915,16.27,11.64,3630,0.953,25206822,483,Paused
2022-02-24,POL726632,Occupation,110.4,301623,0,28,4.51,SC,-19.58,18.37,760119312,2679060007,-31.88,24.16,2030,0.009,72160398,6,Revised
2022-12-15,POL255515,CasteCategory,178.8,348825,0,37,17.26,ST,20.43,-24.91,-220562250,-469260587,14.73,-18.9,1774,-0.205,81283716,922,Notified
2017-04-21,POL945093,Residence,224.3,34889,0,49,7.52,Senior,-2.09,-18.93,1995253414,3168004114,-18.58,23.45,136,0.251,76811754,1138,Paused
2025-08-20,POL606499,HouseholdSize,183.9,320433,0,54,7.48,EWS,24.55,29.51,621866532,2306046672,26.27,21.26,1566,0.956,53667131,534,Piloting
2025-05-06,POL818039,Assets,188.2,300604,1,4,8.47,ST,12.75,7.92,-154748926,1470930230,4.13,18.53,-1376,0.494,26016638,364,Retired
2025-08-25,POL651323,CasteCategory,215.9,183949,1,36,11.66,Senior,-16.66,14.47,1820148564,917008376,37.12,-0.37,1385,-0.859,35511186,988,RolledOut
2021-04-08,POL391764,Occupation,93.0,250763,1,12,16.56,Migrant,25.38,-8.9,-424193915,3154842361,21.07,-2.38,-214,-0.159,58468056,367,Paused
2023-07-11,POL685656,Residence,196.8,146862,1,3,2.05,Senior,-20.42,42.92,153217439,-247158755,12.39,1.58,3853,-0.607,8484538,941,Draft
2026-01-31,POL876963,Disability,173.9,124731,1,0,14.77,PwD,23.64,44.03,1468426349,2318965676,27.49,9.41,134,-0.688,58079041,221,RolledOut
2018-09-27,POL842682,Assets,154.6,13216,0,5,8.08,ST,9.03,-2.58,220345184,-84421025,-13.93,-8.17,1568,0.363,37841071,22,Piloting
2018-07-11,POL928961,CasteCategory,244.8,2734,0,26,4.94,PwD,-15.97,29.09,-301125229,1524913486,52.7,-1.99,-1481,0.481,43985459,764,Draft
2024-04-15,POL148901,Income,126.6,210464,0,51,9.79,Migrant,10.69,30.17,1547492056,1169785841,-28.28,23.18,2957,-0.028,71953908,1002,Draft
2019-12-19,POL958686,Residence,89.3,4635,1,52,9.73,EWS,8.29,38.53,410109538,-191370676,-2.36,-16.69,-536,-0.099,83734476,714,Piloting
2018-08-25,POL394376,Disability,216.2,49137,1,46,2.4,Migrant,-6.01,34.63,2250981684,78272202,-29.55,-10.89,4493,-0.274,13604492,590,Revised
2018-11-29,POL910412,Occupation,78.9,38609,1,38,1.75,ST,23.75,2.96,-310281102,773687943,20.67,-18.14,257,0.897,63893550,1066,Piloting
2023-04-02,POL574542,Landholding,196.5,253235,0,36,11.28,SingleParent,-17.44,-2.93,548129852,635097706,1.17,6.69,2493,-0.439,45930968,786,Revised
2020-06-11,POL725830,HouseholdSize,234.9,267580,1,1,13.24,SingleParent,-16.61,40.13,2194321812,292556699,-29.59,3.39,4260,-0.571,11975277,750,Paused
2019-10-16,POL803978,Assets,212.5,301725,1,49,11.07,OBC,-10.47,0.6,-261093523,1248583743,28.35,-17.06,3038,0.89,51173798,8,Paused
2025-11-15,POL816232,Age,173.0,389277,1,1,6.35,ST,26.94,9.01,2128476157,1660764835,56.03,0.79,598,0.12,52034518,325,Piloting
2025-11-19,POL387781,Income,233.9,391954,0,47,10.01,SingleParent,-15.03,-22.79,2009834839,2118554825,-24.84,-11.21,4025,-0.739,70220600,127,Revised
2020-10-08,2c73aedbb38b4f449354,Residence,142.7,83031,0,43,16.31,SingleParent,23.39,-7.95,-103341174,627839850,-14.05,9.07,-224,0.597,24625562,941,Piloting
2019-02-05,POL608186,Occupation,55.9,140688,1,15,16.63,EWS,21.42,-17.78,1176517902,1866900997,-9.1,16.37,2307,0.235,69246805,164,Paused
2024-07-07,POL387742,Occupation,194.3,224601,1,5,4.18,PwD,11.56,-23.82,-142958793,1710804646,29.61,-15.18,2970,0.606,6885743,347,Retired
2023-10-28,POL134021,Residence,190.5,17678,0,52,1.71,Tribal,3.18,-2.19,2281575823,2073290776,1.71,13.97,641,0.203,30736701,420,Paused
2023-11-11,POL834485,Residence,221.7,76971,0,13,11.76,Migrant,-3.62,8.66,2457967930,3033629136,36.69,-0.16,3488,0.727,48111748,1075,Piloting
2018-12-17,POL480458,HouseholdSize,125.3,341431,1,31,3.14,EWS,-12.05,28.45,541282521,2823483174,8.98,3.09,1335,0.472,45825303,619,RolledOut
2019-09-16,POL304811,Landholding,70.5,163261,1,41,14.42,Senior,16.7,15.58,2382434485,2582291760,-32.77,0.22,3669,0.365,-14634239,127,Revised
2017-09-23,POL403203,Residence,61.6,193848,1,27,5.05,PwD,2.7,31.83,323089629,2100781809,-18.48,12.25,-213,0.713,18800776,274,RolledOut
2022-04-09,POL488172,Income,112.5,294613,0,14,2.71,Migrant,-8.57,-12.54,1308043201,469213812,-4.6,12.05,3874,-0.442,15053094,509,Revised
2017-05-30,POL996024,Age,206.5,323495,1,29,14.69,PwD,-5.53,29.63,223782294,-42084058,25.25,6.42,1698,-0.843,86493680,528,Retired
2024-09-26,POL409150,Disability,149.5,345963,0,29,3.75,SC,-16.62,-26.13,-436562617,2040614794,29.68,-9.82,1072,-0.913,86556127,1175,Piloting
2019-11-14,POL219959,Assets,75.8,357950,0,26,0.16,ST,-22.33,-9.21,551806573,1638753818,25.81,-2.9,-88,-0.621,19888881,966,Draft
2022-07-22,POL254933,HouseholdSize,90.8,117813,0,23,14.79,None,1.3,3.28,823320908,1554717190,-29.14,16.64,-882,-0.076,66478962,906,Piloting
2018-06-24,POL926857,Landholding,113.2,259620,0,3,1.69,SC,33.57,41.79,80017141,2089274680,0.07,-5.92,247,-0.985,40743394,1188,Notified
2019-05-30,POL819017,CasteCategory,140.9,44491,1,20,7.56,Senior,31.62,-23.2,1050127015,1788892364,25.34,21.31,886,0.336,23533240,413,Revised
