soc_access_service_date,soc_access_state_ut_code,soc_access_district_lgd_code,soc_access_benefit_delivery_method,soc_access_dbt_transaction_id_hash,soc_access_bank_ifsc_code,soc_access_upi_success_rate_pct,soc_access_aeps_transactions_count,soc_access_eload_card_spend_inr,soc_access_authorized_retailer_density,soc_access_caseworker_caseload_avg,soc_access_appointment_no_show_rate,soc_access_document_verification_time_days,soc_access_language_service_request_count,soc_access_disability_accommodation_count,soc_access_office_distance_km_avg,soc_access_mobile_office_visits_count,soc_access_website_uptime_pct,soc_access_client_satisfaction_score,soc_access_service_gap_index
2025-02-23,TN,890115,DBT,551f8320211242e19c72bb25,SBIN0339376,94.96,1292,346780.15,3.309,36.9,5.56,13,172,8,19.91,44,92.77,3.74,0.173
2020-02-11,SK,541088,Voucher,117e032f643c45c59ec8b626,IDIB0791864,97.71,4455,396304.27,3.079,180.3,17.63,15,126,5,11.6,17,93.36,2.92,0.385
2024-02-12,AR,801671,Mixed,39dec675c8f6418faee5144e,BKID0344844,91.25,2352,413367.8,3.434,365.3,4.21,13,1,25,5.77,21,97.34,2.62,0.776
2023-03-27,OD,675922,InKind,305b43a777064653ba0c6333,PUNB0733374,90.7,3436,108585.86,0.322,258.5,0.55,22,147,11,2.5,50,98.19,3.64,0.015
2023-07-23,HR,258012,Voucher,88f467d87143422b9269c685,IDIB0625139,82.67,3050,58047.2,1.93,135.3,21.14,34,237,3,14.33,1,95.93,4.09,0.626
2021-03-03,GA,949182,Voucher,e319d3898a5447089356fe9c,SBIN0869403,91.56,1493,21832.73,7.409,378.5,16.75,7,227,64,22.19,2,99.42,3.33,0.415
2023-11-02,DN,951575,DBT,96061e6b525841259fa2764e,IDIB0130003,91.34,4914,324161.04,6.967,40.9,10.76,43,20,12,26.65,51,98.98,4.58,0.518
2020-09-24,JH,802075,Mixed,2b2929cf05d74f43a63749a6,UTIB0981771,92.85,4169,84101.55,0.457,374.9,18.55,13,218,66,3.13,16,93.01,3.0,0.418
2024-05-03,TN,522548,Voucher,da0897dbc10a441bade3a7a8,IDIB0967824,84.35,2646,360074.94,7.349,327.4,1.67,43,36,51,11.28,46,93.14,2.97,0.195
2022-02-01,DL,485650,InKind,089bac57f0a04a59970a5d53,IDIB0120148,91.67,2869,434168.17,5.96,91.4,16.27,39,20,48,28.32,41,92.69,3.12,0.348
2022-05-11,SK,367949,InKind,8e88b63cea56462ebe076b18,HDFC0549557,90.13,347,66584.04,0.12,59.2,21.04,24,6,9,4.11,11,99.0,3.98,0.861
2023-01-24,AN,680877,Voucher,8a09fd7036104794a929691c,CBIN0461283,92.67,3649,127498.86,6.86,401.2,18.01,3,127,1,34.77,11,96.46,1.89,0.611
2019-08-04,WB,379028,Mixed,63dc3c0e35cf4e988990b7ba,ICIC0328746,93.82,4549,235829.12,7.207,60.8,9.5,25,44,11,22.22,59,99.53,2.9,0.477
2021-07-28,MZ,267283,DBT,8442053428934801b9abeae2,CBIN0980042,88.47,4847,193747.15,4.753,409.9,7.62,34,155,25,32.91,53,97.83,4.1,0.706
2020-06-03,LA,154621,InKind,c20f8499d1e44f5f85aa0366,YESB0257140,91.02,2799,191673.74,5.934,196.9,19.63,44,116,76,25.61,15,97.86,3.52,0.184
2025-09-29,JK,481547,Voucher,2f6348c1065c416088df0e7f,HDFC0337198,89.07,4987,97697.52,2.561,171.1,6.41,4,213,32,33.74,28,93.0,2.76,0.083
2021-12-14,MP,833823,DBT,976d84e1aeab43edb0fd25ea,BKID0107400,95.7,3991,400146.76,4.335,285.3,20.62,33,52,18,23.35,51,92.88,3.84,0.549
2019-01-16,CH,812170,Mixed,0525e53a6ee14a1686f081b9,BKID0622200,96.26,2524,306715.19,5.513,226.0,7.04,13,66,22,9.53,14,99.45,4.59,0.012
2019-03-08,GJ,864461,InKind,7ce0fd78bea34633b93d6817,CBIN0874717,87.24,4001,69240.73,4.253,185.2,2.75,33,129,26,28.05,39,95.86,3.37,0.148
2025-05-23,CG,645930,Mixed,58123f896c9e484ab1e01626,BARB0659721,86.65,783,1997.57,2.354,281.5,5.19,26,34,46,8.07,22,99.95,4.09,0.717
2020-02-05,PB,880873,DBT,9f7e29fa21ae4cbbb7d3634e,PUNB0686445,94.14,3378,343207.33,4.904,169.8,11.43,38,114,64,19.86,52,94.58,2.42,0.902
2019-01-02,SK,804923,Mixed,6cb84b3f4c154302849fbe47,UTIB0159688,95.85,3097,7135.93,6.304,48.2,2.88,0,149,4,13.18,17,96.97,3.27,0.285
2020-06-26,SK,826012,DBT,b1b8a63b271b41bf997881ff,SBIN0743325,82.19,2465,396187.47,6.286,352.5,8.36,22,154,61,28.01,25,96.58,2.7,0.383
2020-07-08,AN,558834,Voucher,77371104bbc34eb4afd91271,CBIN0468103,89.65,3219,238241.91,1.078,233.1,19.93,30,116,1,26.63,42,92.54,4.88,0.681
2019-07-24,MN,176877,InKind,8ca1b4990e0e4a408c34d2ad,BKID0526340,87.51,4260,418538.57,3.396,299.4,2.07,17,25,25,30.26,40,96.15,2.48,0.805
2025-12-22,CH,442128,Cash,b083713645bb4e38b58fca35,ICIC0626513,95.72,2860,347335.44,0.387,256.4,13.52,14,64,47,8.79,6,99.4,4.74,0.26
2019-06-01,JK,862483,DBT,4b028d9079764de182fabbb8,UTIB0977826,84.57,1895,402454.62,4.782,271.5,8.88,14,17,8,34.91,5,95.63,3.07,0.826
2024-02-05,BR,768285,Voucher,cd5cd164b1ab4bf3accc4d01,BKID0773364,95.93,2110,334717.97,1.892,119.3,14.24,33,235,21,28.23,51,95.78,3.34,0.973
2024-11-09,MZ,111284,Voucher,8767607e0a134d9bb5d041f8,CBIN0715533,93.84,2841,259477.63,6.985,394.8,10.77,9,145,51,13.66,45,97.61,3.42,0.088
2023-07-06,HP,184379,InKind,5619c6fde1fd4b6f91e18686,BKID0488703,97.09,2907,77877.12,4.675,207.4,19.29,43,79,54,4.64,8,98.25,2.55,0.224
2019-12-05,TS,692706,Cash,4e0996ff14c343f79002a9c8,YESB0131005,99.73,1567,327440.93,3.065,389.2,8.85,9,75,6,12.36,38,98.62,2.54,0.726
2024-01-31,MN,980745,Cash,171a5379709c4183ac81f155,CBIN0584815,90.53,2670,266538.36,5.513,345.7,11.19,18,13,62,3.9,16,95.62,2.97,0.037
2021-04-23,KA,758278,Voucher,88f90c0c231840f7ae0cf5bc,SBIN0694792,94.52,1437,204596.25,1.635,312.2,2.86,44,118,32,21.61,24,95.55,4.11,0.284
2021-11-10,JH,953535,Cash,397e982b576b4fc48c69be06,SBIN0733770,94.71,4723,251366.08,0.777,212.1,10.79,1,14,48,4.13,37,95.79,3.97,0.845
2020-10-04,MP,159764,DBT,f1dca2a9193b485480307ea1,BARB0647092,97.12,2672,104515.38,0.747,43.7,2.52,15,175,17,15.18,38,99.75,4.89,0.682
2024-06-28,BR,892330,Cash,88f3fc88a3484c938e1a9a3b,CBIN0370330,91.27,4188,181992.25,4.413,156.4,12.83,38,50,79,23.43,21,99.43,2.07,0.641
2023-01-22,BR,215454,InKind,fd0eb84e6a024f17878ee13a,CBIN0298928,83.93,1897,55888.93,6.678,291.0,9.4,14,25,60,15.97,49,96.98,4.15,0.612
2020-01-31,TN,895849,Cash,d295488d2b6b4878948c2e52,BKID0181084,99.53,1968,184396.33,1.748,162.3,17.23,12,29,51,30.88,30,94.27,2.4,0.502
2021-11-07,LA,976832,InKind,870b8a9f78f04e31845a76c0,HDFC0732547,83.02,1442,210119.6,5.724,73.2,9.21,0,7,14,8.59,48,99.2,3.38,0.767
2024-07-22,OD,559949,InKind,f7e4f3e2adb14d99bb9621e4,SBIN0973706,99.23,2854,385997.44,0.378,234.3,13.87,6,98,61,18.43,34,93.37,2.41,0.865
2025-07-25,LA,579283,InKind,bc41cd75956a48c38a7e5de9,SBIN0572519,86.57,3081,237230.92,2.715,94.5,1.3,8,14,30,31.98,21,92.85,4.7,0.796
2025-07-30,GA,548150,InKind,5557d6fba278411d9f125edf,IDIB0705863,90.82,2830,408990.85,4.938,152.9,15.62,39,20,51,12.49,15,95.32,3.37,0.483
2019-12-11,PY,597913,Voucher,ee5511199aea49efbcfe84d9,CBIN0723341,99.02,4184,435563.03,6.214,228.2,21.06,24,54,52,16.65,0,97.48,3.26,0.779
2025-01-02,SK,838073,InKind,a004cfdb5d5a4f078f28a8a1,BKID0245297,94.11,2553,22044.43,7.08,79.8,9.85,10,140,64,32.66,32,92.42,2.75,0.755
2022-12-18,UK,353335,Voucher,46f6d5deb7494d7eba8b876c,UTIB0272621,92.48,4105,268714.55,4.781,78.3,0.22,36,55,66,17.58,33,94.5,3.19,0.456
2024-03-06,AS,354930,Cash,56a8586c09684f2e9799916f,ICIC0287359,87.83,290,134655.16,3.524,115.9,13.28,27,102,31,30.28,56,98.27,2.14,0.334
2021-09-13,SK,971617,Voucher,56757e005aa642afb11c9251,CBIN0939556,87.23,1800,383096.53,0.549,262.8,3.19,14,107,6,32.93,15,97.27,3.92,0.41
2023-07-24,MH,864921,DBT,a65574cf20e44badb370b8cf,BARB0114022,82.59,3562,222335.09,2.14,394.3,10.3,11,149,34,9.11,0,92.68,3.57,0.493
2020-10-22,JK,586270,InKind,3a33b998bd4045c0aff0e2dd,CBIN0587051,92.5,1917,35138.34,6.931,127.0,0.71,9,11,32,27.55,53,93.61,2.11,0.147
2022-08-25,AN,280791,Mixed,c7b0e4c5d1324efcbdd67dba,BKID0439459,89.7,3656,96752.98,4.413,312.1,9.74,32,247,26,22.95,35,97.8,2.12,0.218
2020-07-31,DL,959967,Mixed,b513610ad56145f99bd3ecaf,PUNB0693414,86.01,2959,303249.68,2.636,107.9,19.24,32,23,39,34.54,2,92.93,2.71,0.102
2021-10-07,JK,891195,DBT,6a727dc18f8843d182ffa216,BKID0298442,88.88,2420,35826.79,1.941,279.7,2.98,29,247,46,20.58,19,92.08,3.27,0.072
2021-11-09,UP,395512,Mixed,84cc07b8464948efac136e42,BARB0965052,98.84,2789,170585.28,0.941,88.0,10.96,20,71,49,27.79,58,99.94,2.49,0.566
2025-01-22,HP,586976,Mixed,78dd63c1981744c78a31bcd3,SBIN0398093,97.19,4507,392229.84,5.662,360.5,5.59,22,104,29,12.23,51,96.91,2.21,0.698
2023-05-26,KA,477455,DBT,e7f58439fb964ae1a4af108a,BARB0933333,89.7,3392,13140.64,3.152,320.9,5.74,40,16,49,21.3,33,95.43,2.1,0.614
2023-07-14,DN,858889,InKind,15e3098549454db48bb05489,IDIB0630279,99.54,4919,313290.17,7.03,297.1,14.15,24,91,79,27.29,5,96.78,2.75,0.727
2020-12-26,SK,718502,DBT,69fffcf1860442a98b2c2a19,BARB0473014,90.27,478,303967.88,3.462,40.6,16.46,27,224,52,33.85,39,97.36,3.75,0.407
2022-01-17,JK,543828,Mixed,bf9fcbabd4004517b26187a5,PUNB0760496,88.25,4064,144331.63,6.156,357.0,19.21,10,170,48,8.96,3,95.96,3.9,0.799
2022-04-23,AN,971173,Mixed,ea3c0c37e1064ec3b3db11fd,BARB0597757,88.94,4456,50722.5,1.064,93.1,6.12,20,155,22,2.95,23,97.26,2.68,0.748
2024-06-29,SK,647588,Voucher,be70b64bca4548009e41e962,YESB0224724,97.66,4639,46083.27,1.217,240.4,1.56,0,91,26,34.18,24,97.67,3.17,0.711
2020-04-19,GA,535648,InKind,65b6128790d64704af3eca30,IDIB0734039,86.79,2695,436152.62,2.122,334.0,9.73,20,231,4,21.17,46,93.44,3.75,0.766
2019-05-19,PY,934106,Mixed,522fbf8533e34289a51db34d,BARB0621543,85.98,2437,304612.33,1.515,278.2,12.86,36,194,40,0.8,40,95.39,2.92,0.231
2022-07-15,HP,504806,Mixed,484b065ef6ac496e89e9f0a8,BARB0609079,99.19,2918,169196.05,7.328,350.3,16.27,30,63,5,18.3,28,94.44,4.83,0.569
2024-09-10,HP,476390,Mixed,93225ea543604e61ab58371e,UTIB0764330,95.14,4571,375095.45,6.08,307.9,16.63,40,150,62,32.77,0,98.38,3.95,0.775
2024-02-19,GA,449688,InKind,52ebf82487e9472db8714b45,ICIC0688131,95.67,4333,46501.29,2.678,326.1,19.0,15,99,76,34.46,1,98.16,3.59,0.099
2024-09-03,AS,298257,Voucher,e0f0764f12b14533b49375fc,BARB0429617,95.25,4675,57117.55,3.947,150.0,0.69,35,49,64,11.53,48,98.48,3.34,0.247
2021-10-03,MH,351338,Voucher,bfef81fb5ca24c3ab6c439c4,YESB0386639,94.22,4845,88903.34,4.046,181.0,21.58,32,163,12,27.41,39,95.5,3.33,0.491
2020-08-07,DN,181882,DBT,0e79987bbcc34a71b2bc484e,CBIN0325736,83.63,3117,343603.08,4.593,228.1,21.27,31,103,50,16.16,20,96.6,2.7,0.414
2023-08-15,DL,755332,Cash,25320ce3781c43a581323ad0,ICIC0617630,95.49,1295,184003.07,0.867,260.7,0.78,35,24,34,14.05,45,97.64,2.04,0.914
2019-04-07,NL,630980,Cash,a74aac78584d4c339fb3c71a,IDIB0369898,86.46,753,289159.33,2.682,301.3,6.89,21,215,0,26.59,55,94.58,4.4,0.751
2025-04-08,KL,939317,Cash,c5dd651cb7a246c49faa4857,HDFC0208376,84.37,4488,104603.01,0.736,248.9,16.84,15,151,57,9.59,0,99.82,4.61,0.041
2023-12-30,MP,649975,InKind,824e33a42bf349cfabda5add,PUNB0804426,99.6,761,349784.23,6.901,308.5,10.53,26,138,69,15.04,54,95.03,4.82,0.465
2022-07-12,LA,172355,Voucher,94af65f575bd4035b7464aa4,BKID0288218,82.5,352,360749.35,3.086,93.0,0.1,17,249,36,8.78,14,96.3,3.05,0.763
2020-05-26,AR,658633,Mixed,11dc63b2ca7140d3ad62c69b,YESB0248389,82.57,2361,185966.05,5.48,186.9,7.8,31,177,72,5.16,45,98.61,4.73,0.669
2020-10-02,AS,257724,Voucher,1735c841ae3c4c1381b1fb82,BARB0864100,87.55,3716,94176.97,6.914,386.6,12.74,38,244,4,13.4,35,97.98,3.98,0.538
2025-12-21,AS,133449,Mixed,6e603144a6f6454e9c00744e,YESB0731914,97.11,3677,283522.62,2.39,118.5,19.35,1,177,69,33.58,44,96.01,3.11,0.085
2019-02-07,DL,696341,Voucher,9238445a109b45a0894c7a54,UTIB0789540,99.51,1270,115260.92,0.75,90.3,18.24,27,42,54,14.78,7,95.27,4.65,0.915
2019-01-24,BR,124673,InKind,a9c87c67dcb0440a97ab1f31,UTIB0415324,84.12,2506,66731.93,2.588,321.8,20.82,19,120,53,23.98,36,97.1,4.8,0.415
2021-06-07,LA,468187,Voucher,d19375f61cbe4d05998a0fca,BARB0655691,89.08,4472,277108.9,5.065,109.9,10.29,4,127,40,10.12,57,95.49,3.46,0.145
2020-08-10,GJ,905874,Voucher,371423dc26fd45d9b4928035,ICIC0938973,95.14,3999,230808.96,3.799,211.2,17.56,10,73,2,30.31,47,96.74,4.22,0.084
2023-09-27,PB,330474,Mixed,c0f348097bea458daba347b8,YESB0354427,93.55,4583,352555.74,0.655,309.1,2.22,37,77,36,21.95,47,98.4,4.21,0.785
2019-04-18,LD,725951,InKind,80b13e180c094635a7eb5a4c,ICIC0162065,86.18,3848,131539.27,0.619,221.7,11.41,16,149,76,33.28,10,92.97,3.69,0.613
2024-07-01,CG,438977,DBT,18393f077f1841588c62b5c3,PUNB0253790,87.89,455,101386.09,5.277,382.1,20.16,3,102,36,11.54,16,97.58,3.11,0.252
2024-06-24,KA,201985,Voucher,5cac6382cf12402db2503e02,IDIB0907718,92.64,1018,288235.3,5.55,373.1,18.45,33,28,5,18.92,49,92.43,2.22,0.533
2020-08-09,UK,277319,Voucher,90d4fa614c9a471780d170dd,YESB0353377,82.63,845,315477.07,0.91,228.6,14.42,10,145,39,6.85,24,97.87,4.89,0.946
2023-01-19,CH,167173,Voucher,be1b6bff9c4645c590f92b0b,CBIN0542127,95.57,663,186013.58,5.981,404.9,3.28,16,149,11,4.93,33,93.67,2.02,0.493
2023-09-14,JK,235818,Voucher,ee1513ed199d4e4e9280c9c1,ICIC0581111,86.93,4292,199061.9,2.657,147.3,4.01,8,204,33,20.57,10,95.95,2.22,0.391
2024-12-09,AP,245671,Cash,1b991fb9713e40c688a2a8ec,HDFC0964011,96.83,3529,55595.24,0.605,125.0,14.93,33,25,50,28.16,46,94.14,2.96,0.308
2024-02-17,WB,894941,DBT,60eb11105d174b85bd778495,HDFC0371330,94.24,4568,211238.6,2.571,293.0,7.16,41,114,5,7.15,26,94.58,3.04,0.182
2025-09-27,KL,826226,Mixed,1ac934ad0b5e42c9afd8e031,ICIC0569251,93.55,1601,432597.61,5.506,255.5,7.25,43,225,36,24.66,29,97.03,2.63,0.91
2019-10-24,RJ,418017,InKind,f63dd8adc5014265935610ec,CBIN0962310,95.74,4899,51164.02,4.953,131.7,18.65,3,66,40,23.57,57,95.45,2.04,0.172
2023-04-10,JK,750776,InKind,21244248718548708d0f5500,UTIB0281210,83.34,4656,255585.58,3.663,177.9,0.45,41,185,60,16.99,37,95.9,4.59,0.055
2024-05-29,JK,283899,Mixed,aea2dfba30a042f9bcaf238c,SBIN0638096,86.65,530,8275.9,2.169,124.7,8.64,28,85,5,26.89,26,99.99,3.39,0.143
2020-08-15,GJ,674787,Voucher,e576817057f2466caecc3c85,IDIB0157246,91.34,4342,146418.28,3.193,126.2,5.24,37,45,50,20.87,20,92.97,4.81,0.182
2020-07-12,MZ,282170,Cash,c47a764bfa9641739aadfa85,IDIB0336677,95.91,553,342514.95,2.924,176.5,0.6,3,177,49,33.14,36,95.07,4.52,0.425
2019-08-25,KA,676711,Voucher,76a9f044243b413bb6ba3b1a,IDIB0162293,97.2,2256,255222.57,2.986,390.8,4.76,38,196,0,26.78,25,96.24,3.33,0.91
2025-11-25,TN,421887,DBT,3a9a9e19c0084beca9caed3f,YESB0397137,88.84,903,36509.55,3.724,356.4,4.05,14,228,9,31.05,13,98.51,3.0,0.135
2025-01-24,CH,872985,InKind,8a303d2a6c944e229063488e,ICIC0285790,96.21,2902,203324.12,3.469,232.3,11.1,17,181,51,12.78,21,94.26,2.59,0.146
2019-11-06,KL,851550,InKind,0a12549398ab43a4bb93e45b,HDFC0818573,85.94,88,35584.12,0.858,218.9,9.57,40,76,68,28.42,17,95.15,4.88,0.437
2020-09-18,CG,400112,Cash,d7f700bb146d4733aed60e39,SBIN0517055,83.48,4235,168088.26,2.247,47.1,10.38,32,182,68,34.72,44,98.57,3.68,0.904
2022-03-17,AS,137034,InKind,55b50d3b15a64e91aecf29ae,IDIB0464499,86.41,2381,346029.48,1.055,213.0,19.31,23,8,61,5.89,30,96.24,4.41,0.927
2025-04-03,AR,390006,DBT,42e49a2eec5c452fb9965b38,YESB0723090,98.17,4356,116212.35,4.556,275.2,10.88,30,83,68,17.99,12,98.85,4.85,0.951
2024-10-12,MH,353769,Voucher,4410e1f0802c4b5489715536,BKID0952478,91.74,2166,204025.2,3.229,334.8,14.06,16,53,48,30.21,8,92.51,2.49,0.127
2025-02-23,LD,482883,Cash,0d7356b920c84d348169128b,SBIN0371388,90.62,2784,225152.63,5.072,172.1,14.24,44,130,12,14.0,55,94.3,4.67,0.706
2024-10-18,JH,616900,InKind,aab6367253e1475eac4a1314,UTIB0160075,95.31,3690,383974.12,0.748,389.0,11.37,3,172,42,17.89,53,96.46,4.26,0.647
2023-05-25,MN,990707,Mixed,be9eeea4ee334671bd212ebc,HDFC0198802,82.18,4859,54676.51,2.652,358.5,6.71,25,146,27,26.22,49,92.98,3.21,0.03
2021-01-14,TR,156454,InKind,1be6685a92594824a8f43917,IDIB0871492,84.12,1871,247688.35,1.435,66.7,19.87,1,45,20,28.9,44,95.85,4.74,0.672
2023-03-25,TS,599408,DBT,31e54bd8c69746468f0a92d0,BARB0861268,83.78,2604,13855.49,0.781,382.6,9.64,19,94,9,7.14,51,92.14,3.63,0.697
2022-06-17,JH,254464,Mixed,0038fd08f50644d6a1b904b0,UTIB0527828,84.18,1622,42001.68,5.824,120.8,12.56,22,22,1,13.81,38,96.04,3.02,0.657
2025-08-28,CG,592210,DBT,3b8c15571463467d8614fe5e,YESB0232878,90.12,205,99325.3,1.069,390.5,12.3,37,140,60,13.93,54,99.36,2.3,0.216
2022-02-20,GA,673154,DBT,30f139478e8c4cba987c31b1,HDFC0573839,87.02,4365,323871.42,1.394,277.8,18.21,42,185,13,5.52,55,99.59,4.06,0.332
2024-04-17,HR,828633,Cash,0ce141d333934468a6c36763,ICIC0701579,96.06,2813,18498.97,2.814,193.6,11.76,33,61,50,3.37,26,94.55,4.2,0.554
2020-03-19,BR,603997,Cash,273153a954b54b598a37b02f,CBIN0399012,97.02,1862,425281.1,2.266,203.0,10.05,43,131,24,26.12,14,92.03,2.44,0.138
2023-10-14,MZ,260257,InKind,bfbdb730918e478e9c96780e,HDFC0174266,98.56,3885,192450.52,6.907,251.7,10.12,5,218,38,29.85,53,99.3,2.95,0.159
2022-03-06,TS,922295,Mixed,e38396588a0f43e3b5839d6d,PUNB0389747,85.51,4093,377393.37,7.416,359.9,17.16,23,28,31,33.33,49,96.54,1.97,0.699
2022-01-19,TR,464860,InKind,1f04f0e6c2e14581bb305d75,SBIN0721515,91.0,4924,99844.08,3.226,357.2,7.26,26,240,23,33.48,26,96.64,3.53,0.166
2024-04-13,JK,531576,Mixed,9a94c522fd0e493889c11f4c,IDIB0980529,82.87,2184,152014.82,1.588,194.7,20.57,3,82,38,34.82,54,98.52,3.66,0.017
2022-05-22,KA,677225,Voucher,6cb3646a669b4652a39da07f,HDFC0271080,86.29,526,327157.12,3.786,361.9,18.63,26,81,62,3.09,6,95.15,4.43,0.185
2019-05-31,TS,338481,DBT,4d8df56a00974b4ca05e544f,PUNB0923099,93.01,2426,170638.73,3.768,216.7,3.04,1,178,40,14.01,49,95.36,1.88,0.076
2021-09-21,DL,989214,Cash,e77a06ff9ab446918a2136cd,BARB0510960,89.56,2202,228369.55,3.549,195.8,6.98,28,85,63,3.06,2,98.81,2.17,0.282
2025-09-29,AR,140102,DBT,d489b724d0514a41bea9a55d,IDIB0696895,94.36,1037,364163.5,0.25,128.7,19.92,9,101,72,23.79,6,95.93,1.9,0.76
2025-08-16,AN,239022,Mixed,42007c72c9df4b029f36e257,IDIB0877328,97.02,2933,292992.82,1.05,353.8,6.12,42,54,39,34.04,3,97.89,4.73,0.786
2023-04-20,BR,991109,Voucher,a6938037036b44a1b012a9a4,IDIB0601713,83.07,2070,376144.21,1.143,273.7,6.99,14,33,64,1.48,4,99.24,3.39,0.071
2023-06-20,PB,506823,Cash,015f34d351174ecdbdfc1a1e,UTIB0155315,98.8,4407,38918.81,2.703,201.0,4.78,27,216,9,18.52,11,95.15,2.56,0.57
2020-11-03,CH,903919,Voucher,b08dbcdffa7f4b4c941a764a,BKID0339200,82.76,238,273631.67,4.398,290.0,1.2,27,24,45,18.76,21,99.11,1.86,0.088
2024-06-18,MZ,915022,Voucher,9934ebceafbe47e49a6e5c15,SBIN0822614,99.57,3579,270541.94,6.596,366.5,10.53,39,40,37,5.88,21,94.62,2.1,0.187
2023-03-13,RJ,991346,Cash,9ede2671b23943feb48dee64,PUNB0597602,93.41,3009,273194.34,1.753,111.2,16.61,15,206,0,29.2,25,99.44,4.03,0.784
2019-04-06,TN,752977,InKind,4fa9d312cd3d4a19b3db823c,BKID0396166,82.78,1156,264964.6,5.807,186.1,14.52,16,199,71,13.94,58,94.44,3.29,0.972
2025-08-24,RJ,714945,InKind,d9fa01df0c9648348b07ce1c,YESB0624970,89.05,1762,325727.13,1.774,181.4,0.61,30,53,59,14.83,30,93.87,4.08,0.272
2024-12-19,UK,652401,InKind,106dfa4b45224687981d856f,BARB0341712,86.62,4296,379816.37,0.341,64.3,11.51,2,208,46,33.68,14,97.77,2.62,0.777
2019-07-28,DN,714984,Voucher,ab8bfeebe7fa40ed94be7c92,BKID0316909,96.29,1820,103319.06,4.909,163.6,7.27,24,181,55,8.81,8,99.38,3.16,0.342
2021-12-03,CG,331397,Cash,32937d64d49c4baf9d284c8a,CBIN0845552,86.04,3321,47053.72,1.688,328.3,14.12,16,79,60,13.61,54,98.15,3.73,0.785
2024-03-13,MN,833671,Cash,afb94e5a103e4a31891ea7b2,HDFC0460060,96.79,2562,33288.91,6.905,132.5,8.91,44,19,62,27.0,16,97.92,2.46,0.57
2024-02-28,DN,268489,Voucher,5ea0c63fa6bf42da905d3ef4,CBIN0346589,87.59,4475,71292.58,7.007,347.2,21.57,23,194,23,16.9,48,99.78,2.69,0.546
2020-03-03,MH,531570,Cash,c2f5de4090654196ae496ef0,SBIN0468258,99.71,3302,295178.73,0.877,402.8,18.23,34,170,33,21.2,47,96.46,2.24,0.809
2019-04-13,NL,436790,Mixed,e7d739c191a748719537252d,PUNB0928569,86.84,4171,187424.26,1.541,121.2,15.41,37,113,27,16.83,51,99.1,4.01,0.696
2025-11-22,UK,785319,InKind,faef5fe1348643cfb7339f5a,YESB0262709,94.26,4517,157270.34,1.657,192.7,11.34,6,68,72,10.06,8,92.3,3.61,0.971
2025-04-04,LA,329596,DBT,7f1d7ffc697941ad8d2cdf19,ICIC0266706,96.32,646,409477.94,6.845,85.6,13.0,28,87,9,5.86,47,93.06,3.18,0.363
2024-03-03,JH,285876,Cash,be186400ce7447ff80b8e9bd,IDIB0418388,85.87,4168,405079.15,0.677,301.5,9.73,30,68,72,29.78,46,94.17,3.56,0.955
2023-08-15,LD,827627,Cash,149d9d82beac42a4993ab87c,YESB0154394,83.36,4802,242501.2,5.659,220.6,17.48,19,223,27,9.78,58,99.57,2.33,0.828
2023-10-22,UP,538171,Mixed,8fcd4a691da84f4baf1e5e8c,BARB0167429,91.87,181,206325.2,2.229,261.7,19.98,8,50,62,34.91,42,93.58,4.32,0.494
2022-03-15,AR,748632,Voucher,0258db8c37b544da8ef76807,BARB0109880,94.12,2271,121698.32,4.41,334.8,21.98,20,113,13,0.55,7,95.06,4.14,0.501
2023-10-16,DL,890995,Mixed,365b4f71b2bd4f81b2d88d8c,HDFC0231568,96.63,1274,206955.92,1.412,333.8,13.17,2,160,67,30.89,27,92.28,2.36,0.902
2021-02-15,MH,851677,DBT,f5108cd0c0d348c19a70975e,BKID0676348,86.88,4912,184913.62,6.068,233.7,15.0,44,13,43,33.17,28,92.63,4.55,0.587
2019-08-02,KA,459942,Cash,43e555910e05419fa96ccf53,BARB0276783,97.61,1759,3128.33,5.064,374.7,8.8,3,125,78,2.24,28,96.66,3.02,0.338
2021-03-06,OD,253973,Mixed,acb0a907c9da4ca0830dd2b7,ICIC0440010,98.39,935,341359.49,0.256,393.8,0.19,6,158,31,22.04,20,92.78,3.24,0.041
2021-01-21,RJ,964014,Cash,2a46ad88c6bf48b2806dd396,IDIB0735026,95.95,478,197357.98,1.855,277.8,15.47,6,131,79,27.44,48,99.19,3.45,0.3
2021-02-14,PB,378972,InKind,98e949f74a8242a8a209d994,SBIN0128640,82.14,3966,100282.19,3.551,49.8,20.55,9,164,66,21.61,17,99.09,4.26,0.217
2022-04-19,AR,792287,Voucher,e079bc8e51964dcfbbeb127c,UTIB0288152,83.56,293,299817.75,4.031,333.7,18.91,8,122,0,30.83,26,96.98,2.31,0.129
2019-12-02,CH,791695,Mixed,924750efab2b4df3a5b3759b,PUNB0996298,99.86,1524,201450.75,6.222,378.4,19.33,28,158,30,4.81,26,95.17,2.62,0.673
2021-11-08,MP,498386,InKind,913256b8e5004cdba2b9a4cf,HDFC0637265,95.14,2771,141178.52,2.964,249.3,8.85,5,244,32,33.22,38,99.1,4.7,0.396
2022-03-31,GA,247193,Cash,295b9c95844a4384a5604011,PUNB0693981,93.22,224,103864.84,6.959,304.6,15.7,31,90,16,19.36,28,95.9,4.71,0.095
2020-04-25,RJ,524922,Mixed,d3257247f294479c8f53d5c1,BARB0564442,98.13,873,26613.75,1.535,172.1,14.05,18,89,70,12.18,58,93.52,4.31,0.327
