trans_mar_reference_month,trans_mar_port_code,trans_mar_country_iso2,trans_mar_ship_type_code,trans_mar_gross_tonnage_total,trans_mar_cargo_tonnes_total,trans_mar_container_teu_total,trans_mar_passengers_count,trans_mar_vessel_calls_count,trans_mar_port_dwell_time_hours_median,trans_mar_congestion_index,trans_mar_fuel_type_code,trans_mar_sulphur_cap_compliance_flag,trans_mar_ghg_intensity_index,trans_mar_shore_power_available_flag,trans_mar_eu_mrv_reporting_flag,trans_mar_accident_incidents_count,trans_mar_customs_clearance_time_hours_median,trans_mar_data_source,trans_mar_data_extract_date
2018-09,CYPORT343,CY,CRUISE,5146942.02,179244514.07,1007248,12610356,20422,14.21,0.2489,AMMONIA_PILOT,1,0.692,0,0,31,2.78,EMSA_PORT_STAT,2024-01-13
2018-10,FRPORT344,FR,RORO,32345750.2,167631557.29,3797122,7183355,16238,28.11,2.5897,METHANOL,1,1.7078,1,1,5,2.37,PORT_AUTHORITY_REPORT,2025-08-21
2018-11,ITPORT345,IT,TANKER,109949029.2,97745177.27,1899930,876957,19843,39.81,1.1729,LNG,0,1.813,1,1,51,32.03,EU_MRV_DATABASE,2024-04-11
2018-12,NLPORT346,NL,BULK_CARRIER,4901177.95,8660065.99,574345,665259,8096,62.06,2.0035,MGO,1,2.4667,0,1,38,48.87,CUSTOMS_ADMIN_DATA,2025-01-24
2019-01,SIPORT347,SI,CONTAINER,44958481.57,108464428.33,4699109,197377,19485,13.2,1.8437,VLSFO,1,0.6461,0,1,38,84.75,EMSA_PORT_STAT,2024-10-13
2019-02,BGPORT348,BG,OFFSHORE_SUPPORT,11005354.02,27316654.75,3739547,2263536,2861,37.52,1.6347,HFO_SCRUBBER,0,0.9136,0,1,19,60.54,PORT_AUTHORITY_REPORT,2025-12-04
2019-03,EEPORT349,EE,FERRY,53531708.29,262721991.99,550355,1007881,6878,46.38,0.9689,AMMONIA_PILOT,0,1.8026,0,1,31,42.2,EU_MRV_DATABASE,2024-11-02
2019-04,HUPORT350,HU,GENERAL_CARGO,94162084.5,276507563.16,3199645,1228964,13612,78.44,0.4634,METHANOL,1,1.8646,1,1,29,51.11,CUSTOMS_ADMIN_DATA,2025-02-22
2019-05,LUPORT001,LU,CRUISE,12040142.25,315989686.19,1205051,3974133,5018,23.25,2.2868,LNG,0,1.6064,0,0,0,31.04,EMSA_PORT_STAT,2024-12-13
2019-06,ROPORT002,RO,RORO,65990457.21,162551674.7,2446654,2716829,13221,73.52,1.7958,MGO,1,1.7105,1,1,43,40.41,PORT_AUTHORITY_REPORT,2025-06-21
2019-07,ATPORT003,AT,TANKER,69587702.56,36643697.58,2918648,865372,6908,21.02,1.8781,VLSFO,0,1.9397,0,0,58,32.3,EU_MRV_DATABASE,2024-07-11
2019-08,CZPORT004,CZ,BULK_CARRIER,64226681.38,335601017.68,3777375,546393,18240,69.48,1.7803,HFO_SCRUBBER,1,1.5262,1,1,35,17.76,CUSTOMS_ADMIN_DATA,2024-11-28
2019-09,DEPORT005,DE,CONTAINER,49843541.02,100773551.46,8900719,1667910,8590,70.69,2.3172,AMMONIA_PILOT,1,1.2764,1,0,36,0.65,EMSA_PORT_STAT,2025-11-24
2019-10,LVPORT006,LV,OFFSHORE_SUPPORT,35168237.97,230382189.88,538297,1115819,7000,35.16,0.3966,METHANOL,1,0.9367,1,0,9,1.84,PORT_AUTHORITY_REPORT,2024-09-07
2019-11,PLPORT007,PL,FERRY,102449187.95,70113695.59,463005,13210157,15666,5.23,1.1195,LNG,1,1.0526,0,1,24,1.15,EU_MRV_DATABASE,2025-06-15
2019-12,ESPORT008,ES,GENERAL_CARGO,86013991.7,224998672.69,278978,1433574,13784,43.59,1.2039,MGO,1,0.9417,0,1,9,59.48,CUSTOMS_ADMIN_DATA,2025-11-24
2020-01,HRPORT009,HR,CRUISE,81989330.16,27758107.02,377449,12475352,18425,79.28,1.1496,VLSFO,0,1.3825,1,1,2,54.58,EMSA_PORT_STAT,2024-09-15
2020-02,FIPORT010,FI,RORO,21896495.41,165611350.34,1624142,11153527,19331,64.73,1.8569,HFO_SCRUBBER,1,2.4412,0,0,26,16.72,PORT_AUTHORITY_REPORT,2025-02-23
2020-03,IEPORT011,IE,TANKER,94760195.19,183669550.97,2227187,366781,17461,60.03,1.8108,AMMONIA_PILOT,1,1.191,0,0,40,20.07,EU_MRV_DATABASE,2025-04-18
2020-04,MTPORT012,MT,BULK_CARRIER,98910362.28,125142845.13,2231330,534919,6824,24.67,0.5443,METHANOL,1,0.8177,0,1,17,43.78,CUSTOMS_ADMIN_DATA,2024-03-19
2020-05,SKPORT013,SK,CONTAINER,18769289.48,146325586.76,3444671,2052635,17691,76.8,2.1052,LNG,1,0.4988,1,1,34,64.01,EMSA_PORT_STAT,2024-10-19
2020-06,BEPORT014,BE,OFFSHORE_SUPPORT,76059593.44,15465808.23,1890636,464146,9887,92.99,2.288,MGO,1,2.2375,0,1,35,70.92,PORT_AUTHORITY_REPORT,2025-07-30
2020-07,DKPORT015,DK,FERRY,49744511.03,256518635.19,3819590,8093291,16164,8.19,1.332,VLSFO,1,1.5412,1,1,25,32.29,EU_MRV_DATABASE,2024-04-09
2020-08,GRPORT016,GR,GENERAL_CARGO,7451317.62,214027374.86,2966207,2038351,15588,6.86,1.6432,HFO_SCRUBBER,1,2.2454,1,1,31,5.63,CUSTOMS_ADMIN_DATA,2025-07-26
2020-09,LTPORT017,LT,CRUISE,90007387.9,223401908.2,2319852,5967755,1329,7.37,2.3482,AMMONIA_PILOT,0,1.7629,0,0,5,45.52,EMSA_PORT_STAT,2024-03-16
2020-10,PTPORT018,PT,RORO,51963216.3,3307866.68,885240,7081754,5482,16.43,0.422,METHANOL,1,1.9243,0,1,40,5.52,PORT_AUTHORITY_REPORT,2024-02-20
2020-11,SEPORT019,SE,TANKER,8686359.53,110708115.84,2255326,1273189,16375,77.57,2.795,LNG,1,1.3046,0,1,65,7.59,EU_MRV_DATABASE,2026-01-22
2020-12,CYPORT020,CY,BULK_CARRIER,7660741.99,57396964.98,1610256,790851,29901,32.88,1.5282,MGO,1,0.5358,0,1,12,63.31,CUSTOMS_ADMIN_DATA,2025-07-20
2021-01,FRPORT021,FR,CONTAINER,91542742.57,225674012.32,12520443,575769,14665,49.19,0.1651,VLSFO,0,0.8613,0,1,41,59.23,EMSA_PORT_STAT,2024-06-26
2021-02,ITPORT022,IT,OFFSHORE_SUPPORT,48076360.15,166683828.48,1536417,2092916,25334,13.33,1.4838,HFO_SCRUBBER,1,2.2623,1,0,10,6.21,PORT_AUTHORITY_REPORT,2025-01-03
2021-03,NLPORT023,NL,FERRY,85335053.14,51674405.9,497072,12745914,12099,56.25,2.1345,AMMONIA_PILOT,0,1.9796,1,1,43,51.86,EU_MRV_DATABASE,2024-02-24
2021-04,SIPORT024,SI,GENERAL_CARGO,63525539.27,79986486.48,1873300,1171855,19407,82.69,2.0041,METHANOL,1,1.4887,1,1,19,66.35,CUSTOMS_ADMIN_DATA,2025-05-04
2021-05,BGPORT025,BG,CRUISE,56656044.69,161729439.12,2480119,9497984,17910,18.83,0.5909,LNG,1,0.6219,0,1,22,24.41,EMSA_PORT_STAT,2025-04-03
2021-06,EEPORT026,EE,RORO,117631141.92,304720294.2,2255931,10809212,1844,48.79,0.807,MGO,1,1.5675,0,1,10,42.93,PORT_AUTHORITY_REPORT,2024-10-10
2021-07,HUPORT027,HU,TANKER,120651092.05,79004055.77,1528459,1654644,2299,40.73,1.5035,VLSFO,1,0.454,1,1,48,12.05,EU_MRV_DATABASE,2026-01-31
2021-08,LUPORT028,LU,BULK_CARRIER,92982277.31,113318980.78,3759626,100637,26728,54.56,1.9951,HFO_SCRUBBER,1,0.8818,1,1,1,57.43,CUSTOMS_ADMIN_DATA,2024-09-19
2021-09,ROPORT029,RO,CONTAINER,15977361.46,96877348.75,8518764,1671885,14165,92.78,1.3211,AMMONIA_PILOT,1,0.913,0,1,42,4.67,EMSA_PORT_STAT,2024-10-28
2021-10,ATPORT030,AT,OFFSHORE_SUPPORT,54744805.09,63247667.14,2886792,42784,11820,60.76,0.551,METHANOL,0,1.0799,0,0,58,42.01,PORT_AUTHORITY_REPORT,2026-02-03
2021-11,CZPORT031,CZ,FERRY,25336668.9,297197609.11,2054649,9712573,12574,26.17,0.4193,LNG,1,1.9336,1,0,5,23.11,EU_MRV_DATABASE,2024-01-05
2021-12,DEPORT032,DE,GENERAL_CARGO,5684081.89,88672522.8,2583921,1202559,18192,59.9,0.8174,MGO,1,1.7736,0,0,6,10.47,CUSTOMS_ADMIN_DATA,2025-09-11
2022-01,LVPORT033,LV,CRUISE,18888366.27,167015585.86,1525212,4012479,13231,50.89,1.972,VLSFO,1,2.0074,1,1,33,62.12,EMSA_PORT_STAT,2025-11-19
2022-02,PLPORT034,PL,RORO,60251138.02,213150877.41,808875,12691316,24506,53.72,2.1521,HFO_SCRUBBER,1,1.5934,1,0,31,55.32,PORT_AUTHORITY_REPORT,2025-07-24
2022-03,ESPORT035,ES,TANKER,47167431.85,85771990.5,2709564,46994,16703,24.12,2.2702,AMMONIA_PILOT,0,1.2102,0,1,37,9.33,EU_MRV_DATABASE,2024-05-03
2022-04,HRPORT036,HR,BULK_CARRIER,21641487.16,149363606.07,1506226,1969388,21018,19.98,1.3269,METHANOL,1,0.9388,0,1,34,9.21,CUSTOMS_ADMIN_DATA,2026-01-01
2022-05,FIPORT037,FI,CONTAINER,105495726.39,212699609.7,7737173,1211584,16805,21.53,2.7733,LNG,0,1.0422,1,0,31,85.66,EMSA_PORT_STAT,2024-09-08
2022-06,IEPORT038,IE,OFFSHORE_SUPPORT,59179384.46,60768655.18,2777820,473515,11182,8.73,1.8626,MGO,1,2.157,1,1,55,24.52,PORT_AUTHORITY_REPORT,2025-07-07
2022-07,MTPORT039,MT,FERRY,52810321.58,250341802.09,913574,7299618,26742,56.66,0.3006,VLSFO,1,1.7396,1,0,20,22.7,EU_MRV_DATABASE,2024-12-01
2022-08,SKPORT040,SK,GENERAL_CARGO,3151414.49,350028106.02,1488712,1432936,7758,30.4,1.0677,HFO_SCRUBBER,1,2.1465,0,0,14,39.15,CUSTOMS_ADMIN_DATA,2024-01-11
2022-09,BEPORT041,BE,CRUISE,50584919.24,274494568.59,2550764,3420874,11812,85.67,0.4263,AMMONIA_PILOT,1,1.4172,0,1,8,21.91,EMSA_PORT_STAT,2025-04-21
2022-10,DKPORT042,DK,RORO,21997811.95,136631540.72,3510885,6326633,23486,11.25,1.3897,METHANOL,1,1.3497,1,1,11,27.41,PORT_AUTHORITY_REPORT,2025-01-28
2022-11,GRPORT043,GR,TANKER,46777104.5,31480946.18,404506,1709870,4205,48.78,1.4724,LNG,1,0.7076,0,1,58,37.1,EU_MRV_DATABASE,2025-03-30
2022-12,LTPORT044,LT,BULK_CARRIER,17662799.04,74381394.97,785706,2391320,24805,79.26,2.622,MGO,1,1.666,1,1,9,8.25,CUSTOMS_ADMIN_DATA,2024-11-18
2023-01,PTPORT045,PT,CONTAINER,80649435.77,241844141.41,7003116,130441,21837,62.53,1.2596,VLSFO,0,0.5626,1,0,19,45.3,EMSA_PORT_STAT,2025-02-21
2023-02,SEPORT046,SE,OFFSHORE_SUPPORT,63526217.06,141271715.96,3686129,177090,7400,20.47,1.137,HFO_SCRUBBER,1,2.0762,0,0,11,33.91,PORT_AUTHORITY_REPORT,2025-05-24
2023-03,CYPORT047,CY,FERRY,44740568.41,211516036.46,1996889,11779302,4976,45.14,1.1462,AMMONIA_PILOT,1,0.4049,0,0,43,7.62,EU_MRV_DATABASE,2025-02-09
2023-04,FRPORT048,FR,GENERAL_CARGO,16113242.45,206926871.73,1182406,2061644,25667,64.72,1.4646,METHANOL,1,0.3626,0,1,15,53.84,CUSTOMS_ADMIN_DATA,2025-03-25
2023-05,ITPORT049,IT,CRUISE,23875806.21,337941408.85,1087452,11466609,15614,65.59,2.3652,LNG,0,0.7721,0,1,1,52.01,EMSA_PORT_STAT,2025-11-08
2023-06,NLPORT050,NL,RORO,69180881.01,177462663.54,1285651,8071766,18990,41.69,1.1182,MGO,1,0.7406,1,0,4,8.03,PORT_AUTHORITY_REPORT,2024-09-15
2023-07,SIPORT051,SI,TANKER,81800788.04,277706523.37,3332012,714420,27983,45.02,2.256,VLSFO,1,0.961,0,1,12,78.75,EU_MRV_DATABASE,2025-05-22
2023-08,BGPORT052,BG,BULK_CARRIER,16177895.56,40316919.2,257158,2359436,14131,92.72,0.7265,HFO_SCRUBBER,1,2.1719,1,1,43,5.01,CUSTOMS_ADMIN_DATA,2024-02-06
2023-09,EEPORT053,EE,CONTAINER,58810969.61,177684404.73,6248462,2299873,11001,14.26,2.0256,AMMONIA_PILOT,0,0.7497,1,1,26,27.46,EMSA_PORT_STAT,2024-11-29
2023-10,HUPORT054,HU,OFFSHORE_SUPPORT,21360601.66,124326509.2,1969336,62681,22311,78.31,1.2887,METHANOL,1,0.5054,0,0,13,29.64,PORT_AUTHORITY_REPORT,2025-02-26
2023-11,LUPORT055,LU,FERRY,64866098.19,247981429.12,2389138,6237624,7538,39.21,1.0899,LNG,1,0.4929,0,1,27,6.61,EU_MRV_DATABASE,2024-04-26
2023-12,ROPORT056,RO,GENERAL_CARGO,3060780.15,159272283.15,3587517,2145914,18323,45.46,0.1174,MGO,0,1.8651,0,0,31,54.71,CUSTOMS_ADMIN_DATA,2025-04-04
2024-01,ATPORT057,AT,CRUISE,69852933.73,241759020.51,3179370,12179069,17189,62.13,1.6146,VLSFO,1,1.5353,1,1,29,58.67,EMSA_PORT_STAT,2025-03-13
2024-02,CZPORT058,CZ,RORO,1129855.94,191950167.56,1346522,846904,8120,73.3,0.3692,HFO_SCRUBBER,0,0.4291,0,1,1,25.0,PORT_AUTHORITY_REPORT,2024-02-15
2024-03,DEPORT059,DE,TANKER,29298916.14,99305466.05,2611595,1974229,2346,62.74,0.1344,AMMONIA_PILOT,1,0.3214,0,1,47,48.82,EU_MRV_DATABASE,2026-02-03
2024-04,LVPORT060,LV,BULK_CARRIER,58430064.35,207731944.98,2437222,71767,19848,50.3,2.1349,METHANOL,1,0.4498,0,1,2,16.55,CUSTOMS_ADMIN_DATA,2024-06-03
2024-05,PLPORT061,PL,CONTAINER,71206114.89,111524015.53,1882109,1538626,16989,54.02,0.7709,LNG,1,0.3136,1,1,30,60.04,EMSA_PORT_STAT,2024-07-12
2024-06,ESPORT062,ES,OFFSHORE_SUPPORT,120138042.5,45374919.55,1863030,328874,19905,25.21,1.9229,MGO,0,0.5333,1,1,11,24.43,PORT_AUTHORITY_REPORT,2024-03-12
2024-07,HRPORT063,HR,FERRY,44825095.82,113290042.46,1863407,6913626,14156,82.62,1.0073,VLSFO,0,1.0226,0,0,27,5.28,EU_MRV_DATABASE,2025-03-24
2024-08,FIPORT064,FI,GENERAL_CARGO,79054762.84,339682520.41,3846858,1863579,18315,44.79,2.4311,HFO_SCRUBBER,1,1.742,0,0,22,33.04,CUSTOMS_ADMIN_DATA,2026-02-15
2024-09,IEPORT065,IE,CRUISE,31702288.88,65355129.87,2616793,1374440,30143,23.37,2.1872,AMMONIA_PILOT,1,0.3752,0,1,11,43.07,EMSA_PORT_STAT,2024-02-26
2024-10,MTPORT066,MT,RORO,63237311.14,201927643.84,1791078,13918733,8357,5.43,0.4421,METHANOL,1,0.998,1,1,1,52.57,PORT_AUTHORITY_REPORT,2024-07-21
2024-11,SKPORT067,SK,TANKER,114833087.87,93792739.95,1301372,483339,17687,90.49,1.8408,LNG,0,0.6576,0,1,50,23.09,EU_MRV_DATABASE,2024-06-30
2024-12,BEPORT068,BE,BULK_CARRIER,44420904.52,11513787.64,2434192,2013541,1724,28.15,1.8472,MGO,0,1.2589,0,0,4,53.5,CUSTOMS_ADMIN_DATA,2025-12-31
2025-01,DKPORT069,DK,CONTAINER,63017820.12,86676516.85,5540095,67491,7862,27.42,0.2078,VLSFO,1,1.8522,0,1,22,50.39,EMSA_PORT_STAT,2024-02-26
2025-02,GRPORT070,GR,OFFSHORE_SUPPORT,60347312.04,147842190.76,1609730,1554024,142,47.38,0.2351,HFO_SCRUBBER,1,1.9266,1,1,60,9.92,PORT_AUTHORITY_REPORT,2024-08-23
2025-03,LTPORT071,LT,FERRY,13817190.16,32032578.51,2107452,12040640,6503,17.25,0.8043,AMMONIA_PILOT,1,1.1872,0,0,41,24.99,EU_MRV_DATABASE,2024-10-21
2025-04,PTPORT072,PT,GENERAL_CARGO,36557933.05,238980001.75,1949211,620247,16686,9.02,2.3769,METHANOL,1,1.7807,1,1,23,75.41,CUSTOMS_ADMIN_DATA,2025-11-25
2025-05,SEPORT073,SE,CRUISE,35467082.06,128065373.19,648674,2633015,26054,22.03,1.514,LNG,1,0.663,1,1,22,77.04,EMSA_PORT_STAT,2024-11-25
2025-06,CYPORT074,CY,RORO,24868697.37,155445882.02,2054823,2633850,18831,9.94,2.6246,MGO,0,1.2402,0,0,20,15.93,PORT_AUTHORITY_REPORT,2025-08-30
2025-07,FRPORT075,FR,TANKER,88572817.1,68282287.71,2031070,307451,23425,40.64,2.1701,VLSFO,1,0.378,0,0,24,63.22,EU_MRV_DATABASE,2024-08-17
2025-08,ITPORT076,IT,BULK_CARRIER,92290570.92,250067210.82,2488343,1316744,21653,60.44,1.2345,HFO_SCRUBBER,1,0.4196,1,1,24,9.6,CUSTOMS_ADMIN_DATA,2024-01-26
2025-09,NLPORT077,NL,CONTAINER,21595353.37,106399138.66,13120254,723769,17370,43.91,1.2629,AMMONIA_PILOT,1,1.4606,1,1,40,38.0,EMSA_PORT_STAT,2024-03-22
2025-10,SIPORT078,SI,OFFSHORE_SUPPORT,42742454.96,70882444.36,3202343,1434636,27578,51.73,0.7778,METHANOL,1,0.6914,1,1,10,53.09,PORT_AUTHORITY_REPORT,2025-09-23
2025-11,BGPORT079,BG,FERRY,15102204.19,198691283.63,3181519,14589696,9437,46.6,1.0755,LNG,1,0.9174,0,1,30,37.44,EU_MRV_DATABASE,2025-04-26
2025-12,EEPORT080,EE,GENERAL_CARGO,48963306.22,262997230.09,2911683,850486,2763,21.94,0.7155,MGO,1,1.5908,0,1,37,56.7,CUSTOMS_ADMIN_DATA,2024-09-03
2026-01,HUPORT081,HU,CRUISE,88649336.78,37180776.21,2742298,1491320,11640,73.05,0.9455,VLSFO,1,2.1225,1,1,2,45.08,EMSA_PORT_STAT,2025-01-24
2026-02,LUPORT082,LU,RORO,81205931.22,158262434.83,2042901,8283368,6823,24.67,2.6896,HFO_SCRUBBER,1,0.5961,0,0,5,1.4,PORT_AUTHORITY_REPORT,2024-07-26
2026-03,ROPORT083,RO,TANKER,17470627.7,242557327.86,742181,1881044,16012,43.85,2.3632,AMMONIA_PILOT,1,1.9878,0,0,36,30.26,EU_MRV_DATABASE,2025-12-20
2026-04,ATPORT084,AT,BULK_CARRIER,41497268.21,143112331.71,3536731,772920,10331,55.47,0.8334,METHANOL,1,1.7917,1,1,8,47.67,CUSTOMS_ADMIN_DATA,2025-06-06
2026-05,CZPORT085,CZ,CONTAINER,103539441.11,142367270.68,3717921,957098,12287,81.77,2.0555,LNG,0,0.6975,0,1,39,9.72,EMSA_PORT_STAT,2025-04-04
2026-06,DEPORT086,DE,OFFSHORE_SUPPORT,91589830.13,234811188.95,357036,1376425,16452,68.2,1.6887,MGO,1,1.9376,0,0,18,53.01,PORT_AUTHORITY_REPORT,2025-05-01
2026-07,LVPORT087,LV,FERRY,22644622.77,131380807.34,1301527,12185395,5359,47.29,2.7524,VLSFO,1,0.6515,0,1,3,44.8,EU_MRV_DATABASE,2024-05-10
2026-08,PLPORT088,PL,GENERAL_CARGO,50564908.79,190371462.13,255533,228020,23421,47.31,1.4868,HFO_SCRUBBER,1,2.3874,0,0,25,33.95,CUSTOMS_ADMIN_DATA,2024-05-14
2026-09,ESPORT089,ES,CRUISE,46320629.89,161773374.98,2278679,13442167,29568,17.51,1.7929,AMMONIA_PILOT,1,1.1765,0,1,10,67.45,EMSA_PORT_STAT,2025-10-16
2026-10,HRPORT090,HR,RORO,81381158.28,91246036.19,1340249,1808496,15885,57.43,2.1984,METHANOL,1,0.5167,0,1,10,9.98,PORT_AUTHORITY_REPORT,2024-10-06
2026-11,FIPORT091,FI,TANKER,83754455.27,341083965.12,3443256,1456308,16279,83.14,2.0884,LNG,0,1.9526,1,1,43,20.81,EU_MRV_DATABASE,2024-02-12
2026-12,IEPORT092,IE,BULK_CARRIER,102133033.24,17630725.79,3739158,2252901,13306,92.01,1.9118,MGO,0,2.3849,1,1,14,71.23,CUSTOMS_ADMIN_DATA,2024-01-13
2016-01,MTPORT093,MT,CONTAINER,96598948.84,3756327.22,4731858,588348,12988,89.89,0.3201,VLSFO,0,1.6953,0,1,35,24.85,EMSA_PORT_STAT,2025-10-25
2016-02,SKPORT094,SK,OFFSHORE_SUPPORT,98180374.94,36142431.35,2189358,2238691,20923,74.4,1.4857,HFO_SCRUBBER,1,1.9012,0,1,33,2.48,PORT_AUTHORITY_REPORT,2024-11-19
2016-03,BEPORT095,BE,FERRY,57778857.23,194752186.38,2927687,6899353,2516,34.65,0.4189,AMMONIA_PILOT,1,1.1523,0,1,42,26.09,EU_MRV_DATABASE,2025-03-31
2016-04,DKPORT096,DK,GENERAL_CARGO,67270549.33,212965000.55,2410259,477043,14333,55.05,0.196,METHANOL,1,0.4007,0,1,30,57.45,CUSTOMS_ADMIN_DATA,2025-04-22
2016-05,GRPORT097,GR,CRUISE,33523140.74,25330197.92,866278,7605767,9625,63.95,2.11,LNG,1,1.3779,0,1,31,9.73,EMSA_PORT_STAT,2024-05-28
2016-06,LTPORT098,LT,RORO,82296993.09,173363264.48,2629839,12110416,19666,27.01,1.0338,MGO,1,0.9693,0,0,24,22.64,PORT_AUTHORITY_REPORT,2025-01-26
2016-07,PTPORT099,PT,TANKER,6772380.17,181157492.86,2426948,670810,116,57.4,1.6779,VLSFO,1,1.6806,0,1,21,37.49,EU_MRV_DATABASE,2024-01-16
2016-08,SEPORT100,SE,BULK_CARRIER,102290777.18,75391777.69,3287543,1151212,21003,65.99,2.1338,HFO_SCRUBBER,1,0.5445,0,0,6,8.43,CUSTOMS_ADMIN_DATA,2025-11-01
2016-09,CYPORT101,CY,CONTAINER,60661800.0,84815816.2,11809312,1748835,15958,13.31,0.3882,AMMONIA_PILOT,1,1.6366,0,1,6,12.12,EMSA_PORT_STAT,2024-06-28
2016-10,FRPORT102,FR,OFFSHORE_SUPPORT,69884310.76,301756590.52,1058423,1067982,27084,37.58,2.3133,METHANOL,1,1.3857,0,1,2,85.13,PORT_AUTHORITY_REPORT,2024-12-05
2016-11,ITPORT103,IT,FERRY,76387179.08,177272604.72,1577084,7948244,6008,4.3,0.3843,LNG,1,2.0363,0,0,6,47.73,EU_MRV_DATABASE,2024-07-04
2016-12,NLPORT104,NL,GENERAL_CARGO,90151680.74,56724128.18,1838249,112375,5552,23.46,2.6172,MGO,1,1.8749,1,1,22,23.92,CUSTOMS_ADMIN_DATA,2024-08-05
2017-01,SIPORT105,SI,CRUISE,64999021.91,6125835.12,1613252,14112313,4470,34.81,2.7178,VLSFO,1,0.5198,0,1,16,72.21,EMSA_PORT_STAT,2026-02-16
2017-02,BGPORT106,BG,RORO,57254401.33,189899356.76,810269,13901474,442,3.86,1.8108,HFO_SCRUBBER,1,1.4712,1,1,24,38.67,PORT_AUTHORITY_REPORT,2024-06-09
2017-03,EEPORT107,EE,TANKER,78396668.29,127740814.75,1478677,1745771,14466,10.12,0.2023,AMMONIA_PILOT,1,0.7517,0,1,17,23.04,EU_MRV_DATABASE,2024-09-10
2017-04,HUPORT108,HU,BULK_CARRIER,99368713.58,140563023.63,2109025,852696,14753,37.98,1.7995,METHANOL,1,1.3033,0,0,19,5.36,CUSTOMS_ADMIN_DATA,2025-08-17
2017-05,LUPORT109,LU,CONTAINER,31838048.08,124178138.2,13219584,379211,12245,46.37,1.6106,LNG,0,0.6557,0,0,22,13.77,EMSA_PORT_STAT,2024-02-07
2017-06,ROPORT110,RO,OFFSHORE_SUPPORT,65360421.93,18253466.86,3226165,1003902,14446,49.91,2.3345,MGO,0,1.1774,0,1,18,41.88,PORT_AUTHORITY_REPORT,2025-12-07
2017-07,ATPORT111,AT,FERRY,10638028.56,132884507.67,1350294,4722065,17172,48.82,1.1506,VLSFO,1,0.7827,0,1,13,59.36,EU_MRV_DATABASE,2025-09-06
2017-08,CZPORT112,CZ,GENERAL_CARGO,56938553.7,72023476.26,2317084,126093,2917,61.91,0.622,HFO_SCRUBBER,1,0.7235,0,1,15,19.4,CUSTOMS_ADMIN_DATA,2024-10-12
2017-09,DEPORT113,DE,CRUISE,60271776.3,321073360.56,328420,12698809,20829,56.11,2.7478,AMMONIA_PILOT,0,0.6966,0,1,33,67.05,EMSA_PORT_STAT,2024-10-21
2017-10,LVPORT114,LV,RORO,86236312.19,54327437.79,1298112,980897,12654,46.9,1.2141,METHANOL,0,1.3489,0,1,13,44.31,PORT_AUTHORITY_REPORT,2025-01-21
2017-11,PLPORT115,PL,TANKER,24532201.04,88964447.54,1328214,71524,18869,36.21,1.8366,LNG,1,1.0747,1,0,0,75.21,EU_MRV_DATABASE,2025-12-01
2017-12,ESPORT116,ES,BULK_CARRIER,50039812.69,16416297.18,1253543,1517059,22846,78.86,1.2879,MGO,1,2.4144,0,1,2,27.11,CUSTOMS_ADMIN_DATA,2025-02-06
2018-01,HRPORT117,HR,CONTAINER,75095663.71,149235052.26,6376036,1983965,15761,79.47,1.2218,VLSFO,1,1.908,0,1,5,11.86,EMSA_PORT_STAT,2024-05-29
2018-02,FIPORT118,FI,OFFSHORE_SUPPORT,66704987.07,46790022.44,1635017,1841251,7446,33.08,0.9251,HFO_SCRUBBER,0,0.4388,0,1,57,15.4,PORT_AUTHORITY_REPORT,2025-05-05
2018-03,IEPORT119,IE,FERRY,1289391.48,85955689.94,3050011,12850131,8264,47.59,2.3235,AMMONIA_PILOT,1,0.6694,1,1,16,47.53,EU_MRV_DATABASE,2024-12-23
2018-04,MTPORT120,MT,GENERAL_CARGO,11747830.47,137196546.74,969720,1406895,11711,79.33,2.5974,METHANOL,1,1.8836,0,1,17,19.35,CUSTOMS_ADMIN_DATA,2024-12-29
2018-05,SKPORT121,SK,CRUISE,72185497.34,24979849.81,2050199,11426103,15185,74.49,1.7982,LNG,1,1.0979,0,1,18,45.12,EMSA_PORT_STAT,2025-02-05
2018-06,BEPORT122,BE,RORO,68387732.18,18604409.82,529553,1611842,3354,13.28,0.5022,MGO,1,2.169,0,1,36,34.56,PORT_AUTHORITY_REPORT,2026-01-17
2018-07,DKPORT123,DK,TANKER,72152928.08,65288082.22,805468,671734,18496,24.72,1.913,VLSFO,1,1.0924,0,1,3,43.47,EU_MRV_DATABASE,2025-03-07
2018-08,GRPORT124,GR,BULK_CARRIER,75785187.08,31563357.3,2965602,120580,1153,18.2,2.2409,HFO_SCRUBBER,1,1.728,0,1,13,71.38,CUSTOMS_ADMIN_DATA,2025-02-13
2018-09,LTPORT125,LT,CONTAINER,95611867.84,77951901.66,3961857,608732,21868,36.11,2.5427,AMMONIA_PILOT,1,0.6343,0,1,42,37.18,EMSA_PORT_STAT,2024-06-29
2018-10,PTPORT126,PT,OFFSHORE_SUPPORT,30417115.36,297874638.62,1748639,1829085,15544,26.87,2.1342,METHANOL,1,1.344,0,1,35,56.28,PORT_AUTHORITY_REPORT,2024-07-18
2018-11,SEPORT127,SE,FERRY,68685519.93,214557488.15,698530,7315844,9406,58.31,2.6282,LNG,1,1.6655,1,1,5,60.75,EU_MRV_DATABASE,2024-10-07
2018-12,CYPORT128,CY,GENERAL_CARGO,92400108.76,148427920.28,646340,2082926,18640,71.37,2.5333,MGO,0,1.8343,1,1,23,67.74,CUSTOMS_ADMIN_DATA,2025-02-24
