tech_broadband_reference_year,tech_broadband_country_iso2,tech_broadband_region_nuts_code,tech_broadband_technology_type_code,tech_broadband_households_covered_pct,tech_broadband_households_subscribed_pct,tech_broadband_download_speed_mbps_median,tech_broadband_upload_speed_mbps_median,tech_broadband_latency_ms_median,tech_broadband_5g_coverage_pct,tech_broadband_fiber_coverage_pct,tech_broadband_rural_coverage_gap_pp,tech_broadband_affordability_index,tech_broadband_price_eur_per_month_median,tech_broadband_outage_minutes_avg,tech_broadband_net_neutrality_complaints_count,tech_broadband_public_subsidy_program_code,tech_broadband_infrastructure_investment_eur,tech_broadband_desi_component_score,tech_broadband_data_extract_date
2023,DK,IT106,DSL,82.06,37.11,29.11,8.92,51.59,22.59,18.11,40.24,72.37,75.42,167.23,33,NATIONAL_RURAL_FIBER,15487958.39,57.47,2025-03-01
2024,GR,CZ1,DSL,48.46,28.53,40.8,7.15,35.56,18.37,57.62,48.47,88.84,26.01,273.52,43,ERDF_CONNECT,236710555.5,65.15,2025-11-01
2025,LT,IE9,DSL,51.8,47.41,49.19,13.86,49.36,36.12,46.48,12.13,69.9,49.92,403.78,36,RRF_BROADBAND,204721408.17,52.23,2025-06-25
2026,PT,RO18,DSL,83.91,59.22,40.73,1.93,43.46,24.02,13.03,54.66,53.97,35.14,366.84,43,CEF2_DIGITAL,17533525.61,59.17,2025-04-20
2014,SE,BG115,DSL,71.4,58.41,22.75,3.68,34.37,23.42,69.77,28.52,69.46,40.94,415.62,59,NONE,63478519.46,29.74,2025-06-25
2015,CY,DE63,DSL,74.24,47.19,11.49,2.56,30.83,16.81,40.17,53.0,57.14,79.57,229.28,88,STATE_AID_GBER,283142395.51,41.58,2024-04-04
2016,FR,NL673,DSL,59.86,41.3,41.35,2.63,27.63,16.36,10.5,37.95,68.53,76.71,142.09,49,NATIONAL_RURAL_FIBER,291523267.77,48.6,2024-10-03
2017,IT,ES17,DSL,81.78,51.23,48.38,9.78,45.49,59.74,13.98,46.8,58.3,72.08,394.57,9,ERDF_CONNECT,211394186.58,29.77,2025-11-19
2018,NL,BG996,DSL,68.18,30.31,32.82,6.54,39.25,11.2,43.56,37.37,86.07,21.09,367.13,13,RRF_BROADBAND,351561941.18,72.29,2025-04-25
2019,SI,PL60,DSL,82.62,66.82,42.98,9.76,40.84,70.39,18.4,54.07,80.76,33.81,319.13,3,CEF2_DIGITAL,162935028.29,29.78,2025-05-06
2020,BG,LU771,DSL,46.54,18.51,53.96,6.05,18.67,81.15,21.86,10.74,81.39,23.46,135.92,12,NONE,163241822.59,65.43,2024-07-29
2021,EE,HU554,DSL,81.28,33.19,44.05,5.15,42.28,56.59,20.21,43.23,84.81,32.38,308.05,28,STATE_AID_GBER,95325355.63,25.47,2025-12-27
2022,HU,SK77,DSL,61.14,39.43,47.62,6.46,52.88,34.27,74.33,20.2,47.13,23.97,263.57,25,NATIONAL_RURAL_FIBER,166411973.8,81.49,2024-01-29
2023,LU,IT87,DSL,70.61,24.91,15.32,12.84,30.59,22.55,12.3,21.13,62.4,21.12,291.25,18,ERDF_CONNECT,88903943.94,22.52,2025-09-20
2024,RO,EE79,DSL,79.03,38.27,37.76,13.3,38.98,79.79,31.66,24.61,50.88,68.0,178.86,17,RRF_BROADBAND,53490899.77,55.47,2024-01-06
2025,AT,PT913,DSL,45.92,19.42,11.16,4.35,48.89,79.52,11.17,11.81,47.29,37.26,145.83,13,CEF2_DIGITAL,15534816.78,50.98,2025-04-22
2026,CZ,ES68,DSL,78.37,70.41,48.97,3.59,33.01,59.79,36.12,27.05,46.89,78.68,268.35,15,NONE,329555486.44,50.63,2025-10-19
2014,DE,DK55,DSL,49.92,26.87,23.46,12.38,38.53,14.99,27.16,17.15,49.14,55.7,212.92,14,STATE_AID_GBER,290367910.9,20.83,2024-12-05
2015,LV,LU752,DSL,43.29,29.78,11.14,8.95,53.9,32.09,10.99,31.3,79.83,78.63,311.24,45,NATIONAL_RURAL_FIBER,204809694.13,30.44,2025-05-23
2016,PL,DE2,DSL,64.41,33.06,39.81,12.66,42.37,16.83,69.69,26.01,64.28,79.51,55.35,19,ERDF_CONNECT,156092117.34,66.8,2024-05-03
2017,ES,RO896,DSL,49.94,38.32,44.11,10.43,44.55,46.23,65.57,34.38,47.61,70.82,112.19,65,RRF_BROADBAND,105667740.33,79.55,2024-04-21
2018,HR,SI941,DSL,64.97,45.94,49.32,4.46,54.34,65.52,15.57,17.49,90.03,72.18,287.64,24,CEF2_DIGITAL,244929996.92,33.27,2024-03-31
2019,FI,CY81,DSL,81.78,72.47,36.18,14.06,38.86,35.84,7.13,33.76,88.5,73.93,89.83,18,NONE,189261209.26,80.9,2024-05-25
2020,IE,DE396,DSL,63.69,28.23,48.85,5.78,31.45,42.65,55.49,20.24,57.88,41.63,22.4,22,STATE_AID_GBER,378052995.09,20.73,2024-11-27
2021,MT,LV304,DSL,43.41,29.12,21.42,13.05,51.52,74.33,32.83,48.45,56.61,78.12,416.18,64,NATIONAL_RURAL_FIBER,359402878.89,23.7,2025-07-31
2022,SK,FI60,DSL,70.14,45.56,20.71,6.41,18.38,50.23,45.24,24.32,61.35,84.15,170.53,26,ERDF_CONNECT,151115166.56,65.81,2025-12-17
2023,BE,LV9,DSL,56.08,48.31,28.21,5.76,39.1,14.73,32.49,6.43,56.96,39.54,167.87,22,RRF_BROADBAND,142358488.31,78.03,2025-11-07
2024,DK,HU6,DSL,47.6,30.56,37.55,9.78,53.35,47.89,74.27,54.09,67.09,80.47,356.75,28,CEF2_DIGITAL,146601536.06,20.26,2024-11-19
2025,GR,IE90,DSL,53.61,24.97,46.3,10.25,49.19,95.29,43.84,17.81,53.44,21.93,127.06,44,NONE,407109791.94,46.99,2025-11-13
2026,LT,ES625,DSL,39.61,21.3,11.2,10.46,37.39,35.84,35.98,17.78,62.76,18.11,189.43,29,STATE_AID_GBER,188862095.9,51.47,2025-11-13
2014,PT,FI756,DSL,76.84,41.08,22.95,5.73,39.28,40.89,46.65,18.34,95.38,18.43,159.7,25,NATIONAL_RURAL_FIBER,336673667.95,73.31,2024-07-05
2015,SE,MT228,DSL,39.3,20.74,18.58,13.07,24.25,18.13,63.23,26.87,89.2,61.48,406.21,60,ERDF_CONNECT,265359575.68,79.96,2025-09-06
2016,CY,IE31,DSL,36.36,22.42,30.84,8.95,44.44,58.17,69.23,24.31,92.11,41.53,318.87,30,RRF_BROADBAND,180267216.56,42.62,2024-08-05
2017,FR,HR471,DSL,76.67,47.13,36.81,11.68,42.29,68.45,24.32,28.44,47.21,64.69,104.1,40,CEF2_DIGITAL,182091797.45,58.33,2025-12-28
2018,IT,CZ330,DSL,57.7,26.25,13.31,11.34,31.59,89.17,27.66,50.64,72.87,32.86,193.89,29,NONE,246615872.12,46.41,2024-12-29
2019,NL,DK494,DSL,53.53,45.87,22.86,3.9,39.05,92.56,8.98,17.73,86.77,46.26,304.59,30,STATE_AID_GBER,110529365.45,52.78,2024-07-08
2020,SI,BG129,DSL,74.56,40.25,55.0,9.45,35.72,84.78,73.73,6.95,83.27,60.78,300.39,37,NATIONAL_RURAL_FIBER,142594585.49,55.33,2024-06-28
2021,BG,SE850,DSL,64.79,30.22,38.43,7.35,37.97,17.03,24.15,18.12,41.68,36.73,106.48,34,ERDF_CONNECT,217973223.34,46.21,2025-09-20
2022,EE,ES104,DSL,63.33,44.36,35.79,13.84,25.6,89.47,13.19,33.98,50.24,46.63,56.86,31,RRF_BROADBAND,210391488.05,71.52,2024-05-27
2023,HU,CZ83,DSL,69.85,38.14,29.23,6.75,44.74,86.67,72.63,48.45,58.81,32.73,26.24,36,CEF2_DIGITAL,145754055.77,50.47,2026-01-26
2024,LU,CZ269,DSL,76.42,59.19,39.56,9.13,30.23,50.21,8.22,9.71,61.24,32.0,211.86,37,NONE,80002959.83,49.35,2024-06-27
2025,RO,HR495,DSL,82.61,66.84,46.95,3.05,41.93,32.12,50.1,22.0,95.63,77.57,223.33,43,STATE_AID_GBER,138558903.42,39.87,2025-08-09
2026,AT,FI4,DSL,37.19,28.22,30.71,2.7,18.26,13.38,46.33,10.01,78.63,56.52,337.37,41,NATIONAL_RURAL_FIBER,377880829.47,69.71,2024-02-27
2014,CZ,SK364,DSL,41.56,29.51,49.9,11.96,21.22,35.82,73.97,9.47,45.54,43.58,126.7,41,ERDF_CONNECT,82997756.24,71.85,2025-09-25
2015,DE,ES6,DSL,38.59,17.78,23.94,3.22,27.92,94.53,33.16,12.43,88.9,44.0,204.47,80,RRF_BROADBAND,17476211.02,47.66,2024-10-06
2016,LV,LT2,DSL,63.51,56.47,39.29,14.04,21.26,88.02,35.94,40.71,85.06,27.13,328.54,65,CEF2_DIGITAL,79783360.73,68.62,2025-07-12
2017,PL,LV70,DSL,54.33,42.21,43.95,13.28,31.33,62.49,72.91,51.93,80.76,55.1,159.26,67,NONE,77278506.81,78.28,2025-05-16
2018,ES,IT371,DSL,76.94,61.65,15.97,1.75,22.53,76.22,17.22,33.28,85.08,46.33,327.93,5,STATE_AID_GBER,255736754.54,68.36,2024-04-16
2019,HR,GR35,DSL,65.52,26.85,44.74,5.52,33.54,36.7,72.31,53.58,82.88,84.85,419.9,4,NATIONAL_RURAL_FIBER,7072498.84,21.41,2024-08-26
2020,FI,CZ326,DSL,71.73,26.04,54.84,3.3,37.4,39.9,59.24,45.56,77.66,83.77,387.42,2,ERDF_CONNECT,80378276.74,53.32,2025-05-17
2021,IE,SK36,DSL,62.8,45.61,49.14,4.97,38.29,78.01,23.89,49.37,67.87,64.79,294.27,9,RRF_BROADBAND,97347760.57,32.45,2024-04-22
2022,MT,LT320,DSL,54.24,39.38,36.34,12.43,27.16,21.8,62.65,51.75,75.8,77.14,36.23,6,CEF2_DIGITAL,25102650.91,48.52,2024-08-08
2023,SK,GR6,DSL,79.79,56.74,35.21,2.76,49.69,55.14,61.94,54.1,83.81,31.64,88.38,11,NONE,119925646.78,65.13,2025-03-03
2024,BE,DE904,DSL,45.08,31.1,12.55,7.18,51.17,36.04,34.54,35.23,72.73,18.06,331.1,33,STATE_AID_GBER,229813204.3,27.37,2025-02-16
2025,DK,NL7,DSL,53.88,24.88,53.1,4.52,49.78,22.3,21.85,21.18,60.7,64.38,144.14,14,NATIONAL_RURAL_FIBER,124852080.61,32.93,2025-04-02
2026,GR,HR147,DSL,70.22,34.87,40.13,14.44,34.96,29.55,32.4,35.5,46.73,39.56,301.47,19,ERDF_CONNECT,216448815.94,68.25,2025-02-11
2014,LT,SI52,DSL,77.61,28.93,10.53,13.53,19.29,76.52,25.4,25.96,61.59,62.68,93.84,14,RRF_BROADBAND,410644927.62,25.47,2025-09-26
2015,PT,IE407,DSL,44.04,18.5,15.11,10.79,46.94,75.49,37.12,23.78,85.01,40.24,411.94,19,CEF2_DIGITAL,97314260.82,39.47,2024-01-30
2016,SE,HR27,DSL,46.85,23.04,14.43,13.96,19.76,27.13,61.35,47.26,69.44,38.55,356.73,20,NONE,198056764.31,22.92,2024-11-27
2017,CY,CY180,DSL,84.63,77.57,28.23,14.47,46.96,93.88,54.84,8.27,58.87,76.58,22.97,18,STATE_AID_GBER,210080756.39,58.25,2025-12-26
2018,FR,AT60,DSL,57.43,30.44,34.27,6.24,28.21,39.38,16.26,43.41,55.16,20.36,266.25,13,NATIONAL_RURAL_FIBER,135873414.82,60.85,2025-05-05
2019,IT,SK51,DSL,67.24,47.47,25.85,5.38,42.03,60.58,39.59,13.66,48.04,52.2,408.21,24,ERDF_CONNECT,296258456.71,66.4,2025-02-17
2020,NL,SI72,DSL,62.15,44.71,26.7,14.71,19.77,24.64,10.12,15.67,64.05,28.23,65.74,17,RRF_BROADBAND,152561478.02,44.28,2025-03-14
2021,SI,MT908,DSL,47.74,35.79,41.96,10.93,25.42,12.25,44.79,46.04,47.4,56.09,204.04,49,CEF2_DIGITAL,268603483.09,23.61,2025-11-06
2022,BG,LU9,DSL,44.05,23.1,32.61,13.75,19.41,86.78,66.29,19.26,91.36,82.15,200.38,17,NONE,163300340.79,54.32,2024-10-03
2023,EE,IE70,DSL,42.01,31.31,51.93,6.87,33.53,50.41,54.64,18.38,61.37,40.79,254.82,28,STATE_AID_GBER,89084221.85,36.53,2025-12-13
2024,HU,SI29,DSL,80.41,73.5,28.8,11.35,25.5,81.19,68.13,14.43,49.52,80.48,208.13,27,NATIONAL_RURAL_FIBER,124490584.42,71.88,2025-01-17
2025,LU,EE122,DSL,70.11,45.58,30.66,8.57,28.27,57.3,58.27,34.48,65.02,20.63,359.63,23,ERDF_CONNECT,24105879.26,35.25,2025-01-01
2026,RO,IT723,DSL,66.56,33.33,46.26,3.81,20.18,43.93,44.52,37.58,47.5,81.34,267.71,24,RRF_BROADBAND,111818186.38,21.56,2024-06-07
2014,AT,ES813,DSL,77.04,62.35,38.05,4.44,20.45,71.71,47.13,7.93,67.79,77.0,46.26,77,CEF2_DIGITAL,147681787.69,22.23,2025-06-29
2015,CZ,LV577,DSL,74.73,47.04,11.1,14.52,48.59,85.86,8.01,47.2,59.45,73.67,51.83,24,NONE,13292895.79,22.25,2024-09-26
2016,DE,MT40,DSL,66.86,45.39,48.78,12.88,39.01,97.71,33.55,17.91,51.77,63.06,34.2,29,STATE_AID_GBER,83379485.64,26.83,2025-12-15
2017,LV,GR93,DSL,55.09,45.44,31.44,5.56,47.0,49.85,64.83,49.61,83.56,63.39,368.66,32,NATIONAL_RURAL_FIBER,381859680.3,48.72,2024-05-18
2018,PL,HR7,DSL,57.1,21.24,20.31,6.18,46.89,84.78,73.27,22.21,66.81,62.15,326.33,38,ERDF_CONNECT,95773787.83,25.18,2025-07-07
2019,ES,AT113,DSL,56.88,22.14,50.93,1.68,40.0,74.88,62.51,53.48,69.44,81.24,222.2,79,RRF_BROADBAND,133276550.15,51.85,2025-07-16
2020,HR,GR4,DSL,79.15,33.88,52.08,5.42,34.83,46.27,25.74,53.18,65.49,37.42,375.83,62,CEF2_DIGITAL,236461066.16,36.29,2024-09-19
2021,FI,GR509,DSL,50.58,23.63,17.03,2.9,21.75,55.38,19.93,17.44,86.83,43.23,221.67,38,NONE,172390243.36,81.2,2025-06-13
2022,IE,LV1,DSL,67.15,43.09,37.78,13.2,28.31,76.39,44.17,45.77,41.74,36.81,352.76,42,STATE_AID_GBER,39098614.57,73.02,2026-01-11
2023,MT,SE153,DSL,62.65,31.71,25.56,8.92,41.57,58.94,44.6,41.27,91.46,24.09,64.57,35,NATIONAL_RURAL_FIBER,227705109.71,64.12,2025-03-11
2024,SK,NL6,DSL,70.98,41.43,18.15,7.6,19.97,17.47,24.54,35.21,97.52,34.0,214.91,65,ERDF_CONNECT,361337061.94,79.32,2026-02-06
2025,BE,CZ460,DSL,79.82,43.88,54.28,3.27,42.92,10.75,54.97,7.72,91.44,79.2,185.84,36,RRF_BROADBAND,329928953.6,64.73,2025-06-18
2026,DK,LV166,DSL,62.32,26.64,24.29,11.76,39.3,15.4,30.74,54.42,41.09,52.21,347.71,41,CEF2_DIGITAL,102436870.07,83.78,2025-05-08
2014,GR,SI71,DSL,62.4,31.25,41.24,2.35,23.16,26.74,40.4,6.93,83.65,29.57,345.5,42,NONE,87284496.44,69.74,2025-04-06
2015,LT,CZ91,DSL,54.96,21.03,22.2,9.3,24.8,47.26,52.66,24.09,56.69,39.92,74.67,67,STATE_AID_GBER,79004808.0,57.4,2024-03-01
2016,PT,CY54,DSL,51.52,35.98,50.72,9.04,43.53,28.05,66.92,21.74,66.12,49.51,277.59,46,NATIONAL_RURAL_FIBER,128788751.78,21.86,2024-06-30
2017,SE,SE3,DSL,58.48,38.73,15.62,4.86,47.92,43.19,43.92,6.79,70.61,79.81,56.04,50,ERDF_CONNECT,69989260.09,57.51,2026-01-03
2018,CY,SK714,DSL,72.81,44.56,25.31,2.52,26.89,31.32,33.37,40.51,43.71,54.45,270.45,40,RRF_BROADBAND,88753309.73,64.37,2025-04-27
2019,FR,IE15,DSL,84.89,51.2,23.43,14.98,52.4,38.57,15.52,15.23,54.71,29.53,327.18,10,CEF2_DIGITAL,150913421.51,33.66,2025-12-25
2020,IT,SI291,DSL,82.99,51.96,50.13,10.55,20.73,70.73,34.7,34.87,70.82,65.96,163.63,57,NONE,83969434.42,63.24,2026-01-28
2021,NL,ES89,DSL,40.81,29.08,36.4,7.96,50.7,86.71,59.72,46.41,40.33,57.33,402.75,11,STATE_AID_GBER,196169655.36,76.08,2024-06-05
2022,SI,EE156,DSL,39.6,23.64,46.07,2.26,37.36,28.08,23.62,43.54,80.07,59.46,340.9,5,NATIONAL_RURAL_FIBER,16938060.84,39.04,2024-08-26
2023,BG,RO49,DSL,78.02,56.87,49.0,5.23,45.3,44.22,37.25,33.45,42.09,25.59,144.01,14,ERDF_CONNECT,5130724.59,72.75,2024-07-26
2024,EE,LT3,DSL,59.49,24.91,24.28,12.01,30.9,78.55,41.54,36.01,68.47,46.22,39.45,34,RRF_BROADBAND,22597011.47,41.15,2025-09-03
2025,HU,SI16,DSL,61.22,50.38,53.18,9.9,28.12,61.07,5.16,42.73,58.93,74.96,372.18,15,CEF2_DIGITAL,90884796.8,30.84,2024-04-04
2026,LU,BG73,DSL,61.68,55.7,50.36,9.79,44.05,19.7,62.25,42.06,84.49,20.43,283.26,67,NONE,1729078.37,71.02,2025-12-16
2014,RO,IT998,DSL,58.61,44.82,18.74,13.45,28.09,62.1,49.08,30.24,75.41,58.84,391.05,27,STATE_AID_GBER,26849072.07,52.49,2025-06-30
2015,AT,ES414,DSL,35.14,14.25,51.19,10.3,19.26,63.39,7.06,32.22,72.02,62.9,331.78,12,NATIONAL_RURAL_FIBER,103224072.06,73.3,2025-09-07
2016,CZ,SK197,DSL,83.31,43.9,16.36,2.49,25.01,85.0,71.23,7.59,77.45,52.04,257.76,20,ERDF_CONNECT,228794589.43,41.68,2024-12-30
2017,DE,HU48,DSL,78.89,62.68,54.85,9.13,21.71,10.34,12.39,25.46,53.59,54.29,77.32,23,RRF_BROADBAND,173501431.89,83.57,2024-09-22
2018,LV,SK71,DSL,56.33,41.67,12.81,10.25,38.82,64.21,51.26,34.45,69.61,73.84,411.83,15,CEF2_DIGITAL,39499677.46,29.22,2024-11-12
2019,PL,LT14,DSL,36.96,20.83,53.72,8.27,26.88,50.59,48.24,10.92,90.52,74.38,220.4,15,NONE,108373666.78,82.4,2025-05-05
2020,ES,SK87,DSL,83.66,36.17,24.6,12.92,26.7,21.32,69.41,9.59,53.07,81.51,53.48,20,STATE_AID_GBER,28588026.35,60.77,2025-01-05
2021,HR,IT84,DSL,68.52,43.37,51.44,6.61,50.89,76.92,70.06,18.47,76.81,18.12,12.18,21,NATIONAL_RURAL_FIBER,386130284.68,61.04,2024-03-15
2022,FI,ES1,DSL,67.2,53.14,39.62,10.13,53.34,37.5,51.11,28.77,83.97,40.87,46.43,21,ERDF_CONNECT,297402854.47,73.33,2026-01-02
2023,IE,GR29,DSL,45.57,27.45,25.7,11.44,53.88,58.02,42.51,29.18,80.19,42.1,178.48,28,RRF_BROADBAND,240426047.78,65.3,2025-01-19
2024,MT,ES8,DSL,66.62,46.53,12.04,8.09,53.25,72.7,14.62,26.68,64.18,52.55,285.55,27,CEF2_DIGITAL,63604645.23,68.4,2024-02-14
2025,SK,RO505,DSL,68.15,57.81,27.47,6.26,39.97,80.44,41.16,23.6,87.8,59.64,268.26,29,NONE,116641457.77,48.61,2025-11-07
2026,BE,HU183,DSL,37.86,14.26,22.93,3.83,21.07,90.23,38.47,35.81,84.47,32.78,213.91,24,STATE_AID_GBER,155714332.11,44.37,2024-01-28
2014,DK,AT259,DSL,73.03,34.48,49.39,3.97,54.71,92.07,52.94,25.31,93.85,30.96,61.14,29,NATIONAL_RURAL_FIBER,296610905.84,48.89,2025-10-07
2015,GR,AT76,DSL,75.93,43.6,33.24,2.46,26.92,20.53,68.63,6.97,96.22,53.56,301.84,34,ERDF_CONNECT,173935054.2,36.48,2025-08-23
2016,LT,BE284,DSL,74.79,35.38,46.36,14.21,19.41,75.35,40.87,22.58,64.36,69.83,159.11,24,RRF_BROADBAND,313071719.14,68.71,2025-08-16
2017,PT,FI574,DSL,81.99,53.31,37.78,12.92,44.17,26.5,67.44,23.48,52.08,21.41,386.44,32,CEF2_DIGITAL,108042721.99,80.53,2024-10-08
2018,SE,SK964,DSL,76.6,66.67,19.3,7.65,50.97,23.57,51.27,29.57,67.17,43.73,357.59,31,NONE,286275991.7,35.38,2026-01-05
2019,CY,DK1,DSL,75.63,66.33,29.7,2.95,40.19,58.16,67.04,45.75,52.98,19.61,240.9,36,STATE_AID_GBER,37296358.23,39.06,2025-12-26
2020,FR,EE188,DSL,82.23,52.07,17.85,5.17,19.55,93.63,38.32,34.51,73.9,82.49,345.82,79,NATIONAL_RURAL_FIBER,210468392.69,20.87,2024-04-30
2021,IT,SK495,DSL,48.96,17.73,38.62,8.57,37.91,74.66,20.62,48.31,89.68,23.54,12.26,28,ERDF_CONNECT,207548826.83,45.29,2024-06-17
2022,NL,MT58,DSL,72.55,30.63,40.34,5.84,36.0,94.12,26.46,38.49,46.14,40.04,368.69,38,RRF_BROADBAND,149014235.79,24.36,2024-11-11
2023,SI,PT69,DSL,82.94,33.1,42.24,4.05,40.99,13.66,36.19,47.56,73.82,21.29,122.66,81,CEF2_DIGITAL,273726667.74,74.14,2025-05-28
2024,BG,ES48,DSL,38.23,15.36,43.66,9.68,49.62,90.01,57.65,25.39,60.11,52.82,23.6,82,NONE,311713671.04,68.13,2024-10-27
2025,EE,SK17,DSL,64.44,58.7,39.69,6.05,33.37,31.48,36.06,35.5,40.88,52.53,90.97,41,STATE_AID_GBER,201713971.37,59.81,2025-02-28
2026,HU,HR611,DSL,65.5,40.17,18.12,7.19,46.48,80.73,6.43,52.6,94.99,30.89,157.48,44,NATIONAL_RURAL_FIBER,305859741.51,80.73,2025-04-22
2014,LU,HU27,DSL,48.26,20.32,12.28,9.15,42.44,21.09,29.05,12.51,92.41,54.81,193.46,36,ERDF_CONNECT,18680579.54,62.4,2024-10-02
2015,RO,CZ6,DSL,56.46,29.77,31.09,8.95,52.17,47.31,26.28,20.87,89.11,50.58,61.73,47,RRF_BROADBAND,368971282.59,56.83,2025-10-11
2016,AT,BE603,DSL,46.6,23.82,32.22,10.88,29.19,54.56,49.48,20.23,79.47,72.41,167.23,46,CEF2_DIGITAL,56787658.56,66.63,2025-09-05
2017,CZ,LV5,DSL,48.63,39.61,26.4,7.97,21.47,17.07,33.59,39.76,74.69,61.1,285.73,46,NONE,78194400.02,83.16,2024-10-10
2018,DE,RO80,DSL,41.04,32.66,10.86,7.97,37.73,78.93,19.27,42.86,41.96,22.04,83.09,41,STATE_AID_GBER,273755226.24,34.69,2026-02-18
2019,LV,MT16,DSL,37.2,19.29,20.82,11.48,34.95,52.82,10.35,50.71,88.88,30.08,271.58,46,NATIONAL_RURAL_FIBER,177692503.38,61.85,2026-01-12
2020,PL,IT18,DSL,77.19,40.52,18.97,8.68,43.21,95.8,20.3,19.2,53.72,71.34,129.15,9,ERDF_CONNECT,188222553.17,81.33,2025-06-01
2021,ES,LU835,DSL,41.03,33.85,39.11,9.76,18.5,11.05,55.57,30.95,94.75,54.92,148.61,3,RRF_BROADBAND,3755007.08,37.78,2025-06-02
2022,HR,RO122,DSL,78.78,59.93,23.12,12.49,51.61,39.59,26.28,23.06,92.04,79.62,44.26,10,CEF2_DIGITAL,150526890.03,29.53,2025-07-17
2023,FI,RO961,DSL,71.4,60.76,27.08,4.96,49.58,10.85,38.12,45.29,68.79,21.46,55.95,8,NONE,120227649.79,82.08,2025-03-27
2024,IE,SK2,DSL,49.55,22.76,15.69,5.21,26.87,53.89,35.75,51.93,43.4,64.59,93.84,58,STATE_AID_GBER,310816634.84,31.88,2024-01-09
2025,MT,SE5,DSL,35.88,16.87,27.2,9.79,28.21,22.02,23.46,34.78,96.34,20.21,12.78,17,NATIONAL_RURAL_FIBER,125743472.89,22.92,2026-01-04
2026,SK,FR386,DSL,43.54,24.3,53.13,7.01,26.67,94.79,39.37,11.76,86.59,35.94,251.08,59,ERDF_CONNECT,80779324.59,60.48,2024-08-27
2014,BE,GR46,DSL,40.76,22.99,19.15,11.26,27.93,80.21,10.49,44.4,41.79,23.52,177.99,14,RRF_BROADBAND,136338519.74,28.65,2024-05-24
2015,DK,SK91,DSL,56.0,33.04,54.42,7.22,43.68,77.75,58.03,46.41,90.41,40.17,161.88,26,CEF2_DIGITAL,53547409.3,82.01,2024-06-23
2016,GR,HU749,DSL,55.92,24.91,29.27,8.38,27.76,62.34,50.92,51.44,43.55,23.09,349.53,44,NONE,31399356.2,64.02,2024-05-17
2017,LT,BG2,DSL,82.22,32.31,10.0,11.31,19.72,42.12,8.0,29.03,87.52,79.16,373.81,18,STATE_AID_GBER,196869934.99,57.83,2025-08-25
2018,PT,BG701,DSL,66.16,36.25,41.42,9.68,41.09,49.33,47.62,32.97,70.24,80.13,272.47,56,NATIONAL_RURAL_FIBER,185147911.02,42.12,2025-07-24
2019,SE,BE36,DSL,55.8,24.52,30.52,5.99,47.54,39.92,6.21,43.98,61.18,23.85,212.44,14,ERDF_CONNECT,175883635.52,51.29,2025-01-31
2020,CY,IE56,DSL,50.73,44.12,51.08,10.42,44.72,77.46,24.12,46.22,47.79,74.55,296.26,69,RRF_BROADBAND,23307290.48,33.5,2024-10-23
2021,FR,PT66,DSL,83.74,51.87,21.85,7.93,32.16,20.56,49.82,35.88,58.26,43.77,30.9,16,CEF2_DIGITAL,72257194.34,52.52,2025-08-27
2022,IT,SI56,DSL,54.49,19.69,53.66,4.04,50.05,75.22,46.5,13.17,53.75,25.74,157.85,19,NONE,281650966.32,22.95,2025-06-19
2023,NL,HU5,DSL,76.37,29.86,45.09,7.03,26.11,18.08,54.28,22.26,90.02,40.27,320.24,16,STATE_AID_GBER,189753932.18,72.21,2026-02-05
2024,SI,HU59,DSL,60.39,50.15,34.39,6.72,43.76,24.34,32.21,11.56,83.68,21.59,392.69,22,NATIONAL_RURAL_FIBER,177561461.41,38.54,2025-01-18
2025,BG,AT37,DSL,57.85,50.2,24.59,5.19,32.39,44.29,60.29,32.73,62.1,25.86,351.81,25,ERDF_CONNECT,13967537.46,26.69,2025-10-10
2026,EE,IE635,DSL,61.37,54.53,12.91,3.88,42.32,35.91,57.48,49.78,79.54,41.24,84.05,32,RRF_BROADBAND,182074470.03,30.73,2025-12-29
2014,HU,GR7,DSL,64.64,56.53,35.72,11.32,20.61,31.86,36.61,11.41,78.22,40.36,84.52,28,CEF2_DIGITAL,142025475.42,58.42,2025-06-29
2015,LU,CZ817,DSL,65.99,55.06,11.31,8.18,49.5,59.1,11.15,13.84,78.69,62.58,254.99,23,NONE,96458382.49,63.67,2024-07-28
2016,RO,FR80,DSL,60.62,40.9,47.63,10.2,30.82,65.21,32.36,23.67,89.03,53.66,109.24,30,STATE_AID_GBER,111617413.64,37.45,2025-04-06
2017,AT,EE7,DSL,75.77,54.5,32.29,13.78,43.55,89.97,8.16,23.37,89.01,29.87,386.06,31,NATIONAL_RURAL_FIBER,203749173.75,37.43,2025-07-28
2018,CZ,MT6,DSL,48.43,18.12,18.01,7.57,46.02,26.39,6.41,49.89,86.43,44.57,358.37,28,ERDF_CONNECT,92131988.19,38.51,2024-07-02
2019,DE,DE86,DSL,46.07,41.57,54.25,13.79,42.44,82.92,5.35,36.01,40.4,76.68,196.27,84,RRF_BROADBAND,380346923.35,84.53,2025-05-13
2020,LV,AT45,DSL,83.38,39.4,33.31,4.59,29.53,37.52,32.66,48.86,87.91,62.6,322.14,28,CEF2_DIGITAL,336704190.91,66.88,2024-04-04
2021,PL,NL90,DSL,66.12,39.05,20.95,7.79,23.56,28.71,16.18,14.46,43.4,18.87,37.29,81,NONE,238713183.2,27.19,2025-05-12
