tax_vat_reference_year,tax_vat_country_iso2,tax_vat_region_nuts_code,tax_vat_vat_rate_standard_pct,tax_vat_vat_rate_reduced_pct,tax_vat_tax_base_eur,tax_vat_net_vat_revenue_eur,tax_vat_gross_vat_revenue_eur,tax_vat_refunds_eur,tax_vat_vies_transactions_count,tax_vat_one_stop_shop_oss_flag,tax_vat_e_invoicing_mandate_flag,tax_vat_vat_gap_eur,tax_vat_vat_gap_pct,tax_vat_compliance_rate_pct,tax_vat_audit_yield_eur,tax_vat_late_payment_interest_eur,tax_vat_carousel_fraud_cases_count,tax_vat_data_source,tax_vat_data_extract_date
2026,AT,ES3,18.08,4.23,111883501825.5,16196196836.07,20961915228.05,4765718391.98,1550130,1,0,1334051931.19,7.61,92.39,110579277.46,26041223.84,97,EU_COMMISSION_VAT_GAP_STUDY,2024-01-20
2010,CZ,BG308,17.8,6.03,112122773635.78,14530538846.79,18016160092.17,3485621245.38,1549941,1,0,3703290801.59,20.31,79.69,191133971.72,42354653.67,24,NATIONAL_TAX_AUTHORITY,2025-12-03
2011,DE,LV286,20.77,12.32,112286217003.68,17332990094.6,22335464814.62,5002474720.02,1555154,0,1,4480488504.19,20.54,79.46,155753033.58,10453671.03,4,EUROFISC,2025-12-04
2012,LV,SI809,21.09,13.54,112421245629.76,18813312039.61,23278134666.05,4464822626.44,1555905,0,0,680328038.73,3.49,96.51,75365639.78,4244086.83,139,VIES_AGGREGATE,2024-06-09
2013,PL,HR33,26.78,15.52,112636455757.81,22276469372.39,25012839297.77,2736369925.38,1554796,0,1,2497184289.07,10.08,89.92,199589670.79,15184902.14,157,EU_COMMISSION_VAT_GAP_STUDY,2025-05-21
2014,ES,BG31,16.94,7.62,112838200150.3,14607700514.31,16583322666.12,1975622151.81,1552987,1,0,2090631120.71,12.52,87.48,2288214.96,7199308.4,42,NATIONAL_TAX_AUTHORITY,2024-01-24
2015,HR,AT912,19.98,6.85,5016258197.67,757691593.65,876629076.51,118937482.86,1559924,0,1,86344937.1,10.23,89.77,11557522.18,7360412.2,149,EUROFISC,2024-07-12
2016,FI,IT853,27.16,16.98,5141060254.57,973021884.31,1057960797.02,84938912.71,1571944,0,0,228684777.79,19.03,80.97,223334829.97,28572723.74,173,VIES_AGGREGATE,2024-01-03
2017,IE,RO67,20.09,9.77,5370637434.7,865285031.28,1033467980.27,168182948.99,1559788,0,0,76983324.68,8.17,91.83,14376124.58,15682441.12,153,EU_COMMISSION_VAT_GAP_STUDY,2024-12-23
2018,MT,AT942,24.78,17.44,5513320194.63,1209598884.34,1592234407.62,382635523.28,1573494,1,0,101051114.95,7.71,92.29,85124247.32,130455.95,29,NATIONAL_TAX_AUTHORITY,2024-03-26
2019,SK,PL356,22.16,8.56,5739105541.86,1154206714.44,1358620925.02,204414210.58,1565694,0,0,48467782.22,4.03,95.97,92241648.52,2085520.04,83,EUROFISC,2025-09-16
2020,BE,PT788,20.9,8.27,5925904859.6,993386845.54,1082458165.42,89071319.88,1574450,1,1,102099309.66,9.32,90.68,48568241.9,2231156.55,43,VIES_AGGREGATE,2025-06-05
2021,DK,CZ65,23.88,12.7,6081732314.41,1079882003.55,1362573782.17,282691778.62,1571708,1,1,260587216.35,19.44,80.56,89989001.92,42398555.32,137,EU_COMMISSION_VAT_GAP_STUDY,2025-04-09
2022,GR,FI95,26.18,14.19,6312065404.1,1242180010.54,1395251269.28,153071258.74,1574085,0,0,209812988.34,14.45,85.55,221031082.77,39088465.49,34,NATIONAL_TAX_AUTHORITY,2024-01-01
2023,LT,CY861,19.9,12.17,6398659680.63,906362461.22,1086124363.28,179761902.06,1584341,0,1,240931793.49,21.0,79.0,180051960.86,586720.22,65,EUROFISC,2024-01-27
2024,PT,BE76,17.91,4.79,6605133492.69,1066959125.23,1182034205.43,115075080.2,1585238,0,0,20000048.8,1.84,98.16,126065695.14,20205005.78,50,VIES_AGGREGATE,2024-01-30
2025,SE,SI67,24.77,16.54,6763403094.71,1259223946.17,1486474424.23,227250478.06,1576550,1,0,128350650.16,9.25,90.75,17617376.81,8135975.71,63,EU_COMMISSION_VAT_GAP_STUDY,2024-01-16
2026,CY,SE2,21.96,8.3,7037937189.77,1160140675.88,1502272568.38,342131892.5,1585546,1,1,235769173.57,16.89,83.11,306174518.3,21282987.46,0,NATIONAL_TAX_AUTHORITY,2025-11-01
2010,FR,IE486,25.06,13.55,7203540988.69,1388604044.96,1786028847.6,397424802.64,1580270,1,1,172853331.58,11.07,88.93,136101820.38,6436119.81,63,EUROFISC,2025-01-16
2011,IT,SE10,21.18,8.58,7291514150.87,1277957226.48,1508871229.34,230914002.86,1592303,0,0,131813569.41,9.35,90.65,126477334.43,18254900.68,141,VIES_AGGREGATE,2024-07-25
2012,NL,LV18,18.99,11.03,7484830313.92,1215328132.71,1410063972.95,194735840.24,1595045,0,0,58467206.05,4.59,95.41,37878983.13,5058716.48,118,EU_COMMISSION_VAT_GAP_STUDY,2025-11-05
2013,SI,NL17,22.82,12.58,7733707691.77,1539403707.72,1690167158.95,150763451.23,1603717,0,0,31095892.08,1.98,98.02,144664527.59,26986381.02,135,NATIONAL_TAX_AUTHORITY,2024-05-17
2014,BG,LU795,23.18,13.21,7898216019.24,1463895121.58,1602616932.38,138721810.8,1590883,1,1,107650902.67,6.85,93.15,131322677.25,15260322.24,92,EUROFISC,2026-01-26
2015,EE,LT651,16.85,6.01,8021984896.2,1012585959.2,1234455234.72,221869275.52,1605146,1,1,158304372.89,13.52,86.48,288141705.09,38525089.9,160,VIES_AGGREGATE,2025-10-09
2016,HU,SE693,18.92,9.8,8255484522.07,1079723856.49,1289836236.76,210112380.27,1595694,1,1,287015202.35,21.0,79.0,5448929.41,3830647.3,112,EU_COMMISSION_VAT_GAP_STUDY,2024-03-23
2017,LU,HR11,22.78,11.22,8378535149.12,1331617368.48,1626591347.94,294973979.46,1606865,1,1,302068520.96,18.49,81.51,219499980.55,40728448.55,28,NATIONAL_TAX_AUTHORITY,2024-08-26
2018,RO,FI26,16.98,10.55,8653228149.51,1185413167.44,1433006642.73,247593475.29,1601831,0,1,72586585.76,5.77,94.23,148906921.44,16989892.44,126,EUROFISC,2025-12-25
2019,AT,FR90,23.23,14.29,8721932227.58,1526802736.29,1881452696.78,354649960.49,1620949,0,0,417425884.99,21.47,78.53,141347876.98,19709109.15,137,VIES_AGGREGATE,2025-07-23
2020,CZ,BG9,25.76,14.53,8970129135.94,1832736281.2,2098210304.28,265474023.08,1624225,0,1,256804570.7,12.29,87.71,244791028.7,16613733.16,32,EU_COMMISSION_VAT_GAP_STUDY,2025-02-19
2021,DE,PL29,19.12,8.09,9126029209.14,1146422210.8,1263073594.75,116651383.95,1623893,1,1,297252654.83,20.59,79.41,81824515.51,6551951.07,101,NATIONAL_TAX_AUTHORITY,2025-10-20
2022,LV,SK882,26.78,15.61,9263203499.62,1777410809.46,2222905194.18,445494384.72,1624115,0,0,460014680.79,20.56,79.44,160933422.98,36580303.24,150,EUROFISC,2024-04-02
2023,PL,ES84,27.15,18.28,9528652995.51,2312766114.24,2821055510.72,508289396.48,1630484,0,1,72512468.93,3.04,96.96,30900886.98,21010370.24,43,VIES_AGGREGATE,2025-07-22
2024,ES,SK13,20.99,14.15,9730366715.85,1381698693.43,1761576155.83,379877462.4,1616926,0,0,304533541.65,18.06,81.94,160375996.31,21538953.58,90,EU_COMMISSION_VAT_GAP_STUDY,2025-09-24
2025,HR,SE385,25.83,18.72,9804552271.83,1732615273.3,2278095209.51,545479936.21,1634480,1,0,423451517.76,19.64,80.36,171910928.33,26522303.97,107,NATIONAL_TAX_AUTHORITY,2024-06-03
2026,FI,LV47,26.11,16.1,10075280205.16,1806632805.6,2320542437.59,513909631.99,1630291,0,1,358036264.14,16.54,83.46,171111790.69,24265697.88,148,EUROFISC,2025-02-22
2010,IE,PT113,18.98,9.15,10249152250.56,1476220327.78,1655373660.38,179153332.6,1626384,0,1,287483767.54,16.3,83.7,208571947.83,4872716.91,54,VIES_AGGREGATE,2024-11-07
2011,MT,IT25,17.99,5.36,10456240358.91,1486721807.66,1693051157.96,206329350.3,1632263,1,1,141848471.3,8.71,91.29,103984493.86,14001811.14,67,EU_COMMISSION_VAT_GAP_STUDY,2025-04-02
2012,SK,LU253,26.19,19.34,10553616452.92,2122110675.28,2421273719.84,299163044.56,1642070,0,1,207574993.04,8.91,91.09,95534321.12,7472986.78,149,NATIONAL_TAX_AUTHORITY,2024-02-24
2013,BE,AT945,21.0,8.3,10767683936.56,1565135017.78,1829080948.56,263945930.78,1630104,1,0,348700905.16,18.22,81.78,225718462.57,715682.22,51,EUROFISC,2025-08-24
2014,DK,FI35,16.96,5.05,10946368583.57,1591337582.88,1780186986.25,188849403.37,1649619,0,0,89771209.52,5.34,94.66,135542719.32,13249651.48,92,VIES_AGGREGATE,2024-11-30
2015,GR,HU4,21.02,11.34,11070265233.64,1891099705.84,2324011237.66,432911531.82,1652049,0,0,326678769.4,14.73,85.27,22384145.16,17426466.82,34,EU_COMMISSION_VAT_GAP_STUDY,2024-03-19
2016,LT,SI2,23.93,15.82,11287911355.93,1826917969.91,2115792616.62,288874646.71,1657141,0,1,389408573.72,17.57,82.43,121529560.19,32004904.31,79,NATIONAL_TAX_AUTHORITY,2026-02-14
2017,PT,FI4,17.13,4.51,11495759438.47,1808668331.72,2250373121.25,441704789.53,1647403,0,0,47518379.81,2.56,97.44,22185155.57,20696983.68,78,EUROFISC,2024-10-06
2018,SE,EE6,20.14,10.17,11611172157.54,1809698108.76,2014001965.52,204303856.76,1652409,1,1,139777393.51,7.17,92.83,142815985.18,10182294.39,17,VIES_AGGREGATE,2024-08-20
2019,CY,EE932,17.96,5.15,11882573242.39,1860873504.58,2309394571.49,448521066.91,1654695,0,0,131069874.33,6.58,93.42,7067448.48,6388927.83,103,EU_COMMISSION_VAT_GAP_STUDY,2025-10-11
2020,FR,CY8,25.79,18.51,11989603066.56,2470948758.48,2739031460.64,268082702.16,1658464,1,1,450139737.19,15.41,84.59,212845817.8,9251101.41,6,NATIONAL_TAX_AUTHORITY,2024-01-07
2021,IT,PL7,21.18,10.92,12187751180.32,2113326619.51,2507590447.7,394263828.19,1663663,0,1,39394802.01,1.83,98.17,134980485.57,10184813.34,74,EUROFISC,2025-06-08
2022,NL,ES981,23.76,14.95,12400230434.47,2541321501.26,3200817800.9,659496299.64,1657345,0,0,61691405.9,2.37,97.63,139933507.0,5047898.64,61,VIES_AGGREGATE,2025-07-09
2023,SI,SK4,26.89,18.11,12505971611.11,2545938993.73,2967289600.92,421350607.19,1673695,0,1,459182575.83,15.28,84.72,261947286.52,12438760.68,21,EU_COMMISSION_VAT_GAP_STUDY,2025-05-09
2024,BG,LU4,26.19,20.16,12797017832.37,2723025972.32,3461937351.75,738911379.43,1676622,1,1,153916417.87,5.35,94.65,36905321.66,17794630.1,35,NATIONAL_TAX_AUTHORITY,2025-10-08
2025,EE,CZ912,21.03,14.43,12867526438.76,2190627306.5,2760271118.8,569643812.3,1666340,0,1,174039475.13,7.36,92.64,59857476.34,9260298.2,128,EUROFISC,2025-04-12
2026,HU,MT2,16.78,4.47,13095308426.69,1491874548.91,1851851524.9,359976975.99,1677374,1,0,407392859.0,21.45,78.55,210583333.46,6087065.8,33,VIES_AGGREGATE,2025-06-10
2010,LU,RO39,20.03,9.05,13328114503.03,2211298867.55,2894478698.63,683179831.08,1671076,1,0,118591415.4,5.09,94.91,40924821.11,8595051.36,122,EU_COMMISSION_VAT_GAP_STUDY,2026-01-03
2011,RO,DK955,17.8,8.86,13505075425.02,1630528293.81,2042810973.42,412282679.61,1674427,0,0,383712958.58,19.05,80.95,201959874.29,38461536.81,54,NATIONAL_TAX_AUTHORITY,2025-08-24
2012,AT,CZ8,25.17,18.04,13673323597.37,2754787067.5,3056388699.75,301601632.25,1675254,1,1,110008135.81,3.84,96.16,98120993.82,16198647.99,125,EUROFISC,2025-12-28
2013,CZ,PL14,22.8,16.08,13851531078.8,2645671786.36,3313976200.66,668304414.3,1688180,1,1,178185387.68,6.31,93.69,107479262.81,17958931.15,6,VIES_AGGREGATE,2025-11-13
2014,DE,CZ795,17.95,5.25,14047280955.01,2240653801.62,2429908539.2,189254737.58,1684868,1,1,64308446.73,2.79,97.21,511966.36,11656204.15,47,EU_COMMISSION_VAT_GAP_STUDY,2025-08-27
2015,LV,ES140,20.78,11.57,14229374494.86,2128273936.79,2468684070.78,340410133.99,1677834,1,0,454269367.17,17.59,82.41,56795256.89,43926895.46,85,NATIONAL_TAX_AUTHORITY,2025-07-02
2016,PL,LV896,24.06,16.03,14356997481.76,2874020365.31,3429820645.93,555800280.62,1685477,1,1,235381739.32,7.57,92.43,11725290.31,25071715.58,67,EUROFISC,2024-03-22
2017,ES,DK349,20.8,12.68,14586050783.25,2254693857.62,2588680852.24,333986994.62,1691785,0,1,412635915.97,15.47,84.53,211905216.6,34155806.75,31,VIES_AGGREGATE,2024-10-14
2018,HR,HU343,24.2,14.84,14664042405.06,3041539309.26,3900632322.14,859093012.88,1700802,0,0,92129873.98,2.94,97.06,141878488.79,12697753.6,54,EU_COMMISSION_VAT_GAP_STUDY,2025-06-25
2019,FI,HU532,21.81,12.48,14899093418.34,2817945079.27,3107452390.55,289507311.28,1696568,0,1,171917073.81,5.75,94.25,78104405.3,13651895.48,145,NATIONAL_TAX_AUTHORITY,2024-03-25
2020,IE,CZ34,24.02,17.74,15020298121.01,2894340534.28,3424315473.22,529974938.94,1706963,1,1,437082732.62,13.12,86.88,287952553.19,4637604.34,83,EUROFISC,2025-01-16
2021,MT,BG401,22.96,12.09,15210562606.24,2903263189.89,3445640196.43,542377006.54,1695730,1,1,305116951.44,9.51,90.49,82081062.23,16059566.72,82,VIES_AGGREGATE,2024-04-08
2022,SK,SE111,16.94,2.99,15455243623.64,1842020585.89,2109288608.84,267268022.95,1708817,0,0,329661312.12,15.18,84.82,75772098.01,31873367.6,156,EU_COMMISSION_VAT_GAP_STUDY,2024-01-04
2023,BE,LU665,22.84,14.47,15572293235.57,2923398160.33,3822237691.56,898839531.23,1713291,1,1,281730839.04,8.79,91.21,62462116.86,27804410.18,118,NATIONAL_TAX_AUTHORITY,2024-04-28
2024,DK,EE8,18.0,7.13,15767688647.16,2004828295.09,2387721049.44,382892754.35,1705362,1,0,520462415.44,20.61,79.39,75912897.48,1727848.69,111,EUROFISC,2025-01-26
2025,GR,NL47,17.97,5.76,16002482363.9,2418481115.53,3123837994.92,705356879.39,1721772,1,1,203462851.87,7.76,92.24,13892902.38,26847744.93,78,VIES_AGGREGATE,2026-02-23
2026,LT,LU101,17.96,5.19,16210973205.06,2365778970.08,2876437818.81,510658848.73,1706242,0,0,43364583.97,1.8,98.2,71810439.53,13974895.85,160,EU_COMMISSION_VAT_GAP_STUDY,2025-05-17
2010,PT,ES637,26.12,19.78,16299944333.75,3692388663.72,4075789406.9,383400743.18,1710752,0,0,165100537.83,4.28,95.72,137490770.94,6859014.84,34,NATIONAL_TAX_AUTHORITY,2025-12-31
2011,SE,FI665,19.93,7.12,16550716318.62,2471178177.68,2849300500.51,378122322.83,1729114,1,1,442259900.23,15.18,84.82,125798716.37,25372185.2,37,EUROFISC,2024-12-20
2012,CY,DE923,23.84,12.19,16695511983.38,3399379520.42,3729417156.75,330037636.33,1729385,0,1,146812343.15,4.14,95.86,61062897.88,23963688.46,6,VIES_AGGREGATE,2025-05-17
2013,FR,ES501,26.03,14.63,16934482026.84,3062762206.79,3540698177.41,477935970.62,1728513,0,1,822512697.17,21.17,78.83,297619007.76,15523364.45,60,EU_COMMISSION_VAT_GAP_STUDY,2025-07-05
2014,IT,CZ52,24.06,12.12,17031280839.88,3381398000.54,4196786281.0,815388280.46,1723930,1,1,230049185.77,6.37,93.63,85735955.31,403619.14,143,NATIONAL_TAX_AUTHORITY,2025-05-20
2015,NL,MT634,17.13,9.31,17217736559.45,1997334622.02,2269301342.0,271966719.98,1738226,1,0,425439058.25,17.56,82.44,61889385.41,2224349.85,115,EUROFISC,2025-09-04
2016,SI,LT853,19.23,9.67,17448417110.77,2691965984.09,3290261214.65,598295230.56,1729397,0,1,165444040.42,5.79,94.21,50679983.55,27235971.77,92,VIES_AGGREGATE,2025-11-01
2017,BG,GR45,22.83,9.75,17552705162.96,2713262413.89,3419118558.27,705856144.38,1732768,0,0,728217055.78,21.16,78.84,304254869.61,13585923.93,118,EU_COMMISSION_VAT_GAP_STUDY,2025-04-02
2018,EE,DE43,23.99,10.14,17789915822.83,3301106323.83,3851025764.6,549919440.77,1734299,0,0,347734533.73,9.53,90.47,114720647.88,10286729.13,39,NATIONAL_TAX_AUTHORITY,2025-05-05
2019,HU,NL883,18.04,6.3,17911863867.12,2367273166.21,2603639516.39,236366350.18,1732903,1,0,328630678.7,12.19,87.81,133058413.68,9626729.5,73,EUROFISC,2026-02-22
2020,LU,HR971,25.14,11.55,18130564184.28,3191463183.38,3767347944.7,575884761.32,1733212,1,0,852971214.51,21.09,78.91,161762037.73,22289955.49,84,VIES_AGGREGATE,2025-08-04
2021,RO,CY561,18.0,6.86,18328324340.18,2489423642.06,2736648677.97,247225035.91,1743627,1,1,400214944.2,13.85,86.15,26559437.63,41251639.9,6,EU_COMMISSION_VAT_GAP_STUDY,2024-08-20
2022,AT,CZ743,20.89,10.65,18465998934.21,2958361971.4,3556324264.66,597962293.26,1741406,0,0,740052794.7,20.01,79.99,294288342.28,32302138.15,0,NATIONAL_TAX_AUTHORITY,2024-04-07
2023,CZ,GR84,22.94,16.11,18705538129.6,3163432189.62,3786362755.53,622930565.91,1756373,0,0,768250869.82,19.54,80.46,23065972.86,22651150.43,42,EUROFISC,2025-09-21
2024,DE,LV4,18.08,8.68,18867440865.61,2677289143.54,3528093882.83,850804739.29,1743604,0,1,256726356.23,8.75,91.25,99689490.98,27155590.74,22,VIES_AGGREGATE,2025-12-21
2025,LV,IT24,23.78,15.0,19077695960.73,3293972824.45,4311156305.21,1017183480.76,1757870,1,0,742263941.2,18.39,81.61,308478369.48,33581861.18,16,EU_COMMISSION_VAT_GAP_STUDY,2024-01-14
2026,PL,LU65,22.07,9.55,19165178897.94,2785187413.54,3299270755.9,514083342.36,1749830,1,1,709401562.05,20.3,79.7,39962833.35,13719145.09,45,NATIONAL_TAX_AUTHORITY,2025-12-30
2010,ES,EE639,24.2,15.78,19377617263.9,3494855868.26,4359281185.35,864425317.09,1751234,0,0,535654878.21,13.29,86.71,300572490.57,43870367.52,33,EUROFISC,2024-07-03
2011,HR,HU60,21.24,13.3,19521957180.35,3348080861.94,3872586795.0,524505933.06,1771034,1,0,95029855.81,2.76,97.24,59821738.22,7708169.8,43,VIES_AGGREGATE,2024-08-21
2012,FI,LU563,24.95,14.31,19713015710.15,3742806927.8,4528821834.25,786014906.45,1759541,1,1,967496278.59,20.54,79.46,207628057.78,10831412.74,53,EU_COMMISSION_VAT_GAP_STUDY,2024-03-30
2013,IE,CY83,21.81,8.95,19886759806.97,3319159646.89,4035374285.79,716214638.9,1762350,1,1,659217012.45,16.57,83.43,87338235.78,7398071.27,88,NATIONAL_TAX_AUTHORITY,2024-05-05
2014,MT,CZ10,23.07,13.57,20171782247.0,3861650155.39,4907331778.74,1045681623.35,1771493,0,0,577028184.14,13.0,87.0,228725346.29,15155876.43,0,EUROFISC,2024-12-07
2015,SK,MT1,22.07,14.2,20325782256.81,3363133548.18,3786505038.41,423371490.23,1778975,0,0,494113324.37,12.81,87.19,198179634.02,32424241.9,58,VIES_AGGREGATE,2025-11-21
2016,BE,GR635,19.9,12.6,20499123887.07,3564506379.04,3946006282.21,381499903.17,1776030,0,1,91022673.41,2.49,97.51,78122328.98,6244956.88,140,EU_COMMISSION_VAT_GAP_STUDY,2025-07-18
2017,DK,CY181,26.17,16.03,20694497767.81,4926114240.98,6388771267.69,1462657026.71,1772484,1,0,144512872.74,2.85,97.15,24994552.21,10546458.89,62,NATIONAL_TAX_AUTHORITY,2026-01-16
2018,GR,AT6,20.18,10.98,20874166383.12,3156488670.65,3993624887.21,837136216.56,1783651,0,1,630994735.45,16.66,83.34,44332168.5,25772984.74,68,EUROFISC,2025-04-02
2019,LT,LV28,21.24,9.1,21073380757.41,3537639950.43,3977698069.04,440058118.61,1784232,0,0,314319925.91,8.16,91.84,73987000.06,25199769.72,33,VIES_AGGREGATE,2024-04-09
2020,PT,SE984,24.77,18.68,21165669505.53,4132707716.92,4497039948.46,364332231.54,1787519,0,0,733308669.42,15.07,84.93,230507587.01,6641637.66,127,EU_COMMISSION_VAT_GAP_STUDY,2025-09-24
2021,SE,PT1,26.03,13.54,21382878928.59,4627119686.57,6100261020.11,1473141333.54,1778608,0,0,158895711.21,3.32,96.68,24066802.62,20304765.3,9,NATIONAL_TAX_AUTHORITY,2024-07-30
2022,CY,CZ74,17.23,7.8,21554041497.85,2436289099.93,2745149171.36,308860071.43,1788035,0,1,626299334.93,20.45,79.55,70366202.3,32491514.32,63,EUROFISC,2024-12-05
2023,FR,MT47,21.89,9.32,21682865224.21,3541848259.28,4137021499.39,595173240.11,1787004,0,1,475219064.39,11.83,88.17,166082168.09,21189585.76,128,VIES_AGGREGATE,2024-01-24
2024,IT,HU3,19.86,6.27,21968613072.8,3175676345.54,4048324141.29,872647795.75,1789013,0,1,874414644.82,21.59,78.41,49176907.62,6166289.93,113,EU_COMMISSION_VAT_GAP_STUDY,2024-03-19
2025,NL,LV98,26.16,16.42,22102906575.1,4507660523.72,4986048196.98,478387673.26,1803621,0,0,756453132.38,14.37,85.63,145966227.53,19226027.39,67,NATIONAL_TAX_AUTHORITY,2025-12-29
2026,SI,BG3,21.19,8.97,22266424080.99,3225388525.59,4050798575.76,825410050.17,1805881,0,1,886005388.48,21.55,78.45,73426158.71,5764993.8,92,EUROFISC,2025-08-12
2010,BG,LT917,23.12,14.33,22482296424.04,4316977685.11,4714985197.81,398007512.7,1807369,1,0,663384203.58,13.32,86.68,20362635.05,41677633.57,117,VIES_AGGREGATE,2025-02-07
2011,EE,IE66,23.75,11.15,22684465170.53,4444031900.22,5228517160.08,784485259.86,1801983,1,1,69050155.45,1.53,98.47,91172609.01,20211856.6,112,EU_COMMISSION_VAT_GAP_STUDY,2024-02-01
2012,HU,DK9,23.79,11.18,22778304376.02,4144801829.42,5214731092.48,1069929263.06,1800289,1,0,364338542.01,8.08,91.92,20254104.77,23343570.5,22,NATIONAL_TAX_AUTHORITY,2025-07-22
2013,LU,SE4,19.06,8.07,22969094796.25,3821227204.03,4626767550.13,805540346.1,1804667,0,1,140235789.99,3.54,96.46,107844774.85,286176.37,94,EUROFISC,2024-05-24
2014,RO,FR807,24.83,15.06,23237935452.5,4156655500.23,4660324856.8,503669356.57,1805986,0,0,871354056.11,17.33,82.67,156112172.85,1104010.78,100,VIES_AGGREGATE,2024-11-14
2015,AT,IE2,25.04,17.05,23382126831.99,4283035165.29,5191695980.92,908660815.63,1809801,0,0,739285619.52,14.72,85.28,279631936.27,32452695.68,79,EU_COMMISSION_VAT_GAP_STUDY,2024-05-08
2016,CZ,BG404,24.81,11.8,23501463058.34,4961515272.63,6326340825.62,1364825552.99,1824630,1,1,525065809.57,9.57,90.43,126264426.6,26211245.44,61,NATIONAL_TAX_AUTHORITY,2024-07-28
2017,DE,BE36,20.94,12.4,23715176055.82,4353489771.72,5021424278.92,667934507.2,1813445,1,0,98841760.01,2.22,97.78,86838331.76,12726391.92,75,EUROFISC,2025-06-10
2018,LV,MT936,21.22,10.76,23950898616.46,3610068374.96,4380035776.41,769967401.45,1822361,0,0,782276648.72,17.81,82.19,239538281.12,12457852.03,166,VIES_AGGREGATE,2025-07-06
2019,PL,PL858,19.22,7.25,24128626997.6,3410069167.7,3830208008.86,420138841.16,1818751,1,0,718843736.65,17.41,82.59,187619818.42,42402891.68,1,EU_COMMISSION_VAT_GAP_STUDY,2024-06-18
2020,ES,PT75,25.8,12.63,24293602811.53,4470731754.52,5297620117.88,826888363.36,1831235,0,0,849667810.54,15.97,84.03,104590484.05,39204665.35,114,NATIONAL_TAX_AUTHORITY,2024-10-23
2021,HR,DK2,25.78,13.34,24458285372.97,4998451148.18,6569663313.24,1571212165.06,1828184,1,0,868964215.33,14.81,85.19,206587296.5,24477056.44,46,EUROFISC,2025-10-12
2022,FI,ES11,19.89,12.12,24560206254.59,3809686202.71,4830167271.21,1020481068.5,1836643,1,1,597632402.93,13.56,86.44,295933635.1,12932739.59,175,VIES_AGGREGATE,2024-09-25
2023,IE,PL507,24.78,13.8,24859659907.65,5110476648.95,6370104383.43,1259627734.48,1835915,1,0,276911764.44,5.14,94.86,114974971.4,16233932.19,38,EU_COMMISSION_VAT_GAP_STUDY,2025-01-21
2024,MT,PL93,19.23,8.99,24922194494.03,3681180042.84,4764444598.08,1083264555.24,1841410,1,1,387771038.01,9.53,90.47,125339086.26,12168949.52,80,NATIONAL_TAX_AUTHORITY,2024-04-02
2025,SK,PL46,17.07,9.92,25136054964.74,3370600550.42,4317082645.53,946482095.11,1833055,1,1,528752238.13,13.56,86.44,216427224.31,18477651.26,4,EUROFISC,2025-08-08
2026,BE,SK8,18.88,12.02,25387459875.77,4462866954.99,4951038272.91,488171317.92,1848148,1,0,115841319.34,2.53,97.47,47494113.37,23037368.17,38,VIES_AGGREGATE,2024-08-06
2010,DK,FR32,26.23,16.88,25519012177.74,5368670356.42,6013681502.99,645011146.57,1843629,1,0,778192886.56,12.66,87.34,282004105.43,39983899.26,51,EU_COMMISSION_VAT_GAP_STUDY,2025-04-14
2011,GR,BE961,23.77,17.36,25709437929.76,4064602979.64,4990913687.49,926310707.85,1857322,0,0,963979204.74,19.17,80.83,77198121.48,37552960.44,57,NATIONAL_TAX_AUTHORITY,2024-01-07
2012,LT,BE79,24.0,17.73,25864579190.14,4892650071.23,5461209185.58,568559114.35,1844195,1,0,916718334.41,15.78,84.22,29998109.76,37414529.54,93,EUROFISC,2024-07-05
2013,PT,RO11,26.21,12.79,26118928797.07,4982626645.65,6331724898.11,1349098252.46,1842665,1,0,1176367971.96,19.1,80.9,64802018.85,43985144.81,43,VIES_AGGREGATE,2025-12-18
2014,SE,SI32,16.87,3.55,26191936240.57,3227032999.42,3485902821.47,258869822.05,1863350,1,1,524894682.74,13.99,86.01,107546736.35,33089095.8,107,EU_COMMISSION_VAT_GAP_STUDY,2024-11-09
2015,CY,IE248,26.18,19.24,26383684421.9,5130436596.39,6604915282.13,1474478685.74,1851196,1,1,648383629.33,11.22,88.78,151333761.68,24647090.91,15,NATIONAL_TAX_AUTHORITY,2024-09-22
2016,FR,IE876,19.92,12.85,26616035590.74,3938996253.66,4976061164.69,1037064911.03,1853876,1,0,830919287.22,17.42,82.58,172204836.83,8371768.17,104,EUROFISC,2024-07-21
