biz_innov_reference_year,biz_innov_country_iso2,biz_innov_region_nuts_code,biz_innov_patent_office_code,biz_innov_patent_family_id_hash,biz_innov_technology_field_code,biz_innov_patent_applications_count,biz_innov_patent_grants_count,biz_innov_r_and_d_expenditure_eur,biz_innov_r_and_d_expenditure_pct_gdp,biz_innov_researchers_fte_count,biz_innov_horizon_programme_code,biz_innov_horizon_grants_awarded_eur,biz_innov_horizon_participants_count,biz_innov_startup_creation_rate_per_1k,biz_innov_spinout_count,biz_innov_tech_transfer_office_count,biz_innov_trl_level,biz_innov_open_science_policy_flag,biz_innov_data_extract_date
2025,RO,DK2,DPMA,108371c27b120a770e9b,ADV_MATERIALS,147,118,19247515930.96,2.383,3488,HORIZON_CLIMATE,47255994.06,64,3.605,24,10,9,1,2024-08-30
2026,AT,HU36,EPO,296462575b4a19f319b4,AEROSPACE,147,129,15119532915.66,1.961,3357,EIC_PATHFINDER,29959551.53,70,1.675,69,11,1,1,2024-09-01
2014,CZ,CY97,UPV,cff7f55736e1b094de69,MOBILITY,147,75,29996476983.22,4.187,2898,HORIZON_SPACE,129727943.21,61,3.112,32,12,2,1,2025-11-11
2015,DE,HR6,OEPM,6a8d349f7ba7153063dd,FINTECH,148,112,4361391636.96,0.63,3448,HORIZON_DIGITAL,76697713.92,73,2.047,53,13,3,1,2025-10-06
2016,LV,PL753,INPI,3ce1c083a0ceff5ab390,AGRI_TECH,152,73,34209028196.39,4.185,3583,EIC_ACCELERATOR,14040543.32,52,1.494,70,14,4,1,2025-08-07
2017,PL,HU39,EUIPO,02feb0fe189067e70a48,SECURITY,150,72,6512746028.77,0.866,3342,HORIZON_INDUSTRY,89244796.82,71,4.985,15,15,5,1,2025-05-24
2018,ES,MT252,BOIP,db65822d0af36e4f32f4,ICT,147,119,9883804531.43,1.12,3162,HORIZON_HEALTH,348175080.03,60,0.878,54,16,6,0,2024-02-02
2019,HR,HU266,PRV,3a0ebf30066fb634f456,BIOTECH,151,129,25976970450.83,2.885,3095,HORIZON_WIDENING,16625680.32,77,6.037,60,17,7,1,2024-12-24
2020,FI,CY912,UKIPO,05f364397ad2b26465e3,MEDTECH,146,84,15591914696.46,1.954,3053,HORIZON_CLIMATE,46111372.55,76,4.769,59,18,8,1,2025-12-08
2021,IE,LT181,DPMA,300dea083ca3f017e1df,CLEAN_ENERGY,150,76,20788461413.81,2.777,3154,EIC_PATHFINDER,114592474.89,56,5.395,30,19,9,0,2025-10-18
2022,MT,LT46,EPO,d95d8894b6cfc7ea1ca7,ADV_MATERIALS,154,96,10074227279.26,1.054,2910,HORIZON_SPACE,90871962.03,60,6.244,22,20,1,1,2024-02-28
2023,SK,FR908,UPV,0e12c75dd8d5f67de794,AEROSPACE,152,127,23912673292.32,3.261,3389,HORIZON_DIGITAL,252107081.61,75,2.562,41,21,2,1,2025-07-07
2024,BE,AT68,OEPM,b625a0fd16199976c559,MOBILITY,152,142,29317052612.22,3.515,3615,EIC_ACCELERATOR,269446142.76,65,1.529,23,22,3,1,2025-03-05
2025,DK,NL35,INPI,3f289b8f2d6155faa0f0,FINTECH,157,129,4815989565.84,0.614,3627,HORIZON_INDUSTRY,89728803.51,78,3.361,31,23,4,1,2024-01-10
2026,GR,LT781,EUIPO,544583728d670eebd1e8,AGRI_TECH,168,148,30625402672.0,3.517,3627,HORIZON_HEALTH,160185765.09,63,4.638,41,24,5,0,2025-10-02
2014,LT,BG581,BOIP,9d66bb0b57fbc566eea5,SECURITY,163,115,33301465468.16,4.173,3053,HORIZON_WIDENING,316441839.41,68,5.327,61,25,6,0,2026-02-08
2015,PT,DK984,PRV,7aeb76d2d1c071c34205,ICT,159,152,22430328685.12,2.725,3172,HORIZON_CLIMATE,55117774.62,66,0.431,27,26,7,1,2024-01-20
2016,SE,SE8,UKIPO,1b26dc1204e822ad4b23,BIOTECH,176,74,30046793205.99,4.171,3279,EIC_PATHFINDER,278270239.39,73,2.452,28,27,8,1,2025-11-29
2017,CY,FR67,DPMA,ea80d358745c1468ea21,MEDTECH,169,78,30603826364.04,3.827,2920,HORIZON_SPACE,288853657.32,67,4.139,64,28,9,1,2025-09-24
2018,FR,BG65,EPO,086a49f86a346a5fb7c7,CLEAN_ENERGY,177,148,26954255990.68,3.756,3019,HORIZON_DIGITAL,298410109.83,80,6.218,67,29,1,1,2024-05-21
2019,IT,BE1,UPV,846022a781deea105287,ADV_MATERIALS,179,155,19880023721.27,2.343,3056,EIC_ACCELERATOR,245205947.51,76,2.283,18,30,2,0,2024-07-04
2020,NL,GR677,OEPM,dcab81e23027ad315aa3,AEROSPACE,175,156,27486754370.68,2.959,3319,HORIZON_INDUSTRY,79941588.0,74,1.05,39,31,3,1,2024-10-09
2021,SI,CZ1,INPI,dc220b2ca477bf7fdda4,MOBILITY,167,93,8848554394.47,0.907,3171,HORIZON_HEALTH,97047666.91,72,1.434,26,32,4,1,2024-10-27
2022,BG,DE466,EUIPO,a7ff7078a943f7017dea,FINTECH,164,157,19468866236.33,2.712,3556,HORIZON_WIDENING,10048767.23,82,0.718,62,33,5,0,2025-08-24
2023,EE,IT248,BOIP,87c42416b80b80f11da6,AGRI_TECH,161,156,17834989568.04,2.13,3383,HORIZON_CLIMATE,6194892.76,88,0.945,31,34,6,0,2025-02-10
2024,HU,PT103,PRV,7c8f42221c5e2b254c45,SECURITY,161,140,28900169848.58,3.668,3599,EIC_PATHFINDER,3201320.37,82,5.526,42,35,7,1,2025-07-26
2025,LU,GR587,UKIPO,26496725792483431fdc,ICT,175,142,22956295234.06,2.977,3427,HORIZON_SPACE,67677537.51,95,6.34,42,1,8,0,2025-05-25
2026,RO,EE4,DPMA,75e9dfa328cccb48d084,BIOTECH,175,72,22744195702.82,3.154,2905,HORIZON_DIGITAL,325973213.63,89,2.123,57,2,9,1,2025-05-10
2014,AT,IE472,EPO,1f738668207fe0eac7e3,MEDTECH,170,131,35039799814.92,4.088,3041,EIC_ACCELERATOR,181612146.95,96,5.342,55,3,1,1,2025-07-04
2015,CZ,FI948,UPV,7aa814884ece03076e27,CLEAN_ENERGY,177,173,32513452727.37,3.654,3522,HORIZON_INDUSTRY,115228307.28,79,6.078,50,4,2,0,2025-06-26
2016,DE,LV93,OEPM,7d86a31c26bac7ce2810,ADV_MATERIALS,166,140,18486554377.06,2.036,3258,HORIZON_HEALTH,270990438.55,82,5.932,47,5,3,0,2024-04-28
2017,LV,SI11,INPI,094d73ba741a3265b91f,AEROSPACE,190,146,13923336689.23,1.437,2978,HORIZON_WIDENING,141298680.77,96,0.233,41,6,4,1,2024-11-11
2018,PL,HR2,EUIPO,2a3a30270183b37767ca,MOBILITY,174,134,27918520277.98,3.689,3531,HORIZON_CLIMATE,21380388.46,79,1.286,64,7,5,1,2024-10-26
2019,ES,FI4,BOIP,15f1eb841076f35a0bc0,FINTECH,187,79,3033373288.93,0.4,3337,EIC_PATHFINDER,35810204.77,102,2.443,36,8,6,0,2025-01-28
2020,HR,LV330,PRV,42b92a4b74e95e7f46f7,AGRI_TECH,169,83,13313176687.25,1.329,3169,HORIZON_SPACE,163070948.99,101,0.435,39,9,7,1,2024-03-08
2021,FI,SK782,UKIPO,ce37e2bd7bc10e25f6ea,SECURITY,170,162,27193434411.21,2.615,3095,HORIZON_DIGITAL,83284046.07,95,4.675,33,10,8,1,2024-08-30
2022,IE,LV220,DPMA,fdb111da10a4ff2f3e2a,ICT,190,143,25446667651.69,2.654,3007,EIC_ACCELERATOR,154628494.03,92,5.244,44,11,9,1,2024-08-11
2023,MT,SE701,EPO,0460b9b14437962e1024,BIOTECH,184,119,40805828662.42,4.154,3106,HORIZON_INDUSTRY,145829971.16,84,5.392,21,12,1,0,2024-06-26
2024,SK,RO58,UPV,3f7ef7320ef4d729fb05,MEDTECH,186,110,28042185641.97,3.012,3400,HORIZON_HEALTH,281800352.31,104,3.948,31,13,2,1,2025-10-28
2025,BE,FI39,OEPM,c654408d5f2b3d0f2e5b,CLEAN_ENERGY,181,168,4867986603.11,0.462,3133,HORIZON_WIDENING,29297966.76,94,0.218,43,14,3,1,2024-10-18
2026,DK,CZ819,INPI,1e6ad95fcc7b13feb725,ADV_MATERIALS,199,107,11257639198.33,1.294,2973,HORIZON_CLIMATE,164651943.6,110,0.687,50,15,4,1,2024-10-12
2014,GR,BG40,EUIPO,59493b49a6e2223f8cbd,AEROSPACE,186,111,5389650640.39,0.69,3317,EIC_PATHFINDER,146450425.56,86,1.512,54,16,5,1,2024-12-13
2015,LT,PL92,BOIP,cfe769a24e1930093a66,MOBILITY,177,145,6865075786.54,0.708,3488,HORIZON_SPACE,47242914.17,94,5.283,57,17,6,1,2024-03-01
2016,PT,BE282,PRV,7991c09507bc376a3c96,FINTECH,189,116,16823052103.51,1.697,3497,HORIZON_DIGITAL,84908006.58,101,2.561,62,18,7,1,2025-04-17
2017,SE,NL728,UKIPO,4417e4df2bbf61b8a5e2,AGRI_TECH,186,126,28678378331.38,2.965,3006,EIC_ACCELERATOR,124541455.8,114,3.041,58,19,8,1,2024-03-06
2018,CY,IT642,DPMA,f4df3317dafeba4b07e5,SECURITY,196,157,4751318925.99,0.513,3247,HORIZON_INDUSTRY,156570614.12,96,4.359,25,20,9,1,2024-12-13
2019,FR,SI90,EPO,aea52e2b02e1ea3ebfa8,ICT,6,4,32151122249.45,3.937,3495,HORIZON_HEALTH,43410934.4,15,1.995,26,21,1,0,2026-01-20
2020,IT,HU46,UPV,384ea1f900091ad8217f,BIOTECH,8,5,35878139290.93,3.783,3428,HORIZON_WIDENING,29430525.15,17,2.901,31,22,2,1,2024-05-23
2021,NL,BG1,OEPM,e31f29abb8ec5dcf7d65,MEDTECH,14,13,31272800911.96,3.663,3710,HORIZON_CLIMATE,230426390.85,4,2.507,29,23,3,0,2025-11-25
2022,SI,LV991,INPI,ce0faa0a9acda0e793ac,CLEAN_ENERGY,17,17,19627964501.05,1.887,3192,EIC_PATHFINDER,119023009.07,4,5.297,10,24,4,0,2024-08-02
2023,BG,BG796,EUIPO,5e3d021cf70dac147779,ADV_MATERIALS,19,18,9177111873.66,0.926,3431,HORIZON_SPACE,64310677.88,17,2.437,36,25,5,0,2024-11-22
2024,EE,BG63,BOIP,c7af0265bc693df33e95,AEROSPACE,18,8,13971653341.99,1.321,3005,HORIZON_DIGITAL,17727550.04,16,0.49,9,26,6,1,2025-11-07
2025,HU,EE360,PRV,f14ba6cb628944ffdfb4,MOBILITY,10,6,15185085022.78,1.731,3223,EIC_ACCELERATOR,196056353.71,9,1.963,44,27,7,1,2025-10-26
2026,LU,LT51,UKIPO,b1031f4fedbb7ecf8389,FINTECH,28,25,23163890808.91,2.585,3143,HORIZON_INDUSTRY,43892968.46,16,3.72,10,28,8,1,2025-11-10
2014,RO,RO87,DPMA,c60e9f58a2c16f792b45,AGRI_TECH,10,6,38443921770.29,4.199,3569,HORIZON_HEALTH,72164401.76,34,2.616,20,29,9,0,2026-01-02
2015,AT,CZ28,EPO,70e24dd3bd50cfcad505,SECURITY,11,11,6583313509.57,0.638,3392,HORIZON_WIDENING,312191929.57,11,4.56,20,30,1,1,2025-10-28
2016,CZ,DE520,UPV,037491c356e3f95791f1,ICT,26,24,15701959704.26,1.888,3079,HORIZON_CLIMATE,318183819.55,30,1.243,45,31,2,1,2025-12-15
2017,DE,LT808,OEPM,7bb3ddccf595ff236c99,BIOTECH,31,18,19816538967.8,2.204,3670,EIC_PATHFINDER,165435926.57,37,4.735,56,32,3,1,2026-01-03
2018,LV,IE50,INPI,169c8c74fa3fc5b57ad2,MEDTECH,38,22,40708044255.72,4.147,3524,HORIZON_SPACE,145865325.9,34,0.31,49,33,4,1,2024-09-27
2019,PL,DE5,EUIPO,30ec67400af07d9c7cf9,CLEAN_ENERGY,19,11,28141477489.53,3.05,3696,HORIZON_DIGITAL,208833865.74,21,3.584,24,34,5,1,2025-08-03
2020,ES,PL923,BOIP,7a1f023104b118f6c9a1,ADV_MATERIALS,32,29,31989566006.01,3.16,3544,EIC_ACCELERATOR,252503103.15,19,1.267,17,35,6,0,2026-01-03
2021,HR,ES790,PRV,219c8a7512f9fdf6d0e9,AEROSPACE,28,22,27231294478.27,2.964,3640,HORIZON_INDUSTRY,53514017.54,23,4.602,6,1,7,1,2025-01-02
2022,FI,MT2,UKIPO,430730c5a860da79f381,MOBILITY,22,11,28414938674.08,3.19,3156,HORIZON_HEALTH,258634802.33,27,6.229,20,2,8,1,2025-08-22
2023,IE,IE24,DPMA,c284565c07c179b500d7,FINTECH,42,21,11414153723.96,1.372,3088,HORIZON_WIDENING,109429020.45,24,3.261,46,3,9,0,2024-06-03
2024,MT,SI386,EPO,3697b6fb3a19396a2526,AGRI_TECH,41,21,13857086557.96,1.389,3640,HORIZON_CLIMATE,148024691.44,44,1.055,40,4,1,1,2024-05-17
2025,SK,AT566,UPV,eb88c4b4201861772953,SECURITY,45,41,26492703463.18,2.962,3586,EIC_PATHFINDER,177207072.86,33,1.767,36,5,2,1,2025-07-12
2026,BE,BE84,OEPM,d189c2a095f080d079bc,ICT,31,14,34727368340.35,3.829,3437,HORIZON_SPACE,23324249.46,37,6.24,48,6,3,0,2025-02-15
2014,DK,AT85,INPI,67941f3b4b89812c99e1,BIOTECH,25,11,27367625459.44,2.917,3171,HORIZON_DIGITAL,39186212.26,45,5.29,33,7,4,1,2025-06-28
2015,GR,IT46,EUIPO,a035634daffa3886918c,MEDTECH,34,23,41229922226.07,3.91,3177,EIC_ACCELERATOR,69065635.52,35,5.369,12,8,5,0,2024-06-28
2016,LT,DK56,BOIP,11ea85ae17ea98e1477b,CLEAN_ENERGY,38,16,32226334380.28,3.12,3268,HORIZON_INDUSTRY,285597672.82,29,2.075,39,9,6,1,2024-08-16
2017,PT,LV128,PRV,05e06f1c7171eb5abbdf,ADV_MATERIALS,42,42,9985721087.17,1.202,3488,HORIZON_HEALTH,223229413.79,50,4.458,21,10,7,1,2025-01-25
2018,SE,RO93,UKIPO,256df5711a4176cca1ff,AEROSPACE,29,20,35477763053.49,3.113,3515,HORIZON_WIDENING,52663930.98,36,6.055,49,11,8,1,2025-06-15
2019,CY,NL1,DPMA,e4343393124fd2158c43,MOBILITY,44,29,20366956853.41,2.243,3173,HORIZON_CLIMATE,91534082.07,43,2.588,42,12,9,1,2024-01-13
2020,FR,LV3,EPO,b6bd99a4ce5d1569dd4d,FINTECH,47,22,12831835235.55,1.312,3053,EIC_PATHFINDER,9244078.33,41,1.242,43,13,1,1,2025-08-29
2021,IT,BE33,UPV,20fd071c21c4087792c9,AGRI_TECH,34,17,22797069832.97,2.298,3593,HORIZON_SPACE,148486614.33,36,2.883,50,14,2,1,2025-10-28
2022,NL,PT83,OEPM,432d558a814ed4e337fc,SECURITY,47,26,47926013998.75,4.197,3129,HORIZON_DIGITAL,52338237.12,36,3.383,11,15,3,0,2025-10-02
2023,SI,BE9,INPI,5633be542d32f0cef224,ICT,33,23,25454734855.3,2.834,3462,EIC_ACCELERATOR,111148652.69,37,6.235,49,16,4,0,2026-02-11
2024,BG,SI72,EUIPO,689548af24a6e4f01f49,BIOTECH,37,18,35984084076.07,3.484,3573,HORIZON_INDUSTRY,103249634.99,42,1.164,6,17,5,0,2025-08-02
2025,EE,NL99,BOIP,02215b88dc37e8c5e558,MEDTECH,38,29,11782124606.93,1.101,3242,HORIZON_HEALTH,86980019.02,34,2.804,54,18,6,0,2026-01-05
2026,HU,AT75,PRV,2c9e3aed0c7a8e3081a2,CLEAN_ENERGY,54,42,23619767547.61,2.624,3341,HORIZON_WIDENING,72508141.53,49,5.681,56,19,7,0,2024-11-22
2014,LU,PT90,UKIPO,eca14039df72ff816b54,ADV_MATERIALS,57,37,6026101518.04,0.614,3491,HORIZON_CLIMATE,209362708.47,42,0.809,44,20,8,1,2025-01-26
2015,RO,SI305,DPMA,cbd0b77240f419022586,AEROSPACE,53,53,24613312707.24,2.477,3541,EIC_PATHFINDER,2804425.89,54,3.383,38,21,9,0,2024-07-07
2016,AT,SI9,EPO,8b4d3683108d8e030b4f,MOBILITY,53,22,32255813393.46,2.924,3326,HORIZON_SPACE,45435616.27,52,6.343,9,22,1,1,2025-11-01
2017,CZ,FR69,UPV,e51b80842da65ed82078,FINTECH,40,30,29708169973.93,3.376,3169,HORIZON_DIGITAL,70165300.79,41,3.418,34,23,2,0,2025-03-15
2018,DE,LU355,OEPM,a226ef2c8a42db678303,AGRI_TECH,57,39,32226016405.26,3.585,3436,EIC_ACCELERATOR,96265519.29,44,5.249,47,24,3,1,2024-05-12
2019,LV,HR16,INPI,8f56747eeb173ce67833,SECURITY,50,25,19829197221.61,1.895,3356,HORIZON_INDUSTRY,117981301.67,55,0.815,43,25,4,1,2024-04-29
2020,PL,LU86,EUIPO,60dfc4712423b758fb11,ICT,61,58,8633398068.28,0.762,3313,HORIZON_HEALTH,153607567.71,60,5.208,16,26,5,0,2025-03-11
2021,ES,HU11,BOIP,f431037a68ceaed22d90,BIOTECH,49,43,25458455347.21,2.181,3479,HORIZON_WIDENING,29094882.05,56,2.73,41,27,6,1,2025-01-30
2022,HR,RO92,PRV,0490c8490b4caf27865a,MEDTECH,47,25,10528804924.41,0.909,3299,HORIZON_CLIMATE,99728783.1,66,4.506,33,28,7,1,2024-07-04
2023,FI,IT788,UKIPO,1eb584be1f8a5a73f8be,CLEAN_ENERGY,55,55,36837339712.07,3.483,3183,EIC_PATHFINDER,2894356.98,44,2.998,51,29,8,1,2024-07-26
2024,IE,BG752,DPMA,c3c6f028d2040ccefdf6,ADV_MATERIALS,48,41,37752091277.3,3.682,3126,HORIZON_SPACE,294644472.38,66,3.189,4,30,9,1,2025-03-10
2025,MT,SE7,EPO,1ab3354611ec5f556064,AEROSPACE,46,34,33623748184.94,3.803,3773,HORIZON_DIGITAL,233062557.29,68,4.393,43,31,1,0,2024-12-18
2026,SK,CZ857,UPV,043851e6fc3a96a24053,MOBILITY,62,61,30648986875.16,3.165,3233,EIC_ACCELERATOR,140198904.17,63,2.562,10,32,2,1,2025-04-17
2014,BE,GR8,OEPM,87b6d4775cdbd524df11,FINTECH,55,33,18706777915.39,1.773,3552,HORIZON_INDUSTRY,163566254.66,58,2.941,22,33,3,0,2025-08-02
2015,DK,GR956,INPI,4c6198437976e5dd181f,AGRI_TECH,71,58,6090559093.45,0.577,3675,HORIZON_HEALTH,305495192.17,54,4.229,12,34,4,0,2024-02-19
2016,GR,PT85,EUIPO,58744f50624ef2ced834,SECURITY,53,38,30467294098.07,2.541,3739,HORIZON_WIDENING,61715394.36,70,3.349,49,35,5,1,2024-08-04
2017,LT,PL9,BOIP,a942129c4c0fdc352176,ICT,62,38,24144156378.4,2.663,3081,HORIZON_CLIMATE,153861435.12,76,2.727,32,1,6,1,2024-10-11
2018,PT,IT8,PRV,6438d0e3541ac9355a95,BIOTECH,53,51,4341619611.96,0.482,3151,EIC_PATHFINDER,170958210.44,76,3.132,58,2,7,1,2025-12-06
2019,SE,LT69,UKIPO,00f56c09d713e833a552,MEDTECH,60,28,48271915773.81,3.953,3260,HORIZON_SPACE,238018794.6,78,2.845,13,3,8,1,2025-08-07
2020,CY,ES17,DPMA,9df56622776668d26262,CLEAN_ENERGY,71,64,10996662427.61,1.017,3745,HORIZON_DIGITAL,105849358.42,60,6.044,52,4,9,0,2024-04-29
2021,FR,IT499,EPO,bef0944cf96f70245396,ADV_MATERIALS,79,78,12859529147.08,1.04,3526,EIC_ACCELERATOR,11826318.16,73,4.994,56,5,1,1,2024-06-05
2022,IT,CY217,UPV,c3fe1bc05b6afeaf9fd0,AEROSPACE,77,75,12932527300.2,1.143,3784,HORIZON_INDUSTRY,130859113.58,71,1.863,47,6,2,1,2025-02-14
2023,NL,FI244,OEPM,7a88e2a0b42f4bed6587,MOBILITY,82,70,18117195134.95,1.701,3313,HORIZON_HEALTH,237710761.85,63,2.055,35,7,3,1,2024-01-14
2024,SI,NL738,INPI,45a0f669537538c2bf1c,FINTECH,65,51,21146258595.49,1.936,3424,HORIZON_WIDENING,174399544.56,63,3.935,48,8,4,1,2025-02-27
2025,BG,PT29,EUIPO,0c894879331965dc480a,AGRI_TECH,83,42,34292383219.82,3.546,3641,HORIZON_CLIMATE,180635785.99,64,0.789,9,9,5,1,2026-01-04
2026,EE,NL49,BOIP,918a6608ea042ba43d2b,SECURITY,65,44,47190274542.82,3.835,3795,EIC_PATHFINDER,84868939.79,74,5.663,53,10,6,1,2024-02-14
2014,HU,PL195,PRV,8500a1700760907e449c,ICT,65,59,26210163329.62,2.226,3111,HORIZON_SPACE,53618967.48,61,2.328,13,11,7,1,2025-03-12
2015,LU,BE755,UKIPO,00fde6e5a2d63ee365c9,BIOTECH,62,30,14853893620.06,1.563,3280,HORIZON_DIGITAL,96498313.15,68,6.124,41,12,8,1,2024-08-04
2016,RO,BG74,DPMA,6334dd8ee78ab93eff77,MEDTECH,67,52,31614057915.73,2.512,3547,EIC_ACCELERATOR,124599123.88,66,0.81,59,13,9,1,2025-10-19
2017,AT,FR876,EPO,33356e6fc66bb5718c95,CLEAN_ENERGY,67,42,26078319775.01,2.104,3250,HORIZON_INDUSTRY,229706261.99,83,0.897,49,14,1,0,2025-09-24
2018,CZ,DE333,UPV,0544caa505b7f1605e01,ADV_MATERIALS,71,63,8598045001.62,0.706,3125,HORIZON_HEALTH,241007022.67,76,0.307,41,15,2,0,2025-08-08
2019,DE,BG47,OEPM,3e16ad8c1ab80416f5c8,AEROSPACE,68,48,42663997508.75,3.334,3422,HORIZON_WIDENING,208072699.45,78,5.588,25,16,3,1,2024-03-09
2020,LV,LU7,INPI,878d5e064d50aa1370db,MOBILITY,67,66,46791394933.55,4.071,3189,HORIZON_CLIMATE,68653287.73,73,3.742,36,17,4,0,2025-06-10
2021,PL,HU34,EUIPO,8e86aec396eb30705b20,FINTECH,70,58,22251255992.76,2.035,3206,EIC_PATHFINDER,18158819.88,84,1.625,52,18,5,1,2024-03-27
2022,ES,IT56,BOIP,879e8ab1b840216fc0f6,AGRI_TECH,74,60,37741969031.04,3.781,3296,HORIZON_SPACE,116873222.89,87,4.899,58,19,6,0,2024-04-07
2023,HR,HU93,PRV,db33cef9721786058d63,SECURITY,95,71,30755706794.53,2.585,3768,HORIZON_DIGITAL,216267423.66,85,6.346,39,20,7,0,2024-10-22
2024,FI,HU939,UKIPO,2e83a904472055037582,ICT,94,70,24976400402.21,2.138,3829,EIC_ACCELERATOR,15005905.76,77,1.309,34,21,8,1,2025-03-17
2025,IE,PT884,DPMA,8669d4cb589754e6c48a,BIOTECH,80,75,46692315775.65,4.016,3355,HORIZON_INDUSTRY,103103064.72,94,2.124,25,22,9,1,2024-05-12
2026,MT,IE601,EPO,cc6a8f5dcc3ad7989ac4,MEDTECH,89,83,36147217571.04,3.652,3342,HORIZON_HEALTH,333353073.87,94,4.854,34,23,1,1,2025-10-17
2014,SK,FR19,UPV,4ff0b585a65f26a48d16,CLEAN_ENERGY,90,38,18021172173.19,1.654,3439,HORIZON_WIDENING,181954101.48,92,5.409,21,24,2,1,2024-05-12
2015,BE,SK401,OEPM,31c3c39281649a59e6aa,ADV_MATERIALS,77,56,39374967886.43,3.602,3387,HORIZON_CLIMATE,56100597.69,96,1.891,40,25,3,1,2025-01-18
2016,DK,FI15,INPI,55dfa7edb5addfec18fa,AEROSPACE,77,56,26415536237.92,2.011,3577,EIC_PATHFINDER,99079712.04,94,2.754,9,26,4,1,2025-05-05
2017,GR,SK816,EUIPO,fdea22f80e15e54a9b2c,MOBILITY,88,84,6839326991.89,0.633,3386,HORIZON_SPACE,242874205.63,98,5.015,45,27,5,0,2025-01-14
2018,LT,RO74,BOIP,20dfe947a5633011d580,FINTECH,78,50,36060923908.7,2.873,3515,HORIZON_DIGITAL,101559599.5,91,2.223,58,28,6,0,2025-09-23
2019,PT,LU15,PRV,e897b210ffd126268f71,AGRI_TECH,87,51,41377767774.37,3.19,3192,EIC_ACCELERATOR,110715676.8,98,0.689,40,29,7,1,2024-06-11
2020,SE,PT402,UKIPO,441b02f76de176d64bfe,SECURITY,92,76,31661055519.82,3.141,3244,HORIZON_INDUSTRY,104449860.78,97,5.7,34,30,8,0,2025-07-10
2021,CY,BE78,DPMA,1f130ede98049cc9adbc,ICT,104,85,29656635535.57,2.598,3332,HORIZON_HEALTH,335360672.79,106,4.136,19,31,9,0,2024-05-26
2022,FR,IE127,EPO,f91363c50cd57a6b23e7,BIOTECH,98,52,51987180842.15,4.096,3548,HORIZON_WIDENING,92869246.25,87,5.385,29,32,1,1,2026-01-20
2023,IT,FI698,UPV,7652b5f0fd38a675f646,MEDTECH,85,80,28305992924.86,2.635,3790,HORIZON_CLIMATE,195196411.8,92,3.378,12,33,2,1,2024-07-16
2024,NL,HU189,OEPM,0da0e84146de716137c3,CLEAN_ENERGY,101,74,37963762578.93,2.847,3885,EIC_PATHFINDER,263136875.18,95,1.358,34,34,3,1,2024-03-30
2025,SI,ES880,INPI,65789c884c8b0ed9bb4b,ADV_MATERIALS,89,45,12429668539.3,1.229,3489,HORIZON_SPACE,7621948.04,105,2.422,60,35,4,0,2024-06-12
2026,BG,CZ838,EUIPO,f21e23b7a4635145b413,AEROSPACE,100,98,33429078659.93,2.73,3766,HORIZON_DIGITAL,239933100.06,97,6.292,35,1,5,1,2025-06-23
2014,EE,IE929,BOIP,d2d4b6a74d27150756cf,MOBILITY,94,71,9377523721.56,0.95,3476,EIC_ACCELERATOR,190699092.92,107,3.675,35,2,6,1,2024-11-13
2015,HU,BE362,PRV,a1ba2a277f7432e73877,FINTECH,101,58,46242990205.89,3.557,3793,HORIZON_INDUSTRY,306175869.03,99,6.421,11,3,7,1,2026-02-17
2016,LU,HU68,UKIPO,3e4806d9e3bb7366e7bb,AGRI_TECH,100,54,37015813623.74,3.219,3351,HORIZON_HEALTH,137153384.91,113,2.645,53,4,8,0,2024-03-29
2017,RO,CY915,DPMA,d5838df80205c62ada87,SECURITY,91,79,33308861763.08,3.31,3191,HORIZON_WIDENING,130933707.75,101,2.008,18,5,9,0,2024-08-03
2018,AT,ES71,EPO,bc7dab9fc19ab2b80f66,ICT,92,70,18511480587.77,1.637,3754,HORIZON_CLIMATE,202383641.01,25,0.664,15,6,1,1,2024-09-10
2019,CZ,SK97,UPV,f9a8b2827dc2668c22ed,BIOTECH,98,48,42935112175.28,3.728,3411,EIC_PATHFINDER,89975744.74,13,4.998,56,7,2,1,2024-05-09
2020,DE,EE6,OEPM,00bd2fd062818694e795,MEDTECH,102,68,22235564866.04,1.753,3162,HORIZON_SPACE,173053614.18,22,1.82,17,8,3,1,2025-12-31
2021,LV,PT81,INPI,34046d7f8748008dca1c,CLEAN_ENERGY,104,65,14893822424.33,1.225,3233,HORIZON_DIGITAL,124270289.17,22,0.522,37,9,4,0,2024-11-07
2022,PL,LV9,EUIPO,ada820e43127e5578f69,ADV_MATERIALS,101,100,41362935376.48,3.883,3141,EIC_ACCELERATOR,134999885.28,17,1.388,14,10,5,0,2024-05-18
2023,ES,BE41,BOIP,a84e5c1c8ca9a49d9314,AEROSPACE,98,68,7542458430.46,0.599,3832,HORIZON_INDUSTRY,246690288.46,18,3.969,42,11,6,1,2025-02-26
2024,HR,AT567,PRV,f924639f4b78084c2b67,MOBILITY,102,84,45942964853.21,3.79,3249,HORIZON_HEALTH,112875548.77,28,5.049,11,12,7,1,2025-04-29
2025,FI,DK58,UKIPO,02b390220c1f743242a6,FINTECH,123,81,31901223116.27,2.64,3517,HORIZON_WIDENING,7174991.86,10,0.84,56,13,8,0,2025-10-16
2026,IE,EE282,DPMA,c004e45e436192db3c01,AGRI_TECH,111,58,44069121653.92,3.27,3481,HORIZON_CLIMATE,220729903.6,9,2.73,64,14,9,1,2025-11-20
