econ_leading_indicator_date,econ_leading_indicator_name_code,econ_leading_composite_index_value,econ_leading_diffusion_index_value,econ_leading_yield_curve_spread_bps,econ_leading_initial_claims_level,econ_leading_new_orders_index,econ_leading_consumer_expectations_index,econ_leading_building_permits_level,econ_leading_stock_market_index_level,econ_leading_credit_spread_bps,econ_leading_money_supply_growth_pct,econ_leading_manufacturing_hours_index,econ_leading_vendor_delivery_times_index,econ_leading_inventory_to_sales_ratio,econ_leading_recession_signal_flag,econ_leading_signal_threshold_used,econ_leading_lag_months_assumed,econ_leading_nowcast_gdp_growth_pct,econ_leading_model_version_tag
2020-07-07,PERMITS,89.703,37.427,183,199387,64.38,104.7,1850485,1809.12,335,3.31,96.19,61.34,1.1,1,92.43,8,0.93,v1_2
2020-07-08,CLAIMS,97.393,35.492,214,435234,36.96,71.15,1505726,4084.74,170,3.35,104.14,63.58,1.375,0,97.54,11,3.96,v2_0
2020-07-09,ECI,96.009,64.843,-5,291860,43.22,82.05,787435,4602.48,257,9.12,79.01,59.73,1.36,0,97.13,10,-1.18,v2_0
2020-07-10,YIELD_CURVE,122.496,54.115,208,294001,43.26,74.07,1150797,2853.41,285,-1.45,109.65,63.58,1.354,0,96.79,8,1.48,v1_2
2020-07-11,PMI_NEW_ORDERS,111.161,58.259,332,363807,40.8,95.01,1408330,4517.67,355,8.48,108.39,48.0,1.675,0,93.18,5,0.41,v2_1
2020-07-12,EQUITIES,118.288,35.606,-174,318082,53.75,60.06,1266436,2821.49,67,7.38,97.01,51.05,1.111,0,93.19,10,0.61,v1_1
2020-07-13,LEI,128.18,56.848,180,163952,59.55,99.86,1078527,2095.61,175,0.42,90.3,46.9,1.453,0,92.21,2,3.05,v1_2
2020-07-14,PMI_NEW_ORDERS,85.771,37.991,239,332793,40.63,102.0,1134856,2541.14,135,-1.87,89.33,46.64,1.627,1,92.58,12,3.67,v1_0
2020-07-15,EQUITIES,98.02,36.051,258,249147,51.04,94.05,1406211,4821.09,124,3.95,102.47,52.14,1.546,0,97.51,7,2.74,v1_0
2020-07-16,ECI,122.59,58.97,189,289291,59.31,67.89,918485,5516.37,212,0.52,75.48,59.47,1.46,0,97.61,6,4.1,v2_0
2020-07-17,ECI,119.023,55.649,-215,233141,40.13,79.59,1138959,3657.68,145,6.45,106.0,45.4,1.18,0,94.8,2,0.58,v1_2
2020-07-18,CREDIT,97.571,56.274,-208,272031,64.11,93.47,845743,4194.53,113,4.25,91.63,59.25,1.645,0,94.98,7,0.42,v1_0
2020-07-19,PERMITS,108.817,47.043,-51,512301,47.94,72.92,1645330,3157.21,332,4.4,94.98,57.46,1.259,0,94.26,9,0.12,v1_1
2020-07-20,PMI_NEW_ORDERS,88.778,52.922,228,254439,56.04,70.89,757406,2222.88,156,5.33,111.81,50.23,1.68,1,96.73,10,1.23,v2_0
2020-07-21,EQUITIES,124.755,50.069,86,402844,37.92,108.21,1150120,4093.28,173,5.54,109.59,50.01,1.486,0,92.14,10,3.91,v1_1
2020-07-22,YIELD_CURVE,96.02,37.977,113,222642,40.62,89.07,1523976,2679.73,270,6.39,101.64,52.46,1.108,0,92.26,1,0.93,v1_0
2020-07-23,CREDIT,119.224,38.532,213,177102,59.09,104.21,1800806,2949.36,189,1.51,90.17,60.86,1.614,0,93.16,4,1.76,v1_0
2020-07-24,CREDIT,115.404,64.739,5,169488,46.4,89.39,1128272,4030.97,159,0.7,82.99,40.9,1.658,0,92.59,6,1.98,v2_1
2020-07-25,PMI_NEW_ORDERS,100.986,62.455,-67,181465,54.55,59.88,1701482,5752.22,83,-2.29,99.87,52.99,1.355,0,93.16,11,6.15,v2_0
2020-07-26,CREDIT,123.403,44.655,293,535417,55.8,78.51,992782,5822.35,283,-0.78,111.62,45.13,1.659,0,97.78,2,1.35,v2_0
2020-07-27,PMI_NEW_ORDERS,111.236,48.263,107,360013,63.1,93.77,1404720,4412.96,230,2.43,84.41,61.62,1.431,0,92.05,2,1.14,v2_1
2020-07-28,EQUITIES,125.399,58.031,98,213789,36.53,68.99,1521320,4366.47,199,2.7,75.34,47.34,1.512,0,93.69,7,0.69,v1_0
2020-07-29,PERMITS,102.169,44.554,172,309053,51.87,66.01,799678,2370.19,211,-0.13,101.82,52.5,1.14,0,96.45,8,2.29,v1_0
2020-07-30,EQUITIES,118.991,52.647,66,316531,51.36,87.3,1087115,1897.85,242,8.8,98.16,52.35,1.119,0,97.06,2,4.31,v1_0
2020-07-31,LEI,104.331,43.561,89,523727,52.43,71.12,1874827,4419.73,418,-3.59,102.34,38.02,1.164,0,93.01,12,0.27,v2_0
2020-08-01,ECI,103.888,35.731,-69,309952,61.31,80.73,865928,2312.52,184,3.29,82.13,41.42,1.196,0,94.47,6,-0.7,v1_0
2020-08-02,ECI,116.755,49.934,125,181906,58.15,96.57,1646667,5579.69,90,7.48,90.66,38.92,1.627,0,96.24,11,1.38,v1_1
2020-08-03,LEI,104.917,54.687,-14,210712,38.48,102.0,1805138,4303.91,171,11.39,100.91,49.17,1.606,0,95.76,2,5.81,v1_2
2020-08-04,PMI_NEW_ORDERS,115.652,51.336,-175,188392,53.25,97.61,1314616,5553.11,279,3.32,103.41,38.82,1.334,0,92.19,2,-0.89,v1_1
2020-08-05,ECI,88.941,42.834,323,321930,53.26,101.6,937467,4817.35,103,-0.92,88.27,47.22,1.261,1,94.45,7,2.33,v2_1
2020-08-06,PERMITS,116.121,56.227,292,172157,45.91,73.66,1082178,4373.0,217,1.08,110.77,46.01,1.633,0,93.24,5,8.16,v2_1
2020-08-07,M2,115.065,37.91,31,477642,43.3,65.67,808858,5235.4,376,2.81,80.01,41.6,1.664,0,97.38,12,3.3,v1_2
2020-08-08,CLAIMS,121.366,51.971,-116,453087,45.6,68.7,1315288,5271.05,154,-2.98,109.96,60.14,1.207,0,96.83,6,4.74,v2_1
2020-08-09,ECI,123.809,40.09,-190,515795,44.04,98.61,1862297,4230.97,119,0.39,111.93,46.35,1.486,0,96.52,6,3.38,v2_0
2020-08-10,LEI,127.179,41.325,217,178612,38.81,57.03,1441118,2842.38,347,10.66,92.77,46.31,1.145,0,97.36,9,4.16,v2_0
2020-08-11,CREDIT,118.968,45.497,-55,292995,56.48,60.07,1227085,4013.66,198,1.91,106.32,57.74,1.359,0,93.44,5,-1.09,v1_2
2020-08-12,ECI,87.874,35.52,-97,333560,58.8,105.18,725919,4785.67,209,2.13,77.92,35.7,1.55,1,94.88,2,3.49,v1_2
2020-08-13,ECI,127.764,50.426,-98,522686,35.29,102.04,1048041,2209.24,66,5.12,78.13,49.17,1.61,0,94.7,6,3.49,v1_0
2020-08-14,YIELD_CURVE,90.283,46.407,321,376362,40.79,90.37,1451524,3954.64,332,-5.07,90.22,52.67,1.291,1,95.91,6,-0.36,v2_0
2020-08-15,EQUITIES,123.815,57.496,149,223033,52.43,86.37,1275485,2396.67,96,6.16,85.4,58.56,1.494,0,93.03,4,-2.99,v1_1
2020-08-16,CREDIT,96.662,62.83,295,539322,46.91,74.14,1323551,5191.87,186,10.49,95.12,58.98,1.148,0,95.77,2,2.09,v1_0
2020-08-17,CLAIMS,105.786,37.697,111,290061,60.86,61.0,1809035,3407.87,418,1.34,109.92,52.11,1.43,0,93.59,4,2.77,v2_0
2020-08-18,CREDIT,87.22,52.559,-206,336178,41.74,80.99,988053,4872.14,88,2.33,83.55,43.68,1.602,1,92.59,1,3.67,v1_2
2020-08-19,LEI,92.439,35.485,-75,269562,39.81,81.48,1401108,1967.71,400,-0.12,100.56,59.96,1.424,1,92.65,4,1.96,v1_0
2020-08-20,PERMITS,100.308,43.612,37,271052,46.23,78.58,1214254,2051.5,234,1.59,106.04,64.76,1.55,0,95.71,5,2.2,v2_1
2020-08-21,CLAIMS,111.581,36.081,-83,354832,47.1,67.5,1892613,5267.13,294,2.07,78.75,43.7,1.305,0,96.23,9,5.35,v2_0
2020-08-22,PMI_NEW_ORDERS,119.942,54.066,118,523238,59.02,63.65,901312,5517.75,278,5.24,86.28,64.99,1.397,0,94.99,8,1.24,v1_0
2020-08-23,PMI_NEW_ORDERS,103.236,55.733,146,221943,49.38,67.1,837205,5204.9,81,3.63,111.39,36.21,1.626,0,94.15,7,3.24,v2_0
2020-08-24,LEI,124.782,54.325,-249,416416,44.53,90.89,978282,5825.2,263,-0.05,88.19,38.96,1.67,0,96.14,7,-2.18,v2_0
2020-08-25,EQUITIES,127.452,58.864,132,262982,61.59,99.61,1849194,5150.2,171,-2.38,90.16,40.47,1.269,0,94.67,2,-0.28,v2_0
2020-08-26,M2,109.983,43.751,-221,317594,52.91,62.73,1589003,3852.1,368,3.01,86.61,59.54,1.533,0,95.14,5,4.18,v2_0
2020-08-27,LEI,110.092,35.003,-206,250498,49.61,90.9,708496,4152.39,205,7.34,104.26,63.37,1.433,0,98.95,11,-0.32,v2_1
2020-08-28,M2,119.76,58.219,65,262634,38.58,107.37,1273572,4554.88,144,2.31,103.98,40.16,1.676,0,95.63,2,-0.95,v2_1
2020-08-29,YIELD_CURVE,116.49,40.315,-27,307113,61.66,103.98,1561290,5878.13,82,8.12,109.42,46.75,1.208,0,92.85,10,0.69,v1_2
2020-08-30,PERMITS,113.265,51.49,264,403368,39.01,73.51,882317,5180.47,233,2.21,112.53,56.94,1.36,0,94.13,1,4.07,v1_1
2020-08-31,EQUITIES,112.592,52.195,258,255320,48.7,64.34,1226118,3233.27,311,1.88,86.72,48.65,1.649,0,98.99,7,0.78,v2_0
2020-09-01,PMI_NEW_ORDERS,102.98,57.205,80,493965,55.79,95.92,1661362,5989.68,169,8.08,90.94,63.24,1.232,0,96.04,2,1.25,v2_0
2020-09-02,LEI,102.696,55.795,138,544422,58.42,82.89,1001419,2854.86,303,3.53,108.37,53.63,1.429,0,94.38,4,0.9,v1_1
2020-09-03,LEI,102.592,56.853,93,431874,60.79,83.89,1877214,3053.58,155,1.05,114.13,44.72,1.245,0,98.78,11,1.6,v1_0
2020-09-04,CREDIT,127.156,38.695,-161,331285,42.69,60.74,748211,4188.58,143,9.46,110.79,57.97,1.67,0,98.77,7,1.87,v2_1
2020-09-05,EQUITIES,123.06,46.162,-226,224212,55.6,62.42,799122,4632.13,99,4.7,113.89,55.05,1.316,0,93.67,5,1.21,v1_1
2020-09-06,YIELD_CURVE,97.461,54.574,159,538614,35.07,92.31,1076506,2030.98,365,7.26,105.68,64.15,1.375,0,97.29,8,0.49,v2_0
2020-09-07,ECI,103.945,35.309,-79,205451,48.37,108.05,1665474,3065.15,336,-1.08,95.17,48.88,1.56,0,94.04,4,0.98,v2_1
2020-09-08,EQUITIES,103.288,39.765,-182,474803,45.5,103.86,1410749,2593.44,50,0.42,101.82,44.08,1.398,0,93.77,9,1.39,v1_2
2020-09-09,EQUITIES,112.201,42.697,112,479600,36.03,100.53,1433997,2050.46,398,-0.19,109.48,52.21,1.384,0,94.06,1,1.9,v1_1
2020-09-10,CLAIMS,90.627,57.882,-195,231580,41.38,57.89,1823262,3323.14,198,-5.57,75.12,57.02,1.375,1,93.92,8,2.54,v1_1
2020-09-11,PERMITS,118.544,40.625,41,236004,64.24,92.4,1154996,4214.51,388,9.14,89.25,51.42,1.508,0,98.75,11,1.68,v2_0
2020-09-12,PMI_NEW_ORDERS,113.063,53.342,258,465236,48.68,109.46,1161418,2969.14,204,8.16,75.7,36.97,1.113,0,95.88,5,2.82,v1_1
2020-09-13,CLAIMS,127.742,43.751,221,414166,37.62,102.34,955936,4344.39,304,1.36,76.78,47.99,1.186,0,97.94,7,-1.53,v2_0
2020-09-14,CLAIMS,117.764,42.844,233,238223,46.14,106.15,800161,2226.31,419,7.36,107.98,41.47,1.202,0,94.41,10,2.9,v1_2
2020-09-15,PMI_NEW_ORDERS,86.267,42.869,-147,512834,51.43,80.75,1883155,3513.9,295,8.17,81.76,45.27,1.582,1,96.57,2,0.93,v2_0
2020-09-16,YIELD_CURVE,93.752,41.402,-39,367777,39.67,68.03,1549786,3901.72,233,0.71,109.54,40.97,1.433,1,92.19,4,-2.98,v2_0
2020-09-17,CLAIMS,102.58,49.105,-64,515919,47.99,79.63,1853429,4026.49,380,1.65,78.13,54.21,1.696,0,95.6,7,2.41,v1_0
2020-09-18,YIELD_CURVE,102.214,43.256,-201,340919,56.49,61.31,913642,2007.43,335,8.2,80.3,64.57,1.676,0,93.72,5,3.88,v2_0
2020-09-19,YIELD_CURVE,95.816,55.291,283,154632,50.18,73.12,1369087,3787.2,112,3.56,75.02,37.17,1.114,0,93.64,3,1.75,v2_1
2020-09-20,CLAIMS,116.573,53.152,143,337967,57.4,98.67,1230852,4245.74,106,6.54,98.88,63.3,1.421,0,95.77,9,4.6,v1_2
2020-09-21,EQUITIES,100.365,49.085,222,186280,63.28,65.96,1452670,4913.08,89,1.51,101.08,41.79,1.134,0,97.08,12,2.62,v2_0
2020-09-22,M2,93.398,49.41,25,445884,61.98,86.93,1586005,4836.81,250,5.93,83.31,58.73,1.598,1,95.16,3,2.1,v1_0
2020-09-23,M2,99.79,37.4,234,295668,55.71,99.41,1054422,1974.04,328,2.21,86.99,43.61,1.497,0,92.14,1,1.29,v1_1
2020-09-24,YIELD_CURVE,90.182,53.434,100,172314,35.29,86.66,1430877,3757.26,96,2.68,82.24,37.64,1.466,1,98.58,4,4.99,v2_1
2020-09-25,ECI,109.882,39.08,-193,151321,57.67,99.98,1286017,5518.36,234,4.66,89.43,51.33,1.369,0,94.67,9,2.94,v2_0
2020-09-26,YIELD_CURVE,107.406,62.539,-115,398145,58.12,60.05,1007842,2485.92,147,0.04,84.84,43.14,1.186,0,97.93,12,2.83,v1_0
2020-09-27,PERMITS,99.12,51.273,265,530813,52.22,84.68,971409,2742.06,287,10.87,108.24,40.05,1.284,0,95.73,3,0.06,v1_0
2020-09-28,PERMITS,96.663,49.046,-104,523149,36.38,55.59,1546931,4015.42,171,1.34,80.31,51.82,1.109,0,93.12,11,1.04,v1_2
2020-09-29,EQUITIES,113.506,45.691,-161,158133,63.21,83.33,1555419,3109.97,212,-1.85,108.1,50.39,1.598,0,97.62,11,1.84,v1_1
2020-09-30,M2,108.266,47.493,181,506313,50.84,64.22,711824,3131.77,338,3.9,99.73,48.41,1.24,0,96.42,10,1.13,v1_2
2020-10-01,PERMITS,98.939,62.504,339,398762,48.42,65.64,1327147,4324.75,86,8.36,107.72,60.8,1.514,0,98.11,4,3.43,v1_0
2020-10-02,EQUITIES,124.119,47.344,-245,258339,46.88,93.89,788820,3197.59,333,7.81,109.34,44.43,1.355,0,92.23,10,6.09,v2_0
2020-10-03,YIELD_CURVE,103.662,45.217,-129,312649,50.76,57.36,1165311,3019.65,281,0.52,82.37,38.33,1.533,0,95.1,5,2.96,v2_0
2020-10-04,M2,90.632,57.984,344,201587,36.75,75.18,1587528,1964.69,355,3.68,107.84,62.31,1.55,1,95.54,7,0.79,v1_2
2020-10-05,PERMITS,103.399,50.812,-241,490191,58.1,105.93,1031542,5721.96,263,7.34,85.09,50.5,1.175,0,93.1,2,6.25,v2_1
2020-10-06,ECI,102.985,57.181,-244,391736,54.99,80.26,1102512,5708.92,347,-4.2,98.75,54.35,1.455,0,95.67,6,2.97,v1_1
2020-10-07,ECI,126.083,35.125,48,404967,36.38,58.2,1897561,2116.36,61,6.3,111.28,53.77,1.48,0,97.29,3,3.24,v1_0
2020-10-08,PERMITS,85.645,40.713,207,349487,47.38,62.0,1839263,5429.17,341,-5.21,75.63,45.15,1.299,1,98.56,6,3.07,v1_1
2020-10-09,EQUITIES,98.318,38.052,-208,533179,53.02,89.54,1052360,3270.98,95,1.34,97.15,37.43,1.519,0,94.69,12,5.24,v1_2
2020-10-10,YIELD_CURVE,122.118,54.675,93,450115,59.12,75.84,884185,1948.25,65,-3.95,83.94,47.81,1.204,0,98.71,4,2.94,v1_2
2020-10-11,LEI,125.798,37.107,266,317337,49.81,109.4,1485869,5395.21,359,5.46,101.52,51.82,1.206,0,98.31,3,3.35,v2_1
2020-10-12,LEI,94.587,37.896,274,301443,47.24,96.21,785123,4487.66,141,1.78,102.56,42.59,1.636,1,93.34,1,4.6,v1_2
2020-10-13,LEI,104.001,48.038,44,202191,55.15,107.68,1331495,5774.83,343,-0.25,92.65,46.67,1.264,0,96.96,6,4.41,v1_1
2020-10-14,PMI_NEW_ORDERS,88.921,39.986,342,221002,47.03,80.67,1222934,5553.03,81,0.05,99.77,60.42,1.552,1,95.12,10,0.57,v2_0
2020-10-15,PERMITS,106.586,36.447,-143,319860,51.47,91.77,1136033,2553.02,354,5.47,111.21,40.42,1.364,0,97.41,4,1.31,v1_2
2020-10-16,EQUITIES,93.553,57.166,120,499617,62.6,60.49,1157535,1999.11,124,-1.94,94.19,41.21,1.668,1,96.95,9,3.99,v1_0
2020-10-17,CLAIMS,86.115,48.533,-249,519481,62.18,102.49,834371,3508.86,296,14.53,96.92,64.77,1.579,1,92.36,7,-0.99,v1_0
2020-10-18,LEI,97.25,42.249,168,405778,51.21,64.7,1306679,3586.1,220,-0.37,101.09,55.71,1.629,0,93.85,3,5.42,v2_1
2020-10-19,LEI,96.822,54.37,50,516845,38.01,66.64,1023957,5375.25,104,1.29,86.7,43.18,1.344,0,97.82,2,-0.39,v2_1
2020-10-20,YIELD_CURVE,124.999,44.767,346,546276,63.97,90.31,1840054,1951.64,105,2.82,81.15,51.39,1.201,0,93.34,11,-1.97,v2_0
2020-10-21,M2,122.097,36.492,-55,456996,54.12,55.1,706556,3823.75,363,6.53,102.13,56.07,1.578,0,93.29,1,2.6,v1_2
2020-10-22,CREDIT,103.004,50.459,-137,378037,62.05,89.02,1210605,3094.75,229,9.39,82.18,57.32,1.42,0,92.26,12,-0.09,v1_0
2020-10-23,PERMITS,126.856,60.598,129,398015,49.8,105.29,1887023,3103.75,233,0.91,101.19,44.63,1.696,0,93.59,3,1.02,v2_0
2020-10-24,ECI,93.555,46.87,51,238044,56.58,63.47,1648970,2485.65,347,1.84,87.92,58.75,1.501,1,93.21,7,-0.29,v2_1
2020-10-25,ECI,108.25,35.029,256,345130,50.9,104.24,1115333,2535.17,251,2.18,80.82,59.13,1.497,0,98.6,3,0.09,v2_0
2020-10-26,M2,105.935,35.055,204,151944,39.04,87.4,1252009,4348.69,228,2.47,108.55,54.87,1.571,0,95.32,11,3.51,v1_1
2020-10-27,PMI_NEW_ORDERS,88.659,56.843,190,463390,49.4,101.44,846875,4482.98,117,4.34,101.68,52.67,1.548,1,98.16,7,1.49,v1_2
2020-10-28,YIELD_CURVE,120.958,56.665,-157,421514,58.63,107.57,1311396,4662.12,144,4.96,108.27,52.72,1.353,0,94.96,8,2.01,v1_1
2020-10-29,EQUITIES,97.786,57.642,-231,290029,45.32,70.41,1027408,4195.23,216,7.0,109.36,63.31,1.62,0,92.34,5,6.68,v2_1
2020-10-30,LEI,123.809,40.925,78,253836,39.37,83.97,1842831,5258.03,272,-3.7,98.87,60.05,1.295,0,96.64,5,-0.64,v1_2
2020-10-31,EQUITIES,116.914,58.881,-157,191617,64.66,71.58,1021631,3838.2,264,-4.06,83.24,38.79,1.674,0,92.61,11,1.38,v1_1
2020-11-01,YIELD_CURVE,86.205,50.671,96,505648,45.38,99.46,1052517,2324.85,172,-1.54,114.12,45.72,1.374,1,98.55,5,4.16,v2_0
2020-11-02,PMI_NEW_ORDERS,89.409,61.708,26,167537,44.96,96.34,1815537,5490.51,327,4.02,79.04,36.57,1.622,1,98.16,6,2.98,v1_1
2020-11-03,M2,95.211,43.818,-13,188524,36.12,95.97,1607041,3552.57,396,-2.1,114.49,44.59,1.201,0,94.76,7,1.22,v1_0
2020-11-04,CLAIMS,99.039,47.516,-99,208136,36.04,76.54,1764838,4694.68,134,8.69,76.19,40.33,1.375,0,92.66,5,1.09,v1_2
2020-11-05,M2,100.556,64.979,-198,318902,47.23,90.18,1077994,4120.53,397,6.42,82.7,59.08,1.576,0,98.56,7,3.99,v2_1
2020-11-06,ECI,85.996,47.579,213,331067,52.46,94.24,1657948,5512.76,193,2.11,87.02,42.85,1.169,1,97.45,9,1.16,v1_0
2020-11-07,PMI_NEW_ORDERS,89.607,54.967,349,230051,46.64,85.48,1520073,4622.72,120,5.4,91.94,63.39,1.689,1,95.49,3,2.81,v1_1
2020-11-08,M2,127.706,55.594,327,327033,58.58,81.26,1280819,5756.1,156,2.33,88.45,43.0,1.573,0,93.68,4,-1.77,v1_2
2020-11-09,M2,100.119,49.97,-161,442250,47.14,62.42,913709,2195.81,263,-2.93,85.03,54.85,1.36,0,96.61,6,2.47,v1_2
2020-11-10,YIELD_CURVE,126.403,60.313,240,182463,48.58,71.97,1848504,2615.69,227,-7.98,90.51,59.72,1.194,0,92.6,11,2.34,v2_0
2020-11-11,M2,106.756,41.465,-51,176077,51.36,101.6,866843,2246.44,365,6.14,76.41,45.19,1.524,0,93.87,9,-1.93,v1_1
2020-11-12,CLAIMS,123.329,37.124,296,165670,61.69,94.36,1318432,3516.59,214,1.16,93.9,56.91,1.501,0,94.89,5,1.19,v1_1
2020-11-13,PMI_NEW_ORDERS,105.236,62.846,71,340969,46.24,100.76,1056083,3345.79,157,5.67,81.77,49.03,1.489,0,97.46,5,2.93,v1_0
2020-11-14,EQUITIES,113.305,56.182,-96,315693,40.78,78.8,780031,4569.36,294,-0.54,108.86,48.78,1.125,0,93.43,11,3.14,v1_0
2020-11-15,M2,98.817,43.44,323,501011,64.24,93.32,1516169,3508.19,343,-1.9,100.18,62.44,1.535,0,92.35,2,2.95,v1_1
2020-11-16,CREDIT,122.126,53.199,-136,445761,36.07,98.29,1754131,1975.03,257,5.59,84.36,44.94,1.59,0,96.63,12,5.74,v1_2
2020-11-17,M2,112.01,55.797,-164,351527,57.28,76.52,1149543,3294.7,98,7.36,91.85,39.57,1.663,0,98.45,6,3.89,v1_0
2020-11-18,YIELD_CURVE,90.435,64.942,82,165113,61.26,104.4,1502895,2064.42,85,14.25,81.24,42.24,1.271,1,95.18,5,1.5,v1_0
2020-11-19,CREDIT,117.514,41.0,-42,417875,37.6,77.14,1759368,4464.77,109,4.74,111.17,42.66,1.548,0,94.65,6,1.06,v2_0
2020-11-20,ECI,104.941,38.046,-198,341539,37.64,58.53,1444602,5979.24,149,7.16,98.44,43.23,1.119,0,97.69,11,3.69,v2_1
2020-11-21,M2,86.434,36.521,133,402560,61.63,74.56,1612591,2715.06,388,5.55,94.12,36.84,1.245,1,98.54,9,2.82,v2_1
2020-11-22,LEI,125.639,57.267,69,308417,35.18,92.27,1657833,2017.54,319,6.49,96.8,46.89,1.494,0,95.49,8,1.32,v1_2
2020-11-23,PERMITS,118.007,38.199,333,405055,53.13,66.77,1609331,2390.92,303,4.56,81.75,61.77,1.276,0,97.33,11,3.43,v2_1
2020-11-24,CREDIT,102.804,40.258,317,250204,37.09,60.4,1737549,4827.53,78,1.66,114.77,60.54,1.518,0,96.32,11,2.42,v1_0
2020-11-25,PERMITS,105.849,61.41,-237,254991,62.44,66.18,1575344,2517.82,109,4.41,104.78,40.16,1.385,0,93.83,6,1.01,v1_0
2020-11-26,CREDIT,125.971,64.411,-99,514933,59.84,67.58,1457058,2347.67,273,3.33,83.87,36.15,1.625,0,96.47,2,0.9,v2_1
2020-11-27,PMI_NEW_ORDERS,107.097,61.088,132,497241,59.29,94.03,1454902,3922.35,357,9.44,89.25,61.41,1.669,0,94.42,6,2.85,v1_2
2020-11-28,CREDIT,100.18,53.938,-67,415027,36.01,97.44,1588402,4212.46,279,4.3,104.28,38.7,1.549,0,92.16,7,0.62,v1_0
2020-11-29,LEI,105.653,51.059,146,401104,64.72,60.53,804039,5207.78,56,-2.08,103.72,43.01,1.196,0,93.04,12,0.3,v2_0
2020-11-30,PMI_NEW_ORDERS,92.029,55.027,278,467337,55.05,106.22,1124820,5285.37,129,1.05,75.15,37.22,1.601,1,93.15,3,5.27,v1_2
2020-12-01,PERMITS,117.055,60.28,312,549873,49.65,82.92,1230851,2951.01,141,-0.53,102.0,46.22,1.336,0,96.01,12,2.15,v2_1
2020-12-02,YIELD_CURVE,117.328,45.654,35,318457,51.21,73.42,1797916,1867.53,89,0.35,110.89,37.97,1.678,0,95.13,4,3.66,v2_1
2020-12-03,CREDIT,86.271,37.739,255,177186,62.53,74.07,1078751,1920.59,277,8.2,113.36,51.36,1.297,1,93.79,12,6.44,v1_0
2020-12-04,ECI,112.335,48.563,-64,328693,50.55,94.03,1409074,5144.55,105,5.97,101.35,62.15,1.67,0,97.2,11,1.6,v1_1
2020-12-05,EQUITIES,99.169,41.832,291,502505,44.85,59.74,1177510,2333.07,145,0.7,79.86,49.59,1.267,0,98.16,2,-0.39,v1_0
2020-12-06,PERMITS,127.081,47.579,159,391109,46.34,93.55,1329248,5028.23,244,-0.13,105.85,62.03,1.354,0,95.56,10,7.79,v1_2
2020-12-07,PERMITS,115.655,48.109,-57,334825,45.55,56.61,1811379,5751.9,202,2.57,76.42,39.2,1.673,0,94.21,5,1.84,v2_1
2020-12-08,ECI,120.031,64.979,-223,287500,49.71,56.64,1538990,3081.67,192,5.81,98.97,64.3,1.28,0,93.94,4,0.87,v1_1
2020-12-09,EQUITIES,108.352,37.244,349,512610,40.26,72.32,1646327,1806.93,169,2.56,109.94,48.19,1.239,0,95.57,1,4.38,v2_1
2020-12-10,CREDIT,104.618,39.222,-198,299704,57.53,89.23,736297,2237.04,266,6.24,103.39,56.9,1.569,0,96.26,11,-0.4,v1_1
2020-12-11,PERMITS,118.228,35.858,186,488612,42.8,95.13,1257151,3325.65,342,3.5,96.17,61.1,1.321,0,95.92,1,2.24,v2_0
2020-12-12,PMI_NEW_ORDERS,97.822,45.904,-12,338494,53.29,67.9,1598445,1963.58,72,-2.02,86.03,59.72,1.421,0,97.02,11,3.15,v2_1
2020-12-13,ECI,112.753,35.97,-189,331570,61.27,76.2,1871336,2044.7,209,1.28,88.58,35.47,1.245,0,97.6,7,-1.16,v2_0
2020-12-14,M2,120.66,37.195,29,468193,37.65,74.07,1579895,4113.38,58,2.46,100.23,54.06,1.307,0,95.99,8,4.31,v1_0
2020-12-15,CLAIMS,115.605,43.616,344,549535,49.88,76.77,1459512,3714.48,206,2.05,109.2,53.53,1.441,0,98.46,5,1.29,v1_1
2020-12-16,YIELD_CURVE,119.174,54.75,322,427972,58.86,86.26,1668335,5808.23,365,6.93,76.25,59.73,1.598,0,97.73,10,1.7,v1_0
2020-12-17,YIELD_CURVE,105.456,39.417,-236,432691,56.63,83.36,1212989,4441.85,297,5.48,84.52,46.05,1.12,0,98.34,5,2.88,v1_1
2020-12-18,M2,127.149,58.209,-91,532509,51.26,64.62,1340961,5807.07,391,4.67,86.51,53.77,1.673,0,96.41,10,-0.2,v1_0
2020-12-19,ECI,87.671,47.141,-9,203548,39.66,65.55,1457052,3651.98,67,1.79,94.5,41.25,1.374,1,92.19,8,3.74,v1_1
2020-12-20,EQUITIES,122.232,57.613,196,502375,41.37,87.63,1349306,2229.1,388,8.03,102.15,39.86,1.328,0,98.0,1,0.1,v1_0
2020-12-21,CLAIMS,97.797,50.908,142,368520,51.28,63.74,1169665,3578.78,192,-3.26,85.81,36.25,1.492,0,97.56,2,3.57,v1_1
2020-12-22,CLAIMS,119.099,56.976,341,214155,44.51,60.8,1431192,2821.1,414,8.44,95.31,49.2,1.172,0,93.22,5,-0.64,v1_1
2020-12-23,LEI,100.769,38.918,-222,503554,52.6,103.15,1143035,5344.7,332,4.18,75.65,39.72,1.521,0,98.92,9,-0.14,v1_1
2020-12-24,M2,100.169,45.455,15,269072,54.23,78.22,1626925,5007.47,359,7.68,100.02,62.74,1.675,0,93.76,11,-1.12,v1_0
2020-12-25,EQUITIES,108.337,47.315,124,156414,47.85,61.87,1297029,2686.77,121,4.36,92.11,59.42,1.167,0,93.69,12,3.51,v1_0
