ph_vax_reference_year,ph_vax_country_iso2,ph_vax_region_nuts_code,ph_vax_vaccine_code,ph_vax_dose_number,ph_vax_target_age_group,ph_vax_coverage_pct,ph_vax_uptake_rate_pct,ph_vax_mandatory_policy_flag,ph_vax_certificate_policy_flag,ph_vax_supply_deliveries_doses,ph_vax_wastage_rate_pct,ph_vax_adverse_events_reports_count,ph_vax_seroprevalence_estimate_pct,ph_vax_misinformation_incident_index,ph_vax_campaign_spend_eur,ph_vax_joint_procurement_flag,ph_vax_data_source,ph_vax_methodology_version,ph_vax_data_extract_date
2021,PT,SE45,COVID_19,4,25_64,41.97,41.57,0,1,1200566,3.18,20805,67.98,76.34,168833333.53,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-04-20
2022,SE,PT3,PNEUMOCOCCAL,1,16_24,48.99,54.64,0,0,20958069,0.74,2525,32.64,52.84,65120691.4,1,ECDC_VACCINE_TRACKER,VAX_V2,2024-09-30
2023,CY,CY6,MENINGO,2,12_15,41.44,48.58,0,0,15478210,4.69,15093,64.91,59.26,62513684.88,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-02-06
2024,FR,CY69,HEP_B,3,6_11,78.95,82.25,0,1,20752168,6.24,7015,31.8,50.46,96033119.96,0,HOUSEHOLD_SURVEY,VAX_V1,2024-07-17
2025,IT,CY765,VARICELLA,4,2_5,41.47,33.6,0,0,16554166,7.7,10207,72.09,27.37,59162692.61,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-01-10
2006,NL,DE88,MMR,1,0_1,96.0,99.8,1,0,2481809,5.59,15361,88.12,49.07,77299812.86,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-07-15
2007,SI,BE323,DTP,2,65_PLUS,65.07,66.8,0,0,20948643,0.64,284,35.28,63.97,12834508.91,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-03-20
2008,BG,SK7,POLIO,3,25_64,64.69,54.7,0,0,5962102,3.91,10108,62.88,45.77,95146061.29,0,HOUSEHOLD_SURVEY,VAX_V2,2024-12-01
2009,EE,EE475,HPV,4,16_24,48.81,48.46,0,0,2629655,6.71,1185,47.56,17.71,71642176.08,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-10-10
2010,HU,HU334,FLU_SEASONAL,1,12_15,53.65,53.64,0,0,12359631,3.0,6906,18.77,20.26,83080806.22,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-07-26
2011,LU,CY36,COVID_19,2,6_11,87.71,93.99,0,0,26025795,5.21,25626,37.14,72.39,208502589.17,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-06-11
2012,RO,EE482,PNEUMOCOCCAL,3,2_5,47.95,48.15,0,0,678476,1.09,13912,73.46,58.7,43614294.85,0,HOUSEHOLD_SURVEY,VAX_V3,2025-06-28
2013,AT,ES56,MENINGO,4,0_1,62.74,67.55,0,1,5422634,3.74,5500,58.21,47.82,67698437.19,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-02-14
2014,CZ,PL384,HEP_B,1,65_PLUS,75.31,81.92,0,0,13958420,1.88,2659,37.59,30.33,68102191.46,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-01-24
2015,DE,FI167,VARICELLA,2,25_64,54.89,57.78,0,0,18519748,0.6,1893,36.21,5.56,48546960.79,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-10-01
2016,LV,BG14,MMR,3,16_24,60.63,62.97,1,0,12178431,5.74,10324,89.25,52.96,40306893.62,0,HOUSEHOLD_SURVEY,VAX_V1,2024-04-16
2017,PL,AT362,DTP,4,12_15,77.48,83.33,1,0,6846945,5.73,10379,58.96,40.93,34991878.83,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-02-17
2018,ES,PT208,POLIO,1,6_11,86.58,82.61,1,0,18713798,8.45,5202,22.45,11.07,88957933.13,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-01-06
2019,HR,SI364,HPV,2,2_5,72.08,78.68,0,0,14096883,7.86,13219,11.66,31.29,107158623.61,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-11-21
2020,FI,BG24,FLU_SEASONAL,3,0_1,33.86,36.29,1,0,24222192,7.06,12056,35.74,70.48,2111762.43,1,HOUSEHOLD_SURVEY,VAX_V2,2025-05-21
2021,IE,LV82,COVID_19,4,65_PLUS,37.34,35.15,1,1,1562309,3.74,23793,92.38,86.99,201116778.54,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-08-11
2022,MT,SK8,PNEUMOCOCCAL,1,25_64,20.21,28.14,0,0,19274513,4.78,7815,49.12,25.37,53730040.61,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-10-11
2023,SK,DK63,MENINGO,2,16_24,28.05,28.48,0,0,19046287,2.62,1292,8.07,33.78,26478579.54,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-06-01
2024,BE,MT8,HEP_B,3,12_15,59.58,52.6,0,0,14615296,3.69,5380,99.9,63.86,73989681.26,0,HOUSEHOLD_SURVEY,VAX_V3,2025-02-07
2025,DK,SE204,VARICELLA,4,6_11,52.35,52.76,0,0,14407103,6.34,13260,5.85,41.91,63039803.39,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-11-05
2006,GR,SE97,MMR,1,2_5,90.17,87.65,1,0,20166251,0.85,4266,99.9,9.04,49830093.06,1,ECDC_VACCINE_TRACKER,VAX_V2,2025-03-10
2007,LT,BE335,DTP,2,0_1,73.11,68.98,1,0,21214931,4.43,11341,46.36,72.48,56142175.16,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-01-21
2008,PT,EE865,POLIO,3,65_PLUS,66.15,59.96,0,0,10798526,8.19,8366,9.37,39.49,23961435.46,0,HOUSEHOLD_SURVEY,VAX_V1,2024-09-26
2009,SE,LV999,HPV,4,25_64,49.88,56.86,0,0,6481146,4.1,6326,27.51,24.48,52419800.09,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-05-19
2010,CY,LT45,FLU_SEASONAL,1,16_24,31.96,22.92,0,0,17128672,5.39,7373,54.17,76.17,149286582.07,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-05-06
2011,FR,HR94,COVID_19,2,12_15,60.15,57.28,0,0,5652845,7.91,37542,18.92,91.13,197478440.14,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-06-29
2012,IT,DK961,PNEUMOCOCCAL,3,6_11,47.46,51.4,1,0,3017651,5.53,12452,40.87,6.64,73865399.01,0,HOUSEHOLD_SURVEY,VAX_V2,2024-04-12
2013,NL,IT215,MENINGO,4,2_5,76.69,68.34,0,0,13808770,8.46,490,65.46,19.82,90974824.27,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-08-23
2014,SI,BG44,HEP_B,1,0_1,67.71,60.07,1,0,7401531,0.69,5884,76.0,37.23,65742479.63,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-04-02
2015,BG,GR652,VARICELLA,2,65_PLUS,53.46,49.53,0,0,14081577,2.15,9545,32.64,32.32,91126671.11,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-10-23
2016,EE,BG77,MMR,3,25_64,71.09,68.11,1,0,4592219,1.19,5622,94.84,10.75,19651773.22,0,HOUSEHOLD_SURVEY,VAX_V3,2024-03-06
2017,HU,SI635,DTP,4,16_24,54.16,55.38,1,0,17451920,5.5,11954,41.76,34.98,9181611.79,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-01-05
2018,LU,LU433,POLIO,1,12_15,81.86,88.56,0,0,16182228,5.82,13377,45.82,4.77,44067502.16,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-08-08
2019,RO,NL8,HPV,2,6_11,46.48,49.71,0,0,17616341,10.71,7481,57.66,65.37,68976470.13,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-07-25
2020,AT,HR6,FLU_SEASONAL,3,2_5,39.22,37.59,0,0,9257336,1.64,12165,57.16,56.75,12704247.25,0,HOUSEHOLD_SURVEY,VAX_V1,2024-11-15
2021,CZ,CZ4,COVID_19,4,0_1,44.55,46.55,0,1,22330270,7.9,49483,90.83,53.28,181570172.2,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-12-10
2022,DE,EE5,PNEUMOCOCCAL,1,65_PLUS,49.83,46.15,1,0,9182492,0.55,16102,8.2,32.44,24014337.23,1,ECDC_VACCINE_TRACKER,VAX_V3,2024-01-05
2023,LV,CZ90,MENINGO,2,25_64,57.0,59.98,0,0,5317339,7.88,12739,14.62,70.22,28628634.82,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-12-01
2024,PL,AT978,HEP_B,3,16_24,50.53,42.27,0,1,8712588,2.8,4274,78.57,34.39,93661183.82,1,HOUSEHOLD_SURVEY,VAX_V2,2025-11-21
2025,ES,IE677,VARICELLA,4,12_15,48.54,54.95,0,0,13132877,3.6,11430,68.11,27.71,6435441.04,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-08-27
2006,HR,HU344,MMR,1,6_11,75.84,71.51,1,0,11652113,1.81,13472,12.45,37.86,76791879.06,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-11-18
2007,FI,HU6,DTP,2,2_5,84.14,82.18,1,0,5847713,3.2,13891,73.55,33.62,13906668.56,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-10-03
2008,IE,PL3,POLIO,3,0_1,78.77,84.33,1,0,20073234,1.12,12639,12.23,8.86,70226454.05,0,HOUSEHOLD_SURVEY,VAX_V3,2025-03-10
2009,MT,IT78,HPV,4,65_PLUS,48.27,53.73,0,0,20991658,6.94,8628,22.73,88.39,89320361.34,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-05-09
2010,SK,DE504,FLU_SEASONAL,1,25_64,35.71,42.71,0,0,7863541,6.34,5310,50.92,22.51,226545047.94,1,ECDC_VACCINE_TRACKER,VAX_V2,2024-10-27
2011,BE,FI90,COVID_19,2,16_24,67.65,65.65,0,0,24742205,6.1,7352,12.1,63.09,158956808.9,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-02-02
2012,DK,CY32,PNEUMOCOCCAL,3,12_15,50.47,57.46,1,0,7465182,4.83,1619,41.42,56.38,80969789.86,0,HOUSEHOLD_SURVEY,VAX_V1,2024-05-06
2013,GR,PL41,MENINGO,4,6_11,26.63,32.71,0,0,10157088,7.5,5876,25.02,23.95,68879383.74,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-11-15
2014,LT,SI8,HEP_B,1,2_5,63.95,59.48,1,0,16224557,2.35,6056,63.53,32.75,30982414.31,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-05-25
2015,PT,IT4,VARICELLA,2,0_1,50.88,54.54,0,0,1651180,5.76,14307,41.39,20.91,21839708.58,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-11-29
2016,SE,PL6,MMR,3,65_PLUS,73.18,63.8,0,0,246409,5.67,1474,61.37,51.13,103300943.35,0,HOUSEHOLD_SURVEY,VAX_V2,2025-10-19
2017,CY,HU200,DTP,4,25_64,54.37,61.68,1,0,4953986,3.56,9456,54.28,46.2,38619027.06,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-06-05
2018,FR,BE953,POLIO,1,16_24,66.95,59.32,1,1,4856664,8.02,4198,65.59,43.95,62915723.75,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-09-15
2019,IT,LV75,HPV,2,12_15,31.78,21.91,0,0,13626730,10.79,10970,56.97,90.12,72833741.93,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-03-28
2020,NL,CY439,FLU_SEASONAL,3,6_11,56.06,59.57,0,0,12950434,7.7,8645,54.61,47.48,258042085.67,1,HOUSEHOLD_SURVEY,VAX_V3,2024-10-17
2021,SI,SE2,COVID_19,4,2_5,22.69,25.84,0,1,20456180,7.17,69342,95.04,20.26,224579604.97,1,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-05-15
2022,BG,SE99,PNEUMOCOCCAL,1,0_1,35.91,34.0,0,0,16360322,0.59,874,6.11,16.47,62195096.79,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-05-30
2023,EE,EE433,MENINGO,2,65_PLUS,39.3,33.95,0,0,9562489,8.2,14684,5.99,60.99,26588512.48,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2026-02-15
2024,HU,LV17,HEP_B,3,25_64,54.56,62.28,1,0,8796380,3.18,11799,42.17,13.83,1555159.14,0,HOUSEHOLD_SURVEY,VAX_V1,2024-11-18
2025,LU,IE65,VARICELLA,4,16_24,50.46,55.01,0,0,6245451,6.9,8498,23.51,73.57,83591280.71,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-06-24
2006,RO,AT87,MMR,1,12_15,77.57,68.2,1,0,19969892,8.18,5643,99.9,60.07,59224512.59,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-01-10
2007,AT,LT89,DTP,2,6_11,79.24,81.5,0,0,8219874,7.08,4037,73.91,29.03,19448915.66,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-09-23
2008,CZ,BG92,POLIO,3,2_5,71.65,67.06,1,0,3264283,3.56,12084,49.37,16.12,67621646.26,0,HOUSEHOLD_SURVEY,VAX_V2,2024-07-04
2009,DE,SE1,HPV,4,0_1,38.3,38.23,0,0,3236100,7.12,11174,4.43,35.0,64807578.87,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2026-01-02
2010,LV,CY56,FLU_SEASONAL,1,65_PLUS,61.91,57.06,0,0,14440377,6.08,5036,17.76,75.92,5105195.53,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-04-07
2011,PL,ES388,COVID_19,2,25_64,62.39,61.32,0,0,9210223,5.01,48478,22.45,11.44,13092434.53,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-08-07
2012,ES,SK611,PNEUMOCOCCAL,3,16_24,57.34,61.86,0,0,2602552,7.42,7990,33.2,12.23,42512393.08,1,HOUSEHOLD_SURVEY,VAX_V3,2024-05-16
2013,HR,PL476,MENINGO,4,12_15,54.87,47.66,0,0,11619835,4.22,6164,15.5,29.6,53031582.32,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-12-12
2014,FI,PL54,HEP_B,1,6_11,59.51,57.99,0,0,15662981,0.26,8197,54.86,6.41,17553850.75,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-12-12
2015,IE,EE88,VARICELLA,2,2_5,72.32,63.45,1,0,19245302,5.84,14451,39.21,54.86,77014592.69,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-09-02
2016,MT,NL663,MMR,3,0_1,71.3,65.64,1,0,13728536,1.84,1376,22.08,72.57,26943921.78,0,HOUSEHOLD_SURVEY,VAX_V1,2025-11-18
2017,SK,AT14,DTP,4,65_PLUS,64.71,63.91,1,0,17524745,8.99,4375,14.84,38.98,77744689.03,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-07-02
2018,BE,BG75,POLIO,1,25_64,63.52,61.68,1,0,10549387,7.45,12494,43.0,63.35,24981324.43,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-11-17
2019,DK,PL85,HPV,2,16_24,64.42,63.74,0,0,12692918,9.96,9381,75.08,29.53,69445404.61,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-01-23
2020,GR,PL80,FLU_SEASONAL,3,12_15,51.43,58.66,0,0,27910904,0.97,6824,66.54,7.32,269482903.3,0,HOUSEHOLD_SURVEY,VAX_V2,2024-08-12
2021,LT,PL117,COVID_19,4,6_11,67.07,67.76,0,0,7254290,3.56,73170,63.3,15.41,51831070.61,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-01-12
2022,PT,DE684,PNEUMOCOCCAL,1,2_5,80.04,83.13,0,0,5762058,0.62,18226,38.02,26.5,60133061.26,1,ECDC_VACCINE_TRACKER,VAX_V1,2025-05-07
2023,SE,HR66,MENINGO,2,0_1,62.73,61.99,0,0,4896424,2.36,4087,19.58,5.53,41410918.0,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-12-25
2024,CY,AT25,HEP_B,3,65_PLUS,49.29,49.56,0,0,5856547,5.32,7489,46.52,54.87,48948637.32,0,HOUSEHOLD_SURVEY,VAX_V3,2024-12-15
2025,FR,CZ37,VARICELLA,4,25_64,23.29,28.34,0,0,7444617,0.34,1658,64.55,27.24,68474851.39,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-08-12
2006,IT,SI64,MMR,1,16_24,74.11,64.32,1,0,10542872,4.71,4902,82.09,12.03,82787904.02,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-01-23
2007,NL,NL37,DTP,2,12_15,73.71,74.54,1,0,2140234,4.15,14400,34.15,18.86,80893376.12,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-09-01
2008,SI,SI923,POLIO,3,6_11,70.45,73.2,1,0,13097518,4.6,3275,25.02,75.57,108580492.29,0,HOUSEHOLD_SURVEY,VAX_V1,2025-11-21
2009,BG,BE6,HPV,4,2_5,45.18,47.7,0,1,20770504,0.83,743,67.47,42.3,84196373.82,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-06-27
2010,EE,HR56,FLU_SEASONAL,1,0_1,19.03,20.79,0,0,23986579,6.46,15146,50.33,26.0,37690437.93,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-03-22
2011,HU,DK89,COVID_19,2,65_PLUS,78.0,79.22,0,0,25653755,5.62,45719,33.7,45.4,167537614.5,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-09-14
2012,LU,AT35,PNEUMOCOCCAL,3,25_64,45.79,36.91,0,0,16014023,0.99,8970,33.68,66.19,103227815.6,0,HOUSEHOLD_SURVEY,VAX_V2,2025-09-17
2013,RO,AT27,MENINGO,4,16_24,40.12,30.74,0,0,20842581,1.0,4060,35.09,36.6,61129843.94,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-09-19
2014,AT,GR67,HEP_B,1,12_15,54.32,59.29,1,0,19368572,6.42,9870,42.83,31.82,22632954.33,0,ECDC_VACCINE_TRACKER,VAX_V1,2026-01-30
2015,CZ,SI82,VARICELLA,2,6_11,78.77,83.35,0,0,3728793,4.72,10262,47.07,54.34,86388216.87,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-01-04
2016,DE,SE293,MMR,3,2_5,79.05,83.55,0,0,21091346,0.58,3915,47.18,7.37,27980633.61,0,HOUSEHOLD_SURVEY,VAX_V3,2025-01-29
2017,LV,HU4,DTP,4,0_1,71.23,62.7,1,0,14008261,5.43,4635,38.89,65.63,662722.46,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-09-14
2018,PL,MT343,POLIO,1,65_PLUS,78.61,69.34,0,0,3525978,6.99,12474,60.68,10.89,42760755.08,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-12-28
2019,ES,GR8,HPV,2,25_64,29.33,24.41,0,1,319850,2.92,13978,56.54,70.28,7420042.71,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-04-21
2020,HR,LV629,FLU_SEASONAL,3,16_24,16.86,9.09,0,0,7227102,7.42,11230,12.14,17.8,201906384.93,1,HOUSEHOLD_SURVEY,VAX_V1,2025-06-25
2021,FI,PT62,COVID_19,4,12_15,17.0,7.07,0,1,3912937,2.69,43988,44.39,30.06,283699805.37,1,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-12-28
2022,IE,GR746,PNEUMOCOCCAL,1,6_11,37.82,37.28,0,0,11787640,9.32,11816,37.85,51.48,53996608.59,1,ECDC_VACCINE_TRACKER,VAX_V3,2024-01-17
2023,MT,CZ30,MENINGO,2,2_5,36.4,32.77,1,0,16398977,3.29,9001,39.06,40.19,46013546.45,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-01-31
2024,SK,AT127,HEP_B,3,0_1,62.61,59.73,0,0,955365,1.57,5614,57.22,64.55,85132648.65,0,HOUSEHOLD_SURVEY,VAX_V2,2025-03-26
2025,BE,SI384,VARICELLA,4,65_PLUS,56.18,59.35,0,0,204908,5.98,13498,71.79,68.15,45391362.25,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-08-25
2006,DK,EE89,MMR,1,25_64,69.07,59.95,0,0,7637335,4.74,12881,68.86,41.49,104003477.77,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-04-22
2007,GR,AT16,DTP,2,16_24,75.61,79.3,1,0,21208675,4.03,3034,34.92,29.56,88459368.99,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-06-27
2008,LT,LT732,POLIO,3,12_15,87.06,89.36,1,0,20582499,9.46,952,33.07,47.97,101634208.86,0,HOUSEHOLD_SURVEY,VAX_V3,2024-07-04
2009,PT,IT9,HPV,4,6_11,30.89,26.71,0,0,5074814,6.1,6352,72.25,46.87,102644086.3,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2026-01-18
2010,SE,BE428,FLU_SEASONAL,1,2_5,17.12,12.04,0,0,19685026,4.19,3387,63.36,62.36,232394380.17,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-11-13
2011,CY,DK23,COVID_19,2,0_1,83.07,80.9,0,0,14261441,6.22,19356,75.48,66.18,192061567.83,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-04-15
2012,FR,ES786,PNEUMOCOCCAL,3,65_PLUS,38.29,33.97,0,0,8116720,8.39,15065,12.56,15.17,79804497.78,0,HOUSEHOLD_SURVEY,VAX_V1,2025-12-27
2013,IT,EE68,MENINGO,4,25_64,22.18,18.8,1,0,1239618,8.1,14248,39.12,26.85,28855804.55,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-09-27
2014,NL,ES5,HEP_B,1,16_24,63.7,55.71,1,0,11400316,10.17,632,75.72,52.34,90330226.55,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-06-17
2015,SI,SE62,VARICELLA,2,12_15,46.39,52.19,0,0,2747925,3.11,8883,54.27,42.55,63916568.23,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-04-17
2016,BG,CZ8,MMR,3,6_11,78.15,86.15,1,0,15181082,5.59,7469,99.9,41.03,3575671.64,0,HOUSEHOLD_SURVEY,VAX_V2,2024-04-01
2017,EE,LU674,DTP,4,2_5,94.45,99.11,1,0,7813583,0.61,13409,61.62,63.69,46723460.59,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2026-01-11
2018,HU,AT39,POLIO,1,0_1,97.6,99.8,0,0,4220566,7.53,1,71.84,16.18,38169582.29,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-05-03
2019,LU,FR264,HPV,2,65_PLUS,40.03,32.03,1,0,20224383,5.29,7227,50.6,84.86,88585748.27,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2026-01-09
2020,RO,NL11,FLU_SEASONAL,3,25_64,34.0,35.26,1,0,36721,4.15,3277,36.57,49.54,94026432.26,0,HOUSEHOLD_SURVEY,VAX_V3,2024-12-07
2021,AT,LT6,COVID_19,4,16_24,42.17,37.7,0,1,18315451,0.26,22894,37.92,76.19,91198210.45,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-06-16
2022,CZ,LU501,PNEUMOCOCCAL,1,12_15,56.01,55.9,0,0,7671324,5.46,18052,53.03,29.14,97730572.18,1,ECDC_VACCINE_TRACKER,VAX_V2,2024-07-10
2023,DE,CY39,MENINGO,2,6_11,47.62,45.11,0,0,3978011,7.05,14093,16.11,33.82,75241328.29,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-12-20
2024,LV,CY59,HEP_B,3,2_5,59.3,65.27,1,0,3231206,4.45,4601,78.47,54.38,20902949.1,0,HOUSEHOLD_SURVEY,VAX_V1,2024-07-03
2025,PL,FR8,VARICELLA,4,0_1,56.05,48.48,0,0,17789399,9.34,1280,7.84,74.18,38630532.62,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-01-05
2006,ES,CZ60,MMR,1,65_PLUS,69.42,64.64,1,0,19997388,6.37,12268,39.01,74.62,51020651.16,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-04-13
2007,HR,IE36,DTP,2,25_64,61.41,69.4,1,0,7411662,2.08,7811,26.1,21.39,45494727.51,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-11-28
2008,FI,FR9,POLIO,3,16_24,59.05,55.73,1,0,569179,4.39,4223,45.9,52.15,28270337.41,0,HOUSEHOLD_SURVEY,VAX_V2,2025-05-15
2009,IE,BG945,HPV,4,12_15,44.2,50.01,0,0,2445360,1.37,2075,69.79,38.32,43334452.14,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-07-20
2010,MT,DK17,FLU_SEASONAL,1,6_11,22.19,14.13,1,0,20877396,4.66,3026,40.83,7.83,227206797.45,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-12-14
2011,SK,DK138,COVID_19,2,2_5,75.16,67.4,0,0,9482727,6.42,21283,74.69,17.3,30327675.19,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-01-03
2012,BE,DK28,PNEUMOCOCCAL,3,0_1,49.19,42.5,0,0,17757820,6.46,5621,52.05,10.74,56813198.0,0,HOUSEHOLD_SURVEY,VAX_V3,2024-08-03
2013,DK,NL6,MENINGO,4,65_PLUS,29.83,27.67,0,0,6590547,3.23,11412,10.93,9.95,59437565.62,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-08-01
2014,GR,IE89,HEP_B,1,25_64,49.33,54.23,0,0,15319546,2.15,58,12.14,21.06,73304679.17,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-04-10
2015,LT,ES275,VARICELLA,2,16_24,74.86,74.94,0,0,13950336,5.63,10654,15.18,64.0,99416189.76,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-07-21
2016,PT,HU99,MMR,3,12_15,67.62,75.42,1,0,5842512,7.66,11314,55.35,52.14,59886540.65,0,HOUSEHOLD_SURVEY,VAX_V1,2025-10-21
2017,SE,IE611,DTP,4,6_11,80.15,85.43,0,0,1554373,1.97,270,5.6,69.82,41657001.6,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-11-02
2018,CY,AT469,POLIO,1,2_5,83.2,73.47,0,1,8956483,3.09,19,30.5,40.57,72348063.02,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-09-02
2019,FR,LU9,HPV,2,0_1,41.17,38.25,0,0,10411368,0.74,4564,16.64,54.89,60488170.95,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-10-20
2020,IT,DE79,FLU_SEASONAL,3,65_PLUS,18.71,22.36,0,0,1876336,5.31,4765,38.34,59.78,132901298.81,1,HOUSEHOLD_SURVEY,VAX_V2,2024-07-11
2021,NL,IE5,COVID_19,4,25_64,36.35,43.32,0,1,13486943,8.17,51001,23.39,79.27,38463597.24,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-01-04
2022,SI,EE255,PNEUMOCOCCAL,1,16_24,24.59,17.24,0,0,1409802,0.78,13239,25.11,57.41,77468187.12,1,ECDC_VACCINE_TRACKER,VAX_V1,2025-05-01
2023,BG,PL2,MENINGO,2,12_15,52.54,56.38,0,0,1247419,6.42,879,14.83,14.53,39717159.75,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-10-11
2024,EE,LU84,HEP_B,3,6_11,82.09,84.9,1,0,18992469,6.91,4939,44.48,33.83,10448381.04,0,HOUSEHOLD_SURVEY,VAX_V3,2024-08-26
