care_coverage_coverage_year,care_coverage_marketplace_rating_area,care_coverage_plan_metal_level,care_coverage_premium_second_lowest_silver,care_coverage_premium_benchmark_adjusted,care_coverage_deductible_individual,care_coverage_oop_max_individual,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_medicaid_enrollment,care_coverage_chip_enrollment,care_coverage_medicare_enrollment,care_coverage_employer_covered_share_pct,care_coverage_self_insured_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_csr_variant_code,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status
2025,RA000655,GOLD,964.8,981.87,1155,3308,TIERED,107294,20.83,430697,13838,960490,69.95,21.17,47.93,NONE,30.26,83775,PENDING
2016,RA000656,GOLD,523.6,532.21,2229,5600,TIERED,279458,14.75,132440,117234,535976,48.65,56.21,23.45,CSR87,39.37,32859,PENDING
2023,RA000657,GOLD,899.64,889.09,5710,2095,BROAD,240170,11.54,1040229,166294,1325673,47.49,21.03,36.29,NONE,3.03,26856,APPROVED
2025,RA000658,SILVER,613.45,530.97,8291,3704,PPO,175828,7.15,197682,225710,1294670,25.33,47.96,20.83,NONE,31.04,61431,APPROVED
2023,RA000659,BRONZE,485.31,439.69,5986,7647,NARROW,37818,23.01,420313,75543,34112,30.57,12.19,45.3,CSR73,32.91,79132,APPROVED
2021,RA000660,BRONZE,367.97,362.8,1648,6540,HMO,33655,12.71,451522,70629,1153679,26.63,44.87,81.79,CSR73,10.01,42843,DENIED
2019,RA000661,SILVER,374.77,361.14,7550,8710,PPO,208637,21.8,833438,38005,481672,45.81,25.29,30.56,CSR87,29.25,34292,PENDING
2023,RA000662,BRONZE,896.68,855.59,361,8287,PPO,41328,1.7,1142323,62190,1032562,69.96,25.55,63.64,NONE,5.02,36351,APPROVED
2021,RA000663,BRONZE,641.97,622.67,8648,6090,NARROW,47835,22.18,636724,199099,1463576,59.01,43.06,66.14,NONE,6.56,45788,APPROVED
2023,RA000664,BRONZE,698.5,637.87,1015,3988,TIERED,159837,9.93,400544,37638,532508,51.4,21.34,1.3,CSR94,23.3,49461,PENDING
2016,RA000665,PLATINUM,798.53,693.98,1384,8649,TIERED,256010,7.59,929362,26190,27898,68.58,53.52,49.24,CSR73,15.29,56470,APPROVED
2021,RA000666,SILVER,487.27,524.76,1478,1553,TIERED,69694,10.37,934911,237981,311963,29.89,20.4,48.49,CSR94,40.5,30385,DENIED
2020,RA000667,SILVER,441.03,399.61,6860,2300,NARROW,3460,12.36,1179356,1882,1592160,34.71,34.27,24.53,CSR73,26.28,21222,PENDING
2023,RA000668,SILVER,242.51,256.59,6667,8690,EPO,29117,8.35,918632,137367,1102167,28.68,16.22,43.46,CSR73,6.47,16329,APPROVED
2016,RA000669,SILVER,318.95,303.15,4337,1928,TIERED,44783,14.48,793950,177662,234115,24.51,60.29,5.72,CSR94,7.89,83469,NOT_REQUIRED
2016,RA000670,CATASTROPHIC,598.61,579.09,8385,5381,EPO,134930,18.97,653064,183036,657118,69.34,50.16,74.24,NONE,33.86,40374,APPROVED
2023,RA000671,BRONZE,747.85,700.35,364,4001,TIERED,88588,17.59,269396,199440,11527,34.05,27.74,54.66,NONE,26.55,35341,MODIFIED
2025,RA000672,SILVER,931.62,910.6,1247,3257,HMO,53420,8.93,529161,180393,1489987,44.78,45.18,68.22,NONE,13.88,49574,PENDING
2022,RA000673,SILVER,695.48,658.05,5104,1819,TIERED,205352,22.46,1191833,234140,875870,67.48,63.58,10.67,CSR73,40.11,74181,DENIED
2018,RA000674,SILVER,405.25,435.76,4658,5268,HMO,60806,16.88,1062445,99680,877848,34.49,29.99,44.82,NONE,3.43,16150,PENDING
2018,RA000675,SILVER,567.6,571.07,7787,4007,EPO,68011,23.1,703565,60005,1029844,30.1,51.58,36.6,NONE,28.72,47702,NOT_REQUIRED
2022,RA000676,SILVER,447.35,481.57,1737,4858,NARROW,152182,13.52,222401,112310,963625,46.5,52.72,0.76,CSR73,32.88,60698,NOT_REQUIRED
2025,RA000677,SILVER,797.64,852.92,4896,2258,PPO,259395,5.6,783726,181257,1585611,67.03,12.73,16.71,NONE,14.52,62904,APPROVED
2014,RA000678,SILVER,255.08,220.03,8884,2264,HMO,147587,18.53,395062,213915,772509,73.6,62.93,11.56,NONE,17.5,13455,APPROVED
2017,RA000679,GOLD,430.14,370.57,8702,3581,HMO,5797,12.81,1130162,101928,647848,22.24,14.05,17.92,NONE,34.13,22638,APPROVED
2022,RA000680,BRONZE,926.38,800.89,241,1789,EPO,32078,11.27,447963,76105,971309,35.92,18.56,52.04,NONE,5.7,6316,PENDING
2023,RA000681,GOLD,328.07,322.69,4088,8236,BROAD,244554,10.48,541867,187840,794745,28.49,34.9,53.54,CSR73,2.69,3345,DENIED
2017,RA000682,BRONZE,440.79,463.16,8519,3603,EPO,1929,6.31,21425,8100,734999,53.22,53.45,34.11,NONE,33.37,20729,PENDING
2024,RA000683,GOLD,831.52,721.84,4758,6064,BROAD,34763,23.15,890424,7626,730761,70.28,24.27,69.12,NONE,37.82,69119,NOT_REQUIRED
2024,RA000684,GOLD,457.77,421.77,2318,4585,PPO,96133,6.53,613844,14145,465044,39.48,61.13,30.39,NONE,37.74,10339,APPROVED
2025,RA000685,PLATINUM,935.39,877.82,3413,4443,HMO,142064,15.09,515578,152407,989826,20.37,61.12,37.35,CSR73,29.14,66992,MODIFIED
2016,RA000686,SILVER,810.63,692.32,6689,6416,NARROW,54877,23.87,1079163,161506,1040165,64.12,36.48,67.76,NONE,11.47,59504,APPROVED
2019,RA000687,BRONZE,315.02,320.63,6151,2907,HMO,67315,23.19,886573,133842,1408494,36.06,24.49,33.67,NONE,37.34,30194,APPROVED
2025,RA000688,GOLD,331.98,300.43,351,6142,NARROW,231766,6.22,543870,84638,269179,37.16,53.85,68.07,NONE,19.39,28455,APPROVED
2019,RA000689,GOLD,585.56,574.57,1367,4698,NARROW,239608,14.39,555188,171239,1110964,49.41,51.16,21.33,NONE,39.83,43579,APPROVED
2021,RA000690,GOLD,317.07,341.68,3202,7287,EPO,40479,13.24,578379,105325,1608350,26.69,40.14,30.8,NONE,34.59,4923,NOT_REQUIRED
2020,RA000691,CATASTROPHIC,723.15,755.91,2717,2284,TIERED,228267,14.1,862149,116513,869143,33.48,49.78,8.35,NONE,30.67,28106,PENDING
2025,RA000692,GOLD,633.65,561.79,2615,8925,EPO,183582,17.17,1007949,63047,263061,36.65,37.48,84.22,NONE,18.09,4499,PENDING
2017,RA000693,SILVER,501.19,491.76,3544,4857,BROAD,185152,10.74,850553,12068,1041326,54.73,38.12,0.65,NONE,7.98,53643,APPROVED
2017,RA000694,PLATINUM,502.84,486.5,8373,2297,HMO,208070,7.96,1090791,27364,1605749,34.0,10.3,21.39,CSR73,17.61,51530,APPROVED
2024,RA000695,SILVER,967.74,918.58,3738,9041,PPO,65018,12.95,696846,76219,609877,32.56,37.97,23.86,CSR87,26.37,71230,DENIED
2023,RA000696,BRONZE,788.91,788.08,6814,4099,PPO,85288,12.39,847592,136704,1390408,32.74,45.97,33.2,NONE,3.42,34788,MODIFIED
2016,RA000697,SILVER,651.37,589.66,53,6886,BROAD,66241,6.02,759370,119445,42091,40.15,28.42,41.82,CSR87,4.63,32517,APPROVED
2019,RA000698,BRONZE,286.03,256.36,1860,5846,BROAD,186201,16.76,93067,46446,1158616,46.79,13.69,66.89,CSR94,21.98,41829,DENIED
2016,RA000699,GOLD,619.4,540.92,308,8186,PPO,261881,11.95,773669,207020,137930,56.39,48.64,32.76,NONE,7.34,29966,MODIFIED
2025,RA000700,SILVER,903.76,913.77,8064,8875,EPO,67640,16.95,61044,63064,296930,39.23,19.24,35.79,NONE,31.04,61195,PENDING
2020,RA000701,SILVER,444.79,477.92,49,4107,NARROW,7624,17.82,477446,220108,1593170,50.98,13.64,46.5,NONE,21.49,36398,APPROVED
2014,RA000702,SILVER,825.04,809.84,4510,1725,EPO,101886,14.74,266361,15034,321792,26.07,12.06,54.08,NONE,23.71,4760,PENDING
2018,RA000703,GOLD,508.92,466.8,3486,6721,HMO,183053,15.58,441021,128057,730061,58.05,41.38,72.48,NONE,24.6,20480,APPROVED
2016,RA000704,BRONZE,961.73,979.34,7842,9041,HMO,39254,4.02,982938,199213,807952,47.43,28.55,70.23,CSR73,7.35,57254,NOT_REQUIRED
2024,RA000705,SILVER,395.68,376.85,5552,3234,HMO,186451,17.48,989913,40954,1590896,67.72,49.12,33.2,NONE,26.16,16694,DENIED
2025,RA000706,SILVER,525.65,458.6,7573,5767,NARROW,272075,18.92,937328,50224,863207,20.08,61.34,52.4,CSR87,22.28,83740,APPROVED
2016,RA000707,SILVER,723.76,727.34,6731,3994,EPO,251864,11.34,181451,179508,1221629,43.73,17.73,80.6,NONE,24.48,20058,PENDING
2022,RA000708,BRONZE,852.74,797.94,8656,5086,EPO,182619,7.48,954536,88745,25623,58.21,20.21,48.96,NONE,18.4,56742,MODIFIED
2019,RA000709,SILVER,751.21,669.3,4913,4362,EPO,191208,17.93,392490,116461,145083,32.55,19.92,58.95,CSR73,39.61,46295,PENDING
2022,RA000710,BRONZE,875.42,928.38,3971,4683,EPO,168779,5.55,446844,75596,338880,57.36,46.24,74.11,NONE,23.48,27995,APPROVED
2022,RA000711,SILVER,579.19,604.4,1171,1668,EPO,268706,3.44,388436,19775,553326,56.24,19.22,2.99,NONE,38.14,59137,APPROVED
2024,RA000712,PLATINUM,324.14,320.14,6044,8088,PPO,203259,6.77,308608,170863,74658,37.66,56.68,49.05,NONE,4.74,37761,PENDING
2019,RA000713,SILVER,239.56,250.5,2287,4371,PPO,75230,13.98,205618,74839,540975,35.25,27.19,41.09,CSR87,13.64,14132,APPROVED
2020,RA000714,BRONZE,395.66,354.23,7240,6817,PPO,233489,17.8,1136626,137979,1200359,38.54,21.73,33.11,NONE,0.7,45663,PENDING
2017,RA000715,BRONZE,348.62,375.17,6117,4050,PPO,279705,9.64,490665,237034,1538323,48.19,8.01,50.47,NONE,20.7,18160,PENDING
2025,RA000716,BRONZE,882.84,830.45,2165,5124,BROAD,53668,9.84,811244,158842,1619813,74.06,50.57,68.57,NONE,34.96,72655,PENDING
2024,RA000717,BRONZE,246.27,223.16,8619,1658,NARROW,27927,9.96,290904,37942,397744,27.04,38.81,77.46,CSR94,21.57,12609,APPROVED
2021,RA000718,SILVER,331.87,288.06,4586,7839,TIERED,4139,2.05,336735,99823,18793,53.68,41.98,64.88,NONE,22.44,66363,APPROVED
2016,RA000719,CATASTROPHIC,920.63,934.68,1746,8528,EPO,100857,10.12,60582,177323,112398,71.3,62.77,82.17,CSR73,38.32,17091,APPROVED
2016,RA000720,PLATINUM,819.98,729.23,7841,1996,NARROW,68007,11.79,1016216,54336,635682,56.18,5.43,26.11,CSR73,16.46,54210,APPROVED
2019,RA000721,GOLD,966.32,878.27,3282,8914,BROAD,90816,4.85,731965,166582,1546631,41.56,6.0,40.02,NONE,5.29,19307,MODIFIED
2021,RA000722,BRONZE,571.39,533.87,50,2574,NARROW,252430,21.61,507804,109619,1617770,38.02,9.29,2.02,NONE,6.28,69555,APPROVED
2021,RA000723,SILVER,281.25,250.79,793,4628,TIERED,256944,21.37,1133323,40512,900309,68.89,19.82,8.44,NONE,21.1,4248,NOT_REQUIRED
2023,RA000724,BRONZE,650.08,634.21,1680,6928,BROAD,21284,19.73,292889,130013,524196,46.28,54.27,67.75,NONE,26.1,41901,APPROVED
2015,RA000725,SILVER,388.35,413.76,8816,5682,HMO,270295,21.23,714627,229097,873588,71.84,22.62,9.21,CSR73,10.89,46222,APPROVED
2016,RA000726,GOLD,313.23,276.33,3418,8096,HMO,62132,20.76,901498,230918,565962,57.65,25.18,56.51,CSR73,34.49,16569,DENIED
2017,RA000727,GOLD,461.23,409.82,6435,5643,NARROW,57551,3.79,881271,89286,807335,52.84,56.06,39.75,CSR94,0.02,76872,APPROVED
2014,RA000728,GOLD,894.18,764.75,7968,8520,EPO,172478,18.87,241714,58295,465913,69.18,32.92,74.89,NONE,28.06,23965,PENDING
2020,RA000729,BRONZE,298.98,263.51,3648,3476,TIERED,195394,23.19,3688,183827,1433459,48.68,16.95,6.9,NONE,0.78,15880,PENDING
2017,RA000730,PLATINUM,819.17,728.51,6004,3259,TIERED,87079,20.34,535174,167842,927656,31.59,54.26,33.17,CSR73,2.06,19427,APPROVED
2018,RA000731,GOLD,940.43,830.77,2400,2490,EPO,139247,21.31,277044,39549,1615320,62.96,9.1,58.38,NONE,1.79,61762,NOT_REQUIRED
2017,RA000732,GOLD,886.84,873.66,5661,7612,TIERED,150259,17.0,825041,41601,874799,67.2,29.77,26.3,CSR87,2.79,1512,APPROVED
2025,RA000733,GOLD,708.14,666.45,792,6049,EPO,240943,8.02,745094,106355,77058,40.44,20.31,29.03,NONE,15.25,78158,APPROVED
2022,RA000734,SILVER,258.3,252.47,2358,1995,NARROW,193010,16.55,14121,233420,376442,46.39,42.02,25.66,NONE,31.67,61776,MODIFIED
2018,RA000735,SILVER,304.22,300.26,6728,1836,HMO,209399,14.74,463116,67782,75106,70.72,45.98,15.01,CSR73,13.47,76669,APPROVED
2018,RA000736,BRONZE,810.9,696.67,9002,4593,HMO,65194,1.77,1004872,159552,1135701,23.91,47.96,71.89,CSR87,8.15,83349,MODIFIED
2024,RA000737,SILVER,497.32,490.59,1992,8527,NARROW,249531,18.54,559208,135992,977897,57.12,41.75,52.12,NONE,2.11,35549,PENDING
2017,RA000738,PLATINUM,862.99,800.58,2004,7205,HMO,1783,11.17,134766,43206,861919,70.57,57.69,34.88,NONE,6.08,31162,NOT_REQUIRED
2015,RA000739,SILVER,429.54,395.49,8922,5290,NARROW,56060,2.18,8274,113023,235600,43.69,13.99,52.4,NONE,18.07,72012,NOT_REQUIRED
2021,RA000740,GOLD,513.9,525.92,6712,8581,NARROW,47887,8.41,753468,56924,401795,24.9,24.78,78.78,CSR73,4.37,54038,PENDING
2015,RA000741,SILVER,521.31,478.38,5223,7402,NARROW,80418,7.51,1128883,154460,961267,40.32,31.94,10.75,NONE,14.56,57563,PENDING
2016,RA000742,SILVER,763.91,723.9,7373,4048,EPO,25952,14.24,185025,204510,194656,73.32,31.03,34.65,NONE,8.36,74570,NOT_REQUIRED
2018,RA000743,SILVER,626.6,572.96,487,6891,NARROW,93308,13.65,63059,35944,892482,46.77,53.54,64.93,CSR94,2.1,21054,APPROVED
2016,RA000744,SILVER,707.41,605.55,7077,5203,NARROW,30421,10.79,633510,153794,553895,33.94,5.4,14.04,NONE,0.02,5716,MODIFIED
2017,RA000745,SILVER,350.08,345.56,6825,7951,NARROW,195414,4.31,1164787,18349,253001,26.63,59.66,63.39,NONE,12.97,48951,MODIFIED
2022,RA000746,SILVER,254.13,254.47,8937,6805,TIERED,118967,21.71,735996,150217,1103914,61.28,20.75,82.65,NONE,4.44,8374,APPROVED
2020,RA000747,SILVER,689.22,722.2,6509,7524,BROAD,269978,22.51,433187,86790,1016012,41.81,16.13,51.4,CSR87,39.89,81993,APPROVED
2019,RA000748,SILVER,763.16,724.86,832,4895,HMO,222630,10.33,776761,26308,1252705,44.12,41.05,11.42,CSR73,2.7,59413,APPROVED
2021,RA000749,BRONZE,387.38,349.54,8866,3809,BROAD,44291,3.21,152896,20623,1048910,43.07,61.41,12.24,NONE,20.0,9623,APPROVED
2018,RA000750,SILVER,367.71,381.2,378,2326,HMO,210861,11.66,870380,130212,1503441,46.41,48.6,53.36,NONE,9.69,18015,APPROVED
2015,RA000751,BRONZE,597.72,609.03,2311,7948,TIERED,100335,22.9,613835,21654,366328,66.37,8.37,80.01,NONE,31.4,33159,APPROVED
2024,RA000752,GOLD,480.01,426.71,6772,4188,HMO,41913,9.39,294907,193656,274758,63.01,59.03,50.12,NONE,38.61,61341,MODIFIED
2025,RA000753,BRONZE,363.03,347.72,6187,6299,TIERED,246030,5.6,592188,217903,1304273,62.37,10.98,77.02,NONE,39.84,19606,MODIFIED
2025,RA000754,BRONZE,261.19,229.68,7256,5114,TIERED,229189,23.81,170694,58422,29720,33.79,7.04,11.62,NONE,9.87,56202,NOT_REQUIRED
2023,RA000755,SILVER,785.07,745.35,3959,6742,BROAD,105790,18.36,611779,138394,1284597,55.18,28.1,79.95,NONE,33.65,44668,APPROVED
2021,RA000756,GOLD,724.08,704.15,7640,3780,NARROW,264805,14.65,928798,92178,1020159,37.75,13.36,73.26,NONE,6.19,17232,APPROVED
2024,RA000757,BRONZE,769.52,814.22,9083,7289,HMO,6593,21.63,778427,105551,1450507,34.16,9.56,43.38,CSR87,19.81,86,APPROVED
2018,RA000758,BRONZE,605.19,539.02,8871,6430,HMO,8795,13.67,187024,220020,1636533,37.29,42.23,38.85,CSR87,32.8,67557,APPROVED
2014,RA000759,GOLD,945.96,864.06,4998,4047,PPO,111559,17.86,1002175,215753,458365,43.6,51.38,46.1,CSR87,2.32,75569,PENDING
2018,RA000760,SILVER,766.88,799.8,1833,3044,BROAD,49886,22.34,165390,226810,1341739,26.56,10.77,59.7,NONE,28.36,67385,MODIFIED
2018,RA000761,BRONZE,715.08,765.82,2782,5659,PPO,15380,22.35,1188144,71308,965234,51.73,63.47,62.22,CSR73,30.27,42822,NOT_REQUIRED
2016,RA000762,SILVER,829.79,866.67,1844,4081,EPO,181414,17.43,229957,187147,1151507,39.71,48.19,53.55,NONE,1.19,83201,APPROVED
2015,RA000763,SILVER,257.56,256.57,601,2408,BROAD,6043,14.69,493442,148978,164872,47.49,48.09,29.88,NONE,4.62,33116,APPROVED
2016,RA000764,BRONZE,264.19,226.86,6650,2573,BROAD,59870,22.54,1078216,116511,832117,40.39,6.91,31.72,CSR94,1.08,820,MODIFIED
2016,RA000765,GOLD,636.22,654.78,5338,7788,HMO,191270,7.33,465995,225299,474029,55.24,61.78,29.01,NONE,40.95,9302,PENDING
2019,RA000766,SILVER,422.14,437.12,4953,7948,NARROW,214456,22.09,920073,196905,1036929,60.58,8.54,25.95,CSR87,5.36,35952,MODIFIED
2016,RA000767,BRONZE,267.06,243.18,5444,4220,HMO,274674,13.65,804189,45206,536168,41.38,52.58,7.15,NONE,7.53,15361,APPROVED
2021,RA000768,SILVER,573.17,589.45,6236,5311,EPO,193139,15.21,856956,230794,223119,41.69,27.93,78.21,NONE,31.39,58827,DENIED
2014,RA000769,SILVER,963.55,924.61,8109,2266,NARROW,9948,10.51,223539,112364,1104683,64.03,61.31,2.51,NONE,34.4,63357,NOT_REQUIRED
2019,RA000770,PLATINUM,901.54,819.55,6293,7269,HMO,237802,22.05,344666,45309,669418,52.82,15.54,38.11,NONE,26.79,19265,APPROVED
2018,RA000771,BRONZE,848.6,851.18,2742,1510,HMO,234473,3.1,84634,231028,258316,54.84,53.16,84.79,CSR73,20.77,51957,APPROVED
2021,RA000772,GOLD,938.98,978.32,8565,2613,TIERED,227900,21.02,489287,148993,1212423,70.65,32.13,61.71,NONE,31.35,13756,APPROVED
2025,RA000773,SILVER,546.73,564.33,9035,8866,EPO,222481,20.06,1076642,143817,1466534,26.47,23.32,25.45,NONE,6.88,2173,APPROVED
2018,RA000774,GOLD,943.16,952.28,3856,2616,HMO,256047,2.17,316130,148190,1347505,34.78,19.23,53.89,NONE,31.98,12692,APPROVED
2018,RA000775,SILVER,748.31,702.9,5596,2961,HMO,19722,18.59,499181,108531,829156,43.56,11.25,58.89,NONE,33.92,73800,NOT_REQUIRED
2022,RA000776,BRONZE,387.16,340.54,8992,3937,NARROW,188311,10.03,931496,63179,1281287,68.96,23.25,48.99,NONE,39.26,34213,PENDING
2021,RA000777,BRONZE,244.25,238.5,3320,3655,EPO,44335,8.16,457331,195189,699286,65.74,39.73,22.66,NONE,1.08,29386,APPROVED
2020,RA000778,CATASTROPHIC,896.18,824.64,3384,2553,TIERED,132460,8.65,113757,110733,383137,20.29,38.62,51.78,NONE,10.29,68256,MODIFIED
2015,RA000779,BRONZE,394.89,423.02,3414,2936,BROAD,57290,21.07,75792,90910,1272104,32.43,25.58,37.59,CSR73,23.43,15960,PENDING
2016,RA000780,SILVER,327.6,315.84,2856,5825,EPO,237711,9.55,1051245,127780,85289,36.63,21.23,66.52,CSR87,10.54,28891,APPROVED
2023,RA000781,SILVER,491.45,476.0,1751,2681,PPO,150990,21.93,730125,73107,286401,28.07,27.86,58.63,CSR87,20.81,40231,NOT_REQUIRED
2022,RA000782,GOLD,846.74,757.7,3128,5311,PPO,232718,6.76,1134340,98829,11254,37.26,49.9,0.09,NONE,38.22,70923,PENDING
2018,RA000783,GOLD,868.37,855.04,4532,6544,NARROW,197742,17.37,238006,135793,1111525,45.21,12.14,35.82,NONE,2.8,23992,APPROVED
2016,RA000784,SILVER,821.7,844.66,791,6519,NARROW,244717,3.17,588502,69635,1561923,22.19,28.56,37.94,NONE,17.39,58077,APPROVED
2022,RA000785,PLATINUM,728.97,782.15,5766,7851,EPO,205131,21.73,326645,8219,1312188,64.91,28.94,18.25,CSR87,1.38,16960,APPROVED
2016,RA000786,SILVER,560.52,564.27,4072,7212,BROAD,49813,15.27,377563,67267,464057,60.99,25.41,20.43,NONE,0.77,72320,PENDING
2014,RA000787,SILVER,856.65,844.52,7617,2677,BROAD,210084,10.77,895242,89482,612596,70.91,10.86,62.72,CSR94,20.07,84254,APPROVED
2022,RA000788,SILVER,648.62,589.48,1279,3743,TIERED,46343,23.48,747664,73674,779511,59.57,30.5,55.07,NONE,27.6,38377,APPROVED
2016,RA000789,BRONZE,966.51,836.53,3098,7786,TIERED,83529,7.53,1148167,162734,1494818,41.26,14.93,41.59,NONE,41.05,44141,APPROVED
2016,RA000790,BRONZE,849.96,836.29,7703,7758,NARROW,228076,3.83,596914,217907,1482110,27.28,27.31,58.88,NONE,15.09,5122,APPROVED
2020,RA000791,BRONZE,947.06,966.7,1861,8683,PPO,86249,17.09,954527,38666,136838,66.31,8.35,77.97,NONE,31.86,33927,APPROVED
2025,RA000792,BRONZE,891.73,918.89,5284,9155,EPO,250744,19.27,624338,124857,1574707,67.78,61.87,55.97,NONE,14.52,22339,APPROVED
2023,RA000793,SILVER,826.5,809.59,6888,2636,HMO,36272,13.26,988486,50301,218489,65.61,41.34,48.01,NONE,2.36,81972,MODIFIED
2023,RA000794,GOLD,750.54,780.17,4250,8981,NARROW,277727,16.31,874314,217621,1306623,25.87,56.1,18.87,CSR87,16.26,38350,DENIED
2018,RA000795,SILVER,792.98,835.2,8466,6905,BROAD,167087,19.18,699080,74223,1113557,64.69,49.28,21.27,CSR73,39.38,9921,MODIFIED
2019,RA000796,SILVER,340.9,302.33,3626,7912,TIERED,69243,23.46,963936,157661,694957,73.44,60.56,14.34,NONE,5.4,22868,APPROVED
2025,RA000797,GOLD,226.67,244.38,4850,7416,NARROW,57988,11.44,619231,77633,846328,55.55,21.15,47.75,CSR94,38.88,36754,MODIFIED
2014,RA000798,SILVER,781.71,769.35,641,3367,EPO,221603,17.37,603904,192331,1366557,50.87,40.53,53.79,NONE,23.57,82065,NOT_REQUIRED
2020,RA000799,BRONZE,392.42,341.92,100,4055,BROAD,184518,19.15,156018,84270,250914,35.54,51.08,1.37,NONE,38.19,6389,MODIFIED
2016,RA000800,BRONZE,472.35,436.86,1081,5496,NARROW,267112,20.5,1031216,108504,679066,73.43,32.1,11.5,NONE,19.42,31354,NOT_REQUIRED
2023,RA000801,BRONZE,707.13,622.47,3204,2223,NARROW,229576,13.2,105860,51156,684123,21.18,21.27,76.68,CSR87,35.3,23293,APPROVED
2023,RA000802,CATASTROPHIC,958.68,890.43,3684,5209,PPO,132402,10.83,365680,164018,800694,46.89,47.07,7.3,NONE,5.09,76433,APPROVED
2019,RA000803,GOLD,346.14,369.19,1452,6030,EPO,234458,12.5,330814,179602,280093,52.47,24.09,31.99,CSR87,10.05,50793,PENDING
2022,RA000804,SILVER,615.56,589.38,1505,4056,HMO,169558,15.15,589723,65566,112841,74.12,31.17,57.73,NONE,20.99,80766,APPROVED
2014,RA000805,SILVER,364.28,336.57,5119,5109,HMO,201374,2.7,1043473,18481,653007,52.94,22.82,19.33,NONE,14.91,84516,NOT_REQUIRED
2021,RA000806,BRONZE,807.9,796.03,615,5602,TIERED,162734,17.39,564383,18774,1132309,51.92,43.5,54.3,CSR94,28.34,37596,PENDING
2025,RA000807,SILVER,606.8,631.21,2740,5913,HMO,172367,15.19,300393,30448,193438,42.43,19.55,37.15,NONE,10.96,8594,PENDING
2024,RA000808,BRONZE,753.84,732.02,7892,6225,PPO,135335,6.16,946317,154277,329804,31.52,16.43,46.92,CSR87,32.94,57773,APPROVED
2024,RA000809,BRONZE,483.49,461.59,6581,6097,PPO,47304,19.75,746993,18523,1484622,20.44,25.57,13.15,CSR73,30.98,20000,MODIFIED
2017,RA000810,SILVER,595.58,588.58,4183,3447,NARROW,254374,15.45,1041435,154484,817614,47.51,13.21,82.69,NONE,26.11,48266,APPROVED
2019,RA000811,SILVER,617.92,594.44,6677,7918,TIERED,269381,21.54,584950,152264,455061,44.34,14.88,74.38,CSR87,37.63,23976,NOT_REQUIRED
2014,RA000812,SILVER,923.36,816.18,8087,3740,TIERED,95545,10.78,87193,223623,551310,23.49,7.38,2.84,NONE,25.95,56986,APPROVED
2014,RA000813,GOLD,590.01,587.85,23,3021,HMO,98227,21.86,298353,90436,1283281,25.27,41.09,6.74,NONE,28.81,20989,PENDING
2019,RA000814,GOLD,625.37,640.42,690,5059,NARROW,156094,22.74,40552,174741,1321526,44.71,59.24,6.0,CSR73,15.34,31401,APPROVED
2021,RA000815,SILVER,724.74,732.85,5027,1505,EPO,196275,10.46,999676,513,923330,40.89,57.77,50.3,CSR73,15.43,47836,DENIED
2016,RA000816,GOLD,329.99,298.79,7193,4767,HMO,3006,3.37,992406,156644,809293,51.22,44.65,72.8,CSR73,26.34,41950,APPROVED
2014,RA000817,BRONZE,293.38,274.32,8048,6255,BROAD,35223,22.27,545,175737,152370,38.37,15.37,75.26,CSR73,27.97,60958,NOT_REQUIRED
2015,RA000818,PLATINUM,842.93,731.45,3352,7257,EPO,123355,9.49,919202,156171,815621,42.78,54.75,57.02,CSR94,32.93,24637,PENDING
2024,RA000819,BRONZE,279.16,287.73,9121,4724,EPO,154545,22.47,525019,77351,1641328,37.35,33.3,44.94,NONE,35.07,44300,NOT_REQUIRED
2023,RA000820,SILVER,474.09,471.06,4570,8591,PPO,149514,19.13,777035,58006,394891,30.15,34.27,61.09,NONE,24.85,63428,MODIFIED
2025,RA000821,BRONZE,782.14,766.8,7486,6968,EPO,254083,22.1,1098692,68291,1347719,40.51,9.32,10.33,NONE,0.02,41842,PENDING
2015,RA000822,GOLD,392.54,376.77,5201,4593,TIERED,74709,13.94,1112105,230790,31773,42.47,24.18,22.51,NONE,5.35,26382,APPROVED
2022,RA000823,CATASTROPHIC,289.51,302.32,1371,7112,TIERED,115048,9.65,1049605,146577,1359859,71.15,5.99,22.41,CSR73,21.17,78814,PENDING
2014,RA000824,BRONZE,890.88,759.44,6356,5716,BROAD,143225,6.51,1114683,159889,1420086,62.57,14.68,80.1,CSR87,6.63,73943,MODIFIED
2025,RA000825,BRONZE,822.01,821.61,7686,2038,HMO,256678,8.99,186501,141346,845035,32.87,45.26,12.24,NONE,24.73,10785,NOT_REQUIRED
2017,RA000826,BRONZE,799.79,834.16,5831,8198,EPO,147516,5.06,286163,116157,1221593,21.73,22.42,23.6,NONE,1.24,49582,APPROVED
2016,RA000827,GOLD,815.02,846.58,8872,2238,EPO,47851,11.36,637215,144367,557611,25.22,44.59,29.22,NONE,38.77,76232,PENDING
2025,RA000828,SILVER,306.33,306.96,898,5241,BROAD,92992,16.54,771162,239104,576222,66.6,60.12,59.8,CSR94,14.56,8796,APPROVED
