qol_social_survey_cycle_id,qol_social_neighborhood_cluster_id,qol_social_neighborliness_score,qol_social_belonging_score,qol_social_participation_local_events_rate,qol_social_mutual_aid_participation_rate,qol_social_intergroup_contact_score,qol_social_civic_pride_score,qol_social_shared_norms_score,qol_social_conflict_resolution_score,qol_social_online_community_engagement_rate,qol_social_hate_incident_awareness_score,qol_social_trust_local_institutions_score,qol_social_youth_engagement_score,qol_social_senior_engagement_score,qol_social_newcomer_integration_score,qol_social_language_inclusion_score,qol_social_public_space_comfort_score,qol_social_community_problem_solving_score,qol_social_survey_sampling_weight
CYC000000634,NBH000097,0.9823,0.925,0.9504,0.3041,8.459,9.147,6.082,0.636,0.011,4.872,7.971,4.201,6.588,0.314,1.946,9.401,5.636,4.8153
CYC000000635,NBH000059,9.3874,1.67,0.0417,0.7531,4.102,0.686,1.293,6.893,0.5682,8.022,0.295,7.695,2.68,4.976,4.243,4.479,6.069,4.5277
CYC000000636,NBH000151,9.1845,3.352,0.9419,0.8509,3.284,1.172,9.691,9.496,0.3446,5.578,8.705,4.632,7.139,4.673,5.018,5.979,0.248,4.019
CYC000000637,NBH000234,8.5516,1.072,0.5425,0.4156,0.265,3.822,3.973,4.067,0.9588,4.985,3.797,2.049,7.81,0.762,8.046,7.267,0.939,1.5166
CYC000000638,NBH000214,4.9047,7.381,0.324,0.6223,4.043,4.489,1.109,9.771,0.8988,7.056,5.576,1.274,3.152,4.919,3.532,1.606,3.473,2.2997
CYC000000639,NBH000049,5.7098,4.559,0.4317,0.137,5.696,0.964,8.928,1.023,0.4973,0.977,7.106,8.166,7.722,2.822,9.545,0.586,1.663,0.5174
CYC000000640,NBH000014,1.3349,9.764,0.0633,0.8526,2.258,9.237,5.086,4.253,0.941,2.546,4.377,1.561,5.927,2.414,9.287,3.495,4.319,1.7844
CYC000000641,NBH000007,8.148,0.796,0.1082,0.0348,9.578,1.948,1.583,8.814,0.182,9.758,3.841,7.479,7.865,7.267,2.284,3.338,2.283,1.4903
CYC000000642,NBH000107,9.9601,6.342,0.7642,0.0414,3.788,5.775,6.559,5.087,0.7288,6.905,2.34,0.627,6.814,2.2,7.988,7.724,7.092,1.2155
CYC000000643,NBH000086,2.0962,1.289,0.2019,0.4206,2.793,3.878,6.502,6.415,0.7798,6.487,5.51,8.781,5.507,4.92,4.453,5.844,5.517,2.0556
CYC000000644,NBH000138,8.3913,8.027,0.3031,0.4705,1.258,3.232,3.72,0.647,0.6786,1.341,3.226,9.859,7.443,7.129,1.159,1.687,8.802,0.9024
CYC000000645,NBH000216,4.5094,2.424,0.6198,0.1577,1.079,1.611,6.827,6.468,0.4328,4.863,3.663,8.064,8.623,7.388,6.938,7.273,4.244,2.903
CYC000000646,NBH000043,0.7335,6.993,0.2819,0.7732,8.574,0.272,6.28,5.37,0.6013,9.193,9.909,7.44,4.545,6.194,4.598,8.813,5.334,4.0196
CYC000000647,NBH000079,1.1446,3.347,0.0419,0.1054,7.633,9.665,7.558,7.563,0.7876,6.648,1.106,6.474,1.062,1.674,6.503,2.348,5.691,1.9094
CYC000000648,NBH000015,7.2997,2.344,0.4233,0.1579,2.185,6.109,6.27,1.113,0.8749,6.176,4.119,2.559,7.061,8.98,9.711,7.834,7.818,3.2668
CYC000000649,NBH000215,2.7838,1.797,0.3808,0.9311,5.366,9.414,8.603,5.776,0.7524,3.033,3.469,9.337,4.72,5.416,8.871,0.869,2.701,4.9577
CYC000000650,NBH000159,0.6969,5.407,0.1706,0.2965,3.597,3.271,6.49,3.107,0.5359,6.99,1.212,0.37,7.245,9.832,8.045,1.979,4.731,3.7729
CYC000000651,NBH000186,1.989,9.54,0.0992,0.9084,1.726,1.056,0.429,8.555,0.2624,4.765,8.097,7.357,9.628,9.359,0.342,0.564,0.928,2.4962
CYC000000652,NBH000186,4.4341,8.443,0.6219,0.1737,8.685,6.824,8.716,0.692,0.5364,4.33,7.526,0.416,1.663,4.543,7.225,1.297,3.901,1.3161
CYC000000653,NBH000095,8.6452,8.212,0.0174,0.3933,0.189,9.895,4.638,4.089,0.6559,8.137,7.05,2.949,9.656,2.751,4.698,6.51,2.499,0.8157
CYC000000654,NBH000239,2.4653,6.573,0.1577,0.8267,3.526,3.396,6.412,8.44,0.6338,9.702,3.811,0.065,6.774,3.276,0.557,9.847,8.34,0.5768
CYC000000655,NBH000201,0.8994,6.966,0.3036,0.9096,9.283,9.812,0.985,8.081,0.6118,6.209,5.103,7.881,7.71,4.171,7.59,5.293,8.905,3.4427
CYC000000656,NBH000014,8.2275,7.893,0.7426,0.9301,1.69,6.309,6.924,1.761,0.4197,9.055,6.828,7.806,7.07,7.842,9.197,1.357,3.423,2.1574
CYC000000657,NBH000191,1.4756,9.913,0.5282,0.7784,0.241,8.673,4.396,4.488,0.5771,3.705,3.31,4.536,1.395,8.268,6.421,6.441,1.101,4.1015
CYC000000658,NBH000201,4.4667,1.247,0.3142,0.9046,0.571,2.772,1.833,3.256,0.5392,1.135,5.053,0.058,4.601,2.053,5.805,0.703,2.768,4.937
CYC000000659,NBH000192,8.5648,3.307,0.2835,0.0846,0.484,7.417,1.675,3.328,0.6952,9.046,5.757,7.302,1.758,8.29,5.823,7.328,8.924,4.9803
CYC000000660,NBH000005,4.0749,4.067,0.6935,0.5618,8.278,0.253,5.257,5.593,0.0176,5.784,2.904,7.702,9.119,1.284,4.991,9.724,9.084,2.5466
CYC000000661,NBH000057,8.726,5.488,0.2039,0.6534,1.103,6.25,5.414,7.026,0.3563,0.722,1.845,8.923,0.794,9.761,3.433,4.677,0.687,0.8268
CYC000000662,NBH000186,5.6181,3.716,0.0322,0.1096,9.629,8.018,3.862,8.381,0.7746,3.32,6.009,0.533,9.363,2.297,5.305,4.569,1.174,3.9299
CYC000000663,NBH000126,1.6132,2.889,0.2242,0.7625,7.217,1.089,1.038,6.01,0.4163,1.774,0.937,0.479,6.839,3.932,8.769,7.851,9.719,3.675
CYC000000664,NBH000224,9.0953,3.445,0.9353,0.7169,8.865,8.916,7.693,1.428,0.7008,0.461,2.447,0.893,3.992,1.826,0.294,8.915,3.546,1.5792
CYC000000665,NBH000089,0.2414,8.46,0.0162,0.2417,4.438,3.595,6.461,2.02,0.5415,6.504,7.063,7.188,3.517,9.323,6.885,9.08,0.123,0.8055
CYC000000666,NBH000060,2.2915,1.118,0.8464,0.6008,9.016,3.141,5.016,0.72,0.3782,1.378,2.368,6.505,3.937,0.529,8.822,3.279,0.303,2.1725
CYC000000667,NBH000082,7.0716,5.221,0.7148,0.8127,9.975,0.375,4.597,8.11,0.0377,4.344,8.298,1.897,4.254,2.852,7.462,6.833,9.125,4.9955
CYC000000668,NBH000065,1.5537,7.727,0.2076,0.1682,9.139,5.309,7.942,3.109,0.668,3.432,3.452,5.993,5.481,3.278,4.508,0.91,7.507,4.6866
CYC000000669,NBH000199,1.0298,5.915,0.9759,0.1661,0.4,1.353,6.535,3.116,0.2446,0.252,9.633,0.919,6.923,6.663,6.629,5.022,8.989,4.6271
CYC000000670,NBH000164,7.9019,9.732,0.4334,0.657,4.195,6.158,9.978,3.732,0.4618,1.227,9.744,6.847,6.109,3.565,5.614,4.954,2.293,0.9969
CYC000000671,NBH000224,8.33,1.389,0.6438,0.4341,7.943,5.162,8.919,5.107,0.0563,3.32,3.613,2.397,8.092,7.831,1.787,9.162,6.656,3.274
CYC000000672,NBH000025,8.4571,0.991,0.2131,0.013,1.373,0.566,0.06,1.095,0.0739,9.879,5.279,5.674,2.196,2.512,0.013,7.588,1.206,3.9427
CYC000000673,NBH000111,4.7762,9.054,0.9405,0.6413,0.719,7.994,8.76,9.18,0.7332,3.887,6.404,8.203,7.734,7.703,7.305,7.78,6.642,2.3946
CYC000000674,NBH000172,1.4293,0.394,0.348,0.2659,4.301,6.144,3.433,5.784,0.4344,8.86,4.297,0.815,0.057,5.407,1.26,2.18,9.745,0.675
CYC000000675,NBH000028,6.7164,1.77,0.062,0.6854,2.885,4.331,7.289,8.767,0.036,6.585,6.427,0.672,4.682,9.245,4.909,3.573,5.238,1.9805
CYC000000676,NBH000179,2.2735,9.925,0.2686,0.0477,9.212,5.9,9.655,8.41,0.5823,0.92,9.79,6.514,7.341,1.107,1.447,5.819,2.93,4.3798
CYC000000677,NBH000112,1.7096,8.511,0.7895,0.264,1.068,8.179,3.461,6.434,0.6513,2.362,4.065,9.214,6.376,0.219,8.048,4.125,0.725,4.9063
CYC000000678,NBH000058,2.0757,2.641,0.1058,0.1977,0.006,5.404,5.015,3.996,0.6598,6.66,3.331,5.214,4.308,8.205,6.605,2.122,6.684,2.0153
CYC000000679,NBH000212,3.5488,1.273,0.5031,0.3815,8.249,6.475,1.432,8.929,0.0189,3.619,8.586,5.143,8.601,2.499,9.225,4.317,0.836,1.0396
CYC000000680,NBH000241,1.7289,9.595,0.0524,0.6702,6.32,9.987,8.881,5.281,0.2888,5.112,2.651,1.119,5.294,6.925,7.889,8.99,2.149,4.7877
CYC000000681,NBH000091,7.146,8.185,0.6186,0.712,9.842,4.784,8.022,7.173,0.1937,3.869,6.304,3.424,8.315,7.415,9.389,5.166,5.008,1.8636
CYC000000682,NBH000027,4.2651,3.479,0.9558,0.4998,4.551,9.602,5.51,9.608,0.9401,6.749,1.849,3.158,2.844,9.743,9.379,3.592,0.864,2.779
CYC000000683,NBH000150,8.6652,1.838,0.5343,0.4409,3.523,2.226,9.07,2.629,0.8498,7.1,4.773,5.478,2.606,6.411,2.145,4.585,9.095,2.9175
CYC000000684,NBH000024,1.7183,9.132,0.7996,0.459,5.417,8.062,7.941,1.79,0.3585,7.269,6.661,0.455,8.322,8.704,1.115,3.382,4.174,3.8182
CYC000000685,NBH000064,8.5714,2.683,0.5304,0.4801,6.901,7.409,4.961,7.556,0.9559,6.38,5.231,2.704,4.5,6.124,4.472,6.974,5.337,1.3324
CYC000000686,NBH000034,1.7065,6.676,0.3099,0.9449,7.434,1.55,0.071,4.637,0.1528,2.87,4.134,9.974,1.686,8.039,7.512,1.236,6.458,4.7695
CYC000000687,NBH000159,6.3186,0.562,0.499,0.0705,7.336,9.754,1.904,7.191,0.3081,5.106,5.532,5.542,8.966,7.131,3.767,8.135,4.072,4.7829
CYC000000688,NBH000182,8.1467,1.463,0.7031,0.1505,1.384,5.532,3.008,0.527,0.0148,6.097,4.668,1.998,1.773,8.067,7.747,3.13,6.022,2.775
CYC000000689,NBH000122,6.6098,3.414,0.8415,0.3157,0.777,1.071,2.147,7.422,0.3428,2.296,0.242,4.752,6.061,7.102,6.617,8.764,0.432,4.9234
CYC000000690,NBH000178,2.4979,4.042,0.6165,0.998,4.59,2.666,0.083,8.871,0.7134,3.992,3.978,4.476,4.514,7.015,6.509,6.043,5.551,1.056
CYC000000691,NBH000122,3.263,0.05,0.7329,0.6096,4.324,5.029,6.229,8.01,0.4385,7.591,4.238,7.171,0.45,1.999,3.705,7.287,2.107,0.1181
CYC000000692,NBH000238,5.6461,7.037,0.8852,0.4825,1.417,5.22,3.382,7.902,0.1234,7.339,9.277,6.287,9.676,1.426,7.33,1.075,7.282,3.8778
CYC000000693,NBH000218,5.5472,2.148,0.0437,0.6778,3.56,1.806,7.507,3.901,0.1974,6.839,4.488,9.793,5.947,9.92,0.031,1.503,9.339,4.6382
CYC000000694,NBH000143,4.5123,2.78,0.058,0.0601,6.266,2.971,4.019,6.691,0.342,9.962,0.554,2.233,0.965,6.344,0.157,0.01,8.901,0.1318
CYC000000695,NBH000233,1.6344,0.012,0.6387,0.0356,6.658,5.05,5.498,9.74,0.4441,3.904,6.47,9.951,6.644,4.078,6.261,2.271,5.96,1.0184
CYC000000696,NBH000199,0.6455,8.151,0.1689,0.0116,3.692,7.797,4.306,0.212,0.3903,6.993,5.881,3.35,5.33,8.868,6.336,9.168,1.682,0.6167
CYC000000697,NBH000124,3.5226,1.795,0.3669,0.9389,2.743,0.518,3.435,9.973,0.3458,6.733,5.774,8.025,6.955,8.276,8.786,3.059,3.267,4.5219
CYC000000698,NBH000239,7.5647,5.579,0.7362,0.6919,5.037,7.758,8.254,1.76,0.5993,4.778,2.452,1.525,1.136,5.218,3.872,5.137,4.088,3.4642
CYC000000699,NBH000112,0.1048,8.745,0.6486,0.6774,0.061,5.621,8.08,1.721,0.5184,1.181,4.73,1.035,1.88,1.353,8.791,4.529,5.898,2.0719
CYC000000700,NBH000059,6.5309,6.897,0.8165,0.6014,0.788,2.409,6.441,5.828,0.9072,7.882,0.717,2.58,4.276,7.154,9.399,1.88,7.592,2.9827
CYC000000701,NBH000159,2.118,6.492,0.3388,0.1337,7.29,6.449,1.057,4.917,0.9886,7.829,4.281,6.513,7.361,9.17,2.711,9.184,7.05,2.3081
CYC000000702,NBH000190,1.5901,5.403,0.9337,0.5336,1.388,7.105,7.869,3.893,0.0951,1.326,0.88,5.826,1.819,6.084,3.962,5.714,8.3,3.1699
CYC000000703,NBH000192,1.4672,8.219,0.1573,0.001,2.945,6.773,3.19,4.326,0.7105,3.125,4.443,3.271,2.531,4.028,3.849,8.511,9.474,1.6108
CYC000000704,NBH000230,4.0423,7.318,0.7548,0.3791,5.531,5.276,2.784,5.377,0.9872,0.326,7.64,2.98,6.283,0.246,7.655,0.186,1.174,0.9366
CYC000000705,NBH000241,8.4434,9.166,0.5496,0.5953,8.742,6.708,1.887,3.069,0.6922,4.845,6.979,4.799,6.807,4.385,4.669,7.537,3.589,4.1456
CYC000000706,NBH000212,6.1825,7.455,0.1288,0.8695,2.021,5.312,0.44,8.82,0.4097,0.411,0.305,6.933,4.513,2.122,3.598,9.254,0.849,0.5971
CYC000000707,NBH000244,5.5306,3.604,0.3172,0.534,0.564,1.853,7.465,5.846,0.9992,1.893,8.424,0.39,3.256,6.005,9.766,2.816,4.793,4.1009
CYC000000708,NBH000070,4.6027,5.219,0.3192,0.1604,2.697,0.066,7.075,5.753,0.2605,8.004,9.747,5.167,9.949,8.232,0.818,5.309,6.66,2.9918
CYC000000709,NBH000174,9.1408,7.181,0.3279,0.9354,5.417,0.867,3.874,3.352,0.2514,2.212,8.783,2.52,8.93,8.946,2.932,7.83,3.23,0.2091
CYC000000710,NBH000094,4.4999,5.805,0.1342,0.3242,1.813,7.782,7.447,0.55,0.3955,7.639,4.692,9.185,7.782,6.041,9.117,0.473,9.83,1.9599
CYC000000711,NBH000200,1.989,6.041,0.699,0.6467,5.447,0.185,4.277,7.534,0.8143,0.025,9.683,4.348,0.901,4.38,9.185,0.075,2.23,3.198
CYC000000712,NBH000064,2.1011,9.439,0.9657,0.4401,5.572,5.661,6.076,2.514,0.1675,5.982,9.947,6.112,0.348,4.746,7.841,1.151,7.071,0.9057
CYC000000713,NBH000051,8.5682,8.739,0.5226,0.3326,2.124,6.547,9.063,7.419,0.5822,2.27,7.564,2.853,9.636,5.381,2.925,6.535,8.387,0.9003
CYC000000714,NBH000193,5.2143,1.674,0.204,0.9293,8.857,7.002,3.134,1.607,0.8153,6.391,2.421,3.425,4.112,8.026,4.497,1.075,8.531,0.8397
CYC000000715,NBH000113,0.5634,9.597,0.9047,0.9654,6.576,7.781,5.319,8.597,0.6454,2.973,7.646,1.75,2.647,6.665,9.166,7.961,9.846,1.6349
CYC000000716,NBH000075,4.9375,8.472,0.4436,0.0479,1.952,5.995,3.445,0.313,0.1141,6.73,5.691,7.011,6.528,0.378,1.57,8.969,5.138,0.8239
CYC000000717,NBH000065,1.9776,8.346,0.8944,0.3238,0.728,2.545,1.949,7.253,0.7859,3.274,6.32,8.527,7.399,4.44,2.448,2.331,4.845,4.3113
CYC000000718,NBH000011,3.4407,0.453,0.53,0.5222,3.555,9.533,5.154,9.3,0.1266,1.483,8.308,6.603,7.317,8.584,5.767,6.862,1.472,1.4835
CYC000000719,NBH000065,0.8408,5.991,0.7913,0.664,0.47,5.794,9.635,9.942,0.3746,4.555,1.307,9.857,5.644,8.05,4.952,8.199,6.421,2.4515
CYC000000720,NBH000213,6.1719,9.564,0.0239,0.6663,6.349,4.067,8.707,6.784,0.7916,0.53,0.767,6.092,2.544,3.061,6.063,9.756,4.216,1.0312
CYC000000721,NBH000238,1.417,6.871,0.6596,0.2732,6.016,6.991,9.815,6.361,0.1153,4.877,0.374,8.142,6.905,3.086,7.567,8.051,1.906,1.3304
CYC000000722,NBH000079,0.4621,1.307,0.8575,0.3531,7.404,7.114,4.95,0.677,0.388,6.378,6.919,8.743,6.867,8.124,9.853,3.89,4.753,2.9674
CYC000000723,NBH000211,3.1312,2.763,0.9633,0.3612,7.536,7.908,3.797,7.148,0.2808,3.434,4.587,0.884,2.472,5.645,4.006,6.682,9.077,4.5355
CYC000000724,NBH000090,1.8783,7.062,0.6811,0.8411,3.564,9.507,6.031,8.394,0.496,0.221,8.676,1.472,6.153,4.952,2.145,3.114,2.416,0.5745
CYC000000725,NBH000083,8.3184,3.947,0.6875,0.8595,3.756,3.621,8.943,7.126,0.5039,4.235,6.359,6.011,7.489,5.008,9.274,5.103,3.19,3.3931
CYC000000726,NBH000045,8.2745,1.518,0.54,0.4362,2.599,5.596,0.126,3.145,0.9935,6.302,8.339,0.891,5.542,4.357,9.128,0.912,7.622,1.177
CYC000000727,NBH000200,9.0196,8.464,0.3866,0.9582,7.603,4.25,2.251,2.111,0.3764,3.345,6.538,5.037,8.208,0.895,9.054,5.917,4.954,3.6957
CYC000000728,NBH000230,8.1117,5.911,0.1779,0.8894,4.053,0.035,8.952,9.32,0.8027,4.573,8.096,4.215,1.135,1.833,3.394,8.29,9.737,3.0228
CYC000000729,NBH000072,1.2098,0.594,0.2585,0.4618,2.368,6.853,0.015,6.805,0.5338,5.931,6.984,6.242,2.283,9.776,1.974,3.211,5.555,1.7953
CYC000000730,NBH000157,9.0859,7.745,0.453,0.1384,9.771,9.147,9.827,0.681,0.9564,0.68,7.849,9.801,8.079,0.707,0.468,5.272,1.831,2.6415
CYC000000731,NBH000113,2.095,9.954,0.1976,0.855,8.494,9.812,5.179,9.958,0.6377,0.585,3.126,5.133,8.949,9.128,6.73,4.816,8.672,0.6724
CYC000000732,NBH000145,7.3931,9.536,0.8275,0.3055,0.124,9.702,4.311,5.299,0.1805,4.103,5.876,7.085,0.751,3.861,5.446,8.451,4.668,2.9968
CYC000000733,NBH000054,5.8212,2.172,0.1961,0.7753,3.089,3.029,9.521,5.798,0.3382,8.756,9.283,1.352,9.426,1.675,6.144,6.332,1.883,3.4581
CYC000000734,NBH000101,9.1523,7.033,0.9835,0.7604,9.738,7.672,1.103,2.399,0.0994,4.032,5.557,8.049,3.236,1.373,9.912,7.824,6.011,4.7973
CYC000000735,NBH000207,9.0774,5.028,0.4963,0.9815,8.941,5.572,2.812,9.453,0.5556,9.068,9.808,2.315,2.1,7.58,8.115,7.465,4.323,3.5698
CYC000000736,NBH000218,1.4125,2.016,0.3893,0.244,7.521,9.09,2.833,2.722,0.7446,8.682,4.488,5.972,6.359,9.569,1.565,3.57,6.958,0.6571
CYC000000737,NBH000133,9.7306,2.7,0.9744,0.5123,3.697,6.758,0.189,8.57,0.9701,9.624,6.672,0.677,1.922,9.68,9.824,6.563,2.547,2.9431
CYC000000738,NBH000213,6.1447,2.538,0.5004,0.2267,9.236,6.265,1.318,3.968,0.9791,4.128,5.629,5.398,2.356,2.716,6.254,0.165,8.903,3.2704
CYC000000739,NBH000182,5.6248,5.768,0.6807,0.0934,1.655,3.085,1.586,2.91,0.5053,5.774,3.661,9.785,9.722,0.159,1.732,4.418,0.317,2.327
CYC000000740,NBH000170,2.5919,1.357,0.8247,0.1139,2.834,6.224,1.608,6.312,0.9195,0.953,0.788,4.911,6.441,0.469,7.073,9.049,2.487,4.5875
CYC000000741,NBH000143,3.367,0.187,0.4676,0.2324,4.735,0.574,3.71,5.271,0.4477,6.957,4.898,5.775,7.641,3.511,6.055,6.59,1.154,0.6835
CYC000000742,NBH000173,4.7571,1.429,0.9169,0.187,9.376,1.008,7.075,1.741,0.2849,5.518,6.786,7.925,0.817,3.284,1.047,2.472,0.709,4.513
CYC000000743,NBH000180,0.1282,9.964,0.9951,0.4061,2.067,9.06,5.282,1.056,0.1217,5.143,1.999,2.688,2.045,2.157,4.709,5.653,8.148,0.1157
CYC000000744,NBH000245,9.1873,0.266,0.9575,0.5064,9.697,1.8,4.844,8.847,0.4166,3.759,5.121,1.627,9.372,2.839,1.015,5.146,6.377,0.772
CYC000000745,NBH000129,4.0024,9.167,0.8678,0.3842,2.334,6.68,9.237,7.336,0.5539,9.019,7.699,7.109,7.778,8.219,5.374,6.566,7.064,1.2272
CYC000000746,NBH000128,5.6935,1.567,0.5788,0.628,6.355,3.96,0.768,2.913,0.4624,3.065,2.6,5.277,8.549,7.442,2.142,3.805,2.884,0.7297
CYC000000747,NBH000162,6.1186,7.863,0.492,0.9796,5.809,1.051,8.739,8.903,0.3712,3.396,8.132,7.809,9.79,1.175,2.459,9.23,5.048,4.2549
CYC000000748,NBH000229,7.5677,7.413,0.7218,0.7216,1.181,5.186,6.347,5.776,0.6039,0.686,9.977,9.338,5.117,3.406,8.073,2.826,2.047,4.1458
CYC000000749,NBH000068,2.8038,3.185,0.3053,0.8243,7.279,9.011,8.082,1.837,0.4255,6.035,5.533,7.624,8.169,8.252,8.183,9.565,9.351,4.8152
CYC000000750,NBH000215,0.8469,0.043,0.6634,0.3749,1.961,9.969,7.728,4.598,0.1782,2.532,2.509,8.898,4.728,0.003,3.453,9.68,8.101,2.0658
CYC000000751,NBH000021,0.884,1.628,0.9421,0.7627,0.538,2.281,2.908,1.897,0.438,9.01,4.704,8.924,9.391,8.674,7.065,4.815,6.372,2.7407
CYC000000752,NBH000012,0.9561,7.81,0.362,0.9007,7.967,0.873,0.981,2.723,0.7753,3.063,7.915,9.549,9.235,7.27,5.419,3.53,1.738,3.9275
CYC000000753,NBH000013,1.4472,6.868,0.6198,0.1241,8.607,0.354,0.218,1.065,0.0336,4.796,1.325,9.826,2.516,7.51,1.127,1.765,9.296,2.5136
CYC000000754,NBH000032,9.3043,8.697,0.7394,0.52,6.787,0.591,4.839,1.2,0.5858,1.97,3.006,2.186,5.112,3.269,8.814,8.857,5.722,1.5329
CYC000000755,NBH000076,3.1184,0.922,0.6811,0.4648,0.17,0.285,5.729,9.144,0.6181,9.756,1.392,7.064,3.203,6.191,0.35,9.8,9.958,3.7272
CYC000000756,NBH000024,0.9625,5.199,0.3123,0.1439,8.469,0.228,4.664,4.594,0.5845,6.222,3.869,1.849,0.031,6.439,9.374,8.849,7.487,4.9937
CYC000000757,NBH000226,9.9346,9.528,0.7213,0.8493,5.758,2.562,1.214,9.46,0.2416,2.968,7.502,4.362,2.692,8.207,8.345,9.36,3.641,0.7479
CYC000000758,NBH000063,5.6577,7.484,0.8934,0.4995,8.974,9.342,2.402,6.347,0.3447,2.932,5.576,2.028,3.738,9.71,1.655,7.937,4.529,4.1827
CYC000000759,NBH000006,9.8308,9.286,0.2072,0.5243,6.914,4.026,0.186,6.348,0.2036,6.43,8.698,9.539,7.65,1.493,3.371,2.605,8.478,3.2254
CYC000000760,NBH000069,3.0009,2.294,0.8184,0.5456,0.949,1.135,3.445,7.983,0.9171,4.495,7.254,3.395,2.342,7.796,2.511,5.782,9.798,2.114
CYC000000761,NBH000064,5.738,5.478,0.3604,0.3218,6.79,1.244,1.403,3.12,0.5356,2.318,4.408,2.598,0.059,2.912,1.693,8.691,6.149,1.6067
CYC000000762,NBH000229,5.1541,0.537,0.504,0.771,2.717,5.179,5.684,2.608,0.107,2.124,5.697,4.656,6.351,5.1,3.777,5.151,4.978,2.0083
CYC000000763,NBH000001,8.0962,4.731,0.4028,0.5912,8.456,0.402,0.725,8.069,0.4792,8.641,1.232,3.29,3.451,0.727,7.179,6.608,7.849,0.2971
CYC000000764,NBH000106,6.7353,0.457,0.6518,0.2777,3.352,3.495,7.303,2.699,0.531,4.815,8.109,3.483,5.1,5.332,4.659,1.665,4.635,0.1685
CYC000000765,NBH000042,2.1114,7.442,0.4764,0.0094,1.305,9.587,5.314,2.103,0.6844,0.093,7.296,8.367,9.978,8.125,7.737,1.045,5.84,1.2328
CYC000000766,NBH000209,9.1665,5.561,0.8046,0.5269,7.286,8.947,3.847,7.091,0.4917,4.134,7.254,0.66,9.675,9.343,8.634,7.962,3.86,3.5681
CYC000000767,NBH000141,7.2936,9.989,0.0565,0.4724,6.225,2.925,5.556,8.513,0.8769,9.593,3.691,0.886,8.806,8.248,8.21,6.104,6.692,1.7193
CYC000000768,NBH000049,7.2137,7.354,0.6953,0.2167,7.425,0.622,2.048,5.924,0.8583,3.54,8.661,6.911,4.036,0.492,9.94,6.082,7.972,2.1118
CYC000000769,NBH000240,3.5958,8.651,0.6183,0.9663,6.855,4.219,0.49,9.2,0.7329,7.038,4.38,8.748,7.855,3.184,4.872,2.208,1.775,4.534
CYC000000770,NBH000025,7.5019,7.409,0.7584,0.698,2.652,7.026,5.549,2.295,0.3263,4.308,9.467,4.08,5.755,7.672,6.332,0.581,2.952,3.1739
CYC000000771,NBH000202,3.587,8.047,0.8044,0.5443,0.355,6.58,2.37,5.82,0.7951,7.732,8.426,3.76,7.407,5.644,7.996,8.572,4.238,4.2632
CYC000000772,NBH000014,9.8731,5.057,0.5338,0.4286,8.361,5.613,8.854,2.217,0.8372,1.403,4.287,0.717,5.866,2.112,2.609,2.938,9.788,1.7076
CYC000000773,NBH000030,2.4802,1.543,0.1117,0.7535,7.744,3.604,9.821,9.034,0.0767,8.619,9.83,3.014,9.667,4.484,3.806,9.55,8.407,1.4063
CYC000000774,NBH000051,9.0733,7.952,0.5789,0.5713,4.002,3.857,5.348,4.075,0.7602,2.463,7.876,1.791,0.814,3.321,2.502,8.508,5.093,3.4811
CYC000000775,NBH000058,2.5384,7.158,0.6674,0.7617,2.387,9.778,4.652,4.157,0.9913,2.626,2.155,0.562,9.601,3.498,5.018,8.635,1.18,1.3055
CYC000000776,NBH000061,1.7795,0.894,0.1073,0.2366,0.921,6.584,6.853,1.405,0.329,8.036,8.883,5.465,2.399,9.922,0.414,7.655,3.389,0.5374
CYC000000777,NBH000152,4.3746,3.789,0.3526,0.4838,3.37,7.825,6.782,3.548,0.0493,3.145,0.484,7.951,3.944,5.192,6.062,2.627,3.543,0.1983
CYC000000778,NBH000050,9.2197,0.4,0.6766,0.0748,0.743,0.796,8.645,4.541,0.1693,1.298,9.984,3.872,8.853,8.172,9.049,4.317,6.536,3.9301
CYC000000779,NBH000072,2.3818,9.213,0.9813,0.1321,4.144,6.963,2.429,7.829,0.2741,0.2,4.107,6.384,8.551,4.07,9.226,7.479,6.559,3.7123
CYC000000780,NBH000022,0.7999,1.149,0.6426,0.8342,4.316,2.772,4.354,9.335,0.3212,5.975,7.852,1.595,7.083,0.828,9.988,5.451,1.699,3.719
CYC000000781,NBH000222,1.418,2.827,0.7169,0.6977,5.608,1.222,5.198,1.599,0.095,6.2,5.603,6.199,0.333,5.543,1.881,4.705,5.821,4.7003
CYC000000782,NBH000106,5.6041,1.039,0.2055,0.0355,0.484,7.991,9.029,3.836,0.0945,2.265,9.965,4.77,5.879,9.413,1.592,7.253,4.052,0.3446
CYC000000783,NBH000071,2.2882,2.509,0.9597,0.7788,8.321,9.114,0.654,5.256,0.8591,2.418,4.059,5.665,7.596,6.964,0.25,8.396,9.289,3.9232
CYC000000784,NBH000001,4.6113,3.51,0.5672,0.1968,6.282,1.29,3.467,2.372,0.0426,3.49,7.955,2.349,3.394,3.801,8.853,5.415,1.689,3.0206
CYC000000785,NBH000056,8.6434,8.694,0.3269,0.1103,2.365,0.697,7.234,4.103,0.8236,7.797,9.724,7.632,2.616,6.936,1.926,3.626,5.54,2.5346
CYC000000786,NBH000036,9.6545,6.379,0.8716,0.4567,2.728,0.39,3.355,2.947,0.8826,6.341,4.649,1.198,4.756,6.5,2.905,1.157,2.469,0.1238
