demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2020,2ab8b3f29c38,Head,Extended,Divorced,6,N,Y,Y,2.05,32.2,1.27,2,None,Odia,None,22,13683,N,Rural
2021,446886e6baca,Spouse,Single_person,Widowed,5,N,N,Y,4.83,24.2,4.55,3,Both,Kannada,None,0,17068,Y,Town
2018,d674b121974d,Head,Joint,Never_married,3,N,Y,N,0.93,78.7,4.29,3,Mobile_broadband,Tamil,Any,59,25498,Y,Metro
2019,b5c26761593b,Child,Joint,Never_married,0,N,N,N,3.56,35.0,1.71,4,Mobile_broadband,Odia,None,6,5452,Y,Urban
2024,b7417673c38f,Other,Joint,Widowed,6,N,N,Y,2.87,65.2,4.35,2,None,Odia,Any,50,3570,N,Rural
2025,e662cbd01bd8,Parent,Joint,Divorced,3,N,Y,Y,2.57,58.6,3.24,1,Mobile_broadband,Telugu,Any,74,20590,Y,Rural
2024,a986c1af2bd9,Other,Extended,Divorced,1,N,Y,N,0.71,21.4,2.9,0,Fixed_broadband,Other,Any,60,12071,Y,Town
2021,9ae5446fa1eb,Spouse,Nuclear,Separated,6,N,Y,N,2.88,60.6,2.72,2,Both,Bengali,None,6,28071,Y,Metro
2023,947bb19ba287,Sibling,Extended,Widowed,4,Y,Y,Y,0.21,67.4,3.64,2,None,Assamese,Any,23,1938,Y,Metro
2022,e7e4af3bce21,Head,Single_person,Never_married,5,N,Y,N,3.45,76.9,4.06,1,Mobile_broadband,Telugu,None,66,29778,Y,Urban
2020,2245100c772d,Spouse,Nuclear,Separated,3,Y,N,Y,1.22,14.3,0.62,0,Both,Bengali,Any,74,29400,N,Metro
2020,824fa09b4e3f,Sibling,Joint,Widowed,2,Y,Y,Y,3.79,50.1,3.16,4,Both,Telugu,Any,58,8370,N,Urban
2024,6d68d4390c63,Head,Extended,Widowed,0,Y,Y,N,4.77,29.9,1.87,4,Mobile_broadband,Urdu,None,28,25085,Y,Metro
2018,fbeced94b991,Child,Nuclear,Married,3,Y,N,Y,2.01,3.5,4.95,3,None,Hindi,None,36,13248,N,Town
2024,451687458e93,Sibling,Nuclear,Married,5,Y,Y,N,0.39,52.9,0.26,2,Fixed_broadband,Kannada,Any,35,5897,N,Metro
2025,b4dcc0d0a3ca,Head,Single_person,Never_married,1,N,N,N,4.41,16.0,0.29,2,Fixed_broadband,Gujarati,Any,12,9753,N,Town
2020,857ded2f1425,Child,Single_person,Never_married,2,N,Y,N,2.28,6.2,4.79,3,Both,Punjabi,None,55,29508,Y,Town
2023,e78f8552d2e0,Parent,Single_person,Separated,1,N,N,Y,2.54,0.2,2.57,1,Both,Gujarati,Any,73,4420,N,Town
2025,88e4f73469e7,Parent,Extended,Never_married,4,Y,N,N,1.31,7.5,1.8,0,None,Kannada,None,3,26089,Y,Urban
2019,6de6846bd78a,Parent,Joint,Never_married,2,Y,N,Y,1.59,26.0,4.04,3,Fixed_broadband,Gujarati,None,27,10053,N,Urban
2023,66cb3431ff2f,Parent,Single_person,Widowed,4,N,N,Y,3.1,39.1,1.64,2,Both,Bengali,None,32,7890,N,Metro
2025,90b4be97fc1f,Parent,Extended,Separated,4,N,N,Y,1.14,68.4,4.44,4,Fixed_broadband,Hindi,Any,33,9595,N,Metro
2024,bee2efbad0ce,Child,Nuclear,Widowed,3,N,N,N,1.45,67.7,4.65,0,Mobile_broadband,Marathi,Any,13,21613,N,Rural
2023,867a060f248f,Child,Single_person,Widowed,0,N,Y,Y,0.41,54.2,3.32,1,Both,Punjabi,None,62,23178,N,Urban
2025,2ec6067715ed,Sibling,Nuclear,Separated,2,Y,N,N,1.59,23.0,1.68,0,Both,Assamese,Any,46,22643,Y,Rural
2024,3c4b8f6375b1,Other,Nuclear,Separated,6,Y,N,Y,2.66,26.7,2.37,4,Mobile_broadband,Tamil,Any,18,25942,N,Town
2023,fbcb4f844f1e,Parent,Extended,Divorced,6,Y,N,Y,2.98,28.8,4.12,4,Fixed_broadband,Odia,Any,56,28271,Y,Metro
2023,c542017ab938,Other,Extended,Widowed,2,Y,N,Y,1.84,36.3,4.17,0,Both,Other,Any,5,5743,N,Town
2021,3331714c0467,Parent,Nuclear,Widowed,6,N,Y,Y,1.5,13.1,3.75,4,None,Punjabi,None,10,14790,N,Metro
2024,12c05a72a0a6,Spouse,Joint,Widowed,3,Y,Y,Y,2.58,23.8,2.04,2,None,Punjabi,None,58,17026,N,Rural
2023,f09f6cbfb4e8,Spouse,Nuclear,Divorced,5,Y,Y,Y,1.35,57.8,3.16,3,None,Hindi,Any,58,23851,Y,Rural
2023,945dc629245c,Parent,Single_person,Married,2,Y,N,Y,0.48,71.2,0.3,2,Mobile_broadband,Kannada,None,6,3335,N,Rural
2019,0e1be8ca83fd,Sibling,Nuclear,Widowed,0,Y,N,Y,4.71,61.5,1.42,1,Fixed_broadband,Assamese,None,55,5994,Y,Metro
2024,c69b405eae11,Child,Single_person,Separated,5,N,N,Y,0.33,77.7,4.22,1,Mobile_broadband,Kannada,None,8,2006,N,Metro
2024,1377df9a22d6,Parent,Nuclear,Married,6,N,N,Y,0.45,33.5,3.9,3,None,Hindi,None,72,12368,N,Town
2019,89dbc257101e,Child,Nuclear,Divorced,0,Y,Y,N,2.56,33.0,4.48,3,None,Other,Any,11,16658,Y,Urban
2022,9b2a3d3c846d,Head,Single_person,Never_married,6,Y,Y,Y,0.95,74.2,4.32,2,Mobile_broadband,Punjabi,Any,45,741,Y,Town
2025,02f6cd54aafd,Other,Joint,Never_married,3,Y,Y,Y,0.35,61.6,2.62,4,Both,Tamil,Any,19,24476,Y,Town
2019,09215b375100,Parent,Joint,Never_married,0,N,Y,Y,1.22,45.0,2.39,3,None,Malayalam,None,56,16268,N,Town
2020,dd8d1a15e1ca,Other,Nuclear,Divorced,4,N,N,N,0.83,29.1,1.72,4,Fixed_broadband,Odia,None,35,25468,N,Urban
2024,8a41708309c9,Other,Single_person,Never_married,0,Y,Y,Y,1.3,42.0,2.77,2,Mobile_broadband,Marathi,None,25,21054,Y,Urban
2022,4b02291dbb52,Spouse,Joint,Separated,6,Y,N,N,4.87,17.6,1.22,3,None,Hindi,None,5,10225,Y,Metro
2023,e6556e31fc12,Sibling,Nuclear,Never_married,1,N,N,Y,3.39,50.1,4.82,0,Fixed_broadband,Urdu,Any,66,3731,Y,Town
2018,ce1bc1009c43,Spouse,Extended,Married,1,N,N,Y,2.66,13.6,3.79,2,Both,Urdu,None,31,18571,N,Rural
2025,8072444a3e3a,Spouse,Extended,Divorced,0,Y,Y,N,2.08,63.1,4.5,3,Both,Telugu,Any,48,4978,Y,Town
2020,4c1242f9ffda,Other,Extended,Divorced,0,Y,N,N,3.97,34.2,4.77,0,Mobile_broadband,Bengali,Any,49,1590,N,Urban
2024,ad9f98e97369,Parent,Nuclear,Separated,0,N,N,Y,2.55,18.9,4.99,0,Both,Bengali,Any,29,6044,Y,Rural
2023,5d9b05b946da,Child,Nuclear,Widowed,4,N,N,Y,2.97,12.4,3.52,1,Mobile_broadband,Bengali,None,30,21601,N,Town
2023,271f67fda3fd,Child,Extended,Widowed,2,N,Y,N,1.4,51.4,3.01,4,Mobile_broadband,Marathi,Any,46,28828,Y,Metro
2019,d586e5c4eac7,Head,Extended,Widowed,6,N,N,Y,1.41,8.6,1.13,3,Mobile_broadband,Assamese,Any,28,24890,N,Urban
2024,3d768c38c410,Other,Single_person,Widowed,2,Y,N,N,2.15,40.5,0.93,3,Both,Telugu,Any,40,11831,N,Urban
2025,2eceef8adba2,Child,Single_person,Separated,6,Y,Y,N,3.0,2.0,2.5,0,None,Marathi,None,67,22385,N,Rural
2022,398f081fcfcc,Spouse,Nuclear,Never_married,3,N,N,N,4.18,18.3,2.66,2,Fixed_broadband,Assamese,Any,0,5605,Y,Town
2020,64419eba4d33,Spouse,Extended,Divorced,0,Y,N,Y,4.67,7.0,1.76,4,Fixed_broadband,Malayalam,None,57,19166,Y,Urban
2024,1c5f24e52e00,Head,Single_person,Never_married,1,N,N,N,0.29,67.2,3.14,0,Mobile_broadband,Kannada,Any,51,8430,Y,Urban
2024,ece4a8fcf203,Head,Joint,Divorced,2,Y,Y,N,4.66,13.0,2.57,1,None,Odia,Any,11,6767,N,Town
2025,f205690b3efa,Head,Nuclear,Married,1,Y,N,Y,0.76,53.1,2.29,3,Mobile_broadband,Urdu,None,10,16598,N,Rural
2022,cd34ccb9c14b,Spouse,Nuclear,Separated,1,Y,N,N,2.87,76.1,3.92,0,None,Other,None,26,2545,N,Town
2023,7f7a7c3e35e3,Spouse,Joint,Separated,5,Y,Y,Y,2.71,15.4,0.87,4,Fixed_broadband,Gujarati,None,59,10778,N,Metro
2022,330a2153b302,Spouse,Joint,Divorced,3,Y,N,N,4.2,24.8,4.27,2,None,Bengali,Any,58,29131,Y,Metro
2019,7e5cb9f07c88,Spouse,Extended,Never_married,1,N,Y,N,1.64,15.9,1.09,3,None,Assamese,None,0,21103,Y,Metro
2018,b3f881252d2e,Sibling,Nuclear,Divorced,6,N,N,N,4.93,25.3,0.81,4,Mobile_broadband,Hindi,None,39,729,Y,Town
2025,fce4a893a17b,Sibling,Single_person,Divorced,5,Y,Y,N,3.12,26.6,4.74,4,None,Telugu,Any,68,24925,Y,Town
2018,d8006197915b,Sibling,Single_person,Widowed,4,Y,Y,Y,1.01,79.5,4.31,3,Both,Telugu,Any,6,15734,Y,Metro
2021,d67094087d63,Other,Joint,Never_married,6,Y,Y,N,3.89,30.8,0.49,4,None,Assamese,Any,26,797,Y,Rural
2021,09526e49922a,Head,Nuclear,Separated,4,Y,Y,N,4.47,4.4,4.6,1,Fixed_broadband,Other,None,6,15087,N,Metro
2022,2a1aab5983c9,Child,Joint,Divorced,4,Y,N,N,1.56,8.9,2.11,2,Both,Urdu,Any,75,22093,N,Town
2024,04217a67bb76,Parent,Joint,Married,0,N,Y,Y,1.51,42.5,1.63,0,Fixed_broadband,Telugu,None,58,25295,Y,Urban
2019,dcf95b128030,Spouse,Extended,Divorced,1,N,N,Y,2.22,66.2,3.23,3,Fixed_broadband,Kannada,None,72,24996,Y,Town
2021,f4c6d8c3bb02,Other,Extended,Married,4,N,Y,Y,1.49,4.3,1.18,3,None,Punjabi,Any,34,1797,Y,Metro
2021,e002df7d0f4d,Child,Extended,Never_married,2,Y,N,N,4.14,56.0,2.35,4,None,Gujarati,Any,10,11559,Y,Urban
2024,c05c794a1a93,Sibling,Nuclear,Separated,5,Y,Y,N,1.15,35.1,3.56,4,None,Hindi,None,18,13051,Y,Rural
2024,5266fed0f346,Other,Extended,Married,0,N,Y,Y,1.56,48.0,3.03,1,None,Telugu,None,74,1134,Y,Metro
2025,4a17dc51070c,Parent,Joint,Divorced,4,Y,N,N,3.42,74.7,1.42,4,Fixed_broadband,Other,None,26,26167,Y,Rural
2018,26a54032be74,Parent,Extended,Separated,3,N,N,Y,2.96,72.5,4.02,3,None,Odia,Any,20,12287,Y,Rural
2021,f71c26540937,Spouse,Nuclear,Married,3,N,N,Y,4.85,42.5,3.21,1,None,Bengali,None,54,18421,N,Metro
2020,f19d7f9c37f0,Other,Joint,Widowed,5,Y,Y,Y,3.51,41.7,4.72,2,None,Punjabi,None,27,20715,N,Town
2019,c058199f05c7,Sibling,Single_person,Divorced,0,N,N,Y,2.77,27.3,3.82,0,Fixed_broadband,Other,Any,28,26346,Y,Rural
2024,483df2bef535,Sibling,Extended,Widowed,3,Y,N,Y,3.97,30.1,2.92,3,Mobile_broadband,Marathi,Any,36,1799,N,Town
2022,5a04050a4c90,Other,Extended,Divorced,4,Y,Y,Y,0.47,19.5,2.68,3,Both,Punjabi,Any,68,24380,N,Urban
2021,0a84518bd30f,Other,Extended,Divorced,4,N,N,N,0.54,51.7,4.59,2,Mobile_broadband,Other,Any,24,5591,N,Rural
2018,55c91f164e0f,Spouse,Nuclear,Separated,1,N,N,Y,2.94,17.3,4.24,4,None,Urdu,Any,46,9364,Y,Town
2019,a8a9a1adcf40,Sibling,Nuclear,Married,4,N,Y,N,0.34,73.6,2.1,1,None,Marathi,Any,0,9013,Y,Rural
2018,a98af8bccb13,Sibling,Joint,Married,1,N,Y,Y,1.33,72.3,4.43,4,None,Bengali,Any,75,24330,Y,Town
2019,9c75b4a6ae32,Head,Single_person,Married,2,N,Y,N,3.21,27.5,3.51,2,Mobile_broadband,Tamil,None,25,19013,Y,Town
2018,f7f4399d0913,Spouse,Joint,Widowed,1,N,Y,Y,2.3,63.3,2.12,1,None,Assamese,None,17,20875,Y,Town
2023,c413bc605a72,Other,Extended,Separated,1,N,Y,Y,4.29,71.2,2.49,3,Both,Other,None,64,29948,Y,Rural
2021,86c677135619,Head,Extended,Separated,4,N,N,Y,3.9,46.5,3.86,1,None,Odia,None,34,26465,N,Rural
2019,980f3073e1a1,Other,Joint,Separated,1,N,Y,N,3.78,60.9,2.18,2,Both,Telugu,None,42,3402,Y,Metro
2020,4eda55637360,Sibling,Nuclear,Widowed,5,N,N,Y,2.03,65.2,2.64,4,Fixed_broadband,Other,None,30,27120,Y,Urban
2022,9cd4ede05dac,Sibling,Joint,Married,5,N,Y,Y,4.8,74.2,2.79,0,Both,Punjabi,Any,5,24762,Y,Metro
2020,61d4f8fb55b2,Parent,Joint,Never_married,1,Y,N,Y,2.92,33.5,4.33,3,Both,Odia,None,29,531,N,Rural
2018,c79b27b27467,Sibling,Nuclear,Separated,3,N,Y,N,1.16,30.3,2.44,3,None,Kannada,Any,11,14832,N,Urban
2020,530bd50ac2ed,Child,Single_person,Widowed,4,N,Y,Y,1.54,77.7,2.64,4,Both,Other,Any,72,7174,N,Urban
2018,536f5ff80335,Spouse,Joint,Widowed,0,N,Y,Y,4.55,3.2,1.81,4,Mobile_broadband,Malayalam,Any,35,25632,N,Metro
2023,f0af720214db,Head,Extended,Widowed,0,N,N,Y,2.31,4.8,1.32,1,None,Other,None,79,22479,Y,Urban
2025,d380ade1cd54,Sibling,Single_person,Never_married,6,Y,Y,N,2.5,37.0,3.19,2,Fixed_broadband,Odia,Any,23,2885,N,Rural
2021,512c4fa03e7f,Parent,Nuclear,Never_married,6,N,Y,Y,3.26,40.3,4.58,3,None,Punjabi,None,9,25188,N,Metro
2021,b2f7dc94322a,Sibling,Extended,Married,3,N,N,N,3.27,66.6,1.69,0,Mobile_broadband,Tamil,Any,8,24562,Y,Urban
2018,3136ffa1c7be,Sibling,Joint,Widowed,2,N,N,N,0.64,19.6,4.13,0,Both,Malayalam,Any,38,28775,Y,Rural
2022,e781d9a0215d,Head,Extended,Never_married,3,Y,Y,N,2.89,38.3,2.29,1,Fixed_broadband,Kannada,Any,54,23696,Y,Urban
2021,0790705825a6,Sibling,Nuclear,Married,5,N,Y,N,3.08,28.5,2.54,4,Both,Marathi,Any,45,11363,Y,Town
2021,e5bf74b6d0e0,Child,Nuclear,Married,3,Y,Y,N,1.86,33.5,2.2,0,Both,Hindi,Any,43,20907,Y,Town
2024,6f623b848f1c,Child,Single_person,Never_married,2,N,Y,N,2.5,47.2,4.14,1,Fixed_broadband,Hindi,None,22,9349,N,Rural
2018,3933fb3186b5,Head,Extended,Widowed,2,Y,Y,Y,3.78,1.4,1.49,3,Mobile_broadband,Punjabi,None,70,6596,Y,Metro
2023,7b49de67df8c,Sibling,Extended,Married,0,N,Y,N,4.29,41.5,2.35,2,Both,Bengali,None,72,21223,Y,Metro
2021,462a7bfa5463,Spouse,Extended,Widowed,1,N,Y,Y,2.33,57.7,1.55,1,Fixed_broadband,Hindi,Any,13,27481,Y,Metro
2022,ea50c9200bde,Other,Nuclear,Married,3,N,Y,Y,3.37,44.8,1.21,2,None,Odia,None,59,16451,Y,Town
2025,5ee66b6236c0,Child,Nuclear,Never_married,2,Y,N,N,4.81,5.6,2.82,0,None,Other,Any,70,881,Y,Metro
2021,21514d5e088d,Parent,Joint,Widowed,3,Y,Y,Y,2.08,60.1,2.81,4,Fixed_broadband,Telugu,Any,75,17385,N,Town
2022,5ac0076bf401,Child,Joint,Separated,2,N,Y,N,1.12,14.3,4.35,2,Both,Marathi,Any,11,10669,Y,Urban
2019,cfcedf0b6ca0,Sibling,Single_person,Divorced,5,Y,Y,Y,2.76,65.1,2.35,4,None,Tamil,Any,74,21399,N,Town
2021,f9f623eba4b7,Child,Single_person,Separated,6,N,Y,N,2.25,64.2,0.83,4,Mobile_broadband,Gujarati,Any,14,19247,Y,Urban
2025,9af03ac66083,Child,Joint,Widowed,4,N,N,N,0.37,20.4,1.3,3,Mobile_broadband,Assamese,Any,21,9358,N,Rural
2022,8ef5b7c95b7f,Other,Single_person,Widowed,4,Y,N,N,0.91,62.9,4.18,4,Mobile_broadband,Marathi,Any,16,26122,N,Town
2020,72ddcdc41b63,Parent,Single_person,Widowed,6,N,N,N,4.76,49.2,0.36,4,Mobile_broadband,Bengali,None,31,5184,Y,Urban
2021,18cc5d94fa54,Head,Nuclear,Divorced,2,Y,N,N,1.94,60.3,3.86,1,Mobile_broadband,Kannada,Any,51,20566,N,Rural
2018,b737e09cc8f6,Child,Extended,Separated,0,Y,N,Y,0.21,2.3,4.72,3,None,Telugu,None,80,26313,Y,Rural
2023,821cbaddbb4c,Sibling,Single_person,Divorced,3,Y,N,Y,1.15,65.6,2.38,2,Both,Telugu,Any,1,366,Y,Metro
2022,a0aa62c4fccf,Head,Single_person,Never_married,5,N,N,Y,0.44,55.8,4.72,1,Mobile_broadband,Tamil,Any,65,23037,N,Town
2020,e718cbcd1aa0,Sibling,Nuclear,Widowed,0,Y,N,N,1.59,13.8,0.44,4,Both,Hindi,None,60,15313,N,Metro
2019,515cd52868e2,Sibling,Joint,Married,2,Y,N,N,0.38,56.0,4.81,1,None,Odia,Any,60,11155,N,Rural
2023,0cb2c7e3bad7,Head,Single_person,Never_married,4,N,N,N,2.19,75.2,4.69,2,Fixed_broadband,Assamese,None,14,22685,N,Urban
2018,1ea1314c42b4,Spouse,Single_person,Divorced,5,N,Y,N,1.79,18.0,3.81,0,None,Punjabi,None,20,20218,N,Rural
2018,0c1cd1ba7941,Other,Joint,Married,3,Y,N,Y,1.3,10.7,2.48,0,Fixed_broadband,Marathi,None,9,23144,N,Town
2025,f96f159ae2bb,Sibling,Joint,Widowed,0,Y,N,N,3.77,37.9,1.6,4,Mobile_broadband,Assamese,None,22,19508,Y,Rural
2024,14a7a952674f,Spouse,Nuclear,Separated,6,N,N,Y,3.8,3.1,0.73,3,Both,Odia,Any,24,27694,Y,Urban
2024,66aab51985f5,Sibling,Joint,Separated,3,N,N,N,1.87,58.2,1.8,0,None,Bengali,None,20,27229,Y,Metro
2023,730699982b79,Spouse,Extended,Separated,1,N,N,Y,3.83,8.3,3.98,1,Both,Hindi,None,5,7143,Y,Rural
2018,ce5c79f49845,Sibling,Joint,Divorced,4,N,N,Y,1.21,73.6,4.41,2,Fixed_broadband,Gujarati,None,33,15196,N,Metro
2021,7fe7c5a61f95,Other,Single_person,Divorced,1,Y,Y,Y,2.81,5.6,1.85,2,Fixed_broadband,Telugu,None,13,13165,N,Rural
2021,ef8b6639d0ab,Sibling,Single_person,Separated,6,N,Y,Y,1.8,32.3,2.7,3,None,Marathi,Any,41,13011,Y,Town
2025,6f433a5d2246,Parent,Single_person,Widowed,2,N,N,Y,0.47,18.2,1.97,1,Fixed_broadband,Tamil,None,35,25128,N,Urban
2019,3d85680786c6,Spouse,Extended,Separated,2,Y,Y,N,3.13,57.0,5.0,0,Mobile_broadband,Urdu,Any,15,14170,N,Urban
2023,6ef74d21e6f0,Spouse,Joint,Widowed,0,N,Y,Y,2.45,38.0,2.22,4,Both,Malayalam,Any,74,18132,Y,Rural
2024,61a8f5781790,Head,Extended,Separated,6,Y,N,N,1.66,58.9,1.06,0,None,Marathi,None,21,88,N,Rural
2021,d92d824fd32b,Parent,Joint,Married,4,Y,N,Y,2.69,2.3,2.7,1,Both,Other,Any,65,10816,N,Town
2024,f0967f2aa977,Spouse,Extended,Married,5,N,N,Y,3.4,68.9,1.15,3,None,Gujarati,Any,76,26409,N,Town
2025,2f3b8bb5d474,Sibling,Extended,Widowed,5,N,Y,Y,1.59,29.2,3.96,4,Mobile_broadband,Assamese,None,52,10612,Y,Urban
2020,89d694c0875c,Child,Nuclear,Widowed,6,Y,Y,Y,0.74,20.9,0.27,4,Mobile_broadband,Other,None,45,26772,N,Town
2022,30f7a5c131bd,Head,Extended,Widowed,5,Y,Y,Y,3.13,68.0,3.99,0,None,Other,None,66,11413,Y,Metro
2022,3a57a2863643,Head,Single_person,Married,6,Y,Y,Y,3.44,5.9,0.74,0,Fixed_broadband,Punjabi,Any,62,19560,Y,Metro
2022,0f000c8f9cae,Head,Joint,Married,0,N,N,Y,1.4,15.3,2.58,1,Fixed_broadband,Hindi,Any,6,3463,Y,Urban
2021,6b4c06eac462,Spouse,Single_person,Married,3,Y,Y,Y,0.6,57.8,3.91,1,None,Urdu,None,28,15755,Y,Town
2022,0b80af24edf6,Head,Joint,Divorced,4,Y,Y,N,4.08,30.7,0.56,1,Fixed_broadband,Assamese,Any,16,9568,N,Rural
2018,8b0fc4340e5d,Head,Single_person,Married,4,N,Y,Y,3.85,63.3,4.36,0,Mobile_broadband,Marathi,Any,0,2684,N,Metro
2025,0d0c7165a7b0,Parent,Extended,Divorced,5,N,Y,Y,4.27,28.4,1.33,2,Both,Hindi,Any,55,16898,Y,Metro
2022,1ad95e87aae5,Other,Joint,Never_married,6,N,Y,N,3.07,59.9,2.14,2,Mobile_broadband,Assamese,None,49,12824,N,Rural
2019,2bc0d333b0a3,Sibling,Extended,Widowed,2,N,Y,Y,0.67,58.1,4.98,2,Mobile_broadband,Urdu,Any,7,5785,Y,Metro
2019,37baa2fcb1a6,Spouse,Joint,Married,0,Y,N,Y,2.42,46.8,3.07,1,Mobile_broadband,Hindi,Any,70,528,N,Metro
2019,d0706d0d5cdb,Spouse,Single_person,Separated,6,N,N,N,0.77,6.4,3.42,3,Fixed_broadband,Gujarati,None,41,25744,N,Urban
2020,f76f35158827,Head,Single_person,Never_married,5,Y,Y,Y,1.62,13.6,2.34,1,None,Malayalam,Any,25,25100,N,Town
2025,6afb5b5139de,Sibling,Single_person,Widowed,0,N,N,N,4.88,57.0,3.08,4,Mobile_broadband,Odia,None,71,6594,Y,Urban
2025,023bfc35654b,Parent,Extended,Divorced,3,N,Y,Y,1.12,56.0,3.55,3,Both,Gujarati,Any,40,25147,Y,Urban
2018,0fe5ccaa670e,Head,Joint,Widowed,0,N,Y,Y,3.45,17.9,4.04,2,Both,Malayalam,None,6,4876,N,Metro
2023,d7277d36fcd6,Child,Single_person,Separated,1,Y,N,N,2.77,41.6,1.3,1,Both,Punjabi,Any,44,10135,N,Town
2024,22dc5296a33b,Sibling,Nuclear,Separated,3,N,N,N,2.9,43.5,2.77,4,Both,Bengali,Any,39,8879,N,Metro
2018,b4c5ad698674,Sibling,Nuclear,Separated,3,N,N,N,4.38,59.2,2.97,2,Mobile_broadband,Gujarati,None,32,3138,N,Rural
2021,7e23a6b020e1,Head,Extended,Separated,6,Y,Y,N,2.41,5.2,2.99,1,Fixed_broadband,Odia,None,33,27965,Y,Metro
2024,ad026dc86986,Spouse,Extended,Married,6,N,Y,N,3.63,37.3,3.68,2,None,Malayalam,None,73,2651,N,Metro
2020,23737109fef8,Head,Single_person,Never_married,3,N,Y,Y,4.96,10.8,1.25,0,None,Punjabi,Any,10,8667,N,Urban
2024,23e8ebf387e0,Child,Joint,Divorced,5,N,Y,N,1.35,16.6,4.1,3,None,Assamese,None,35,21073,Y,Metro
2024,eb75ccaa9181,Other,Nuclear,Separated,5,N,Y,N,4.54,51.6,1.02,4,Fixed_broadband,Other,Any,73,507,Y,Metro
2023,32e38432ba46,Child,Joint,Separated,0,N,N,Y,4.87,62.0,3.05,3,Mobile_broadband,Urdu,Any,8,5838,Y,Town
2024,36864b7010b7,Other,Single_person,Widowed,6,N,N,Y,3.81,20.9,3.83,1,None,Bengali,None,15,3280,N,Town
2022,fea8d1cdcc9f,Head,Single_person,Widowed,3,Y,N,Y,0.86,37.7,1.89,0,Fixed_broadband,Other,None,75,15596,Y,Rural
2018,4eaf837e918d,Parent,Joint,Separated,4,Y,N,N,4.31,68.2,1.6,3,Both,Hindi,Any,64,26,N,Urban
2025,b03c3a1f91cc,Parent,Extended,Widowed,6,N,Y,N,4.21,55.5,1.56,2,None,Malayalam,None,19,23833,N,Town
2022,2dc5833f27da,Parent,Nuclear,Never_married,1,Y,N,N,4.23,13.3,0.36,3,Both,Tamil,Any,33,25694,N,Town
2023,c75469cefeef,Child,Extended,Divorced,6,N,N,Y,3.86,40.7,4.55,1,Both,Marathi,None,8,12473,N,Rural
2021,814906b27709,Parent,Extended,Married,4,N,N,Y,1.16,20.9,3.72,3,Fixed_broadband,Urdu,None,23,18965,N,Rural
2020,729bcd83a9eb,Sibling,Nuclear,Divorced,0,Y,Y,N,0.53,7.7,2.13,0,Mobile_broadband,Gujarati,None,18,3459,Y,Metro
2018,05a1040a8023,Sibling,Joint,Married,1,N,N,Y,4.61,57.3,3.85,4,Mobile_broadband,Bengali,Any,59,16719,N,Rural
2022,ace1756af4cc,Other,Single_person,Married,6,N,N,Y,3.97,4.5,2.22,1,Both,Punjabi,Any,17,18187,N,Urban
2018,f4d99c45889e,Head,Extended,Married,6,N,Y,N,4.0,42.1,1.34,4,Both,Gujarati,None,36,20734,N,Urban
2024,4a8c5ba8f093,Sibling,Nuclear,Married,6,N,Y,Y,2.28,29.5,3.5,3,Mobile_broadband,Malayalam,Any,70,28605,Y,Rural
2019,428cb2012853,Spouse,Joint,Separated,5,N,N,Y,2.11,42.2,1.13,1,Fixed_broadband,Other,None,5,10509,N,Urban
2021,4f4ad4c274d3,Head,Joint,Widowed,1,Y,N,N,4.02,22.5,1.49,1,Mobile_broadband,Bengali,Any,50,15077,N,Town
2024,e4ed5c3ce19d,Parent,Single_person,Divorced,0,N,Y,N,0.25,48.3,4.51,3,Both,Assamese,Any,10,20910,Y,Metro
2024,f83e4a0ed205,Spouse,Nuclear,Divorced,3,N,Y,N,0.47,41.9,3.54,3,Mobile_broadband,Urdu,Any,80,24358,Y,Urban
2021,b0b461d04f69,Sibling,Single_person,Widowed,5,N,N,N,0.65,62.7,3.46,4,Mobile_broadband,Marathi,Any,78,26841,Y,Town
2020,ca3795931f6e,Head,Single_person,Divorced,6,N,N,N,1.69,11.0,3.19,4,None,Telugu,Any,74,22210,Y,Town
2022,564bc3fb318d,Head,Single_person,Never_married,2,N,Y,Y,1.41,45.5,4.52,0,Fixed_broadband,Odia,None,43,16888,Y,Urban
2025,0f0ea73a5933,Parent,Joint,Married,5,Y,N,Y,3.97,5.2,4.52,4,Fixed_broadband,Other,None,20,25598,N,Metro
2020,f2961aa169fa,Parent,Single_person,Separated,0,N,Y,N,2.96,67.7,4.75,1,None,Assamese,None,21,23664,Y,Urban
2024,2fa36980dfcc,Sibling,Extended,Married,4,N,N,Y,4.55,29.0,2.28,4,None,Assamese,Any,70,22452,N,Metro
2018,181b2bc8507f,Parent,Extended,Never_married,2,Y,Y,N,1.18,59.6,3.25,1,Mobile_broadband,Other,Any,27,26054,Y,Rural
2024,333ce126833a,Head,Single_person,Never_married,6,N,N,Y,4.39,65.2,4.29,1,None,Hindi,Any,69,9730,N,Urban
