tech_opendata_reference_year,tech_opendata_country_iso2,tech_opendata_open_data_maturity_score,tech_opendata_open_by_default_policy_flag,tech_opendata_public_sector_info_directive_compliance_flag,tech_opendata_high_value_datasets_published_count,tech_opendata_api_endpoints_count,tech_opendata_machine_readable_share_pct,tech_opendata_metadata_dc_at_ap_compliance_pct,tech_opendata_licensing_standard_code,tech_opendata_reuse_cases_count,tech_opendata_digital_identity_eidas_level,tech_opendata_eudi_wallet_ready_flag,tech_opendata_cross_border_service_usage_count,tech_opendata_interoperability_framework_adoption_pct,tech_opendata_data_spaces_participation_flag,tech_opendata_gaia_x_alignment_flag,tech_opendata_data_governance_act_compliance_flag,tech_opendata_data_act_compliance_flag,tech_opendata_data_extract_date
2022,BG,45.04,0,1,288,827,40.53,44.91,OTHER,1052,HIGH,1,1471,81.9,1,0,1,1,2025-03-26
2023,EE,28.34,1,1,305,915,93.61,91.41,CC0_1_0,835,SUBSTANTIAL,1,2548,58.42,1,0,0,1,2024-02-19
2024,HU,26.2,1,1,278,763,74.5,61.44,EU_PSI_STANDARD,1182,LOW,0,1331,71.32,0,1,0,1,2024-09-06
2025,LU,86.73,1,0,279,731,59.8,77.84,CC_BY_4_0,733,HIGH,1,1864,67.4,0,0,0,1,2024-06-06
2026,RO,85.71,1,0,307,854,72.88,76.8,ODC_BY,1145,SUBSTANTIAL,0,885,69.71,1,0,1,0,2025-07-12
2014,AT,77.87,1,1,245,783,70.02,64.33,OTHER,872,LOW,0,2600,28.41,1,1,1,0,2025-05-14
2015,CZ,79.49,1,0,244,862,37.81,88.66,CC0_1_0,1136,HIGH,1,1292,47.13,0,1,1,0,2024-07-04
2016,DE,40.98,1,1,283,888,42.33,94.92,EU_PSI_STANDARD,813,SUBSTANTIAL,1,2065,40.44,0,1,1,1,2024-10-02
2017,LV,37.27,1,1,275,934,84.45,84.5,CC_BY_4_0,746,LOW,0,4666,54.38,1,0,0,1,2024-01-13
2018,PL,39.29,1,1,261,849,62.08,77.52,ODC_BY,774,HIGH,0,1513,48.7,1,0,0,1,2024-02-18
2019,ES,73.44,1,1,288,916,92.77,98.57,OTHER,1128,SUBSTANTIAL,1,857,37.18,0,0,1,1,2024-04-22
2020,HR,46.18,1,0,262,791,84.23,96.87,CC0_1_0,784,LOW,0,4007,53.94,1,0,1,0,2024-03-26
2021,FI,31.74,1,1,244,869,79.31,56.5,EU_PSI_STANDARD,896,HIGH,1,4571,52.15,1,0,1,1,2024-10-30
2022,IE,35.07,1,1,285,781,70.64,94.06,CC_BY_4_0,1192,SUBSTANTIAL,0,1839,18.34,0,0,0,0,2025-03-09
2023,MT,22.15,1,1,310,889,88.7,96.66,ODC_BY,783,LOW,0,3609,51.09,1,0,1,0,2025-01-10
2024,SK,34.72,1,1,281,973,88.11,82.05,OTHER,1023,HIGH,0,4151,21.28,1,0,1,0,2024-06-19
2025,BE,75.89,1,0,283,890,87.03,84.35,CC0_1_0,763,SUBSTANTIAL,1,4033,80.72,0,1,0,0,2024-10-27
2026,DK,83.99,0,0,272,805,77.8,51.26,EU_PSI_STANDARD,797,LOW,0,1187,38.96,1,1,0,0,2026-01-13
2014,GR,91.85,1,0,265,797,45.4,56.23,CC_BY_4_0,1044,HIGH,1,799,85.98,0,0,1,0,2025-08-05
2015,LT,31.49,1,1,267,879,76.67,78.22,ODC_BY,1142,SUBSTANTIAL,1,2216,53.4,0,1,1,1,2024-12-22
2016,PT,90.25,1,1,288,803,43.67,57.02,OTHER,815,LOW,0,3760,66.0,1,0,0,0,2024-03-25
2017,SE,51.25,0,1,285,749,38.17,76.07,CC0_1_0,1180,HIGH,1,1117,90.04,1,0,1,1,2025-10-31
2018,CY,29.29,1,1,298,876,57.29,87.25,EU_PSI_STANDARD,745,SUBSTANTIAL,1,3362,50.83,1,0,0,0,2025-02-18
2019,FR,75.4,1,0,23,837,54.96,60.87,CC_BY_4_0,748,LOW,0,2586,76.74,0,0,1,1,2025-01-18
2020,IT,94.91,1,1,31,874,68.35,98.3,ODC_BY,792,HIGH,0,3128,38.94,1,1,1,1,2025-09-30
2021,NL,78.23,1,1,78,867,56.06,41.35,OTHER,1075,SUBSTANTIAL,0,1579,39.64,1,1,1,1,2024-03-01
2022,SI,61.63,1,1,68,784,74.0,96.55,CC0_1_0,791,LOW,0,2441,38.62,1,1,1,1,2024-10-08
2023,BG,48.55,0,1,51,894,90.04,81.2,EU_PSI_STANDARD,1137,HIGH,1,3701,76.25,0,0,0,1,2025-12-04
2024,EE,71.53,1,1,33,937,41.34,73.75,CC_BY_4_0,1056,SUBSTANTIAL,0,960,93.78,0,0,0,1,2025-06-02
2025,HU,29.52,1,1,47,757,52.15,90.93,ODC_BY,810,LOW,1,2614,93.31,0,0,1,1,2025-05-25
2026,LU,25.32,0,1,88,885,91.15,81.17,OTHER,774,HIGH,1,4341,27.69,0,0,1,0,2026-01-14
2014,RO,82.18,0,1,84,831,68.98,91.57,CC0_1_0,1182,SUBSTANTIAL,1,1021,92.4,0,0,1,0,2025-07-27
2015,AT,34.78,1,1,52,771,77.81,47.0,EU_PSI_STANDARD,927,LOW,0,1420,24.67,0,1,1,1,2024-11-12
2016,CZ,43.77,1,1,66,871,35.45,64.57,CC_BY_4_0,877,HIGH,1,4436,45.99,0,0,0,1,2025-01-24
2017,DE,67.73,1,1,31,821,48.03,57.54,ODC_BY,1132,SUBSTANTIAL,0,3834,89.65,1,0,1,0,2024-07-13
2018,LV,88.71,1,1,102,758,89.78,66.05,OTHER,862,LOW,0,1986,55.68,0,1,1,1,2025-05-01
2019,PL,89.66,1,1,92,883,61.89,55.88,CC0_1_0,1130,HIGH,1,4672,64.06,0,0,0,1,2025-12-11
2020,ES,83.55,0,1,31,971,81.87,51.18,EU_PSI_STANDARD,1131,SUBSTANTIAL,1,2011,18.03,0,1,1,1,2025-05-28
2021,HR,91.23,1,1,36,871,83.49,59.78,CC_BY_4_0,878,LOW,1,3351,26.28,0,0,0,0,2025-05-23
2022,FI,66.89,1,1,89,970,49.23,79.99,ODC_BY,967,HIGH,1,4707,73.99,0,0,1,0,2025-03-19
2023,IE,45.07,0,1,58,778,96.34,43.35,OTHER,1202,SUBSTANTIAL,1,4614,52.23,0,1,1,0,2025-04-06
2024,MT,38.39,1,1,55,943,63.32,49.89,CC0_1_0,890,LOW,0,1248,68.07,1,0,1,0,2024-11-01
2025,SK,56.24,1,1,49,1000,35.4,74.75,EU_PSI_STANDARD,989,HIGH,1,1733,61.85,1,1,0,0,2024-02-02
2026,BE,60.47,1,1,43,892,49.33,47.32,CC_BY_4_0,1171,SUBSTANTIAL,1,1907,74.92,0,0,0,0,2024-09-01
2014,DK,56.5,0,1,63,803,65.52,55.79,ODC_BY,1076,LOW,0,4455,53.76,1,0,1,0,2024-10-11
2015,GR,65.39,1,1,40,922,47.41,59.05,OTHER,802,HIGH,1,3735,37.06,0,1,1,1,2025-03-01
2016,LT,52.96,1,1,86,838,70.8,58.43,CC0_1_0,1030,SUBSTANTIAL,0,1705,30.59,1,0,1,1,2024-05-08
2017,PT,75.5,1,1,102,775,74.99,77.9,EU_PSI_STANDARD,984,LOW,0,2957,26.75,0,1,1,1,2025-09-02
2018,SE,79.16,1,0,84,907,67.7,76.58,CC_BY_4_0,828,HIGH,0,1355,90.26,0,1,1,1,2024-09-24
2019,CY,91.97,0,0,54,806,47.01,95.32,ODC_BY,1223,SUBSTANTIAL,0,1605,39.69,0,1,1,0,2025-02-09
2020,FR,42.48,0,1,111,813,89.48,46.88,OTHER,1209,LOW,0,3815,56.37,1,0,1,1,2024-01-10
2021,IT,69.68,1,1,62,922,53.11,64.92,CC0_1_0,1013,HIGH,1,844,45.9,1,1,0,0,2026-02-06
2022,NL,22.27,1,1,66,821,61.28,69.95,EU_PSI_STANDARD,1044,SUBSTANTIAL,1,2590,92.42,0,0,1,0,2024-12-27
2023,SI,65.95,1,1,54,1008,37.89,68.08,CC_BY_4_0,770,LOW,0,2272,93.64,1,0,1,1,2025-03-06
2024,BG,84.32,0,1,98,822,71.45,72.0,ODC_BY,1235,HIGH,0,997,67.04,0,1,1,1,2024-03-11
2025,EE,53.66,1,1,107,930,52.43,54.91,OTHER,1091,SUBSTANTIAL,1,3599,25.58,1,1,1,0,2024-07-26
2026,HU,69.68,1,1,115,775,91.19,43.85,CC0_1_0,877,LOW,0,1685,78.33,1,1,1,1,2025-07-15
2014,LU,77.15,1,0,73,790,88.49,61.41,EU_PSI_STANDARD,1125,HIGH,1,1435,58.73,1,0,1,0,2024-06-03
2015,RO,23.54,0,1,75,891,55.34,91.37,CC_BY_4_0,1205,SUBSTANTIAL,0,1497,21.9,1,0,1,1,2025-05-18
2016,AT,61.28,1,1,84,787,89.82,68.05,ODC_BY,1013,LOW,0,3786,39.61,1,0,0,1,2026-02-15
2017,CZ,61.53,1,1,80,871,72.64,44.79,OTHER,1095,HIGH,1,3298,87.31,1,0,0,1,2024-06-18
2018,DE,30.47,1,0,112,936,83.63,83.3,CC0_1_0,804,SUBSTANTIAL,0,1257,24.57,0,0,0,1,2024-01-24
2019,LV,87.69,0,0,116,835,75.43,61.61,EU_PSI_STANDARD,1045,LOW,0,1169,77.04,0,1,1,0,2025-05-19
2020,PL,85.48,1,1,63,971,62.14,76.0,CC_BY_4_0,1242,HIGH,0,4316,21.74,0,0,1,1,2025-09-28
2021,ES,94.84,0,0,98,785,68.69,74.49,ODC_BY,1222,SUBSTANTIAL,1,2446,26.02,0,1,1,1,2024-05-09
2022,HR,80.97,1,1,101,971,54.17,72.77,OTHER,783,LOW,0,835,21.42,0,0,0,1,2025-08-30
2023,FI,63.79,1,1,114,1026,69.38,90.73,CC0_1_0,1128,HIGH,0,858,90.93,1,0,1,0,2025-01-03
2024,IE,72.99,1,1,101,939,77.28,52.97,EU_PSI_STANDARD,1098,SUBSTANTIAL,1,4278,79.63,0,1,0,0,2024-01-21
2025,MT,75.17,0,1,62,975,48.03,46.02,CC_BY_4_0,810,LOW,0,2601,61.21,1,0,0,1,2026-01-24
2026,SK,34.42,1,1,84,814,41.59,83.56,ODC_BY,772,HIGH,1,1209,47.14,1,0,1,1,2024-10-31
2014,BE,58.28,0,1,93,852,71.42,60.17,OTHER,1140,SUBSTANTIAL,1,3379,83.54,0,1,1,1,2025-08-14
2015,DK,49.3,1,1,90,926,41.03,48.79,CC0_1_0,1072,LOW,0,1884,65.51,0,1,1,0,2024-03-31
2016,GR,54.21,1,0,61,928,68.3,83.87,EU_PSI_STANDARD,1249,HIGH,0,2815,33.3,1,1,0,0,2025-03-01
2017,LT,21.86,1,0,61,915,95.63,69.25,CC_BY_4_0,911,SUBSTANTIAL,0,4173,95.41,0,0,1,1,2025-07-08
2018,PT,28.38,1,1,130,809,74.81,63.2,ODC_BY,1238,LOW,1,1137,89.88,0,1,0,0,2024-01-22
2019,SE,84.27,1,1,124,795,38.56,66.94,OTHER,1066,HIGH,0,3262,72.84,0,0,1,0,2024-08-19
2020,CY,65.42,0,1,102,1000,84.0,50.65,CC0_1_0,1241,SUBSTANTIAL,1,1908,31.21,0,0,1,0,2024-02-18
2021,FR,69.92,0,1,92,797,87.7,81.03,EU_PSI_STANDARD,962,LOW,0,4097,75.59,0,1,0,0,2024-03-08
2022,IT,70.11,1,1,136,1014,36.39,60.34,CC_BY_4_0,1149,HIGH,1,4212,78.65,1,1,1,0,2025-12-19
2023,NL,69.34,1,1,73,909,76.51,95.18,ODC_BY,990,SUBSTANTIAL,1,3702,69.96,1,0,1,1,2024-08-06
2024,SI,69.05,1,1,100,916,92.76,97.94,OTHER,983,LOW,1,3614,67.04,0,1,1,1,2025-07-29
2025,BG,59.73,1,0,112,949,46.06,94.99,CC0_1_0,993,HIGH,1,3338,52.78,0,1,0,0,2025-01-31
2026,EE,28.0,1,1,106,912,54.55,83.16,EU_PSI_STANDARD,1201,SUBSTANTIAL,1,2085,78.29,0,0,1,1,2024-09-09
2014,HU,31.86,1,1,81,993,49.96,49.3,CC_BY_4_0,926,LOW,1,2929,92.42,1,0,0,1,2025-12-25
2015,LU,34.35,1,1,136,862,85.84,53.59,ODC_BY,899,HIGH,1,3179,80.63,1,0,1,1,2024-05-30
2016,RO,86.2,1,1,150,838,36.77,52.09,OTHER,1195,SUBSTANTIAL,1,2921,34.87,0,0,0,0,2025-01-06
2017,AT,45.65,0,0,130,982,64.76,70.66,CC0_1_0,1030,LOW,0,2361,70.12,0,0,1,1,2025-06-01
2018,CZ,58.88,1,1,129,920,53.2,95.44,EU_PSI_STANDARD,831,HIGH,1,3186,53.49,0,0,1,1,2024-07-29
2019,DE,46.06,0,1,102,948,80.94,44.56,CC_BY_4_0,1088,SUBSTANTIAL,0,2005,33.22,0,1,0,0,2024-11-12
2020,LV,73.99,0,0,79,994,37.47,42.93,ODC_BY,1118,LOW,0,3870,75.85,0,1,0,1,2025-04-08
2021,PL,33.31,1,1,95,839,94.65,72.57,OTHER,957,HIGH,1,3810,35.52,0,0,1,0,2024-05-20
2022,ES,75.97,1,1,95,882,67.53,43.6,CC0_1_0,820,SUBSTANTIAL,1,3760,88.5,1,1,0,0,2025-10-27
2023,HR,66.21,0,1,86,1013,70.69,64.17,EU_PSI_STANDARD,904,LOW,0,4535,65.53,0,1,0,1,2025-05-20
2024,FI,36.75,1,1,111,964,92.61,69.04,CC_BY_4_0,1160,HIGH,1,1654,76.39,0,1,0,0,2025-12-11
2025,IE,67.98,1,1,91,908,39.35,55.88,ODC_BY,843,SUBSTANTIAL,1,3270,79.73,0,1,1,1,2025-11-01
2026,MT,31.59,0,1,127,878,91.85,65.19,OTHER,861,LOW,0,2300,45.84,0,0,1,1,2025-06-19
2014,SK,66.25,1,1,123,870,54.57,48.77,CC0_1_0,1207,HIGH,0,4410,71.8,0,0,1,0,2025-08-12
2015,BE,79.87,0,0,144,1026,94.19,83.6,EU_PSI_STANDARD,1118,SUBSTANTIAL,1,4430,21.47,0,1,1,1,2024-10-14
2016,DK,55.26,1,1,121,1040,46.84,63.57,CC_BY_4_0,1104,LOW,0,1196,95.11,0,0,0,0,2026-01-07
2017,GR,67.82,1,1,162,965,43.09,91.84,ODC_BY,1095,HIGH,0,3224,78.67,1,0,1,1,2025-05-11
2018,LT,36.72,1,1,143,837,91.35,75.08,OTHER,952,SUBSTANTIAL,0,877,29.84,0,0,0,1,2025-03-10
2019,PT,48.72,0,0,93,898,42.7,92.42,CC0_1_0,1299,LOW,0,1256,83.58,0,1,0,0,2024-11-04
2020,SE,65.42,1,1,98,1026,66.69,57.64,EU_PSI_STANDARD,907,HIGH,0,1387,74.6,0,0,0,0,2025-12-14
2021,CY,67.76,1,1,147,923,80.97,62.92,CC_BY_4_0,1140,SUBSTANTIAL,1,1759,87.39,0,0,1,0,2025-03-01
2022,FR,41.01,1,0,117,945,85.32,89.61,ODC_BY,820,LOW,0,4097,69.07,1,0,0,1,2026-02-23
2023,IT,74.2,1,0,105,926,42.28,71.66,OTHER,1165,HIGH,1,1446,72.55,0,0,0,0,2024-02-29
2024,NL,58.16,1,1,154,996,62.09,72.52,CC0_1_0,852,SUBSTANTIAL,1,2622,50.87,0,1,0,0,2025-07-28
2025,SI,78.28,1,1,97,957,69.31,40.74,EU_PSI_STANDARD,1283,LOW,0,812,78.39,1,1,1,0,2025-08-13
2026,BG,78.92,1,1,160,921,88.06,48.4,CC_BY_4_0,1250,HIGH,1,2256,42.84,1,0,0,0,2024-02-26
2014,EE,25.19,0,0,104,1024,75.82,44.76,ODC_BY,1193,SUBSTANTIAL,0,2302,37.37,0,1,1,0,2025-05-07
2015,HU,91.86,1,1,167,903,47.78,76.87,OTHER,1131,LOW,0,3981,47.07,1,0,0,1,2025-04-20
2016,LU,20.47,1,1,166,946,87.74,49.77,CC0_1_0,1081,HIGH,1,2861,25.5,1,0,0,0,2024-06-30
2017,RO,70.92,1,1,156,855,40.4,50.7,EU_PSI_STANDARD,1274,SUBSTANTIAL,1,4413,48.36,1,0,0,1,2025-01-03
2018,AT,47.11,0,0,173,1066,65.86,89.96,CC_BY_4_0,1159,LOW,0,2280,92.04,0,0,1,1,2025-07-17
2019,CZ,77.43,1,1,141,885,69.46,93.39,ODC_BY,826,HIGH,0,1893,26.18,1,0,0,1,2025-12-07
2020,DE,78.23,1,1,142,948,77.09,57.51,OTHER,949,SUBSTANTIAL,0,2973,46.23,1,0,1,1,2024-03-25
2021,LV,75.85,1,0,153,1015,73.24,80.24,CC0_1_0,1001,LOW,0,2593,77.11,1,1,1,0,2024-02-13
2022,PL,93.27,1,1,106,1006,53.03,77.01,EU_PSI_STANDARD,873,HIGH,0,4058,35.91,0,0,1,0,2024-11-09
2023,ES,20.99,1,0,184,958,94.97,50.83,CC_BY_4_0,863,SUBSTANTIAL,1,1301,28.33,1,0,1,0,2025-10-25
2024,HR,63.28,0,1,172,918,51.79,79.83,ODC_BY,1012,LOW,0,3711,32.62,0,1,0,0,2024-08-09
2025,FI,35.17,0,1,126,992,96.2,77.56,OTHER,1258,HIGH,1,2186,25.22,0,0,1,1,2024-04-26
2026,IE,37.64,0,0,145,1033,68.63,62.75,CC0_1_0,910,SUBSTANTIAL,1,3028,30.85,1,1,0,1,2024-06-06
2014,MT,82.89,1,0,113,947,67.91,82.28,EU_PSI_STANDARD,838,LOW,0,3957,86.12,0,1,0,1,2025-06-01
2015,SK,94.07,0,1,153,969,63.54,69.11,CC_BY_4_0,1199,HIGH,0,2100,59.61,1,0,1,1,2025-07-02
2016,BE,28.47,0,0,150,924,54.92,84.24,ODC_BY,1163,SUBSTANTIAL,1,4416,59.82,0,0,1,1,2025-04-25
2017,DK,75.54,1,0,174,939,80.05,74.51,OTHER,1134,LOW,0,2972,51.8,0,0,0,0,2025-05-16
2018,GR,63.44,1,1,156,981,56.71,91.03,CC0_1_0,1328,HIGH,1,868,78.25,1,0,1,0,2025-10-23
2019,LT,74.79,1,1,162,1071,90.89,75.23,EU_PSI_STANDARD,1161,SUBSTANTIAL,0,2176,32.08,1,1,1,0,2024-02-01
2020,PT,36.39,1,1,152,987,79.13,45.09,CC_BY_4_0,884,LOW,0,3110,59.36,0,0,1,0,2025-05-11
2021,SE,81.9,0,1,142,1023,64.39,79.91,ODC_BY,1188,HIGH,0,4252,88.83,0,1,0,0,2025-06-23
2022,CY,25.6,1,1,140,1092,39.62,95.17,OTHER,1085,SUBSTANTIAL,1,1148,50.27,1,1,1,0,2024-03-28
2023,FR,32.5,1,0,169,950,55.52,44.83,CC0_1_0,931,LOW,0,3090,66.94,1,1,0,1,2024-08-12
2024,IT,29.67,0,1,165,1047,75.62,67.59,EU_PSI_STANDARD,845,HIGH,1,4705,39.51,1,0,1,0,2024-05-25
2025,NL,40.1,1,1,168,1052,38.85,49.23,CC_BY_4_0,972,SUBSTANTIAL,1,2324,54.93,1,0,1,1,2024-10-24
2026,SI,42.99,1,1,159,969,94.0,62.75,ODC_BY,1072,LOW,0,1814,86.15,0,0,1,0,2025-11-17
2014,BG,88.9,1,1,200,983,97.82,92.4,OTHER,1194,HIGH,1,3829,50.35,1,0,1,0,2024-04-30
2015,EE,94.18,1,1,186,1017,74.68,76.16,CC0_1_0,1191,SUBSTANTIAL,1,3433,57.73,1,1,0,1,2024-09-17
2016,HU,92.74,0,0,169,942,42.59,53.05,EU_PSI_STANDARD,893,LOW,0,2752,51.95,1,1,0,0,2024-08-04
2017,LU,75.42,1,1,157,932,62.01,67.94,CC_BY_4_0,977,HIGH,1,3917,42.91,0,0,1,0,2024-01-24
2018,RO,38.54,1,1,132,905,65.13,70.08,ODC_BY,1160,SUBSTANTIAL,0,3069,48.6,0,0,1,0,2024-02-10
2019,AT,73.49,1,0,199,852,61.64,58.23,OTHER,1240,LOW,0,2473,58.2,0,0,0,0,2024-05-22
2020,CZ,43.15,1,0,197,947,39.83,55.25,CC0_1_0,916,HIGH,1,2180,70.8,0,0,0,1,2024-09-19
2021,DE,69.48,1,1,175,1022,93.45,96.48,EU_PSI_STANDARD,1101,SUBSTANTIAL,1,1322,77.83,0,0,1,1,2024-03-11
2022,LV,23.35,1,0,163,1013,81.11,79.26,CC_BY_4_0,1169,LOW,1,2451,44.96,0,0,1,0,2025-04-18
2023,PL,53.26,1,1,166,885,75.53,61.05,ODC_BY,1005,HIGH,0,1641,64.61,1,1,1,0,2024-08-20
2024,ES,47.72,1,0,152,1080,77.48,60.9,OTHER,926,SUBSTANTIAL,1,2210,93.97,0,0,0,1,2024-09-14
2025,HR,81.99,1,0,209,875,56.53,41.16,CC0_1_0,876,LOW,0,1863,59.48,0,1,1,0,2024-01-21
2026,FI,37.45,1,1,208,925,68.73,55.97,EU_PSI_STANDARD,985,HIGH,0,4215,55.04,0,0,0,0,2024-11-29
2014,IE,72.49,0,1,195,935,50.57,91.3,CC_BY_4_0,1307,SUBSTANTIAL,0,4345,23.81,0,0,0,1,2025-02-09
2015,MT,37.64,1,1,156,910,79.82,93.65,ODC_BY,1268,LOW,0,1171,39.06,0,0,1,0,2025-07-04
2016,SK,81.7,1,1,187,1002,85.72,60.97,OTHER,858,HIGH,1,1435,84.85,1,0,1,1,2025-04-14
2017,BE,27.25,1,1,212,964,65.38,87.41,CC0_1_0,1326,SUBSTANTIAL,0,1369,57.55,0,1,0,1,2024-07-25
2018,DK,70.78,1,0,159,1084,40.27,46.16,EU_PSI_STANDARD,1139,LOW,0,1520,71.09,1,0,1,0,2024-03-01
2019,GR,80.46,1,1,153,883,56.22,65.91,CC_BY_4_0,1060,HIGH,1,1881,59.53,1,0,1,0,2024-03-19
2020,LT,52.64,1,1,191,1060,59.75,49.26,ODC_BY,998,SUBSTANTIAL,1,2888,20.5,0,1,0,0,2025-03-23
2021,PT,52.84,1,1,215,944,97.21,68.07,OTHER,1203,LOW,0,4327,21.89,0,1,0,0,2025-05-27
2022,SE,36.94,1,0,162,1108,38.17,72.98,CC0_1_0,968,HIGH,1,2803,69.96,0,1,0,0,2026-01-10
2023,CY,50.1,1,1,158,1006,76.46,47.11,EU_PSI_STANDARD,903,SUBSTANTIAL,0,4593,60.15,1,1,0,1,2025-07-29
2024,FR,22.96,1,1,213,911,66.67,97.52,CC_BY_4_0,1061,LOW,0,4761,65.36,0,0,1,0,2024-09-17
2025,IT,52.77,1,1,203,1013,70.01,80.39,ODC_BY,938,HIGH,1,2368,40.52,1,0,1,1,2025-02-14
2026,NL,85.27,1,1,196,1105,61.24,95.41,OTHER,936,SUBSTANTIAL,1,1541,47.6,1,1,0,0,2024-01-31
2014,SI,56.19,0,1,227,980,49.92,98.64,CC0_1_0,1104,LOW,0,3419,66.19,1,1,0,0,2025-06-26
2015,BG,36.56,1,1,181,889,78.59,81.73,EU_PSI_STANDARD,925,HIGH,0,2277,54.23,1,0,0,1,2025-02-17
2016,EE,83.51,1,0,193,1082,68.36,95.72,CC_BY_4_0,1225,SUBSTANTIAL,1,4727,70.63,0,0,1,1,2024-12-20
2017,HU,28.44,0,1,197,1108,84.25,86.26,ODC_BY,897,LOW,0,3574,27.38,0,1,1,0,2025-03-26
2018,LU,44.5,0,1,211,884,79.18,69.15,OTHER,1266,HIGH,1,3509,43.02,0,0,0,0,2024-02-18
2019,RO,60.46,1,1,222,1126,37.08,48.99,CC0_1_0,1089,SUBSTANTIAL,1,2178,93.81,0,0,0,1,2025-11-30
2020,AT,49.71,1,1,170,949,57.55,74.05,EU_PSI_STANDARD,1053,LOW,1,1845,19.56,0,0,1,1,2024-09-12
2021,CZ,26.09,0,1,181,1089,69.53,74.52,CC_BY_4_0,1331,HIGH,1,3746,21.1,0,0,1,1,2024-01-04
2022,DE,57.71,1,1,206,1055,82.21,91.29,ODC_BY,1220,SUBSTANTIAL,0,1295,31.81,0,0,1,0,2024-04-04
2023,LV,26.22,0,0,194,976,43.57,84.17,OTHER,1325,LOW,1,4534,50.69,0,0,1,1,2024-05-20
2024,PL,54.43,1,1,224,951,44.41,70.97,CC0_1_0,1098,HIGH,0,2935,72.4,0,1,1,1,2024-01-03
2025,ES,91.08,1,1,223,1099,51.84,84.41,EU_PSI_STANDARD,911,SUBSTANTIAL,1,3368,56.1,0,0,0,0,2025-05-05
2026,HR,53.23,1,0,169,1042,45.74,79.27,CC_BY_4_0,1155,LOW,0,1024,88.41,0,1,1,1,2026-01-14
2014,FI,67.82,1,1,232,1093,60.54,80.12,ODC_BY,898,HIGH,0,4427,70.46,1,1,1,1,2026-02-23
2015,IE,84.27,1,0,170,976,76.73,91.42,OTHER,1350,SUBSTANTIAL,1,3707,49.48,0,1,1,1,2024-01-18
2016,MT,75.47,0,1,171,1098,52.73,44.2,CC0_1_0,934,LOW,0,2668,44.18,1,1,1,1,2024-08-20
2017,SK,29.94,1,0,166,1094,67.42,43.73,EU_PSI_STANDARD,944,HIGH,0,1917,71.19,1,1,1,1,2024-02-15
2018,BE,30.37,1,1,237,1113,75.51,42.22,CC_BY_4_0,1183,SUBSTANTIAL,1,4825,31.65,0,0,1,1,2024-07-08
2019,DK,67.84,0,0,166,1028,69.46,60.98,ODC_BY,952,LOW,0,3223,51.09,1,0,0,0,2024-12-15
2020,GR,32.54,1,1,208,954,76.55,94.67,OTHER,1108,HIGH,1,2403,70.08,0,0,0,0,2026-01-29
2021,LT,42.64,0,1,221,1046,44.21,45.87,CC0_1_0,1336,SUBSTANTIAL,1,1261,52.68,1,0,1,0,2024-08-18
2022,PT,40.47,1,1,198,971,38.99,55.18,EU_PSI_STANDARD,1313,LOW,1,4154,60.81,0,0,0,1,2025-07-24
2023,SE,60.14,1,0,239,1076,55.35,57.29,CC_BY_4_0,1192,HIGH,1,1021,41.65,0,0,1,1,2025-07-02
2024,CY,48.41,1,1,213,1015,62.28,42.4,ODC_BY,1242,SUBSTANTIAL,0,948,68.19,1,0,0,0,2024-12-31
2025,FR,79.36,1,1,212,1090,35.76,46.86,OTHER,1359,LOW,0,2509,76.74,0,1,1,1,2025-03-22
2026,IT,20.71,1,1,200,1011,82.19,88.19,CC0_1_0,1077,HIGH,1,1753,54.1,0,0,0,1,2025-10-23
2014,NL,52.79,0,1,205,957,39.59,45.5,EU_PSI_STANDARD,1093,SUBSTANTIAL,1,2559,79.06,0,0,1,0,2026-02-20
2015,SI,72.52,0,0,233,930,75.93,81.1,CC_BY_4_0,1286,LOW,0,3849,57.6,1,1,1,1,2025-06-20
2016,BG,53.43,1,1,187,1000,71.29,73.44,ODC_BY,1120,HIGH,1,4486,59.84,0,0,0,1,2024-11-08
2017,EE,31.86,1,1,249,1083,85.25,42.77,OTHER,1357,SUBSTANTIAL,1,1547,67.25,0,1,1,1,2024-10-29
2018,HU,46.97,0,1,224,979,74.1,85.73,CC0_1_0,938,LOW,1,2421,57.06,1,1,0,0,2024-10-03
2019,LU,65.87,1,1,185,1001,74.29,60.58,EU_PSI_STANDARD,1364,HIGH,1,2545,56.32,1,1,1,1,2025-09-02
2020,RO,91.85,1,1,190,962,67.73,68.52,CC_BY_4_0,1058,SUBSTANTIAL,0,1917,30.73,0,0,0,1,2025-07-12
2021,AT,23.26,1,1,186,1091,54.4,41.47,ODC_BY,1038,LOW,0,921,18.42,0,1,1,1,2024-03-28
2022,CZ,48.14,1,1,252,1102,42.56,69.99,OTHER,1190,HIGH,1,4784,26.26,1,1,1,0,2025-12-23
2023,DE,69.98,0,0,207,943,85.91,70.2,CC0_1_0,1167,SUBSTANTIAL,1,2610,58.81,0,0,0,0,2024-08-15
2024,LV,75.57,1,1,219,1126,71.5,52.44,EU_PSI_STANDARD,1000,LOW,1,1315,91.07,0,1,1,1,2025-12-22
2025,PL,53.48,0,0,243,1069,46.85,75.39,CC_BY_4_0,1306,HIGH,1,1758,95.07,0,0,1,1,2025-01-16
2026,ES,54.59,0,1,236,1053,69.87,54.01,ODC_BY,1245,SUBSTANTIAL,1,1043,45.79,1,0,0,1,2025-02-03
