civ_trans_reference_year,civ_trans_register_entity_id,civ_trans_entity_type_code,civ_trans_headquarters_country_iso2,civ_trans_policy_area_code,civ_trans_declared_spend_eur,civ_trans_spend_bracket_code,civ_trans_number_of_persons_involved,civ_trans_meetings_commissioners_count,civ_trans_meetings_cabinet_count,civ_trans_meetings_meps_count,civ_trans_legislative_files_targeted_count,civ_trans_clients_count,civ_trans_consultation_participations_count,civ_trans_code_of_conduct_breach_flag,civ_trans_sanction_type_code,civ_trans_sanction_date,civ_trans_data_source,civ_trans_last_update_date,civ_trans_data_extract_date
2018,REG_2018_000538,THINK_TANK,RO,FINANCE,282979.16,100000_499999,559,15,10,35,68,40,11,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-05-01,2025-10-18
2019,REG_2019_000539,CONSULTANCY,CH,HEALTH,5064829.04,5M_PLUS,567,17,1,37,27,160,12,0,NONE,,PUBLIC_DISCLOSURE_API,2020-03-24,2024-09-29
2020,REG_2020_000540,UNIVERSITY,KR,CLIMATE,10457190.4,5M_PLUS,565,5,7,42,86,30,9,0,NONE,,JOINT_SECRETARIAT,2021-06-08,2025-11-01
2021,REG_2021_000541,LAW_FIRM,DK,SPACE,3697607.31,1M_4_9M,584,19,11,15,9,166,20,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-09-29,2024-07-13
2022,REG_2022_000542,NGO,IE,COMPETITION,5662904.46,5M_PLUS,611,12,27,4,33,38,24,0,NONE,,PUBLIC_DISCLOSURE_API,2022-09-21,2025-03-23
2023,REG_2023_000543,PUBLIC_BODY,PL,SECURITY,5008880.15,5M_PLUS,577,5,3,9,2,18,10,0,NONE,,JOINT_SECRETARIAT,2023-06-18,2026-01-14
2024,REG_2024_000544,TRADE_ASSOCIATION,US,AGRICULTURE,5584809.93,5M_PLUS,619,13,18,50,16,38,49,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-06-13,2024-07-11
2025,REG_2025_000545,COMPANY,CA,TRANSPORT,4120426.77,1M_4_9M,558,4,12,48,78,27,17,0,NONE,,PUBLIC_DISCLOSURE_API,2026-11-12,2025-03-08
2026,REG_2026_000546,THINK_TANK,CY,ENERGY,629619.04,500000_999999,593,19,19,55,80,24,49,0,NONE,,JOINT_SECRETARIAT,2026-12-16,2024-01-14
2014,REG_2014_000547,CONSULTANCY,GR,DIGITAL,5165483.42,5M_PLUS,550,3,35,59,49,155,30,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-03-18,2024-09-08
2015,REG_2015_000548,UNIVERSITY,MT,DATA_GOV,2408021.49,1M_4_9M,553,14,7,41,16,16,29,0,NONE,,PUBLIC_DISCLOSURE_API,2016-02-04,2024-12-29
2016,REG_2016_000549,LAW_FIRM,ES,CONSUMER,9290881.57,5M_PLUS,553,11,20,9,52,67,40,0,NONE,,JOINT_SECRETARIAT,2017-06-08,2025-11-26
2017,REG_2017_000550,NGO,UA,MIGRATION,8199826.79,5M_PLUS,603,21,11,38,34,12,43,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-01-17,2024-07-13
2018,REG_2018_000551,PUBLIC_BODY,BG,FINANCE,5788244.48,5M_PLUS,566,19,27,30,6,34,47,0,NONE,,PUBLIC_DISCLOSURE_API,2019-10-20,2025-09-13
2019,REG_2019_000552,TRADE_ASSOCIATION,FR,HEALTH,6295345.98,5M_PLUS,630,7,27,41,62,27,23,0,NONE,,JOINT_SECRETARIAT,2020-10-01,2024-08-05
2020,REG_2020_000553,COMPANY,LT,CLIMATE,4002954.45,1M_4_9M,588,5,24,10,56,25,54,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-02-09,2025-09-01
2021,REG_2021_000554,THINK_TANK,SK,SPACE,6510955.37,5M_PLUS,619,12,31,14,24,34,22,0,NONE,,PUBLIC_DISCLOSURE_API,2021-02-01,2025-08-02
2022,REG_2022_000555,CONSULTANCY,NO,COMPETITION,6292087.01,5M_PLUS,558,15,24,57,45,106,5,1,SUSPENSION,2023-05-30,JOINT_SECRETARIAT,2022-06-19,2025-02-12
2023,REG_2023_000556,UNIVERSITY,AT,SECURITY,351016.94,100000_499999,582,19,28,58,7,6,44,1,NONE,,EU_TRANSPARENCY_REGISTER,2023-11-19,2025-06-22
2024,REG_2024_000557,LAW_FIRM,EE,AGRICULTURE,8133369.65,5M_PLUS,595,6,30,7,20,177,6,0,NONE,,PUBLIC_DISCLOSURE_API,2024-05-11,2024-05-14
2025,REG_2025_000558,NGO,IT,TRANSPORT,5551396.19,5M_PLUS,569,18,15,28,77,1,25,0,NONE,,JOINT_SECRETARIAT,2025-06-18,2024-09-29
2026,REG_2026_000559,PUBLIC_BODY,PT,ENERGY,1735400.43,1M_4_9M,598,3,23,60,5,3,14,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-11-07,2025-04-14
2014,REG_2014_000560,TRADE_ASSOCIATION,GB,DIGITAL,6003578.23,5M_PLUS,579,5,11,9,45,7,31,0,NONE,,PUBLIC_DISCLOSURE_API,2014-11-11,2024-05-15
2015,REG_2015_000561,COMPANY,JP,DATA_GOV,6711647.9,5M_PLUS,602,11,8,21,88,11,12,0,NONE,,JOINT_SECRETARIAT,2016-11-05,2024-10-06
2016,REG_2016_000562,THINK_TANK,CZ,CONSUMER,1045941.63,1M_4_9M,628,0,17,32,23,36,8,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-09-12,2024-07-13
2017,REG_2017_000563,CONSULTANCY,HU,MIGRATION,4749392.91,1M_4_9M,590,19,30,30,56,98,51,0,NONE,,PUBLIC_DISCLOSURE_API,2018-04-11,2025-10-31
2018,REG_2018_000564,UNIVERSITY,NL,FINANCE,5842356.52,5M_PLUS,611,13,27,41,72,17,50,1,NONE,,JOINT_SECRETARIAT,2019-01-24,2026-02-14
2019,REG_2019_000565,LAW_FIRM,SE,HEALTH,541984.75,500000_999999,633,19,17,60,67,185,29,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-11-27,2026-02-11
2020,REG_2020_000566,NGO,TR,CLIMATE,5300309.77,5M_PLUS,626,12,39,58,72,35,6,0,NONE,,PUBLIC_DISCLOSURE_API,2021-11-16,2025-04-10
2021,REG_2021_000567,PUBLIC_BODY,HR,SPACE,1193841.44,1M_4_9M,594,11,3,48,71,24,3,0,NONE,,JOINT_SECRETARIAT,2021-02-05,2025-08-28
2022,REG_2022_000568,TRADE_ASSOCIATION,DE,COMPETITION,2569127.34,1M_4_9M,638,16,9,25,38,4,54,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-11-04,2026-02-03
2023,REG_2023_000569,COMPANY,LU,SECURITY,6284340.31,5M_PLUS,597,10,16,55,62,10,53,0,NONE,,PUBLIC_DISCLOSURE_API,2024-04-22,2025-11-20
2024,REG_2024_000570,THINK_TANK,SI,AGRICULTURE,8307388.02,5M_PLUS,619,12,32,31,34,31,1,0,NONE,,JOINT_SECRETARIAT,2024-06-02,2024-03-11
2025,REG_2025_000571,CONSULTANCY,IS,TRANSPORT,4991142.07,1M_4_9M,590,16,35,6,28,136,15,1,WARNING,2026-08-14,EU_TRANSPARENCY_REGISTER,2026-07-14,2025-12-07
2026,REG_2026_000572,UNIVERSITY,BE,ENERGY,4113423.09,1M_4_9M,603,20,12,58,45,21,6,0,NONE,,PUBLIC_DISCLOSURE_API,2026-02-20,2025-08-02
2014,REG_2014_000573,LAW_FIRM,FI,DIGITAL,6095013.6,5M_PLUS,633,15,40,63,54,208,42,0,NONE,,JOINT_SECRETARIAT,2015-03-12,2024-02-27
2015,REG_2015_000574,NGO,LV,DATA_GOV,1254911.92,1M_4_9M,611,8,5,44,39,5,50,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-09-25,2024-03-19
2016,REG_2016_000575,PUBLIC_BODY,RO,CONSUMER,2771821.21,1M_4_9M,617,2,1,16,55,3,51,0,NONE,,PUBLIC_DISCLOSURE_API,2017-04-19,2024-11-05
2017,REG_2017_000576,TRADE_ASSOCIATION,CH,MIGRATION,1292911.35,1M_4_9M,600,9,36,40,33,18,19,0,NONE,,JOINT_SECRETARIAT,2017-02-04,2024-04-18
2018,REG_2018_000577,COMPANY,KR,FINANCE,558481.41,500000_999999,604,21,20,28,74,4,44,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-06-10,2024-10-22
2019,REG_2019_000578,THINK_TANK,DK,HEALTH,2323864.91,1M_4_9M,635,14,7,38,90,18,15,0,NONE,,PUBLIC_DISCLOSURE_API,2019-04-03,2025-04-03
2020,REG_2020_000579,CONSULTANCY,IE,CLIMATE,6593519.45,5M_PLUS,594,7,34,25,70,172,51,0,NONE,,JOINT_SECRETARIAT,2021-01-24,2025-09-27
2021,REG_2021_000580,UNIVERSITY,PL,SPACE,9872172.41,5M_PLUS,637,4,10,43,82,29,44,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-02-20,2025-05-10
2022,REG_2022_000581,LAW_FIRM,US,COMPETITION,10426372.95,5M_PLUS,591,10,10,36,2,123,2,0,NONE,,PUBLIC_DISCLOSURE_API,2023-05-03,2025-09-21
2023,REG_2023_000582,NGO,CA,SECURITY,6706498.03,5M_PLUS,604,13,12,50,72,39,43,1,REMOVAL,2024-10-20,JOINT_SECRETARIAT,2024-03-30,2025-05-17
2024,REG_2024_000583,PUBLIC_BODY,CY,AGRICULTURE,3376697.29,1M_4_9M,585,16,5,44,62,40,10,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-05-01,2025-12-23
2025,REG_2025_000584,TRADE_ASSOCIATION,GR,TRANSPORT,4425356.22,1M_4_9M,654,12,20,32,50,14,42,0,NONE,,PUBLIC_DISCLOSURE_API,2026-07-30,2024-10-05
2026,REG_2026_000585,COMPANY,MT,ENERGY,10673476.02,5M_PLUS,603,10,2,57,48,6,43,0,NONE,,JOINT_SECRETARIAT,2026-08-16,2025-07-02
2014,REG_2014_000586,THINK_TANK,ES,DIGITAL,288802.53,100000_499999,637,2,22,49,66,25,5,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-07-01,2024-10-07
2015,REG_2015_000587,CONSULTANCY,UA,DATA_GOV,231308.28,100000_499999,588,11,15,57,67,52,30,0,NONE,,PUBLIC_DISCLOSURE_API,2016-09-13,2025-05-27
2016,REG_2016_000588,UNIVERSITY,BG,CONSUMER,4451666.73,1M_4_9M,589,17,4,5,77,20,55,0,NONE,,JOINT_SECRETARIAT,2016-11-22,2024-10-16
2017,REG_2017_000589,LAW_FIRM,FR,MIGRATION,2760733.84,1M_4_9M,641,10,7,18,31,166,45,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-09-23,2025-11-08
2018,REG_2018_000590,NGO,LT,FINANCE,2162669.55,1M_4_9M,626,14,34,49,8,7,35,0,NONE,,PUBLIC_DISCLOSURE_API,2019-12-27,2024-10-04
2019,REG_2019_000591,PUBLIC_BODY,SK,HEALTH,5697559.86,5M_PLUS,654,11,35,41,40,7,27,0,NONE,,JOINT_SECRETARIAT,2019-08-17,2025-11-15
2020,REG_2020_000592,TRADE_ASSOCIATION,NO,CLIMATE,1488551.89,1M_4_9M,638,12,17,44,48,37,51,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-04-05,2025-08-16
2021,REG_2021_000593,COMPANY,AT,SPACE,6549927.54,5M_PLUS,620,1,35,14,73,35,19,0,NONE,,PUBLIC_DISCLOSURE_API,2022-06-15,2025-01-19
2022,REG_2022_000594,THINK_TANK,EE,COMPETITION,1817947.21,1M_4_9M,655,2,30,13,34,38,27,0,NONE,,JOINT_SECRETARIAT,2022-05-11,2025-11-01
2023,REG_2023_000595,CONSULTANCY,IT,SECURITY,9666486.67,5M_PLUS,630,19,33,4,81,14,16,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-08-22,2024-03-27
2024,REG_2024_000596,UNIVERSITY,PT,AGRICULTURE,801426.68,500000_999999,671,7,19,15,64,21,28,0,NONE,,PUBLIC_DISCLOSURE_API,2024-12-28,2025-03-25
2025,REG_2025_000597,LAW_FIRM,GB,TRANSPORT,1705039.08,1M_4_9M,658,14,29,44,24,168,29,0,NONE,,JOINT_SECRETARIAT,2026-12-25,2025-03-06
2026,REG_2026_000598,NGO,JP,ENERGY,7080164.19,5M_PLUS,660,0,27,21,67,9,54,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-07-11,2024-07-05
2014,REG_2014_000599,PUBLIC_BODY,CZ,DIGITAL,3092082.7,1M_4_9M,679,18,26,40,58,30,13,1,FINE,2015-01-01,PUBLIC_DISCLOSURE_API,2015-11-08,2025-07-23
2015,REG_2015_000600,TRADE_ASSOCIATION,HU,DATA_GOV,6007106.84,5M_PLUS,679,20,1,51,43,8,26,0,NONE,,JOINT_SECRETARIAT,2015-09-23,2026-02-16
2016,REG_2016_000601,COMPANY,NL,CONSUMER,3329578.94,1M_4_9M,677,17,27,7,76,5,55,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-06-19,2024-12-07
2017,REG_2017_000602,THINK_TANK,SE,MIGRATION,3953513.02,1M_4_9M,644,6,26,17,14,5,15,0,NONE,,PUBLIC_DISCLOSURE_API,2018-01-30,2025-08-01
2018,REG_2018_000603,CONSULTANCY,TR,FINANCE,675772.76,500000_999999,674,6,21,61,7,21,3,0,NONE,,JOINT_SECRETARIAT,2018-02-12,2025-11-19
2019,REG_2019_000604,UNIVERSITY,HR,HEALTH,2725814.21,1M_4_9M,656,14,3,11,74,25,29,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-02-22,2024-10-06
2020,REG_2020_000605,LAW_FIRM,DE,CLIMATE,6708793.21,5M_PLUS,676,20,24,36,62,208,29,0,NONE,,PUBLIC_DISCLOSURE_API,2020-01-02,2024-07-22
2021,REG_2021_000606,NGO,LU,SPACE,9100618.75,5M_PLUS,654,6,18,51,61,20,33,0,NONE,,JOINT_SECRETARIAT,2021-10-16,2024-04-28
2022,REG_2022_000607,PUBLIC_BODY,SI,COMPETITION,6285360.77,5M_PLUS,667,11,10,5,22,35,52,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-12-10,2025-10-18
2023,REG_2023_000608,TRADE_ASSOCIATION,IS,SECURITY,1582493.39,1M_4_9M,671,13,7,36,7,26,21,0,NONE,,PUBLIC_DISCLOSURE_API,2023-04-10,2026-02-02
2024,REG_2024_000609,COMPANY,BE,AGRICULTURE,1843010.2,1M_4_9M,669,8,14,30,16,37,24,0,NONE,,JOINT_SECRETARIAT,2024-11-23,2024-06-08
2025,REG_2025_000610,THINK_TANK,FI,TRANSPORT,1176360.74,1M_4_9M,620,15,28,30,84,29,42,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-10-14,2024-12-14
2026,REG_2026_000611,CONSULTANCY,LV,ENERGY,3489540.8,1M_4_9M,663,1,29,6,73,29,33,1,WARNING,2026-10-07,PUBLIC_DISCLOSURE_API,2026-02-18,2025-10-29
2014,REG_2014_000612,UNIVERSITY,RO,DIGITAL,1362111.32,1M_4_9M,667,12,14,54,13,35,52,0,NONE,,JOINT_SECRETARIAT,2015-02-03,2024-04-08
2015,REG_2015_000613,LAW_FIRM,CH,DATA_GOV,10093199.33,5M_PLUS,654,19,28,51,50,72,48,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-09-28,2025-12-27
2016,REG_2016_000614,NGO,KR,CONSUMER,1198893.16,1M_4_9M,669,14,29,21,74,5,62,0,NONE,,PUBLIC_DISCLOSURE_API,2017-01-14,2026-02-16
2017,REG_2017_000615,PUBLIC_BODY,DK,MIGRATION,3271406.25,1M_4_9M,690,2,21,13,12,32,41,1,NONE,,JOINT_SECRETARIAT,2017-02-18,2025-01-19
2018,REG_2018_000616,TRADE_ASSOCIATION,IE,FINANCE,1225115.7,1M_4_9M,632,2,6,18,82,5,15,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-01-19,2025-06-16
2019,REG_2019_000617,COMPANY,PL,HEALTH,1966326.73,1M_4_9M,686,2,11,49,58,17,42,0,NONE,,PUBLIC_DISCLOSURE_API,2019-08-31,2025-06-20
2020,REG_2020_000618,THINK_TANK,US,CLIMATE,2236995.59,1M_4_9M,625,7,6,52,56,11,18,0,NONE,,JOINT_SECRETARIAT,2020-12-03,2024-08-31
2021,REG_2021_000619,CONSULTANCY,CA,SPACE,5528781.93,5M_PLUS,638,18,31,18,10,127,9,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-05-28,2025-11-04
2022,REG_2022_000620,UNIVERSITY,CY,COMPETITION,9472544.07,5M_PLUS,687,3,14,16,31,36,7,0,NONE,,PUBLIC_DISCLOSURE_API,2023-04-03,2025-03-26
2023,REG_2023_000621,LAW_FIRM,GR,SECURITY,258296.75,100000_499999,646,4,18,5,53,63,5,0,NONE,,JOINT_SECRETARIAT,2024-09-19,2025-01-21
2024,REG_2024_000622,NGO,MT,AGRICULTURE,5681824.98,5M_PLUS,639,12,31,70,34,13,12,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-05-01,2024-12-11
2025,REG_2025_000623,PUBLIC_BODY,ES,TRANSPORT,6582934.22,5M_PLUS,630,25,17,47,41,34,47,0,NONE,,PUBLIC_DISCLOSURE_API,2026-01-17,2025-07-28
2026,REG_2026_000624,TRADE_ASSOCIATION,UA,ENERGY,342490.46,100000_499999,686,10,0,12,23,8,17,0,NONE,,JOINT_SECRETARIAT,2026-06-10,2025-01-08
2014,REG_2014_000625,COMPANY,BG,DIGITAL,6432652.69,5M_PLUS,669,3,25,50,35,24,44,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-07-01,2025-12-26
2015,REG_2015_000626,THINK_TANK,FR,DATA_GOV,8051527.99,5M_PLUS,632,15,7,18,51,27,28,0,NONE,,PUBLIC_DISCLOSURE_API,2016-07-19,2024-02-06
2016,REG_2016_000627,CONSULTANCY,LT,CONSUMER,4671037.2,1M_4_9M,641,3,3,25,29,55,5,0,NONE,,JOINT_SECRETARIAT,2016-02-17,2025-01-04
2017,REG_2017_000628,UNIVERSITY,SK,MIGRATION,1675460.76,1M_4_9M,685,10,23,32,16,15,17,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-02-13,2025-03-05
2018,REG_2018_000629,LAW_FIRM,NO,FINANCE,9307161.88,5M_PLUS,708,6,19,1,74,132,19,0,NONE,,PUBLIC_DISCLOSURE_API,2019-04-02,2025-05-25
2019,REG_2019_000630,NGO,AT,HEALTH,6884393.37,5M_PLUS,671,11,20,24,42,1,12,0,NONE,,JOINT_SECRETARIAT,2019-09-02,2024-12-28
2020,REG_2020_000631,PUBLIC_BODY,EE,CLIMATE,10924429.04,5M_PLUS,637,7,13,39,82,0,6,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-07-05,2025-06-23
2021,REG_2021_000632,TRADE_ASSOCIATION,IT,SPACE,2624179.3,1M_4_9M,653,19,29,10,4,30,21,0,NONE,,PUBLIC_DISCLOSURE_API,2022-05-01,2024-02-27
2022,REG_2022_000633,COMPANY,PT,COMPETITION,8947003.01,5M_PLUS,689,16,12,43,83,6,33,0,NONE,,JOINT_SECRETARIAT,2022-07-03,2025-01-29
2023,REG_2023_000634,THINK_TANK,GB,SECURITY,3175906.14,1M_4_9M,639,11,13,9,67,15,24,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-02-10,2024-07-28
2024,REG_2024_000635,CONSULTANCY,JP,AGRICULTURE,7065611.86,5M_PLUS,676,21,35,67,59,58,52,0,NONE,,PUBLIC_DISCLOSURE_API,2024-03-01,2024-02-28
2025,REG_2025_000636,UNIVERSITY,CZ,TRANSPORT,11458804.84,5M_PLUS,685,2,13,8,38,34,1,0,NONE,,JOINT_SECRETARIAT,2026-01-23,2025-04-23
2026,REG_2026_000637,LAW_FIRM,HU,ENERGY,5863650.42,5M_PLUS,664,5,31,51,78,145,17,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-03-24,2025-01-31
2014,REG_2014_000638,NGO,NL,DIGITAL,5732749.87,5M_PLUS,708,2,21,47,34,15,63,0,NONE,,PUBLIC_DISCLOSURE_API,2014-04-11,2024-12-11
2015,REG_2015_000639,PUBLIC_BODY,SE,DATA_GOV,1670066.08,1M_4_9M,665,18,35,46,43,10,16,0,NONE,,JOINT_SECRETARIAT,2016-11-12,2024-11-17
2016,REG_2016_000640,TRADE_ASSOCIATION,TR,CONSUMER,9067859.51,5M_PLUS,677,1,17,14,63,14,9,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-07-19,2024-09-21
2017,REG_2017_000641,COMPANY,HR,MIGRATION,1292762.57,1M_4_9M,702,8,23,19,9,24,36,1,WARNING,2018-08-18,PUBLIC_DISCLOSURE_API,2018-10-20,2025-08-27
2018,REG_2018_000642,THINK_TANK,DE,FINANCE,6166130.76,5M_PLUS,714,2,3,37,67,16,31,0,NONE,,JOINT_SECRETARIAT,2018-12-03,2024-11-25
2019,REG_2019_000643,CONSULTANCY,LU,HEALTH,3867951.99,1M_4_9M,687,8,28,59,34,140,35,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-06-29,2024-04-29
2020,REG_2020_000644,UNIVERSITY,SI,CLIMATE,4658464.82,1M_4_9M,720,13,20,45,57,8,31,0,NONE,,PUBLIC_DISCLOSURE_API,2021-07-27,2025-08-14
2021,REG_2021_000645,LAW_FIRM,IS,SPACE,6881214.38,5M_PLUS,663,10,33,31,52,63,3,0,NONE,,JOINT_SECRETARIAT,2021-07-11,2025-09-12
2022,REG_2022_000646,NGO,BE,COMPETITION,5062138.3,5M_PLUS,692,16,30,27,96,39,14,1,WARNING,2023-06-28,EU_TRANSPARENCY_REGISTER,2022-07-13,2025-07-14
2023,REG_2023_000647,PUBLIC_BODY,FI,SECURITY,5755827.79,5M_PLUS,678,11,28,45,70,18,29,0,NONE,,PUBLIC_DISCLOSURE_API,2024-01-28,2024-07-29
2024,REG_2024_000648,TRADE_ASSOCIATION,LV,AGRICULTURE,4801420.7,1M_4_9M,709,10,39,15,40,16,31,0,NONE,,JOINT_SECRETARIAT,2024-02-18,2024-08-02
2025,REG_2025_000649,COMPANY,RO,TRANSPORT,283128.55,100000_499999,674,12,9,54,5,3,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-01-23,2024-11-18
2026,REG_2026_000650,THINK_TANK,CH,ENERGY,5285228.79,5M_PLUS,717,20,5,36,16,29,48,0,NONE,,PUBLIC_DISCLOSURE_API,2026-08-04,2026-01-01
2014,REG_2014_000651,CONSULTANCY,KR,DIGITAL,3208293.1,1M_4_9M,694,0,28,2,29,1,52,0,NONE,,JOINT_SECRETARIAT,2015-09-22,2024-08-26
2015,REG_2015_000652,UNIVERSITY,DK,DATA_GOV,857790.23,500000_999999,713,11,12,35,52,29,30,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-10-31,2024-12-07
2016,REG_2016_000653,LAW_FIRM,IE,CONSUMER,3949804.02,1M_4_9M,675,24,11,46,89,18,18,0,NONE,,PUBLIC_DISCLOSURE_API,2016-07-01,2024-07-28
2017,REG_2017_000654,NGO,PL,MIGRATION,1599280.79,1M_4_9M,658,21,1,15,44,32,42,1,NONE,,JOINT_SECRETARIAT,2018-02-12,2024-02-19
2018,REG_2018_000655,PUBLIC_BODY,US,FINANCE,600735.85,500000_999999,718,12,8,28,14,38,15,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-11-18,2025-10-04
2019,REG_2019_000656,TRADE_ASSOCIATION,CA,HEALTH,794992.57,500000_999999,677,10,27,56,65,36,12,0,NONE,,PUBLIC_DISCLOSURE_API,2019-04-15,2025-05-04
2020,REG_2020_000657,COMPANY,CY,CLIMATE,309328.87,100000_499999,668,5,23,58,73,18,22,0,NONE,,JOINT_SECRETARIAT,2020-03-12,2025-01-26
2021,REG_2021_000658,THINK_TANK,GR,SPACE,7412707.19,5M_PLUS,692,5,27,48,66,26,31,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-11-15,2024-07-13
2022,REG_2022_000659,CONSULTANCY,MT,COMPETITION,6733555.72,5M_PLUS,722,11,35,21,16,103,52,0,NONE,,PUBLIC_DISCLOSURE_API,2023-02-16,2025-10-31
2023,REG_2023_000660,UNIVERSITY,ES,SECURITY,4053766.97,1M_4_9M,669,11,25,60,1,17,16,1,SUSPENSION,2023-09-25,JOINT_SECRETARIAT,2024-01-16,2024-05-21
2024,REG_2024_000661,LAW_FIRM,UA,AGRICULTURE,2004420.22,1M_4_9M,741,6,9,42,19,34,14,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-10-11,2024-03-03
2025,REG_2025_000662,NGO,BG,TRANSPORT,3173401.07,1M_4_9M,681,24,35,31,63,31,19,1,NONE,,PUBLIC_DISCLOSURE_API,2025-09-02,2025-10-30
2026,REG_2026_000663,PUBLIC_BODY,FR,ENERGY,7508599.44,5M_PLUS,704,15,13,0,78,18,59,0,NONE,,JOINT_SECRETARIAT,2026-04-16,2025-02-25
2014,REG_2014_000664,TRADE_ASSOCIATION,LT,DIGITAL,3739276.4,1M_4_9M,722,3,12,39,85,14,30,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-03-10,2025-10-17
2015,REG_2015_000665,COMPANY,SK,DATA_GOV,7328621.12,5M_PLUS,743,8,21,60,71,15,30,0,NONE,,PUBLIC_DISCLOSURE_API,2016-01-25,2025-02-19
2016,REG_2016_000666,THINK_TANK,NO,CONSUMER,4948953.53,1M_4_9M,698,18,2,68,66,35,29,0,NONE,,JOINT_SECRETARIAT,2017-09-03,2024-05-07
2017,REG_2017_000667,CONSULTANCY,AT,MIGRATION,2002867.54,1M_4_9M,706,11,24,57,4,171,18,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-06-21,2025-06-21
2018,REG_2018_000668,UNIVERSITY,EE,FINANCE,6083570.91,5M_PLUS,676,6,12,6,14,1,15,0,NONE,,PUBLIC_DISCLOSURE_API,2018-10-25,2024-04-07
2019,REG_2019_000669,LAW_FIRM,IT,HEALTH,7562466.29,5M_PLUS,730,12,28,28,50,150,2,0,NONE,,JOINT_SECRETARIAT,2020-06-14,2025-01-30
2020,REG_2020_000670,NGO,PT,CLIMATE,3830968.06,1M_4_9M,705,16,22,19,51,8,49,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-07-01,2026-01-14
2021,REG_2021_000671,PUBLIC_BODY,GB,SPACE,4765433.33,1M_4_9M,689,12,13,7,22,28,2,0,NONE,,PUBLIC_DISCLOSURE_API,2022-04-18,2024-07-14
2022,REG_2022_000672,TRADE_ASSOCIATION,JP,COMPETITION,355898.79,100000_499999,716,4,11,37,71,21,39,0,NONE,,JOINT_SECRETARIAT,2023-01-20,2024-09-14
2023,REG_2023_000673,COMPANY,CZ,SECURITY,3193452.95,1M_4_9M,726,19,5,59,33,20,40,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-05-28,2024-02-27
2024,REG_2024_000674,THINK_TANK,HU,AGRICULTURE,539382.08,500000_999999,748,5,23,34,53,32,25,0,NONE,,PUBLIC_DISCLOSURE_API,2024-05-14,2024-10-12
2025,REG_2025_000675,CONSULTANCY,NL,TRANSPORT,1409988.34,1M_4_9M,727,21,9,10,40,61,43,0,NONE,,JOINT_SECRETARIAT,2026-08-23,2025-01-22
2026,REG_2026_000676,UNIVERSITY,SE,ENERGY,6633908.51,5M_PLUS,716,20,11,21,26,17,17,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-04-24,2025-01-21
2014,REG_2014_000677,LAW_FIRM,TR,DIGITAL,3350276.47,1M_4_9M,750,19,21,25,56,151,7,1,REMOVAL,2014-09-22,PUBLIC_DISCLOSURE_API,2014-07-30,2026-01-18
2015,REG_2015_000678,NGO,HR,DATA_GOV,6656411.77,5M_PLUS,732,11,27,46,25,33,46,0,NONE,,JOINT_SECRETARIAT,2016-07-25,2025-04-06
