env_adapt_reference_year,env_adapt_country_iso2,env_adapt_region_nuts_code,env_adapt_hazard_type_code,env_adapt_hazard_frequency_index,env_adapt_hazard_severity_index,env_adapt_population_exposed_count,env_adapt_assets_exposed_eur,env_adapt_vulnerability_index,env_adapt_adaptive_capacity_index,env_adapt_expected_annual_loss_eur,env_adapt_insurance_penetration_pct,env_adapt_national_adaptation_plan_flag,env_adapt_local_adaptation_plan_count,env_adapt_nature_based_solutions_area_ha,env_adapt_climate_services_usage_flag,env_adapt_disaster_risk_reduction_investment_eur,env_adapt_solidarity_fund_activation_flag,env_adapt_data_source,env_adapt_data_extract_date
2007,BE,AT31,STORM_WIND,0.6809,0.2723,258794,45041242443.88,0.1281,0.5489,36469239.54,28.83,1,24,11405.35,1,2632447717.31,0,REGIONAL_RESILIENCE_REPORT,2026-01-30
2008,DK,IE452,WILDFIRE,0.6393,0.8802,235246,17076379840.71,0.1263,0.1984,82781794.14,22.38,1,145,37870.85,0,1116715201.39,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-29
2009,GR,IE6,DROUGHT,0.7502,0.3383,274336,4121821561.84,0.3508,0.2321,26215882.65,56.96,0,205,42028.59,1,4489149100.24,0,COPERNICUS_C3S_INDICATORS,2025-09-10
2010,LT,AT131,FLOOD_COASTAL,0.1802,0.5131,268487,7789261512.72,0.8432,0.8647,33473730.14,27.29,0,31,76671.92,0,2072983026.05,0,NATIONAL_RISK_ASSESSMENT,2024-05-31
2011,PT,MT736,FLOOD_RIVER,0.9115,0.1981,226472,21511479485.0,0.7476,0.763,80826780.62,83.65,0,174,4406.26,1,2356240718.11,0,REGIONAL_RESILIENCE_REPORT,2024-09-24
2012,SE,MT309,HEATWAVE,0.1353,0.8734,202945,77281330708.25,0.3803,0.5555,194312974.18,30.24,1,173,93646.93,1,936319743.02,0,EEA_CLIMATE_ADAPTATION_DB,2024-12-07
2013,CY,SK80,COLD_SPELL,0.778,0.7953,206255,43795155619.45,0.2602,0.6249,400830213.16,45.71,1,137,69200.82,1,268654462.82,0,COPERNICUS_C3S_INDICATORS,2024-06-21
2014,FR,NL8,LANDSLIDE,0.702,0.653,266029,67257243206.78,0.6806,0.4157,428302761.53,30.07,1,62,56244.3,1,1463378165.29,0,NATIONAL_RISK_ASSESSMENT,2025-02-28
2015,IT,GR962,STORM_WIND,0.811,0.9123,242857,76198043149.01,0.7318,0.9705,1292053232.61,68.14,0,118,33423.01,0,958789502.33,0,REGIONAL_RESILIENCE_REPORT,2025-02-22
2016,NL,PT668,WILDFIRE,0.6886,0.2548,254509,11356382412.71,0.9453,0.6844,113088683.48,55.78,1,62,29635.57,0,833536385.62,0,EEA_CLIMATE_ADAPTATION_DB,2024-02-07
2017,SI,GR251,DROUGHT,0.8272,0.2528,268318,1055072026.75,0.7013,0.1569,4391942.7,61.07,1,186,62944.44,0,2320111313.91,0,COPERNICUS_C3S_INDICATORS,2025-11-16
2018,BG,NL16,FLOOD_COASTAL,0.4488,0.9205,230942,42940207201.42,0.349,0.842,150978295.06,24.75,0,96,7804.3,1,481565000.68,0,NATIONAL_RISK_ASSESSMENT,2024-08-19
2019,EE,HU269,FLOOD_RIVER,0.7439,0.8383,229578,68642710031.91,0.7501,0.3031,2402277552.69,76.25,1,54,56376.6,0,1873427942.29,1,REGIONAL_RESILIENCE_REPORT,2025-05-21
2020,HU,DK78,HEATWAVE,0.5043,0.8381,228386,3856624616.96,0.5766,0.5634,38603507.0,41.56,1,97,59637.06,1,147609626.3,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-06
2021,LU,LV37,COLD_SPELL,0.2435,0.1909,260263,41745867859.66,0.4113,0.7205,42309560.54,21.44,1,57,7780.21,1,2416763976.03,0,COPERNICUS_C3S_INDICATORS,2026-01-02
2022,RO,PT97,LANDSLIDE,0.2426,0.8616,215445,15742410274.94,0.3288,0.2104,66548538.91,22.96,0,79,13943.14,1,1153487897.25,0,NATIONAL_RISK_ASSESSMENT,2025-03-18
2023,AT,IE119,STORM_WIND,0.9342,0.5854,269354,3304453874.81,0.8276,0.8929,31084654.48,54.72,1,72,29560.26,1,2042646772.79,0,REGIONAL_RESILIENCE_REPORT,2024-01-22
2024,CZ,SK35,WILDFIRE,0.2918,0.2934,235640,19649304444.66,0.3199,0.4361,15370270.45,72.35,1,78,54821.97,0,1722674615.3,0,EEA_CLIMATE_ADAPTATION_DB,2025-02-17
2025,DE,IE59,DROUGHT,0.1012,0.6301,276302,43230249584.02,0.3172,0.3145,26294475.12,80.69,1,149,19902.17,1,4196748600.31,0,COPERNICUS_C3S_INDICATORS,2025-12-21
2005,LV,EE83,FLOOD_COASTAL,0.4961,0.5727,283940,9926008133.52,0.6001,0.3292,34434679.81,46.01,1,101,8785.36,0,3664214605.16,0,NATIONAL_RISK_ASSESSMENT,2024-06-15
2006,PL,SK904,FLOOD_RIVER,0.415,0.4851,214580,17092212459.28,0.2514,0.8377,38995651.99,62.68,1,193,52246.98,1,2029681921.69,0,REGIONAL_RESILIENCE_REPORT,2024-01-06
2007,ES,IT1,HEATWAVE,0.0893,0.2239,273918,49347113401.16,0.1134,0.6198,5584181.14,55.98,1,188,96508.03,1,906446598.76,0,EEA_CLIMATE_ADAPTATION_DB,2024-01-03
2008,HR,GR692,COLD_SPELL,0.0798,0.6256,247112,47059542587.9,0.7139,0.8433,40248158.73,25.77,1,55,76031.34,1,1098578741.23,0,COPERNICUS_C3S_INDICATORS,2025-05-18
2009,FI,LT1,LANDSLIDE,0.3602,0.3824,266005,63205354883.98,0.1312,0.3475,78473052.49,53.07,1,204,64683.46,0,820374744.99,0,NATIONAL_RISK_ASSESSMENT,2025-12-02
2010,IE,AT809,STORM_WIND,0.8799,0.4736,278977,8777782346.55,0.5942,0.5652,35625523.58,75.21,1,86,33659.72,1,1434824003.99,0,REGIONAL_RESILIENCE_REPORT,2024-09-14
2011,MT,HR7,WILDFIRE,0.7838,0.7967,274885,16403744215.17,0.9181,0.7346,457091289.86,12.79,1,148,46139.61,0,3407928331.55,0,EEA_CLIMATE_ADAPTATION_DB,2026-02-25
2012,SK,RO27,DROUGHT,0.5565,0.5178,290945,44302699375.14,0.2707,0.3084,47526352.16,62.18,0,105,20368.41,1,529584603.98,0,COPERNICUS_C3S_INDICATORS,2026-01-01
2013,BE,RO245,FLOOD_COASTAL,0.4824,0.6584,263814,23099428312.4,0.2792,0.1641,157102092.09,51.76,1,42,41992.85,0,2007017041.64,0,NATIONAL_RISK_ASSESSMENT,2025-05-27
2014,DK,BE430,FLOOD_RIVER,0.4784,0.9215,225171,34688709731.12,0.7627,0.333,868508390.05,28.87,1,79,9909.95,1,2319953069.44,0,REGIONAL_RESILIENCE_REPORT,2025-09-20
2015,GR,PL371,HEATWAVE,0.8854,0.8235,238488,4782979498.92,0.528,0.475,80784628.01,16.81,1,188,63191.96,1,935581385.78,0,EEA_CLIMATE_ADAPTATION_DB,2024-10-09
2016,LT,BE94,COLD_SPELL,0.7067,0.7095,230493,35955943120.74,0.7023,0.2577,913409248.81,11.85,0,82,5415.5,0,1304124871.15,0,COPERNICUS_C3S_INDICATORS,2024-07-07
2017,PT,CY271,LANDSLIDE,0.2433,0.7105,263213,30356053695.47,0.8551,0.6357,216821900.44,15.01,0,205,14712.16,1,2133751974.39,0,NATIONAL_RISK_ASSESSMENT,2025-12-08
2018,SE,IE920,STORM_WIND,0.2885,0.3963,231370,28144093479.2,0.6787,0.8637,123346163.59,10.17,1,200,33320.06,0,795559286.29,0,REGIONAL_RESILIENCE_REPORT,2025-04-14
2019,CY,DE86,WILDFIRE,0.1227,0.7938,252913,25574562083.02,0.5577,0.5643,97465083.37,76.31,1,76,40279.32,1,2096358606.92,0,EEA_CLIMATE_ADAPTATION_DB,2024-03-26
2020,FR,MT50,DROUGHT,0.0624,0.3598,245082,18401886822.77,0.6425,0.4207,13410075.54,78.59,0,0,71532.53,0,2729796734.77,0,COPERNICUS_C3S_INDICATORS,2025-05-09
2021,IT,FR18,FLOOD_COASTAL,0.6081,0.8626,224185,46939095247.07,0.6047,0.6598,783905432.19,58.31,1,249,19448.75,1,2794975478.42,0,NATIONAL_RISK_ASSESSMENT,2025-10-02
2022,NL,DE14,FLOOD_RIVER,0.2899,0.6813,238134,11359741174.02,0.422,0.4271,14468425.58,67.4,1,125,19382.45,1,354919772.69,0,REGIONAL_RESILIENCE_REPORT,2024-05-10
2023,SI,ES83,HEATWAVE,0.6982,0.2768,283919,51330839815.64,0.8907,0.8415,244400461.24,77.76,1,140,90078.09,0,3773933106.85,0,EEA_CLIMATE_ADAPTATION_DB,2025-06-07
2024,BG,NL5,COLD_SPELL,0.2597,0.6313,241038,4448232681.65,0.5642,0.3892,24411291.21,18.68,1,176,73570.91,0,2376840682.9,0,COPERNICUS_C3S_INDICATORS,2025-04-01
2025,EE,FR25,LANDSLIDE,0.3232,0.6504,230502,31222496598.33,0.1569,0.4549,61772268.25,5.33,1,131,6712.49,1,3013652198.66,0,NATIONAL_RISK_ASSESSMENT,2024-06-18
2005,HU,SI143,STORM_WIND,0.8491,0.8339,241419,67185642076.49,0.3048,0.8832,524183205.03,28.95,1,230,66072.32,0,1927711401.36,0,REGIONAL_RESILIENCE_REPORT,2024-04-30
2006,LU,LU1,WILDFIRE,0.4927,0.6821,221857,77312337046.24,0.3838,0.5299,429396059.34,80.33,1,187,27838.09,1,121944710.46,0,EEA_CLIMATE_ADAPTATION_DB,2025-12-20
2007,RO,DK71,DROUGHT,0.2685,0.1079,229151,38583403942.91,0.4883,0.7597,11926225.27,56.16,1,15,71599.1,1,1048203502.22,0,COPERNICUS_C3S_INDICATORS,2026-01-15
2008,AT,RO6,FLOOD_COASTAL,0.8624,0.8277,298340,45528216694.91,0.5069,0.2166,876134315.85,83.65,1,194,9549.3,0,481806944.58,0,NATIONAL_RISK_ASSESSMENT,2025-11-13
2009,CZ,RO3,FLOOD_RIVER,0.5574,0.4106,254878,49582881057.88,0.6728,0.8051,110758773.02,58.94,0,98,52702.5,1,1835272844.57,0,REGIONAL_RESILIENCE_REPORT,2024-12-13
2010,DE,IT61,HEATWAVE,0.5128,0.3071,298421,59042968103.78,0.5906,0.5759,179231614.07,27.06,1,250,51824.98,0,1845012669.84,0,EEA_CLIMATE_ADAPTATION_DB,2025-10-01
2011,LV,FI966,COLD_SPELL,0.4326,0.7152,279440,12641914925.37,0.8399,0.8221,100749094.07,17.75,1,14,44890.89,1,1733432825.18,0,COPERNICUS_C3S_INDICATORS,2024-08-19
2012,PL,GR986,LANDSLIDE,0.6886,0.5342,283867,12099673037.44,0.4696,0.6846,160290692.04,47.82,1,169,44502.92,1,2198439696.44,1,NATIONAL_RISK_ASSESSMENT,2025-04-13
2013,ES,LV41,STORM_WIND,0.7977,0.4121,252609,28589354082.7,0.7265,0.7179,69580641.33,59.14,1,70,956.82,1,1617006082.3,0,REGIONAL_RESILIENCE_REPORT,2025-07-19
2014,HR,CZ805,WILDFIRE,0.6096,0.1081,246575,9430263502.57,0.7797,0.5675,35415311.56,46.72,0,101,45536.99,0,2819539242.95,0,EEA_CLIMATE_ADAPTATION_DB,2025-03-15
2015,FI,LT987,DROUGHT,0.4193,0.9721,295805,30017695888.29,0.1891,0.8805,122213745.98,48.49,1,138,37003.7,0,4004538551.15,0,COPERNICUS_C3S_INDICATORS,2024-06-12
2016,IE,CZ41,FLOOD_COASTAL,0.1177,0.814,253309,42621303290.9,0.9323,0.968,85583655.16,80.72,1,49,97181.35,0,819887202.32,0,NATIONAL_RISK_ASSESSMENT,2024-02-16
2017,MT,FR356,FLOOD_RIVER,0.2304,0.7529,239380,21126611081.51,0.4848,0.7713,27763897.04,66.6,1,36,3357.64,1,484604329.34,0,REGIONAL_RESILIENCE_REPORT,2024-12-08
2018,SK,AT3,HEATWAVE,0.4819,0.3578,249788,31738956637.75,0.9251,0.6743,377587360.77,27.23,1,209,52586.34,1,2792629917.67,1,EEA_CLIMATE_ADAPTATION_DB,2025-08-09
2019,BE,MT933,COLD_SPELL,0.8316,0.8281,233674,7041205703.79,0.3409,0.3566,106396722.54,22.28,0,91,33364.52,0,2040457606.31,0,COPERNICUS_C3S_INDICATORS,2024-01-31
2020,DK,LU873,LANDSLIDE,0.2952,0.1791,285617,10665551511.77,0.4777,0.9296,12836012.59,14.39,1,149,40217.28,1,83176895.84,0,NATIONAL_RISK_ASSESSMENT,2024-10-08
2021,GR,AT723,STORM_WIND,0.1737,0.3675,250012,9376595300.45,0.917,0.6594,39693833.19,73.97,1,96,46910.63,1,14659421.77,0,REGIONAL_RESILIENCE_REPORT,2025-04-02
2022,LT,EE47,WILDFIRE,0.9004,0.4204,248175,34910389678.5,0.5914,0.2647,137555411.76,9.75,1,255,24063.4,1,644511031.94,0,EEA_CLIMATE_ADAPTATION_DB,2026-01-25
2023,PT,RO97,DROUGHT,0.654,0.8389,261565,32291494589.53,0.6765,0.6817,590808957.59,73.8,1,154,16677.85,0,1264078224.45,0,COPERNICUS_C3S_INDICATORS,2024-05-27
2024,SE,SK422,FLOOD_COASTAL,0.34,0.8203,249767,51981007763.49,0.3844,0.2212,261641038.46,75.69,1,112,23053.02,0,4221794243.92,0,NATIONAL_RISK_ASSESSMENT,2024-02-17
2025,CY,AT2,FLOOD_RIVER,0.7721,0.4914,247177,15774297017.42,0.6617,0.5891,260910265.42,49.35,1,163,60667.96,1,812503372.78,0,REGIONAL_RESILIENCE_REPORT,2026-02-06
2005,FR,DE109,HEATWAVE,0.486,0.6767,243692,41445652060.2,0.1905,0.1727,139153427.2,20.71,1,18,82568.27,1,1940075335.46,0,EEA_CLIMATE_ADAPTATION_DB,2026-01-27
2006,IT,BG94,COLD_SPELL,0.3645,0.6762,306667,11877323781.75,0.5768,0.8098,74770877.11,16.52,1,88,1870.37,0,3951044946.1,0,COPERNICUS_C3S_INDICATORS,2024-03-26
2007,NL,AT53,LANDSLIDE,0.8985,0.7777,250331,37499413406.95,0.8732,0.2222,791367646.05,57.42,0,111,13607.18,1,836109430.31,0,NATIONAL_RISK_ASSESSMENT,2025-08-24
2008,SI,PL73,STORM_WIND,0.0548,0.214,231409,43593927302.47,0.9361,0.4878,32245417.98,61.85,1,134,30620.66,0,1388444085.68,1,REGIONAL_RESILIENCE_REPORT,2024-09-09
2009,BG,MT33,WILDFIRE,0.939,0.4235,307245,11660083449.74,0.8852,0.6773,190887841.88,70.94,1,173,7515.43,1,3179732697.37,0,EEA_CLIMATE_ADAPTATION_DB,2025-06-01
2010,EE,GR33,DROUGHT,0.4689,0.6327,270549,10405476516.06,0.9304,0.8879,220566655.52,77.53,1,185,17871.33,1,39239002.95,0,COPERNICUS_C3S_INDICATORS,2024-01-05
2011,HU,LT804,FLOOD_COASTAL,0.3033,0.4493,239659,12373806065.38,0.4481,0.2763,54891091.96,12.27,1,218,37354.06,1,2825607303.1,0,NATIONAL_RISK_ASSESSMENT,2026-01-04
2012,LU,IT8,FLOOD_RIVER,0.8277,0.9177,275975,5422417639.33,0.8079,0.2115,35574535.08,43.59,0,214,7685.79,1,387396026.16,0,REGIONAL_RESILIENCE_REPORT,2025-06-22
2013,RO,LT4,HEATWAVE,0.382,0.7406,252151,58349637801.38,0.4631,0.3647,120434576.92,81.37,1,134,50638.41,1,196108424.27,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-19
2014,AT,NL349,COLD_SPELL,0.4159,0.1948,253352,4488247339.77,0.8285,0.6717,19328807.51,42.02,1,144,63145.53,1,4019589505.19,0,COPERNICUS_C3S_INDICATORS,2025-09-11
2015,CZ,ES5,LANDSLIDE,0.9111,0.7896,270016,51440771102.98,0.2323,0.1591,526643634.54,43.06,1,24,37783.57,0,1095780961.07,1,NATIONAL_RISK_ASSESSMENT,2025-06-28
2016,DE,FI50,STORM_WIND,0.7693,0.1638,305653,25422052351.34,0.6654,0.3613,97289103.98,31.56,0,216,36440.21,0,2743335935.53,0,REGIONAL_RESILIENCE_REPORT,2025-02-12
2017,LV,FI532,WILDFIRE,0.1011,0.599,266070,18773235626.77,0.1766,0.65,13540217.28,25.01,0,208,76322.91,1,878449656.86,0,EEA_CLIMATE_ADAPTATION_DB,2024-07-09
2018,PL,HR9,DROUGHT,0.5892,0.8009,269890,28527656663.19,0.5641,0.8276,200781442.02,63.56,1,161,45874.1,1,2616657528.41,0,COPERNICUS_C3S_INDICATORS,2024-03-30
2019,ES,SK65,FLOOD_COASTAL,0.1811,0.887,234980,207296029.78,0.7366,0.8095,840911.44,61.6,0,77,27353.9,1,2034134847.48,0,NATIONAL_RISK_ASSESSMENT,2024-07-02
2020,HR,LV7,FLOOD_RIVER,0.0764,0.1061,300175,5411165866.27,0.5552,0.4674,651725.87,10.26,0,120,23368.88,0,3777436686.53,0,REGIONAL_RESILIENCE_REPORT,2024-01-24
2021,FI,BG8,HEATWAVE,0.2085,0.8137,296106,56783062472.05,0.6723,0.7086,177743488.43,77.76,1,179,27217.89,1,1119258820.13,0,EEA_CLIMATE_ADAPTATION_DB,2025-08-05
2022,IE,AT55,COLD_SPELL,0.1665,0.7554,268406,56590966882.96,0.3787,0.7632,98782431.33,75.26,1,209,47751.08,0,3707364213.69,0,COPERNICUS_C3S_INDICATORS,2025-07-22
2023,MT,RO654,LANDSLIDE,0.8504,0.2089,274214,4792676745.33,0.688,0.4909,6500622.12,22.64,1,67,51053.26,0,1381309807.29,0,NATIONAL_RISK_ASSESSMENT,2025-11-19
2024,SK,HR220,STORM_WIND,0.3729,0.745,312722,4005720528.45,0.2625,0.623,4295500.28,41.38,1,29,56316.99,1,1465420540.98,0,REGIONAL_RESILIENCE_REPORT,2024-09-29
2025,BE,GR463,WILDFIRE,0.3746,0.441,240642,8773067545.88,0.4402,0.4991,14325445.47,9.96,1,190,33421.08,1,3577238116.04,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-31
2005,DK,SK3,DROUGHT,0.7224,0.4869,284847,31880225473.35,0.1952,0.7206,174564618.79,70.05,0,2,19290.34,0,440257869.58,0,COPERNICUS_C3S_INDICATORS,2024-12-19
2006,GR,ES8,FLOOD_COASTAL,0.3048,0.8345,312068,7136579061.84,0.1612,0.8292,17755407.13,33.24,1,194,93394.43,0,943516434.69,0,NATIONAL_RISK_ASSESSMENT,2026-01-11
2007,LT,CZ61,FLOOD_RIVER,0.7038,0.4316,240414,50971820267.52,0.3812,0.2281,174702735.54,39.5,1,25,64516.26,0,1504349652.81,0,REGIONAL_RESILIENCE_REPORT,2024-08-09
2008,PT,RO47,HEATWAVE,0.9069,0.7902,244276,27203161432.41,0.6264,0.8845,697020665.89,60.86,0,89,25134.24,0,68136615.45,0,EEA_CLIMATE_ADAPTATION_DB,2024-01-14
2009,SE,BE48,COLD_SPELL,0.6371,0.4167,262386,1187857551.87,0.3616,0.1543,8323499.11,57.51,1,40,66209.76,1,204040204.83,0,COPERNICUS_C3S_INDICATORS,2024-09-05
2010,CY,AT982,LANDSLIDE,0.7999,0.8733,252308,74481857354.08,0.4959,0.5388,1120738184.78,75.75,1,135,13098.16,1,38567044.49,0,NATIONAL_RISK_ASSESSMENT,2024-04-05
2011,FR,HR940,STORM_WIND,0.8828,0.2552,252830,23287516046.01,0.3382,0.1959,60115135.57,59.68,0,71,49676.15,0,928844284.82,0,REGIONAL_RESILIENCE_REPORT,2025-05-31
2012,IT,SK468,WILDFIRE,0.1059,0.1478,263416,834439439.13,0.5346,0.5563,314003.97,44.25,0,140,51772.16,0,2527082166.5,0,EEA_CLIMATE_ADAPTATION_DB,2024-10-30
2013,NL,CZ717,DROUGHT,0.2829,0.5514,311677,17673800367.28,0.1778,0.5159,23399434.66,54.33,1,197,496.46,1,1155294550.8,0,COPERNICUS_C3S_INDICATORS,2025-01-17
2014,SI,IT6,FLOOD_COASTAL,0.8892,0.5524,278515,51374834065.5,0.8448,0.7962,1605858658.67,17.35,1,75,20780.39,1,2666660826.24,1,NATIONAL_RISK_ASSESSMENT,2024-07-24
2015,BG,IT298,FLOOD_RIVER,0.5017,0.315,267472,29664812204.25,0.4513,0.325,97149161.01,60.77,0,40,88311.95,0,2199032928.15,0,REGIONAL_RESILIENCE_REPORT,2026-02-25
2016,EE,IE951,HEATWAVE,0.6784,0.1852,320788,52617085953.81,0.3141,0.2353,114120473.09,23.37,1,193,37914.3,0,806808701.22,0,EEA_CLIMATE_ADAPTATION_DB,2025-10-06
2017,HU,BG42,COLD_SPELL,0.3128,0.5514,306058,53974831793.91,0.6921,0.2457,250843761.69,43.16,1,53,1523.84,1,1258833016.97,0,COPERNICUS_C3S_INDICATORS,2024-08-07
2018,LU,BG5,LANDSLIDE,0.3939,0.9601,306804,38866333895.34,0.6028,0.3478,511117723.22,13.03,1,214,27909.46,0,1516898100.82,0,NATIONAL_RISK_ASSESSMENT,2024-05-05
2019,RO,ES42,STORM_WIND,0.1221,0.8212,287298,13109833196.53,0.2003,0.5201,3432871.1,48.52,1,141,6443.09,0,2791767318.2,0,REGIONAL_RESILIENCE_REPORT,2025-05-15
2020,AT,IE541,WILDFIRE,0.5778,0.9768,279456,38001889270.92,0.8392,0.6544,300976300.12,54.76,0,201,60850.66,0,371552678.19,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-07
2021,CZ,FR166,DROUGHT,0.928,0.5101,301297,38987309720.27,0.7023,0.7339,552743276.69,18.86,1,30,964.22,0,211817416.79,0,COPERNICUS_C3S_INDICATORS,2024-03-31
2022,DE,AT47,FLOOD_COASTAL,0.3343,0.1782,299116,25619665382.6,0.8553,0.6837,60224285.52,61.36,1,202,52772.41,0,931075093.1,1,NATIONAL_RISK_ASSESSMENT,2024-04-12
2023,LV,ES521,FLOOD_RIVER,0.1772,0.1795,287222,1386980328.03,0.6626,0.225,1277895.84,65.41,1,105,13344.52,0,759941843.36,0,REGIONAL_RESILIENCE_REPORT,2024-01-25
2024,PL,MT9,HEATWAVE,0.2515,0.7651,325695,30248318539.06,0.8763,0.5534,264657986.08,79.89,1,61,29410.87,0,2252591091.11,1,EEA_CLIMATE_ADAPTATION_DB,2024-05-19
2025,ES,ES61,COLD_SPELL,0.3798,0.3695,268118,40826704256.18,0.2811,0.1902,30215441.85,68.04,1,211,66577.61,0,260199624.18,0,COPERNICUS_C3S_INDICATORS,2026-01-01
2005,HR,LT422,LANDSLIDE,0.3578,0.4155,251172,70896750747.08,0.2647,0.6647,69110547.73,49.58,1,204,64515.55,0,498963089.37,0,NATIONAL_RISK_ASSESSMENT,2024-10-28
2006,FI,CZ774,STORM_WIND,0.0827,0.6052,315139,36636447139.42,0.3169,0.5419,14714313.59,50.4,0,159,17069.11,1,2618649072.44,0,REGIONAL_RESILIENCE_REPORT,2024-10-14
2007,IE,MT44,WILDFIRE,0.5879,0.8869,262376,523921413.08,0.3692,0.2854,5560502.03,74.83,1,140,15650.73,1,1828193855.08,0,EEA_CLIMATE_ADAPTATION_DB,2025-08-04
2008,MT,DE4,DROUGHT,0.6363,0.1679,260322,39197800512.9,0.2006,0.397,14999110.27,28.06,0,98,70652.0,0,1562361594.16,0,COPERNICUS_C3S_INDICATORS,2025-04-29
2009,SK,SK297,FLOOD_COASTAL,0.5846,0.5376,293586,31298179698.25,0.7027,0.8065,123826400.88,32.21,1,44,1648.14,1,2049714299.67,0,NATIONAL_RISK_ASSESSMENT,2024-08-06
2010,BE,AT13,FLOOD_RIVER,0.4212,0.4784,272481,27459359053.06,0.6069,0.9728,41029912.4,41.04,0,194,91391.01,0,2587805244.04,0,REGIONAL_RESILIENCE_REPORT,2025-03-24
2011,DK,DK13,HEATWAVE,0.7554,0.4717,293870,43093845411.82,0.3915,0.8306,396589113.9,62.15,1,51,40698.06,1,936775823.94,0,EEA_CLIMATE_ADAPTATION_DB,2025-05-08
2012,GR,CZ636,COLD_SPELL,0.9241,0.5268,253522,55002940005.05,0.4243,0.9006,121254764.96,33.85,1,21,31752.75,1,37209721.66,0,COPERNICUS_C3S_INDICATORS,2025-11-21
2013,LT,SE818,LANDSLIDE,0.2663,0.9074,252466,4878751742.99,0.4731,0.4508,14932468.51,67.71,0,49,40920.84,0,876902672.07,0,NATIONAL_RISK_ASSESSMENT,2025-07-12
2014,PT,MT97,STORM_WIND,0.4731,0.117,316705,24283621633.74,0.837,0.5704,11855722.38,10.33,1,53,53671.65,0,294823193.1,1,REGIONAL_RESILIENCE_REPORT,2026-01-15
2015,SE,HR46,WILDFIRE,0.8946,0.1204,252820,62532811807.15,0.4708,0.4773,39890163.89,78.3,1,177,23283.95,1,1421281721.82,0,EEA_CLIMATE_ADAPTATION_DB,2026-02-18
2016,CY,CZ999,DROUGHT,0.3126,0.3886,294564,51688899922.24,0.5381,0.3672,189710747.35,63.22,1,78,73201.11,0,144142510.71,0,COPERNICUS_C3S_INDICATORS,2024-05-14
2017,FR,DK23,FLOOD_COASTAL,0.0997,0.9447,279048,49652961326.31,0.3546,0.4995,123412048.97,19.01,0,39,75905.47,0,534224490.64,0,NATIONAL_RISK_ASSESSMENT,2024-11-03
2018,IT,SE9,FLOOD_RIVER,0.8395,0.886,322321,16574339367.45,0.495,0.979,354851116.0,21.87,1,52,29698.28,1,1805950822.23,0,REGIONAL_RESILIENCE_REPORT,2024-12-17
2019,NL,BE375,HEATWAVE,0.067,0.704,322431,30654202952.4,0.3626,0.7171,13606031.21,70.52,1,55,91131.56,1,2557699061.47,0,EEA_CLIMATE_ADAPTATION_DB,2026-01-26
2020,SI,NL726,COLD_SPELL,0.275,0.1197,290555,33261891182.83,0.4581,0.531,35995769.99,74.22,1,33,26224.38,0,1896654473.78,0,COPERNICUS_C3S_INDICATORS,2026-01-29
2021,BG,BE13,LANDSLIDE,0.6987,0.1804,271023,53865534135.19,0.9329,0.6556,369930685.53,11.48,1,137,12495.01,1,2169809136.27,0,NATIONAL_RISK_ASSESSMENT,2025-12-29
2022,EE,ES75,STORM_WIND,0.4328,0.2053,308013,23106494200.28,0.6171,0.9086,59966318.63,13.94,1,84,24246.28,1,3144271433.0,0,REGIONAL_RESILIENCE_REPORT,2025-01-01
2023,HU,PT398,WILDFIRE,0.5459,0.2452,312412,62010592564.84,0.9224,0.8949,363466885.65,61.16,1,51,17743.86,0,112705615.14,1,EEA_CLIMATE_ADAPTATION_DB,2024-08-13
2024,LU,LV69,DROUGHT,0.4894,0.9593,327057,45081592047.69,0.151,0.468,85745548.25,68.25,0,69,35963.58,1,626188919.53,0,COPERNICUS_C3S_INDICATORS,2024-07-31
2025,RO,AT69,FLOOD_COASTAL,0.4336,0.277,324575,63509612791.71,0.9232,0.2165,389721170.31,31.06,1,1,49407.81,0,1727605601.42,0,NATIONAL_RISK_ASSESSMENT,2024-09-04
2005,AT,EE64,FLOOD_RIVER,0.6814,0.7266,283594,26197929768.12,0.6568,0.1669,213561289.26,58.12,1,164,83717.68,0,2172531338.09,0,REGIONAL_RESILIENCE_REPORT,2025-11-20
2006,CZ,ES905,HEATWAVE,0.475,0.2409,322488,57208037602.55,0.9042,0.6974,332548663.02,81.78,0,178,85133.41,0,2613335394.79,0,EEA_CLIMATE_ADAPTATION_DB,2025-03-15
2007,DE,BG763,COLD_SPELL,0.4808,0.9282,263793,53007251701.85,0.6882,0.8562,453827172.36,52.71,1,190,7189.19,1,1770125184.38,0,COPERNICUS_C3S_INDICATORS,2025-03-11
2008,LV,FR9,LANDSLIDE,0.7216,0.7447,259661,28888759010.04,0.6641,0.8989,817168232.48,78.24,0,7,63586.76,1,2831864618.25,1,NATIONAL_RISK_ASSESSMENT,2024-04-30
2009,PL,EE767,STORM_WIND,0.4775,0.111,281163,4931099248.49,0.1191,0.8993,1725069.1,42.6,1,157,72379.96,1,3600371770.87,0,REGIONAL_RESILIENCE_REPORT,2024-07-01
