house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_inr,house_rent_effective_rent_inr,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_inr,house_rent_application_fee_inr,house_rent_security_deposit_inr,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2021-09,BLDG-a15b124307e9,1,132458,121566,5,14.07,3,3.0,30.08,N,13133,4319,337440,0.391,N,96.7,32439,N,22.85
2022-05,BLDG-bb056b19082b,1,137157,139538,5,14.14,12,2.09,53.03,Y,24743,1688,190945,7.37,N,91.5,19927,N,47.31
2025-05,BLDG-bd6d44929c86,0,139107,122074,1,5.18,9,4.92,10.98,Y,12172,4232,194156,3.896,Y,93.6,1364,N,31.02
2025-09,BLDG-747acd05d506,0,75911,70614,1,17.89,24,2.02,30.74,Y,2578,3688,114976,6.952,Y,195.8,41106,N,48.53
2023-06,BLDG-8cf78476cdfd,4,168336,170645,0,2.81,3,4.18,20.25,Y,22727,1090,59693,3.518,N,172.6,8296,N,12.25
2023-03,BLDG-e59e0e3fe2d1,5,96777,82717,5,17.64,6,2.16,10.81,N,3487,3347,146759,1.607,Y,56.7,38295,Y,55.62
2024-03,BLDG-ba57c1aed7a2,4,159172,152374,2,20.25,6,3.1,8.77,N,18618,3688,269339,1.961,Y,157.2,5905,Y,48.17
2024-07,BLDG-da712dbccecd,3,95846,89676,8,16.58,6,1.85,10.1,N,17937,5344,279904,4.55,Y,196.8,3059,Y,48.85
2020-07,BLDG-bdd3b7ee1abd,4,144757,133880,2,22.85,36,2.87,45.9,N,24769,1590,326618,1.136,N,102.2,33003,Y,42.78
2022-01,BLDG-cfd9a910440b,0,32359,31513,7,10.49,11,4.17,52.08,Y,7581,5404,242787,5.733,Y,66.9,31006,N,46.67
2019-11,BLDG-f6d4141d903e,0,108513,99322,1,7.06,3,4.72,31.43,N,20758,4287,319258,1.831,N,193.9,9922,N,40.5
2020-01,BLDG-a2ded5ee35b7,0,124634,108028,1,27.86,9,4.11,28.33,Y,8625,1673,257191,1.852,N,73.0,32542,Y,13.27
2024-10,BLDG-769ce3759719,4,60814,59660,1,6.45,36,2.21,45.92,Y,8038,5329,70458,3.383,Y,79.9,24848,Y,36.55
2020-10,BLDG-66f05c15343c,4,116398,106913,5,15.45,36,2.71,36.59,N,11321,2690,182748,3.802,Y,110.3,4722,N,51.62
2024-02,BLDG-834a0ea90f87,2,85179,74062,3,21.75,3,2.28,49.36,Y,19933,2747,13106,6.387,N,168.9,21337,N,29.85
2021-04,BLDG-91b2bf09db9d,5,157974,141323,6,20.74,12,3.47,14.04,Y,12337,5561,278983,6.449,N,115.3,19880,N,5.35
2020-11,BLDG-6b063fb3fd05,5,90617,87295,2,14.92,3,4.36,49.42,N,23760,1176,22640,6.937,Y,181.3,1586,N,18.52
2020-12,BLDG-52b7281abe10,1,7819,7218,3,19.88,6,4.68,12.43,Y,17663,1225,181500,2.043,N,105.5,28287,Y,47.17
2025-11,BLDG-21d95a6898f0,2,90915,91747,2,4.12,11,2.64,18.94,Y,20773,1587,193530,7.906,N,110.5,28127,Y,41.72
2022-04,BLDG-5fff3c37bd7f,2,48791,42281,2,11.32,24,3.79,54.22,N,4115,3409,89299,2.815,Y,182.3,6898,N,11.82
2019-08,BLDG-e963ff40b4fe,2,59971,57840,1,9.04,36,2.93,42.8,N,22203,3834,28655,0.633,N,140.3,41356,Y,42.11
2020-03,BLDG-ab5c5819f678,2,75852,68514,4,11.37,11,3.6,51.14,Y,11842,2279,146740,3.342,Y,50.7,7192,N,42.88
2022-12,BLDG-e4f5ffc46bac,4,159411,159172,3,9.12,24,4.28,30.72,N,15582,2048,127158,0.028,Y,95.0,27302,Y,55.06
2024-09,BLDG-c096edc1e529,3,138515,125081,5,6.32,11,2.16,54.68,N,13143,3881,91621,5.375,N,138.8,11198,N,14.55
2024-08,BLDG-87aa5de86592,5,92434,86203,4,20.69,6,3.22,53.75,N,16038,4160,70561,6.226,N,120.9,33960,Y,49.97
2022-06,BLDG-59ed7627c4ae,4,40892,38026,7,27.13,9,4.88,16.14,N,8860,3206,277713,3.711,Y,81.5,27799,Y,57.89
2020-07,BLDG-af7e06041088,3,7247,6905,3,13.91,6,3.35,54.72,Y,20763,1184,166310,6.891,N,53.0,3160,N,39.61
2023-11,BLDG-0a22e446839b,0,117113,112672,4,9.17,9,1.86,14.37,Y,22806,4020,39804,7.797,Y,63.6,20070,Y,48.13
2023-03,BLDG-dd61b90a3634,1,74547,72364,6,2.33,24,4.28,14.47,Y,2292,3088,355415,4.721,Y,58.2,4081,N,28.44
2021-02,BLDG-561a273feb3e,1,28259,26975,4,12.01,12,3.88,16.73,N,24221,4952,142964,1.482,N,139.1,22014,Y,19.59
2023-05,BLDG-e86c20dcffef,0,32377,32955,0,15.67,12,4.53,39.58,Y,7598,1620,226812,3.572,Y,48.4,20891,Y,18.24
2024-12,BLDG-ae5da8968625,2,15521,13318,1,10.39,11,2.33,22.31,N,18250,2052,323387,0.546,N,195.5,21688,N,3.8
2019-07,BLDG-b1c658ab52ca,0,107063,93697,6,25.34,36,2.15,8.27,N,21054,2715,18447,0.544,Y,93.0,38518,Y,60.48
2021-12,BLDG-9b219b2bef5e,0,33970,34204,6,0.4,6,4.58,23.03,Y,19447,4636,308767,4.053,Y,173.4,12133,N,20.42
2020-01,BLDG-cd0a11b549bf,5,125461,125495,3,20.14,36,2.15,8.62,Y,6420,1259,298187,4.689,Y,50.0,23005,Y,44.37
2022-08,BLDG-93942b2ef14e,0,121374,115511,0,25.54,36,2.86,30.87,N,18197,724,30767,7.689,N,181.5,29400,N,12.68
2025-04,BLDG-719b836f15b1,5,106553,106432,3,13.54,12,2.81,16.73,Y,3769,1370,34204,3.564,Y,180.5,37811,Y,11.6
2020-12,BLDG-3e221f0fa4dd,5,165524,159949,7,23.77,36,3.26,49.37,Y,16111,863,239033,1.256,N,86.0,17122,N,52.42
2023-05,BLDG-e143096f6264,2,57175,49652,7,26.59,24,3.04,46.64,N,24892,5333,92172,6.18,N,175.4,23006,N,35.86
2020-09,BLDG-2d1548416a0b,5,118122,113430,2,10.77,3,1.92,39.28,Y,4566,1392,348273,2.951,N,109.5,20268,Y,61.2
2025-11,BLDG-f08a6009de5d,5,132648,113878,7,8.14,9,3.41,23.84,N,23219,2643,310400,4.457,Y,71.9,33967,Y,23.01
2023-01,BLDG-fbae4c9f436c,5,91095,86435,6,8.1,6,2.63,40.27,Y,13240,977,195924,6.586,N,164.1,20437,N,18.46
2020-07,BLDG-148d115dc6ea,1,31409,27513,0,13.49,6,3.79,26.59,Y,19297,5614,47479,6.881,N,57.6,11331,N,37.66
2024-01,BLDG-a45f94855460,3,6234,5989,3,10.15,6,3.35,34.48,Y,6935,4815,80211,5.866,N,158.0,13771,Y,20.54
2020-11,BLDG-9c7af69ab7f5,1,88293,78878,8,12.81,6,4.86,38.36,N,21230,5961,352646,3.114,Y,76.1,26196,N,8.93
2020-05,BLDG-97062ead859d,4,133460,131359,1,26.2,11,3.9,16.4,N,7080,1542,86033,5.96,N,157.8,20914,Y,47.31
2024-10,BLDG-af1b720b713c,4,26137,24948,5,17.89,9,3.68,42.29,Y,7621,483,211400,2.696,N,163.4,41463,N,44.51
2019-04,BLDG-e06f1d1f26bd,3,65693,64258,1,21.56,11,3.18,28.35,N,7594,4371,283589,4.854,Y,176.9,11563,Y,62.81
2025-10,BLDG-44bf2e1d3dc3,4,66209,64796,0,10.58,6,3.58,52.36,Y,18044,2536,245120,7.0,N,159.0,3740,N,32.67
2023-04,BLDG-74542f7a9cd7,4,179768,171298,2,6.63,3,3.31,24.64,N,9131,4717,305209,2.478,Y,158.4,36821,Y,45.11
2024-07,BLDG-4f52e7a45fa0,0,84450,82630,0,27.56,24,4.23,8.96,N,8299,3553,246884,1.119,Y,33.6,43947,Y,27.81
2024-03,BLDG-9da31c9c77bb,4,51764,49332,2,20.86,11,3.41,31.8,Y,8057,1797,94000,5.725,Y,56.9,30759,N,40.04
2024-07,BLDG-9ff0816319b7,3,162138,159910,8,2.51,6,3.85,39.12,Y,22315,565,346883,1.862,Y,125.3,31742,N,50.44
2024-01,BLDG-1c574f865bf7,3,87994,75606,7,20.77,36,3.13,22.79,Y,20645,1274,85753,3.343,Y,126.6,36110,N,11.12
2024-04,BLDG-416251068516,5,88892,87220,6,17.27,9,2.53,35.36,Y,24839,1317,319794,2.236,N,178.0,2855,N,28.18
2021-02,BLDG-16c241fe06d4,3,11011,10975,1,20.06,24,1.94,28.99,Y,1041,5625,100073,0.829,N,109.3,32472,Y,0.74
2023-10,BLDG-c5252722ecf4,3,164510,154596,1,16.85,24,3.43,28.56,Y,19604,546,233176,7.723,N,112.8,26570,N,34.05
2019-01,BLDG-fe126f32f4fb,2,106966,93726,4,20.48,9,2.67,38.56,Y,11800,5811,190706,5.343,N,60.1,8524,N,63.7
2023-06,BLDG-1c2737358d48,4,50648,48520,0,7.82,12,3.66,20.75,N,14449,5597,22177,0.64,N,174.6,32525,Y,45.98
2019-05,BLDG-0d4685976bea,1,65015,66116,0,18.7,9,4.12,15.68,N,2948,2897,34628,3.142,Y,131.6,36621,Y,43.18
2021-03,BLDG-371cf2a22cf0,2,81467,72427,2,13.12,12,3.88,49.7,N,3521,4875,315968,2.697,N,43.9,6169,N,32.21
2021-06,BLDG-1a8b5fa89ad4,2,91695,80824,5,23.89,24,2.24,34.06,Y,10494,246,167127,3.279,Y,104.6,29102,N,64.01
2021-02,BLDG-4f864c777fc5,0,54578,52842,8,26.22,6,3.19,16.4,N,14657,5775,90772,2.257,Y,198.7,19418,N,39.65
2024-10,BLDG-12fb19ce760e,4,126173,115847,1,22.26,9,4.46,31.06,N,11329,1456,323188,4.3,Y,177.5,28155,N,9.2
2023-05,BLDG-bc66783d3d65,0,61452,55774,3,14.83,12,4.05,23.97,Y,11021,5817,87524,1.736,Y,60.3,18561,N,35.35
2022-12,BLDG-8d3f5f9c2306,4,42427,38135,7,17.19,11,4.85,45.55,Y,19712,912,187675,4.969,Y,105.4,21754,Y,24.02
2019-05,BLDG-a7e4f0cc78c8,5,100001,87839,3,3.47,9,4.54,51.44,Y,9378,1371,116075,3.288,N,86.1,30310,Y,57.83
2023-05,BLDG-10f8701143b3,5,19514,18931,3,8.89,9,4.69,32.57,N,15477,1822,146831,3.869,N,57.4,42547,N,13.62
2021-08,BLDG-7eb5418cb540,1,10254,8930,6,3.54,36,2.45,28.31,Y,12125,3584,237345,7.988,N,57.2,42458,Y,13.42
2023-09,BLDG-ff602263a4c3,4,156166,151615,2,24.32,12,3.62,54.7,N,18711,1032,199199,7.907,Y,151.9,10658,Y,35.6
2021-07,BLDG-a0c62718da48,3,71311,65801,3,20.64,11,3.01,40.31,Y,15265,266,347074,3.773,Y,148.6,42380,N,37.86
2020-04,BLDG-70ff100ab488,4,123398,105822,4,9.61,36,4.48,19.56,N,19689,4736,268307,5.04,Y,162.4,2717,N,9.11
2023-01,BLDG-556bf75ea87e,1,54113,48313,5,2.02,11,4.29,41.22,N,19601,2896,324002,5.781,Y,191.1,18594,Y,52.19
2025-02,BLDG-74f234b8d2f9,4,51184,49268,2,6.72,3,4.22,53.17,N,10899,3397,191333,0.863,Y,96.9,42692,Y,57.18
2025-11,BLDG-a1f5c6cb3793,5,90962,91615,4,17.38,9,4.11,42.53,N,927,2900,69820,0.948,N,73.3,28665,Y,42.54
2020-08,BLDG-9308c8e1ab68,1,126390,125006,2,10.39,12,3.93,27.59,N,5471,4040,225075,7.113,N,144.5,4743,Y,31.56
2020-11,BLDG-f8e1a342d3a9,3,160321,157104,0,12.03,36,2.4,10.89,N,3132,4297,115482,0.179,N,48.7,38993,N,2.68
2022-11,BLDG-5445554eb4ff,4,112954,102813,1,25.97,9,2.94,52.86,Y,16492,3138,46690,0.397,Y,138.7,32795,N,30.03
2024-07,BLDG-ebd961d18bd8,2,167946,163914,5,9.17,6,3.09,53.72,Y,1519,4188,180299,2.555,Y,85.4,2764,Y,60.97
2022-09,BLDG-67bec6e553ec,4,143469,126055,4,16.8,9,3.98,43.67,Y,2730,127,112880,2.763,N,113.0,18775,N,24.37
2023-09,BLDG-f6b4d1fc8933,0,25804,24997,8,23.89,9,4.2,17.99,Y,22881,3835,299048,3.419,Y,147.3,25615,N,8.48
2023-10,BLDG-e17fde8d550c,1,174971,177219,2,20.15,3,4.06,25.63,N,23158,3605,138694,4.993,N,43.5,38060,N,16.71
2023-04,BLDG-f6cf2f8f15cb,4,86662,88323,7,2.44,6,2.93,14.64,N,17073,579,263097,1.246,N,160.9,21559,N,9.35
2020-11,BLDG-d583c566f018,1,7413,7369,5,23.5,36,2.83,53.97,Y,2852,5323,6326,1.059,N,176.0,38705,N,9.81
2025-05,BLDG-ad43a03795d4,1,144731,146013,8,15.12,6,3.81,12.94,Y,15769,3702,3422,7.252,Y,104.7,30004,Y,43.35
2020-06,BLDG-2521cda9bef7,2,121871,106750,8,21.51,36,3.83,23.0,Y,16978,69,335994,6.865,Y,178.6,31118,Y,34.13
2020-04,BLDG-3fcc049bbcea,4,43945,42305,7,22.23,6,2.27,48.03,N,19683,1575,328698,4.725,Y,197.3,9078,Y,0.33
2024-01,BLDG-a04e504039e7,3,157094,138034,0,3.22,6,4.52,24.25,Y,9734,2429,300092,6.896,N,135.5,43026,N,60.0
2019-01,BLDG-9d271fdeb20c,4,155641,136009,2,15.53,36,3.86,41.78,N,14661,552,64609,3.295,Y,140.2,27870,N,32.98
2022-06,BLDG-9e053b1d1681,2,86902,76408,2,27.69,36,3.61,53.06,N,18725,1411,14168,4.102,Y,135.4,30461,Y,31.55
2022-09,BLDG-66c8300afa82,1,174016,173561,0,26.15,12,2.95,26.94,Y,9342,104,239205,3.853,Y,79.0,13861,N,60.56
2022-10,BLDG-9930e50d9619,1,42535,38146,3,24.72,3,3.48,54.67,N,6506,3077,190371,0.343,Y,47.6,25200,N,56.08
2024-10,BLDG-bdeceabed4a2,2,122282,105335,5,12.92,9,4.22,38.66,N,16910,3291,237534,1.711,Y,73.7,2965,Y,30.36
2019-07,BLDG-dc21323f12f2,3,90319,81825,2,19.06,12,3.52,13.06,Y,710,2306,254822,1.22,N,198.2,11598,N,20.96
2024-01,BLDG-80ff4e1bfe6d,4,60703,54753,4,12.62,9,2.45,33.33,N,14923,4232,217222,2.818,Y,105.5,30135,Y,25.14
2023-04,BLDG-87cd85fbdf01,5,42439,37898,5,8.31,12,3.91,40.22,Y,23562,770,116111,7.502,N,92.7,37660,Y,50.0
2019-12,BLDG-e6afed31af2c,0,21228,18398,7,25.27,12,3.46,46.33,N,8858,486,259486,1.357,N,38.8,29544,Y,35.46
2019-06,BLDG-95356397be25,0,86160,87757,1,26.65,11,3.53,13.16,N,9186,5936,317918,6.954,Y,148.4,18201,Y,45.68
2025-05,BLDG-098411bfdbb5,0,168531,160118,8,14.28,36,4.86,22.69,Y,11959,5480,308235,5.119,Y,35.6,24650,N,22.93
2021-10,BLDG-84d5a3e4e23f,2,39308,37327,7,11.95,12,3.97,36.91,N,3594,4648,347708,7.716,Y,165.0,25686,N,15.13
2019-09,BLDG-1cf6f7eed171,4,56248,49000,8,22.75,3,2.23,29.78,Y,13564,2070,318255,3.89,N,170.4,30881,Y,0.1
2022-04,BLDG-d333914097ab,1,53731,49814,8,6.97,12,3.83,49.67,N,15520,3096,206203,7.292,Y,95.2,38561,Y,57.09
2021-05,BLDG-aca17b7b06fe,0,168293,152197,4,22.66,6,4.69,48.82,Y,1212,186,105455,3.906,Y,175.6,38845,Y,3.52
2024-03,BLDG-d9cd72d43cbe,3,95847,85671,3,13.76,36,4.56,35.77,Y,13699,5821,188343,6.57,N,92.0,9440,N,13.59
2020-08,BLDG-4a7fa304ea9b,5,156952,150848,7,17.55,24,4.33,11.31,Y,20676,2434,277240,1.628,N,168.7,14210,N,53.18
2024-08,BLDG-8620895bbbfe,1,77975,67767,5,22.74,3,3.16,42.88,N,4423,5585,272758,2.332,Y,104.9,26433,Y,39.72
2019-01,BLDG-569f9a5bf7d2,2,176241,153478,8,1.07,36,4.55,18.43,N,23121,2714,202221,6.239,Y,124.1,33093,N,56.7
2021-03,BLDG-b89492bb2b1f,2,76212,66596,5,8.71,36,4.64,14.94,Y,22647,838,260195,4.67,Y,131.9,28970,N,8.96
2020-12,BLDG-a454111bf92a,1,179625,172195,6,11.75,3,2.53,49.34,Y,6897,333,199889,3.477,N,32.7,11719,N,44.53
2019-07,BLDG-c8f5d5eb2492,5,32135,28115,3,0.01,36,3.39,19.3,Y,4027,760,81687,1.082,N,48.3,25385,Y,55.45
2023-12,BLDG-d56dbf1d9765,5,51211,45324,7,23.98,9,4.66,20.71,N,3982,3063,147018,4.396,Y,143.2,22735,Y,15.18
2024-12,BLDG-723c16c8ace5,3,93986,81039,8,27.75,11,1.97,31.97,N,17308,4358,297570,5.415,Y,95.6,5813,Y,39.55
2022-09,BLDG-f0f7810f6aae,1,29681,25256,4,18.65,3,2.62,53.32,Y,24939,5394,264364,0.333,N,154.4,15275,N,43.27
2020-10,BLDG-e01cd088463f,0,80279,69038,6,0.91,3,3.35,36.75,N,12621,4672,202848,5.519,Y,158.6,23494,N,13.75
2022-12,BLDG-3b434449ab38,5,143178,133119,6,24.06,36,3.65,18.02,N,4665,3535,96248,5.611,N,190.0,480,N,6.51
2021-03,BLDG-cfb86c838c54,0,125926,114209,3,11.25,12,4.5,42.16,N,4641,2814,80965,0.248,N,98.3,18541,N,11.97
2021-11,BLDG-de26992e8f89,3,29782,26683,7,19.14,36,2.78,29.23,Y,21341,306,216692,0.383,Y,174.9,3156,N,0.72
2019-09,BLDG-753d7ba4d4d7,4,5229,4631,2,24.91,24,3.03,17.22,Y,8551,1609,290920,0.54,N,145.0,41744,N,23.2
2022-08,BLDG-f7babf574f44,0,123064,108900,1,20.5,36,4.04,30.96,Y,22919,1921,342257,0.371,Y,31.2,24056,N,55.18
2019-07,BLDG-da230f83ba54,4,177060,166767,1,21.72,24,4.35,20.21,Y,11719,1454,34174,5.069,Y,185.1,1175,Y,62.37
2019-07,BLDG-a357368cf41e,1,157434,139408,6,4.6,12,1.82,35.9,N,82,5619,220384,3.406,Y,158.2,9606,Y,38.95
2023-12,BLDG-927ea554b3db,5,83740,80113,8,8.48,24,2.37,23.4,N,21250,2176,111242,3.337,N,141.0,16766,Y,44.11
2021-09,BLDG-5b2bc3d28de3,4,50828,51693,2,27.34,6,3.31,53.66,Y,18572,5761,357367,4.303,N,33.6,42421,Y,31.9
2025-02,BLDG-e61ef2a12757,1,21976,20681,6,24.76,9,2.1,42.4,Y,9851,1584,258705,6.208,Y,55.6,24968,Y,44.25
2024-10,BLDG-5273da0e6671,3,134242,115525,8,2.35,24,3.08,41.23,Y,7944,97,234257,3.107,Y,142.2,19959,N,16.59
2020-07,BLDG-9aae15e66ce5,2,179985,173544,3,0.31,6,4.0,27.43,Y,23172,1603,346039,2.008,N,41.7,32355,Y,33.21
2024-04,BLDG-d19ebe6bf475,5,8038,7451,1,19.13,3,3.67,22.03,Y,16086,156,120461,6.688,Y,142.8,9463,N,32.57
2022-11,BLDG-aaa41d9866fb,2,7541,7117,7,2.97,9,2.23,40.23,N,13552,2496,248875,6.874,Y,119.3,10096,Y,22.42
2019-06,BLDG-e170f06ed101,0,115829,99021,6,1.84,9,2.61,31.65,Y,7355,3657,105150,5.438,Y,102.3,20511,Y,24.27
2020-06,BLDG-57752274f914,3,115048,101178,8,13.79,24,4.91,17.34,Y,6167,3080,21360,1.156,Y,49.2,3401,N,18.95
2022-09,BLDG-ed775a7b0652,0,169859,153898,8,3.01,3,3.81,51.57,Y,9977,3667,37957,7.758,Y,120.2,31784,Y,58.55
2020-09,BLDG-437957969f56,0,147228,145031,6,10.49,6,3.21,41.5,Y,24046,3327,302507,2.608,N,65.0,28338,Y,17.98
2019-05,BLDG-2c9664e67851,5,34996,31746,1,27.35,11,3.87,42.29,Y,19957,277,100054,5.483,Y,44.0,43945,Y,31.77
2019-01,BLDG-e7701e1e17a7,5,35812,30501,8,8.77,11,2.99,33.95,Y,16580,5954,198929,7.495,N,158.3,2426,Y,36.65
2022-01,BLDG-28836155145c,5,62700,61614,1,19.68,6,4.36,16.69,Y,11269,4223,37898,6.502,Y,35.1,9816,Y,56.34
2021-12,BLDG-b40f443896d3,1,127198,117573,3,5.93,36,3.2,51.23,Y,24977,2355,340546,1.372,N,44.9,5534,Y,23.84
2019-07,BLDG-358f316891e8,1,4456,3971,0,11.44,3,4.4,16.2,N,1514,1148,217139,5.961,Y,166.7,12063,Y,14.36
2019-06,BLDG-12f85524feab,5,34709,30508,4,26.2,12,4.15,45.89,Y,16793,4760,277395,5.383,N,63.0,34292,N,15.1
2020-12,BLDG-ea6e9a61a397,5,153491,147542,0,23.01,9,2.42,21.99,N,15561,3238,15750,6.965,N,167.1,5743,Y,15.74
2025-01,BLDG-5747db653d86,4,174224,156957,8,0.54,24,4.65,52.03,Y,24412,1213,121815,3.741,N,92.5,13052,N,36.56
2021-10,BLDG-1441dc1fd5d0,0,84416,81430,4,20.92,6,1.82,37.99,N,11089,921,306473,1.225,N,128.2,22450,Y,57.03
2019-05,BLDG-288228096c52,2,173932,161698,1,27.81,9,3.28,44.1,N,5106,236,105917,2.379,N,191.4,21356,Y,28.74
2020-07,BLDG-f34bd9047633,2,20363,17344,6,23.68,12,4.41,54.9,Y,23993,3415,245486,1.976,N,185.3,27740,N,26.64
2023-09,BLDG-1582ad7d7a6a,4,164948,148037,3,23.88,3,3.08,30.69,N,3622,659,35960,7.845,Y,31.0,41415,N,11.32
2022-11,BLDG-014256f4ab33,0,15039,14188,6,1.67,12,2.06,43.06,N,14979,3096,195020,2.72,N,66.7,21298,Y,55.88
2020-03,BLDG-eeb5ca56c577,2,47938,42993,2,15.67,12,1.91,53.14,N,23109,351,158232,2.876,N,198.2,1765,N,27.29
2023-01,BLDG-5bb959f5943a,4,62737,53945,2,13.81,6,3.12,27.76,Y,8914,1523,111772,6.603,N,97.9,2469,Y,51.59
2019-01,BLDG-4730f23702c5,5,123714,114841,3,7.3,3,2.94,44.64,N,19407,4352,99669,2.643,N,127.9,38247,N,44.69
2023-07,BLDG-5b8de6c982a1,4,77989,77344,3,18.17,36,2.08,47.93,Y,15985,766,23285,6.479,N,139.6,43391,Y,47.63
2023-06,BLDG-c0dbbb5106a3,2,174979,159862,0,1.14,36,3.55,22.0,N,20739,90,313201,3.466,N,105.5,8141,N,17.22
2023-06,BLDG-088342685351,1,63816,54573,7,14.43,6,3.61,44.44,N,21246,4805,162390,5.264,Y,115.8,29021,N,48.49
2022-12,BLDG-ff7e01404d47,3,8374,7858,1,13.02,11,2.23,42.47,N,3294,4855,309501,0.66,N,99.4,6864,Y,48.4
2023-08,BLDG-7c1383c9a976,2,6166,5510,5,6.24,24,3.3,40.9,N,17622,1440,218054,7.408,N,47.7,36980,Y,23.23
2024-10,BLDG-1a9a1aba655f,0,74458,71354,1,6.36,24,1.83,16.68,N,4521,2903,251323,6.075,N,139.3,31882,Y,19.74
2019-01,BLDG-8a5da249bd27,3,45781,45421,7,24.17,36,2.99,25.85,N,2811,5979,305890,3.823,N,33.0,9549,N,34.25
2019-05,BLDG-f48a284dd90b,1,31897,32315,2,2.05,9,3.29,42.18,N,23376,3930,167930,6.166,Y,169.0,608,N,9.68
2020-10,BLDG-e1abb79913db,1,96903,98757,3,23.28,36,3.53,13.09,N,14205,4255,55040,4.531,N,145.9,37111,Y,21.74
2023-01,BLDG-ca44e4389f42,3,113178,101525,3,19.68,6,2.32,16.73,N,15476,5998,309145,6.615,N,153.3,32892,Y,62.97
2025-06,BLDG-b74c77bc71f2,0,43877,41150,8,6.74,12,3.44,33.82,N,20335,3313,255751,3.034,Y,35.1,41629,Y,4.71
2020-08,BLDG-a5d0f3527849,2,37857,38275,0,19.0,3,3.23,8.8,N,15999,4498,227572,0.248,N,49.0,17221,N,4.17
2024-12,BLDG-2514bcac200b,3,17652,15782,0,6.06,24,4.75,21.11,Y,9879,2656,325899,3.732,Y,39.0,40649,N,6.37
2023-01,BLDG-229a44357e40,5,106546,99938,3,2.06,9,4.62,40.75,Y,24337,1150,60528,1.394,Y,198.7,26658,Y,23.94
2022-12,BLDG-0cc335f95a29,1,74293,67210,0,15.14,11,3.91,40.3,Y,5097,2467,240779,4.927,Y,77.3,1457,Y,3.1
2019-12,BLDG-196970a43b8b,1,76816,73408,5,2.44,11,3.74,19.74,N,18318,5410,260011,4.465,Y,187.4,16377,Y,37.5
2020-10,BLDG-f845928dc818,4,164840,167523,8,10.79,24,2.05,40.21,Y,3889,3743,47449,7.153,Y,142.2,30115,N,43.51
2021-10,BLDG-0bbcfc283042,2,54431,54667,3,22.63,11,3.14,42.35,Y,24681,461,114330,7.175,N,84.6,13175,N,54.23
2020-01,BLDG-59556a125137,3,158382,151474,0,11.64,12,2.88,10.05,N,3544,5382,143611,4.892,N,180.4,20557,N,51.12
2019-01,BLDG-3cf67c4131b5,0,27959,27097,2,1.07,36,3.19,18.03,Y,24345,4358,15052,2.487,N,60.1,33165,N,18.88
2022-12,BLDG-f421670a20f6,0,33208,31346,5,0.16,6,4.6,20.17,Y,24322,1310,115775,2.193,N,185.7,22495,N,57.17
2022-12,BLDG-2b7bd1d18afa,4,160927,158105,4,24.14,11,3.53,32.03,N,22133,3038,171276,7.547,Y,186.8,7103,Y,36.21
2023-06,BLDG-79f673d06867,0,59807,52002,8,4.27,9,3.42,37.82,Y,14776,4819,178845,1.304,N,88.4,30650,N,34.69
2023-01,BLDG-de834b07f976,1,97629,85484,2,26.68,3,4.45,22.78,N,20392,522,149971,2.501,N,76.6,30645,Y,38.0
2022-04,BLDG-6ca023a1f986,2,71856,69368,6,11.53,36,2.14,14.1,N,23204,3209,253424,4.115,Y,185.2,16624,Y,48.91
2022-12,BLDG-e691cc8f380d,4,88202,81922,3,26.96,36,3.5,10.57,N,17973,3899,154769,7.565,N,184.3,40270,Y,30.14
2025-08,BLDG-7d9d5417f8c6,0,154959,144052,2,0.16,6,2.22,47.18,Y,19128,1917,22004,3.758,N,111.4,21249,Y,33.83
2020-06,BLDG-4616a4c42acb,5,58179,59236,1,8.7,36,2.79,37.9,N,5390,1730,343214,2.053,N,131.9,41903,Y,29.06
2022-03,BLDG-c261cc2e45f3,3,102801,96732,2,14.42,3,3.24,22.97,Y,12293,1262,120200,6.353,Y,171.9,44617,N,48.65
2023-11,BLDG-2d503ac23ebc,4,96576,93629,5,0.65,12,4.65,8.02,N,21937,4402,275607,5.676,N,93.8,13138,Y,19.66
2024-06,BLDG-a326c2769820,4,53643,52815,4,7.9,11,3.35,17.68,N,18411,1908,340614,4.908,N,79.3,41796,N,21.13
2024-07,BLDG-ec16cf649eca,4,132052,125601,5,9.45,6,3.31,53.26,N,7208,2771,346135,7.042,Y,167.5,32009,Y,30.74
2019-01,BLDG-07bc8bc9938c,0,52573,46835,8,19.55,9,3.99,40.18,N,14940,3191,276099,4.223,N,161.5,21871,N,36.07
2025-09,BLDG-31f6f9197672,0,24005,23476,3,15.2,9,3.74,25.34,Y,3219,3673,17241,1.674,N,30.7,20748,Y,19.56
2024-12,BLDG-6315cb9d45cd,0,48406,41881,0,13.4,11,4.77,20.53,N,9743,5093,45517,2.592,Y,143.1,37240,Y,58.73
2021-08,BLDG-25c0b8e28e00,2,142206,126815,4,15.41,12,4.36,21.24,Y,9570,1826,216165,1.404,Y,117.8,22079,Y,40.41
