lab_wages_reference_year,lab_wages_country_iso2,lab_wages_region_nuts_code,lab_wages_nace_section,lab_wages_occupation_isco_code,lab_wages_mean_hourly_earnings_eur,lab_wages_median_hourly_earnings_eur,lab_wages_wage_growth_pct,lab_wages_gender_pay_gap_unadjusted_pct,lab_wages_gender_pay_gap_adjusted_pct,lab_wages_collective_bargaining_coverage_pct,lab_wages_minimum_wage_level_eur_month,lab_wages_low_pay_share_pct,lab_wages_bonus_share_pct,lab_wages_inwork_poverty_rate_pct,lab_wages_labor_share_gdp_pct,lab_wages_unit_labor_cost_index,lab_wages_eurostat_table_code,lab_wages_revision_round,lab_wages_data_extract_date
2021,IE,MT109,E,6_AGRI,45.25,37.92,0.76,8.93,3.49,59.95,2554.95,20.08,3.2,14.9,47.7,101.68,nama_10_lp_ulc,FIRST,2025-01-22
2022,MT,SK286,P,1_MANAGERS,48.02,42.39,0.04,6.05,2.56,53.64,1316.54,16.98,4.6,8.16,48.7,92.55,earn_ses_hourly,FLASH,2025-09-19
2023,SK,HU4,F,5_SERVICE_SALES,22.42,18.57,2.24,11.78,8.5,77.93,431.14,10.45,4.71,10.4,48.95,113.42,earn_ses_annual,BENCHMARK,2024-08-25
2024,BE,PL95,Q,9_ELEMENTARY,35.35,32.03,1.26,10.72,6.41,44.57,971.16,13.11,11.33,7.13,50.92,127.66,lfs_gpg,SECOND,2024-04-11
2025,DK,AT50,G,4_CLERICAL,39.63,33.62,3.69,13.7,7.31,95.81,1510.11,10.75,1.25,6.92,50.96,98.6,nama_10_lp_ulc,FIRST,2024-05-17
2006,GR,IE89,R,8_PLANT_MACHINE,12.05,10.02,4.98,17.63,12.26,36.16,40.27,7.23,3.93,7.92,53.34,90.36,earn_ses_hourly,FLASH,2025-03-02
2007,LT,ES7,H,3_TECHNICIANS,27.37,23.57,6.71,17.05,10.91,63.81,1471.35,27.94,1.81,9.43,52.97,108.58,earn_ses_annual,BENCHMARK,2025-10-02
2008,PT,LV59,S,7_CRAFT,30.46,24.74,1.54,12.51,4.45,79.26,1374.32,19.19,4.9,10.46,57.76,80.14,lfs_gpg,SECOND,2025-03-19
2009,SE,FI948,I,2_PROFESSIONALS,67.28,60.98,2.49,21.13,9.57,83.06,1026.21,18.86,16.55,8.15,61.06,114.97,nama_10_lp_ulc,FIRST,2026-02-12
2010,CY,BG78,T,6_AGRI,7.66,6.67,-0.78,5.75,4.2,37.7,748.21,23.03,7.22,4.11,51.14,92.2,earn_ses_hourly,FLASH,2024-08-02
2011,FR,HU465,J,1_MANAGERS,29.7,26.82,7.89,16.92,9.68,37.26,896.23,21.9,15.11,2.6,44.04,109.4,earn_ses_annual,BENCHMARK,2025-08-15
2012,IT,SK551,U,5_SERVICE_SALES,11.86,10.86,4.35,15.6,7.67,57.45,198.25,16.63,6.49,5.96,48.42,118.77,lfs_gpg,SECOND,2026-02-19
2013,NL,NL188,K,9_ELEMENTARY,19.39,15.43,2.62,16.16,7.5,63.93,1039.34,10.84,2.26,10.96,55.66,102.88,nama_10_lp_ulc,FIRST,2026-01-13
2014,SI,FR36,A,4_CLERICAL,10.53,9.49,1.15,15.19,5.8,24.99,52.06,15.64,4.35,10.07,43.74,103.99,earn_ses_hourly,FLASH,2024-07-26
2015,BG,ES6,L,8_PLANT_MACHINE,25.52,21.56,4.22,3.55,1.85,62.35,93.57,11.1,9.14,8.62,61.54,103.95,earn_ses_annual,BENCHMARK,2024-01-10
2016,EE,AT431,B,3_TECHNICIANS,44.85,35.57,-1.34,11.49,7.81,78.56,311.01,8.43,4.56,6.54,61.64,85.22,lfs_gpg,SECOND,2026-02-07
2017,HU,EE34,M,7_CRAFT,26.7,22.1,2.33,14.14,10.07,71.85,1415.13,13.33,5.58,1.89,61.05,85.69,nama_10_lp_ulc,FIRST,2024-04-04
2018,LU,ES4,C,2_PROFESSIONALS,75.48,63.14,-1.27,4.73,2.71,18.0,668.19,6.28,5.76,8.63,44.51,89.73,earn_ses_hourly,FLASH,2024-02-25
2019,RO,NL618,N,6_AGRI,32.55,26.98,-0.37,11.09,5.67,53.78,1257.02,6.87,3.76,10.48,57.91,112.56,earn_ses_annual,BENCHMARK,2025-06-02
2020,AT,NL10,D,1_MANAGERS,72.17,61.14,2.48,14.71,8.53,77.24,799.05,8.73,6.98,8.68,59.08,115.58,lfs_gpg,SECOND,2025-04-06
2021,CZ,BG365,O,5_SERVICE_SALES,26.82,23.08,4.64,19.46,11.09,52.25,1068.6,12.57,1.11,5.13,44.13,110.76,nama_10_lp_ulc,FIRST,2026-02-14
2022,DE,IT21,E,9_ELEMENTARY,37.93,30.43,4.9,4.51,2.66,53.11,2238.63,17.05,3.89,5.09,46.1,130.85,earn_ses_hourly,FLASH,2024-10-02
2023,LV,BG56,P,4_CLERICAL,39.9,33.58,2.35,6.66,3.88,17.47,1120.14,6.48,11.13,9.65,50.18,117.05,earn_ses_annual,BENCHMARK,2024-09-13
2024,PL,DK458,F,8_PLANT_MACHINE,26.22,22.21,5.81,16.36,7.59,29.06,772.81,11.01,7.23,2.66,44.78,101.21,lfs_gpg,SECOND,2024-02-28
2025,ES,SI387,Q,3_TECHNICIANS,16.09,14.09,0.16,18.73,13.7,53.63,1227.07,19.55,3.0,12.12,49.15,115.65,nama_10_lp_ulc,FIRST,2025-09-07
2006,HR,FR28,G,7_CRAFT,9.54,8.62,2.71,7.47,5.57,18.31,1310.64,12.87,0.83,8.04,56.57,98.49,earn_ses_hourly,FLASH,2025-09-23
2007,FI,CY4,R,2_PROFESSIONALS,20.85,16.28,6.45,14.28,9.08,48.68,281.24,26.44,3.86,4.15,56.08,107.01,earn_ses_annual,BENCHMARK,2024-01-12
2008,IE,LT39,H,6_AGRI,28.93,24.4,3.23,18.7,10.41,57.67,66.05,14.0,1.72,4.72,44.76,107.09,lfs_gpg,SECOND,2025-12-15
2009,MT,GR185,S,1_MANAGERS,45.86,37.95,1.27,11.47,5.54,50.07,1104.53,12.28,19.19,6.04,56.65,99.53,nama_10_lp_ulc,FIRST,2025-02-19
2010,SK,FI14,I,5_SERVICE_SALES,12.4,9.88,-1.05,9.91,6.13,76.68,1679.88,10.14,1.4,11.7,61.71,85.47,earn_ses_hourly,FLASH,2025-02-01
2011,BE,LV729,T,9_ELEMENTARY,20.5,17.01,2.04,5.98,4.4,89.88,1003.21,19.15,3.92,13.61,64.95,89.69,earn_ses_annual,BENCHMARK,2025-04-30
2012,DK,LT38,J,4_CLERICAL,30.69,24.49,1.43,10.27,4.9,32.51,932.14,8.3,4.42,4.11,45.49,100.45,lfs_gpg,SECOND,2025-09-29
2013,GR,FI388,U,8_PLANT_MACHINE,22.59,18.87,7.44,2.51,1.02,58.6,1473.08,15.25,2.98,10.04,56.9,96.39,nama_10_lp_ulc,FIRST,2024-10-15
2014,LT,PT23,K,3_TECHNICIANS,17.4,15.16,7.88,6.69,2.93,21.01,928.62,17.87,8.03,10.51,52.38,106.92,earn_ses_hourly,FLASH,2024-10-31
2015,PT,SI142,A,7_CRAFT,24.31,20.69,-0.7,4.37,2.05,63.36,927.05,20.87,2.38,12.14,64.55,108.2,earn_ses_annual,BENCHMARK,2026-01-05
2016,SE,DE7,L,2_PROFESSIONALS,73.96,68.31,1.64,8.24,5.33,54.87,1642.31,19.59,16.66,5.32,56.54,99.48,lfs_gpg,SECOND,2025-02-23
2017,CY,PT740,B,6_AGRI,19.29,17.27,4.71,14.42,6.58,52.69,562.63,17.91,9.54,8.35,54.59,120.55,nama_10_lp_ulc,FIRST,2024-11-05
2018,FR,ES3,M,1_MANAGERS,39.39,32.54,6.32,13.44,8.81,25.41,1093.94,16.1,15.8,3.66,49.05,122.14,earn_ses_hourly,FLASH,2024-11-06
2019,IT,FR37,C,5_SERVICE_SALES,29.1,26.15,0.0,13.05,9.1,65.96,649.67,9.27,11.57,6.98,50.03,111.42,earn_ses_annual,BENCHMARK,2024-11-04
2020,NL,EE7,N,9_ELEMENTARY,15.15,12.51,7.3,7.55,3.65,63.6,1762.7,22.15,4.32,6.24,53.39,91.84,lfs_gpg,SECOND,2025-02-01
2021,SI,BG9,D,4_CLERICAL,29.36,23.21,0.46,12.84,5.64,58.01,432.57,11.79,8.84,10.96,44.05,102.95,nama_10_lp_ulc,FIRST,2025-12-24
2022,BG,CY881,O,8_PLANT_MACHINE,12.28,9.66,5.7,4.15,1.65,71.26,693.6,10.16,2.49,10.56,63.79,108.02,earn_ses_hourly,FLASH,2026-01-18
2023,EE,PL289,E,3_TECHNICIANS,38.93,31.46,9.09,5.0,2.72,51.02,1667.08,7.04,10.97,9.59,55.32,124.06,earn_ses_annual,BENCHMARK,2024-09-16
2024,HU,BG697,P,7_CRAFT,16.08,13.18,-1.2,19.58,13.73,47.21,872.44,8.49,0.71,2.11,56.69,125.15,lfs_gpg,SECOND,2025-04-20
2025,LU,LU647,F,2_PROFESSIONALS,28.05,25.2,5.36,13.19,5.85,78.38,1045.8,23.42,14.15,14.22,62.29,102.14,nama_10_lp_ulc,FIRST,2024-08-11
2006,RO,BG76,Q,6_AGRI,20.04,18.19,-0.01,15.01,8.45,74.74,1674.17,7.28,6.87,8.38,63.77,83.78,earn_ses_hourly,FLASH,2025-07-20
2007,AT,CZ560,G,1_MANAGERS,58.89,52.51,2.0,13.63,10.06,68.11,1450.86,9.04,16.07,5.3,58.35,100.78,earn_ses_annual,BENCHMARK,2024-11-23
2008,CZ,CY29,R,5_SERVICE_SALES,18.34,15.18,6.49,4.92,2.13,20.48,568.29,28.13,11.01,3.91,44.61,98.48,lfs_gpg,SECOND,2026-01-27
2009,DE,MT727,H,9_ELEMENTARY,18.19,16.65,5.87,4.37,3.17,19.26,780.19,10.61,11.08,11.43,59.3,100.81,nama_10_lp_ulc,FIRST,2025-10-09
2010,LV,GR32,S,4_CLERICAL,11.5,10.51,7.08,5.88,4.16,54.14,919.05,18.62,3.65,15.25,51.93,120.86,earn_ses_hourly,FLASH,2025-04-10
2011,PL,DK195,I,8_PLANT_MACHINE,21.94,20.32,3.14,7.83,4.29,40.03,109.81,20.79,3.69,14.56,45.55,105.1,earn_ses_annual,BENCHMARK,2025-08-06
2012,ES,HR872,T,3_TECHNICIANS,30.91,26.6,1.15,7.37,3.9,65.19,957.1,11.73,10.15,12.23,60.05,100.33,lfs_gpg,SECOND,2025-07-20
2013,HR,RO76,J,7_CRAFT,22.68,20.16,-1.0,12.44,6.7,28.23,1778.57,27.54,7.3,12.87,54.29,113.82,nama_10_lp_ulc,FIRST,2024-12-26
2014,FI,HR286,U,2_PROFESSIONALS,77.79,70.15,-0.21,7.59,4.89,95.54,471.18,13.02,17.06,5.56,64.15,102.26,earn_ses_hourly,FLASH,2026-01-07
2015,IE,PT601,K,6_AGRI,20.18,16.85,2.31,13.63,6.01,63.9,312.68,23.22,3.4,4.19,65.43,96.33,earn_ses_annual,BENCHMARK,2024-09-01
2016,MT,ES706,A,1_MANAGERS,56.7,51.66,6.08,17.18,8.06,55.45,1648.66,15.98,9.53,2.02,52.74,96.45,lfs_gpg,SECOND,2026-01-20
2017,SK,BG815,L,5_SERVICE_SALES,11.11,9.3,6.78,19.61,10.68,75.54,1130.39,17.77,6.33,6.31,53.81,113.4,nama_10_lp_ulc,FIRST,2025-08-05
2018,BE,LU30,B,9_ELEMENTARY,27.06,24.47,3.24,19.31,9.04,27.59,1309.58,13.78,8.27,4.29,48.61,101.61,earn_ses_hourly,FLASH,2024-12-29
2019,DK,BG75,M,4_CLERICAL,21.55,18.52,7.78,18.26,12.97,45.52,1753.64,15.1,4.38,10.27,50.39,93.6,earn_ses_annual,BENCHMARK,2025-12-02
2020,GR,DE8,C,8_PLANT_MACHINE,12.84,10.47,3.59,19.38,11.7,21.25,1801.83,20.22,4.16,3.77,44.57,84.25,lfs_gpg,SECOND,2025-08-23
2021,LT,SK85,N,3_TECHNICIANS,23.8,21.62,-0.77,14.13,5.63,50.31,557.96,10.41,11.09,9.62,58.12,100.51,nama_10_lp_ulc,FIRST,2025-08-10
2022,PT,MT398,D,7_CRAFT,34.37,29.65,6.08,12.07,4.35,47.8,1263.49,19.49,4.53,8.33,55.28,130.46,earn_ses_hourly,FLASH,2025-03-19
2023,SE,EE2,O,2_PROFESSIONALS,66.67,55.53,0.62,17.59,11.8,67.14,1181.77,13.99,9.91,4.86,50.14,107.95,earn_ses_annual,BENCHMARK,2024-05-12
2024,CY,NL446,E,6_AGRI,23.64,18.78,0.71,18.42,12.57,51.76,786.18,19.84,6.62,13.19,55.18,115.97,lfs_gpg,SECOND,2025-04-27
2025,FR,SE6,P,1_MANAGERS,76.79,70.13,-0.25,5.37,3.26,55.26,1794.2,11.41,4.84,4.95,58.49,107.47,nama_10_lp_ulc,FIRST,2024-09-26
2006,IT,DE77,F,5_SERVICE_SALES,8.3,7.32,3.24,2.52,0.95,58.16,143.9,13.25,8.81,2.2,49.04,92.45,earn_ses_hourly,FLASH,2025-11-17
2007,NL,RO6,Q,9_ELEMENTARY,26.55,22.57,6.79,8.69,6.08,70.35,1073.42,17.55,1.3,6.16,52.4,101.75,earn_ses_annual,BENCHMARK,2025-08-23
2008,SI,DE684,G,4_CLERICAL,12.63,10.74,4.85,16.74,6.02,57.56,191.86,16.99,7.03,2.81,54.86,104.15,lfs_gpg,SECOND,2025-09-16
2009,BG,HR148,R,8_PLANT_MACHINE,30.25,24.85,2.09,10.48,6.51,47.82,1577.84,18.95,9.84,14.34,57.94,106.68,nama_10_lp_ulc,FIRST,2025-07-15
2010,EE,DK989,H,3_TECHNICIANS,37.02,30.39,2.45,12.37,4.54,37.95,1404.3,15.14,8.08,7.59,55.15,86.87,earn_ses_hourly,FLASH,2024-07-16
2011,HU,EE1,S,7_CRAFT,32.91,29.26,4.7,7.42,5.21,48.57,287.98,17.08,7.38,5.38,52.02,110.55,earn_ses_annual,BENCHMARK,2025-06-14
2012,LU,FR833,I,2_PROFESSIONALS,57.69,45.1,3.38,11.18,8.27,62.3,103.61,13.79,4.17,3.46,62.44,80.68,lfs_gpg,SECOND,2026-02-11
2013,RO,HU18,T,6_AGRI,12.32,10.98,7.5,16.31,9.93,23.36,364.31,7.72,6.07,11.08,54.44,86.83,nama_10_lp_ulc,FIRST,2024-07-12
2014,AT,FR417,J,1_MANAGERS,72.68,59.05,0.63,23.04,13.91,75.79,1229.01,17.82,3.34,10.43,51.59,98.21,earn_ses_hourly,FLASH,2024-02-12
2015,CZ,PL677,U,5_SERVICE_SALES,16.15,12.68,5.51,16.52,10.64,74.17,574.42,20.11,7.52,6.66,52.33,104.51,earn_ses_annual,BENCHMARK,2024-11-01
2016,DE,EE692,K,9_ELEMENTARY,31.17,25.33,3.71,9.4,6.2,62.58,524.03,19.03,1.34,15.66,55.72,98.25,lfs_gpg,SECOND,2024-12-21
2017,LV,CY42,A,4_CLERICAL,13.82,11.25,2.39,16.22,9.92,64.69,1261.47,15.41,6.24,10.09,59.77,103.5,nama_10_lp_ulc,FIRST,2024-03-09
2018,PL,HU6,L,8_PLANT_MACHINE,28.06,24.12,4.48,9.07,3.45,59.1,825.48,16.18,9.85,10.2,50.93,100.01,earn_ses_hourly,FLASH,2024-06-17
2019,ES,CZ490,B,3_TECHNICIANS,43.56,36.28,2.38,11.46,5.24,76.61,2160.04,7.83,8.73,2.08,60.34,111.24,earn_ses_annual,BENCHMARK,2025-05-29
2020,HR,LT959,M,7_CRAFT,17.34,15.88,2.42,11.52,4.61,43.27,1080.49,24.39,3.48,4.52,50.54,93.38,lfs_gpg,SECOND,2025-01-20
2021,FI,IE252,C,2_PROFESSIONALS,68.46,55.2,2.65,11.42,7.9,32.85,1893.16,12.83,6.29,10.26,50.35,108.67,nama_10_lp_ulc,FIRST,2025-08-24
2022,IE,HR3,N,6_AGRI,21.11,18.34,7.1,7.93,4.47,78.96,85.06,19.74,9.81,9.99,58.13,132.51,earn_ses_hourly,FLASH,2026-01-14
2023,MT,RO46,D,1_MANAGERS,49.83,39.41,1.75,19.21,11.87,59.74,1178.62,15.02,4.46,5.84,55.08,95.66,earn_ses_annual,BENCHMARK,2025-10-04
2024,SK,DE59,O,5_SERVICE_SALES,34.56,28.99,4.33,6.3,3.63,32.27,1246.62,17.71,2.27,10.24,47.19,127.85,lfs_gpg,SECOND,2025-06-27
2025,BE,CY729,E,9_ELEMENTARY,14.98,13.17,6.79,6.62,4.04,50.61,1487.32,24.24,4.62,13.08,51.63,142.56,nama_10_lp_ulc,FIRST,2025-08-20
2006,DK,CY783,P,4_CLERICAL,19.0,15.77,5.18,19.56,10.88,59.36,1777.4,23.75,9.34,9.46,59.81,92.51,earn_ses_hourly,FLASH,2026-01-19
2007,GR,NL614,F,8_PLANT_MACHINE,32.25,25.67,2.68,18.89,9.02,47.25,819.54,12.26,11.8,4.74,53.15,95.61,earn_ses_annual,BENCHMARK,2024-11-11
2008,LT,HU31,Q,3_TECHNICIANS,38.56,35.06,4.38,17.25,8.08,48.58,1492.43,14.98,0.44,10.64,57.32,119.1,lfs_gpg,SECOND,2024-09-28
2009,PT,BE938,G,7_CRAFT,21.24,18.77,1.19,13.98,4.98,55.06,1776.56,22.59,9.35,10.22,54.43,83.88,nama_10_lp_ulc,FIRST,2025-02-06
2010,SE,SE63,R,2_PROFESSIONALS,49.28,44.86,-1.29,16.15,9.51,28.61,1062.94,13.04,17.37,6.92,56.21,82.36,earn_ses_hourly,FLASH,2025-11-03
2011,CY,FR794,H,6_AGRI,15.96,14.1,4.27,4.93,2.13,34.54,1798.34,10.39,11.77,2.39,59.62,97.98,earn_ses_annual,BENCHMARK,2025-02-14
2012,FR,FR5,S,1_MANAGERS,44.43,36.99,-1.0,15.5,7.2,97.6,921.8,20.8,18.01,8.42,51.79,108.75,lfs_gpg,SECOND,2025-08-01
2013,IT,PT544,I,5_SERVICE_SALES,12.42,11.08,1.49,19.08,7.28,49.49,896.62,19.93,3.37,11.99,46.22,108.98,nama_10_lp_ulc,FIRST,2024-07-14
2014,NL,GR818,T,9_ELEMENTARY,28.63,25.19,3.93,12.7,5.78,17.57,1629.53,7.93,5.67,3.1,53.05,104.64,earn_ses_hourly,FLASH,2024-01-28
2015,SI,EE61,J,4_CLERICAL,29.21,26.09,-1.0,6.35,2.41,64.25,977.11,22.53,1.64,12.05,60.71,95.46,earn_ses_annual,BENCHMARK,2025-10-18
2016,BG,LU468,U,8_PLANT_MACHINE,27.21,23.2,7.28,9.33,4.71,69.15,1573.55,24.62,2.39,9.69,54.13,88.5,lfs_gpg,SECOND,2025-10-14
2017,EE,HR75,K,3_TECHNICIANS,21.68,17.11,-0.81,6.42,4.09,18.66,770.96,13.97,9.14,7.6,52.51,83.75,nama_10_lp_ulc,FIRST,2025-11-09
2018,HU,HR850,A,7_CRAFT,16.18,13.56,-1.28,8.01,4.8,22.88,1796.76,13.32,10.99,10.24,45.51,84.64,earn_ses_hourly,FLASH,2026-02-10
2019,LU,NL815,L,2_PROFESSIONALS,24.25,20.96,-0.85,19.35,11.67,24.23,176.65,25.05,13.3,5.93,46.47,90.13,earn_ses_annual,BENCHMARK,2024-03-31
2020,RO,NL91,B,6_AGRI,9.15,7.16,0.47,16.86,10.36,51.86,271.59,13.36,9.83,9.34,51.08,83.39,lfs_gpg,SECOND,2024-08-27
2021,AT,PT22,M,1_MANAGERS,77.98,71.71,2.56,3.88,1.67,62.21,191.76,22.7,11.39,5.23,63.99,119.37,nama_10_lp_ulc,FIRST,2025-07-04
2022,CZ,EE3,C,5_SERVICE_SALES,19.44,17.65,5.7,2.39,1.11,24.2,1048.92,13.18,9.74,10.18,50.18,140.8,earn_ses_hourly,FLASH,2024-10-15
2023,DE,RO881,N,9_ELEMENTARY,37.01,33.16,-0.67,10.24,5.71,39.33,689.97,18.66,4.5,3.2,53.54,93.57,earn_ses_annual,BENCHMARK,2024-12-30
2024,LV,DE3,D,4_CLERICAL,24.98,20.46,1.13,14.19,7.1,73.27,1225.57,25.04,0.48,11.68,60.85,95.57,lfs_gpg,SECOND,2025-11-01
2025,PL,BE43,O,8_PLANT_MACHINE,14.32,12.36,-1.32,13.18,8.22,44.0,467.93,11.37,9.48,11.02,44.3,104.21,nama_10_lp_ulc,FIRST,2024-03-23
2006,ES,NL849,E,3_TECHNICIANS,33.33,26.32,7.58,12.32,7.67,76.96,252.12,22.08,5.28,13.52,52.4,110.21,earn_ses_hourly,FLASH,2024-07-03
2007,HR,PT87,P,7_CRAFT,34.0,27.42,2.34,14.47,7.41,28.64,870.13,11.88,4.24,3.62,44.95,98.4,earn_ses_annual,BENCHMARK,2024-01-09
2008,FI,GR89,F,2_PROFESSIONALS,65.14,54.35,4.52,12.24,6.78,39.65,1352.62,10.36,5.72,5.95,49.5,109.06,lfs_gpg,SECOND,2026-01-03
2009,IE,LU2,Q,6_AGRI,30.79,24.2,-0.22,18.11,11.31,16.53,76.78,20.14,4.63,2.42,58.47,113.72,nama_10_lp_ulc,FIRST,2025-10-23
2010,MT,LU9,G,1_MANAGERS,53.24,48.16,2.29,7.63,4.69,25.48,1074.77,20.16,13.93,4.69,57.29,87.03,earn_ses_hourly,FLASH,2025-05-08
2011,SK,BE505,R,5_SERVICE_SALES,11.15,9.9,-0.89,14.14,5.5,47.73,1629.64,13.51,2.14,4.12,51.0,108.79,earn_ses_annual,BENCHMARK,2025-01-22
2012,BE,CY8,H,9_ELEMENTARY,33.42,26.31,2.06,6.96,3.06,79.45,1216.5,7.62,8.36,7.04,48.52,91.59,lfs_gpg,SECOND,2025-09-13
2013,DK,LT991,S,4_CLERICAL,17.86,16.22,7.12,3.7,1.43,82.41,1397.58,8.77,5.59,10.56,61.74,99.76,nama_10_lp_ulc,FIRST,2024-05-29
2014,GR,MT6,I,8_PLANT_MACHINE,17.11,14.34,7.07,3.46,2.53,34.74,1038.94,26.84,3.5,3.81,45.92,118.86,earn_ses_hourly,FLASH,2024-03-08
2015,LT,DE5,T,3_TECHNICIANS,13.6,11.55,6.07,14.41,10.66,30.87,1797.94,7.56,10.01,6.22,48.57,92.49,earn_ses_annual,BENCHMARK,2024-02-02
2016,PT,PL4,J,7_CRAFT,11.76,9.61,4.12,18.88,11.18,28.82,937.43,25.17,1.24,6.34,54.42,111.34,lfs_gpg,SECOND,2025-11-13
2017,SE,DE99,U,2_PROFESSIONALS,31.14,27.6,2.41,11.97,4.61,70.86,1886.02,8.44,4.76,6.7,65.57,99.24,nama_10_lp_ulc,FIRST,2024-05-07
2018,CY,HR18,K,6_AGRI,24.47,19.43,2.49,4.54,2.77,19.9,776.89,27.18,9.28,4.29,48.61,113.64,earn_ses_hourly,FLASH,2024-05-23
2019,FR,RO17,A,1_MANAGERS,85.05,76.78,6.14,6.08,4.03,83.24,2276.9,14.27,6.59,5.4,50.33,90.28,earn_ses_annual,BENCHMARK,2024-05-14
2020,IT,NL9,L,5_SERVICE_SALES,34.19,27.23,5.15,9.96,5.88,30.58,1887.23,17.13,8.2,13.57,52.6,118.23,lfs_gpg,SECOND,2025-10-24
2021,NL,RO30,B,9_ELEMENTARY,12.78,11.03,5.98,8.54,4.1,56.41,1330.04,18.06,9.69,3.0,54.09,122.1,nama_10_lp_ulc,FIRST,2024-03-24
2022,SI,SK98,M,4_CLERICAL,13.05,11.66,0.41,13.32,8.21,68.4,1890.86,14.01,9.45,2.47,62.63,109.27,earn_ses_hourly,FLASH,2024-10-12
2023,BG,HU480,C,8_PLANT_MACHINE,34.02,30.79,4.08,16.39,8.95,21.56,734.14,17.06,2.75,11.94,46.73,109.91,earn_ses_annual,BENCHMARK,2024-04-13
2024,EE,BE9,N,3_TECHNICIANS,50.82,43.8,6.72,12.59,5.45,59.48,1126.32,18.1,10.54,11.52,45.6,138.93,lfs_gpg,SECOND,2025-05-02
2025,HU,FR53,D,7_CRAFT,13.58,12.05,5.3,9.2,6.26,67.36,1486.95,8.33,1.74,5.76,54.49,123.02,nama_10_lp_ulc,FIRST,2024-06-29
2006,LU,AT58,O,2_PROFESSIONALS,66.42,57.5,7.53,4.29,3.09,37.66,645.02,16.84,17.59,5.26,55.08,114.56,earn_ses_hourly,FLASH,2024-11-27
2007,RO,CY3,E,6_AGRI,10.36,8.3,6.62,19.09,9.62,57.2,698.43,18.54,7.34,3.69,50.28,94.7,earn_ses_annual,BENCHMARK,2025-09-25
2008,AT,SE71,P,1_MANAGERS,37.43,32.23,2.91,21.32,11.28,37.13,633.14,19.23,12.49,10.98,57.06,88.38,lfs_gpg,SECOND,2025-10-23
2009,CZ,AT74,F,5_SERVICE_SALES,19.03,17.52,-0.69,14.59,9.16,53.89,1529.23,12.2,10.72,9.99,52.52,82.29,nama_10_lp_ulc,FIRST,2025-05-28
2010,DE,FR26,Q,9_ELEMENTARY,16.23,13.45,6.1,17.94,8.39,18.84,840.0,12.11,11.53,2.47,54.85,105.67,earn_ses_hourly,FLASH,2024-10-28
2011,LV,LV66,G,4_CLERICAL,16.87,14.7,0.45,6.13,3.56,52.01,1095.3,25.67,7.61,13.23,51.03,93.44,earn_ses_annual,BENCHMARK,2024-06-30
2012,PL,PT212,R,8_PLANT_MACHINE,27.09,24.63,5.88,7.91,2.81,47.49,1596.09,17.08,2.63,8.89,55.27,96.69,lfs_gpg,SECOND,2024-07-21
2013,ES,AT9,H,3_TECHNICIANS,32.13,28.68,4.11,7.66,5.52,52.09,424.72,6.51,1.78,12.79,56.26,119.04,nama_10_lp_ulc,FIRST,2025-04-06
2014,HR,SE2,S,7_CRAFT,28.8,25.29,5.59,14.34,5.86,75.19,980.07,17.18,5.74,3.5,56.99,101.93,earn_ses_hourly,FLASH,2025-07-22
2015,FI,SK517,I,2_PROFESSIONALS,63.14,57.26,2.39,10.91,8.1,41.55,1467.7,14.56,14.75,8.4,49.85,108.59,earn_ses_annual,BENCHMARK,2025-09-20
2016,IE,CZ4,T,6_AGRI,36.07,31.56,1.15,2.92,1.92,71.96,962.15,14.46,10.78,8.7,52.83,110.71,lfs_gpg,SECOND,2024-02-21
2017,MT,RO278,J,1_MANAGERS,19.55,15.61,7.92,10.95,5.98,72.37,1429.93,15.43,5.97,4.4,61.3,121.24,nama_10_lp_ulc,FIRST,2025-07-25
2018,SK,HR6,U,5_SERVICE_SALES,20.3,18.62,1.88,11.8,4.94,69.72,1594.62,10.96,4.86,10.64,48.49,84.48,earn_ses_hourly,FLASH,2025-11-23
2019,BE,LU6,K,9_ELEMENTARY,20.58,16.41,2.66,3.08,1.43,90.03,2489.52,17.4,3.26,3.05,55.55,86.49,earn_ses_annual,BENCHMARK,2025-01-14
2020,DK,PL76,A,4_CLERICAL,51.31,45.71,3.32,2.76,1.76,28.08,638.59,22.57,10.83,4.74,51.53,85.94,lfs_gpg,SECOND,2026-01-24
2021,GR,SK4,L,8_PLANT_MACHINE,28.59,25.93,1.45,3.71,1.39,17.29,1816.63,18.9,7.35,17.97,55.45,128.41,nama_10_lp_ulc,FIRST,2024-03-19
2022,LT,IT91,B,3_TECHNICIANS,49.96,44.82,9.15,4.95,1.86,27.77,1372.08,15.85,11.78,2.67,53.83,119.5,earn_ses_hourly,FLASH,2026-01-20
2023,PT,LV423,M,7_CRAFT,23.17,20.8,5.96,11.34,4.98,78.27,109.22,25.63,10.58,11.13,62.74,123.14,earn_ses_annual,BENCHMARK,2024-10-10
2024,SE,LT12,C,2_PROFESSIONALS,72.11,60.94,2.86,15.96,9.06,85.28,299.78,9.83,8.13,4.39,56.35,110.61,lfs_gpg,SECOND,2024-03-03
2025,CY,LU570,N,6_AGRI,17.46,14.1,6.3,8.46,3.19,48.16,144.33,8.0,3.81,8.48,47.09,114.36,nama_10_lp_ulc,FIRST,2024-08-25
2006,FR,BG96,D,1_MANAGERS,44.52,36.5,-0.17,12.47,7.57,54.08,1338.44,9.42,11.69,8.6,53.16,109.32,earn_ses_hourly,FLASH,2025-05-04
