labor_wage_wage_survey_year,labor_wage_occupation_nco_6,labor_wage_industry_nic_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2016,651644,965,Annual,73086.41,102805.15,121124.92,138283.43,145288.76,1499515.93,21.39,18.43,31.34,1.79,30.81,-4.72,6.55,44.8,147.786,0.578
2020,459677,944,Monthly,114220.01,142679.07,176214.65,205161.08,234302.17,2243133.59,9.63,20.76,16.75,20.63,-5.49,28.24,27.66,25.15,143.344,0.973
2018,495077,820,Monthly,10545.45,13617.71,15421.51,21019.83,25558.46,199492.87,9.43,5.05,20.85,36.08,34.37,-4.53,25.18,29.87,107.301,5.321
2019,365263,716,Hourly,22033.29,33282.05,45280.67,49877.25,56703.42,515884.52,11.53,28.1,6.61,28.59,29.9,18.85,54.96,46.97,141.609,4.519
2017,995603,700,Daily,14340.0,20356.97,24234.01,28669.03,34142.47,303293.86,23.14,16.91,29.9,22.53,0.83,15.85,20.04,40.38,146.745,2.156
2022,657965,928,Annual,101977.2,135333.75,170119.22,216717.11,258777.63,1949877.77,11.72,21.79,34.99,25.27,3.98,7.99,7.54,16.22,125.147,2.692
2018,251077,616,Hourly,101924.03,133620.62,166106.5,219845.74,235958.24,2226131.48,2.08,20.4,28.63,0.46,17.53,16.8,48.07,19.38,159.159,7.609
2016,364964,716,Hourly,44572.69,65993.92,85668.87,124668.49,152771.96,964576.35,0.13,5.37,28.58,32.52,11.38,-1.99,16.25,46.93,110.039,1.859
2016,590965,557,Annual,84002.82,115005.67,162185.6,200438.96,259725.0,2229891.7,10.08,16.49,29.51,38.16,27.3,-9.8,31.84,29.57,134.771,1.954
2022,261266,729,Monthly,7052.51,9799.0,13221.39,15058.25,18938.6,164035.29,3.25,1.11,29.28,10.48,18.94,27.41,6.42,20.36,91.318,1.472
2017,943591,950,Daily,9723.34,14743.72,16598.34,19916.69,24136.98,203064.21,16.63,19.49,23.21,30.54,25.51,-4.05,34.52,11.93,143.457,2.761
2017,931198,577,Monthly,48972.99,60248.22,77524.09,112091.21,140519.7,1064227.44,17.24,10.94,9.23,24.04,26.81,3.22,38.55,53.27,84.841,0.565
2018,668032,078,Annual,32327.97,42556.45,56082.08,67341.87,74678.31,722814.03,20.56,3.18,3.79,34.0,27.18,20.46,15.49,15.17,101.392,1.565
2024,766863,574,Monthly,50458.44,72034.55,97073.85,140376.1,148838.41,1032824.16,0.25,22.8,11.52,1.68,1.46,1.31,16.45,40.73,89.364,6.76
2019,681250,592,Annual,107223.07,137542.44,168003.73,247017.09,282563.84,1773493.38,11.12,28.05,5.98,34.65,17.91,12.76,7.3,13.26,96.827,1.953
2016,949806,454,Daily,119714.13,152168.32,175017.52,234635.62,278153.36,2042116.25,10.52,25.03,9.28,9.08,0.49,14.91,49.33,51.65,72.736,7.99
2018,276548,095,Annual,62370.65,89585.6,123195.21,154398.39,174006.99,1615515.61,11.18,20.21,8.91,19.9,27.57,29.91,15.41,8.18,146.6,1.638
2018,577294,438,Monthly,110164.41,136137.79,167952.72,185145.07,242887.77,1809110.05,10.91,15.77,20.44,7.29,32.32,3.99,13.13,50.72,126.607,1.63
2021,691184,579,Annual,85469.3,123357.21,148937.29,170841.41,227825.01,1683315.78,3.34,28.11,22.15,14.7,16.81,15.21,54.3,42.38,112.491,2.794
2025,763252,243,Hourly,8853.49,10907.02,12326.17,13681.58,14525.82,172353.12,3.93,3.1,14.83,32.16,25.67,6.11,17.05,29.61,146.354,5.84
2019,951785,566,Annual,66689.38,107127.92,152472.6,182969.56,233763.44,2067285.96,6.8,2.87,7.7,18.45,-9.05,-2.7,28.06,42.24,85.772,1.209
2019,719652,594,Monthly,14648.19,24226.6,33202.18,41947.82,55555.33,377780.56,3.24,7.8,6.58,11.32,30.77,14.28,23.92,35.12,151.946,2.362
2017,640357,701,Daily,56064.41,85471.9,106802.14,145321.75,153961.74,1207423.97,21.5,16.14,26.66,27.47,0.38,-5.14,52.79,7.74,115.318,1.479
2023,784496,625,Hourly,22055.29,26895.42,35837.16,41920.77,52176.3,411006.8,21.16,1.92,10.64,0.27,22.7,17.64,29.46,0.94,86.42,5.886
2018,091768,644,Daily,73873.65,89485.06,105035.7,130440.4,152538.86,1298100.02,1.93,3.32,10.72,5.08,27.97,8.93,29.57,14.61,115.536,6.979
2023,477784,513,Daily,35330.09,49422.96,67900.73,95422.94,119603.29,932735.86,6.7,25.17,22.09,4.39,33.89,5.74,49.73,35.99,146.69,2.235
2024,437091,782,Hourly,51993.36,83376.93,105148.28,149683.59,181951.63,1342015.78,18.57,23.91,11.43,31.65,30.56,-8.29,36.12,37.43,151.241,6.518
2022,148937,508,Hourly,43538.0,72211.78,86895.64,113738.72,126741.77,1079968.24,24.2,19.12,15.34,34.5,15.02,16.84,47.63,43.96,89.616,3.383
2018,931979,385,Hourly,83539.56,131516.74,170789.04,232425.04,286482.56,2179334.5,5.86,9.37,23.07,4.26,-6.03,11.3,32.4,24.78,101.217,4.619
2018,053817,204,Daily,23868.05,28580.8,40134.2,53949.67,70462.53,461787.25,23.2,13.62,5.59,36.85,19.4,0.52,45.24,21.59,148.734,5.773
2016,164790,028,Hourly,86110.98,104964.44,140031.17,180398.08,194996.77,1817089.53,15.92,0.2,24.3,17.32,-2.07,-4.37,41.86,35.51,141.709,1.959
2022,877677,638,Annual,34057.91,41384.19,55037.83,80678.09,99695.15,581558.7,13.63,28.78,0.94,18.01,28.67,10.08,1.4,37.87,139.935,7.81
2023,385841,778,Daily,29448.15,38974.88,46753.51,56599.42,64790.04,521090.07,17.65,16.51,16.97,30.98,1.84,23.68,28.88,15.0,119.244,6.255
2020,011969,753,Annual,82238.32,103817.77,139075.23,201859.2,237163.17,1552471.91,12.2,11.33,13.2,24.02,-1.64,12.37,21.21,11.08,150.649,5.075
2022,824906,298,Hourly,23033.26,33521.13,44416.26,62161.73,75094.45,490319.24,21.31,13.19,24.46,18.64,24.27,4.57,32.66,33.02,128.691,7.668
2023,648255,394,Daily,30339.36,40730.78,56779.39,79824.86,101174.7,598713.2,9.55,21.92,8.8,32.92,5.38,17.82,12.68,12.02,77.678,3.88
2017,856389,603,Annual,16936.77,24121.63,30624.28,45627.96,59508.67,381763.01,5.0,15.49,15.95,25.38,34.95,15.53,12.93,47.33,84.016,2.866
2019,352223,002,Monthly,100243.14,132741.2,177467.01,238750.03,293106.07,2027597.44,7.45,5.79,32.02,38.62,-9.77,-4.05,26.98,38.18,152.63,4.66
2023,734013,300,Hourly,12185.99,18991.51,22771.44,26254.56,33688.91,291985.13,17.84,20.03,22.55,33.84,23.89,-1.74,45.1,49.66,153.959,3.838
2018,091669,148,Monthly,53192.86,77367.03,89389.51,104776.69,116946.33,1086163.33,17.2,21.26,4.6,20.48,25.2,11.91,10.18,25.26,99.323,4.913
2021,184845,543,Monthly,44098.21,53143.4,59952.75,75395.15,97779.83,718510.76,22.57,0.13,1.36,7.51,19.66,3.73,33.03,40.02,113.94,3.338
2018,981874,953,Daily,62726.75,79287.53,105945.79,147617.92,161280.1,1200647.78,8.65,17.95,18.1,0.65,-9.29,20.26,43.29,33.01,155.187,5.032
2022,891899,868,Monthly,22181.61,35659.96,47953.51,58683.26,70901.27,668938.57,23.65,23.32,1.23,18.67,26.37,-1.31,40.99,43.93,154.786,5.565
2017,062565,072,Annual,90138.72,138655.05,161405.95,227508.49,260777.52,1876483.53,6.96,7.22,33.27,18.25,2.46,20.25,11.31,18.67,111.228,3.159
2024,569234,891,Monthly,90820.41,129061.25,153645.81,196045.71,236434.21,1729084.06,5.03,24.29,27.16,1.6,6.85,-2.95,18.02,3.87,151.641,6.824
2017,508443,610,Monthly,45474.86,70143.17,87917.91,101433.19,125855.24,1015089.91,10.37,9.05,32.2,30.82,13.38,0.78,31.75,4.07,136.42,5.706
2017,161697,258,Daily,79505.79,125996.12,171302.49,247915.1,304425.51,1938644.68,21.57,7.65,33.8,32.47,-2.74,16.1,43.11,18.87,142.583,3.347
2020,987827,559,Hourly,72340.34,91927.42,109717.55,158668.07,168841.75,1361128.84,19.72,6.78,32.7,38.68,19.44,13.35,16.94,41.11,70.227,2.953
2023,321991,187,Daily,98239.53,130485.87,173384.13,213408.03,274421.19,2391464.67,11.73,4.77,8.03,39.08,30.22,-7.65,56.4,31.34,126.568,5.307
2024,329210,460,Annual,79233.68,127713.53,153551.81,181690.81,199197.89,1921916.4,8.25,19.36,22.34,38.22,16.65,29.73,23.04,7.3,91.913,6.841
2016,001114,743,Daily,57366.5,82983.16,106697.35,159920.32,189528.77,1269972.93,19.56,0.61,21.31,15.69,34.02,2.29,8.64,18.46,109.822,7.864
2017,101572,505,Hourly,82341.95,98928.22,126471.46,164368.56,188569.04,1356040.45,10.18,6.21,13.96,30.27,19.46,15.83,13.29,39.6,147.037,7.777
2024,991430,782,Daily,102180.14,137052.11,159306.41,185559.66,201682.23,1721466.48,14.01,1.73,5.32,5.03,-0.25,17.76,23.67,12.79,115.163,4.517
2019,663891,050,Daily,53296.31,80748.9,94279.55,132599.47,173007.05,1300695.82,8.65,17.17,18.32,27.06,15.93,3.87,46.02,49.91,123.942,1.465
2017,106185,071,Annual,25062.93,37997.43,46187.1,58439.38,63022.62,567116.48,23.92,16.84,29.16,6.89,-3.42,22.84,38.59,46.33,134.056,2.021
2016,548201,976,Daily,67897.14,105194.09,127579.17,181548.36,218668.7,1403258.34,5.01,16.1,34.28,15.38,24.41,24.46,42.29,21.51,139.781,5.53
2023,233943,974,Annual,87125.21,125644.84,140332.04,197298.78,245447.16,1879911.17,3.08,29.65,9.82,26.25,32.41,-9.4,50.43,34.52,124.07,3.96
2023,706183,068,Annual,56202.93,71581.94,99546.36,126881.43,143776.24,1163305.12,23.35,11.28,27.02,16.12,14.72,5.88,44.6,13.54,111.271,5.728
2021,682376,677,Hourly,47123.53,69054.92,78670.12,114871.72,128591.59,1040103.88,16.04,7.27,11.75,37.65,10.21,6.04,57.74,37.6,100.354,6.907
2022,559330,419,Annual,54069.34,81169.35,93576.27,122635.1,143511.73,1006641.09,18.09,27.09,21.51,34.57,30.2,12.35,36.69,7.16,72.138,2.63
2018,551511,583,Daily,64016.22,77832.65,87564.23,105142.01,140242.13,1216458.86,23.65,11.99,26.09,4.86,8.11,2.49,48.51,15.76,70.656,3.102
2016,703192,004,Hourly,45525.16,64348.65,81680.58,122295.39,163259.07,967627.91,20.39,11.67,10.51,18.81,27.24,24.2,57.58,19.3,80.234,5.19
2020,796893,869,Monthly,60586.3,88987.69,104919.58,127428.56,151126.56,1256091.22,2.55,20.71,25.13,31.96,16.35,4.21,15.46,15.59,131.544,0.501
2017,780382,956,Annual,19669.58,30129.06,35588.36,43106.7,52584.29,394334.11,11.74,10.73,12.8,32.35,3.82,4.3,2.24,29.76,95.651,7.414
2019,235220,600,Annual,61246.31,85783.59,95960.79,136836.5,168559.22,1315728.02,2.25,15.74,31.83,37.33,11.0,-1.32,52.33,52.44,104.198,3.639
2023,606184,758,Annual,33406.63,49566.23,61524.17,83047.17,105386.46,740560.32,19.54,3.06,11.79,0.91,3.03,20.45,13.82,4.14,126.267,0.85
2022,746065,598,Daily,79746.24,108991.69,140118.96,161241.96,193582.71,1642335.72,5.1,5.82,31.97,38.28,28.8,-2.4,4.26,40.59,92.135,0.619
2017,626954,675,Daily,51871.52,61799.16,78425.76,97360.16,119438.02,839394.3,10.32,10.71,27.73,9.79,7.67,22.45,4.47,7.24,146.822,2.197
2024,467310,463,Hourly,41146.09,53614.42,71768.24,80117.32,96019.93,957566.82,18.92,25.02,2.43,8.94,11.47,-4.21,17.24,8.42,146.189,2.514
2021,123529,716,Annual,108779.25,140232.79,159164.06,190914.0,220605.53,1826863.95,14.71,20.59,30.22,39.83,31.02,28.54,39.19,1.71,101.147,7.38
2025,074599,990,Monthly,33864.82,54880.58,70745.14,100735.49,106954.25,767298.37,15.76,23.67,30.77,22.63,-8.16,-6.43,46.58,51.53,93.833,7.949
2020,496460,236,Daily,82074.46,104163.19,133341.32,148523.38,186727.13,1860826.72,5.2,28.71,14.81,32.36,18.67,26.92,20.9,25.01,73.269,4.462
2018,802973,109,Hourly,85414.62,105127.74,125869.65,185630.35,242183.55,1566191.11,14.14,29.14,22.17,39.34,33.38,4.8,39.11,5.02,146.752,7.253
2025,284556,811,Annual,112664.44,141017.8,172846.0,229942.08,295284.35,2410201.9,13.28,22.31,15.75,34.37,22.56,16.42,54.86,28.19,100.531,7.951
2016,873229,640,Hourly,11835.6,15547.85,20558.73,23401.15,25051.68,242215.33,5.64,23.95,12.84,30.3,-0.21,-9.02,42.13,52.64,158.51,4.778
2024,587235,799,Daily,27462.81,41479.69,55255.94,68063.1,84440.14,619793.81,18.13,18.25,10.45,16.03,33.5,6.48,41.01,43.1,110.576,1.22
2024,450592,302,Monthly,66353.1,105616.56,141032.47,185989.97,216995.11,1520912.51,20.76,26.13,21.32,15.77,4.64,3.85,50.4,52.15,95.619,5.863
2019,649938,641,Monthly,67886.16,96907.24,113756.76,126539.16,167857.46,1251339.8,12.87,26.83,4.28,11.03,19.11,8.94,53.18,33.49,154.947,7.285
2025,344428,147,Monthly,27754.23,45130.98,55472.23,71861.8,87712.63,611600.77,2.41,2.06,22.66,4.11,-5.07,2.73,54.3,25.77,117.339,5.297
2016,218067,706,Daily,72021.43,106597.67,137653.14,204054.61,256444.35,1743108.15,17.18,28.43,8.19,37.81,34.75,2.82,46.84,19.33,79.804,7.148
2018,458369,068,Daily,69030.35,115027.49,143017.09,172357.77,207093.66,1697536.84,15.83,6.48,22.57,14.19,9.63,4.64,12.99,43.4,99.308,5.011
2021,479735,866,Hourly,70698.76,116051.42,131529.85,147235.52,187188.57,1408456.94,5.4,13.02,10.21,23.81,-3.2,12.3,30.5,4.44,89.171,4.792
2025,901136,793,Hourly,35775.2,56661.32,70871.06,80224.71,98796.46,905778.41,14.36,4.44,21.29,21.09,17.58,24.33,9.24,46.27,76.779,5.503
2025,355739,858,Daily,17715.02,29142.54,34633.32,40419.97,52896.25,474886.06,9.06,15.92,10.43,1.24,-7.61,-2.51,43.61,42.08,82.827,2.065
2016,681141,097,Monthly,45499.39,59318.32,79488.04,107587.37,135997.13,944560.73,22.12,0.58,23.98,27.91,4.09,-9.23,11.42,40.93,76.259,2.707
2023,285132,571,Daily,64267.39,88172.75,125667.69,180273.95,231868.79,1678652.32,19.67,0.92,20.3,19.54,22.82,19.52,15.58,5.27,118.821,7.308
2022,284953,342,Annual,21330.11,27749.06,39014.22,44967.38,50639.36,490756.56,3.73,2.89,24.09,33.31,22.49,-2.78,37.49,10.63,111.786,3.18
2019,085858,753,Annual,96658.94,135763.44,177538.31,198901.27,212621.89,2085120.75,15.76,0.49,12.38,28.33,5.99,6.4,54.39,5.24,86.127,1.007
2024,164940,186,Annual,74483.6,103163.73,130768.66,194274.71,229159.89,1396727.53,9.93,0.86,26.81,39.74,5.35,18.29,59.56,16.13,129.492,4.142
2019,311123,394,Daily,26616.26,34319.07,47647.13,70944.68,84901.89,528297.68,2.84,29.06,25.19,4.94,8.02,-1.55,41.26,22.42,140.813,7.215
2023,439512,864,Annual,25555.94,39619.08,52182.25,73455.2,82242.5,690275.51,0.58,23.3,29.14,31.92,2.57,6.75,14.64,20.59,108.881,4.155
2023,954734,484,Monthly,50027.13,64472.28,75249.22,89864.05,114595.63,917855.04,11.29,28.54,26.19,25.43,10.12,-5.07,18.74,47.4,142.17,3.193
2018,075479,305,Daily,44448.33,57109.44,72232.93,103317.08,109701.82,999013.31,23.02,12.09,26.46,28.43,7.84,16.53,7.14,34.89,84.484,1.784
2016,661818,919,Daily,21761.2,31063.11,42116.71,61760.18,65035.17,541349.05,23.01,5.67,23.71,34.72,11.18,24.84,51.25,29.46,97.268,3.916
2017,450657,579,Hourly,73767.66,120233.28,141734.35,181327.43,226080.32,1787310.87,14.0,5.67,33.13,26.63,29.66,-7.37,22.99,39.42,143.759,6.937
2016,937342,615,Monthly,17632.47,25371.52,31322.91,37247.25,42778.47,406448.82,16.52,13.69,29.04,34.47,9.34,16.89,6.66,47.71,109.964,3.224
2020,789563,608,Annual,35464.88,43108.22,60856.97,91284.0,122911.89,769627.68,11.4,2.04,4.95,15.69,-7.25,4.13,0.14,19.69,77.452,3.455
2019,413438,496,Annual,22155.56,27660.53,31916.31,47748.41,51317.33,425171.49,12.03,27.54,34.8,2.41,34.29,-7.06,57.13,42.75,78.857,4.84
2017,886147,245,Annual,71840.04,107012.96,137740.92,155798.79,209029.14,1633821.71,22.37,23.62,27.93,17.78,32.48,13.54,48.34,44.55,77.635,2.047
2020,695074,658,Daily,95826.49,150297.98,167989.44,232100.49,287115.24,1980792.55,14.17,8.26,7.06,33.8,11.41,11.97,58.24,49.65,80.701,6.048
2017,881444,767,Daily,57920.82,74336.63,93445.9,104789.8,110267.78,1116145.91,2.81,28.26,3.95,0.45,7.03,28.12,56.07,32.48,109.994,4.721
2016,848606,292,Monthly,57252.76,81160.72,98809.3,112521.07,122266.56,1333282.23,2.96,16.68,11.3,22.67,7.53,26.51,36.23,35.6,116.595,5.4
2022,282825,646,Daily,17819.18,26814.95,38304.48,52037.52,63012.87,480733.79,17.39,7.51,13.02,16.07,3.77,-6.6,50.41,15.72,131.381,4.529
2018,987242,407,Annual,10030.78,13930.98,17696.1,22277.57,25852.33,232818.43,13.19,16.65,6.61,28.27,15.12,4.33,26.73,9.36,79.903,2.761
2024,023814,616,Annual,19142.38,31462.22,38012.62,54988.97,65668.29,482888.1,18.58,20.58,34.37,21.95,11.45,21.58,32.6,1.03,108.161,2.059
2024,790170,930,Daily,81134.48,120801.02,153219.26,193896.55,240054.06,2097941.37,13.27,27.83,11.16,31.24,17.46,25.22,13.83,24.7,97.491,7.944
2019,797337,211,Daily,83930.33,111236.97,155927.09,208167.28,228731.84,1890733.71,3.93,0.29,30.62,15.82,9.08,27.09,27.91,36.69,113.918,1.654
2017,434386,089,Hourly,19348.28,28106.91,38463.17,57669.62,61078.75,433572.74,20.11,15.06,17.48,14.42,-2.88,-0.47,53.14,45.42,119.499,6.943
2021,280969,987,Annual,28567.52,38005.74,43496.54,52378.82,57347.79,604205.41,1.28,15.02,8.3,31.21,28.2,5.01,2.27,6.07,83.327,6.025
2021,158075,697,Daily,48449.53,72121.17,102207.65,127519.67,144380.79,1234313.3,19.47,24.64,33.45,1.39,29.94,28.29,52.83,12.51,117.18,3.649
2016,302738,256,Daily,30922.95,37823.89,45374.09,60473.2,79043.31,553783.02,22.21,19.98,14.69,35.37,20.89,-1.13,12.9,40.78,155.093,3.356
2025,001584,838,Hourly,9382.18,13667.67,16414.73,21083.0,22870.56,192312.08,7.55,14.52,9.55,3.79,30.96,2.6,59.79,0.94,101.755,7.606
2017,724543,543,Monthly,78719.76,122590.11,160641.34,192362.56,257280.59,1741129.9,24.25,17.76,27.46,13.15,-1.63,26.25,19.95,38.92,111.88,2.546
2018,509671,076,Daily,108495.08,134595.52,171663.8,253304.7,293587.5,2283316.65,19.17,10.66,16.33,33.41,12.78,0.42,27.48,22.88,128.898,6.772
2023,670160,545,Hourly,96413.23,135286.01,160345.03,223067.02,273208.9,2053596.88,10.53,16.54,28.33,30.56,2.7,-7.56,2.92,19.04,133.325,3.267
2020,828937,140,Annual,18853.72,25826.56,36256.02,50479.01,64981.71,381396.42,16.53,14.25,26.88,30.43,16.89,21.74,58.69,23.48,155.218,4.766
2016,072016,686,Annual,89909.61,119782.08,138245.27,194268.62,205077.69,1543553.74,15.8,9.44,5.88,16.14,22.53,24.52,0.37,1.31,77.459,6.026
2022,366221,707,Daily,67903.12,90321.64,102139.53,118516.87,145752.86,1361530.62,7.49,2.99,11.9,13.99,-6.2,21.0,28.51,39.01,102.849,2.462
2020,376933,327,Monthly,69352.83,81744.39,94268.51,113406.52,140729.98,1273056.3,18.98,14.01,29.2,7.07,13.16,-7.19,49.97,47.07,72.267,2.676
2022,811562,578,Daily,72573.5,91990.26,121438.05,176764.25,234315.93,1358486.92,23.82,27.46,16.36,12.94,-7.53,20.36,4.77,17.12,151.715,4.085
2022,359144,913,Annual,76515.47,121956.62,143889.5,192767.87,205955.92,1902928.69,17.41,10.36,14.04,36.98,-9.12,6.68,15.49,0.5,112.214,1.122
2018,023819,544,Monthly,8218.48,10138.38,14212.24,16030.78,21169.44,186216.65,8.75,19.3,11.96,26.76,2.41,16.22,16.38,17.08,94.54,0.77
2023,217788,492,Annual,38164.85,63556.57,87162.13,98712.4,103699.96,977948.41,24.68,6.99,29.7,21.31,23.18,-9.71,20.35,22.55,77.313,1.154
2022,506166,375,Monthly,25731.43,36790.9,41144.24,50003.77,66982.82,515896.67,3.28,17.89,4.68,2.89,33.07,17.92,46.91,29.51,149.777,3.181
2017,334439,628,Monthly,57322.24,76022.4,100203.71,142179.78,170997.37,1393222.36,7.69,8.27,20.44,18.82,19.96,-3.32,42.11,11.51,138.931,4.582
2021,460463,994,Annual,25237.73,35629.14,39788.27,45015.54,48709.6,478872.72,10.28,27.87,17.94,17.9,5.47,6.74,17.18,29.71,131.423,1.878
2019,991874,651,Monthly,67084.77,94600.38,106508.94,131776.11,169870.63,1289738.4,19.57,9.08,7.48,14.63,31.94,19.75,34.33,27.92,124.998,1.963
2025,734614,686,Monthly,53475.02,65206.11,75906.31,102154.86,133664.91,984789.2,9.36,15.87,8.78,19.91,-4.14,15.36,58.41,32.92,77.75,1.943
2018,754211,736,Annual,71268.89,102279.91,125250.4,167009.22,186749.06,1461218.7,4.13,18.27,3.58,21.45,28.5,21.54,24.13,17.41,78.191,5.211
2025,045811,230,Hourly,84386.34,127125.31,150339.91,203032.81,219138.89,2059243.31,13.37,9.65,5.83,9.42,17.74,6.44,26.78,26.53,131.815,3.068
2024,666454,704,Monthly,21283.51,25164.25,29529.08,39571.08,51540.15,311392.32,17.88,26.49,16.51,9.38,4.05,23.57,5.42,10.54,89.715,2.535
2018,424852,997,Daily,47238.37,65149.56,75940.82,98899.62,121546.87,1047860.65,1.16,3.99,26.16,24.11,25.93,4.48,26.44,41.86,106.14,2.07
2017,613957,125,Daily,78773.08,93245.82,109778.39,128434.36,139726.16,1176973.56,4.89,10.38,10.27,14.02,-2.97,-0.73,53.8,53.54,137.596,6.386
2024,807008,254,Hourly,100001.86,118676.99,143486.91,180166.75,222301.89,1631635.11,4.88,24.82,34.46,12.7,-9.86,-4.71,37.67,53.76,73.675,4.846
2022,199753,400,Hourly,50091.52,80545.26,92367.36,119974.6,161945.07,1012759.59,22.74,16.97,7.85,11.25,19.57,6.76,7.96,16.3,154.187,2.786
2018,857379,277,Annual,78140.59,94651.35,112116.26,130316.71,152102.77,1330759.06,1.06,14.88,13.34,12.19,-0.48,17.06,10.11,33.15,145.689,6.724
2022,823651,621,Hourly,87544.53,109638.9,136541.18,182369.26,210487.1,1850991.33,12.28,28.28,25.28,24.93,17.9,4.18,36.98,26.51,96.445,2.899
2018,588681,111,Annual,78462.62,104815.65,126041.97,165211.04,179654.99,1705624.2,19.36,27.06,23.08,30.89,26.18,0.14,22.5,27.33,150.85,7.698
2022,138754,714,Annual,88394.28,111662.95,144346.52,159733.95,174462.1,1861739.48,19.14,5.08,25.51,16.6,0.38,6.18,57.14,17.73,105.026,2.498
2017,274860,383,Hourly,58331.48,78849.44,98435.39,144525.07,194813.52,1163879.42,13.76,13.76,29.57,20.79,34.07,11.07,12.58,2.06,71.617,1.629
2023,392017,373,Monthly,82528.88,102494.04,144264.63,165833.69,191479.34,1996104.62,20.26,4.16,11.14,13.44,27.9,6.45,18.02,54.81,115.348,2.201
2025,325087,666,Annual,73047.07,107611.99,142197.81,182056.62,237739.11,1820902.04,0.81,14.66,25.91,20.2,9.93,25.02,10.37,7.0,81.14,3.033
2023,268428,267,Hourly,74873.22,102952.03,145205.77,174297.59,222929.65,1711362.89,7.93,15.1,7.25,15.48,6.9,16.85,33.12,19.23,148.684,3.779
2020,700107,314,Monthly,98699.78,130751.03,171823.15,236936.9,291877.19,2292493.33,3.62,12.48,34.01,10.07,18.38,-5.7,2.56,39.02,82.85,2.98
2018,113549,972,Annual,90562.99,127477.73,153114.27,229160.59,307645.21,1693158.01,8.14,11.21,10.46,24.91,33.01,20.24,30.12,51.72,82.621,7.422
2020,643230,975,Daily,51076.01,67966.36,83180.21,104078.12,122400.22,955802.54,0.84,8.89,13.05,1.92,17.77,13.86,23.08,14.63,101.451,3.463
2018,618363,906,Annual,101376.57,130819.63,177124.63,243569.41,311207.4,2351817.71,6.61,10.65,21.71,33.99,34.02,19.0,11.89,26.81,97.203,4.392
2016,094861,388,Hourly,52665.74,70854.8,89598.14,116800.16,146950.13,1013098.46,16.18,27.13,16.16,13.44,34.04,3.07,40.84,6.82,109.226,4.242
2020,099987,364,Annual,66859.49,79129.82,106892.81,118930.87,152521.38,1246598.01,7.69,14.56,32.73,27.1,-1.34,12.89,16.61,44.19,119.433,7.119
2017,428287,446,Monthly,25265.98,39321.92,53344.12,62754.33,68222.42,576267.66,4.63,27.54,32.68,28.77,-7.9,2.25,38.7,6.1,126.087,1.079
2017,033090,831,Annual,9311.54,13241.97,15606.93,22927.61,29141.45,181657.04,6.76,7.41,5.41,31.74,15.6,16.94,30.65,34.6,147.243,6.495
2018,724028,748,Monthly,36185.28,43364.58,52512.53,68305.38,72336.54,652733.94,10.49,6.31,1.76,1.71,-3.52,14.11,17.97,26.69,144.54,5.344
2023,101395,521,Monthly,28569.79,34122.26,40953.13,50816.75,65181.42,447348.49,2.7,18.86,0.51,16.03,21.46,19.81,32.06,5.78,91.765,0.762
2023,233236,094,Annual,104721.4,127285.68,171865.2,244782.25,325244.15,2165687.83,15.13,29.71,32.85,1.22,-3.23,20.97,20.85,29.27,129.079,2.012
2017,980346,333,Daily,18514.31,24196.71,32177.6,38101.34,49300.58,393848.83,20.78,4.91,27.45,2.57,10.06,24.35,39.72,18.67,80.319,3.59
2018,981612,498,Annual,78959.12,114527.87,147260.74,186208.23,247732.05,2030108.78,17.04,22.75,27.13,1.19,28.95,21.89,48.41,28.72,120.267,1.578
2024,054359,881,Hourly,27911.57,40657.56,49116.66,61872.67,80186.33,612802.05,5.51,13.02,29.19,17.61,24.6,-5.32,57.36,8.1,112.575,6.203
2022,248945,755,Annual,10329.37,14213.82,17186.41,22841.99,26632.45,182740.95,15.87,11.19,2.85,4.45,25.05,6.25,23.69,26.38,149.341,1.813
2025,449054,788,Hourly,13378.18,19799.63,27339.57,37942.36,50094.68,328909.52,18.72,12.22,8.68,9.01,6.33,22.37,35.55,9.21,74.053,2.346
2018,503915,056,Hourly,122528.0,146997.78,175075.31,223595.0,258458.23,2220178.91,12.21,12.77,7.32,1.65,-6.71,-0.38,47.68,5.25,88.819,6.427
2022,507943,668,Daily,66149.67,104720.66,126087.0,175326.14,234571.86,1471149.14,19.42,20.06,7.76,31.15,-8.06,0.02,42.11,49.79,124.492,6.439
