gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_inr,gov_debt_principal_issued_inr,gov_debt_principal_retired_inr,gov_debt_interest_cost_inr,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_inr,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_inr,gov_debt_fiscal_distress_flag
2016,GOV16900688,GOVCFOU6,6833998,378869,657464,395635,84.4,val_1699_00688,3.397,602,0.806,val_1699_00688,val_1699_00688,val_1699_00688,MNRE,382617990,1,55491,1
2014,GOV16900689,GOVKDZRI,3975579,64737,694632313,25822,52.5,val_1699_00689,2.374,776,1.829,val_1699_00689,val_1699_00689,val_1699_00689,MHA,407575328,1,3816006,1
2022,GOV16900690,GOVTJZLG,427536915,672328624,31009,5525399,57.34,val_1699_00690,1.993,589,3.976,val_1699_00690,val_1699_00690,val_1699_00690,MoHUA,347428705,0,588314923,1
2026,GOV16900691,GOVA1WM4,757121118,595884370,44351760,379904492,77.04,val_1699_00691,4.019,631,0.851,val_1699_00691,val_1699_00691,val_1699_00691,MNRE,548313,1,2963531,1
2014,GOV16900692,GOVYUAGP,322806,3881347,45007501,69961,17.3,val_1699_00692,4.637,1472,2.475,val_1699_00692,val_1699_00692,val_1699_00692,MHA,47888172,1,737005809,1
2018,GOV16900693,GOVF2V6C,688174302,38064340,819395171,55664220,45.28,val_1699_00693,1.82,1285,0.728,val_1699_00693,val_1699_00693,val_1699_00693,MeitY,667391834,1,45959,0
2020,GOV16900694,GOVHX539,6443868,337714,605574312,34969,9.38,val_1699_00694,0.34,3193,0.53,val_1699_00694,val_1699_00694,val_1699_00694,MoHFW,508837072,1,664368723,0
2011,GOV16900695,GOVAF51D,428184735,6348487,5218222,74453596,33.67,val_1699_00695,1.099,378,3.059,val_1699_00695,val_1699_00695,val_1699_00695,MoHFW,56453,1,209234,1
2011,GOV16900696,GOVAB056,58421,4071865,30345,50813244,7.95,val_1699_00696,0.531,358,0.211,val_1699_00696,val_1699_00696,val_1699_00696,MoHFW,40847931,1,604974,1
2012,GOV16900697,GOVWFGZH,699280,7088553,397423009,33944261,43.85,val_1699_00697,3.312,1691,4.447,val_1699_00697,val_1699_00697,val_1699_00697,MeitY,451956,0,613113,0
2026,GOV16900698,GOVAT2IG,79031,816226,417982278,458026710,95.13,val_1699_00698,1.631,707,1.482,val_1699_00698,val_1699_00698,val_1699_00698,DoPT,590441,0,489448849,0
2021,GOV16900699,GOV18M7B,351681,5040434,46061834,877734795,32.83,val_1699_00699,3.218,3580,0.731,val_1699_00699,val_1699_00699,val_1699_00699,MOF,326534,1,71599547,1
2016,GOV16900700,GOVF8G17,62185,55936,21947784,4287746,68.99,val_1699_00700,2.513,3520,0.692,val_1699_00700,val_1699_00700,val_1699_00700,MeitY,18300,1,545634,1
2025,GOV16900701,GOVOSRBZ,554733465,4011,6087703,64427474,79.28,val_1699_00701,0.447,3374,0.42,val_1699_00701,val_1699_00701,val_1699_00701,MeitY,237616,1,567314989,0
2026,GOV16900702,GOVRBJKU,4879884,50800,5457580,60011,45.62,val_1699_00702,2.099,2070,3.701,val_1699_00702,val_1699_00702,val_1699_00702,DoPT,23410,1,28393741,0
2024,GOV16900703,GOVXRNMO,37899665,306413,642789,60210,80.01,val_1699_00703,0.859,3165,3.863,val_1699_00703,val_1699_00703,val_1699_00703,MeitY,40769037,0,337942681,0
2023,GOV16900704,GOV6VCJO,552365201,57294651,562934,109704687,15.46,val_1699_00704,1.553,3039,1.679,val_1699_00704,val_1699_00704,val_1699_00704,MoHUA,37847963,1,585954,0
2021,GOV16900705,GOVT6E7N,85980285,65376,620574,4049528,82.69,val_1699_00705,4.723,232,3.14,val_1699_00705,val_1699_00705,val_1699_00705,MoHUA,649355937,1,77562822,0
2014,GOV16900706,GOVZJ6ZX,41774395,261039762,43955184,68183,54.54,val_1699_00706,4.839,2316,2.158,val_1699_00706,val_1699_00706,val_1699_00706,MNRE,404402,0,57268,0
2014,GOV16900707,GOVY3A7X,61412,207761,30751,32510,16.05,val_1699_00707,3.387,3410,1.925,val_1699_00707,val_1699_00707,val_1699_00707,MoRTH,63786610,1,24072,1
2016,GOV16900708,GOVPKA36,38657,102321735,591098,7015751,17.43,val_1699_00708,2.381,2053,1.616,val_1699_00708,val_1699_00708,val_1699_00708,MNRE,432082,0,35331980,1
2014,GOV16900709,GOV5A4JN,24664206,42976,8166519,546188836,54.42,val_1699_00709,0.246,1350,1.465,val_1699_00709,val_1699_00709,val_1699_00709,MoE,4933451,0,49881,0
2026,GOV16900710,GOV85OX4,5298697,49667,43028925,28715828,3.53,val_1699_00710,0.397,1300,0.315,val_1699_00710,val_1699_00710,val_1699_00710,MoRD,1027583,1,401774061,1
2023,GOV16900711,GOV3WJSI,49366,7107392,8679736,33737017,95.95,val_1699_00711,3.229,1821,3.131,val_1699_00711,val_1699_00711,val_1699_00711,MoRTH,61448,0,528144,1
2017,GOV16900712,GOVRJY4M,356556764,48630186,1090946,795060451,67.13,val_1699_00712,0.641,3280,2.856,val_1699_00712,val_1699_00712,val_1699_00712,MNRE,16588270,0,626878699,1
2013,GOV16900713,GOVIS4A0,642912620,437736818,99598,433781,26.41,val_1699_00713,3.127,293,0.507,val_1699_00713,val_1699_00713,val_1699_00713,MoRTH,29253,1,465265,1
2019,GOV16900714,GOVVROA3,1621363,62950083,27805,4264239,47.1,val_1699_00714,1.032,750,0.761,val_1699_00714,val_1699_00714,val_1699_00714,MeitY,77118,1,662961,0
2013,GOV16900715,GOVZCXVX,637863346,49509187,526702,696370421,87.7,val_1699_00715,2.909,3095,0.826,val_1699_00715,val_1699_00715,val_1699_00715,MOF,30650,1,418371458,0
2020,GOV16900716,GOVNCK2P,37297542,5948705,57150909,77320,87.43,val_1699_00716,3.435,548,1.128,val_1699_00716,val_1699_00716,val_1699_00716,MoHFW,616535,0,460489,1
2012,GOV16900717,GOVYYP39,67458743,56841,458368726,551797546,75.54,val_1699_00717,1.241,1112,4.054,val_1699_00717,val_1699_00717,val_1699_00717,MOF,43783,0,702559142,1
2010,GOV16900718,GOVYV43E,66631,609703222,65519895,2799400,10.7,val_1699_00718,3.117,1250,4.561,val_1699_00718,val_1699_00718,val_1699_00718,MeitY,367498275,0,42506940,1
2020,GOV16900719,GOV2CGY8,73377,622836144,461860,60987285,34.69,val_1699_00719,4.825,783,4.999,val_1699_00719,val_1699_00719,val_1699_00719,MoHUA,17928921,1,46340732,1
2015,GOV16900720,GOVZ6GED,5656700,56243,224358265,8029328,38.5,val_1699_00720,2.285,1040,3.373,val_1699_00720,val_1699_00720,val_1699_00720,MOF,19184,1,650672178,0
2024,GOV16900721,GOV9KHMK,68916,491799,499621,65729,24.11,val_1699_00721,3.715,1924,0.081,val_1699_00721,val_1699_00721,val_1699_00721,MoE,22138,0,138216976,0
2024,GOV16900722,GOVM0D7Y,57503,45437313,1875015,2417185,46.17,val_1699_00722,3.384,3360,0.911,val_1699_00722,val_1699_00722,val_1699_00722,MoRTH,53222,1,6324687,1
2025,GOV16900723,GOVVGIBF,68493,5087300,41009590,50531531,78.83,val_1699_00723,0.32,1583,3.15,val_1699_00723,val_1699_00723,val_1699_00723,MNRE,51530486,0,75116,1
2017,GOV16900724,GOVXNIL7,450861,329165,55117,62335,49.05,val_1699_00724,1.298,765,2.574,val_1699_00724,val_1699_00724,val_1699_00724,DoPT,28514153,0,441485392,0
2021,GOV16900725,GOVIRKJP,655159,10740729,73715994,48217,68.18,val_1699_00725,2.716,825,1.883,val_1699_00725,val_1699_00725,val_1699_00725,MHA,5539213,0,60065,1
2022,GOV16900726,GOVSFUOC,73958183,402630,4733104,34294882,11.5,val_1699_00726,1.803,3132,1.304,val_1699_00726,val_1699_00726,val_1699_00726,MeitY,270911,1,66016,0
2024,GOV16900727,GOVDRDLA,314454809,65402,448319463,743799133,29.74,val_1699_00727,0.584,3354,0.072,val_1699_00727,val_1699_00727,val_1699_00727,MHA,71434,0,281403359,0
2012,GOV16900728,GOV8R83N,647013555,809576632,39777,721243,8.71,val_1699_00728,4.533,3013,3.125,val_1699_00728,val_1699_00728,val_1699_00728,MoHUA,6357442,1,422218,0
2010,GOV16900729,GOVKYZVM,59360,42518388,230731256,6407217,73.63,val_1699_00729,1.249,2005,3.494,val_1699_00729,val_1699_00729,val_1699_00729,MoRD,10083654,1,53017280,1
2014,GOV16900730,GOVEM1Y7,30041,46068041,42148,21245,96.03,val_1699_00730,2.062,3438,2.692,val_1699_00730,val_1699_00730,val_1699_00730,MeitY,4527564,1,3002335,1
2024,GOV16900731,GOVLP194,26757730,628270541,56677,16168789,24.07,val_1699_00731,1.455,2339,0.383,val_1699_00731,val_1699_00731,val_1699_00731,MNRE,361144607,0,480059150,0
2015,GOV16900732,GOVU13IP,169053,12181,539581818,482074927,4.15,val_1699_00732,2.294,1350,2.469,val_1699_00732,val_1699_00732,val_1699_00732,MeitY,73483,0,37300,0
2022,GOV16900733,GOVJQP5O,42329,921325,483911,642727007,31.11,val_1699_00733,1.127,1605,1.76,val_1699_00733,val_1699_00733,val_1699_00733,MoRD,47994910,0,19048586,1
2013,GOV16900734,GOV5Y9SY,5158261,551115,670131232,508633033,8.03,val_1699_00734,0.887,1823,1.724,val_1699_00734,val_1699_00734,val_1699_00734,MeitY,793227,1,36194025,0
2015,GOV16900735,GOVAOSV9,37077,3339258,61514,762386553,68.85,val_1699_00735,4.876,2698,1.887,val_1699_00735,val_1699_00735,val_1699_00735,MoRD,187746,1,57023,0
2013,GOV16900736,GOVHTLP3,55524,4330908,162758,26891081,57.02,val_1699_00736,1.048,240,4.488,val_1699_00736,val_1699_00736,val_1699_00736,MeitY,14960690,1,484083,1
2016,GOV16900737,GOVJ46OY,34006,46316698,494927,59505022,77.91,val_1699_00737,0.048,547,4.899,val_1699_00737,val_1699_00737,val_1699_00737,MoE,3803747,1,629341,1
2017,GOV16900738,GOVRKEYA,5643001,550426085,820788375,37433348,83.51,val_1699_00738,0.5,1064,1.656,val_1699_00738,val_1699_00738,val_1699_00738,MoE,881863343,0,33199951,0
2014,GOV16900739,GOVD80M6,60780911,5968201,275,435384,55.79,val_1699_00739,4.466,3480,3.791,val_1699_00739,val_1699_00739,val_1699_00739,MHA,36059883,0,36929124,0
2019,GOV16900740,GOVOSFQE,54494,5593740,53683,80897,18.48,val_1699_00740,1.083,3200,4.89,val_1699_00740,val_1699_00740,val_1699_00740,MNRE,26865,1,33927,1
2013,GOV16900741,GOVE2JAY,41172,471021625,490121,4721083,69.13,val_1699_00741,0.724,2310,0.46,val_1699_00741,val_1699_00741,val_1699_00741,MoHUA,68264807,1,31844940,0
2013,GOV16900742,GOV1BO70,95388552,3447031,5421907,74324140,21.4,val_1699_00742,4.038,3532,3.418,val_1699_00742,val_1699_00742,val_1699_00742,MoHUA,339879592,0,648856531,0
2017,GOV16900743,GOV0WA5T,360506,4794119,61125,418186155,53.83,val_1699_00743,4.742,2573,0.717,val_1699_00743,val_1699_00743,val_1699_00743,MNRE,63764,1,824729596,0
2011,GOV16900744,GOVV5M1J,937326,321251,61858,583446211,11.45,val_1699_00744,4.629,2732,4.631,val_1699_00744,val_1699_00744,val_1699_00744,MNRE,16471821,1,494010901,0
2024,GOV16900745,GOVVQQT7,69014,366268415,6424839,36218,11.53,val_1699_00745,4.982,2912,1.366,val_1699_00745,val_1699_00745,val_1699_00745,MOF,1283187,1,969693231,1
2016,GOV16900746,GOVT4TJL,9630411,45072642,30941,65338,13.79,val_1699_00746,1.318,725,3.527,val_1699_00746,val_1699_00746,val_1699_00746,MoRTH,41037,1,264348544,0
2013,GOV16900747,GOVR4754,1956138,34841,58323,44987,8.53,val_1699_00747,1.963,660,0.869,val_1699_00747,val_1699_00747,val_1699_00747,MeitY,42538,0,637640106,1
2025,GOV16900748,GOVK94CN,63582,9665394,421927123,74435,81.39,val_1699_00748,4.316,1311,0.005,val_1699_00748,val_1699_00748,val_1699_00748,DoPT,7530813,0,59036,0
2020,GOV16900749,GOVGJLFF,313950,870192,700273248,5969094,45.66,val_1699_00749,2.145,2944,0.19,val_1699_00749,val_1699_00749,val_1699_00749,MoHFW,76042,1,274591,1
2015,GOV16900750,GOVQG8ID,817748790,560389931,302195,61792,32.08,val_1699_00750,1.465,721,4.498,val_1699_00750,val_1699_00750,val_1699_00750,MOF,145897,0,44297,0
2017,GOV16900751,GOVH8YXP,20569218,19630036,455869,415521972,14.61,val_1699_00751,3.747,1952,3.267,val_1699_00751,val_1699_00751,val_1699_00751,MNRE,697061152,1,30507,1
2015,GOV16900752,GOVFY0LE,5533815,331978541,4879820,44773,55.52,val_1699_00752,0.177,3378,1.62,val_1699_00752,val_1699_00752,val_1699_00752,MoRD,13614797,0,59263461,0
2013,GOV16900753,GOVVQT5Q,646659812,32359180,65750,39479,25.41,val_1699_00753,2.437,1000,0.284,val_1699_00753,val_1699_00753,val_1699_00753,MOF,621339,0,56269,1
2021,GOV16900754,GOVQD59M,34159423,161879412,43770144,787629,90.54,val_1699_00754,0.98,2028,0.436,val_1699_00754,val_1699_00754,val_1699_00754,MoHFW,223281870,1,206597940,0
2023,GOV16900755,GOV41Q9V,8269888,203628468,33820715,4067200,78.39,val_1699_00755,3.118,2410,4.731,val_1699_00755,val_1699_00755,val_1699_00755,MOF,59644,0,6642296,1
2017,GOV16900756,GOV4YBP3,66543866,53700,5873492,555518995,9.41,val_1699_00756,3.628,410,3.218,val_1699_00756,val_1699_00756,val_1699_00756,MOF,11205,1,13466568,1
2013,GOV16900757,GOVDCYYX,8955068,3821810,21402,43174037,55.28,val_1699_00757,1.46,1109,4.411,val_1699_00757,val_1699_00757,val_1699_00757,MHA,1188272,0,442272288,1
2017,GOV16900758,GOVGI2PP,37566,43033577,76181,336311,29.68,val_1699_00758,2.705,112,0.162,val_1699_00758,val_1699_00758,val_1699_00758,MoHUA,5392200,0,68888,0
2018,GOV16900759,GOVNNDX5,593452209,583962153,6062404,57894,51.65,val_1699_00759,4.546,3495,4.76,val_1699_00759,val_1699_00759,val_1699_00759,MoHFW,8406422,1,46024,0
2021,GOV16900760,GOVI9CAD,41004,6198238,34727261,665356,63.83,val_1699_00760,1.459,414,4.765,val_1699_00760,val_1699_00760,val_1699_00760,MeitY,701703229,0,53057888,0
2013,GOV16900761,GOVFTBXI,62876,717780,618790,56335938,35.85,val_1699_00761,4.697,1285,4.442,val_1699_00761,val_1699_00761,val_1699_00761,MNRE,187277435,1,690552,1
2025,GOV16900762,GOVHBCBD,57775,31344,38281,82085,70.05,val_1699_00762,0.708,1681,2.213,val_1699_00762,val_1699_00762,val_1699_00762,MoE,51859,1,51390145,0
2018,GOV16900763,GOV9TJJE,523890613,74920,48602289,69201,14.4,val_1699_00763,3.273,2779,0.374,val_1699_00763,val_1699_00763,val_1699_00763,DoPT,8492976,0,62170325,1
2011,GOV16900764,GOVG60O6,1139293,2119877,59196604,510921,24.17,val_1699_00764,2.55,1043,3.826,val_1699_00764,val_1699_00764,val_1699_00764,MoE,623941,1,82048,0
2017,GOV16900765,GOVYQ2VT,37110,713322728,433903193,44323,5.24,val_1699_00765,1.3,3189,3.134,val_1699_00765,val_1699_00765,val_1699_00765,MOF,3372425,0,38672789,1
2017,GOV16900766,GOVDXUTY,507451,623935,513396099,27369887,37.61,val_1699_00766,4.368,3262,1.065,val_1699_00766,val_1699_00766,val_1699_00766,MoE,651969,0,532605472,0
2013,GOV16900767,GOVZ8INF,671277,718451,5433942,19403,98.63,val_1699_00767,1.639,3295,4.403,val_1699_00767,val_1699_00767,val_1699_00767,MHA,4239999,1,41115,1
2018,GOV16900768,GOVB2QXQ,4272810,427054,39724,32604345,55.36,val_1699_00768,3.914,1929,3.805,val_1699_00768,val_1699_00768,val_1699_00768,DoPT,56574,1,5927901,0
2022,GOV16900769,GOVPO94T,522416331,16491452,53338,2187548,12.79,val_1699_00769,1.695,2135,4.775,val_1699_00769,val_1699_00769,val_1699_00769,MoRD,42258425,1,64379914,0
2025,GOV16900770,GOVWABXU,432952,386826,533539,57254,28.7,val_1699_00770,0.299,2983,1.233,val_1699_00770,val_1699_00770,val_1699_00770,MoHUA,90773,0,71575902,1
2018,GOV16900771,GOVUBJ73,60211413,46091846,35615804,604382,92.18,val_1699_00771,0.464,60,2.609,val_1699_00771,val_1699_00771,val_1699_00771,DoPT,103913,0,38961931,1
2017,GOV16900772,GOV24T2C,9650232,55206766,5846480,486333245,16.1,val_1699_00772,0.599,3465,1.74,val_1699_00772,val_1699_00772,val_1699_00772,DoPT,221174374,0,746096642,1
2022,GOV16900773,GOVVSQOF,58961853,791270,7899855,39537,60.22,val_1699_00773,0.393,3494,0.188,val_1699_00773,val_1699_00773,val_1699_00773,MeitY,275171,1,612068,0
2014,GOV16900774,GOVYOKEN,506057444,901438,581207,32872427,4.68,val_1699_00774,3.684,880,0.422,val_1699_00774,val_1699_00774,val_1699_00774,MeitY,30607639,0,987869,0
2026,GOV16900775,GOVO4CVT,93654,489622226,405348686,572139,62.86,val_1699_00775,0.916,2771,4.102,val_1699_00775,val_1699_00775,val_1699_00775,MHA,6610591,1,86816823,1
2019,GOV16900776,GOVT1VON,6836267,4721608,3537848,70053,88.72,val_1699_00776,1.33,1521,3.081,val_1699_00776,val_1699_00776,val_1699_00776,MoE,68871,1,39085,0
2023,GOV16900777,GOVB9GAO,33603,33318040,6343,269452170,51.68,val_1699_00777,0.948,1868,1.971,val_1699_00777,val_1699_00777,val_1699_00777,MeitY,334124,1,43866,0
2020,GOV16900778,GOVTNHAL,321379609,34039,70738,3853256,50.87,val_1699_00778,4.557,2956,2.461,val_1699_00778,val_1699_00778,val_1699_00778,MoHFW,616948,1,45040,1
2014,GOV16900779,GOVZP1XO,38494147,27619682,6770396,203118,31.17,val_1699_00779,4.731,37,0.184,val_1699_00779,val_1699_00779,val_1699_00779,MoRD,3737185,0,5003096,0
2013,GOV16900780,GOVI7OZ1,68803857,569402759,64726986,758968307,76.87,val_1699_00780,2.606,108,4.862,val_1699_00780,val_1699_00780,val_1699_00780,MNRE,44952234,1,5561610,0
2010,GOV16900781,GOVCIDAJ,44135,302910754,18952102,64956,58.61,val_1699_00781,3.988,351,1.326,val_1699_00781,val_1699_00781,val_1699_00781,MoHUA,4831885,0,110196724,0
2022,GOV16900782,GOV9K3JV,43887,2711887,572157,7208629,73.1,val_1699_00782,4.728,3077,4.291,val_1699_00782,val_1699_00782,val_1699_00782,MeitY,69748,0,77748141,0
2024,GOV16900783,GOVOGTS5,468399764,2199487,49036,32596,68.08,val_1699_00783,3.818,784,0.662,val_1699_00783,val_1699_00783,val_1699_00783,MoHFW,39359,0,49307,0
2019,GOV16900784,GOV010U3,6783189,578150,6295786,519518440,32.02,val_1699_00784,2.647,2319,0.03,val_1699_00784,val_1699_00784,val_1699_00784,MHA,529510601,1,53260944,1
2017,GOV16900785,GOVGGNAB,565708108,402836,691346851,3531471,44.72,val_1699_00785,3.704,2403,0.461,val_1699_00785,val_1699_00785,val_1699_00785,MoHFW,60909044,1,47372,0
2010,GOV16900786,GOVG5Z5W,718151,510657,37480516,80960,98.9,val_1699_00786,2.718,442,4.474,val_1699_00786,val_1699_00786,val_1699_00786,MNRE,536792658,0,18684,0
2012,GOV16900787,GOVSMJM4,19508784,30551177,11794965,8597714,66.58,val_1699_00787,0.258,1146,3.182,val_1699_00787,val_1699_00787,val_1699_00787,MoHFW,72232371,1,503941786,1
2020,GOV16900788,GOVZCZQ3,89658,846550,45458,57434,11.57,val_1699_00788,0.372,3041,4.721,val_1699_00788,val_1699_00788,val_1699_00788,MoHUA,2730858,1,7096500,0
2024,GOV16900789,GOVOLHLL,84435240,506239195,63625770,502566,74.37,val_1699_00789,2.712,296,4.22,val_1699_00789,val_1699_00789,val_1699_00789,MoHUA,414299,0,3148600,1
2018,GOV16900790,GOV5B9Z4,629310263,4249354,425987024,31629,60.4,val_1699_00790,4.963,1236,2.394,val_1699_00790,val_1699_00790,val_1699_00790,MOF,72059365,0,5082126,1
2012,GOV16900791,GOVU435T,57600,7610846,62369331,494740750,10.15,val_1699_00791,0.772,2784,0.667,val_1699_00791,val_1699_00791,val_1699_00791,MeitY,45390,0,44675366,0
2011,GOV16900792,GOVE4ML9,37609428,57774,163186747,5453342,14.12,val_1699_00792,0.521,2300,0.192,val_1699_00792,val_1699_00792,val_1699_00792,MOF,506379925,0,681334,1
2011,GOV16900793,GOVA4CF0,570483172,519384,4831601,60673,27.91,val_1699_00793,4.293,2107,1.439,val_1699_00793,val_1699_00793,val_1699_00793,MeitY,47552,1,216937,0
2025,GOV16900794,GOVHOPR6,5654620,41853,38313789,46552,40.05,val_1699_00794,1.956,2498,3.616,val_1699_00794,val_1699_00794,val_1699_00794,MHA,172333,0,311529854,0
2019,GOV16900795,GOVRCSZI,356475715,41889,5575917,58953359,41.81,val_1699_00795,1.788,2211,1.876,val_1699_00795,val_1699_00795,val_1699_00795,MOF,1773337,0,7294062,0
2012,GOV16900796,GOVQEYBG,27391,7014604,96851,395645537,33.11,val_1699_00796,2.94,682,0.966,val_1699_00796,val_1699_00796,val_1699_00796,MoHFW,54960,0,45504,1
2022,GOV16900797,GOV78O3R,65840967,3807707,5947550,27997,30.05,val_1699_00797,1.915,2840,1.31,val_1699_00797,val_1699_00797,val_1699_00797,DoPT,63679,1,64279823,0
2023,GOV16900798,GOV5WOF9,69968,47851,189686,49816,17.41,val_1699_00798,4.693,773,0.892,val_1699_00798,val_1699_00798,val_1699_00798,MNRE,68591802,0,397819,0
2015,GOV16900799,GOVW9WL3,179907850,58901294,57293705,441341,86.32,val_1699_00799,1.491,943,3.782,val_1699_00799,val_1699_00799,val_1699_00799,MHA,6421185,0,5406124,1
2013,GOV16900800,GOVE064J,5262045,308994276,59767,68827,3.53,val_1699_00800,3.746,3064,0.926,val_1699_00800,val_1699_00800,val_1699_00800,MoE,46149,0,56729308,0
2021,GOV16900801,GOV7QR9L,470023346,6337899,31164,6175476,88.1,val_1699_00801,1.669,3104,2.414,val_1699_00801,val_1699_00801,val_1699_00801,MoRD,444292806,1,392671,1
2022,GOV16900802,GOVJ9C9D,601932137,82626922,41369599,49901,0.6,val_1699_00802,3.679,165,0.003,val_1699_00802,val_1699_00802,val_1699_00802,MoHUA,67613,0,76436360,1
2021,GOV16900803,GOVTMJ3O,752844462,56339,57043010,25094059,38.75,val_1699_00803,2.16,1718,0.309,val_1699_00803,val_1699_00803,val_1699_00803,MoHUA,593082,0,55388,1
2015,GOV16900804,GOVNIC6K,85465,156453,14456516,37360,30.02,val_1699_00804,4.905,2239,4.067,val_1699_00804,val_1699_00804,val_1699_00804,MoHUA,243297,0,248379,0
2010,GOV16900805,GOVZVS6M,58225,50148840,733899,70026225,47.18,val_1699_00805,0.195,833,3.074,val_1699_00805,val_1699_00805,val_1699_00805,MeitY,950173,0,448925969,0
2011,GOV16900806,GOVUOHL5,4231772,791875,200033,40112546,83.68,val_1699_00806,2.204,2691,2.128,val_1699_00806,val_1699_00806,val_1699_00806,MoHFW,503670,0,8297910,1
2024,GOV16900807,GOVZH64Y,433395055,834966030,237877,5639916,73.42,val_1699_00807,2.74,1193,2.695,val_1699_00807,val_1699_00807,val_1699_00807,DoPT,28842,1,3179589,1
2014,GOV16900808,GOVMN6CN,57934108,404711,863759679,455897,53.49,val_1699_00808,4.151,1453,0.842,val_1699_00808,val_1699_00808,val_1699_00808,DoPT,70270514,1,345633,0
2010,GOV16900809,GOVJ1ELG,33276348,643629670,7678466,56127114,90.61,val_1699_00809,2.246,776,3.332,val_1699_00809,val_1699_00809,val_1699_00809,MoRD,730444,0,32403,0
2020,GOV16900810,GOVPMEAQ,3668105,35217838,44279,61450521,6.08,val_1699_00810,3.047,3498,4.564,val_1699_00810,val_1699_00810,val_1699_00810,DoPT,33942732,1,158942337,1
2016,GOV16900811,GOVM1I88,24261413,280065,345539,6230772,82.87,val_1699_00811,2.629,603,3.757,val_1699_00811,val_1699_00811,val_1699_00811,DoPT,67460,0,38372548,1
2017,GOV16900812,GOVJWHUD,5890191,5626595,6706765,475545,31.56,val_1699_00812,2.429,1544,2.824,val_1699_00812,val_1699_00812,val_1699_00812,MOF,425956,1,3695316,0
2010,GOV16900813,GOV34537,3937296,345566,43841407,30911169,31.81,val_1699_00813,0.107,3478,0.726,val_1699_00813,val_1699_00813,val_1699_00813,MoE,2601454,1,58894714,0
2012,GOV16900814,GOV8MEQA,308265,418590,66679,596172,18.16,val_1699_00814,1.901,900,3.137,val_1699_00814,val_1699_00814,val_1699_00814,MoHUA,57260,0,609328,1
2020,GOV16900815,GOVZJSOD,61498402,766325119,3917547,519053294,12.33,val_1699_00815,3.047,1368,3.601,val_1699_00815,val_1699_00815,val_1699_00815,MeitY,5660533,1,353459,1
2013,GOV16900816,GOV67PBA,634286,555734,372416,44565792,39.34,val_1699_00816,4.309,1820,2.534,val_1699_00816,val_1699_00816,val_1699_00816,MoRD,734858,1,9140,1
2010,GOV16900817,GOVTCU0M,57283596,6795380,4455214,56997952,16.85,val_1699_00817,1.123,2236,4.951,val_1699_00817,val_1699_00817,val_1699_00817,MNRE,5277845,1,1207206,1
2016,GOV16900818,GOVS7MXK,58096472,51560893,5735,717916813,44.47,val_1699_00818,2.435,1311,2.666,val_1699_00818,val_1699_00818,val_1699_00818,MoHFW,461908,0,3827421,0
2024,GOV16900819,GOVNGCR0,678723,58053413,360130987,37018,72.0,val_1699_00819,4.305,1706,3.876,val_1699_00819,val_1699_00819,val_1699_00819,MoRTH,12240868,1,399627,1
