house_social_reference_year,house_social_country_iso2,house_social_region_nuts_code,house_social_social_housing_stock_count,house_social_social_housing_share_pct,house_social_new_units_completed_count,house_social_renovated_units_count,house_social_waitlist_households_count,house_social_average_wait_time_months,house_social_allocation_rule_code,house_social_income_threshold_eur,house_social_rent_setting_rule_code,house_social_rent_level_eur_median,house_social_energy_efficiency_upgrade_flag,house_social_state_aid_compliance_flag,house_social_public_investment_eur,house_social_eu_funding_support_eur,house_social_data_source,house_social_last_update_date,house_social_data_extract_date
2019,NL,FR119,152915,20.78,4278,4887,171462,12.87,LOCAL_PRIORITY,42966.66,CAPPED_RENT,406.69,0,0,405890170.68,1223280041.49,MINISTRY_HOUSING_REPORT,2017-01-13,2024-04-16
2020,SI,PL8,221920,23.51,2760,7687,290518,86.41,MIXED_MODEL,54129.52,MARKET_DISCOUNTED,1652.75,1,0,3920034719.46,1175871741.15,SOCIAL_HOUSING_REGISTER,2017-02-05,2025-12-26
2021,BG,DK727,1267996,2.46,63070,17588,264719,38.25,POINTS_BASED,19715.94,COST_BASED,1108.41,1,0,4461312207.99,2096837897.69,AUDIT_REPORT,2017-02-28,2025-01-19
2022,EE,MT586,632202,12.08,15534,29310,204055,34.26,NEEDS_BASED,75034.04,FIXED_GRID,503.28,0,0,2301020591.74,1042872133.41,HOUSING_AUTHORITY_ADMIN,2017-03-23,2024-01-01
2023,HU,BE530,432959,17.59,16478,8457,414246,96.36,LOTTERY,86654.31,INCOME_RELATED,1218.64,1,0,6314070329.46,2095250003.76,MINISTRY_HOUSING_REPORT,2017-04-15,2025-05-31
2024,LU,HR822,1198791,10.04,5546,65760,484715,38.72,LOCAL_PRIORITY,64136.66,CAPPED_RENT,768.95,1,1,6565936780.84,741457191.46,SOCIAL_HOUSING_REGISTER,2017-05-08,2024-10-28
2025,RO,ES72,1423139,26.21,12427,20927,16728,3.21,MIXED_MODEL,34320.15,MARKET_DISCOUNTED,384.89,0,0,5668328699.59,1878320074.6,AUDIT_REPORT,2017-05-31,2024-04-10
2006,AT,ES916,897238,13.43,52273,10110,161005,56.33,POINTS_BASED,41538.68,COST_BASED,657.44,0,1,1738147025.62,226360505.1,HOUSING_AUTHORITY_ADMIN,2017-06-23,2024-11-08
2007,CZ,BE325,145699,7.59,6688,4019,258745,13.88,NEEDS_BASED,43751.13,FIXED_GRID,850.21,1,1,10287079460.6,594273411.95,MINISTRY_HOUSING_REPORT,2017-07-16,2024-04-06
2008,DE,MT647,2296518,23.99,61406,39430,543218,41.2,LOTTERY,45039.73,INCOME_RELATED,487.02,0,1,3903873009.02,421521324.62,SOCIAL_HOUSING_REGISTER,2017-08-08,2025-08-31
2009,LV,SI576,3435304,4.77,156852,14958,114164,14.85,LOCAL_PRIORITY,14583.69,CAPPED_RENT,1428.16,1,1,1087173868.97,300701658.45,AUDIT_REPORT,2017-08-31,2024-01-04
2010,PL,HU1,536980,18.53,29266,6351,3196,36.27,MIXED_MODEL,73049.26,MARKET_DISCOUNTED,1270.4,1,1,8899391113.45,1068642291.39,HOUSING_AUTHORITY_ADMIN,2017-09-23,2026-01-17
2011,ES,AT47,326368,11.48,10358,13712,48262,33.04,POINTS_BASED,74470.68,COST_BASED,1005.54,0,1,1868105164.02,370477459.33,MINISTRY_HOUSING_REPORT,2017-10-16,2026-02-18
2012,HR,HR7,1088429,23.34,2624,64762,246973,8.73,NEEDS_BASED,44345.87,FIXED_GRID,1597.16,0,1,2642023773.33,483105839.07,SOCIAL_HOUSING_REGISTER,2017-11-08,2024-09-08
2013,FI,HR59,1309693,3.33,18873,93682,113682,31.35,LOTTERY,29936.46,INCOME_RELATED,638.69,1,0,12204295892.28,575377721.12,AUDIT_REPORT,2017-12-01,2025-07-30
2014,IE,LU355,1717198,4.87,17953,100434,182734,13.47,LOCAL_PRIORITY,30393.36,CAPPED_RENT,391.95,1,0,1884021744.7,1700810764.99,HOUSING_AUTHORITY_ADMIN,2017-12-24,2025-12-15
2015,MT,GR189,2889049,8.14,149445,193237,107368,48.03,MIXED_MODEL,13039.53,MARKET_DISCOUNTED,899.39,1,1,6647534267.16,884265451.05,MINISTRY_HOUSING_REPORT,2018-01-16,2024-03-21
2016,SK,CY531,2558253,20.17,133628,86623,415129,41.1,POINTS_BASED,66424.7,COST_BASED,342.56,1,0,1865814046.67,1422360922.93,SOCIAL_HOUSING_REGISTER,2018-02-08,2024-10-25
2017,BE,BE24,780987,3.85,11866,58147,178319,78.95,NEEDS_BASED,20979.58,FIXED_GRID,974.46,0,1,6605816848.99,985885354.16,AUDIT_REPORT,2018-03-03,2024-02-07
2018,DK,ES89,752891,16.6,16460,26865,8436,50.16,LOTTERY,52832.43,INCOME_RELATED,395.37,1,1,6128932866.19,1045357083.12,HOUSING_AUTHORITY_ADMIN,2018-03-26,2024-04-20
2019,GR,PL447,2218660,18.61,131191,150705,465289,15.18,LOCAL_PRIORITY,64308.99,CAPPED_RENT,1740.26,0,0,332789786.71,955536927.51,MINISTRY_HOUSING_REPORT,2018-04-18,2025-05-30
2020,LT,PL7,715766,5.43,23230,38005,403883,81.66,MIXED_MODEL,47664.08,MARKET_DISCOUNTED,1275.24,1,0,2068006418.73,715038664.08,SOCIAL_HOUSING_REGISTER,2018-05-11,2024-03-27
2021,PT,RO40,2649544,8.71,153547,56341,358032,44.86,POINTS_BASED,27527.52,COST_BASED,637.64,0,1,513150963.29,171782103.44,AUDIT_REPORT,2018-06-03,2024-07-06
2022,SE,MT67,166729,22.85,5662,10338,38834,8.87,NEEDS_BASED,65533.3,FIXED_GRID,389.15,1,1,5130311199.97,2756865062.02,HOUSING_AUTHORITY_ADMIN,2018-06-26,2024-12-03
2023,CY,IE464,1981838,11.39,106436,132690,74698,47.74,LOTTERY,59178.68,INCOME_RELATED,1111.25,1,0,7037232828.08,1035726342.91,MINISTRY_HOUSING_REPORT,2018-07-19,2025-05-13
2024,FR,HR4,1840619,23.6,24920,124752,351051,36.79,LOCAL_PRIORITY,41871.89,CAPPED_RENT,1484.41,1,0,2111333510.87,1457354976.73,SOCIAL_HOUSING_REGISTER,2018-08-11,2024-04-24
2025,IT,SE8,1329122,9.0,34851,38399,83402,41.84,MIXED_MODEL,12703.45,MARKET_DISCOUNTED,753.89,1,1,3080811828.62,724630128.58,AUDIT_REPORT,2018-09-03,2025-05-27
2006,NL,RO2,1412583,21.68,41657,122101,51447,44.49,POINTS_BASED,65905.17,COST_BASED,1139.54,1,1,3472315249.71,750232456.81,HOUSING_AUTHORITY_ADMIN,2018-09-26,2025-01-23
2007,SI,FI79,368897,7.85,10881,16910,33501,57.64,NEEDS_BASED,31006.87,FIXED_GRID,731.07,1,1,2843499887.2,574214501.49,MINISTRY_HOUSING_REPORT,2018-10-19,2025-01-10
2008,BG,LT55,1318224,12.34,53657,81724,293368,28.02,LOTTERY,75946.43,INCOME_RELATED,1078.06,1,1,5165418665.06,738905333.06,SOCIAL_HOUSING_REGISTER,2018-11-11,2025-03-02
2009,EE,MT1,3543534,11.34,36678,203339,238666,72.95,LOCAL_PRIORITY,28989.79,CAPPED_RENT,1481.88,1,1,3857422457.33,319622033.57,AUDIT_REPORT,2018-12-04,2024-06-01
2010,HU,FR540,402720,13.21,6974,10643,58235,73.36,MIXED_MODEL,88752.35,MARKET_DISCOUNTED,935.25,1,0,9848318965.27,623742232.87,HOUSING_AUTHORITY_ADMIN,2018-12-27,2024-10-05
2011,LU,GR254,3018573,17.51,148444,204974,343056,81.79,POINTS_BASED,17033.52,COST_BASED,340.98,1,1,616514104.1,1003353140.15,MINISTRY_HOUSING_REPORT,2019-01-19,2024-03-28
2012,RO,HU887,818973,7.28,20351,59788,406915,91.59,NEEDS_BASED,17951.52,FIXED_GRID,844.23,0,0,4957319172.72,620014125.94,SOCIAL_HOUSING_REGISTER,2019-02-11,2025-06-22
2013,AT,ES554,3474998,20.99,35959,211753,309823,19.68,LOTTERY,15095.85,INCOME_RELATED,790.73,1,1,7526816597.63,515875638.46,AUDIT_REPORT,2019-03-06,2025-02-14
2014,CZ,FR3,1302284,15.98,69293,80421,428378,85.77,LOCAL_PRIORITY,18785.11,CAPPED_RENT,1474.47,1,1,7987535131.23,710445092.33,HOUSING_AUTHORITY_ADMIN,2019-03-29,2024-08-25
2015,DE,BE3,220955,9.23,1171,6031,326666,57.39,MIXED_MODEL,47440.14,MARKET_DISCOUNTED,634.64,1,0,6431797139.41,2234958915.31,MINISTRY_HOUSING_REPORT,2019-04-21,2024-07-29
2016,LV,PT17,588763,17.34,13457,2198,365022,47.36,POINTS_BASED,71466.9,COST_BASED,454.71,1,1,4505562309.0,859856669.32,SOCIAL_HOUSING_REGISTER,2019-05-14,2024-09-02
2017,PL,LU737,1408283,21.93,44146,82559,378636,87.3,NEEDS_BASED,50411.77,FIXED_GRID,399.98,0,1,4915240360.98,3665447114.34,AUDIT_REPORT,2019-06-06,2024-09-04
2018,ES,GR82,83523,19.38,4764,2772,30324,44.54,LOTTERY,67201.82,INCOME_RELATED,1181.47,0,0,5640222153.49,3165620604.21,HOUSING_AUTHORITY_ADMIN,2019-06-29,2025-01-15
2019,HR,PT64,1407438,1.9,18866,90761,17292,44.27,LOCAL_PRIORITY,36529.55,CAPPED_RENT,597.37,0,1,3454707680.69,1950581951.58,MINISTRY_HOUSING_REPORT,2019-07-22,2024-06-06
2020,FI,RO172,3316257,17.02,121670,201963,78049,43.22,MIXED_MODEL,38389.34,MARKET_DISCOUNTED,438.89,0,1,3476988004.93,948570064.69,SOCIAL_HOUSING_REGISTER,2019-08-14,2024-03-15
2021,IE,MT109,111813,16.3,1551,6568,212500,47.62,POINTS_BASED,60207.46,COST_BASED,497.67,0,1,4253406462.37,605134741.77,AUDIT_REPORT,2019-09-06,2024-05-02
2022,MT,SK286,573550,8.2,19164,48034,332894,54.8,NEEDS_BASED,86315.04,FIXED_GRID,767.96,0,1,9842924348.68,2540362493.99,HOUSING_AUTHORITY_ADMIN,2019-09-29,2024-06-03
2023,SK,HU4,137588,25.84,5133,2131,149050,17.49,LOTTERY,18501.92,INCOME_RELATED,563.49,0,1,6226801315.96,2545856873.68,MINISTRY_HOUSING_REPORT,2019-10-22,2024-06-10
2024,BE,PL95,1055281,12.8,45962,62377,54863,33.15,LOCAL_PRIORITY,36809.69,CAPPED_RENT,313.32,0,1,7417059074.51,1956594707.38,SOCIAL_HOUSING_REGISTER,2019-11-14,2025-03-24
2025,DK,AT50,2122457,18.01,18519,154940,162882,20.04,MIXED_MODEL,46377.92,MARKET_DISCOUNTED,1504.85,1,1,7799530606.92,639489194.18,AUDIT_REPORT,2019-12-07,2024-11-16
2006,GR,IE89,2273713,4.36,91855,77052,41882,20.22,POINTS_BASED,46831.97,COST_BASED,1406.31,0,1,3563895236.68,943260057.06,HOUSING_AUTHORITY_ADMIN,2019-12-30,2025-09-08
2007,LT,ES7,167634,8.72,3422,13681,80878,3.75,NEEDS_BASED,49185.92,FIXED_GRID,230.01,0,0,346338553.91,520487617.22,MINISTRY_HOUSING_REPORT,2020-01-22,2025-02-14
2008,PT,LV59,2064521,5.52,26477,47712,112674,75.34,LOTTERY,57829.39,INCOME_RELATED,619.42,0,1,3879276306.39,839659582.14,SOCIAL_HOUSING_REGISTER,2020-02-14,2025-03-21
2009,SE,FI948,2703859,15.35,130987,202963,190313,36.93,LOCAL_PRIORITY,63422.91,CAPPED_RENT,478.03,0,0,10397108593.51,944838765.18,AUDIT_REPORT,2020-03-08,2025-11-06
2010,CY,BG78,3044777,2.0,133738,129857,119472,49.82,MIXED_MODEL,61329.8,MARKET_DISCOUNTED,1520.15,1,1,2871617670.46,620325179.16,HOUSING_AUTHORITY_ADMIN,2020-03-31,2025-05-06
2011,FR,HU465,2367906,23.31,13144,26254,552420,47.67,POINTS_BASED,66897.25,COST_BASED,231.8,0,1,4114258159.37,775999659.55,MINISTRY_HOUSING_REPORT,2020-04-23,2024-01-01
2012,IT,SK551,3164090,20.7,70930,66942,28725,22.09,NEEDS_BASED,73583.65,FIXED_GRID,570.55,0,1,151170149.4,709091871.45,SOCIAL_HOUSING_REGISTER,2020-05-16,2025-05-31
2013,NL,NL188,85337,4.81,1463,3830,461078,18.13,LOTTERY,30784.31,INCOME_RELATED,841.21,1,1,5556472387.36,104095311.32,AUDIT_REPORT,2020-06-08,2025-04-14
2014,SI,FR36,2468985,21.71,53676,185761,312734,56.39,LOCAL_PRIORITY,26843.95,CAPPED_RENT,1476.51,0,0,4691468479.45,2540654524.82,HOUSING_AUTHORITY_ADMIN,2020-07-01,2025-10-09
2015,BG,ES6,955901,11.09,34440,38721,283242,42.41,MIXED_MODEL,47885.19,MARKET_DISCOUNTED,1258.22,0,1,4818293639.19,1228227477.51,MINISTRY_HOUSING_REPORT,2020-07-24,2024-02-15
2016,EE,AT431,1139544,19.25,31248,33428,363296,15.58,POINTS_BASED,68235.65,COST_BASED,1433.05,0,1,8322006055.48,1082924762.68,SOCIAL_HOUSING_REGISTER,2020-08-16,2025-11-18
2017,HU,EE34,309503,26.47,7707,26666,341133,67.72,NEEDS_BASED,55061.7,FIXED_GRID,932.4,0,0,2214643525.69,255463593.53,AUDIT_REPORT,2020-09-08,2024-12-05
2018,LU,ES4,2474289,6.11,31315,132169,317713,96.1,LOTTERY,14834.98,INCOME_RELATED,888.75,0,1,3744525192.13,320896020.35,HOUSING_AUTHORITY_ADMIN,2020-10-01,2024-07-08
2019,RO,NL618,2261083,13.55,61948,76258,104134,23.26,LOCAL_PRIORITY,21884.18,CAPPED_RENT,1515.27,0,0,6268386977.63,2542082500.26,MINISTRY_HOUSING_REPORT,2020-10-24,2024-01-17
2020,AT,NL10,2055925,24.93,97574,125853,106303,15.21,MIXED_MODEL,61828.16,MARKET_DISCOUNTED,1372.19,1,1,8411987774.08,1188085470.27,SOCIAL_HOUSING_REGISTER,2020-11-16,2025-03-20
2021,CZ,BG365,2508219,5.89,30903,79942,43298,40.11,POINTS_BASED,81594.33,COST_BASED,1324.15,1,1,4451672927.41,2123645895.7,AUDIT_REPORT,2020-12-09,2024-10-02
2022,DE,IT21,675368,27.59,21638,4513,24837,20.15,NEEDS_BASED,77913.03,FIXED_GRID,1379.46,0,1,7074810412.4,1740455332.93,HOUSING_AUTHORITY_ADMIN,2021-01-01,2024-12-17
2023,LV,BG56,3001239,16.18,162282,16358,60696,66.31,LOTTERY,51473.36,INCOME_RELATED,878.93,0,1,3655957614.97,2876646917.69,MINISTRY_HOUSING_REPORT,2021-01-24,2025-09-13
2024,PL,DK458,2593768,7.14,138792,207809,214516,86.66,LOCAL_PRIORITY,59379.45,CAPPED_RENT,761.31,1,1,527823361.06,678258686.75,SOCIAL_HOUSING_REGISTER,2021-02-16,2024-11-11
2025,ES,SI387,293476,18.43,1082,12923,128293,64.8,MIXED_MODEL,53287.84,MARKET_DISCOUNTED,346.46,1,1,5349986367.83,1566784713.08,AUDIT_REPORT,2021-03-11,2024-07-09
2006,HR,FR28,2641380,13.65,104614,192509,76315,56.02,POINTS_BASED,42117.88,COST_BASED,652.75,1,1,4811829817.04,342187777.03,HOUSING_AUTHORITY_ADMIN,2021-04-03,2024-10-03
2007,FI,CY4,643794,20.6,10010,39510,408554,29.22,NEEDS_BASED,38152.63,FIXED_GRID,250.3,0,1,4776790955.96,811563414.76,MINISTRY_HOUSING_REPORT,2021-04-26,2025-07-28
2008,IE,LT39,1679727,27.44,77181,31502,263455,42.33,LOTTERY,65100.99,INCOME_RELATED,592.25,1,1,6927399818.69,465601800.53,SOCIAL_HOUSING_REGISTER,2021-05-19,2026-01-14
2009,MT,GR185,1600272,24.46,46484,116648,55724,78.09,LOCAL_PRIORITY,47967.64,CAPPED_RENT,1004.81,1,1,1113838743.78,111446584.12,AUDIT_REPORT,2021-06-11,2024-08-11
2010,SK,FI14,285185,20.67,6605,16030,382194,87.14,MIXED_MODEL,45595.93,MARKET_DISCOUNTED,1174.33,0,1,6560607493.36,29526770.78,HOUSING_AUTHORITY_ADMIN,2021-07-04,2024-02-10
2011,BE,LV729,826576,9.52,38178,23833,218117,43.82,POINTS_BASED,59999.87,COST_BASED,1116.14,0,1,4052136307.72,728092618.01,MINISTRY_HOUSING_REPORT,2021-07-27,2024-11-17
2012,DK,LT38,3079720,27.37,53933,12746,68874,57.7,NEEDS_BASED,83838.82,FIXED_GRID,315.51,0,1,6234150533.57,171921186.41,SOCIAL_HOUSING_REGISTER,2021-08-19,2024-10-06
2013,GR,FI388,1027705,20.62,46461,27562,363021,18.19,LOTTERY,48256.13,INCOME_RELATED,522.61,0,1,3346649862.19,12586046.47,AUDIT_REPORT,2021-09-11,2024-08-21
2014,LT,PT23,1211207,26.05,53316,25210,110498,31.55,LOCAL_PRIORITY,23493.19,CAPPED_RENT,553.87,0,0,1415346849.08,1024441982.31,HOUSING_AUTHORITY_ADMIN,2021-10-04,2025-07-19
2015,PT,SI142,2664913,15.87,133495,35480,530995,43.54,MIXED_MODEL,12983.6,MARKET_DISCOUNTED,1105.77,0,1,1653778999.49,1180253205.43,MINISTRY_HOUSING_REPORT,2021-10-27,2026-01-09
2016,SE,DE7,2317369,4.94,133849,186799,46998,24.72,POINTS_BASED,59604.08,COST_BASED,1241.02,0,0,3623891207.27,2654072126.35,SOCIAL_HOUSING_REGISTER,2021-11-19,2025-04-16
2017,CY,PT740,984184,26.13,28682,41144,35532,19.69,NEEDS_BASED,73243.87,FIXED_GRID,317.56,1,1,2885214812.69,2027049075.67,AUDIT_REPORT,2021-12-12,2024-02-21
2018,FR,ES3,2709058,15.0,147452,175848,485251,69.38,LOTTERY,89153.97,INCOME_RELATED,232.94,0,1,6451238501.96,1409763251.88,HOUSING_AUTHORITY_ADMIN,2022-01-04,2024-02-11
2019,IT,FR37,2360382,25.01,79753,126357,472901,54.42,LOCAL_PRIORITY,75252.65,CAPPED_RENT,1191.92,0,1,4794364869.81,2239812470.86,MINISTRY_HOUSING_REPORT,2022-01-27,2024-07-23
2020,NL,EE7,336640,12.62,8325,13134,525318,6.56,MIXED_MODEL,81292.42,MARKET_DISCOUNTED,1321.06,1,1,2566659637.25,1430843400.28,SOCIAL_HOUSING_REGISTER,2022-02-19,2024-03-01
2021,SI,BG9,425737,3.18,8892,26630,177691,65.49,POINTS_BASED,49801.68,COST_BASED,325.71,0,1,5284412386.49,593829599.1,AUDIT_REPORT,2022-03-14,2025-04-09
2022,BG,CY881,1806612,3.76,26137,100521,65868,66.31,NEEDS_BASED,17277.99,FIXED_GRID,1300.45,1,1,519345460.41,675799228.94,HOUSING_AUTHORITY_ADMIN,2022-04-06,2024-12-05
2023,EE,PL289,2363667,18.12,74781,90242,165670,33.51,LOTTERY,62903.74,INCOME_RELATED,358.12,0,0,5540474979.84,134641566.31,MINISTRY_HOUSING_REPORT,2022-04-29,2024-04-03
2024,HU,BG697,1792107,15.95,44402,90058,262921,27.74,LOCAL_PRIORITY,23420.19,CAPPED_RENT,1626.68,0,1,7464796984.84,433577159.88,SOCIAL_HOUSING_REGISTER,2022-05-22,2026-01-25
2025,LU,LU647,2595902,7.64,139326,225396,196662,71.0,MIXED_MODEL,81340.93,MARKET_DISCOUNTED,1059.69,1,1,7037276019.51,2719262549.37,AUDIT_REPORT,2022-06-14,2026-02-17
2006,RO,BG76,2221546,8.51,6546,94671,221569,39.66,POINTS_BASED,46798.3,COST_BASED,247.05,1,1,6663369498.91,832109986.62,HOUSING_AUTHORITY_ADMIN,2022-07-07,2024-04-03
2007,AT,CZ560,1296706,1.47,54775,27691,292190,12.4,NEEDS_BASED,60857.99,FIXED_GRID,617.28,1,1,4701982481.06,275037868.12,MINISTRY_HOUSING_REPORT,2022-07-30,2025-06-30
2008,CZ,CY29,1688965,13.78,85414,36965,199262,48.68,LOTTERY,43681.48,INCOME_RELATED,332.69,0,1,7514654652.17,856202262.85,SOCIAL_HOUSING_REGISTER,2022-08-22,2024-06-04
2009,DE,MT727,162475,13.58,1546,11614,177260,13.1,LOCAL_PRIORITY,56513.83,CAPPED_RENT,437.86,1,1,6461608791.24,849991348.02,AUDIT_REPORT,2022-09-14,2024-05-01
2010,LV,GR32,1478531,1.42,78475,132654,347576,92.9,MIXED_MODEL,23678.67,MARKET_DISCOUNTED,1554.85,0,0,5247217909.81,11932826.59,HOUSING_AUTHORITY_ADMIN,2022-10-07,2025-07-19
2011,PL,DK195,2811325,11.27,76683,245230,101281,39.19,POINTS_BASED,45878.4,COST_BASED,535.46,1,1,7389975923.22,36359694.06,MINISTRY_HOUSING_REPORT,2022-10-30,2025-07-10
2012,ES,HR872,2520341,4.76,148544,101592,211191,39.37,NEEDS_BASED,64046.75,FIXED_GRID,293.58,1,1,2558762529.25,52551681.81,SOCIAL_HOUSING_REGISTER,2022-11-22,2025-09-26
2013,HR,RO76,701583,15.55,4994,15494,490292,19.19,LOTTERY,62747.74,INCOME_RELATED,1407.93,1,1,11808253367.61,161571348.96,AUDIT_REPORT,2022-12-15,2024-03-05
2014,FI,HR286,842861,22.5,18882,58528,37549,41.96,LOCAL_PRIORITY,70840.51,CAPPED_RENT,406.09,0,1,4979720884.62,2342014729.64,HOUSING_AUTHORITY_ADMIN,2023-01-07,2025-05-15
2015,IE,PT601,845346,8.62,25316,54667,178960,58.49,MIXED_MODEL,53815.75,MARKET_DISCOUNTED,279.71,1,1,2905814378.13,422138052.76,MINISTRY_HOUSING_REPORT,2023-01-30,2025-07-19
2016,MT,ES706,1023481,24.01,28889,15983,241879,74.41,POINTS_BASED,70826.14,COST_BASED,1322.16,0,1,1622279270.29,2303122190.85,SOCIAL_HOUSING_REGISTER,2023-02-22,2025-11-03
2017,SK,BG815,59738,18.9,2204,3904,366828,5.32,NEEDS_BASED,57329.27,FIXED_GRID,828.05,0,1,8971110608.39,617464237.5,AUDIT_REPORT,2023-03-17,2025-03-31
2018,BE,LU30,2716941,22.9,119870,37286,423012,51.96,LOTTERY,78319.44,INCOME_RELATED,823.8,1,0,9766353530.09,2319180146.53,HOUSING_AUTHORITY_ADMIN,2023-04-09,2025-10-02
2019,DK,BG75,1535375,22.82,17199,100274,249215,77.62,LOCAL_PRIORITY,18797.22,CAPPED_RENT,647.3,0,1,1955529956.37,2515802740.24,MINISTRY_HOUSING_REPORT,2023-05-02,2026-01-13
2020,GR,DE8,2418145,15.25,95247,35013,90162,57.46,MIXED_MODEL,49409.19,MARKET_DISCOUNTED,630.59,0,1,10492754149.88,1761137379.29,SOCIAL_HOUSING_REGISTER,2023-05-25,2024-01-28
2021,LT,SK85,2098375,14.87,30308,126554,238188,75.07,POINTS_BASED,19978.34,COST_BASED,752.53,0,0,2494441992.93,1470429325.43,AUDIT_REPORT,2023-06-17,2024-02-02
2022,PT,MT398,2424065,8.53,127914,94329,311438,39.34,NEEDS_BASED,57049.41,FIXED_GRID,390.65,0,0,5744836020.04,1234467142.7,HOUSING_AUTHORITY_ADMIN,2023-07-10,2024-03-08
2023,SE,EE2,787127,5.38,28345,12844,300681,62.97,LOTTERY,36122.72,INCOME_RELATED,1492.36,1,1,7262484171.11,1506839651.75,MINISTRY_HOUSING_REPORT,2023-08-02,2024-10-14
2024,CY,NL446,842910,26.55,19573,52664,538867,70.73,LOCAL_PRIORITY,81440.85,CAPPED_RENT,694.69,0,0,5679534551.34,1973610901.76,SOCIAL_HOUSING_REGISTER,2023-08-25,2024-06-30
2025,FR,SE6,130863,20.92,2566,9197,24474,45.83,MIXED_MODEL,71412.39,MARKET_DISCOUNTED,1239.87,1,1,4864295898.35,1290539867.37,AUDIT_REPORT,2023-09-17,2025-05-24
2006,IT,DE77,1811328,27.61,42456,18616,139122,38.93,POINTS_BASED,84014.93,COST_BASED,496.55,0,1,765784488.25,455540301.51,HOUSING_AUTHORITY_ADMIN,2023-10-10,2025-10-09
2007,NL,RO6,3281136,13.23,161808,144835,280769,97.23,NEEDS_BASED,15872.18,FIXED_GRID,239.23,0,1,2488763951.81,782180931.27,MINISTRY_HOUSING_REPORT,2023-11-02,2025-06-06
2008,SI,DE684,122660,10.57,4415,6713,44265,40.21,LOTTERY,53268.71,INCOME_RELATED,1334.21,0,0,1873495839.5,573301692.37,SOCIAL_HOUSING_REGISTER,2023-11-25,2025-04-19
2009,BG,HR148,1146105,17.98,38930,92013,586337,70.06,LOCAL_PRIORITY,61152.94,CAPPED_RENT,1547.88,1,1,4221883600.8,637173163.83,AUDIT_REPORT,2023-12-18,2024-01-19
2010,EE,DK989,2479278,23.26,29517,215747,496542,49.61,MIXED_MODEL,21269.09,MARKET_DISCOUNTED,754.08,1,0,10414942741.27,939564634.86,HOUSING_AUTHORITY_ADMIN,2024-01-10,2024-05-13
2011,HU,EE1,2300536,23.06,91598,15507,298936,44.51,POINTS_BASED,15673.39,COST_BASED,436.89,0,1,635580687.31,780691807.97,MINISTRY_HOUSING_REPORT,2024-02-02,2024-05-11
2012,LU,FR833,2842744,9.05,12432,226571,535594,20.62,NEEDS_BASED,66921.56,FIXED_GRID,269.75,0,1,11673708953.26,300408292.75,SOCIAL_HOUSING_REGISTER,2024-02-25,2024-05-27
2013,RO,HU18,1317998,20.3,16110,74625,526789,5.67,LOTTERY,21851.58,INCOME_RELATED,532.85,0,1,6310688588.36,315258737.79,AUDIT_REPORT,2024-03-19,2024-03-25
2014,AT,FR417,854726,22.01,32679,40991,382573,12.46,LOCAL_PRIORITY,63883.78,CAPPED_RENT,421.51,0,1,9350676095.05,302113251.94,HOUSING_AUTHORITY_ADMIN,2024-04-11,2024-10-30
2015,CZ,PL677,1593708,10.01,6234,140608,36526,33.95,MIXED_MODEL,45145.12,MARKET_DISCOUNTED,446.76,1,1,4590620964.76,984300378.43,MINISTRY_HOUSING_REPORT,2024-05-04,2025-07-04
2016,DE,EE692,185941,8.35,8229,10374,28169,67.73,POINTS_BASED,64954.72,COST_BASED,709.36,1,0,2441643411.1,726120931.9,SOCIAL_HOUSING_REGISTER,2024-05-27,2025-01-07
2017,LV,CY42,741639,15.35,41780,27799,169868,68.93,NEEDS_BASED,56715.43,FIXED_GRID,676.19,1,1,1172306261.65,2869840751.41,AUDIT_REPORT,2024-06-19,2024-02-22
2018,PL,HU6,119253,4.21,2958,10459,385370,17.25,LOTTERY,32392.39,INCOME_RELATED,1475.16,0,1,2842159474.13,437993373.9,HOUSING_AUTHORITY_ADMIN,2024-07-12,2026-01-20
2019,ES,CZ490,476148,7.37,18803,29760,535086,78.12,LOCAL_PRIORITY,79019.04,CAPPED_RENT,1086.34,0,0,6919525821.23,1797077014.19,MINISTRY_HOUSING_REPORT,2024-08-04,2026-02-22
2020,HR,LT959,1000066,27.99,17698,8577,310638,32.67,MIXED_MODEL,35240.71,MARKET_DISCOUNTED,1137.01,0,1,3517450567.26,2019213968.06,SOCIAL_HOUSING_REGISTER,2024-08-27,2025-11-07
2021,FI,IE252,1207951,12.54,20506,73444,548910,35.15,POINTS_BASED,56387.24,COST_BASED,554.17,0,1,1683427738.15,822110561.75,AUDIT_REPORT,2024-09-19,2024-10-14
2022,IE,HR3,385769,27.14,5776,28736,383993,98.17,NEEDS_BASED,26676.74,FIXED_GRID,436.57,1,1,5406587293.59,60317218.39,HOUSING_AUTHORITY_ADMIN,2024-10-12,2025-12-08
2023,MT,RO46,1371819,20.24,72764,66288,369480,43.47,LOTTERY,68602.67,INCOME_RELATED,525.85,0,1,8849848955.54,2259213003.68,MINISTRY_HOUSING_REPORT,2024-11-04,2024-05-07
2024,SK,DE59,2756910,9.54,65877,157708,477000,5.16,LOCAL_PRIORITY,50392.96,CAPPED_RENT,1128.37,0,0,972376145.87,1358667958.4,SOCIAL_HOUSING_REGISTER,2024-11-27,2024-11-11
2025,BE,CY729,141720,17.86,1572,10293,221146,15.91,MIXED_MODEL,32123.05,MARKET_DISCOUNTED,528.48,1,1,2334094232.07,1322965941.78,AUDIT_REPORT,2024-12-20,2024-03-06
