ph_disease_report_week,ph_disease_country_iso2,ph_disease_region_nuts_code,ph_disease_pathogen_code,ph_disease_case_definition_code,ph_disease_cases_count,ph_disease_hospitalisations_count,ph_disease_icu_admissions_count,ph_disease_deaths_count,ph_disease_incidence_per_100k,ph_disease_test_positivity_pct,ph_disease_variant_lineage_code,ph_disease_vaccine_breakthrough_share_pct,ph_disease_outbreak_setting_code,ph_disease_contact_tracing_coverage_pct,ph_disease_time_to_report_days_median,ph_disease_ecdc_dataset_code,ph_disease_data_quality_flag,ph_disease_revision_round,ph_disease_data_extract_date
2024-W27,LV,CY29,PERTUSSIS,CONFIRMED,3210,324,39,7,272.333,5.21,BA_5,7.97,TRAVEL_RELATED,20.09,12.74,ECDC_FOODBORNE,REVISED,SECOND,2024-01-13
2024-W28,RO,ES713,TB,PROBABLE,1942,94,35,5,34.366,1.48,OTHER,5.37,FOODBORNE,11.74,7.1,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-01-23
2024-W29,BG,FI75,SALMONELLA,POSSIBLE,298,29,5,0,1.179,12.51,FLU_H1N1,12.65,UNKNOWN,13.41,6.45,ECDC_AMR,IMPUTED,FLASH,2024-03-16
2024-W30,FR,CY27,LISTERIA,CONFIRMED,3082,311,48,11,119.138,10.53,XBB_1_5,4.49,HOUSEHOLD,36.78,1.54,ECDC_VPD,CHECK,BENCHMARK,2024-02-21
2024-W31,LT,LT72,SARS_COV_2,PROBABLE,1144,179,62,15,241.187,10.98,NONE,21.74,SCHOOL,16.43,10.81,ECDC_TESSy,OK,SECOND,2025-10-04
2024-W32,SK,DK23,INFLUENZA_A,POSSIBLE,990,99,20,4,95.353,27.95,RSV_A,10.31,WORKPLACE,39.22,5.19,ECDC_FOODBORNE,REVISED,FIRST,2025-05-01
2024-W33,HR,EE980,INFLUENZA_B,CONFIRMED,484,22,1,0,158.766,17.04,JN_1,5.99,CARE_HOME,84.76,0.83,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-02-25
2024-W34,DE,HR4,RSV,PROBABLE,3565,287,16,2,134.967,7.27,BA_2,7.68,HOSPITAL,49.23,5.99,ECDC_AMR,IMPUTED,BENCHMARK,2025-01-18
2024-W35,LU,LV298,NOROVIRUS,POSSIBLE,2940,473,112,21,68.769,10.92,RSV_B,4.66,COMMUNITY,85.24,16.29,ECDC_VPD,CHECK,SECOND,2024-09-02
2024-W36,SI,ES88,MEASLES,CONFIRMED,245,24,1,0,60.382,10.0,FLU_H3N2,12.81,TRAVEL_RELATED,48.32,9.85,ECDC_TESSy,OK,FIRST,2025-02-27
2024-W37,CY,BG66,PERTUSSIS,PROBABLE,4900,393,66,13,57.487,4.81,BA_5,12.29,FOODBORNE,27.2,10.73,ECDC_FOODBORNE,REVISED,FLASH,2024-11-16
2024-W38,GR,AT91,TB,POSSIBLE,3050,680,70,18,67.714,12.01,OTHER,8.58,UNKNOWN,31.8,10.14,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-11-20
2024-W39,MT,CZ8,SALMONELLA,CONFIRMED,2724,133,18,2,251.045,3.13,FLU_H1N1,13.59,HOUSEHOLD,25.95,5.32,ECDC_AMR,IMPUTED,SECOND,2024-03-01
2024-W40,ES,PL575,LISTERIA,PROBABLE,3512,566,117,32,13.041,9.66,XBB_1_5,10.96,SCHOOL,57.19,2.88,ECDC_VPD,CHECK,FIRST,2024-02-03
2024-W41,CZ,CY365,SARS_COV_2,POSSIBLE,3286,165,45,4,168.497,10.22,NONE,31.46,WORKPLACE,97.04,9.57,ECDC_TESSy,OK,FLASH,2024-09-13
2024-W42,HU,FR998,INFLUENZA_A,CONFIRMED,440,56,6,0,39.352,1.6,RSV_A,0.29,CARE_HOME,86.63,3.57,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-06-19
2024-W43,NL,BG205,INFLUENZA_B,PROBABLE,287,19,3,0,135.484,25.26,JN_1,12.48,HOSPITAL,37.76,11.4,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-11-29
2024-W44,SE,DE40,RSV,POSSIBLE,3943,629,88,9,14.389,20.71,BA_2,3.44,COMMUNITY,60.83,3.22,ECDC_AMR,IMPUTED,FIRST,2024-09-20
2024-W45,DK,DK542,NOROVIRUS,CONFIRMED,4160,240,35,3,112.428,9.98,RSV_B,12.08,TRAVEL_RELATED,70.29,8.59,ECDC_VPD,CHECK,FLASH,2025-04-02
2024-W46,IE,LT6,MEASLES,PROBABLE,2715,253,22,1,130.205,3.44,FLU_H3N2,2.46,FOODBORNE,12.46,4.03,ECDC_TESSy,OK,BENCHMARK,2024-07-08
2024-W47,PL,IT401,PERTUSSIS,POSSIBLE,151,5,0,0,102.644,6.58,BA_5,10.57,UNKNOWN,37.5,1.49,ECDC_FOODBORNE,REVISED,SECOND,2025-12-14
2024-W48,AT,EE318,TB,CONFIRMED,1938,417,45,8,31.302,22.36,OTHER,9.48,HOUSEHOLD,70.77,2.37,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-09-06
2024-W49,EE,GR36,SALMONELLA,PROBABLE,133,10,2,0,156.042,11.56,FLU_H1N1,5.75,SCHOOL,83.68,7.82,ECDC_AMR,IMPUTED,FLASH,2024-01-16
2024-W50,IT,ES966,LISTERIA,POSSIBLE,3046,484,85,7,10.87,4.39,XBB_1_5,9.03,WORKPLACE,22.65,10.48,ECDC_VPD,CHECK,BENCHMARK,2024-11-17
2024-W51,PT,AT879,SARS_COV_2,CONFIRMED,233,34,10,0,20.265,29.18,NONE,23.89,CARE_HOME,81.33,5.19,ECDC_TESSy,OK,SECOND,2024-11-01
2024-W52,BE,SK9,INFLUENZA_A,PROBABLE,2598,411,47,4,162.066,26.94,RSV_A,13.39,HOSPITAL,44.94,13.89,ECDC_FOODBORNE,REVISED,FIRST,2024-08-18
2025-W01,FI,CZ60,INFLUENZA_B,POSSIBLE,2934,284,17,1,41.268,23.4,JN_1,5.86,COMMUNITY,75.34,3.9,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-01-20
2025-W02,LV,RO207,RSV,CONFIRMED,3050,173,27,1,99.892,19.73,BA_2,5.9,TRAVEL_RELATED,67.1,11.48,ECDC_AMR,IMPUTED,BENCHMARK,2024-07-16
2025-W03,RO,LT84,NOROVIRUS,PROBABLE,3375,241,39,9,91.47,1.59,RSV_B,11.27,FOODBORNE,79.09,12.25,ECDC_VPD,CHECK,SECOND,2025-08-04
2025-W04,BG,CZ1,MEASLES,POSSIBLE,1880,56,14,2,97.838,2.68,FLU_H3N2,8.65,UNKNOWN,70.57,9.07,ECDC_TESSy,OK,FIRST,2025-06-23
2025-W05,FR,LT83,PERTUSSIS,CONFIRMED,1991,308,74,6,204.502,15.68,BA_5,7.95,HOUSEHOLD,62.14,8.02,ECDC_FOODBORNE,REVISED,FLASH,2024-05-14
2025-W06,LT,BG6,TB,PROBABLE,1078,155,25,5,197.777,12.69,OTHER,3.81,SCHOOL,76.32,8.9,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-10-11
2025-W07,SK,HR22,SALMONELLA,POSSIBLE,430,37,3,0,20.442,19.72,FLU_H1N1,1.15,WORKPLACE,35.79,6.35,ECDC_AMR,IMPUTED,SECOND,2024-07-22
2025-W08,HR,DK138,LISTERIA,CONFIRMED,1522,173,27,6,104.273,18.78,XBB_1_5,12.63,CARE_HOME,24.28,5.41,ECDC_VPD,CHECK,FIRST,2025-07-09
2025-W09,DE,IT7,SARS_COV_2,PROBABLE,1528,191,43,9,78.838,5.48,NONE,55.67,HOSPITAL,76.44,7.57,ECDC_TESSy,OK,FLASH,2024-04-02
2025-W10,LU,LT4,INFLUENZA_A,POSSIBLE,151,10,0,0,96.849,23.12,RSV_A,0.08,COMMUNITY,59.59,17.1,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-05-12
2025-W11,SI,RO77,INFLUENZA_B,CONFIRMED,387,59,3,0,151.097,11.99,JN_1,11.46,TRAVEL_RELATED,18.81,2.03,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-11-27
2025-W12,CY,CZ64,RSV,PROBABLE,81,11,2,0,131.936,27.26,BA_2,4.73,FOODBORNE,84.97,5.16,ECDC_AMR,IMPUTED,FIRST,2024-10-10
2025-W13,GR,BE167,NOROVIRUS,POSSIBLE,299,9,0,0,98.908,19.23,RSV_B,2.47,UNKNOWN,69.45,11.2,ECDC_VPD,CHECK,FLASH,2025-08-21
2025-W14,MT,RO8,MEASLES,CONFIRMED,265,13,3,0,170.602,2.55,FLU_H3N2,9.51,HOUSEHOLD,84.59,3.51,ECDC_TESSy,OK,BENCHMARK,2025-01-12
2025-W15,ES,HU99,PERTUSSIS,PROBABLE,680,36,9,2,58.078,9.5,BA_5,4.22,SCHOOL,57.37,11.12,ECDC_FOODBORNE,REVISED,SECOND,2025-08-11
2025-W16,CZ,SE45,TB,POSSIBLE,106,15,3,0,128.108,0.61,OTHER,8.94,WORKPLACE,21.22,5.95,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-02-20
2025-W17,HU,DE4,SALMONELLA,CONFIRMED,529,48,11,0,85.043,6.41,FLU_H1N1,8.94,CARE_HOME,80.26,1.94,ECDC_AMR,IMPUTED,FLASH,2025-10-15
2025-W18,NL,IT808,LISTERIA,PROBABLE,192,30,3,0,121.709,5.47,XBB_1_5,6.28,HOSPITAL,85.93,5.2,ECDC_VPD,CHECK,BENCHMARK,2024-03-25
2025-W19,SE,IE107,SARS_COV_2,POSSIBLE,29,5,1,0,93.567,15.07,NONE,45.19,COMMUNITY,58.07,4.14,ECDC_TESSy,OK,SECOND,2024-02-17
2025-W20,DK,DK29,INFLUENZA_A,CONFIRMED,176,11,0,0,114.89,8.08,RSV_A,7.94,TRAVEL_RELATED,48.1,12.13,ECDC_FOODBORNE,REVISED,FIRST,2025-10-05
2025-W21,IE,SK3,INFLUENZA_B,PROBABLE,218,12,1,0,122.196,29.41,JN_1,13.39,FOODBORNE,32.43,3.09,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-10-31
2025-W22,PL,IE5,RSV,POSSIBLE,17,2,0,0,29.339,8.38,BA_2,6.16,UNKNOWN,53.21,2.66,ECDC_AMR,IMPUTED,BENCHMARK,2024-01-10
2025-W23,AT,DE88,NOROVIRUS,CONFIRMED,461,35,7,0,314.96,14.76,RSV_B,11.03,HOUSEHOLD,32.73,11.69,ECDC_VPD,CHECK,SECOND,2025-03-10
2025-W24,EE,EE32,MEASLES,PROBABLE,176,14,3,0,205.734,16.53,FLU_H3N2,0.68,SCHOOL,83.66,9.7,ECDC_TESSy,OK,FIRST,2025-06-27
2025-W25,IT,CY31,PERTUSSIS,POSSIBLE,273,32,8,2,99.03,16.63,BA_5,2.71,WORKPLACE,83.62,8.16,ECDC_FOODBORNE,REVISED,FLASH,2024-10-10
2025-W26,PT,PT9,TB,CONFIRMED,178,13,3,0,95.705,9.85,OTHER,10.04,CARE_HOME,14.98,7.64,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-05-31
2025-W27,BE,SE4,SALMONELLA,PROBABLE,254,39,4,0,117.771,5.45,FLU_H1N1,8.6,HOSPITAL,80.39,7.68,ECDC_AMR,IMPUTED,SECOND,2024-10-03
2025-W28,FI,DK13,LISTERIA,POSSIBLE,351,15,3,0,25.016,1.09,XBB_1_5,3.62,COMMUNITY,14.04,16.93,ECDC_VPD,CHECK,FIRST,2025-09-12
2025-W29,LV,LT174,SARS_COV_2,CONFIRMED,637,26,5,1,7.952,29.04,NONE,49.3,TRAVEL_RELATED,36.76,11.25,ECDC_TESSy,OK,FLASH,2026-01-13
2025-W30,RO,CY36,INFLUENZA_A,PROBABLE,612,24,2,0,200.183,14.16,RSV_A,13.21,FOODBORNE,41.79,4.4,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-11-27
2025-W31,BG,IE457,INFLUENZA_B,POSSIBLE,374,28,7,1,87.168,6.58,JN_1,11.78,UNKNOWN,27.59,11.06,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-08-27
2025-W32,FR,AT653,RSV,CONFIRMED,282,34,4,0,212.677,3.12,BA_2,2.47,HOUSEHOLD,26.18,1.84,ECDC_AMR,IMPUTED,FIRST,2026-01-02
2025-W33,LT,FI91,NOROVIRUS,PROBABLE,774,50,11,0,94.679,22.13,RSV_B,4.47,SCHOOL,21.57,11.26,ECDC_VPD,CHECK,FLASH,2024-06-12
2025-W34,SK,LU815,MEASLES,POSSIBLE,386,61,9,2,157.526,15.0,FLU_H3N2,9.74,WORKPLACE,100.0,12.03,ECDC_TESSy,OK,BENCHMARK,2025-03-16
2025-W35,HR,FI152,PERTUSSIS,CONFIRMED,1141,133,23,2,194.258,18.81,BA_5,8.11,CARE_HOME,74.8,10.61,ECDC_FOODBORNE,REVISED,SECOND,2024-02-12
2025-W36,DE,BG68,TB,PROBABLE,1188,252,94,17,204.287,8.64,OTHER,13.28,HOSPITAL,13.04,5.91,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-08-25
2025-W37,LU,BG14,SALMONELLA,POSSIBLE,1859,126,6,0,150.29,0.79,FLU_H1N1,13.72,COMMUNITY,76.35,1.41,ECDC_AMR,IMPUTED,FLASH,2024-01-23
2025-W38,SI,RO5,LISTERIA,CONFIRMED,535,31,5,0,141.219,12.41,XBB_1_5,1.51,TRAVEL_RELATED,30.16,17.27,ECDC_VPD,CHECK,BENCHMARK,2024-02-27
2025-W39,CY,HR9,SARS_COV_2,PROBABLE,1101,88,28,5,112.684,2.53,NONE,4.74,FOODBORNE,62.95,0.47,ECDC_TESSy,OK,SECOND,2025-02-14
2025-W40,GR,RO701,INFLUENZA_A,POSSIBLE,3036,370,26,5,67.872,21.34,RSV_A,9.14,UNKNOWN,22.04,14.61,ECDC_FOODBORNE,REVISED,FIRST,2025-03-22
2025-W41,MT,ES781,INFLUENZA_B,CONFIRMED,989,92,13,2,27.526,31.63,JN_1,9.88,HOUSEHOLD,64.27,4.38,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-07-15
2025-W42,ES,PT49,RSV,PROBABLE,915,63,3,0,53.221,21.7,BA_2,12.97,SCHOOL,14.97,11.91,ECDC_AMR,IMPUTED,BENCHMARK,2024-01-12
2025-W43,CZ,GR429,NOROVIRUS,POSSIBLE,2543,297,67,5,102.877,6.33,RSV_B,4.94,WORKPLACE,25.52,3.95,ECDC_VPD,CHECK,SECOND,2024-02-14
2025-W44,HU,LV82,MEASLES,CONFIRMED,468,57,8,1,109.538,13.08,FLU_H3N2,10.12,CARE_HOME,64.32,3.27,ECDC_TESSy,OK,FIRST,2026-01-21
2025-W45,NL,PT99,PERTUSSIS,PROBABLE,1238,96,16,3,30.69,21.49,BA_5,2.78,HOSPITAL,39.27,13.77,ECDC_FOODBORNE,REVISED,FLASH,2025-03-20
2025-W46,SE,NL72,TB,POSSIBLE,287,15,5,0,77.007,2.62,OTHER,6.57,COMMUNITY,56.57,0.87,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-12-31
2025-W47,DK,IE9,SALMONELLA,CONFIRMED,2385,254,66,7,37.619,9.52,FLU_H1N1,0.91,TRAVEL_RELATED,20.09,2.68,ECDC_AMR,IMPUTED,SECOND,2025-03-11
2025-W48,IE,LU675,LISTERIA,PROBABLE,1241,95,14,2,78.54,8.15,XBB_1_5,4.99,FOODBORNE,86.74,13.1,ECDC_VPD,CHECK,FIRST,2025-04-08
2025-W49,PL,SE3,SARS_COV_2,POSSIBLE,3409,621,110,16,242.189,14.62,NONE,8.36,UNKNOWN,15.38,3.36,ECDC_TESSy,OK,FLASH,2024-01-12
2025-W50,AT,LV19,INFLUENZA_A,CONFIRMED,420,59,13,0,268.687,26.9,RSV_A,5.3,HOUSEHOLD,60.78,5.41,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-04-12
2025-W51,EE,SE97,INFLUENZA_B,PROBABLE,246,18,3,0,26.506,21.41,JN_1,7.99,SCHOOL,71.94,3.28,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-05-05
2025-W52,IT,DK68,RSV,POSSIBLE,712,58,13,0,138.811,10.97,BA_2,0.41,WORKPLACE,29.69,6.53,ECDC_AMR,IMPUTED,FIRST,2025-06-16
2026-W01,PT,LU83,NOROVIRUS,CONFIRMED,2894,121,11,1,92.703,13.31,RSV_B,13.19,CARE_HOME,41.45,0.73,ECDC_VPD,CHECK,FLASH,2025-04-23
2026-W02,BE,HU580,MEASLES,PROBABLE,904,89,13,0,153.548,16.15,FLU_H3N2,4.4,HOSPITAL,29.06,2.38,ECDC_TESSy,OK,BENCHMARK,2025-12-14
2026-W03,FI,SK723,PERTUSSIS,POSSIBLE,4802,572,147,38,271.15,11.34,BA_5,13.02,COMMUNITY,40.08,8.78,ECDC_FOODBORNE,REVISED,SECOND,2024-10-06
2026-W04,LV,LU41,TB,CONFIRMED,2783,148,49,2,130.014,19.73,OTHER,8.98,TRAVEL_RELATED,12.13,0.72,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-11-24
2026-W05,RO,HU43,SALMONELLA,PROBABLE,1873,63,14,2,210.815,8.2,FLU_H1N1,3.41,FOODBORNE,12.73,4.7,ECDC_AMR,IMPUTED,FLASH,2025-07-11
2026-W06,BG,HR94,LISTERIA,POSSIBLE,3893,147,32,3,149.632,17.87,XBB_1_5,11.55,UNKNOWN,82.24,7.16,ECDC_VPD,CHECK,BENCHMARK,2024-03-08
2026-W07,FR,DK5,SARS_COV_2,CONFIRMED,1758,102,38,6,48.454,29.21,NONE,32.38,HOUSEHOLD,21.02,0.77,ECDC_TESSy,OK,SECOND,2025-02-10
2026-W08,LT,IT2,INFLUENZA_A,PROBABLE,4808,134,26,2,19.32,18.38,RSV_A,1.72,SCHOOL,17.15,5.93,ECDC_FOODBORNE,REVISED,FIRST,2025-06-20
2026-W09,SK,ES27,INFLUENZA_B,POSSIBLE,3446,466,122,9,112.655,18.06,JN_1,10.61,WORKPLACE,25.12,2.34,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-07-27
2026-W10,HR,CY2,RSV,CONFIRMED,2131,192,14,3,129.48,5.06,BA_2,0.56,CARE_HOME,46.74,1.5,ECDC_AMR,IMPUTED,BENCHMARK,2024-09-16
2026-W11,DE,MT524,NOROVIRUS,PROBABLE,3397,281,41,1,12.555,10.32,RSV_B,1.27,HOSPITAL,28.54,5.13,ECDC_VPD,CHECK,SECOND,2024-04-30
2026-W12,LU,LV13,MEASLES,POSSIBLE,1189,173,37,9,140.818,11.73,FLU_H3N2,6.78,COMMUNITY,72.43,8.28,ECDC_TESSy,OK,FIRST,2024-12-12
2026-W13,SI,BG77,PERTUSSIS,CONFIRMED,5701,515,38,4,143.033,14.21,BA_5,12.97,TRAVEL_RELATED,48.41,9.03,ECDC_FOODBORNE,REVISED,FLASH,2024-07-22
2026-W14,CY,SE205,TB,PROBABLE,247,30,4,0,86.902,17.34,OTHER,1.41,FOODBORNE,11.59,0.86,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-04-19
2026-W15,GR,LU965,SALMONELLA,POSSIBLE,729,103,25,4,96.009,19.69,FLU_H1N1,9.89,UNKNOWN,86.38,10.84,ECDC_AMR,IMPUTED,SECOND,2025-07-26
2026-W16,MT,ES39,LISTERIA,CONFIRMED,1738,165,13,1,113.627,18.52,XBB_1_5,8.72,HOUSEHOLD,69.47,16.69,ECDC_VPD,CHECK,FIRST,2024-04-20
2026-W17,ES,ES421,SARS_COV_2,PROBABLE,1845,252,64,5,223.058,15.6,NONE,47.13,SCHOOL,98.14,1.98,ECDC_TESSy,OK,FLASH,2024-04-15
2026-W18,CZ,AT559,INFLUENZA_A,POSSIBLE,3900,168,35,4,287.081,29.15,RSV_A,6.87,WORKPLACE,14.77,14.51,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-09-16
2026-W19,HU,EE519,INFLUENZA_B,CONFIRMED,2161,147,36,8,84.107,0.38,JN_1,4.05,CARE_HOME,21.35,4.98,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-09-30
2026-W20,NL,CZ4,RSV,PROBABLE,2547,97,10,2,104.877,28.0,BA_2,0.99,HOSPITAL,58.59,8.98,ECDC_AMR,IMPUTED,FIRST,2024-05-13
2026-W21,SE,NL67,NOROVIRUS,POSSIBLE,1061,97,18,0,233.334,8.09,RSV_B,12.05,COMMUNITY,38.28,1.96,ECDC_VPD,CHECK,FLASH,2025-09-24
2026-W22,DK,DE97,MEASLES,CONFIRMED,1928,264,46,10,115.588,6.98,FLU_H3N2,11.59,TRAVEL_RELATED,28.7,4.4,ECDC_TESSy,OK,BENCHMARK,2025-03-22
2026-W23,IE,HU34,PERTUSSIS,PROBABLE,1791,263,53,9,87.349,4.08,BA_5,13.11,FOODBORNE,71.15,4.82,ECDC_FOODBORNE,REVISED,SECOND,2025-07-30
2026-W24,PL,DK113,TB,POSSIBLE,865,79,27,6,54.254,16.66,OTHER,11.59,UNKNOWN,87.28,1.9,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-05-09
2026-W25,AT,LT9,SALMONELLA,CONFIRMED,2135,182,25,5,127.607,12.25,FLU_H1N1,1.98,HOUSEHOLD,84.81,9.73,ECDC_AMR,IMPUTED,FLASH,2025-06-23
2026-W26,EE,GR1,LISTERIA,PROBABLE,1962,296,21,4,229.846,13.94,XBB_1_5,13.22,SCHOOL,24.68,3.71,ECDC_VPD,CHECK,BENCHMARK,2024-03-02
2026-W27,IT,HU344,SARS_COV_2,POSSIBLE,2117,147,43,9,49.781,0.96,NONE,14.41,WORKPLACE,34.8,11.94,ECDC_TESSy,OK,SECOND,2025-08-14
2026-W28,PT,LT3,INFLUENZA_A,CONFIRMED,1652,187,44,2,281.188,21.38,RSV_A,9.36,CARE_HOME,20.22,15.13,ECDC_FOODBORNE,REVISED,FIRST,2024-12-13
2026-W29,BE,SK20,INFLUENZA_B,PROBABLE,3275,341,81,8,175.152,16.53,JN_1,4.69,HOSPITAL,34.89,2.32,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-09-20
2026-W30,FI,FI92,RSV,POSSIBLE,1114,169,40,2,244.267,13.13,BA_2,11.94,COMMUNITY,36.23,9.24,ECDC_AMR,IMPUTED,BENCHMARK,2025-05-21
2026-W31,LV,PL82,NOROVIRUS,CONFIRMED,331,36,8,0,28.656,16.32,RSV_B,3.91,TRAVEL_RELATED,29.98,1.54,ECDC_VPD,CHECK,SECOND,2024-07-27
2026-W32,RO,IT558,MEASLES,PROBABLE,1953,307,58,7,20.791,2.5,FLU_H3N2,7.85,FOODBORNE,87.16,7.29,ECDC_TESSy,OK,FIRST,2024-03-24
2026-W33,BG,PL43,PERTUSSIS,POSSIBLE,737,112,25,2,5.819,18.27,BA_5,13.01,UNKNOWN,31.66,5.23,ECDC_FOODBORNE,REVISED,FLASH,2025-06-10
2026-W34,FR,FI90,TB,CONFIRMED,854,109,23,3,97.642,3.59,OTHER,8.46,HOUSEHOLD,44.1,8.69,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-03-01
2026-W35,LT,HU50,SALMONELLA,PROBABLE,2330,174,25,1,257.974,21.84,FLU_H1N1,7.05,SCHOOL,21.54,11.97,ECDC_AMR,IMPUTED,SECOND,2024-05-28
2026-W36,SK,DE993,LISTERIA,POSSIBLE,1696,153,15,0,185.648,14.28,XBB_1_5,7.8,WORKPLACE,52.02,1.16,ECDC_VPD,CHECK,FIRST,2024-09-13
2026-W37,HR,PL15,SARS_COV_2,CONFIRMED,827,68,5,0,161.554,25.25,NONE,8.8,CARE_HOME,33.99,0.7,ECDC_TESSy,OK,FLASH,2024-04-08
2026-W38,DE,FR89,INFLUENZA_A,PROBABLE,812,114,11,1,185.506,28.01,RSV_A,10.48,HOSPITAL,73.03,11.71,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-06-11
2026-W39,LU,CZ54,INFLUENZA_B,POSSIBLE,1258,106,22,5,80.331,22.77,JN_1,5.52,COMMUNITY,58.24,4.7,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-02-26
2026-W40,SI,LV2,RSV,CONFIRMED,1172,57,3,0,110.637,4.54,BA_2,8.19,TRAVEL_RELATED,62.21,6.31,ECDC_AMR,IMPUTED,FIRST,2025-08-06
2026-W41,CY,PL6,NOROVIRUS,PROBABLE,1364,200,45,9,175.526,7.55,RSV_B,0.54,FOODBORNE,56.13,13.34,ECDC_VPD,CHECK,FLASH,2025-02-27
2026-W42,GR,SE19,MEASLES,POSSIBLE,1452,50,7,0,120.331,19.41,FLU_H3N2,8.11,UNKNOWN,24.4,10.09,ECDC_TESSy,OK,BENCHMARK,2025-11-26
2026-W43,MT,CY38,PERTUSSIS,CONFIRMED,740,69,16,3,150.598,1.89,BA_5,8.57,HOUSEHOLD,51.04,10.23,ECDC_FOODBORNE,REVISED,SECOND,2024-12-07
2026-W44,ES,HU677,TB,PROBABLE,264,26,9,1,136.678,18.19,OTHER,9.55,SCHOOL,99.14,10.97,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-01-10
2026-W45,CZ,BE3,SALMONELLA,POSSIBLE,1940,197,33,2,305.143,18.25,FLU_H1N1,6.91,WORKPLACE,61.41,3.18,ECDC_AMR,IMPUTED,FLASH,2025-12-29
2026-W46,HU,GR901,LISTERIA,CONFIRMED,1491,213,33,6,142.831,19.61,XBB_1_5,5.88,CARE_HOME,83.54,9.27,ECDC_VPD,CHECK,BENCHMARK,2024-04-02
2026-W47,NL,LU5,SARS_COV_2,PROBABLE,1447,152,54,5,149.819,10.0,NONE,31.69,HOSPITAL,76.48,2.12,ECDC_TESSy,OK,SECOND,2024-09-16
2026-W48,SE,SE2,INFLUENZA_A,POSSIBLE,1199,191,27,4,19.037,11.81,RSV_A,11.83,COMMUNITY,27.62,15.97,ECDC_FOODBORNE,REVISED,FIRST,2024-10-14
2026-W49,DK,LT183,INFLUENZA_B,CONFIRMED,1557,245,58,11,67.316,18.51,JN_1,10.82,TRAVEL_RELATED,56.38,5.61,ECDC_RESPIRATORY,PARTIAL,FLASH,2026-01-02
2026-W50,IE,LT760,RSV,PROBABLE,936,51,2,0,116.1,12.18,BA_2,10.95,FOODBORNE,12.98,11.18,ECDC_AMR,IMPUTED,BENCHMARK,2024-06-19
2026-W51,PL,CZ46,NOROVIRUS,POSSIBLE,1029,43,6,0,68.511,8.01,RSV_B,2.59,UNKNOWN,12.5,14.93,ECDC_VPD,CHECK,SECOND,2025-12-28
2026-W52,AT,DK898,MEASLES,CONFIRMED,281,33,6,1,170.621,12.43,FLU_H3N2,9.84,HOUSEHOLD,23.31,4.12,ECDC_TESSy,OK,FIRST,2024-07-23
2014-W01,EE,BG387,PERTUSSIS,PROBABLE,1330,107,24,3,163.764,0.98,BA_5,3.37,SCHOOL,100.0,9.44,ECDC_FOODBORNE,REVISED,FLASH,2024-10-18
2014-W02,IT,DE9,TB,POSSIBLE,2183,440,161,39,194.235,20.56,OTHER,12.11,WORKPLACE,35.76,7.26,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-11-20
2014-W03,PT,AT87,SALMONELLA,CONFIRMED,1429,177,44,9,185.289,5.12,FLU_H1N1,10.27,CARE_HOME,61.9,10.1,ECDC_AMR,IMPUTED,SECOND,2024-05-03
2014-W04,BE,DK35,LISTERIA,PROBABLE,746,98,9,1,3.232,8.51,XBB_1_5,3.37,HOSPITAL,35.26,12.38,ECDC_VPD,CHECK,FIRST,2025-12-31
2014-W05,FI,SE357,SARS_COV_2,POSSIBLE,1989,250,87,10,277.976,28.5,NONE,55.76,COMMUNITY,61.5,2.1,ECDC_TESSy,OK,FLASH,2024-11-28
2014-W06,LV,BE28,INFLUENZA_A,CONFIRMED,183,28,1,0,90.787,13.71,RSV_A,7.2,TRAVEL_RELATED,72.81,7.03,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-10-19
