env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_ndma_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_inr,env_hazard_crop_damage_inr,env_hazard_insured_loss_inr,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_kmph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2012-01-29,2012-02-02,drought,NDMA-5699-84,IN-POLY-00000578,1,0,18,910282,1427277,174477,0,127160,32891,3.0,37,0.99,117,0.7,ndma_sitrep
2015-08-26,2015-09-13,flood,NDMA-9233-69,IN-POLY-00000579,1,1,22,2280394,46501,282640,0,94405,4386,3.4,154,1.26,99,8.2,impact_brief_a
2026-01-19,2026-02-04,flood,NDMA-5854-85,IN-POLY-00000580,1,1,11,2246560,41885,1010278,0,63759,3488,3.9,128,1.34,114,2.7,rapid_assessment
2016-03-18,2016-03-26,heatwave,NDMA-7207-52,IN-POLY-00000581,1,1,10,13112881,737601,3587537,0,704511,9135,4.4,108,2.32,107,3.0,impact_brief_b
2025-11-10,2025-11-21,drought,NDMA-5983-71,IN-POLY-00000582,0,0,17,8030321,1657589,1916999,0,71447,29236,3.9,45,1.66,107,6.6,impact_brief_b
2017-08-22,2017-09-07,drought,NDMA-5261-90,IN-POLY-00000583,0,1,11,76023449,2356332,28160336,0,374720,33036,3.3,88,0.0,104,2.7,rapid_assessment
2022-04-29,2022-05-10,drought,NDMA-1231-79,IN-POLY-00000584,2,1,13,1019314,725627,291815,0,57332,1033,3.8,76,3.31,107,1.3,impact_brief_a
2011-12-30,2012-01-13,flood,NDMA-1433-45,IN-POLY-00000585,0,0,11,3895737,1887896,438056,0,51977,32203,5.2,68,1.76,112,1.6,media_digest
2021-08-25,2021-08-29,landslide,NDMA-4228-17,IN-POLY-00000586,1,0,16,2214175,1187199,317140,0,62624,26883,2.8,75,0.0,104,3.5,impact_brief_a
2010-08-10,2010-08-24,drought,NDMA-8974-81,IN-POLY-00000587,0,0,8,1078039,1248413,410463,0,889813,4215,6.4,62,2.86,118,0.0,media_digest
2013-09-25,2013-10-07,flood,NDMA-1081-25,IN-POLY-00000588,2,1,12,5069533,2061904,1247663,0,92767,22016,3.5,6,3.63,118,4.3,impact_brief_b
2015-07-11,2015-07-25,heatwave,NDMA-7650-96,IN-POLY-00000589,3,1,13,2694746,437700,324108,1,420824,20318,3.5,112,2.92,100,1.6,rapid_assessment
2019-08-25,2019-09-07,flood,NDMA-5749-28,IN-POLY-00000590,4,0,8,2331930,158812,1008116,0,370782,8166,3.0,64,2.06,92,1.6,media_digest
2016-03-25,2016-04-03,drought,NDMA-3758-44,IN-POLY-00000591,0,0,18,2827225,290186,1043023,0,29014,4277,8.4,13,0.79,112,1.2,impact_brief_a
2018-07-08,2018-07-14,flood,NDMA-9025-79,IN-POLY-00000592,1,1,4,2422006,1008550,915265,0,179136,9608,4.6,65,2.49,91,1.5,state_relief_note
2020-11-16,2020-11-24,flood,NDMA-1682-62,IN-POLY-00000593,0,1,10,56063207,621277,22976921,1,22854,17654,3.0,71,3.9,122,1.7,ndma_sitrep
2010-12-18,2011-01-07,heatwave,NDMA-7851-20,IN-POLY-00000594,1,0,6,8347866,150788,1503928,0,66985,7605,3.4,93,4.25,111,1.7,media_digest
2022-05-21,2022-05-27,flood,NDMA-8191-18,IN-POLY-00000595,1,0,15,2718031,516583,370378,0,123340,40128,9.9,113,2.22,104,1.9,media_digest
2015-02-19,2015-03-01,flood,NDMA-1317-79,IN-POLY-00000596,1,0,9,5986265,3802918,753413,1,275790,10905,4.1,173,3.11,100,0.2,ndma_sitrep
2021-05-12,2021-05-18,flood,NDMA-7772-86,IN-POLY-00000597,1,0,10,447880,1692173,147250,1,45082,10552,5.1,97,2.81,96,0.4,media_digest
2012-12-05,2012-12-10,landslide,NDMA-2891-81,IN-POLY-00000598,2,0,14,2777740,628079,401697,1,262028,10660,2.9,79,2.56,104,0.5,ndma_sitrep
2016-12-06,2016-12-10,cloudburst,NDMA-6759-82,IN-POLY-00000599,1,0,9,4433462,724486,1187954,1,71866,8132,3.5,134,1.72,108,2.0,media_digest
2017-12-11,2017-12-22,heatwave,NDMA-5279-44,IN-POLY-00000600,0,1,11,858657,1410956,348804,1,132577,8034,3.5,138,3.98,106,4.1,media_digest
2022-09-18,2022-10-04,drought,NDMA-4538-30,IN-POLY-00000601,1,1,9,4223626,239750,256829,0,41657,13155,2.3,134,1.55,91,1.6,state_relief_note
2019-05-11,2019-05-22,flood,NDMA-6057-97,IN-POLY-00000602,3,0,12,1279524,671928,127579,0,38237,17141,4.8,0,1.25,106,3.3,rapid_assessment
2021-05-26,2021-06-03,landslide,NDMA-2465-19,IN-POLY-00000603,0,0,10,3489893,2551615,767677,0,62920,13744,4.3,112,1.85,103,0.6,rapid_assessment
2025-10-28,2025-10-30,heatwave,NDMA-5940-67,IN-POLY-00000604,2,1,8,5091890,1818939,2153833,0,70943,16602,4.7,81,0.31,104,0.0,ndma_sitrep
2013-12-03,2013-12-15,heatwave,NDMA-7230-35,IN-POLY-00000605,3,0,10,1869343,3980764,447348,1,222689,14419,3.9,87,0.5,112,6.8,impact_brief_b
2014-03-11,2014-03-23,landslide,NDMA-2700-47,IN-POLY-00000606,3,0,12,735221,769510,183594,1,236432,24118,4.6,49,2.24,107,2.3,impact_brief_b
2020-08-06,2020-08-09,flood,NDMA-1751-37,IN-POLY-00000607,3,2,9,1288031,522247,89778,0,265989,4419,3.3,78,4.37,108,0.5,impact_brief_a
2013-04-07,2013-04-21,heatwave,NDMA-1613-98,IN-POLY-00000608,0,0,11,3053617,298056,844048,0,413117,5222,3.0,62,1.91,107,3.2,ndma_sitrep
2025-11-26,2025-12-15,heatwave,NDMA-7582-86,IN-POLY-00000609,3,1,9,6364630,660244,2861693,0,1803307,4946,3.5,63,1.24,114,5.0,media_digest
2021-08-14,2021-08-15,drought,NDMA-9103-56,IN-POLY-00000610,5,0,8,4493500,1386994,1395308,1,68764,5562,9.0,91,2.05,103,0.8,impact_brief_b
2020-08-11,2020-08-16,drought,NDMA-6558-44,IN-POLY-00000611,0,0,7,2646843,265067,1150560,0,96176,8536,5.7,126,1.93,108,1.2,impact_brief_a
2013-10-24,2013-11-13,drought,NDMA-3809-76,IN-POLY-00000612,0,0,19,10477029,858261,4405237,0,56982,7435,1.0,73,3.26,108,0.2,state_relief_note
2023-09-26,2023-10-11,earthquake,NDMA-1451-53,IN-POLY-00000613,2,0,11,3799090,2142404,1458017,0,64584,15416,3.9,137,1.35,106,3.2,impact_brief_a
2024-12-20,2025-01-06,storm_surge,NDMA-9779-96,IN-POLY-00000614,2,1,16,2577536,199584,350430,0,165611,22704,4.5,148,2.32,107,3.2,media_digest
2014-10-27,2014-11-16,flood,NDMA-8235-78,IN-POLY-00000615,1,0,12,6890576,294881,1635030,0,54182,38607,3.8,27,1.24,116,2.0,impact_brief_a
2018-10-02,2018-10-06,heatwave,NDMA-4361-89,IN-POLY-00000616,1,0,14,2264552,2752789,647361,0,134327,18401,3.0,0,2.59,114,1.2,impact_brief_b
2013-03-06,2013-03-18,heatwave,NDMA-2905-33,IN-POLY-00000617,0,1,10,2515153,2945577,813196,0,118811,12726,0.0,93,1.43,116,2.9,media_digest
2012-01-27,2012-01-30,landslide,NDMA-5010-16,IN-POLY-00000618,0,0,7,7741662,64447,2121176,0,71138,40133,2.7,116,1.86,118,15.6,state_relief_note
2019-11-05,2019-11-22,flood,NDMA-1765-45,IN-POLY-00000619,1,1,14,7110247,382534,1994751,0,30189,12700,6.4,87,3.19,105,1.3,impact_brief_b
2019-07-19,2019-08-05,flood,NDMA-7387-41,IN-POLY-00000620,1,2,15,2421455,261725,355418,0,25213,16230,5.7,87,2.47,110,3.0,state_relief_note
2017-10-05,2017-10-14,flood,NDMA-1723-34,IN-POLY-00000621,2,0,11,890368,943855,109477,1,508141,7440,6.7,108,1.96,117,4.2,media_digest
2022-06-11,2022-06-17,cold_wave,NDMA-8923-47,IN-POLY-00000622,1,1,12,1698965,687547,225194,0,134189,5470,3.6,105,5.0,99,7.1,state_relief_note
2011-07-13,2011-07-25,cold_wave,NDMA-8957-55,IN-POLY-00000623,0,0,12,8531335,1655963,1400842,0,3411,30680,1.9,68,1.28,99,2.1,impact_brief_a
2023-03-05,2023-03-15,flood,NDMA-7490-10,IN-POLY-00000624,1,0,9,7446797,1269481,1017873,0,561330,15354,0.9,39,3.09,104,2.7,impact_brief_a
2021-09-07,2021-09-26,cold_wave,NDMA-8835-30,IN-POLY-00000625,1,1,10,6097688,6070373,1148149,0,312105,10186,2.7,62,2.83,133,0.6,impact_brief_a
2010-09-26,2010-10-03,wildfire,NDMA-1540-29,IN-POLY-00000626,1,0,10,2038756,4022571,615468,0,46628,10340,8.3,82,0.0,107,0.2,state_relief_note
2012-06-17,2012-06-30,drought,NDMA-6446-42,IN-POLY-00000627,0,0,6,8816893,4185175,2974530,0,17758,25877,5.1,110,1.98,105,6.0,rapid_assessment
2024-12-07,2024-12-18,flood,NDMA-9908-26,IN-POLY-00000628,0,1,9,10734934,230325,2581833,0,9703,13248,5.4,6,2.7,107,3.6,media_digest
2012-12-29,2013-01-16,flood,NDMA-5040-25,IN-POLY-00000629,1,2,11,8568841,10192741,1081967,0,100748,28727,3.1,75,0.5,116,5.4,rapid_assessment
2018-09-30,2018-10-11,flood,NDMA-1872-70,IN-POLY-00000630,1,0,22,4439573,672954,1350243,0,58189,2236,3.8,109,0.0,101,0.3,impact_brief_a
2023-07-07,2023-07-12,flood,NDMA-7596-61,IN-POLY-00000631,1,0,11,11899132,547913,4810044,0,58234,51441,5.9,100,1.91,105,1.5,media_digest
2013-05-09,2013-05-28,landslide,NDMA-1011-59,IN-POLY-00000632,0,0,11,1700569,987127,581088,1,235454,8694,2.0,95,1.53,104,2.9,impact_brief_b
2012-12-16,2012-12-18,cyclone,NDMA-7541-53,IN-POLY-00000633,2,1,11,11570161,2284338,1000710,0,106835,10926,2.2,95,0.0,116,9.8,rapid_assessment
2020-02-22,2020-02-24,drought,NDMA-6274-58,IN-POLY-00000634,3,0,17,1703946,9057411,188811,0,201018,12066,6.0,22,3.38,111,1.1,rapid_assessment
2019-08-07,2019-08-25,landslide,NDMA-6429-83,IN-POLY-00000635,4,0,14,4843545,2547709,1341165,0,164032,13726,1.8,107,2.68,98,5.1,impact_brief_b
2023-03-12,2023-03-15,heatwave,NDMA-9517-93,IN-POLY-00000636,0,1,21,1114692,1082116,359123,1,3332,9201,3.5,154,0.93,88,7.5,media_digest
2019-07-04,2019-07-10,flood,NDMA-7192-33,IN-POLY-00000637,1,2,10,1279263,108636,206424,0,345702,9419,5.3,71,1.77,110,1.3,impact_brief_b
2019-06-09,2019-06-27,heatwave,NDMA-7596-53,IN-POLY-00000638,2,1,13,1358857,2183350,178838,0,29944,4442,2.3,25,1.62,113,4.2,ndma_sitrep
2010-03-12,2010-03-29,flood,NDMA-7963-82,IN-POLY-00000639,2,0,8,7255247,1670453,1499271,0,236822,31318,4.2,194,3.24,99,0.2,ndma_sitrep
2017-11-30,2017-12-02,landslide,NDMA-6190-17,IN-POLY-00000640,1,0,9,5113880,711820,637007,0,415716,5882,2.0,55,2.66,110,3.1,ndma_sitrep
2020-02-29,2020-03-10,landslide,NDMA-6361-83,IN-POLY-00000641,0,1,9,1953908,2323145,493894,0,278311,4549,0.5,39,0.0,100,1.6,media_digest
2022-07-20,2022-08-01,cold_wave,NDMA-2304-48,IN-POLY-00000642,2,0,11,13608652,471139,1084337,0,693849,12513,0.3,76,5.0,92,0.1,impact_brief_b
2017-07-19,2017-07-28,landslide,NDMA-6241-42,IN-POLY-00000643,0,0,13,1900742,410584,695780,0,47862,40950,4.3,137,1.36,109,3.9,state_relief_note
2019-06-18,2019-07-06,drought,NDMA-5936-52,IN-POLY-00000644,1,0,11,4390839,2010863,1528234,0,473615,10385,3.4,103,0.93,114,2.6,media_digest
2019-10-07,2019-10-23,cyclone,NDMA-5776-64,IN-POLY-00000645,1,0,14,5124829,5736332,645482,1,859100,1749,3.3,12,1.09,101,1.5,impact_brief_b
2025-10-21,2025-11-03,heatwave,NDMA-4547-83,IN-POLY-00000646,2,0,13,4076015,187382,1382250,0,306832,26604,6.3,65,3.91,107,0.7,impact_brief_b
2022-05-09,2022-05-10,flood,NDMA-3102-61,IN-POLY-00000647,2,3,9,890687,763725,186574,0,49526,11098,7.1,93,2.31,106,2.2,media_digest
2019-05-27,2019-06-02,drought,NDMA-4562-35,IN-POLY-00000648,1,2,14,3753282,1461877,904806,0,38852,9391,6.2,66,1.32,104,0.5,state_relief_note
2010-11-17,2010-12-01,earthquake,NDMA-8145-68,IN-POLY-00000649,0,1,10,735585,484067,147528,0,48429,14683,4.0,94,3.93,104,0.3,impact_brief_a
2024-05-07,2024-05-16,drought,NDMA-2519-41,IN-POLY-00000650,2,1,5,9422451,1549413,3902804,1,77358,4082,5.7,60,3.11,103,2.2,ndma_sitrep
2025-04-07,2025-04-13,cloudburst,NDMA-9734-33,IN-POLY-00000651,4,1,8,1560547,8805881,489232,0,224731,16716,4.0,99,3.61,103,0.6,state_relief_note
2021-04-05,2021-04-08,cloudburst,NDMA-4861-90,IN-POLY-00000652,2,1,11,3190132,2089264,557430,0,82229,3752,4.5,66,1.32,95,3.9,media_digest
2024-03-16,2024-03-24,drought,NDMA-7611-14,IN-POLY-00000653,1,1,13,3816719,1755953,1364949,0,258293,4820,3.7,47,0.0,91,0.2,impact_brief_a
2016-09-09,2016-09-10,landslide,NDMA-7498-90,IN-POLY-00000654,0,3,14,3087299,214321,604184,0,270479,8299,0.6,39,2.29,109,0.5,impact_brief_a
2013-06-10,2013-06-16,cyclone,NDMA-7447-17,IN-POLY-00000655,3,2,11,1100526,5486005,85748,0,380353,24399,5.4,32,1.18,111,3.5,ndma_sitrep
2022-09-22,2022-10-06,flood,NDMA-3598-42,IN-POLY-00000656,3,0,12,7562288,1136631,1404357,0,15474,7929,0.5,100,2.26,124,4.9,ndma_sitrep
2022-05-04,2022-05-17,earthquake,NDMA-6093-40,IN-POLY-00000657,1,0,14,3524746,252669,223530,1,43714,62430,5.4,82,0.29,102,0.8,impact_brief_b
2013-09-23,2013-09-27,drought,NDMA-9592-23,IN-POLY-00000658,2,1,9,2651356,2750403,260951,0,19560,1244,2.8,78,1.9,103,0.3,rapid_assessment
2022-09-28,2022-10-09,cloudburst,NDMA-5297-57,IN-POLY-00000659,0,1,10,3872956,6971158,265820,0,415018,2471,0.0,108,2.18,85,0.9,impact_brief_b
2019-06-24,2019-06-28,flood,NDMA-3064-88,IN-POLY-00000660,1,0,8,7553448,337281,1548886,0,52748,6465,3.4,20,1.47,110,0.3,impact_brief_b
2025-01-02,2025-01-13,drought,NDMA-7737-89,IN-POLY-00000661,2,1,8,12885394,1570966,5685948,0,6731,4970,6.5,98,0.94,99,0.4,ndma_sitrep
2011-09-07,2011-09-10,flood,NDMA-9927-80,IN-POLY-00000662,1,0,7,2455212,1421543,976847,0,173822,3906,5.8,52,4.1,98,2.9,ndma_sitrep
2011-11-17,2011-12-04,heatwave,NDMA-2537-36,IN-POLY-00000663,2,0,14,9830927,109081,3775202,0,21883,30846,3.6,81,3.68,103,3.1,state_relief_note
2021-12-23,2022-01-09,heatwave,NDMA-1889-33,IN-POLY-00000664,1,0,13,3360110,97363,173997,0,26607,2499,2.5,97,1.21,107,5.8,impact_brief_b
2019-07-15,2019-08-02,flood,NDMA-4796-87,IN-POLY-00000665,2,0,10,2173025,108952,351554,0,22665,2502,3.8,18,2.35,111,3.2,impact_brief_a
2016-04-25,2016-05-12,earthquake,NDMA-4714-13,IN-POLY-00000666,0,0,11,3795046,320477,503072,1,43526,64589,4.0,94,3.7,104,0.5,state_relief_note
2023-09-10,2023-09-11,flood,NDMA-4967-77,IN-POLY-00000667,2,0,11,755018,549906,279167,1,172225,6941,1.8,9,2.89,94,3.6,media_digest
2014-07-09,2014-07-14,cloudburst,NDMA-1892-28,IN-POLY-00000668,0,1,11,21815645,533849,1431122,0,257225,13077,3.4,27,0.37,104,2.3,impact_brief_b
2015-11-16,2015-11-21,heatwave,NDMA-1567-42,IN-POLY-00000669,3,0,7,42904845,615592,14947755,0,108576,19743,3.6,115,1.11,101,2.3,impact_brief_a
2021-02-09,2021-02-20,flood,NDMA-9667-71,IN-POLY-00000670,0,1,13,3936182,1006394,1138438,0,866877,6238,4.8,107,0.53,103,1.5,state_relief_note
2024-04-24,2024-05-05,drought,NDMA-3777-69,IN-POLY-00000671,1,0,7,1794545,463813,218639,0,72616,8378,5.2,71,2.73,104,0.4,impact_brief_a
2023-10-05,2023-10-06,cold_wave,NDMA-6565-19,IN-POLY-00000672,2,1,16,6249466,258114,1928072,0,20432,37914,3.2,104,0.98,105,5.9,rapid_assessment
2010-09-28,2010-10-01,landslide,NDMA-5038-74,IN-POLY-00000673,2,2,13,1149743,2765785,187971,0,165309,35925,4.3,85,2.34,107,0.0,rapid_assessment
2011-11-04,2011-11-17,flood,NDMA-1472-27,IN-POLY-00000674,0,1,12,2318812,336425,256527,0,215875,20813,1.3,125,0.54,96,1.4,rapid_assessment
2012-07-14,2012-07-20,cyclone,NDMA-1113-49,IN-POLY-00000675,3,0,10,52183422,1026276,10012983,0,449989,9325,0.0,83,1.94,120,0.6,impact_brief_b
2022-08-29,2022-09-06,flood,NDMA-1026-59,IN-POLY-00000676,0,0,8,3883330,670336,1628949,0,115382,5363,5.1,112,3.42,107,0.6,rapid_assessment
2014-03-07,2014-03-12,landslide,NDMA-4202-13,IN-POLY-00000677,0,3,13,2975877,8026232,884014,0,451114,32252,1.1,50,2.76,105,1.9,rapid_assessment
2014-03-13,2014-03-23,flood,NDMA-6853-12,IN-POLY-00000678,0,0,14,1581716,2765628,433830,0,75879,9239,1.6,82,2.59,95,0.3,impact_brief_a
2019-11-20,2019-12-08,landslide,NDMA-5182-83,IN-POLY-00000679,1,0,16,4305520,729192,1473685,0,14047,6238,5.1,27,0.0,105,0.1,impact_brief_b
2013-03-09,2013-03-13,flood,NDMA-8369-82,IN-POLY-00000680,0,0,8,592986,4584091,129162,0,159775,6537,0.0,104,2.19,116,2.2,impact_brief_a
2023-03-23,2023-04-11,landslide,NDMA-7184-50,IN-POLY-00000681,0,0,14,16962830,989056,4752710,0,536649,86722,4.6,145,2.85,99,2.4,rapid_assessment
2024-08-18,2024-09-05,heatwave,NDMA-8583-17,IN-POLY-00000682,2,0,13,14196832,411860,2144282,0,247276,15239,0.8,149,3.58,99,0.3,media_digest
2013-02-24,2013-03-16,earthquake,NDMA-4089-10,IN-POLY-00000683,0,2,15,24070583,584442,5806769,0,334187,9259,3.6,45,2.14,70,0.4,state_relief_note
2015-11-29,2015-12-08,heatwave,NDMA-6944-93,IN-POLY-00000684,2,1,14,2948763,1343467,1060726,0,274208,4613,3.0,77,1.65,96,0.3,impact_brief_b
2017-01-27,2017-02-02,flood,NDMA-5609-67,IN-POLY-00000685,0,2,13,1650702,498100,561558,1,226204,7295,2.2,122,2.46,123,5.0,state_relief_note
2018-02-19,2018-03-08,drought,NDMA-9824-24,IN-POLY-00000686,1,1,8,578688,1685968,214886,1,158392,4545,4.7,105,2.37,103,4.8,impact_brief_b
2017-12-31,2018-01-05,cyclone,NDMA-6003-25,IN-POLY-00000687,3,1,15,1723311,193163,490861,1,23581,17172,2.3,110,0.0,119,0.9,impact_brief_a
2012-12-01,2012-12-08,flood,NDMA-8654-65,IN-POLY-00000688,0,1,17,7845269,680782,3041002,0,15471,11408,0.0,160,0.76,97,2.0,rapid_assessment
2015-03-29,2015-04-05,earthquake,NDMA-6179-14,IN-POLY-00000689,1,0,11,3369772,14387421,322647,1,136415,1894,4.0,81,3.05,103,3.2,media_digest
2018-08-19,2018-09-06,landslide,NDMA-3793-26,IN-POLY-00000690,5,0,14,7384704,1037320,3093583,0,23878,9101,0.5,127,2.34,99,8.4,impact_brief_a
2023-04-13,2023-04-29,flood,NDMA-4257-94,IN-POLY-00000691,1,0,7,3930816,6887400,395130,0,53374,5003,9.2,151,1.53,118,0.3,rapid_assessment
2016-04-05,2016-04-14,cold_wave,NDMA-6136-85,IN-POLY-00000692,0,0,12,4297340,4463369,1340468,0,193575,21775,3.1,61,1.53,116,3.7,media_digest
2012-04-05,2012-04-22,flood,NDMA-4160-45,IN-POLY-00000693,1,1,9,5789548,1065444,1736785,0,134268,8350,2.6,35,2.5,102,0.5,impact_brief_a
2018-08-16,2018-09-02,landslide,NDMA-1816-91,IN-POLY-00000694,4,0,10,1729323,1653671,588321,0,30267,12980,7.0,34,3.33,97,9.3,state_relief_note
2025-08-06,2025-08-21,flood,NDMA-2182-44,IN-POLY-00000695,1,1,10,339508,159692,55718,0,394035,1101,3.7,139,0.66,102,3.0,impact_brief_b
2012-08-18,2012-08-21,heatwave,NDMA-6540-23,IN-POLY-00000696,2,1,11,1467511,2137642,459514,0,196338,17888,0.0,141,1.31,96,2.9,impact_brief_b
2020-07-23,2020-08-07,flood,NDMA-1498-10,IN-POLY-00000697,1,2,14,1580459,1078563,112251,1,9489,2753,3.5,106,3.36,118,0.6,media_digest
2024-06-20,2024-06-30,heatwave,NDMA-5260-33,IN-POLY-00000698,2,0,13,2784452,551564,527864,0,396523,33945,5.2,132,1.34,100,1.4,state_relief_note
2017-12-02,2017-12-03,flood,NDMA-6200-53,IN-POLY-00000699,2,0,14,4312945,260987,1392126,0,83265,5798,1.9,69,2.19,102,0.2,ndma_sitrep
2017-09-04,2017-09-10,heatwave,NDMA-2359-10,IN-POLY-00000700,0,0,13,3659957,1874321,848431,0,27734,11468,5.5,26,0.0,98,0.0,ndma_sitrep
2014-08-07,2014-08-13,flood,NDMA-4958-14,IN-POLY-00000701,2,0,12,29074371,603433,13045969,0,294329,3742,2.7,130,2.35,105,0.7,ndma_sitrep
2020-08-22,2020-08-24,cold_wave,NDMA-3541-54,IN-POLY-00000702,2,1,17,774585,170888,188971,0,185839,4876,2.2,72,1.57,111,5.5,ndma_sitrep
2021-02-24,2021-03-12,landslide,NDMA-9890-65,IN-POLY-00000703,1,0,12,2044184,1479914,652864,0,30611,6862,0.0,65,1.25,97,1.2,impact_brief_a
2010-08-02,2010-08-05,flood,NDMA-7171-96,IN-POLY-00000704,0,1,13,7317477,615897,2699172,1,229178,1160,3.5,43,3.56,108,1.2,media_digest
2012-03-31,2012-04-07,storm_surge,NDMA-8035-21,IN-POLY-00000705,0,0,15,1231999,5384137,493518,0,164352,12617,7.3,91,1.62,110,0.3,impact_brief_b
2011-12-26,2012-01-02,cold_wave,NDMA-1904-47,IN-POLY-00000706,2,0,11,1031765,884012,289094,0,195164,2147,1.2,27,0.09,78,0.5,media_digest
2013-12-28,2014-01-01,drought,NDMA-6215-83,IN-POLY-00000707,1,1,13,5473151,487780,1927466,1,101974,6245,5.6,71,1.71,116,3.2,ndma_sitrep
2023-03-28,2023-04-11,cyclone,NDMA-9753-89,IN-POLY-00000708,1,0,8,29762968,6466604,11599699,0,19128,31181,5.2,53,3.36,105,1.6,ndma_sitrep
2022-06-29,2022-07-16,wildfire,NDMA-9333-26,IN-POLY-00000709,2,1,12,6922659,793253,764879,0,121732,10907,5.9,90,2.1,100,0.2,state_relief_note
2020-05-28,2020-06-03,earthquake,NDMA-8596-93,IN-POLY-00000710,2,1,12,1965398,887611,296673,0,163561,21749,6.3,91,4.17,92,1.7,media_digest
2010-09-01,2010-09-05,heatwave,NDMA-6883-94,IN-POLY-00000711,1,0,12,2534129,1354719,149908,0,73490,8581,0.0,78,0.61,117,5.8,state_relief_note
2021-12-14,2021-12-31,drought,NDMA-4901-18,IN-POLY-00000712,1,2,14,3368441,519560,1025693,1,161544,7239,6.3,103,2.73,110,1.4,state_relief_note
2021-07-08,2021-07-17,landslide,NDMA-9045-16,IN-POLY-00000713,3,3,8,3293979,4437581,927177,1,62539,1508,3.5,81,1.24,124,0.4,impact_brief_b
2017-11-09,2017-11-26,landslide,NDMA-9133-14,IN-POLY-00000714,2,0,10,2596780,6359389,994784,1,157262,9115,3.6,113,0.0,105,0.6,state_relief_note
2011-03-15,2011-03-19,cloudburst,NDMA-2613-38,IN-POLY-00000715,3,0,14,830499,333736,196035,0,207980,45566,0.1,40,0.63,104,2.8,ndma_sitrep
2014-08-29,2014-09-17,landslide,NDMA-2667-21,IN-POLY-00000716,0,1,14,476082,4574918,136460,0,353788,4267,5.3,144,0.0,100,1.4,ndma_sitrep
2013-06-24,2013-07-13,heatwave,NDMA-3670-19,IN-POLY-00000717,0,1,13,2297163,8324370,876138,1,190297,5197,0.4,70,1.51,112,1.9,impact_brief_a
2011-01-13,2011-01-24,landslide,NDMA-6425-13,IN-POLY-00000718,1,0,16,4544775,690783,298810,1,218439,21669,2.0,57,1.21,113,3.7,ndma_sitrep
2014-11-14,2014-11-25,cyclone,NDMA-1384-57,IN-POLY-00000719,0,0,10,9484377,616334,881922,0,266400,4234,0.0,78,2.4,107,2.4,media_digest
2010-02-22,2010-02-24,flood,NDMA-4220-34,IN-POLY-00000720,0,1,9,782932,820375,134299,0,91257,14782,3.2,111,0.43,105,1.7,media_digest
2013-09-27,2013-10-13,flood,NDMA-6260-65,IN-POLY-00000721,0,0,12,1180896,499660,168954,0,26064,5880,3.5,132,0.81,103,5.0,ndma_sitrep
2010-03-31,2010-04-06,heatwave,NDMA-5714-33,IN-POLY-00000722,2,0,8,2246957,744045,268571,0,10946,6955,5.8,58,2.21,108,6.8,media_digest
2023-04-25,2023-05-03,drought,NDMA-7435-59,IN-POLY-00000723,1,1,6,6275153,383956,385096,0,214612,5140,2.9,93,2.46,108,2.1,ndma_sitrep
2019-08-25,2019-09-09,cyclone,NDMA-6210-45,IN-POLY-00000724,0,2,16,4759746,12665260,2111176,0,190462,16055,2.7,112,2.58,124,5.4,impact_brief_b
2022-01-09,2022-01-17,heatwave,NDMA-2257-20,IN-POLY-00000725,1,1,14,8141732,439313,2594475,0,166133,33329,3.5,69,0.0,119,0.3,media_digest
2025-03-09,2025-03-20,heatwave,NDMA-6276-19,IN-POLY-00000726,0,0,12,228672975,4681499,72891261,1,10590,17224,3.2,133,3.63,96,0.8,impact_brief_a
2018-09-22,2018-09-23,flood,NDMA-8760-45,IN-POLY-00000727,0,0,11,4391948,327940,1496850,0,182789,10675,1.6,92,0.75,102,2.1,impact_brief_a
2018-05-25,2018-05-30,flood,NDMA-1503-45,IN-POLY-00000728,0,3,9,1009487,3717895,434271,0,83876,76401,1.4,87,2.32,124,4.3,impact_brief_b
2012-05-21,2012-05-29,flood,NDMA-6337-53,IN-POLY-00000729,2,1,10,7442279,132556,1783169,0,24684,82557,9.7,104,2.24,105,0.1,impact_brief_a
2017-11-02,2017-11-19,drought,NDMA-5154-56,IN-POLY-00000730,2,0,11,3376583,249012,1068027,1,523965,29304,3.5,126,1.45,113,5.1,state_relief_note
2012-06-23,2012-07-13,cold_wave,NDMA-4475-47,IN-POLY-00000731,0,0,8,3767452,587009,1520508,1,37600,5369,3.9,12,2.07,116,0.6,ndma_sitrep
2014-09-23,2014-10-04,heatwave,NDMA-9301-76,IN-POLY-00000732,2,0,14,1711823,277125,399745,0,258813,358,2.4,134,1.48,112,5.9,state_relief_note
2018-10-30,2018-11-04,heatwave,NDMA-4745-33,IN-POLY-00000733,2,1,10,3272221,178310,908863,0,223392,11661,2.2,62,1.45,92,1.4,state_relief_note
2014-02-17,2014-03-07,flood,NDMA-6454-66,IN-POLY-00000734,0,0,11,2518664,1396760,339261,0,157537,56636,3.2,167,4.31,109,0.9,state_relief_note
