gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_naics_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_usd,gov_contract_ceiling_value_usd,gov_contract_obligated_amount_usd,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_socioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2013-05-17,OFF005,325412,S206,DUNS000000503,GSA_SCHEDULE,SMALL_BUSINESS,1172915754.98,1790881554.85,522897133.52,2013-06-17,2019-10-28,NONE,NONE,1,0,1,1,0,89.76
2013-05-18,OFF006,334111,S206,DUNS000000504,SEALED_BID,SMALL_BUSINESS,4380037633.81,21081855741.11,1463337792.48,2013-06-18,2014-05-04,NONE,NONE,1,1,0,0,0,3.79
2013-05-19,OFF005,237310,B510,DUNS000000505,GSA_SCHEDULE,HUBZONE,5629320032.38,28511393697.37,2598842977.63,2013-06-19,2018-03-12,WOSB,SDB,1,0,1,1,0,44.09
2013-05-20,OFF002,541330,D302,DUNS000000506,GSA_SCHEDULE,SMALL_BUSINESS,5116885519.38,26934241893.32,4857334123.4,2013-06-20,2016-08-26,NONE,WOSB,1,1,1,0,0,86.72
2013-05-21,OFF003,236220,R408,DUNS000000507,OTHER,SMALL_BUSINESS,5878612933.93,32348264436.26,928048261.5,2013-06-21,2021-08-04,SDVOSB,NONE,0,1,1,1,0,11.94
2013-05-22,OFF002,541512,R408,DUNS000000508,IDIQ,FULL_OPEN,1845010799.58,5578027622.85,1688732036.24,2013-06-22,2014-09-13,NONE,NONE,1,1,1,0,0,91.47
2013-05-23,OFF002,611430,D399,DUNS000000509,SEALED_BID,FULL_OPEN,2355650415.01,6757917805.76,859575772.93,2013-06-23,2015-07-19,NONE,WOSB,1,1,1,0,0,40.48
2013-05-24,OFF004,561210,R408,DUNS000000510,SEALED_BID,SMALL_BUSINESS,4300858239.74,18289650515.32,3577771916.59,2013-06-24,2016-08-30,SB,8A,1,0,0,1,0,57.05
2013-05-25,OFF006,325412,J015,DUNS000000511,BPA,FULL_OPEN,2427703977.61,7230899968.44,1750660019.08,2013-06-25,2016-10-03,NONE,WOSB,1,1,1,0,0,8.38
2013-05-26,OFF003,541511,A301,DUNS000000512,GSA_SCHEDULE,SOLE_SOURCE,3568898093.87,12174076104.05,2494213631.83,2013-06-26,2016-12-26,WOSB,NONE,0,1,0,0,0,60.18
2013-05-27,OFF005,237310,F999,DUNS000000513,SEALED_BID,FULL_OPEN,3810718456.55,21269502839.15,1548104234.69,2013-06-27,2017-08-08,NONE,8A,1,1,1,0,0,14.19
2013-05-28,OFF002,325412,D399,DUNS000000514,BPA,FULL_OPEN,3724528029.41,15093722847.56,3293021666.68,2013-06-28,2017-11-04,NONE,NONE,1,0,1,0,0,99.58
2013-05-29,OFF005,237310,J015,DUNS000000515,OTHER,SMALL_BUSINESS,5735237590.12,14087661454.95,5149103327.58,2013-06-29,2020-05-24,HUBZONE,NONE,1,1,1,0,0,63.59
2013-05-30,OFF001,541519,K016,DUNS000000516,BPA,8A,3729558673.8,17506033894.23,2646031564.96,2013-06-30,2019-08-06,8A,SDB,1,1,1,0,0,14.97
2013-05-31,OFF006,236220,C211,DUNS000000517,IDIQ,SMALL_BUSINESS,1336885837.58,3126439961.71,1209751116.67,2013-07-01,2014-12-16,NONE,WOSB,0,1,1,0,0,77.37
2013-06-01,OFF002,541512,D399,DUNS000000518,SEALED_BID,WOSB,2737329912.2,4078621283.19,2219893559.04,2013-07-02,2023-06-20,NONE,NONE,0,0,0,1,0,75.8
2013-06-02,OFF004,325412,A301,DUNS000000519,SEALED_BID,FULL_OPEN,4912862858.55,13818747548.84,2533606401.07,2013-07-03,2015-06-10,8A,WOSB,0,0,1,0,0,19.74
2013-06-03,OFF002,611430,F999,DUNS000000520,GWAC,8A,1280245897.23,6182247297.41,932789934.0,2013-07-04,2015-10-05,SB,NONE,0,1,1,0,0,31.6
2013-06-04,OFF003,325412,S206,DUNS000000521,GWAC,FULL_OPEN,5519474211.59,21524678841.36,2065886906.93,2013-07-05,2015-10-02,8A,WOSB,1,1,0,0,0,99.07
2013-06-05,OFF006,334111,D399,DUNS000000522,SEALED_BID,SMALL_BUSINESS,75740741.38,417371586.77,23826459.14,2013-07-06,2015-02-15,NONE,SDVOSB,1,1,1,1,0,66.4
2013-06-06,OFF005,611430,K016,DUNS000000523,BPA,SMALL_BUSINESS,398030360.74,590304850.97,99309164.9,2013-07-07,2014-02-24,SB,NONE,1,1,1,1,0,2.1
2013-06-07,OFF006,561210,D302,DUNS000000524,SEALED_BID,OTHER,3239429735.82,4797635237.33,1604505105.93,2013-07-08,2023-01-07,8A,NONE,0,0,1,0,0,95.63
2013-06-08,OFF003,561210,K016,DUNS000000525,GSA_SCHEDULE,SMALL_BUSINESS,4764699977.7,11993445165.55,2635049206.16,2013-07-09,2021-01-31,SB,SDB,1,1,1,1,0,62.25
2013-06-09,OFF002,325412,S206,DUNS000000526,BPA,8A,4667369419.31,8303573006.27,3406400940.5,2013-07-10,2016-04-02,NONE,8A,0,1,0,0,0,51.28
2013-06-10,OFF002,541512,D302,DUNS000000527,OT,8A,4050204277.62,19063884568.35,3283955779.26,2013-07-11,2014-08-15,8A,WOSB,1,1,1,1,0,60.64
2013-06-11,OFF006,325412,D302,DUNS000000528,GSA_SCHEDULE,OTHER,989913678.59,5372020011.47,555343649.29,2013-07-12,2022-11-21,NONE,SDVOSB,0,1,1,1,0,61.0
2013-06-12,OFF001,236220,K016,DUNS000000529,IDIQ,FULL_OPEN,1723862692.12,4994718791.76,502765262.94,2013-07-13,2022-03-12,NONE,WOSB,1,0,1,1,0,34.49
2013-06-13,OFF003,236220,B510,DUNS000000530,OT,HUBZONE,5186508320.69,17669986218.93,936130364.83,2013-07-14,2020-03-08,8A,NONE,0,0,1,0,0,46.81
2013-06-14,OFF003,541330,B510,DUNS000000531,GSA_SCHEDULE,FULL_OPEN,4523996758.34,20127516546.91,2663610635.37,2013-07-15,2020-04-24,SDVOSB,8A,1,1,1,1,0,75.8
2013-06-15,OFF006,541511,J015,DUNS000000532,OTHER,SMALL_BUSINESS,1455284910.89,3022889496.51,1337763791.9,2013-07-16,2019-11-13,NONE,NONE,1,1,0,0,0,36.7
2013-06-16,OFF005,237310,F999,DUNS000000533,BPA,FULL_OPEN,4647410850.5,8814852559.67,2474241099.94,2013-07-17,2014-10-02,SDVOSB,NONE,1,0,1,0,0,59.36
2013-06-17,OFF002,541511,R408,DUNS000000534,GSA_SCHEDULE,SMALL_BUSINESS,3463485256.38,18378484195.44,1658940685.31,2013-07-18,2017-10-28,SB,NONE,1,0,0,1,0,77.49
2013-06-18,OFF005,611430,J015,DUNS000000535,IDIQ,WOSB,5347648437.79,29006677339.97,453015668.65,2013-07-19,2017-06-12,HUBZONE,NONE,0,0,1,0,0,60.44
2013-06-19,OFF001,541519,B510,DUNS000000536,GSA_SCHEDULE,HUBZONE,4983172404.6,17077078088.69,2116092250.32,2013-07-20,2015-08-02,8A,8A,0,1,1,0,0,20.35
2013-06-20,OFF003,561210,S206,DUNS000000537,SEALED_BID,FULL_OPEN,709914146.54,1147272239.27,531124254.58,2013-07-21,2017-11-11,8A,NONE,1,1,1,1,0,62.55
2013-06-21,OFF001,334111,D302,DUNS000000538,GWAC,FULL_OPEN,3835336143.96,12517865008.13,579258323.55,2013-07-22,2023-03-06,SDVOSB,SDVOSB,0,1,1,0,0,20.8
2013-06-22,OFF002,325412,D302,DUNS000000539,OTHER,SMALL_BUSINESS,3693732010.59,11264212835.22,551193486.45,2013-07-23,2017-12-28,SDVOSB,8A,1,1,1,1,0,44.71
2013-06-23,OFF002,541511,F999,DUNS000000540,OT,FULL_OPEN,3455576082.18,19732439186.12,2566385505.37,2013-07-24,2023-03-12,HUBZONE,SDB,1,0,0,0,0,19.31
2013-06-24,OFF004,541519,J015,DUNS000000541,GWAC,SMALL_BUSINESS,830490895.49,1884750853.6,161058639.45,2013-07-25,2016-07-14,SB,NONE,0,0,1,0,0,1.18
2013-06-25,OFF003,325412,J015,DUNS000000542,IDIQ,SDVOSB,3681602388.87,19074289703.06,3180541913.58,2013-07-26,2022-06-03,SB,WOSB,0,0,0,1,1,14.92
2013-06-26,OFF001,541519,D302,DUNS000000543,GWAC,SOLE_SOURCE,2492429398.87,13516635979.2,1945328904.48,2013-07-27,2017-03-25,SB,NONE,0,0,1,1,0,24.21
2013-06-27,OFF005,541519,B510,DUNS000000544,SEALED_BID,SOLE_SOURCE,3992172454.63,8568084914.52,3882635568.2,2013-07-28,2013-10-27,SB,NONE,1,0,1,0,0,57.17
2013-06-28,OFF005,541511,F999,DUNS000000545,IDIQ,HUBZONE,2601945393.91,14944636678.29,887312698.5,2013-07-29,2015-08-22,SB,NONE,0,1,0,0,0,53.75
2013-06-29,OFF006,561210,D302,DUNS000000546,IDIQ,FULL_OPEN,4281253495.55,20722160991.26,3358439883.41,2013-07-30,2023-02-25,8A,8A,0,0,1,0,1,56.96
2013-06-30,OFF002,541330,C211,DUNS000000547,IDIQ,FULL_OPEN,5631217822.32,17449584395.45,917654963.88,2013-07-31,2017-01-04,SDVOSB,NONE,0,1,0,0,0,18.84
2013-07-01,OFF002,541511,B510,DUNS000000548,OT,WOSB,4720425573.92,15583404561.43,4561550251.96,2013-08-01,2017-10-01,SB,NONE,0,1,1,0,0,51.86
2013-07-02,OFF006,325412,J015,DUNS000000549,IDIQ,FULL_OPEN,1430552089.59,3718399688.47,1082968444.05,2013-08-02,2015-06-15,NONE,8A,0,1,0,0,0,3.64
2013-07-03,OFF001,561210,J015,DUNS000000550,GSA_SCHEDULE,FULL_OPEN,2139597862.3,12597753655.19,576202415.24,2013-08-03,2014-01-12,SB,SDB,1,1,1,0,0,85.88
2013-07-04,OFF004,237310,R408,DUNS000000551,OT,SMALL_BUSINESS,517562104.06,2594349896.11,506059537.73,2013-08-04,2019-03-14,NONE,8A,0,1,1,0,0,6.58
2013-07-05,OFF004,237310,J015,DUNS000000552,SEALED_BID,SMALL_BUSINESS,151714019.01,578597862.93,122843033.13,2013-08-05,2017-09-26,NONE,NONE,0,1,1,1,0,13.11
2013-07-06,OFF002,611430,D399,DUNS000000553,GWAC,FULL_OPEN,2030671466.63,11343423900.21,691942218.29,2013-08-06,2018-06-19,NONE,WOSB,0,1,1,0,0,37.77
2013-07-07,OFF005,541519,C211,DUNS000000554,OT,SMALL_BUSINESS,3309381647.51,5803715692.66,1299978538.86,2013-08-07,2015-02-24,8A,NONE,0,1,1,1,0,79.3
2013-07-08,OFF002,237310,D302,DUNS000000555,GSA_SCHEDULE,SMALL_BUSINESS,1151283938.72,5201218860.94,844660788.48,2013-08-08,2014-02-18,NONE,HUBZONE,0,1,1,1,0,59.03
2013-07-09,OFF003,334111,J015,DUNS000000556,BPA,SDVOSB,2758035646.4,12865726399.36,1372217609.26,2013-08-09,2015-04-27,WOSB,8A,1,1,1,0,0,91.81
2013-07-10,OFF003,611430,D302,DUNS000000557,IDIQ,FULL_OPEN,1762306862.34,1814169562.91,533133315.53,2013-08-10,2021-12-21,SB,SDB,1,1,0,1,0,66.73
2013-07-11,OFF001,541511,J015,DUNS000000558,OT,SDVOSB,5969355384.93,12743031314.95,1209281187.45,2013-08-11,2021-02-10,NONE,WOSB,0,0,1,0,0,11.27
2013-07-12,OFF002,541512,C211,DUNS000000559,BPA,FULL_OPEN,2154591304.82,4231691915.53,959288967.56,2013-08-12,2016-04-24,8A,HUBZONE,0,0,1,1,0,98.05
2013-07-13,OFF003,237310,J015,DUNS000000560,BPA,8A,2140530849.35,12384347158.21,1319116297.32,2013-08-13,2022-09-30,SB,8A,0,0,1,0,0,93.2
2013-07-14,OFF002,334111,A301,DUNS000000561,GSA_SCHEDULE,FULL_OPEN,514715149.68,1214092726.16,326817556.17,2013-08-14,2019-04-13,NONE,8A,0,1,1,0,0,76.08
2013-07-15,OFF003,611430,S206,DUNS000000562,BPA,SOLE_SOURCE,5488011302.01,29595600638.29,3294758468.34,2013-08-15,2023-07-07,WOSB,8A,1,1,0,0,0,13.17
2013-07-16,OFF005,541330,F999,DUNS000000563,GWAC,SMALL_BUSINESS,3065564316.59,11939486806.48,1342697907.0,2013-08-16,2015-09-22,NONE,WOSB,0,1,0,0,0,49.5
2013-07-17,OFF002,541330,F999,DUNS000000564,GSA_SCHEDULE,SMALL_BUSINESS,5378264086.8,26592160570.22,5167547441.53,2013-08-17,2015-04-27,NONE,NONE,1,1,1,1,0,76.83
2013-07-18,OFF006,541519,D302,DUNS000000565,GWAC,WOSB,4181301550.24,17576628536.66,1727483999.7,2013-08-18,2013-11-17,SDVOSB,NONE,0,1,1,0,0,63.26
2013-07-19,OFF003,541330,J015,DUNS000000566,BPA,SOLE_SOURCE,680753900.98,2721781727.59,464872262.5,2013-08-19,2015-06-07,SB,SDVOSB,0,1,1,1,0,46.31
2013-07-20,OFF003,561210,J015,DUNS000000567,GWAC,FULL_OPEN,4028546533.9,21322232476.14,1738522780.33,2013-08-20,2023-03-07,WOSB,SDVOSB,0,0,1,1,0,91.82
2013-07-21,OFF001,236220,A301,DUNS000000568,OT,WOSB,1542696268.08,9131280658.21,421151498.84,2013-08-21,2022-01-24,8A,DBE,1,1,1,0,0,64.83
2013-07-22,OFF002,541511,A301,DUNS000000569,IDIQ,OTHER,5695405318.69,19573543591.44,4019931650.76,2013-08-22,2018-09-07,SDVOSB,NONE,0,0,1,1,0,85.1
2013-07-23,OFF002,541511,S206,DUNS000000570,GWAC,HUBZONE,461319365.1,987258703.67,404941794.39,2013-08-23,2022-06-07,NONE,SDVOSB,0,1,1,1,0,65.03
2013-07-24,OFF001,325412,S206,DUNS000000571,IDIQ,WOSB,3137717101.01,7397487176.28,608086994.61,2013-08-24,2020-11-20,8A,WOSB,0,1,1,0,0,72.88
2013-07-25,OFF002,237310,C211,DUNS000000572,IDIQ,SOLE_SOURCE,2903699776.93,16009542543.7,1325173211.03,2013-08-25,2015-04-22,NONE,WOSB,1,1,1,1,0,81.92
2013-07-26,OFF004,236220,A301,DUNS000000573,GSA_SCHEDULE,FULL_OPEN,2803626327.57,14672462991.2,1660298237.78,2013-08-26,2017-04-23,NONE,SDB,0,1,1,0,0,5.02
2013-07-27,OFF005,541330,D302,DUNS000000574,IDIQ,FULL_OPEN,4575420347.83,7426786457.91,2828439937.81,2013-08-27,2014-06-04,WOSB,8A,0,1,1,1,0,21.94
2013-07-28,OFF006,541512,D399,DUNS000000575,IDIQ,SMALL_BUSINESS,1863491463.02,3745931894.04,224458107.83,2013-08-28,2021-08-27,SB,WOSB,0,1,1,1,0,1.5
2013-07-29,OFF004,541330,R408,DUNS000000576,IDIQ,SOLE_SOURCE,1022802268.12,1309378008.83,909448914.61,2013-08-29,2021-02-04,SB,SDB,0,0,1,0,0,72.44
2013-07-30,OFF006,541511,J015,DUNS000000577,SEALED_BID,SMALL_BUSINESS,320448400.05,525049238.64,86904108.25,2013-08-30,2014-12-07,NONE,SDB,0,1,1,0,0,68.31
2013-07-31,OFF002,541330,K016,DUNS000000578,BPA,FULL_OPEN,2512609078.23,8424377172.91,349561826.99,2013-08-31,2018-05-02,NONE,SDVOSB,0,0,0,1,0,83.81
2013-08-01,OFF004,561210,J015,DUNS000000579,OT,SMALL_BUSINESS,2841898169.22,12953664338.04,2568250202.03,2013-09-01,2021-07-22,NONE,NONE,0,1,1,0,0,17.34
2013-08-02,OFF005,325412,R408,DUNS000000580,OTHER,SMALL_BUSINESS,2045879332.98,7698175444.56,1364173776.13,2013-09-02,2014-09-27,SB,NONE,1,1,1,1,0,58.91
2013-08-03,OFF004,541512,J015,DUNS000000581,GWAC,FULL_OPEN,5517944141.27,5995751696.0,3301842803.09,2013-09-03,2017-08-12,SB,NONE,0,0,1,1,0,79.32
2013-08-04,OFF001,541511,A301,DUNS000000582,BPA,FULL_OPEN,2453207483.1,3329674866.12,630954079.51,2013-09-04,2022-12-27,8A,NONE,0,0,0,0,0,54.18
2013-08-05,OFF002,541511,D302,DUNS000000583,SEALED_BID,HUBZONE,4167702720.24,15558151698.25,679115397.9,2013-09-05,2018-03-20,SB,SDVOSB,1,1,1,0,0,43.24
2013-08-06,OFF003,541512,K016,DUNS000000584,OT,FULL_OPEN,5466671001.81,20478069305.81,5422760474.65,2013-09-06,2018-03-14,8A,NONE,0,1,1,0,0,6.52
2013-08-07,OFF004,334111,S206,DUNS000000585,BPA,FULL_OPEN,5148344790.14,14675028425.56,3012445239.37,2013-09-07,2017-12-02,NONE,DBE,0,1,1,0,0,27.07
2013-08-08,OFF005,611430,B510,DUNS000000586,OT,OTHER,3843156873.41,16522811126.67,294197798.66,2013-09-08,2016-11-28,SB,NONE,0,1,1,0,0,95.65
2013-08-09,OFF004,541330,D399,DUNS000000587,GSA_SCHEDULE,SDVOSB,1069793559.63,2075634226.95,818736917.81,2013-09-09,2017-12-06,SDVOSB,SDB,0,0,0,1,0,7.24
2013-08-10,OFF003,325412,F999,DUNS000000588,BPA,OTHER,1059109027.59,1945229148.55,184925864.87,2013-09-10,2019-01-27,SDVOSB,WOSB,1,1,1,0,0,1.79
2013-08-11,OFF006,541512,B510,DUNS000000589,IDIQ,FULL_OPEN,5152350757.81,13048944380.67,4597703601.72,2013-09-11,2018-03-03,NONE,NONE,1,0,0,0,0,96.42
2013-08-12,OFF003,237310,J015,DUNS000000590,IDIQ,SOLE_SOURCE,5582247598.06,28289552507.95,2810764827.53,2013-09-12,2023-08-25,NONE,SDVOSB,1,1,1,1,0,16.74
2013-08-13,OFF001,611430,A301,DUNS000000591,GWAC,8A,3596619563.62,4638524738.47,436245697.43,2013-09-13,2016-07-01,NONE,8A,1,1,0,1,0,47.08
2013-08-14,OFF005,541519,K016,DUNS000000592,OT,FULL_OPEN,1313013734.92,6807810504.7,1196545548.79,2013-09-14,2017-09-24,NONE,NONE,1,0,1,1,0,95.29
2013-08-15,OFF005,237310,A301,DUNS000000593,OT,SMALL_BUSINESS,5116871874.27,9013398266.9,3976421893.96,2013-09-15,2014-10-13,SDVOSB,DBE,1,1,1,1,0,5.42
2013-08-16,OFF003,561210,K016,DUNS000000594,IDIQ,FULL_OPEN,4609781074.24,13565728830.25,1396211372.0,2013-09-16,2021-10-11,NONE,SDB,0,1,1,1,0,84.14
2013-08-17,OFF006,541512,A301,DUNS000000595,IDIQ,SMALL_BUSINESS,3075425895.81,15223581892.91,1518761597.42,2013-09-17,2020-04-19,NONE,SDB,1,1,1,0,0,33.88
2013-08-18,OFF006,541519,A301,DUNS000000596,GWAC,FULL_OPEN,296951370.95,1288516124.3,295498579.16,2013-09-18,2018-05-11,NONE,NONE,1,1,1,1,0,43.65
2013-08-19,OFF005,611430,J015,DUNS000000597,OT,OTHER,3589879459.83,17677214899.7,1034870445.35,2013-09-19,2014-05-07,NONE,SDB,0,1,1,0,0,85.29
2013-08-20,OFF004,541512,K016,DUNS000000598,BPA,FULL_OPEN,28798590.8,154161306.52,6064555.19,2013-09-20,2019-09-05,SB,DBE,0,1,0,0,0,51.73
2013-08-21,OFF004,541512,A301,DUNS000000599,OTHER,FULL_OPEN,5751359529.42,28320225924.14,2524536987.82,2013-09-21,2016-02-08,NONE,SDVOSB,1,1,1,1,0,13.09
2013-08-22,OFF004,236220,F999,DUNS000000600,GSA_SCHEDULE,SMALL_BUSINESS,4909626838.44,18242483363.95,422346336.86,2013-09-22,2019-06-07,NONE,8A,0,1,0,0,0,95.58
2013-08-23,OFF004,611430,A301,DUNS000000601,GWAC,OTHER,1751193868.02,8590691737.89,1717515458.95,2013-09-23,2016-06-08,NONE,NONE,0,1,1,0,0,24.4
2013-08-24,OFF003,541512,A301,DUNS000000602,IDIQ,FULL_OPEN,2344146184.85,10657343273.74,1610670871.96,2013-09-24,2018-05-24,SB,8A,1,1,1,0,0,95.9
2013-08-25,OFF005,541511,D399,DUNS000000603,GSA_SCHEDULE,FULL_OPEN,1022093800.92,2887110444.14,961993283.25,2013-09-25,2018-07-12,SB,SDVOSB,0,1,1,1,0,6.77
2013-08-26,OFF001,236220,F999,DUNS000000604,OT,WOSB,3339704064.53,14994260553.81,370828152.5,2013-09-26,2018-10-29,SB,NONE,0,1,0,0,0,62.99
2013-08-27,OFF006,541519,R408,DUNS000000605,GWAC,SMALL_BUSINESS,5853845602.23,22091818505.51,4530803039.7,2013-09-27,2020-03-27,NONE,8A,0,1,1,0,0,96.06
2013-08-28,OFF006,541330,C211,DUNS000000606,IDIQ,HUBZONE,2686234740.26,6288886744.01,2573292151.05,2013-09-28,2017-04-28,NONE,NONE,0,1,1,1,0,79.68
2013-08-29,OFF005,541519,C211,DUNS000000607,IDIQ,FULL_OPEN,73621942.83,223675627.65,33105159.71,2013-09-29,2019-10-07,WOSB,WOSB,1,0,1,1,0,36.86
2013-08-30,OFF006,611430,J015,DUNS000000608,GWAC,SMALL_BUSINESS,5147895235.79,21722248571.15,1058141934.17,2013-09-30,2015-12-10,NONE,8A,1,0,1,0,0,80.29
2013-08-31,OFF005,611430,K016,DUNS000000609,IDIQ,SMALL_BUSINESS,4703110327.93,13943882701.94,3411710634.37,2013-10-01,2021-05-31,HUBZONE,WOSB,0,0,1,0,0,1.23
2013-09-01,OFF003,611430,D302,DUNS000000610,SEALED_BID,HUBZONE,1878004531.01,7513981344.06,1659060700.29,2013-10-02,2020-01-20,SB,WOSB,1,0,1,0,0,59.17
2013-09-02,OFF004,541512,B510,DUNS000000611,GWAC,8A,4346219749.03,19794009604.94,2396287823.85,2013-10-03,2020-10-06,NONE,SDVOSB,1,1,0,0,0,40.11
2013-09-03,OFF002,237310,J015,DUNS000000612,BPA,SMALL_BUSINESS,2401125787.55,10372557776.54,2260171103.28,2013-10-04,2022-04-27,NONE,WOSB,0,1,1,1,0,2.51
2013-09-04,OFF001,561210,S206,DUNS000000613,OTHER,SDVOSB,3010428945.08,13374897960.49,2530319245.04,2013-10-05,2020-11-13,NONE,WOSB,1,1,1,1,0,94.5
2013-09-05,OFF005,541512,F999,DUNS000000614,OTHER,FULL_OPEN,367125453.27,1283898659.58,195794284.68,2013-10-06,2021-03-14,SB,SDVOSB,0,0,1,0,0,40.59
2013-09-06,OFF004,611430,C211,DUNS000000615,IDIQ,FULL_OPEN,4006078751.23,22963547065.0,2155764440.2,2013-10-07,2022-03-04,NONE,NONE,1,1,1,0,0,94.72
2013-09-07,OFF005,561210,R408,DUNS000000616,GSA_SCHEDULE,SMALL_BUSINESS,4045455337.91,21882951735.26,3975585875.65,2013-10-08,2015-01-22,NONE,SDVOSB,0,1,0,1,0,84.05
2013-09-08,OFF006,325412,F999,DUNS000000617,GSA_SCHEDULE,SMALL_BUSINESS,926724023.29,3839227589.8,612572477.83,2013-10-09,2018-10-02,NONE,NONE,1,0,1,0,0,44.44
2013-09-09,OFF001,541519,R408,DUNS000000618,OTHER,SMALL_BUSINESS,4218458781.12,21868426862.5,2100675678.66,2013-10-10,2019-11-30,SB,WOSB,1,1,1,0,0,37.12
2013-09-10,OFF003,541330,D302,DUNS000000619,GSA_SCHEDULE,SMALL_BUSINESS,2461502027.8,5538046306.69,245864449.67,2013-10-11,2022-02-05,8A,8A,1,1,1,0,0,38.89
2013-09-11,OFF004,561210,K016,DUNS000000620,BPA,8A,5819104205.44,30064428747.12,3587074131.01,2013-10-12,2018-06-13,SB,NONE,1,1,1,0,0,44.73
2013-09-12,OFF004,611430,J015,DUNS000000621,OTHER,SMALL_BUSINESS,1386284847.61,4684732303.39,276038080.81,2013-10-13,2022-02-28,SDVOSB,NONE,0,1,1,1,0,69.95
2013-09-13,OFF004,541330,D302,DUNS000000622,SEALED_BID,SMALL_BUSINESS,5885830042.76,24582670375.1,5453979989.53,2013-10-14,2019-02-23,SB,8A,0,1,1,1,0,58.65
2013-09-14,OFF001,611430,D399,DUNS000000623,OT,FULL_OPEN,1796737402.93,5807004861.39,91739726.45,2013-10-15,2017-05-07,NONE,NONE,1,1,1,0,0,36.66
2013-09-15,OFF004,611430,R408,DUNS000000624,GWAC,FULL_OPEN,1717888991.85,9640720189.85,1085916763.36,2013-10-16,2020-05-03,SB,8A,1,1,1,1,0,10.81
2013-09-16,OFF001,541519,A301,DUNS000000625,IDIQ,SMALL_BUSINESS,4478598968.97,4926872820.67,1624865141.94,2013-10-17,2016-04-07,SB,WOSB,0,0,0,0,0,23.12
2013-09-17,OFF004,541512,C211,DUNS000000626,GWAC,SOLE_SOURCE,503098209.21,1892747346.18,61519835.59,2013-10-18,2023-07-17,SDVOSB,NONE,0,1,0,1,0,27.51
2013-09-18,OFF004,334111,A301,DUNS000000627,OT,FULL_OPEN,68444361.28,381407676.85,39390358.39,2013-10-19,2018-07-13,SB,NONE,1,1,1,0,0,40.65
2013-09-19,OFF006,237310,D302,DUNS000000628,OT,FULL_OPEN,3267911099.6,10374621525.07,570641200.06,2013-10-20,2017-11-04,NONE,SDVOSB,1,1,1,0,1,99.71
2013-09-20,OFF006,334111,A301,DUNS000000629,GSA_SCHEDULE,SMALL_BUSINESS,5511639887.73,23897702445.18,5485982912.3,2013-10-21,2018-12-19,HUBZONE,SDB,0,1,0,1,0,18.87
2013-09-21,OFF002,541519,C211,DUNS000000630,OTHER,FULL_OPEN,2363198294.24,6252606235.14,2218263918.5,2013-10-22,2021-02-13,WOSB,NONE,0,1,1,0,0,25.49
2013-09-22,OFF001,541512,S206,DUNS000000631,IDIQ,FULL_OPEN,4251359948.54,12860494173.28,1581565417.2,2013-10-23,2020-08-15,HUBZONE,NONE,1,1,1,1,0,89.39
2013-09-23,OFF004,541330,D302,DUNS000000632,GSA_SCHEDULE,SOLE_SOURCE,1736450063.3,10216948213.7,1714677449.68,2013-10-24,2017-01-09,NONE,NONE,0,0,1,1,1,54.31
2013-09-24,OFF006,541330,C211,DUNS000000633,GSA_SCHEDULE,FULL_OPEN,3942661322.52,7489267039.91,1815614629.56,2013-10-25,2017-03-10,SB,NONE,1,1,1,1,0,78.88
2013-09-25,OFF003,237310,D399,DUNS000000634,OT,SMALL_BUSINESS,296931552.01,1536926051.93,22561870.29,2013-10-26,2015-05-22,NONE,SDB,0,0,1,1,0,57.04
2013-09-26,OFF003,334111,B510,DUNS000000635,IDIQ,8A,1573022322.68,4056197219.9,1330721873.84,2013-10-27,2016-10-09,8A,8A,0,0,1,0,0,11.11
2013-09-27,OFF002,541330,R408,DUNS000000636,OT,HUBZONE,756056089.35,4383130593.9,450312965.35,2013-10-28,2017-09-14,NONE,NONE,0,1,0,0,0,36.82
2013-09-28,OFF005,561210,B510,DUNS000000637,BPA,FULL_OPEN,1748276335.37,9799933341.06,1103084752.55,2013-10-29,2023-08-06,SB,NONE,1,0,1,0,0,37.89
2013-09-29,OFF006,541519,A301,DUNS000000638,OTHER,WOSB,3342343915.69,16600552007.82,2942986045.16,2013-10-30,2022-06-21,8A,WOSB,1,0,0,0,0,44.92
2013-09-30,OFF006,541330,D399,DUNS000000639,BPA,SMALL_BUSINESS,3757227657.3,21733360453.37,3418899425.25,2013-10-31,2018-03-14,8A,SDB,0,1,0,0,0,42.51
2013-10-01,OFF003,325412,C211,DUNS000000640,IDIQ,HUBZONE,2361626601.16,7981427087.7,700134413.55,2013-11-01,2020-09-28,8A,SDVOSB,0,1,1,0,0,64.97
2013-10-02,OFF005,611430,A301,DUNS000000641,BPA,SMALL_BUSINESS,1049287415.97,4654639658.43,275814567.74,2013-11-02,2021-12-19,WOSB,8A,1,1,1,1,0,21.06
