tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_nic,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_inr,tax_incent_credits_claimed_inr,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_inr,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2019,INC-8828,GST_REFUND,94,R_AND_D,4609,1197,14032637,12019872,3827,953,173,2973388075,1565728265,0,0,99.97,81113.51,0,2030-05-30
2021,INC-8245,INTEREST_SUBVENTION,21,EXPORT_PROMOTE,4967,2393,280490414,180400623,2346,922,113,2218618648,1583633885,0,0,74.69,2482216.05,1,2027-11-03
2021,INC-5489,TAX_HOLIDAY,64,MANUF_UPGRADE,3797,3122,455629131,193506983,1054,737,209,14338707883,10678746163,0,0,94.7,2180043.69,1,2028-06-17
2021,INC-9528,EXPORT_REBATE,12,MSME_FORMALIZE,1741,488,213972640,154289994,117,5575,893,6472073298,2800832936,0,0,94.28,239611.02,0,2028-03-26
2024,INC-3493,TAX_HOLIDAY,31,MANUF_UPGRADE,540,480,177056880,137018585,3550,2688,269,6397591684,3393842345,0,0,74.16,658204.01,0,2031-09-02
2018,INC-3167,GST_REFUND,17,MSME_FORMALIZE,818,463,424829911,149317222,3935,5853,1114,7608411120,6414453091,0,0,78.84,381355.4,1,2026-10-12
2018,INC-2360,GST_REFUND,29,SKILL_DEV,2335,1601,172004454,120044582,2731,3708,396,13269221088,7809200032,0,0,74.45,434354.68,0,2030-04-27
2024,INC-1676,CAPEX_SUBSIDY,19,SKILL_DEV,1349,603,417100138,316589923,1053,4630,1487,15089727560,10585667302,0,0,98.79,280497.74,0,2031-04-05
2025,INC-0901,EXPORT_REBATE,73,R_AND_D,3183,759,150823475,92628483,4266,7683,6022,8300276347,7127279078,0,0,79.15,25045.41,0,2032-02-04
2019,INC-7402,EXPORT_REBATE,80,GREEN_TECH,4241,1298,284581002,240828587,1173,5253,4152,4113941902,1661460329,0,0,97.36,68540.7,0,2030-02-14
2023,INC-9332,GST_REFUND,81,SKILL_DEV,3758,3517,401875341,208792064,2676,7316,2062,2361527460,922693211,0,0,76.42,194895.9,1,2033-09-12
2019,INC-6219,INTEREST_SUBVENTION,19,SKILL_DEV,3364,3049,30041543,13058249,4299,2053,635,10735897802,6297273986,0,0,75.83,47309.52,0,2031-09-30
2021,INC-1953,INTEREST_SUBVENTION,73,SKILL_DEV,3288,2960,293147469,265644553,2020,6936,4073,15472158941,4727488367,0,0,71.23,71973.35,0,2030-05-27
2024,INC-6611,GST_REFUND,85,GREEN_TECH,4915,4073,46323793,23505716,828,4086,3009,523387276,338428127,0,0,84.97,15395.08,0,2030-11-07
2025,INC-7492,INTEREST_SUBVENTION,34,EXPORT_PROMOTE,1373,1276,460937083,289386606,2223,3946,909,11471861399,8510361026,0,0,69.22,507081.5,0,2027-06-22
2020,INC-9337,GST_REFUND,92,MSME_FORMALIZE,1573,704,490828157,333276935,2578,7154,4514,12655475055,8401060713,0,0,97.23,108734.64,0,2033-03-06
2023,INC-1773,INTEREST_SUBVENTION,90,MANUF_UPGRADE,1904,1789,467013112,283943584,1766,1679,244,17131082730,15206867252,1,74985284,88.16,1913988.16,0,2033-07-17
2018,INC-6553,EXPORT_REBATE,83,MSME_FORMALIZE,1826,1561,277584263,160758104,2052,1242,349,4697215184,2104034323,1,35771049,75.53,795370.38,0,2029-10-18
2020,INC-0621,EXPORT_REBATE,14,GREEN_TECH,433,99,438248399,311546911,319,7417,1911,3563421451,1688579689,0,0,99.33,229329.36,0,2031-10-18
2021,INC-5488,INTEREST_SUBVENTION,66,EXPORT_PROMOTE,3793,2526,302630664,262829126,2173,906,338,693887779,218066412,0,0,96.94,895356.99,0,2031-01-31
2024,INC-4562,CAPEX_SUBSIDY,36,SKILL_DEV,1826,1481,177218632,98462572,4301,3042,2338,16527840100,5027600778,0,0,70.52,75799.24,0,2030-01-18
2019,INC-2425,EXPORT_REBATE,71,MSME_FORMALIZE,304,225,275995801,169540929,972,4446,2488,6392483507,4155636927,0,0,95.33,110930.79,0,2033-01-29
2021,INC-8400,CAPEX_SUBSIDY,44,MSME_FORMALIZE,4048,2600,389704322,281667123,4372,1587,1298,6508334910,2065494196,0,0,67.23,300234.45,0,2030-10-24
2018,INC-8630,TAX_HOLIDAY,84,MANUF_UPGRADE,599,350,11662947,5282399,3146,5410,4781,19323929519,11302245147,0,0,88.16,2439.44,0,2031-07-20
2024,INC-3626,CAPEX_SUBSIDY,82,MANUF_UPGRADE,1320,394,465576141,358294944,3875,6713,4229,19823642110,8214485950,0,0,74.77,110091.31,0,2032-07-03
2024,INC-7756,TAX_HOLIDAY,65,MANUF_UPGRADE,432,308,117566490,90611756,3299,6197,4284,8288295082,6297077477,0,0,93.05,27443.16,0,2029-09-17
2019,INC-6265,INTEREST_SUBVENTION,59,R_AND_D,2554,2391,186144741,103315135,3561,3266,371,7255126912,4360536344,0,0,68.79,501737.85,0,2029-02-14
2025,INC-1246,INTEREST_SUBVENTION,36,GREEN_TECH,4913,3800,55425785,36621844,1569,6244,4989,2810965924,1702575328,0,0,70.77,11109.6,1,2033-08-24
2021,INC-4861,GST_REFUND,88,SKILL_DEV,1476,1185,75060708,50164226,2460,531,185,11002049107,10286273759,0,0,96.33,405733.56,0,2026-06-11
2020,INC-3981,EXPORT_REBATE,89,MANUF_UPGRADE,1093,655,79407334,32064590,4099,6759,5048,7337594244,5303217409,0,0,89.67,15730.45,0,2032-12-19
2020,INC-7191,GST_REFUND,63,SKILL_DEV,2224,1343,248850414,87506795,1049,7706,5556,1544549101,804369654,0,0,84.55,44789.49,0,2031-08-06
2025,INC-2961,CAPEX_SUBSIDY,20,GREEN_TECH,1128,759,66240738,31432968,3444,6399,1258,13474639387,10973895308,0,0,80.04,52655.59,0,2030-07-17
2019,INC-4275,TAX_HOLIDAY,74,EXPORT_PROMOTE,3069,1372,479816140,461848016,2139,6259,4928,3331390649,2531868600,0,0,91.04,97365.29,0,2031-11-01
2019,INC-7483,INTEREST_SUBVENTION,14,MANUF_UPGRADE,3670,2966,292189566,194516526,758,1385,958,10113489996,8721356754,0,0,84.92,304999.55,0,2033-12-12
2022,INC-1134,EXPORT_REBATE,38,EXPORT_PROMOTE,44,32,474191819,345518443,777,2897,1583,9326719916,7411830101,0,0,89.28,299552.63,0,2033-12-01
2020,INC-5813,EXPORT_REBATE,67,R_AND_D,1333,780,174162976,79314055,4078,6986,6097,7071259333,3056310832,0,0,71.86,28565.36,0,2030-05-26
2023,INC-1344,GST_REFUND,57,SKILL_DEV,2699,1317,316632837,120031290,3902,3049,975,1407480707,1333230618,0,0,94.94,324751.63,1,2031-09-05
2025,INC-0331,CAPEX_SUBSIDY,82,MSME_FORMALIZE,1496,581,266248599,180212500,275,3952,2243,19987216988,9419879439,0,0,83.51,118702.01,0,2027-10-13
2019,INC-0904,CAPEX_SUBSIDY,18,GREEN_TECH,3566,1405,240261247,87402639,1400,2746,775,13702995311,11896676290,1,29068025,80.35,310014.51,1,2030-07-26
2024,INC-1021,EXPORT_REBATE,36,SKILL_DEV,1245,931,155973559,148496925,2915,4413,3220,1463719278,1454004925,0,0,71.86,48438.99,1,2030-06-16
2024,INC-3003,TAX_HOLIDAY,44,R_AND_D,1762,484,163463958,136532131,4844,4805,4648,17419117612,11073820535,0,0,67.53,35168.67,1,2028-08-20
2020,INC-6766,GST_REFUND,71,GREEN_TECH,2205,1603,111301539,91791033,817,1161,139,2319253336,1804786410,0,0,96.39,800730.5,1,2033-09-12
2022,INC-7477,TAX_HOLIDAY,36,EXPORT_PROMOTE,1036,285,471059488,337456233,3337,5895,2047,6074214657,5834147741,0,0,98.36,230121.88,0,2033-11-05
2023,INC-3026,TAX_HOLIDAY,12,EXPORT_PROMOTE,573,261,387475113,306676271,1485,4581,3228,19000381487,14077883290,0,0,90.61,120035.66,1,2026-03-04
2025,INC-8956,GST_REFUND,37,R_AND_D,4996,3534,35014190,23743277,2777,7490,5729,13202650741,7150566040,0,0,72.31,6111.75,1,2027-08-11
2019,INC-6147,INTEREST_SUBVENTION,29,MSME_FORMALIZE,4630,3116,216915128,89151186,4232,6484,5847,2115413528,838807661,0,0,76.09,37098.53,0,2028-02-16
2023,INC-2239,GST_REFUND,78,R_AND_D,2218,667,196916284,145301733,4946,4719,3907,9649553537,4902392396,1,38862442,61.92,50400.89,0,2031-09-26
2022,INC-9657,INTEREST_SUBVENTION,78,SKILL_DEV,4587,3047,82336911,72142110,675,1861,1502,13676751266,7783471644,0,0,65.46,54818.18,1,2031-09-23
2020,INC-6830,GST_REFUND,63,GREEN_TECH,2560,2069,72195179,48082168,4903,1928,1624,12289750027,5093403591,0,0,62.39,44455.16,0,2030-02-05
2021,INC-0891,GST_REFUND,50,SKILL_DEV,2232,1993,343542235,280091717,1156,7092,3730,8455031511,6170279464,0,0,88.27,92102.48,1,2033-12-10
2024,INC-7244,INTEREST_SUBVENTION,90,MANUF_UPGRADE,1177,842,304997166,143988917,1256,6288,3410,10724783082,5522677810,0,0,84.99,89441.98,0,2028-06-17
2023,INC-0365,TAX_HOLIDAY,88,EXPORT_PROMOTE,1518,1396,337063822,277365140,1631,1063,263,6891260903,3708304366,1,95755054,80.46,1281611.49,0,2032-08-06
2019,INC-2013,INTEREST_SUBVENTION,36,R_AND_D,4068,2726,174364113,109190618,1561,5413,1243,6182091601,4840651575,0,0,60.67,140276.84,0,2033-04-02
2022,INC-8211,INTEREST_SUBVENTION,36,SKILL_DEV,2347,730,233446911,165507962,2610,3549,3418,4234425243,2892929316,0,0,96.78,68299.27,0,2027-04-27
2019,INC-4494,TAX_HOLIDAY,18,MSME_FORMALIZE,3961,3248,217141024,104953116,2634,5291,1315,5709801161,3322648703,0,0,99.54,165126.25,0,2032-11-01
2020,INC-5635,TAX_HOLIDAY,22,MSME_FORMALIZE,265,228,385118080,330322855,1446,3670,1033,13905784604,5964670839,0,0,72.57,372815.18,0,2026-03-28
2023,INC-6505,EXPORT_REBATE,14,MANUF_UPGRADE,770,492,26687455,17255532,825,3215,830,18678400981,14263269424,0,0,90.77,32153.56,0,2033-11-01
2022,INC-2818,EXPORT_REBATE,50,R_AND_D,1527,898,77737489,44289690,3547,6116,4211,10723763123,7519653869,0,0,77.32,18460.58,1,2026-01-21
2021,INC-9096,GST_REFUND,49,MANUF_UPGRADE,2671,1872,352223052,148058139,4163,3593,397,1403499964,1327138015,0,0,62.47,887211.72,0,2033-09-30
2023,INC-0077,GST_REFUND,71,MSME_FORMALIZE,4419,3363,11989151,11525515,1898,5383,3993,11672121237,6892695526,0,0,64.43,3002.54,1,2028-10-26
2023,INC-9249,CAPEX_SUBSIDY,52,R_AND_D,3830,1262,481171355,190350028,4828,7370,6488,19492373482,8086738442,0,0,63.5,74163.28,0,2033-03-31
2022,INC-2266,GST_REFUND,73,GREEN_TECH,3358,2974,115819394,66785718,2463,3544,1705,17792834451,4911410466,0,0,99.67,67929.26,0,2028-11-10
2024,INC-7798,TAX_HOLIDAY,88,GREEN_TECH,1805,1125,364341647,171432244,1612,2810,1515,17223884447,13659436391,1,55407373,60.26,240489.54,1,2029-11-01
2021,INC-8834,INTEREST_SUBVENTION,65,GREEN_TECH,3302,1039,271474798,217366233,572,6657,1173,16008160808,5689745412,0,0,67.58,231436.32,0,2031-06-22
2018,INC-1885,EXPORT_REBATE,57,EXPORT_PROMOTE,782,409,480640855,229624839,1166,7441,1260,5357471529,2246542148,0,0,95.73,381461.0,0,2029-03-02
2023,INC-2275,TAX_HOLIDAY,69,R_AND_D,2129,1946,237227267,177584027,3082,6944,5606,19916323526,18360446039,0,0,83.3,42316.67,0,2028-09-10
2024,INC-5322,INTEREST_SUBVENTION,10,R_AND_D,2968,2253,202223581,150520094,2229,4257,3080,13093998848,9392744972,0,0,71.95,65657.01,0,2031-11-02
2019,INC-5428,CAPEX_SUBSIDY,54,MSME_FORMALIZE,471,101,403465295,284934384,3893,5570,4222,12388051557,8013455791,0,0,65.19,95562.6,0,2033-07-11
2021,INC-6340,INTEREST_SUBVENTION,66,SKILL_DEV,3640,1719,207862236,90859538,2593,955,746,9384252388,7315966564,1,16257288,86.44,278635.71,0,2027-11-14
2025,INC-8630,INTEREST_SUBVENTION,78,EXPORT_PROMOTE,226,118,133864884,55368554,449,7553,3272,7407048986,4927647127,0,0,63.3,40912.25,0,2029-02-07
2018,INC-8914,TAX_HOLIDAY,35,EXPORT_PROMOTE,2116,448,79264862,56751809,2460,2732,2061,4062586085,1300991918,0,0,83.56,38459.42,1,2031-02-23
2024,INC-2896,INTEREST_SUBVENTION,97,SKILL_DEV,2649,1640,405863382,256888614,3239,5714,2681,11537793262,7156482952,0,0,80.54,151385.07,1,2027-06-23
2021,INC-9234,TAX_HOLIDAY,41,MSME_FORMALIZE,3650,3231,316606842,178812070,3758,5182,659,1743996892,1218402059,0,0,63.83,480435.27,0,2029-09-29
2025,INC-4829,GST_REFUND,68,GREEN_TECH,278,253,286266591,140185454,3433,6326,1791,16767082105,8997186233,0,0,72.54,159836.18,0,2032-02-23
2020,INC-6960,INTEREST_SUBVENTION,79,MSME_FORMALIZE,3327,1510,484371641,254270758,4132,7763,3376,11961559720,4856445023,0,0,73.87,143475.01,1,2029-09-06
2021,INC-7458,GST_REFUND,52,SKILL_DEV,433,234,171003262,94270010,2178,3554,424,2129788175,1526126291,0,0,96.64,403309.58,0,2026-01-02
2018,INC-0136,INTEREST_SUBVENTION,95,R_AND_D,1131,858,321322886,220694636,4685,6008,3379,11185274862,4194033968,0,0,92.96,95094.08,0,2029-01-15
2021,INC-4262,INTEREST_SUBVENTION,98,MSME_FORMALIZE,460,96,148916788,91877911,901,6132,3542,15912097597,14162398262,0,0,88.0,42043.14,0,2030-10-12
2022,INC-4832,EXPORT_REBATE,59,R_AND_D,4547,1294,101279609,67778283,2729,4370,1768,1611307718,674720033,1,15633770,79.37,57284.85,1,2032-02-16
2019,INC-0130,INTEREST_SUBVENTION,84,MSME_FORMALIZE,2699,1965,380191755,222539946,1552,3732,2495,18176832949,14191761795,0,0,91.61,152381.46,1,2032-11-09
2022,INC-9375,EXPORT_REBATE,28,EXPORT_PROMOTE,3223,1710,390336091,364404539,4613,865,362,12627969739,11234690214,1,87537802,87.85,1078276.49,1,2026-08-27
2024,INC-6411,TAX_HOLIDAY,48,MSME_FORMALIZE,2231,668,112257174,43122906,2303,812,764,12451644888,10906342350,0,0,91.61,146933.47,0,2029-04-18
2022,INC-8418,CAPEX_SUBSIDY,64,R_AND_D,4725,2319,463249006,185416729,4694,4232,4016,8593630705,6248655379,0,0,73.92,115350.85,1,2028-11-18
2025,INC-4619,INTEREST_SUBVENTION,24,SKILL_DEV,3544,2821,110982607,73186297,4097,1359,749,14160908254,4649501090,0,0,62.23,148174.38,0,2033-09-24
2022,INC-1783,TAX_HOLIDAY,70,MANUF_UPGRADE,3674,2043,135001310,74949336,4862,3853,687,2841464452,838115426,0,0,68.85,196508.46,0,2027-10-26
2023,INC-9165,CAPEX_SUBSIDY,60,SKILL_DEV,3604,826,377241419,313176273,563,6706,2304,15901896714,13525551235,1,96830185,80.5,163733.25,0,2031-01-21
2020,INC-5713,EXPORT_REBATE,65,MANUF_UPGRADE,4300,3314,346534192,214578220,4665,5821,3824,14813826634,7424274953,0,0,95.39,90620.87,1,2027-02-16
2024,INC-8130,CAPEX_SUBSIDY,84,R_AND_D,1199,420,155618766,89483713,1006,2211,840,4089874410,1566100289,0,0,68.49,185260.44,0,2030-08-21
2024,INC-6422,INTEREST_SUBVENTION,96,EXPORT_PROMOTE,3019,2182,202832921,182202429,913,4895,4072,17263932956,4570008634,0,0,83.65,49811.62,1,2027-11-23
2020,INC-7184,INTEREST_SUBVENTION,38,EXPORT_PROMOTE,129,36,475645626,322374719,3294,1440,702,15444732402,11686923439,0,0,99.91,677557.87,1,2029-05-19
2023,INC-4076,INTEREST_SUBVENTION,25,MSME_FORMALIZE,4773,3527,403401349,384465721,2152,559,217,1599064621,1498307680,0,0,85.72,1858992.39,1,2032-11-07
2018,INC-1375,CAPEX_SUBSIDY,67,EXPORT_PROMOTE,2678,1250,436509782,175583244,62,3486,2268,2893510693,2413043076,0,0,66.58,192464.63,0,2027-06-23
2021,INC-1205,CAPEX_SUBSIDY,11,SKILL_DEV,1583,511,407045861,230318626,4125,1974,1522,8736304103,7906736033,0,0,93.28,267441.43,0,2028-10-14
2022,INC-7645,TAX_HOLIDAY,65,SKILL_DEV,4099,2911,203594377,102297645,2821,5087,1611,5757208824,1615789195,0,0,89.74,126377.64,0,2026-09-19
2021,INC-0676,CAPEX_SUBSIDY,14,SKILL_DEV,3754,2961,442186259,293870690,814,927,754,1230650806,888228058,0,0,79.37,586453.92,0,2027-03-19
2025,INC-5366,EXPORT_REBATE,31,MANUF_UPGRADE,1603,471,79133240,34118194,1355,5433,1832,18436537470,8646483197,0,0,97.09,43195.0,0,2033-01-19
2018,INC-8277,TAX_HOLIDAY,28,GREEN_TECH,4646,4194,46554794,44398114,4450,28,16,10974369128,5855575546,0,0,63.27,2909674.62,0,2032-07-03
2020,INC-8716,INTEREST_SUBVENTION,20,EXPORT_PROMOTE,4244,3056,170756919,122091875,4567,7354,3671,12671977104,3370912815,0,0,73.55,46515.1,0,2026-10-07
2021,INC-5943,EXPORT_REBATE,45,MSME_FORMALIZE,1891,842,254811127,90829224,571,1202,653,11251614634,9549303922,0,0,62.07,390216.12,0,2027-04-08
2019,INC-7571,TAX_HOLIDAY,10,MANUF_UPGRADE,383,145,198951071,97345439,591,321,72,1184628312,418521113,0,0,89.19,2763209.32,0,2030-09-09
2020,INC-7055,TAX_HOLIDAY,24,EXPORT_PROMOTE,3966,1350,252998084,122283276,2266,4684,2687,12804749863,6710790656,0,0,61.24,94156.34,0,2033-07-23
2020,INC-1003,CAPEX_SUBSIDY,19,SKILL_DEV,3386,1082,111819391,41336563,1245,4307,1141,4710374644,1461050358,0,0,83.32,98001.22,0,2026-02-09
2022,INC-8022,INTEREST_SUBVENTION,47,MANUF_UPGRADE,1645,1248,63900597,49259656,3587,324,119,7419207067,1891546855,0,0,98.93,536979.81,1,2026-05-31
2021,INC-7034,GST_REFUND,94,SKILL_DEV,4183,1391,180982944,66665225,4597,1841,1616,15243030189,12224008704,1,8098592,90.48,111994.4,0,2033-03-04
2022,INC-4092,TAX_HOLIDAY,21,MANUF_UPGRADE,4614,940,109270998,75471971,1533,3408,2650,15593963856,6514932715,0,0,94.73,41234.34,0,2026-08-26
2025,INC-1936,EXPORT_REBATE,94,R_AND_D,4887,1807,72835911,43976354,2731,2503,1760,16148980923,4728218283,0,0,76.06,41384.04,0,2029-04-18
2020,INC-6946,INTEREST_SUBVENTION,76,EXPORT_PROMOTE,4748,3097,219333058,87282403,1849,3366,2480,4895637197,2481373100,0,0,67.41,88440.75,0,2027-10-03
2024,INC-7366,CAPEX_SUBSIDY,20,SKILL_DEV,3718,2678,462298926,373996619,3945,434,344,8295816252,4314044315,0,0,68.92,1343892.23,0,2031-03-13
2019,INC-8035,EXPORT_REBATE,11,EXPORT_PROMOTE,2913,1767,342574133,159981267,2971,4494,609,13635274494,13403087768,0,0,70.86,562519.1,0,2031-08-29
2022,INC-4491,EXPORT_REBATE,48,MANUF_UPGRADE,1391,850,38996140,33874620,664,5316,1852,14347102155,13674330440,1,12382391,67.7,21056.23,1,2028-02-21
2022,INC-9198,INTEREST_SUBVENTION,32,MSME_FORMALIZE,4423,1235,403987907,146437393,1746,2110,533,16465319763,14646694941,0,0,68.52,757951.05,1,2026-06-18
2022,INC-2473,GST_REFUND,42,SKILL_DEV,754,611,288815317,250454848,4213,7696,6731,15712744824,4939323752,0,0,81.19,42908.23,0,2026-06-01
2019,INC-9750,EXPORT_REBATE,73,MANUF_UPGRADE,2396,1339,131425075,53843505,1095,3609,2480,5318197884,3086268644,0,0,80.34,52993.98,0,2030-08-15
2023,INC-6008,INTEREST_SUBVENTION,86,EXPORT_PROMOTE,2325,1383,181394856,165657434,2337,956,509,18526260961,15435234779,0,0,76.08,356374.96,0,2026-12-13
2024,INC-5673,INTEREST_SUBVENTION,52,MSME_FORMALIZE,4915,1232,367858153,195672036,4249,2911,2507,1294503163,419575244,0,0,84.41,146732.41,1,2033-11-26
2022,INC-8893,EXPORT_REBATE,35,MSME_FORMALIZE,2820,1579,389911109,345728403,2988,727,108,8442161923,8277169580,0,0,61.67,3610288.05,0,2033-05-26
2021,INC-7424,GST_REFUND,59,MANUF_UPGRADE,3107,2636,391258310,205623817,3817,7088,789,3725499593,2891234171,0,0,65.51,495891.39,0,2032-05-24
2020,INC-3937,EXPORT_REBATE,63,R_AND_D,2140,1580,448908128,419822065,691,5976,1262,7095161538,6453257184,1,83783334,85.81,355711.67,0,2026-05-05
2021,INC-8479,EXPORT_REBATE,87,MSME_FORMALIZE,2421,996,174631132,112712859,4964,1388,467,14077365570,11907943217,0,0,75.86,373942.47,0,2033-03-11
2025,INC-3776,CAPEX_SUBSIDY,69,GREEN_TECH,4028,1400,405337400,217954731,4709,7576,3552,4480795658,3424262807,0,0,97.33,114115.26,0,2031-05-25
2022,INC-1500,CAPEX_SUBSIDY,97,MANUF_UPGRADE,1588,1473,262294000,103610605,4115,6249,1372,17525945370,6084766993,0,0,61.47,191176.38,0,2030-01-30
2020,INC-5763,INTEREST_SUBVENTION,63,R_AND_D,4459,3886,458695323,278652762,1215,3261,1946,2850332067,2517033433,0,0,94.48,235711.88,0,2033-02-19
2023,INC-3207,EXPORT_REBATE,54,MANUF_UPGRADE,2252,900,16137497,8782278,4398,1944,1281,13765082614,11548821504,0,0,72.22,12597.58,0,2028-08-05
2024,INC-7843,TAX_HOLIDAY,81,MANUF_UPGRADE,1289,1113,340318106,193783789,4341,3429,1936,11745357147,4630102396,0,0,83.8,175784.15,1,2028-07-04
2018,INC-3046,INTEREST_SUBVENTION,48,MSME_FORMALIZE,1037,983,294665565,286080008,2221,7603,3541,2342040261,2080682991,0,0,76.55,83215.35,0,2031-06-10
2023,INC-4338,INTEREST_SUBVENTION,56,SKILL_DEV,3051,2603,310806408,136582025,1772,7306,5572,9495873267,2777533749,0,0,84.47,55780.04,1,2032-10-09
2021,INC-7394,EXPORT_REBATE,77,SKILL_DEV,352,263,312969854,183392066,825,377,299,19651709118,6932568160,0,0,61.49,1046721.92,1,2028-09-19
2022,INC-3285,TAX_HOLIDAY,60,GREEN_TECH,3610,1292,185722696,80777717,735,2781,1010,3090992797,1249488813,0,0,65.22,183883.86,1,2027-05-23
2021,INC-2564,TAX_HOLIDAY,10,GREEN_TECH,3110,1226,451930567,401514026,2928,6090,1128,8080022226,5355352423,0,0,81.05,400647.67,0,2033-02-08
2023,INC-0987,TAX_HOLIDAY,65,MANUF_UPGRADE,2852,1691,35762257,18073919,1082,7556,3127,14642710771,11315936571,0,0,89.76,11436.6,0,2026-02-15
2023,INC-4972,INTEREST_SUBVENTION,94,R_AND_D,948,573,197036044,173281584,2523,6423,4561,10341210596,2588310957,0,0,77.92,43200.19,0,2028-12-26
2025,INC-7319,TAX_HOLIDAY,60,EXPORT_PROMOTE,426,207,472991462,215723206,2810,2614,334,2307761317,988467202,0,0,97.45,1416142.1,0,2031-12-17
2019,INC-1436,INTEREST_SUBVENTION,25,SKILL_DEV,346,138,55165279,45213601,3018,3951,1737,7058524403,4093720175,0,0,81.09,31758.94,0,2030-04-23
2023,INC-3183,EXPORT_REBATE,60,R_AND_D,639,175,14629539,11721629,4899,511,404,10433121985,4681246740,0,0,69.04,36211.73,1,2030-02-21
2018,INC-7100,EXPORT_REBATE,90,MANUF_UPGRADE,4032,1067,239369854,126441572,4756,760,448,2476042534,1216894872,0,0,86.62,534307.71,1,2030-05-23
2024,INC-7974,INTEREST_SUBVENTION,40,MSME_FORMALIZE,2430,1689,121064717,101543092,4340,5733,5005,8258342324,4658757986,0,0,64.21,24188.75,0,2031-02-12
2019,INC-5584,CAPEX_SUBSIDY,93,GREEN_TECH,690,436,499748083,464189610,2914,6905,1461,11967299484,11886734930,0,0,92.87,342058.92,0,2032-05-14
2023,INC-3771,GST_REFUND,25,MANUF_UPGRADE,1229,1127,253503744,96802657,3711,7068,3973,1391760878,1013875995,0,0,69.48,63806.63,0,2028-07-05
2019,INC-9083,INTEREST_SUBVENTION,18,MSME_FORMALIZE,1087,488,373439532,148124956,488,2820,2048,1334610153,356201274,0,0,95.54,182343.52,0,2026-02-13
2021,INC-6949,EXPORT_REBATE,75,MSME_FORMALIZE,2404,1738,48796722,34465274,4846,1041,491,11897400592,4286512166,0,0,71.66,99382.33,0,2030-10-19
2024,INC-3577,CAPEX_SUBSIDY,68,EXPORT_PROMOTE,1017,205,316127069,124447047,1772,7060,3574,4361668312,3707642931,0,0,84.01,88451.89,0,2033-01-10
2024,INC-1344,TAX_HOLIDAY,38,GREEN_TECH,3476,2789,168616307,73742730,1697,2758,1497,6773246432,1848233703,0,0,76.63,112636.14,0,2026-07-02
2020,INC-9020,INTEREST_SUBVENTION,21,R_AND_D,4016,1567,268478074,166036109,4967,5848,1398,4810191987,2340098875,0,0,66.79,192044.4,0,2033-05-25
2021,INC-5830,TAX_HOLIDAY,84,MSME_FORMALIZE,536,488,237643151,155012981,3099,640,360,18682148185,6949021081,0,0,91.52,660119.86,0,2030-10-18
2022,INC-8224,GST_REFUND,25,EXPORT_PROMOTE,235,47,85494272,74299053,3501,5972,1942,6232963628,5847705640,0,0,96.83,44023.83,0,2031-12-28
2023,INC-4805,CAPEX_SUBSIDY,34,MSME_FORMALIZE,631,145,38283027,15578561,2312,739,344,10219560625,7159428823,0,0,69.59,111287.87,0,2030-06-26
2021,INC-6553,TAX_HOLIDAY,18,GREEN_TECH,4519,4026,108297798,77510347,3353,5633,1630,5368465796,4991518643,0,0,78.71,66440.37,0,2033-11-07
2021,INC-0084,INTEREST_SUBVENTION,65,SKILL_DEV,2981,2712,197227869,82215550,1707,1837,825,10298761642,6531358474,0,0,88.43,239064.08,1,2030-01-04
2022,INC-6857,GST_REFUND,78,EXPORT_PROMOTE,4727,1450,121275575,63788942,3682,5550,4196,19071091403,15296567380,0,0,67.68,28902.66,0,2031-04-06
2023,INC-8571,INTEREST_SUBVENTION,70,GREEN_TECH,753,164,374814461,314292945,4578,781,418,1954465358,1257163337,0,0,88.99,896685.31,0,2026-09-15
2021,INC-3165,TAX_HOLIDAY,42,R_AND_D,2203,2022,266681118,212057369,1187,2342,1937,13222277834,8163681378,0,0,80.01,137677.4,1,2029-03-31
2023,INC-2221,INTEREST_SUBVENTION,55,EXPORT_PROMOTE,914,541,256623098,147471141,59,7873,6500,7120128806,3358940044,0,0,94.53,39480.48,0,2026-02-12
2024,INC-9258,INTEREST_SUBVENTION,66,R_AND_D,1526,1070,322048719,304939713,3047,1943,468,8506506914,4748312014,0,0,66.15,688138.29,0,2032-11-06
2019,INC-5283,GST_REFUND,60,MANUF_UPGRADE,1017,689,149329165,86851447,550,807,124,12778854715,4599770076,0,0,99.15,1204267.46,1,2028-06-06
2025,INC-6663,INTEREST_SUBVENTION,97,MANUF_UPGRADE,3394,1001,51278904,35056593,4392,3695,1359,9901231711,6471005325,0,0,90.1,37732.82,0,2032-12-07
2018,INC-8193,INTEREST_SUBVENTION,78,MSME_FORMALIZE,3096,1468,278349798,251771056,1921,5948,3420,18682544718,12119256140,1,77988985,96.12,81388.83,0,2030-03-19
