gov_unionspend_obligation_date,gov_unionspend_program_cfda_number,gov_unionspend_awarding_agency_code,gov_unionspend_funding_subagency_code,gov_unionspend_recipient_uei_hash,gov_unionspend_recipient_type_code,gov_unionspend_award_amount_inr,gov_unionspend_award_type_code,gov_unionspend_assistance_listing_title,gov_unionspend_place_of_performance_lgd_code,gov_unionspend_primary_purpose_code,gov_unionspend_covid_relief_flag,gov_unionspend_infrastructure_act_flag,gov_unionspend_competition_indicator,gov_unionspend_matching_requirement_flag,gov_unionspend_period_of_performance_days,gov_unionspend_outlay_estimate_inr,gov_unionspend_deobligation_amount_inr,gov_unionspend_reporting_period_quarter,gov_unionspend_data_source_system
2024-10-07,165438,311926,MoE,GOVb84a16167fac,GOV4X87U,6347,498736,Clean Water 95,GOV3W8AK,GOVK6ZJI,0,1,GOVUIC9Y,1,1465,690292,823121864,2023Q1,CAG
2025-11-20,358414,269298,MOF,GOV0f2a1a5fd9e1,GOVGRNGF,417510014,463353,Farm Support 87,GOVB0KEA,GOVQ0PTN,1,0,GOVRBAF2,1,2430,5587905,62540,2024Q2,IFMIS
2018-11-20,117398,215000,MeitY,GOV141df09001ab,GOVCNADI,40218640,207545,Disaster Relief 49,GOV9F79X,GOVP7AT3,0,1,GOV0IHBG,1,2353,527313408,466566823,2025Q4,DBT
2019-03-26,448581,491965,MNRE,GOVd3b049296d5c,GOVKHG78,439902179,110441,Women Empowerment 84,GOVP7EJZ,GOVXL77L,1,1,GOVRIETK,1,2116,638281,7422595,2019Q3,DBT
2025-04-30,111503,251043,MoE,GOVddcdfc1c4e9f,GOV7UEQ0,6085941,92220,Skill Training 29,GOVVLKVZ,GOVI5FW3,1,1,GOVVCJG1,0,1997,390091,76077451,2023Q1,DBT
2025-02-09,282844,143649,MHA,GOV0331045e6912,GOVT52W6,95607,290832,Renewable Energy 78,GOVSN3CO,GOVEMT0T,1,0,GOV0KLNN,1,53,4814,431544,2025Q4,IFMIS
2023-09-07,358368,42511,MNRE,GOVde9cfd827c4e,GOVXAP7Y,321019,47463,Digital Health 84,GOV3AO9K,GOVISCMO,0,0,GOVS41QC,1,2068,28723,662878400,2020Q3,eProcure
2023-01-20,476261,466685,MoRTH,GOVec4a6eca2aee,GOV4ZRGP,45713,498308,Renewable Energy 82,GOVEA6TM,GOV3D29J,1,0,GOVT5B1W,1,2176,44962,979260724,2023Q1,PFMS
2023-12-01,295255,152378,MOF,GOVd29ec3c5ce8a,GOV73U5N,569874190,396934,Digital Health 66,GOVAKA4H,GOVIGH79,1,1,GOVWN2DV,0,1352,625677,2142734,2020Q1,CAG
2020-10-15,471856,341816,MeitY,GOV9b167f88aa3c,GOVV5XUR,271525,202179,Disaster Relief 9,GOVXW9D1,GOVBXSUU,1,1,GOVRTDK6,1,5,84812916,5705531,2023Q2,IFMIS
2023-12-30,439932,131481,DoPT,GOV88e29eba4406,GOVRCKBG,515621,101235,Housing Upgrade 86,GOVQEOYE,GOVPNBBK,1,1,GOVBTC97,1,1216,452583,71512,2023Q3,PFMS
2018-09-30,287979,159594,MoRTH,GOVe2c46660ed93,GOV82EDL,827039,480978,Farm Support 71,GOVF2VTI,GOVAXTA3,0,0,GOV22P5B,0,3392,615434708,27622,2026Q2,CPGRAMS
2025-11-23,429199,56045,MoHFW,GOVf44b7f7faeae,GOVPIQRE,109125,112948,Skill Training 49,GOVT5P9Y,GOVNDJ2X,0,0,GOV82NHE,1,2974,4271693,424562285,2018Q2,DBT
2021-03-01,424608,384872,MoHUA,GOVe685f615580a,GOVKINYS,4778002,463928,Skill Training 91,GOVYXU8H,GOVTV4YY,0,0,GOVK04GV,0,2398,53673461,611438542,2024Q2,IFMIS
2023-04-28,407742,332114,MoRD,GOV8a54dbb0992c,GOVH7EGS,6706331,130722,Clean Water 97,GOVJTP54,GOVFCP58,0,0,GOVJ05DI,0,3154,3173924,46492,2022Q2,DBT
2021-12-01,233743,167850,MeitY,GOV9af40b70ec49,GOVUXEVB,6608365,20324,Urban Transit 8,GOVWGHFU,GOVZQS2H,1,1,GOVT2KEM,0,476,1024424441,372716,2018Q4,IFMIS
2022-08-10,258967,276059,MHA,GOV77ee7b077283,GOV6XIVL,22597,471532,Skill Training 88,GOV3JO38,GOVHHS0M,0,1,GOVZEID0,0,1100,55020,27267,2019Q1,DBT
2019-04-29,116445,90340,MoHUA,GOV166389800690,GOVFW46J,159241,139832,Skill Training 64,GOVLZCO9,GOVUO1Z3,1,1,GOVQBKX1,1,2536,315535,115228,2026Q4,eProcure
2019-07-13,283775,144341,DoPT,GOV0ba634015690,GOVOVN1L,451571,223862,Clean Water 87,GOVE4LIF,GOVG4GJO,1,0,GOVHDHS6,1,2348,3491356,192520,2023Q4,GeM
2018-03-21,128909,372092,DoPT,GOV1ebd7fbfd256,GOVMVWXL,5530485,267238,Urban Transit 17,GOVKOBRS,GOVAPZZ9,0,1,GOV2U39G,0,753,74761,1848186,2018Q2,CAG
2020-03-28,392386,247892,MoRD,GOVd4ef5c845596,GOVQU41D,72746,422307,Renewable Energy 11,GOVST961,GOVT5F7J,0,0,GOVYH69Q,1,1206,6768752,464410168,2019Q2,IFMIS
2020-12-12,353233,407274,MoE,GOV04ad4e2ecbc6,GOV8LSKC,450304584,349415,Women Empowerment 8,GOV9C0PY,GOVZ1TM4,0,1,GOVCPYIP,1,1183,412920,426852402,2024Q1,PFMS
2025-04-26,57621,487779,MoRD,GOVb03625428b59,GOVFORE7,65975,94320,Women Empowerment 97,GOVC1NYJ,GOV4F8VJ,1,0,GOVCAF5V,0,693,608799,607293,2021Q2,eProcure
2021-07-04,216757,271698,MeitY,GOV43e995eff226,GOVPDHB1,85181769,333483,Women Empowerment 34,GOV5MZYT,GOVL521C,0,0,GOV5CGJC,1,1533,329690530,15573505,2022Q2,IFMIS
2025-01-31,316012,492084,MoHFW,GOVfa7da844c20e,GOVNT7H8,557942,387872,Clean Water 76,GOVTYQX6,GOVOJMDB,0,1,GOVDIPT0,0,916,3763527,190821,2025Q3,PFMS
2019-02-22,73280,392436,MoHUA,GOV58b39b223ef9,GOVRH5PM,49707466,305226,Housing Upgrade 33,GOV059ST,GOV3RVJB,0,0,GOVOQVW5,1,3161,28905106,537000,2020Q2,GeM
2019-01-26,371507,392130,MoHUA,GOV1f9efe0a960c,GOVBI68C,38446643,98055,Renewable Energy 82,GOVADQ9G,GOV3X17B,1,1,GOVPKM4M,0,1429,66233,630675014,2023Q4,eProcure
2022-02-09,221277,457619,MOF,GOV0c4e241a0753,GOVRI9YH,46658394,131573,Farm Support 2,GOVX3E0N,GOVCNWU9,1,1,GOVCY4SI,1,2200,423396064,462785,2025Q2,eProcure
2018-09-15,293721,412619,MoHUA,GOV3fa3a4bb0af7,GOVPE3OU,620230,273809,Rural Roads 15,GOV08NZB,GOVFTWNE,0,0,GOVYHCPW,0,3502,8831666,507260,2026Q1,CPGRAMS
2025-09-28,18079,100,MoHUA,GOVa795048f89eb,GOVBA2FL,39890461,428107,Renewable Energy 63,GOVHEU2M,GOVSV4A1,1,1,GOVEU1K3,0,79,893722,801993697,2018Q1,IFMIS
2025-09-24,330423,108315,MHA,GOV67f6792ebb0c,GOVW3769,56713721,142244,Farm Support 42,GOV8N7C1,GOV2VMLW,1,0,GOVIHJ1L,0,872,514959419,44215,2021Q4,IFMIS
2018-04-25,326784,327676,MOF,GOV39e623f6bdaa,GOVTHDV1,533271,121932,Women Empowerment 81,GOVO1P4P,GOVL884P,1,1,GOVR12KK,1,3069,4105857,958184,2018Q2,CAG
2025-10-26,210190,278069,MeitY,GOV77f72191a096,GOVGSUEP,4992737,136995,Digital Health 77,GOVO617W,GOV9G7JV,0,0,GOV26JJN,1,2477,383183517,59932700,2026Q1,PFMS
2023-02-18,225225,459514,MOF,GOV1af6a2508c30,GOVFBXJZ,574266,164931,Housing Upgrade 55,GOVO4YFU,GOV3VHKA,1,1,GOV594XD,1,3530,533949,648635,2018Q3,IFMIS
2019-08-05,358466,485829,MoHUA,GOV21e7c65d401f,GOVHFE5P,33715733,71441,Rural Roads 33,GOV072XW,GOVS57V4,0,1,GOVG6YXM,1,869,450437237,71240,2026Q4,CPGRAMS
2019-01-29,103494,490520,MoRD,GOVcf4acc406c42,GOV48UQE,246730939,119651,Women Empowerment 82,GOVY3U3K,GOV828BE,1,1,GOV5I41C,1,916,6909468,38158844,2018Q2,CPGRAMS
2018-01-08,313693,109461,MoE,GOVb72147ae6294,GOVW7CUA,54812110,408512,Rural Roads 74,GOVVV30N,GOVHZBIY,1,1,GOVEUO8U,0,965,441187540,3930144,2022Q4,PFMS
2022-06-03,93369,10286,MoHUA,GOV6de08dcd9c78,GOVJ57Y5,418834,490137,Digital Health 89,GOVJCZOG,GOVH7YG6,0,1,GOVUG827,1,2327,652861,748113,2024Q2,PFMS
2020-06-06,327348,37042,MeitY,GOV9a76e8788ff3,GOV40BYG,6442882,256695,Urban Transit 20,GOVS2QFX,GOVVFVO5,1,1,GOVDMHTU,0,1493,35055925,512432816,2021Q3,DBT
2022-12-02,51847,390617,MoHFW,GOVd04a853a1615,GOVEV7IL,277863291,49856,Clean Water 26,GOVE5JA0,GOVLHI3I,0,0,GOVHHEIW,0,2256,34247934,59771,2023Q2,CPGRAMS
2018-08-02,272878,23157,MHA,GOV224a36d467e6,GOVA7Y7B,4740096,79887,Digital Health 13,GOVUX5DP,GOVW30E9,1,0,GOV0OTJJ,0,2589,706582,4950523,2025Q1,IFMIS
2025-04-22,429160,41962,MoHFW,GOV5db1b5f7a076,GOV6B7CK,658402,159602,Urban Transit 74,GOVOVPSR,GOV2W1QH,0,1,GOVJ95SL,1,1467,426381,743863,2023Q3,CAG
2023-02-04,186877,456346,DoPT,GOVb78490705956,GOVPKDM0,744059,157180,Farm Support 64,GOVL828N,GOVHBGSQ,1,0,GOVS8ESE,1,2703,624203,48269124,2024Q4,DBT
2019-12-22,50570,371888,MoE,GOVc4db67605ca8,GOVH8TQQ,64500,297590,Women Empowerment 62,GOV5WS3O,GOVYVM1G,1,1,GOVRJ5BO,0,333,701613763,671382,2022Q2,IFMIS
2024-11-15,384933,284036,MoRD,GOVdffed3ea0445,GOVJ1FJ6,32424,21021,Renewable Energy 61,GOVGFSNV,GOV68IWC,0,0,GOVKD9GN,1,1311,771202828,2507776,2020Q3,CAG
2024-12-18,332469,147972,MNRE,GOVd402f1a3abe1,GOVRHAN9,638362,129077,Farm Support 84,GOVVNNP4,GOVL1ORE,0,0,GOV5BG6E,0,3155,47913,56761,2018Q2,DBT
2023-07-11,467474,93187,DoPT,GOV36a483ccfac6,GOVOQX4K,746230673,115140,Rural Roads 44,GOVFFGLH,GOVPLQ55,1,1,GOVXFOUQ,1,1236,697577742,40353,2021Q1,eProcure
2022-04-22,200369,377649,MoE,GOV1414c08af754,GOVJASXH,616148392,272017,Women Empowerment 44,GOVAE1SQ,GOVZTQGI,1,1,GOV02OQ3,1,2156,82395664,7362017,2021Q2,CPGRAMS
2018-12-22,79777,305189,MoRTH,GOV20bf95114526,GOVR4QFD,40501092,476145,Farm Support 53,GOV2G330,GOVB4HWJ,0,1,GOVO3CBL,0,1706,4375136,649270798,2023Q2,GeM
2021-02-08,50841,281077,MOF,GOV433679d683d8,GOV3Q8AK,55188,422526,Women Empowerment 34,GOVMBJ41,GOVKOP48,0,1,GOVLEJTI,0,2934,38307004,38385,2021Q3,CPGRAMS
2019-01-11,53067,392105,MoHUA,GOV0be27c3df5e8,GOVMQQ2V,47114,223321,Urban Transit 6,GOVOQ5V3,GOVJCYWD,0,0,GOVVDI3M,1,2099,706066,24591692,2025Q4,DBT
2025-02-13,336119,287519,MoRD,GOV9cc46c78805b,GOVOEL0T,159725,479715,Clean Water 11,GOVHFZOS,GOVWDIB8,0,0,GOV5I9SE,0,1417,524591,566509143,2018Q4,GeM
2022-12-23,211750,116728,DoPT,GOV40289001f8be,GOV4RHM4,70364,101904,Digital Health 67,GOV3NFBD,GOVLPXHF,1,0,GOV8TAGN,0,810,338555,57161,2021Q4,CAG
2023-04-16,392261,115248,MeitY,GOV0ff6119fa609,GOV8YYNS,59952,84385,Women Empowerment 48,GOVD8YGJ,GOVTH6H5,1,1,GOV22TGW,1,1832,477418,75757,2024Q4,eProcure
2019-02-12,73430,3453,MoRD,GOVf6a7d516f26f,GOVYRV7L,19627,463855,Farm Support 62,GOVS2HP5,GOVFMCE5,0,1,GOVTHLBE,0,1365,64026565,108833167,2020Q3,CAG
2022-07-04,75991,65516,MNRE,GOVd3a4d80234af,GOVGVVS5,421280,180723,Clean Water 42,GOVBAR78,GOVRECC9,1,0,GOVYYQLC,1,3233,27313761,451755110,2022Q4,eProcure
2018-11-03,462094,145845,MoHFW,GOV366b493f6055,GOVFCUTR,669048,15790,Women Empowerment 37,GOVV27T1,GOV8BW7G,0,0,GOVQQU13,0,1233,22806,136430,2024Q1,CAG
2022-01-06,137635,392417,MoRD,GOV856cc4cf61f8,GOVJK8S9,336001184,4728,Disaster Relief 14,GOV712QK,GOVLE4XF,1,1,GOVWS31B,0,2186,5342665,5592915,2023Q3,IFMIS
2018-07-09,349783,456832,MoHUA,GOVfe4a6d45d8dc,GOVJDBM4,525364,320659,Skill Training 42,GOV19NV7,GOVOIIUQ,1,0,GOVU0YHV,1,1076,53521312,35503,2024Q1,DBT
2025-12-11,51797,58518,MoRTH,GOVa61693ecb084,GOV7A5RI,37719,46423,Skill Training 99,GOVQNCKB,GOV14802,0,1,GOV0QFYB,1,1014,24368821,414197,2023Q2,CAG
2019-07-09,71645,380992,MoE,GOV9bc1cb3f1bf6,GOVYF77W,497062,60508,Farm Support 81,GOV7NYL2,GOVBIVNR,0,0,GOVRYN81,0,1933,5477976,54248722,2026Q1,eProcure
2025-01-03,161706,273254,MoHUA,GOV593a07e3db29,GOVEWULV,62604,21428,Women Empowerment 34,GOVINCHF,GOV85JOU,1,0,GOVTV4CY,1,145,575444267,53480139,2026Q2,eProcure
2021-05-19,185328,167896,MeitY,GOV5cd8b5019db0,GOVNVW3L,2795960,432177,Rural Roads 35,GOV42UN8,GOVYGO47,1,0,GOVTZPPW,0,1477,57427,506256997,2022Q3,eProcure
2024-06-02,45732,424471,MoE,GOV5400b3131f60,GOVFE6DK,66181259,218486,Skill Training 43,GOVVMURH,GOVSK1DM,0,1,GOVBFCRL,1,619,640176785,595458,2018Q3,GeM
2023-04-27,300560,280483,DoPT,GOVc908d4058e21,GOVTA8VH,3607413,348445,Women Empowerment 10,GOV4PXL3,GOVGUDMQ,0,1,GOV14HOP,0,78,40216,540421400,2025Q2,DBT
2025-04-26,418206,270653,MoRD,GOV2fe192a6700f,GOV6ZZAG,48369,10483,Renewable Energy 30,GOV3N8KE,GOVA0FUI,1,1,GOVTSZ74,1,3215,437346,1487390,2021Q1,IFMIS
2020-04-05,46654,401539,MoHFW,GOVa167909cc5cd,GOVFZNSO,1212451,447465,Disaster Relief 47,GOVVG9WV,GOV7JW3V,1,0,GOVDS61K,1,1649,531130664,5900459,2025Q3,CPGRAMS
2023-05-13,27111,448087,MeitY,GOV954b906cde85,GOV3FT1Q,331148827,174141,Rural Roads 23,GOV9DZYT,GOVM98SN,0,1,GOV05UXO,0,1892,6204,588980704,2019Q4,CPGRAMS
2025-06-20,211573,269719,MoE,GOV9c4166b4ab97,GOVXD3WA,897039,398466,Disaster Relief 20,GOV9E2RC,GOVGFSFW,1,0,GOV2ZPQH,0,2010,269989,246411596,2024Q2,PFMS
2024-04-03,337491,400984,MOF,GOV0cd1cbe26431,GOVV0CG4,47004744,240511,Clean Water 38,GOV06F9T,GOVYRQT3,0,0,GOVQIGI2,0,3396,567248738,6651831,2020Q4,CAG
2024-02-07,94248,203912,MNRE,GOVab888c5b481b,GOVZJB86,10688,248328,Clean Water 91,GOVQZT4H,GOVHE76L,1,0,GOVJKS0D,1,958,67633,3416284,2024Q1,DBT
2019-01-11,336609,280842,MOF,GOVec572f4efde7,GOVMJKTS,53357455,104558,Housing Upgrade 47,GOVSBD7G,GOVBNYNP,0,1,GOVDM7U8,0,1625,722423646,89275,2023Q1,IFMIS
2020-07-14,392086,40153,MeitY,GOV072950c785f9,GOVAR2TQ,298989725,267911,Clean Water 30,GOVO98IS,GOVS31MP,0,0,GOVZ0F81,0,3440,4515249,643658899,2019Q4,IFMIS
2025-09-20,17543,185124,MoRD,GOV6622ef3041f7,GOV2XOP9,8722724,74065,Clean Water 35,GOV2A37H,GOVAIGAL,1,0,GOVWX2UT,1,3091,39476,330582524,2025Q2,CPGRAMS
2021-12-21,125146,394025,MoRD,GOV3c101c5b9ca6,GOVSWO9A,421431153,484067,Clean Water 99,GOVQUK90,GOVA1FXS,0,1,GOV883CX,1,14,31189352,601856999,2024Q1,eProcure
2021-11-22,252253,296781,DoPT,GOVc64f214e0acf,GOVO3DN4,82955310,159472,Urban Transit 1,GOVSJ9LU,GOV0MKLO,0,0,GOVNABNJ,0,1240,89527,537350,2022Q2,CAG
2022-01-10,443577,156094,MoHFW,GOV7af6082d6d93,GOV53Q8M,395183,136205,Women Empowerment 60,GOVJIABV,GOVE7SJB,0,0,GOVURDG3,1,3012,579943251,4182247,2018Q4,IFMIS
2020-02-25,484670,266713,MHA,GOV02efdcc47894,GOV4UGO5,710443,293499,Clean Water 77,GOVU1XQU,GOV2TXY1,1,1,GOVO553L,0,3095,44195,418447,2021Q1,eProcure
2018-10-05,39682,76720,MeitY,GOV2240f8aec3a0,GOVMDOL3,375464036,449723,Skill Training 90,GOV8PZ7M,GOV2VA5X,1,0,GOVIH2S9,1,1737,366171713,94562452,2026Q4,eProcure
2025-02-22,329449,365950,MNRE,GOV48810266f58b,GOVLP1O5,717548918,39691,Housing Upgrade 88,GOV0ZHE1,GOV51MI5,0,1,GOVSZMWY,0,3181,647292,50208526,2020Q1,DBT
2020-12-28,12654,441849,MOF,GOVf1672707a775,GOVYFPRF,867372534,52344,Skill Training 8,GOVNGL11,GOV0JFSA,0,0,GOV7OB8X,1,1400,79154205,41818,2019Q3,PFMS
2023-06-01,259025,162974,MeitY,GOV1d606a131582,GOVUMLFA,40948,23516,Farm Support 7,GOV9M992,GOV3U17S,0,1,GOVJ8S89,1,1059,499179,63199,2025Q4,CPGRAMS
2024-11-23,110508,247529,DoPT,GOV1c653bde578c,GOVGL1UX,500148,341337,Renewable Energy 57,GOVZP59M,GOVR8CI8,0,1,GOVLV1VX,0,1308,49043145,4148510,2026Q3,CPGRAMS
2026-02-09,311369,412688,MeitY,GOVf34a71b03eb4,GOV0245M,41772,1690,Renewable Energy 21,GOV00DR5,GOVRT44K,0,0,GOV92HRZ,1,51,215488178,5301399,2020Q3,eProcure
2019-07-11,391482,147373,MoE,GOV7893f46fe7fa,GOVERCE1,614753472,428701,Digital Health 3,GOVBVLJO,GOVC07LM,1,0,GOV8MQ3Z,1,2445,32847501,67416,2026Q1,IFMIS
2020-07-29,46852,123456,MHA,GOV9e2e74ec37c9,GOV714V0,713096,484143,Clean Water 10,GOVIGN6I,GOVU8N9V,0,0,GOVJ8M07,0,3024,4117563,4404712,2020Q1,CPGRAMS
2019-05-21,265134,488672,MoRD,GOVb985ee548102,GOVKDKG9,4853687,185754,Farm Support 35,GOV4ZMHU,GOV7NF4M,0,1,GOVBTHZ9,1,3398,56787,5162361,2018Q2,PFMS
2018-09-20,203356,436709,MoRD,GOV96c5fa9128d8,GOVVYSEQ,498809,401864,Skill Training 56,GOV6KK0E,GOVUOVYD,1,0,GOVYLJV5,1,2209,3794640,541205817,2020Q4,DBT
2020-02-21,484186,465692,MHA,GOV6118446d003d,GOVOO191,4292314,238010,Skill Training 94,GOV0QB3V,GOV79XPC,0,1,GOV94FOC,1,1726,36740626,675611,2024Q2,eProcure
2020-10-03,428547,11897,MoHUA,GOVef972b659b9b,GOV5QD81,573749894,136280,Women Empowerment 59,GOV0CF7P,GOVQYK75,0,0,GOVCF91R,0,749,37544216,6622801,2021Q1,CAG
2024-02-15,134843,11966,MoE,GOV1d961bb6d392,GOVZP3IH,591815,246685,Urban Transit 78,GOVNQOSG,GOVBTADA,0,0,GOVD2J4I,1,1136,50063,3422291,2018Q4,IFMIS
2019-08-09,432380,373270,MoE,GOV595ae6dfc2a5,GOVMUJPY,4037772,223462,Renewable Energy 91,GOVF5KZE,GOV8RGYJ,1,1,GOVINCIM,0,1030,379479440,4430598,2021Q4,DBT
2019-07-02,260561,19344,DoPT,GOV01d3a35271e2,GOVITDDL,3907537,317161,Housing Upgrade 51,GOVWD82T,GOVWHSWJ,1,0,GOVSOJ3S,0,2646,2569174,2842204,2026Q4,IFMIS
2019-10-05,235470,363771,MoHFW,GOVbab327d67f07,GOVZUOTT,33287196,285806,Housing Upgrade 30,GOVO6ODE,GOV6WWUI,1,1,GOV554GA,0,83,625772,41300,2025Q1,DBT
2022-12-07,66399,419409,MoRD,GOV31558852a90c,GOVQD6RA,588254615,136814,Renewable Energy 93,GOV31TJ0,GOVYEWV9,1,0,GOV5QXT0,1,2844,34739770,419683810,2020Q3,IFMIS
2020-09-27,221442,30021,MeitY,GOV8c83abfb3e56,GOVIXHJ3,586226082,315546,Disaster Relief 9,GOVAPKAL,GOV18O8V,0,1,GOV8NLAZ,1,1882,150910,902664,2022Q2,IFMIS
2020-02-10,451264,213893,MoHUA,GOVa67db51ca996,GOV1EH9V,425375418,226975,Women Empowerment 27,GOVYE4BF,GOVD7NXL,0,1,GOVQGA7C,0,1205,7373680,433769325,2025Q4,GeM
2020-06-08,285182,153169,MHA,GOV9460302e0182,GOVGEF3T,512877,342208,Disaster Relief 44,GOVJFHX8,GOVF32KZ,1,0,GOVL4NJN,1,332,689445378,79386,2019Q3,PFMS
2024-07-27,22829,148412,MoHUA,GOVdb67e55ac3fb,GOV610RO,47622022,303740,Women Empowerment 58,GOVAA9G1,GOV46OTQ,1,0,GOVPTCMU,1,295,29970075,185008429,2021Q1,IFMIS
2019-10-22,164313,65775,MeitY,GOV17fb18cb5a1a,GOVEJ5BQ,59662,98450,Rural Roads 92,GOVOQQ3C,GOV7WZUQ,0,0,GOV7KDAF,0,1336,56483000,468406,2025Q3,DBT
2024-07-08,41568,467155,MoE,GOV85c9cdb7220f,GOV25XQV,59657,62503,Renewable Energy 46,GOVHXD0K,GOVDNX2K,1,1,GOV0M9E9,1,3503,6111453,33747,2023Q4,CPGRAMS
2020-08-05,242578,73589,MoHFW,GOVc6d9676f1abe,GOV0VO8E,57449,112495,Clean Water 90,GOV9MEA1,GOVHYHS1,0,1,GOVFVVVT,1,625,497655,350232,2020Q3,eProcure
2019-11-19,300027,82473,MNRE,GOV4233ed5d47d3,GOVYFLBH,858582315,475054,Housing Upgrade 93,GOVGEDGZ,GOVG158P,1,1,GOVYLWDK,0,1587,299807439,1779944,2021Q4,CPGRAMS
2022-04-23,470552,446623,MoRTH,GOV61a093d3fce2,GOVIPGBQ,8441114,217659,Skill Training 21,GOV1D2F7,GOVHTO74,0,0,GOVTLBDG,0,1902,596913,1927607,2018Q3,GeM
2021-12-06,263091,71678,MNRE,GOV6d92cfd2621e,GOVHZN4N,612740924,468801,Farm Support 34,GOVKQE6W,GOVUZGTR,1,0,GOVCF269,1,687,212365,767174854,2025Q4,DBT
2020-01-28,410115,56855,MeitY,GOV1e1f398c300a,GOV8IZ9R,46009,359638,Housing Upgrade 24,GOVNM9BD,GOVXSMVY,0,0,GOVSQ3IA,0,3457,367822,4018957,2020Q1,DBT
2019-10-21,286776,348859,MHA,GOV3b8ce32aeb10,GOVGEYB7,431918,210003,Farm Support 43,GOV8JVJW,GOV9MI9T,1,0,GOVBVB6V,0,2550,844735499,457538,2026Q3,DBT
2023-05-05,212206,359610,MoE,GOVa6f2fd710128,GOVKQ7ZS,16240180,107121,Digital Health 21,GOV3H2UO,GOVHKIQJ,0,0,GOV4P4FE,1,3213,54320,5240501,2020Q3,CAG
2019-03-03,51460,179851,MHA,GOVc3228fd500b7,GOVLDDNY,397664,287119,Rural Roads 44,GOVXJ5PK,GOV3YMO1,1,1,GOVT0NRH,1,45,62728526,92795464,2021Q1,IFMIS
2022-07-20,64840,145728,MoRTH,GOV2a2282c78923,GOVY5DQ4,511972,363464,Urban Transit 22,GOVWNZFR,GOV7YE9X,0,1,GOVN3QSE,0,684,76517,29793,2018Q4,eProcure
2018-05-02,81527,210786,MOF,GOV57ba592332fe,GOVFDSOB,720585,90479,Women Empowerment 45,GOV3ZGTZ,GOVHN9RZ,0,1,GOV7B4YH,1,2018,591565,77564598,2019Q4,GeM
2021-06-21,138933,126407,DoPT,GOVa59635cc67ce,GOV5KI9Y,501304080,422641,Housing Upgrade 17,GOVL77CM,GOVJ082C,0,1,GOV2QUQB,0,132,585835,271643106,2021Q2,eProcure
2022-02-27,291512,284662,MoHUA,GOV0e7b1c52f195,GOVO714Y,661006300,64154,Rural Roads 79,GOV9ZNYK,GOVM7BR7,1,0,GOVIEZUV,0,623,21758,363333039,2018Q1,CPGRAMS
2024-07-12,442739,101474,MoHFW,GOV3f5185e1f813,GOV3WVLW,488673455,463976,Farm Support 11,GOVCQTAN,GOV1N4IV,1,1,GOVF5Z7O,0,2243,55612582,60799,2023Q4,DBT
2023-09-05,164229,72270,MoE,GOVbf7a5db7ae84,GOVF2BYA,492971,340687,Urban Transit 15,GOVPLGI9,GOV80C2R,1,0,GOVYH4XN,0,483,591159578,732241,2024Q2,CPGRAMS
2018-09-25,333755,473441,MOF,GOVedbb955a4a15,GOVKEUKE,357579,51027,Urban Transit 8,GOVUMHRX,GOVLYE76,1,0,GOVJCMS4,0,1039,572968868,35618,2018Q1,PFMS
2019-04-05,47044,419476,MHA,GOVd554322bff50,GOVZ5CF9,7625542,81626,Clean Water 14,GOV9CBJL,GOVH8U2P,0,1,GOVL8DB6,0,575,485472,9208687,2022Q1,PFMS
2024-02-15,362440,416472,MHA,GOVcd485f3faf88,GOVNE0FS,8364750,380758,Women Empowerment 14,GOVSRLB9,GOV3KE4R,0,0,GOV662ZS,1,1563,53695075,66564,2026Q2,CPGRAMS
2019-10-02,287880,180764,DoPT,GOV7cd9dd656a3b,GOVE8H46,37312147,112286,Urban Transit 77,GOV0PZ1I,GOVUE3WW,0,0,GOVY2KW3,1,588,841744173,71031604,2022Q4,DBT
2022-06-28,146970,374834,MNRE,GOV253a3a822c8d,GOVMSAMU,644654,172758,Housing Upgrade 94,GOVB53S4,GOV77EFQ,0,0,GOVPUAVA,0,774,689720492,66846265,2025Q3,DBT
2019-01-05,173972,367831,MHA,GOV6b9863413979,GOVNZD46,5224450,30138,Rural Roads 63,GOVR2GV7,GOVGG2QU,1,0,GOV9QM1Y,1,2259,27824,70228638,2018Q3,GeM
2022-02-02,246966,379157,MoRTH,GOVeca4743cac9f,GOVCKRCK,81074632,328948,Women Empowerment 96,GOVY6KGO,GOV5XIQO,0,1,GOVDLA2U,1,2995,259006,60885,2025Q3,IFMIS
2018-11-22,399847,81516,DoPT,GOV4a0c7bbcbd9e,GOVWIJ48,63316,435355,Skill Training 10,GOV91151,GOV7NWQF,1,1,GOVMTPZ9,0,900,38350,30363,2025Q1,IFMIS
2021-02-16,480015,187868,MNRE,GOV4f557c7c3133,GOVDRW1G,402633294,140694,Urban Transit 15,GOVSAWZ4,GOVKRFAI,0,0,GOV9AYDM,1,1906,4783477,323911932,2025Q1,CAG
2023-06-03,275590,200293,MoRD,GOVcf29166f97ff,GOVJDDZB,3422136,395572,Clean Water 24,GOV6NKX2,GOVD3JEE,0,0,GOVD4K62,1,74,5817947,44304,2026Q2,eProcure
2024-04-29,236517,465020,MoRTH,GOV7785b2b1b0df,GOV7W8SP,640893,423052,Urban Transit 21,GOVUP9ZZ,GOVD7ZTA,0,1,GOVE4O6U,1,101,1094908,73583,2023Q1,IFMIS
