energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_inr,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2024,EFF2024-00679,led,24387.55,30268,282782.21,2192.658,589493.81,2474.958,1.511,1.622,0.665,0.189,0.268,billing_analysis,RPT2024-000679,1,247,63.76,224
2021,EFF2021-00680,solar_rooftop,170854.51,48925,722834.81,4412.716,526226.13,5076.619,1.271,1.161,0.836,0.152,0.139,onsite,RPT2021-000680,1,144,99.09,144
2018,EFF2018-00681,motor,163347.94,45349,654329.19,3648.509,582354.78,5334.093,0.415,0.263,0.657,0.094,0.073,metered_savings,RPT2018-000681,1,371,58.14,123
2024,EFF2024-00682,motor,104126.98,32214,197440.19,3143.342,96770.01,891.413,0.748,1.283,0.762,0.11,0.14,engineering,RPT2024-000682,0,411,56.61,31
2021,EFF2021-00683,hvac,170451.55,33317,484042.55,4449.977,399786.21,5316.561,0.806,1.259,0.62,0.03,0.14,randomized,RPT2021-000683,1,525,66.56,31
2023,EFF2023-00684,insulation,197481.81,16078,218784.91,2679.734,340860.15,800.402,0.294,0.49,0.723,0.222,0.085,randomized,RPT2023-000684,1,239,75.63,104
2018,EFF2018-00685,smart_meter,72683.32,11209,596103.31,1357.036,486707.74,1514.336,1.784,1.936,0.787,0.198,0.283,metered_savings,RPT2018-000685,1,177,31.95,164
2022,EFF2022-00686,led,178733.75,20834,223993.34,473.552,148438.8,678.947,1.239,0.87,0.722,0.167,0.15,engineering,RPT2022-000686,0,611,79.25,12
2024,EFF2024-00687,insulation,107866.94,11892,266140.24,2686.784,190928.54,3004.132,1.838,0.05,0.795,0.221,0.189,onsite,RPT2024-000687,0,648,49.18,13
2019,EFF2019-00688,insulation,222083.17,6934,90242.46,3563.789,360480.09,566.639,1.47,1.5,0.819,0.195,0.091,onsite,RPT2019-000688,1,435,53.28,184
2018,EFF2018-00689,motor,198598.66,6904,188897.03,4119.695,286142.2,1289.526,1.794,1.458,0.918,0.067,0.112,randomized,RPT2018-000689,1,299,53.35,16
2020,EFF2020-00690,insulation,132734.33,15144,564292.75,2025.929,487710.81,4738.315,0.504,1.585,0.73,0.138,0.035,metered_savings,RPT2020-000690,0,209,75.62,66
2024,EFF2024-00691,led,210248.64,1243,298416.95,4186.251,473723.53,1718.058,0.348,1.87,0.857,0.144,0.106,metered_savings,RPT2024-000691,1,381,46.97,239
2019,EFF2019-00692,solar_rooftop,119143.48,25359,26778.15,3227.475,358948.18,175.404,1.023,0.712,0.672,0.052,0.036,randomized,RPT2019-000692,1,612,3.31,230
2022,EFF2022-00693,led,196351.85,35185,654780.29,880.598,219807.22,2468.3,1.338,1.789,0.731,0.114,0.185,engineering,RPT2022-000693,1,577,86.06,2
2024,EFF2024-00694,ag_pump,223766.14,24886,612588.9,3612.617,588275.74,1646.074,1.152,2.28,0.957,0.152,0.122,billing_analysis,RPT2024-000694,1,310,46.89,222
2025,EFF2025-00695,smart_meter,90336.25,14605,762280.18,3457.483,146804.77,3831.852,0.625,0.462,0.831,0.145,0.15,metered_savings,RPT2025-000695,1,483,100.0,180
2018,EFF2018-00696,motor,192351.7,7244,269006.17,2739.697,544273.99,2175.496,1.883,1.611,0.606,0.255,0.134,onsite,RPT2018-000696,1,284,79.19,167
2023,EFF2023-00697,led,172672.49,48527,85480.24,1759.548,384781.34,508.763,1.049,1.822,0.738,0.0,0.173,billing_analysis,RPT2023-000697,1,46,46.12,195
2019,EFF2019-00698,smart_meter,18506.57,40997,498131.54,1785.179,129653.11,4318.953,0.771,0.319,0.712,0.154,0.03,metered_savings,RPT2019-000698,0,275,39.11,58
2024,EFF2024-00699,motor,241176.81,21551,708370.98,1487.878,416488.32,8324.59,1.882,1.109,0.774,0.054,0.064,metered_savings,RPT2024-000699,0,247,58.99,108
2021,EFF2021-00700,motor,60127.54,18350,108652.95,1158.493,309286.28,754.636,0.347,1.155,0.863,0.234,0.051,engineering,RPT2021-000700,1,443,71.73,187
2021,EFF2021-00701,insulation,81947.53,23428,157747.59,3357.226,242075.24,1785.896,0.526,1.771,0.658,0.13,0.107,billing_analysis,RPT2021-000701,0,474,58.13,88
2020,EFF2020-00702,ag_pump,225101.83,19692,764306.09,2722.482,128023.7,8214.581,1.671,1.895,0.774,0.0,0.0,metered_savings,RPT2020-000702,1,122,48.96,17
2024,EFF2024-00703,led,11420.05,15501,342736.81,2011.704,399869.18,1900.759,1.133,1.4,0.807,0.121,0.11,onsite,RPT2024-000703,1,372,78.49,24
2018,EFF2018-00704,building_retrofit,104808.85,10176,282616.02,2564.908,570580.34,2365.344,0.867,1.641,0.619,0.054,0.041,onsite,RPT2018-000704,1,54,32.05,104
2018,EFF2018-00705,hvac,23535.95,20576,777953.23,1832.581,145058.48,1754.105,2.067,0.226,0.98,0.167,0.02,metered_savings,RPT2018-000705,1,534,21.54,149
2021,EFF2021-00706,solar_rooftop,72624.37,49124,480752.82,2557.219,355557.03,5447.631,0.595,0.818,0.756,0.196,0.04,metered_savings,RPT2021-000706,0,485,60.04,112
2021,EFF2021-00707,insulation,20769.9,46309,228772.93,2687.192,67633.4,1639.957,0.681,0.923,0.606,0.099,0.163,billing_analysis,RPT2021-000707,1,527,45.68,116
2018,EFF2018-00708,smart_meter,177379.31,49695,317939.78,1643.324,390917.98,2149.48,1.479,1.277,0.773,0.118,0.165,engineering,RPT2018-000708,0,211,96.18,100
2018,EFF2018-00709,building_retrofit,40495.3,26675,575339.32,1250.533,338893.86,5707.435,0.235,1.161,0.764,0.081,0.096,onsite,RPT2018-000709,0,390,30.05,101
2024,EFF2024-00710,motor,109694.25,34038,435331.24,3556.655,326864.2,982.865,0.637,0.866,0.602,0.207,0.037,onsite,RPT2024-000710,1,576,55.01,15
2021,EFF2021-00711,smart_meter,205294.72,12205,498448.2,1166.176,554466.67,5874.179,1.137,1.182,0.804,0.303,0.097,billing_analysis,RPT2021-000711,0,480,73.26,90
2024,EFF2024-00712,building_retrofit,1269.28,35740,232812.96,483.617,485746.41,1821.447,1.705,0.739,0.775,0.16,0.072,randomized,RPT2024-000712,1,362,39.19,117
2022,EFF2022-00713,smart_meter,208086.36,23980,113077.19,758.751,163092.74,591.037,1.408,1.167,0.98,0.044,0.023,engineering,RPT2022-000713,1,542,42.72,106
2021,EFF2021-00714,solar_rooftop,62689.42,41570,502861.71,197.482,495328.03,1279.072,0.882,0.308,0.884,0.175,0.156,engineering,RPT2021-000714,0,495,61.73,126
2019,EFF2019-00715,building_retrofit,207760.55,32127,488629.68,4420.039,290718.73,1313.409,1.899,0.395,0.948,0.161,0.208,billing_analysis,RPT2019-000715,0,611,54.72,71
2021,EFF2021-00716,ag_pump,75553.92,35327,145328.9,3883.925,337614.25,1294.339,0.796,1.496,0.724,0.195,0.022,randomized,RPT2021-000716,1,612,55.04,98
2023,EFF2023-00717,solar_rooftop,211021.6,1729,576456.78,2184.795,459439.46,2088.632,0.735,1.182,0.695,0.115,0.015,metered_savings,RPT2023-000717,0,490,77.99,8
2024,EFF2024-00718,ag_pump,24393.27,16192,567839.85,1959.241,592579.61,3750.128,0.1,1.612,0.789,0.106,0.271,billing_analysis,RPT2024-000718,1,374,63.42,128
2021,EFF2021-00719,building_retrofit,223215.62,35991,721308.99,114.949,80700.68,3631.09,0.412,2.065,0.643,0.141,0.0,metered_savings,RPT2021-000719,0,426,86.06,115
2018,EFF2018-00720,building_retrofit,16322.52,2184,796360.31,2343.35,568748.7,3651.325,0.657,1.045,0.952,0.145,0.178,metered_savings,RPT2018-000720,0,639,72.81,100
2025,EFF2025-00721,motor,15066.22,39224,348022.7,482.808,114314.33,2709.183,0.675,1.025,0.98,0.113,0.065,onsite,RPT2025-000721,0,638,57.73,54
2020,EFF2020-00722,smart_meter,128517.68,28007,200515.51,2713.075,272666.77,1171.09,1.247,0.659,0.823,0.118,0.147,metered_savings,RPT2020-000722,1,238,61.95,122
2024,EFF2024-00723,building_retrofit,30356.58,8467,93805.95,1156.075,44261.65,902.178,1.257,1.259,0.595,0.0,0.07,metered_savings,RPT2024-000723,1,510,68.36,61
2024,EFF2024-00724,smart_meter,21917.88,15295,596903.1,3869.602,585835.33,4011.85,1.508,0.882,0.801,0.084,0.081,onsite,RPT2024-000724,0,536,59.85,126
2019,EFF2019-00725,insulation,26856.49,16496,107215.29,3442.159,310645.11,308.218,1.627,0.881,0.921,0.236,0.049,engineering,RPT2019-000725,0,431,40.28,105
2025,EFF2025-00726,insulation,21676.65,45948,516773.07,817.186,86442.89,5972.141,1.236,1.593,0.795,0.18,0.02,metered_savings,RPT2025-000726,0,298,39.12,116
2021,EFF2021-00727,insulation,65673.18,15817,26057.78,994.443,197103.89,106.052,0.405,0.411,0.525,0.119,0.148,onsite,RPT2021-000727,0,517,42.5,89
2019,EFF2019-00728,insulation,206645.9,43851,576589.49,3570.433,106079.57,5867.493,1.682,1.03,0.98,0.191,0.032,randomized,RPT2019-000728,1,630,27.31,86
2020,EFF2020-00729,solar_rooftop,67975.51,7728,391614.32,70.132,467919.79,2583.249,1.718,1.427,0.873,0.074,0.078,billing_analysis,RPT2020-000729,1,526,43.04,167
2019,EFF2019-00730,insulation,244599.24,46769,725036.56,2159.575,382800.43,1851.163,1.243,1.675,0.639,0.147,0.142,engineering,RPT2019-000730,0,576,70.22,156
2023,EFF2023-00731,building_retrofit,213645.68,43022,400304.02,601.427,313187.26,3492.737,0.504,1.459,0.458,0.259,0.018,engineering,RPT2023-000731,0,188,71.77,187
2024,EFF2024-00732,motor,220459.44,35826,587519.98,96.444,476276.26,6874.733,0.925,0.606,0.59,0.047,0.062,randomized,RPT2024-000732,1,265,62.68,177
2019,EFF2019-00733,insulation,92017.73,17498,778730.47,1603.179,205595.58,3505.975,1.422,0.892,0.702,0.08,0.0,onsite,RPT2019-000733,1,615,58.18,239
2020,EFF2020-00734,solar_rooftop,245574.34,38666,228641.32,2772.953,78415.29,1642.674,2.611,0.087,0.949,0.31,0.0,randomized,RPT2020-000734,0,467,49.1,205
2018,EFF2018-00735,building_retrofit,31250.9,3633,253652.94,641.579,473158.84,1503.772,0.7,1.756,0.799,0.05,0.0,randomized,RPT2018-000735,0,195,48.03,95
2022,EFF2022-00736,ag_pump,247349.22,5709,630181.03,1104.068,554808.41,4597.042,0.507,1.996,0.775,0.112,0.141,engineering,RPT2022-000736,0,393,83.45,83
2021,EFF2021-00737,led,100666.96,17879,4923.25,1478.553,269445.59,13.512,1.12,0.627,0.713,0.17,0.209,randomized,RPT2021-000737,0,446,68.48,134
2024,EFF2024-00738,smart_meter,62549.49,19107,454038.08,2576.116,123179.45,3014.67,0.807,0.898,0.752,0.089,0.121,engineering,RPT2024-000738,0,34,38.47,167
2018,EFF2018-00739,insulation,142346.26,15742,379198.1,3476.252,565264.75,3587.923,1.164,2.079,0.637,0.148,0.015,randomized,RPT2018-000739,0,153,74.3,5
2019,EFF2019-00740,solar_rooftop,165034.74,29944,390698.04,3483.697,313197.13,1930.481,0.688,1.186,0.907,0.22,0.123,metered_savings,RPT2019-000740,0,216,53.34,219
2025,EFF2025-00741,motor,94474.87,8181,134519.61,1306.667,400807.32,1044.647,1.48,2.804,0.72,0.086,0.11,engineering,RPT2025-000741,0,363,85.91,133
2025,EFF2025-00742,motor,187433.54,42917,112385.17,3992.351,383934.22,845.774,0.967,1.134,0.681,0.072,0.022,metered_savings,RPT2025-000742,0,638,17.42,8
2024,EFF2024-00743,ag_pump,203791.07,21190,631544.98,1748.699,342042.44,5630.903,1.053,1.962,0.815,0.133,0.109,onsite,RPT2024-000743,1,436,55.66,5
2024,EFF2024-00744,solar_rooftop,216779.05,44266,156474.36,1897.132,433981.95,1746.889,0.98,0.884,0.795,0.173,0.109,engineering,RPT2024-000744,0,535,44.95,157
2020,EFF2020-00745,motor,48853.15,28347,128529.58,4258.96,225047.01,415.359,0.573,2.125,0.757,0.252,0.173,engineering,RPT2020-000745,1,188,46.71,199
2018,EFF2018-00746,smart_meter,154768.89,17501,191100.05,2639.387,410272.88,2074.936,1.253,2.001,0.73,0.052,0.034,onsite,RPT2018-000746,0,457,69.94,122
2023,EFF2023-00747,solar_rooftop,27841.83,40556,238589.97,1255.3,543678.71,1527.552,0.449,1.072,0.939,0.091,0.154,metered_savings,RPT2023-000747,0,458,90.66,169
2025,EFF2025-00748,building_retrofit,70730.96,25534,492672.13,2147.619,145883.82,1382.561,0.1,0.604,0.86,0.029,0.157,billing_analysis,RPT2025-000748,0,406,43.54,182
2019,EFF2019-00749,led,104082.19,11787,680954.91,2670.369,437868.34,5800.856,0.679,0.21,0.935,0.198,0.171,metered_savings,RPT2019-000749,1,471,29.44,52
2022,EFF2022-00750,smart_meter,179399.75,49365,669956.59,1755.508,443074.04,4801.395,0.1,0.909,0.902,0.267,0.114,engineering,RPT2022-000750,1,30,43.78,36
2019,EFF2019-00751,led,213402.74,1425,478512.54,4111.619,52245.44,4339.127,1.88,0.832,0.789,0.081,0.071,metered_savings,RPT2019-000751,1,392,41.51,106
2020,EFF2020-00752,motor,7731.1,47060,49489.24,2664.74,568517.33,226.473,0.722,0.209,0.78,0.138,0.08,onsite,RPT2020-000752,0,279,33.9,111
2022,EFF2022-00753,building_retrofit,174689.3,25653,186492.39,1840.133,335884.83,1996.994,1.755,1.909,0.823,0.258,0.114,randomized,RPT2022-000753,1,392,42.1,234
2024,EFF2024-00754,hvac,127346.46,32319,499392.34,2038.349,451405.49,5907.084,0.395,2.096,0.488,0.278,0.129,billing_analysis,RPT2024-000754,1,547,59.99,206
2025,EFF2025-00755,hvac,229779.73,48666,584944.35,1413.827,407310.05,7016.361,0.651,1.16,0.74,0.129,0.064,metered_savings,RPT2025-000755,0,11,56.83,60
2021,EFF2021-00756,solar_rooftop,220378.28,18523,688840.78,392.539,128373.56,4369.946,0.286,0.326,0.775,0.064,0.0,randomized,RPT2021-000756,0,104,56.9,134
2024,EFF2024-00757,solar_rooftop,50099.48,43333,709787.52,3372.842,14571.03,2691.306,2.115,1.857,0.859,0.186,0.061,metered_savings,RPT2024-000757,1,386,58.8,225
2023,EFF2023-00758,insulation,7646.3,33342,776963.22,3055.116,30703.47,5272.85,1.353,0.793,0.763,0.16,0.088,metered_savings,RPT2023-000758,1,601,49.43,100
2018,EFF2018-00759,smart_meter,211908.76,49616,318539.71,1189.374,283792.05,765.344,1.148,1.343,0.98,0.144,0.038,randomized,RPT2018-000759,1,197,46.18,171
2019,EFF2019-00760,solar_rooftop,120819.79,280,768722.92,3293.324,188352.97,6370.347,1.219,1.048,0.565,0.153,0.064,randomized,RPT2019-000760,0,333,42.56,175
2021,EFF2021-00761,smart_meter,138555.84,25705,253860.69,3549.949,419702.75,2748.488,0.72,0.405,0.57,0.18,0.036,metered_savings,RPT2021-000761,0,557,43.47,193
2021,EFF2021-00762,hvac,193398.33,45678,616268.7,2703.075,406702.42,3438.957,1.543,0.525,0.75,0.212,0.116,metered_savings,RPT2021-000762,0,172,57.1,193
2021,EFF2021-00763,solar_rooftop,247691.11,11714,543298.91,3167.096,384000.43,2083.104,1.782,0.583,0.699,0.266,0.078,metered_savings,RPT2021-000763,1,319,62.07,208
2023,EFF2023-00764,solar_rooftop,99084.17,49532,37176.97,2372.566,246769.41,345.461,1.241,0.543,0.879,0.099,0.1,billing_analysis,RPT2023-000764,0,624,50.82,218
2024,EFF2024-00765,solar_rooftop,197659.72,1463,444444.94,4046.239,9564.02,5065.755,1.15,0.946,0.587,0.088,0.115,metered_savings,RPT2024-000765,1,154,61.82,135
2020,EFF2020-00766,motor,4160.78,37480,719404.48,308.994,45055.49,2459.099,0.939,0.813,0.822,0.129,0.052,billing_analysis,RPT2020-000766,1,460,61.09,35
2022,EFF2022-00767,ag_pump,134597.6,49833,30145.46,424.884,310047.51,174.891,1.228,1.921,0.904,0.149,0.106,onsite,RPT2022-000767,0,478,62.81,45
2020,EFF2020-00768,smart_meter,39358.68,42244,6394.64,3168.544,328227.65,34.969,1.036,1.051,0.655,0.122,0.242,onsite,RPT2020-000768,0,486,56.58,68
2024,EFF2024-00769,smart_meter,34744.34,21892,61854.73,785.03,20587.8,479.759,0.771,0.491,0.816,0.107,0.07,randomized,RPT2024-000769,0,240,86.46,195
2020,EFF2020-00770,led,244345.61,16247,322787.93,2807.371,512333.65,3287.317,1.499,0.811,0.786,0.051,0.096,onsite,RPT2020-000770,0,18,36.9,121
2020,EFF2020-00771,smart_meter,134529.48,29167,325752.23,3597.197,317228.69,2737.799,2.203,0.46,0.959,0.062,0.09,onsite,RPT2020-000771,1,150,72.94,48
2023,EFF2023-00772,smart_meter,145472.04,9324,754954.4,2322.798,82734.39,7494.638,0.906,1.443,0.801,0.025,0.106,engineering,RPT2023-000772,0,518,90.52,145
2019,EFF2019-00773,motor,72660.58,24474,66195.21,2219.459,311154.24,777.095,2.365,0.523,0.701,0.111,0.135,onsite,RPT2019-000773,1,185,77.52,30
2025,EFF2025-00774,smart_meter,160551.32,47559,235417.82,4458.417,587919.39,782.285,1.282,2.402,0.874,0.223,0.0,metered_savings,RPT2025-000774,0,10,98.25,140
2023,EFF2023-00775,hvac,66340.22,30272,36294.13,2790.993,98521.25,128.642,1.045,0.553,0.645,0.067,0.197,randomized,RPT2023-000775,0,107,34.7,113
2023,EFF2023-00776,ag_pump,179114.34,10625,124740.07,4358.992,543496.62,852.189,1.114,0.209,0.795,0.036,0.068,metered_savings,RPT2023-000776,0,233,39.74,131
2019,EFF2019-00777,building_retrofit,20317.72,21631,484623.4,2156.26,35167.77,4440.624,1.23,1.116,0.677,0.107,0.082,randomized,RPT2019-000777,1,263,45.93,71
2025,EFF2025-00778,ag_pump,178762.83,41522,734123.18,4393.151,544345.89,6056.478,2.113,0.67,0.671,0.117,0.0,engineering,RPT2025-000778,0,43,39.96,81
2018,EFF2018-00779,solar_rooftop,25040.36,43934,659184.01,70.336,131391.88,6145.119,0.869,1.314,0.749,0.115,0.073,engineering,RPT2018-000779,1,78,50.13,218
2025,EFF2025-00780,hvac,133896.61,12385,264485.15,852.693,277240.51,1529.922,1.008,1.029,0.744,0.183,0.214,metered_savings,RPT2025-000780,0,237,50.49,169
2019,EFF2019-00781,led,247081.94,20863,396664.9,717.755,482395.53,4203.676,2.037,0.919,0.815,0.067,0.0,metered_savings,RPT2019-000781,1,512,50.09,88
2021,EFF2021-00782,ag_pump,53240.87,27754,405864.56,3080.792,526652.99,4514.77,0.678,2.221,0.658,0.165,0.013,metered_savings,RPT2021-000782,0,275,59.22,233
2020,EFF2020-00783,led,188491.48,48304,555544.44,138.439,569799.56,2174.42,0.693,1.693,0.819,0.188,0.176,randomized,RPT2020-000783,0,531,47.77,225
2021,EFF2021-00784,building_retrofit,90938.44,30066,85300.05,441.889,84964.64,316.592,1.591,0.05,0.692,0.204,0.164,billing_analysis,RPT2021-000784,0,288,63.82,182
2020,EFF2020-00785,insulation,207940.14,13209,39216.92,425.084,66699.46,329.641,0.498,1.648,0.566,0.124,0.158,billing_analysis,RPT2020-000785,0,543,66.95,3
2021,EFF2021-00786,led,229060.92,19358,362448.88,3048.829,407015.04,842.386,0.854,0.251,0.826,0.095,0.152,randomized,RPT2021-000786,1,626,63.04,16
2024,EFF2024-00787,insulation,58186.76,13780,21592.5,4328.149,363002.53,252.554,2.788,0.645,0.657,0.115,0.166,randomized,RPT2024-000787,1,475,34.88,97
2019,EFF2019-00788,motor,65611.47,24847,303551.36,488.395,38528.23,1083.32,1.311,0.989,0.705,0.218,0.02,onsite,RPT2019-000788,1,77,52.35,133
2024,EFF2024-00789,led,127597.72,14139,457213.1,4112.816,193752.82,1600.412,0.1,1.743,0.756,0.079,0.038,billing_analysis,RPT2024-000789,1,594,61.4,107
2021,EFF2021-00790,solar_rooftop,200307.07,19536,145873.95,2075.934,396424.55,397.327,0.55,2.144,0.773,0.242,0.124,onsite,RPT2021-000790,0,528,64.59,100
2022,EFF2022-00791,led,18837.89,4876,460468.46,1576.757,86863.84,2278.887,0.775,0.648,0.865,0.219,0.087,metered_savings,RPT2022-000791,0,250,52.81,178
2022,EFF2022-00792,building_retrofit,53214.16,22630,419210.26,2956.208,48490.01,3859.689,0.685,1.029,0.69,0.0,0.043,billing_analysis,RPT2022-000792,0,6,61.24,186
2018,EFF2018-00793,led,58760.8,33534,432433.7,1564.715,172877.15,3736.094,0.772,0.645,0.674,0.138,0.154,onsite,RPT2018-000793,1,427,45.1,225
2023,EFF2023-00794,building_retrofit,76269.95,12328,559094.45,4288.663,228465.9,5334.895,0.697,1.76,0.98,0.236,0.244,randomized,RPT2023-000794,1,177,88.71,88
2021,EFF2021-00795,insulation,69830.11,38125,334986.29,1120.94,5572.01,2013.7,0.959,0.716,0.841,0.217,0.096,billing_analysis,RPT2021-000795,0,641,43.06,167
2018,EFF2018-00796,smart_meter,59513.04,8223,634243.07,1023.467,590726.85,2590.937,2.382,0.05,0.634,0.052,0.137,onsite,RPT2018-000796,0,435,31.82,15
2022,EFF2022-00797,smart_meter,40630.31,24915,588314.22,2729.805,334235.27,4750.479,0.975,0.05,0.813,0.094,0.009,randomized,RPT2022-000797,1,581,81.27,33
2018,EFF2018-00798,hvac,139421.68,13646,125047.12,2198.565,470806.06,1431.557,2.005,1.099,0.789,0.137,0.131,metered_savings,RPT2018-000798,1,154,20.13,75
2025,EFF2025-00799,hvac,192127.19,32477,364605.57,1968.948,10772.44,3729.741,1.676,1.481,0.832,0.199,0.052,billing_analysis,RPT2025-000799,1,89,72.03,23
2019,EFF2019-00800,building_retrofit,15608.91,46735,441380.2,3661.223,279752.45,5222.611,1.305,0.603,0.86,0.002,0.181,billing_analysis,RPT2019-000800,1,362,18.03,237
2021,EFF2021-00801,motor,189635.39,42891,21195.25,2023.557,37628.92,187.273,1.336,0.171,0.83,0.094,0.12,engineering,RPT2021-000801,1,553,18.71,139
2020,EFF2020-00802,insulation,6010.88,16101,577687.28,1645.025,132011.63,5888.57,0.97,1.017,0.792,0.098,0.143,metered_savings,RPT2020-000802,1,615,34.37,111
2024,EFF2024-00803,insulation,241346.76,36050,437685.19,3655.932,408170.08,1223.21,0.707,2.448,0.794,0.085,0.0,onsite,RPT2024-000803,1,377,93.84,38
2018,EFF2018-00804,solar_rooftop,82226.31,35785,358596.02,1194.964,470507.05,2205.731,2.145,0.184,0.735,0.201,0.113,engineering,RPT2018-000804,1,557,36.41,18
2021,EFF2021-00805,building_retrofit,96681.33,4170,366751.47,602.393,209745.45,1226.649,1.156,0.66,0.702,0.069,0.0,metered_savings,RPT2021-000805,0,608,69.5,191
2021,EFF2021-00806,hvac,241536.64,43378,760262.9,3577.501,257699.61,4038.408,1.027,0.767,0.781,0.154,0.118,billing_analysis,RPT2021-000806,0,68,83.24,55
2018,EFF2018-00807,hvac,100137.98,49495,349346.47,3983.093,580940.21,2279.073,1.347,0.174,0.724,0.196,0.075,metered_savings,RPT2018-000807,1,281,53.38,43
2022,EFF2022-00808,hvac,93645.16,22728,720567.5,2349.029,14092.09,7344.832,0.886,0.381,0.677,0.083,0.098,metered_savings,RPT2022-000808,1,382,67.45,238
2018,EFF2018-00809,smart_meter,192255.1,33251,432507.46,66.301,472794.16,3023.821,0.1,0.933,0.633,0.16,0.101,engineering,RPT2018-000809,1,418,59.71,59
2025,EFF2025-00810,motor,34290.49,10940,645662.96,3344.673,176574.02,1840.008,1.48,0.398,0.885,0.192,0.069,engineering,RPT2025-000810,1,398,42.79,119
2022,EFF2022-00811,smart_meter,32195.5,47127,286700.33,4232.473,202831.89,1785.889,1.677,1.437,0.622,0.051,0.045,engineering,RPT2022-000811,1,231,52.78,116
2024,EFF2024-00812,ag_pump,138841.86,19811,102867.11,435.823,274926.78,321.47,0.876,0.161,0.821,0.05,0.0,randomized,RPT2024-000812,1,480,34.35,66
2018,EFF2018-00813,smart_meter,67678.27,20306,241322.51,3932.889,476156.26,785.461,1.306,1.568,0.98,0.11,0.117,randomized,RPT2018-000813,1,570,58.98,91
2025,EFF2025-00814,ag_pump,142913.6,33290,686672.52,3920.948,479506.3,7834.255,1.601,0.311,0.832,0.23,0.0,metered_savings,RPT2025-000814,0,553,63.41,218
2018,EFF2018-00815,solar_rooftop,85380.01,39725,426144.32,3060.915,479626.96,5023.991,1.252,0.999,0.736,0.195,0.062,onsite,RPT2018-000815,0,14,46.3,158
2019,EFF2019-00816,motor,102843.7,13563,624380.52,2070.461,514332.56,1590.722,1.701,1.449,0.672,0.099,0.024,onsite,RPT2019-000816,0,319,58.82,16
2024,EFF2024-00817,smart_meter,168150.85,45642,300096.03,1759.153,493167.84,1234.021,2.381,1.447,0.667,0.007,0.199,billing_analysis,RPT2024-000817,0,297,22.34,186
2024,EFF2024-00818,motor,134045.61,42480,64277.14,3727.574,126458.59,129.002,0.95,1.411,0.857,0.32,0.076,engineering,RPT2024-000818,0,497,33.1,239
