safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_social_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE003,HH000000602,0,10,1,0,0,0,TOO_MINOR,9,0.4839,0.6398,0.4721,0.6917,RARELY,NEVER,6,0.6351,WEB,2.367871
WAVE004,HH000000603,1,1,0,0,0,0,TOO_MINOR,2,0.9111,0.1714,0.5256,0.8314,NEVER,NEVER,6,0.4036,PHONE,2.791451
WAVE005,HH000000604,8,5,1,0,0,0,TOO_MINOR,2,0.5158,0.4764,0.2922,0.6574,NEVER,RARELY,9,0.6687,WEB,2.817701
WAVE006,HH000000605,9,10,1,0,0,1,TOO_MINOR,9,0.4791,0.4382,0.9945,0.6096,RARELY,SOMETIMES,0,0.8604,WEB,0.728456
WAVE007,HH000000606,8,6,0,0,0,1,NOT_APPLICABLE,0,0.9875,0.5476,0.9684,0.6227,SOMETIMES,OFTEN,2,0.5821,PHONE,0.321465
WAVE008,HH000000607,2,0,1,1,0,1,NOT_APPLICABLE,2,0.6627,0.6209,0.8041,0.2428,SOMETIMES,NEVER,4,0.8427,WEB,2.46725
WAVE009,HH000000608,4,3,1,1,0,0,TOO_MINOR,1,0.2135,0.7856,0.2403,0.1181,NEVER,RARELY,6,0.8392,MAIL,1.01697
WAVE010,HH000000609,0,2,0,0,0,1,TOO_MINOR,2,0.5448,0.2861,0.8637,0.9363,NEVER,NEVER,5,0.1002,WEB,2.332972
WAVE011,HH000000610,7,0,0,0,0,0,TOO_MINOR,1,0.4563,0.5621,0.6307,0.6763,RARELY,RARELY,6,0.2407,MAIL,1.534569
WAVE012,HH000000611,7,1,0,0,0,0,NOT_APPLICABLE,2,0.1449,0.0106,0.9065,0.094,RARELY,RARELY,10,0.5722,IN_PERSON,0.379605
WAVE013,HH000000612,2,10,0,0,0,0,TOO_MINOR,3,0.4619,0.1621,0.6871,0.6036,RARELY,RARELY,4,0.3188,PHONE,2.076808
WAVE014,HH000000613,8,8,1,0,1,0,NOT_APPLICABLE,0,0.1288,0.1918,0.432,0.0992,RARELY,RARELY,6,0.8198,MAIL,2.439887
WAVE015,HH000000614,1,3,0,0,0,1,NOT_APPLICABLE,5,0.983,0.9505,0.0242,0.6027,SOMETIMES,NEVER,4,0.5161,WEB,1.13999
WAVE016,HH000000615,3,10,1,0,0,1,NO_TIME,2,0.7586,0.5942,0.9,0.104,NEVER,RARELY,2,0.2451,MAIL,2.706126
WAVE017,HH000000616,8,8,0,0,0,0,NOT_APPLICABLE,7,0.2233,0.9707,0.6809,0.1127,OFTEN,NEVER,9,0.1296,MAIL,1.683384
WAVE018,HH000000617,9,10,1,1,0,1,NO_TRUST,8,0.4061,0.0621,0.4829,0.2591,SOMETIMES,SOMETIMES,6,0.6525,MAIL,2.703705
WAVE019,HH000000618,1,8,0,0,0,0,TOO_MINOR,10,0.5889,0.7174,0.0763,0.318,NEVER,SOMETIMES,6,0.8451,WEB,1.823306
WAVE020,HH000000619,9,4,1,0,1,0,NOT_APPLICABLE,10,0.5185,0.8579,0.2112,0.5546,NEVER,NEVER,3,0.5974,WEB,0.470722
WAVE021,HH000000620,5,8,0,0,0,0,NOT_APPLICABLE,5,0.9045,0.8616,0.0815,0.8469,NEVER,SOMETIMES,7,0.9815,IN_PERSON,1.735393
WAVE022,HH000000621,9,4,0,0,0,1,NOT_APPLICABLE,2,0.789,0.2727,0.1728,0.0932,OFTEN,RARELY,10,0.1503,WEB,2.290891
WAVE023,HH000000622,5,8,1,0,0,1,NOT_APPLICABLE,7,0.5158,0.2513,0.2284,0.6474,NEVER,SOMETIMES,1,0.5244,PHONE,1.023158
WAVE024,HH000000623,8,3,1,0,1,1,NO_TRUST,8,0.6122,0.2739,0.0715,0.5292,NEVER,NEVER,10,0.3935,IN_PERSON,0.889987
WAVE025,HH000000624,3,0,0,1,0,1,NOT_APPLICABLE,2,0.5842,0.4149,0.3723,0.4611,OFTEN,SOMETIMES,2,0.8942,MAIL,2.860242
WAVE026,HH000000625,6,0,0,0,0,1,NOT_APPLICABLE,2,0.0198,0.8857,0.0615,0.5949,SOMETIMES,RARELY,3,0.0602,WEB,1.947378
WAVE027,HH000000626,2,4,1,0,0,0,TOO_MINOR,10,0.2447,0.9701,0.8281,0.7849,OFTEN,NEVER,8,0.8104,PHONE,2.011684
WAVE028,HH000000627,9,8,0,0,0,0,NO_TRUST,3,0.1668,0.7557,0.2613,0.0193,NEVER,NEVER,0,0.1177,PHONE,2.519329
WAVE029,HH000000628,8,10,0,1,0,1,NOT_APPLICABLE,6,0.6348,0.3498,0.3515,0.6099,NEVER,NEVER,8,0.6955,PHONE,0.61434
WAVE030,HH000000629,4,5,0,0,0,0,NOT_APPLICABLE,3,0.9176,0.0445,0.1034,0.0831,NEVER,RARELY,3,0.5707,WEB,1.928459
WAVE031,HH000000630,2,0,0,1,0,0,NOT_APPLICABLE,6,0.0296,0.3007,0.9951,0.963,NEVER,SOMETIMES,4,0.8755,MAIL,1.219332
WAVE032,HH000000631,7,4,0,0,0,1,NOT_APPLICABLE,3,0.4914,0.2316,0.9708,0.4475,NEVER,RARELY,3,0.6636,WEB,2.196748
WAVE033,HH000000632,8,8,0,0,0,0,NO_TIME,8,0.7187,0.886,0.0571,0.1729,RARELY,OFTEN,9,0.4645,PHONE,2.972034
WAVE034,HH000000633,9,0,0,0,1,1,TOO_MINOR,5,0.9219,0.8549,0.1213,0.7526,NEVER,OFTEN,4,0.8242,WEB,2.088482
WAVE035,HH000000634,2,2,0,1,0,0,FEAR_RETALIATION,10,0.808,0.1265,0.7874,0.9093,NEVER,NEVER,4,0.1122,PHONE,2.044753
WAVE036,HH000000635,5,5,0,0,0,1,NOT_APPLICABLE,6,0.4962,0.6715,0.2215,0.7004,RARELY,NEVER,4,0.7108,PHONE,0.384721
WAVE037,HH000000636,7,0,0,0,0,1,NOT_APPLICABLE,3,0.913,0.917,0.4572,0.5653,RARELY,NEVER,10,0.9782,PHONE,1.649657
WAVE038,HH000000637,4,1,0,0,0,1,NOT_APPLICABLE,5,0.4658,0.9497,0.9069,0.1891,RARELY,SOMETIMES,8,0.2005,WEB,1.587426
WAVE039,HH000000638,1,7,1,0,0,1,TOO_MINOR,7,0.1457,0.3407,0.6581,0.3079,OFTEN,RARELY,7,0.1248,WEB,1.386984
WAVE040,HH000000639,5,6,0,0,0,0,FEAR_RETALIATION,10,0.9089,0.7567,0.9091,0.9912,SOMETIMES,NEVER,2,0.9091,PHONE,0.340269
WAVE001,HH000000640,0,3,0,0,0,1,NO_TRUST,4,0.9221,0.4534,0.1685,0.1169,NEVER,RARELY,5,0.0104,MAIL,0.894953
WAVE002,HH000000641,8,4,1,0,0,0,NOT_APPLICABLE,8,0.8836,0.5494,0.2441,0.7663,NEVER,NEVER,1,0.5894,PHONE,1.551572
WAVE003,HH000000642,1,10,0,0,0,1,NOT_APPLICABLE,8,0.4093,0.1009,0.6184,0.2321,SOMETIMES,NEVER,1,0.5982,IN_PERSON,0.537699
WAVE004,HH000000643,6,0,0,0,0,1,NO_TIME,8,0.3262,0.6158,0.0737,0.7165,NEVER,SOMETIMES,10,0.4415,WEB,0.909115
WAVE005,HH000000644,3,3,1,0,0,0,NOT_APPLICABLE,4,0.4901,0.0188,0.823,0.7262,NEVER,NEVER,4,0.1184,WEB,2.049657
WAVE006,HH000000645,7,2,1,0,0,0,NOT_APPLICABLE,7,0.2811,0.316,0.5332,0.6545,RARELY,SOMETIMES,5,0.2281,WEB,0.899234
WAVE007,HH000000646,0,8,0,0,0,1,NOT_APPLICABLE,4,0.1421,0.0274,0.8623,0.6018,NEVER,RARELY,2,0.0239,WEB,1.693397
WAVE008,HH000000647,4,3,0,0,0,0,NOT_APPLICABLE,9,0.2276,0.6554,0.6353,0.8044,NEVER,RARELY,0,0.307,WEB,2.450853
WAVE009,HH000000648,9,6,0,0,0,0,NOT_APPLICABLE,1,0.0227,0.6888,0.0671,0.2677,SOMETIMES,RARELY,7,0.4103,WEB,1.590458
WAVE010,HH000000649,2,10,1,0,0,0,NO_TIME,4,0.9825,0.0092,0.704,0.6022,NEVER,SOMETIMES,3,0.1916,PHONE,1.520409
WAVE011,HH000000650,7,0,0,0,0,0,NOT_APPLICABLE,6,0.8519,0.946,0.7745,0.7041,NEVER,NEVER,1,0.9387,MAIL,2.901987
WAVE012,HH000000651,8,1,0,0,0,0,NOT_APPLICABLE,10,0.4121,0.5925,0.5682,0.9515,NEVER,NEVER,7,0.0694,PHONE,2.997077
WAVE013,HH000000652,5,2,0,0,0,0,NOT_APPLICABLE,8,0.4673,0.1521,0.2396,0.0841,SOMETIMES,NEVER,10,0.7951,WEB,2.59343
WAVE014,HH000000653,1,0,0,0,0,0,NOT_APPLICABLE,10,0.4791,0.6676,0.9485,0.4867,SOMETIMES,NEVER,8,0.6613,MAIL,2.456721
WAVE015,HH000000654,4,4,0,0,1,0,NOT_APPLICABLE,1,0.3369,0.8373,0.5046,0.596,SOMETIMES,OFTEN,6,0.929,PHONE,2.963531
WAVE016,HH000000655,5,7,0,0,1,0,NOT_APPLICABLE,10,0.506,0.788,0.1739,0.6309,NEVER,SOMETIMES,4,0.0583,WEB,1.764948
WAVE017,HH000000656,5,6,1,0,0,0,NOT_APPLICABLE,4,0.9807,0.3217,0.6209,0.4942,NEVER,OFTEN,9,0.0933,WEB,2.282513
WAVE018,HH000000657,9,1,0,0,0,0,NOT_APPLICABLE,0,0.8836,0.571,0.8466,0.0046,SOMETIMES,NEVER,8,0.286,PHONE,0.322954
WAVE019,HH000000658,4,7,0,0,0,1,TOO_MINOR,4,0.2369,0.1918,0.1583,0.8817,NEVER,NEVER,7,0.9619,PHONE,1.099055
WAVE020,HH000000659,3,2,1,1,0,1,NO_TRUST,10,0.9225,0.4576,0.3581,0.6094,NEVER,NEVER,6,0.8928,MAIL,1.950798
WAVE021,HH000000660,9,6,1,0,1,0,TOO_MINOR,1,0.9061,0.2967,0.2877,0.8792,SOMETIMES,NEVER,1,0.985,PHONE,2.050245
WAVE022,HH000000661,7,4,1,0,0,1,NOT_APPLICABLE,3,0.6915,0.5192,0.5265,0.1127,NEVER,RARELY,6,0.4384,WEB,2.185499
WAVE023,HH000000662,2,6,0,1,0,0,TOO_MINOR,10,0.9256,0.3159,0.4868,0.0352,NEVER,NEVER,1,0.2095,WEB,2.730462
WAVE024,HH000000663,6,0,0,0,0,0,TOO_MINOR,4,0.1479,0.2575,0.3513,0.5576,RARELY,RARELY,8,0.7767,WEB,0.822056
WAVE025,HH000000664,0,9,0,0,0,0,NO_TRUST,6,0.8169,0.9986,0.1943,0.2119,NEVER,SOMETIMES,7,0.4949,WEB,2.420662
WAVE026,HH000000665,6,5,1,0,0,0,FEAR_RETALIATION,5,0.255,0.5948,0.6994,0.725,NEVER,SOMETIMES,3,0.3235,PHONE,0.524353
WAVE027,HH000000666,5,2,0,0,0,0,NO_TRUST,4,0.9959,0.9866,0.1134,0.9793,SOMETIMES,NEVER,0,0.723,MAIL,2.94927
WAVE028,HH000000667,4,4,0,0,0,0,NOT_APPLICABLE,9,0.3442,0.8896,0.3328,0.5631,NEVER,NEVER,2,0.2994,WEB,2.189761
WAVE029,HH000000668,2,4,0,1,0,0,FEAR_RETALIATION,10,0.0836,0.1482,0.2177,0.2835,NEVER,RARELY,1,0.1432,PHONE,0.705853
WAVE030,HH000000669,5,6,0,0,1,1,NO_TRUST,8,0.0734,0.3603,0.9793,0.2094,NEVER,NEVER,1,0.8123,WEB,2.114128
WAVE031,HH000000670,0,4,0,1,0,0,NO_TRUST,7,0.5035,0.0675,0.2678,0.8899,SOMETIMES,RARELY,1,0.7964,MAIL,2.093532
WAVE032,HH000000671,2,5,0,0,0,1,NO_TRUST,4,0.9468,0.1938,0.5985,0.7076,RARELY,RARELY,10,0.1175,PHONE,1.738988
WAVE033,HH000000672,5,8,0,0,0,1,NOT_APPLICABLE,7,0.7756,0.5035,0.0776,0.5101,SOMETIMES,NEVER,2,0.0373,MAIL,2.40439
WAVE034,HH000000673,0,10,0,0,0,0,NO_TRUST,6,0.9374,0.0561,0.7371,0.3583,SOMETIMES,RARELY,8,0.086,PHONE,1.146308
WAVE035,HH000000674,8,6,0,0,0,0,NOT_APPLICABLE,9,0.2624,0.9254,0.4357,0.273,RARELY,RARELY,4,0.9167,MAIL,1.378307
WAVE036,HH000000675,3,6,0,0,0,1,NOT_APPLICABLE,0,0.1308,0.052,0.6641,0.0355,RARELY,NEVER,8,0.2266,WEB,2.017732
WAVE037,HH000000676,6,6,0,0,0,1,NOT_APPLICABLE,10,0.0015,0.7548,0.8475,0.3404,NEVER,NEVER,9,0.5549,WEB,0.94535
WAVE038,HH000000677,3,1,0,0,0,0,FEAR_RETALIATION,7,0.3888,0.3013,0.4429,0.7708,SOMETIMES,NEVER,2,0.302,PHONE,2.883335
WAVE039,HH000000678,5,7,0,0,0,1,TOO_MINOR,7,0.6641,0.8156,0.3554,0.921,NEVER,SOMETIMES,5,0.0919,IN_PERSON,0.968902
WAVE040,HH000000679,4,0,0,0,0,0,NOT_APPLICABLE,7,0.5118,0.7305,0.5651,0.321,NEVER,RARELY,1,0.8719,WEB,0.684619
WAVE001,HH000000680,6,2,0,0,0,0,NOT_APPLICABLE,8,0.6753,0.0037,0.5358,0.3705,OFTEN,NEVER,2,0.5231,WEB,0.668221
WAVE002,HH000000681,10,2,1,0,0,0,NOT_APPLICABLE,8,0.2988,0.2729,0.6659,0.1842,NEVER,SOMETIMES,2,0.9422,MAIL,1.542401
WAVE003,HH000000682,9,1,0,0,1,0,NOT_APPLICABLE,9,0.9019,0.716,0.7635,0.6711,RARELY,NEVER,4,0.39,IN_PERSON,2.349879
WAVE004,HH000000683,6,7,0,0,0,0,NOT_APPLICABLE,9,0.3124,0.4204,0.8419,0.2255,RARELY,NEVER,2,0.3672,IN_PERSON,1.217681
WAVE005,HH000000684,0,9,1,0,0,0,NO_TRUST,5,0.6531,0.4996,0.308,0.2998,NEVER,RARELY,8,0.9043,PHONE,1.997282
WAVE006,HH000000685,8,1,0,0,0,1,NO_TIME,9,0.6845,0.0424,0.3889,0.2491,SOMETIMES,SOMETIMES,5,0.0043,MAIL,2.904913
WAVE007,HH000000686,1,8,0,1,0,1,TOO_MINOR,1,0.5084,0.1936,0.8599,0.2374,SOMETIMES,NEVER,7,0.8561,WEB,2.694242
WAVE008,HH000000687,9,9,1,0,0,1,NOT_APPLICABLE,2,0.8912,0.8602,0.6418,0.7076,NEVER,RARELY,2,0.4023,IN_PERSON,2.789986
WAVE009,HH000000688,3,4,1,0,0,0,NOT_APPLICABLE,8,0.6798,0.3283,0.7827,0.0242,NEVER,NEVER,4,0.5881,WEB,0.407709
WAVE010,HH000000689,8,4,0,0,1,1,TOO_MINOR,3,0.2387,0.7373,0.7189,0.9896,RARELY,NEVER,0,0.6585,PHONE,2.650139
WAVE011,HH000000690,10,4,0,1,0,1,NO_TRUST,10,0.926,0.5171,0.9571,0.5259,NEVER,SOMETIMES,0,0.1482,PHONE,1.242975
WAVE012,HH000000691,10,1,1,0,0,0,NOT_APPLICABLE,2,0.5081,0.1662,0.4031,0.4169,NEVER,NEVER,1,0.3448,WEB,2.319936
WAVE013,HH000000692,7,5,0,0,1,0,NO_TRUST,6,0.0682,0.3195,0.4817,0.9906,NEVER,NEVER,5,0.0729,WEB,1.032158
WAVE014,HH000000693,9,9,1,0,0,1,NOT_APPLICABLE,4,0.2212,0.4995,0.7725,0.7549,RARELY,RARELY,4,0.9241,WEB,1.214911
WAVE015,HH000000694,5,1,1,0,1,1,NOT_APPLICABLE,0,0.2761,0.7281,0.6714,0.7681,RARELY,NEVER,4,0.1452,MAIL,1.406499
WAVE016,HH000000695,6,6,0,0,0,1,FEAR_RETALIATION,1,0.7334,0.8561,0.1055,0.0138,RARELY,SOMETIMES,5,0.0419,PHONE,1.710159
WAVE017,HH000000696,1,6,0,0,0,0,NOT_APPLICABLE,1,0.0948,0.9336,0.2549,0.7696,NEVER,SOMETIMES,8,0.7705,PHONE,0.761263
WAVE018,HH000000697,7,9,1,1,1,0,TOO_MINOR,5,0.7964,0.9613,0.747,0.9944,SOMETIMES,OFTEN,7,0.8824,PHONE,2.058251
WAVE019,HH000000698,7,5,0,0,0,1,NOT_APPLICABLE,5,0.2193,0.7744,0.3303,0.612,SOMETIMES,NEVER,10,0.97,PHONE,0.500944
WAVE020,HH000000699,1,3,0,0,0,0,NOT_APPLICABLE,9,0.7803,0.7971,0.2303,0.1685,NEVER,NEVER,5,0.5725,MAIL,1.004792
WAVE021,HH000000700,8,3,1,0,0,1,TOO_MINOR,8,0.9208,0.2948,0.7098,0.6304,SOMETIMES,OFTEN,5,0.9305,IN_PERSON,1.764145
WAVE022,HH000000701,2,4,0,0,0,1,NOT_APPLICABLE,0,0.8525,0.3158,0.3379,0.9314,OFTEN,NEVER,3,0.7344,PHONE,1.918233
WAVE023,HH000000702,9,6,0,0,0,0,NOT_APPLICABLE,8,0.7624,0.9356,0.03,0.8773,SOMETIMES,RARELY,0,0.6222,PHONE,2.942592
WAVE024,HH000000703,5,4,1,0,1,1,NOT_APPLICABLE,2,0.3251,0.3752,0.5441,0.7789,RARELY,NEVER,3,0.8352,MAIL,2.689469
WAVE025,HH000000704,10,8,0,0,0,0,NOT_APPLICABLE,7,0.4637,0.279,0.043,0.2926,RARELY,NEVER,4,0.4605,IN_PERSON,2.594996
WAVE026,HH000000705,3,8,1,0,0,1,OTHER,2,0.5277,0.495,0.5,0.0308,NEVER,NEVER,7,0.4943,WEB,1.520476
WAVE027,HH000000706,3,2,1,0,0,1,NOT_APPLICABLE,10,0.8599,0.8475,0.8091,0.3422,NEVER,RARELY,6,0.7902,WEB,1.109257
WAVE028,HH000000707,10,4,1,0,0,1,NOT_APPLICABLE,3,0.5165,0.0971,0.763,0.8463,NEVER,RARELY,2,0.5993,WEB,0.920487
WAVE029,HH000000708,7,9,0,1,0,0,NOT_APPLICABLE,1,0.4499,0.0269,0.2369,0.5291,RARELY,SOMETIMES,4,0.9419,WEB,2.159028
WAVE030,HH000000709,3,5,0,0,1,0,FEAR_RETALIATION,8,0.6833,0.9291,0.1003,0.0351,NEVER,SOMETIMES,4,0.302,WEB,1.015744
WAVE031,HH000000710,9,8,0,0,0,0,FEAR_RETALIATION,6,0.7173,0.9319,0.8788,0.9514,NEVER,NEVER,9,0.7783,WEB,2.783646
WAVE032,HH000000711,9,10,0,0,0,0,NOT_APPLICABLE,1,0.5999,0.428,0.9174,0.5297,NEVER,OFTEN,0,0.7215,PHONE,1.447689
WAVE033,HH000000712,8,10,0,0,0,0,NOT_APPLICABLE,2,0.0516,0.9459,0.7013,0.8868,RARELY,NEVER,8,0.8355,WEB,2.27937
WAVE034,HH000000713,4,7,0,1,0,0,NO_TRUST,2,0.4979,0.2581,0.3348,0.5483,NEVER,NEVER,1,0.3349,PHONE,2.356327
WAVE035,HH000000714,6,10,0,1,0,0,NO_TRUST,8,0.9811,0.2029,0.7318,0.1338,RARELY,NEVER,9,0.1194,PHONE,0.357238
WAVE036,HH000000715,9,3,0,0,0,0,TOO_MINOR,5,0.157,0.3867,0.0851,0.9646,RARELY,NEVER,3,0.3245,PHONE,2.093128
WAVE037,HH000000716,1,7,0,0,0,0,NO_TRUST,1,0.7966,0.2091,0.8819,0.7592,RARELY,RARELY,1,0.5311,MAIL,1.449943
WAVE038,HH000000717,2,6,1,1,0,1,TOO_MINOR,0,0.4366,0.755,0.4327,0.1604,RARELY,RARELY,7,0.0719,WEB,2.230461
WAVE039,HH000000718,7,4,0,0,0,0,NOT_APPLICABLE,8,0.8738,0.8273,0.6832,0.7362,NEVER,NEVER,2,0.1174,PHONE,2.015526
WAVE040,HH000000719,5,8,0,0,0,0,NOT_APPLICABLE,9,0.648,0.46,0.3011,0.1919,SOMETIMES,SOMETIMES,3,0.2129,WEB,1.110629
WAVE001,HH000000720,9,8,0,0,0,0,NOT_APPLICABLE,4,0.2,0.4057,0.9495,0.6073,NEVER,NEVER,8,0.6547,PHONE,2.332463
WAVE002,HH000000721,7,10,0,1,0,0,TOO_MINOR,0,0.2514,0.8266,0.1453,0.3838,OFTEN,NEVER,3,0.4666,PHONE,0.323899
WAVE003,HH000000722,0,8,0,0,1,0,NOT_APPLICABLE,1,0.2248,0.6322,0.9849,0.064,NEVER,SOMETIMES,4,0.8474,WEB,2.181338
WAVE004,HH000000723,4,8,0,0,0,1,NO_TRUST,7,0.4266,0.6101,0.7371,0.0252,NEVER,RARELY,6,0.3624,PHONE,0.260817
WAVE005,HH000000724,6,8,1,0,0,0,NO_TRUST,6,0.8957,0.7915,0.045,0.3946,RARELY,SOMETIMES,3,0.5561,PHONE,1.654581
WAVE006,HH000000725,2,4,1,0,0,0,NO_TIME,6,0.5732,0.7314,0.9619,0.238,NEVER,RARELY,9,0.0226,WEB,2.866162
WAVE007,HH000000726,3,3,0,0,1,0,NOT_APPLICABLE,9,0.2887,0.0745,0.7339,0.7034,RARELY,NEVER,6,0.0549,IN_PERSON,1.896459
WAVE008,HH000000727,9,0,0,0,0,1,NO_TRUST,1,0.3273,0.1112,0.5869,0.5417,NEVER,NEVER,0,0.2681,WEB,0.954181
WAVE009,HH000000728,3,9,1,1,0,0,NO_TRUST,8,0.3405,0.631,0.0834,0.7384,NEVER,RARELY,5,0.0665,PHONE,2.85048
WAVE010,HH000000729,8,8,0,0,0,0,NOT_APPLICABLE,9,0.6554,0.5473,0.9618,0.0763,NEVER,RARELY,8,0.0197,IN_PERSON,1.691766
WAVE011,HH000000730,3,8,0,1,0,1,NOT_APPLICABLE,9,0.434,0.5245,0.7363,0.9193,NEVER,NEVER,8,0.6487,PHONE,0.517592
WAVE012,HH000000731,0,0,0,0,0,0,NO_TIME,9,0.5478,0.092,0.6597,0.4374,NEVER,SOMETIMES,3,0.6509,WEB,2.029584
WAVE013,HH000000732,4,6,0,1,0,0,NO_TRUST,0,0.5699,0.8978,0.0299,0.6717,SOMETIMES,SOMETIMES,3,0.5244,WEB,0.372882
WAVE014,HH000000733,7,3,0,1,0,1,NO_TRUST,9,0.0133,0.5704,0.0191,0.5938,RARELY,NEVER,0,0.1117,MAIL,2.626559
WAVE015,HH000000734,7,0,1,0,0,1,NOT_APPLICABLE,0,0.0578,0.8683,0.2322,0.1856,NEVER,NEVER,4,0.6236,MAIL,2.619389
WAVE016,HH000000735,2,7,1,0,0,1,NOT_APPLICABLE,3,0.0875,0.9981,0.6082,0.2788,RARELY,NEVER,3,0.037,WEB,0.82091
WAVE017,HH000000736,5,6,0,0,0,0,NOT_APPLICABLE,4,0.8056,0.2329,0.707,0.1146,NEVER,RARELY,6,0.5532,WEB,0.907997
WAVE018,HH000000737,3,7,0,0,0,0,NO_TIME,4,0.8793,0.2797,0.0837,0.0185,SOMETIMES,NEVER,4,0.5059,WEB,0.256182
WAVE019,HH000000738,2,0,0,0,0,1,TOO_MINOR,3,0.8624,0.6293,0.9707,0.4674,SOMETIMES,NEVER,4,0.1132,WEB,0.592596
WAVE020,HH000000739,5,8,0,0,0,1,NOT_APPLICABLE,0,0.0466,0.3957,0.0536,0.6266,NEVER,NEVER,8,0.2613,WEB,1.325776
WAVE021,HH000000740,0,10,1,0,0,1,NO_TIME,7,0.3008,0.3812,0.4173,0.9072,NEVER,NEVER,5,0.9065,MAIL,1.264491
WAVE022,HH000000741,2,8,0,0,0,0,TOO_MINOR,1,0.4175,0.1909,0.9528,0.1616,SOMETIMES,OFTEN,1,0.7681,PHONE,2.654988
WAVE023,HH000000742,9,2,0,0,0,1,TOO_MINOR,8,0.545,0.5495,0.5762,0.1411,OFTEN,SOMETIMES,9,0.5128,MAIL,2.088298
WAVE024,HH000000743,6,3,0,0,0,1,FEAR_RETALIATION,7,0.3658,0.1701,0.7592,0.2691,NEVER,NEVER,5,0.1891,PHONE,1.431132
WAVE025,HH000000744,6,1,1,1,0,0,NOT_APPLICABLE,8,0.3831,0.4915,0.4586,0.595,OFTEN,RARELY,5,0.4858,WEB,2.325065
WAVE026,HH000000745,0,4,1,0,0,1,NO_TRUST,8,0.1618,0.5066,0.232,0.6015,SOMETIMES,NEVER,0,0.4035,WEB,0.438254
WAVE027,HH000000746,1,6,1,0,0,1,NOT_APPLICABLE,8,0.6524,0.3325,0.1254,0.3866,RARELY,NEVER,3,0.0449,PHONE,1.936245
WAVE028,HH000000747,7,5,0,0,0,1,FEAR_RETALIATION,10,0.6642,0.9888,0.9131,0.8717,NEVER,NEVER,6,0.8327,MAIL,0.768745
WAVE029,HH000000748,1,8,0,0,0,1,NOT_APPLICABLE,4,0.3972,0.1702,0.9217,0.5303,NEVER,SOMETIMES,5,0.8271,WEB,2.706832
WAVE030,HH000000749,6,5,0,0,0,0,NOT_APPLICABLE,5,0.2013,0.0231,0.3858,0.8896,NEVER,NEVER,4,0.4329,WEB,1.543891
WAVE031,HH000000750,9,1,0,0,0,0,NOT_APPLICABLE,10,0.8094,0.3115,0.0166,0.6006,SOMETIMES,SOMETIMES,2,0.2101,WEB,2.292745
WAVE032,HH000000751,3,5,0,0,0,1,NOT_APPLICABLE,10,0.5651,0.9256,0.6241,0.9228,NEVER,NEVER,3,0.552,MAIL,2.796878
WAVE033,HH000000752,5,1,0,1,1,0,NOT_APPLICABLE,1,0.4558,0.121,0.1555,0.8717,NEVER,NEVER,6,0.0956,PHONE,2.57258
WAVE034,HH000000753,10,10,0,0,0,1,NO_TRUST,2,0.8416,0.0509,0.1172,0.9218,NEVER,SOMETIMES,8,0.1699,WEB,0.251583
WAVE035,HH000000754,1,0,1,0,0,1,NOT_APPLICABLE,7,0.7189,0.8726,0.3704,0.6212,RARELY,NEVER,3,0.8444,WEB,1.448759
WAVE036,HH000000755,9,7,1,0,1,1,TOO_MINOR,4,0.0139,0.3154,0.6613,0.6617,RARELY,SOMETIMES,2,0.2908,WEB,2.767568
WAVE037,HH000000756,1,1,1,0,0,0,NOT_APPLICABLE,8,0.3482,0.6731,0.7807,0.7547,OFTEN,RARELY,7,0.7823,IN_PERSON,0.448221
WAVE038,HH000000757,3,1,1,1,0,1,FEAR_RETALIATION,1,0.1515,0.5051,0.6074,0.4086,NEVER,NEVER,5,0.5419,WEB,2.523081
WAVE039,HH000000758,6,7,0,0,0,1,NOT_APPLICABLE,1,0.4562,0.9125,0.5972,0.6449,RARELY,SOMETIMES,6,0.8499,PHONE,0.953978
WAVE040,HH000000759,5,2,0,0,0,1,NO_TIME,2,0.4028,0.0279,0.2024,0.8551,RARELY,NEVER,4,0.0744,WEB,1.742646
WAVE001,HH000000760,2,3,0,0,0,1,FEAR_RETALIATION,6,0.4633,0.0246,0.5245,0.3582,RARELY,NEVER,2,0.8515,WEB,0.701007
WAVE002,HH000000761,6,6,1,0,0,0,FEAR_RETALIATION,2,0.7978,0.4456,0.6984,0.9334,SOMETIMES,SOMETIMES,5,0.2976,WEB,0.980935
WAVE003,HH000000762,8,3,0,1,0,0,TOO_MINOR,1,0.5253,0.3966,0.8358,0.7985,SOMETIMES,OFTEN,1,0.7028,PHONE,1.957736
WAVE004,HH000000763,9,3,1,0,0,1,NOT_APPLICABLE,4,0.7067,0.8795,0.7542,0.5873,RARELY,OFTEN,6,0.8821,WEB,0.363196
