ph_env_reference_year,ph_env_country_iso2,ph_env_region_nuts_code,ph_env_heatwave_days_count,ph_env_heat_related_mortality_count,ph_env_cold_spell_days_count,ph_env_air_pollution_attributable_deaths_count,ph_env_noise_exposure_l_den_share_pct,ph_env_urban_heat_island_index,ph_env_green_space_access_pct,ph_env_water_quality_compliance_pct,ph_env_bathing_water_quality_code,ph_env_chemical_exposure_indicator,ph_env_endocrine_disruptor_risk_index,ph_env_climate_adaptation_measures_count,ph_env_health_alert_system_flag,ph_env_data_source,ph_env_methodology_version,ph_env_revision_round,ph_env_data_extract_date
2011,ES,RO207,6,47,10,327,38.7,5.78,43.4,76.57,EXCELLENT,54.14,39.33,55,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-12-07
2012,HR,IE49,16,2864,19,23419,8.39,3.29,22.87,88.25,GOOD,17.7,31.24,39,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-02-09
2013,FI,SE601,7,346,24,38318,20.02,2.06,21.04,88.67,SUFFICIENT,50.84,50.62,70,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-07-15
2014,IE,NL1,8,1137,9,38543,25.52,7.48,38.3,72.01,POOR,56.73,62.14,14,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-05-30
2015,MT,PT91,23,1672,16,25716,24.13,4.69,56.76,88.57,UNKNOWN,69.07,27.49,66,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-02-12
2016,SK,IT7,6,374,7,31342,12.13,3.43,74.4,78.52,EXCELLENT,14.22,45.95,51,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-09-02
2017,BE,BG5,17,1420,16,6891,14.04,2.21,44.31,100.0,GOOD,26.72,33.16,39,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-11-03
2018,DK,SI7,12,1761,4,27015,31.01,5.75,88.61,94.38,SUFFICIENT,8.04,46.91,25,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-06-07
2019,GR,DE797,16,2103,20,36192,18.28,3.57,38.71,98.71,POOR,55.5,32.85,56,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-11-20
2020,LT,DK2,16,339,1,27793,7.08,3.28,69.21,88.11,UNKNOWN,58.05,50.81,62,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-08-29
2021,PT,SE45,16,779,6,25284,7.32,2.65,62.42,77.69,EXCELLENT,44.36,49.28,75,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-02-18
2022,SE,PT3,4,294,17,2264,20.41,2.31,79.39,81.01,GOOD,27.68,55.1,34,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-01-13
2023,CY,CY6,23,1644,15,18468,33.57,5.98,32.27,79.32,SUFFICIENT,10.31,38.85,87,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-01-05
2024,FR,CY69,17,1324,5,7995,46.13,7.75,18.14,80.27,POOR,14.88,13.15,26,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-02-20
2025,IT,CY765,30,843,7,7559,28.2,5.77,44.53,93.3,UNKNOWN,56.86,81.17,112,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-10-28
2006,NL,DE88,14,18,4,27469,30.65,4.45,41.56,91.89,EXCELLENT,15.66,42.89,23,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-09-11
2007,SI,BE323,2,96,5,26509,16.85,0.54,36.38,83.96,GOOD,35.47,26.51,3,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-06-04
2008,BG,SK7,13,1312,26,30734,24.73,5.11,24.38,98.85,SUFFICIENT,21.9,12.84,49,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-08-25
2009,EE,EE475,4,315,20,43449,8.2,1.91,62.8,94.2,POOR,46.44,8.27,39,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-12-04
2010,HU,HU334,10,294,12,64,29.32,7.15,23.08,71.45,UNKNOWN,51.14,43.23,38,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-03-09
2011,LU,CY36,14,1352,23,8448,16.44,6.01,34.38,96.06,EXCELLENT,16.82,17.17,65,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-02-12
2012,RO,EE482,15,1169,17,33092,36.09,2.4,74.75,83.02,GOOD,51.43,88.15,48,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-11-22
2013,AT,ES56,15,1251,17,12761,36.11,7.34,48.02,80.22,SUFFICIENT,63.76,19.59,15,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-03-02
2014,CZ,PL384,7,762,15,1394,33.09,5.61,81.87,73.53,POOR,52.36,79.69,44,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-01-16
2015,DE,FI167,21,696,15,16898,32.37,1.59,66.81,84.56,UNKNOWN,71.37,31.91,46,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-07-24
2016,LV,BG14,10,631,15,30420,25.85,3.67,30.12,86.28,EXCELLENT,24.8,33.14,50,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-02-05
2017,PL,AT362,20,1952,5,6889,26.7,3.44,66.25,82.0,GOOD,44.91,13.88,59,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-07-19
2018,ES,PT208,15,670,11,390,14.51,3.69,57.12,83.89,SUFFICIENT,14.33,58.47,50,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-01-06
2019,HR,SI364,17,1138,10,12805,10.5,1.98,51.65,92.65,POOR,54.41,23.57,49,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-06-01
2020,FI,BG24,29,3888,18,24735,26.71,6.49,47.85,78.73,UNKNOWN,53.5,21.73,77,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-11-21
2021,IE,LV82,19,2131,1,27874,12.64,1.83,74.72,92.73,EXCELLENT,33.58,14.53,29,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-05-19
2022,MT,SK8,25,2208,19,6100,17.3,3.02,56.44,83.86,GOOD,60.56,84.16,24,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-09-08
2023,SK,DK63,15,1353,18,3206,25.05,2.99,81.2,92.05,SUFFICIENT,9.29,28.15,22,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-05-02
2024,BE,MT8,29,4211,13,18325,8.12,1.5,79.11,74.71,POOR,48.83,7.87,44,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-03-17
2025,DK,SE204,32,3389,9,8852,11.56,2.15,35.26,98.61,UNKNOWN,48.24,89.73,84,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-03-23
2006,GR,SE97,4,143,8,16646,33.56,2.14,82.68,89.77,EXCELLENT,10.48,16.19,20,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-07-24
2007,LT,BE335,15,837,19,23408,5.56,2.89,18.05,89.55,GOOD,29.97,27.06,22,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-04-14
2008,PT,EE865,10,352,8,5067,26.0,4.46,36.56,93.53,SUFFICIENT,43.86,66.13,47,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-08-28
2009,SE,LV999,19,1809,17,30658,26.13,1.13,26.42,86.61,POOR,8.03,8.35,52,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-02-25
2010,CY,LT45,5,450,10,17085,22.14,2.83,64.69,77.17,UNKNOWN,45.98,41.96,11,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-08-27
2011,FR,HR94,17,1195,22,13343,35.64,3.46,52.65,73.25,EXCELLENT,17.27,53.32,65,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-09-16
2012,IT,DK961,10,359,7,10888,10.17,6.81,57.32,88.56,GOOD,73.92,79.63,18,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-06-01
2013,NL,IT215,20,2878,18,2331,25.2,1.24,76.01,100.0,SUFFICIENT,12.36,63.99,53,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-07-11
2014,SI,BG44,13,2216,11,11755,5.93,0.6,81.56,98.66,POOR,16.29,67.19,63,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2026-02-08
2015,BG,GR652,4,295,6,31471,26.57,4.19,59.05,85.3,UNKNOWN,11.0,61.99,34,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-12-18
2016,EE,BG77,10,972,8,34423,19.35,4.86,76.93,87.64,EXCELLENT,15.46,5.75,77,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-05-21
2017,HU,SI635,16,349,1,13037,30.53,1.72,51.7,86.03,GOOD,9.85,44.12,53,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-05-27
2018,LU,LU433,13,1436,5,9313,7.12,6.6,41.3,96.25,SUFFICIENT,39.18,69.7,68,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2026-01-30
2019,RO,NL8,16,2263,6,28463,36.29,2.68,31.55,78.5,POOR,55.61,45.36,51,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-08-11
2020,AT,HR6,18,2985,2,9520,26.05,3.33,45.27,78.92,UNKNOWN,34.83,19.43,76,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2026-01-20
2021,CZ,CZ4,14,146,4,30079,19.27,1.66,42.68,84.38,EXCELLENT,46.79,26.54,74,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-07-25
2022,DE,EE5,22,1639,6,15723,26.92,1.23,26.95,92.51,GOOD,38.97,28.4,57,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-10-04
2023,LV,CZ90,17,490,5,38385,15.22,2.02,29.07,78.63,SUFFICIENT,36.67,32.67,62,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-11-19
2024,PL,AT978,17,1176,15,21928,28.61,2.16,19.65,89.86,POOR,42.37,21.69,77,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-08-13
2025,ES,IE677,24,4214,12,15638,6.89,1.98,56.02,93.49,UNKNOWN,41.01,45.66,40,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-11-28
2006,HR,HU344,4,333,26,23060,18.58,6.84,80.58,90.27,EXCELLENT,62.68,36.18,27,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-05-14
2007,FI,HU6,6,565,13,25886,13.99,3.58,64.12,83.09,GOOD,48.01,68.54,25,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-06-02
2008,IE,PL3,16,2260,26,18704,13.33,6.21,72.33,92.59,SUFFICIENT,57.35,57.66,27,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-10-10
2009,MT,IT78,18,1098,14,4512,27.46,5.82,33.85,84.24,POOR,66.36,35.73,49,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-10-26
2010,SK,DE504,15,1816,5,30035,21.97,3.33,38.9,97.85,UNKNOWN,64.21,25.92,17,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-07-11
2011,BE,FI90,14,1403,4,41747,29.19,4.02,41.58,78.81,EXCELLENT,30.09,8.0,26,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-01-25
2012,DK,CY32,13,526,8,15334,30.31,0.78,55.94,89.97,GOOD,48.78,10.63,37,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-02-20
2013,GR,PL41,11,207,4,30248,17.3,0.49,76.48,82.46,SUFFICIENT,67.54,41.18,54,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-02-27
2014,LT,SI8,17,2235,15,7686,12.56,5.61,79.61,80.57,POOR,19.65,27.82,78,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-11-19
2015,PT,IT4,27,126,14,289,34.68,1.88,31.47,78.44,UNKNOWN,23.71,19.66,51,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-12-17
2016,SE,PL6,2,83,13,3215,14.55,4.9,77.04,94.88,EXCELLENT,63.39,42.34,63,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-11-12
2017,CY,HU200,18,2646,0,5833,14.71,3.69,46.79,90.82,GOOD,43.47,24.82,34,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-10-24
2018,FR,BE953,14,709,6,29877,7.15,4.36,63.73,73.74,SUFFICIENT,32.19,10.73,21,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-12-12
2019,IT,LV75,8,979,9,1860,43.41,6.38,46.44,96.59,POOR,45.54,59.71,48,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2026-02-03
2020,NL,CY439,13,966,7,31923,16.93,2.64,69.86,80.68,UNKNOWN,33.42,15.36,22,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-06-10
2021,SI,SE2,11,108,1,8374,22.28,0.73,70.55,84.35,EXCELLENT,25.43,71.71,33,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-05-17
2022,BG,SE99,30,2876,14,4509,31.21,7.42,66.68,90.47,GOOD,52.75,60.35,45,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-08-29
2023,EE,EE433,15,2335,7,24062,35.22,2.59,37.42,94.12,SUFFICIENT,59.14,7.84,74,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-05-16
2024,HU,LV17,5,27,7,22223,26.79,5.58,61.45,97.4,POOR,60.65,7.35,65,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-01-29
2025,LU,IE65,15,283,1,20110,15.09,5.31,83.15,99.18,UNKNOWN,22.39,28.54,98,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-05-25
2006,RO,AT87,16,1057,0,32795,24.2,5.83,70.95,74.89,EXCELLENT,40.07,55.9,37,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-01-21
2007,AT,LT89,9,114,17,36556,25.33,5.24,34.38,97.33,GOOD,29.37,63.0,15,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2026-02-25
2008,CZ,BG92,5,249,4,17829,14.18,0.51,58.57,87.05,SUFFICIENT,66.29,65.71,12,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-06-08
2009,DE,SE1,7,99,25,6135,43.71,3.78,51.74,85.23,POOR,43.2,43.79,24,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-06-05
2010,LV,CY56,13,622,9,9098,7.04,1.52,75.71,78.21,UNKNOWN,35.9,34.43,34,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-05-09
2011,PL,ES388,7,506,25,16692,31.4,5.21,51.99,73.7,EXCELLENT,57.26,10.85,25,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-05-16
2012,ES,SK611,23,2446,7,27817,29.5,5.14,64.19,88.66,GOOD,34.71,63.82,11,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-07-10
2013,HR,PL476,17,850,12,30300,10.72,3.11,40.52,84.75,SUFFICIENT,42.86,32.22,36,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-12-25
2014,FI,PL54,8,504,4,37453,30.78,1.24,40.19,85.86,POOR,68.13,73.58,37,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-02-11
2015,IE,EE88,21,3662,22,37796,32.79,1.69,20.47,93.38,UNKNOWN,66.89,80.69,74,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-04-13
2016,MT,NL663,23,5133,2,13897,17.22,5.78,77.02,94.37,EXCELLENT,29.94,11.26,55,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-11-25
2017,SK,AT14,18,3936,14,17515,37.59,7.01,75.8,100.0,GOOD,71.36,55.52,48,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-03-24
2018,BE,BG75,12,1442,5,3666,17.14,2.93,47.83,83.78,SUFFICIENT,49.87,25.13,84,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-05-28
2019,DK,PL85,24,332,15,2604,35.22,6.17,57.24,99.78,POOR,51.9,54.22,49,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-08-02
2020,GR,PL80,10,295,1,10805,17.09,2.05,18.11,87.99,UNKNOWN,22.73,30.35,42,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-07-16
2021,LT,PL117,17,1197,15,7574,26.96,1.55,36.31,74.03,EXCELLENT,29.95,53.52,75,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-06-29
2022,PT,DE684,12,685,4,8076,37.29,1.95,38.86,88.03,GOOD,39.13,65.23,57,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-11-11
2023,SE,HR66,22,398,18,31072,11.37,4.73,37.28,79.34,SUFFICIENT,29.95,54.6,72,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-08-07
2024,CY,AT25,23,1842,5,30796,13.99,4.48,27.23,72.5,POOR,9.87,45.22,85,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2026-02-13
2025,FR,CZ37,22,13,8,3346,27.18,6.65,35.98,71.8,UNKNOWN,61.14,69.34,100,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-03-21
2006,IT,SI64,11,142,12,41376,13.01,2.56,39.92,80.56,EXCELLENT,48.61,53.17,31,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-07-04
2007,NL,NL37,0,0,10,8701,6.87,4.48,51.73,98.16,GOOD,18.69,62.45,42,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-07-30
2008,SI,SI923,8,79,16,29808,21.34,4.85,54.5,89.38,SUFFICIENT,51.81,9.54,10,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-01-01
2009,BG,BE6,16,1103,3,29415,19.0,5.2,43.13,75.45,POOR,35.42,67.63,20,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-09-18
2010,EE,HR56,6,139,19,26659,17.15,4.88,40.91,88.06,UNKNOWN,60.11,12.22,54,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-05-09
2011,HU,DK89,1,102,24,38661,15.0,5.28,72.5,80.13,EXCELLENT,19.34,10.09,24,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-04-09
2012,LU,AT35,6,348,8,22583,35.46,0.83,75.54,76.26,GOOD,35.77,15.57,52,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-03-22
2013,RO,AT27,23,162,20,2930,6.98,2.23,36.62,78.28,SUFFICIENT,19.8,6.59,40,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-05-05
2014,AT,GR67,21,1490,6,19821,17.38,2.88,32.49,81.14,POOR,16.27,61.24,50,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-12-07
2015,CZ,SI82,15,726,8,6524,36.82,6.49,73.17,82.33,UNKNOWN,60.11,71.63,17,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-04-02
2016,DE,SE293,14,12,20,25012,31.14,1.83,47.76,75.74,EXCELLENT,53.76,12.05,66,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-09-20
2017,LV,HU4,6,325,11,44477,28.99,7.05,46.11,85.2,GOOD,44.14,61.68,43,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-01-15
2018,PL,MT343,10,751,15,17318,11.84,6.46,28.16,90.9,SUFFICIENT,67.38,33.07,92,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-02-01
2019,ES,GR8,9,368,14,26401,16.13,1.43,79.84,84.66,POOR,49.76,80.3,62,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-01-10
2020,HR,LV629,25,3672,2,19065,36.85,5.68,48.89,83.58,UNKNOWN,14.57,46.4,44,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-12-15
2021,FI,PT62,16,548,8,25374,6.64,5.79,91.4,78.46,EXCELLENT,28.98,35.8,48,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-11-19
2022,IE,GR746,23,498,6,13384,19.37,6.28,28.16,76.3,GOOD,20.03,16.57,42,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-11-11
2023,MT,CZ30,23,3543,4,10470,35.02,2.98,28.32,84.94,SUFFICIENT,53.31,24.2,58,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-04-22
2024,SK,AT127,20,450,10,213,24.29,6.11,20.84,94.82,POOR,60.09,49.3,63,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-06-20
2025,BE,SI384,10,846,17,15887,32.86,7.71,32.16,90.68,UNKNOWN,32.66,72.88,110,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-12-12
2006,DK,EE89,12,619,17,21083,21.65,0.78,44.52,78.68,EXCELLENT,24.47,69.84,8,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-10-02
2007,GR,AT16,12,1459,0,17714,11.99,6.8,63.32,89.25,GOOD,43.62,59.95,53,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2026-02-21
2008,LT,LT732,6,556,26,27896,7.84,5.31,23.92,91.38,SUFFICIENT,52.86,72.02,36,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-10-01
2009,PT,IT9,1,168,12,17854,21.85,5.49,49.61,83.9,POOR,69.04,35.06,42,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2026-02-05
2010,SE,BE428,6,699,13,7461,27.6,0.6,44.71,98.29,UNKNOWN,18.41,12.54,61,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-12-14
2011,CY,DK23,19,2038,10,21333,35.63,7.13,66.42,76.47,EXCELLENT,13.53,44.17,52,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-10-18
2012,FR,ES786,12,878,15,5352,10.34,3.47,81.84,77.02,GOOD,38.99,43.7,35,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-04-11
2013,IT,EE68,20,2860,19,14742,34.17,1.72,32.61,85.0,SUFFICIENT,37.6,63.79,40,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-10-27
2014,NL,ES5,7,851,19,24650,24.9,3.42,37.51,77.83,POOR,68.38,22.33,32,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-08-08
2015,SI,SE62,13,929,12,17925,32.5,0.79,52.41,74.8,UNKNOWN,21.59,11.37,63,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-08-17
2016,BG,CZ8,12,590,19,11434,24.22,5.15,69.4,87.63,EXCELLENT,39.68,10.61,50,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-03-17
2017,EE,LU674,11,508,11,11371,11.51,3.85,65.21,89.9,GOOD,13.76,68.85,40,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-05-09
2018,HU,AT39,21,3281,11,26381,26.39,5.85,18.82,80.8,SUFFICIENT,15.7,15.89,79,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-04-19
2019,LU,FR264,13,798,14,19519,20.17,2.44,70.83,96.27,POOR,8.83,9.99,79,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-06-21
2020,RO,NL11,17,2,19,7801,29.06,7.08,54.67,95.86,UNKNOWN,45.53,81.17,39,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-07-23
2021,AT,LT6,27,747,0,30260,15.82,5.18,25.71,94.23,EXCELLENT,24.68,66.16,43,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-01-02
2022,CZ,LU501,22,1960,14,11947,36.13,7.52,70.59,80.19,GOOD,36.53,43.43,41,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-11-19
2023,DE,CY39,23,898,10,23725,41.57,7.77,31.26,80.96,SUFFICIENT,83.76,22.15,33,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-08-10
2024,LV,CY59,24,2078,1,33204,14.47,5.37,62.67,87.24,POOR,45.17,47.71,65,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-03-27
2025,PL,FR8,25,2467,10,24170,8.27,5.36,70.04,88.44,UNKNOWN,62.63,47.93,75,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-02-03
2006,ES,CZ60,6,610,24,21285,38.25,1.45,45.61,92.99,EXCELLENT,29.06,34.06,31,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-10-24
2007,HR,IE36,7,839,18,34383,7.5,6.57,52.66,70.45,GOOD,61.94,73.12,29,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-05-21
2008,FI,FR9,12,1892,21,14605,9.44,5.68,40.28,88.2,SUFFICIENT,38.96,22.94,13,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-02-24
2009,IE,BG945,6,120,26,33925,33.83,2.38,79.74,79.19,POOR,21.34,37.19,23,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-06-29
2010,MT,DK17,7,324,17,8428,21.85,3.72,49.92,77.48,UNKNOWN,72.96,19.73,34,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-10-22
2011,SK,DK138,17,1781,7,19223,22.21,0.77,59.15,83.48,EXCELLENT,58.47,58.0,18,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-10-14
2012,BE,DK28,11,2432,22,12053,20.05,0.66,31.18,76.51,GOOD,61.74,35.95,31,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-03-07
2013,DK,NL6,7,255,3,20477,17.49,2.56,46.68,88.64,SUFFICIENT,69.16,38.19,24,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-09-19
2014,GR,IE89,5,277,5,21475,16.2,3.4,27.05,80.49,POOR,36.85,45.27,53,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-03-21
2015,LT,ES275,18,2084,5,12474,7.52,4.74,42.79,79.35,UNKNOWN,44.81,33.33,26,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-01-31
2016,PT,HU99,28,3270,16,18974,17.18,3.82,75.32,84.97,EXCELLENT,21.72,57.67,47,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-04-04
2017,SE,IE611,15,1172,21,6776,29.03,5.3,70.09,93.7,GOOD,32.41,67.59,33,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2026-01-07
2018,CY,AT469,6,551,13,44433,9.62,3.29,31.17,89.73,SUFFICIENT,34.32,63.37,36,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-06-20
2019,FR,LU9,8,1472,10,4270,36.02,7.53,81.02,96.26,POOR,40.77,28.42,60,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-12-04
2020,IT,DE79,25,1517,13,27539,35.43,4.4,58.61,77.86,UNKNOWN,19.46,71.13,69,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-05-17
2021,NL,IE5,14,366,18,30099,34.22,2.4,35.47,86.28,EXCELLENT,84.53,14.56,36,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-06-13
