demo_migflow_move_year,demo_migflow_origin_nuts_code,demo_migflow_destination_nuts_code,demo_migflow_movement_scope_code,demo_migflow_schengen_flag,demo_migflow_residence_permit_type,demo_migflow_citizenship_iso2,demo_migflow_age_at_move,demo_migflow_sex,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_employment_status_before_move,demo_migflow_employment_status_after_move,demo_migflow_commute_change_minutes,demo_migflow_distance_km_estimate,demo_migflow_cross_border_worker_flag,demo_migflow_inflow_count,demo_migflow_outflow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2016,IT72,MT145,EXTRA_EU,0,WORK,FI,3,F,2,OTHER,INACTIVE,INACTIVE,-116,137,0,204,265,1.6713,2024Q2
2017,SI802,PT514,INTERNAL,1,WORK,NL,6,T,3,RETIREMENT,STUDENT,STUDENT,-66,988,0,202,276,2.8427,2026Q3
2018,DE886,SK668,CROSS_BORDER,1,WORK,HR,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-69,412,1,208,279,0.6464,2023Q4
2019,PT597,IT619,INTRA_EU,0,WORK,IT,12,F,5,FAMILY,EMPLOYED,EMPLOYED,94,1707,0,192,287,1.8376,2026Q1
2020,LU44,LT23,EXTRA_EU,1,WORK,ES,15,T,6,STUDY,INACTIVE,INACTIVE,98,428,0,178,263,3.3526,2023Q2
2021,DE68,CY779,INTERNAL,0,WORK,FR,18,M,1,WORK,STUDENT,STUDENT,-46,1385,0,179,279,1.2465,2025Q3
2022,MT966,HU13,CROSS_BORDER,0,WORK,PL,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,9,154,0,212,24,2.1177,2022Q4
2023,IT573,IE28,INTRA_EU,1,WORK,CY,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,41,1881,0,210,44,0.7323,2025Q1
2024,CY4,SI7,EXTRA_EU,1,WORK,LV,27,M,4,PROTECTION,INACTIVE,INACTIVE,-20,883,1,197,32,1.9837,2022Q2
2025,IE81,HU9,INTERNAL,1,WORK,SE,30,F,5,FAMILY,STUDENT,STUDENT,-105,117,1,185,38,1.0149,2024Q3
2026,PL83,LU92,CROSS_BORDER,1,WORK,DE,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-42,2538,0,212,40,0.6403,2026Q4
2015,PL2,SI5,INTRA_EU,0,WORK,PT,36,M,1,WORK,EMPLOYED,EMPLOYED,24,2642,0,199,52,2.7147,2024Q1
2016,CZ30,IT34,EXTRA_EU,1,WORK,CZ,39,F,2,OTHER,INACTIVE,INACTIVE,38,2038,0,205,35,1.97,2026Q2
2017,SK10,DK2,INTERNAL,0,WORK,LT,42,T,3,RETIREMENT,STUDENT,STUDENT,-80,600,0,212,52,2.3219,2023Q3
2018,IT987,NL130,CROSS_BORDER,1,WORK,AT,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-78,526,1,193,49,3.1692,2025Q4
2019,CZ842,LT49,INTRA_EU,1,WORK,GR,48,F,5,FAMILY,EMPLOYED,EMPLOYED,-25,1570,0,214,44,0.8902,2023Q1
2020,NL768,CY936,EXTRA_EU,1,WORK,RO,51,T,6,STUDY,INACTIVE,INACTIVE,-26,2129,0,189,57,0.6273,2025Q2
2021,CY63,MT368,INTERNAL,1,WORK,DK,54,M,1,WORK,STUDENT,STUDENT,41,684,0,220,44,1.3778,2022Q3
2022,IT64,RO72,CROSS_BORDER,1,WORK,LU,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-10,182,0,200,60,2.1532,2024Q4
2023,RO1,LV4,INTRA_EU,1,WORK,BE,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,21,1208,0,221,90,2.2655,2022Q1
2024,GR432,LU78,EXTRA_EU,1,WORK,HU,63,M,4,PROTECTION,INACTIVE,INACTIVE,-23,798,0,211,61,1.8156,2024Q2
2025,LV439,PL8,INTERNAL,1,WORK,SK,66,F,5,FAMILY,STUDENT,STUDENT,92,2264,0,210,75,1.2694,2026Q3
2026,HR9,FI11,CROSS_BORDER,1,WORK,EE,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-80,1068,0,227,93,2.9765,2023Q4
2015,RO818,DK50,INTRA_EU,1,WORK,MT,72,M,1,WORK,EMPLOYED,EMPLOYED,-102,1005,0,209,91,0.5458,2026Q1
2016,BE840,EE646,EXTRA_EU,1,WORK,BG,75,F,2,OTHER,INACTIVE,INACTIVE,-63,306,0,202,99,0.401,2023Q2
2017,MT1,GR871,INTERNAL,1,WORK,IE,78,T,3,RETIREMENT,STUDENT,STUDENT,53,1564,0,203,84,2.8216,2025Q3
2018,BE72,GR70,CROSS_BORDER,1,WORK,SI,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-57,2747,1,197,95,0.5729,2022Q4
2019,GR86,AT99,INTRA_EU,1,WORK,FI,84,F,5,FAMILY,EMPLOYED,EMPLOYED,118,383,0,234,81,2.9586,2025Q1
2020,CY612,DK46,EXTRA_EU,0,WORK,NL,87,T,6,STUDY,INACTIVE,INACTIVE,85,2526,0,219,101,3.3605,2022Q2
2021,SK1,LU647,INTERNAL,1,WORK,HR,0,M,1,WORK,STUDENT,STUDENT,-84,1249,0,226,115,2.0671,2024Q3
2022,IT968,SK828,CROSS_BORDER,1,WORK,IT,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-46,264,0,206,100,0.5984,2026Q4
2023,DK206,BE1,INTRA_EU,1,WORK,ES,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,12,429,0,237,126,0.6314,2024Q1
2024,NL8,AT9,EXTRA_EU,1,WORK,FR,9,M,4,PROTECTION,INACTIVE,INACTIVE,-33,356,0,217,99,1.3076,2026Q2
2025,HU48,AT960,INTERNAL,1,WORK,PL,12,F,5,FAMILY,STUDENT,STUDENT,103,2410,0,223,111,1.7414,2023Q3
2026,DE634,AT721,CROSS_BORDER,1,WORK,CY,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-14,10,1,222,98,2.8814,2025Q4
2015,FR18,NL554,INTRA_EU,0,WORK,LV,18,M,1,WORK,EMPLOYED,EMPLOYED,-4,414,0,238,127,1.985,2023Q1
2016,PL785,HU43,EXTRA_EU,1,WORK,SE,21,F,2,OTHER,INACTIVE,INACTIVE,-70,433,0,229,125,1.1697,2025Q2
2017,FR38,HU78,INTERNAL,1,WORK,DE,24,T,3,RETIREMENT,STUDENT,STUDENT,75,629,0,238,142,1.1601,2022Q3
2018,FR370,RO2,CROSS_BORDER,1,WORK,PT,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,65,1101,1,222,135,1.1497,2024Q4
2019,EE45,HR133,INTRA_EU,1,WORK,CZ,30,F,5,FAMILY,EMPLOYED,EMPLOYED,28,2517,0,243,138,0.3119,2022Q1
2020,GR9,BG589,EXTRA_EU,0,WORK,LT,33,T,6,STUDY,INACTIVE,INACTIVE,-57,2497,0,225,138,2.6929,2024Q2
2021,DK937,BG39,INTERNAL,0,WORK,AT,36,M,1,WORK,STUDENT,STUDENT,-47,369,0,252,141,3.3831,2026Q3
2022,SK49,HU318,CROSS_BORDER,1,WORK,GR,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,93,1583,1,223,146,2.729,2023Q4
2023,IT644,DE750,INTRA_EU,1,WORK,RO,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-61,272,0,249,124,1.4126,2026Q1
2024,ES853,EE96,EXTRA_EU,0,WORK,DK,45,M,4,PROTECTION,INACTIVE,INACTIVE,-19,993,0,217,130,0.3856,2023Q2
2025,MT3,BG36,INTERNAL,1,WORK,LU,48,F,5,FAMILY,STUDENT,STUDENT,-17,2642,0,242,134,0.8304,2025Q3
2026,MT742,GR2,CROSS_BORDER,1,WORK,BE,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-111,1596,1,234,159,1.2299,2022Q4
2015,MT8,BG7,INTRA_EU,1,WORK,HU,54,M,1,WORK,EMPLOYED,EMPLOYED,-2,2460,0,253,158,2.7797,2025Q1
2016,SK872,HR2,EXTRA_EU,1,WORK,SK,57,F,2,OTHER,INACTIVE,INACTIVE,88,2130,0,251,153,1.9536,2022Q2
2017,PL9,ES70,INTERNAL,1,WORK,EE,60,T,3,RETIREMENT,STUDENT,STUDENT,109,2665,0,226,141,3.4623,2024Q3
2018,CY412,SK498,CROSS_BORDER,0,WORK,MT,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-4,1924,1,225,171,1.8561,2026Q4
2019,IT19,FI57,INTRA_EU,0,WORK,BG,66,F,5,FAMILY,EMPLOYED,EMPLOYED,100,913,0,242,182,3.2039,2024Q1
2020,AT584,NL471,EXTRA_EU,1,WORK,IE,69,T,6,STUDY,INACTIVE,INACTIVE,87,832,0,225,177,1.989,2026Q2
2021,HR333,DE757,INTERNAL,1,WORK,SI,72,M,1,WORK,STUDENT,STUDENT,106,307,0,260,179,2.9629,2023Q3
2022,ES25,DE475,CROSS_BORDER,0,WORK,FI,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-49,2528,1,230,172,1.2172,2025Q4
2023,FR201,SK893,INTRA_EU,1,WORK,NL,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,87,1465,0,263,185,1.7328,2023Q1
2024,LV1,MT380,EXTRA_EU,1,WORK,HR,81,M,4,PROTECTION,INACTIVE,INACTIVE,-61,2731,0,246,197,2.6373,2025Q2
2025,LV69,ES26,INTERNAL,0,WORK,IT,84,F,5,FAMILY,STUDENT,STUDENT,116,1407,0,238,178,2.1162,2022Q3
2026,RO840,EE36,CROSS_BORDER,1,WORK,ES,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,78,2789,1,242,181,1.4526,2024Q4
2015,DE4,NL78,INTRA_EU,0,WORK,FR,0,M,1,WORK,EMPLOYED,EMPLOYED,104,231,0,267,207,0.8764,2022Q1
2016,EE785,ES99,EXTRA_EU,1,WORK,PL,3,F,2,OTHER,INACTIVE,INACTIVE,-31,883,0,238,212,1.8284,2024Q2
2017,SK11,SI71,INTERNAL,0,WORK,CY,6,T,3,RETIREMENT,STUDENT,STUDENT,-60,430,0,245,212,3.081,2026Q3
2018,PL87,EE989,CROSS_BORDER,1,WORK,LV,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,57,638,1,264,188,3.2731,2023Q4
2019,BG531,HU92,INTRA_EU,1,WORK,SE,12,F,5,FAMILY,EMPLOYED,EMPLOYED,71,2299,0,267,206,3.045,2026Q1
2020,RO365,HR71,EXTRA_EU,0,WORK,DE,15,T,6,STUDY,INACTIVE,INACTIVE,-58,2551,0,265,209,2.0709,2023Q2
2021,AT85,DE48,INTERNAL,1,WORK,PT,18,M,1,WORK,STUDENT,STUDENT,-54,325,0,251,205,2.1448,2025Q3
2022,IT986,IT851,CROSS_BORDER,0,WORK,CZ,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,109,1977,0,239,218,0.3188,2022Q4
2023,GR299,AT22,INTRA_EU,1,WORK,LT,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,44,419,0,252,214,1.78,2025Q1
2024,FR71,CZ358,EXTRA_EU,1,WORK,AT,27,M,4,PROTECTION,INACTIVE,INACTIVE,105,502,0,260,198,1.5582,2022Q2
2025,CZ722,HU193,INTERNAL,0,WORK,GR,30,F,5,FAMILY,STUDENT,STUDENT,22,2513,0,263,216,1.5581,2024Q3
2026,IE74,RO434,CROSS_BORDER,1,WORK,RO,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,89,2432,1,279,231,0.3498,2026Q4
2015,CY16,ES925,INTRA_EU,0,WORK,DK,36,M,1,WORK,EMPLOYED,EMPLOYED,49,2578,0,265,237,0.3157,2024Q1
2016,DE34,FI885,EXTRA_EU,0,WORK,LU,39,F,2,OTHER,INACTIVE,INACTIVE,33,977,0,251,239,2.526,2026Q2
2017,CZ64,MT255,INTERNAL,0,WORK,BE,42,T,3,RETIREMENT,STUDENT,STUDENT,65,2220,0,269,249,3.3876,2023Q3
2018,DE56,MT225,CROSS_BORDER,1,WORK,HU,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-88,2480,0,266,216,2.2876,2025Q4
2019,SK47,CZ628,INTRA_EU,1,WORK,SK,48,F,5,FAMILY,EMPLOYED,EMPLOYED,-107,34,1,251,225,2.4351,2023Q1
2020,PT34,MT762,EXTRA_EU,1,WORK,EE,51,T,6,STUDY,INACTIVE,INACTIVE,-99,1343,0,273,225,3.0075,2025Q2
2021,ES27,CZ679,INTERNAL,1,WORK,MT,54,M,1,WORK,STUDENT,STUDENT,23,1061,0,287,264,1.9457,2022Q3
2022,LT780,CY468,CROSS_BORDER,1,WORK,BG,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-98,951,1,284,259,0.7478,2024Q4
2023,CZ196,IE872,INTRA_EU,1,WORK,IE,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,15,1245,0,274,266,2.2984,2022Q1
2024,AT5,BE538,EXTRA_EU,1,WORK,SI,63,M,4,PROTECTION,INACTIVE,INACTIVE,55,2301,0,281,241,0.9293,2024Q2
2025,RO475,SK888,INTERNAL,0,WORK,FI,66,F,5,FAMILY,STUDENT,STUDENT,-102,256,0,268,269,0.6996,2026Q3
2026,GR8,SE680,CROSS_BORDER,1,WORK,NL,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-1,2577,1,279,262,3.4022,2023Q4
2015,HR354,IE234,INTRA_EU,1,WORK,HR,72,M,1,WORK,EMPLOYED,EMPLOYED,-103,2486,0,258,275,2.0502,2026Q1
2016,LV81,SE271,EXTRA_EU,0,WORK,IT,75,F,2,OTHER,INACTIVE,INACTIVE,-115,1687,0,260,278,2.6272,2023Q2
2017,FR2,RO696,INTERNAL,1,WORK,ES,78,T,3,RETIREMENT,STUDENT,STUDENT,-47,502,0,260,288,2.315,2025Q3
2018,SK9,ES195,CROSS_BORDER,0,WORK,FR,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-63,124,1,283,267,2.7466,2022Q4
2019,IE836,CZ644,INTRA_EU,1,WORK,PL,84,F,5,FAMILY,EMPLOYED,EMPLOYED,-9,2493,0,290,266,1.314,2025Q1
2020,IT760,CY704,EXTRA_EU,1,WORK,CY,87,T,6,STUDY,INACTIVE,INACTIVE,31,275,0,288,284,1.1765,2022Q2
2021,SI291,CY636,INTERNAL,0,WORK,LV,0,M,1,WORK,STUDENT,STUDENT,-83,927,0,14,46,2.6494,2024Q3
2022,DE471,PL767,CROSS_BORDER,1,WORK,SE,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-33,578,0,51,38,2.8761,2026Q4
2023,NL796,SK557,INTRA_EU,0,WORK,DE,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-76,1563,0,27,45,2.1662,2024Q1
2024,IT349,SI275,EXTRA_EU,1,WORK,PT,9,M,4,PROTECTION,INACTIVE,INACTIVE,39,2330,0,23,30,1.3017,2026Q2
2025,HR441,IE474,INTERNAL,0,WORK,CZ,12,F,5,FAMILY,STUDENT,STUDENT,-14,1058,0,47,39,2.7324,2023Q3
2026,HU792,MT397,CROSS_BORDER,1,WORK,LT,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,115,2584,1,49,52,1.9233,2025Q4
2015,LV928,HR801,INTRA_EU,0,WORK,AT,18,M,1,WORK,EMPLOYED,EMPLOYED,106,480,1,30,42,0.4483,2023Q1
2016,BE607,IE424,EXTRA_EU,1,WORK,GR,21,F,2,OTHER,INACTIVE,INACTIVE,34,2133,1,52,62,1.8325,2025Q2
2017,LT867,FI252,INTERNAL,0,WORK,RO,24,T,3,RETIREMENT,STUDENT,STUDENT,-39,1429,0,21,74,3.2115,2022Q3
2018,BG134,IE210,CROSS_BORDER,1,WORK,DK,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-78,1977,1,58,40,0.8495,2024Q4
2019,FR379,MT487,INTRA_EU,1,WORK,LU,30,F,5,FAMILY,EMPLOYED,EMPLOYED,-95,627,1,37,64,3.3519,2022Q1
2020,HR248,IE371,EXTRA_EU,1,WORK,BE,33,T,6,STUDY,INACTIVE,INACTIVE,-91,1694,0,46,68,2.6195,2024Q2
2021,SI883,HR654,INTERNAL,1,WORK,HU,36,M,1,WORK,STUDENT,STUDENT,-72,1332,0,26,80,2.8482,2026Q3
2022,BE845,BG990,CROSS_BORDER,1,WORK,SK,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-39,1416,0,54,78,2.7626,2023Q4
2023,SI439,SK426,INTRA_EU,1,WORK,EE,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,114,2344,0,46,83,3.0287,2026Q1
2024,CZ333,HR319,EXTRA_EU,1,WORK,MT,45,M,4,PROTECTION,INACTIVE,INACTIVE,-32,281,0,34,71,2.6034,2023Q2
2025,LU598,DE334,INTERNAL,1,WORK,BG,48,F,5,FAMILY,STUDENT,STUDENT,-99,306,1,39,83,3.3822,2025Q3
2026,MT581,NL504,CROSS_BORDER,1,WORK,IE,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-65,2166,1,49,86,3.3651,2022Q4
2015,PL323,DK740,INTRA_EU,1,WORK,SI,54,M,1,WORK,EMPLOYED,EMPLOYED,-10,431,0,51,99,1.2333,2025Q1
2016,LV394,HR479,EXTRA_EU,0,WORK,FI,57,F,2,OTHER,INACTIVE,INACTIVE,-68,856,1,29,101,0.4375,2022Q2
2017,BG268,DE369,INTERNAL,1,WORK,NL,60,T,3,RETIREMENT,STUDENT,STUDENT,-57,136,0,62,79,2.1497,2024Q3
2018,LV690,SI810,CROSS_BORDER,1,WORK,HR,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-56,2616,1,63,102,1.0141,2026Q4
2019,BG963,DK106,INTRA_EU,0,WORK,IT,66,F,5,FAMILY,EMPLOYED,EMPLOYED,101,706,0,34,106,2.4854,2024Q1
2020,DE558,IE718,EXTRA_EU,1,WORK,ES,69,T,6,STUDY,INACTIVE,INACTIVE,-69,345,0,61,93,2.5921,2026Q2
2021,ES600,FR283,INTERNAL,0,WORK,FR,72,M,1,WORK,STUDENT,STUDENT,75,1195,0,43,93,0.3085,2023Q3
2022,CZ870,HU246,CROSS_BORDER,1,WORK,PL,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-104,2532,1,36,120,1.2438,2025Q4
2023,CZ515,BG717,INTRA_EU,1,WORK,CY,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-56,2763,1,46,119,2.2618,2023Q1
2024,BE743,HR120,EXTRA_EU,1,WORK,LV,81,M,4,PROTECTION,INACTIVE,INACTIVE,107,862,0,57,95,0.8024,2025Q2
2025,DK812,LT525,INTERNAL,1,WORK,SE,84,F,5,FAMILY,STUDENT,STUDENT,-37,1452,0,39,95,3.3624,2022Q3
2026,AT151,DE748,CROSS_BORDER,0,WORK,DE,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-112,2107,1,58,131,2.7595,2024Q4
2015,EE711,LV885,INTRA_EU,1,WORK,PT,0,M,1,WORK,EMPLOYED,EMPLOYED,-88,1763,0,53,103,0.3412,2022Q1
2016,CY722,GR341,EXTRA_EU,1,WORK,CZ,3,F,2,OTHER,INACTIVE,INACTIVE,-5,556,0,61,105,0.7913,2024Q2
2017,NL375,SK43,INTERNAL,1,WORK,LT,6,T,3,RETIREMENT,STUDENT,STUDENT,-61,16,0,54,123,2.485,2026Q3
2018,NL831,MT10,CROSS_BORDER,0,WORK,AT,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,43,1129,1,72,130,2.882,2023Q4
2019,SK756,LT183,INTRA_EU,1,WORK,GR,12,F,5,FAMILY,EMPLOYED,EMPLOYED,-9,2352,0,79,113,3.0663,2026Q1
2020,PL238,IT502,EXTRA_EU,1,WORK,RO,15,T,6,STUDY,INACTIVE,INACTIVE,-14,1628,0,72,142,2.2591,2023Q2
2021,DK998,CY6,INTERNAL,0,WORK,DK,18,M,1,WORK,STUDENT,STUDENT,0,2774,0,61,131,3.046,2025Q3
2022,ES476,HR69,CROSS_BORDER,1,WORK,LU,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-49,1040,1,48,145,0.6187,2022Q4
2023,BG905,LU7,INTRA_EU,1,WORK,BE,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,28,1906,1,82,142,1.2285,2025Q1
2024,IE682,MT2,EXTRA_EU,1,WORK,HU,27,M,4,PROTECTION,INACTIVE,INACTIVE,21,117,0,55,158,1.6031,2022Q2
2025,MT204,EE7,INTERNAL,1,WORK,SK,30,F,5,FAMILY,STUDENT,STUDENT,-15,701,0,87,138,1.2463,2024Q3
2026,LT586,GR44,CROSS_BORDER,1,WORK,EE,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-119,1306,0,77,172,2.1341,2026Q4
2015,LU341,LU427,INTRA_EU,1,WORK,MT,36,M,1,WORK,EMPLOYED,EMPLOYED,-95,804,0,62,157,1.4919,2024Q1
2016,ES385,PT13,EXTRA_EU,1,WORK,BG,39,F,2,OTHER,INACTIVE,INACTIVE,58,671,0,88,142,1.338,2026Q2
2017,SK403,HU23,INTERNAL,0,WORK,IE,42,T,3,RETIREMENT,STUDENT,STUDENT,-71,1872,0,94,161,1.052,2023Q3
2018,NL142,HU824,CROSS_BORDER,0,WORK,SI,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,69,239,0,74,176,3.4842,2025Q4
2019,CZ858,LU79,INTRA_EU,1,WORK,FI,48,F,5,FAMILY,EMPLOYED,EMPLOYED,-33,2775,0,79,150,2.7691,2023Q1
2020,CY510,LT20,EXTRA_EU,1,WORK,NL,51,T,6,STUDY,INACTIVE,INACTIVE,114,1355,0,77,171,1.9209,2025Q2
2021,BG591,ES791,INTERNAL,1,WORK,HR,54,M,1,WORK,STUDENT,STUDENT,-74,1901,0,92,189,2.0226,2022Q3
2022,BE892,FI118,CROSS_BORDER,1,WORK,IT,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-64,342,0,96,158,3.402,2024Q4
2023,PL1,FR37,INTRA_EU,1,WORK,ES,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,112,1474,0,94,192,0.3224,2022Q1
2024,CY281,LT5,EXTRA_EU,1,WORK,FR,63,M,4,PROTECTION,INACTIVE,INACTIVE,0,487,0,88,167,2.8577,2024Q2
2025,BG4,CY38,INTERNAL,0,WORK,PL,66,F,5,FAMILY,STUDENT,STUDENT,-41,542,0,76,189,3.3633,2026Q3
2026,RO963,LV2,CROSS_BORDER,1,WORK,CY,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,57,1213,0,74,171,1.3432,2023Q4
2015,RO64,EE217,INTRA_EU,0,WORK,LV,72,M,1,WORK,EMPLOYED,EMPLOYED,24,1671,0,92,203,2.2187,2026Q1
2016,HR7,SI3,EXTRA_EU,0,WORK,SE,75,F,2,OTHER,INACTIVE,INACTIVE,-98,443,0,93,212,2.8519,2023Q2
2017,FI8,FI738,INTERNAL,1,WORK,DE,78,T,3,RETIREMENT,STUDENT,STUDENT,61,1256,0,95,204,3.409,2025Q3
2018,BG595,PT678,CROSS_BORDER,1,WORK,PT,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-56,1336,0,72,205,0.3018,2022Q4
2019,BE441,EE6,INTRA_EU,1,WORK,CZ,84,F,5,FAMILY,EMPLOYED,EMPLOYED,108,1465,0,104,213,3.217,2025Q1
2020,FI62,EE2,EXTRA_EU,1,WORK,LT,87,T,6,STUDY,INACTIVE,INACTIVE,73,451,0,79,198,0.6721,2022Q2
2021,RO292,BE28,INTERNAL,1,WORK,AT,0,M,1,WORK,STUDENT,STUDENT,-23,2141,0,94,193,0.3248,2024Q3
2022,HU93,LU8,CROSS_BORDER,1,WORK,GR,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-51,1883,1,75,201,2.4492,2026Q4
2023,SE6,GR77,INTRA_EU,1,WORK,RO,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,107,2119,0,86,196,2.4979,2024Q1
2024,MT637,BE61,EXTRA_EU,0,WORK,DK,9,M,4,PROTECTION,INACTIVE,INACTIVE,-49,1604,0,80,214,2.6377,2026Q2
2025,CY9,LU36,INTERNAL,1,WORK,LU,12,F,5,FAMILY,STUDENT,STUDENT,73,2622,0,112,210,1.7929,2023Q3
2026,HU42,BG91,CROSS_BORDER,1,WORK,BE,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,117,1349,0,89,218,1.9668,2025Q4
2015,HR3,IE83,INTRA_EU,1,WORK,HU,18,M,1,WORK,EMPLOYED,EMPLOYED,18,2131,0,85,240,1.4696,2023Q1
2016,HU88,HU7,EXTRA_EU,1,WORK,SK,21,F,2,OTHER,INACTIVE,INACTIVE,23,2523,0,109,217,2.0475,2025Q2
2017,SI61,RO972,INTERNAL,1,WORK,EE,24,T,3,RETIREMENT,STUDENT,STUDENT,78,966,0,107,239,2.5294,2022Q3
2018,AT582,MT905,CROSS_BORDER,1,WORK,MT,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,112,2333,1,79,247,1.0591,2024Q4
2019,SE993,LT308,INTRA_EU,1,WORK,BG,30,F,5,FAMILY,EMPLOYED,EMPLOYED,37,2390,0,99,237,1.3004,2022Q1
2020,SI195,NL4,EXTRA_EU,1,WORK,IE,33,T,6,STUDY,INACTIVE,INACTIVE,44,2706,0,100,240,0.653,2024Q2
2021,GR40,MT191,INTERNAL,0,WORK,SI,36,M,1,WORK,STUDENT,STUDENT,-5,1655,0,92,253,0.7334,2026Q3
2022,SE9,DK634,CROSS_BORDER,1,WORK,FI,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,117,1411,1,97,248,2.7595,2023Q4
2023,PT92,IT20,INTRA_EU,0,WORK,NL,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,25,451,0,85,248,1.0984,2026Q1
2024,SI446,DK525,EXTRA_EU,1,WORK,HR,45,M,4,PROTECTION,INACTIVE,INACTIVE,115,2116,0,124,268,1.354,2023Q2
2025,IT4,FR8,INTERNAL,1,WORK,IT,48,F,5,FAMILY,STUDENT,STUDENT,61,2330,0,115,276,2.5529,2025Q3
2026,AT939,AT941,CROSS_BORDER,1,WORK,ES,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-11,1495,1,107,269,1.9236,2022Q4
2015,RO131,SK344,INTRA_EU,1,WORK,FR,54,M,1,WORK,EMPLOYED,EMPLOYED,52,2040,0,123,248,1.5109,2025Q1
2016,EE83,DK587,EXTRA_EU,1,WORK,PL,57,F,2,OTHER,INACTIVE,INACTIVE,90,898,0,91,278,2.9912,2022Q2
2017,EE73,PL50,INTERNAL,1,WORK,CY,60,T,3,RETIREMENT,STUDENT,STUDENT,-106,1818,0,96,279,1.7902,2024Q3
2018,SK2,CZ886,CROSS_BORDER,1,WORK,LV,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,105,2613,0,92,293,0.3084,2026Q4
2019,EE4,BG380,INTRA_EU,1,WORK,SE,66,F,5,FAMILY,EMPLOYED,EMPLOYED,-65,1593,0,101,268,0.9316,2024Q1
2020,CZ83,IE1,EXTRA_EU,1,WORK,DE,69,T,6,STUDY,INACTIVE,INACTIVE,-38,1162,1,105,285,2.1613,2026Q2
2021,BE901,DK415,INTERNAL,1,WORK,PT,72,M,1,WORK,STUDENT,STUDENT,-87,2275,0,96,23,1.0175,2023Q3
2022,HU3,EE3,CROSS_BORDER,1,WORK,CZ,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-85,1613,1,105,44,1.0613,2025Q4
