demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2020,HH00000564,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,2,1,0,0,4.51,21.4,0.99,2,FIXED_WIRELESS,ARABIC,MULTIPLE_MEMBERS,45,2971,1,URBAN_CORE
2024,HH00000565,NONREL,NONFAMILY,MARRIED,5,0,0,1,5.38,54.4,2.1,3,DSL,ENGLISH,NONE,30,309,1,RURAL
2020,HH00000566,SPOUSE,MALE_HH_NO_SPOUSE,SEPARATED,5,0,0,0,3.18,52.6,0.87,1,MOBILE_ONLY,SPANISH,ONE_MEMBER,18,2250,0,RURAL
2023,HH00000567,SPOUSE,MALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,0,0,0.26,32.4,1.9,0,FIBER,CHINESE,ONE_MEMBER,21,256,0,URBAN_CORE
2023,HH00000568,PARENT,NONFAMILY,NEVER_MARRIED,1,0,1,1,3.68,16.4,1.02,4,FIXED_WIRELESS,SPANISH,NONE,18,2020,1,RURAL
2019,HH00000569,SIBLING,MARRIED_COUPLE,WIDOWED,3,0,1,1,2.2,7.9,1.28,2,FIBER,VIETNAMESE,ONE_MEMBER,20,712,0,SUBURBAN
2019,HH00000570,CHILD,MARRIED_COUPLE,SEPARATED,3,1,0,1,3.39,33.6,1.68,1,CABLE,KOREAN,ONE_MEMBER,26,972,0,SUBURBAN
2023,HH00000571,NONREL,MALE_HH_NO_SPOUSE,NEVER_MARRIED,3,0,1,0,2.62,14.8,1.74,3,FIXED_WIRELESS,OTHER,ONE_MEMBER,51,3189,0,SUBURBAN
2019,HH00000572,SIBLING,MARRIED_COUPLE,SEPARATED,3,1,0,1,4.04,62.0,1.33,4,NONE,ENGLISH,NONE,20,1133,0,RURAL
2022,HH00000573,NONREL,MALE_HH_NO_SPOUSE,MARRIED,5,1,1,1,2.03,13.2,0.62,4,FIXED_WIRELESS,CHINESE,ONE_MEMBER,15,1644,1,SMALL_TOWN
2025,HH00000574,HOUSEHOLDER,MARRIED_COUPLE,DIVORCED,4,1,0,0,2.39,19.1,1.96,0,CABLE,ARABIC,NONE,54,531,1,RURAL
2020,HH00000575,PARENT,MARRIED_COUPLE,NEVER_MARRIED,1,1,0,1,0.42,51.1,2.25,0,SATELLITE,ARABIC,ONE_MEMBER,28,3177,0,SMALL_TOWN
2023,HH00000576,OTHER_REL,FEMALE_HH_NO_SPOUSE,SEPARATED,5,1,0,1,1.02,30.9,2.32,2,NONE,FRENCH,NONE,32,630,0,URBAN_CORE
2020,HH00000577,SPOUSE,MALE_HH_NO_SPOUSE,NEVER_MARRIED,3,0,1,0,2.41,26.5,0.52,2,FIBER,ARABIC,ONE_MEMBER,10,371,0,SMALL_TOWN
2018,HH00000578,PARENT,MARRIED_COUPLE,NEVER_MARRIED,2,0,1,1,0.21,26.8,1.88,3,DSL,SPANISH,ONE_MEMBER,9,2012,0,SMALL_TOWN
2018,HH00000579,SPOUSE,MARRIED_COUPLE,MARRIED,1,0,0,1,0.28,36.8,0.76,1,DSL,CHINESE,ONE_MEMBER,20,2514,1,SUBURBAN
2025,HH00000580,PARENT,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,3,0,0,0,3.86,37.1,0.53,3,DSL,SPANISH,MULTIPLE_MEMBERS,16,226,1,URBAN_CORE
2018,HH00000581,PARENT,NONFAMILY,DIVORCED,0,0,1,0,2.79,24.4,0.46,4,FIXED_WIRELESS,TAGALOG,NONE,57,1403,1,SMALL_TOWN
2023,HH00000582,SPOUSE,MARRIED_COUPLE,NEVER_MARRIED,1,0,0,1,0.21,46.6,0.31,2,DSL,OTHER,MULTIPLE_MEMBERS,9,2856,1,SMALL_TOWN
2019,HH00000583,HOUSEHOLDER,MARRIED_COUPLE,MARRIED,3,0,0,0,1.67,22.2,2.33,5,NONE,ENGLISH,ONE_MEMBER,28,1095,1,SMALL_TOWN
2021,HH00000584,PARENT,MARRIED_COUPLE,WIDOWED,4,1,1,0,3.88,19.4,1.63,3,DSL,OTHER,NONE,5,468,0,SMALL_TOWN
2022,HH00000585,CHILD,MARRIED_COUPLE,MARRIED,0,1,0,0,1.35,57.0,1.63,3,CABLE,SPANISH,MULTIPLE_MEMBERS,9,1129,0,URBAN_CORE
2025,HH00000586,PARENT,NONFAMILY,MARRIED,0,1,1,1,4.76,11.7,2.09,0,FIBER,ENGLISH,ONE_MEMBER,45,727,1,URBAN_CORE
2020,HH00000587,SIBLING,NONFAMILY,SEPARATED,2,1,0,1,1.82,63.2,2.2,3,FIXED_WIRELESS,CHINESE,ONE_MEMBER,6,1138,0,SMALL_TOWN
2019,HH00000588,CHILD,MARRIED_COUPLE,SEPARATED,5,1,0,0,5.66,38.9,0.31,1,CABLE,ENGLISH,ONE_MEMBER,10,1444,0,SUBURBAN
2022,HH00000589,SIBLING,FEMALE_HH_NO_SPOUSE,WIDOWED,5,0,1,0,3.21,60.7,1.96,3,CABLE,FRENCH,MULTIPLE_MEMBERS,42,2056,1,SUBURBAN
2020,HH00000590,SPOUSE,MARRIED_COUPLE,DIVORCED,3,1,1,0,1.22,63.9,1.16,1,MOBILE_ONLY,SPANISH,NONE,57,2165,0,URBAN_CORE
2023,HH00000591,SPOUSE,MARRIED_COUPLE,NEVER_MARRIED,3,1,1,0,0.86,30.0,1.02,1,FIXED_WIRELESS,OTHER,ONE_MEMBER,42,102,1,RURAL
2022,HH00000592,SPOUSE,NONFAMILY,MARRIED,1,1,0,1,1.04,16.6,1.94,5,CABLE,SPANISH,NONE,58,1470,0,SMALL_TOWN
2022,HH00000593,OTHER_REL,MARRIED_COUPLE,WIDOWED,5,1,1,1,4.28,61.2,1.25,4,SATELLITE,KOREAN,ONE_MEMBER,37,750,1,SUBURBAN
2020,HH00000594,SIBLING,MALE_HH_NO_SPOUSE,DIVORCED,2,1,0,1,1.11,56.0,2.47,3,MOBILE_ONLY,ARABIC,NONE,39,73,0,SMALL_TOWN
2022,HH00000595,SPOUSE,NONFAMILY,NEVER_MARRIED,5,0,1,0,5.65,15.8,2.15,2,FIXED_WIRELESS,ARABIC,ONE_MEMBER,22,1205,0,SUBURBAN
2018,HH00000596,CHILD,MALE_HH_NO_SPOUSE,SEPARATED,0,0,0,0,2.02,14.1,0.72,4,NONE,TAGALOG,MULTIPLE_MEMBERS,45,498,1,SUBURBAN
2024,HH00000597,NONREL,MARRIED_COUPLE,WIDOWED,4,0,1,1,0.57,64.4,1.43,0,FIBER,ENGLISH,ONE_MEMBER,60,2522,0,URBAN_CORE
2018,HH00000598,SPOUSE,FEMALE_HH_NO_SPOUSE,MARRIED,5,1,1,1,1.14,39.7,1.85,3,NONE,KOREAN,MULTIPLE_MEMBERS,31,49,0,SUBURBAN
2023,HH00000599,NONREL,MARRIED_COUPLE,WIDOWED,3,1,0,1,2.17,32.2,1.03,4,MOBILE_ONLY,FRENCH,ONE_MEMBER,24,457,0,SUBURBAN
2022,HH00000600,PARENT,NONFAMILY,NEVER_MARRIED,0,1,1,0,0.91,42.5,0.67,0,MOBILE_ONLY,ARABIC,NONE,49,2288,0,SMALL_TOWN
2024,HH00000601,SIBLING,MALE_HH_NO_SPOUSE,MARRIED,3,0,0,1,5.12,55.1,1.27,5,NONE,VIETNAMESE,ONE_MEMBER,2,1725,1,RURAL
2019,HH00000602,SIBLING,MALE_HH_NO_SPOUSE,MARRIED,5,1,0,1,5.76,5.9,0.57,4,FIXED_WIRELESS,SPANISH,ONE_MEMBER,27,267,1,SUBURBAN
2021,HH00000603,SIBLING,FEMALE_HH_NO_SPOUSE,DIVORCED,3,0,1,1,4.59,11.1,0.82,4,CABLE,ENGLISH,NONE,8,555,1,RURAL
2023,HH00000604,SIBLING,MARRIED_COUPLE,MARRIED,4,1,1,1,3.77,46.0,1.88,4,MOBILE_ONLY,FRENCH,ONE_MEMBER,3,2428,0,SMALL_TOWN
2020,HH00000605,HOUSEHOLDER,MALE_HH_NO_SPOUSE,NEVER_MARRIED,4,0,0,0,4.83,45.7,1.19,5,MOBILE_ONLY,TAGALOG,NONE,49,1073,1,URBAN_CORE
2019,HH00000606,SPOUSE,MALE_HH_NO_SPOUSE,NEVER_MARRIED,4,0,0,0,1.1,64.1,1.27,1,CABLE,SPANISH,MULTIPLE_MEMBERS,45,2643,1,SMALL_TOWN
2023,HH00000607,PARENT,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,1,1,0,0,2.39,6.6,1.68,3,FIBER,CHINESE,ONE_MEMBER,4,1298,0,SMALL_TOWN
2021,HH00000608,PARENT,NONFAMILY,MARRIED,4,0,0,1,1.43,9.7,1.14,0,NONE,SPANISH,NONE,12,2483,1,RURAL
2020,HH00000609,OTHER_REL,MALE_HH_NO_SPOUSE,SEPARATED,5,1,1,1,2.89,33.8,1.28,5,FIBER,OTHER,NONE,8,2276,0,RURAL
2025,HH00000610,NONREL,MALE_HH_NO_SPOUSE,WIDOWED,4,1,0,0,1.22,44.5,1.96,3,MOBILE_ONLY,TAGALOG,MULTIPLE_MEMBERS,14,2176,0,SUBURBAN
2024,HH00000611,SIBLING,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,1,0,1,4.93,20.5,1.45,5,SATELLITE,ENGLISH,MULTIPLE_MEMBERS,41,1949,0,RURAL
2025,HH00000612,PARENT,FEMALE_HH_NO_SPOUSE,DIVORCED,4,0,1,0,4.84,20.4,2.14,4,FIXED_WIRELESS,VIETNAMESE,ONE_MEMBER,58,1685,0,URBAN_CORE
2021,HH00000613,SPOUSE,FEMALE_HH_NO_SPOUSE,DIVORCED,4,1,0,1,2.33,7.3,1.75,1,DSL,FRENCH,NONE,49,2735,1,SMALL_TOWN
2023,HH00000614,CHILD,NONFAMILY,MARRIED,2,0,1,0,4.39,7.8,1.32,2,CABLE,ENGLISH,ONE_MEMBER,20,3006,0,RURAL
2020,HH00000615,PARENT,MALE_HH_NO_SPOUSE,MARRIED,5,0,1,0,2.67,10.4,2.3,4,NONE,TAGALOG,ONE_MEMBER,19,2689,1,URBAN_CORE
2018,HH00000616,OTHER_REL,MALE_HH_NO_SPOUSE,DIVORCED,5,0,1,1,1.85,9.1,1.22,2,DSL,OTHER,MULTIPLE_MEMBERS,42,931,1,URBAN_CORE
2019,HH00000617,HOUSEHOLDER,NONFAMILY,MARRIED,1,0,0,0,1.8,57.8,2.4,1,CABLE,CHINESE,NONE,3,414,1,SMALL_TOWN
2021,HH00000618,SIBLING,MARRIED_COUPLE,DIVORCED,3,1,0,0,3.04,29.4,2.25,1,FIBER,KOREAN,MULTIPLE_MEMBERS,43,1805,1,SUBURBAN
2025,HH00000619,CHILD,NONFAMILY,WIDOWED,1,1,1,1,0.27,50.5,0.98,2,DSL,KOREAN,NONE,35,168,0,URBAN_CORE
2025,HH00000620,OTHER_REL,MARRIED_COUPLE,SEPARATED,1,1,0,1,4.32,12.6,0.35,1,NONE,OTHER,ONE_MEMBER,26,878,1,RURAL
2018,HH00000621,NONREL,MARRIED_COUPLE,NEVER_MARRIED,1,0,0,0,2.46,5.7,0.92,2,CABLE,FRENCH,NONE,53,1251,0,URBAN_CORE
2019,HH00000622,CHILD,FEMALE_HH_NO_SPOUSE,WIDOWED,4,0,1,1,1.01,64.9,1.32,1,FIXED_WIRELESS,VIETNAMESE,MULTIPLE_MEMBERS,12,2120,1,RURAL
2022,HH00000623,SIBLING,NONFAMILY,MARRIED,1,1,0,0,3.88,52.8,2.27,2,FIXED_WIRELESS,TAGALOG,MULTIPLE_MEMBERS,60,373,1,RURAL
2019,HH00000624,SIBLING,MALE_HH_NO_SPOUSE,WIDOWED,2,1,0,1,4.57,55.0,0.74,2,FIXED_WIRELESS,ARABIC,NONE,8,444,1,SMALL_TOWN
2019,HH00000625,PARENT,MALE_HH_NO_SPOUSE,SEPARATED,3,0,1,0,0.88,41.1,2.4,5,CABLE,CHINESE,NONE,11,955,0,URBAN_CORE
2018,HH00000626,NONREL,NONFAMILY,DIVORCED,1,0,0,0,0.8,16.8,2.46,3,MOBILE_ONLY,KOREAN,NONE,23,2316,0,RURAL
2025,HH00000627,SIBLING,NONFAMILY,DIVORCED,3,1,0,1,2.45,6.4,1.35,1,FIXED_WIRELESS,TAGALOG,NONE,27,1667,0,RURAL
2018,HH00000628,HOUSEHOLDER,MARRIED_COUPLE,DIVORCED,0,0,1,1,3.97,49.8,0.62,3,SATELLITE,SPANISH,ONE_MEMBER,6,1657,1,SMALL_TOWN
2023,HH00000629,SPOUSE,FEMALE_HH_NO_SPOUSE,MARRIED,0,0,1,1,3.57,53.7,1.97,3,SATELLITE,VIETNAMESE,ONE_MEMBER,47,533,0,SMALL_TOWN
2021,HH00000630,CHILD,MALE_HH_NO_SPOUSE,SEPARATED,1,1,1,1,5.85,33.9,1.07,2,FIBER,KOREAN,ONE_MEMBER,39,2676,0,SMALL_TOWN
2021,HH00000631,SIBLING,MARRIED_COUPLE,SEPARATED,2,1,1,1,2.74,42.3,1.03,4,DSL,ARABIC,ONE_MEMBER,14,1014,0,RURAL
2022,HH00000632,PARENT,FEMALE_HH_NO_SPOUSE,MARRIED,0,1,0,0,2.23,63.7,0.52,5,MOBILE_ONLY,OTHER,MULTIPLE_MEMBERS,16,1470,0,RURAL
2018,HH00000633,SIBLING,MALE_HH_NO_SPOUSE,NEVER_MARRIED,0,0,0,1,4.61,25.2,2.45,5,CABLE,ARABIC,NONE,50,948,1,SMALL_TOWN
2025,HH00000634,HOUSEHOLDER,NONFAMILY,DIVORCED,2,1,1,1,5.75,56.0,2.27,2,NONE,CHINESE,NONE,8,1383,0,RURAL
2023,HH00000635,SIBLING,MARRIED_COUPLE,WIDOWED,4,1,0,0,5.38,57.4,0.95,1,MOBILE_ONLY,ENGLISH,ONE_MEMBER,33,2395,1,SMALL_TOWN
2018,HH00000636,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,WIDOWED,1,0,0,1,2.59,10.0,0.44,2,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,37,2640,1,SMALL_TOWN
2019,HH00000637,SIBLING,MARRIED_COUPLE,WIDOWED,5,1,1,0,3.86,33.5,1.37,0,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,39,2121,0,RURAL
2019,HH00000638,NONREL,MARRIED_COUPLE,NEVER_MARRIED,0,0,1,0,1.03,39.8,0.69,1,FIBER,FRENCH,MULTIPLE_MEMBERS,2,2019,1,SMALL_TOWN
2023,HH00000639,SPOUSE,MALE_HH_NO_SPOUSE,MARRIED,2,0,0,1,4.34,13.7,1.38,4,CABLE,FRENCH,NONE,33,1150,0,RURAL
2022,HH00000640,PARENT,NONFAMILY,MARRIED,0,1,1,1,2.23,29.7,2.01,0,CABLE,TAGALOG,NONE,49,1245,1,SMALL_TOWN
2019,HH00000641,OTHER_REL,MARRIED_COUPLE,DIVORCED,3,0,1,0,1.49,32.2,1.12,2,FIXED_WIRELESS,SPANISH,ONE_MEMBER,45,2961,1,SMALL_TOWN
2019,HH00000642,NONREL,MALE_HH_NO_SPOUSE,NEVER_MARRIED,0,0,0,1,0.98,21.7,1.57,2,CABLE,FRENCH,MULTIPLE_MEMBERS,5,1608,0,SUBURBAN
2021,HH00000643,HOUSEHOLDER,MALE_HH_NO_SPOUSE,WIDOWED,5,0,1,1,1.7,10.4,1.51,4,FIXED_WIRELESS,CHINESE,MULTIPLE_MEMBERS,11,480,1,SUBURBAN
2022,HH00000644,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,3,0,1,0,3.16,25.9,1.18,2,SATELLITE,ENGLISH,ONE_MEMBER,7,1878,0,SMALL_TOWN
2021,HH00000645,CHILD,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,1,1,5.39,41.7,2.43,4,FIXED_WIRELESS,ENGLISH,NONE,26,2751,0,SUBURBAN
2023,HH00000646,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,SEPARATED,4,1,1,1,1.71,27.3,1.05,0,FIBER,KOREAN,NONE,13,1173,0,SMALL_TOWN
2022,HH00000647,SPOUSE,MARRIED_COUPLE,NEVER_MARRIED,2,1,1,0,0.53,19.1,0.37,4,FIBER,FRENCH,ONE_MEMBER,21,1180,1,SUBURBAN
2024,HH00000648,SPOUSE,MALE_HH_NO_SPOUSE,DIVORCED,4,1,0,0,4.72,16.9,2.16,4,FIXED_WIRELESS,ENGLISH,MULTIPLE_MEMBERS,40,2112,1,SUBURBAN
2021,HH00000649,CHILD,MALE_HH_NO_SPOUSE,WIDOWED,3,0,0,0,4.73,29.4,2.35,1,CABLE,TAGALOG,ONE_MEMBER,5,2069,0,URBAN_CORE
2021,HH00000650,SIBLING,NONFAMILY,MARRIED,0,1,1,0,0.59,63.1,1.37,5,DSL,TAGALOG,MULTIPLE_MEMBERS,28,3160,1,SMALL_TOWN
2024,HH00000651,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,4,1,1,0,1.26,42.8,0.48,3,MOBILE_ONLY,TAGALOG,MULTIPLE_MEMBERS,43,1101,0,SMALL_TOWN
2022,HH00000652,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,3,0,1,0,1.13,11.3,0.5,1,SATELLITE,ARABIC,ONE_MEMBER,47,1777,0,RURAL
2019,HH00000653,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,4,1,0,0,2.88,13.3,1.55,3,NONE,TAGALOG,ONE_MEMBER,5,1027,0,RURAL
2020,HH00000654,OTHER_REL,MALE_HH_NO_SPOUSE,SEPARATED,5,1,0,0,1.65,40.7,0.56,0,DSL,SPANISH,MULTIPLE_MEMBERS,45,3078,0,RURAL
2024,HH00000655,OTHER_REL,NONFAMILY,DIVORCED,3,1,0,1,4.54,19.9,0.73,0,SATELLITE,ENGLISH,MULTIPLE_MEMBERS,44,2579,1,SMALL_TOWN
2018,HH00000656,SIBLING,FEMALE_HH_NO_SPOUSE,WIDOWED,0,0,1,0,3.78,55.0,2.02,2,NONE,ARABIC,ONE_MEMBER,39,455,0,SMALL_TOWN
2022,HH00000657,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,4,1,1,0,4.13,9.2,0.79,5,SATELLITE,ARABIC,MULTIPLE_MEMBERS,3,1608,0,SMALL_TOWN
2024,HH00000658,CHILD,MARRIED_COUPLE,WIDOWED,2,0,1,1,2.39,19.2,1.15,1,CABLE,FRENCH,MULTIPLE_MEMBERS,39,2469,1,URBAN_CORE
2020,HH00000659,OTHER_REL,MARRIED_COUPLE,WIDOWED,4,1,1,0,3.09,43.1,1.12,2,SATELLITE,FRENCH,MULTIPLE_MEMBERS,23,1248,0,URBAN_CORE
2021,HH00000660,NONREL,MARRIED_COUPLE,SEPARATED,3,1,0,0,4.14,44.4,1.27,2,FIBER,KOREAN,ONE_MEMBER,49,3122,0,RURAL
2023,HH00000661,OTHER_REL,NONFAMILY,WIDOWED,1,0,1,1,3.26,47.8,1.22,3,FIBER,TAGALOG,MULTIPLE_MEMBERS,52,645,1,URBAN_CORE
2019,HH00000662,SPOUSE,FEMALE_HH_NO_SPOUSE,MARRIED,0,1,0,1,0.64,57.0,1.45,1,SATELLITE,OTHER,MULTIPLE_MEMBERS,18,918,1,SUBURBAN
2021,HH00000663,CHILD,FEMALE_HH_NO_SPOUSE,WIDOWED,4,1,1,0,2.3,63.1,1.47,1,FIXED_WIRELESS,ENGLISH,NONE,42,1013,1,SUBURBAN
2022,HH00000664,PARENT,MALE_HH_NO_SPOUSE,WIDOWED,3,1,0,1,5.83,17.1,0.79,2,DSL,ENGLISH,ONE_MEMBER,58,1507,0,RURAL
2020,HH00000665,PARENT,NONFAMILY,MARRIED,2,0,0,0,3.11,20.5,0.63,2,CABLE,ENGLISH,ONE_MEMBER,18,1491,0,URBAN_CORE
2025,HH00000666,HOUSEHOLDER,MARRIED_COUPLE,MARRIED,0,0,0,1,2.58,28.7,0.71,2,SATELLITE,SPANISH,MULTIPLE_MEMBERS,31,1849,0,SUBURBAN
2021,HH00000667,SIBLING,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,0,1,5.36,28.0,0.75,3,SATELLITE,SPANISH,NONE,37,2710,0,SMALL_TOWN
2019,HH00000668,SPOUSE,NONFAMILY,NEVER_MARRIED,0,1,0,0,4.05,26.2,2.11,5,NONE,CHINESE,ONE_MEMBER,59,2446,1,SUBURBAN
2023,HH00000669,HOUSEHOLDER,NONFAMILY,SEPARATED,2,0,0,0,2.67,8.7,2.35,3,NONE,KOREAN,MULTIPLE_MEMBERS,50,2656,1,RURAL
2022,HH00000670,OTHER_REL,MALE_HH_NO_SPOUSE,DIVORCED,2,1,1,0,3.65,56.8,1.93,4,SATELLITE,VIETNAMESE,MULTIPLE_MEMBERS,39,2694,0,SMALL_TOWN
2024,HH00000671,PARENT,MARRIED_COUPLE,WIDOWED,3,0,0,1,2.15,44.8,0.39,0,FIBER,ENGLISH,MULTIPLE_MEMBERS,20,32,0,SMALL_TOWN
2024,HH00000672,HOUSEHOLDER,NONFAMILY,WIDOWED,4,1,0,0,4.86,52.2,1.62,1,FIBER,CHINESE,NONE,49,444,0,SUBURBAN
2022,HH00000673,OTHER_REL,NONFAMILY,DIVORCED,0,1,1,0,4.36,65.0,2.02,1,DSL,VIETNAMESE,NONE,36,2723,1,RURAL
2021,HH00000674,PARENT,MALE_HH_NO_SPOUSE,SEPARATED,1,1,1,1,1.46,34.4,1.45,0,CABLE,OTHER,NONE,22,1680,1,SUBURBAN
2019,HH00000675,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,2,1,0,0,1.98,13.0,0.48,5,SATELLITE,VIETNAMESE,ONE_MEMBER,56,1092,1,SUBURBAN
2022,HH00000676,CHILD,MARRIED_COUPLE,NEVER_MARRIED,2,0,0,1,0.22,55.0,1.43,2,FIBER,ARABIC,ONE_MEMBER,46,3198,1,RURAL
2022,HH00000677,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,WIDOWED,0,0,0,0,4.79,49.6,1.7,5,FIBER,SPANISH,ONE_MEMBER,16,120,1,URBAN_CORE
2021,HH00000678,PARENT,MALE_HH_NO_SPOUSE,MARRIED,5,1,0,0,0.72,51.1,1.55,5,FIXED_WIRELESS,ARABIC,NONE,30,684,0,URBAN_CORE
2020,HH00000679,SPOUSE,MARRIED_COUPLE,WIDOWED,2,1,1,0,3.52,14.7,1.89,1,SATELLITE,VIETNAMESE,ONE_MEMBER,42,1347,0,SUBURBAN
2025,HH00000680,PARENT,MARRIED_COUPLE,WIDOWED,2,1,1,1,5.11,50.3,0.89,1,NONE,TAGALOG,NONE,37,1913,1,URBAN_CORE
2024,HH00000681,NONREL,MARRIED_COUPLE,MARRIED,4,1,0,0,5.8,40.6,1.83,2,SATELLITE,OTHER,NONE,2,2748,0,SMALL_TOWN
2018,HH00000682,NONREL,NONFAMILY,NEVER_MARRIED,3,0,0,1,2.05,8.0,1.03,1,CABLE,KOREAN,MULTIPLE_MEMBERS,34,2440,0,RURAL
2019,HH00000683,NONREL,MALE_HH_NO_SPOUSE,MARRIED,3,1,0,0,1.27,22.5,1.87,5,MOBILE_ONLY,FRENCH,MULTIPLE_MEMBERS,8,1626,0,URBAN_CORE
2023,HH00000684,CHILD,NONFAMILY,DIVORCED,2,0,1,0,5.93,18.2,1.37,3,MOBILE_ONLY,TAGALOG,MULTIPLE_MEMBERS,46,698,1,RURAL
2023,HH00000685,HOUSEHOLDER,MALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,0,0,1.28,22.5,2.02,0,MOBILE_ONLY,CHINESE,MULTIPLE_MEMBERS,60,803,1,URBAN_CORE
2022,HH00000686,PARENT,NONFAMILY,WIDOWED,1,0,0,1,1.07,17.0,1.41,3,FIXED_WIRELESS,ENGLISH,NONE,58,1537,1,SUBURBAN
2022,HH00000687,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,5,0,0,0,5.56,28.9,0.93,3,SATELLITE,CHINESE,MULTIPLE_MEMBERS,11,138,1,SUBURBAN
2024,HH00000688,SIBLING,MALE_HH_NO_SPOUSE,MARRIED,2,1,1,0,5.63,18.0,2.48,1,FIBER,SPANISH,MULTIPLE_MEMBERS,8,3061,1,RURAL
2022,HH00000689,PARENT,NONFAMILY,NEVER_MARRIED,1,1,1,1,2.98,28.8,0.83,3,NONE,VIETNAMESE,NONE,46,950,1,RURAL
2020,HH00000690,HOUSEHOLDER,MALE_HH_NO_SPOUSE,MARRIED,1,0,1,0,3.91,6.0,1.19,4,DSL,KOREAN,ONE_MEMBER,30,2076,1,SMALL_TOWN
2023,HH00000691,OTHER_REL,MARRIED_COUPLE,DIVORCED,1,0,0,1,2.62,49.2,2.01,3,CABLE,TAGALOG,ONE_MEMBER,20,753,1,SUBURBAN
2018,HH00000692,CHILD,NONFAMILY,SEPARATED,1,0,0,0,5.58,25.8,1.44,1,SATELLITE,FRENCH,ONE_MEMBER,39,2894,0,SUBURBAN
2021,HH00000693,SPOUSE,MALE_HH_NO_SPOUSE,WIDOWED,0,1,0,1,5.04,22.3,1.8,2,SATELLITE,OTHER,ONE_MEMBER,38,1638,1,SMALL_TOWN
2024,HH00000694,OTHER_REL,MARRIED_COUPLE,DIVORCED,2,0,0,1,3.18,56.5,1.37,2,FIBER,TAGALOG,ONE_MEMBER,48,2562,1,SMALL_TOWN
2019,HH00000695,HOUSEHOLDER,MALE_HH_NO_SPOUSE,MARRIED,5,1,1,1,2.79,49.9,1.64,5,NONE,VIETNAMESE,ONE_MEMBER,35,2321,0,SMALL_TOWN
2020,HH00000696,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,0,1,0,0,4.18,56.8,1.43,1,DSL,OTHER,NONE,51,108,0,SMALL_TOWN
2022,HH00000697,CHILD,MARRIED_COUPLE,WIDOWED,1,1,1,1,4.05,57.4,2.48,3,NONE,SPANISH,MULTIPLE_MEMBERS,52,249,1,URBAN_CORE
2023,HH00000698,NONREL,MALE_HH_NO_SPOUSE,DIVORCED,4,0,1,0,0.67,48.8,0.76,0,FIBER,SPANISH,MULTIPLE_MEMBERS,41,1044,1,RURAL
2025,HH00000699,PARENT,NONFAMILY,NEVER_MARRIED,3,0,0,0,1.82,8.5,2.26,3,FIBER,SPANISH,ONE_MEMBER,34,2859,1,SUBURBAN
2023,HH00000700,SPOUSE,MALE_HH_NO_SPOUSE,WIDOWED,2,1,0,0,2.74,10.7,1.32,3,NONE,ENGLISH,MULTIPLE_MEMBERS,21,2209,1,SMALL_TOWN
2023,HH00000701,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,2,0,1,1,3.45,9.4,0.36,0,MOBILE_ONLY,ARABIC,ONE_MEMBER,5,41,0,SMALL_TOWN
2018,HH00000702,PARENT,NONFAMILY,WIDOWED,0,1,0,0,1.31,19.9,2.45,3,DSL,ENGLISH,MULTIPLE_MEMBERS,14,66,1,RURAL
2018,HH00000703,SPOUSE,MARRIED_COUPLE,MARRIED,1,0,0,0,2.06,56.8,2.21,3,FIBER,VIETNAMESE,NONE,27,55,1,SMALL_TOWN
2018,HH00000704,PARENT,FEMALE_HH_NO_SPOUSE,DIVORCED,1,1,1,0,3.12,7.3,0.46,4,FIBER,TAGALOG,ONE_MEMBER,49,2619,0,SUBURBAN
