trans_air_flight_date,trans_air_airport_iata_code,trans_air_carrier_code,trans_air_flight_number_hash,trans_air_scheduled_departure_local,trans_air_actual_departure_local,trans_air_departure_delay_minutes,trans_air_scheduled_arrival_local,trans_air_actual_arrival_local,trans_air_arrival_delay_minutes,trans_air_cancellation_flag,trans_air_diversion_flag,trans_air_taxi_out_minutes,trans_air_taxi_in_minutes,trans_air_airborne_time_minutes,trans_air_seat_capacity,trans_air_passengers_enplaned,trans_air_baggage_mishandled_rate,trans_air_cisf_security_wait_time_minutes,trans_air_gate_utilization_pct
2020-09-24,COK,AI,FL2C1ECFB2BE04,2020-09-24 11:52,2020-09-24 11:55,3,2020-09-24 14:58,2020-09-24 15:11,13,N,N,16,15,155,315,312,2.22,6,92.19
2025-11-19,GAU,G8,FL527A51CDE320,2025-11-19 11:35,2025-11-19 12:32,57,2025-11-19 14:57,2025-11-19 15:37,40,N,N,23,7,172,253,214,2.63,14,76.91
2024-07-08,CCU,6E,FL389CC5CB2D50,2024-07-08 11:35,2024-07-08 11:58,23,2024-07-08 14:59,2024-07-08 15:45,46,N,N,11,6,187,245,206,4.28,5,51.93
2023-07-23,PNQ,S5,FL8C524A749337,2023-07-23 12:05,2023-07-23 12:32,27,2023-07-23 14:44,2023-07-23 15:15,31,N,N,18,3,138,243,204,5.86,3,70.33
2019-11-08,DEL,QP,FLCC10E1891751,2019-11-08 20:29,2019-11-08 20:33,4,2019-11-08 22:32,2019-11-08 22:57,25,N,N,12,7,104,152,131,3.41,26,73.28
2022-07-20,CCU,I5,FL19A90D4B9777,2022-07-20 13:33,2022-07-20 13:33,0,2022-07-20 15:52,2022-07-20 15:52,0,Y,N,22,11,106,148,0,0.89,20,72.36
2019-01-29,PNQ,S5,FL2C84E2DD39BC,2019-01-29 11:00,2019-01-29 11:10,10,2019-01-29 12:28,2019-01-29 12:32,4,N,N,12,21,55,98,91,5.07,16,52.11
2021-10-06,AMD,SG,FL570021CBF477,2021-10-06 08:00,2021-10-06 08:31,31,2021-10-06 10:54,2021-10-06 11:40,46,N,N,13,13,148,363,351,1.9,30,75.85
2023-05-27,LKO,SG,FLFABB4C97E126,2023-05-27 05:30,2023-05-27 05:17,-13,2023-05-27 09:21,2023-05-27 09:16,-5,N,N,23,2,206,223,220,2.72,28,48.36
2023-12-24,IXC,G8,FLB2F7F278D428,2023-12-24 07:06,2023-12-24 07:26,20,2023-12-24 08:19,2023-12-24 08:28,9,N,N,17,9,47,157,155,3.33,33,51.88
2022-07-16,BLR,6E,FLF6D433967DAA,2022-07-16 11:38,2022-07-16 11:50,12,2022-07-16 13:51,2022-07-16 13:49,-2,N,N,23,8,102,187,170,5.15,27,79.67
2022-10-29,PNQ,6E,FL5AF281AB1F25,2022-10-29 14:12,2022-10-29 14:10,-2,2022-10-29 17:06,2022-10-29 17:13,7,N,N,20,16,138,95,89,4.75,55,55.19
2022-05-24,PNQ,QP,FL0592EDBDC42E,2022-05-24 15:46,2022-05-24 15:26,-20,2022-05-24 17:28,2022-05-24 17:02,-26,N,N,24,9,69,215,191,5.19,0,84.88
2024-11-02,BOM,AI,FL517955769701,2024-11-02 05:44,2024-11-02 05:47,3,2024-11-02 08:38,2024-11-02 08:35,-3,N,N,16,7,151,232,208,1.91,14,80.21
2025-10-28,MAA,QP,FL931DCF8EB609,2025-10-28 11:25,2025-10-28 12:32,67,2025-10-28 14:27,2025-10-28 15:05,38,N,N,20,6,156,361,357,1.26,26,56.85
2025-03-15,LKO,AI,FLB84A7E3D28D5,2025-03-15 06:18,2025-03-15 06:10,-8,2025-03-15 07:49,2025-03-15 07:35,-14,N,N,15,8,68,75,53,4.27,22,42.37
2021-12-19,DEL,QP,FL0799BD686952,2021-12-19 16:54,2021-12-19 17:00,6,2021-12-19 18:28,2021-12-19 18:11,-17,N,N,10,2,82,343,306,0.0,10,57.26
2023-06-21,TRV,SG,FL4E6F176E06DE,2023-06-21 12:38,2023-06-21 12:35,-3,2023-06-21 13:57,2023-06-21 14:13,16,N,N,4,13,62,229,226,1.51,9,69.76
2022-02-17,COK,AI,FL2966D488F481,2022-02-17 13:51,2022-02-17 13:31,-20,2022-02-17 17:09,2022-02-17 17:05,-4,N,N,11,14,173,330,286,1.49,13,68.88
2024-05-10,DEL,UK,FL7D6B238F6FF2,2024-05-10 05:40,2024-05-10 05:44,4,2024-05-10 07:39,2024-05-10 08:03,24,N,N,4,11,104,185,183,3.76,23,76.89
2024-05-25,CCU,G8,FL0DE3F6033201,2024-05-25 08:17,2024-05-25 08:18,1,2024-05-25 11:03,2024-05-25 10:40,-23,N,N,33,16,117,220,192,2.45,20,41.06
2024-10-04,AMD,S5,FL8C0B47FC241C,2024-10-04 07:29,2024-10-04 07:12,-17,2024-10-04 09:23,2024-10-04 09:02,-21,N,N,22,8,84,290,184,6.06,27,67.65
2020-07-30,LKO,I5,FL69B1125E01AF,2020-07-30 10:19,2020-07-30 10:22,3,2020-07-30 12:43,2020-07-30 12:53,10,N,N,11,12,121,210,185,3.12,10,97.13
2021-11-20,LKO,QP,FLDF04126BF0C0,2021-11-20 13:32,2021-11-20 13:55,23,2021-11-20 16:14,2021-11-20 16:08,-6,N,N,19,8,135,133,115,2.31,8,53.66
2023-02-13,JAI,I5,FL468F97CE2A96,2023-02-13 05:15,2023-02-13 04:59,-16,2023-02-13 08:59,2023-02-13 08:58,-1,N,N,21,3,200,90,65,5.53,10,77.48
2019-02-27,HYD,AI,FL81E699E1C076,2019-02-27 07:12,2019-02-27 06:57,-15,2019-02-27 10:51,2019-02-27 10:48,-3,N,N,29,10,180,141,128,1.7,15,76.37
2020-07-11,GOI,I5,FL726BD17CE03B,2020-07-11 12:09,2020-07-11 12:28,19,2020-07-11 13:20,2020-07-11 13:20,0,N,N,17,3,51,184,154,3.19,23,74.96
2024-12-05,PNQ,S5,FLAB19ECAC4BAE,2024-12-05 10:04,2024-12-05 10:10,6,2024-12-05 11:37,2024-12-05 12:00,23,N,N,13,10,70,133,116,1.82,9,80.06
2020-07-11,AMD,UK,FL8E5C79971116,2020-07-11 08:57,2020-07-11 08:37,-20,2020-07-11 11:39,2020-07-11 11:26,-13,N,N,18,14,130,144,119,1.61,7,51.59
2024-08-04,CCU,AI,FL6F5BB58C709E,2024-08-04 08:44,2024-08-04 08:44,0,2024-08-04 10:22,2024-08-04 10:15,-7,N,N,18,8,72,294,291,4.2,8,62.22
2019-12-20,COK,AI,FLB0E7D6242588,2019-12-20 19:36,2019-12-20 19:38,2,2019-12-20 21:04,2019-12-20 20:40,-24,N,N,15,8,65,189,133,1.87,18,88.99
2019-02-24,PNQ,QP,FLFEDFB2289EC0,2019-02-24 13:10,2019-02-24 13:56,46,2019-02-24 14:51,2019-02-24 15:27,36,N,N,13,10,78,270,199,2.68,3,64.51
2022-07-13,BOM,G8,FLA3432477D0AE,2022-07-13 20:12,2022-07-13 20:31,19,2022-07-13 22:44,2022-07-13 23:06,22,N,N,20,5,127,101,94,4.2,12,85.35
2020-05-12,TRV,S5,FLA613D6EFA29A,2020-05-12 14:45,2020-05-12 15:29,44,2020-05-12 17:11,2020-05-12 18:09,58,N,N,9,16,121,173,137,0.0,30,63.25
2023-10-14,GOI,UK,FLA541B737D812,2023-10-14 07:04,2023-10-14 07:03,-1,2023-10-14 08:49,2023-10-14 08:27,-22,N,N,22,5,78,280,255,2.53,36,79.76
2022-08-10,CCU,UK,FL61CD6F4135F0,2022-08-10 14:27,2022-08-10 14:31,4,2022-08-10 16:28,2022-08-10 15:58,-30,N,N,12,12,97,87,84,4.7,17,67.18
2019-10-18,PNQ,QP,FL3FC01EFFE94B,2019-10-18 22:04,2019-10-18 21:44,-20,2019-10-18 23:27,2019-10-18 23:17,-10,N,N,22,14,47,227,225,2.9,36,67.29
2026-01-15,IXB,I5,FL21066427FFFF,2026-01-15 09:04,2026-01-15 08:47,-17,2026-01-15 11:22,2026-01-15 10:56,-26,N,N,13,2,123,351,325,3.62,10,80.61
2025-07-26,IXB,QP,FL8C9A51B02B5E,2025-07-26 09:29,2025-07-26 09:27,-2,2025-07-26 11:25,2025-07-26 11:24,-1,N,N,9,6,101,338,240,4.91,15,68.75
2019-05-23,BLR,QP,FLD974A3F6FB88,2019-05-23 09:35,2019-05-23 10:18,43,2019-05-23 11:30,2019-05-23 12:40,70,N,N,7,7,101,177,170,0.0,32,54.98
2025-01-08,BLR,6E,FLA640B09D6D57,2025-01-08 05:21,2025-01-08 05:04,-17,2025-01-08 07:03,2025-01-08 07:03,0,N,N,8,9,85,142,116,1.8,0,70.41
2023-03-18,MAA,G8,FLC82BEAC56BB0,2023-03-18 10:46,2023-03-18 11:00,14,2023-03-18 12:38,2023-03-18 12:55,17,N,N,15,2,95,314,311,6.62,19,70.14
2019-02-07,HYD,G8,FL2DFB8B9455FE,2019-02-07 16:08,2019-02-07 15:57,-11,2019-02-07 19:06,2019-02-07 18:55,-11,N,N,29,14,135,220,197,5.28,16,67.12
2024-04-10,IXB,S5,FLD0A5EE6398BE,2024-04-10 05:53,2024-04-10 06:26,33,2024-04-10 08:30,2024-04-10 08:59,29,N,N,10,5,142,263,249,6.33,4,71.01
2025-10-26,IXB,6E,FL565CFF9EECF6,2025-10-26 19:33,2025-10-26 20:00,27,2025-10-26 22:11,2025-10-26 22:48,37,N,N,20,2,136,192,152,0.0,21,51.09
2021-01-01,BOM,QP,FLE28C9BEC8104,2021-01-01 05:42,2021-01-01 05:42,0,2021-01-01 07:40,2021-01-01 08:09,29,N,N,14,6,98,91,43,4.09,9,49.29
2021-09-05,HYD,SG,FL04722F940AB2,2021-09-05 09:49,2021-09-05 09:48,-1,2021-09-05 12:12,2021-09-05 12:10,-2,N,N,21,10,112,107,106,6.19,31,61.03
2023-06-27,GOI,I5,FL320217264B89,2023-06-27 09:27,2023-06-27 09:54,27,2023-06-27 10:54,2023-06-27 11:24,30,N,N,16,11,60,319,293,2.15,31,62.45
2020-07-06,TRV,AI,FLB77068F55BFC,2020-07-06 11:01,2020-07-06 11:32,31,2020-07-06 14:36,2020-07-06 15:06,30,N,N,14,13,188,161,126,2.6,14,60.64
2024-08-05,LKO,UK,FL6035E3D00B00,2024-08-05 07:39,2024-08-05 08:11,32,2024-08-05 09:24,2024-08-05 09:57,33,N,Y,20,13,72,348,259,1.59,27,88.92
2025-10-04,MAA,UK,FL7EBCECAF935D,2025-10-04 05:11,2025-10-04 06:27,76,2025-10-04 07:17,2025-10-04 08:40,83,N,N,29,3,94,173,154,1.62,16,69.77
2022-04-29,DEL,AI,FL35DCCC233457,2022-04-29 21:03,2022-04-29 20:59,-4,2022-04-29 23:02,2022-04-29 22:41,-21,N,N,27,8,84,302,242,6.26,33,94.48
2021-03-05,DEL,AI,FL6E6A6B3D70EB,2021-03-05 15:42,2021-03-05 15:30,-12,2021-03-05 17:28,2021-03-05 17:22,-6,N,N,4,4,98,348,345,2.07,11,60.85
2022-03-16,IXC,S5,FL454852E81789,2022-03-16 21:47,2022-03-16 21:54,7,2022-03-17 00:05,2022-03-17 00:04,-1,N,N,15,10,113,203,184,6.46,12,65.12
2019-03-23,GAU,QP,FLBA1FC32E68D3,2019-03-23 11:23,2019-03-23 11:51,28,2019-03-23 14:53,2019-03-23 15:48,55,N,N,16,4,190,258,224,2.35,17,53.54
2021-04-14,GOI,QP,FL56355E33CBE3,2021-04-14 14:36,2021-04-14 14:17,-19,2021-04-14 16:50,2021-04-14 16:40,-10,N,N,4,6,124,93,81,5.53,15,65.1
2024-03-13,TRV,UK,FL21DB10D7257D,2024-03-13 05:24,2024-03-13 05:20,-4,2024-03-13 07:45,2024-03-13 07:38,-7,N,N,14,11,116,155,149,1.17,14,72.0
2020-09-20,HYD,AI,FL9898081958F0,2020-09-20 16:50,2020-09-20 17:16,26,2020-09-20 17:55,2020-09-20 18:46,51,N,N,10,6,49,138,125,4.88,12,83.98
2019-10-18,BLR,6E,FLA89A04B9A30A,2019-10-18 11:31,2019-10-18 11:26,-5,2019-10-18 13:35,2019-10-18 13:16,-19,N,N,35,5,84,79,61,3.52,26,61.83
2025-11-26,IXB,AI,FL3402A27F9A9F,2025-11-26 09:52,2025-11-26 10:54,62,2025-11-26 11:48,2025-11-26 13:19,91,N,N,10,14,92,274,228,6.44,5,37.54
2019-01-21,COK,G8,FL17C0D3CF69CB,2019-01-21 17:08,2019-01-21 16:52,-16,2019-01-21 19:30,2019-01-21 19:08,-22,N,N,12,7,123,224,216,0.74,30,78.76
2025-07-08,AMD,SG,FL0206C6C030A7,2025-07-08 10:04,2025-07-08 10:08,4,2025-07-08 12:18,2025-07-08 12:40,22,N,N,14,3,117,273,240,1.53,12,87.86
2022-09-01,HYD,UK,FL079BF9073B92,2022-09-01 07:17,2022-09-01 07:30,13,2022-09-01 09:16,2022-09-01 09:27,11,N,N,14,17,88,135,119,6.92,0,93.66
2020-07-30,PNQ,G8,FL36F2C548CB75,2020-07-30 22:23,2020-07-30 22:15,-8,2020-07-31 01:46,2020-07-31 01:25,-21,N,N,17,8,178,361,357,4.41,22,62.09
2020-03-04,COK,AI,FL6FDEA7A6A868,2020-03-04 19:16,2020-03-04 19:20,4,2020-03-04 21:44,2020-03-04 21:51,7,N,N,22,8,118,105,83,5.99,44,53.53
2020-06-17,GOI,SG,FL281A0154870C,2020-06-17 21:54,2020-06-17 21:50,-4,2020-06-18 00:22,2020-06-18 00:39,17,N,N,19,2,127,141,131,1.53,31,88.31
2020-07-09,JAI,AI,FLB9538F1300F7,2020-07-09 08:00,2020-07-09 08:28,28,2020-07-09 10:21,2020-07-09 10:33,12,N,N,16,2,123,314,311,3.83,6,29.03
2019-04-29,IXB,6E,FL5CD28E12B3FA,2019-04-29 13:49,2019-04-29 14:16,27,2019-04-29 17:15,2019-04-29 17:42,27,N,N,14,3,189,218,215,6.95,24,55.89
2021-03-10,MAA,UK,FLF8184712996B,2021-03-10 16:33,2021-03-10 16:40,7,2021-03-10 19:43,2021-03-10 19:49,6,N,N,13,9,168,101,99,0.0,22,68.8
2025-04-24,LKO,QP,FLFFBB4CB7FE36,2025-04-24 11:39,2025-04-24 12:11,32,2025-04-24 13:29,2025-04-24 14:11,42,N,N,30,14,66,310,307,3.23,19,37.26
2020-11-09,LKO,UK,FL375327762036,2020-11-09 19:05,2020-11-09 19:29,24,2020-11-09 20:37,2020-11-09 20:36,-1,N,N,16,2,74,366,362,3.17,28,59.66
2021-10-15,TRV,SG,FL6811335B076C,2021-10-15 08:24,2021-10-15 08:04,-20,2021-10-15 10:17,2021-10-15 10:12,-5,N,N,16,7,90,93,92,0.41,17,59.47
2021-06-03,BLR,S5,FL97753CB93E96,2021-06-03 05:19,2021-06-03 06:19,60,2021-06-03 06:59,2021-06-03 08:00,61,N,N,16,14,70,220,180,2.88,18,65.94
2020-02-15,LKO,UK,FL6C4901E03526,2020-02-15 08:08,2020-02-15 08:04,-4,2020-02-15 11:53,2020-02-15 11:45,-8,N,N,22,10,193,121,118,6.87,6,59.59
2021-04-20,CCU,G8,FL0079C4368D44,2021-04-20 06:40,2021-04-20 06:20,-20,2021-04-20 09:38,2021-04-20 09:20,-18,N,N,23,2,153,328,269,1.1,21,88.11
2019-08-03,CCU,I5,FL7DE5F426E971,2019-08-03 05:18,2019-08-03 05:08,-10,2019-08-03 07:10,2019-08-03 07:23,13,N,N,16,2,94,330,249,7.55,11,87.86
2025-05-13,IXB,AI,FL344AF96B1527,2025-05-13 20:23,2025-05-13 20:25,2,2025-05-13 21:45,2025-05-13 22:01,16,N,N,20,5,57,119,118,7.31,20,49.35
2024-02-28,LKO,I5,FLCA15E9266D56,2024-02-28 12:55,2024-02-28 12:51,-4,2024-02-28 14:45,2024-02-28 14:18,-27,N,N,11,14,85,364,285,2.07,13,83.53
2025-06-01,AMD,S5,FL1D1ACC8767FB,2025-06-01 14:22,2025-06-01 14:50,28,2025-06-01 17:36,2025-06-01 18:07,31,N,N,16,7,171,151,111,3.23,25,64.1
2023-11-25,BOM,QP,FL22B3F5B3A16C,2023-11-25 06:01,2023-11-25 05:41,-20,2023-11-25 08:07,2023-11-25 08:08,1,N,N,18,10,98,105,66,5.95,19,82.93
2024-11-28,PNQ,6E,FLBA947229A2A0,2024-11-28 13:23,2024-11-28 14:02,39,2024-11-28 16:16,2024-11-28 17:09,53,N,N,21,18,134,142,121,1.83,0,72.11
2022-08-07,JAI,I5,FL77E514722391,2022-08-07 10:37,2022-08-07 11:18,41,2022-08-07 13:20,2022-08-07 14:10,50,N,N,20,12,131,303,300,7.93,12,62.8
2021-09-03,LKO,QP,FLE4208F54DB40,2021-09-03 10:13,2021-09-03 10:34,21,2021-09-03 11:37,2021-09-03 12:05,28,N,N,12,12,60,184,121,0.88,13,69.86
2019-05-31,MAA,I5,FLF3CB89CA0732,2019-05-31 19:32,2019-05-31 19:16,-16,2019-05-31 21:08,2019-05-31 20:44,-24,N,N,15,11,70,111,81,4.69,16,50.6
2025-02-07,TRV,G8,FLA1724B1FBE88,2025-02-07 17:32,2025-02-07 17:13,-19,2025-02-07 18:53,2025-02-07 18:56,3,N,N,8,2,71,218,169,1.54,29,71.83
2023-01-31,BLR,SG,FL7BCD2DFAA63E,2023-01-31 15:56,2023-01-31 15:40,-16,2023-01-31 17:14,2023-01-31 16:56,-18,N,N,18,14,46,225,181,3.89,26,58.19
2022-01-05,TRV,I5,FL996077907F5B,2022-01-05 20:29,2022-01-05 20:24,-5,2022-01-05 22:14,2022-01-05 21:59,-15,N,N,25,11,69,98,72,6.28,10,54.6
2020-09-23,IXB,SG,FLCB28906B70B2,2020-09-23 05:33,2020-09-23 06:12,39,2020-09-23 08:01,2020-09-23 08:52,51,N,N,40,9,99,123,110,1.63,24,63.89
2022-08-08,MAA,I5,FLDD2B12490A91,2022-08-08 10:05,2022-08-08 10:17,12,2022-08-08 12:15,2022-08-08 12:17,2,N,N,28,7,95,126,83,3.61,4,58.12
2019-03-04,HYD,G8,FL0D43C1FBC56A,2019-03-04 21:14,2019-03-04 21:32,18,2019-03-04 22:23,2019-03-04 22:52,29,N,N,11,10,48,328,291,4.28,18,99.71
2022-09-06,MAA,SG,FL23F55366A467,2022-09-06 17:52,2022-09-06 18:37,45,2022-09-06 21:06,2022-09-06 21:47,41,N,N,4,5,185,129,121,0.41,16,72.39
2025-03-13,TRV,I5,FL93FCE2EF471D,2025-03-13 14:49,2025-03-13 15:01,12,2025-03-13 18:14,2025-03-13 18:14,0,N,N,20,11,174,171,159,8.47,18,77.25
2023-05-15,TRV,S5,FLEBACE17B7019,2023-05-15 14:00,2023-05-15 13:40,-20,2023-05-15 17:47,2023-05-15 17:17,-30,N,N,16,7,204,200,184,2.39,27,83.17
2021-05-24,CCU,S5,FL07DB5571DCE9,2021-05-24 09:46,2021-05-24 09:53,7,2021-05-24 12:20,2021-05-24 12:31,11,N,N,16,3,135,226,208,1.98,36,81.46
2019-04-09,AMD,QP,FLE83382CF210B,2019-04-09 10:22,2019-04-09 10:02,-20,2019-04-09 11:40,2019-04-09 11:37,-3,N,N,10,2,66,327,288,3.17,36,74.92
2023-08-01,GOI,G8,FLC10595B6B310,2023-08-01 08:51,2023-08-01 08:31,-20,2023-08-01 12:02,2023-08-01 11:32,-30,N,N,26,9,156,311,299,0.36,2,66.08
2024-11-08,JAI,AI,FLA9FD8433DE5A,2024-11-08 13:15,2024-11-08 14:10,55,2024-11-08 14:32,2024-11-08 15:42,70,N,N,23,9,45,90,84,2.83,17,88.74
2020-02-26,MAA,QP,FLB73F6FCDEC00,2020-02-26 12:56,2020-02-26 13:45,49,2020-02-26 14:49,2020-02-26 15:52,63,N,N,24,9,80,238,196,6.44,11,65.31
2021-09-07,GOI,6E,FLB31F3685ABA5,2021-09-07 18:38,2021-09-07 18:55,17,2021-09-07 20:33,2021-09-07 20:59,26,N,N,19,7,89,340,265,3.16,33,84.35
2019-05-15,TRV,G8,FLC842A69D2D94,2019-05-15 15:33,2019-05-15 15:33,0,2019-05-15 17:17,2019-05-15 16:47,-30,N,N,7,4,93,256,253,1.24,12,57.02
2024-03-16,BOM,I5,FLDC3ECDA93FAD,2024-03-16 21:34,2024-03-16 21:40,6,2024-03-17 00:15,2024-03-17 00:30,15,N,N,12,9,140,348,328,1.06,31,72.44
2025-01-16,DEL,SG,FLA3CE62F69CD0,2025-01-16 12:54,2025-01-16 12:34,-20,2025-01-16 14:54,2025-01-16 14:24,-30,N,N,16,6,98,131,79,0.0,30,80.16
2022-04-26,IXB,S5,FL2D0BACC58AA7,2022-04-26 07:43,2022-04-26 08:06,23,2022-04-26 09:12,2022-04-26 09:50,38,N,N,24,5,60,367,363,0.0,20,63.98
2024-05-06,CCU,UK,FL06BB557F7B3F,2024-05-06 10:00,2024-05-06 10:31,31,2024-05-06 13:20,2024-05-06 13:47,27,N,N,4,5,191,188,154,1.79,0,55.65
2023-05-30,PNQ,I5,FL0CD231DF8216,2023-05-30 12:39,2023-05-30 12:19,-20,2023-05-30 14:28,2023-05-30 14:05,-23,N,N,6,10,93,206,182,1.1,23,50.11
2022-03-09,BLR,UK,FL371BB043EF93,2022-03-09 19:45,2022-03-09 19:59,14,2022-03-09 23:01,2022-03-09 22:48,-13,N,N,14,12,170,294,258,3.9,1,59.46
2023-08-07,CCU,QP,FL3C96E4B15BFE,2023-08-07 13:58,2023-08-07 13:52,-6,2023-08-07 16:06,2023-08-07 15:41,-25,N,N,8,16,104,184,169,4.78,0,77.93
2022-10-12,IXB,AI,FL742FE58476FC,2022-10-12 15:54,2022-10-12 16:27,33,2022-10-12 18:04,2022-10-12 18:33,29,N,N,20,7,103,205,117,3.74,10,67.86
2019-08-25,CCU,AI,FL0532230712C3,2019-08-25 22:18,2019-08-25 22:18,0,2019-08-25 23:52,2019-08-26 00:12,20,N,N,11,16,67,291,240,7.95,0,65.27
2020-07-15,DEL,G8,FL3BF385BACCA1,2020-07-15 14:15,2020-07-15 14:41,26,2020-07-15 16:57,2020-07-15 17:37,40,N,N,11,14,137,196,194,4.14,30,65.77
2022-04-14,COK,I5,FLDAE5224E9266,2022-04-14 13:49,2022-04-14 14:02,13,2022-04-14 15:18,2022-04-14 15:22,4,N,N,15,9,65,301,298,5.91,20,51.73
2019-09-27,GOI,I5,FL96443586A79B,2019-09-27 15:45,2019-09-27 15:46,1,2019-09-27 17:53,2019-09-27 17:42,-11,N,N,14,7,107,155,142,1.9,28,77.77
2023-10-19,GAU,G8,FL0B48B1D9AD5A,2023-10-19 22:22,2023-10-19 22:02,-20,2023-10-20 01:53,2023-10-20 01:54,1,N,N,26,9,176,261,212,2.88,21,93.87
2023-03-20,DEL,QP,FLAA654EABFDA0,2023-03-20 19:48,2023-03-20 19:28,-20,2023-03-20 21:55,2023-03-20 21:25,-30,N,N,17,6,104,323,260,8.32,29,67.34
2024-08-26,IXB,SG,FL8E4A2C29EC28,2024-08-26 06:52,2024-08-26 06:32,-20,2024-08-26 09:24,2024-08-26 09:20,-4,N,N,7,6,139,162,160,0.55,22,72.22
2022-09-13,MAA,AI,FL1E33A2894527,2022-09-13 10:02,2022-09-13 09:53,-9,2022-09-13 13:32,2022-09-13 13:30,-2,N,N,16,16,178,122,119,7.95,3,54.56
2022-04-15,LKO,SG,FL7E19C01E61B5,2022-04-15 11:23,2022-04-15 12:00,37,2022-04-15 14:06,2022-04-15 14:24,18,N,N,16,13,134,336,333,2.7,18,55.67
2025-04-03,CCU,6E,FL69295266369D,2025-04-03 07:55,2025-04-03 07:44,-11,2025-04-03 10:06,2025-04-03 09:37,-29,N,N,11,15,105,261,258,3.51,0,67.14
2019-12-10,IXB,6E,FLD19149FAF190,2019-12-10 05:11,2019-12-10 05:51,40,2019-12-10 06:58,2019-12-10 07:26,28,N,N,6,9,92,307,273,8.56,26,60.94
2025-12-27,CCU,G8,FLE3EB15BD8F8B,2025-12-27 06:17,2025-12-27 05:59,-18,2025-12-27 09:18,2025-12-27 09:00,-18,N,N,20,9,152,261,191,2.91,12,73.41
2019-12-04,PNQ,SG,FLB42AFB005871,2019-12-04 21:27,2019-12-04 22:29,62,2019-12-04 23:22,2019-12-05 00:16,54,N,N,19,14,82,248,195,7.58,0,68.95
2025-09-02,DEL,G8,FL01E8249594E9,2025-09-02 16:49,2025-09-02 17:08,19,2025-09-02 20:49,2025-09-02 21:30,41,N,N,29,6,205,208,206,3.6,22,61.95
2022-08-19,BOM,S5,FL5A6373FA3819,2022-08-19 05:58,2022-08-19 05:40,-18,2022-08-19 09:20,2022-08-19 08:52,-28,N,N,20,18,164,273,270,4.93,15,85.89
2022-07-03,DEL,G8,FL6C3171C27531,2022-07-03 06:31,2022-07-03 06:11,-20,2022-07-03 09:35,2022-07-03 09:22,-13,N,N,29,2,153,366,326,6.04,11,99.32
2022-09-28,CCU,I5,FL34273CB0989B,2022-09-28 21:04,2022-09-28 20:57,-7,2022-09-28 23:08,2022-09-28 23:14,6,N,N,16,2,106,326,225,2.05,7,55.76
2021-06-02,MAA,UK,FLC5ACA18F8882,2021-06-02 12:48,2021-06-02 12:48,0,2021-06-02 15:25,2021-06-02 15:25,0,Y,N,17,13,127,173,0,6.44,12,75.6
2024-02-02,AMD,I5,FL36E07E2B64AF,2024-02-02 19:36,2024-02-02 20:03,27,2024-02-02 22:12,2024-02-02 22:28,16,N,N,28,8,120,149,104,7.48,13,66.25
2025-06-15,LKO,6E,FL4A880F87402D,2025-06-15 19:21,2025-06-15 19:35,14,2025-06-15 22:56,2025-06-15 23:14,18,N,N,23,9,183,135,108,0.51,36,77.5
2020-12-20,LKO,QP,FL31C4A225F523,2020-12-20 08:32,2020-12-20 08:24,-8,2020-12-20 12:11,2020-12-20 12:32,21,N,N,25,4,190,146,102,2.09,0,86.19
2022-05-25,PNQ,UK,FL970D8427354E,2022-05-25 21:41,2022-05-25 22:06,25,2022-05-26 00:04,2022-05-26 00:47,43,N,N,11,4,128,170,146,4.26,28,80.94
2019-08-29,TRV,G8,FL668E055A9690,2019-08-29 20:04,2019-08-29 19:49,-15,2019-08-29 22:17,2019-08-29 22:21,4,N,N,23,2,108,225,183,3.73,23,48.24
2025-11-09,IXC,S5,FLB3482B011B9B,2025-11-09 05:04,2025-11-09 05:48,44,2025-11-09 07:03,2025-11-09 07:33,30,N,N,16,3,100,281,209,1.63,9,67.49
2020-01-27,BLR,I5,FL870DA7327C37,2020-01-27 06:33,2020-01-27 06:27,-6,2020-01-27 08:06,2020-01-27 07:54,-12,N,N,4,10,79,225,181,1.84,13,85.49
2023-04-15,PNQ,SG,FL49F589B68F2A,2023-04-15 11:08,2023-04-15 10:48,-20,2023-04-15 14:49,2023-04-15 14:19,-30,N,N,11,7,203,189,162,7.18,5,91.73
2019-11-17,COK,I5,FL1EDECFD70F1A,2019-11-17 12:15,2019-11-17 12:12,-3,2019-11-17 13:24,2019-11-17 13:22,-2,N,N,20,4,45,265,239,6.29,48,81.45
2020-12-17,BLR,AI,FLF4E4F3899A2B,2020-12-17 21:29,2020-12-17 21:37,8,2020-12-17 22:53,2020-12-17 23:18,25,N,N,4,8,72,145,133,4.14,30,59.59
2025-05-06,CCU,I5,FL411160002D5D,2025-05-06 14:26,2025-05-06 14:52,26,2025-05-06 16:23,2025-05-06 16:50,27,N,N,21,6,90,255,222,8.97,11,100.0
2021-03-07,PNQ,S5,FL47FC80D4D596,2021-03-07 16:47,2021-03-07 17:21,34,2021-03-07 20:24,2021-03-07 20:39,15,N,N,16,7,194,284,281,7.19,16,70.35
2021-08-30,GAU,UK,FL21975B95D9B6,2021-08-30 18:47,2021-08-30 19:13,26,2021-08-30 22:00,2021-08-30 21:45,-15,N,N,13,12,168,365,359,1.71,33,73.46
