agri_nutrition_reference_year,agri_nutrition_country_iso2,agri_nutrition_region_nuts_code,agri_nutrition_age_group,agri_nutrition_sex,agri_nutrition_bmi_category,agri_nutrition_obesity_rate_pct,agri_nutrition_fruit_veg_intake_servings_day,agri_nutrition_ultra_processed_food_share_pct,agri_nutrition_food_desert_index,agri_nutrition_school_meal_program_flag,agri_nutrition_front_of_pack_label_scheme_code,agri_nutrition_sugar_sweetened_tax_flag,agri_nutrition_salt_reduction_policy_flag,agri_nutrition_breastfeeding_rate_pct,agri_nutrition_household_food_insecurity_rate_pct,agri_nutrition_nutri_score_distribution,agri_nutrition_ehis_table_code,agri_nutrition_data_source,agri_nutrition_data_extract_date
2016,HU,IT46,50-64,M,OVERWEIGHT,26.79,5.75,13.04,0.3514,0,NUTRI_SCORE,1,1,67.94,7.24,A:0.21;B:0.2;C:0.34;D:0.14;E:0.11,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-11-29
2017,LU,DK253,35-49,T,OBESE,33.65,3.39,38.99,0.4674,0,NONE,0,0,20.48,1.14,A:0.21;B:0.23;C:0.33;D:0.21;E:0.02,hlth_ehis_sk1e,WHO_EURO,2025-08-16
2018,RO,IE267,20-34,F,UNDERWEIGHT,24.64,2.3,18.95,0.0895,0,TRAFFIC_LIGHTS,0,1,46.85,5.66,A:0.14;B:0.34;C:0.27;D:0.13;E:0.12,hlth_ehis_bm1e,EHIS,2024-08-06
2019,AT,SI370,15-19,M,NORMAL,9.32,6.09,40.14,0.0815,1,BATTERY_LABEL,0,0,34.26,10.16,A:0.24;B:0.28;C:0.14;D:0.24;E:0.1,hlth_ehis_dn1e,ECDC_NUTRITION,2024-11-26
2020,CZ,AT84,10-14,T,OVERWEIGHT,18.53,6.74,35.27,0.3341,1,NORDIC_KEYHOLE,0,0,63.59,7.79,A:0.18;B:0.24;C:0.26;D:0.22;E:0.1,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-09-09
2021,DE,ES909,5-9,F,OBESE,12.01,4.71,41.26,0.6223,1,KEYHOLE,1,1,29.48,5.97,A:0.28;B:0.2;C:0.33;D:0.08;E:0.11,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-05-05
2022,LV,ES69,0-4,M,UNDERWEIGHT,11.68,3.09,48.67,0.7354,0,NUTRI_SCORE,0,1,29.09,13.62,A:0.11;B:0.2;C:0.35;D:0.19;E:0.15,hlth_ehis_sk1e,WHO_EURO,2024-12-08
2023,PL,HU727,65+,T,NORMAL,21.73,2.7,16.86,0.3319,0,NONE,1,0,62.72,12.89,A:0.21;B:0.25;C:0.31;D:0.13;E:0.1,hlth_ehis_bm1e,EHIS,2025-04-18
2024,ES,LT90,50-64,F,OVERWEIGHT,9.38,5.47,8.28,0.5419,1,TRAFFIC_LIGHTS,0,1,18.54,12.68,A:0.3;B:0.2;C:0.28;D:0.12;E:0.1,hlth_ehis_dn1e,ECDC_NUTRITION,2024-04-25
2025,HR,CY41,35-49,M,OBESE,11.37,6.52,27.62,0.5354,1,BATTERY_LABEL,0,0,61.37,2.26,A:0.12;B:0.17;C:0.12;D:0.06;E:0.53,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-09-06
2026,FI,CZ88,20-34,T,UNDERWEIGHT,29.66,5.47,45.46,0.2074,1,NORDIC_KEYHOLE,0,0,51.9,6.04,A:0.18;B:0.27;C:0.26;D:0.19;E:0.1,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-09-03
2010,IE,BG672,15-19,F,NORMAL,9.66,3.19,16.38,0.3596,1,KEYHOLE,1,1,45.32,15.81,A:0.24;B:0.33;C:0.27;D:0.14;E:0.02,hlth_ehis_sk1e,WHO_EURO,2024-06-19
2011,MT,SK208,10-14,M,OVERWEIGHT,14.72,6.61,36.35,0.3485,0,NUTRI_SCORE,1,1,45.74,8.52,A:0.15;B:0.34;C:0.16;D:0.1;E:0.25,hlth_ehis_bm1e,EHIS,2024-03-19
2012,SK,LV36,5-9,T,OBESE,28.72,3.37,35.1,0.315,1,NONE,0,0,46.28,6.26,A:0.28;B:0.13;C:0.23;D:0.21;E:0.15,hlth_ehis_dn1e,ECDC_NUTRITION,2025-12-03
2013,BE,LV398,0-4,F,UNDERWEIGHT,13.76,6.35,14.44,0.7098,0,TRAFFIC_LIGHTS,1,1,61.36,6.98,A:0.18;B:0.12;C:0.32;D:0.22;E:0.16,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-10-08
2014,DK,PL647,65+,M,NORMAL,14.75,5.91,55.08,0.7519,0,BATTERY_LABEL,0,0,54.05,17.94,A:0.16;B:0.34;C:0.28;D:0.18;E:0.04,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-02-11
2015,GR,RO8,50-64,T,OVERWEIGHT,23.15,5.68,15.79,0.7022,1,NORDIC_KEYHOLE,1,1,37.47,1.95,A:0.11;B:0.11;C:0.24;D:0.24;E:0.3,hlth_ehis_sk1e,WHO_EURO,2024-06-24
2016,LT,BE1,35-49,F,OBESE,9.41,6.01,10.18,0.2382,1,KEYHOLE,1,1,64.94,16.52,A:0.17;B:0.18;C:0.24;D:0.22;E:0.19,hlth_ehis_bm1e,EHIS,2024-02-24
2017,PT,IT22,20-34,M,UNDERWEIGHT,15.19,3.35,11.58,0.1541,1,NUTRI_SCORE,1,0,24.38,16.15,A:0.13;B:0.32;C:0.26;D:0.17;E:0.12,hlth_ehis_dn1e,ECDC_NUTRITION,2024-10-19
2018,SE,HU59,15-19,T,NORMAL,26.41,2.19,18.9,0.4602,1,NONE,0,1,33.24,1.29,A:0.23;B:0.17;C:0.18;D:0.15;E:0.27,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-04-11
2019,CY,FI26,10-14,F,OVERWEIGHT,31.25,2.53,11.68,0.5296,0,TRAFFIC_LIGHTS,0,0,45.3,15.94,A:0.19;B:0.14;C:0.12;D:0.09;E:0.46,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-09-12
2020,FR,RO677,5-9,M,OBESE,31.65,1.47,46.5,0.5909,1,BATTERY_LABEL,1,1,18.29,13.18,A:0.19;B:0.32;C:0.17;D:0.15;E:0.17,hlth_ehis_sk1e,WHO_EURO,2025-04-26
2021,IT,LV17,0-4,T,UNDERWEIGHT,10.44,5.86,49.12,0.8628,1,NORDIC_KEYHOLE,0,0,49.0,5.63,A:0.34;B:0.24;C:0.15;D:0.13;E:0.14,hlth_ehis_bm1e,EHIS,2024-03-26
2022,NL,BE93,65+,F,NORMAL,19.89,1.43,47.1,0.8044,0,KEYHOLE,0,0,59.7,7.55,A:0.13;B:0.13;C:0.24;D:0.09;E:0.41,hlth_ehis_dn1e,ECDC_NUTRITION,2025-06-12
2023,SI,SI5,50-64,M,OVERWEIGHT,20.41,5.49,39.13,0.8831,1,NUTRI_SCORE,0,1,64.13,2.36,A:0.11;B:0.21;C:0.26;D:0.12;E:0.3,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-11-13
2024,BG,SI95,35-49,T,OBESE,6.73,3.35,42.31,0.7659,0,NONE,0,1,33.14,1.82,A:0.15;B:0.23;C:0.26;D:0.23;E:0.13,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-08-02
2025,EE,IE45,20-34,F,UNDERWEIGHT,21.06,6.2,10.75,0.385,0,TRAFFIC_LIGHTS,0,1,29.58,6.55,A:0.29;B:0.28;C:0.15;D:0.1;E:0.18,hlth_ehis_sk1e,WHO_EURO,2025-05-05
2026,HU,LV30,15-19,M,NORMAL,28.62,1.79,21.61,0.5806,0,BATTERY_LABEL,0,0,34.63,14.87,A:0.11;B:0.18;C:0.22;D:0.11;E:0.38,hlth_ehis_bm1e,EHIS,2024-12-19
2010,LU,PL28,10-14,T,OVERWEIGHT,30.08,1.98,26.34,0.9009,0,NORDIC_KEYHOLE,0,0,64.39,10.69,A:0.18;B:0.1;C:0.31;D:0.23;E:0.18,hlth_ehis_dn1e,ECDC_NUTRITION,2025-11-15
2011,RO,BE86,5-9,F,OBESE,18.32,2.6,16.73,0.7813,1,KEYHOLE,1,1,18.89,10.66,A:0.26;B:0.1;C:0.31;D:0.1;E:0.23,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-11-25
2012,AT,LT76,0-4,M,UNDERWEIGHT,8.09,6.78,57.45,0.8879,1,NUTRI_SCORE,0,1,57.04,12.03,A:0.16;B:0.13;C:0.21;D:0.24;E:0.26,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-04-28
2013,CZ,LU38,65+,T,NORMAL,16.07,3.65,33.71,0.6351,0,NONE,1,1,31.46,2.76,A:0.24;B:0.18;C:0.21;D:0.14;E:0.23,hlth_ehis_sk1e,WHO_EURO,2025-02-09
2014,DE,GR341,50-64,F,OVERWEIGHT,26.92,6.49,41.6,0.2113,0,TRAFFIC_LIGHTS,0,1,67.69,17.12,A:0.15;B:0.3;C:0.1;D:0.19;E:0.26,hlth_ehis_bm1e,EHIS,2024-09-03
2015,LV,PT6,35-49,M,OBESE,9.52,5.75,42.37,0.6565,1,BATTERY_LABEL,1,1,55.37,6.64,A:0.21;B:0.34;C:0.22;D:0.12;E:0.11,hlth_ehis_dn1e,ECDC_NUTRITION,2024-12-11
2016,PL,HU62,20-34,T,UNDERWEIGHT,10.9,4.13,31.55,0.7286,1,NORDIC_KEYHOLE,1,0,71.49,10.88,A:0.18;B:0.2;C:0.28;D:0.08;E:0.26,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-01-04
2017,ES,LV4,15-19,F,NORMAL,18.46,4.87,13.11,0.3003,0,KEYHOLE,0,0,41.11,9.01,A:0.23;B:0.25;C:0.11;D:0.16;E:0.25,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-09-15
2018,HR,LV5,10-14,M,OVERWEIGHT,26.49,5.61,9.83,0.9139,1,NUTRI_SCORE,0,0,34.96,7.81,A:0.23;B:0.11;C:0.17;D:0.1;E:0.39,hlth_ehis_sk1e,WHO_EURO,2024-11-06
2019,FI,GR99,5-9,T,OBESE,27.07,2.2,40.4,0.119,1,NONE,1,0,26.89,1.26,A:0.14;B:0.17;C:0.11;D:0.12;E:0.46,hlth_ehis_bm1e,EHIS,2025-05-04
2020,IE,IT8,0-4,F,UNDERWEIGHT,31.89,4.48,51.58,0.2564,0,TRAFFIC_LIGHTS,0,0,62.68,12.38,A:0.3;B:0.17;C:0.25;D:0.06;E:0.22,hlth_ehis_dn1e,ECDC_NUTRITION,2024-05-22
2021,MT,IT7,65+,M,NORMAL,23.48,5.31,29.08,0.0534,1,BATTERY_LABEL,0,1,18.1,3.21,A:0.11;B:0.3;C:0.22;D:0.12;E:0.25,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-12-01
2022,SK,PT539,50-64,T,OVERWEIGHT,16.14,1.63,43.41,0.675,1,NORDIC_KEYHOLE,1,1,66.25,9.79,A:0.21;B:0.25;C:0.28;D:0.06;E:0.2,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-06-04
2023,BE,FR596,35-49,F,OBESE,33.1,1.61,33.7,0.1708,0,KEYHOLE,1,0,60.18,16.15,A:0.11;B:0.19;C:0.23;D:0.21;E:0.26,hlth_ehis_sk1e,WHO_EURO,2026-01-17
2024,DK,HU16,20-34,M,UNDERWEIGHT,33.22,5.72,22.31,0.8775,1,NUTRI_SCORE,1,1,61.83,12.7,A:0.11;B:0.13;C:0.17;D:0.1;E:0.49,hlth_ehis_bm1e,EHIS,2025-10-28
2025,GR,AT58,15-19,T,NORMAL,12.82,4.72,44.79,0.3523,1,NONE,0,0,61.95,17.23,A:0.23;B:0.24;C:0.18;D:0.2;E:0.15,hlth_ehis_dn1e,ECDC_NUTRITION,2025-05-09
2026,LT,EE97,10-14,F,OVERWEIGHT,15.92,2.16,60.03,0.1672,1,TRAFFIC_LIGHTS,0,1,36.29,14.37,A:0.26;B:0.21;C:0.16;D:0.24;E:0.13,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-11-21
2010,PT,SI624,5-9,M,OBESE,9.78,2.8,12.68,0.3621,1,BATTERY_LABEL,0,0,64.46,8.49,A:0.24;B:0.23;C:0.33;D:0.21;E:0.0,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-06-24
2011,SE,IT4,0-4,T,UNDERWEIGHT,18.98,4.08,56.66,0.3502,1,NORDIC_KEYHOLE,0,1,38.78,9.39,A:0.27;B:0.27;C:0.11;D:0.11;E:0.24,hlth_ehis_sk1e,WHO_EURO,2024-01-14
2012,CY,SI59,65+,F,NORMAL,32.02,4.34,16.72,0.7748,1,KEYHOLE,0,0,53.72,1.72,A:0.34;B:0.28;C:0.17;D:0.05;E:0.16,hlth_ehis_bm1e,EHIS,2026-01-07
2013,FR,ES259,50-64,M,OVERWEIGHT,9.58,3.01,18.45,0.8896,0,NUTRI_SCORE,0,0,21.14,2.01,A:0.1;B:0.26;C:0.29;D:0.25;E:0.1,hlth_ehis_dn1e,ECDC_NUTRITION,2024-01-27
2014,IT,MT52,35-49,T,OBESE,30.54,5.89,39.79,0.7359,0,NONE,0,0,47.64,11.95,A:0.22;B:0.34;C:0.25;D:0.05;E:0.14,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-09-10
2015,NL,AT99,20-34,F,UNDERWEIGHT,10.16,1.6,29.91,0.8941,1,TRAFFIC_LIGHTS,0,1,23.41,15.88,A:0.28;B:0.26;C:0.17;D:0.05;E:0.24,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-09-25
2016,SI,BE443,15-19,M,NORMAL,9.44,3.67,45.44,0.3147,1,BATTERY_LABEL,0,1,37.65,1.71,A:0.11;B:0.22;C:0.23;D:0.24;E:0.2,hlth_ehis_sk1e,WHO_EURO,2025-12-13
2017,BG,IT945,10-14,T,OVERWEIGHT,33.66,5.54,61.16,0.1527,1,NORDIC_KEYHOLE,0,1,32.87,17.62,A:0.17;B:0.18;C:0.1;D:0.11;E:0.44,hlth_ehis_bm1e,EHIS,2024-12-23
2018,EE,LV396,5-9,F,OBESE,9.63,5.45,56.27,0.8921,0,KEYHOLE,0,0,26.55,2.41,A:0.33;B:0.34;C:0.26;D:0.06;E:0.01,hlth_ehis_dn1e,ECDC_NUTRITION,2024-12-22
2019,HU,PT8,0-4,M,UNDERWEIGHT,27.23,2.99,36.85,0.8238,1,NUTRI_SCORE,1,0,70.55,2.64,A:0.14;B:0.24;C:0.15;D:0.24;E:0.23,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-01-31
2020,LU,RO123,65+,T,NORMAL,28.64,2.07,16.85,0.5725,0,NONE,0,0,62.88,16.72,A:0.16;B:0.21;C:0.21;D:0.2;E:0.22,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-07-26
2021,RO,SE675,50-64,F,OVERWEIGHT,19.78,4.73,55.28,0.7883,0,TRAFFIC_LIGHTS,1,1,51.48,16.17,A:0.15;B:0.26;C:0.33;D:0.19;E:0.07,hlth_ehis_sk1e,WHO_EURO,2025-09-02
2022,AT,BE299,35-49,M,OBESE,9.81,1.93,50.95,0.2773,1,BATTERY_LABEL,0,1,33.48,9.23,A:0.34;B:0.22;C:0.13;D:0.07;E:0.24,hlth_ehis_bm1e,EHIS,2025-08-09
2023,CZ,LV858,20-34,T,UNDERWEIGHT,17.66,4.22,11.59,0.0714,1,NORDIC_KEYHOLE,1,1,53.59,11.97,A:0.22;B:0.12;C:0.2;D:0.07;E:0.39,hlth_ehis_dn1e,ECDC_NUTRITION,2024-10-17
2024,DE,LV75,15-19,F,NORMAL,11.37,3.4,40.76,0.238,1,KEYHOLE,0,0,39.11,2.01,A:0.16;B:0.21;C:0.18;D:0.22;E:0.23,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-09-19
2025,LV,GR1,10-14,M,OVERWEIGHT,32.53,3.36,14.4,0.9387,1,NUTRI_SCORE,0,1,66.54,5.78,A:0.24;B:0.29;C:0.27;D:0.16;E:0.04,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-08-30
2026,PL,BE85,5-9,T,OBESE,23.5,6.37,40.3,0.5335,1,NONE,0,0,63.11,1.65,A:0.24;B:0.32;C:0.14;D:0.15;E:0.15,hlth_ehis_sk1e,WHO_EURO,2026-02-20
2010,ES,LU598,0-4,F,UNDERWEIGHT,8.41,3.5,27.0,0.4456,0,TRAFFIC_LIGHTS,0,0,34.5,13.97,A:0.18;B:0.33;C:0.31;D:0.17;E:0.0,hlth_ehis_bm1e,EHIS,2024-11-25
2011,HR,PT61,65+,M,NORMAL,8.56,2.04,12.29,0.5321,1,BATTERY_LABEL,1,0,39.22,15.51,A:0.25;B:0.22;C:0.21;D:0.09;E:0.23,hlth_ehis_dn1e,ECDC_NUTRITION,2025-08-05
2012,FI,NL4,50-64,T,OVERWEIGHT,19.85,3.92,38.52,0.7713,1,NORDIC_KEYHOLE,0,1,60.69,2.85,A:0.14;B:0.22;C:0.33;D:0.08;E:0.23,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-02-18
2013,IE,FI9,35-49,F,OBESE,34.32,6.59,49.53,0.6674,0,KEYHOLE,1,1,67.19,11.9,A:0.3;B:0.2;C:0.18;D:0.15;E:0.17,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-03-13
2014,MT,AT32,20-34,M,UNDERWEIGHT,14.94,5.88,47.21,0.829,1,NUTRI_SCORE,0,0,60.99,7.11,A:0.28;B:0.19;C:0.28;D:0.12;E:0.13,hlth_ehis_sk1e,WHO_EURO,2025-10-11
2015,SK,SE44,15-19,T,NORMAL,5.43,2.13,23.41,0.6243,1,NONE,0,0,31.84,10.5,A:0.14;B:0.22;C:0.31;D:0.1;E:0.23,hlth_ehis_bm1e,EHIS,2025-06-11
2016,BE,BE110,10-14,F,OVERWEIGHT,4.03,2.6,30.75,0.354,1,TRAFFIC_LIGHTS,1,1,69.17,6.59,A:0.16;B:0.27;C:0.12;D:0.08;E:0.37,hlth_ehis_dn1e,ECDC_NUTRITION,2025-05-08
2017,DK,LT634,5-9,M,OBESE,10.5,4.88,46.65,0.4289,1,BATTERY_LABEL,1,1,55.96,1.32,A:0.31;B:0.23;C:0.26;D:0.11;E:0.09,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-03-21
2018,GR,NL22,0-4,T,UNDERWEIGHT,15.02,5.9,45.61,0.6672,1,NORDIC_KEYHOLE,0,0,27.56,13.44,A:0.19;B:0.21;C:0.33;D:0.07;E:0.2,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-05-16
2019,LT,IT83,65+,F,NORMAL,25.88,5.28,36.26,0.5781,1,KEYHOLE,0,0,19.43,1.02,A:0.12;B:0.27;C:0.16;D:0.15;E:0.3,hlth_ehis_sk1e,WHO_EURO,2026-02-13
2020,PT,IE362,50-64,M,OVERWEIGHT,29.84,2.16,27.34,0.5783,0,NUTRI_SCORE,0,0,59.51,3.84,A:0.15;B:0.22;C:0.3;D:0.24;E:0.09,hlth_ehis_bm1e,EHIS,2025-01-15
2021,SE,AT78,35-49,T,OBESE,9.23,3.5,12.42,0.1837,0,NONE,1,0,55.66,7.03,A:0.27;B:0.11;C:0.1;D:0.25;E:0.27,hlth_ehis_dn1e,ECDC_NUTRITION,2024-12-18
2022,CY,BG891,20-34,F,UNDERWEIGHT,23.24,5.48,40.4,0.8299,1,TRAFFIC_LIGHTS,0,1,56.73,4.06,A:0.23;B:0.21;C:0.22;D:0.1;E:0.24,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-11-29
2023,FR,BE39,15-19,M,NORMAL,21.75,5.29,58.7,0.5724,1,BATTERY_LABEL,1,1,59.07,11.14,A:0.19;B:0.18;C:0.13;D:0.21;E:0.29,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-05-21
2024,IT,HU102,10-14,T,OVERWEIGHT,9.03,1.39,43.68,0.8121,0,NORDIC_KEYHOLE,0,1,69.39,17.56,A:0.14;B:0.3;C:0.26;D:0.16;E:0.14,hlth_ehis_sk1e,WHO_EURO,2024-04-03
2025,NL,GR4,5-9,F,OBESE,17.95,3.86,11.52,0.8246,1,KEYHOLE,0,0,46.62,15.83,A:0.32;B:0.18;C:0.19;D:0.21;E:0.1,hlth_ehis_bm1e,EHIS,2025-08-06
2026,SI,LU317,0-4,M,UNDERWEIGHT,6.87,5.74,44.76,0.64,0,NUTRI_SCORE,0,0,57.96,2.6,A:0.17;B:0.12;C:0.15;D:0.05;E:0.51,hlth_ehis_dn1e,ECDC_NUTRITION,2025-08-26
2010,BG,AT13,65+,T,NORMAL,4.24,4.65,43.68,0.27,0,NONE,0,1,51.39,6.49,A:0.26;B:0.34;C:0.3;D:0.11;E:0.0,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-10-13
2011,EE,CY243,50-64,F,OVERWEIGHT,7.93,2.91,42.99,0.2717,1,TRAFFIC_LIGHTS,1,1,57.89,5.7,A:0.27;B:0.32;C:0.23;D:0.18;E:0.0,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-07-18
2012,HU,BG397,35-49,M,OBESE,13.16,1.43,60.89,0.1851,0,BATTERY_LABEL,0,0,24.21,15.63,A:0.18;B:0.12;C:0.19;D:0.21;E:0.3,hlth_ehis_sk1e,WHO_EURO,2024-02-10
2013,LU,RO6,20-34,T,UNDERWEIGHT,32.38,2.39,11.51,0.2695,1,NORDIC_KEYHOLE,0,1,40.23,17.39,A:0.19;B:0.22;C:0.22;D:0.08;E:0.29,hlth_ehis_bm1e,EHIS,2025-12-13
2014,RO,SI479,15-19,F,NORMAL,34.17,6.09,61.17,0.7201,0,KEYHOLE,0,1,35.02,11.03,A:0.32;B:0.16;C:0.34;D:0.09;E:0.09,hlth_ehis_dn1e,ECDC_NUTRITION,2025-03-23
2015,AT,IE846,10-14,M,OVERWEIGHT,29.97,2.18,26.66,0.7782,1,NUTRI_SCORE,0,1,28.36,12.12,A:0.12;B:0.22;C:0.1;D:0.16;E:0.4,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-06-11
2016,CZ,EE611,5-9,T,OBESE,15.08,3.16,28.83,0.0591,0,NONE,0,0,60.73,9.84,A:0.31;B:0.32;C:0.19;D:0.19;E:0.0,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-11-23
2017,DE,PL2,0-4,F,UNDERWEIGHT,10.09,5.79,24.69,0.5495,1,TRAFFIC_LIGHTS,1,0,29.75,9.9,A:0.22;B:0.27;C:0.2;D:0.19;E:0.12,hlth_ehis_sk1e,WHO_EURO,2025-03-22
2018,LV,PL129,65+,M,NORMAL,12.9,4.09,23.27,0.1243,0,BATTERY_LABEL,0,0,55.09,4.41,A:0.24;B:0.27;C:0.26;D:0.14;E:0.09,hlth_ehis_bm1e,EHIS,2024-07-24
2019,PL,DK847,50-64,T,OVERWEIGHT,34.35,6.12,60.22,0.8,1,NORDIC_KEYHOLE,0,1,47.09,3.91,A:0.22;B:0.29;C:0.3;D:0.17;E:0.02,hlth_ehis_dn1e,ECDC_NUTRITION,2024-04-19
2020,ES,BG45,35-49,F,OBESE,11.77,1.74,41.21,0.0903,0,KEYHOLE,1,0,69.22,13.57,A:0.27;B:0.24;C:0.24;D:0.17;E:0.08,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-04-10
2021,HR,GR28,20-34,M,UNDERWEIGHT,5.91,4.07,55.76,0.3238,1,NUTRI_SCORE,0,0,36.43,5.0,A:0.29;B:0.32;C:0.34;D:0.06;E:0.0,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-07-06
2022,FI,MT53,15-19,T,NORMAL,4.18,4.44,42.29,0.8797,1,NONE,0,0,40.53,8.13,A:0.34;B:0.33;C:0.22;D:0.11;E:0.0,hlth_ehis_sk1e,WHO_EURO,2024-11-17
2023,IE,LV9,10-14,F,OVERWEIGHT,33.61,3.85,16.97,0.2745,1,TRAFFIC_LIGHTS,1,0,53.38,13.63,A:0.22;B:0.11;C:0.23;D:0.09;E:0.35,hlth_ehis_bm1e,EHIS,2024-05-04
2024,MT,RO5,5-9,M,OBESE,28.66,4.06,36.85,0.7431,1,BATTERY_LABEL,0,0,28.77,14.16,A:0.24;B:0.24;C:0.21;D:0.2;E:0.11,hlth_ehis_dn1e,ECDC_NUTRITION,2024-03-20
2025,SK,NL472,0-4,T,UNDERWEIGHT,21.24,4.91,55.23,0.8725,1,NORDIC_KEYHOLE,0,1,64.3,17.35,A:0.15;B:0.18;C:0.1;D:0.24;E:0.33,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-09-24
2026,BE,LU6,65+,F,NORMAL,32.12,2.09,12.14,0.9398,0,KEYHOLE,0,1,68.74,2.83,A:0.11;B:0.14;C:0.3;D:0.14;E:0.31,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-11-04
2010,DK,HU4,50-64,M,OVERWEIGHT,28.88,1.53,29.08,0.1354,1,NUTRI_SCORE,1,0,36.83,1.92,A:0.27;B:0.13;C:0.16;D:0.15;E:0.29,hlth_ehis_sk1e,WHO_EURO,2025-09-19
2011,GR,PT28,35-49,T,OBESE,27.1,6.36,52.35,0.2635,0,NONE,0,1,41.85,13.9,A:0.26;B:0.22;C:0.24;D:0.07;E:0.21,hlth_ehis_bm1e,EHIS,2025-11-20
2012,LT,SE9,20-34,F,UNDERWEIGHT,26.73,3.38,44.8,0.2052,0,TRAFFIC_LIGHTS,0,0,67.48,15.34,A:0.26;B:0.33;C:0.17;D:0.18;E:0.06,hlth_ehis_dn1e,ECDC_NUTRITION,2024-04-03
2013,PT,PL9,15-19,M,NORMAL,14.44,1.54,11.81,0.2999,0,BATTERY_LABEL,0,0,53.35,8.08,A:0.14;B:0.31;C:0.29;D:0.1;E:0.16,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-10-12
2014,SE,CY8,10-14,T,OVERWEIGHT,29.24,2.19,27.75,0.2378,1,NORDIC_KEYHOLE,0,1,56.65,15.59,A:0.12;B:0.14;C:0.2;D:0.21;E:0.33,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-03-07
2015,CY,DE907,5-9,F,OBESE,10.68,3.02,17.41,0.7242,0,KEYHOLE,0,1,45.31,3.58,A:0.34;B:0.26;C:0.33;D:0.07;E:0.0,hlth_ehis_sk1e,WHO_EURO,2025-11-13
2016,FR,RO34,0-4,M,UNDERWEIGHT,19.8,4.09,16.62,0.6837,1,NUTRI_SCORE,0,0,38.87,2.06,A:0.19;B:0.18;C:0.12;D:0.18;E:0.33,hlth_ehis_bm1e,EHIS,2026-02-17
2017,IT,BE91,65+,T,NORMAL,31.38,2.69,16.43,0.8781,0,NONE,0,1,57.79,1.24,A:0.33;B:0.27;C:0.1;D:0.14;E:0.16,hlth_ehis_dn1e,ECDC_NUTRITION,2025-07-29
2018,NL,HU566,50-64,F,OVERWEIGHT,10.75,4.41,17.03,0.2897,1,TRAFFIC_LIGHTS,1,0,59.4,8.31,A:0.15;B:0.14;C:0.13;D:0.05;E:0.53,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-12-07
2019,SI,FI11,35-49,M,OBESE,7.71,2.01,8.8,0.4918,0,BATTERY_LABEL,0,1,25.72,9.74,A:0.17;B:0.19;C:0.33;D:0.08;E:0.23,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-03-05
2020,BG,HR66,20-34,T,UNDERWEIGHT,4.67,4.82,56.08,0.2789,1,NORDIC_KEYHOLE,0,1,67.49,7.44,A:0.26;B:0.15;C:0.25;D:0.22;E:0.12,hlth_ehis_sk1e,WHO_EURO,2024-07-06
