gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_usd,gov_debt_principal_issued_usd,gov_debt_principal_retired_usd,gov_debt_interest_cost_usd,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_usd,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_usd,gov_debt_fiscal_distress_flag
2019,ISSUER0000663,LEASE,213180929246.05,29389056477.74,20676620469.73,13218530831.65,7.202,9.209,3.532,59.62,1.892,1965239555.51,44578255895.93,58215362314.23,MOODYS,BBB,0,1557641389.27,0
2009,ISSUER0000664,GO_BOND,64604606979.51,27043509914.68,14828451499.6,4745555682.79,5.358,29.139,4.252,403.46,0.884,1672845781.86,5606277587.45,57818031364.71,MOODYS,BBB+,0,2052874225.17,0
2001,ISSUER0000665,NOTES,489633806.58,1487134408.78,36425954201.2,31932098.8,2.951,22.896,0.766,130.96,0.523,5985765236.58,36951018927.75,11392128330.88,S&P,BB,0,1311113239.92,0
2011,ISSUER0000666,REVENUE_BOND,226180541869.82,1390587347.14,4913545276.65,5777548846.61,8.315,9.079,2.75,397.25,1.501,2127335803.28,45168453501.79,34320766141.74,KBRA,AA-,0,1459268757.47,0
2000,ISSUER0000667,REVENUE_BOND,58529492987.82,11276027950.26,7594692928.55,2830669342.61,7.926,3.736,3.208,270.86,0.132,7310497408.77,145449451294.53,34670316855.06,FITCH,BBB,0,974323736.42,0
2000,ISSUER0000668,REVENUE_BOND,144579437644.24,44608336604.73,16207090894.74,11564433606.43,6.361,17.91,1.573,246.89,2.715,-1158979714.09,145626850783.19,34506966587.19,MOODYS,AA,0,2220935591.2,0
2016,ISSUER0000669,GO_BOND,95801356654.55,9092203015.63,35827543715.03,1652039267.65,3.881,9.099,3.751,127.63,0.021,5438391874.77,85847623030.72,8361521019.68,S&P,A,0,1119240265.05,0
2006,ISSUER0000670,GO_BOND,99023113277.6,31545961441.34,15996391242.9,4709346166.7,6.48,11.024,3.099,491.71,2.368,3826198243.47,157032582674.44,74133266914.54,S&P,BB,0,416090961.91,0
2005,ISSUER0000671,GO_BOND,178493194866.3,40321945382.06,29805460184.4,8939987165.15,4.865,10.604,3.013,480.33,0.37,1692677739.73,39217225784.64,44179344375.2,NONE,NR,0,359550823.47,0
2023,ISSUER0000672,REVENUE_BOND,239705291602.83,21632803816.5,1893094063.77,19052094139.99,6.468,19.217,4.128,363.02,0.279,-4164181210.44,131170652180.33,47709953914.38,NONE,BBB,0,1109521375.48,0
2013,ISSUER0000673,NOTES,189774056268.31,24328839793.16,3834168845.34,11989424654.79,5.899,6.711,3.754,176.38,2.242,1636328453.01,11753385322.14,25226609350.26,MOODYS,AA+,0,856359458.49,0
2025,ISSUER0000674,GO_BOND,126990922125.69,41454310243.29,16782989435.98,9758345647.39,3.892,3.812,1.927,151.15,2.702,-3139749705.59,59534471287.66,12037644357.3,S&P,A,0,2404314385.94,0
2008,ISSUER0000675,GO_BOND,36204346700.71,33039343462.35,22744517544.51,2107693486.62,4.693,9.515,3.088,428.66,2.135,6134657331.33,62294789262.02,50739497964.22,MOODYS,AA-,0,338730261.38,0
2012,ISSUER0000676,GO_BOND,169239000180.08,15341750588.97,14752841437.95,7521400423.74,2.773,8.16,1.259,421.68,0.499,4591974413.54,12476682888.44,44487030439.67,S&P,AA+,0,1698867423.69,0
2006,ISSUER0000677,LEASE,90025974436.89,41489759112.63,22075395686.94,1521662068.26,2.142,4.757,4.054,443.22,0.212,-224638773.82,148830677507.08,39385507688.16,S&P,NR,0,816157331.86,0
2025,ISSUER0000678,GO_BOND,82974366577.85,11886541729.11,19061702170.77,2076324717.99,6.484,4.881,2.689,219.44,2.501,-3422043750.42,88392898705.8,17167883790.13,MOODYS,BBB-,0,1829242528.84,0
2001,ISSUER0000679,REVENUE_BOND,211685456608.56,33152952981.15,38804078540.27,2897983909.9,5.914,5.113,1.307,150.99,2.169,-2588414641.25,158608130027.03,58678077412.33,MOODYS,AA-,0,1129821025.11,0
2004,ISSUER0000680,LEASE,195799514694.8,13760935420.92,20868760621.84,11095199110.71,3.205,26.531,4.027,330.48,0.748,-3796564768.65,43926848950.31,77314650133.96,S&P,AA+,0,432060077.05,0
2012,ISSUER0000681,PENSION_OBLIGATION,97735823834.62,6300877701.33,22963002025.73,3935026035.89,1.251,3.213,3.197,235.78,1.318,329363630.51,90052893397.83,42484837763.19,FITCH,AA-,0,667717099.49,0
2020,ISSUER0000682,REVENUE_BOND,124954952570.03,3617508138.04,38644006857.43,2070396413.17,8.312,9.442,2.852,132.74,0.999,-4108145926.22,152144772384.91,56594493155.22,NONE,A+,0,144503993.95,0
2007,ISSUER0000683,CERT_PARTICIPATION,195852428804.59,41572344349.11,14627249292.5,8036222170.8,3.563,12.396,0.932,149.96,0.173,4321867377.71,100467317785.28,188426343.91,FITCH,AA-,0,325313802.66,0
2009,ISSUER0000684,GO_BOND,106838684311.41,28702217843.39,33922724315.64,4009004684.6,1.528,27.755,1.19,211.84,1.806,530178414.82,140591953909.0,30316786408.67,S&P,AA-,0,180413492.92,1
2010,ISSUER0000685,GO_BOND,58823879248.96,6560668609.19,31821751187.69,4529283608.38,4.332,11.38,2.612,216.94,2.978,4109936217.24,89446815284.59,34099449016.16,MOODYS,NR,0,1720120961.78,0
2025,ISSUER0000686,LEASE,41085810104.83,14208590434.4,26476614112.14,3203194541.27,6.074,12.438,0.944,457.17,1.734,5574486485.4,15767804442.3,61343204289.58,S&P,A-,0,732864574.73,0
2020,ISSUER0000687,CERT_PARTICIPATION,234689269527.81,34907332660.29,33776665326.71,16197651140.11,2.674,14.147,1.366,201.45,0.973,7435688212.55,109543006873.35,43951757525.07,MOODYS,A-,0,1164126646.58,0
2011,ISSUER0000688,GO_BOND,160418060078.64,4056991422.46,38986925653.94,5363850575.73,7.094,11.37,4.156,178.08,2.67,3213013106.68,105055811130.45,4911709026.64,FITCH,AA+,0,159691680.21,0
2015,ISSUER0000689,CERT_PARTICIPATION,52449681222.42,9854252365.16,15350679877.67,1998767714.21,2.614,20.464,3.773,298.7,2.847,7050232365.52,38145661256.8,11791817869.22,NONE,AAA,0,807742680.63,0
2004,ISSUER0000690,REVENUE_BOND,84187030762.99,10745417061.91,30946422126.65,4909661982.0,1.453,7.093,2.812,415.42,0.518,-2878096691.92,101943254014.73,24289230665.7,NONE,AA,0,1611159897.88,0
2013,ISSUER0000691,REVENUE_BOND,120560082647.73,11572640166.49,31325346733.81,4581349622.55,3.988,6.415,4.371,357.0,0.284,2291229387.76,71278973715.97,68338152822.08,FITCH,AA-,0,1089533072.39,0
2017,ISSUER0000692,REVENUE_BOND,112313794496.97,44815696253.63,2071510953.32,7885596896.65,8.22,1.291,0.826,486.21,0.538,-5272096798.0,53754398536.3,1877484968.7,S&P,BBB-,0,2319006468.05,0
2007,ISSUER0000693,GO_BOND,114204869542.37,38522646447.47,215857677.61,3071659024.0,2.482,18.189,4.043,70.55,2.171,1907717359.08,19551279363.92,1947210767.15,MOODYS,AA,0,1040474563.59,0
2020,ISSUER0000694,GO_BOND,222290321739.83,25032047641.51,17253002537.98,5581872313.59,6.17,13.062,0.431,252.97,0.669,2758930377.51,92520712206.62,71566864372.13,FITCH,A-,0,930211885.59,0
2002,ISSUER0000695,GO_BOND,16843387378.4,11721141590.61,38602517876.33,1000260188.86,4.486,1.876,3.008,165.57,2.815,-3168611130.26,104345671233.4,47908947761.4,NONE,BBB+,0,50303618.82,0
2007,ISSUER0000696,CERT_PARTICIPATION,203033927057.68,35162804347.22,37872912413.35,10897671225.13,5.373,7.804,2.095,258.18,1.483,-4833863126.08,155940994329.96,60613374706.54,MOODYS,BBB-,0,228054336.03,1
2014,ISSUER0000697,REVENUE_BOND,17011461320.19,24308008402.0,6036316558.21,467541890.74,7.922,29.281,1.215,123.53,0.186,5818348683.75,143650145073.63,42979322156.04,FITCH,BBB+,0,275274677.35,0
2010,ISSUER0000698,REVENUE_BOND,166353246818.63,37257240194.86,39341743258.41,7105645838.99,6.948,19.119,1.592,472.95,0.009,5525178598.57,34305296403.18,11602494568.59,S&P,BB+,0,1309927885.63,0
2011,ISSUER0000699,GO_BOND,58062888440.52,10060396961.17,8815279712.0,4018604289.46,5.427,24.041,2.766,367.25,1.902,5991506016.57,104765909037.76,8495028576.98,KBRA,AA-,0,528916800.48,0
2014,ISSUER0000700,GO_BOND,21063079065.31,26410736445.54,11452723128.93,1619326840.48,8.221,20.912,3.995,248.34,2.565,-4258337891.88,108407604166.77,4210794183.26,NONE,AA+,0,1123631472.06,0
2018,ISSUER0000701,NOTES,179969467942.02,21038171211.7,5521799071.06,3783490216.46,5.651,15.648,2.701,156.74,1.795,5380453571.32,103394249711.59,78072460753.54,S&P,BBB,0,287012183.03,0
2002,ISSUER0000702,PENSION_OBLIGATION,78875121797.78,35437060990.56,32649547242.95,3166827858.67,5.245,3.938,1.522,439.41,2.142,2059504524.46,87801476486.38,38914070265.29,S&P,AA-,0,1592031656.57,0
2019,ISSUER0000703,REVENUE_BOND,113748591192.69,1736517495.04,32887655612.6,7750595904.89,2.902,10.508,3.648,269.59,2.583,220747558.91,8861877833.34,17055995884.97,S&P,BBB-,0,163692183.45,0
2006,ISSUER0000704,GO_BOND,124971167827.45,4975129124.99,9653733120.76,3720617639.86,2.669,28.759,2.063,216.56,1.858,-7288885302.05,77243336361.59,40616615463.48,NONE,AAA,1,1794636150.75,0
2022,ISSUER0000705,GO_BOND,76750493142.0,16551725483.53,26614987289.4,5149077051.27,1.507,1.17,1.993,43.72,1.868,2823567635.36,107714378662.51,45251428721.11,MOODYS,AA-,0,221344481.17,0
2010,ISSUER0000706,LEASE,163605937102.88,29737266910.43,18315310585.29,6587504485.39,8.184,2.909,2.435,68.29,0.538,7051078695.37,75012104571.35,65916141313.73,FITCH,AA+,0,972018818.1,0
2018,ISSUER0000707,REVENUE_BOND,189105019514.51,6161956862.62,5492932315.95,12478757774.13,1.365,7.912,3.142,7.61,0.635,-306724865.41,102589381155.29,50775716435.02,NONE,A+,0,512945280.75,0
2009,ISSUER0000708,REVENUE_BOND,208798287991.85,37204403464.57,10962370042.68,2593584973.91,6.905,18.918,4.261,187.8,1.853,-5311097048.72,106931854636.99,77060980109.96,MOODYS,BBB,0,841866048.32,0
2010,ISSUER0000709,CERT_PARTICIPATION,30557110644.13,25977886727.69,7026967105.34,2175478415.21,2.38,10.989,3.564,326.87,1.018,396791662.46,67645654375.11,10830309488.95,FITCH,A-,0,1563005884.56,0
2018,ISSUER0000710,GO_BOND,231627944762.24,23491546889.11,9315150783.03,6932983095.12,0.799,28.765,3.721,132.57,1.497,344571413.83,76163559260.08,47349317758.34,FITCH,AA+,0,69179496.19,1
2005,ISSUER0000711,GO_BOND,229323855833.31,19559762063.3,35472137032.5,14777429366.5,0.604,25.463,1.164,2.6,2.789,-1688037658.69,133296218800.49,30243906695.97,FITCH,NR,0,2346306102.66,1
2018,ISSUER0000712,GO_BOND,131544928987.59,21522049826.13,33243398936.04,8026166107.89,5.632,29.458,3.471,470.1,1.024,2955613057.64,159284282371.27,53513973076.8,FITCH,A,0,900409746.01,0
2020,ISSUER0000713,REVENUE_BOND,92678362844.88,32506340946.66,5179223509.03,2982300617.75,5.21,26.005,0.952,10.87,0.555,4745778513.18,159354012952.85,7195058113.6,MOODYS,A,0,1831185695.96,0
2025,ISSUER0000714,GO_BOND,17586589121.97,10864866005.59,37724933376.01,438389213.26,5.7,10.179,2.844,14.42,1.828,-6551018660.39,133615544626.04,63695903594.12,NONE,AA+,0,1481058448.08,0
2000,ISSUER0000715,GO_BOND,83293953958.32,16602078652.33,31494358449.86,963493345.81,7.999,18.297,0.493,298.31,2.958,-7096503890.61,104467306788.96,30191139862.59,KBRA,BB,0,783729140.04,0
2016,ISSUER0000716,PENSION_OBLIGATION,87145170604.02,4160469756.64,12340484752.11,1132826749.71,1.255,3.572,1.92,72.56,2.326,4171876304.6,153036926467.85,56402864736.39,S&P,A-,0,899160685.23,0
2023,ISSUER0000717,LEASE,85898379682.14,33675209892.59,1804460427.75,5118823868.33,2.572,18.678,1.819,39.78,2.699,-2206138012.78,49868952124.04,4377046341.71,S&P,BBB-,0,273047339.55,0
2012,ISSUER0000718,GO_BOND,98258525246.29,43581008055.52,30606455061.85,4604502511.57,5.006,8.421,2.647,30.87,1.889,-870024410.34,112612339768.71,16531879981.24,FITCH,NR,0,307276814.88,0
2007,ISSUER0000719,PENSION_OBLIGATION,219729464580.07,41804869516.63,11777553172.0,12503205115.68,7.147,3.116,1.617,439.88,0.098,-6687846507.68,27488050730.85,345548076.81,FITCH,BB+,0,544613960.49,0
2024,ISSUER0000720,GO_BOND,104499915365.43,36668086712.2,11442705949.13,2090343866.64,7.663,23.908,2.962,252.78,2.382,-5828648642.1,35426711221.01,67237664249.12,NONE,BBB-,0,1767343329.0,0
2001,ISSUER0000721,GO_BOND,240892178889.56,12777932618.32,34786486223.29,3158773778.27,8.014,17.775,0.821,150.57,2.428,-7697329304.84,70443613059.52,72746668034.89,MOODYS,AA-,0,946886993.91,0
2018,ISSUER0000722,NOTES,195964008846.06,31995253356.13,31762557553.81,14414344268.51,6.079,6.76,3.195,375.57,2.771,4798593450.86,60352653588.3,56627150530.93,NONE,BB+,0,163926780.41,0
2004,ISSUER0000723,GO_BOND,190926949435.85,21131148560.7,27881969522.65,10813347117.2,7.282,6.605,1.492,112.51,2.863,3401339563.88,93194832521.88,29461488875.92,MOODYS,BBB-,0,1316788701.37,0
2004,ISSUER0000724,REVENUE_BOND,130501503351.0,22488959702.86,9123729015.76,4020311672.56,6.773,24.938,3.147,164.92,2.967,6386699699.82,159167643908.96,8668383106.27,S&P,AA+,0,1075898003.42,1
2017,ISSUER0000725,GO_BOND,200251300029.29,26832904237.9,24485826104.0,7039553064.9,7.568,16.916,3.983,387.47,1.06,-1971322769.51,23401856583.45,72263102986.39,S&P,A,0,94593609.95,0
2017,ISSUER0000726,REVENUE_BOND,101654529234.38,44669085635.14,37728935845.16,4690122663.48,6.778,8.918,0.955,18.12,1.124,-1404431354.47,121356037470.01,7380770503.72,MOODYS,A,0,2014849545.35,0
2016,ISSUER0000727,LEASE,170192096982.12,29864712071.49,39505777926.87,11745819619.81,6.884,29.96,3.543,331.14,2.043,3746367970.9,89044626936.63,45495909693.39,FITCH,AAA,0,848779629.3,0
2002,ISSUER0000728,PENSION_OBLIGATION,189978577566.54,19012866490.84,26572198108.83,2609480443.72,7.048,16.614,4.396,447.9,1.659,-3202786593.22,150737695833.53,75573608327.27,MOODYS,A-,0,2307225424.78,0
2025,ISSUER0000729,REVENUE_BOND,59050470393.28,4039155653.44,10107363042.91,4432653609.77,0.739,18.169,1.158,503.9,0.09,-6245199644.8,35273438571.21,18376057361.86,S&P,A,0,1756052689.54,0
2017,ISSUER0000730,GO_BOND,130094983416.43,16797447998.83,16627615095.0,3259177918.92,2.725,20.305,0.964,175.54,0.393,5617666142.49,138774040633.99,32741420226.14,S&P,A+,0,1252030260.98,0
2006,ISSUER0000731,REVENUE_BOND,30972265155.3,5913060956.18,30676217759.85,1490955260.13,1.213,19.75,0.44,410.7,2.696,5311068188.82,90521055354.42,27077509196.83,MOODYS,AA,0,209816760.37,0
2021,ISSUER0000732,REVENUE_BOND,24182900366.68,9630152182.22,20375902125.59,1132999270.33,3.087,1.397,1.635,15.29,2.323,-7020691545.46,157965066247.38,25330238846.57,FITCH,BB,0,64081131.96,0
2020,ISSUER0000733,GO_BOND,189241803592.01,23872596249.68,36454695613.15,10061853237.2,0.818,19.343,3.964,115.75,2.739,2584050448.56,16533351144.7,29647674240.67,S&P,BBB,0,590027577.36,0
2012,ISSUER0000734,NOTES,45408112502.81,1603956202.91,33123555011.13,829957911.94,5.34,11.413,2.557,27.51,2.926,-5946432550.35,137718955934.47,71809785383.51,FITCH,AA+,0,650370781.02,0
2001,ISSUER0000735,REVENUE_BOND,61662974752.28,13783731364.95,15235623163.96,4104103062.47,1.717,12.013,0.928,275.9,1.125,-782464043.58,135240527996.33,17326514006.66,S&P,A+,0,1027331888.49,0
2016,ISSUER0000736,GO_BOND,175819195579.28,34269712273.76,27009690919.56,13878645375.12,0.871,29.538,1.938,417.14,0.759,-7433081148.98,57742692246.75,38486685372.07,MOODYS,AA-,0,1786319229.47,0
2013,ISSUER0000737,NOTES,62174542933.82,19746417458.11,17784412069.64,2172887239.41,3.4,19.068,1.087,265.44,1.927,-2252708468.4,59368309063.86,5447793458.81,NONE,BB,0,2438188939.93,0
2015,ISSUER0000738,NOTES,158788283235.65,39557850697.5,17185777821.35,4433624949.78,0.739,9.761,3.116,415.88,2.569,-5529077808.09,73237193782.69,10867321154.64,FITCH,BBB,0,748099348.75,0
2002,ISSUER0000739,LEASE,210582825935.2,26358659059.55,19006243884.59,4933218848.7,3.428,1.986,3.018,475.9,0.881,6118617681.54,94335305937.48,40497356701.35,S&P,BB+,0,1851674331.95,0
2020,ISSUER0000740,REVENUE_BOND,42482718878.7,2997432522.35,4161840448.6,1878682164.51,4.37,9.432,2.537,148.17,2.486,5230819314.96,95870248739.16,58511133859.75,MOODYS,BBB-,0,995300732.83,0
2001,ISSUER0000741,PENSION_OBLIGATION,82233353493.5,1087439151.92,7582939935.53,3577814603.8,2.544,29.281,4.398,440.27,0.812,-4267198194.85,39613485471.0,71819803891.88,MOODYS,AA+,0,2486004837.88,0
2007,ISSUER0000742,GO_BOND,9575500649.17,17257883940.92,38898124613.42,170417782.23,3.193,26.098,4.239,3.33,2.338,2985335204.86,121884627167.97,23602569548.13,NONE,AA-,0,1657725224.29,0
2012,ISSUER0000743,GO_BOND,40320332185.93,28278246445.27,19702848531.7,516942881.35,5.342,19.701,0.572,141.6,2.728,-1352460270.56,137643271790.47,2506948587.65,S&P,BBB+,0,451314439.24,0
2007,ISSUER0000744,GO_BOND,19616977319.82,34356614786.88,11908082200.55,815637292.98,6.581,16.806,3.957,182.01,2.802,7588910514.93,107949421240.64,24482522858.16,KBRA,AAA,0,1637239364.71,0
2005,ISSUER0000745,GO_BOND,177519875810.36,11169352026.52,36908720417.77,2626969451.92,6.184,6.358,1.301,269.62,1.333,5112033589.19,95297544785.68,2432307919.75,S&P,AA,0,2264331890.72,0
2014,ISSUER0000746,LEASE,177736560304.17,39157783508.66,19523114788.83,1874100489.73,7.285,15.549,3.095,416.7,0.712,5434163349.38,136261399369.21,59726481606.82,S&P,BBB+,0,1240199066.41,0
2019,ISSUER0000747,LEASE,228796282027.2,8270573553.12,35581107797.66,16491320878.79,6.931,13.348,2.742,30.44,2.511,-2692494054.31,157842847052.55,62030279346.71,S&P,AAA,0,1147305352.08,1
2011,ISSUER0000748,GO_BOND,170877856678.8,23258361638.24,13305355961.81,7868784544.8,6.794,20.809,2.78,464.84,1.94,-720562761.34,122696758685.81,43360610233.05,S&P,BBB,0,334614141.33,0
2000,ISSUER0000749,GO_BOND,45358725757.53,645128593.49,12305626853.5,2482241711.83,3.775,7.879,3.638,387.24,0.177,7768226376.08,87114011351.27,53389753895.59,S&P,AA-,0,82364013.68,0
2025,ISSUER0000750,GO_BOND,126270164605.93,537898757.22,10085051840.55,4131039109.98,5.217,16.33,1.479,453.36,2.407,-3726913896.8,154828152912.55,5880678482.95,NONE,AA-,0,682570816.79,0
2022,ISSUER0000751,GO_BOND,83561370817.09,1016161558.08,27709929832.17,6081233440.23,1.349,5.631,1.236,397.03,2.777,-1101916854.49,85319843304.41,77816710475.18,FITCH,NR,0,2029238260.79,1
2005,ISSUER0000752,PENSION_OBLIGATION,188802780811.5,11700629771.03,8408964918.52,8923829809.15,3.273,1.816,2.888,364.97,2.746,2224495754.98,136935371122.83,1300184401.34,S&P,AA+,0,2064305304.62,0
2004,ISSUER0000753,CERT_PARTICIPATION,38608468150.83,4717165815.3,55916468.52,2575991888.8,5.418,6.771,0.907,180.37,2.736,-4190086413.67,99189524170.38,41988653202.67,FITCH,AA-,0,1703698664.42,0
2003,ISSUER0000754,GO_BOND,60738411888.85,425337483.87,34914325147.36,4255377621.37,7.45,8.033,4.26,221.58,0.858,-2302689151.0,127107123008.55,31610402702.33,MOODYS,BBB+,0,862273088.19,0
2004,ISSUER0000755,GO_BOND,63134687891.76,18978049489.86,15537009060.52,2344333909.97,0.544,23.615,1.954,272.99,1.462,2491395309.15,84911001227.36,78693371385.47,S&P,BB,0,680381608.25,0
2001,ISSUER0000756,GO_BOND,218561029335.24,38423199116.62,32689088817.81,2937453608.98,3.505,5.998,2.238,263.66,2.174,6049399204.3,118362524072.73,69410409687.23,MOODYS,BBB,0,323024511.18,0
2000,ISSUER0000757,GO_BOND,170622441762.68,35539800805.21,30223914454.01,10972962208.4,8.1,0.561,1.424,378.65,2.063,-4216246580.86,40330097099.58,68011127282.68,FITCH,A+,0,701441725.3,0
2021,ISSUER0000758,NOTES,76761821922.44,40005208038.57,19896273535.73,4836209450.02,8.062,6.658,2.262,465.92,1.126,417207991.21,96687954544.17,64034665393.49,FITCH,AA,0,2252520600.92,0
2000,ISSUER0000759,GO_BOND,239421955667.95,39803329605.78,1593226207.9,7797488165.46,6.457,9.539,2.627,310.75,0.099,1642641818.63,57231963871.15,75776802236.69,FITCH,AA-,0,488585416.19,0
2023,ISSUER0000760,CERT_PARTICIPATION,109152478933.98,14985638288.74,17223661909.58,1965534655.78,8.308,24.299,2.932,45.2,1.945,-6949252760.95,48565519629.6,24543301472.38,S&P,BB+,0,475351422.22,0
2021,ISSUER0000761,GO_BOND,105985872678.19,9475349324.0,36386766268.78,5693012379.89,7.033,13.542,3.125,478.48,0.538,-3988164875.32,88908026123.8,2317209625.48,FITCH,AA+,0,1451531284.92,0
2007,ISSUER0000762,LEASE,20191949224.84,7724649343.64,25014140971.27,601746875.9,4.966,26.917,3.992,188.76,2.377,999177344.25,143867900862.31,24879461996.31,FITCH,A,0,2414495698.96,0
2007,ISSUER0000763,GO_BOND,12107985073.04,25268796296.63,21845131481.98,455655271.36,5.522,12.05,4.378,166.45,1.747,-3642439580.46,30221147305.99,27378157626.24,MOODYS,BB,0,1254782434.74,0
2013,ISSUER0000764,CERT_PARTICIPATION,241289124682.11,36789545977.5,34856210054.34,11816864693.44,1.438,20.745,2.19,65.99,0.266,5347502098.1,131862157576.39,27733340837.83,NONE,A,0,1079629251.93,0
2002,ISSUER0000765,GO_BOND,96260662267.88,4494071995.33,5080211000.87,4523045613.85,5.581,26.263,3.949,134.87,0.467,287136168.79,153203715737.92,25110513346.25,S&P,AAA,0,77112753.77,0
2022,ISSUER0000766,GO_BOND,59037632535.53,37594133831.92,20070114118.04,2085668929.55,5.837,23.716,4.488,37.14,0.019,-7102588852.31,50467320522.35,76525062347.35,S&P,BB+,0,1557047415.04,0
2003,ISSUER0000767,NOTES,125734590649.92,33282208433.83,2402114694.83,4772093136.04,1.834,6.886,0.793,296.7,1.713,-77546714.2,135942454118.07,21376912352.91,FITCH,AA,0,1744709322.25,0
2002,ISSUER0000768,LEASE,72519230561.52,10603794825.7,10502176617.17,5434832850.82,1.134,19.034,4.16,213.41,0.67,7675037407.36,24656320071.75,54307035364.27,NONE,BBB-,0,669604435.74,0
2007,ISSUER0000769,GO_BOND,189468848138.7,9693576310.02,2083161524.98,12720279960.92,3.411,10.582,2.27,197.48,0.211,-2135432221.57,1648612383.05,6777894269.95,S&P,A+,0,1960821586.64,0
2011,ISSUER0000770,CERT_PARTICIPATION,79610886295.61,39006184253.41,22895552062.48,4863748880.76,3.739,0.753,3.949,193.41,1.199,3540394736.37,17506329448.73,23489135035.15,S&P,BBB,0,1022457376.79,0
2016,ISSUER0000771,REVENUE_BOND,82034478436.66,37565335224.38,7494949820.5,4572961460.44,5.945,3.76,4.445,134.04,0.215,-6526928079.78,61316078724.39,16782555408.87,NONE,BBB,0,2046954979.9,0
2024,ISSUER0000772,NOTES,92491637389.0,3953863189.53,4382901238.56,4648386969.1,8.435,2.649,3.703,294.93,0.192,47839160.0,137323469120.24,69569272390.95,FITCH,A+,0,519960444.52,0
2016,ISSUER0000773,NOTES,174185679335.32,20330622797.67,9426033826.01,6690450964.54,7.57,4.692,0.325,406.48,0.419,-3906853591.55,79449231257.16,75259846377.55,MOODYS,A-,0,1462213459.0,0
2002,ISSUER0000774,GO_BOND,53524885472.17,20065731440.22,18799695922.25,3626709026.69,5.965,16.656,0.502,412.56,1.938,4483263922.15,42813056698.01,43520157443.91,NONE,AA-,1,390571776.34,0
