house_insecure_point_in_time_date,house_insecure_service_region_id,house_insecure_unsheltered_count,house_insecure_sheltered_count,house_insecure_family_households_count,house_insecure_youth_count,house_insecure_veteran_count,house_insecure_chronic_homeless_count,house_insecure_length_of_stay_median_days,house_insecure_returns_to_homelessness_rate,house_insecure_hm_is_system_coverage_pct,house_insecure_encampment_clearance_count,house_insecure_outreach_contacts_count,house_insecure_bed_utilization_rate,house_insecure_housing_placement_rate,house_insecure_rrh_program_enrollments,house_insecure_psh_program_enrollments,house_insecure_eviction_prevention_assistance,house_insecure_street_medicine_visits,house_insecure_barrier_assessment_score
2021-08-30,SR000606,3846,14843,1863,872,100,2394,270,31.34,64.69,91,6802,66.31,39.63,397,3732,21567,5698,0.0867
2021-09-06,SR000607,2982,2068,894,1981,965,1332,26,15.6,50.05,17,6132,64.95,35.92,2807,6419,2391,6224,0.1008
2021-09-13,SR000608,2932,8106,3355,1558,140,116,304,2.72,68.06,153,14913,57.56,20.8,2439,1668,12975,6851,0.6353
2021-09-20,SR000609,3282,11553,297,2085,401,1499,263,18.75,72.22,101,1810,97.14,51.0,2597,2891,21772,7691,0.0674
2021-09-27,SR000610,4994,13903,3835,38,713,2451,111,16.61,54.49,227,9595,78.43,58.55,448,2061,3887,9794,0.9773
2021-10-04,SR000611,2392,4456,2887,1676,1027,2661,211,4.5,46.09,249,13228,54.38,60.51,983,4263,23084,4253,0.2199
2021-10-11,SR000612,5836,6871,2804,1855,38,86,227,12.37,53.45,254,4754,74.87,51.02,3963,630,17239,4491,0.5221
2021-10-18,SR000613,3530,161,3093,1491,143,1125,212,4.79,53.22,104,12190,98.78,45.4,4164,1052,11906,9256,0.2364
2021-10-25,SR000614,6050,7993,1089,1764,1160,1514,293,26.61,97.95,11,11805,75.75,61.25,200,5754,16980,7149,0.5534
2021-11-01,SR000615,3266,14770,2939,1354,199,2325,67,29.39,46.91,110,1519,62.96,61.49,3773,2800,7750,5643,0.191
2021-11-08,SR000616,1621,15492,3257,259,52,610,371,14.6,61.97,132,988,84.51,19.22,1353,4358,7950,4951,0.274
2021-11-15,SR000617,646,6950,348,506,1176,1647,190,10.61,86.02,201,9180,77.38,37.75,3999,1444,15841,5987,0.3026
2021-11-22,SR000618,3970,5036,2116,1541,546,2676,416,33.38,78.2,10,14993,45.69,53.33,1051,6276,24487,6342,0.7136
2021-11-29,SR000619,5448,7832,4117,1321,508,2353,370,15.66,74.18,140,13011,57.4,25.99,3503,2210,12692,6989,0.0371
2021-12-06,SR000620,5763,8607,2481,640,419,1837,284,30.55,70.57,207,610,72.63,43.97,4527,3190,12308,10469,0.9319
2021-12-13,SR000621,1696,153,4067,1029,148,1614,404,14.51,63.2,103,14478,82.11,57.38,1724,1741,14271,5878,0.9923
2021-12-20,SR000622,5101,17589,2815,2036,831,1413,63,27.14,52.0,16,14499,50.27,48.25,4985,1691,20758,287,0.6828
2021-12-27,SR000623,4376,11897,2122,1793,726,2097,67,27.3,59.99,10,3044,60.87,29.21,1259,6739,8642,9862,0.1974
2022-01-03,SR000624,5590,9659,3265,1620,1271,2787,36,28.33,90.35,73,8526,48.09,14.47,2894,5252,7444,10263,0.8459
2022-01-10,SR000625,6282,16718,1355,1197,139,447,210,21.15,71.61,216,4438,59.05,36.81,4340,6129,22349,4495,0.3154
2022-01-17,SR000626,2224,3284,2275,1025,268,2386,116,14.18,56.25,38,972,47.9,27.0,1263,962,18375,2095,0.982
2022-01-24,SR000627,5934,12470,1002,825,360,264,225,16.81,90.4,242,7495,78.71,22.27,3286,2199,14109,8936,0.6316
2022-01-31,SR000628,5384,2881,821,1803,856,810,386,9.24,66.83,102,1788,42.66,26.68,4474,6028,17028,1696,0.5872
2022-02-07,SR000629,2593,17668,1621,425,744,1576,159,19.69,84.56,16,5849,35.41,18.61,5164,6460,18452,8633,0.1387
2022-02-14,SR000630,6198,2657,3582,773,891,2072,208,24.73,61.37,33,3948,42.42,5.14,1493,3496,20613,1496,0.7418
2022-02-21,SR000631,1174,17284,3991,1120,933,292,229,24.61,55.26,150,7118,75.01,5.31,5089,6391,8098,8971,0.2534
2022-02-28,SR000632,664,17534,3792,1759,583,635,219,6.25,69.37,80,9551,95.02,11.2,4534,2961,24944,7958,0.4747
2022-03-07,SR000633,38,8421,1824,1511,814,239,238,3.59,78.47,184,13292,72.7,32.55,3443,7007,21479,4124,0.128
2022-03-14,SR000634,669,275,1157,27,19,2262,40,5.19,70.73,254,11331,51.0,34.96,3663,463,2054,4572,0.7861
2022-03-21,SR000635,5037,8963,3376,1700,1203,487,148,21.15,47.35,64,11517,44.84,56.22,4500,3092,12139,1156,0.2741
2022-03-28,SR000636,6494,10297,470,276,7,2670,74,14.62,97.66,163,4285,31.6,7.64,4270,6844,7589,3545,0.5353
2022-04-04,SR000637,6113,16852,2731,559,15,1552,126,13.97,84.76,77,449,48.55,20.91,2645,4492,2054,514,0.7245
2022-04-11,SR000638,4553,14597,3772,1392,708,2241,262,22.29,80.38,166,3197,83.85,50.95,3774,3504,17624,5177,0.4165
2022-04-18,SR000639,2969,3717,1475,220,844,2361,236,16.48,48.22,117,12110,44.36,35.32,2076,5066,17639,3741,0.3377
2022-04-25,SR000640,2194,17720,1249,2177,599,2586,181,6.7,79.46,229,17425,57.27,45.13,1162,3494,20875,3825,0.9499
2022-05-02,SR000641,2594,481,2388,1201,742,2309,16,5.04,88.98,19,12348,75.48,17.45,3472,3591,7185,2244,0.7363
2022-05-09,SR000642,3440,16536,1116,1771,338,1958,211,13.18,49.56,121,1121,63.59,15.26,3052,6895,20581,9653,0.2499
2022-05-16,SR000643,1894,13998,83,7,1194,2169,330,25.76,99.38,114,15429,48.36,14.25,4607,924,9662,8811,0.3519
2022-05-23,SR000644,3161,15490,2263,1850,842,1349,382,21.52,98.82,128,262,51.78,46.64,3723,2348,11556,6716,0.9371
2022-05-30,SR000645,1937,11424,2532,1466,205,2636,112,34.45,51.98,97,10962,66.6,63.82,3983,5203,24744,2217,0.7519
2022-06-06,SR000646,1540,2156,3140,218,924,2335,20,14.01,81.75,62,7794,44.32,60.57,2242,1101,1896,1834,0.872
2022-06-13,SR000647,5686,14228,2893,1625,624,1842,98,7.35,83.34,35,7776,77.75,33.61,829,4960,13387,8779,0.4058
2022-06-20,SR000648,95,8504,388,1750,484,1599,398,10.62,85.32,247,16577,58.27,22.05,832,2586,19698,5942,0.6467
2022-06-27,SR000649,1042,14339,3275,1806,245,2706,110,21.0,81.3,44,4241,58.97,49.07,739,1269,12465,7856,0.5814
2022-07-04,SR000650,221,16282,4128,1887,949,2382,389,29.02,99.03,48,5233,93.28,33.16,3067,6527,18133,1760,0.6686
2022-07-11,SR000651,6464,13638,346,316,787,1748,114,1.94,63.03,183,7959,32.44,31.58,2614,4201,24471,7751,0.3659
2022-07-18,SR000652,6328,13625,1708,360,99,337,126,23.94,52.6,250,16722,82.98,43.14,4062,7111,6243,9780,0.9622
2022-07-25,SR000653,4134,3932,812,1066,1221,246,295,13.98,49.67,210,17566,91.76,17.58,2025,1150,24019,6498,0.962
2022-08-01,SR000654,6156,16464,411,1223,975,2700,351,4.76,49.38,154,9758,56.05,46.07,3719,4744,12297,10761,0.6455
2022-08-08,SR000655,5801,3778,1981,1868,926,2101,223,1.64,55.84,242,3303,91.44,54.0,4820,2705,19678,6860,0.7243
2022-08-15,SR000656,3766,1199,442,1031,747,2133,387,13.6,69.99,108,3361,51.03,22.95,2379,4998,537,8196,0.8242
2022-08-22,SR000657,608,5547,4038,1050,584,446,159,21.85,87.13,101,10479,88.38,17.37,1586,6413,12725,3227,0.1839
2022-08-29,SR000658,1883,236,2017,1236,951,2000,83,5.73,88.16,30,17461,60.82,59.68,3455,3625,1973,7035,0.4964
2022-09-05,SR000659,4774,5084,3406,2150,148,71,295,29.03,82.49,48,7197,80.0,61.25,923,2910,22334,7744,0.8539
2022-09-12,SR000660,1303,16719,2840,1220,352,2476,102,15.97,69.14,87,8583,55.0,55.99,1461,4134,24910,4099,0.45
2022-09-19,SR000661,5629,11419,94,1071,1107,862,420,6.29,74.83,83,1957,66.3,9.38,1913,1625,15275,8063,0.0921
2022-09-26,SR000662,2658,7307,515,811,653,2597,286,21.63,46.25,55,13163,40.04,51.74,401,5902,10403,8727,0.9346
2022-10-03,SR000663,1334,5076,2785,2099,968,2661,295,16.97,70.01,185,5432,82.03,31.72,1943,6043,17236,10178,0.8602
2022-10-10,SR000664,1520,15430,1247,185,429,553,52,21.36,58.45,111,2810,87.61,61.43,2391,5698,22850,7396,0.5844
2022-10-17,SR000665,5110,2103,432,1147,1219,284,126,24.83,72.35,77,211,56.53,22.84,361,837,22673,9994,0.8081
2022-10-24,SR000666,667,3054,84,400,1124,1439,222,20.63,90.38,78,11606,47.99,58.17,2256,3245,23581,2665,0.1
2022-10-31,SR000667,5758,14764,3917,161,883,437,395,33.98,90.57,61,14237,44.32,43.52,3841,5290,17897,4635,0.2899
2022-11-07,SR000668,5192,17293,2733,1838,917,2068,72,12.35,90.47,239,10785,64.11,55.21,541,3770,6862,3849,0.55
2022-11-14,SR000669,521,16560,1444,932,839,457,245,8.59,45.55,241,6750,96.63,7.63,431,5057,7846,3259,0.6069
2022-11-21,SR000670,539,6149,1298,243,794,1241,336,23.71,87.2,232,4813,50.58,17.78,4763,291,19950,10331,0.8117
2022-11-28,SR000671,1708,2283,3825,669,128,2,183,24.4,87.67,252,15614,89.19,40.95,4773,2697,14055,3652,0.2882
2022-12-05,SR000672,3012,17037,2175,983,343,57,140,20.59,56.36,103,4473,69.38,28.08,1051,5697,15002,9338,0.8119
2022-12-12,SR000673,418,13164,2168,717,754,1958,386,22.42,69.79,79,17565,66.86,15.62,3674,1383,13761,1729,0.2794
2022-12-19,SR000674,371,6510,1550,512,710,737,158,15.86,55.74,240,6219,91.01,21.67,1803,4134,21782,861,0.7376
2022-12-26,SR000675,1886,1187,3190,2089,911,2737,416,20.5,88.53,229,7817,40.7,7.88,4142,3649,5591,6236,0.4072
2023-01-02,SR000676,1131,5577,4001,705,291,1337,128,17.89,93.2,207,6595,75.59,41.61,2831,1746,22342,1212,0.051
2023-01-09,SR000677,3116,8128,2679,1376,246,663,307,18.67,58.21,34,11152,67.04,49.51,538,1581,18331,2528,0.4615
2023-01-16,SR000678,1653,1446,2898,2079,1273,1890,243,19.53,94.72,234,14641,50.16,28.94,1979,6214,12264,10755,0.61
2023-01-23,SR000679,4367,9793,3816,891,1164,1665,300,25.72,66.79,118,4305,36.95,18.85,1135,2869,21160,8121,0.3538
2023-01-30,SR000680,5754,3249,4088,567,976,1570,348,11.44,47.92,112,5382,95.33,17.76,4596,4032,21809,10671,0.0024
2023-02-06,SR000681,1472,4793,3332,259,536,1520,261,2.58,97.8,51,15952,81.89,48.76,2394,6256,6506,4385,0.6416
2023-02-13,SR000682,5343,12947,3948,1842,1171,2287,228,8.66,66.11,209,3095,70.63,25.6,253,5508,10908,8230,0.6194
2023-02-20,SR000683,3840,405,3941,1205,976,2451,106,23.93,52.04,118,11183,32.34,15.84,3313,4959,10375,5417,0.1597
2023-02-27,SR000684,285,17279,2954,1825,502,1994,329,6.4,83.77,93,14710,92.61,49.12,1289,4566,1036,10475,0.9042
2023-03-06,SR000685,2109,1038,3007,121,148,2708,167,16.26,49.77,72,14381,80.28,7.36,2310,2110,22077,6508,0.6098
2023-03-13,SR000686,3202,1255,1756,2103,1185,1405,38,5.74,53.78,225,15805,96.0,43.28,5157,881,22724,8146,0.774
2023-03-20,SR000687,1879,1643,43,1960,32,2266,4,29.36,46.46,33,6727,33.33,38.38,4260,4870,15143,8723,0.5271
2023-03-27,SR000688,5130,3234,3147,286,1270,1226,234,26.46,67.48,180,12231,88.1,28.08,3152,6691,12330,6737,0.5657
2023-04-03,SR000689,4700,8884,3331,668,838,2553,157,32.16,67.37,119,15957,68.29,60.16,2494,2581,3839,8634,0.7968
2023-04-10,SR000690,6364,4276,2591,2007,45,1552,406,11.83,67.6,123,13449,66.53,62.29,3567,4694,21648,44,0.5836
2023-04-17,SR000691,5234,17585,1260,1893,920,2282,324,19.71,69.57,128,4041,50.29,51.82,3570,6186,10271,7905,0.137
2023-04-24,SR000692,5534,5989,1168,1661,48,1865,304,6.28,88.46,244,15501,59.29,20.2,1499,4794,11122,8087,0.9548
2023-05-01,SR000693,5694,11940,3516,1298,1043,1157,200,34.03,85.41,230,16941,55.72,43.9,4393,6977,3500,1278,0.5495
2023-05-08,SR000694,359,7501,2550,1524,659,1350,60,9.13,51.08,93,9024,92.27,44.44,3935,4597,11438,4794,0.4162
2023-05-15,SR000695,2385,14505,116,1783,1270,2604,352,13.35,92.57,113,12714,66.12,47.6,3940,5496,16403,6867,0.7307
2023-05-22,SR000696,3925,14703,2604,1056,1256,961,148,0.11,56.13,219,11876,56.86,47.94,4580,6895,23172,2180,0.8566
2023-05-29,SR000697,1416,2432,704,1322,245,1114,259,6.13,70.23,208,13975,99.49,34.13,1207,1893,21599,6596,0.7827
2023-06-05,SR000698,6323,16057,2897,683,1078,2515,274,8.07,99.39,61,6194,88.29,27.65,351,4848,310,1137,0.013
2023-06-12,SR000699,616,10860,4094,157,555,2390,291,0.78,66.76,78,7781,96.08,36.72,2156,1680,1092,9681,0.233
2023-06-19,SR000700,3166,5422,1541,699,925,728,108,16.74,95.85,95,5601,69.77,54.7,3403,554,6418,5777,0.147
2023-06-26,SR000701,236,14348,1442,786,1286,2227,302,18.02,55.94,123,4444,34.22,59.51,4499,3635,1425,4231,0.4963
2023-07-03,SR000702,178,11183,3577,734,917,1674,229,17.99,98.68,98,11867,82.39,61.69,3694,4304,7900,7485,0.9275
2023-07-10,SR000703,5931,15047,3455,2169,259,2274,26,24.75,50.93,159,2167,60.2,20.39,2474,5278,21700,1174,0.7461
2023-07-17,SR000704,2643,17140,1857,1515,595,29,112,17.01,91.93,22,14387,53.05,6.03,34,1268,21219,5546,0.7697
2023-07-24,SR000705,173,17340,261,1237,1010,1798,48,11.97,82.53,75,17045,42.73,54.32,4717,40,5009,7447,0.8304
2023-07-31,SR000706,629,3778,3675,500,770,1508,101,28.29,71.6,100,4242,93.21,10.56,1747,194,9790,8102,0.9445
2023-08-07,SR000707,861,12738,529,1944,105,2280,331,12.66,50.29,102,15775,51.35,14.19,1050,4883,10675,10094,0.0082
2023-08-14,SR000708,6283,13301,2699,723,1096,1913,145,6.41,63.33,101,10912,62.29,49.61,4670,923,5852,126,0.6351
2023-08-21,SR000709,3658,2774,3170,70,475,634,128,6.99,57.78,56,8263,61.96,64.84,4708,4176,7920,6261,0.0771
2023-08-28,SR000710,85,230,4125,1872,745,2282,125,17.08,84.98,71,4629,75.65,44.01,969,5661,1361,9246,0.3099
2023-09-04,SR000711,6206,724,607,984,1180,221,17,30.94,51.35,190,16588,90.34,54.54,4936,2513,4714,70,0.1679
2023-09-11,SR000712,4630,2094,1244,784,1231,1392,259,28.76,61.9,67,5119,82.87,19.59,3243,4087,1462,7475,0.7352
2023-09-18,SR000713,406,9342,125,338,259,437,55,10.17,90.05,119,12536,50.55,5.89,4915,5847,1932,9057,0.6211
2023-09-25,SR000714,1028,14486,262,407,219,650,311,23.22,81.6,200,2926,80.57,9.16,1664,2475,2251,4514,0.2969
2023-10-02,SR000715,3752,514,3447,1525,778,843,140,28.7,53.47,234,17119,42.04,5.75,4730,4223,18856,9588,0.0753
2023-10-09,SR000716,317,11408,98,1845,901,465,166,10.98,84.68,217,6402,37.49,20.81,974,1619,3970,9035,0.7855
2023-10-16,SR000717,4688,15857,2946,255,688,1241,42,1.47,79.09,218,14868,42.17,7.35,169,3663,3759,4549,0.6512
2023-10-23,SR000718,4574,16649,3899,660,186,672,280,11.47,95.94,104,12254,32.28,22.94,3642,3630,22575,2202,0.2292
2023-10-30,SR000719,2325,150,1671,58,193,302,145,25.31,99.36,162,2628,71.89,10.63,3260,3073,16851,10189,0.7317
2023-11-06,SR000720,1406,3878,3202,214,720,391,221,26.57,52.2,213,10226,56.52,40.56,2481,3923,18522,8296,0.1779
2023-11-13,SR000721,1248,4745,2327,620,682,1458,358,18.69,52.38,255,11275,37.61,34.84,2026,5262,2822,8959,0.7044
2023-11-20,SR000722,1350,8771,3632,1898,509,25,242,20.53,84.42,239,201,64.41,29.83,2475,2155,18442,7684,0.7868
2023-11-27,SR000723,40,12603,506,674,589,1482,81,33.69,52.16,34,940,49.01,28.68,4825,4627,17054,2030,0.6504
2023-12-04,SR000724,2117,679,2057,835,220,720,193,17.28,89.15,201,17130,70.03,24.51,4620,2583,21274,10722,0.0179
2023-12-11,SR000725,990,11841,2066,1737,1149,2681,10,31.58,91.73,224,16488,79.33,37.64,1665,6758,12237,8924,0.4677
2023-12-18,SR000726,5620,6401,3555,162,936,903,19,5.81,55.25,71,11936,60.51,22.47,2617,3412,14722,53,0.3235
2023-12-25,SR000727,1618,11907,1113,697,1193,2159,348,18.26,76.21,48,7121,91.44,32.51,529,3116,14155,7515,0.3298
2024-01-01,SR000728,3283,4043,1448,799,23,1281,142,29.04,82.58,157,15358,33.04,44.2,3923,3142,12885,92,0.4308
2024-01-08,SR000729,2053,3411,4184,1392,33,1030,41,17.28,56.83,49,14066,86.33,32.8,3989,5426,2181,9761,0.6181
2024-01-15,SR000730,3533,15318,1027,691,491,1855,169,18.2,48.51,254,4257,57.12,36.38,2846,2942,17013,8914,0.0959
2024-01-22,SR000731,5814,7678,1592,196,962,1712,154,0.76,58.83,45,11337,92.37,41.88,3837,4352,22874,7960,0.0629
2024-01-29,SR000732,227,13633,28,2130,870,2169,191,11.09,91.53,170,348,43.5,49.33,4075,2025,1406,2829,0.8404
2024-02-05,SR000733,2431,14119,2561,981,665,2537,285,13.43,57.93,236,16612,61.35,15.98,4308,1940,2678,8472,0.6931
2024-02-12,SR000734,2939,5889,2893,238,988,1042,300,16.97,59.36,120,7152,40.7,20.1,4317,3438,24105,5921,0.169
2024-02-19,SR000735,3142,7770,1806,24,246,534,235,4.81,62.36,208,10539,42.37,6.37,85,3512,11144,7149,0.0985
2024-02-26,SR000736,2695,14083,2299,420,1235,2682,4,6.5,83.31,11,11919,73.89,10.7,3947,538,19856,6594,0.785
2024-03-04,SR000737,5729,11236,4002,434,1234,1122,57,2.31,97.41,257,13995,57.96,55.8,4705,3654,8905,10880,0.4231
2024-03-11,SR000738,901,15169,1032,858,1262,1464,174,33.7,67.59,203,9857,72.96,48.7,630,5725,2650,10597,0.512
2024-03-18,SR000739,5009,11149,915,863,173,143,33,13.7,80.83,197,2675,71.59,31.3,3628,5909,17431,8479,0.574
2024-03-25,SR000740,193,11958,4161,1465,880,1904,105,5.67,47.31,202,11146,86.08,39.67,463,1809,24407,1656,0.5657
2024-04-01,SR000741,2637,2409,1395,487,875,179,407,3.5,46.52,75,15259,85.54,43.77,3895,5372,11600,9901,0.6034
2024-04-08,SR000742,4186,11037,854,317,1080,1478,110,30.08,73.44,253,7954,31.52,55.55,2171,5338,1188,1810,0.4765
2024-04-15,SR000743,2539,2161,761,664,971,1181,68,0.84,59.83,177,13364,80.43,5.63,645,3420,6029,3042,0.4382
2024-04-22,SR000744,5617,17392,344,2092,566,2576,221,1.05,97.12,164,14650,66.88,48.19,4670,2862,875,8261,0.0276
2024-04-29,SR000745,6426,602,3655,1097,963,2089,63,30.91,65.55,128,12876,54.24,62.54,2859,118,24758,6529,0.873
2024-05-06,SR000746,2991,1995,3447,1747,572,2423,253,34.16,69.77,123,9544,69.2,27.01,5021,6947,15952,7844,0.1372
2024-05-13,SR000747,2951,14725,3607,2026,422,1623,156,23.6,91.0,47,12262,41.36,47.38,3484,3543,12516,7927,0.4597
2024-05-20,SR000748,1244,10401,376,738,171,1179,283,31.47,74.25,150,12075,70.49,62.53,1251,7057,14707,1722,0.5537
2024-05-27,SR000749,5535,3530,2144,843,480,1920,183,13.09,65.11,244,10689,53.22,40.51,4406,3881,12117,6098,0.3595
2024-06-03,SR000750,3774,5654,2115,1744,653,2169,277,22.33,46.02,115,12950,57.97,5.83,3838,856,22524,9740,0.7302
2024-06-10,SR000751,640,140,1553,1349,1221,81,216,25.04,71.19,244,6983,87.05,39.49,2002,6384,18539,10484,0.2127
2024-06-17,SR000752,1852,11975,3372,434,435,2067,190,12.36,78.52,113,7592,33.48,51.8,4872,3525,23065,742,0.2016
2024-06-24,SR000753,263,655,4044,477,460,1387,207,5.71,75.48,13,14555,31.58,19.79,4070,1507,10100,2358,0.0964
2024-07-01,SR000754,5940,11081,3717,605,860,2609,171,27.56,95.27,247,17105,32.81,27.91,3508,4525,11510,1433,0.8801
2024-07-08,SR000755,3487,6260,33,2031,241,2658,320,4.0,54.12,188,5743,69.7,8.57,1200,2876,4044,1499,0.8132
2024-07-15,SR000756,5660,4685,1552,143,789,732,99,6.34,72.52,88,12261,79.02,52.22,2200,3160,5310,5745,0.625
2024-07-22,SR000757,794,12840,3459,2182,897,1306,17,31.94,64.61,238,8788,38.88,16.18,4332,4384,2461,5128,0.7518
2024-07-29,SR000758,4126,3157,2543,731,531,22,376,19.08,81.55,98,12199,50.34,42.14,972,788,4388,3994,0.0535
2024-08-05,SR000759,3217,11362,3266,1628,432,1337,294,17.13,98.58,174,17447,68.25,54.68,5086,2623,24426,386,0.0206
2024-08-12,SR000760,331,10884,3871,1568,341,1748,159,12.25,98.91,54,8561,74.04,32.7,1656,5045,13415,7523,0.1356
2024-08-19,SR000761,6492,15165,4166,567,451,201,26,34.83,71.75,178,1417,52.61,7.73,1254,6516,16244,3838,0.0191
2024-08-26,SR000762,724,9136,1598,1479,850,876,373,23.03,59.4,2,6752,94.11,40.38,2573,4794,5079,10876,0.0481
2024-09-02,SR000763,1812,8515,3968,705,537,1962,410,30.54,50.22,225,11005,34.79,61.67,2327,6020,20575,3767,0.3378
2024-09-09,SR000764,1740,11451,2589,1796,498,964,160,20.8,47.48,231,17074,40.01,27.06,2885,5016,6225,495,0.7396
2024-09-16,SR000765,2259,8376,2639,1408,591,237,258,4.52,54.92,77,3663,52.6,51.34,19,2387,6118,7790,0.2068
2024-09-23,SR000766,2834,14729,1117,1161,919,1020,149,0.41,52.2,222,8629,54.93,5.0,1297,793,7292,10174,0.6777
2024-09-30,SR000767,5929,2847,353,1193,733,661,52,15.48,86.07,4,17807,33.06,39.24,4771,537,11987,2754,0.5129
2024-10-07,SR000768,3610,4883,2011,69,103,2548,414,8.95,67.89,38,387,60.12,20.17,4855,3032,9115,3700,0.6174
2024-10-14,SR000769,1202,13879,1956,699,1196,1518,396,16.23,88.47,167,8327,46.28,31.61,5199,2828,4202,10568,0.809
2024-10-21,SR000770,6019,2266,236,1519,881,1284,263,30.2,94.19,258,3617,70.95,63.75,4652,5441,17685,6350,0.8102
2024-10-28,SR000771,6025,4213,2405,1737,332,1698,93,33.87,48.4,158,3504,59.65,29.33,2325,2796,465,1262,0.9899
2024-11-04,SR000772,4542,2050,217,56,508,572,109,13.97,73.15,200,16142,79.41,10.41,4708,6740,14034,9748,0.5519
2024-11-11,SR000773,3272,11360,3373,418,517,2641,270,20.64,82.1,104,9543,74.62,10.49,4416,588,11034,53,0.6912
2024-11-18,SR000774,5564,16109,96,810,74,1764,5,3.69,65.3,132,4117,95.4,33.68,2884,1986,10035,5050,0.2222
2024-11-25,SR000775,3000,16745,3183,1304,692,18,356,14.4,83.94,192,9404,79.84,36.92,2755,3957,4174,454,0.5472
2024-12-02,SR000776,384,1651,1747,1730,804,708,295,22.29,66.56,193,6569,69.76,63.24,956,3017,13945,6071,0.6369
2024-12-09,SR000777,944,903,715,596,665,1220,165,6.32,65.99,80,2475,59.54,48.07,2117,1853,7714,8169,0.5614
2024-12-16,SR000778,4107,10761,3566,2128,1230,234,288,14.46,79.89,38,11922,82.45,34.67,922,483,6267,4584,0.4085
2024-12-23,SR000779,182,17291,1918,743,427,1573,360,26.57,79.48,56,7717,87.88,28.65,1080,6995,21942,8161,0.9291
2024-12-30,SR000780,3301,4069,2518,431,1070,2742,316,20.53,69.24,79,10860,64.69,29.2,3183,936,20658,10492,0.1124
2025-01-06,SR000781,4849,7041,801,894,585,102,308,3.27,83.37,74,7120,36.19,51.14,2559,2843,18361,4763,0.1983
2025-01-13,SR000782,553,12058,2356,1738,519,2481,409,24.77,61.18,63,211,67.25,39.69,161,2436,12762,9726,0.6214
2025-01-20,SR000783,6012,15741,265,1383,1238,2396,368,21.14,92.61,245,17821,64.55,24.89,3231,4398,13427,5584,0.1841
2025-01-27,SR000784,246,467,2761,1240,284,1577,176,2.52,90.58,120,1563,57.36,10.85,3162,4939,3508,4270,0.6626
2025-02-03,SR000785,5110,7867,3908,1514,978,6,70,5.95,53.57,58,4112,64.95,31.3,1297,672,20572,342,0.5034
2025-02-10,SR000786,3545,5943,1367,1236,747,1864,366,26.81,59.41,121,17453,47.15,54.53,3673,1322,13035,6842,0.7266
2025-02-17,SR000787,4619,2855,1616,1350,728,2237,163,15.56,67.56,73,398,31.65,15.68,4928,2590,24780,2153,0.1309
2025-02-24,SR000788,497,10851,3891,669,450,1941,38,28.02,59.06,248,4505,32.5,59.03,3746,6164,18226,7491,0.9772
2025-03-03,SR000789,3436,4701,938,153,199,181,228,32.0,54.48,180,6877,81.56,55.45,4917,6997,18663,6895,0.5111
2025-03-10,SR000790,45,13436,4045,701,1248,424,378,23.69,60.85,251,8085,80.94,35.71,1834,563,21398,5273,0.214
2025-03-17,SR000791,1166,11414,2375,2135,761,1060,151,31.01,62.9,95,9450,54.94,28.19,3815,2147,4687,7201,0.0576
2025-03-24,SR000792,3280,9410,56,2061,1211,831,136,3.53,45.32,218,6640,99.28,52.56,3213,5269,23116,4951,0.6807
2025-03-31,SR000793,5743,15496,2183,204,577,1996,275,10.59,60.17,160,1737,48.91,12.55,1748,1325,9783,7469,0.5134
2025-04-07,SR000794,1826,7657,3227,1195,427,1788,381,33.52,94.12,255,6218,31.53,55.97,2494,3348,15600,4051,0.397
2025-04-14,SR000795,1705,14642,2797,1538,782,2397,218,31.22,70.14,62,11890,80.22,48.5,4760,5863,20925,9769,0.6803
2025-04-21,SR000796,1,12262,104,786,724,307,203,34.49,64.71,137,13966,66.5,11.64,26,1613,1573,1091,0.3567
2025-04-28,SR000797,3808,8088,1756,1900,182,1019,155,1.19,85.83,9,12286,49.75,39.99,2210,4542,7114,9431,0.9009
2025-05-05,SR000798,3995,3119,3305,1138,915,903,350,9.24,61.39,19,8751,42.83,46.38,418,3680,16474,6510,0.8028
2025-05-12,SR000799,6068,3015,2403,2059,502,278,328,16.11,85.62,121,5101,89.48,44.12,1038,5326,12528,7877,0.7228
2025-05-19,SR000800,4114,3795,41,1810,749,1878,235,15.51,72.27,166,11301,64.03,57.95,4249,4670,142,1888,0.9595
2025-05-26,SR000801,4326,17904,1959,1722,408,1066,154,1.87,70.96,244,12999,84.19,13.93,4001,5928,4248,10838,0.6719
2025-06-02,SR000802,3553,14407,1262,801,134,1719,63,33.6,76.46,92,8924,92.35,35.5,4435,4754,5563,2965,0.6506
2025-06-09,SR000803,4129,5517,2504,188,363,465,285,10.03,80.77,46,16306,53.44,5.13,4267,1508,4602,5771,0.5352
2025-06-16,SR000804,11,17243,424,1537,557,140,19,10.93,50.06,216,15447,84.47,55.37,287,3430,16467,10563,0.3684
2025-06-23,SR000805,328,17048,3434,602,781,2278,157,25.23,90.61,89,5838,98.75,53.03,2158,954,8726,8200,0.7706
2025-06-30,SR000806,4502,4691,2664,504,1064,1321,329,12.78,91.65,206,1737,62.9,12.13,4658,2594,11963,718,0.4802
2025-07-07,SR000807,2143,13105,503,1096,46,1455,39,9.57,67.03,58,7559,30.07,53.65,3821,5814,10408,10508,0.6581
