qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_miles_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2022,SVC000000698,92.2147,407,414.71,29,3.026,5,0.9711,0,44,195,45.82,10,421,24858.29,172.859,96.36,89.03,0.2732
2015,SVC000000699,26.3728,363,773.69,3,5.153,43,0.9197,25,4,162,117.35,37,510,16028.51,205.525,66.21,94.15,0.2978
2010,SVC000000700,72.3629,21,503.88,86,36.87,9,0.8038,139,13,19,97.5,41,88,47142.58,155.46,66.39,7.57,0.3178
2010,SVC000000701,54.077,180,637.55,73,34.597,38,0.1099,77,67,82,89.46,51,682,26723.12,176.411,95.26,98.24,0.1619
2015,SVC000000702,2.3011,321,378.35,41,38.777,39,0.9853,63,51,151,71.09,50,566,10830.81,72.492,40.77,38.34,0.2275
2017,SVC000000703,19.2472,392,553.91,56,12.178,47,0.7716,72,5,112,32.22,20,36,47924.88,20.787,85.26,0.5,0.1162
2009,SVC000000704,89.1393,335,421.12,45,26.283,24,0.9415,91,72,13,114.5,53,601,45332.04,119.296,37.82,51.29,0.6369
2024,SVC000000705,83.3144,258,687.52,72,10.834,41,0.6009,6,78,150,32.27,11,678,734.55,197.042,8.02,64.76,0.1916
2021,SVC000000706,3.5945,227,681.35,94,5.279,5,0.9158,119,19,15,7.63,10,388,16949.41,123.68,6.22,85.72,0.0703
2019,SVC000000707,43.0466,74,282.13,82,11.38,19,0.4175,117,17,40,96.47,16,227,6678.37,81.721,68.01,16.55,0.5169
2015,SVC000000708,16.1877,152,266.71,36,31.602,45,0.6834,125,71,190,88.42,6,562,38189.99,113.81,86.98,12.69,0.5836
2009,SVC000000709,26.3688,372,805.76,95,16.758,36,0.2344,52,64,0,113.63,32,389,6294.5,10.575,84.4,44.15,0.8953
2011,SVC000000710,102.9209,65,538.49,47,23.774,15,0.1141,44,21,65,1.19,41,591,45170.75,218.9,56.41,41.92,0.6626
2017,SVC000000711,89.789,451,570.5,11,24.188,41,0.6963,60,69,97,101.4,20,64,46896.76,64.531,47.49,12.91,0.1518
2024,SVC000000712,62.0331,318,605.22,95,1.128,31,0.6526,134,26,14,95.56,18,107,15830.16,172.218,57.08,36.27,0.4462
2012,SVC000000713,93.5692,126,240.37,92,25.985,37,0.8275,5,31,48,49.29,38,323,18962.02,134.151,32.99,48.63,0.4808
2023,SVC000000714,9.4563,123,727.12,2,11.854,45,0.4945,111,48,145,111.05,48,692,18202.78,44.34,46.3,54.49,0.1291
2023,SVC000000715,14.4404,27,841.96,80,14.214,3,0.1483,141,62,176,17.61,29,313,17625.77,88.481,77.59,34.4,0.4719
2009,SVC000000716,87.3405,230,552.14,99,18.92,18,0.5418,110,58,18,36.64,21,414,35602.67,28.036,80.63,64.52,0.8986
2013,SVC000000717,18.3176,267,867.87,76,8.733,22,0.5437,125,8,45,18.66,56,193,45829.45,16.329,67.12,97.43,0.5252
2019,SVC000000718,104.7847,371,113.74,42,38.609,28,0.4472,38,55,93,78.04,7,65,8635.75,225.256,51.86,41.61,0.4476
2019,SVC000000719,61.5338,422,482.21,13,4.062,45,0.4394,63,32,184,75.47,38,633,13749.02,241.969,36.24,84.15,0.7379
2009,SVC000000720,56.1349,63,160.43,76,28.276,14,0.2945,96,46,128,1.41,33,527,4923.66,65.44,56.31,54.41,0.7687
2025,SVC000000721,90.16,428,442.57,49,22.712,31,0.5738,71,72,130,98.66,21,155,15972.46,105.45,30.72,21.89,0.0315
2012,SVC000000722,61.3831,62,751.87,96,3.315,36,0.5172,138,1,190,4.68,21,578,13268.83,187.489,33.15,7.88,0.6856
2017,SVC000000723,102.9622,105,289.49,22,8.56,10,0.0663,88,5,8,5.45,5,231,44031.03,227.467,7.3,41.52,0.1075
2023,SVC000000724,15.9663,149,239.12,74,14.15,24,0.9623,131,28,71,44.1,17,482,41722.19,53.186,7.5,9.16,0.4008
2011,SVC000000725,76.7614,345,386.75,91,33.724,27,0.7094,148,25,17,76.59,39,139,29778.65,225.605,10.77,57.56,0.6582
2012,SVC000000726,18.0085,297,410.16,80,9.674,42,0.7816,103,18,160,109.48,29,401,30795.61,61.497,88.85,50.62,0.6758
2017,SVC000000727,23.0246,451,854.89,66,6.025,48,0.7376,92,66,91,116.98,44,484,45713.61,17.415,23.35,79.18,0.1894
2012,SVC000000728,75.8227,312,458.63,0,9.481,11,0.8567,59,6,7,84.4,49,7,16955.71,8.362,13.25,47.2,0.4595
2010,SVC000000729,14.8588,153,293.87,100,25.226,50,0.9244,120,80,135,65.14,10,503,41370.76,162.875,62.52,79.21,0.0127
2012,SVC000000730,32.7559,156,896.18,72,34.222,29,0.5604,146,34,101,5.2,56,647,20524.59,30.314,33.86,75.39,0.5865
2013,SVC000000731,37.709,74,128.97,9,13.583,25,0.5818,19,8,180,28.47,41,34,1647.38,161.962,40.13,86.52,0.5398
2011,SVC000000732,119.9391,449,685.27,81,19.802,44,0.2592,95,70,198,110.0,24,279,36361.54,67.367,7.5,89.27,0.6158
2013,SVC000000733,69.7642,78,536.05,7,29.85,20,0.7144,8,48,169,97.32,44,526,24523.49,97.533,50.41,99.57,0.0286
2013,SVC000000734,70.4603,139,509.48,12,27.163,7,0.7192,5,71,95,65.59,45,677,6557.48,142.305,88.97,31.85,0.0956
2011,SVC000000735,68.4284,299,508.17,41,26.636,7,0.1196,32,38,130,114.4,47,538,8246.84,94.945,43.95,60.82,0.454
2021,SVC000000736,108.4245,409,253.4,44,38.484,9,0.5633,115,66,164,79.7,55,614,37019.09,54.433,40.93,26.07,0.8957
2012,SVC000000737,99.0306,64,182.18,70,26.341,43,0.8864,63,73,180,84.51,39,215,29834.18,75.413,71.8,59.59,0.6265
2018,SVC000000738,42.6447,72,197.11,93,35.842,41,0.8953,120,16,2,55.26,51,497,122.43,35.969,23.2,96.06,0.0781
2024,SVC000000739,59.1108,307,21.77,58,34.086,16,0.1271,54,1,73,42.83,0,573,30794.42,75.532,42.48,72.11,0.2727
2025,SVC000000740,66.0249,374,619.71,99,36.531,10,0.4092,27,41,147,45.57,30,0,39221.4,20.583,52.53,25.81,0.3759
2012,SVC000000741,74.98,390,451.59,92,24.776,35,0.9524,36,42,131,59.96,55,4,22868.25,17.147,74.65,66.82,0.8348
2013,SVC000000742,105.7191,460,574.34,66,37.715,49,0.512,49,9,174,34.5,32,449,16081.08,10.048,56.98,53.32,0.7163
2017,SVC000000743,38.3712,8,478.07,38,31.918,30,0.6462,85,64,132,43.58,58,295,45230.93,91.776,97.71,8.03,0.7115
2024,SVC000000744,61.0493,13,401.38,20,10.368,8,0.0309,55,34,142,74.02,12,384,2559.92,138.714,64.64,68.94,0.2995
2018,SVC000000745,108.3704,64,607.04,94,30.339,22,0.9737,12,20,106,3.34,8,276,42550.81,241.323,38.07,15.51,0.0941
2013,SVC000000746,56.6135,78,728.25,83,7.767,42,0.3939,148,69,41,63.17,4,499,33477.85,129.055,16.54,96.73,0.5983
2018,SVC000000747,41.3616,202,35.13,37,11.112,16,0.9677,11,17,129,35.15,35,185,32129.1,184.105,72.59,75.57,0.2767
2020,SVC000000748,28.5137,344,11.73,1,16.303,7,0.9528,144,29,57,105.36,1,459,45487.57,157.745,96.75,86.13,0.5148
2019,SVC000000749,78.9538,395,290.75,42,16.703,18,0.9757,40,77,184,39.07,23,169,34698.11,37.804,15.61,18.92,0.3857
2009,SVC000000750,43.4569,382,334.75,77,36.089,37,0.6906,104,11,60,32.53,52,244,36328.42,97.116,35.02,70.31,0.8571
2016,SVC000000751,93.065,487,205.04,55,35.234,48,0.1068,129,37,29,115.94,45,212,43426.03,225.96,76.2,75.64,0.3722
2016,SVC000000752,60.7191,395,595.88,31,8.487,16,0.5012,77,73,101,91.18,28,424,43595.34,232.671,12.98,59.69,0.1682
2009,SVC000000753,59.4162,270,759.19,20,16.88,8,0.8802,33,51,169,87.25,26,663,21956.49,53.025,63.3,48.5,0.8622
2019,SVC000000754,2.4873,280,849.39,31,35.274,19,0.9474,85,68,120,117.55,4,220,27770.01,62.566,91.39,38.28,0.6195
2011,SVC000000755,48.3474,93,793.83,19,20.349,12,0.3225,51,25,197,40.81,60,627,28099.69,138.153,42.45,94.42,0.9973
2019,SVC000000756,4.0905,483,437.93,22,32.722,30,0.9433,119,14,27,8.48,26,459,3852.38,167.424,38.52,24.13,0.1402
2013,SVC000000757,12.8966,160,211.5,69,24.333,0,0.5282,127,60,155,26.1,26,587,32666.24,41.563,22.7,35.08,0.6565
2022,SVC000000758,116.2017,491,647.92,3,22.655,33,0.4865,28,47,183,76.75,10,413,29614.99,177.2,52.01,49.47,0.4239
2012,SVC000000759,36.3768,99,266.62,51,26.66,5,0.9358,84,28,65,107.92,49,355,17350.39,186.551,16.17,33.96,0.5859
2016,SVC000000760,62.2109,391,564.91,65,33.332,25,0.6081,80,72,92,27.52,58,33,6548.6,27.051,65.27,88.38,0.2502
2014,SVC000000761,1.708,390,135.58,43,3.295,30,0.7085,71,40,25,31.65,18,318,42907.52,61.276,63.85,38.37,0.3447
2015,SVC000000762,48.2611,69,311.44,88,16.255,36,0.3334,93,45,146,92.74,52,163,41262.59,235.23,39.7,19.24,0.5458
2021,SVC000000763,95.9392,210,558.61,48,7.955,48,0.033,16,52,31,72.22,59,461,38264.94,235.684,40.49,90.16,0.5964
2013,SVC000000764,52.2773,478,197.27,97,22.404,43,0.5306,58,64,181,89.61,24,558,9108.11,238.778,36.13,83.21,0.9109
2014,SVC000000765,74.5904,59,472.28,91,7.405,45,0.9481,36,73,85,67.55,27,451,47898.53,60.891,36.49,26.79,0.4192
2015,SVC000000766,1.4445,392,846.49,63,3.521,46,0.0827,33,42,160,68.74,29,445,29136.91,161.208,28.03,28.12,0.6575
2009,SVC000000767,45.4756,493,773.27,23,22.949,14,0.0121,94,15,135,33.26,14,409,43040.89,91.157,31.46,16.61,0.9267
2012,SVC000000768,63.9777,212,314.22,46,7.137,28,0.1436,6,40,171,21.89,0,687,37683.13,247.622,87.98,11.64,0.1781
2020,SVC000000769,79.8138,149,835.49,66,17.369,32,0.2282,110,13,123,0.6,19,79,30023.26,181.144,98.68,2.16,0.1894
2011,SVC000000770,29.4809,96,503.89,1,12.085,0,0.4496,79,75,170,98.34,5,84,28493.04,100.737,96.36,26.64,0.5922
2017,SVC000000771,104.933,145,99.87,54,17.906,4,0.3546,72,68,193,110.99,26,191,15950.57,127.804,24.67,21.71,0.142
2023,SVC000000772,27.0471,104,641.24,83,5.413,8,0.8532,67,30,130,64.6,25,258,45757.33,15.875,86.59,93.72,0.0657
2024,SVC000000773,81.0112,282,136.95,31,18.708,31,0.1777,141,13,59,72.0,15,422,5654.04,82.497,40.3,72.31,0.1527
2024,SVC000000774,114.6113,159,512.89,82,1.133,18,0.6302,134,56,163,2.97,35,67,27763.68,133.246,59.44,17.28,0.308
2019,SVC000000775,107.2544,472,104.44,40,0.2,49,0.822,30,36,152,27.28,17,335,37135.39,194.813,90.23,16.11,0.4479
2018,SVC000000776,105.3035,418,193.18,37,20.907,33,0.9185,82,78,166,109.57,15,431,16176.63,29.627,25.36,59.88,0.775
2018,SVC000000777,27.3956,4,158.46,74,16.993,6,0.1757,28,80,189,57.35,27,517,31822.66,162.576,97.82,59.79,0.2939
2013,SVC000000778,66.4807,452,78.77,100,34.235,20,0.5869,24,44,192,49.96,47,168,26447.29,55.663,24.88,64.39,0.6331
2014,SVC000000779,15.1978,435,649.27,70,36.545,39,0.9629,125,61,40,80.68,56,195,17822.34,67.518,65.42,58.15,0.6355
2021,SVC000000780,43.7749,84,70.55,93,24.889,44,0.0577,128,70,150,106.79,2,352,46811.89,188.044,5.32,72.81,0.7488
2018,SVC000000781,119.513,281,129.02,1,5.05,35,0.9091,2,16,160,30.19,19,236,956.61,31.22,74.7,96.31,0.7861
2019,SVC000000782,14.6981,370,323.04,61,13.268,0,0.9896,21,58,111,54.46,60,311,10753.45,188.818,81.55,19.88,0.511
2020,SVC000000783,42.2962,166,382.04,50,28.787,45,0.5154,77,57,77,85.4,51,104,35333.52,202.104,79.76,8.81,0.3353
2021,SVC000000784,59.6853,304,447.44,65,17.083,17,0.0303,109,41,166,21.96,24,351,47070.51,156.248,67.72,4.53,0.8667
2016,SVC000000785,116.1064,19,564.02,21,31.204,23,0.4185,83,32,103,49.69,52,248,13888.23,203.793,21.12,50.87,0.8386
2012,SVC000000786,97.3265,116,832.02,85,14.798,47,0.5809,1,6,147,102.0,58,380,22886.23,50.996,42.55,68.99,0.0001
2012,SVC000000787,75.6556,254,397.5,67,35.388,44,0.4272,131,51,117,116.9,43,495,9118.96,159.271,68.06,5.28,0.6781
2017,SVC000000788,32.2127,391,356.21,93,28.627,48,0.3016,118,43,165,64.26,13,664,49208.49,139.363,14.8,73.59,0.9641
2014,SVC000000789,119.9068,481,750.28,26,18.692,3,0.5562,98,34,60,29.25,53,579,39751.88,122.967,90.75,39.88,0.0774
2024,SVC000000790,66.4049,62,229.71,75,13.639,9,0.6273,55,66,187,56.59,59,393,33374.5,207.526,12.98,78.61,0.773
2013,SVC000000791,37.079,321,670.99,38,18.722,23,0.2174,67,26,122,105.79,48,87,44876.11,221.703,69.69,78.81,0.3416
2021,SVC000000792,17.2681,1,885.09,86,15.136,48,0.1544,13,29,148,87.94,48,224,46423.07,19.256,95.76,80.85,0.8423
2016,SVC000000793,83.5362,498,155.04,68,1.233,36,0.2558,32,71,186,25.39,6,371,10318.37,181.605,63.16,39.32,0.5774
2014,SVC000000794,60.1313,317,185.57,81,18.555,14,0.4031,82,50,98,2.83,23,583,40817.89,224.34,55.05,44.5,0.9118
2017,SVC000000795,28.0464,446,165.32,86,24.781,1,0.0578,94,43,17,65.85,17,241,6659.51,175.42,25.54,22.12,0.6684
2017,SVC000000796,69.1105,16,431.28,31,1.664,14,0.6683,94,34,158,13.15,47,14,3422.25,217.47,73.16,60.85,0.373
2009,SVC000000797,83.2686,115,761.17,77,5.461,38,0.4464,13,26,150,103.27,57,359,953.34,105.953,88.18,25.27,0.7021
2011,SVC000000798,63.9547,87,834.86,68,25.105,6,0.779,80,1,149,75.9,15,416,20075.75,90.771,70.58,74.22,0.9864
2017,SVC000000799,59.6948,32,265.25,44,34.719,29,0.4244,20,8,43,111.96,42,653,19110.41,6.388,38.95,87.56,0.7947
2023,SVC000000800,77.7779,395,767.91,1,30.825,29,0.8901,5,31,46,11.2,8,192,1498.42,119.166,29.62,94.96,0.8294
2012,SVC000000801,66.988,381,417.41,77,32.567,48,0.727,147,56,38,57.69,45,171,3268.69,193.884,50.04,56.2,0.5351
2014,SVC000000802,102.3241,455,540.75,88,1.627,30,0.4698,119,47,65,63.72,55,627,5319.18,199.774,71.22,24.87,0.4388
2020,SVC000000803,100.5922,36,720.93,33,28.328,12,0.5078,135,33,115,20.51,1,346,30840.59,85.824,0.45,63.91,0.2873
2010,SVC000000804,31.0773,349,822.58,29,13.38,18,0.9993,144,26,191,70.74,38,465,40778.39,204.84,48.65,54.64,0.4557
2014,SVC000000805,17.4124,465,828.59,23,28.677,13,0.5249,123,43,59,33.89,51,553,18602.72,39.502,28.69,20.57,0.1346
2012,SVC000000806,111.5795,97,502.08,96,23.597,31,0.1677,45,5,31,102.59,40,472,18994.43,19.239,37.04,89.67,0.7483
2012,SVC000000807,15.8176,281,155.93,6,12.76,25,0.1383,104,69,174,105.41,17,648,23945.11,78.506,31.57,41.07,0.3402
2009,SVC000000808,78.7667,340,702.16,88,17.326,33,0.8153,115,2,107,53.48,35,190,6301.81,10.207,44.46,86.8,0.6115
2025,SVC000000809,0.4828,206,245.81,58,12.134,41,0.4159,17,59,35,17.02,20,194,8255.98,55.481,90.42,25.24,0.374
2023,SVC000000810,70.2979,262,449.95,24,33.476,39,0.2914,47,65,48,52.58,40,400,18913.77,249.066,53.06,8.56,0.1058
2017,SVC000000811,52.388,497,41.57,37,24.104,15,0.9653,122,66,134,5.98,14,401,46940.35,213.972,18.31,50.11,0.4981
2018,SVC000000812,72.3371,205,43.36,42,31.782,22,0.0038,48,3,114,51.96,46,338,38468.89,223.823,3.15,61.4,0.8464
2023,SVC000000813,19.1862,275,890.55,51,38.925,41,0.0565,88,43,164,45.13,30,151,19225.31,227.428,45.54,97.68,0.7636
2010,SVC000000814,82.9103,466,257.11,49,6.916,28,0.5352,125,18,2,57.09,31,203,15083.01,200.454,36.5,82.61,0.3299
2018,SVC000000815,46.1824,239,446.45,32,28.025,41,0.2044,80,60,50,86.54,29,323,9549.41,194.782,39.1,77.16,0.7168
2016,SVC000000816,55.7825,55,685.44,21,32.942,32,0.7942,41,23,113,75.91,16,481,36105.02,206.403,33.53,67.72,0.4626
2013,SVC000000817,71.3366,134,62.21,97,25.952,32,0.1719,100,57,56,59.28,11,589,23491.0,222.235,43.05,1.48,0.5273
2009,SVC000000818,5.2387,369,650.74,16,7.819,39,0.586,77,30,88,9.27,23,68,42808.99,205.147,5.85,12.85,0.741
2013,SVC000000819,29.7008,263,464.33,2,7.507,36,0.9685,132,43,83,14.26,0,396,2764.63,165.095,3.39,54.68,0.9452
2019,SVC000000820,95.3709,0,625.05,57,13.582,31,0.4423,11,47,171,103.62,30,21,31289.6,224.436,45.66,55.82,0.6551
2025,SVC000000821,31.648,451,26.26,39,3.049,39,0.1331,136,49,153,64.38,11,674,8168.81,123.301,60.16,95.58,0.0285
2023,SVC000000822,64.4031,298,733.68,79,30.153,18,0.3011,127,23,152,97.38,49,537,34937.6,131.633,18.41,9.78,0.7919
2013,SVC000000823,85.6642,115,716.26,8,1.746,9,0.1881,33,23,116,89.82,43,598,29638.22,125.681,48.97,40.19,0.3361
2013,SVC000000824,43.0603,228,764.7,92,9.922,18,0.6816,93,9,172,81.51,1,643,39022.54,30.375,71.83,54.92,0.0913
2025,SVC000000825,10.8404,175,430.93,21,7.033,11,0.8587,111,57,82,30.45,5,624,19221.64,78.92,32.0,55.23,0.541
2011,SVC000000826,109.9455,121,886.86,3,20.601,32,0.0078,25,56,102,92.22,51,110,3736.65,33.214,8.83,1.13,0.2685
2019,SVC000000827,87.0446,14,674.7,39,32.476,36,0.7509,39,19,57,69.68,56,538,11925.6,72.577,86.51,35.64,0.7724
2017,SVC000000828,10.7797,383,350.28,96,13.808,7,0.1404,144,33,92,0.91,39,80,30908.05,83.262,64.91,98.17,0.5818
2019,SVC000000829,75.6578,398,864.5,96,34.369,8,0.6395,109,1,180,20.58,31,36,45144.53,64.537,35.8,11.73,0.7925
2020,SVC000000830,118.6199,331,7.06,31,7.261,27,0.8215,92,29,12,68.14,5,287,44162.74,24.499,28.43,60.26,0.3585
2019,SVC000000831,12.718,235,75.27,34,10.019,8,0.2223,42,67,183,62.17,32,285,23650.82,181.0,89.74,34.56,0.2185
2017,SVC000000832,47.7391,269,348.11,37,39.445,29,0.5156,146,34,93,50.76,37,447,27443.4,118.411,58.71,13.4,0.1729
2010,SVC000000833,31.9992,171,825.89,78,36.272,3,0.3339,149,39,123,31.89,42,689,24920.13,4.514,37.66,36.38,0.6234
2011,SVC000000834,15.3403,300,599.51,42,0.045,28,0.8984,32,26,25,4.73,56,281,7762.45,189.997,0.71,84.72,0.7635
2010,SVC000000835,24.5274,189,134.87,32,12.418,1,0.6696,148,63,13,106.2,50,85,25510.57,16.321,60.67,18.36,0.681
2019,SVC000000836,92.4255,476,622.05,92,28.396,28,0.0274,46,52,39,68.35,27,672,12011.7,33.287,20.36,12.41,0.4598
2014,SVC000000837,86.5256,120,613.24,35,39.128,43,0.7537,137,29,173,63.05,8,344,34039.27,56.882,71.17,64.04,0.5341
2016,SVC000000838,116.1987,449,359.57,90,0.418,9,0.6749,76,74,90,81.34,26,218,12101.43,86.269,50.13,43.79,0.3795
2024,SVC000000839,18.0848,190,70.38,70,35.207,41,0.0139,122,13,120,93.98,6,688,5278.4,179.529,61.31,68.53,0.2152
2014,SVC000000840,40.0849,119,519.34,83,23.234,44,0.4701,90,57,34,11.16,20,122,41469.6,225.298,37.46,76.67,0.9602
2016,SVC000000841,33.059,432,320.32,76,3.476,7,0.5978,145,1,196,28.55,23,389,16612.49,222.227,7.66,98.34,0.9218
2019,SVC000000842,87.4501,75,695.18,97,18.081,30,0.8532,81,79,66,33.75,19,3,36485.37,227.653,56.08,38.54,0.9195
2015,SVC000000843,32.5852,262,119.23,84,19.236,31,0.2421,52,1,123,103.58,13,23,41018.86,3.814,26.16,84.12,0.1905
2014,SVC000000844,56.6093,464,553.36,18,22.845,30,0.0611,76,33,115,61.09,11,50,28336.23,229.865,87.68,30.93,0.6948
2014,SVC000000845,103.2754,133,702.69,96,16.973,10,0.762,139,14,40,21.85,17,164,14970.07,183.501,13.85,39.84,0.825
2024,SVC000000846,61.4785,303,725.57,62,33.195,7,0.568,144,56,4,41.13,55,260,44440.59,127.544,79.12,81.53,0.8535
2013,SVC000000847,57.0896,329,265.26,81,32.761,37,0.7638,44,38,34,6.56,21,354,48728.46,185.882,82.2,6.51,0.0062
2021,SVC000000848,60.3237,223,159.65,3,25.735,46,0.3396,7,72,133,42.39,22,128,33480.7,63.55,91.14,4.67,0.4866
2012,SVC000000849,48.3838,411,390.25,95,0.936,29,0.7638,19,76,81,16.78,7,534,8362.08,94.27,50.39,82.5,0.9138
2010,SVC000000850,42.0529,465,752.34,90,4.838,19,0.7485,29,13,96,55.79,59,26,534.12,77.69,31.18,80.08,0.5567
2019,SVC000000851,69.053,132,705.1,18,4.159,5,0.5479,76,37,118,50.98,55,497,17779.44,34.574,88.94,71.23,0.812
2025,SVC000000852,27.3801,290,40.49,12,20.663,32,0.2118,35,47,107,21.91,32,503,23463.32,182.151,96.52,79.54,0.5139
2010,SVC000000853,46.7722,237,728.06,78,9.344,13,0.3883,17,80,143,103.29,4,58,18113.11,176.725,44.84,51.57,0.9588
2016,SVC000000854,43.5443,6,577.54,86,3.766,34,0.4628,75,46,102,95.41,2,271,39034.39,229.617,74.68,9.39,0.4459
2012,SVC000000855,7.9364,64,218.77,18,28.981,46,0.6237,33,80,65,42.22,41,36,6304.68,155.982,77.37,77.82,0.2254
2019,SVC000000856,59.9215,182,633.85,25,27.885,49,0.2594,118,35,172,60.76,21,512,43427.56,109.888,35.92,79.92,0.6398
2024,SVC000000857,115.9076,233,235.82,49,31.896,27,0.1764,69,26,121,9.27,10,237,39511.95,226.471,97.48,89.33,0.917
2013,SVC000000858,31.7277,72,820.01,87,4.017,20,0.3814,119,11,100,102.17,31,476,24537.21,104.503,10.82,53.08,0.1473
2017,SVC000000859,2.2648,408,85.08,59,18.67,38,0.6465,78,41,112,34.33,53,630,13957.14,133.496,50.19,97.57,0.2673
2011,SVC000000860,37.2289,38,674.85,14,32.448,24,0.4938,40,61,111,24.2,45,247,37523.78,187.406,68.13,12.0,0.4436
2013,SVC000000861,107.122,32,537.5,92,29.724,9,0.6943,112,38,59,63.81,57,530,41663.21,60.217,85.56,53.41,0.0133
2013,SVC000000862,30.5551,475,25.34,91,39.041,14,0.0467,75,76,123,4.97,7,178,36286.64,120.912,75.1,6.9,0.9025
2024,SVC000000863,26.7622,230,868.67,66,25.585,3,0.175,0,30,30,92.39,34,216,4255.48,216.689,25.91,53.24,0.4687
2020,SVC000000864,108.7143,169,193.3,20,1.888,7,0.2936,126,48,11,19.73,3,22,3230.74,84.728,8.83,12.52,0.978
2014,SVC000000865,57.7444,164,641.94,68,10.4,34,0.298,23,15,48,4.61,29,497,30220.6,90.667,17.39,58.33,0.1951
2012,SVC000000866,67.6265,75,570.09,64,6.26,6,0.2363,73,32,79,10.68,4,175,6368.63,37.203,69.59,90.2,0.6917
2025,SVC000000867,112.7236,489,0.04,10,26.534,13,0.4615,29,41,138,32.01,40,381,36667.67,215.765,4.79,80.3,0.6348
2009,SVC000000868,95.2687,218,842.56,72,25.957,5,0.294,4,41,164,3.43,41,690,8091.75,129.7,89.8,83.88,0.4976
2018,SVC000000869,77.5628,92,777.23,50,33.27,37,0.6074,21,64,81,25.64,18,527,26133.64,44.466,8.24,45.33,0.088
2022,SVC000000870,15.5359,289,427.27,25,7.071,47,0.3151,23,48,57,79.79,25,555,40005.54,25.868,54.53,77.55,0.29
2023,SVC000000871,96.585,167,809.41,10,33.793,37,0.5752,38,12,198,93.46,7,682,19684.34,44.307,48.54,36.92,0.3271
2012,SVC000000872,44.0511,116,602.29,98,38.843,22,0.2728,75,69,108,26.61,21,285,25971.25,85.473,39.29,57.93,0.4324
2019,SVC000000873,15.0352,96,677.22,96,0.976,1,0.256,57,12,180,29.52,25,56,8707.25,149.719,15.35,47.84,0.1426
2022,SVC000000874,88.5233,187,840.24,63,2.448,36,0.4646,18,1,82,19.17,38,570,26012.83,202.107,28.87,70.02,0.364
2013,SVC000000875,28.0924,73,711.38,83,9.304,41,0.5992,115,23,138,85.95,20,26,38744.8,189.094,21.82,86.73,0.6541
2017,SVC000000876,98.3895,19,722.54,92,39.447,6,0.6946,22,44,52,0.85,2,664,40972.88,81.313,84.63,38.79,0.0395
2020,SVC000000877,74.1316,52,739.1,51,26.436,30,0.8861,12,35,73,76.77,9,99,2766.44,172.115,73.07,9.99,0.6749
2011,SVC000000878,60.4377,296,878.88,67,26.816,23,0.8618,52,43,72,112.31,34,164,47350.66,72.473,11.27,2.02,0.2207
2020,SVC000000879,23.8468,448,222.59,36,8.212,18,0.2237,143,35,40,1.96,31,524,13785.32,217.762,84.3,12.83,0.5173
2019,SVC000000880,1.0339,253,578.25,9,39.652,15,0.9873,0,78,133,113.39,56,233,32338.05,9.503,35.67,49.2,0.9273
2014,SVC000000881,102.298,44,53.92,78,32.18,49,0.1824,150,41,149,28.25,31,494,49637.86,186.268,47.86,74.89,0.5265
2012,SVC000000882,44.0091,380,571.24,18,21.182,35,0.6282,113,3,98,40.51,28,390,31208.55,51.945,48.74,64.12,0.997
2022,SVC000000883,16.7992,346,48.31,47,24.369,26,0.4343,111,37,185,26.65,33,616,1895.89,67.323,22.99,97.37,0.2124
2011,SVC000000884,11.3953,337,86.38,36,15.086,7,0.9934,0,75,114,96.02,37,29,30186.44,139.146,14.68,62.21,0.2534
2023,SVC000000885,59.3014,149,840.53,29,13.891,23,0.7528,47,44,170,43.46,10,677,8678.44,165.056,68.92,53.53,0.0363
2019,SVC000000886,112.2845,224,236.04,40,10.551,26,0.8402,137,63,3,72.85,6,14,43887.85,246.497,73.64,39.62,0.5303
2010,SVC000000887,105.9346,168,509.45,2,28.014,49,0.1445,143,21,143,57.94,34,493,2630.08,126.464,73.13,71.47,0.4308
2025,SVC000000888,97.9757,417,497.31,90,36.071,23,0.8999,36,56,186,76.28,3,154,31244.81,74.849,94.61,10.43,0.8875
2015,SVC000000889,51.5638,156,525.52,41,18.656,46,0.387,132,24,36,35.1,50,586,3595.77,197.608,42.55,2.16,0.8823
2009,SVC000000890,46.2719,343,377.18,77,2.163,10,0.337,135,19,181,34.49,54,625,29565.15,1.338,2.69,92.05,0.7748
2016,SVC000000891,84.436,126,424.47,4,16.294,13,0.507,50,80,44,92.31,40,630,47225.51,81.395,22.18,44.86,0.378
2025,SVC000000892,70.0341,184,281.06,51,12.634,32,0.6897,7,2,14,25.05,27,371,14981.93,217.659,99.9,65.07,0.5933
2012,SVC000000893,5.6222,251,137.15,58,1.922,4,0.9069,1,24,72,64.43,49,0,24970.57,68.557,87.21,64.95,0.2938
