edu_att_reference_year,edu_att_country_iso2,edu_att_region_nuts_code,edu_att_age_group,edu_att_sex,edu_att_isc_level,edu_att_early_school_leavers_rate_pct,edu_att_tertiary_attainment_rate_pct,edu_att_vet_participation_rate_pct,edu_att_adult_learning_rate_pct,edu_att_neet_rate_pct,edu_att_pisa_reading_score,edu_att_pisa_math_score,edu_att_pisa_science_score,edu_att_digital_skills_students_pct,edu_att_teacher_shortage_index,edu_att_education_expenditure_pct_gdp,edu_att_eurostat_table_code,edu_att_survey_weight,edu_att_data_extract_date
2009,IT,HU51,45_54,X,ISCED_3_4,7.03,27.64,10.64,18.78,11.39,419,417,406,53.6,19.75,5.89,edat_lfse_03,3.2756,2025-02-22
2010,PT,HU579,55_64,F,ISCED_0_2,15.64,39.85,27.41,15.72,14.42,425,435,414,24.9,45.79,7.32,edat_lfse_14,1.6181,2026-02-03
2011,BE,LT118,15_24,M,ISCED_5_8,6.72,57.14,46.53,17.95,18.79,459,465,418,70.72,20.44,6.8,edat_lfse_29,0.2965,2024-07-10
2012,FI,HR985,25_34,X,ISCED_3_4,8.48,38.02,49.2,13.26,4.99,515,573,522,58.68,21.56,4.77,edat_lfs_9912,3.8057,2024-01-02
2013,LV,IT32,35_44,F,ISCED_0_2,7.9,44.87,26.39,6.01,9.93,456,468,424,55.64,60.41,4.39,edat_lfse_03,4.1326,2025-10-25
2014,RO,PT61,45_54,M,ISCED_5_8,11.63,55.69,49.11,6.83,10.85,498,493,482,28.78,52.04,6.87,edat_lfse_14,1.9266,2025-01-06
2015,BG,HR87,55_64,X,ISCED_3_4,17.73,36.26,12.75,15.51,9.66,507,519,475,47.84,15.09,7.11,edat_lfse_29,4.043,2025-07-13
2016,FR,IT144,15_24,F,ISCED_0_2,9.25,28.09,32.57,14.36,17.07,418,413,442,27.11,66.29,3.84,edat_lfs_9912,1.2738,2024-03-19
2017,LT,GR4,25_34,M,ISCED_5_8,14.84,39.89,37.94,15.58,10.34,415,460,448,70.3,36.88,7.02,edat_lfse_03,0.8109,2024-04-06
2018,SK,HU85,35_44,X,ISCED_3_4,8.82,27.55,54.63,11.39,16.81,440,419,458,33.43,31.78,3.35,edat_lfse_14,1.3171,2024-03-18
2019,HR,AT355,45_54,F,ISCED_0_2,8.39,38.6,41.21,19.01,17.72,442,423,433,54.5,16.62,5.34,edat_lfse_29,1.2181,2024-09-07
2020,DE,DK157,55_64,M,ISCED_5_8,7.16,41.95,58.74,15.22,19.92,446,501,457,56.03,11.02,3.89,edat_lfs_9912,1.2533,2024-01-07
2021,LU,DK887,15_24,X,ISCED_3_4,8.23,26.95,18.84,9.1,26.2,500,461,468,58.45,49.08,4.72,edat_lfse_03,4.3655,2024-05-12
2022,SI,IE6,25_34,F,ISCED_0_2,6.6,53.97,15.5,17.41,5.25,450,458,412,55.4,50.84,5.85,edat_lfse_14,1.5624,2024-02-10
2023,CY,IT963,35_44,M,ISCED_5_8,14.94,36.59,36.93,4.11,10.56,447,471,462,78.09,71.29,6.82,edat_lfse_29,4.3495,2024-03-21
2024,GR,BG867,45_54,X,ISCED_3_4,12.0,48.51,25.79,6.83,10.27,437,448,451,55.7,60.57,4.7,edat_lfs_9912,3.2751,2024-09-03
2025,MT,LT70,55_64,F,ISCED_0_2,14.86,25.7,43.01,5.83,16.86,516,456,483,73.79,68.23,4.72,edat_lfse_03,1.4784,2025-04-17
2006,ES,FI828,15_24,M,ISCED_5_8,9.94,54.68,27.71,3.46,5.6,528,539,534,74.45,24.85,5.53,edat_lfse_14,3.927,2024-05-18
2007,CZ,DK868,25_34,X,ISCED_3_4,12.08,28.79,50.22,6.15,8.57,385,421,433,29.72,49.17,6.28,edat_lfse_29,4.4001,2025-01-08
2008,HU,PL602,35_44,F,ISCED_0_2,11.75,44.01,29.76,16.84,18.64,466,428,450,77.17,19.73,6.08,edat_lfs_9912,0.8985,2024-09-19
2009,NL,MT673,45_54,M,ISCED_5_8,11.06,45.67,41.87,10.76,4.28,503,453,471,25.22,46.18,5.58,edat_lfse_03,2.5038,2025-09-04
2010,SE,HR38,55_64,X,ISCED_3_4,9.72,37.31,39.93,16.17,6.22,451,426,477,44.74,46.18,4.64,edat_lfse_14,4.1359,2025-08-24
2011,DK,SI17,15_24,F,ISCED_0_2,8.16,34.85,20.4,9.07,20.79,435,491,443,73.24,12.53,5.81,edat_lfse_29,4.5419,2025-04-24
2012,IE,RO98,25_34,M,ISCED_5_8,12.87,41.61,25.65,15.36,7.5,483,457,435,41.17,54.14,5.46,edat_lfs_9912,3.2289,2024-06-02
2013,PL,FI32,35_44,X,ISCED_3_4,7.38,39.48,33.85,16.16,13.15,514,491,511,49.98,15.09,4.01,edat_lfse_03,2.1625,2025-01-29
2014,AT,AT5,45_54,F,ISCED_0_2,10.57,25.69,53.45,8.45,11.02,440,420,417,65.41,24.2,4.68,edat_lfse_14,2.2818,2024-08-24
2015,EE,IE728,55_64,M,ISCED_5_8,3.56,28.59,45.62,14.53,12.8,528,485,480,23.63,57.39,4.28,edat_lfse_29,0.495,2025-08-14
2016,IT,CZ4,15_24,X,ISCED_3_4,10.15,28.53,23.09,9.85,19.8,446,452,432,41.44,12.34,6.53,edat_lfs_9912,2.3892,2025-07-25
2017,PT,BE1,25_34,F,ISCED_0_2,11.55,48.26,19.39,18.67,6.68,481,518,452,67.05,23.91,7.22,edat_lfse_03,2.4562,2024-06-24
2018,BE,IE874,35_44,M,ISCED_5_8,7.53,25.99,49.29,4.39,8.5,493,453,501,30.17,42.09,7.36,edat_lfse_14,0.2128,2025-08-02
2019,FI,GR49,45_54,X,ISCED_3_4,4.29,49.6,12.76,9.7,9.53,504,500,487,52.18,33.79,5.09,edat_lfse_29,2.6701,2025-02-06
2020,LV,HR925,55_64,F,ISCED_0_2,11.3,54.62,12.1,7.31,9.36,508,482,520,83.55,33.6,6.57,edat_lfs_9912,1.9892,2025-10-26
2021,RO,CZ857,15_24,M,ISCED_5_8,20.37,42.08,47.7,3.83,6.76,525,511,501,50.2,62.43,4.14,edat_lfse_03,1.7253,2025-12-08
2022,BG,DK54,25_34,X,ISCED_3_4,5.76,44.18,34.53,5.61,10.7,472,451,480,31.78,67.6,4.85,edat_lfse_14,3.9835,2024-05-20
2023,FR,HU152,35_44,F,ISCED_0_2,9.26,40.36,29.28,10.78,16.14,417,457,461,25.84,51.83,3.22,edat_lfse_29,0.5577,2025-03-22
2024,LT,LV62,45_54,M,ISCED_5_8,6.4,32.18,45.82,7.33,4.62,464,427,467,37.48,60.19,5.44,edat_lfs_9912,1.8021,2024-07-25
2025,SK,BG89,55_64,X,ISCED_3_4,14.92,34.21,12.63,16.19,10.9,439,431,409,73.89,32.56,5.21,edat_lfse_03,1.6416,2025-10-21
2006,HR,HU2,15_24,F,ISCED_0_2,10.69,25.53,48.14,14.23,13.19,458,426,453,74.08,36.27,7.28,edat_lfse_14,1.3236,2025-02-22
2007,DE,DK777,25_34,M,ISCED_5_8,8.9,57.74,49.12,16.06,10.8,491,499,499,79.01,38.04,6.42,edat_lfse_29,4.3933,2025-09-22
2008,LU,MT771,35_44,X,ISCED_3_4,8.14,23.18,49.73,10.86,12.01,478,472,531,67.57,60.09,5.04,edat_lfs_9912,1.0269,2025-12-26
2009,SI,DK1,45_54,F,ISCED_0_2,5.41,22.73,16.3,9.93,12.21,499,492,461,78.44,63.24,6.92,edat_lfse_03,1.5003,2025-04-19
2010,CY,LU28,55_64,M,ISCED_5_8,4.21,31.05,46.35,12.43,10.28,417,410,430,33.61,17.82,6.77,edat_lfse_14,2.8328,2025-02-25
2011,GR,DE528,15_24,X,ISCED_3_4,6.83,47.4,26.82,7.01,12.74,456,455,445,57.56,15.02,3.39,edat_lfse_29,2.8741,2025-04-13
2012,MT,HR438,25_34,F,ISCED_0_2,5.11,47.36,42.59,4.23,13.9,429,385,427,37.93,42.99,5.93,edat_lfs_9912,0.6582,2024-12-27
2013,ES,SI53,35_44,M,ISCED_5_8,7.14,51.45,42.06,3.16,5.82,475,486,499,37.15,61.3,3.66,edat_lfse_03,3.4595,2025-12-17
2014,CZ,SK393,45_54,X,ISCED_3_4,10.11,42.82,42.91,9.96,5.82,467,485,448,20.93,33.7,3.51,edat_lfse_14,4.5435,2024-11-23
2015,HU,LT356,55_64,F,ISCED_0_2,4.79,37.11,19.95,8.38,12.81,523,513,524,25.8,9.76,3.56,edat_lfse_29,1.4651,2024-06-11
2016,NL,EE96,15_24,M,ISCED_5_8,17.03,23.52,37.68,13.2,18.32,524,543,544,41.31,40.77,4.06,edat_lfs_9912,1.4763,2024-10-05
2017,SE,DE833,25_34,X,ISCED_3_4,6.46,53.56,23.75,16.13,8.13,508,468,485,64.03,39.58,6.27,edat_lfse_03,2.5799,2024-11-19
2018,DK,RO95,35_44,F,ISCED_0_2,10.21,51.71,27.6,9.69,6.41,441,440,449,52.49,19.47,8.0,edat_lfse_14,4.568,2024-12-07
2019,IE,LV149,45_54,M,ISCED_5_8,12.36,37.83,30.78,9.7,4.52,497,486,483,68.54,35.02,3.92,edat_lfse_29,1.516,2024-11-29
2020,PL,SI8,55_64,X,ISCED_3_4,4.27,38.89,44.01,16.56,11.4,463,461,417,30.77,26.48,5.22,edat_lfs_9912,1.3385,2024-05-01
2021,AT,FR714,15_24,F,ISCED_0_2,5.05,23.31,28.85,15.13,16.67,473,490,489,32.34,13.13,6.47,edat_lfse_03,1.9907,2025-01-12
2022,EE,SK367,25_34,M,ISCED_5_8,8.22,21.67,39.71,14.87,5.78,535,515,487,57.6,26.78,4.58,edat_lfse_14,3.2067,2024-05-05
2023,IT,BG5,35_44,X,ISCED_3_4,5.13,50.32,18.86,11.39,7.51,519,520,491,47.62,61.2,7.36,edat_lfse_29,4.6495,2025-08-02
2024,PT,LU87,45_54,F,ISCED_0_2,11.28,48.7,46.1,6.43,15.85,476,449,484,79.19,69.9,3.35,edat_lfs_9912,2.242,2024-06-12
2025,BE,MT374,55_64,M,ISCED_5_8,9.21,54.08,42.54,4.73,14.99,459,507,446,89.49,34.47,7.3,edat_lfse_03,4.4583,2025-04-11
2006,FI,LV1,15_24,X,ISCED_3_4,17.52,21.55,31.99,16.04,5.73,461,423,433,73.51,27.04,6.9,edat_lfse_14,2.1353,2025-08-21
2007,LV,MT725,25_34,F,ISCED_0_2,12.38,29.13,21.3,4.58,16.0,411,416,447,51.59,26.32,6.67,edat_lfse_29,2.7886,2024-02-12
2008,RO,LT2,35_44,M,ISCED_5_8,13.88,36.78,20.93,8.76,15.91,509,475,532,71.36,8.03,6.42,edat_lfs_9912,2.4165,2025-11-07
2009,BG,ES63,45_54,X,ISCED_3_4,10.34,38.52,36.08,15.03,4.92,478,479,486,68.9,49.56,5.35,edat_lfse_03,3.8202,2025-06-04
2010,FR,ES34,55_64,F,ISCED_0_2,10.09,28.08,31.62,10.44,4.88,394,409,393,49.51,19.02,4.46,edat_lfse_14,2.2803,2025-01-20
2011,LT,FR43,15_24,M,ISCED_5_8,15.24,39.33,43.53,9.73,17.17,436,455,398,51.65,60.06,4.67,edat_lfse_29,4.6395,2025-03-20
2012,SK,EE472,25_34,X,ISCED_3_4,12.53,35.39,46.52,9.61,4.62,519,457,520,25.21,17.85,5.02,edat_lfs_9912,0.7445,2025-06-24
2013,HR,ES85,35_44,F,ISCED_0_2,5.36,43.51,28.68,9.47,6.0,434,387,403,39.18,27.62,6.16,edat_lfse_03,4.3798,2025-05-09
2014,DE,NL54,45_54,M,ISCED_5_8,5.23,54.36,32.27,7.34,10.23,482,467,471,52.31,53.2,5.43,edat_lfse_14,4.4496,2024-02-27
2015,LU,FR6,55_64,X,ISCED_3_4,10.27,27.83,26.65,3.9,18.11,448,446,416,53.43,30.96,6.23,edat_lfse_29,0.8643,2024-04-20
2016,SI,GR39,15_24,F,ISCED_0_2,8.2,32.09,34.89,5.72,11.2,515,444,515,72.64,68.19,7.33,edat_lfs_9912,2.8674,2024-04-27
2017,CY,PL43,25_34,M,ISCED_5_8,12.62,22.06,49.72,5.02,14.2,401,414,416,29.36,24.42,4.89,edat_lfse_03,3.1104,2024-06-23
2018,GR,LU3,35_44,X,ISCED_3_4,15.22,56.2,25.28,13.71,6.66,451,488,466,40.1,26.29,3.7,edat_lfse_14,3.0007,2025-09-08
2019,MT,CY21,45_54,F,ISCED_0_2,15.33,24.81,28.48,5.65,8.26,509,538,533,53.9,35.25,5.64,edat_lfse_29,0.8974,2024-11-25
2020,ES,IT910,55_64,M,ISCED_5_8,18.32,46.59,11.66,11.11,21.59,521,469,498,81.41,35.1,7.06,edat_lfs_9912,2.6217,2025-08-23
2021,CZ,GR87,15_24,X,ISCED_3_4,4.72,49.07,21.02,8.0,16.19,492,451,516,48.86,19.47,3.24,edat_lfse_03,2.5797,2025-02-24
2022,HU,FR444,25_34,F,ISCED_0_2,7.76,23.87,26.55,6.91,9.35,475,434,457,44.54,13.9,3.17,edat_lfse_14,2.4371,2026-02-21
2023,NL,BG985,35_44,M,ISCED_5_8,7.99,44.0,51.22,6.09,5.23,478,470,477,65.62,59.58,4.56,edat_lfse_29,3.1203,2025-12-21
2024,SE,DE651,45_54,X,ISCED_3_4,13.36,23.7,29.84,4.71,14.31,567,539,559,51.35,40.73,3.91,edat_lfs_9912,1.4741,2024-02-23
2025,DK,HR288,55_64,F,ISCED_0_2,8.29,29.81,31.44,4.6,16.87,540,556,512,83.39,43.94,7.4,edat_lfse_03,2.7148,2026-01-04
2006,IE,IE84,15_24,M,ISCED_5_8,14.13,46.83,36.97,3.85,20.72,485,453,465,34.15,39.85,3.96,edat_lfse_14,1.236,2024-11-01
2007,PL,LU2,25_34,X,ISCED_3_4,8.94,43.49,37.65,18.05,7.9,528,473,521,52.64,21.75,5.16,edat_lfse_29,4.3669,2025-02-07
2008,AT,BE8,35_44,F,ISCED_0_2,8.14,49.34,18.36,11.69,8.07,486,489,465,55.82,37.17,4.91,edat_lfs_9912,3.524,2024-12-05
2009,EE,IE647,45_54,M,ISCED_5_8,7.37,41.4,15.46,18.9,6.68,568,534,520,68.62,18.91,6.98,edat_lfse_03,4.4092,2025-10-07
2010,IT,PL22,55_64,X,ISCED_3_4,14.62,24.32,32.31,10.54,12.27,456,461,463,34.67,19.19,3.34,edat_lfse_14,0.9959,2024-10-03
2011,PT,IT8,15_24,F,ISCED_0_2,8.46,20.77,42.75,5.5,13.06,498,498,533,31.96,19.92,5.2,edat_lfse_29,3.1069,2024-05-31
2012,BE,HR47,25_34,M,ISCED_5_8,5.32,38.8,11.68,19.64,8.25,441,496,444,71.95,65.67,7.01,edat_lfs_9912,1.4847,2025-06-01
2013,FI,FI2,35_44,X,ISCED_3_4,7.97,52.85,24.8,11.29,7.44,482,520,513,31.95,50.01,3.54,edat_lfse_03,3.0106,2025-09-13
2014,LV,LT380,45_54,F,ISCED_0_2,7.2,46.21,22.97,4.51,12.58,472,450,518,60.79,24.05,4.88,edat_lfse_14,3.1215,2026-02-18
2015,RO,LU4,55_64,M,ISCED_5_8,15.55,32.54,49.3,6.68,13.9,451,456,438,45.86,17.66,4.28,edat_lfse_29,1.25,2026-02-06
2016,BG,PL945,15_24,X,ISCED_3_4,15.04,52.14,40.96,3.45,14.97,511,462,461,58.67,66.1,5.45,edat_lfs_9912,4.1929,2024-09-09
2017,FR,FR913,25_34,F,ISCED_0_2,11.63,35.33,42.33,15.14,13.21,399,444,426,56.64,29.73,3.54,edat_lfse_03,2.7835,2024-03-17
2018,LT,SI38,35_44,M,ISCED_5_8,11.67,31.39,10.77,7.29,10.71,490,516,476,68.62,20.48,5.51,edat_lfse_14,2.5389,2024-11-16
2019,SK,SI34,45_54,X,ISCED_3_4,9.09,28.92,36.08,9.27,12.45,536,472,490,58.47,27.37,6.32,edat_lfse_29,0.337,2024-11-28
2020,HR,FR746,55_64,F,ISCED_0_2,11.13,37.16,18.13,11.17,7.29,445,456,437,38.21,72.76,4.35,edat_lfs_9912,4.5057,2025-01-15
2021,DE,BG49,15_24,M,ISCED_5_8,17.47,46.05,50.16,15.34,14.83,415,416,432,34.8,9.02,3.27,edat_lfse_03,2.2527,2025-02-11
2022,LU,FR4,25_34,X,ISCED_3_4,5.52,51.9,20.55,18.41,14.12,465,483,470,44.92,42.97,5.71,edat_lfse_14,4.4223,2025-06-11
2023,SI,DK82,35_44,F,ISCED_0_2,5.0,24.68,18.29,8.12,12.33,473,473,431,54.95,20.94,4.11,edat_lfse_29,1.5553,2025-12-17
2024,CY,IT9,45_54,M,ISCED_5_8,4.24,38.97,15.66,10.48,12.35,493,438,466,37.81,9.65,5.15,edat_lfs_9912,3.6099,2024-02-17
2025,GR,FR967,55_64,X,ISCED_3_4,13.74,22.92,29.38,8.01,17.24,441,463,430,88.18,28.17,5.93,edat_lfse_03,1.0902,2025-10-21
2006,MT,IE281,15_24,F,ISCED_0_2,6.8,40.04,32.69,3.46,6.27,427,424,455,55.15,65.86,6.09,edat_lfse_14,3.3015,2024-05-27
2007,ES,CY845,25_34,M,ISCED_5_8,6.04,45.44,38.16,16.7,10.76,456,447,456,65.98,64.32,7.09,edat_lfse_29,1.9262,2026-01-22
2008,CZ,ES666,35_44,X,ISCED_3_4,14.54,45.13,44.93,12.4,17.55,435,431,404,23.16,35.86,3.85,edat_lfs_9912,3.733,2026-02-08
2009,HU,LV5,45_54,F,ISCED_0_2,15.11,36.69,41.49,5.08,6.24,479,508,456,66.46,33.74,5.59,edat_lfse_03,1.7888,2024-01-24
2010,NL,EE75,55_64,M,ISCED_5_8,5.79,33.14,29.1,10.68,12.27,464,437,466,70.05,52.15,6.47,edat_lfse_14,1.5548,2024-10-01
2011,SE,DK66,15_24,X,ISCED_3_4,8.73,20.91,28.55,16.53,6.94,447,427,432,52.72,27.92,5.26,edat_lfse_29,2.2372,2024-01-27
2012,DK,PT8,25_34,F,ISCED_0_2,4.51,27.9,44.96,12.27,13.18,553,513,528,55.25,23.87,4.52,edat_lfs_9912,3.3977,2025-07-21
2013,IE,SE642,35_44,M,ISCED_5_8,11.46,53.29,34.62,6.96,7.09,476,505,469,66.6,65.03,4.92,edat_lfse_03,3.9851,2026-01-10
2014,PL,CZ653,45_54,X,ISCED_3_4,4.4,26.21,35.9,13.09,11.23,439,453,475,43.53,34.66,3.91,edat_lfse_14,2.0494,2025-12-23
2015,AT,HR99,55_64,F,ISCED_0_2,10.24,53.89,39.51,9.11,5.29,532,491,496,76.89,45.34,5.23,edat_lfse_29,2.502,2025-01-15
2016,EE,GR935,15_24,M,ISCED_5_8,14.15,44.83,18.04,14.91,20.24,496,481,447,39.2,47.8,5.66,edat_lfs_9912,4.5173,2025-08-02
2017,IT,CZ90,25_34,X,ISCED_3_4,11.4,53.92,13.41,4.98,9.92,476,463,477,44.9,57.43,4.65,edat_lfse_03,3.4294,2025-11-22
2018,PT,RO325,35_44,F,ISCED_0_2,7.11,20.05,30.5,8.41,13.07,428,472,479,32.86,28.82,3.41,edat_lfse_14,4.1927,2024-04-28
2019,BE,RO431,45_54,M,ISCED_5_8,6.18,50.22,42.19,12.61,17.71,487,518,498,30.11,30.83,4.26,edat_lfse_29,1.2439,2025-07-30
2020,FI,SE136,55_64,X,ISCED_3_4,11.97,20.01,48.8,3.6,11.33,475,519,506,61.18,38.05,3.97,edat_lfs_9912,0.3021,2025-11-23
2021,LV,CY261,15_24,F,ISCED_0_2,7.29,35.63,31.12,19.21,13.14,444,504,495,39.51,47.39,6.84,edat_lfse_03,2.9542,2024-01-26
2022,RO,PT82,25_34,M,ISCED_5_8,11.83,45.92,51.84,15.35,15.92,475,488,466,27.84,65.49,3.74,edat_lfse_14,0.4438,2024-12-12
2023,BG,IT64,35_44,X,ISCED_3_4,15.87,27.94,28.18,15.99,6.21,425,441,446,61.06,53.21,7.0,edat_lfse_29,3.1531,2024-12-14
2024,FR,AT789,45_54,F,ISCED_0_2,10.9,32.58,25.39,12.18,15.05,442,471,425,91.91,45.25,7.02,edat_lfs_9912,1.845,2025-05-23
2025,LT,GR74,55_64,M,ISCED_5_8,4.08,43.29,31.01,12.74,10.31,520,493,537,52.62,14.76,5.13,edat_lfse_03,2.0348,2025-03-08
2006,SK,IE120,15_24,X,ISCED_3_4,9.23,32.34,36.31,5.06,6.01,490,500,474,29.85,15.77,4.48,edat_lfse_14,2.6617,2025-06-19
2007,HR,ES32,25_34,F,ISCED_0_2,14.32,54.5,16.48,13.59,11.77,457,428,484,43.19,28.38,6.45,edat_lfse_29,2.2677,2024-05-04
2008,DE,NL58,35_44,M,ISCED_5_8,7.9,36.95,38.17,13.45,17.65,491,501,481,42.8,46.88,6.11,edat_lfs_9912,3.4818,2026-02-03
2009,LU,HR567,45_54,X,ISCED_3_4,4.09,26.81,26.4,11.86,10.74,419,451,419,43.07,64.02,6.82,edat_lfse_03,2.0432,2025-08-18
2010,SI,FR395,55_64,F,ISCED_0_2,9.18,32.64,51.76,16.11,7.14,478,495,445,28.26,61.48,3.6,edat_lfse_14,2.707,2024-07-02
2011,CY,FR423,15_24,M,ISCED_5_8,12.71,48.51,36.0,13.53,5.22,454,488,503,35.2,9.57,6.16,edat_lfse_29,1.1615,2024-07-10
2012,GR,IE251,25_34,X,ISCED_3_4,8.65,37.99,14.28,13.56,4.33,446,446,393,25.8,51.32,4.56,edat_lfs_9912,1.4913,2024-02-23
2013,MT,IT33,35_44,F,ISCED_0_2,8.98,52.95,28.83,13.24,7.37,464,486,459,30.55,54.45,4.06,edat_lfse_03,1.5152,2025-10-25
2014,ES,HU35,45_54,M,ISCED_5_8,18.22,34.16,35.27,11.49,11.15,429,424,421,34.87,35.58,6.41,edat_lfse_14,4.7384,2024-12-14
2015,CZ,LU1,55_64,X,ISCED_3_4,3.88,37.29,40.46,7.15,13.13,510,473,487,67.71,53.54,3.83,edat_lfse_29,4.4151,2025-09-08
2016,HU,BG252,15_24,F,ISCED_0_2,15.51,30.04,9.6,4.57,15.25,443,432,434,56.56,55.93,6.4,edat_lfs_9912,4.4382,2025-12-30
2017,NL,LU72,25_34,M,ISCED_5_8,13.52,62.54,14.59,16.1,11.36,476,436,493,50.15,53.67,6.52,edat_lfse_03,0.3516,2025-10-02
2018,SE,DE892,35_44,X,ISCED_3_4,5.56,56.03,45.48,18.66,18.47,472,447,448,56.26,43.35,6.61,edat_lfse_14,2.1264,2024-09-04
2019,DK,DE818,45_54,F,ISCED_0_2,12.9,45.47,41.7,17.44,17.58,461,470,429,29.56,34.06,7.08,edat_lfse_29,1.4925,2025-09-13
2020,IE,BE663,55_64,M,ISCED_5_8,14.16,48.19,11.75,16.3,8.0,487,452,502,61.03,9.23,5.23,edat_lfs_9912,2.7629,2024-02-10
2021,PL,CZ67,15_24,X,ISCED_3_4,10.79,42.83,51.32,10.31,7.13,407,409,430,73.93,74.93,5.47,edat_lfse_03,1.9683,2025-06-21
2022,AT,GR553,25_34,F,ISCED_0_2,11.22,48.33,36.12,3.97,18.76,502,532,537,44.63,69.97,5.5,edat_lfse_14,1.7827,2025-07-08
2023,EE,IT55,35_44,M,ISCED_5_8,6.57,26.47,35.05,5.57,11.87,459,488,503,63.25,37.04,3.93,edat_lfse_29,3.787,2024-12-03
2024,IT,ES494,45_54,X,ISCED_3_4,11.0,41.26,48.64,4.97,4.5,498,460,525,36.19,11.68,3.47,edat_lfs_9912,3.4407,2026-01-28
2025,PT,EE399,55_64,F,ISCED_0_2,11.36,46.72,22.6,6.0,9.52,460,449,477,92.93,54.22,6.58,edat_lfse_03,1.3056,2024-09-12
2006,BE,PT975,15_24,M,ISCED_5_8,10.72,40.9,43.06,12.82,15.79,421,406,413,53.28,57.49,7.3,edat_lfse_14,4.2193,2024-05-15
2007,FI,ES716,25_34,X,ISCED_3_4,3.66,45.11,28.61,11.02,9.49,488,495,538,49.89,7.61,4.08,edat_lfse_29,3.3916,2025-02-19
2008,LV,IT1,35_44,F,ISCED_0_2,4.5,40.36,46.49,8.51,17.42,442,467,464,73.19,38.1,6.13,edat_lfs_9912,3.1449,2024-08-28
2009,RO,SE37,45_54,M,ISCED_5_8,8.82,42.08,44.87,13.51,17.22,401,442,419,64.02,26.05,7.34,edat_lfse_03,3.7571,2025-01-13
2010,BG,LU18,55_64,X,ISCED_3_4,5.13,49.42,21.42,13.01,5.99,415,435,421,26.6,64.52,5.42,edat_lfse_14,0.5851,2024-05-17
2011,FR,DE749,15_24,F,ISCED_0_2,8.2,41.24,16.9,5.93,5.31,498,457,457,65.12,8.34,6.28,edat_lfse_29,3.6958,2024-06-06
2012,LT,GR54,25_34,M,ISCED_5_8,11.17,25.28,17.52,19.33,8.37,470,414,434,33.94,27.26,5.71,edat_lfs_9912,1.4462,2025-04-03
2013,SK,EE84,35_44,X,ISCED_3_4,9.47,61.51,19.99,4.37,12.63,513,541,508,68.3,27.92,6.4,edat_lfse_03,1.8378,2025-09-03
2014,HR,CZ81,45_54,F,ISCED_0_2,10.7,45.84,14.84,8.78,17.77,458,484,440,54.66,63.46,7.2,edat_lfse_14,2.2275,2025-02-26
2015,DE,LU6,55_64,M,ISCED_5_8,8.52,39.53,12.19,14.59,8.26,427,466,481,27.67,46.71,6.61,edat_lfse_29,3.9919,2024-10-02
2016,LU,FR3,15_24,X,ISCED_3_4,14.92,48.77,38.32,7.43,19.35,411,431,430,70.67,48.35,5.51,edat_lfs_9912,0.4099,2025-08-29
2017,SI,LT317,25_34,F,ISCED_0_2,14.06,43.86,55.99,4.79,12.18,495,502,477,37.5,39.67,3.75,edat_lfse_03,3.486,2024-09-17
2018,CY,BG4,35_44,M,ISCED_5_8,13.57,27.0,47.73,5.62,12.03,453,492,486,85.57,56.11,6.45,edat_lfse_14,4.2867,2025-01-01
2019,GR,HU1,45_54,X,ISCED_3_4,11.43,38.73,40.04,9.66,11.97,431,429,419,43.06,23.95,5.45,edat_lfse_29,3.8743,2024-07-17
2020,MT,HU4,55_64,F,ISCED_0_2,9.51,32.52,36.44,15.44,7.61,474,429,468,25.39,48.76,3.87,edat_lfs_9912,4.4196,2025-03-28
2021,ES,RO29,15_24,M,ISCED_5_8,15.34,21.33,45.04,5.47,12.76,442,420,453,43.27,30.96,3.37,edat_lfse_03,4.7864,2024-08-01
2022,CZ,AT986,25_34,X,ISCED_3_4,3.91,55.76,61.13,19.37,11.21,417,453,424,78.67,61.94,5.98,edat_lfse_14,0.5555,2025-05-26
2023,HU,IT2,35_44,F,ISCED_0_2,9.43,21.3,47.8,9.85,17.06,474,504,481,63.96,39.39,4.36,edat_lfse_29,3.9006,2025-12-11
2024,NL,AT569,45_54,M,ISCED_5_8,13.56,22.26,44.1,16.66,7.75,468,443,464,92.75,70.95,6.73,edat_lfs_9912,1.8402,2024-05-19
2025,SE,MT7,55_64,X,ISCED_3_4,10.19,32.83,32.12,5.12,11.32,539,582,555,72.94,37.95,6.23,edat_lfse_03,2.4827,2025-12-22
2006,DK,SE539,15_24,F,ISCED_0_2,14.65,41.48,41.51,17.22,20.2,502,495,467,39.89,58.23,7.13,edat_lfse_14,3.751,2025-09-08
2007,IE,SI69,25_34,M,ISCED_5_8,11.84,31.02,35.65,15.26,13.12,525,516,486,34.84,65.65,6.54,edat_lfse_29,4.6416,2024-12-21
2008,PL,LT14,35_44,X,ISCED_3_4,14.44,31.02,35.98,8.82,14.31,418,406,432,64.95,55.59,7.37,edat_lfs_9912,2.4017,2025-12-11
2009,AT,FI82,45_54,F,ISCED_0_2,7.25,27.61,59.51,8.42,6.29,416,417,425,48.84,61.5,3.17,edat_lfse_03,4.2398,2025-02-16
2010,EE,DE150,55_64,M,ISCED_5_8,9.83,42.61,27.75,12.64,16.21,543,536,572,46.17,60.35,6.09,edat_lfse_14,2.7652,2024-06-29
