imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_inr,imm_refugee_initial_cash_assistance_inr,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2023-10,RA042,8,MMR,UNHCR,1,1,1,140514,19750,54,1,1,0,1,1,1,39.04,50.0,6
2019-06,RA012,5,NPL,HUMANITARIAN_PAROLE,0,0,1,320360,75300,158,1,1,1,1,1,1,24.46,30.1,7
2022-08,RA013,1,AFG,ASYLUM,1,1,1,264554,79902,73,1,0,0,0,0,0,17.73,38.7,15
2022-11,RA047,6,SSD,SIV,0,1,1,288298,138301,46,0,0,0,0,1,1,47.9,54.1,21
2020-11,RA051,7,SYR,UNHCR,0,0,1,74202,3816,26,1,1,0,0,1,1,13.07,97.6,15
2025-02,RA049,1,MMR,FAMILY_REUN,0,0,0,63446,136709,127,1,0,0,1,0,0,87.58,62.8,13
2025-04,RA013,3,UKR,FAMILY_REUN,0,1,1,146493,120993,47,0,1,0,0,0,1,78.48,15.5,16
2021-02,RA002,9,IRN,FAMILY_REUN,0,1,0,21008,137046,166,0,0,1,0,1,0,56.21,84.3,4
2019-07,RA032,7,UKR,FAMILY_REUN,0,0,1,237838,49715,148,0,0,0,0,0,1,72.15,18.1,8
2021-08,RA050,4,MMR,FAMILY_REUN,0,1,1,350745,39069,14,0,0,0,0,0,0,5.0,3.9,2
2021-09,RA031,6,SDN,UNHCR,0,0,1,95788,144569,80,1,0,0,0,1,1,20.35,10.0,20
2025-10,RA011,6,NPL,ASYLUM,0,1,1,63552,25328,117,0,0,0,1,1,1,62.12,78.6,21
2020-08,RA037,3,SSD,ASYLUM,0,1,1,7005,110739,44,1,0,1,0,0,0,47.75,90.2,4
2024-09,RA004,2,ERI,FAMILY_REUN,0,0,1,380383,112517,18,0,1,1,0,0,1,60.46,26.8,19
2023-04,RA034,5,SYR,ASYLUM,0,1,1,112413,95228,180,1,0,1,0,1,0,8.9,49.8,17
2022-06,RA059,8,IRQ,SIV,0,0,1,53737,54326,54,0,0,0,1,1,1,65.24,59.7,20
2025-11,RA016,3,UKR,ASYLUM,1,1,0,293955,105018,85,0,0,1,0,1,0,80.36,41.9,9
2019-01,RA031,5,IRN,HUMANITARIAN_PAROLE,0,0,1,233833,135058,104,1,0,0,0,0,1,54.63,6.5,0
2024-03,RA025,3,IRQ,FAMILY_REUN,0,1,1,380715,120517,176,0,1,1,1,0,1,35.74,5.7,16
2019-07,RA039,7,PAK,HUMANITARIAN_PAROLE,0,0,1,360031,43675,77,0,1,1,1,0,1,17.46,44.0,7
2023-10,RA008,6,NPL,HUMANITARIAN_PAROLE,1,0,1,223803,147340,125,0,0,1,0,1,0,26.54,79.8,28
2023-02,RA008,6,PAK,FAMILY_REUN,0,0,1,74722,39848,59,0,0,1,0,1,0,52.25,8.5,19
2021-10,RA034,1,SDN,TEMP_PROTECTION,1,0,0,287264,40582,75,0,1,0,0,1,0,25.55,20.6,16
2023-03,RA015,2,ERI,UNHCR,0,0,1,332754,14033,90,0,0,1,1,1,1,77.79,27.0,17
2019-10,RA005,6,IRN,TEMP_PROTECTION,1,0,0,155738,11555,115,0,0,1,1,1,0,13.17,55.9,4
2021-02,RA019,8,SOM,ASYLUM,1,1,0,129996,94471,23,0,1,0,0,0,0,51.64,4.3,6
2021-08,RA010,5,NPL,TEMP_PROTECTION,1,0,1,112602,89355,166,0,1,1,0,0,1,49.6,86.0,28
2022-06,RA009,2,SOM,SIV,1,1,0,348397,27631,125,0,0,1,0,0,0,13.89,47.1,27
2024-02,RA057,5,IRQ,TEMP_PROTECTION,1,1,1,309709,50400,113,1,0,1,0,0,0,99.5,48.5,4
2019-12,RA054,9,IRN,TEMP_PROTECTION,0,0,0,367639,102249,99,1,1,0,0,0,0,82.31,32.7,26
2022-04,RA029,6,NPL,UNHCR,0,1,1,259298,28902,150,1,1,0,0,0,1,38.65,21.2,9
2025-06,RA052,5,MMR,SIV,0,1,0,367996,132797,71,1,0,1,0,1,0,68.49,36.4,30
2021-10,RA040,6,SSD,TEMP_PROTECTION,1,0,1,281496,126514,113,0,0,1,0,1,0,71.66,91.3,5
2025-09,RA037,9,UKR,FAMILY_REUN,1,0,0,293770,80573,92,1,1,0,1,1,0,65.11,9.4,6
2024-10,RA019,7,SOM,ASYLUM,1,0,0,242440,104146,166,0,0,0,0,1,1,43.25,6.1,2
2021-03,RA013,3,UKR,TEMP_PROTECTION,1,0,1,358969,119490,71,0,1,1,0,0,0,88.51,11.4,26
2019-08,RA059,5,SSD,UNHCR,0,1,0,133731,115200,91,1,1,0,1,0,1,77.16,77.7,9
2022-11,RA046,4,SSD,FAMILY_REUN,1,0,0,131705,40039,96,0,1,1,1,0,0,54.2,4.8,20
2025-09,RA040,5,MMR,UNHCR,0,0,0,15716,112488,10,1,0,0,1,1,1,0.26,33.3,23
2021-02,RA016,8,PAK,HUMANITARIAN_PAROLE,1,0,0,353480,139245,41,1,1,0,0,1,0,22.34,42.5,28
2023-09,RA030,6,AFG,TEMP_PROTECTION,1,1,1,148704,112528,125,1,1,1,0,1,0,50.88,50.7,26
2019-07,RA060,4,BGD,ASYLUM,1,1,0,279510,110942,152,1,0,1,0,0,1,89.89,0.3,5
2021-02,RA054,5,SYR,ASYLUM,1,0,1,347914,99106,161,0,1,1,1,0,1,62.86,48.7,1
2023-11,RA005,7,LKA,FAMILY_REUN,1,0,1,250518,136460,21,1,1,0,0,1,0,41.79,19.5,24
2024-09,RA033,8,AFG,FAMILY_REUN,0,0,0,20377,114509,129,1,0,1,0,1,0,4.79,9.8,1
2022-11,RA019,5,IRQ,FAMILY_REUN,1,1,0,113920,99205,178,0,1,1,0,1,0,59.73,53.3,5
2021-11,RA055,2,IRN,ASYLUM,0,1,1,99293,129785,143,1,0,0,0,1,0,35.08,74.4,26
2021-06,RA019,6,SSD,TEMP_PROTECTION,0,1,1,67152,137948,138,0,0,0,1,1,0,53.74,93.5,17
2023-02,RA017,9,AFG,HUMANITARIAN_PAROLE,1,1,1,96686,18172,95,1,1,1,0,1,0,76.64,91.3,9
2020-12,RA024,3,BGD,ASYLUM,1,0,0,187245,31664,68,1,1,0,0,0,1,80.37,39.9,6
2021-06,RA055,7,ERI,FAMILY_REUN,1,1,0,270760,108808,99,0,1,1,0,1,1,86.43,70.4,16
2025-12,RA053,8,AFG,SIV,1,0,0,140694,67235,61,0,1,0,0,0,1,63.6,69.6,3
2023-06,RA028,6,SDN,TEMP_PROTECTION,1,0,1,345699,55830,18,0,1,0,1,0,1,90.56,41.2,11
2024-07,RA042,3,SOM,HUMANITARIAN_PAROLE,1,0,0,45160,5749,156,1,0,0,0,1,0,69.06,9.8,7
2021-08,RA037,1,SDN,ASYLUM,0,0,1,39163,101297,169,1,0,0,1,0,1,78.39,38.2,8
2019-08,RA022,3,BGD,SIV,0,1,1,103522,10734,150,1,1,1,0,1,1,68.55,99.2,9
2023-02,RA039,6,SSD,TEMP_PROTECTION,1,0,1,213169,132666,59,0,1,0,0,1,1,87.19,55.5,18
2022-11,RA016,4,SOM,HUMANITARIAN_PAROLE,1,1,1,79112,146310,145,0,0,1,1,1,1,22.29,34.1,8
2022-10,RA035,1,SDN,ASYLUM,0,1,1,332931,45819,94,1,1,0,1,1,0,75.99,74.4,27
2025-08,RA027,6,SSD,TEMP_PROTECTION,0,1,0,177350,28248,100,0,1,1,0,0,1,11.72,68.6,29
2021-11,RA012,1,SOM,TEMP_PROTECTION,0,0,1,232504,2902,80,1,1,1,1,0,1,9.2,57.9,23
2024-01,RA046,8,AFG,FAMILY_REUN,1,0,0,356760,47434,17,1,0,0,0,1,0,49.16,63.7,3
2025-07,RA028,3,BGD,ASYLUM,0,0,1,158649,114103,154,0,0,1,0,0,0,30.02,58.5,15
2023-03,RA052,3,UKR,TEMP_PROTECTION,1,0,0,211205,138477,84,0,0,1,1,1,1,56.34,95.6,0
2024-03,RA001,1,AFG,HUMANITARIAN_PAROLE,1,0,0,166629,39815,128,1,0,1,0,1,1,67.77,50.9,9
2019-08,RA039,3,NPL,FAMILY_REUN,0,1,1,221837,149795,141,0,1,1,0,1,1,22.66,59.0,15
2021-10,RA058,7,UKR,TEMP_PROTECTION,0,0,0,256574,4521,58,1,1,1,1,1,0,69.99,47.2,20
2021-01,RA018,8,PAK,UNHCR,0,1,0,175588,108838,109,0,1,1,1,1,1,99.55,60.0,26
2022-08,RA023,8,MMR,SIV,1,1,1,277450,103232,160,0,0,0,0,0,0,76.0,89.1,22
2025-11,RA022,3,SSD,TEMP_PROTECTION,1,1,1,290112,85547,163,0,1,1,0,0,0,17.38,34.0,20
2022-07,RA004,5,IRN,FAMILY_REUN,0,1,1,78131,140108,118,1,0,1,0,0,1,63.37,49.6,26
2023-02,RA048,1,SSD,FAMILY_REUN,1,0,0,288064,114349,166,1,1,1,1,1,1,0.95,44.9,4
2020-01,RA011,9,IRN,HUMANITARIAN_PAROLE,0,0,0,122211,140324,119,1,0,0,0,1,0,46.97,39.8,20
2022-10,RA018,8,IRQ,TEMP_PROTECTION,1,0,0,260743,54797,75,1,1,0,0,0,0,53.33,82.1,2
2025-04,RA055,2,ERI,TEMP_PROTECTION,0,1,1,98911,51833,172,0,1,0,1,0,0,97.24,23.2,21
2025-07,RA048,1,UKR,HUMANITARIAN_PAROLE,1,1,0,211680,58093,152,0,1,1,0,1,0,73.72,50.0,26
2023-05,RA007,4,AFG,SIV,0,1,1,70847,96651,142,1,1,0,1,1,0,70.6,92.5,3
2024-03,RA021,9,SSD,HUMANITARIAN_PAROLE,1,1,1,8944,79414,19,1,1,0,1,1,0,53.24,16.1,9
2019-02,RA057,8,PAK,FAMILY_REUN,1,1,0,134120,141211,33,1,1,0,0,1,1,51.32,0.5,1
2022-04,RA035,3,UKR,SIV,1,1,0,299356,70126,57,0,1,1,1,0,1,99.21,26.5,19
2020-11,RA057,6,SSD,SIV,0,0,1,16000,101778,59,0,1,0,0,0,1,2.13,92.2,21
2023-11,RA037,9,IRQ,ASYLUM,1,1,1,176726,2973,157,0,1,0,0,1,1,30.32,8.8,28
2024-09,RA050,8,PAK,FAMILY_REUN,1,0,0,351117,124249,107,1,0,1,1,0,0,13.38,13.7,5
2021-10,RA057,5,NPL,FAMILY_REUN,0,0,1,25534,82958,140,1,0,1,1,0,0,31.5,32.0,13
2025-02,RA030,9,AFG,HUMANITARIAN_PAROLE,0,0,1,99895,111645,92,0,0,0,1,1,1,46.36,77.0,26
2021-03,RA017,9,AFG,FAMILY_REUN,1,1,0,144411,146460,66,1,0,1,0,0,1,34.19,75.1,24
2023-07,RA033,3,IRQ,TEMP_PROTECTION,1,0,1,363036,14495,88,1,0,0,0,1,1,96.27,8.7,23
2019-04,RA016,8,UKR,HUMANITARIAN_PAROLE,0,0,0,166378,119410,172,0,0,1,1,0,1,68.06,93.4,4
2024-08,RA015,4,BGD,FAMILY_REUN,1,1,0,80359,117585,39,1,1,0,0,1,1,72.8,23.9,25
2024-12,RA013,7,IRN,TEMP_PROTECTION,1,0,0,189206,36070,165,0,1,1,1,1,0,74.23,28.1,18
2024-10,RA039,8,SSD,ASYLUM,0,0,1,274603,33563,46,1,0,1,0,0,0,89.92,38.6,19
2021-03,RA003,7,IRQ,FAMILY_REUN,0,1,0,333861,19193,87,1,0,1,0,1,1,76.8,63.4,29
2022-11,RA024,5,PAK,ASYLUM,0,1,0,315690,147922,156,1,1,0,0,1,1,1.62,52.1,20
2022-04,RA023,1,SSD,FAMILY_REUN,1,1,0,379930,12727,161,0,1,0,0,1,1,26.14,92.9,14
2025-12,RA059,8,BGD,FAMILY_REUN,1,0,0,78571,124234,138,0,1,0,1,1,1,98.91,56.5,16
2021-03,RA045,5,NPL,UNHCR,0,0,0,136948,114960,19,1,1,1,0,0,1,65.21,85.7,28
2019-07,RA048,3,BGD,TEMP_PROTECTION,0,1,0,67011,55460,147,1,0,1,1,1,1,6.81,7.8,11
2020-11,RA055,2,UKR,FAMILY_REUN,1,0,1,210388,15218,55,0,0,0,0,0,1,46.66,85.6,24
2025-12,RA001,3,IRQ,ASYLUM,0,1,1,250964,28444,150,1,1,1,0,0,1,98.08,19.8,12
2024-04,RA032,9,BGD,SIV,1,1,1,390045,69187,99,1,0,0,1,0,0,99.28,36.3,19
2021-05,RA033,2,SOM,ASYLUM,0,1,1,89657,23519,112,0,0,0,0,1,1,43.24,32.0,23
2024-01,RA060,1,BGD,TEMP_PROTECTION,0,0,0,293122,50107,87,1,1,0,1,0,1,89.31,33.7,20
2022-08,RA048,2,BGD,FAMILY_REUN,1,0,1,365523,24281,103,1,1,1,0,1,1,59.2,91.9,15
2024-09,RA030,2,SOM,HUMANITARIAN_PAROLE,1,0,1,58467,19316,24,1,1,0,0,1,0,50.94,44.2,14
2021-03,RA002,5,NPL,UNHCR,0,1,1,156263,73915,32,1,1,0,0,1,1,41.19,26.8,10
2019-12,RA018,1,ERI,HUMANITARIAN_PAROLE,1,1,0,222468,46554,158,0,0,0,1,0,0,89.21,29.4,4
2020-05,RA059,8,PAK,UNHCR,1,0,0,157973,207,102,0,1,0,0,1,1,62.11,80.3,29
2022-01,RA053,2,SSD,UNHCR,0,0,0,11329,73,78,0,1,0,1,0,0,33.38,53.9,27
2021-10,RA057,6,MMR,HUMANITARIAN_PAROLE,1,0,1,232231,24427,128,1,0,1,0,1,0,49.19,44.9,17
2021-12,RA055,5,PAK,TEMP_PROTECTION,1,1,0,290169,129513,15,0,1,1,1,1,1,44.41,92.7,23
2019-06,RA030,2,IRQ,FAMILY_REUN,1,1,0,366084,76347,84,1,1,0,1,0,1,45.12,93.0,27
2021-08,RA018,1,UKR,ASYLUM,1,0,0,232206,74777,58,1,0,0,1,1,1,31.16,75.6,12
2025-01,RA005,6,PAK,HUMANITARIAN_PAROLE,0,0,1,369138,70505,124,1,1,0,1,1,0,63.3,51.8,10
2020-10,RA005,6,NPL,SIV,0,0,0,211148,40472,130,0,1,0,0,0,0,5.22,11.7,9
2019-10,RA008,3,MMR,UNHCR,0,0,1,266826,136961,142,1,0,1,1,0,1,88.62,70.8,14
2021-05,RA009,8,IRN,ASYLUM,0,1,1,205903,139778,31,1,1,1,1,0,0,41.54,81.5,6
2019-11,RA032,9,IRN,SIV,0,0,0,363537,11520,177,1,1,0,0,0,1,80.09,85.2,29
2024-06,RA056,3,SSD,ASYLUM,1,0,0,102318,131351,110,0,0,1,1,0,0,72.95,58.2,11
2023-08,RA014,9,ERI,FAMILY_REUN,1,1,0,613,64305,99,1,0,1,0,1,1,47.19,61.7,17
2023-10,RA013,8,UKR,SIV,1,1,0,191463,93098,102,0,1,0,0,1,1,19.87,70.9,26
2023-04,RA018,5,SYR,TEMP_PROTECTION,0,0,1,82563,93491,115,0,1,0,0,0,0,56.22,87.4,5
2024-01,RA004,6,IRQ,TEMP_PROTECTION,0,1,1,148591,131362,117,1,1,0,0,0,0,94.81,4.5,8
2020-05,RA050,1,MMR,HUMANITARIAN_PAROLE,0,0,1,373332,142137,118,1,1,0,1,1,0,18.58,56.3,15
2021-06,RA022,5,ERI,ASYLUM,1,0,1,147274,130351,135,0,0,0,0,0,0,25.6,36.9,7
2024-12,RA020,7,IRN,TEMP_PROTECTION,1,0,0,43322,146474,6,0,0,1,1,1,0,99.3,83.3,25
2022-01,RA015,1,SOM,TEMP_PROTECTION,1,1,1,376993,89903,131,0,0,1,0,0,1,89.26,13.4,11
2019-05,RA007,9,UKR,HUMANITARIAN_PAROLE,0,0,1,272157,24107,9,0,1,1,1,1,1,54.95,91.0,18
2021-02,RA013,7,AFG,HUMANITARIAN_PAROLE,0,0,0,61763,83542,59,1,0,1,0,1,0,69.47,12.4,22
2024-10,RA034,4,SYR,TEMP_PROTECTION,1,1,1,158413,144101,24,1,1,0,1,0,0,44.31,8.9,15
2025-08,RA041,4,MMR,ASYLUM,1,1,0,363850,19935,41,0,1,1,0,0,0,40.41,34.6,3
2019-01,RA030,7,UKR,ASYLUM,1,1,0,141891,108507,46,0,0,0,1,1,1,44.32,99.5,26
2019-09,RA005,6,BGD,UNHCR,0,0,0,36761,60033,95,0,0,1,1,1,1,41.44,63.4,19
2024-11,RA001,3,NPL,UNHCR,0,0,1,316151,5257,113,1,0,0,1,0,1,67.56,2.6,15
2024-04,RA060,9,SSD,SIV,1,0,0,393272,102299,31,0,1,1,0,0,1,33.05,24.9,6
2025-07,RA031,6,NPL,SIV,1,0,0,382116,104110,73,0,0,1,1,1,1,17.08,14.9,26
2020-12,RA059,2,PAK,SIV,0,0,0,183461,94358,152,0,1,1,1,1,1,70.66,0.1,30
2019-05,RA051,2,ERI,UNHCR,1,1,1,26920,101996,15,0,0,0,1,1,1,3.13,51.5,12
2023-03,RA020,1,MMR,HUMANITARIAN_PAROLE,1,1,1,62467,132829,176,0,1,0,0,0,0,71.88,38.1,22
2022-02,RA019,5,SYR,TEMP_PROTECTION,0,0,0,63897,22846,143,0,0,1,0,0,1,26.32,61.3,11
2021-05,RA054,6,AFG,FAMILY_REUN,1,0,1,119590,120652,93,0,1,0,1,0,1,19.03,21.6,26
2022-10,RA029,3,SOM,FAMILY_REUN,1,0,1,226409,27915,165,0,1,1,1,0,1,37.9,83.1,0
2023-04,RA045,4,SDN,TEMP_PROTECTION,1,0,1,164459,44617,4,1,0,1,1,0,1,11.75,38.3,30
2022-10,RA038,5,AFG,ASYLUM,0,0,1,147113,76880,6,1,1,0,1,1,0,38.45,48.3,10
2025-03,RA010,4,IRQ,UNHCR,1,0,1,133685,128526,7,1,0,0,1,1,0,10.23,73.2,16
2024-08,RA029,9,IRQ,ASYLUM,1,0,0,252901,33875,32,0,1,1,0,0,0,48.35,16.6,5
2023-11,RA031,3,PAK,FAMILY_REUN,0,0,1,225445,29558,61,1,0,1,0,1,0,17.62,26.2,1
2019-10,RA011,5,UKR,ASYLUM,1,1,1,281363,142089,115,0,0,1,0,1,1,13.0,15.5,2
2019-04,RA023,7,SYR,UNHCR,1,1,1,90777,95017,159,1,1,1,0,1,0,57.91,76.8,1
2023-04,RA030,7,SOM,UNHCR,0,0,1,200165,124720,128,0,0,1,0,1,1,62.52,9.8,17
2025-02,RA025,6,LKA,UNHCR,1,0,0,200779,20732,90,1,1,1,0,1,0,0.55,48.9,23
2020-06,RA016,9,SDN,FAMILY_REUN,1,0,0,136054,113141,147,1,1,1,1,0,0,38.77,75.0,23
2025-04,RA058,7,SYR,UNHCR,1,1,1,210140,57238,54,0,0,0,0,1,0,7.8,50.8,12
2023-03,RA057,4,IRQ,SIV,0,1,0,105229,59839,77,1,0,0,1,0,1,73.86,50.9,21
2020-11,RA023,9,NPL,SIV,1,0,1,260529,95504,5,1,1,0,0,0,0,68.15,6.4,18
2021-01,RA059,6,IRN,TEMP_PROTECTION,0,0,1,314904,23457,51,1,1,0,1,1,0,4.97,78.3,20
2023-12,RA033,1,SYR,UNHCR,0,0,0,56758,94056,1,1,1,0,1,1,0,94.13,60.4,29
2022-01,RA051,9,SOM,SIV,0,0,0,310706,131896,38,0,1,0,1,1,1,96.0,66.8,6
2024-08,RA037,7,SYR,UNHCR,0,0,1,61033,102906,120,0,1,0,1,1,1,33.47,76.6,20
2025-05,RA058,6,SOM,FAMILY_REUN,0,1,1,202345,145539,31,0,0,1,0,0,1,13.06,56.1,15
2020-06,RA028,6,AFG,SIV,0,0,0,176742,16734,115,0,0,1,0,1,1,11.43,50.9,22
2021-05,RA027,4,SYR,FAMILY_REUN,0,0,1,353241,30659,178,0,1,0,1,0,1,84.07,66.3,15
2021-06,RA006,4,BGD,SIV,1,1,1,352009,7894,91,1,1,1,1,0,0,45.92,90.0,9
2019-07,RA038,3,IRQ,HUMANITARIAN_PAROLE,1,0,0,150029,110317,31,0,1,0,1,1,1,0.95,63.8,6
2022-05,RA037,8,PAK,HUMANITARIAN_PAROLE,0,1,0,389560,110167,92,0,0,0,1,0,0,92.54,78.8,19
2025-02,RA006,8,UKR,TEMP_PROTECTION,1,1,0,235029,103295,130,0,0,0,0,0,1,59.27,48.0,15
2022-01,RA025,2,NPL,TEMP_PROTECTION,1,1,1,326218,2509,61,0,0,0,0,0,0,69.04,59.0,9
2021-03,RA013,5,SYR,TEMP_PROTECTION,1,0,1,397084,68208,12,0,1,1,1,1,1,82.36,18.0,29
2020-09,RA033,9,SDN,FAMILY_REUN,0,1,0,383366,69694,69,0,0,0,1,0,0,81.86,48.9,13
2022-07,RA033,9,SOM,SIV,1,1,0,240785,110592,20,1,0,0,1,1,1,7.58,14.9,25
2023-03,RA025,7,SOM,HUMANITARIAN_PAROLE,0,1,1,39338,120925,13,1,0,0,1,0,1,57.4,46.7,21
2024-11,RA014,4,LKA,UNHCR,0,0,1,339155,121714,88,0,0,1,1,0,1,69.62,6.5,8
2020-01,RA040,4,IRQ,ASYLUM,1,1,1,176376,31171,70,0,1,1,1,1,0,8.56,57.6,3
2023-05,RA041,7,SDN,HUMANITARIAN_PAROLE,0,1,0,109602,24525,106,0,1,0,0,0,1,22.24,28.7,25
2024-03,RA055,3,NPL,HUMANITARIAN_PAROLE,0,0,0,297798,26513,149,1,0,1,1,1,0,39.58,84.2,11
2023-09,RA042,3,ERI,UNHCR,0,0,1,243964,121867,127,0,0,0,1,0,0,88.65,37.6,16
2021-01,RA038,5,ERI,HUMANITARIAN_PAROLE,1,1,1,96003,136869,31,1,1,1,1,0,1,85.06,91.8,30
2020-01,RA009,6,ERI,HUMANITARIAN_PAROLE,1,1,1,217906,130467,168,1,1,0,1,1,0,78.21,47.3,7
2022-01,RA018,8,NPL,HUMANITARIAN_PAROLE,1,1,1,54109,114447,31,0,0,0,1,0,1,99.03,84.9,3
2021-06,RA015,1,ERI,TEMP_PROTECTION,0,0,0,224541,104384,169,1,0,0,1,1,0,24.27,29.7,7
2019-12,RA004,7,SYR,TEMP_PROTECTION,1,0,0,372404,138818,179,1,0,1,1,0,1,46.78,45.2,26
2024-05,RA034,8,ERI,SIV,1,0,0,377041,89254,80,0,1,1,0,1,0,44.67,63.4,8
2020-06,RA038,5,SYR,TEMP_PROTECTION,1,0,0,251882,108797,101,1,0,0,1,0,0,67.89,25.9,11
2024-02,RA017,2,IRN,HUMANITARIAN_PAROLE,0,0,0,378989,24316,84,1,1,1,0,1,1,85.02,65.7,28
2020-12,RA007,4,NPL,ASYLUM,0,1,1,231753,57077,42,0,0,1,1,1,1,49.17,28.9,27
2023-12,RA032,6,NPL,TEMP_PROTECTION,1,1,0,116877,147406,130,0,0,0,0,1,0,49.15,48.4,15
2020-05,RA055,9,MMR,SIV,0,0,0,123555,28880,165,1,1,0,0,0,0,60.83,2.3,7
2023-12,RA023,2,LKA,SIV,1,1,0,170070,140745,166,0,0,1,0,1,1,74.25,7.8,14
2019-09,RA020,4,UKR,FAMILY_REUN,1,0,1,350347,35950,44,0,0,0,0,0,0,20.13,22.7,16
2023-04,RA047,5,SYR,HUMANITARIAN_PAROLE,0,1,1,113313,20829,45,0,0,1,1,1,0,96.19,80.6,12
2020-03,RA056,8,SOM,ASYLUM,0,1,0,319513,95564,114,0,0,0,0,1,0,9.21,66.0,13
2025-05,RA053,8,NPL,ASYLUM,0,0,0,371333,60495,103,1,0,0,1,1,0,2.31,89.3,27
2021-04,RA002,2,SDN,FAMILY_REUN,0,0,0,231026,73107,12,0,1,0,1,0,0,35.88,90.5,14
2025-09,RA021,6,AFG,ASYLUM,0,1,0,245428,47068,51,0,0,0,1,1,1,70.14,37.5,27
2019-09,RA012,6,SDN,SIV,0,1,1,101262,83271,8,0,1,0,1,0,0,97.81,36.8,8
2023-08,RA042,5,SYR,UNHCR,1,1,0,348521,5613,68,0,1,0,0,1,1,93.28,83.6,20
2025-03,RA057,8,ERI,SIV,1,1,0,137062,147667,42,1,1,0,1,1,0,68.85,42.6,23
2021-12,RA058,2,LKA,TEMP_PROTECTION,0,0,0,378514,132346,6,1,1,0,0,1,1,43.65,85.7,28
2023-08,RA049,2,BGD,UNHCR,0,1,0,340327,37030,43,1,0,1,0,0,1,59.58,50.6,11
2024-11,RA027,7,LKA,ASYLUM,1,0,1,18350,93726,171,1,1,1,1,1,1,96.87,42.5,21
2020-08,RA050,9,LKA,HUMANITARIAN_PAROLE,1,1,0,134358,55119,101,1,1,1,1,0,0,26.55,27.9,22
2023-07,RA048,3,NPL,UNHCR,0,0,0,50147,85654,67,0,1,1,0,1,0,47.83,12.6,18
2023-12,RA010,7,LKA,SIV,0,0,0,215134,124065,121,1,1,1,0,0,1,69.29,52.6,24
2021-11,RA008,3,SDN,SIV,1,0,0,361404,73311,76,0,1,1,0,0,0,1.03,32.5,8
2025-02,RA021,6,IRN,TEMP_PROTECTION,1,1,0,158692,97552,43,1,1,1,1,1,1,38.13,24.9,25
2019-01,RA060,3,AFG,SIV,1,1,1,262361,123754,39,0,1,1,0,1,1,56.79,17.0,12
2025-06,RA057,1,SSD,TEMP_PROTECTION,1,0,1,53098,32279,170,1,0,1,1,0,0,90.09,38.9,28
2022-09,RA022,6,SOM,SIV,1,1,0,362863,54690,61,0,0,0,0,0,0,99.2,55.6,17
2024-09,RA013,3,SYR,FAMILY_REUN,0,0,1,350259,119190,170,1,0,1,0,0,0,55.63,83.7,3
2022-04,RA048,1,UKR,ASYLUM,1,0,0,361915,110996,146,0,1,1,1,1,0,94.46,82.0,19
2022-02,RA040,5,LKA,HUMANITARIAN_PAROLE,0,0,0,45742,69906,48,1,0,0,0,0,1,9.93,85.5,0
2020-12,RA012,8,SOM,TEMP_PROTECTION,1,0,0,281400,19782,76,0,1,1,1,1,1,70.13,57.6,19
2019-04,RA017,8,SDN,FAMILY_REUN,0,0,0,16416,22829,152,1,0,0,0,1,0,40.06,56.0,2
2024-09,RA048,8,SSD,ASYLUM,1,1,0,240487,131404,40,0,0,0,1,0,1,75.1,90.5,26
2020-01,RA009,3,PAK,TEMP_PROTECTION,0,0,0,282015,41986,22,0,0,1,1,0,0,86.77,28.9,10
2020-09,RA057,8,SOM,UNHCR,1,1,1,90536,52385,42,1,0,1,1,0,1,5.37,14.5,1
2021-08,RA051,4,MMR,FAMILY_REUN,0,1,0,265222,18616,104,0,1,0,0,0,0,93.55,8.3,5
2022-02,RA049,8,SDN,TEMP_PROTECTION,1,1,1,236014,53109,112,1,0,1,1,0,0,6.82,88.1,30
2021-08,RA056,3,SDN,FAMILY_REUN,0,0,1,94946,92729,167,0,1,1,1,0,1,75.34,37.2,2
2025-07,RA040,3,SYR,FAMILY_REUN,0,1,1,378649,5282,157,0,0,1,0,0,0,6.91,49.9,9
2023-09,RA012,1,BGD,FAMILY_REUN,0,1,0,77654,21524,161,1,0,1,1,1,1,86.17,80.3,24
2022-12,RA009,8,PAK,UNHCR,0,1,0,218465,7744,109,0,1,0,1,0,1,20.5,37.3,8
2021-06,RA030,8,SOM,SIV,1,1,0,339890,136769,137,0,1,0,0,0,1,43.41,86.8,13
2024-11,RA006,9,SDN,FAMILY_REUN,1,0,0,80567,68905,104,0,1,1,0,0,0,93.26,32.2,15
2022-02,RA025,6,IRN,ASYLUM,0,1,0,168134,142617,59,1,1,1,1,1,1,79.21,73.2,26
2022-08,RA028,2,AFG,SIV,1,1,1,99018,108482,128,1,1,1,0,1,1,78.58,66.7,23
2021-02,RA010,1,AFG,UNHCR,0,0,1,211378,6553,139,0,0,0,0,0,0,76.33,20.1,23
