mig_permits_reference_year,mig_permits_host_country_iso2,mig_permits_nuts_code,mig_permits_applicant_citizenship_iso2,mig_permits_permit_type_code,mig_permits_permit_reason_code,mig_permits_duration_months,mig_permits_first_permit_flag,mig_permits_renewal_flag,mig_permits_blue_card_flag,mig_permits_family_reunification_flag,mig_permits_student_permit_flag,mig_permits_seasonal_worker_flag,mig_permits_biometrics_collected_flag,mig_permits_processing_time_days_median,mig_permits_decision_outcome_code,mig_permits_appeal_lodged_flag,mig_permits_residence_permit_count,mig_permits_eurostat_table_code,mig_permits_data_extract_date
2023,FR,SK696,ES,D_VISA,WORK,1,1,0,0,0,0,0,1,174,REFUSED,0,94,migr_asyappctza,2025-03-03
2024,IT,SI4,GH,D_VISA,OTHER,9,1,0,0,0,0,0,1,183,PENDING,0,105,migr_resfirst,2025-01-12
2025,NL,IT24,NG,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,189,GRANTED,0,101,migr_resvalid,2024-02-26
2026,SI,DE51,AT,D_VISA,INVESTOR,1,0,0,0,0,0,0,1,170,WITHDRAWN,0,101,migr_resbc,2025-12-13
2010,BG,LV894,GR,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,182,PARTIALLY_GRANTED,0,117,migr_reslt,2025-05-05
2011,EE,DE965,RO,D_VISA,FAMILY,36,1,0,0,1,0,0,1,186,REFUSED,0,125,migr_asyappctza,2024-12-13
2012,HU,FI3,EG,D_VISA,STUDY,1,1,0,0,0,1,0,1,188,PENDING,0,113,migr_resfirst,2025-02-08
2013,LU,HR98,MD,D_VISA,WORK,9,0,1,0,0,0,0,0,166,GRANTED,0,126,migr_resvalid,2024-12-23
2014,RO,SK28,UA,D_VISA,OTHER,36,1,0,0,0,0,0,1,168,WITHDRAWN,0,125,migr_resbc,2025-02-07
2015,AT,RO296,FI,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,197,PARTIALLY_GRANTED,0,110,migr_reslt,2024-08-06
2016,CZ,GR5,NL,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,196,REFUSED,0,120,migr_asyappctza,2025-04-17
2017,DE,CY11,CH,D_VISA,PROTECTION,36,0,1,0,1,0,0,1,193,PENDING,0,124,migr_resfirst,2026-01-22
2018,LV,ES586,JP,D_VISA,FAMILY,1,1,1,0,1,0,0,1,174,GRANTED,0,112,migr_resvalid,2025-01-08
2019,PL,LT7,SY,D_VISA,STUDY,9,1,0,0,0,0,0,1,195,WITHDRAWN,0,116,migr_resbc,2025-03-01
2020,ES,IE7,CZ,D_VISA,WORK,36,1,0,0,0,0,0,1,198,PARTIALLY_GRANTED,0,111,migr_reslt,2025-11-29
2021,HR,CZ99,LT,D_VISA,OTHER,1,0,1,0,0,0,0,1,192,REFUSED,0,130,migr_asyappctza,2024-07-30
2022,FI,SE5,AL,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,196,PENDING,0,113,migr_resfirst,2024-08-29
2023,IE,IE258,IQ,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,198,GRANTED,0,127,migr_resvalid,2025-12-28
2024,MT,AT35,PK,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,185,WITHDRAWN,0,127,migr_resbc,2024-02-29
2025,SK,BE945,BG,D_VISA,FAMILY,9,0,1,0,1,0,0,1,187,PARTIALLY_GRANTED,0,141,migr_reslt,2024-05-11
2026,BE,AT96,IE,D_VISA,STUDY,36,1,0,0,0,1,0,1,203,REFUSED,0,118,migr_asyappctza,2024-04-19
2010,DK,FI19,SI,D_VISA,WORK,1,1,0,0,0,0,0,1,201,PENDING,0,145,migr_resfirst,2024-05-16
2011,GR,GR48,GE,D_VISA,OTHER,9,1,0,0,0,0,0,1,185,GRANTED,0,126,migr_resvalid,2025-05-07
2012,LT,CZ78,MK,D_VISA,RESEARCH,36,0,1,0,0,0,0,1,205,WITHDRAWN,0,135,migr_resbc,2025-06-25
2013,PT,CY244,VN,D_VISA,INVESTOR,1,1,0,0,0,0,0,0,192,PARTIALLY_GRANTED,0,128,migr_reslt,2025-11-17
2014,SE,SI2,DE,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,194,REFUSED,0,126,migr_asyappctza,2025-11-17
2015,CY,CZ937,PT,D_VISA,FAMILY,36,1,0,0,1,0,0,1,190,PENDING,0,140,migr_resfirst,2025-09-30
2016,FR,LV288,DZ,D_VISA,STUDY,1,0,1,0,0,1,0,1,15,GRANTED,0,126,migr_resvalid,2024-03-07
2017,IT,LU656,MA,D_VISA,WORK,9,1,0,1,1,0,0,1,31,WITHDRAWN,0,137,migr_resbc,2025-11-25
2018,NL,GR276,TR,D_VISA,OTHER,36,1,0,0,0,0,0,1,19,PARTIALLY_GRANTED,0,140,migr_reslt,2025-03-13
2019,SI,PL889,EE,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,30,REFUSED,1,133,migr_asyappctza,2024-04-16
2020,BG,LV2,MT,D_VISA,INVESTOR,9,0,1,0,0,0,0,1,21,PENDING,0,128,migr_resfirst,2026-02-14
2021,EE,HU897,BY,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,24,GRANTED,0,136,migr_resvalid,2024-12-06
2022,HU,IT2,IS,D_VISA,FAMILY,1,1,0,0,1,0,0,1,40,WITHDRAWN,0,132,migr_resbc,2024-01-02
2023,LU,BG376,RU,D_VISA,STUDY,9,1,0,0,0,1,0,1,24,PARTIALLY_GRANTED,0,139,migr_reslt,2025-11-18
2024,RO,SE137,CY,D_VISA,WORK,36,0,1,0,0,0,1,1,39,REFUSED,1,140,migr_asyappctza,2024-01-31
2025,AT,BE7,LV,D_VISA,OTHER,1,1,0,0,0,0,0,1,29,PENDING,0,151,migr_resfirst,2025-02-02
2026,CZ,DE619,SE,D_VISA,RESEARCH,9,1,1,0,0,0,0,1,41,GRANTED,0,159,migr_resvalid,2025-03-17
2010,DE,CY9,IN,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,39,WITHDRAWN,0,138,migr_resbc,2024-07-15
2011,LV,SK774,NO,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,23,PARTIALLY_GRANTED,0,147,migr_reslt,2026-02-21
2012,PL,PT376,BE,D_VISA,FAMILY,9,1,0,0,1,0,0,1,34,REFUSED,1,157,migr_asyappctza,2024-10-12
2013,ES,CZ77,HU,D_VISA,STUDY,36,1,0,0,0,1,0,1,22,PENDING,0,144,migr_resfirst,2026-02-16
2014,HR,PL21,SK,D_VISA,WORK,1,1,0,0,0,0,0,1,33,GRANTED,0,150,migr_resvalid,2024-08-16
2015,FI,HR30,GB,D_VISA,OTHER,9,0,1,0,0,0,0,1,41,WITHDRAWN,0,140,migr_resbc,2025-10-29
2016,IE,SE544,ME,D_VISA,RESEARCH,36,1,1,0,0,0,0,0,22,PARTIALLY_GRANTED,0,139,migr_reslt,2025-01-12
2017,MT,GR80,US,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,39,REFUSED,1,148,migr_asyappctza,2024-05-07
2018,SK,IE2,FR,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,26,PENDING,0,153,migr_resfirst,2024-08-01
2019,BE,SK99,PL,D_VISA,FAMILY,36,0,0,0,1,0,0,1,30,GRANTED,0,149,migr_resvalid,2024-10-20
2020,DK,RO8,CN,D_VISA,STUDY,1,1,0,0,0,1,0,1,32,WITHDRAWN,0,143,migr_resbc,2024-07-15
2021,GR,DK24,KE,D_VISA,WORK,9,1,0,0,0,0,0,1,30,PARTIALLY_GRANTED,0,146,migr_reslt,2025-08-25
2022,LT,BE653,TN,D_VISA,OTHER,36,1,0,0,0,0,0,1,33,REFUSED,0,158,migr_asyappctza,2025-09-13
2023,PT,BE975,DK,D_VISA,RESEARCH,1,0,1,0,0,0,0,1,53,PENDING,0,146,migr_resfirst,2024-08-02
2024,SE,IT4,LU,D_VISA,INVESTOR,9,1,1,0,0,0,0,0,47,GRANTED,0,156,migr_resvalid,2025-11-14
2025,CY,CZ574,BA,D_VISA,PROTECTION,36,1,0,0,1,0,0,1,43,WITHDRAWN,0,156,migr_resbc,2024-01-27
2026,FR,SI373,IR,D_VISA,FAMILY,1,1,0,0,1,0,0,1,49,PARTIALLY_GRANTED,0,160,migr_reslt,2025-05-09
2010,IT,BG81,RS,D_VISA,STUDY,9,0,0,0,0,1,0,1,59,REFUSED,0,172,migr_asyappctza,2026-01-17
2011,NL,AT775,HR,D_VISA,WORK,36,1,0,0,0,0,0,1,56,PENDING,0,167,migr_resfirst,2024-03-29
2012,SI,ES1,IT,D_VISA,OTHER,1,1,0,0,0,0,0,1,36,GRANTED,0,172,migr_resvalid,2025-08-02
2013,BG,HR90,ES,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,40,WITHDRAWN,0,159,migr_resbc,2024-05-20
2014,EE,HU795,GH,D_VISA,INVESTOR,36,0,1,0,0,0,0,1,46,PARTIALLY_GRANTED,0,165,migr_reslt,2025-06-20
2015,HU,HU1,NG,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,58,REFUSED,0,156,migr_asyappctza,2024-01-05
2016,LU,CZ9,AT,D_VISA,FAMILY,9,1,0,0,0,0,0,1,66,PENDING,0,185,migr_resfirst,2024-04-09
2017,RO,NL844,GR,D_VISA,STUDY,36,1,0,0,0,1,0,1,70,GRANTED,0,170,migr_resvalid,2025-06-14
2018,AT,AT744,RO,D_VISA,WORK,1,0,1,0,0,0,0,1,45,WITHDRAWN,0,163,migr_resbc,2025-10-01
2019,CZ,MT976,EG,D_VISA,OTHER,9,1,0,0,0,0,0,1,52,PARTIALLY_GRANTED,0,188,migr_reslt,2024-06-27
2020,DE,CZ416,MD,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,60,REFUSED,1,171,migr_asyappctza,2025-01-14
2021,LV,CZ571,UA,D_VISA,INVESTOR,1,1,0,0,0,0,0,0,58,PENDING,0,171,migr_resfirst,2024-12-02
2022,PL,GR560,FI,D_VISA,PROTECTION,9,0,1,0,1,0,0,1,53,GRANTED,0,189,migr_resvalid,2025-03-22
2023,ES,MT644,NL,D_VISA,FAMILY,36,1,0,0,1,0,0,1,59,WITHDRAWN,0,163,migr_resbc,2026-01-03
2024,HR,LV436,CH,D_VISA,STUDY,1,1,0,0,0,1,0,1,49,PARTIALLY_GRANTED,0,177,migr_reslt,2024-05-08
2025,FI,AT661,JP,D_VISA,WORK,9,1,0,0,0,0,0,1,75,REFUSED,0,184,migr_asyappctza,2025-04-29
2026,IE,PL280,SY,D_VISA,OTHER,36,0,1,0,0,0,0,1,50,PENDING,0,182,migr_resfirst,2025-11-25
2010,MT,RO76,CZ,D_VISA,RESEARCH,1,1,0,0,1,0,0,1,69,GRANTED,0,176,migr_resvalid,2024-10-20
2011,SK,NL95,LT,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,58,WITHDRAWN,0,190,migr_resbc,2024-07-29
2012,BE,CY2,AL,D_VISA,PROTECTION,36,1,1,0,0,0,0,1,75,PARTIALLY_GRANTED,0,184,migr_reslt,2024-05-27
2013,DK,DE478,IQ,D_VISA,FAMILY,1,0,1,0,0,0,0,1,83,REFUSED,0,190,migr_asyappctza,2024-12-08
2014,GR,LT5,PK,D_VISA,STUDY,9,1,0,0,0,1,0,1,61,PENDING,0,199,migr_resfirst,2026-01-10
2015,LT,SE683,BG,D_VISA,WORK,36,1,0,0,0,0,1,1,65,GRANTED,0,183,migr_resvalid,2024-09-07
2016,PT,HU649,IE,D_VISA,OTHER,1,1,0,0,1,0,0,1,81,WITHDRAWN,0,195,migr_resbc,2024-03-15
2017,SE,NL270,SI,D_VISA,RESEARCH,9,0,0,0,0,0,0,1,73,PARTIALLY_GRANTED,0,179,migr_reslt,2025-09-08
2018,CY,LU37,GE,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,88,REFUSED,0,200,migr_asyappctza,2025-01-23
2019,FR,HU676,MK,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,63,PENDING,0,192,migr_resfirst,2025-08-17
2020,IT,IT476,VN,D_VISA,FAMILY,9,1,1,0,0,0,0,1,81,GRANTED,0,190,migr_resvalid,2024-11-09
2021,NL,HR92,DE,D_VISA,STUDY,36,0,0,0,0,1,0,1,70,WITHDRAWN,0,181,migr_resbc,2025-02-24
2022,SI,HR57,PT,D_VISA,WORK,1,1,0,0,0,0,1,0,88,PARTIALLY_GRANTED,0,181,migr_reslt,2024-06-17
2023,BG,SE479,DZ,D_VISA,OTHER,9,1,0,0,0,0,0,1,76,REFUSED,1,201,migr_asyappctza,2024-02-29
2024,EE,FR18,MA,D_VISA,RESEARCH,36,1,0,0,0,0,0,0,67,PENDING,0,200,migr_resfirst,2025-05-02
2025,HU,AT535,TR,D_VISA,INVESTOR,1,0,1,0,0,0,0,0,71,GRANTED,0,206,migr_resvalid,2024-04-28
2026,LU,FR978,EE,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,93,WITHDRAWN,0,197,migr_resbc,2025-12-04
2010,RO,IT10,MT,D_VISA,FAMILY,36,1,0,0,1,0,0,1,96,PARTIALLY_GRANTED,0,212,migr_reslt,2025-04-09
2011,AT,GR349,BY,D_VISA,STUDY,1,1,0,0,0,1,0,1,71,REFUSED,0,207,migr_asyappctza,2024-04-12
2012,CZ,CZ5,IS,D_VISA,WORK,9,0,1,0,0,0,0,1,84,PENDING,0,195,migr_resfirst,2025-03-30
2013,DE,HR667,RU,D_VISA,OTHER,36,1,0,0,0,0,0,1,75,GRANTED,0,193,migr_resvalid,2025-03-25
2014,LV,AT28,CY,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,72,WITHDRAWN,0,200,migr_resbc,2024-03-04
2015,PL,IT40,LV,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,94,PARTIALLY_GRANTED,0,188,migr_reslt,2025-12-03
2016,ES,HR795,SE,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,103,REFUSED,1,216,migr_asyappctza,2024-07-19
2017,HR,BE403,IN,D_VISA,FAMILY,1,1,0,0,1,0,0,1,103,PENDING,0,217,migr_resfirst,2025-06-30
2018,FI,CY185,NO,D_VISA,STUDY,9,1,0,0,0,1,0,1,87,GRANTED,0,215,migr_resvalid,2025-10-17
2019,IE,PL63,BE,D_VISA,WORK,36,1,0,0,1,0,0,1,97,WITHDRAWN,0,215,migr_resbc,2025-04-11
2020,MT,NL9,HU,D_VISA,OTHER,1,0,1,0,0,0,0,1,95,PARTIALLY_GRANTED,0,211,migr_reslt,2025-05-19
2021,SK,SK696,SK,D_VISA,RESEARCH,9,1,0,0,0,0,0,0,86,REFUSED,0,220,migr_asyappctza,2024-03-20
2022,BE,SI4,GB,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,98,PENDING,0,213,migr_resfirst,2024-10-07
2023,DK,IT24,ME,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,80,GRANTED,0,213,migr_resvalid,2025-08-04
2024,GR,DE51,US,D_VISA,FAMILY,9,0,1,0,0,0,0,1,88,WITHDRAWN,0,198,migr_resbc,2025-10-27
2025,LT,LV894,FR,D_VISA,STUDY,36,1,0,0,0,1,0,1,96,PARTIALLY_GRANTED,0,203,migr_reslt,2025-05-13
2026,PT,DE965,PL,D_VISA,WORK,1,1,0,0,0,0,0,0,86,REFUSED,0,225,migr_asyappctza,2024-02-15
2010,SE,FI3,CN,D_VISA,OTHER,9,1,0,0,0,0,0,1,97,PENDING,0,228,migr_resfirst,2025-03-22
2011,CY,HR98,KE,D_VISA,RESEARCH,36,0,0,0,0,0,0,1,104,GRANTED,0,11,migr_resvalid,2025-06-27
2012,FR,SK28,TN,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,94,WITHDRAWN,0,28,migr_resbc,2025-01-11
2013,IT,RO296,DK,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,98,PARTIALLY_GRANTED,0,4,migr_reslt,2024-05-31
2014,NL,GR5,LU,D_VISA,FAMILY,36,1,0,0,1,0,0,1,109,REFUSED,1,20,migr_asyappctza,2025-11-19
2015,SI,CY11,BA,D_VISA,STUDY,1,0,0,0,0,1,0,1,105,PENDING,0,25,migr_resfirst,2025-02-07
2016,BG,ES586,IR,D_VISA,WORK,9,1,0,0,0,0,1,1,96,GRANTED,0,21,migr_resvalid,2024-09-30
2017,EE,LT7,RS,D_VISA,OTHER,36,1,0,0,1,0,0,1,107,WITHDRAWN,0,23,migr_resbc,2024-08-09
2018,HU,IE7,HR,D_VISA,RESEARCH,1,1,0,0,1,0,0,1,106,PARTIALLY_GRANTED,0,20,migr_reslt,2024-10-24
2019,LU,CZ99,IT,D_VISA,INVESTOR,9,0,1,0,0,0,0,1,120,REFUSED,0,26,migr_asyappctza,2026-02-13
2020,RO,SE5,ES,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,117,PENDING,0,15,migr_resfirst,2024-04-13
2021,AT,IE258,GH,D_VISA,FAMILY,1,1,0,0,1,0,0,1,104,GRANTED,0,28,migr_resvalid,2025-03-24
2022,CZ,AT35,NG,D_VISA,STUDY,9,1,0,0,0,1,0,1,106,WITHDRAWN,0,20,migr_resbc,2024-01-20
2023,DE,BE945,AT,D_VISA,WORK,36,0,1,0,0,0,0,1,123,PARTIALLY_GRANTED,0,23,migr_reslt,2024-08-18
2024,LV,AT96,GR,D_VISA,OTHER,1,1,0,0,0,0,0,1,102,REFUSED,1,38,migr_asyappctza,2025-05-03
2025,PL,FI19,RO,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,102,PENDING,0,27,migr_resfirst,2025-12-07
2026,ES,GR48,EG,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,129,GRANTED,0,17,migr_resvalid,2025-11-30
2010,HR,CZ78,MD,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,117,WITHDRAWN,0,39,migr_resbc,2026-02-20
2011,FI,CY244,UA,D_VISA,FAMILY,9,1,0,0,1,0,0,1,104,PARTIALLY_GRANTED,0,35,migr_reslt,2024-04-29
2012,IE,SI2,FI,D_VISA,STUDY,36,1,0,0,0,0,0,1,106,REFUSED,0,33,migr_asyappctza,2024-09-04
2013,MT,CZ937,NL,D_VISA,WORK,1,1,0,0,0,0,0,1,111,PENDING,0,39,migr_resfirst,2024-09-16
2014,SK,LV288,CH,D_VISA,OTHER,9,0,1,0,0,0,0,1,112,GRANTED,0,23,migr_resvalid,2025-12-06
2015,BE,LU656,JP,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,126,WITHDRAWN,0,45,migr_resbc,2025-08-15
2016,DK,GR276,SY,D_VISA,INVESTOR,1,1,1,0,0,0,0,1,137,PARTIALLY_GRANTED,0,27,migr_reslt,2025-10-25
2017,GR,PL889,CZ,D_VISA,PROTECTION,9,1,0,0,1,0,0,1,113,REFUSED,0,33,migr_asyappctza,2024-11-11
2018,LT,LV2,LT,D_VISA,FAMILY,36,0,1,0,1,0,0,1,137,PENDING,0,40,migr_resfirst,2025-09-06
2019,PT,HU897,AL,D_VISA,STUDY,1,1,0,0,0,1,0,1,121,GRANTED,0,34,migr_resvalid,2025-07-24
2020,SE,IT2,IQ,D_VISA,WORK,9,1,0,0,0,0,0,1,140,WITHDRAWN,0,47,migr_resbc,2024-12-27
2021,CY,BG376,PK,D_VISA,OTHER,36,1,0,0,0,0,0,1,118,PARTIALLY_GRANTED,0,30,migr_reslt,2024-08-22
2022,FR,SE137,BG,D_VISA,RESEARCH,1,0,0,0,0,0,0,0,117,REFUSED,1,57,migr_asyappctza,2024-09-13
2023,IT,BE7,IE,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,120,PENDING,0,38,migr_resfirst,2025-02-26
2024,NL,DE619,SI,D_VISA,PROTECTION,36,1,1,0,0,0,0,1,125,GRANTED,0,50,migr_resvalid,2025-08-17
2025,SI,CY9,GE,D_VISA,FAMILY,1,1,0,0,1,0,0,1,129,WITHDRAWN,0,61,migr_resbc,2025-12-07
2026,BG,SK774,MK,D_VISA,STUDY,9,0,1,0,0,0,0,0,147,PARTIALLY_GRANTED,0,44,migr_reslt,2024-08-20
2010,EE,PT376,VN,D_VISA,WORK,36,1,0,0,0,0,0,0,121,REFUSED,1,55,migr_asyappctza,2024-04-17
2011,HU,CZ77,DE,D_VISA,OTHER,1,1,0,0,0,0,0,1,141,PENDING,0,42,migr_resfirst,2024-03-26
2012,LU,PL21,PT,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,125,GRANTED,0,36,migr_resvalid,2025-09-29
2013,RO,HR30,DZ,D_VISA,INVESTOR,36,0,0,0,0,0,0,1,137,WITHDRAWN,0,64,migr_resbc,2024-11-24
2014,AT,SE544,MA,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,124,PARTIALLY_GRANTED,0,52,migr_reslt,2024-03-05
2015,CZ,GR80,TR,D_VISA,FAMILY,9,1,1,0,1,0,0,1,138,REFUSED,0,64,migr_asyappctza,2024-12-30
2016,DE,IE2,EE,D_VISA,STUDY,36,1,0,0,0,1,0,1,134,PENDING,0,45,migr_resfirst,2024-05-23
2017,LV,SK99,MT,D_VISA,WORK,1,0,0,1,1,0,0,1,138,GRANTED,0,62,migr_resvalid,2025-04-23
2018,PL,RO8,BY,D_VISA,OTHER,9,1,1,0,0,0,0,1,130,WITHDRAWN,0,67,migr_resbc,2024-03-29
2019,ES,DK24,IS,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,157,PARTIALLY_GRANTED,0,58,migr_reslt,2025-06-27
2020,HR,BE653,RU,D_VISA,INVESTOR,1,1,0,0,1,0,0,0,134,REFUSED,1,45,migr_asyappctza,2025-06-22
2021,FI,BE975,CY,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,137,PENDING,0,45,migr_resfirst,2025-04-14
2022,IE,IT4,LV,D_VISA,FAMILY,36,1,0,0,1,0,0,1,158,GRANTED,0,60,migr_resvalid,2025-01-16
2023,MT,CZ574,SE,D_VISA,STUDY,1,1,0,0,0,1,0,1,154,WITHDRAWN,0,62,migr_resbc,2024-08-31
2024,SK,SI373,IN,D_VISA,WORK,9,1,0,0,0,0,0,1,136,PARTIALLY_GRANTED,0,58,migr_reslt,2024-04-05
2025,BE,BG81,NO,D_VISA,OTHER,36,0,0,0,0,0,0,1,141,REFUSED,1,65,migr_asyappctza,2025-08-20
2026,DK,AT775,BE,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,153,PENDING,0,59,migr_resfirst,2024-10-02
2010,GR,ES1,HU,D_VISA,INVESTOR,9,1,1,0,0,0,0,1,138,GRANTED,0,66,migr_resvalid,2025-08-26
2011,LT,HR90,SK,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,146,WITHDRAWN,0,81,migr_resbc,2024-05-21
2012,PT,HU795,GB,D_VISA,FAMILY,1,0,1,0,1,0,0,1,147,PARTIALLY_GRANTED,0,81,migr_reslt,2025-05-16
2013,SE,HU1,ME,D_VISA,STUDY,9,1,0,0,0,1,0,1,159,REFUSED,0,55,migr_asyappctza,2025-07-24
2014,CY,CZ9,US,D_VISA,WORK,36,1,0,0,0,0,1,1,149,PENDING,0,78,migr_resfirst,2025-03-19
2015,FR,NL844,FR,D_VISA,OTHER,1,1,0,0,0,0,0,1,147,GRANTED,0,81,migr_resvalid,2024-12-26
2016,IT,AT744,PL,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,157,WITHDRAWN,0,60,migr_resbc,2024-05-12
2017,NL,MT976,CN,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,152,PARTIALLY_GRANTED,0,75,migr_reslt,2024-05-13
2018,SI,CZ416,KE,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,164,REFUSED,1,79,migr_asyappctza,2025-11-29
2019,BG,CZ571,TN,D_VISA,FAMILY,9,1,0,0,1,0,0,1,174,PENDING,0,71,migr_resfirst,2025-03-02
2020,EE,GR560,DK,D_VISA,STUDY,36,0,1,0,0,1,0,1,149,GRANTED,0,61,migr_resvalid,2024-11-14
2021,HU,MT644,LU,D_VISA,WORK,1,1,0,0,0,0,1,1,168,WITHDRAWN,0,74,migr_resbc,2026-01-17
2022,LU,LV436,BA,D_VISA,OTHER,9,1,0,0,0,0,0,1,153,PARTIALLY_GRANTED,0,71,migr_reslt,2024-11-13
2023,RO,AT661,IR,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,163,REFUSED,0,81,migr_asyappctza,2024-05-26
2024,AT,PL280,RS,D_VISA,INVESTOR,1,0,0,0,0,0,0,1,152,PENDING,0,78,migr_resfirst,2025-02-26
2025,CZ,RO76,HR,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,164,GRANTED,0,82,migr_resvalid,2025-03-27
2026,DE,NL95,IT,D_VISA,FAMILY,36,1,0,0,1,0,0,1,166,WITHDRAWN,0,80,migr_resbc,2026-01-22
2010,LV,CY2,ES,D_VISA,STUDY,1,1,0,0,0,1,0,1,181,PARTIALLY_GRANTED,0,81,migr_reslt,2025-07-28
2011,PL,DE478,GH,D_VISA,WORK,9,0,0,0,0,0,1,1,176,REFUSED,1,95,migr_asyappctza,2024-07-16
2012,ES,LT5,NG,D_VISA,OTHER,36,1,0,0,0,0,0,1,174,PENDING,0,88,migr_resfirst,2026-02-20
2013,HR,SE683,AT,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,182,GRANTED,0,92,migr_resvalid,2026-02-17
2014,FI,HU649,GR,D_VISA,INVESTOR,9,1,0,0,1,0,0,1,163,WITHDRAWN,0,78,migr_resbc,2024-08-25
2015,IE,NL270,RO,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,170,PARTIALLY_GRANTED,0,94,migr_reslt,2026-02-08
2016,MT,LU37,EG,D_VISA,FAMILY,1,1,0,0,1,0,0,1,163,REFUSED,0,86,migr_asyappctza,2025-12-23
2017,SK,HU676,MD,D_VISA,STUDY,9,1,1,0,0,1,0,1,177,PENDING,0,86,migr_resfirst,2024-12-02
2018,BE,IT476,UA,D_VISA,WORK,36,1,0,0,0,0,1,1,183,GRANTED,0,87,migr_resvalid,2026-02-14
2019,DK,HR92,FI,D_VISA,OTHER,1,0,1,0,0,0,0,1,179,WITHDRAWN,0,79,migr_resbc,2025-02-27
2020,GR,HR57,NL,D_VISA,RESEARCH,9,1,1,0,0,0,0,1,174,PARTIALLY_GRANTED,0,94,migr_reslt,2024-01-15
2021,LT,SE479,CH,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,174,REFUSED,0,88,migr_asyappctza,2024-03-17
2022,PT,FR18,JP,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,176,PENDING,0,96,migr_resfirst,2025-11-13
2023,SE,AT535,SY,D_VISA,FAMILY,9,0,1,0,1,0,0,1,195,GRANTED,0,84,migr_resvalid,2024-05-02
2024,CY,FR978,CZ,D_VISA,STUDY,36,1,0,0,1,1,0,1,173,WITHDRAWN,0,110,migr_resbc,2024-01-26
2025,FR,IT10,LT,D_VISA,WORK,1,1,0,1,0,0,0,1,172,PARTIALLY_GRANTED,0,111,migr_reslt,2025-12-11
2026,IT,GR349,AL,D_VISA,OTHER,9,1,0,0,0,0,0,1,184,REFUSED,1,99,migr_asyappctza,2025-03-26
2010,NL,CZ5,IQ,D_VISA,RESEARCH,36,0,1,0,0,0,0,1,194,PENDING,0,93,migr_resfirst,2025-03-19
2011,SI,HR667,PK,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,176,GRANTED,0,104,migr_resvalid,2024-06-19
2012,BG,AT28,BG,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,187,WITHDRAWN,0,109,migr_resbc,2024-04-05
2013,EE,IT40,IE,D_VISA,FAMILY,36,1,0,0,1,0,0,1,180,PARTIALLY_GRANTED,0,111,migr_reslt,2024-02-03
2014,HU,HR795,SI,D_VISA,STUDY,1,0,0,0,0,1,0,1,187,REFUSED,0,118,migr_asyappctza,2025-05-02
