safe_traffic_reference_year,safe_traffic_country_iso2,safe_traffic_region_nuts_code,safe_traffic_enforcement_type_code,safe_traffic_checks_count,safe_traffic_speed_cameras_count,safe_traffic_speeding_tickets_count,safe_traffic_dui_tickets_count,safe_traffic_phone_use_tickets_count,safe_traffic_seatbelt_tickets_count,safe_traffic_penalty_points_total,safe_traffic_fines_total_eur,safe_traffic_license_suspensions_count,safe_traffic_roadside_drug_tests_count,safe_traffic_vehicle_inspections_count,safe_traffic_tachograph_violations_count,safe_traffic_cross_border_enforcement_directive_flag,safe_traffic_data_source,safe_traffic_revision_round,safe_traffic_data_extract_date
2019,ES,FI562,DUI_ENFORCEMENT,1802765,1039,87707,58742,9570,40781,573399,135429653.33,32282,39301,37117,9155,0,INTERIOR_MINISTRY_STATS,FIRST,2025-05-20
2020,HR,GR115,SPEED_ENFORCEMENT,317903,629,64898,678,4839,848,112974,8118674.76,864,5629,17288,1324,0,TRANSPORT_INSPECTORATE,SECOND,2024-07-01
2021,FI,MT196,ROADWORTHINESS_INSPECTIONS,1324988,678,131643,25084,22076,32270,593498,60689780.34,16015,8871,105065,5823,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-31
2022,IE,PL393,COMMERCIAL_VEHICLE_CHECKS,705687,1023,58669,4055,3321,18966,245223,18860500.03,3150,76895,110794,3251,1,ROAD_POLICING_AGENCY,FLASH,2024-07-07
2023,MT,FR768,DISTRACTED_DRIVING,2560731,579,159808,3157,50622,53703,832318,26971578.21,3155,25647,100152,13837,1,INTERIOR_MINISTRY_STATS,FIRST,2025-09-16
2024,SK,BG7,SEATBELT_ENFORCEMENT,770414,263,86257,8374,8964,30089,294031,26194656.95,3501,20787,24408,3012,1,TRANSPORT_INSPECTORATE,SECOND,2024-04-09
2025,BE,BG202,DUI_ENFORCEMENT,2016977,8,204264,115324,10564,28329,986389,244974740.55,49482,183378,91143,5814,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-04-17
2006,DK,EE91,SPEED_ENFORCEMENT,405399,3970,25122,2399,4329,10852,118350,6647131.83,827,11244,14083,1199,1,ROAD_POLICING_AGENCY,FLASH,2024-04-06
2007,GR,LT488,ROADWORTHINESS_INSPECTIONS,732811,1194,57880,673,13995,2521,171039,13385014.56,427,1177,93471,2587,1,INTERIOR_MINISTRY_STATS,FIRST,2026-01-19
2008,LT,FI84,COMMERCIAL_VEHICLE_CHECKS,1518174,223,37459,11984,2927,30038,289955,25743228.81,7072,176190,34400,6614,1,TRANSPORT_INSPECTORATE,SECOND,2025-11-26
2009,PT,NL8,DISTRACTED_DRIVING,2329843,922,269905,20497,143318,67757,932844,74662877.53,7282,25598,77273,10297,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-19
2010,SE,PL636,SEATBELT_ENFORCEMENT,166504,1178,13821,1685,563,9965,67153,5433518.53,1385,511,2817,636,1,ROAD_POLICING_AGENCY,FLASH,2024-01-07
2011,CY,FR854,DUI_ENFORCEMENT,357169,1094,5615,9198,4047,1369,80894,6672432.95,4384,24503,4346,1881,0,INTERIOR_MINISTRY_STATS,FIRST,2025-05-16
2012,FR,IT73,SPEED_ENFORCEMENT,1616456,3618,400617,28275,13005,22424,863968,92213883.0,25348,25096,69625,3658,1,TRANSPORT_INSPECTORATE,SECOND,2026-01-13
2013,IT,LV16,ROADWORTHINESS_INSPECTIONS,2053373,1134,29025,12628,27115,5207,216209,27724924.26,7520,51699,30307,10247,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-05-14
2014,NL,MT520,COMMERCIAL_VEHICLE_CHECKS,717633,333,71912,5006,8293,17003,269687,13598639.86,4948,7227,93246,7613,0,ROAD_POLICING_AGENCY,FLASH,2026-01-05
2015,SI,BG39,DISTRACTED_DRIVING,2271446,569,539781,5049,59675,2561,1220848,60534659.42,16690,34444,85511,7550,1,INTERIOR_MINISTRY_STATS,FIRST,2024-01-29
2016,BG,LU31,SEATBELT_ENFORCEMENT,831026,773,20884,13711,11231,55318,265810,25689109.66,4352,1692,10346,4135,1,TRANSPORT_INSPECTORATE,SECOND,2025-06-29
2017,EE,PT32,DUI_ENFORCEMENT,712900,974,25831,40653,1630,4405,363574,36385423.15,11991,46939,9768,2259,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-06
2018,HU,BG14,SPEED_ENFORCEMENT,1693735,4014,265740,23310,19564,4058,556625,87605492.22,10392,37879,71903,7760,0,ROAD_POLICING_AGENCY,FLASH,2024-12-03
2019,LU,CZ813,ROADWORTHINESS_INSPECTIONS,1881717,1324,95127,34132,7820,4116,334683,35577122.61,12644,51344,338360,5945,0,INTERIOR_MINISTRY_STATS,FIRST,2024-08-08
2020,RO,DK950,COMMERCIAL_VEHICLE_CHECKS,1644392,540,40664,10627,22092,6964,204081,23894201.6,6670,72322,334988,2174,0,TRANSPORT_INSPECTORATE,SECOND,2025-09-05
2021,AT,IE56,DISTRACTED_DRIVING,1839259,756,98037,8880,55725,13356,452809,35563899.28,6410,32338,71833,8025,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-06-30
2022,CZ,GR859,SEATBELT_ENFORCEMENT,775106,486,85178,14165,6017,29477,409817,34239167.67,9549,21762,33078,2037,0,ROAD_POLICING_AGENCY,FLASH,2024-05-02
2023,DE,IT91,DUI_ENFORCEMENT,681824,812,64748,35603,3595,9279,392766,73605175.12,23740,8857,18261,3881,1,INTERIOR_MINISTRY_STATS,FIRST,2024-02-12
2024,LV,FI53,SPEED_ENFORCEMENT,319443,3339,7125,1374,2030,4022,28919,3823288.52,1014,3014,5161,1437,0,TRANSPORT_INSPECTORATE,SECOND,2024-09-17
2025,PL,FI758,ROADWORTHINESS_INSPECTIONS,521959,846,8547,8278,7343,14562,134365,8078560.11,2121,9437,23586,707,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-04
2006,ES,SI985,COMMERCIAL_VEHICLE_CHECKS,1178487,1080,115507,10600,5530,3465,290854,12014106.55,6202,13969,14487,22541,1,ROAD_POLICING_AGENCY,FLASH,2024-03-25
2007,HR,GR6,DISTRACTED_DRIVING,1837504,453,132587,26539,70620,11138,801490,50649491.81,12733,3653,23795,7594,0,INTERIOR_MINISTRY_STATS,FIRST,2024-08-18
2008,FI,PT278,SEATBELT_ENFORCEMENT,262079,251,17162,1980,1456,19360,78296,5541074.57,1141,5921,12855,979,1,TRANSPORT_INSPECTORATE,SECOND,2024-04-17
2009,IE,EE912,DUI_ENFORCEMENT,497418,694,5221,15101,7643,8728,129251,17299162.11,7702,31698,15000,439,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-04-28
2010,MT,HR3,SPEED_ENFORCEMENT,154326,2560,5982,278,211,2900,27564,1192219.98,203,1319,8129,1,0,ROAD_POLICING_AGENCY,FLASH,2024-02-26
2011,SK,PT7,ROADWORTHINESS_INSPECTIONS,338880,307,13440,540,6676,2837,80301,2121760.89,592,7352,65436,900,1,INTERIOR_MINISTRY_STATS,FIRST,2024-11-15
2012,BE,BE12,COMMERCIAL_VEHICLE_CHECKS,594359,559,14824,11251,6012,13938,149055,17151889.6,3256,30194,78818,17266,1,TRANSPORT_INSPECTORATE,SECOND,2024-05-04
2013,DK,ES3,DISTRACTED_DRIVING,1968047,1381,228579,5299,35361,25572,806422,38527809.18,5866,14788,103090,8772,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-06-26
2014,GR,PT1,SEATBELT_ENFORCEMENT,1393812,827,127554,19953,23733,78672,855265,34437970.29,3330,31950,71633,5149,0,ROAD_POLICING_AGENCY,FLASH,2024-11-07
2015,LT,AT887,DUI_ENFORCEMENT,187527,103,19408,697,1359,3914,44473,2347880.92,569,15751,4396,528,1,INTERIOR_MINISTRY_STATS,FIRST,2025-06-25
2016,PT,SK58,SPEED_ENFORCEMENT,1564278,239,394306,10575,7941,13456,688298,50546313.5,7237,45393,30006,1802,0,TRANSPORT_INSPECTORATE,SECOND,2024-01-24
2017,SE,BE328,ROADWORTHINESS_INSPECTIONS,1523399,806,154635,8345,4692,38963,498596,42330811.84,5855,27072,189116,4019,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-10-01
2018,CY,HR26,COMMERCIAL_VEHICLE_CHECKS,992057,743,105858,14064,4178,4750,391584,12883506.7,7055,12533,60670,2746,1,ROAD_POLICING_AGENCY,FLASH,2024-01-15
2019,FR,GR80,DISTRACTED_DRIVING,300437,362,11231,5668,1178,5180,89595,5164035.25,1056,4639,16054,17,1,INTERIOR_MINISTRY_STATS,FIRST,2024-03-19
2020,IT,PT8,SEATBELT_ENFORCEMENT,440094,1242,37582,1034,4794,11719,138721,10540450.54,1378,9028,5896,389,0,TRANSPORT_INSPECTORATE,SECOND,2025-06-06
2021,NL,MT10,DUI_ENFORCEMENT,1978700,288,170395,18596,13607,42827,649904,29026448.14,10871,118042,101931,11047,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-08
2022,SI,PT2,SPEED_ENFORCEMENT,739988,1288,96617,11316,3438,15218,375665,23755855.35,6012,1669,26704,2795,0,ROAD_POLICING_AGENCY,FLASH,2024-06-12
2023,BG,LV8,ROADWORTHINESS_INSPECTIONS,623720,1217,16380,11439,2788,16846,158976,11385273.19,2823,2608,122586,2181,0,INTERIOR_MINISTRY_STATS,FIRST,2024-05-09
2024,EE,DE73,COMMERCIAL_VEHICLE_CHECKS,482001,1162,21837,5203,7145,7549,128851,11035577.95,1615,9209,16067,1575,1,TRANSPORT_INSPECTORATE,SECOND,2024-07-02
2025,HU,PL564,DISTRACTED_DRIVING,831217,1199,196648,1487,42654,2429,741967,44057329.68,2919,17932,31993,989,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-21
2006,LU,DE2,SEATBELT_ENFORCEMENT,2531090,211,27590,27705,35304,170608,762415,71250808.92,16742,20971,123645,3046,1,ROAD_POLICING_AGENCY,FLASH,2024-06-20
2007,RO,AT443,DUI_ENFORCEMENT,161286,255,12522,9147,2335,3192,107727,20158539.05,3513,17905,9252,372,1,INTERIOR_MINISTRY_STATS,FIRST,2024-05-16
2008,AT,ES1,SPEED_ENFORCEMENT,1140665,2693,86623,20779,17495,24346,260279,63952203.65,6808,32046,64720,3097,1,TRANSPORT_INSPECTORATE,SECOND,2024-07-31
2009,CZ,SE32,ROADWORTHINESS_INSPECTIONS,1337295,1159,124675,10617,25447,12011,289775,42250592.21,7559,15572,82144,3477,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-14
2010,DE,LV708,COMMERCIAL_VEHICLE_CHECKS,671484,212,65862,10141,7334,12842,221222,30909901.93,7431,27313,37942,13642,0,ROAD_POLICING_AGENCY,FLASH,2024-03-25
2011,LV,DK34,DISTRACTED_DRIVING,75612,263,7011,832,5370,1088,27966,4241087.89,527,930,4017,11,0,INTERIOR_MINISTRY_STATS,FIRST,2025-04-03
2012,PL,BE9,SEATBELT_ENFORCEMENT,63747,61,4476,724,315,3859,28248,2188281.8,414,883,530,203,0,TRANSPORT_INSPECTORATE,SECOND,2025-09-03
2013,ES,BG884,DUI_ENFORCEMENT,1345018,1049,119000,48284,24239,16575,802098,37802222.78,32917,135685,47135,7916,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-11-13
2014,HR,RO19,SPEED_ENFORCEMENT,1236873,3461,97621,7830,12518,21137,331689,23988881.84,5310,27722,46402,6818,1,ROAD_POLICING_AGENCY,FLASH,2025-11-13
2015,FI,GR2,ROADWORTHINESS_INSPECTIONS,1519172,1009,138071,10160,1900,33380,570678,28563965.23,9027,8002,223361,6585,1,INTERIOR_MINISTRY_STATS,FIRST,2025-01-18
2016,IE,LU61,COMMERCIAL_VEHICLE_CHECKS,1546008,1164,51767,25256,18528,38786,510036,49925830.5,12072,66551,319531,28824,0,TRANSPORT_INSPECTORATE,SECOND,2025-07-22
2017,MT,PT3,DISTRACTED_DRIVING,813935,94,222314,13179,3059,14911,556149,45543604.18,4976,14425,44187,4207,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-02-17
2018,SK,LU3,SEATBELT_ENFORCEMENT,1060518,850,56439,8319,13200,86458,327175,25716991.86,3840,19688,54496,1683,0,ROAD_POLICING_AGENCY,FLASH,2024-02-06
2019,BE,PL14,DUI_ENFORCEMENT,1756884,46,148723,9868,7923,6617,500516,30488062.73,7939,76863,65925,7837,1,INTERIOR_MINISTRY_STATS,FIRST,2025-04-11
2020,DK,LT35,SPEED_ENFORCEMENT,927098,2041,20733,11444,8528,19992,189621,18434675.05,4513,9771,55322,2870,1,TRANSPORT_INSPECTORATE,SECOND,2025-12-29
2021,GR,HU863,ROADWORTHINESS_INSPECTIONS,820870,933,77656,14569,11231,10141,264661,25961366.2,3181,462,168220,2357,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-07-20
2022,LT,DE145,COMMERCIAL_VEHICLE_CHECKS,2001520,387,166940,18206,37863,24863,777372,54940964.43,8910,27062,360143,18808,1,ROAD_POLICING_AGENCY,FLASH,2024-10-10
2023,PT,IE20,DISTRACTED_DRIVING,2008287,337,441191,2660,131616,51394,1540298,60984290.86,10380,44165,108608,1145,1,INTERIOR_MINISTRY_STATS,FIRST,2024-11-18
2024,SE,HR57,SEATBELT_ENFORCEMENT,790125,940,24189,10311,15491,4247,167722,13186480.88,4585,13634,45738,2098,0,TRANSPORT_INSPECTORATE,SECOND,2024-11-03
2025,CY,NL986,DUI_ENFORCEMENT,344408,323,17612,14064,1501,3654,193117,15891936.22,7114,25031,11956,497,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-01-18
2006,FR,PT809,SPEED_ENFORCEMENT,1297031,4192,66611,21147,20928,2156,260092,46645360.85,12365,17964,72472,5510,0,ROAD_POLICING_AGENCY,FLASH,2025-12-12
2007,IT,BE7,ROADWORTHINESS_INSPECTIONS,172901,223,3741,198,2225,2445,21389,857191.0,133,3753,14035,930,0,INTERIOR_MINISTRY_STATS,FIRST,2026-01-21
2008,NL,DE329,COMMERCIAL_VEHICLE_CHECKS,2073592,1103,159400,7139,13019,28465,675110,43235928.96,7704,182465,179679,51694,1,TRANSPORT_INSPECTORATE,SECOND,2025-10-08
2009,SI,SI590,DISTRACTED_DRIVING,334853,986,89690,4674,5826,3377,176110,10198409.97,3251,1505,3583,229,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-12-12
2010,BG,BG680,SEATBELT_ENFORCEMENT,1699823,1030,97017,25788,18579,94387,605938,74712496.23,6877,27406,94962,4003,1,ROAD_POLICING_AGENCY,FLASH,2024-03-08
2011,EE,PT734,DUI_ENFORCEMENT,1534217,352,62974,34788,17310,24999,395335,31149402.6,9220,165043,46780,1258,0,INTERIOR_MINISTRY_STATS,FIRST,2025-05-31
2012,HU,HR264,SPEED_ENFORCEMENT,1547463,4281,134182,22298,13590,30922,616685,67153883.22,16575,2138,13929,3890,1,TRANSPORT_INSPECTORATE,SECOND,2024-12-21
2013,LU,FR37,ROADWORTHINESS_INSPECTIONS,569764,1085,55306,2258,9644,9019,231160,14017605.33,2781,14870,59554,504,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-01-11
2014,RO,CY64,COMMERCIAL_VEHICLE_CHECKS,2119721,135,26158,38043,15959,25379,405536,69372809.45,5933,229618,216669,14209,0,ROAD_POLICING_AGENCY,FLASH,2025-05-27
2015,AT,EE717,DISTRACTED_DRIVING,644418,836,52917,12203,11509,11106,180372,27501323.85,5436,4974,9647,2805,0,INTERIOR_MINISTRY_STATS,FIRST,2024-08-16
2016,CZ,LT329,SEATBELT_ENFORCEMENT,774521,465,12530,15316,4931,12981,167874,30132325.86,2314,21859,35873,487,0,TRANSPORT_INSPECTORATE,SECOND,2024-12-27
2017,DE,NL203,DUI_ENFORCEMENT,1766595,662,128328,40760,10187,17779,626767,89078106.76,14109,148865,40950,6990,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-04
2018,LV,BG6,SPEED_ENFORCEMENT,266799,4806,32009,3465,4902,1302,100468,8270199.34,1913,3405,1207,594,0,ROAD_POLICING_AGENCY,FLASH,2024-01-23
2019,PL,PT52,ROADWORTHINESS_INSPECTIONS,1587701,707,70314,31450,16743,10883,445001,82182254.11,13398,22230,95233,4525,0,INTERIOR_MINISTRY_STATS,FIRST,2025-04-15
2020,ES,EE39,COMMERCIAL_VEHICLE_CHECKS,1159272,1056,41938,10995,1363,24241,246494,10007690.23,4739,48996,224104,28740,0,TRANSPORT_INSPECTORATE,SECOND,2024-11-25
2021,HR,SE8,DISTRACTED_DRIVING,2115302,379,42609,10547,99824,3410,306487,24509150.4,5695,57559,66953,10152,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-09-01
2022,FI,FI15,SEATBELT_ENFORCEMENT,591900,57,14506,8292,11740,51168,213395,27395207.76,1466,6697,9558,2404,0,ROAD_POLICING_AGENCY,FLASH,2024-12-02
2023,IE,LU195,DUI_ENFORCEMENT,918440,1390,43486,16447,3669,4006,214736,30223840.69,7725,22906,34647,2778,0,INTERIOR_MINISTRY_STATS,FIRST,2025-01-23
2024,MT,CY56,SPEED_ENFORCEMENT,2729052,3555,501009,31120,34803,76259,1154001,130863399.66,16344,55532,89017,14674,1,TRANSPORT_INSPECTORATE,SECOND,2024-08-16
2025,SK,PL89,ROADWORTHINESS_INSPECTIONS,645759,737,26677,3581,6313,6318,133998,7105907.4,2203,9678,42801,2123,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-09-14
2006,BE,LU10,COMMERCIAL_VEHICLE_CHECKS,1514853,83,112652,5791,17202,16633,352035,28586638.52,3125,118125,120797,43640,0,ROAD_POLICING_AGENCY,FLASH,2024-10-16
2007,DK,RO2,DISTRACTED_DRIVING,278112,883,70037,3878,12631,2102,276813,21140675.73,3091,7768,12595,575,0,INTERIOR_MINISTRY_STATS,FIRST,2024-05-25
2008,GR,LU6,SEATBELT_ENFORCEMENT,1576401,1006,60648,26030,11524,38795,320499,39346459.37,13919,32308,29142,8380,1,TRANSPORT_INSPECTORATE,SECOND,2024-01-13
2009,LT,PL592,DUI_ENFORCEMENT,1243389,202,107787,6878,23959,9355,478458,33414102.02,7217,17051,34575,1477,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-17
2010,PT,NL90,SPEED_ENFORCEMENT,1175114,737,182338,21471,9396,14255,459411,30802584.93,4675,10225,65106,2642,1,ROAD_POLICING_AGENCY,FLASH,2024-11-11
2011,SE,PT16,ROADWORTHINESS_INSPECTIONS,147577,1043,2182,2579,2120,566,26845,2437661.32,1475,2290,18648,534,1,INTERIOR_MINISTRY_STATS,FIRST,2024-02-10
2012,CY,HR852,COMMERCIAL_VEHICLE_CHECKS,3070686,1243,87776,24858,22163,76766,431249,31873397.74,9142,276249,221798,47974,0,TRANSPORT_INSPECTORATE,SECOND,2025-03-30
2013,FR,HU5,DISTRACTED_DRIVING,134006,131,24104,1855,8140,2061,94492,6277772.5,1748,1664,874,217,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-10-18
2014,IT,NL35,SEATBELT_ENFORCEMENT,1895645,711,45712,9909,36243,133874,370771,40044867.53,3134,31204,73152,8935,1,ROAD_POLICING_AGENCY,FLASH,2025-02-14
2015,NL,NL24,DUI_ENFORCEMENT,312398,103,36597,14640,6168,4078,283985,11916866.2,4985,2837,5313,241,1,INTERIOR_MINISTRY_STATS,FIRST,2024-02-02
2016,SI,ES28,SPEED_ENFORCEMENT,788097,2737,45086,2111,14247,809,157249,11118930.51,1853,14129,9434,451,1,TRANSPORT_INSPECTORATE,SECOND,2024-09-19
2017,BG,SK8,ROADWORTHINESS_INSPECTIONS,1126564,1228,18643,12270,19843,10807,183176,27035322.7,7374,16500,124214,6067,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-05-04
2018,EE,FR13,COMMERCIAL_VEHICLE_CHECKS,152201,948,8947,591,1845,2331,30379,1459867.07,279,16320,24799,4232,0,ROAD_POLICING_AGENCY,FLASH,2024-05-22
2019,HU,HR61,DISTRACTED_DRIVING,58040,711,5824,238,4294,1474,26622,1458089.86,123,471,2846,347,0,INTERIOR_MINISTRY_STATS,FIRST,2025-11-02
2020,LU,BG679,SEATBELT_ENFORCEMENT,1402405,1339,116405,3164,2152,97947,525821,26807813.13,2629,40263,6454,8188,1,TRANSPORT_INSPECTORATE,SECOND,2024-11-28
2021,RO,IT2,DUI_ENFORCEMENT,2598656,1049,248624,85025,46898,49960,1635216,83598787.75,31424,85902,46773,1780,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-01-10
2022,AT,AT7,SPEED_ENFORCEMENT,1831985,2119,509992,5506,10209,42021,1276996,93491220.68,13640,35609,79245,1452,1,ROAD_POLICING_AGENCY,FLASH,2025-02-03
2023,CZ,SK47,ROADWORTHINESS_INSPECTIONS,282365,4,3275,5578,1731,3527,76120,4811340.79,3194,5790,19698,480,1,INTERIOR_MINISTRY_STATS,FIRST,2024-05-14
2024,DE,AT347,COMMERCIAL_VEHICLE_CHECKS,1607085,202,66951,1510,5371,33715,143139,14038833.01,1798,67399,242872,30982,0,TRANSPORT_INSPECTORATE,SECOND,2026-01-15
2025,LV,LU24,DISTRACTED_DRIVING,821133,447,169390,12792,31624,4187,548611,41460959.67,7462,7702,48093,4339,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-04-22
2006,PL,MT3,SEATBELT_ENFORCEMENT,498596,1074,32442,2521,1210,42489,159377,8895414.58,1367,10668,2331,471,1,ROAD_POLICING_AGENCY,FLASH,2025-08-28
2007,ES,PL1,DUI_ENFORCEMENT,451003,348,9831,7395,6284,6228,96331,13611195.51,1542,28844,2630,742,1,INTERIOR_MINISTRY_STATS,FIRST,2024-04-07
2008,HR,IT754,SPEED_ENFORCEMENT,583278,1011,84568,10913,6029,9237,320625,15964624.98,5468,11130,9620,2148,1,TRANSPORT_INSPECTORATE,SECOND,2024-05-04
2009,FI,NL979,ROADWORTHINESS_INSPECTIONS,1377110,260,148874,10084,8013,23138,564593,28691527.67,5323,23514,270187,2790,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-22
2010,IE,CZ22,COMMERCIAL_VEHICLE_CHECKS,1566455,1335,19228,16052,9774,27776,196153,31672797.29,6671,116083,320636,36627,0,ROAD_POLICING_AGENCY,FLASH,2025-10-25
2011,MT,ES64,DISTRACTED_DRIVING,1570720,204,362739,25653,29072,18504,1306149,85930805.32,8184,4571,53692,1271,1,INTERIOR_MINISTRY_STATS,FIRST,2025-01-12
2012,SK,ES815,SEATBELT_ENFORCEMENT,1256678,34,113135,9887,18175,6021,279075,25643837.8,8396,12850,57140,3893,0,TRANSPORT_INSPECTORATE,SECOND,2024-07-12
2013,BE,IT259,DUI_ENFORCEMENT,1580240,849,42721,7091,17348,26960,219879,24586301.32,3213,128904,76581,5641,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-11-22
2014,DK,CZ9,SPEED_ENFORCEMENT,2222802,4273,49523,30467,8625,9849,447053,32027436.6,6490,43233,106211,5826,1,ROAD_POLICING_AGENCY,FLASH,2024-03-21
2015,GR,SI697,ROADWORTHINESS_INSPECTIONS,1544358,636,147785,5229,30631,32176,422590,30321044.59,3199,38689,239095,1047,1,INTERIOR_MINISTRY_STATS,FIRST,2025-02-11
2016,LT,PT4,COMMERCIAL_VEHICLE_CHECKS,1945308,834,67696,35751,22510,49510,459598,69646984.87,13677,108088,121115,48402,1,TRANSPORT_INSPECTORATE,SECOND,2025-04-19
2017,PT,NL920,DISTRACTED_DRIVING,1578270,203,135963,27740,114746,43556,774723,42345687.01,18085,3951,66307,8135,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-04-16
2018,SE,MT44,SEATBELT_ENFORCEMENT,1701606,1239,29706,31806,7715,20385,417368,61268661.29,12738,31029,49089,1133,1,ROAD_POLICING_AGENCY,FLASH,2024-03-16
2019,CY,HU636,DUI_ENFORCEMENT,1251195,159,62777,14614,6053,25305,227877,24488661.5,3318,58609,56499,687,0,INTERIOR_MINISTRY_STATS,FIRST,2024-11-25
2020,FR,BE810,SPEED_ENFORCEMENT,13559,1456,3594,42,248,204,7584,318200.11,88,356,294,19,0,TRANSPORT_INSPECTORATE,SECOND,2024-01-07
2021,IT,SI3,ROADWORTHINESS_INSPECTIONS,1026249,1378,113359,12550,6687,5664,421942,24085109.32,10738,25254,107118,762,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-10
2022,NL,HU973,COMMERCIAL_VEHICLE_CHECKS,1520902,667,114622,19739,23209,26296,478731,56989039.1,11208,31638,245008,45388,1,ROAD_POLICING_AGENCY,FLASH,2024-01-30
2023,SI,NL899,DISTRACTED_DRIVING,938931,409,104566,13261,67841,12674,597006,34344567.76,10763,24577,10349,55,1,INTERIOR_MINISTRY_STATS,FIRST,2024-12-07
2024,BG,DE894,SEATBELT_ENFORCEMENT,1213195,440,107722,4783,20653,40664,480682,30682796.19,4293,15931,37977,5641,0,TRANSPORT_INSPECTORATE,SECOND,2024-09-30
2025,EE,EE593,DUI_ENFORCEMENT,351444,672,8412,17347,6411,7985,184693,28849665.07,8208,9058,11899,1431,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-12-09
2006,HU,GR87,SPEED_ENFORCEMENT,2184692,2186,268085,41684,12034,34866,1278907,94256705.05,28657,13472,90476,3998,0,ROAD_POLICING_AGENCY,FLASH,2025-09-06
2007,LU,SE2,ROADWORTHINESS_INSPECTIONS,2746654,953,326813,14581,35298,40220,1053850,86443861.48,10507,8214,154524,16393,0,INTERIOR_MINISTRY_STATS,FIRST,2024-09-07
2008,RO,EE72,COMMERCIAL_VEHICLE_CHECKS,838233,907,56060,4183,8646,2318,127504,8565750.76,1212,70600,169002,23536,0,TRANSPORT_INSPECTORATE,SECOND,2024-08-06
2009,AT,PT66,DISTRACTED_DRIVING,349061,357,19019,6129,17156,8217,158361,10873261.65,2897,2276,19574,1545,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-12-19
2010,CZ,MT309,SEATBELT_ENFORCEMENT,2039342,574,91548,31002,14385,134648,842987,90196427.58,17692,3024,39120,7088,0,ROAD_POLICING_AGENCY,FLASH,2024-02-27
2011,DE,LU20,DUI_ENFORCEMENT,515762,814,27409,17929,8562,11846,217554,30605228.5,7222,50969,27374,2414,1,INTERIOR_MINISTRY_STATS,FIRST,2025-01-01
2012,LV,LV5,SPEED_ENFORCEMENT,934744,3858,132884,2752,11245,1889,425829,23102496.78,2879,7258,46989,2967,1,TRANSPORT_INSPECTORATE,SECOND,2024-02-07
2013,PL,SI235,ROADWORTHINESS_INSPECTIONS,1296691,407,130601,5556,17928,1924,399521,26647624.15,4601,19941,233662,2955,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-05
2014,ES,MT41,COMMERCIAL_VEHICLE_CHECKS,741549,1036,69472,2677,7868,22217,161207,14588776.81,1937,15339,109488,2321,1,ROAD_POLICING_AGENCY,FLASH,2025-05-31
2015,HR,FR577,DISTRACTED_DRIVING,1807406,365,490506,23521,30778,5529,882499,93886884.74,13773,8642,23323,3420,0,INTERIOR_MINISTRY_STATS,FIRST,2025-04-16
