care_coverage_coverage_year,care_coverage_state_ut_code,care_coverage_district_lgd_code,care_coverage_scheme_type_code,care_coverage_pmjay_beneficiary_count,care_coverage_abha_id_linked_share_pct,care_coverage_premium_benchmark_inr,care_coverage_deductible_individual_inr,care_coverage_oop_max_individual_inr,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_esic_enrollment,care_coverage_cghs_enrollment,care_coverage_employer_covered_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status,care_coverage_data_source_agency
2025,IN-SK,LGD-D-2581170,ESIC,366032,80.59,26238.03,20236.82,140495.26,Tiered,596523,33.36,2478645,523395,18.8,80.13,34.01,201563,Rejected,StateHealthDept
2025,IN-HP,LGD-D-3855799,ESIC,1006811,42.75,32607.08,14994.99,39235.69,Open,2500558,33.26,3635798,422769,53.74,82.35,21.27,10850,PendingDocs,CGHS
2022,IN-TN,LGD-D-1690736,CGHS,494804,73.2,13688.4,20818.1,137642.85,Tiered,7203498,8.59,2234305,189749,26.99,48.31,12.58,55003,NotApplicable,StateHealthDept
2020,IN-KA,LGD-D-9915104,PrivateGroup,607100,61.0,7369.47,919.45,98875.33,Restricted,3864627,12.41,3349622,558199,39.35,58.72,14.23,66683,Rejected,MoHFW
2022,IN-JH,LGD-D-2525504,PrivateGroup,674889,0.58,5337.31,17175.94,44748.64,Tiered,6357042,18.41,267826,177992,50.37,5.03,28.54,55078,NotApplicable,CGHS
2020,IN-UP,LGD-D-4318845,PrivateGroup,3051506,84.79,21820.88,13297.68,146681.46,Restricted,6175059,30.49,1891982,435389,47.45,45.15,13.68,196041,PendingDocs,NHA
2016,IN-MZ,LGD-D-7525506,CGHS,1615888,89.21,3252.44,4437.37,118314.66,Open,2685033,11.74,347183,695750,41.58,62.97,1.45,183770,Approved,ESIC
2019,IN-LD,LGD-D-1592471,PrivateGroup,2055277,27.25,9941.26,21443.53,126288.02,Tiered,3117273,14.97,4728793,233997,41.14,25.09,4.64,36676,PendingDocs,ESIC
2020,IN-PB,LGD-D-8380905,ESIC,3094714,38.12,31201.68,4235.23,13843.15,Preferred,8039867,28.77,4163256,337202,43.05,8.21,28.14,74192,PendingDocs,IRDAI
2016,IN-GA,LGD-D-6577563,Mixed,328869,16.27,4355.32,12229.61,120806.48,EHS_Network,2671721,17.87,2300583,382218,16.31,39.31,7.12,98122,Rejected,CGHS
2023,IN-LA,LGD-D-1214335,PMJAY,434501,14.18,27674.47,20877.66,16642.19,Tiered,2626606,22.56,2639744,121633,16.1,71.26,30.61,118226,Rejected,StateHealthDept
2023,IN-AS,LGD-D-1524726,CGHS,199124,94.01,14808.45,3196.94,103642.6,Preferred,843772,2.37,353659,208242,47.9,11.66,32.74,226938,PendingDocs,StateHealthDept
2020,IN-TN,LGD-D-1678351,Mixed,1610527,39.88,10291.81,148.28,31914.53,Restricted,7591525,6.09,3046186,201724,40.85,14.5,11.25,24986,UnderReview,MoHFW
2017,IN-MN,LGD-D-5403521,CGHS,203707,38.56,34980.65,14175.2,48039.49,Open,7811056,4.49,5335408,688192,33.34,80.22,6.97,135312,PendingDocs,NIC
2018,IN-KL,LGD-D-2579163,Mixed,3213918,29.31,34441.22,14512.54,14176.29,Tiered,9988778,20.86,637848,412073,27.63,28.44,6.07,59605,Rejected,IRDAI
2017,IN-GA,LGD-D-9655558,StateScheme,1579235,62.88,25130.18,7650.44,52933.44,Open,873949,22.77,4970788,78043,27.45,63.6,26.68,64932,Approved,NHA
2018,IN-AN,LGD-D-6304638,PrivateGroup,2579960,66.72,5063.19,658.62,7736.55,Restricted,1194394,27.52,136019,145432,11.51,24.95,34.66,241874,UnderReview,ESIC
2021,IN-UP,LGD-D-5918781,Mixed,2632202,9.72,19218.75,10413.76,44721.68,Open,11921844,17.32,3118813,223000,52.84,4.23,10.53,105197,PendingDocs,NHA
2019,IN-AP,LGD-D-9547187,StateScheme,1661583,52.92,26385.86,16229.65,77807.46,EHS_Network,3883545,21.9,817336,629827,44.4,7.31,17.6,91993,PendingDocs,NHA
2025,IN-UP,LGD-D-4246323,PMJAY,137019,24.25,31574.22,5735.59,148382.67,Open,3854397,10.9,4935323,410231,50.95,21.29,28.39,161064,PendingDocs,NHA
2016,IN-CH,LGD-D-2072800,PMJAY,929673,39.89,12713.88,7559.55,54178.32,Tiered,10032666,5.74,1978150,644320,54.29,83.11,31.94,175741,Rejected,CGHS
2018,IN-TS,LGD-D-6748985,CGHS,2051467,64.88,23290.76,13288.48,18236.21,EHS_Network,4281205,1.75,1741678,106802,29.8,34.42,1.77,235153,NotApplicable,CGHS
2022,IN-MP,LGD-D-8414346,PrivateGroup,1217005,50.74,23540.55,2582.17,117176.67,Tiered,11357523,1.68,4704864,93919,46.54,8.27,13.42,223409,Rejected,MoHFW
2022,IN-WB,LGD-D-9831660,ESIC,1989278,58.25,17566.08,19556.26,28413.14,Tiered,4619179,1.47,4732074,492783,45.56,7.25,26.22,132307,PendingDocs,StateHealthDept
2018,IN-DH,LGD-D-4558322,Mixed,2829448,90.1,14947.01,14631.59,98360.76,Restricted,10466432,20.56,3711645,542787,24.19,80.38,5.49,75683,Approved,ESIC
2017,IN-HR,LGD-D-1288986,PrivateGroup,3216304,84.68,24587.39,21410.62,42322.85,Tiered,6501085,13.15,1508125,193805,5.15,75.5,6.12,66155,Approved,StateHealthDept
2023,IN-HR,LGD-D-1991254,ESIC,3474044,35.93,3887.91,15670.65,118060.95,Preferred,8895989,31.74,2973894,343792,23.85,54.39,11.12,18362,Rejected,ESIC
2016,IN-MZ,LGD-D-2671178,CommunityBased,152246,80.5,25026.28,4024.32,35405.25,Preferred,11034001,4.15,4722039,614090,37.37,81.2,18.44,76590,Approved,MoHFW
2021,IN-HR,LGD-D-3525736,PMJAY,19905,24.5,27725.49,24320.62,41703.36,Preferred,2252757,15.25,406981,57222,17.48,67.21,28.31,88623,Rejected,StateHealthDept
2016,IN-MH,LGD-D-9676844,CommunityBased,2293904,42.19,10014.49,10862.38,134709.37,EHS_Network,1420757,23.9,962325,496219,46.44,36.17,23.66,205408,NotApplicable,StateHealthDept
2016,IN-AN,LGD-D-9825660,PMJAY,2691461,68.46,27921.94,11055.53,47527.94,EHS_Network,11744640,22.8,339257,122845,51.56,76.78,0.82,88487,UnderReview,NIC
2017,IN-DL,LGD-D-8526505,CGHS,3355724,12.03,28058.31,4408.71,140950.83,Preferred,9821142,10.88,2752635,609876,8.14,4.09,16.38,194689,UnderReview,NIC
2017,IN-MH,LGD-D-7216248,CGHS,1112993,87.86,18440.05,24828.33,23012.12,EHS_Network,1327296,19.03,666878,199017,30.43,84.61,29.67,80515,UnderReview,IRDAI
2018,IN-TN,LGD-D-3136692,PrivateGroup,168654,67.26,4508.73,6989.68,81656.01,Preferred,9964647,33.37,4806926,120722,10.35,74.28,19.0,64241,Approved,ESIC
2020,IN-CH,LGD-D-9612770,CommunityBased,1735120,93.42,29306.74,4339.23,91309.66,Preferred,11024598,12.9,2438215,580267,47.0,54.11,25.66,175030,Approved,ESIC
2020,IN-DH,LGD-D-4259484,CGHS,2406184,3.59,19128.22,18111.31,148323.4,EHS_Network,7791890,14.6,2226955,183937,8.8,74.35,25.11,240185,Rejected,ESIC
2020,IN-PY,LGD-D-3333911,PrivateGroup,501495,69.05,27277.12,3042.52,22779.29,Open,4148183,3.57,5536391,22569,35.33,12.16,3.7,117943,Rejected,MoHFW
2025,IN-AN,LGD-D-1751483,Mixed,2026990,71.75,25903.65,16009.51,31867.97,Restricted,11519782,6.49,4506544,440711,45.24,32.5,18.46,151922,Rejected,IRDAI
2022,IN-TN,LGD-D-1685524,ESIC,2403091,54.26,12741.9,2309.06,62459.05,Preferred,8417816,16.49,3110607,432586,1.33,78.66,19.41,247548,NotApplicable,ESIC
2024,IN-PB,LGD-D-8978983,CGHS,1979571,30.55,6096.69,1652.1,5368.03,Restricted,8321783,14.11,1525815,660491,46.99,22.24,23.91,23993,UnderReview,CGHS
2017,IN-NL,LGD-D-4651083,PMJAY,285292,77.53,28132.68,15232.3,103180.0,Preferred,7989609,0.9,3956644,323138,2.6,33.28,3.49,165944,Approved,StateHealthDept
2022,IN-DL,LGD-D-5060639,PMJAY,84217,68.66,5167.53,8487.86,142360.93,Restricted,2431539,29.26,3125206,544462,18.46,12.8,5.22,112623,UnderReview,IRDAI
2025,IN-TS,LGD-D-9062328,PMJAY,2268196,62.14,33837.15,3200.41,39700.84,Preferred,573250,11.92,1316076,496284,29.78,84.53,32.53,87193,PendingDocs,StateHealthDept
2019,IN-GA,LGD-D-1624004,PrivateGroup,2994401,43.31,3368.65,9318.28,53067.2,Tiered,4888018,25.33,1577090,19245,3.37,54.87,34.85,107336,Approved,IRDAI
2017,IN-HR,LGD-D-5451866,PMJAY,475152,27.8,26087.82,20516.18,95243.98,Restricted,9565369,1.15,5448545,307828,26.69,35.4,7.73,196940,UnderReview,StateHealthDept
2024,IN-JK,LGD-D-9427680,PrivateGroup,1194564,89.96,17051.18,20582.61,13667.87,Restricted,8558857,27.57,3803936,136735,7.08,32.98,19.27,232457,NotApplicable,ESIC
2023,IN-JH,LGD-D-7263931,Mixed,34141,84.54,10695.11,668.19,104579.99,EHS_Network,1911495,10.23,663159,428687,22.39,44.27,20.16,168469,Approved,ESIC
2024,IN-SK,LGD-D-7401047,StateScheme,3397677,79.13,3402.67,11783.23,30869.2,Open,4775767,14.65,1814550,481107,23.83,16.24,19.36,192314,PendingDocs,StateHealthDept
2025,IN-RJ,LGD-D-8088913,CommunityBased,3275591,57.23,34212.91,17945.84,139219.37,Restricted,1179240,11.91,1058901,296451,27.33,28.26,23.27,103506,Approved,IRDAI
2021,IN-MN,LGD-D-3209160,ESIC,2192587,39.59,13785.81,15767.13,134130.67,Open,8400529,34.19,5848038,58006,41.65,64.12,1.33,203262,UnderReview,MoHFW
2018,IN-CH,LGD-D-8420609,CGHS,700070,53.51,22873.22,2760.18,125875.89,Tiered,7527278,2.95,3168964,587920,45.91,39.63,32.92,28269,Rejected,CGHS
2020,IN-TS,LGD-D-7815264,CGHS,3214612,90.58,26601.88,16373.13,37624.0,Preferred,11018725,29.21,271234,108917,34.65,56.66,7.9,72182,PendingDocs,NIC
2021,IN-UK,LGD-D-8357424,Mixed,2696160,67.03,29635.17,18096.0,40652.96,Restricted,9701618,9.99,2000291,512082,22.14,25.17,15.42,109739,Rejected,CGHS
2019,IN-DL,LGD-D-7212742,PrivateGroup,2499980,75.51,16531.75,20734.85,22505.3,EHS_Network,6183594,15.26,2828581,262835,52.35,78.88,18.74,87395,PendingDocs,IRDAI
2020,IN-MP,LGD-D-6014834,PrivateGroup,182222,13.56,2361.72,15265.36,12738.66,EHS_Network,6285956,28.68,1496905,47445,43.0,46.59,5.02,11192,NotApplicable,ESIC
2020,IN-UP,LGD-D-8132173,CGHS,289967,82.98,28837.73,11454.48,94575.42,Restricted,8929605,29.1,1670339,247101,46.87,70.86,28.56,112884,Rejected,ESIC
2019,IN-AP,LGD-D-1388787,PrivateGroup,2996267,50.11,34194.32,21915.06,7643.18,Tiered,7696477,30.98,2866410,578098,48.38,35.65,10.09,32734,UnderReview,MoHFW
2019,IN-HR,LGD-D-4459675,ESIC,3136360,74.14,6631.26,11294.75,131681.25,EHS_Network,1579784,6.59,614305,89685,31.34,57.95,6.44,201069,Approved,ESIC
2021,IN-JK,LGD-D-2737648,PrivateGroup,1438251,36.49,11129.1,12662.15,98466.66,Restricted,2780845,24.3,2464625,301896,0.31,72.39,6.84,15429,NotApplicable,NHA
2020,IN-AR,LGD-D-5665601,ESIC,2595575,14.49,4317.52,14528.19,102219.92,Open,10681785,27.35,3088459,414798,41.02,16.31,12.32,55621,UnderReview,ESIC
2024,IN-GJ,LGD-D-3371779,CGHS,3280747,12.33,16123.21,242.56,39767.18,EHS_Network,11503993,20.51,2963144,471487,1.05,31.46,26.53,104911,Rejected,CGHS
2017,IN-LA,LGD-D-8413581,PrivateGroup,3202020,71.8,3720.59,6986.23,54579.47,Open,73091,30.8,5192151,543313,30.7,68.72,6.69,94139,PendingDocs,NHA
2018,IN-KL,LGD-D-1687403,CGHS,590404,48.4,25889.66,11781.54,136124.29,Open,9354895,27.1,4055717,646220,31.9,11.88,34.43,116966,Approved,ESIC
2022,IN-TR,LGD-D-3499614,Mixed,3137822,91.93,34609.34,21249.62,135468.46,Tiered,2578385,22.1,4379636,306921,8.42,74.91,16.19,75129,Approved,NHA
2022,IN-CG,LGD-D-5096905,PrivateGroup,2332340,39.61,14901.64,4933.64,2845.46,EHS_Network,6722736,25.93,5772048,23911,54.86,11.03,3.89,233746,Approved,NHA
2024,IN-RJ,LGD-D-8618250,PMJAY,1791928,55.3,18856.91,7219.52,62156.71,Tiered,5667721,28.99,3975942,36711,19.41,19.68,6.88,121129,NotApplicable,MoHFW
2021,IN-AR,LGD-D-8168664,PrivateGroup,2283639,63.97,4782.12,20854.17,6918.48,EHS_Network,5432853,18.77,3139540,665336,53.05,3.36,28.76,249017,PendingDocs,NIC
2022,IN-GJ,LGD-D-9011150,StateScheme,1571630,77.29,17550.9,23721.3,102413.32,EHS_Network,4584417,28.91,2450877,78955,38.79,10.23,28.67,122349,Approved,IRDAI
2023,IN-SK,LGD-D-1198514,StateScheme,1462393,68.56,22083.15,15006.2,11738.78,Preferred,7155266,7.96,5588919,607427,17.84,66.29,4.85,227973,Approved,ESIC
2024,IN-TS,LGD-D-8493952,CGHS,3199667,96.92,10403.18,21992.95,73242.91,Open,279222,10.59,2672707,55882,7.29,35.58,11.64,143336,Rejected,StateHealthDept
2019,IN-TN,LGD-D-5409401,StateScheme,612215,20.14,28395.75,114.56,57532.09,EHS_Network,4774370,15.02,5133342,222802,47.83,46.55,9.99,165337,PendingDocs,MoHFW
2017,IN-KL,LGD-D-5734288,ESIC,2518460,52.12,27616.99,17104.89,36759.02,Preferred,11681633,28.71,5318140,557888,42.6,11.75,22.25,191310,PendingDocs,NIC
2025,IN-GJ,LGD-D-4982787,CommunityBased,2932093,38.88,25047.26,16601.64,133260.19,Preferred,3318542,20.93,742362,180981,24.81,15.17,3.46,74947,PendingDocs,IRDAI
2016,IN-SK,LGD-D-1902788,CommunityBased,1810842,82.61,28624.26,5069.68,29434.91,Preferred,7731926,11.89,2186228,23686,39.32,67.33,16.04,133585,Approved,MoHFW
2024,IN-AS,LGD-D-4847360,Mixed,3092852,82.59,8595.25,17994.45,24078.55,Preferred,2159537,14.05,2262516,385859,26.05,19.63,14.47,181627,Rejected,NHA
2023,IN-WB,LGD-D-5077265,CommunityBased,2888241,87.76,10837.65,997.27,139789.96,Open,697439,27.51,5507786,23054,5.07,45.74,4.83,56501,UnderReview,NIC
2017,IN-CG,LGD-D-1104957,CommunityBased,601740,86.68,3694.28,11562.04,149296.67,Preferred,9688119,3.0,2687893,197391,29.87,63.36,34.13,239074,UnderReview,NHA
2025,IN-KL,LGD-D-1306761,CGHS,2746236,46.42,34643.28,10658.98,48695.17,Tiered,4489800,31.64,4887547,277206,3.99,69.52,27.52,147220,PendingDocs,MoHFW
2021,IN-CG,LGD-D-3085957,CommunityBased,3314458,33.09,4638.21,17300.22,147344.15,Open,6325723,33.21,1768402,516076,19.12,62.89,9.85,186808,UnderReview,NHA
2020,IN-JH,LGD-D-2091590,Mixed,1936046,8.6,28775.57,1512.45,57271.02,Open,1493533,17.1,5150464,6895,38.97,59.77,27.61,215085,Rejected,CGHS
2025,IN-KL,LGD-D-7851199,Mixed,2954434,24.32,33506.61,5438.07,49075.09,Tiered,3049177,26.59,891169,383450,5.14,45.02,2.35,46999,Approved,ESIC
2019,IN-PY,LGD-D-9799288,CommunityBased,1134929,49.06,24917.2,24217.69,66369.89,Restricted,9493479,32.84,2234222,310166,36.28,51.6,29.31,187774,Approved,NHA
2025,IN-DH,LGD-D-5352858,PrivateGroup,2850173,31.47,33301.56,22208.72,141430.08,Tiered,1313922,16.89,4547258,340306,49.68,41.88,0.53,48765,PendingDocs,NHA
2021,IN-RJ,LGD-D-5890573,PrivateGroup,530326,10.77,15456.46,1325.69,96966.26,Tiered,7897638,12.4,4242802,650651,53.78,43.1,18.95,23415,Rejected,NIC
2022,IN-SK,LGD-D-3678623,Mixed,2654430,40.37,8178.87,2557.77,134745.2,Restricted,2067395,26.35,1531788,676901,52.85,62.41,21.39,29775,NotApplicable,CGHS
2025,IN-CG,LGD-D-4721344,PMJAY,713191,85.15,13203.87,15527.48,30392.54,Open,1037090,6.79,4430454,96164,22.29,70.2,21.62,48294,Rejected,NHA
2017,IN-CH,LGD-D-5173878,ESIC,1483788,91.6,33546.62,24126.86,98332.89,Preferred,5754442,11.5,4621834,229050,19.22,42.59,14.56,172304,UnderReview,IRDAI
2021,IN-RJ,LGD-D-2132855,PrivateGroup,871564,88.25,9305.76,3409.1,88225.46,Open,3457160,19.38,2982704,645799,45.51,44.32,7.77,114743,NotApplicable,MoHFW
2023,IN-TS,LGD-D-6410918,Mixed,2742119,47.61,11450.46,8198.2,8473.66,Tiered,3567897,16.26,801449,84408,31.13,72.86,10.78,117244,UnderReview,NIC
2023,IN-RJ,LGD-D-8802466,StateScheme,1512805,93.06,21323.54,13432.2,116183.78,Preferred,5784924,2.38,2675824,32518,53.57,13.4,1.38,209950,PendingDocs,IRDAI
2018,IN-CG,LGD-D-1391745,PMJAY,1439597,20.22,3958.66,17339.1,50935.76,Preferred,7409141,1.88,5736623,587405,7.27,44.87,19.73,224221,Approved,IRDAI
2023,IN-CG,LGD-D-9593134,ESIC,1996859,89.46,12485.48,24352.12,146291.6,EHS_Network,7415559,11.4,2755616,448879,19.42,63.69,7.81,201999,Rejected,CGHS
2025,IN-JH,LGD-D-7935520,CGHS,1734558,52.83,5265.2,22548.49,100711.16,EHS_Network,1481005,3.93,4340588,145431,21.47,22.48,19.62,166622,Rejected,IRDAI
2023,IN-TS,LGD-D-7903421,PMJAY,1703638,74.82,12658.66,8846.13,79261.9,Open,8219432,17.92,3469409,375897,22.76,64.53,9.46,230686,PendingDocs,CGHS
2016,IN-UP,LGD-D-2334050,CommunityBased,1615171,27.43,24087.99,3132.49,53476.89,Open,3697554,24.73,2555587,130516,33.57,73.02,29.54,151537,PendingDocs,NHA
2019,IN-GJ,LGD-D-1895759,StateScheme,3211432,16.68,23060.59,20139.03,51739.75,Open,6967661,13.07,3856464,345329,0.71,51.81,34.3,1201,Approved,NHA
2019,IN-TR,LGD-D-2925979,CGHS,632775,8.21,34089.32,17106.12,107231.89,Restricted,6309344,1.39,5187371,87733,34.18,48.59,34.43,74862,Rejected,CGHS
2019,IN-OD,LGD-D-7059631,PMJAY,1848436,65.57,5011.68,8803.45,33618.59,Preferred,7159140,22.96,1102825,390507,32.09,68.66,6.86,143167,Rejected,NHA
2022,IN-AN,LGD-D-3870499,PrivateGroup,417409,62.5,4246.9,11362.0,54306.67,Preferred,7947118,5.84,5516833,296118,27.05,68.55,25.76,131283,UnderReview,MoHFW
2020,IN-PB,LGD-D-2098073,PrivateGroup,2994408,83.29,32365.03,4516.82,83810.36,Preferred,3898467,28.42,5140663,497526,46.31,57.62,26.37,203074,Approved,NIC
2024,IN-UP,LGD-D-6296162,CommunityBased,2501678,21.48,16005.38,19809.63,66294.13,Open,4867273,25.46,1286190,74068,50.89,6.15,14.52,56425,NotApplicable,ESIC
2025,IN-TN,LGD-D-2721808,PrivateGroup,1996852,42.82,7786.52,13164.48,102474.88,Open,4568395,6.4,4607465,333998,44.0,28.93,13.01,109805,Rejected,IRDAI
2024,IN-ML,LGD-D-6236781,CGHS,783992,36.76,13437.41,11436.03,31107.89,Open,5911485,30.46,1166275,82293,35.21,29.6,23.58,106304,UnderReview,NIC
2024,IN-JK,LGD-D-1509427,CGHS,951911,48.25,5919.81,22457.62,40324.42,EHS_Network,9213331,13.19,3538541,95392,42.68,31.38,2.91,212281,NotApplicable,StateHealthDept
2018,IN-MP,LGD-D-8782696,PMJAY,2463549,80.43,10048.81,6491.66,59408.65,EHS_Network,2973690,32.74,2084371,413856,54.36,39.83,14.52,18950,UnderReview,CGHS
2023,IN-GJ,LGD-D-9848262,PrivateGroup,3158450,22.7,2338.83,14634.59,48994.43,Preferred,5495848,26.36,5053004,440214,15.04,52.24,25.42,36235,Approved,MoHFW
2022,IN-RJ,LGD-D-1401325,PMJAY,2439385,29.48,25651.62,24427.17,103202.82,Tiered,1120312,28.33,1226672,336524,30.6,65.12,29.56,172527,Rejected,MoHFW
2018,IN-DL,LGD-D-9619830,CommunityBased,2316225,33.29,2942.99,21330.58,120066.85,Restricted,11400294,27.0,3393412,298469,3.41,25.9,32.95,221553,Approved,MoHFW
2024,IN-PY,LGD-D-2057644,StateScheme,2695630,22.12,15555.29,13998.03,84253.53,Preferred,6699854,25.45,3848629,113308,28.67,31.85,18.62,149656,Rejected,StateHealthDept
2024,IN-LA,LGD-D-8636105,CommunityBased,968671,88.89,18238.04,15348.99,7822.29,Tiered,9698264,34.72,3709417,65568,54.15,10.67,0.77,11309,Rejected,CGHS
2017,IN-GA,LGD-D-2855944,CGHS,747241,0.75,12316.87,4689.88,63824.54,Tiered,5276341,14.25,3500048,591520,11.68,60.68,25.56,52131,NotApplicable,MoHFW
2021,IN-CH,LGD-D-1975704,StateScheme,617380,56.01,6480.9,6238.91,2956.74,Open,2715160,19.53,2226681,21781,17.67,22.29,1.44,213873,Rejected,MoHFW
2018,IN-MN,LGD-D-6243012,CommunityBased,366896,14.3,28209.93,3436.87,114307.59,Open,10964176,7.91,2026881,373964,24.5,10.71,26.02,184172,Approved,ESIC
2018,IN-AR,LGD-D-8572351,PMJAY,2922236,9.8,15500.56,1072.59,93781.15,Open,796135,29.53,4731424,351744,3.36,79.15,11.44,105077,Rejected,CGHS
2023,IN-GA,LGD-D-6998151,PMJAY,967831,62.92,14298.91,4480.43,24350.04,Preferred,5083630,7.51,3424356,689289,37.88,47.97,20.59,175865,UnderReview,CGHS
2019,IN-JK,LGD-D-5799040,StateScheme,431009,97.36,28173.07,24829.25,102205.38,Restricted,3865051,29.8,1466284,40133,18.4,55.91,3.58,83403,NotApplicable,NIC
2018,IN-HR,LGD-D-6505928,PMJAY,3094844,68.54,26459.87,12581.13,94493.35,Tiered,7162420,30.87,1948429,448360,51.98,82.87,11.98,234173,Rejected,ESIC
2023,IN-OD,LGD-D-9784550,ESIC,1328514,80.04,32800.4,12723.08,93140.29,Tiered,6064793,8.87,2785014,88610,8.98,19.85,15.78,31270,PendingDocs,MoHFW
2018,IN-LD,LGD-D-3105312,CommunityBased,1652474,11.32,4892.04,19634.59,62352.6,Preferred,374058,16.44,4605836,76228,22.96,15.0,5.59,115392,Approved,StateHealthDept
2017,IN-AP,LGD-D-6408665,Mixed,2737967,15.13,33326.68,14439.99,12621.92,Tiered,11126546,3.06,3160869,154174,9.99,36.01,1.63,230322,UnderReview,NIC
2017,IN-AN,LGD-D-8265784,CommunityBased,3483658,75.92,22333.2,22084.29,53397.15,Preferred,6649796,19.16,5294550,697881,53.88,58.6,33.85,208753,NotApplicable,NHA
2025,IN-AP,LGD-D-1898472,ESIC,2866325,4.83,32422.98,14096.23,75139.79,Preferred,2048850,28.57,212686,227566,13.08,53.25,10.71,154112,NotApplicable,NHA
2024,IN-JK,LGD-D-6061745,PrivateGroup,510303,70.16,8503.53,16960.96,129807.23,Open,5736820,23.27,1232643,260999,40.2,14.8,15.86,174465,Rejected,ESIC
2017,IN-LA,LGD-D-2380999,Mixed,1971534,58.75,23677.92,9022.72,147397.96,Open,2733228,17.28,1056435,433698,48.62,49.45,15.55,102128,Rejected,IRDAI
2021,IN-AN,LGD-D-3704695,CommunityBased,1858948,13.97,12437.0,15837.64,136850.55,EHS_Network,9428612,27.9,1182940,572456,18.66,63.03,7.14,26784,NotApplicable,NIC
2016,IN-TN,LGD-D-2998429,ESIC,1411771,56.06,22856.59,6422.15,93675.21,Restricted,2407075,3.11,796725,673666,20.18,53.2,19.03,72558,Rejected,CGHS
2017,IN-AR,LGD-D-7367083,CommunityBased,208161,11.59,1681.54,21823.85,143007.39,Restricted,10220218,33.11,4149636,404266,0.93,63.37,0.33,241465,NotApplicable,CGHS
2017,IN-GJ,LGD-D-1319956,CommunityBased,2469538,29.74,25328.08,16511.17,94930.35,Open,11860906,25.84,1058048,14343,39.4,5.81,29.45,216470,UnderReview,MoHFW
2017,IN-AN,LGD-D-6310309,PrivateGroup,2922981,66.91,18357.29,8390.95,142392.73,EHS_Network,5834381,30.26,3616571,549988,47.84,49.5,10.27,140271,NotApplicable,NHA
2022,IN-CH,LGD-D-4762399,CGHS,1459364,94.56,7827.24,8895.54,72945.08,Restricted,4978944,30.7,3151960,604009,39.12,55.09,34.78,347,Approved,MoHFW
2019,IN-TN,LGD-D-9651626,PrivateGroup,1217828,14.15,3837.61,22685.77,51034.72,Open,3455627,3.96,3926520,625718,38.64,22.06,2.79,117500,PendingDocs,NHA
2016,IN-LA,LGD-D-9517688,PrivateGroup,1025834,1.28,16788.94,15741.17,130346.07,Preferred,9930100,5.75,278163,530683,48.52,2.17,3.15,149999,NotApplicable,NIC
2023,IN-WB,LGD-D-2519952,CGHS,959465,2.73,16791.83,17225.46,12915.64,Tiered,5021887,31.68,4495774,266772,25.78,57.36,11.06,115757,NotApplicable,StateHealthDept
2023,IN-GJ,LGD-D-6002070,StateScheme,3089245,42.99,25528.51,1703.89,43108.07,Open,3755896,31.02,370248,53077,13.8,27.87,31.14,218457,PendingDocs,NIC
2018,IN-KL,LGD-D-8393137,CGHS,290250,92.57,30513.61,7100.31,32509.07,Tiered,11846859,26.29,1381857,511195,25.55,73.25,16.12,106425,Approved,IRDAI
2023,IN-AS,LGD-D-1798819,CGHS,1281740,90.73,20435.46,6222.03,10792.31,Restricted,755048,22.21,1595637,335008,39.27,11.87,1.4,20419,Rejected,NHA
2018,IN-OD,LGD-D-9258916,CGHS,2893513,95.68,2691.7,17759.88,14499.75,EHS_Network,6873150,28.45,2162506,577477,53.3,83.92,0.25,157688,Approved,NIC
2020,IN-CH,LGD-D-3778139,Mixed,379380,51.69,3477.18,20759.15,22623.93,Restricted,7460270,32.46,3672489,83950,21.69,77.66,33.94,180432,Approved,StateHealthDept
2021,IN-MZ,LGD-D-1117340,PrivateGroup,1876777,88.32,1523.37,16154.93,62590.05,Tiered,5327470,9.46,828387,412177,42.01,75.86,27.27,19321,Rejected,StateHealthDept
2018,IN-PB,LGD-D-8764817,StateScheme,1802741,97.35,7290.45,8838.64,79384.39,EHS_Network,8567184,22.32,2844419,425687,27.08,35.88,25.95,30905,UnderReview,NIC
2020,IN-GJ,LGD-D-9442682,PMJAY,207830,29.52,31595.04,11963.54,54142.92,EHS_Network,8548507,32.14,5022751,339784,13.35,62.56,30.24,174003,PendingDocs,NIC
2020,IN-OD,LGD-D-3625263,CGHS,1512997,1.15,8786.51,4248.01,53875.73,EHS_Network,10806203,31.69,4122121,222655,41.09,66.59,24.17,190892,Approved,CGHS
2020,IN-TS,LGD-D-6658173,CGHS,3325626,4.91,13796.69,12153.84,17797.79,Open,2760305,27.74,2848208,531848,41.52,59.76,4.65,182264,Approved,NHA
2020,IN-JH,LGD-D-4941165,Mixed,3222354,14.0,21684.67,1510.77,133203.24,Open,4517640,26.45,1629860,312303,45.14,75.43,19.45,211676,Approved,StateHealthDept
2025,IN-GJ,LGD-D-9014953,ESIC,2559086,83.64,8674.23,19883.19,18318.98,Preferred,2855127,27.57,5421454,155299,13.65,84.71,3.98,167775,NotApplicable,StateHealthDept
2016,IN-GA,LGD-D-2166646,Mixed,3016663,36.79,14374.02,10981.71,4595.95,Restricted,3089415,18.96,5932778,506951,26.17,14.97,31.64,223006,Rejected,MoHFW
