safe_terror_reference_year,safe_terror_country_iso2,safe_terror_attack_type_code,safe_terror_attack_count,safe_terror_fatalities_count,safe_terror_injuries_count,safe_terror_arrests_count,safe_terror_plot_disrupted_count,safe_terror_radicalisation_channel_code,safe_terror_online_propaganda_takedowns_count,safe_terror_foreign_fighter_returnees_count,safe_terror_financing_case_count,safe_terror_ct_policy_measure_code,safe_terror_public_alert_level_code,safe_terror_critical_infrastructure_threat_flag,safe_terror_cross_border_cooperation_flag,safe_terror_eu_agency_dataset,safe_terror_data_source,safe_terror_revision_round,safe_terror_data_extract_date
2008,LV,ARSON,2,2,3,238,11,ONLINE,7459,8,19,CT_STRATEGY_UPDATE,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-06-17
2009,PL,EXPLOSIVE_DEVICE,7,27,48,29,25,PRISON,3517,23,15,FINANCIAL_SANCTIONS,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-12-06
2010,ES,ATTACK_ATTEMPTED,5,3,27,151,38,IN_PERSON_NETWORK,6,76,20,INTELLIGENCE_SHARING,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-08-09
2011,HR,STABBING,9,14,33,161,33,FAMILY_PEER,3731,48,41,ONLINE_CONTENT_ACTION,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-04-23
2012,FI,FIREARM,3,11,6,212,33,TRAVEL_RELATED,2136,19,0,DERADICALISATION_PROGRAM,SEVERE,0,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-06-29
2013,IE,ATTACK_COMPLETED,11,11,77,90,4,UNKNOWN,1618,38,45,BORDER_SCREENING,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-11-09
2014,MT,VEHICLE_ATTACK,6,5,40,131,20,ONLINE,13841,37,37,CRITICAL_INFRA_PROTECTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-06-15
2015,SK,SABOTAGE,10,3,50,49,1,PRISON,296,69,23,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-10-10
2016,BE,ARSON,3,2,2,196,16,IN_PERSON_NETWORK,702,57,20,FINANCIAL_SANCTIONS,LOW,1,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-01
2017,DK,EXPLOSIVE_DEVICE,11,16,80,147,32,FAMILY_PEER,3027,30,46,INTELLIGENCE_SHARING,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-08-05
2018,GR,ATTACK_ATTEMPTED,8,4,66,95,30,TRAVEL_RELATED,410,1,53,ONLINE_CONTENT_ACTION,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-05-30
2019,LT,STABBING,0,0,0,117,6,UNKNOWN,1207,57,61,DERADICALISATION_PROGRAM,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-26
2020,PT,FIREARM,0,0,0,134,41,ONLINE,13672,75,65,BORDER_SCREENING,GUARDED,1,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-11-19
2021,SE,ATTACK_COMPLETED,11,17,64,0,26,PRISON,1042,4,63,CRITICAL_INFRA_PROTECTION,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-03-03
2022,CY,VEHICLE_ATTACK,7,9,85,124,41,IN_PERSON_NETWORK,485,40,83,CT_STRATEGY_UPDATE,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-04-24
2023,FR,SABOTAGE,8,11,32,206,11,FAMILY_PEER,2850,5,22,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-09-13
2024,IT,ARSON,1,0,5,18,8,TRAVEL_RELATED,2404,40,24,INTELLIGENCE_SHARING,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-01-08
2025,NL,EXPLOSIVE_DEVICE,4,12,34,105,21,UNKNOWN,1855,40,26,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-12-04
2006,SI,ATTACK_ATTEMPTED,11,19,52,218,5,ONLINE,2315,2,99,DERADICALISATION_PROGRAM,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-04-03
2007,BG,STABBING,10,5,44,55,25,PRISON,154,63,0,BORDER_SCREENING,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-06-24
2008,EE,FIREARM,4,5,0,154,34,IN_PERSON_NETWORK,578,5,22,CRITICAL_INFRA_PROTECTION,HIGH,0,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-12
2009,HU,ATTACK_COMPLETED,7,2,14,194,18,FAMILY_PEER,1498,49,56,CT_STRATEGY_UPDATE,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-02-28
2010,LU,VEHICLE_ATTACK,11,12,168,176,36,TRAVEL_RELATED,687,44,9,FINANCIAL_SANCTIONS,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-01-24
2011,RO,SABOTAGE,3,3,13,238,18,UNKNOWN,1317,51,21,INTELLIGENCE_SHARING,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-09-24
2012,AT,ARSON,3,0,8,44,19,ONLINE,5321,54,14,ONLINE_CONTENT_ACTION,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-04-06
2013,CZ,EXPLOSIVE_DEVICE,10,27,141,129,36,PRISON,2437,27,46,DERADICALISATION_PROGRAM,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-05-24
2014,DE,ATTACK_ATTEMPTED,3,4,10,164,32,IN_PERSON_NETWORK,2830,0,29,BORDER_SCREENING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-10-17
2015,LV,STABBING,3,3,17,64,30,FAMILY_PEER,615,18,10,CRITICAL_INFRA_PROTECTION,GUARDED,1,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-07-25
2016,PL,FIREARM,9,3,63,18,27,TRAVEL_RELATED,2860,6,34,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-03-23
2017,ES,ATTACK_COMPLETED,3,5,27,19,5,UNKNOWN,91,73,85,FINANCIAL_SANCTIONS,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-05-09
2018,HR,VEHICLE_ATTACK,0,0,0,23,13,ONLINE,3978,63,1,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-12-03
2019,FI,SABOTAGE,4,3,23,180,7,PRISON,2702,7,33,ONLINE_CONTENT_ACTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-03-06
2020,IE,ARSON,7,8,62,113,19,IN_PERSON_NETWORK,2421,76,60,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-03
2021,MT,EXPLOSIVE_DEVICE,5,5,77,69,1,FAMILY_PEER,1863,1,47,BORDER_SCREENING,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-07-25
2022,SK,ATTACK_ATTEMPTED,9,7,61,220,20,TRAVEL_RELATED,1187,20,23,CRITICAL_INFRA_PROTECTION,SEVERE,1,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-04-18
2023,BE,STABBING,1,1,2,86,39,UNKNOWN,1040,7,72,CT_STRATEGY_UPDATE,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-12-07
2024,DK,FIREARM,1,4,5,146,20,ONLINE,6665,1,20,FINANCIAL_SANCTIONS,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-05-19
2025,GR,ATTACK_COMPLETED,2,3,15,109,17,PRISON,227,26,9,INTELLIGENCE_SHARING,GUARDED,1,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-10-18
2006,LT,VEHICLE_ATTACK,3,4,23,153,11,IN_PERSON_NETWORK,227,53,49,ONLINE_CONTENT_ACTION,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-07-19
2007,PT,SABOTAGE,1,0,4,188,22,FAMILY_PEER,3272,69,57,DERADICALISATION_PROGRAM,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-08-03
2008,SE,ARSON,10,19,92,3,7,TRAVEL_RELATED,3192,44,44,BORDER_SCREENING,HIGH,0,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-04-28
2009,CY,EXPLOSIVE_DEVICE,1,2,5,176,3,UNKNOWN,1346,21,75,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-07-14
2010,FR,ATTACK_ATTEMPTED,7,12,53,225,5,ONLINE,11254,22,41,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-12-13
2011,IT,STABBING,7,15,11,58,38,PRISON,1084,68,56,FINANCIAL_SANCTIONS,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-03-02
2012,NL,FIREARM,11,17,86,80,41,IN_PERSON_NETWORK,354,25,48,INTELLIGENCE_SHARING,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-01-13
2013,SI,ATTACK_COMPLETED,3,4,20,47,11,FAMILY_PEER,3583,8,8,ONLINE_CONTENT_ACTION,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-10-30
2014,BG,VEHICLE_ATTACK,9,18,3,147,9,TRAVEL_RELATED,1135,8,35,DERADICALISATION_PROGRAM,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-07-02
2015,EE,SABOTAGE,3,6,20,73,10,UNKNOWN,3398,58,53,BORDER_SCREENING,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-07-31
2016,HU,ARSON,4,3,13,139,19,ONLINE,399,36,54,CRITICAL_INFRA_PROTECTION,LOW,0,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-30
2017,LU,EXPLOSIVE_DEVICE,1,1,5,73,28,PRISON,2938,70,5,CT_STRATEGY_UPDATE,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-11-27
2018,RO,ATTACK_ATTEMPTED,2,2,3,109,4,IN_PERSON_NETWORK,2926,61,12,FINANCIAL_SANCTIONS,HIGH,1,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-12-07
2019,AT,STABBING,7,10,46,90,10,FAMILY_PEER,1955,57,57,INTELLIGENCE_SHARING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-08-16
2020,CZ,FIREARM,7,3,50,138,4,TRAVEL_RELATED,2409,46,43,ONLINE_CONTENT_ACTION,GUARDED,1,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-05-30
2021,DE,ATTACK_COMPLETED,9,2,51,104,25,UNKNOWN,285,11,46,DERADICALISATION_PROGRAM,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-03-28
2022,LV,VEHICLE_ATTACK,1,3,6,67,8,ONLINE,14171,12,28,BORDER_SCREENING,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-09-17
2023,PL,SABOTAGE,8,7,6,220,25,PRISON,2194,42,32,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-05-18
2024,ES,ARSON,9,14,37,116,8,IN_PERSON_NETWORK,1229,8,64,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-09-23
2025,HR,EXPLOSIVE_DEVICE,3,1,34,213,3,FAMILY_PEER,2748,1,16,FINANCIAL_SANCTIONS,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-11-02
2006,FI,ATTACK_ATTEMPTED,10,18,94,219,8,TRAVEL_RELATED,1379,19,40,INTELLIGENCE_SHARING,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-04-02
2007,IE,STABBING,5,7,34,24,7,UNKNOWN,1755,53,19,ONLINE_CONTENT_ACTION,SEVERE,1,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-08-18
2008,MT,FIREARM,10,0,87,16,13,ONLINE,7638,12,35,DERADICALISATION_PROGRAM,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-03-24
2009,SK,ATTACK_COMPLETED,3,1,3,46,33,PRISON,1083,26,79,BORDER_SCREENING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-10-15
2010,BE,VEHICLE_ATTACK,7,15,47,204,8,IN_PERSON_NETWORK,359,29,64,CRITICAL_INFRA_PROTECTION,GUARDED,1,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-10-16
2011,DK,SABOTAGE,2,4,9,117,40,FAMILY_PEER,2004,59,96,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-07
2012,GR,ARSON,3,5,26,66,6,TRAVEL_RELATED,2897,52,23,FINANCIAL_SANCTIONS,SEVERE,0,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-05-23
2013,LT,EXPLOSIVE_DEVICE,8,7,123,0,13,UNKNOWN,3555,42,15,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-06-21
2014,PT,ATTACK_ATTEMPTED,1,1,6,32,17,ONLINE,8555,39,62,ONLINE_CONTENT_ACTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-04-16
2015,SE,STABBING,12,23,107,59,24,PRISON,930,44,6,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-04-30
2016,CY,FIREARM,11,42,38,65,43,IN_PERSON_NETWORK,3010,0,62,BORDER_SCREENING,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-12-24
2017,FR,ATTACK_COMPLETED,8,11,4,139,21,FAMILY_PEER,3489,67,6,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-04-10
2018,IT,VEHICLE_ATTACK,8,12,73,53,33,TRAVEL_RELATED,3695,44,60,CT_STRATEGY_UPDATE,HIGH,1,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-12-14
2019,NL,SABOTAGE,3,0,12,34,19,UNKNOWN,3742,49,25,FINANCIAL_SANCTIONS,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-08-28
2020,SI,ARSON,3,2,23,161,25,ONLINE,9557,42,15,INTELLIGENCE_SHARING,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-06
2021,BG,EXPLOSIVE_DEVICE,8,12,61,165,21,PRISON,1378,30,44,ONLINE_CONTENT_ACTION,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-07-10
2022,EE,ATTACK_ATTEMPTED,11,8,17,182,35,IN_PERSON_NETWORK,588,23,61,DERADICALISATION_PROGRAM,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-08-05
2023,HU,STABBING,5,5,26,143,9,FAMILY_PEER,3200,42,17,BORDER_SCREENING,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-06-16
2024,LU,FIREARM,10,22,72,245,12,TRAVEL_RELATED,2727,37,18,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-01-20
2025,RO,ATTACK_COMPLETED,11,19,69,10,9,UNKNOWN,948,45,30,CT_STRATEGY_UPDATE,GUARDED,1,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-07-16
2006,AT,VEHICLE_ATTACK,3,4,36,209,29,ONLINE,7992,32,17,FINANCIAL_SANCTIONS,LOW,1,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2026-01-07
2007,CZ,SABOTAGE,3,0,17,205,2,PRISON,4074,28,47,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-02-04
2008,DE,ARSON,3,4,18,23,4,IN_PERSON_NETWORK,2079,53,22,ONLINE_CONTENT_ACTION,HIGH,1,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-22
2009,LV,EXPLOSIVE_DEVICE,9,25,90,214,34,FAMILY_PEER,2082,65,62,DERADICALISATION_PROGRAM,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-02-23
2010,PL,ATTACK_ATTEMPTED,2,0,7,23,22,TRAVEL_RELATED,930,57,50,BORDER_SCREENING,GUARDED,1,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-07-09
2011,ES,STABBING,11,7,56,61,10,UNKNOWN,1457,66,16,CRITICAL_INFRA_PROTECTION,LOW,0,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-12-25
2012,HR,FIREARM,11,41,24,206,43,ONLINE,5161,1,3,CT_STRATEGY_UPDATE,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-12
2013,FI,ATTACK_COMPLETED,9,4,33,77,36,PRISON,4120,60,3,FINANCIAL_SANCTIONS,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2026-01-24
2014,IE,VEHICLE_ATTACK,8,8,123,230,2,IN_PERSON_NETWORK,3224,74,39,INTELLIGENCE_SHARING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-12-06
2015,MT,SABOTAGE,10,10,78,2,26,FAMILY_PEER,842,47,45,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-19
2016,SK,ARSON,3,5,7,214,4,TRAVEL_RELATED,2207,15,39,DERADICALISATION_PROGRAM,LOW,1,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-02-17
2017,BE,EXPLOSIVE_DEVICE,6,8,63,179,0,UNKNOWN,4169,25,5,BORDER_SCREENING,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-03-23
2018,DK,ATTACK_ATTEMPTED,10,3,79,111,2,ONLINE,2689,34,31,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-11-29
2019,GR,STABBING,8,12,41,209,33,PRISON,772,50,4,CT_STRATEGY_UPDATE,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-09-26
2020,LT,FIREARM,5,21,5,77,28,IN_PERSON_NETWORK,3532,41,50,FINANCIAL_SANCTIONS,GUARDED,1,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-03-10
2021,PT,ATTACK_COMPLETED,5,3,43,206,17,FAMILY_PEER,3430,1,36,INTELLIGENCE_SHARING,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-12-06
2022,SE,VEHICLE_ATTACK,7,7,96,3,25,TRAVEL_RELATED,1984,48,61,ONLINE_CONTENT_ACTION,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-07-20
2023,CY,SABOTAGE,6,3,13,152,32,UNKNOWN,1079,36,65,DERADICALISATION_PROGRAM,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-11-30
2024,FR,ARSON,9,10,75,46,7,ONLINE,274,4,14,BORDER_SCREENING,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-07-25
2025,IT,EXPLOSIVE_DEVICE,0,0,0,3,23,PRISON,3051,20,67,CRITICAL_INFRA_PROTECTION,GUARDED,1,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-03-15
2006,NL,ATTACK_ATTEMPTED,0,0,0,53,10,IN_PERSON_NETWORK,243,62,98,CT_STRATEGY_UPDATE,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-11-28
2007,SI,STABBING,0,0,0,19,15,FAMILY_PEER,2650,34,58,FINANCIAL_SANCTIONS,SEVERE,1,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-11-27
2008,BG,FIREARM,6,22,55,128,17,TRAVEL_RELATED,1955,71,3,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-04-24
2009,EE,ATTACK_COMPLETED,7,3,26,197,36,UNKNOWN,3403,40,38,ONLINE_CONTENT_ACTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2026-02-25
2010,HU,VEHICLE_ATTACK,3,6,15,221,1,ONLINE,13394,41,92,DERADICALISATION_PROGRAM,GUARDED,1,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-08-19
2011,LU,SABOTAGE,7,6,11,50,39,PRISON,469,10,99,BORDER_SCREENING,LOW,1,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-05-03
2012,RO,ARSON,4,1,23,156,39,IN_PERSON_NETWORK,684,58,79,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-09-15
2013,AT,EXPLOSIVE_DEVICE,9,27,17,77,22,FAMILY_PEER,3543,19,13,CT_STRATEGY_UPDATE,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-03-02
2014,CZ,ATTACK_ATTEMPTED,1,1,7,120,12,TRAVEL_RELATED,2367,0,60,FINANCIAL_SANCTIONS,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2024-03-07
2015,DE,STABBING,8,13,12,95,31,UNKNOWN,3715,28,19,INTELLIGENCE_SHARING,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-09
2016,LV,FIREARM,8,8,51,80,28,ONLINE,6738,22,1,ONLINE_CONTENT_ACTION,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-01
2017,PL,ATTACK_COMPLETED,0,0,0,139,34,PRISON,1672,28,79,DERADICALISATION_PROGRAM,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-04-29
2018,ES,VEHICLE_ATTACK,6,14,91,107,35,IN_PERSON_NETWORK,2562,26,21,BORDER_SCREENING,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-03-28
2019,HR,SABOTAGE,11,14,63,175,16,FAMILY_PEER,1425,47,26,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-08-27
2020,FI,ARSON,0,0,0,107,31,TRAVEL_RELATED,1669,23,34,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-09-26
2021,IE,EXPLOSIVE_DEVICE,11,38,149,57,17,UNKNOWN,1300,43,1,FINANCIAL_SANCTIONS,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-03-04
2022,MT,ATTACK_ATTEMPTED,9,9,27,166,9,ONLINE,14750,9,11,INTELLIGENCE_SHARING,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-05-18
2023,SK,STABBING,9,2,39,138,13,PRISON,3652,22,42,ONLINE_CONTENT_ACTION,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-09-07
2024,BE,FIREARM,11,15,30,216,34,IN_PERSON_NETWORK,1238,39,4,DERADICALISATION_PROGRAM,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-05-21
2025,DK,ATTACK_COMPLETED,4,7,4,35,23,FAMILY_PEER,1874,2,64,BORDER_SCREENING,GUARDED,0,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-10-01
2006,GR,VEHICLE_ATTACK,3,9,8,22,20,TRAVEL_RELATED,3872,33,88,CRITICAL_INFRA_PROTECTION,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-08-25
2007,LT,SABOTAGE,3,2,23,220,22,UNKNOWN,3484,41,62,CT_STRATEGY_UPDATE,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-05-13
2008,PT,ARSON,6,11,16,28,13,ONLINE,14653,36,21,FINANCIAL_SANCTIONS,HIGH,1,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-03
2009,SE,EXPLOSIVE_DEVICE,10,13,150,170,24,PRISON,747,28,64,INTELLIGENCE_SHARING,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-02-21
2010,CY,ATTACK_ATTEMPTED,5,8,16,214,7,IN_PERSON_NETWORK,102,32,4,ONLINE_CONTENT_ACTION,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-09-01
