tax_env_reference_year,tax_env_country_iso2,tax_env_tax_type_code,tax_env_tax_base_unit,tax_env_tax_rate_value,tax_env_tax_revenue_eur,tax_env_tax_revenue_pct_gdp,tax_env_ets_auction_revenue_eur,tax_env_ets_allowances_auctioned_count,tax_env_cbam_revenue_eur,tax_env_energy_tax_revenue_eur,tax_env_transport_tax_revenue_eur,tax_env_pollution_tax_revenue_eur,tax_env_resource_tax_revenue_eur,tax_env_revenue_recycled_to_households_flag,tax_env_green_budget_tagging_flag,tax_env_fossil_fuel_subsidy_eur,tax_env_policy_reference_fit55_flag,tax_env_data_source,tax_env_data_extract_date
2019,CY,TRANSPORT,EUR_PER_TONNE,36.6773,36664726.77,0.0059,2125763510.27,25640996,187166890.24,2989789.73,12402919.89,850397.89,20421619.26,0,1,181684148.62,0,NATIONAL_ENV_MINISTRY,2024-05-14
2020,FR,RESOURCE,EUR_PER_VEHICLE,33.6384,20982020.91,0.0033,542333690.74,25757288,24137325.74,4494837.22,1921146.09,2892877.54,11673160.06,1,0,3445192811.07,0,BUDGET_REPORTING,2024-07-22
2021,IT,ENERGY,EUR_PER_TCO2,29.003,25643119.01,0.0041,3015574984.96,25775673,160706029.82,10829117.09,1715128.3,2207912.05,10890961.57,1,0,7218027104.7,1,EUROSTAT_ENV_TAX,2024-07-29
2022,NL,POLLUTION,EUR_PER_MWH,135.4563,21844141.42,0.0034,3578937840.09,25938404,92292531.05,1338228.55,2635930.32,2627626.86,15242355.69,1,1,4361828770.5,1,ETS_AUCTION_PLATFORM,2026-02-07
2023,SI,CARBON,EUR_PER_LITRE,144.6566,48583347.28,0.0076,1647398424.96,25897112,578000948.37,28830016.91,5382039.92,2560037.29,11811253.16,1,1,2896866111.29,0,NATIONAL_ENV_MINISTRY,2024-07-19
2024,BG,TRANSPORT,EUR_PER_TONNE,38.9477,75911071.07,0.0119,2266340836.11,25979427,376949854.24,8976473.24,32554071.41,2084363.36,32296163.06,1,0,5723358635.65,1,BUDGET_REPORTING,2025-07-28
2025,EE,RESOURCE,EUR_PER_VEHICLE,49.0281,77785491.82,0.0121,4761354045.89,26026602,194456135.05,4047238.58,6990685.06,5805945.58,60941622.6,1,1,3772428581.35,1,EUROSTAT_ENV_TAX,2024-01-27
2026,HU,ENERGY,EUR_PER_TCO2,20.2844,28382899.24,0.0044,3081169656.11,26031371,782136961.83,17273592.62,4069157.78,3235035.3,3805113.54,0,0,1002437777.99,1,ETS_AUCTION_PLATFORM,2026-02-19
2010,LU,POLLUTION,EUR_PER_MWH,151.3802,83958793.72,0.013,349465859.58,26048532,130077584.16,12788611.93,14646203.86,12721699.71,43802278.22,1,1,2017658624.53,0,NATIONAL_ENV_MINISTRY,2025-12-11
2011,RO,CARBON,EUR_PER_LITRE,59.221,44117936.21,0.0068,2548988215.99,26159460,210666106.21,17293566.28,4159972.75,3810895.11,18853502.07,1,1,3972373451.01,0,BUDGET_REPORTING,2025-11-06
2012,AT,TRANSPORT,EUR_PER_TONNE,61.3872,79158196.13,0.0121,1790219236.55,26126860,174055744.45,10881746.91,23816589.98,6016423.35,38443435.89,1,1,4379361414.52,0,EUROSTAT_ENV_TAX,2025-08-27
2013,CZ,RESOURCE,EUR_PER_VEHICLE,71.8017,132957410.69,0.0203,424186084.55,26205104,11509675.68,27099715.29,26416454.53,7138063.99,72303176.88,1,1,3585626385.91,0,ETS_AUCTION_PLATFORM,2025-12-13
2014,DE,ENERGY,EUR_PER_TCO2,78.5722,14797706.72,0.0023,1332380998.33,26215113,120496281.1,5278014.9,1862642.2,715193.66,6941855.96,1,1,5113756684.16,0,NATIONAL_ENV_MINISTRY,2026-02-20
2015,LV,POLLUTION,EUR_PER_MWH,123.1228,36265273.27,0.0055,3834522763.76,26180647,101144304.42,8064546.97,2616518.13,5143014.62,20441193.55,1,0,2448625432.68,1,BUDGET_REPORTING,2024-10-17
2016,PL,CARBON,EUR_PER_LITRE,90.3791,57096699.54,0.0086,2759926785.99,26223901,112228717.9,17345115.4,5917104.5,2803409.69,31031069.95,0,0,4243944146.57,0,EUROSTAT_ENV_TAX,2024-08-01
2017,ES,TRANSPORT,EUR_PER_TONNE,170.2117,219588144.43,0.033,3585938432.34,26244713,203684271.81,39235672.31,87851190.71,13131506.93,79369774.48,0,0,4522694381.64,0,ETS_AUCTION_PLATFORM,2025-09-14
2018,HR,RESOURCE,EUR_PER_VEHICLE,67.8667,25428331.2,0.0038,1018392942.51,26374109,125819422.29,1976189.89,2166473.64,2725842.9,18559824.77,1,0,2506735829.82,0,NATIONAL_ENV_MINISTRY,2025-03-06
2019,FI,ENERGY,EUR_PER_TCO2,154.2572,125766481.61,0.0187,1852552610.49,26420519,78489312.38,71481790.21,18691063.19,10719496.91,24874131.3,1,1,2360095180.06,0,BUDGET_REPORTING,2026-02-21
2020,IE,POLLUTION,EUR_PER_MWH,77.1636,105322696.31,0.0156,3217510251.97,26533875,180013090.25,25372204.61,10617212.26,13969373.99,55363905.45,0,1,3714662418.02,1,EUROSTAT_ENV_TAX,2025-07-13
2021,MT,CARBON,EUR_PER_LITRE,16.6061,3107173.01,0.0005,3694848719.66,26563745,42418048.38,1571164.07,161716.54,64898.92,1309393.48,1,1,4280992905.57,1,ETS_AUCTION_PLATFORM,2025-02-02
2022,SK,TRANSPORT,EUR_PER_TONNE,47.6673,74388872.05,0.011,2468458693.64,26544708,182329600.86,5352539.86,20406663.97,4780356.61,43849311.61,0,1,3479927178.19,1,NATIONAL_ENV_MINISTRY,2024-09-01
2023,BE,RESOURCE,EUR_PER_VEHICLE,16.8949,32762837.45,0.0048,2836913822.16,26550955,229360071.9,4696857.03,2668681.21,4492342.88,20904956.33,1,1,6271873112.43,1,BUDGET_REPORTING,2025-02-22
2024,DK,ENERGY,EUR_PER_TCO2,127.2281,149282620.09,0.0218,2537636549.96,26688803,533286259.89,62982253.73,27919570.87,22107592.62,36273202.87,1,1,2335313630.03,0,EUROSTAT_ENV_TAX,2024-01-14
2025,GR,POLLUTION,EUR_PER_MWH,113.8877,53188828.25,0.0077,2547682186.25,26566951,85190225.85,12016170.93,3352519.32,14803554.35,23016583.65,1,1,1140154794.16,1,ETS_AUCTION_PLATFORM,2025-07-15
2026,LT,CARBON,EUR_PER_LITRE,19.0834,13152898.36,0.0019,331462864.38,26750350,599663072.11,7368873.94,1765305.92,311865.68,3706852.82,1,1,1033131352.28,1,NATIONAL_ENV_MINISTRY,2025-03-14
2010,PT,TRANSPORT,EUR_PER_TONNE,57.9283,12246353.69,0.0018,636746859.22,26702652,202904978.0,2171404.79,2731478.31,496382.25,6847088.34,1,0,2697567031.04,0,BUDGET_REPORTING,2024-10-13
2011,SE,RESOURCE,EUR_PER_VEHICLE,165.1659,14475835.29,0.0021,2108019324.81,26708681,199079253.34,840070.94,1171369.72,1449652.55,11014742.08,0,1,1192432364.0,0,EUROSTAT_ENV_TAX,2025-09-05
2012,CY,ENERGY,EUR_PER_TCO2,93.656,28782041.67,0.0041,751177256.05,26865594,146735055.64,9596736.19,3785481.75,874222.38,14525601.35,1,1,8118078462.46,0,ETS_AUCTION_PLATFORM,2024-11-17
2013,FR,POLLUTION,EUR_PER_MWH,31.6388,26444486.72,0.0038,1132112819.4,26858282,170719772.86,1813642.0,3633420.21,3897680.1,17099744.41,0,1,2248802073.28,0,NATIONAL_ENV_MINISTRY,2025-01-05
2014,IT,CARBON,EUR_PER_LITRE,103.8611,5684209.24,0.0008,2516854880.03,26861764,203757053.57,3649662.58,637245.41,423850.04,973451.21,1,1,1651510587.24,0,BUDGET_REPORTING,2025-12-26
2015,NL,TRANSPORT,EUR_PER_TONNE,21.9136,21742126.66,0.0031,536787404.86,27009753,111729586.66,4100551.46,9775546.19,1806591.85,6059437.16,1,0,888734701.99,0,EUROSTAT_ENV_TAX,2024-02-29
2016,SI,RESOURCE,EUR_PER_VEHICLE,95.6937,32845243.45,0.0046,728781759.65,27048868,87626941.7,7344388.22,2775528.25,2972995.47,19752331.51,1,0,1516010471.36,0,ETS_AUCTION_PLATFORM,2025-10-17
2017,BG,ENERGY,EUR_PER_TCO2,102.6052,83872980.59,0.0118,293954524.11,27068003,177516126.65,37907346.23,9721309.07,9418555.85,26825769.44,0,1,823999001.77,0,NATIONAL_ENV_MINISTRY,2025-05-16
2018,EE,POLLUTION,EUR_PER_MWH,42.2162,4262958.63,0.0006,1448856867.17,27097766,24291585.99,446597.41,513746.81,1356093.61,1946520.8,0,0,1548035973.76,0,BUDGET_REPORTING,2024-10-23
2019,HU,CARBON,EUR_PER_LITRE,125.7411,176767524.23,0.0247,2265383170.87,26980485,59141562.43,81745412.11,17859869.58,12955668.41,64206574.13,1,1,2626952181.98,0,EUROSTAT_ENV_TAX,2025-06-01
2020,LU,TRANSPORT,EUR_PER_TONNE,130.7831,38514769.46,0.0054,1764034326.32,27042173,11312044.0,7311920.81,10455485.37,3158064.29,17589298.99,0,1,2654051689.37,1,ETS_AUCTION_PLATFORM,2025-08-08
2021,RO,RESOURCE,EUR_PER_VEHICLE,110.3652,100858924.32,0.014,3360972593.1,27129455,22045416.39,11332041.62,7986427.13,11671314.68,69869140.89,1,1,1329355174.82,1,NATIONAL_ENV_MINISTRY,2025-01-25
2022,AT,ENERGY,EUR_PER_TCO2,3.4194,3539791.41,0.0005,911541516.53,27120478,200258344.97,1726891.19,644132.88,97981.47,1070785.87,1,1,5314692944.66,0,BUDGET_REPORTING,2025-04-22
2023,CZ,POLLUTION,EUR_PER_MWH,82.9717,68184918.94,0.0094,1694524796.46,27328125,659213459.23,5330665.02,13297942.82,14257228.05,35299083.05,1,1,2185062578.06,1,EUROSTAT_ENV_TAX,2024-08-31
2024,DE,CARBON,EUR_PER_LITRE,154.5984,197819535.94,0.0271,225060901.31,27228959,412780866.01,111512916.28,25904091.74,22734323.12,37668204.8,1,1,533272313.15,1,ETS_AUCTION_PLATFORM,2025-07-30
2025,LV,TRANSPORT,EUR_PER_TONNE,10.7383,12106103.4,0.0017,2264605001.7,27291782,130510599.28,2327723.89,5360512.59,413732.37,4004134.55,1,0,1212160985.67,0,NATIONAL_ENV_MINISTRY,2024-11-17
2026,PL,RESOURCE,EUR_PER_VEHICLE,116.2725,55935056.28,0.0076,1410066467.57,27458350,388990617.17,7892500.78,9770130.64,4015644.67,34256780.19,1,1,7596551301.01,1,BUDGET_REPORTING,2025-08-05
2010,ES,ENERGY,EUR_PER_TCO2,144.9538,147085447.65,0.02,205914302.54,27475528,75693848.41,94846216.38,24216489.24,7913926.29,20108815.74,1,0,4778164621.88,0,EUROSTAT_ENV_TAX,2024-09-03
2011,HR,POLLUTION,EUR_PER_MWH,98.7015,28890036.31,0.0039,4604278465.64,27481636,544172.14,4757479.77,2040277.26,8080809.95,14011469.33,1,1,198278780.37,0,ETS_AUCTION_PLATFORM,2024-01-14
2012,FI,CARBON,EUR_PER_LITRE,14.407,1805391.86,0.0002,126899437.62,27553558,125034315.93,849943.52,224275.33,220090.64,511082.37,1,1,1411805088.98,0,NATIONAL_ENV_MINISTRY,2025-03-12
2013,IE,TRANSPORT,EUR_PER_TONNE,165.8883,58324215.26,0.0078,3001356751.69,27525779,125293303.49,11603589.2,22790747.66,1498373.5,22431504.9,0,0,4551550321.12,1,BUDGET_REPORTING,2025-11-02
2014,MT,RESOURCE,EUR_PER_VEHICLE,71.7272,19415504.97,0.0026,2079476212.87,27628067,36646449.82,2286371.59,2616748.06,1361045.08,13151340.24,0,1,733314212.33,0,EUROSTAT_ENV_TAX,2024-09-26
2015,SK,ENERGY,EUR_PER_TCO2,76.0023,54941315.02,0.0073,3366410331.06,27585727,142120121.3,16441397.12,7763210.95,1238011.97,29498694.98,0,1,1293217640.57,0,ETS_AUCTION_PLATFORM,2024-06-05
2016,BE,POLLUTION,EUR_PER_MWH,5.7914,567284.66,0.0001,3410916905.23,27619116,66117670.67,128866.94,41944.05,58763.74,337709.93,1,1,3535486160.44,0,NATIONAL_ENV_MINISTRY,2024-02-07
2017,DK,CARBON,EUR_PER_LITRE,37.3087,8790039.47,0.0012,2292401812.44,27643963,5079929.22,3419155.07,514587.16,877665.82,3978631.42,1,1,3000658686.69,0,BUDGET_REPORTING,2025-05-13
2018,GR,TRANSPORT,EUR_PER_TONNE,120.0127,29637889.55,0.0039,1065856821.37,27756371,176926056.99,1508432.06,13048750.84,1420383.05,13660323.6,1,0,3215417255.11,0,EUROSTAT_ENV_TAX,2024-03-13
2019,LT,RESOURCE,EUR_PER_VEHICLE,118.53,114695511.41,0.0151,2543994161.72,27816818,21896724.59,26243071.85,17891314.35,11053132.33,59507992.88,0,0,2702744304.35,0,ETS_AUCTION_PLATFORM,2024-09-29
2020,PT,ENERGY,EUR_PER_TCO2,143.3132,61410155.65,0.0081,899411251.62,27878195,202195832.05,27663349.36,8117752.21,7577784.25,18051269.83,0,1,2632601452.33,1,NATIONAL_ENV_MINISTRY,2025-08-19
2021,SE,POLLUTION,EUR_PER_MWH,136.8841,43010875.92,0.0056,765945089.99,27780221,22941859.2,3755609.94,8185566.32,14838997.36,16230702.3,0,1,971347758.15,0,BUDGET_REPORTING,2024-07-30
2022,CY,CARBON,EUR_PER_LITRE,0.8262,611348.23,0.0001,197249471.86,27915897,46830106.49,331425.4,81656.73,90928.43,107337.67,0,1,2414984156.96,1,EUROSTAT_ENV_TAX,2024-01-06
2023,FR,TRANSPORT,EUR_PER_TONNE,80.6975,13866058.43,0.0018,1646463580.27,27936361,138892817.25,1922933.69,3678887.92,691170.62,7573066.2,0,0,2760331964.61,1,ETS_AUCTION_PLATFORM,2025-06-04
2024,IT,RESOURCE,EUR_PER_VEHICLE,86.5312,26436372.03,0.0034,483246026.47,27865883,323055704.27,1433775.63,4362556.13,1995741.43,18644298.84,0,0,1441531164.79,1,NATIONAL_ENV_MINISTRY,2025-05-15
2025,NL,ENERGY,EUR_PER_TCO2,157.2849,169378414.32,0.0218,196398183.98,28006507,238326556.0,60873924.68,33427740.54,13482388.35,61594360.75,1,0,4406296288.14,0,BUDGET_REPORTING,2024-06-21
2026,SI,POLLUTION,EUR_PER_MWH,65.4906,78421297.18,0.0101,680083209.66,28008805,745878454.17,10486160.51,5021675.13,19705644.12,43207817.42,0,0,6317556717.46,1,EUROSTAT_ENV_TAX,2025-02-02
2010,BG,CARBON,EUR_PER_LITRE,125.3772,82256400.69,0.0105,2897291671.89,28136066,110101381.57,43443042.99,4898897.92,3244057.21,30670402.57,1,0,1818275775.08,0,ETS_AUCTION_PLATFORM,2025-08-14
2011,EE,TRANSPORT,EUR_PER_TONNE,27.496,14792583.21,0.0019,314051193.9,28201742,169577591.8,1011922.97,6401069.18,1224143.59,6155447.47,1,1,4105866063.59,0,NATIONAL_ENV_MINISTRY,2025-08-06
2012,HU,RESOURCE,EUR_PER_VEHICLE,53.8815,18087600.85,0.0023,1441216764.04,28255107,149334567.2,919716.55,1117814.79,1745644.58,14304424.93,1,0,2120332954.97,0,BUDGET_REPORTING,2025-06-20
2013,LU,ENERGY,EUR_PER_TCO2,46.399,27867296.09,0.0035,2697564129.72,28205942,77044506.71,7268826.13,3935485.33,3745183.99,12917800.64,0,0,3511161379.99,0,EUROSTAT_ENV_TAX,2025-02-08
2014,RO,POLLUTION,EUR_PER_MWH,147.3642,49078236.26,0.0062,364543836.98,28272486,156473602.37,2788333.8,7965299.37,5437730.34,32886872.75,1,0,210155228.11,1,ETS_AUCTION_PLATFORM,2024-05-31
2015,AT,CARBON,EUR_PER_LITRE,42.5861,13391368.36,0.0017,3437332514.71,28253016,11095521.64,4748607.29,1465043.21,1142331.61,6035386.25,1,1,4909441986.38,1,NATIONAL_ENV_MINISTRY,2025-10-01
2016,CZ,TRANSPORT,EUR_PER_TONNE,94.9164,33064206.34,0.0042,4487631236.73,28404953,83268704.44,7659623.64,9070886.49,4532730.73,11800965.48,0,0,4935236441.74,0,BUDGET_REPORTING,2026-01-16
2017,DE,RESOURCE,EUR_PER_VEHICLE,148.6856,68533996.02,0.0086,2786317886.83,28395008,69244020.4,9061386.34,11806121.37,6293460.43,41373027.88,0,0,5945110605.09,0,EUROSTAT_ENV_TAX,2024-08-13
2018,LV,ENERGY,EUR_PER_TCO2,75.0392,41137112.05,0.0051,664788787.39,28372964,169151654.66,12900188.5,2369660.17,1275922.7,24591340.68,1,0,2805881194.69,0,ETS_AUCTION_PLATFORM,2024-10-23
2019,PL,POLLUTION,EUR_PER_MWH,44.6146,76008918.69,0.0095,2746759792.08,28493232,133823745.61,10531007.18,13263378.36,10130632.09,42083901.06,1,0,1250469618.12,0,NATIONAL_ENV_MINISTRY,2025-08-22
2020,ES,CARBON,EUR_PER_LITRE,1.4617,252289.84,0.0,1037879594.43,28415636,159613255.76,87154.02,39254.91,15694.92,110185.99,1,1,5814000976.73,1,BUDGET_REPORTING,2025-04-03
2021,HR,TRANSPORT,EUR_PER_TONNE,120.6141,306515384.35,0.0379,1033901156.55,28519822,181948099.6,51578644.77,36219716.65,35346993.31,183370029.62,1,0,3045742574.3,1,EUROSTAT_ENV_TAX,2024-10-07
2022,FI,RESOURCE,EUR_PER_VEHICLE,160.3249,174604763.7,0.0215,151264558.86,28593019,50246488.88,19722209.62,21042504.84,4551603.89,129288445.35,1,1,4230933994.29,1,ETS_AUCTION_PLATFORM,2025-06-23
2023,IE,ENERGY,EUR_PER_TCO2,162.8718,337299369.02,0.0414,2766700341.39,28543546,545988561.63,174758574.06,39782092.05,18170624.21,104588078.7,0,0,4123385790.7,1,NATIONAL_ENV_MINISTRY,2024-07-08
2024,MT,POLLUTION,EUR_PER_MWH,5.5428,1607345.95,0.0002,681635603.07,28588552,825299389.84,296862.06,184906.04,182910.49,942667.36,0,1,7676264499.11,1,BUDGET_REPORTING,2024-01-09
2025,SK,CARBON,EUR_PER_LITRE,97.9975,43571402.26,0.0053,91661584.07,28596805,301431549.39,16389586.15,3248370.0,3448047.41,20485398.7,1,1,2249795435.31,1,EUROSTAT_ENV_TAX,2024-10-26
2026,BE,TRANSPORT,EUR_PER_TONNE,101.0111,92641023.68,0.0113,925891032.92,28641444,671061919.8,17360631.21,19249167.75,4436141.01,51595083.71,1,1,4253034970.9,1,ETS_AUCTION_PLATFORM,2025-09-08
2010,DK,RESOURCE,EUR_PER_VEHICLE,21.5437,23947857.4,0.0029,2626905131.5,28805219,135092438.27,1461164.86,2387042.95,1219350.25,18880299.34,1,0,1299351574.25,1,NATIONAL_ENV_MINISTRY,2024-07-19
2011,GR,ENERGY,EUR_PER_TCO2,78.6376,28538121.95,0.0034,2328977460.05,28724100,75262699.66,15360665.06,3254581.96,3495030.57,6427844.36,1,1,3991181966.26,0,BUDGET_REPORTING,2025-08-28
2012,LT,POLLUTION,EUR_PER_MWH,110.2661,52418664.06,0.0063,820011102.74,28860557,46085734.57,3905221.8,8671608.46,13147156.41,26694677.39,1,1,4959627352.9,1,EUROSTAT_ENV_TAX,2025-02-01
2013,PT,CARBON,EUR_PER_LITRE,111.1565,62596988.61,0.0075,1432324327.46,28826011,192696246.71,35574391.99,4101975.55,8930685.6,13989935.47,0,1,3528674292.36,1,ETS_AUCTION_PLATFORM,2025-04-22
2014,SE,TRANSPORT,EUR_PER_TONNE,146.6366,11918800.83,0.0014,260140167.47,28955528,119523274.46,1593307.93,4253424.25,1539461.68,4532606.97,0,1,428383216.98,0,NATIONAL_ENV_MINISTRY,2024-10-09
2015,CY,RESOURCE,EUR_PER_VEHICLE,8.7059,15307936.23,0.0018,1827799249.96,28889367,36471609.9,880168.78,1433513.84,2003732.1,10990521.51,1,1,4191073717.37,0,BUDGET_REPORTING,2024-12-02
2016,FR,ENERGY,EUR_PER_TCO2,26.2973,23669284.72,0.0028,1404367044.06,29053831,61488100.13,9981406.94,1450029.24,2378607.5,9859241.04,0,0,650690745.42,1,EUROSTAT_ENV_TAX,2024-05-04
2017,IT,POLLUTION,EUR_PER_MWH,23.5432,13874344.51,0.0016,499741356.5,29083850,205318123.33,2062771.92,2435751.29,3688845.24,5686976.06,0,1,993868347.93,0,ETS_AUCTION_PLATFORM,2025-11-21
2018,NL,CARBON,EUR_PER_LITRE,75.578,28816757.97,0.0034,635920400.28,29119511,28546220.27,16871785.09,5498781.56,2491505.76,3954685.56,1,0,3062236038.54,0,NATIONAL_ENV_MINISTRY,2025-08-01
2019,SI,TRANSPORT,EUR_PER_TONNE,13.0704,27356090.73,0.0032,608347864.88,29038785,107205552.27,3863092.4,4770824.03,3064895.8,15657278.5,1,1,1413451754.32,0,BUDGET_REPORTING,2024-11-06
2020,BG,RESOURCE,EUR_PER_VEHICLE,19.7156,31828887.46,0.0037,1553528969.9,29209953,7772881.1,4551340.09,5114038.98,1735782.42,20427725.97,0,1,1508887849.33,0,EUROSTAT_ENV_TAX,2025-02-26
2021,EE,ENERGY,EUR_PER_TCO2,150.5306,230352957.0,0.027,1009453686.62,29249895,163756597.54,58953473.28,34267258.14,24854035.76,112278189.82,1,1,2293405972.31,1,ETS_AUCTION_PLATFORM,2025-07-11
2022,HU,POLLUTION,EUR_PER_MWH,178.0862,102599017.24,0.012,3960264856.02,29232616,11255187.18,22397823.35,12729648.21,29028966.34,38442579.34,0,1,351122528.28,0,NATIONAL_ENV_MINISTRY,2024-05-18
2023,LU,CARBON,EUR_PER_LITRE,6.8749,5851661.3,0.0007,1658452940.71,29327208,670676413.23,3638305.93,603592.03,304683.63,1305079.71,1,0,7147128805.38,1,BUDGET_REPORTING,2024-03-08
2024,RO,TRANSPORT,EUR_PER_TONNE,166.5463,163776280.06,0.019,2215787427.61,29288114,640432545.09,31941384.28,73407450.75,23693856.09,34733588.94,1,1,3224223342.31,1,EUROSTAT_ENV_TAX,2024-03-14
2025,AT,RESOURCE,EUR_PER_VEHICLE,72.5437,146414759.01,0.0169,1762730277.26,29300583,395336129.94,22551230.16,9474734.42,14554614.78,99834179.65,0,1,4592164606.06,0,ETS_AUCTION_PLATFORM,2025-12-08
2026,CZ,ENERGY,EUR_PER_TCO2,164.5529,50723060.8,0.0059,400485873.67,29484690,560832995.4,18813823.95,8005933.84,1667740.66,22235562.35,1,1,2207641803.22,0,NATIONAL_ENV_MINISTRY,2024-04-05
2010,DE,POLLUTION,EUR_PER_MWH,103.8844,121666067.5,0.014,1813665209.92,29528465,63546596.12,16582367.45,20261727.36,36458741.87,48363230.82,0,0,4899309470.65,0,BUDGET_REPORTING,2025-08-10
2011,LV,CARBON,EUR_PER_LITRE,165.7195,176810836.24,0.0203,1547988393.33,29506905,117927891.74,47634908.59,9885335.52,12358241.3,106932350.83,0,1,4998576542.64,0,EUROSTAT_ENV_TAX,2025-09-30
2012,PL,TRANSPORT,EUR_PER_TONNE,160.8513,167255539.78,0.0192,2145264490.56,29515108,141399466.71,28050868.62,65575927.97,14894792.1,58733951.09,1,1,6850975233.92,0,ETS_AUCTION_PLATFORM,2025-09-19
2013,ES,RESOURCE,EUR_PER_VEHICLE,90.0268,121036546.11,0.0138,1649121614.87,29583922,5518049.73,30120132.17,17723566.76,10906723.57,62286123.61,1,1,2421955551.04,0,NATIONAL_ENV_MINISTRY,2024-06-20
2014,HR,ENERGY,EUR_PER_TCO2,49.6715,74708338.45,0.0085,3273490910.99,29535955,179822752.67,36040301.68,3931478.98,3700344.85,31036212.94,0,0,1484781358.8,1,BUDGET_REPORTING,2024-05-26
2015,FI,POLLUTION,EUR_PER_MWH,163.097,13174690.39,0.0015,3604159193.14,29594566,34817479.98,2276448.45,1678555.36,2686675.45,6533011.13,1,1,1581602799.15,0,EUROSTAT_ENV_TAX,2024-09-09
2016,IE,CARBON,EUR_PER_LITRE,34.7404,61238447.2,0.0069,1610096808.97,29639233,141036614.82,23456445.81,9280936.78,3532350.88,24968713.73,0,1,943408509.94,0,ETS_AUCTION_PLATFORM,2025-03-21
2017,MT,TRANSPORT,EUR_PER_TONNE,150.3989,223551754.36,0.0252,1730224225.28,29781470,54893236.49,14328662.31,77834649.73,31588490.72,99799951.6,0,0,1528838073.88,0,NATIONAL_ENV_MINISTRY,2024-10-29
2018,SK,RESOURCE,EUR_PER_VEHICLE,28.2136,5113100.59,0.0006,931973470.89,29792514,77080193.22,1229452.68,691439.05,185341.1,3006867.76,0,1,2148365854.74,0,BUDGET_REPORTING,2026-02-14
2019,BE,ENERGY,EUR_PER_TCO2,113.9724,109501716.02,0.0123,215924869.59,29749925,138921073.98,64443999.16,8861405.52,10146624.0,26049687.34,0,0,5961822501.52,0,EUROSTAT_ENV_TAX,2025-06-05
2020,DK,POLLUTION,EUR_PER_MWH,100.8218,18949833.16,0.0021,3295332506.92,29887224,18611345.65,4287747.69,2714781.47,5007684.62,6939619.38,0,1,6131906944.44,1,ETS_AUCTION_PLATFORM,2025-06-26
2021,GR,CARBON,EUR_PER_LITRE,137.439,293874123.32,0.0328,4710961946.77,29904339,14178632.26,167922552.09,55638831.59,11094068.14,59218671.5,0,1,1345668236.22,1,NATIONAL_ENV_MINISTRY,2024-09-16
2022,LT,TRANSPORT,EUR_PER_TONNE,48.6031,39258038.7,0.0044,3397851403.12,29836843,28375579.16,4635542.14,7356663.48,1429799.87,25836033.21,0,1,322682561.16,1,BUDGET_REPORTING,2024-12-03
2023,PT,RESOURCE,EUR_PER_VEHICLE,45.9075,32466838.84,0.0036,759386962.1,29964090,207524439.82,7035702.73,2082201.95,784161.78,22564772.38,0,1,5081559860.92,1,EUROSTAT_ENV_TAX,2024-04-18
2024,SE,ENERGY,EUR_PER_TCO2,53.7734,101256060.69,0.0112,211144618.57,30003435,94116073.76,48540837.33,7914417.63,9976325.83,34824479.9,0,1,4526711256.99,1,ETS_AUCTION_PLATFORM,2024-06-16
2025,CY,POLLUTION,EUR_PER_MWH,45.9016,1214695.16,0.0001,1941940766.16,29950114,634812547.02,97587.26,101485.18,235206.62,780416.1,0,0,300594366.15,1,NATIONAL_ENV_MINISTRY,2025-12-18
2026,FR,CARBON,EUR_PER_LITRE,174.5863,113687178.48,0.0125,1718309971.24,30066420,700364467.82,35600946.98,19372738.38,11027764.69,47685728.43,0,1,3346779755.67,1,BUDGET_REPORTING,2025-06-15
2010,IT,TRANSPORT,EUR_PER_TONNE,79.1346,75609881.01,0.0083,2697246754.1,30066048,93298911.42,11167364.4,26922103.76,5672151.09,31848261.76,0,0,2607877079.09,0,EUROSTAT_ENV_TAX,2024-12-25
2011,NL,RESOURCE,EUR_PER_VEHICLE,145.2329,148125126.39,0.0162,3502047237.92,30194605,103012499.93,36949477.64,28588595.29,3726580.18,78860473.28,0,0,3268216852.23,0,ETS_AUCTION_PLATFORM,2024-06-09
2012,SI,ENERGY,EUR_PER_TCO2,46.6301,9387916.93,0.001,1463177050.88,30119349,80508422.37,5219270.3,1419173.41,1391504.36,1357968.86,0,1,6246617395.73,1,NATIONAL_ENV_MINISTRY,2024-01-26
2013,BG,POLLUTION,EUR_PER_MWH,63.2121,33055842.57,0.0036,3589189085.52,30199139,137805087.33,2773628.41,2563426.45,6542071.1,21176716.61,1,0,4209710119.2,0,BUDGET_REPORTING,2024-05-07
2014,EE,CARBON,EUR_PER_LITRE,75.6529,17703764.01,0.0019,1233352991.6,30205853,126813524.68,8909107.58,1120696.11,1185910.12,6488050.2,1,0,3975409258.21,0,EUROSTAT_ENV_TAX,2025-09-08
2015,HU,TRANSPORT,EUR_PER_TONNE,52.6038,43550509.2,0.0047,3316780353.63,30371596,187434187.13,10538130.72,11093853.46,3647198.96,18271326.06,0,1,2976022050.97,0,ETS_AUCTION_PLATFORM,2024-10-30
2016,LU,RESOURCE,EUR_PER_VEHICLE,117.6774,54793395.58,0.0059,1832194156.15,30454820,128577725.91,13295330.01,4060009.43,4891684.37,32546371.77,0,1,6911138170.97,0,NATIONAL_ENV_MINISTRY,2026-02-20
