tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_usd,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2013,PARCEL0000000662,IND,24409226.2,22887969.57,15.9704,415598.72,1,0,0,0,WITHDRAWN,0.5958,0.8754,14.68,0,1,0.1612,0.4193,0
2012,PARCEL0000000663,AG,95510352.78,114306232.25,11.6247,1122787.14,1,0,0,0,REDUCED,0.84,0.9903,10.04,0,1,0.6567,0.2514,0
2019,PARCEL0000000664,RES_MF,108342940.27,138820372.59,10.2213,1067313.08,0,0,0,1,PENDING,0.7494,0.9516,15.05,0,0,0.181,0.3397,0
2016,PARCEL0000000665,RES_SF,99226628.44,87904960.2,38.7959,3981140.02,0,1,0,0,UPHELD,0.8288,1.2147,13.72,0,0,0.2958,0.4591,0
2019,PARCEL0000000666,VACANT,126262752.03,132862531.72,40.2955,5053238.99,1,0,0,0,NONE,1.1999,0.987,2.81,0,1,0.5591,0.3101,0
2014,PARCEL0000000667,RES_SF,13006327.7,14275122.49,42.1045,540353.17,0,0,0,0,UPHELD,1.0007,1.1628,4.97,0,0,0.3434,0.5014,0
2007,PARCEL0000000668,VACANT,31971445.39,41136790.65,26.7666,893732.53,1,0,0,0,UPHELD,0.7307,1.1474,5.61,0,0,0.5175,0.3292,0
2025,PARCEL0000000669,AG,181083534.78,158654871.3,39.6362,6923722.67,1,0,0,0,NONE,0.9069,0.9755,4.13,0,0,0.565,0.3668,0
2024,PARCEL0000000670,VACANT,57981246.7,69658264.49,17.3413,929007.68,1,1,0,0,NONE,1.1633,0.9225,1.89,0,0,0.2465,0.7045,0
2018,PARCEL0000000671,RES_SF,197668554.49,203899480.66,40.2175,7494493.4,1,0,0,1,NONE,0.9061,1.0885,4.16,0,0,0.3318,0.4477,0
2017,PARCEL0000000672,COMM,15501825.88,20622144.38,19.7271,299641.93,1,0,0,0,REDUCED,1.0648,1.1564,16.99,0,0,0.7001,0.2624,0
2020,PARCEL0000000673,RES_SF,38489360.05,42925484.32,11.0846,431692.3,1,0,0,0,NONE,0.8114,0.9208,15.61,0,0,0.3222,0.5231,0
2020,PARCEL0000000674,IND,163196240.59,150266647.67,37.3129,5783928.78,1,0,0,0,NONE,0.9199,0.8639,14.36,0,0,0.2489,0.4102,0
2007,PARCEL0000000675,RES_SF,4174077.11,4621515.79,41.8177,185219.02,1,0,1,0,NONE,0.8232,0.9449,4.41,0,0,0.7333,0.1462,0
2017,PARCEL0000000676,MIXED,162330462.67,179200688.49,27.8559,4647101.38,0,0,0,0,UPHELD,0.7602,0.8684,9.08,0,0,0.7471,0.1182,0
2016,PARCEL0000000677,RES_SF,96752416.0,90065183.18,40.4672,3971937.7,1,0,0,0,UPHELD,1.1318,1.2332,6.65,0,0,0.3491,0.6138,1
2012,PARCEL0000000678,COMM,58318045.31,64020916.5,0.8227,50458.82,0,0,0,0,REDUCED,0.5182,0.8972,17.36,0,1,0.7363,0.1131,0
2010,PARCEL0000000679,RES_SF,185154401.49,248989243.99,19.6321,3614653.88,0,1,0,1,REDUCED,0.8918,0.8614,10.08,0,0,0.7014,0.1271,0
2007,PARCEL0000000680,RES_SF,187102215.79,165310398.4,25.1799,4894219.29,1,1,0,1,NONE,0.6097,0.9961,6.06,1,0,0.2557,0.5919,0
2010,PARCEL0000000681,VACANT,86864647.7,93520771.76,23.8214,2093488.89,1,0,0,0,NONE,0.9352,1.0679,5.11,0,0,0.6583,0.1801,0
2009,PARCEL0000000682,RES_MF,189993970.31,232577094.13,25.549,4762195.8,1,0,0,1,NONE,0.7561,0.9084,2.93,0,0,0.3549,0.4293,0
2008,PARCEL0000000683,RES_MF,142839501.6,176151440.58,40.6611,6198821.06,1,0,0,1,REDUCED,0.8268,1.0336,17.04,0,0,0.5587,0.271,0
2018,PARCEL0000000684,IND,45847431.35,60128530.73,16.5493,781412.84,1,0,0,0,NONE,0.526,0.9182,6.96,0,0,0.6455,0.258,0
2019,PARCEL0000000685,IND,44907439.01,50317952.76,8.4391,356616.82,0,0,0,0,PENDING,1.0092,1.0539,1.36,0,0,0.1861,0.5224,0
2025,PARCEL0000000686,RES_SF,176519360.34,156311746.19,5.3174,998865.35,1,0,0,1,REDUCED,0.8335,0.9693,3.81,0,0,0.2353,0.5921,0
2011,PARCEL0000000687,RES_MF,1737563.0,1549808.34,7.6241,12716.52,0,1,0,1,UPHELD,0.6958,1.1317,16.18,0,0,0.4022,0.3018,0
2009,PARCEL0000000688,VACANT,151131875.09,175053983.34,40.3291,5675708.02,0,0,0,0,REDUCED,1.0463,1.1661,17.3,0,0,0.356,0.4748,0
2006,PARCEL0000000689,RES_SF,22962833.12,27126291.57,35.1711,866855.91,1,1,0,0,UPHELD,0.7426,1.0978,17.78,0,0,0.2235,0.4926,1
2023,PARCEL0000000690,RES_SF,221247755.58,279605678.44,29.1943,6212963.96,1,1,0,0,PENDING,0.8718,1.1483,10.51,0,0,0.7396,0.1707,0
2006,PARCEL0000000691,RES_MF,88596345.48,88188305.8,36.0532,3122460.3,0,1,0,0,UPHELD,1.1273,0.9522,15.4,0,0,0.3805,0.3818,0
2012,PARCEL0000000692,RES_MF,109958542.04,145902098.81,31.0517,3385338.87,1,0,0,1,NONE,0.9073,1.1562,11.24,0,0,0.4973,0.4664,0
2012,PARCEL0000000693,RES_SF,200157546.47,176463319.98,21.8534,4300249.88,0,0,0,0,REDUCED,0.8629,1.061,0.31,0,0,0.4488,0.436,0
2012,PARCEL0000000694,RES_SF,140012744.05,123000620.2,19.9367,2708197.47,0,0,0,0,UPHELD,0.8634,0.9698,5.04,0,0,0.5662,0.3553,0
2012,PARCEL0000000695,RES_SF,31637181.6,39855063.58,10.1002,341759.6,1,0,1,0,UPHELD,0.9618,1.2149,1.49,0,0,0.2916,0.6383,0
2022,PARCEL0000000696,AG,141980995.35,185668338.57,14.416,2066099.08,1,0,0,0,UPHELD,0.8566,1.1194,14.48,0,0,0.6834,0.2477,0
2019,PARCEL0000000697,COMM,206582212.12,273312928.51,18.2565,4000338.29,0,1,0,0,REDUCED,0.8665,1.1166,13.44,0,0,0.4075,0.5018,0
2013,PARCEL0000000698,RES_SF,28215544.74,30868545.51,15.586,459685.35,1,0,0,0,NONE,0.887,1.0268,14.71,0,0,0.3957,0.4444,0
2025,PARCEL0000000699,AG,147614256.73,194372632.9,36.0987,5708594.17,0,0,0,1,UPHELD,0.5894,1.022,11.45,0,0,0.4861,0.3915,0
2009,PARCEL0000000700,RES_MF,156317080.31,135719679.44,10.5372,1565262.98,1,0,0,0,INCREASED,1.1022,1.0116,0.42,0,1,0.4747,0.3137,0
2023,PARCEL0000000701,RES_MF,100787335.55,122496682.9,36.254,3747415.4,0,0,0,0,UPHELD,0.7593,1.194,3.91,0,0,0.4834,0.4867,0
2015,PARCEL0000000702,RES_SF,110502467.25,143115233.96,39.3789,4186341.94,1,0,0,0,REDUCED,0.9195,1.0795,8.74,0,0,0.2593,0.3634,0
2025,PARCEL0000000703,RES_SF,79611708.47,73994263.91,24.4653,1937223.47,0,0,0,1,REDUCED,0.8104,1.0273,13.18,0,1,0.5477,0.261,0
2010,PARCEL0000000704,VACANT,36304275.03,41849091.33,37.1064,1344075.96,1,0,0,1,PENDING,0.8988,1.1106,11.61,0,0,0.3084,0.4504,0
2006,PARCEL0000000705,RES_SF,201319818.57,179529109.54,5.9373,1269662.34,1,0,0,0,UPHELD,0.6939,1.0299,16.01,0,0,0.5136,0.2136,1
2015,PARCEL0000000706,RES_SF,81091587.14,72717396.79,38.6834,3044637.25,0,0,0,0,UPHELD,0.6069,1.2151,12.67,1,1,0.5673,0.3192,1
2011,PARCEL0000000707,RES_MF,101814775.19,91005227.2,41.7129,4424566.79,1,0,0,0,REDUCED,1.0995,1.1351,15.74,0,0,0.6034,0.3754,0
2014,PARCEL0000000708,COMM,158896404.62,154884126.74,8.7635,1377743.15,0,0,0,0,REDUCED,1.0301,1.1067,2.07,0,0,0.3131,0.3264,1
2024,PARCEL0000000709,RES_SF,75309950.87,72713515.39,18.0943,1267775.49,1,0,0,0,UPHELD,0.8429,1.0338,11.85,1,0,0.3553,0.5364,0
2006,PARCEL0000000710,RES_MF,71559560.07,77811791.95,8.7794,648236.29,1,1,0,1,UPHELD,0.5398,0.8883,7.19,0,0,0.4744,0.4215,0
2025,PARCEL0000000711,RES_SF,244616632.04,317023654.85,7.6395,1849593.55,1,0,0,0,UPHELD,1.0902,1.2141,5.49,1,0,0.6198,0.1707,0
2016,PARCEL0000000712,COMM,158896536.12,142945457.8,19.4908,3182893.43,0,0,0,0,NONE,0.9581,1.0073,16.66,0,0,0.1796,0.5832,1
2018,PARCEL0000000713,COMM,6021726.51,6691745.15,19.6672,122506.07,1,1,0,0,UPHELD,1.1531,0.9834,2.51,0,0,0.6859,0.1943,1
2006,PARCEL0000000714,VACANT,141723533.06,137569163.46,24.1603,3411260.6,1,0,0,0,REDUCED,0.8841,1.1971,5.91,0,0,0.7167,0.1965,0
2008,PARCEL0000000715,RES_SF,216998748.11,210065940.86,42.8725,9510925.88,0,0,0,1,NONE,0.6537,1.018,2.43,0,0,0.6193,0.2718,0
2006,PARCEL0000000716,RES_SF,233325190.8,282660800.02,26.4102,5718121.15,1,0,0,0,PENDING,0.799,1.1267,4.48,0,0,0.6208,0.2649,0
2009,PARCEL0000000717,VACANT,98242216.26,125045141.56,3.4593,318439.35,1,0,0,1,NONE,0.5746,1.2085,6.08,0,1,0.5204,0.3574,0
2008,PARCEL0000000718,RES_SF,130754045.8,127483322.78,0.0303,4016.11,0,0,0,0,REDUCED,0.7497,0.8931,17.44,0,0,0.3026,0.3237,0
2019,PARCEL0000000719,AG,138071499.7,135247267.02,11.4147,1690661.75,0,0,0,0,UPHELD,0.6266,0.998,14.53,0,0,0.4912,0.2138,1
2009,PARCEL0000000720,COMM,69069859.45,76749982.85,4.8343,357545.44,1,0,0,0,NONE,0.6604,1.1186,3.51,0,0,0.5979,0.2449,0
2013,PARCEL0000000721,RES_MF,15416106.54,14051004.57,17.9047,284427.01,1,0,0,0,UPHELD,0.9833,1.1066,9.56,0,0,0.2819,0.4163,0
2022,PARCEL0000000722,IND,167897614.73,183848537.82,26.6441,4693006.24,1,0,0,0,REDUCED,0.9245,1.2386,7.85,0,0,0.4962,0.3677,1
2015,PARCEL0000000723,RES_MF,159516499.9,182316460.56,43.5799,7312980.64,0,0,0,0,NONE,0.9428,1.0594,14.51,0,0,0.4366,0.2928,0
2021,PARCEL0000000724,RES_SF,135269005.78,175335753.84,41.4353,5904906.34,1,0,0,0,NONE,1.0023,1.1271,15.32,0,1,0.7339,0.1416,0
2023,PARCEL0000000725,RES_SF,104321731.18,91923608.87,25.9992,2671463.5,1,0,0,0,UPHELD,0.5926,1.0811,14.37,0,0,0.6648,0.1341,0
2007,PARCEL0000000726,AG,44138770.35,46776590.06,44.5244,1965136.63,1,0,0,0,NONE,0.9049,0.9245,11.93,0,0,0.4996,0.325,0
2020,PARCEL0000000727,RES_SF,24300748.26,27733406.08,40.2405,936916.23,0,0,0,0,UPHELD,0.882,1.0917,4.62,0,0,0.1869,0.3934,0
2016,PARCEL0000000728,RES_SF,198737253.06,197184170.97,23.0423,4854301.86,1,0,0,0,NONE,0.5985,1.0117,17.09,0,0,0.5485,0.2645,1
2011,PARCEL0000000729,AG,114689838.9,133627489.04,16.8161,1993020.31,1,0,0,0,NONE,0.5532,1.1615,13.86,0,0,0.2688,0.5764,0
2009,PARCEL0000000730,RES_MF,100687885.54,109439348.18,5.8405,588093.3,0,1,0,0,NONE,0.6006,1.1625,1.84,0,0,0.162,0.4309,0
2015,PARCEL0000000731,RES_MF,246837990.06,213010330.37,30.9422,7185229.09,0,0,0,1,UPHELD,0.7602,0.8752,11.78,0,0,0.565,0.1967,0
2012,PARCEL0000000732,RES_SF,145209235.15,133684439.61,44.0636,6013114.16,1,0,0,0,NONE,0.7523,1.1536,13.34,0,0,0.7167,0.1624,0
2025,PARCEL0000000733,COMM,97670084.06,104773292.26,44.2632,4556352.39,1,0,0,0,NONE,0.9078,0.9334,4.69,0,0,0.5819,0.3332,0
2007,PARCEL0000000734,RES_SF,249573785.7,305077582.01,12.0811,2854902.28,1,0,0,0,UPHELD,0.6672,1.0074,17.24,0,0,0.2181,0.5188,0
2023,PARCEL0000000735,RES_SF,65635232.53,76765506.19,33.2186,2147993.27,1,0,0,0,NONE,0.6483,1.2276,7.26,0,0,0.2863,0.4218,0
2007,PARCEL0000000736,RES_SF,70595872.49,83877169.47,3.2653,229122.72,1,1,0,1,NONE,0.5556,1.2467,8.57,0,0,0.3303,0.2935,0
2019,PARCEL0000000737,VACANT,187921352.52,176030198.89,22.7355,4374570.83,1,0,1,0,NONE,0.876,0.8657,5.7,0,0,0.3781,0.3698,0
2009,PARCEL0000000738,RES_SF,185456200.11,168084364.79,32.9933,6118605.75,0,0,1,1,UPHELD,1.062,1.1244,13.19,0,1,0.5013,0.2147,0
2023,PARCEL0000000739,COMM,94681094.45,83004485.89,15.5219,1583273.9,1,0,0,1,REDUCED,0.8057,1.21,8.07,0,0,0.4389,0.4399,0
2009,PARCEL0000000740,RES_SF,26170076.25,27039797.64,35.1589,890296.94,0,0,1,0,PENDING,0.9797,1.1408,0.11,0,0,0.4711,0.4932,0
2013,PARCEL0000000741,RES_SF,121483740.79,105947262.88,35.372,4417169.05,1,1,0,0,UPHELD,0.9551,1.1864,16.08,0,0,0.3845,0.5059,0
2008,PARCEL0000000742,COMM,222370952.91,256045166.96,23.998,5425300.85,1,0,0,0,WITHDRAWN,0.5352,1.0462,2.63,0,0,0.3614,0.5004,0
2020,PARCEL0000000743,COMM,184932225.8,231587182.8,43.4836,8099446.58,1,0,0,0,UPHELD,0.9616,1.157,5.53,0,0,0.2453,0.6229,0
2011,PARCEL0000000744,RES_SF,68134962.44,69135902.71,17.3743,1123860.49,0,0,0,1,REDUCED,0.5788,1.0785,5.93,0,0,0.6669,0.2877,0
2021,PARCEL0000000745,VACANT,206601454.82,184019744.4,29.4347,5622042.39,1,0,0,0,UPHELD,0.6628,1.1117,13.17,0,0,0.6285,0.1777,0
2013,PARCEL0000000746,RES_SF,211224426.92,205728474.51,15.9173,3134270.48,0,0,0,0,NONE,0.6244,0.9933,9.26,0,0,0.2729,0.3987,0
2023,PARCEL0000000747,RES_SF,58684607.17,74275821.29,1.0804,63776.33,1,0,0,0,REDUCED,0.6557,1.116,0.74,0,0,0.4331,0.3982,0
2006,PARCEL0000000748,RES_SF,50162233.55,52441022.52,29.9219,1477903.65,1,1,0,1,REDUCED,0.5711,0.9924,14.48,0,0,0.733,0.2301,0
2023,PARCEL0000000749,IND,98288787.67,126504858.76,31.128,2941832.46,1,0,0,0,REDUCED,1.0179,0.8852,17.06,0,0,0.2691,0.3806,1
2011,PARCEL0000000750,RES_SF,88650004.81,78113777.17,21.9523,2004071.3,1,1,0,0,NONE,1.174,0.9244,10.26,0,0,0.73,0.1923,0
2007,PARCEL0000000751,RES_SF,65648326.61,71391031.44,4.3516,301057.6,1,0,0,0,NONE,1.0327,0.8539,11.24,0,0,0.4737,0.2663,1
2020,PARCEL0000000752,AG,98986319.87,102320260.85,10.8002,1116987.79,1,0,0,0,NONE,0.8097,1.0321,2.82,0,0,0.3931,0.4712,0
2019,PARCEL0000000753,COMM,9744245.2,12621399.96,29.6768,302861.46,1,1,0,1,REDUCED,0.8051,0.8646,12.32,0,1,0.3268,0.4629,0
2022,PARCEL0000000754,MIXED,248489044.33,246074977.34,11.084,2838975.18,1,0,0,0,NONE,1.0699,1.1687,5.19,0,1,0.5261,0.3372,0
2023,PARCEL0000000755,RES_SF,102118981.81,98204736.95,3.5863,361571.05,0,0,0,1,NONE,0.8953,0.8826,3.41,0,0,0.56,0.3567,0
2025,PARCEL0000000756,RES_SF,204554240.06,195417797.18,42.3472,8152159.56,1,0,0,0,UPHELD,0.7565,0.9989,2.28,0,0,0.6204,0.2605,0
2020,PARCEL0000000757,RES_SF,195562023.74,225505363.5,21.1938,3896162.24,1,0,1,0,PENDING,0.8969,0.8766,5.81,0,0,0.3171,0.6324,0
2012,PARCEL0000000758,RES_MF,175297609.82,203872875.77,10.2032,1759427.62,1,0,0,0,NONE,1.0562,1.2497,3.92,0,0,0.2417,0.6849,0
2022,PARCEL0000000759,COMM,122918145.71,122029922.81,1.9142,252562.06,1,0,0,0,NONE,0.5148,1.0758,5.96,0,0,0.2058,0.6442,0
2015,PARCEL0000000760,VACANT,194367920.1,243352192.88,12.9426,2576437.49,1,0,0,1,NONE,0.6319,1.225,16.24,0,1,0.5615,0.3014,0
2025,PARCEL0000000761,AG,57729727.33,58350357.49,20.8275,1225264.17,0,0,0,0,NONE,0.5339,1.0681,3.74,0,0,0.6619,0.2617,0
2023,PARCEL0000000762,COMM,114927527.99,119209772.11,15.9987,1817893.86,1,0,0,1,NONE,1.1148,1.1768,4.02,0,1,0.4851,0.3921,0
2008,PARCEL0000000763,RES_MF,15388697.27,20133711.48,32.5172,470661.78,1,0,0,0,UPHELD,0.6451,1.2246,1.71,0,0,0.5682,0.2207,0
2012,PARCEL0000000764,RES_MF,32495654.91,39127590.49,29.0028,902203.44,1,0,0,0,REDUCED,1.1627,1.0805,13.38,0,0,0.3998,0.5217,1
2023,PARCEL0000000765,RES_SF,119105965.68,157107755.3,31.7998,3890929.36,1,0,0,1,NONE,0.7691,0.9315,10.37,0,1,0.4537,0.3467,0
2014,PARCEL0000000766,RES_SF,125038317.23,141079511.08,25.2586,3273147.38,0,0,0,1,REDUCED,0.6572,0.9022,5.4,0,0,0.1883,0.6004,0
2023,PARCEL0000000767,RES_SF,207858764.58,243269279.54,26.3627,5625072.55,1,0,0,0,REDUCED,1.1652,0.8504,0.64,0,0,0.2696,0.5555,0
2021,PARCEL0000000768,RES_SF,198316621.74,253896156.18,16.2856,2981005.17,1,0,0,0,NONE,0.6291,0.8747,9.89,0,0,0.5959,0.2147,0
2024,PARCEL0000000769,RES_SF,191439946.25,248742122.41,0.6887,136413.27,1,0,0,0,REDUCED,0.7679,1.1875,5.01,0,0,0.4941,0.2083,1
2011,PARCEL0000000770,COMM,45646284.67,45030777.6,39.3678,1835897.52,1,0,0,0,UPHELD,0.8642,1.1506,2.97,0,0,0.5837,0.3204,1
2019,PARCEL0000000771,VACANT,189622390.4,252432851.43,38.1345,7202744.7,1,0,0,0,REDUCED,1.1263,0.8868,17.26,0,0,0.3095,0.3975,0
2017,PARCEL0000000772,RES_SF,35736234.53,43599914.29,42.2268,1606789.76,1,1,0,0,REDUCED,0.6781,0.9912,12.71,0,1,0.2172,0.7209,0
2008,PARCEL0000000773,IND,179384659.75,158546616.15,15.8331,2815347.48,1,0,0,1,WITHDRAWN,1.0846,0.9566,10.84,0,0,0.246,0.7152,0
2007,PARCEL0000000774,RES_SF,119149364.85,112516851.63,23.117,2612355.86,1,0,0,0,NONE,0.5468,1.1736,17.81,0,0,0.5515,0.2907,0
2010,PARCEL0000000775,RES_SF,232914446.17,232212901.0,34.5591,8471918.59,1,1,0,0,NONE,0.8268,0.8821,7.69,0,0,0.1891,0.3902,0
2021,PARCEL0000000776,VACANT,106569070.18,133366976.66,19.0966,1957511.03,0,0,0,0,REDUCED,1.1161,1.1135,9.05,0,0,0.342,0.2912,1
2007,PARCEL0000000777,AG,41484742.81,52997210.8,12.1992,533443.19,0,0,0,0,INCREASED,0.5923,1.0698,15.34,1,0,0.2963,0.3931,0
2019,PARCEL0000000778,RES_SF,116723148.23,101919012.38,6.2234,775904.06,1,0,0,0,NONE,0.7006,0.9039,17.11,0,1,0.5574,0.3792,0
2006,PARCEL0000000779,COMM,202030058.48,268059920.1,38.1587,7807483.59,1,0,0,0,UPHELD,0.9886,1.0617,15.27,0,0,0.6284,0.2946,0
2010,PARCEL0000000780,COMM,145028985.54,177036005.59,43.7626,6105085.74,1,1,0,0,NONE,0.6909,0.8839,2.62,0,0,0.7349,0.1767,0
2017,PARCEL0000000781,IND,96409654.09,89883935.08,42.235,4199090.17,1,0,0,1,NONE,1.1062,1.1976,7.24,0,0,0.4177,0.3674,0
2021,PARCEL0000000782,COMM,142676560.47,142739469.96,30.0682,4464753.57,0,0,0,0,UPHELD,1.155,1.1287,11.63,0,0,0.5594,0.36,0
2017,PARCEL0000000783,RES_SF,241005368.44,293397861.43,41.3564,10624970.4,1,0,0,0,NONE,0.5707,1.2224,7.32,0,0,0.4209,0.2501,0
2025,PARCEL0000000784,IND,233039148.89,314361959.44,35.9433,7819631.48,1,1,0,0,REDUCED,1.0437,1.1727,9.09,0,0,0.2853,0.6619,0
2025,PARCEL0000000785,RES_SF,44530526.76,51207058.1,9.4968,393133.85,0,0,0,0,NONE,0.9022,1.1709,6.02,0,0,0.4908,0.3824,0
2023,PARCEL0000000786,RES_SF,205990246.55,221127202.2,23.049,5050211.5,1,0,1,1,NONE,0.9546,1.2268,1.14,0,0,0.1631,0.6522,0
2009,PARCEL0000000787,RES_SF,167626669.31,186371324.54,35.0129,6196320.06,1,0,0,0,NONE,0.5826,0.8603,5.9,0,0,0.4173,0.3747,0
2018,PARCEL0000000788,RES_SF,197204382.41,257389715.43,43.8496,8541027.69,1,0,0,0,NONE,1.1685,0.8695,6.49,0,0,0.2235,0.646,0
2015,PARCEL0000000789,MIXED,226000673.81,251263140.22,18.8022,4353053.48,1,0,0,1,NONE,0.7322,1.0433,17.99,0,0,0.4598,0.3306,0
2012,PARCEL0000000790,IND,197988290.26,222213568.16,37.0759,7686491.17,1,0,0,0,UPHELD,0.7897,1.0784,15.32,0,0,0.5886,0.2356,0
2010,PARCEL0000000791,RES_SF,61043561.53,78631767.09,33.0094,2167772.49,1,0,0,0,PENDING,1.1918,1.2012,17.27,0,1,0.2093,0.6786,0
2023,PARCEL0000000792,MIXED,177894171.92,177716618.33,42.2194,7159783.65,1,0,0,1,NONE,0.689,1.108,10.12,0,1,0.7241,0.191,0
2015,PARCEL0000000793,RES_SF,37536665.91,33477718.91,9.0001,361571.75,1,0,0,1,REDUCED,0.8409,0.8592,13.2,0,0,0.2648,0.5212,0
2012,PARCEL0000000794,COMM,126015271.52,162005176.78,44.1772,5762474.7,1,1,0,1,UPHELD,0.9721,1.0619,16.5,0,0,0.2201,0.3978,0
2017,PARCEL0000000795,RES_SF,179940816.18,167771822.44,22.7825,4171372.01,1,1,0,1,NONE,1.1275,0.8836,14.36,1,1,0.5733,0.3298,0
2017,PARCEL0000000796,VACANT,127080506.49,132535761.65,32.3301,4355617.96,1,0,0,0,NONE,0.6509,0.9518,15.73,0,0,0.2106,0.4643,0
2015,PARCEL0000000797,RES_SF,171900456.58,163949679.05,28.2604,4576675.58,1,0,0,1,NONE,1.1853,1.0554,14.54,0,0,0.5967,0.3083,0
2007,PARCEL0000000798,RES_SF,98237868.74,117461335.93,15.8219,1635432.24,1,0,0,0,NONE,0.5371,0.9325,15.94,0,0,0.3512,0.3666,0
2011,PARCEL0000000799,COMM,56220572.49,73472558.0,12.3949,711776.25,1,0,0,0,REDUCED,0.6506,1.1025,12.36,0,0,0.7336,0.2334,0
2007,PARCEL0000000800,IND,161687289.78,193990909.37,24.0963,3602630.72,1,0,0,0,PENDING,0.5389,1.0238,14.92,0,0,0.2441,0.5897,0
2018,PARCEL0000000801,RES_MF,192159879.82,240592307.74,28.0167,5707115.91,0,0,0,0,NONE,0.993,1.0278,8.3,0,1,0.3061,0.4712,0
2025,PARCEL0000000802,RES_MF,100660835.24,99903001.39,42.8755,4154942.51,1,1,1,0,NONE,1.1873,1.2358,16.43,0,0,0.5478,0.2768,0
2016,PARCEL0000000803,RES_MF,67638078.58,64649462.08,25.6369,1690145.38,0,0,0,0,WITHDRAWN,0.9333,1.241,12.43,0,0,0.4713,0.2391,0
2014,PARCEL0000000804,AG,20772249.88,19489464.72,13.3137,266692.34,1,0,0,0,UPHELD,0.7579,1.1952,4.84,0,0,0.7145,0.1675,0
2013,PARCEL0000000805,RES_MF,225653922.1,288601746.59,34.7319,8366198.83,1,0,0,1,UPHELD,0.5055,0.9674,11.52,0,0,0.307,0.319,0
2025,PARCEL0000000806,AG,95017114.22,89045067.46,37.5814,3468270.52,1,0,0,0,NONE,0.7409,1.2164,2.12,0,0,0.3921,0.4713,0
2018,PARCEL0000000807,IND,229730807.11,275270908.81,34.3656,7899742.05,1,1,1,0,WITHDRAWN,0.5154,1.2436,15.35,0,0,0.5876,0.2648,0
2024,PARCEL0000000808,RES_SF,214051406.14,263145156.69,2.1122,432730.97,0,0,0,0,REDUCED,0.7825,1.0086,12.78,0,0,0.6597,0.1509,0
2017,PARCEL0000000809,IND,52725719.32,49956627.55,26.8041,1453861.25,1,1,0,0,REDUCED,0.5224,1.215,8.31,0,0,0.6725,0.1586,0
2007,PARCEL0000000810,RES_SF,141652159.9,162448401.85,37.6089,5080960.25,1,1,0,0,UPHELD,0.745,0.8657,2.92,0,0,0.4117,0.3728,0
2009,PARCEL0000000811,RES_SF,206997986.89,268948464.36,27.6216,5973581.65,0,1,0,0,PENDING,1.0736,1.1535,17.8,0,0,0.5487,0.2898,0
2025,PARCEL0000000812,RES_MF,40018935.89,39855463.45,22.1823,898307.33,0,0,1,0,UPHELD,1.0269,1.0237,8.34,0,0,0.4488,0.4019,1
2021,PARCEL0000000813,RES_MF,60505419.94,53721836.36,8.48,513335.35,1,0,0,0,NONE,1.0994,1.1002,3.58,0,1,0.275,0.6077,0
2011,PARCEL0000000814,RES_SF,115108990.0,120522627.62,8.5905,1045856.41,0,0,0,0,NONE,0.5891,0.8511,12.97,0,0,0.6801,0.2802,0
2008,PARCEL0000000815,COMM,124751988.17,161055141.07,14.3316,1890467.09,1,0,0,0,NONE,0.6348,1.0078,7.49,0,0,0.2225,0.6313,0
2018,PARCEL0000000816,RES_SF,185055406.84,205808451.57,38.9975,7525528.94,1,0,0,1,REDUCED,0.9407,0.9728,0.1,0,1,0.437,0.2985,0
2009,PARCEL0000000817,RES_SF,76113938.91,97462416.76,0.9433,72744.55,0,0,0,0,NONE,1.0783,0.981,13.41,0,0,0.3364,0.3171,0
2019,PARCEL0000000818,RES_SF,130817167.46,155471285.78,11.4026,1598537.65,1,0,0,0,PENDING,1.1581,1.118,0.37,0,1,0.4094,0.4164,0
2020,PARCEL0000000819,RES_SF,237660623.41,302253537.88,41.2411,10417831.52,0,0,0,0,REDUCED,0.7333,1.0773,11.43,0,0,0.3502,0.4095,0
2007,PARCEL0000000820,RES_SF,246109940.32,236686757.75,16.0003,3717473.14,1,1,0,1,NONE,0.547,1.0497,16.0,0,1,0.6118,0.3188,0
2018,PARCEL0000000821,COMM,9266774.96,12052968.67,39.5105,393953.56,1,0,0,1,REDUCED,1.0098,1.1815,9.68,0,0,0.2587,0.3416,1
2007,PARCEL0000000822,AG,88260494.75,95468449.97,36.9746,3451796.57,1,1,0,0,NONE,0.864,0.9728,13.2,0,0,0.4526,0.3844,0
2012,PARCEL0000000823,RES_SF,205542132.7,258262530.37,1.5909,314438.19,0,1,0,0,NONE,0.6879,0.9824,7.14,0,0,0.2278,0.507,0
2009,PARCEL0000000824,COMM,77273585.33,84581551.41,29.0639,2395991.2,0,0,0,0,WITHDRAWN,1.1753,1.1777,5.95,0,0,0.6376,0.2194,0
