biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_usd,biz_output_new_orders_value_usd,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_usd,biz_output_r_and_d_spend_usd,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2128Q2,CL000466,256225059597.59,198685543517.29,45.45,158.31,51.72,37.07,70.23,132.32,45.0,77507678246.29,7655976261.9,0.4955,0.5574,99.05,0.4726,13150.37,88.4046,PEER_D
2128Q3,CL000467,200622277622.58,147318422297.82,92.69,148.45,1.31,6.52,96.39,125.41,27.91,114213488359.45,26264314252.56,0.6553,0.2815,35.63,0.3273,2703.77,187.3595,PEER_D
2128Q4,CL000468,254122019027.2,242994963223.34,28.44,83.24,18.41,31.05,80.81,122.82,58.92,26756987162.42,29743703598.7,0.4525,0.3095,66.95,0.6982,877.89,225.9552,PEER_F
2129Q1,CL000469,20613821963.66,20052464413.58,65.37,119.12,52.78,88.19,35.97,106.75,62.19,32054914424.3,32682019093.91,0.6814,0.8719,4.39,0.5089,9390.64,201.3174,PEER_D
2129Q2,CL000470,436640634132.68,346716514493.36,66.4,88.17,29.21,66.41,54.39,134.76,64.08,12684305218.4,31373266400.09,0.572,0.7923,5.86,0.5499,33858.37,89.6327,PEER_A
2129Q3,CL000471,63114296325.98,52682727576.06,60.11,148.92,49.21,32.09,72.39,82.33,48.08,42212035810.34,28944949849.94,0.5765,0.5883,38.12,0.0271,16623.55,96.6808,PEER_C
2129Q4,CL000472,89593292795.77,59964734861.62,96.51,125.93,67.48,82.94,36.19,94.81,33.38,20417131304.98,28620328580.52,0.9568,0.9893,45.77,0.9921,36765.07,164.7912,PEER_D
2130Q1,CL000473,447284951610.44,392790898502.48,33.27,97.79,20.51,59.82,60.35,86.18,39.61,20730900680.59,51930404837.31,0.9418,0.9717,76.82,0.0509,33420.29,103.7605,PEER_A
2130Q2,CL000474,421939883092.19,435706434291.64,59.11,78.15,15.84,73.18,43.5,100.71,5.57,13095651208.3,49956457027.84,0.3672,0.2808,81.14,0.8594,8874.93,29.6471,PEER_A
2130Q3,CL000475,109771635710.25,88096863199.65,50.44,66.28,24.35,10.18,93.9,68.46,52.39,115426712523.91,56450297450.16,0.4276,0.9189,79.35,0.955,5188.9,175.0096,PEER_E
2130Q4,CL000476,114651155322.87,84637901295.45,70.73,80.14,42.04,20.78,93.7,94.29,32.72,55659722769.26,40718025766.11,0.6728,0.8926,71.91,0.6331,3835.04,173.4798,PEER_F
2131Q1,CL000477,84289622571.56,62218921743.4,69.27,125.54,70.17,62.06,80.74,109.77,71.96,77549085835.56,56261927186.22,0.388,0.8225,37.96,0.178,1472.07,14.5234,PEER_A
2131Q2,CL000478,240966255196.45,231209263487.51,28.33,78.02,43.87,56.55,64.59,115.99,50.06,13969327491.07,33050567684.8,0.6218,0.5567,78.53,0.9142,46296.43,192.79,PEER_B
2131Q3,CL000479,84185957459.35,60776739757.87,28.98,159.9,48.92,83.48,50.91,109.27,38.82,43996296827.34,26656049443.34,0.2402,0.298,84.58,0.142,25746.48,199.1149,PEER_D
2131Q4,CL000480,333157482989.59,270926505049.4,79.85,157.24,1.7,23.56,83.32,110.35,65.89,52299743738.98,23828442964.27,0.7128,0.0659,62.82,0.5724,21546.21,208.5391,PEER_C
2132Q1,CL000481,156620271716.37,113694471349.54,72.61,144.35,44.07,3.21,98.06,79.6,60.82,58706930048.22,33995966934.47,0.0658,0.6772,80.44,0.2843,31206.82,100.4864,PEER_C
2132Q2,CL000482,434966809924.38,432575916133.87,60.29,64.99,69.62,70.98,55.04,72.27,91.02,45058948777.65,18236539537.37,0.8411,0.9337,68.16,0.7871,2598.76,111.5149,PEER_B
2132Q3,CL000483,348778370315.77,351015479468.87,48.44,122.91,83.77,28.82,77.0,94.95,41.11,118435671690.03,1333817223.61,0.4177,0.8509,55.91,0.4084,44555.03,147.0185,PEER_A
2132Q4,CL000484,120459170114.21,131209002816.36,84.16,150.79,0.68,15.94,92.57,100.95,57.76,36536570530.11,9990244005.49,0.881,0.393,76.71,0.7962,28719.49,203.1823,PEER_A
2133Q1,CL000485,145850141375.58,109207358307.78,48.63,79.02,19.75,86.7,32.19,78.0,61.82,64702772011.81,53380075065.39,0.509,0.1874,64.31,0.1062,44569.42,238.3948,PEER_A
2133Q2,CL000486,222631780404.88,165021935153.19,70.29,120.65,37.65,28.92,75.28,124.84,89.73,24982789300.01,55362645608.79,0.2095,0.6176,6.43,0.8015,42765.15,154.328,PEER_B
2133Q3,CL000487,71012633805.77,52931571602.76,56.41,76.96,11.59,62.73,56.51,139.55,55.43,37996008213.31,51927728827.95,0.2569,0.8007,65.68,0.7332,38700.92,16.0695,PEER_D
2133Q4,CL000488,137500190577.21,137689137040.69,53.29,155.79,54.62,85.23,47.19,121.16,48.37,64088290966.66,26125709269.11,0.1124,0.5351,95.94,0.3129,33105.96,145.0263,PEER_F
2134Q1,CL000489,331200654070.37,369279537605.31,49.45,131.47,45.18,49.39,83.77,119.36,90.94,58272942464.6,13894706873.15,0.8476,0.6642,35.73,0.3998,12072.83,110.5198,PEER_C
2134Q2,CL000490,440003506149.64,415518255841.58,75.76,156.95,77.43,38.07,74.37,68.57,11.9,2532853464.07,1398775935.34,0.1594,0.0359,60.54,0.8071,46074.92,55.9064,PEER_C
2134Q3,CL000491,358229111283.16,273008974329.4,51.14,128.46,19.91,75.5,41.52,77.4,13.44,113041098085.49,48000094797.58,0.7176,0.1635,20.77,0.3698,24557.38,134.8996,PEER_C
2134Q4,CL000492,69131476775.43,64691651742.21,45.55,119.95,52.09,15.04,88.59,112.24,93.82,74412258744.28,6075025783.06,0.3214,0.7819,89.66,0.4547,8219.43,247.5164,PEER_D
2135Q1,CL000493,69747119687.25,45604354168.66,58.81,122.92,39.09,37.35,67.0,97.71,45.78,93359191784.91,27627466346.35,0.2942,0.526,77.76,0.1705,37104.74,83.3031,PEER_C
2135Q2,CL000494,140021720693.96,109746416813.79,95.82,127.23,3.61,20.45,83.75,115.56,18.78,91551993437.47,45396517394.09,0.9995,0.4127,68.23,0.6059,46057.9,76.7077,PEER_C
2135Q3,CL000495,66983672478.44,47455200226.97,81.55,125.03,71.34,86.22,60.58,131.11,79.22,75961928932.72,58401535297.9,0.0936,0.6602,51.3,0.7411,31689.14,34.6661,PEER_A
2135Q4,CL000496,384494780043.57,323892722672.04,49.23,110.87,50.99,45.59,75.06,130.56,84.69,96074498675.02,8856616093.38,0.7596,0.9744,73.78,0.8494,3368.29,45.5278,PEER_F
2136Q1,CL000497,270324903466.26,223688756180.34,27.42,71.08,1.42,20.69,86.9,133.62,15.63,38313006713.16,39864122349.8,0.0353,0.4565,8.19,0.3146,25831.48,36.5116,PEER_F
2136Q2,CL000498,449392366751.02,370990386222.83,41.08,145.79,20.48,86.62,43.0,76.67,46.07,21969185171.29,56189266022.59,0.1597,0.9135,38.6,0.6582,10086.0,167.0558,PEER_E
2136Q3,CL000499,271022904178.45,288851544392.96,27.47,86.69,51.03,72.36,48.96,124.25,55.66,17332100132.75,7097541461.38,0.8069,0.1077,91.06,0.1057,18810.56,25.0752,PEER_C
2136Q4,CL000500,117319886103.34,134463105746.59,90.79,112.57,6.63,40.14,78.76,124.56,26.27,83813957826.83,19084200820.2,0.4523,0.9492,5.78,0.9667,48676.64,49.5082,PEER_F
2137Q1,CL000501,17652309880.59,12242079901.3,56.88,76.99,38.78,27.17,79.48,124.68,10.27,108993933532.91,32686211377.22,0.0404,0.2285,83.0,0.9507,22913.89,116.9112,PEER_C
2137Q2,CL000502,49582927715.32,33684345222.02,96.86,139.86,36.5,34.7,77.85,138.96,60.16,113609801999.84,56353378623.71,0.2497,0.6221,58.57,0.9465,3571.66,209.2707,PEER_F
2137Q3,CL000503,41753423070.88,32653138216.83,41.4,150.86,81.66,64.49,51.26,67.72,78.52,44514527530.07,35095683237.82,0.5915,0.7464,23.87,0.9842,9003.16,17.2181,PEER_E
2137Q4,CL000504,395707283442.39,280471550562.9,94.02,102.69,1.72,35.73,84.12,95.9,71.12,68246002070.89,44554842499.11,0.9239,0.9186,85.41,0.841,45540.38,135.3837,PEER_D
2138Q1,CL000505,382737403240.57,307322171848.23,93.7,74.38,7.57,68.76,45.55,123.49,1.48,25450641631.19,32861216775.62,0.5003,0.1745,38.03,0.686,6414.16,77.7584,PEER_B
2138Q2,CL000506,435391392751.78,494295023593.9,28.63,70.32,69.55,61.4,51.9,124.83,52.9,57627325720.05,20735172000.01,0.3018,0.6828,3.38,0.2379,39457.02,59.0017,PEER_F
2138Q3,CL000507,164830370315.69,179830109068.62,33.79,97.79,2.35,4.31,96.22,71.63,55.43,35449912755.46,1630076292.41,0.2763,0.4254,92.82,0.1435,47830.92,74.0791,PEER_C
2138Q4,CL000508,408778359403.24,307387297782.32,95.62,136.17,9.12,59.44,69.35,64.34,37.47,63557222535.17,36114753131.38,0.8398,0.0893,5.66,0.4622,8510.1,121.8475,PEER_E
2139Q1,CL000509,328954727356.74,329971380229.39,37.5,101.4,45.34,82.93,59.63,111.2,78.87,5841403384.29,29321419603.78,0.5451,0.7367,57.16,0.7234,10181.78,155.4185,PEER_C
2139Q2,CL000510,8728496261.56,7458689264.96,91.06,143.38,63.26,83.7,37.18,134.61,47.16,22013548998.17,11449670505.43,0.1134,0.7532,56.65,0.7385,25098.34,228.2412,PEER_F
2139Q3,CL000511,93858557274.12,89442180159.26,80.23,73.61,51.81,49.23,71.07,103.21,67.01,11500523059.97,41470305223.67,0.2489,0.1156,85.22,0.8903,14135.94,201.751,PEER_C
2139Q4,CL000512,199456575321.09,149053063757.36,21.79,133.07,69.32,46.53,73.92,127.75,67.08,10320719272.67,23179814829.85,0.0865,0.8955,7.78,0.234,8353.66,90.0769,PEER_D
2140Q1,CL000513,400672343615.22,329325952863.48,66.75,96.47,67.68,34.21,84.38,126.51,75.67,80266180180.23,29640593535.93,0.0233,0.4379,72.0,0.1572,8274.62,28.974,PEER_D
2140Q2,CL000514,392998176187.84,375509777293.46,71.64,137.71,48.53,2.07,99.32,65.25,25.42,67703008699.75,44576030939.36,0.3403,0.316,55.51,0.2682,11704.63,52.8843,PEER_D
2140Q3,CL000515,336404166204.46,218664913736.76,54.42,89.12,21.24,37.49,77.56,83.62,92.43,20436243190.44,6890320148.86,0.8671,0.4866,29.27,0.1303,12523.32,120.7971,PEER_D
2140Q4,CL000516,254159430398.79,234524112650.64,27.36,77.58,7.3,77.09,49.59,139.77,76.98,56623239374.61,53614872941.39,0.1259,0.8262,49.92,0.7195,47778.12,15.3968,PEER_B
2141Q1,CL000517,194403141717.51,156071987856.11,22.63,154.2,24.67,62.52,73.57,108.91,32.98,49305129118.3,31315824731.89,0.01,0.6825,84.93,0.4278,21707.93,116.6378,PEER_D
2141Q2,CL000518,22210156486.75,21324612145.62,94.27,138.18,40.85,82.65,28.58,125.08,89.88,67434212586.05,27014948045.06,0.7491,0.2425,61.16,0.0433,22841.98,7.9611,PEER_B
2141Q3,CL000519,56012117121.86,40148218495.83,87.79,130.22,78.06,54.8,52.69,128.56,85.25,31691957640.92,29373295238.42,0.745,0.4443,42.86,0.5629,12052.42,50.0899,PEER_F
2141Q4,CL000520,445772046554.78,490539909197.12,24.92,94.04,26.37,83.56,60.84,123.38,7.31,86892902308.27,16817419362.49,0.8366,0.7623,8.19,0.9104,10821.56,22.3323,PEER_E
2142Q1,CL000521,27839488869.95,26990502273.1,91.89,103.01,61.38,79.17,44.68,62.09,81.21,20030643458.37,3572612866.7,0.7601,0.6451,14.36,0.5478,22917.27,141.218,PEER_E
2142Q2,CL000522,186631691429.3,199108348851.26,81.72,86.33,5.51,64.11,57.6,126.41,31.08,92739308729.93,58823258960.22,0.8407,0.6182,72.05,0.9985,25515.36,216.1672,PEER_C
2142Q3,CL000523,123707030941.08,83028977277.74,55.47,115.68,79.06,30.56,75.75,110.84,76.18,63396747662.6,598043821.63,0.8878,0.2317,37.95,0.2082,44580.1,143.0822,PEER_F
2142Q4,CL000524,126717728614.61,130049121449.92,31.8,95.82,12.48,23.8,91.15,67.09,88.01,86121440506.08,14655830282.26,0.3053,0.1315,76.27,0.8799,31518.31,151.7931,PEER_B
2143Q1,CL000525,334814560591.78,362559198339.31,37.84,155.25,21.71,81.67,54.54,130.27,11.96,83535488325.91,56048844952.85,0.2659,0.8986,23.02,0.5776,32296.4,42.2156,PEER_C
2143Q2,CL000526,398740945866.71,262799320379.35,53.85,116.09,27.18,32.86,74.18,72.96,9.29,2058969313.02,21234636068.45,0.5055,0.3664,98.61,0.5818,10623.25,102.8827,PEER_C
2143Q3,CL000527,230361353387.73,213068974649.12,63.91,100.63,22.09,1.3,98.83,94.56,31.36,5335889537.6,48809073535.34,0.8026,0.8515,25.5,0.5511,14620.61,90.2125,PEER_D
2143Q4,CL000528,303082681333.21,340328409570.78,56.37,84.88,10.08,34.45,69.48,122.26,42.78,105697300336.51,23619786251.34,0.0035,0.7982,7.98,0.6352,32029.22,174.7676,PEER_C
2144Q1,CL000529,29120312836.45,32345688976.8,70.77,71.06,16.66,39.92,82.12,130.55,49.56,67890997973.63,12795326652.35,0.1793,0.9893,36.0,0.3122,8621.37,24.1086,PEER_E
2144Q2,CL000530,399201741907.3,393754431017.27,93.28,126.8,42.25,19.38,84.62,76.43,88.94,70194555245.29,29355308845.15,0.9862,0.6212,16.34,0.8906,11985.48,5.5494,PEER_C
2144Q3,CL000531,145087600128.73,94751539335.88,37.6,139.4,47.09,84.2,67.97,120.59,53.74,26860944268.91,36952170080.49,0.6457,0.2134,18.36,0.9976,38464.94,212.7668,PEER_D
2144Q4,CL000532,28612140751.23,20066720902.78,71.59,95.45,33.39,85.71,51.43,67.54,8.03,78872320375.17,58676916898.39,0.7887,0.1045,47.98,0.2031,38707.56,204.2952,PEER_D
2145Q1,CL000533,253254448628.17,246906930561.17,26.99,113.74,84.15,40.25,65.24,102.93,13.1,94491361201.84,25118323166.75,0.7335,0.9129,29.11,0.0696,31118.63,241.1444,PEER_C
2145Q2,CL000534,54859911743.92,36120172360.21,85.55,62.87,56.37,4.17,96.78,121.9,61.67,71559931550.91,7590995958.15,0.8318,0.269,75.81,0.4221,28558.26,156.2362,PEER_F
2145Q3,CL000535,237313740787.53,186547139445.06,43.7,88.57,76.49,21.2,82.35,83.23,48.23,68906752435.33,58353019521.84,0.1021,0.2776,72.47,0.4938,9453.56,237.5757,PEER_B
2145Q4,CL000536,216283476467.11,210530636049.78,50.72,150.05,41.04,61.92,78.29,123.16,43.77,26952978950.82,5766925196.87,0.8497,0.7226,30.45,0.1202,22782.27,186.7803,PEER_C
2146Q1,CL000537,443358368796.59,401949202605.68,82.08,79.86,49.77,88.45,50.5,88.34,99.11,27795650915.65,27350693705.39,0.5854,0.8076,31.55,0.2237,32520.73,176.9442,PEER_D
2146Q2,CL000538,194823125666.07,169064469884.99,45.2,96.89,80.29,25.89,90.01,89.36,26.29,60841903748.65,42182293898.37,0.1104,0.1929,55.38,0.2721,19742.56,104.3556,PEER_B
2146Q3,CL000539,336944952307.73,286172760001.57,21.65,71.72,32.76,29.63,82.24,93.31,82.93,116264297027.4,45272110020.6,0.9365,0.7961,77.54,0.3808,45598.62,10.3234,PEER_C
2146Q4,CL000540,100143181316.56,84124570253.14,48.65,123.47,51.27,11.39,93.18,113.22,20.24,62375991370.15,59621455331.41,0.5484,0.0194,49.43,0.7162,30671.53,22.8982,PEER_B
2147Q1,CL000541,425783067146.98,445347150326.88,51.29,77.27,26.36,51.65,56.36,70.69,80.15,106148831461.42,22610350536.21,0.4947,0.666,67.39,0.4757,26650.01,151.2307,PEER_F
2147Q2,CL000542,165793203152.03,137942502397.98,47.97,106.96,35.61,42.11,68.43,77.6,13.62,97823020538.33,30034172344.0,0.0611,0.5485,21.99,0.0075,9633.83,19.4849,PEER_B
2147Q3,CL000543,17989005761.42,16564885290.39,68.12,112.8,47.89,6.51,96.7,61.14,91.82,118455734381.71,20560709391.77,0.8481,0.5047,65.51,0.1773,41255.54,209.8063,PEER_D
2147Q4,CL000544,159913072091.9,179493671184.1,27.62,111.56,24.8,82.36,40.68,86.9,51.55,112603431692.83,18067252782.65,0.2186,0.9389,60.42,0.3942,13257.29,19.8537,PEER_F
2148Q1,CL000545,77367102625.74,84345259876.22,32.11,118.41,17.06,16.39,92.37,132.37,50.25,24403658146.53,26405007786.06,0.8266,0.0753,56.81,0.175,48508.0,245.5957,PEER_C
2148Q2,CL000546,252481408472.34,244297045555.42,53.0,107.34,76.3,27.96,85.01,99.34,48.28,1182789583.33,15135675432.88,0.429,0.081,49.07,0.8717,7715.07,129.1635,PEER_B
2148Q3,CL000547,269954877658.97,273834869547.96,85.66,62.7,84.86,56.89,67.54,122.35,77.96,77015163389.32,9699234083.44,0.0379,0.4607,67.67,0.9922,45047.28,200.0147,PEER_F
2148Q4,CL000548,290931610728.32,262755983313.54,43.47,118.43,2.84,81.95,66.4,108.41,65.6,82875935364.25,6138684081.88,0.9916,0.6641,66.14,0.0675,11395.4,98.0616,PEER_D
2149Q1,CL000549,243007301999.03,267460966281.5,53.42,67.45,30.94,57.53,58.11,121.0,2.8,95769516662.05,19858991162.41,0.8474,0.4679,77.83,0.7703,22966.91,242.6286,PEER_D
2149Q2,CL000550,285378178956.24,187962211580.39,82.68,137.12,81.2,53.89,65.23,85.93,22.69,78113548381.16,2569264296.2,0.3862,0.8846,89.2,0.3759,30762.83,31.2561,PEER_E
2149Q3,CL000551,158322030879.09,181682264150.1,25.43,93.06,47.32,52.4,72.11,68.77,53.79,82810656337.67,50328704411.13,0.921,0.4107,35.91,0.3164,17724.07,47.3653,PEER_E
2149Q4,CL000552,166097624936.75,144564093804.64,55.68,104.74,11.54,23.8,84.22,67.0,75.7,14629178113.58,57738189323.69,0.5919,0.1449,14.25,0.0368,24798.15,146.8623,PEER_E
2150Q1,CL000553,195346015359.9,163268221896.88,52.68,121.57,62.85,58.83,62.89,109.91,10.94,16409375266.89,36831210136.66,0.7357,0.3208,4.34,0.7804,41831.7,53.6466,PEER_A
2150Q2,CL000554,301835792665.69,262801411647.02,74.37,131.5,29.44,11.13,91.93,82.76,3.84,2333367598.25,4859566315.04,0.9917,0.7312,23.79,0.1935,19612.28,58.4098,PEER_C
2150Q3,CL000555,195568353748.61,166955218001.08,29.88,79.96,4.16,28.65,85.52,95.0,21.13,5696492914.34,31567485394.29,0.8438,0.1865,17.28,0.4602,11559.4,247.721,PEER_F
2150Q4,CL000556,171739228463.84,125705870137.38,94.57,88.93,0.65,80.78,66.33,112.62,52.95,29453889559.33,15007128723.4,0.0828,0.9842,30.71,0.448,41142.57,211.8954,PEER_E
2151Q1,CL000557,45210882075.28,50556910993.87,70.39,110.39,81.05,46.48,58.91,78.59,68.0,117409467998.23,12950641483.99,0.6349,0.6771,90.27,0.5776,32477.2,226.6489,PEER_F
2151Q2,CL000558,417553951663.75,455614132848.33,79.26,116.61,2.62,58.49,65.6,109.32,28.62,93423428863.11,6050641347.21,0.2833,0.2533,99.24,0.3601,23701.66,101.4395,PEER_E
2151Q3,CL000559,253062820481.18,199133272682.47,93.5,83.87,0.08,17.36,88.39,123.12,25.69,102045220111.77,16522929541.91,0.279,0.9213,5.19,0.5157,37733.55,36.0152,PEER_F
2151Q4,CL000560,135706928361.68,110180527514.16,33.67,107.73,24.84,75.75,35.19,138.2,75.22,102873139879.95,23274988345.36,0.9538,0.0199,26.85,0.7572,39110.28,90.8286,PEER_F
2152Q1,CL000561,33846139939.47,37763044654.71,57.54,109.75,82.13,58.41,57.27,106.72,52.22,95690494122.88,26666980252.34,0.1144,0.8191,43.07,0.7548,9359.82,112.1986,PEER_B
2152Q2,CL000562,238247678721.8,175932054071.12,55.43,157.27,38.83,66.8,63.7,62.91,48.31,26875642015.73,11790583694.8,0.3059,0.3052,32.44,0.7639,29226.97,203.1796,PEER_E
2152Q3,CL000563,362567340928.84,320519356142.22,71.48,154.5,36.19,28.1,78.91,68.2,95.73,67529455548.77,26464815872.15,0.9984,0.2366,57.18,0.9099,23254.0,68.3042,PEER_F
2152Q4,CL000564,270880709377.61,259466322793.42,34.87,62.3,54.85,19.88,92.89,76.45,77.55,10731360345.27,12287303761.8,0.9157,0.9096,42.89,0.6348,2024.78,171.0025,PEER_E
2153Q1,CL000565,59736513083.28,44677988161.38,80.97,142.47,36.43,25.66,84.79,136.89,14.54,52017309736.39,35874164170.89,0.6905,0.0321,34.88,0.2757,16365.12,158.4945,PEER_F
2153Q2,CL000566,108644745182.49,102245916201.95,75.94,153.88,26.97,12.9,89.14,80.54,0.81,15863157931.05,53837920348.86,0.7745,0.4617,11.62,0.8049,43021.99,49.0663,PEER_C
2153Q3,CL000567,389428356359.02,383262621124.37,72.1,137.93,15.88,17.93,85.52,78.3,46.76,53903229890.78,21291993178.84,0.5859,0.676,41.07,0.0935,10129.51,208.4692,PEER_D
2153Q4,CL000568,5294254893.09,3825860210.26,70.79,149.5,12.66,84.25,32.97,73.53,1.94,62309251075.86,57895743681.02,0.4292,0.7224,24.56,0.2747,36756.43,84.5033,PEER_A
2154Q1,CL000569,285718091713.04,287825013925.09,40.61,128.85,75.13,70.7,71.65,103.2,59.45,117856506810.09,39214517230.95,0.4726,0.0422,38.35,0.3884,36504.09,154.7186,PEER_A
2154Q2,CL000570,98815295831.79,70346275918.53,49.05,77.56,77.38,31.56,82.06,73.09,50.34,57841604626.81,43140541186.43,0.6485,0.4728,23.4,0.3472,24326.5,100.495,PEER_C
2154Q3,CL000571,201840685304.9,133749516666.26,55.65,142.66,9.68,3.48,96.87,72.32,47.3,87435483375.99,58497906797.24,0.7433,0.2059,89.18,0.8247,28647.67,217.8611,PEER_B
2154Q4,CL000572,324270178968.32,316920394738.52,28.01,147.56,60.99,30.99,83.67,115.95,76.5,44046370074.09,54255410607.45,0.9187,0.8611,74.82,0.8337,31971.49,33.6302,PEER_F
2155Q1,CL000573,394649831613.5,430480667126.03,28.34,106.45,42.25,83.35,29.24,99.32,86.5,79554178239.86,53990830463.96,0.3076,0.1448,82.99,0.1553,36982.79,192.5337,PEER_D
2155Q2,CL000574,117357368668.78,88487854858.43,40.77,99.87,27.35,60.99,67.07,77.38,84.51,59178399687.08,52526660033.18,0.6663,0.1543,46.63,0.4308,20059.71,245.8762,PEER_B
2155Q3,CL000575,100949156910.93,104982718132.94,63.6,92.93,23.28,78.99,30.45,116.76,59.79,95599349692.36,1144698486.94,0.1999,0.8331,59.52,0.5896,5235.37,192.6671,PEER_B
2155Q4,CL000576,136378241133.89,88842316278.01,32.98,124.25,5.08,59.16,62.33,104.94,36.72,100867164131.82,3637310888.03,0.9247,0.6539,31.51,0.0722,27829.29,27.5136,PEER_A
2156Q1,CL000577,72248216264.26,81748821644.83,85.28,62.71,81.29,51.54,67.53,62.18,12.57,105789045196.65,24954215775.74,0.4147,0.9211,54.62,0.0675,17175.08,196.4646,PEER_E
2156Q2,CL000578,343997604096.44,320481973792.58,82.9,86.23,23.6,12.79,93.56,100.15,32.99,89833181824.03,22476751790.42,0.4503,0.3711,3.49,0.3686,43209.54,179.7335,PEER_C
2156Q3,CL000579,447623479366.73,381090345233.08,76.85,153.47,77.32,88.32,48.95,121.26,66.15,40635459407.39,16345232328.95,0.3608,0.7637,9.75,0.6872,3497.69,143.638,PEER_E
2156Q4,CL000580,74461957842.64,74613428554.25,87.53,155.58,21.8,1.25,99.51,100.55,16.19,25040347347.29,55528673345.63,0.7858,0.7815,63.23,0.3711,3899.35,177.9411,PEER_B
2157Q1,CL000581,99083677202.04,76255041961.39,26.52,120.46,70.68,0.72,99.41,113.84,88.12,76212234165.18,18336525229.49,0.6977,0.3346,50.86,0.6396,28005.75,48.1181,PEER_F
2157Q2,CL000582,348541878842.93,331117081998.82,80.35,148.18,59.79,86.81,66.79,69.2,95.3,26207050711.51,12049706571.45,0.1944,0.8018,93.89,0.928,4508.32,98.557,PEER_E
2157Q3,CL000583,266889722640.61,226353759322.26,43.55,120.65,52.08,21.93,80.87,90.59,4.0,15755163243.83,28603663397.76,0.6862,0.1388,89.03,0.0637,33649.46,192.198,PEER_A
2157Q4,CL000584,414767458915.02,277617821135.41,73.38,81.42,57.79,21.58,87.02,90.14,30.22,76740099183.51,41752200412.78,0.164,0.2528,38.84,0.6231,42091.57,246.8678,PEER_C
2158Q1,CL000585,277373862829.06,255338764126.2,45.92,103.42,5.91,73.24,74.12,84.69,69.29,51509658493.52,12398743918.76,0.2141,0.9219,57.54,0.2638,22185.06,12.2867,PEER_D
2158Q2,CL000586,270183711105.71,296977075017.44,42.52,131.2,10.29,67.53,70.68,128.49,77.84,64044264419.47,29662753490.47,0.7492,0.1004,55.89,0.9166,2689.61,2.9217,PEER_B
2158Q3,CL000587,358827109817.52,271068598214.15,45.46,86.43,74.87,5.08,96.98,76.06,8.84,56313839488.67,6042549969.25,0.1833,0.0367,3.26,0.7354,11068.26,90.333,PEER_E
2158Q4,CL000588,363813677084.18,251958427955.47,94.68,96.92,65.85,37.49,72.06,71.72,50.38,2109755248.84,24578030199.54,0.1893,0.9806,98.71,0.9263,24773.37,22.8415,PEER_D
2159Q1,CL000589,305454932929.45,315673348590.59,72.27,62.49,30.38,46.07,69.31,111.95,75.61,3790193227.19,29716037168.0,0.8731,0.0626,36.37,0.7735,1201.62,15.7953,PEER_E
2159Q2,CL000590,446254108363.42,483456740021.22,83.54,130.42,45.91,5.42,96.93,104.8,33.47,66006500272.42,46391608535.76,0.7531,0.569,0.97,0.7471,10267.55,162.742,PEER_D
2159Q3,CL000591,194755206261.04,153140605446.98,24.23,73.15,61.37,29.69,76.55,138.09,39.77,4167533590.68,1217339262.63,0.3636,0.8397,15.39,0.612,9757.82,48.1543,PEER_B
2159Q4,CL000592,6404806297.37,6665104738.28,89.36,97.66,36.78,83.07,42.16,72.66,32.34,62635857037.26,22806380714.81,0.7421,0.2389,75.18,0.2122,32059.99,9.6995,PEER_F
2160Q1,CL000593,237768788504.72,265750758159.59,91.47,123.82,74.9,19.74,93.22,125.14,10.02,92391685879.36,8460672360.66,0.0592,0.1066,18.79,0.2663,46717.44,209.3399,PEER_A
2160Q2,CL000594,259027777290.96,248239794567.68,79.01,133.08,78.23,10.14,92.26,131.82,73.9,13441873418.76,26898124540.68,0.4749,0.7128,21.8,0.7829,18698.27,122.4282,PEER_C
2160Q3,CL000595,135772487714.51,126188973527.11,89.8,123.13,74.17,5.67,95.88,133.41,34.47,36345141781.12,22391410809.63,0.296,0.4239,22.32,0.0372,46403.6,17.4163,PEER_E
2160Q4,CL000596,100806361171.25,93942652489.56,64.35,121.51,47.4,75.87,76.65,82.48,10.61,116115062183.53,5130588239.9,0.2528,0.2381,4.65,0.5765,15550.58,132.4302,PEER_C
2161Q1,CL000597,166855300073.41,189431579621.26,53.53,110.13,43.69,88.01,60.98,132.98,4.13,101917139708.2,14798121840.18,0.9481,0.3138,27.23,0.3087,41740.42,107.9933,PEER_B
