energy_renew_reference_year,energy_renew_country_iso2,energy_renew_sector_code,energy_renew_share_pct,energy_renew_target_2030_pct,energy_renew_fit55_alignment_flag,energy_renew_installed_capacity_mw,energy_renew_new_installations_mw,energy_renew_permitting_time_months_median,energy_renew_grid_connection_queue_count,energy_renew_curtailment_rate_pct,energy_renew_storage_capacity_mwh,energy_renew_hydrogen_production_tonnes,energy_renew_rfnsbo_compliance_flag,energy_renew_renewable_guarantees_of_origin_count,energy_renew_support_scheme_code,energy_renew_support_amount_eur,energy_renew_repower_eu_flag,energy_renew_data_source,energy_renew_data_extract_date
2007,LU,HEATING_COOLING,46.46,32.4,1,52647.26,1465.94,45.19,5179,11.39,335603.88,24583.74,0,10911113,NET_METERING,5895535774.8,0,GO_REGISTRY,2026-01-28
2008,RO,ELECTRICITY,61.03,50.27,1,214374.38,2856.93,25.99,10691,10.52,751134.82,9897.72,0,29842277,AUCTION_CFD,7774654723.2,0,NATIONAL_ENERGY_STAT,2025-08-27
2009,AT,INDUSTRY,37.46,35.36,1,48764.82,1048.9,45.03,9668,3.49,277701.11,65375.6,0,10450817,CONTRACTS_FOR_DIFFERENCE,4558403871.99,0,ENTSOE_RENEWABLES,2025-07-09
2010,CZ,TRANSPORT,27.71,58.66,0,250080.28,7400.75,28.57,35,5.26,488390.9,85000.64,0,8348957,CAPEX_GRANT,4987305385.03,0,COMMISSION_PROGRESS_REPORT,2024-04-03
2011,DE,HEATING_COOLING,58.79,39.17,1,52440.43,1199.35,41.45,6540,0.12,483318.43,4151.98,0,13530602,FEED_IN_TARIFF,409445967.8,0,GO_REGISTRY,2024-05-24
2012,LV,ELECTRICITY,24.18,49.86,0,357984.65,14255.26,26.41,9218,10.72,317767.49,17723.01,0,30480693,TAX_CREDIT,8429597634.25,0,NATIONAL_ENERGY_STAT,2024-11-25
2013,PL,INDUSTRY,83.27,58.6,1,294343.2,22002.11,14.65,5310,7.43,416593.1,76844.95,0,9197465,FEED_IN_PREMIUM,8254583181.94,0,ENTSOE_RENEWABLES,2024-11-27
2014,ES,TRANSPORT,30.89,56.38,0,166783.97,9783.35,6.18,9908,0.06,146399.36,102687.91,0,2200783,NET_METERING,9919157595.6,0,COMMISSION_PROGRESS_REPORT,2024-08-16
2015,HR,HEATING_COOLING,63.25,37.61,1,91000.03,5722.02,16.56,9833,2.93,140618.43,40277.87,0,11391162,AUCTION_CFD,9617772574.36,0,GO_REGISTRY,2024-11-06
2016,FI,ELECTRICITY,52.79,55.13,1,374863.99,21168.41,56.99,709,3.16,597549.43,84489.35,0,10288093,CONTRACTS_FOR_DIFFERENCE,483659098.44,0,NATIONAL_ENERGY_STAT,2024-08-12
2017,IE,INDUSTRY,55.11,57.68,1,234435.34,20765.85,13.18,9573,0.34,23315.85,22086.87,0,13735325,CAPEX_GRANT,9134246149.09,1,ENTSOE_RENEWABLES,2025-08-11
2018,MT,TRANSPORT,67.34,40.72,1,284332.56,8518.06,24.51,3741,12.4,213466.78,18931.21,0,9291139,FEED_IN_TARIFF,695926349.44,1,COMMISSION_PROGRESS_REPORT,2024-03-22
2019,SK,HEATING_COOLING,12.46,32.89,0,323167.21,16598.43,28.48,8387,0.15,148271.19,4981.23,0,8010311,TAX_CREDIT,9468426974.65,0,GO_REGISTRY,2025-11-13
2020,BE,ELECTRICITY,39.55,48.43,1,224415.53,4723.2,20.51,9536,5.65,1061425.65,20705.08,0,9030207,FEED_IN_PREMIUM,7117924815.46,0,NATIONAL_ENERGY_STAT,2024-12-27
2021,DK,INDUSTRY,31.29,32.73,1,164300.67,1403.22,11.87,2183,10.31,397364.36,151579.49,0,9979915,NET_METERING,5319222057.67,0,ENTSOE_RENEWABLES,2024-07-07
2022,GR,TRANSPORT,8.24,32.19,0,38735.05,2496.75,18.46,2902,0.07,17356.36,21266.55,0,13132206,AUCTION_CFD,3299411069.41,1,COMMISSION_PROGRESS_REPORT,2025-11-04
2023,LT,HEATING_COOLING,46.02,49.09,0,112307.46,6487.77,29.57,814,11.97,124613.91,183205.5,0,9252682,CONTRACTS_FOR_DIFFERENCE,5330816875.48,0,GO_REGISTRY,2025-09-08
2024,PT,ELECTRICITY,54.81,52.21,1,223552.64,7296.49,31.81,7394,1.5,197939.8,113614.68,0,28239729,CAPEX_GRANT,2637513182.73,1,NATIONAL_ENERGY_STAT,2025-08-28
2025,SE,INDUSTRY,30.26,34.53,1,130439.79,7630.87,9.18,8419,2.37,36000.39,99510.52,1,11979338,FEED_IN_TARIFF,5889693372.51,1,ENTSOE_RENEWABLES,2024-01-26
2004,CY,TRANSPORT,37.46,59.17,0,207329.1,9222.93,20.36,1218,10.96,490940.8,9333.24,0,13381546,TAX_CREDIT,6031540393.6,1,COMMISSION_PROGRESS_REPORT,2025-07-10
2005,FR,HEATING_COOLING,55.33,38.07,1,46631.32,569.26,9.61,935,2.08,257278.48,68636.25,0,2816068,FEED_IN_PREMIUM,9677713813.88,0,GO_REGISTRY,2024-06-13
2006,IT,ELECTRICITY,30.89,36.69,1,159597.37,11310.77,21.86,1821,11.79,384526.18,18925.61,0,523734,NET_METERING,2342603136.96,0,NATIONAL_ENERGY_STAT,2025-11-26
2007,NL,INDUSTRY,46.44,40.77,1,155568.58,8625.21,18.39,5488,7.48,370873.25,29745.03,0,11949874,AUCTION_CFD,8095544491.5,0,ENTSOE_RENEWABLES,2025-11-02
2008,SI,TRANSPORT,39.32,54.37,0,267441.97,4104.59,36.39,7542,9.04,83472.68,13677.67,0,7321436,CONTRACTS_FOR_DIFFERENCE,4023119088.25,0,COMMISSION_PROGRESS_REPORT,2024-04-25
2009,BG,HEATING_COOLING,78.46,39.31,0,74644.18,3173.15,4.67,11460,2.23,264164.78,52669.25,0,1025699,CAPEX_GRANT,1637445458.97,0,GO_REGISTRY,2025-05-05
2010,EE,ELECTRICITY,46.92,59.14,1,308354.38,9856.41,4.01,11181,5.87,1085971.2,109286.58,0,115805,FEED_IN_TARIFF,6564983138.94,0,NATIONAL_ENERGY_STAT,2024-12-05
2011,HU,INDUSTRY,22.28,45.74,0,149079.57,2855.87,10.46,11070,8.7,389668.34,47406.42,0,7861624,TAX_CREDIT,5566380431.21,1,ENTSOE_RENEWABLES,2025-05-16
2012,LU,TRANSPORT,81.83,54.64,1,97708.17,3826.79,48.41,4085,2.03,103088.28,53919.04,0,515601,FEED_IN_PREMIUM,1519164284.97,0,COMMISSION_PROGRESS_REPORT,2025-05-12
2013,RO,HEATING_COOLING,29.01,40.65,0,19949.32,1060.23,54.57,7595,5.66,28937.07,100759.09,0,747626,NET_METERING,5063632890.04,0,GO_REGISTRY,2025-01-04
2014,AT,ELECTRICITY,65.46,56.6,1,137179.43,2012.37,33.58,11650,11.75,60006.76,34031.59,0,31210860,AUCTION_CFD,4521435316.17,0,NATIONAL_ENERGY_STAT,2025-12-12
2015,CZ,INDUSTRY,6.84,32.36,0,63441.11,2967.78,21.92,2262,6.62,300101.75,97164.75,0,3196913,CONTRACTS_FOR_DIFFERENCE,1068941552.99,0,ENTSOE_RENEWABLES,2024-02-06
2016,DE,TRANSPORT,9.95,33.08,0,262163.93,17549.14,10.92,11357,0.29,5048.09,90984.03,0,7655575,CAPEX_GRANT,1370349274.74,0,COMMISSION_PROGRESS_REPORT,2024-10-06
2017,LV,HEATING_COOLING,70.22,38.96,1,282603.73,10457.7,53.53,2010,5.45,331616.07,9794.4,0,7866455,FEED_IN_TARIFF,9040512300.58,0,GO_REGISTRY,2024-05-09
2018,PL,ELECTRICITY,38.51,57.9,0,140801.19,3696.09,16.57,135,2.45,576588.89,80307.74,0,1714952,TAX_CREDIT,3423561120.44,0,NATIONAL_ENERGY_STAT,2025-05-21
2019,ES,INDUSTRY,60.98,34.23,1,14286.42,727.9,6.74,1877,8.66,60438.38,8433.87,0,8050754,FEED_IN_PREMIUM,10313400409.46,0,ENTSOE_RENEWABLES,2024-10-02
2020,HR,TRANSPORT,68.31,34.71,1,189567.26,9942.61,13.27,10022,5.93,336579.37,25549.58,0,2186292,NET_METERING,4792368766.15,1,COMMISSION_PROGRESS_REPORT,2025-11-30
2021,FI,HEATING_COOLING,43.35,59.96,0,171172.77,11744.05,23.14,4171,0.35,242363.13,24940.87,0,4516177,AUCTION_CFD,6953362143.44,0,GO_REGISTRY,2025-12-21
2022,IE,ELECTRICITY,77.15,43.41,1,219223.0,10305.23,39.03,10959,7.96,148800.95,105996.07,0,5431882,CONTRACTS_FOR_DIFFERENCE,10131650714.9,0,NATIONAL_ENERGY_STAT,2024-04-01
2023,MT,INDUSTRY,12.02,44.14,0,97780.82,1915.26,30.77,3883,2.53,147301.11,189989.82,0,10442605,CAPEX_GRANT,4060416044.2,1,ENTSOE_RENEWABLES,2024-10-31
2024,SK,TRANSPORT,7.38,32.22,0,379264.76,18556.1,27.33,10128,7.27,248844.13,307817.71,1,10518710,FEED_IN_TARIFF,2104024570.35,1,COMMISSION_PROGRESS_REPORT,2025-03-24
2025,BE,HEATING_COOLING,34.54,56.14,0,59137.84,2363.02,10.46,1585,10.99,275728.15,236743.85,0,1360178,TAX_CREDIT,137890903.02,0,GO_REGISTRY,2024-12-03
2004,DK,ELECTRICITY,25.11,32.57,1,122535.76,7037.46,33.25,7576,9.66,590997.17,63277.19,0,10889196,FEED_IN_PREMIUM,5327333307.71,0,NATIONAL_ENERGY_STAT,2025-01-08
2005,GR,INDUSTRY,53.7,57.44,1,53642.24,3097.6,7.97,1745,2.91,65152.34,15472.9,0,9475525,NET_METERING,5896854777.76,0,ENTSOE_RENEWABLES,2026-02-11
2006,LT,TRANSPORT,8.98,42.29,0,51476.33,2299.7,46.1,9888,8.45,50122.71,55274.52,0,4807601,AUCTION_CFD,2808155918.3,0,COMMISSION_PROGRESS_REPORT,2024-09-02
2007,PT,HEATING_COOLING,73.37,46.94,1,99792.23,8126.08,46.74,4516,10.65,510009.08,32468.4,0,5999472,CONTRACTS_FOR_DIFFERENCE,3319981662.17,0,GO_REGISTRY,2024-04-08
2008,SE,ELECTRICITY,48.87,37.6,1,202312.83,8531.4,15.46,2544,1.49,360792.18,90981.07,0,21114810,CAPEX_GRANT,5512819383.89,0,NATIONAL_ENERGY_STAT,2024-06-07
2009,CY,INDUSTRY,4.88,45.35,0,146228.03,9640.84,33.86,2880,11.02,275702.3,97752.57,0,10107002,FEED_IN_TARIFF,5976185778.46,0,ENTSOE_RENEWABLES,2025-11-05
2010,FR,TRANSPORT,27.25,45.11,0,209889.14,14355.85,41.53,541,9.89,122421.69,29898.83,0,5892442,TAX_CREDIT,5064935948.67,0,COMMISSION_PROGRESS_REPORT,2024-06-18
2011,IT,HEATING_COOLING,77.77,44.14,1,240125.58,13745.07,8.4,2717,2.91,178749.9,11186.47,0,3064867,FEED_IN_PREMIUM,2805671473.85,0,GO_REGISTRY,2024-09-22
2012,NL,ELECTRICITY,50.77,47.07,1,65668.24,4872.01,18.66,3107,1.29,428679.59,75377.49,0,25625324,NET_METERING,3689834780.39,0,NATIONAL_ENERGY_STAT,2024-10-30
2013,SI,INDUSTRY,64.47,34.94,1,199264.9,7364.29,18.7,3951,2.85,426044.69,7543.91,0,5742682,AUCTION_CFD,2599085230.44,0,ENTSOE_RENEWABLES,2024-02-09
2014,BG,TRANSPORT,50.08,55.29,0,292437.47,6712.33,26.15,1120,9.1,156649.23,55375.0,0,10243158,CONTRACTS_FOR_DIFFERENCE,73098962.97,0,COMMISSION_PROGRESS_REPORT,2024-07-02
2015,EE,HEATING_COOLING,5.95,44.59,0,62500.18,1687.58,4.49,4186,0.65,107759.21,68431.83,0,6393241,CAPEX_GRANT,2153876067.87,0,GO_REGISTRY,2024-03-01
2016,HU,ELECTRICITY,30.94,44.05,0,58312.56,4125.36,13.83,698,8.91,704709.06,68692.58,0,6964974,FEED_IN_TARIFF,3748496755.71,0,NATIONAL_ENERGY_STAT,2024-05-03
2017,LU,INDUSTRY,10.39,45.99,0,320549.71,26695.72,20.63,10789,3.84,473090.69,42145.44,0,12089524,TAX_CREDIT,7358735714.07,0,ENTSOE_RENEWABLES,2025-01-12
2018,RO,TRANSPORT,83.83,57.21,1,95985.65,8262.13,25.42,3181,9.49,121992.21,90836.26,0,7284567,FEED_IN_PREMIUM,478246788.1,1,COMMISSION_PROGRESS_REPORT,2024-08-17
2019,AT,HEATING_COOLING,46.0,57.75,0,84588.1,3630.83,9.45,3192,10.38,442343.77,109092.24,0,6838259,NET_METERING,618031592.36,0,GO_REGISTRY,2024-09-21
2020,CZ,ELECTRICITY,60.13,44.55,1,61379.2,1908.3,40.5,3647,8.82,43125.43,143815.7,0,15916650,AUCTION_CFD,7024480734.61,0,NATIONAL_ENERGY_STAT,2024-01-20
2021,DE,INDUSTRY,22.05,51.27,0,158048.96,11832.78,18.39,2303,2.83,60334.94,157161.32,0,11344062,CONTRACTS_FOR_DIFFERENCE,3638622262.43,0,ENTSOE_RENEWABLES,2025-11-04
2022,LV,TRANSPORT,49.56,46.68,1,60199.8,2063.09,30.54,9476,7.13,4710.57,19077.33,0,11157450,CAPEX_GRANT,4599718627.45,1,COMMISSION_PROGRESS_REPORT,2025-09-23
2023,PL,HEATING_COOLING,32.24,49.53,1,69526.78,3284.97,23.75,10387,7.02,171832.49,65078.64,0,5571082,FEED_IN_TARIFF,3501684804.23,1,GO_REGISTRY,2024-05-06
2024,ES,ELECTRICITY,21.66,37.09,0,225975.84,3489.89,8.57,13462,1.8,620414.01,262748.88,1,19294,TAX_CREDIT,2882077077.49,1,NATIONAL_ENERGY_STAT,2025-11-09
2025,HR,INDUSTRY,30.94,50.78,0,109060.53,5752.92,7.18,9136,6.11,446060.31,157266.11,1,6270936,FEED_IN_PREMIUM,3104192359.82,0,ENTSOE_RENEWABLES,2024-08-01
2004,FI,TRANSPORT,81.67,33.87,0,278637.38,1987.08,34.1,2844,6.13,463692.25,99126.49,0,12257154,NET_METERING,3971638392.42,0,COMMISSION_PROGRESS_REPORT,2026-02-23
2005,IE,HEATING_COOLING,45.18,57.22,1,52551.92,4694.47,18.42,8615,10.64,157819.33,78435.26,0,10764818,AUCTION_CFD,2257038837.73,0,GO_REGISTRY,2025-11-18
2006,MT,ELECTRICITY,6.94,52.67,0,193146.12,5713.91,31.9,4216,9.92,1057850.18,36587.48,0,11643020,CONTRACTS_FOR_DIFFERENCE,6756379625.36,0,NATIONAL_ENERGY_STAT,2024-07-18
2007,SK,INDUSTRY,14.18,33.17,0,270290.91,18800.58,49.44,5596,3.46,192773.41,109244.61,0,6494170,CAPEX_GRANT,3874870654.91,0,ENTSOE_RENEWABLES,2025-03-02
2008,BE,TRANSPORT,37.62,37.79,0,206951.94,4164.14,8.48,6293,4.33,479142.56,86267.27,0,10866086,FEED_IN_TARIFF,10643126377.64,0,COMMISSION_PROGRESS_REPORT,2025-10-16
2009,DK,HEATING_COOLING,49.44,48.96,1,293080.01,13042.55,39.1,8729,10.18,54293.58,31610.71,0,11580371,TAX_CREDIT,5729851688.7,0,GO_REGISTRY,2025-03-22
2010,GR,ELECTRICITY,21.97,59.66,0,165844.03,13533.44,8.29,3475,5.14,957328.57,8249.22,0,590367,FEED_IN_PREMIUM,3080592945.7,0,NATIONAL_ENERGY_STAT,2025-02-05
2011,LT,INDUSTRY,42.11,59.54,0,26009.69,2163.44,30.6,10174,3.9,406196.1,104589.89,0,3963307,NET_METERING,2821043565.09,0,ENTSOE_RENEWABLES,2024-09-28
2012,PT,TRANSPORT,22.7,55.49,0,3084.22,264.75,51.93,5497,2.68,360034.76,48908.25,0,4162337,AUCTION_CFD,2852221543.76,0,COMMISSION_PROGRESS_REPORT,2025-05-23
2013,SE,HEATING_COOLING,78.76,37.04,1,186510.65,10499.8,13.97,3161,11.04,354090.47,59457.81,0,659600,CONTRACTS_FOR_DIFFERENCE,1568917058.14,0,GO_REGISTRY,2024-10-07
2014,CY,ELECTRICITY,62.2,45.86,1,112124.26,5563.59,55.15,7174,5.27,117926.36,32174.67,0,21728025,CAPEX_GRANT,801752355.08,0,NATIONAL_ENERGY_STAT,2025-09-02
2015,FR,INDUSTRY,20.57,57.45,0,118458.91,1051.65,36.44,6853,6.43,226549.64,11517.19,0,4870414,FEED_IN_TARIFF,6651029264.87,1,ENTSOE_RENEWABLES,2024-09-24
2016,IT,TRANSPORT,65.03,34.99,1,145294.45,8858.19,8.26,9643,6.29,31495.07,104571.8,0,908398,TAX_CREDIT,3884586935.99,0,COMMISSION_PROGRESS_REPORT,2024-05-08
2017,NL,HEATING_COOLING,60.51,58.62,1,264764.67,7654.87,43.59,10239,0.33,64941.91,106392.41,0,1419193,FEED_IN_PREMIUM,5002550233.08,0,GO_REGISTRY,2024-08-01
2018,SI,ELECTRICITY,81.11,54.08,1,274041.17,6181.47,57.38,3057,4.57,247146.83,91697.69,0,15953205,NET_METERING,4498414330.98,0,NATIONAL_ENERGY_STAT,2025-03-14
2019,BG,INDUSTRY,16.88,34.32,0,202548.54,8952.83,26.11,11237,4.93,272829.44,29899.9,0,3455692,AUCTION_CFD,2093315950.26,1,ENTSOE_RENEWABLES,2024-04-18
2020,EE,TRANSPORT,45.44,33.65,0,234978.12,16442.9,16.9,8659,5.5,27823.03,123181.84,0,9005119,CONTRACTS_FOR_DIFFERENCE,3535933823.43,1,COMMISSION_PROGRESS_REPORT,2025-10-04
2021,HU,HEATING_COOLING,12.52,35.99,0,19937.34,1259.62,42.93,4310,12.31,95607.56,64021.48,0,7867787,CAPEX_GRANT,1067170015.26,1,GO_REGISTRY,2026-02-23
2022,LU,ELECTRICITY,26.39,44.77,0,69084.3,5772.84,15.84,6202,1.82,499645.87,309551.77,0,29453482,FEED_IN_TARIFF,6215884942.89,1,NATIONAL_ENERGY_STAT,2024-05-12
2023,RO,INDUSTRY,41.75,59.58,1,350029.6,20975.46,42.58,3209,8.28,3412.51,90906.57,0,1947735,TAX_CREDIT,4513824480.21,1,ENTSOE_RENEWABLES,2024-04-16
2024,AT,TRANSPORT,36.92,34.13,1,118363.46,10033.73,14.61,2641,12.02,116945.62,332314.28,1,7785986,FEED_IN_PREMIUM,7658375646.59,1,COMMISSION_PROGRESS_REPORT,2024-05-13
2025,CZ,HEATING_COOLING,68.63,46.87,1,41490.84,333.97,13.96,459,4.81,68934.46,183856.65,0,6905676,NET_METERING,7661124782.1,1,GO_REGISTRY,2024-02-07
2004,DE,ELECTRICITY,39.72,46.2,1,209294.56,6574.49,38.79,3954,1.87,1077850.72,94475.64,0,21612691,AUCTION_CFD,8248401697.43,0,NATIONAL_ENERGY_STAT,2024-03-03
2005,LV,INDUSTRY,30.52,59.95,0,114338.33,4843.69,21.62,8322,10.0,285328.69,44608.14,0,9175863,CONTRACTS_FOR_DIFFERENCE,2748268218.78,0,ENTSOE_RENEWABLES,2024-01-05
2006,PL,TRANSPORT,13.02,55.03,1,295900.51,26200.24,51.61,11232,0.36,104986.47,81994.8,0,9335390,CAPEX_GRANT,8672794315.0,0,COMMISSION_PROGRESS_REPORT,2024-06-28
2007,ES,HEATING_COOLING,65.79,42.77,1,11211.71,613.49,18.54,3685,2.81,506290.58,73531.24,0,4870099,FEED_IN_TARIFF,1885138352.06,0,GO_REGISTRY,2024-02-09
2008,HR,ELECTRICITY,34.41,42.62,1,40770.49,3300.91,31.27,7474,10.79,955314.57,89935.71,0,29120935,TAX_CREDIT,2759910325.1,0,NATIONAL_ENERGY_STAT,2024-12-04
2009,FI,INDUSTRY,73.39,55.98,1,159172.86,6902.07,48.52,6394,2.42,364624.85,95040.96,0,12813265,FEED_IN_PREMIUM,5247112782.55,0,ENTSOE_RENEWABLES,2024-11-29
2010,IE,TRANSPORT,25.42,54.75,0,111811.72,7642.17,16.64,7795,10.24,343513.33,98456.68,0,3942431,NET_METERING,1227762234.98,0,COMMISSION_PROGRESS_REPORT,2024-08-01
2011,MT,HEATING_COOLING,81.71,44.15,1,33204.52,2762.67,38.63,5807,9.8,77563.74,68110.78,0,12314201,AUCTION_CFD,3481156696.61,0,GO_REGISTRY,2025-06-15
2012,SK,ELECTRICITY,46.27,43.58,1,44231.35,3386.01,25.77,1608,6.76,274967.61,72921.71,0,13064089,CONTRACTS_FOR_DIFFERENCE,6863729029.6,0,NATIONAL_ENERGY_STAT,2024-08-10
2013,BE,INDUSTRY,19.27,58.51,1,201970.94,6446.33,6.59,787,2.31,379626.06,4016.77,0,5646317,CAPEX_GRANT,4066166927.25,0,ENTSOE_RENEWABLES,2025-11-28
2014,DK,TRANSPORT,4.59,41.42,0,84269.82,6435.38,35.24,8689,7.5,269013.93,19971.97,0,12025662,FEED_IN_TARIFF,6663341740.36,0,COMMISSION_PROGRESS_REPORT,2025-05-06
2015,GR,HEATING_COOLING,36.86,48.76,1,221681.92,9189.71,29.8,11531,9.5,386676.36,71010.1,0,7758187,TAX_CREDIT,1464681623.47,0,GO_REGISTRY,2025-09-05
2016,LT,ELECTRICITY,50.75,47.66,1,232520.78,12605.29,42.58,9500,5.96,881253.35,37209.93,0,3509860,FEED_IN_PREMIUM,5750197149.16,0,NATIONAL_ENERGY_STAT,2024-05-07
2017,PT,INDUSTRY,23.3,33.26,0,65178.47,2861.65,18.48,1075,3.46,423441.74,40872.24,0,5632832,NET_METERING,3564142681.09,0,ENTSOE_RENEWABLES,2024-12-21
2018,SE,TRANSPORT,46.17,52.46,1,183010.44,8142.98,53.43,4768,0.73,484514.21,110778.12,0,8587734,AUCTION_CFD,4699284369.7,0,COMMISSION_PROGRESS_REPORT,2024-02-01
2019,CY,HEATING_COOLING,50.16,34.89,1,179360.44,2939.55,16.36,11194,11.75,240113.05,48727.77,0,3692004,CONTRACTS_FOR_DIFFERENCE,2000858176.5,0,GO_REGISTRY,2024-07-09
2020,FR,ELECTRICITY,64.86,48.7,1,333670.42,12153.39,26.08,6966,5.24,931869.49,187988.23,0,20797854,CAPEX_GRANT,1043452882.79,0,NATIONAL_ENERGY_STAT,2024-10-22
2021,IT,INDUSTRY,28.73,59.27,0,174000.46,4158.46,21.51,11262,7.44,500116.86,34322.37,0,9938623,FEED_IN_TARIFF,4108334779.18,1,ENTSOE_RENEWABLES,2025-01-27
2022,NL,TRANSPORT,6.5,39.7,0,288619.41,14574.28,3.97,1040,9.71,336974.99,189702.35,0,1524809,TAX_CREDIT,8645439100.6,1,COMMISSION_PROGRESS_REPORT,2024-03-28
2023,SI,HEATING_COOLING,9.17,41.66,1,130344.11,5910.63,19.35,1523,8.51,320900.17,377600.55,0,9233193,FEED_IN_PREMIUM,1763431185.95,1,GO_REGISTRY,2024-05-26
2024,BG,ELECTRICITY,6.61,50.92,0,270136.73,23072.45,27.31,253,5.6,585826.78,83482.49,1,6845861,NET_METERING,3175994490.11,0,NATIONAL_ENERGY_STAT,2024-10-30
2025,EE,INDUSTRY,46.59,43.4,0,331584.17,12135.52,13.55,3823,1.67,146237.29,269423.17,1,1266452,AUCTION_CFD,972065629.19,1,ENTSOE_RENEWABLES,2024-07-16
2004,HU,TRANSPORT,25.46,42.4,0,2852.38,123.41,54.89,2429,10.44,364099.95,10596.4,0,5603716,CONTRACTS_FOR_DIFFERENCE,3314126977.74,0,COMMISSION_PROGRESS_REPORT,2025-08-08
2005,LU,HEATING_COOLING,52.28,34.78,1,344874.22,14705.5,27.11,893,0.69,493376.34,81119.98,0,9762584,CAPEX_GRANT,3569745557.26,0,GO_REGISTRY,2024-09-06
2006,RO,ELECTRICITY,54.56,36.86,1,194327.21,10140.24,23.71,10322,6.96,623743.47,10040.01,0,19837323,FEED_IN_TARIFF,2951287577.87,0,NATIONAL_ENERGY_STAT,2024-09-20
2007,AT,INDUSTRY,9.0,40.78,0,244111.4,3352.02,49.21,7012,9.5,197038.16,15255.01,0,9175983,TAX_CREDIT,2204570145.6,0,ENTSOE_RENEWABLES,2025-08-03
2008,CZ,TRANSPORT,74.11,58.04,1,48095.25,150.69,20.85,8100,9.04,274497.26,103284.09,0,8768391,FEED_IN_PREMIUM,4482021441.01,0,COMMISSION_PROGRESS_REPORT,2025-06-08
2009,DE,HEATING_COOLING,62.49,48.07,1,97775.55,366.67,12.5,3763,11.82,384294.68,88196.32,0,6917986,NET_METERING,1691134857.24,0,GO_REGISTRY,2024-11-14
2010,LV,ELECTRICITY,69.11,44.32,1,187219.67,16765.34,24.89,11125,6.57,375132.08,74702.17,0,26860526,AUCTION_CFD,2991192041.78,0,NATIONAL_ENERGY_STAT,2024-04-18
2011,PL,INDUSTRY,10.61,46.68,0,27522.59,2326.5,39.02,2521,2.04,404151.36,47669.28,0,10771717,CONTRACTS_FOR_DIFFERENCE,9684887738.76,0,ENTSOE_RENEWABLES,2024-08-02
2012,ES,TRANSPORT,66.52,36.19,1,194102.08,6447.2,40.6,7427,8.29,519214.63,17340.71,0,6601960,CAPEX_GRANT,5520889537.2,1,COMMISSION_PROGRESS_REPORT,2024-11-17
2013,HR,HEATING_COOLING,51.73,51.95,1,391225.39,22239.65,18.5,6279,0.41,42853.27,14250.13,0,2253018,FEED_IN_TARIFF,7980522287.51,0,GO_REGISTRY,2025-10-30
2014,FI,ELECTRICITY,45.67,38.24,1,196365.2,5864.51,47.36,9819,2.84,438765.18,78151.01,0,28841843,TAX_CREDIT,10159679088.81,0,NATIONAL_ENERGY_STAT,2025-09-07
2015,IE,INDUSTRY,58.75,55.36,1,347328.04,2441.34,18.34,1138,11.84,71204.99,103092.27,0,13202516,FEED_IN_PREMIUM,5483467032.6,0,ENTSOE_RENEWABLES,2024-08-15
2016,MT,TRANSPORT,53.17,37.79,1,260448.38,6073.26,50.48,1369,11.97,205871.12,67977.77,0,854852,NET_METERING,3048360603.23,0,COMMISSION_PROGRESS_REPORT,2025-06-06
2017,SK,HEATING_COOLING,48.84,59.35,1,213736.24,12249.62,29.35,367,2.22,470210.32,98460.88,0,13115983,AUCTION_CFD,5406134835.86,0,GO_REGISTRY,2025-04-06
2018,BE,ELECTRICITY,74.26,47.54,1,167691.39,2010.57,28.27,7060,5.95,490715.9,59565.82,0,1255502,CONTRACTS_FOR_DIFFERENCE,550996324.99,0,NATIONAL_ENERGY_STAT,2025-06-02
2019,DK,INDUSTRY,34.9,42.42,1,21767.52,1112.21,25.26,5857,6.68,159551.85,90258.35,0,12659637,CAPEX_GRANT,8943961215.87,0,ENTSOE_RENEWABLES,2024-03-30
2020,GR,TRANSPORT,41.38,51.24,1,129404.65,2727.02,30.95,4276,11.9,468336.75,25126.57,0,8066212,FEED_IN_TARIFF,2251874454.22,1,COMMISSION_PROGRESS_REPORT,2025-02-20
2021,LT,HEATING_COOLING,41.65,47.99,1,304515.52,19670.11,29.35,11408,0.73,463226.5,156651.23,0,10384815,TAX_CREDIT,4030258120.52,0,GO_REGISTRY,2025-04-11
2022,PT,ELECTRICITY,31.68,44.95,0,299035.11,18078.79,37.15,5870,10.55,533446.2,256262.66,0,18203514,FEED_IN_PREMIUM,1915824907.16,0,NATIONAL_ENERGY_STAT,2024-12-20
2023,SE,INDUSTRY,83.34,32.7,0,61743.5,2553.35,2.75,2106,7.05,19734.33,263622.03,1,5885978,NET_METERING,2870202747.42,0,ENTSOE_RENEWABLES,2025-02-04
2024,CY,TRANSPORT,74.54,59.82,1,210875.09,17840.5,35.57,6324,0.38,441458.63,327409.18,1,825859,AUCTION_CFD,1371188217.38,0,COMMISSION_PROGRESS_REPORT,2024-09-30
2025,FR,HEATING_COOLING,76.47,36.68,1,5173.62,262.69,8.21,3996,3.15,211078.88,276162.2,1,1703273,CONTRACTS_FOR_DIFFERENCE,4285397865.66,1,GO_REGISTRY,2025-09-23
2004,IT,ELECTRICITY,49.68,50.45,1,251015.8,16776.25,9.5,6996,9.28,91258.43,35131.43,0,9534470,CAPEX_GRANT,5854158599.67,0,NATIONAL_ENERGY_STAT,2024-09-05
