qol_cult_reference_year,qol_cult_country_iso2,qol_cult_region_nuts_code,qol_cult_cultural_venue_type_code,qol_cult_visits_per_capita,qol_cult_participation_rate_pct,qol_cult_public_spend_culture_eur_per_capita,qol_cult_employment_cultural_sector_pct,qol_cult_creative_industries_turnover_eur,qol_cult_libraries_per_100k,qol_cult_museums_per_100k,qol_cult_cinema_admissions_per_capita,qol_cult_festival_events_count,qol_cult_european_capital_of_culture_flag,qol_cult_cross_border_cultural_projects_count,qol_cult_digital_culture_consumption_pct,qol_cult_copyright_collecting_society_revenues_eur,qol_cult_data_source,qol_cult_methodology_version,qol_cult_data_extract_date
2020,EE,IT72,FESTIVAL_SITE,10.39,54.0,62.73,3.2,9404577910.07,24.65,12.43,1.72,258,0,82,52.85,851861896.66,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-11-06
2021,IT,IT665,THEATRE,1.16,53.14,199.51,3.63,26517316511.62,21.56,16.35,1.11,435,0,94,61.07,610923761.12,EUROSTAT_CULT,CULT_V2,2026-01-27
2022,PT,LV980,CONCERT_HALL,10.8,30.28,154.73,1.31,16148698567.49,11.14,2.0,1.09,115,0,108,61.4,257799437.79,CULTURE_STATS_SURVEY,CULT_V1,2025-06-08
2023,BE,BG96,HERITAGE_SITE,3.21,68.99,281.64,3.26,16285739481.61,24.69,13.23,5.68,420,0,158,81.84,425488813.78,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-10-28
2024,FI,GR22,CINEMA,1.77,64.39,94.19,1.58,1342442071.37,32.6,10.85,3.2,265,1,0,54.43,9140065.84,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-05-09
2025,LV,IE424,CULTURAL_CENTRE,9.28,42.1,83.96,2.22,18377789388.69,27.32,13.63,1.59,211,0,94,77.21,758345922.69,EUROSTAT_CULT,CULT_V1,2025-04-01
2006,RO,CZ49,MUSEUM,7.92,30.95,192.08,2.45,10240872923.73,26.32,10.63,6.24,86,0,83,57.44,531714648.15,CULTURE_STATS_SURVEY,CULT_V3,2024-10-22
2007,BG,FI66,LIBRARY,7.76,70.7,85.33,3.04,17498482533.47,13.17,11.84,2.68,204,0,33,16.69,42562392.22,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-03-14
2008,FR,SI43,FESTIVAL_SITE,8.4,83.06,210.37,3.35,17664130147.61,19.04,16.56,3.33,374,0,22,29.33,1394017552.83,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-08-23
2009,LT,SE488,THEATRE,3.76,38.69,69.53,2.55,4121408318.16,26.54,14.13,6.37,369,0,126,51.87,851979535.94,EUROSTAT_CULT,CULT_V3,2025-04-12
2010,SK,LT11,CONCERT_HALL,8.58,36.96,217.68,2.29,6245161339.53,13.17,2.73,5.38,348,1,95,64.06,861248135.82,CULTURE_STATS_SURVEY,CULT_V2,2024-05-09
2011,HR,AT127,HERITAGE_SITE,4.49,29.48,94.9,2.4,19591655081.98,19.38,13.76,5.7,186,0,40,62.08,567712762.65,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-10-07
2012,DE,SE826,CINEMA,7.44,54.96,97.79,3.68,19764077628.84,13.57,16.04,4.85,244,0,139,45.19,951898697.81,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-04-18
2013,LU,PT355,CULTURAL_CENTRE,10.75,26.14,89.94,1.15,1725234704.58,12.58,15.25,1.53,225,0,100,50.91,837260133.23,EUROSTAT_CULT,CULT_V2,2024-12-27
2014,SI,AT86,MUSEUM,12.09,66.48,109.12,1.97,2459886533.03,15.98,5.54,3.13,97,0,38,51.88,481789178.61,CULTURE_STATS_SURVEY,CULT_V1,2025-07-02
2015,CY,LU70,LIBRARY,8.35,42.79,177.15,2.53,15517288209.34,16.82,4.7,4.25,163,0,117,44.21,650315347.92,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-08-30
2016,GR,LU66,FESTIVAL_SITE,8.83,65.4,59.26,2.95,3469453183.82,29.13,9.18,1.27,205,0,134,91.17,605910052.72,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-03-26
2017,MT,ES41,THEATRE,10.32,57.6,170.37,2.05,8787289293.58,24.26,6.66,5.68,289,0,103,37.4,202329472.32,EUROSTAT_CULT,CULT_V1,2024-08-18
2018,ES,HR882,CONCERT_HALL,8.95,54.85,200.35,1.91,7489028460.18,24.81,16.28,2.22,446,0,88,42.22,1286701116.65,CULTURE_STATS_SURVEY,CULT_V3,2024-12-15
2019,CZ,FR592,HERITAGE_SITE,11.2,69.99,102.21,3.84,24828733138.77,16.79,16.91,1.79,299,0,57,41.97,779131510.1,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-05-22
2020,HU,CY12,CINEMA,3.45,56.11,132.11,3.22,4594470698.33,15.32,11.26,3.91,235,0,69,77.51,907535497.24,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-07-29
2021,NL,LT5,CULTURAL_CENTRE,2.12,65.63,218.5,3.28,4459208660.82,19.95,11.41,0.88,220,0,30,50.42,1128674692.18,EUROSTAT_CULT,CULT_V3,2024-06-01
2022,SE,PL54,MUSEUM,2.07,42.52,142.29,2.71,5197157753.75,20.02,2.41,4.81,354,1,24,25.73,89287671.45,CULTURE_STATS_SURVEY,CULT_V2,2025-04-21
2023,DK,FI6,LIBRARY,1.61,29.89,217.34,3.82,3095266319.52,24.38,4.57,2.46,34,0,41,24.67,734489438.07,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-06-26
2024,IE,IT769,FESTIVAL_SITE,2.49,36.83,227.21,1.29,9606070468.57,29.7,5.64,2.56,293,0,129,27.48,105762043.73,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-12-02
2025,PL,HR717,THEATRE,4.59,61.09,77.65,1.42,11152667104.81,14.1,6.17,6.43,234,0,110,26.53,626535660.65,EUROSTAT_CULT,CULT_V2,2024-02-23
2006,AT,CZ118,CONCERT_HALL,2.67,71.76,218.16,4.29,13473623934.37,9.5,3.15,5.74,459,0,134,49.13,93875670.22,CULTURE_STATS_SURVEY,CULT_V1,2025-12-27
2007,EE,BG638,HERITAGE_SITE,3.19,51.94,204.86,2.48,15098701133.67,15.48,11.98,1.96,56,0,48,62.18,703081518.02,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-02-05
2008,IT,SK55,CINEMA,2.95,65.26,83.59,1.85,9413598201.3,25.11,10.92,4.67,474,0,114,18.63,419675180.52,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-08-08
2009,PT,SI377,CULTURAL_CENTRE,3.33,72.56,136.62,3.15,8308765615.0,26.28,4.64,2.92,22,0,81,36.8,144190289.45,EUROSTAT_CULT,CULT_V1,2025-04-15
2010,BE,IT546,MUSEUM,2.37,78.06,273.42,1.52,3730138147.21,15.89,2.21,4.15,292,0,129,57.65,507544405.43,CULTURE_STATS_SURVEY,CULT_V3,2025-03-27
2011,FI,LU47,LIBRARY,5.9,58.97,225.76,2.97,2772028214.56,9.06,11.47,4.34,226,0,23,67.45,600241090.47,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-10-25
2012,LV,CZ17,FESTIVAL_SITE,8.88,59.11,140.14,2.8,7751371173.53,25.75,2.57,2.26,358,0,55,63.57,818986133.13,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-11-13
2013,RO,GR354,THEATRE,10.32,62.99,95.86,3.38,11013374214.08,10.55,3.91,1.25,170,0,59,22.03,355516240.42,EUROSTAT_CULT,CULT_V3,2025-01-12
2014,BG,GR8,CONCERT_HALL,4.08,58.74,193.27,1.93,12110570051.37,29.7,7.01,5.73,358,0,117,53.43,920575793.52,CULTURE_STATS_SURVEY,CULT_V2,2024-05-08
2015,FR,FR71,HERITAGE_SITE,6.22,66.09,243.88,1.75,9509453275.98,17.26,18.77,4.14,289,0,121,43.53,658963215.73,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-09-02
2016,LT,CY742,CINEMA,8.44,66.31,149.25,1.7,20046207811.73,14.65,7.28,2.98,366,0,34,49.44,127216750.69,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-12-13
2017,SK,GR73,CULTURAL_CENTRE,9.35,69.75,82.16,1.3,15483233153.37,17.67,9.17,5.69,24,0,83,39.7,819890188.7,EUROSTAT_CULT,CULT_V2,2024-12-06
2018,HR,AT4,MUSEUM,2.02,58.13,108.03,1.56,9959193492.12,29.53,14.16,1.02,24,0,49,90.81,956030038.61,CULTURE_STATS_SURVEY,CULT_V1,2026-01-25
2019,DE,HR312,LIBRARY,10.71,62.58,298.46,2.51,7192082068.65,9.48,15.71,5.91,88,0,87,86.54,936250809.01,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-09-18
2020,LU,SE61,FESTIVAL_SITE,4.03,70.64,175.11,3.27,23727003780.92,8.23,5.21,1.85,50,0,4,80.17,805496762.76,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-02-19
2021,SI,HU75,THEATRE,9.67,71.08,229.36,2.75,14000255682.35,18.2,11.35,3.95,245,0,119,31.81,535101947.86,EUROSTAT_CULT,CULT_V1,2024-12-06
2022,CY,BG50,CONCERT_HALL,7.13,55.12,236.47,3.45,16894535562.27,29.42,12.32,1.35,324,0,99,30.62,516308982.39,CULTURE_STATS_SURVEY,CULT_V3,2024-10-07
2023,GR,HR406,HERITAGE_SITE,4.12,66.43,135.57,2.53,20380278401.13,28.85,4.36,6.18,204,0,17,55.95,308538750.7,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-05-12
2024,MT,CY993,CINEMA,1.55,42.06,125.49,1.26,5809969561.88,28.47,8.79,2.18,98,0,50,48.74,77629365.49,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-02-13
2025,ES,EE264,CULTURAL_CENTRE,7.28,74.06,199.48,2.82,2710936164.47,21.66,14.35,4.66,204,0,86,48.41,52163637.83,EUROSTAT_CULT,CULT_V3,2024-01-23
2006,CZ,FI81,MUSEUM,10.19,66.3,70.59,2.03,18342230186.07,18.89,10.39,4.36,80,0,73,19.69,527061159.89,CULTURE_STATS_SURVEY,CULT_V2,2025-05-24
2007,HU,IE612,LIBRARY,7.64,34.81,215.32,3.18,1140267301.32,13.69,10.86,4.45,279,0,131,49.21,24396093.52,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-03-01
2008,NL,NL2,FESTIVAL_SITE,1.63,61.42,187.02,3.0,21929237281.12,25.54,10.73,5.27,100,0,84,37.41,968391197.15,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-10-18
2009,SE,MT93,THEATRE,6.0,41.08,207.53,1.14,18130411100.97,20.72,4.48,1.88,302,0,82,37.24,132591089.53,EUROSTAT_CULT,CULT_V2,2024-05-24
2010,DK,IT558,CONCERT_HALL,10.72,24.08,233.86,3.6,2511958027.59,30.98,16.15,3.77,64,0,50,21.48,308531062.51,CULTURE_STATS_SURVEY,CULT_V1,2024-04-24
2011,IE,SI512,HERITAGE_SITE,9.89,52.73,211.88,3.63,6017675775.34,17.74,16.43,5.43,268,0,82,20.21,621842485.65,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-01-20
2012,PL,SK38,CINEMA,2.13,24.99,160.88,1.56,13800816766.22,9.99,11.4,1.81,165,0,63,63.75,884361812.92,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-10-08
2013,AT,MT369,CULTURAL_CENTRE,6.31,36.84,217.22,4.0,3600393914.45,12.68,9.68,3.96,66,0,150,32.89,85714244.32,EUROSTAT_CULT,CULT_V1,2024-02-22
2014,EE,SE881,MUSEUM,5.21,25.27,103.56,2.96,8419797483.78,27.42,5.81,1.06,269,0,53,56.65,637755247.02,CULTURE_STATS_SURVEY,CULT_V3,2024-12-17
2015,IT,RO8,LIBRARY,1.62,70.02,200.97,3.33,22396686271.31,18.49,17.56,1.23,344,0,32,47.11,610158100.82,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-10-15
2016,PT,FI431,FESTIVAL_SITE,3.51,64.68,194.47,1.67,15118417691.84,19.98,11.14,1.06,44,0,37,66.86,790899832.54,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-07-08
2017,BE,RO966,THEATRE,9.57,66.65,91.92,2.88,17094216702.07,16.1,10.26,4.0,104,0,88,29.39,485165559.24,EUROSTAT_CULT,CULT_V3,2024-05-16
2018,FI,DE933,CONCERT_HALL,5.36,68.84,169.21,2.48,20545992384.69,16.09,16.05,3.23,58,0,133,64.66,861202948.97,CULTURE_STATS_SURVEY,CULT_V2,2024-11-24
2019,LV,FR736,HERITAGE_SITE,5.32,55.34,59.71,2.18,13285416410.07,20.84,10.84,2.89,230,0,131,43.7,303286746.24,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-10-13
2020,RO,HR336,CINEMA,3.36,33.33,139.52,1.9,17581584310.35,17.02,3.45,4.16,189,0,75,58.2,373298643.76,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-02-14
2021,BG,SE73,CULTURAL_CENTRE,7.14,68.87,130.56,1.48,7448316178.01,20.24,11.14,2.7,348,0,58,69.27,335014772.58,EUROSTAT_CULT,CULT_V2,2025-07-04
2022,FR,DE8,MUSEUM,7.78,67.71,91.31,3.16,25419431095.02,12.37,17.89,2.5,301,0,149,44.9,813856045.32,CULTURE_STATS_SURVEY,CULT_V1,2025-06-17
2023,LT,SI8,LIBRARY,0.93,37.81,91.63,1.2,14032538532.18,14.02,14.39,4.28,214,1,68,56.91,202150566.99,CREATIVE_ECON_ACCOUNTS,CULT_V3,2026-02-23
2024,SK,HR666,FESTIVAL_SITE,3.07,50.29,159.21,2.31,4316420653.26,30.16,15.58,6.25,358,0,60,90.57,487045023.38,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-12-14
2025,HR,HR642,THEATRE,7.89,48.22,96.03,2.1,16003356538.04,16.31,7.32,2.81,11,0,31,85.83,26458458.34,EUROSTAT_CULT,CULT_V1,2025-12-03
2006,DE,HU80,CONCERT_HALL,8.09,31.94,248.56,3.96,20847533365.37,7.82,10.44,2.12,474,0,21,64.65,963773784.34,CULTURE_STATS_SURVEY,CULT_V3,2024-06-01
2007,LU,EE245,HERITAGE_SITE,3.77,60.37,77.87,2.58,10634673807.16,27.69,3.98,5.82,73,0,76,44.25,321816791.41,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-02-06
2008,SI,RO605,CINEMA,9.28,29.33,201.37,3.01,8090385784.09,9.49,3.01,2.38,177,0,71,23.44,905197826.13,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-01-29
2009,CY,EE701,CULTURAL_CENTRE,7.47,40.19,130.73,2.02,8845414591.8,25.17,4.22,3.41,86,0,92,53.23,189541701.31,EUROSTAT_CULT,CULT_V3,2025-03-13
2010,GR,HU3,MUSEUM,3.99,71.09,240.0,1.18,20772241362.18,29.92,2.29,6.41,56,0,68,63.91,435825717.27,CULTURE_STATS_SURVEY,CULT_V2,2025-12-27
2011,MT,MT17,LIBRARY,4.09,73.02,177.18,1.21,16719726322.09,22.5,7.48,4.84,57,0,65,30.66,759703299.37,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-09-28
2012,ES,HU5,FESTIVAL_SITE,6.82,57.93,161.92,4.06,25725139685.04,21.85,9.54,2.05,80,0,132,17.21,70642269.01,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-01-17
2013,CZ,BG54,THEATRE,7.04,67.31,78.21,3.32,12249440014.32,23.51,6.13,1.61,345,0,89,31.32,846880514.35,EUROSTAT_CULT,CULT_V2,2026-02-01
2014,HU,EE41,CONCERT_HALL,4.72,69.5,70.24,1.26,14277131413.04,12.72,8.37,1.45,294,0,109,22.49,649791410.78,CULTURE_STATS_SURVEY,CULT_V1,2025-12-07
2015,NL,RO20,HERITAGE_SITE,10.74,63.65,153.13,4.36,7802822947.11,8.89,10.34,5.44,171,0,153,53.15,1558779477.79,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-11-10
2016,SE,DE390,CINEMA,6.5,32.81,65.16,2.14,25492625312.61,19.7,9.49,5.91,312,0,77,92.25,800991503.11,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-02-25
2017,DK,SE9,CULTURAL_CENTRE,9.21,72.28,230.51,2.47,17749771239.91,26.41,15.33,4.19,49,0,6,81.04,53295480.71,EUROSTAT_CULT,CULT_V1,2025-05-27
2018,IE,IE909,MUSEUM,6.43,67.5,203.38,3.14,25845530836.5,18.12,8.66,6.02,68,0,25,69.71,806089861.09,CULTURE_STATS_SURVEY,CULT_V3,2025-11-05
2019,PL,EE4,LIBRARY,10.12,56.57,75.16,1.97,9028894246.22,16.84,16.7,5.47,46,1,110,86.37,9758075.12,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-06-09
2020,AT,CZ782,FESTIVAL_SITE,11.49,40.62,257.53,3.31,25405011403.27,9.31,5.8,3.57,13,0,156,61.36,225081242.9,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-08-30
2021,EE,BG24,THEATRE,3.41,63.36,161.29,2.95,22369855519.63,13.59,9.84,2.44,190,0,86,94.67,88895605.34,EUROSTAT_CULT,CULT_V3,2024-08-07
2022,IT,PL2,CONCERT_HALL,4.55,39.58,107.38,1.76,31218759073.28,28.72,3.02,5.41,373,0,13,50.73,143732323.05,CULTURE_STATS_SURVEY,CULT_V2,2025-12-06
2023,PT,FI96,HERITAGE_SITE,2.22,68.94,138.92,3.55,16605869644.86,27.01,9.06,4.04,66,0,91,47.32,269769742.55,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-04-09
2024,BE,HR548,CINEMA,9.06,74.34,166.31,1.4,4268857382.96,16.17,11.54,2.51,414,0,83,73.12,47405408.21,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-02-22
2025,FI,SI317,CULTURAL_CENTRE,3.55,49.78,98.15,1.47,1628743664.81,25.78,15.68,5.06,110,0,37,31.43,336174016.81,EUROSTAT_CULT,CULT_V2,2026-01-31
2006,LV,SK232,MUSEUM,1.51,25.2,72.7,1.89,500593824.42,28.32,4.39,6.36,360,0,98,49.41,944765240.07,CULTURE_STATS_SURVEY,CULT_V1,2024-05-07
2007,RO,AT535,LIBRARY,1.56,29.86,202.85,3.28,924838112.77,10.35,10.38,1.63,53,0,12,18.75,147383912.97,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-04-30
2008,BG,IE175,FESTIVAL_SITE,3.22,46.64,58.45,1.53,8259822289.7,14.74,12.91,3.28,252,0,120,64.01,480252781.08,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-03-22
2009,FR,ES6,THEATRE,3.21,51.88,197.79,2.8,27459322659.0,29.29,6.23,3.14,414,0,19,36.08,332122336.68,EUROSTAT_CULT,CULT_V1,2025-07-11
2010,LT,CY300,CONCERT_HALL,3.3,35.76,115.05,1.56,14517779005.35,18.31,13.73,3.05,128,1,48,40.1,286404026.24,CULTURE_STATS_SURVEY,CULT_V3,2026-01-04
2011,SK,HU1,HERITAGE_SITE,9.55,47.62,143.06,3.35,6667162535.35,16.58,13.8,2.22,6,0,56,54.88,129771025.94,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-09-09
2012,HR,GR9,CINEMA,8.88,58.62,212.22,2.88,6937590323.25,21.89,15.91,4.88,215,0,99,24.69,637869772.42,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-11-03
2013,DE,LV4,CULTURAL_CENTRE,4.82,69.6,123.35,2.93,8467647014.67,18.99,7.53,5.36,384,1,119,38.62,595811169.74,EUROSTAT_CULT,CULT_V3,2024-11-21
2014,LU,LU8,MUSEUM,11.68,70.12,245.16,3.65,12809131692.24,25.01,9.86,6.0,130,0,73,21.47,383400192.88,CULTURE_STATS_SURVEY,CULT_V2,2025-07-10
2015,SI,BE7,LIBRARY,1.75,23.91,132.57,1.23,10808369547.69,11.26,15.28,4.57,237,0,53,47.19,720215971.51,CREATIVE_ECON_ACCOUNTS,CULT_V1,2026-01-27
2016,CY,LT7,FESTIVAL_SITE,3.37,42.74,93.79,2.51,20413209734.76,10.34,7.57,4.24,253,0,94,42.86,177279835.75,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-10-03
2017,GR,DE63,THEATRE,1.71,48.34,212.18,2.67,11474760524.76,10.31,11.06,1.36,249,1,20,68.35,387021581.16,EUROSTAT_CULT,CULT_V2,2024-10-19
2018,MT,HR75,CONCERT_HALL,1.3,32.85,151.28,2.27,11051209224.78,13.96,17.06,3.59,172,0,53,62.39,456783687.29,CULTURE_STATS_SURVEY,CULT_V1,2026-02-15
2019,ES,DE5,HERITAGE_SITE,4.59,52.86,100.86,2.53,5753339536.39,16.46,6.97,5.17,438,0,86,50.97,56678040.67,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-08-20
2020,CZ,RO699,CINEMA,10.51,63.81,217.54,3.4,20884682181.4,16.02,12.87,3.37,139,0,112,98.36,71776872.46,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-12-20
2021,HU,BE106,CULTURAL_CENTRE,6.75,45.12,59.37,3.82,20140414298.33,24.56,11.6,3.73,221,0,4,30.19,159855682.08,EUROSTAT_CULT,CULT_V1,2025-05-08
2022,NL,CY80,MUSEUM,11.11,80.67,127.71,2.3,18763307068.38,24.51,7.38,5.56,44,0,104,25.43,691236673.53,CULTURE_STATS_SURVEY,CULT_V3,2024-05-22
2023,SE,AT5,LIBRARY,3.95,33.24,193.06,1.51,14858574655.63,17.15,3.36,1.02,142,0,33,90.7,1237590801.58,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-07-25
2024,DK,HU483,FESTIVAL_SITE,1.26,61.32,140.96,1.76,5805728956.65,34.78,5.61,1.58,100,0,41,84.9,927168575.12,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-04-07
2025,IE,SE14,THEATRE,8.29,53.59,145.45,3.34,8598841184.0,19.41,12.47,3.49,63,0,123,68.22,161310710.56,EUROSTAT_CULT,CULT_V3,2025-02-15
2006,PL,PT7,CONCERT_HALL,7.27,52.48,174.44,1.37,16462199118.96,24.5,15.33,3.21,170,0,15,61.14,548376219.99,CULTURE_STATS_SURVEY,CULT_V2,2025-06-05
2007,AT,HR480,HERITAGE_SITE,9.48,34.11,257.7,2.25,18731536958.51,14.48,12.49,3.36,211,0,174,30.32,740948262.94,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-10-24
2008,EE,IE964,CINEMA,6.59,50.82,177.3,3.32,1189720841.29,12.36,2.75,2.86,182,0,64,27.31,635112288.08,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-04-21
2009,IT,NL82,CULTURAL_CENTRE,5.31,35.44,220.26,4.09,861048375.0,22.11,3.82,5.99,409,0,45,20.86,803537001.59,EUROSTAT_CULT,CULT_V2,2024-12-08
2010,PT,IE4,MUSEUM,8.29,50.58,92.36,1.94,8156361189.04,15.93,12.25,3.33,204,0,103,61.35,916891620.91,CULTURE_STATS_SURVEY,CULT_V1,2025-05-16
2011,BE,PT53,LIBRARY,6.4,47.58,188.46,1.65,17672039593.43,25.34,19.78,5.98,308,0,67,32.08,517304043.16,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-01-26
2012,FI,LU771,FESTIVAL_SITE,5.1,72.58,202.55,3.39,4107624918.25,12.98,2.63,3.46,12,1,20,62.97,272411130.9,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-12-26
2013,LV,LU993,THEATRE,6.15,72.21,112.24,1.69,2065689785.63,20.75,4.02,3.02,96,0,114,59.09,862213238.23,EUROSTAT_CULT,CULT_V1,2024-11-08
2014,RO,SE398,CONCERT_HALL,1.3,60.48,154.86,2.67,4733881764.67,16.04,7.36,4.07,156,0,60,22.12,723137984.46,CULTURE_STATS_SURVEY,CULT_V3,2025-10-16
2015,BG,SI76,HERITAGE_SITE,8.92,42.24,182.04,3.7,2589730206.24,21.84,10.64,4.96,238,1,22,45.38,432188330.79,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-05-11
2016,FR,IE2,CINEMA,7.46,33.17,274.73,3.43,5335316554.37,22.0,4.31,6.33,385,0,169,43.59,1522755745.09,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-06-14
2017,LT,EE13,CULTURAL_CENTRE,1.97,57.88,204.92,3.36,13043988987.98,22.09,5.88,2.71,51,0,100,85.79,340915204.7,EUROSTAT_CULT,CULT_V3,2024-05-14
2018,SK,FR89,MUSEUM,11.1,63.44,237.33,1.51,8897041344.05,12.25,16.34,2.41,183,0,124,73.61,373602887.73,CULTURE_STATS_SURVEY,CULT_V2,2024-05-03
2019,HR,DE9,LIBRARY,3.71,57.8,182.9,1.31,23081541199.72,8.12,15.51,1.28,372,0,55,28.44,808425127.01,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-12-31
2020,DE,LV96,FESTIVAL_SITE,1.77,79.21,238.34,3.89,17780253155.07,13.86,18.12,1.73,303,0,57,91.35,1090748864.09,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-01-26
2021,LU,PL334,THEATRE,5.32,59.68,59.04,3.42,7908696794.98,21.14,10.61,1.63,150,0,94,91.58,175921759.58,EUROSTAT_CULT,CULT_V2,2025-08-04
2022,SI,EE9,CONCERT_HALL,9.49,34.78,167.82,3.84,19376378342.1,26.71,14.95,4.07,269,0,12,39.1,117976172.8,CULTURE_STATS_SURVEY,CULT_V1,2025-04-14
2023,CY,BE804,HERITAGE_SITE,8.54,50.51,108.86,1.48,2130746268.65,17.59,13.77,2.58,54,0,132,26.47,607836356.15,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-10-21
2024,GR,BG296,CINEMA,9.74,61.69,111.79,3.74,21707208821.8,10.79,12.77,4.67,231,0,120,87.55,907541228.75,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-02-23
2025,MT,CY239,CULTURAL_CENTRE,6.61,67.79,170.23,2.13,9283140166.33,24.11,16.16,1.89,250,0,69,71.4,863550098.15,EUROSTAT_CULT,CULT_V1,2024-06-11
2006,ES,ES66,MUSEUM,7.43,63.13,261.85,2.0,1390608063.46,28.19,4.02,3.42,338,0,125,67.91,188636964.78,CULTURE_STATS_SURVEY,CULT_V3,2025-03-22
2007,CZ,MT8,LIBRARY,1.69,46.53,221.36,2.98,4180225555.76,10.68,13.66,5.38,39,1,15,37.41,173224255.98,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-11-22
2008,HU,AT29,FESTIVAL_SITE,6.05,65.53,163.35,2.54,7341352095.42,24.41,7.03,2.06,286,0,75,44.0,877071875.7,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-08-10
2009,NL,LV540,THEATRE,11.33,42.71,228.7,3.56,1707415672.26,29.66,5.42,5.96,90,0,136,58.22,1285388369.06,EUROSTAT_CULT,CULT_V3,2024-05-24
2010,SE,LU6,CONCERT_HALL,8.54,46.63,75.45,1.7,15562556245.91,12.78,12.56,2.45,86,0,12,39.93,28975719.46,CULTURE_STATS_SURVEY,CULT_V2,2025-05-20
2011,DK,LV636,HERITAGE_SITE,9.86,71.81,180.38,2.52,10761770571.58,20.96,2.81,4.35,316,0,65,64.65,542507151.72,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-03-28
2012,IE,BG62,CINEMA,5.38,32.3,76.95,2.43,15753367486.08,11.79,12.59,1.15,377,0,102,65.75,728960023.65,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-03-14
2013,PL,SK7,CULTURAL_CENTRE,1.04,26.24,69.79,2.29,7447793289.46,7.76,3.29,1.23,274,0,135,25.84,767079869.55,EUROSTAT_CULT,CULT_V2,2025-01-31
2014,AT,EE185,MUSEUM,3.71,43.43,116.2,3.77,8525706525.01,11.63,6.76,6.17,464,0,126,34.7,936164034.93,CULTURE_STATS_SURVEY,CULT_V1,2024-07-04
