edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_usd,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_naics,edu_credential_occupation_alignment_soc,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2018Q3,TP100655,CERTIFICATE,LEVEL_5,349,14935,1409,68.77,56.95,87358,517,501655,0,0,0,45.94,3,0,1,0.067
2017Q3,TP100656,APPRENTICESHIP,LEVEL_3,674,19697,194,71.11,84.07,102566,623,511656,0,0,1,68.92,61,1,0,0.2385
2019Q4,TP100657,MICROCREDENTIAL,LEVEL_7,773,1999,1778,72.05,92.12,106433,236,521657,1,0,1,57.03,55,1,1,0.1123
2016Q1,TP100658,APPRENTICESHIP,LEVEL_6,1506,1794,1857,56.0,43.13,112212,541,531658,0,0,1,77.58,118,1,0,0.9877
2014Q3,TP100659,CEU,LEVEL_2,1030,8896,1614,90.99,91.74,27060,621,541659,1,0,0,78.43,6,1,1,0.4426
2014Q4,TP100660,LICENSE,LEVEL_5,2183,4062,746,80.26,56.06,110611,811,111660,1,0,1,69.99,31,0,1,0.6057
2024Q3,TP100661,CERTIFICATE,LEVEL_7,1278,12610,1179,43.2,59.68,95822,112,121661,0,0,0,85.08,61,0,1,0.6838
2017Q3,TP100662,BOOTCAMP_BADGE,LEVEL_2,1885,5875,597,71.2,89.64,137244,423,131662,0,0,0,98.7,3,0,0,0.0455
2014Q4,TP100663,ASSOCIATE,LEVEL_6,1060,31573,487,80.36,54.23,69810,511,141663,1,1,1,88.98,85,1,0,0.7395
2017Q2,TP100664,MICROCREDENTIAL,LEVEL_7,1869,15359,383,38.53,85.29,57439,221,151664,1,0,0,62.15,16,1,0,0.7258
2017Q2,TP100665,BOOTCAMP_BADGE,LEVEL_4,1229,11178,1131,87.92,31.8,84248,623,161665,0,0,0,52.61,13,0,1,0.2231
2017Q1,TP100666,APPRENTICESHIP,LEVEL_5,1126,13308,348,73.88,59.65,33159,811,171666,0,0,0,50.92,71,0,0,0.628
2024Q3,TP100667,BOOTCAMP_BADGE,LEVEL_1,263,13436,1108,62.61,64.43,60643,621,181667,1,0,1,46.77,28,1,1,0.5408
2020Q4,TP100668,CEU,LEVEL_2,622,7135,2285,74.05,61.75,113004,111,191668,0,1,0,71.06,51,1,0,0.3899
2016Q4,TP100669,LICENSE,LEVEL_1,2055,29252,99,36.83,35.89,134804,621,201669,1,0,0,76.52,16,1,1,0.9309
2022Q3,TP100670,LICENSE,LEVEL_2,374,6691,1950,95.95,35.32,101959,541,211670,0,0,0,43.03,72,1,0,0.552
2016Q3,TP100671,CERTIFICATE,LEVEL_4,1441,13325,1160,96.12,82.74,88669,611,221671,1,0,0,59.81,98,0,0,0.3233
2022Q1,TP100672,CEU,LEVEL_2,15,18434,1733,57.78,46.83,79645,112,231672,0,0,1,69.39,53,1,1,0.9046
2019Q2,TP100673,ASSOCIATE,LEVEL_7,2145,17684,619,76.49,62.4,36652,111,241673,1,0,0,74.12,89,0,1,0.8635
2017Q3,TP100674,LICENSE,LEVEL_4,1987,31020,1719,61.57,77.08,102744,111,251674,0,0,1,47.6,45,0,0,0.7325
2024Q1,TP100675,BOOTCAMP_BADGE,LEVEL_1,1325,22056,1681,51.62,62.85,62909,621,261675,0,0,0,89.39,97,1,1,0.458
2025Q1,TP100676,CERTIFICATE,LEVEL_6,865,26093,819,44.47,49.8,114005,623,271676,1,0,0,97.1,99,0,1,0.5582
2025Q1,TP100677,APPRENTICESHIP,LEVEL_4,1361,19796,1669,93.71,76.31,56755,541,281677,1,0,1,71.98,13,0,0,0.3119
2016Q2,TP100678,CEU,LEVEL_1,379,2301,847,85.75,36.0,58828,221,291678,0,0,0,40.96,1,1,1,0.7427
2025Q1,TP100679,APPRENTICESHIP,LEVEL_2,282,19819,636,93.25,84.77,42299,541,301679,1,0,0,47.87,115,0,1,0.4563
2023Q4,TP100680,MICROCREDENTIAL,LEVEL_3,50,19374,1400,88.3,69.19,33576,531,311680,0,0,0,56.83,66,0,0,0.1327
2019Q4,TP100681,CERTIFICATE,LEVEL_2,257,7157,2072,81.16,53.08,105346,623,321681,1,0,0,71.03,50,0,0,0.589
2020Q3,TP100682,CEU,LEVEL_4,162,26620,1698,93.3,89.24,45626,522,331682,0,0,1,82.09,93,1,1,0.8138
2020Q2,TP100683,BOOTCAMP_BADGE,LEVEL_2,486,22316,512,65.38,88.89,95384,445,341683,1,0,0,56.68,70,1,0,0.003
2018Q1,TP100684,LICENSE,LEVEL_3,878,22887,107,62.57,40.54,62232,511,351684,1,0,0,83.27,110,1,0,0.1558
2020Q1,TP100685,MICROCREDENTIAL,LEVEL_4,565,20334,1818,65.05,55.68,81483,445,361685,1,1,0,78.18,29,1,1,0.9898
2021Q3,TP100686,LICENSE,LEVEL_7,797,15781,1077,59.37,46.02,139072,623,371686,0,0,0,81.55,5,0,1,0.2604
2022Q2,TP100687,CERTIFICATE,LEVEL_6,648,18194,1118,67.25,45.5,17532,511,381687,0,0,0,75.04,21,0,0,0.1485
2017Q3,TP100688,CEU,LEVEL_7,1562,22720,2008,93.06,77.13,40922,722,391688,1,0,0,46.76,0,0,1,0.5784
2025Q4,TP100689,APPRENTICESHIP,LEVEL_5,1428,27459,1357,92.05,69.78,24455,921,401689,1,0,0,65.23,120,1,0,0.4157
2018Q3,TP100690,LICENSE,LEVEL_7,936,16968,2235,37.26,89.4,77498,484,411690,0,0,1,79.28,39,0,1,0.8976
2016Q4,TP100691,MICROCREDENTIAL,LEVEL_2,394,11436,245,55.09,27.25,46758,311,421691,0,0,0,48.17,41,0,0,0.8645
2016Q3,TP100692,APPRENTICESHIP,LEVEL_4,969,11408,2040,57.61,39.31,28989,811,431692,0,0,0,79.31,64,0,0,0.2055
2014Q4,TP100693,ASSOCIATE,LEVEL_4,876,1239,717,97.94,90.51,49768,511,441693,1,0,0,89.71,55,1,1,0.9828
2015Q4,TP100694,CERTIFICATE,LEVEL_1,1806,360,2388,97.44,68.3,73145,517,451694,0,0,0,73.25,48,1,1,0.3511
2014Q2,TP100695,CERTIFICATE,LEVEL_7,1285,4980,392,85.14,80.13,83610,811,461695,1,0,0,94.15,57,0,1,0.3897
2021Q3,TP100696,BOOTCAMP_BADGE,LEVEL_4,89,9384,362,86.21,49.47,97460,445,471696,0,1,0,76.83,41,0,0,0.353
2014Q1,TP100697,APPRENTICESHIP,LEVEL_6,851,4350,1473,97.39,34.28,129965,522,481697,0,0,0,78.65,1,0,1,0.4884
2014Q1,TP100698,CEU,LEVEL_4,1066,30243,24,44.62,46.07,45026,445,491698,0,0,0,85.79,0,0,0,0.97
2022Q3,TP100699,LICENSE,LEVEL_2,301,7127,109,91.3,87.78,22900,517,501699,1,0,0,67.01,93,1,1,0.7308
2019Q1,TP100700,CEU,LEVEL_3,1235,6615,1604,46.38,66.08,76411,445,511700,1,0,0,45.19,25,1,1,0.1743
2018Q3,TP100701,APPRENTICESHIP,LEVEL_2,1087,3510,1048,37.79,58.03,138796,484,521701,0,0,1,56.91,13,1,0,0.7693
2020Q4,TP100702,BOOTCAMP_BADGE,LEVEL_3,2176,15699,1148,78.81,91.6,73679,111,531702,0,0,0,83.66,3,1,1,0.8116
2019Q3,TP100703,MICROCREDENTIAL,LEVEL_2,1962,3022,697,49.87,56.32,81285,622,541703,1,1,0,93.47,96,0,1,0.5794
2025Q2,TP100704,BOOTCAMP_BADGE,LEVEL_2,1937,27125,1600,81.98,93.25,136985,236,111704,0,0,0,44.07,1,1,1,0.8509
2016Q4,TP100705,CEU,LEVEL_7,2175,24480,278,78.46,27.83,105432,445,121705,0,0,0,40.82,31,0,0,0.8797
2024Q4,TP100706,ASSOCIATE,LEVEL_2,2183,23905,794,94.95,79.81,133788,112,131706,1,0,0,88.24,64,1,0,0.6078
2025Q2,TP100707,CERTIFICATE,LEVEL_5,406,8184,1052,54.19,53.53,61023,111,141707,0,0,0,94.46,73,0,1,0.81
2014Q4,TP100708,ASSOCIATE,LEVEL_3,286,2302,2287,39.25,51.43,81898,112,151708,1,0,0,93.17,20,0,1,0.3589
2019Q2,TP100709,APPRENTICESHIP,LEVEL_1,1941,1287,1205,41.17,90.31,120284,211,161709,0,0,0,43.72,36,0,0,0.4406
2022Q3,TP100710,MICROCREDENTIAL,LEVEL_3,290,23128,448,77.71,78.0,74065,112,171710,1,0,0,74.91,35,1,0,0.6523
2017Q2,TP100711,LICENSE,LEVEL_3,1633,29143,2015,56.47,32.21,57405,622,181711,1,0,1,91.27,71,0,0,0.6331
2019Q2,TP100712,LICENSE,LEVEL_4,1687,24578,94,77.34,42.53,126404,517,191712,1,1,1,47.14,94,1,1,0.5356
2019Q4,TP100713,CERTIFICATE,LEVEL_2,1063,24139,1894,48.41,82.56,33243,423,201713,1,1,0,66.76,61,0,1,0.3301
2017Q2,TP100714,LICENSE,LEVEL_3,372,22989,1600,86.3,43.34,124506,623,211714,1,0,0,63.33,96,0,1,0.5045
2021Q3,TP100715,CEU,LEVEL_2,592,24855,1569,52.06,70.34,84756,511,221715,0,0,0,96.84,27,1,1,0.1355
2025Q1,TP100716,BOOTCAMP_BADGE,LEVEL_3,2124,13094,422,42.14,36.56,49296,111,231716,0,0,1,45.43,38,0,0,0.8654
2018Q4,TP100717,ASSOCIATE,LEVEL_1,886,3945,1427,74.36,26.11,108095,423,241717,1,0,0,51.97,115,1,1,0.7873
2021Q3,TP100718,CERTIFICATE,LEVEL_1,1442,18908,1534,41.54,33.31,123335,311,251718,0,0,0,79.62,42,0,0,0.6854
2021Q1,TP100719,LICENSE,LEVEL_4,2022,19879,1367,96.37,63.41,18489,445,261719,1,0,0,48.16,9,1,1,0.2399
2019Q1,TP100720,LICENSE,LEVEL_3,465,14600,1738,72.82,91.55,62284,531,271720,0,1,0,62.7,107,1,0,0.5301
2014Q3,TP100721,CERTIFICATE,LEVEL_4,514,18386,1282,89.65,32.87,139572,623,281721,1,0,0,72.25,96,0,1,0.8405
2025Q4,TP100722,ASSOCIATE,LEVEL_1,1098,18082,1552,67.86,62.13,116101,611,291722,0,0,0,78.39,63,0,0,0.3522
2021Q4,TP100723,LICENSE,LEVEL_2,250,11142,1207,47.28,64.04,102908,112,301723,0,0,0,76.19,71,1,1,0.4784
2016Q4,TP100724,LICENSE,LEVEL_4,323,25463,223,40.45,47.32,17957,811,311724,0,1,0,97.92,40,0,1,0.085
2019Q3,TP100725,ASSOCIATE,LEVEL_3,2122,528,2386,57.16,33.36,66765,531,321725,0,0,0,51.39,76,0,1,0.9179
2021Q1,TP100726,CERTIFICATE,LEVEL_6,693,6432,2112,62.81,91.04,87748,423,331726,0,0,0,88.74,89,0,1,0.9447
2022Q3,TP100727,CEU,LEVEL_4,527,2643,2043,82.99,52.22,109725,236,341727,0,0,0,79.98,1,0,1,0.7732
2023Q4,TP100728,CEU,LEVEL_5,246,22737,1814,76.95,27.79,115430,811,351728,1,1,0,79.82,78,1,0,0.8213
2017Q4,TP100729,LICENSE,LEVEL_2,1057,4497,617,84.51,67.33,23259,811,361729,0,0,1,53.68,50,1,0,0.8676
2016Q1,TP100730,BOOTCAMP_BADGE,LEVEL_1,465,7110,463,78.44,90.63,26358,611,371730,0,0,0,48.11,107,1,0,0.0949
2023Q3,TP100731,CEU,LEVEL_7,1207,13564,1458,53.6,44.26,118722,484,381731,0,1,1,56.04,38,1,0,0.5494
2014Q1,TP100732,LICENSE,LEVEL_5,658,5698,199,35.71,41.97,69152,423,391732,1,0,1,70.54,55,1,1,0.1311
2024Q3,TP100733,BOOTCAMP_BADGE,LEVEL_2,859,27037,567,39.8,81.99,62772,811,401733,0,0,0,98.29,23,1,0,0.3146
2019Q1,TP100734,MICROCREDENTIAL,LEVEL_7,485,30272,1730,59.34,79.28,54811,621,411734,0,0,0,80.77,36,1,0,0.4566
2017Q1,TP100735,APPRENTICESHIP,LEVEL_5,1445,13984,589,66.55,73.38,129382,511,421735,0,0,1,86.52,78,0,0,0.6373
2019Q2,TP100736,APPRENTICESHIP,LEVEL_3,1989,14122,653,39.61,53.78,104884,921,431736,0,0,0,92.69,98,0,1,0.3698
2023Q2,TP100737,ASSOCIATE,LEVEL_7,1534,15969,556,49.54,67.4,124173,511,441737,0,0,0,43.15,63,1,1,0.1559
2015Q4,TP100738,CEU,LEVEL_3,2165,2270,813,77.65,69.37,43676,221,451738,1,0,1,92.67,81,0,1,0.0075
2021Q2,TP100739,CEU,LEVEL_2,1106,8865,2206,91.77,72.04,68757,623,461739,0,0,0,97.06,43,0,0,0.5719
2020Q2,TP100740,ASSOCIATE,LEVEL_5,217,10935,1290,35.31,41.57,21542,622,471740,1,0,1,50.28,8,1,1,0.5871
2018Q2,TP100741,CEU,LEVEL_7,502,22201,1222,88.7,68.59,58121,561,481741,1,0,1,69.2,1,0,1,0.355
2018Q4,TP100742,LICENSE,LEVEL_5,146,26767,979,38.35,72.14,84724,445,491742,1,0,0,51.56,28,1,0,0.3607
2024Q1,TP100743,LICENSE,LEVEL_6,955,9533,1183,41.04,51.26,23173,236,501743,0,0,0,97.36,82,1,1,0.4106
2025Q3,TP100744,CEU,LEVEL_5,1124,26875,570,41.36,67.67,102427,541,511744,0,0,0,78.16,85,1,0,0.1072
2023Q4,TP100745,ASSOCIATE,LEVEL_3,659,23018,1732,60.22,81.94,36429,811,521745,0,1,0,74.13,33,0,1,0.6725
2019Q1,TP100746,LICENSE,LEVEL_6,2173,12255,1791,65.32,94.83,65150,522,531746,1,0,0,75.97,64,0,1,0.2657
2021Q3,TP100747,LICENSE,LEVEL_3,1156,31216,1087,75.21,43.47,22310,811,541747,0,1,1,99.49,25,0,0,0.0106
2024Q3,TP100748,MICROCREDENTIAL,LEVEL_6,1708,27027,806,35.09,77.46,74020,611,111748,0,0,0,93.43,81,1,0,0.5701
2019Q3,TP100749,CERTIFICATE,LEVEL_6,2079,26941,279,39.89,61.3,136326,517,121749,1,0,1,87.91,32,1,1,0.3144
2020Q1,TP100750,ASSOCIATE,LEVEL_2,1102,13753,2146,37.88,51.21,56133,445,131750,0,0,0,73.12,3,1,0,0.3901
2023Q3,TP100751,CEU,LEVEL_6,1639,31731,262,62.6,25.8,26805,112,141751,1,0,1,43.35,13,1,0,0.548
2024Q2,TP100752,APPRENTICESHIP,LEVEL_5,244,6329,1522,86.4,36.47,31575,511,151752,0,0,1,61.43,4,1,1,0.395
2021Q2,TP100753,BOOTCAMP_BADGE,LEVEL_4,743,7038,366,90.42,25.57,53120,811,161753,0,0,1,42.71,105,0,1,0.5037
2020Q4,TP100754,CEU,LEVEL_2,176,5867,888,44.08,56.31,117570,623,171754,0,1,0,57.82,35,1,1,0.895
2015Q2,TP100755,CEU,LEVEL_3,530,21880,2041,87.3,85.82,66135,111,181755,0,0,0,47.15,33,0,0,0.1329
2017Q1,TP100756,LICENSE,LEVEL_2,341,16661,890,42.94,52.11,105199,511,191756,0,0,0,93.43,45,0,0,0.572
2021Q3,TP100757,CERTIFICATE,LEVEL_3,543,27848,2242,63.39,48.4,66265,111,201757,0,0,0,90.78,105,0,1,0.0549
2017Q4,TP100758,CERTIFICATE,LEVEL_6,1555,13426,1229,83.42,92.41,128431,623,211758,1,0,1,66.56,90,0,1,0.5664
2015Q2,TP100759,CERTIFICATE,LEVEL_6,1888,8008,923,93.01,38.76,47811,541,221759,0,0,1,48.8,39,1,1,0.2677
2019Q3,TP100760,ASSOCIATE,LEVEL_7,1079,11317,2070,51.32,48.97,77614,621,231760,0,1,1,78.63,57,0,0,0.4553
2017Q2,TP100761,BOOTCAMP_BADGE,LEVEL_3,419,1695,264,79.15,49.11,43220,517,241761,1,0,0,84.45,29,1,0,0.6259
2017Q3,TP100762,BOOTCAMP_BADGE,LEVEL_6,75,894,1481,86.41,32.02,116494,811,251762,1,0,1,64.91,63,1,1,0.3822
2014Q4,TP100763,BOOTCAMP_BADGE,LEVEL_5,1680,17764,1851,75.31,57.25,138260,111,261763,0,0,0,49.75,85,0,1,0.8875
2016Q2,TP100764,ASSOCIATE,LEVEL_4,1942,1928,936,42.25,57.42,22194,623,271764,1,0,0,65.64,90,1,1,0.7463
2021Q2,TP100765,LICENSE,LEVEL_3,172,23332,56,69.61,45.42,65883,423,281765,1,0,1,46.84,56,0,0,0.4191
2016Q2,TP100766,MICROCREDENTIAL,LEVEL_1,335,8938,1607,63.48,35.44,132364,541,291766,1,0,0,90.96,79,0,0,0.1241
2022Q4,TP100767,APPRENTICESHIP,LEVEL_5,1744,29013,808,89.71,71.98,23257,445,301767,0,0,0,67.28,0,1,1,0.6894
2022Q2,TP100768,APPRENTICESHIP,LEVEL_2,323,17608,1370,59.56,53.7,60329,511,311768,1,0,0,80.07,89,0,1,0.2087
2023Q1,TP100769,MICROCREDENTIAL,LEVEL_1,1281,2941,1875,90.31,28.64,50314,511,321769,0,0,1,96.15,10,0,0,0.4526
2020Q4,TP100770,MICROCREDENTIAL,LEVEL_7,1910,29527,1678,75.8,67.81,71748,611,331770,0,0,1,99.33,84,1,1,0.1377
2019Q2,TP100771,BOOTCAMP_BADGE,LEVEL_4,1752,18785,550,72.58,90.06,49344,517,341771,0,0,0,99.06,95,0,1,0.258
2017Q1,TP100772,ASSOCIATE,LEVEL_5,97,331,1024,63.88,56.95,93762,517,351772,1,0,0,80.0,3,1,0,0.2171
2017Q1,TP100773,ASSOCIATE,LEVEL_4,230,21557,1378,43.98,50.85,83371,236,361773,1,0,0,79.49,114,0,0,0.714
2016Q3,TP100774,LICENSE,LEVEL_1,1993,23088,353,82.71,55.67,127887,541,371774,1,1,0,88.2,64,1,0,0.3239
2023Q1,TP100775,CEU,LEVEL_4,907,13944,1171,94.04,39.8,118319,517,381775,1,0,0,90.76,55,1,0,0.4368
2018Q1,TP100776,APPRENTICESHIP,LEVEL_1,1369,7728,1249,92.57,87.87,69516,311,391776,1,0,0,63.51,11,1,1,0.1483
2024Q4,TP100777,ASSOCIATE,LEVEL_3,685,23966,1963,83.17,37.78,66058,484,401777,0,0,0,62.74,38,1,0,0.0071
2025Q3,TP100778,ASSOCIATE,LEVEL_6,965,29688,54,56.32,94.85,57032,623,411778,1,1,0,45.97,77,1,1,0.6939
2023Q3,TP100779,CERTIFICATE,LEVEL_3,1363,27330,2154,68.46,48.09,138859,517,421779,0,0,0,91.94,16,0,1,0.2747
2021Q1,TP100780,LICENSE,LEVEL_3,1964,14586,1920,83.42,48.01,74958,236,431780,1,0,1,60.67,47,0,0,0.1058
2019Q1,TP100781,ASSOCIATE,LEVEL_4,957,20873,1286,39.83,52.15,96121,722,441781,1,0,0,93.37,16,1,1,0.735
2017Q1,TP100782,MICROCREDENTIAL,LEVEL_6,824,24475,1174,83.45,79.73,97167,921,451782,1,0,0,89.28,91,0,1,0.88
2019Q1,TP100783,ASSOCIATE,LEVEL_7,1410,8678,591,55.84,88.53,123658,622,461783,0,1,1,78.78,97,1,1,0.8434
2014Q4,TP100784,LICENSE,LEVEL_7,625,14646,1102,77.67,51.71,36442,484,471784,0,0,0,72.97,74,0,0,0.0167
2016Q4,TP100785,CEU,LEVEL_4,546,15157,148,40.75,32.15,20404,511,481785,1,0,0,86.66,100,0,1,0.625
2016Q1,TP100786,ASSOCIATE,LEVEL_2,799,1101,627,63.13,60.5,31016,445,491786,0,0,0,86.47,3,0,1,0.0784
2016Q4,TP100787,LICENSE,LEVEL_3,1631,13130,1703,82.18,90.75,63760,611,501787,0,0,1,40.43,36,1,1,0.3133
2021Q1,TP100788,BOOTCAMP_BADGE,LEVEL_3,323,16389,406,41.21,92.41,129513,484,511788,1,0,1,57.32,99,0,0,0.4418
2024Q1,TP100789,APPRENTICESHIP,LEVEL_7,2076,21582,1470,43.67,40.52,133650,511,521789,0,0,1,73.73,80,0,1,0.1538
2024Q2,TP100790,APPRENTICESHIP,LEVEL_7,988,21461,1096,91.45,82.87,34566,561,531790,1,0,0,98.95,85,0,0,0.3617
2018Q1,TP100791,APPRENTICESHIP,LEVEL_6,433,13496,2335,95.54,85.95,15253,221,541791,1,0,0,62.34,20,0,0,0.3695
2025Q2,TP100792,BOOTCAMP_BADGE,LEVEL_5,1096,27054,193,62.2,31.46,102397,484,111792,0,0,0,73.67,100,1,1,0.1391
2021Q1,TP100793,LICENSE,LEVEL_2,834,27394,271,69.92,84.32,41911,921,121793,0,1,0,61.93,83,0,1,0.2715
2014Q4,TP100794,LICENSE,LEVEL_2,1086,16377,1940,50.58,29.83,72651,211,131794,1,0,0,68.04,105,1,1,0.4522
2018Q3,TP100795,CERTIFICATE,LEVEL_7,323,24481,1120,73.27,51.8,80105,112,141795,0,0,0,79.28,85,1,1,0.8645
2016Q4,TP100796,CERTIFICATE,LEVEL_1,106,9217,179,62.24,83.24,60858,484,151796,1,0,0,89.03,92,1,0,0.7062
2023Q1,TP100797,APPRENTICESHIP,LEVEL_4,481,10131,1674,44.56,38.52,109073,211,161797,0,0,1,82.44,77,1,0,0.5913
2019Q4,TP100798,ASSOCIATE,LEVEL_7,477,22901,92,84.3,27.29,130445,921,171798,0,0,1,64.77,18,1,0,0.9827
2020Q2,TP100799,CERTIFICATE,LEVEL_3,2141,16914,93,88.16,84.56,55127,611,181799,0,0,1,78.61,6,0,0,0.0575
2024Q1,TP100800,MICROCREDENTIAL,LEVEL_6,1113,2027,986,82.83,48.55,87906,623,191800,0,0,0,56.05,53,1,1,0.1371
2019Q2,TP100801,MICROCREDENTIAL,LEVEL_7,1620,30583,2333,38.09,79.19,100846,423,201801,0,0,0,66.62,53,0,1,0.4077
2020Q3,TP100802,APPRENTICESHIP,LEVEL_4,1077,7101,1175,61.42,25.28,67679,517,211802,0,0,0,71.61,97,0,1,0.6994
2024Q3,TP100803,CEU,LEVEL_4,1478,15020,1873,35.05,26.84,111862,111,221803,0,0,0,96.33,84,1,1,0.4515
2024Q1,TP100804,LICENSE,LEVEL_6,1341,15316,2058,71.98,52.91,27338,511,231804,1,0,0,87.1,10,1,0,0.4718
2018Q4,TP100805,ASSOCIATE,LEVEL_7,496,4113,880,41.1,56.69,79100,622,241805,0,0,1,70.62,118,1,0,0.0142
2022Q4,TP100806,APPRENTICESHIP,LEVEL_3,1248,215,1636,63.31,42.18,101398,921,251806,1,0,0,72.32,30,0,1,0.9989
2018Q1,TP100807,ASSOCIATE,LEVEL_2,1335,22917,2346,90.03,87.37,83372,423,261807,1,0,0,43.19,46,1,0,0.5318
2014Q2,TP100808,LICENSE,LEVEL_5,294,7105,1950,50.81,51.32,133085,511,271808,0,0,0,44.29,60,0,0,0.7974
2025Q4,TP100809,MICROCREDENTIAL,LEVEL_3,917,28184,2013,78.71,66.07,68145,112,281809,0,0,0,97.76,17,1,1,0.3039
2018Q1,TP100810,BOOTCAMP_BADGE,LEVEL_6,1483,22439,1183,58.91,79.76,138566,522,291810,1,0,0,43.19,67,0,1,0.7494
2024Q2,TP100811,APPRENTICESHIP,LEVEL_1,96,6919,1624,78.26,81.01,71661,221,301811,1,0,1,58.35,52,1,1,0.3682
2023Q2,TP100812,MICROCREDENTIAL,LEVEL_5,1158,17825,1965,45.14,71.11,34211,511,311812,1,0,1,57.19,92,1,0,0.3885
2024Q1,TP100813,LICENSE,LEVEL_4,2013,21346,1889,45.82,54.92,125540,623,321813,0,0,0,71.97,102,0,1,0.6588
2014Q4,TP100814,ASSOCIATE,LEVEL_1,571,12326,1039,55.57,36.05,133405,423,331814,0,0,0,85.81,82,0,1,0.2952
2014Q3,TP100815,MICROCREDENTIAL,LEVEL_3,52,9081,1780,43.13,73.28,108164,111,341815,1,0,0,87.63,22,1,1,0.4803
2023Q1,TP100816,LICENSE,LEVEL_3,961,12703,361,75.8,53.87,49328,511,351816,0,0,0,56.58,90,1,1,0.9647
2023Q2,TP100817,BOOTCAMP_BADGE,LEVEL_2,1206,18908,1745,72.16,74.31,103231,811,361817,1,0,1,50.65,3,0,1,0.765
2014Q4,TP100818,ASSOCIATE,LEVEL_2,139,17067,1091,65.33,72.34,33937,517,371818,1,0,0,55.42,92,0,0,0.1352
2024Q3,TP100819,MICROCREDENTIAL,LEVEL_2,2110,121,1997,43.39,29.52,109311,611,381819,1,0,0,89.64,87,0,1,0.982
2019Q3,TP100820,CEU,LEVEL_1,504,13498,700,39.75,44.69,100649,311,391820,0,1,0,89.82,89,1,1,0.5851
2025Q3,TP100821,MICROCREDENTIAL,LEVEL_1,305,24241,1776,46.56,79.71,66674,722,401821,0,0,1,56.37,5,0,1,0.496
2018Q3,TP100822,BOOTCAMP_BADGE,LEVEL_3,1565,12304,1575,84.73,33.14,58674,484,411822,1,1,0,91.14,111,1,0,0.3626
2025Q3,TP100823,APPRENTICESHIP,LEVEL_5,670,459,1572,59.89,74.32,139420,611,421823,0,1,1,98.67,77,1,1,0.9354
2022Q3,TP100824,APPRENTICESHIP,LEVEL_5,282,15280,1345,35.86,72.99,132990,621,431824,1,0,0,95.73,120,0,0,0.4818
2017Q2,TP100825,ASSOCIATE,LEVEL_5,1465,4596,1421,87.53,83.06,49875,522,441825,0,0,0,94.6,79,0,1,0.6398
2020Q2,TP100826,APPRENTICESHIP,LEVEL_4,2114,22075,1708,42.61,66.25,91037,112,451826,0,0,0,68.87,49,1,1,0.5676
2016Q2,TP100827,LICENSE,LEVEL_4,1774,9302,1082,74.83,61.44,75117,622,461827,0,0,0,49.16,23,1,1,0.9382
2017Q4,TP100828,MICROCREDENTIAL,LEVEL_5,1764,23225,768,65.09,80.63,135809,236,471828,0,0,0,64.71,112,0,1,0.1941
2018Q3,TP100829,CEU,LEVEL_3,487,30654,2359,72.39,79.91,62731,423,481829,0,1,1,59.03,39,0,0,0.5212
2019Q3,TP100830,LICENSE,LEVEL_2,2130,1238,618,62.91,29.69,36578,236,491830,0,0,0,80.9,31,0,0,0.4544
2024Q3,TP100831,MICROCREDENTIAL,LEVEL_1,734,14091,1979,82.14,84.96,30404,221,501831,1,0,0,41.15,104,1,0,0.9615
2015Q1,TP100832,MICROCREDENTIAL,LEVEL_1,1577,6611,677,66.46,56.78,116143,811,511832,1,0,0,67.99,8,1,0,0.8464
2019Q4,TP100833,MICROCREDENTIAL,LEVEL_2,614,6312,1810,84.83,90.67,41196,423,521833,0,0,0,81.78,71,0,0,0.8077
2015Q2,TP100834,LICENSE,LEVEL_3,1817,16012,1093,35.9,69.2,65464,531,531834,0,0,0,59.7,40,0,0,0.2199
2024Q2,TP100835,ASSOCIATE,LEVEL_1,1308,5554,277,62.24,73.89,108472,445,541835,0,0,0,86.7,114,1,0,0.7545
2025Q3,TP100836,CERTIFICATE,LEVEL_4,638,24482,1065,52.65,41.85,17042,221,111836,0,0,1,50.63,95,0,1,0.7284
2015Q3,TP100837,CERTIFICATE,LEVEL_2,642,9793,1754,87.57,62.75,116048,722,121837,0,0,0,85.37,62,0,0,0.5329
2022Q3,TP100838,APPRENTICESHIP,LEVEL_2,382,10312,43,77.81,94.18,139819,517,131838,1,0,0,68.5,112,1,1,0.0762
2019Q2,TP100839,CEU,LEVEL_5,1147,15854,2238,89.91,83.96,103194,561,141839,0,0,1,48.5,7,1,1,0.7984
2019Q4,TP100840,MICROCREDENTIAL,LEVEL_2,197,14160,2190,44.92,35.47,123741,484,151840,1,0,0,75.47,34,1,1,0.7034
2015Q2,TP100841,LICENSE,LEVEL_7,374,8282,1481,82.44,58.89,135604,112,161841,1,0,0,95.69,44,1,0,0.5595
