lab_lfs_reference_quarter,lab_lfs_country_iso2,lab_lfs_region_nuts_code,lab_lfs_age_group,lab_lfs_sex,lab_lfs_employment_status_code,lab_lfs_employed_count,lab_lfs_unemployed_count,lab_lfs_inactive_count,lab_lfs_unemployment_rate_pct,lab_lfs_long_term_unemployment_rate_pct,lab_lfs_youth_unemployment_rate_pct,lab_lfs_participation_rate_pct,lab_lfs_hours_worked_mean,lab_lfs_part_time_share_pct,lab_lfs_temporary_contract_share_pct,lab_lfs_self_employment_share_pct,lab_lfs_telework_share_pct,lab_lfs_eurostat_table_code,lab_lfs_data_extract_date
2015-Q4,BG,DK32,25_34,X,UNE,706556,48634,254287,6.44,0.73,4.53,74.81,33.76,12.59,19.34,7.3,6.28,lfsi_unemp_q,2026-01-29
2016-Q1,FR,IT23,15_24,F,EMP,977731,214623,687441,18.0,3.27,27.9,63.43,23.02,17.51,15.26,15.88,17.23,lfsi_emp_q,2025-10-31
2016-Q2,LT,DK195,65_74,M,INA,563959,20333,1540407,3.48,1.36,2.39,27.5,28.13,20.86,22.96,8.61,21.31,lfsa_egan_q,2026-02-06
2016-Q3,SK,RO478,55_64,X,UNE,121316,9893,94275,7.54,4.11,5.93,58.19,23.38,27.83,20.18,13.44,2.04,lfsi_part_q,2024-03-12
2016-Q4,HR,RO375,45_54,F,EMP,945309,106436,286353,10.12,2.06,6.66,78.6,19.1,29.55,6.74,17.24,13.93,lfsi_unemp_q,2024-03-08
2017-Q1,DE,AT677,35_44,M,INA,1293198,40820,247321,3.06,0.84,2.64,84.36,26.36,20.37,12.51,13.92,24.11,lfsi_emp_q,2025-04-11
2017-Q2,LU,LV58,25_34,X,UNE,1904467,179422,925771,8.61,3.38,6.05,69.24,19.25,12.34,17.54,14.43,18.87,lfsa_egan_q,2025-11-28
2017-Q3,SI,FR90,15_24,F,EMP,887945,142272,1140031,13.81,5.92,21.41,47.47,14.72,15.06,11.08,11.19,22.09,lfsi_part_q,2024-07-09
2017-Q4,CY,SI409,65_74,M,INA,203568,3520,607899,1.7,0.38,1.53,25.41,31.15,17.05,7.06,11.34,9.35,lfsi_unemp_q,2025-05-23
2018-Q1,GR,ES706,55_64,X,UNE,283909,12849,194238,4.33,2.56,3.35,60.44,18.15,28.29,18.03,7.31,6.97,lfsi_emp_q,2024-09-15
2018-Q2,MT,RO189,45_54,F,EMP,912010,83960,239724,8.43,3.36,8.17,80.6,23.01,9.2,17.83,10.32,8.29,lfsa_egan_q,2025-11-16
2018-Q3,ES,NL1,35_44,M,INA,190217,8008,54516,4.04,1.05,3.94,78.43,25.52,11.71,22.53,16.07,8.35,lfsi_part_q,2025-11-04
2018-Q4,CZ,FI71,25_34,X,UNE,451108,51799,126986,10.3,1.43,6.49,79.84,29.14,32.12,13.18,12.48,17.5,lfsi_unemp_q,2024-02-12
2019-Q1,HU,IT917,15_24,F,EMP,58418,14322,47075,19.69,9.6,30.52,60.71,22.77,15.72,14.41,15.27,20.11,lfsi_emp_q,2026-01-17
2019-Q2,NL,LU33,65_74,M,INA,514941,17958,1570926,3.37,1.28,3.51,25.33,24.34,21.91,5.18,12.55,19.56,lfsa_egan_q,2026-02-08
2019-Q3,SE,DK71,55_64,X,UNE,1393690,67201,561663,4.6,1.03,3.16,72.23,30.57,8.1,21.9,12.65,8.48,lfsi_part_q,2024-07-25
2019-Q4,DK,SK85,45_54,F,EMP,1336170,96873,568973,6.76,3.4,5.92,71.58,21.88,13.37,13.17,11.35,18.18,lfsi_unemp_q,2024-04-23
2020-Q1,IE,HU78,35_44,M,INA,879699,109393,108679,11.06,1.23,11.33,90.1,20.72,22.44,12.06,6.74,14.36,lfsi_emp_q,2024-10-19
2020-Q2,PL,FI81,25_34,X,UNE,309453,38834,97320,11.15,3.21,9.25,78.16,31.87,26.08,6.7,12.22,29.87,lfsa_egan_q,2024-12-13
2020-Q3,AT,BG950,15_24,F,EMP,324584,128745,639820,28.4,13.48,44.02,41.47,19.1,13.66,30.02,19.86,23.27,lfsi_part_q,2024-11-06
2020-Q4,EE,MT485,65_74,M,INA,263617,7705,671751,2.84,0.71,2.0,28.77,19.88,34.19,9.59,8.22,23.21,lfsi_unemp_q,2025-05-26
2021-Q1,IT,PT697,55_64,X,UNE,418086,71648,242086,14.63,8.34,11.13,66.92,26.81,22.63,4.67,23.6,35.62,lfsi_emp_q,2025-02-02
2021-Q2,PT,IT5,45_54,F,EMP,866018,30202,157908,3.37,1.95,3.4,85.02,33.93,43.21,21.55,16.68,13.05,lfsa_egan_q,2025-07-08
2021-Q3,BE,DE77,35_44,M,INA,1864247,189340,404915,9.22,3.71,8.12,83.53,40.91,19.44,12.4,18.04,22.85,lfsi_part_q,2025-03-06
2021-Q4,FI,LU709,25_34,X,UNE,1594828,132672,702176,7.68,1.91,6.73,71.1,34.72,33.35,19.46,11.53,17.03,lfsi_unemp_q,2025-02-13
2022-Q1,LV,LV9,15_24,F,EMP,914329,121268,764502,11.71,5.58,18.15,57.53,24.28,20.26,16.3,14.54,7.03,lfsi_emp_q,2025-05-15
2022-Q2,RO,CZ23,65_74,M,INA,346837,14639,1405270,4.05,1.8,3.33,20.46,26.98,29.54,21.27,17.2,8.45,lfsa_egan_q,2024-09-18
2022-Q3,BG,IT950,55_64,X,UNE,610959,66229,393465,9.78,5.05,10.1,63.25,29.02,24.5,15.18,10.2,21.98,lfsi_part_q,2025-12-31
2022-Q4,FR,HU100,45_54,F,EMP,230647,4995,98034,2.12,0.49,1.59,70.62,22.73,19.65,13.77,13.01,20.32,lfsi_unemp_q,2025-12-12
2023-Q1,LT,CY555,35_44,M,INA,1789721,129550,411921,6.75,3.07,4.94,82.33,36.77,15.13,10.9,11.47,5.84,lfsi_emp_q,2024-09-06
2023-Q2,SK,EE1,25_34,X,UNE,774319,25019,292653,3.13,0.82,2.01,73.2,29.62,19.39,8.41,18.47,20.78,lfsa_egan_q,2024-04-02
2023-Q3,HR,LT285,15_24,F,EMP,512596,103282,1209487,16.77,6.29,25.99,33.74,16.29,45.06,12.23,6.71,22.21,lfsi_part_q,2025-09-03
2023-Q4,DE,FR89,65_74,M,INA,345407,19600,1070333,5.37,0.99,3.44,25.43,19.66,27.75,13.23,18.49,21.65,lfsi_unemp_q,2025-04-29
2024-Q1,LU,FI837,55_64,X,UNE,1199070,153823,404339,11.37,1.61,10.09,76.99,38.98,16.03,16.94,8.01,6.03,lfsi_emp_q,2024-07-30
2024-Q2,SI,EE163,45_54,F,EMP,1518593,115884,747101,7.09,1.76,4.55,68.63,20.78,9.53,4.92,20.22,15.4,lfsa_egan_q,2025-02-27
2024-Q3,CY,BG52,35_44,M,INA,569568,54411,94890,8.72,1.91,8.21,86.8,41.04,15.59,14.11,8.07,3.34,lfsi_part_q,2024-06-02
2024-Q4,GR,IT27,25_34,X,UNE,1736753,81075,608530,4.46,0.79,2.79,74.92,20.35,26.51,9.67,17.19,21.43,lfsi_unemp_q,2025-11-05
2025-Q1,MT,EE692,15_24,F,EMP,775570,207408,787196,21.1,7.9,32.71,55.53,23.26,43.29,19.26,6.22,22.85,lfsi_emp_q,2024-02-08
2025-Q2,ES,RO59,65_74,M,INA,142056,6538,387073,4.4,1.45,3.85,27.74,20.71,35.18,18.51,11.26,23.44,lfsa_egan_q,2024-08-18
2025-Q3,CZ,LU99,55_64,X,UNE,1112855,37144,876431,3.23,1.01,3.18,56.75,22.48,32.85,5.73,15.55,23.17,lfsi_part_q,2025-09-12
2025-Q4,HU,CZ3,45_54,F,EMP,538044,52499,255264,8.89,3.46,6.16,69.82,31.62,16.57,19.94,6.26,11.54,lfsi_unemp_q,2024-01-30
2026-Q1,NL,AT97,35_44,M,INA,69840,3629,7328,4.94,2.38,3.12,90.93,24.94,15.44,8.13,19.06,15.24,lfsi_emp_q,2025-08-08
2026-Q2,SE,FI64,25_34,X,UNE,2097387,121600,727875,5.48,1.08,3.3,75.3,34.93,25.39,8.23,16.65,12.62,lfsa_egan_q,2024-03-14
2026-Q3,DK,ES934,15_24,F,EMP,269066,94340,530581,25.96,12.7,40.24,40.65,23.11,25.62,30.43,16.39,26.04,lfsi_part_q,2025-07-01
2026-Q4,IE,IE252,65_74,M,INA,283926,6149,1069228,2.12,0.46,1.81,21.34,30.43,35.52,22.1,18.69,8.55,lfsi_unemp_q,2025-05-15
2013-Q1,PL,SI96,55_64,X,UNE,1132603,68842,696872,5.73,1.64,6.0,63.29,30.82,25.57,25.05,13.85,13.89,lfsi_emp_q,2024-12-15
2013-Q2,AT,ES73,45_54,F,EMP,307849,20663,129791,6.29,2.27,5.32,71.68,18.16,15.6,15.86,17.33,2.04,lfsa_egan_q,2024-09-30
2013-Q3,EE,RO77,35_44,M,INA,1963469,152338,797324,7.2,1.58,5.43,72.63,23.64,21.68,23.07,6.15,19.21,lfsi_part_q,2025-08-27
2013-Q4,IT,GR4,25_34,X,UNE,222137,34401,103566,13.41,6.08,13.26,71.24,27.4,23.85,24.91,18.44,2.99,lfsi_unemp_q,2025-08-23
2014-Q1,PT,SE43,15_24,F,EMP,749021,176381,915095,19.06,7.22,29.54,50.28,19.6,42.34,24.03,14.18,6.47,lfsi_emp_q,2025-06-15
2014-Q2,BE,EE96,65_74,M,INA,366532,10287,1118495,2.73,0.85,2.11,25.2,38.13,21.77,15.52,16.96,19.34,lfsa_egan_q,2024-03-14
2014-Q3,FI,CY783,55_64,X,UNE,1057451,89832,779952,7.83,1.68,6.2,59.53,29.99,35.14,15.62,8.5,2.29,lfsi_part_q,2024-10-06
2014-Q4,LV,HR76,45_54,F,EMP,916242,32052,204647,3.38,0.83,2.24,82.25,33.34,29.48,16.28,15.38,22.08,lfsi_unemp_q,2025-04-03
2015-Q1,RO,LU595,35_44,M,INA,1652592,54807,690633,3.21,0.74,2.52,71.2,37.27,24.18,17.55,16.44,20.87,lfsi_emp_q,2024-08-26
2015-Q2,BG,RO9,25_34,X,UNE,1880760,276817,981630,12.83,4.62,12.36,68.73,22.07,16.18,8.48,20.83,11.78,lfsa_egan_q,2025-12-19
2015-Q3,FR,LT13,15_24,F,EMP,1014172,168398,1129395,14.24,5.59,22.07,51.15,20.13,45.1,14.12,9.62,9.88,lfsi_part_q,2025-01-20
2015-Q4,LT,RO486,65_74,M,INA,117399,6230,520274,5.04,1.45,5.14,19.2,23.71,23.22,19.66,13.07,20.33,lfsi_unemp_q,2025-09-03
2016-Q1,SK,PL168,55_64,X,UNE,818755,53560,417710,6.14,2.71,4.38,67.62,23.32,34.68,5.2,6.6,24.78,lfsi_emp_q,2025-11-05
2016-Q2,HR,FR794,45_54,F,EMP,173068,17158,54060,9.02,3.38,6.79,77.87,23.21,35.71,21.48,8.43,2.02,lfsa_egan_q,2026-02-10
2016-Q3,DE,SE66,35_44,M,INA,1547246,129985,499012,7.75,3.62,6.99,77.07,43.05,26.72,5.79,16.83,8.76,lfsi_part_q,2024-11-19
2016-Q4,LU,DK642,25_34,X,UNE,2080922,188597,738060,8.31,2.66,7.04,75.46,25.21,16.93,14.22,15.37,14.24,lfsi_unemp_q,2024-04-07
2017-Q1,SI,RO534,15_24,F,EMP,335820,41336,759884,10.96,2.67,16.99,33.17,22.92,32.03,18.92,17.97,11.02,lfsi_emp_q,2024-11-12
2017-Q2,CY,BG32,65_74,M,INA,291323,4977,1242924,1.68,0.27,1.3,19.25,33.45,16.67,24.43,13.61,13.02,lfsa_egan_q,2024-03-15
2017-Q3,GR,CY31,55_64,X,UNE,450557,72131,240360,13.8,6.59,11.57,68.5,32.37,21.99,4.65,20.6,10.87,lfsi_part_q,2024-03-15
2017-Q4,MT,GR778,45_54,F,EMP,677161,22457,185414,3.21,1.33,2.88,79.05,20.01,31.22,14.76,14.56,10.71,lfsi_unemp_q,2024-04-10
2018-Q1,ES,LU468,35_44,M,INA,1122425,109519,312039,8.89,4.31,8.32,79.79,38.64,23.91,26.23,8.79,15.8,lfsi_emp_q,2024-11-08
2018-Q2,CZ,DK727,25_34,X,UNE,567096,98119,259465,14.75,2.93,9.39,71.94,20.4,8.73,23.27,9.55,3.73,lfsa_egan_q,2025-10-13
2018-Q3,HU,CZ453,15_24,F,EMP,277856,51826,293418,15.72,3.97,24.37,52.91,23.74,36.3,30.5,15.16,14.58,lfsi_part_q,2024-09-15
2018-Q4,NL,PT76,65_74,M,INA,316900,12039,1774256,3.66,0.42,3.76,15.64,36.05,8.19,21.49,6.75,8.29,lfsi_unemp_q,2025-12-17
2019-Q1,SE,DK936,55_64,X,UNE,484835,14994,299641,3.0,1.46,2.07,62.52,23.83,7.9,18.07,14.94,15.61,lfsi_emp_q,2024-09-29
2019-Q2,DK,CY653,45_54,F,EMP,41001,2897,11257,6.6,3.48,6.17,79.59,29.95,18.91,24.93,7.03,24.91,lfsa_egan_q,2025-06-02
2019-Q3,IE,BG93,35_44,M,INA,1375377,100032,226920,6.78,1.68,6.75,86.67,21.16,22.84,9.42,8.94,16.97,lfsi_part_q,2024-06-11
2019-Q4,PL,PT22,25_34,X,UNE,1134826,138113,518671,10.85,3.82,9.63,71.05,32.24,7.53,18.21,20.32,5.82,lfsi_unemp_q,2026-02-07
2020-Q1,AT,ES916,15_24,F,EMP,255227,55192,423433,17.78,2.78,27.56,42.3,23.48,36.53,28.4,13.09,13.98,lfsi_emp_q,2025-12-26
2020-Q2,EE,DE330,65_74,M,INA,56993,2128,255521,3.6,1.76,2.88,18.79,24.94,20.15,15.76,12.75,24.41,lfsa_egan_q,2024-09-09
2020-Q3,IT,LU762,55_64,X,UNE,913225,78440,417350,7.91,2.95,5.73,70.38,35.07,35.34,15.4,15.76,35.84,lfsi_part_q,2024-05-14
2020-Q4,PT,BE281,45_54,F,EMP,1719908,155673,646039,8.3,1.67,5.38,74.38,39.22,41.05,13.9,15.32,17.62,lfsi_unemp_q,2024-02-02
2021-Q1,BE,FI898,35_44,M,INA,2450587,183319,486096,6.96,3.41,6.54,84.42,41.84,17.45,8.2,16.25,27.3,lfsi_emp_q,2025-03-21
2021-Q2,FI,LV377,25_34,X,UNE,1088644,214496,530460,16.46,5.78,17.13,71.07,36.81,16.0,17.7,10.35,44.64,lfsa_egan_q,2024-12-07
2021-Q3,LV,NL849,15_24,F,EMP,238857,106461,261035,30.83,6.09,47.79,56.95,18.06,26.55,17.4,9.78,16.55,lfsi_part_q,2025-04-17
2021-Q4,RO,AT47,65_74,M,INA,108268,3314,615813,2.97,0.51,3.08,15.34,42.14,19.63,8.32,14.22,28.72,lfsi_unemp_q,2025-09-09
2022-Q1,BG,CY19,55_64,X,UNE,897225,29277,420941,3.16,1.56,2.39,68.76,22.72,25.58,16.75,20.43,3.89,lfsi_emp_q,2025-08-01
2022-Q2,FR,AT3,45_54,F,EMP,511297,48353,186251,8.64,2.74,7.77,75.03,33.48,25.08,4.85,11.81,18.88,lfsa_egan_q,2025-12-27
2022-Q3,LT,AT5,35_44,M,INA,785626,81415,182264,9.39,3.31,7.5,82.63,19.65,15.37,5.08,11.99,22.0,lfsi_part_q,2025-05-08
2022-Q4,SK,ES121,25_34,X,UNE,1033913,120265,344170,10.42,1.48,8.7,77.03,21.37,22.59,23.29,14.2,16.46,lfsi_unemp_q,2026-02-23
2023-Q1,HR,GR5,15_24,F,EMP,65284,11811,128327,15.32,1.89,23.75,37.53,13.66,36.57,6.66,8.76,13.35,lfsi_emp_q,2026-02-14
2023-Q2,DE,BE505,65_74,M,INA,84868,5494,259879,6.08,0.74,5.6,25.8,30.75,17.19,10.62,20.25,16.73,lfsa_egan_q,2025-07-11
2023-Q3,LU,CY531,55_64,X,UNE,156629,3933,113481,2.45,0.77,2.16,58.59,39.09,11.86,19.18,15.72,14.87,lfsi_part_q,2025-02-22
2023-Q4,SI,IT454,45_54,F,EMP,1873884,85630,469836,4.37,2.61,3.87,80.66,18.93,18.81,14.32,10.77,13.78,lfsi_unemp_q,2025-12-26
2024-Q1,CY,FR8,35_44,M,INA,2093476,150816,215475,6.72,3.1,5.01,91.24,34.14,20.44,19.01,16.23,11.19,lfsi_emp_q,2024-05-14
2024-Q2,GR,NL6,25_34,X,UNE,232970,27827,92203,10.67,2.5,8.87,73.88,19.58,17.39,8.32,17.17,2.62,lfsa_egan_q,2024-03-28
2024-Q3,MT,RO893,15_24,F,EMP,856318,138822,663150,13.95,6.81,21.62,60.01,26.97,44.99,8.59,20.23,3.7,lfsi_part_q,2024-12-13
2024-Q4,ES,AT149,65_74,M,INA,225189,6606,683306,2.85,1.3,2.95,25.33,20.38,8.17,7.38,16.35,9.15,lfsi_unemp_q,2025-12-12
2025-Q1,CZ,PL4,55_64,X,UNE,23555,1637,17937,6.5,1.32,4.42,58.41,35.41,31.88,4.6,20.19,11.94,lfsi_emp_q,2025-10-31
2025-Q2,HU,RO40,45_54,F,EMP,1622133,128307,387893,7.33,1.8,5.08,81.86,30.19,36.07,15.12,18.87,20.79,lfsa_egan_q,2025-12-25
2025-Q3,NL,SI163,35_44,M,INA,1175136,89266,385822,7.06,1.91,5.52,76.62,35.9,13.39,14.24,8.22,22.75,lfsi_part_q,2025-10-26
2025-Q4,SE,AT463,25_34,X,UNE,1307382,164232,642774,11.16,4.06,10.89,69.6,23.3,13.39,6.29,17.15,16.33,lfsi_unemp_q,2024-06-20
2026-Q1,DK,DK531,15_24,F,EMP,844566,116916,1002731,12.16,1.51,18.85,48.95,15.66,44.13,7.75,7.17,12.09,lfsi_emp_q,2025-05-02
2026-Q2,IE,LU955,65_74,M,INA,214270,9137,721632,4.09,1.36,2.85,23.64,37.66,33.69,6.39,17.29,16.15,lfsa_egan_q,2025-10-15
2026-Q3,PL,HU2,55_64,X,UNE,836968,75159,340278,8.24,2.51,6.77,72.83,33.27,27.78,11.82,6.69,24.22,lfsi_part_q,2024-02-18
2026-Q4,AT,RO30,45_54,F,EMP,1093916,118985,364343,9.81,5.67,8.37,76.9,25.64,44.74,17.45,9.88,12.16,lfsi_unemp_q,2024-01-21
2013-Q1,EE,RO2,35_44,M,INA,1463418,153618,189910,9.5,1.34,6.34,89.49,29.47,32.79,13.17,18.13,4.36,lfsi_emp_q,2025-05-16
2013-Q2,IT,NL33,25_34,X,UNE,596616,62336,166388,9.46,4.26,7.47,79.84,39.44,7.82,5.27,12.28,9.24,lfsa_egan_q,2024-12-21
2013-Q3,PT,LU1,15_24,F,EMP,555757,117724,704062,17.48,5.45,27.09,48.89,20.05,24.65,36.18,18.75,9.16,lfsi_part_q,2025-12-23
2013-Q4,BE,HR32,65_74,M,INA,414464,19575,1039779,4.51,1.05,4.12,29.45,40.26,27.3,10.38,20.51,21.64,lfsi_unemp_q,2024-08-28
2014-Q1,FI,IT76,55_64,X,UNE,91466,8825,34508,8.8,1.52,8.65,74.4,23.47,17.32,21.08,10.76,28.79,lfsi_emp_q,2024-04-17
2014-Q2,LV,PT671,45_54,F,EMP,1622220,101162,583071,5.87,3.69,4.52,74.72,21.18,35.88,23.23,17.56,3.74,lfsa_egan_q,2025-10-19
2014-Q3,RO,AT58,35_44,M,INA,1019555,109770,309672,9.72,4.07,7.22,78.48,40.24,19.86,7.03,12.34,7.88,lfsi_part_q,2025-10-15
2014-Q4,BG,GR254,25_34,X,UNE,1440278,131563,415567,8.37,3.14,6.78,79.09,22.15,30.09,23.76,9.52,6.49,lfsi_unemp_q,2024-07-30
2015-Q1,FR,DE819,15_24,F,EMP,641390,132955,608414,17.17,5.08,26.61,56.0,15.19,9.78,24.19,11.3,7.46,lfsi_emp_q,2025-09-07
2015-Q2,LT,DK51,65_74,M,INA,101913,2914,794976,2.78,0.82,1.73,11.65,25.82,9.47,14.93,10.64,3.63,lfsa_egan_q,2025-07-24
2015-Q3,SK,LU59,55_64,X,UNE,1274028,74292,689032,5.51,2.82,3.34,66.18,19.95,13.46,7.33,10.02,4.56,lfsi_part_q,2025-11-08
2015-Q4,HR,MT232,45_54,F,EMP,272677,11835,79546,4.16,2.54,2.51,78.15,20.94,44.99,8.14,19.63,8.34,lfsi_unemp_q,2024-12-25
2016-Q1,DE,ES2,35_44,M,INA,1824338,127243,230907,6.52,2.08,4.78,89.42,42.02,21.21,25.26,17.15,2.1,lfsi_emp_q,2024-10-31
2016-Q2,LU,LV66,25_34,X,UNE,1877208,104223,761793,5.26,1.46,3.77,72.23,21.54,34.82,4.89,8.52,11.49,lfsa_egan_q,2025-07-02
2016-Q3,SI,PT17,15_24,F,EMP,866932,236035,885794,21.4,8.24,33.17,55.46,26.23,28.34,12.58,12.55,18.21,lfsi_part_q,2024-08-01
2016-Q4,CY,EE601,65_74,M,INA,140521,6390,855215,4.35,2.13,4.47,14.66,33.96,24.1,12.73,20.56,23.05,lfsi_unemp_q,2024-11-21
2017-Q1,GR,AT83,55_64,X,UNE,743672,57180,534569,7.14,1.94,5.63,59.97,34.93,31.82,13.83,19.05,17.7,lfsi_emp_q,2026-02-14
2017-Q2,MT,SE3,45_54,F,EMP,727514,64467,280873,8.14,2.38,5.04,73.82,34.66,39.47,21.08,19.9,9.44,lfsa_egan_q,2025-03-26
2017-Q3,ES,FI207,35_44,M,INA,306990,16770,111459,5.18,1.05,4.4,74.39,30.03,34.73,9.59,19.81,25.13,lfsi_part_q,2024-10-11
2017-Q4,CZ,LT5,25_34,X,UNE,1849606,162147,913157,8.06,1.37,8.34,68.78,33.61,14.34,8.17,12.75,11.55,lfsi_unemp_q,2025-03-24
2018-Q1,HU,CZ4,15_24,F,EMP,902446,308240,1010349,25.46,6.4,39.46,54.51,28.73,35.93,16.43,14.23,14.38,lfsi_emp_q,2024-06-17
2018-Q2,NL,MT109,65_74,M,INA,20749,597,81727,2.8,0.65,1.92,20.71,21.56,27.17,5.41,19.78,30.12,lfsa_egan_q,2025-08-20
2018-Q3,SE,SK9,55_64,X,UNE,886457,77816,440144,8.07,1.25,4.89,68.66,32.58,14.87,9.78,18.67,29.35,lfsi_part_q,2024-05-27
2018-Q4,DK,SE90,45_54,F,EMP,2395743,77154,516943,3.12,1.41,3.25,82.71,18.56,41.73,23.99,14.4,14.66,lfsi_unemp_q,2025-10-10
2019-Q1,IE,SI88,35_44,M,INA,1738342,182265,342658,9.49,3.32,8.19,84.86,25.27,11.0,14.75,8.25,15.03,lfsi_emp_q,2025-08-17
2019-Q2,PL,GR828,25_34,X,UNE,1477830,190903,353238,11.44,5.27,8.05,82.53,26.58,9.44,13.69,9.29,18.31,lfsa_egan_q,2024-05-20
2019-Q3,AT,CY5,15_24,F,EMP,130633,41797,281572,24.24,6.21,37.57,37.98,13.71,10.36,17.33,9.03,3.37,lfsi_part_q,2025-04-05
2019-Q4,EE,SK4,65_74,M,INA,283197,8038,1640034,2.76,0.46,2.26,15.08,42.86,29.67,10.26,6.48,3.18,lfsi_unemp_q,2026-01-06
2020-Q1,IT,IE89,55_64,X,UNE,397395,25500,158005,6.03,1.76,5.85,72.8,34.44,29.17,20.89,9.07,25.23,lfsi_emp_q,2025-09-06
2020-Q2,PT,NL970,45_54,F,EMP,980432,91898,265407,8.57,2.51,6.09,80.16,31.26,26.64,21.45,14.29,12.49,lfsa_egan_q,2026-02-10
2020-Q3,BE,SK45,35_44,M,INA,644073,23290,267581,3.49,1.04,2.57,71.38,36.31,25.36,22.31,12.85,34.28,lfsi_part_q,2024-07-19
2020-Q4,FI,NL8,25_34,X,UNE,2546939,204129,334818,7.42,0.85,6.08,89.15,27.31,34.54,9.36,12.75,9.77,lfsi_unemp_q,2024-09-24
2021-Q1,LV,FR22,15_24,F,EMP,637666,125640,1095243,16.46,6.22,25.51,41.07,18.96,41.68,8.87,9.59,37.95,lfsi_emp_q,2025-04-14
2021-Q2,RO,BG3,65_74,M,INA,393772,12681,1897704,3.12,0.68,2.9,17.64,30.26,12.31,19.03,11.32,17.75,lfsa_egan_q,2025-08-25
2021-Q3,BG,BG96,55_64,X,UNE,1303133,38643,880811,2.88,0.77,2.11,60.37,37.6,11.89,14.66,15.46,30.2,lfsi_part_q,2025-06-02
2021-Q4,FR,HU465,45_54,F,EMP,1616959,155439,480554,8.77,1.45,8.91,78.67,27.33,19.25,5.53,10.0,23.87,lfsi_unemp_q,2024-12-21
2022-Q1,LT,HR29,35_44,M,INA,2356278,213552,320217,8.31,4.1,6.84,88.92,24.86,10.73,5.31,16.33,15.99,lfsi_emp_q,2025-07-01
2022-Q2,SK,BE7,25_34,X,UNE,709783,93775,220082,11.67,3.9,10.21,78.5,35.51,30.43,8.38,10.21,16.93,lfsa_egan_q,2024-06-15
2022-Q3,HR,BE87,15_24,F,EMP,720144,244937,918739,25.38,3.09,39.34,51.23,23.81,20.51,9.59,16.64,10.08,lfsi_part_q,2024-04-19
2022-Q4,DE,HR81,65_74,M,INA,28983,850,153307,2.85,0.53,2.65,16.29,38.54,20.64,12.73,13.01,3.07,lfsi_unemp_q,2025-03-07
2023-Q1,LU,AT816,55_64,X,UNE,1261596,72297,885563,5.42,1.04,3.36,60.1,24.07,17.5,20.1,6.62,12.03,lfsi_emp_q,2026-02-25
2023-Q2,SI,MT937,45_54,F,EMP,777885,60353,304554,7.2,2.87,4.95,73.35,20.61,22.76,19.9,19.38,16.7,lfsa_egan_q,2025-10-10
2023-Q3,CY,AT431,35_44,M,INA,2543840,248826,418771,8.91,3.55,5.83,86.96,30.16,22.31,5.16,7.54,24.73,lfsi_part_q,2025-12-27
2023-Q4,GR,GR848,25_34,X,UNE,604206,68704,209132,10.21,1.42,10.08,76.29,26.35,18.05,13.1,8.79,13.18,lfsi_unemp_q,2024-03-01
2024-Q1,MT,SK69,15_24,F,EMP,513193,221619,562296,30.16,5.63,46.75,56.65,24.96,21.87,16.62,7.39,21.4,lfsi_emp_q,2024-07-19
2024-Q2,ES,HU326,65_74,M,INA,491369,6623,1399121,1.33,0.24,1.37,26.25,36.15,32.05,10.59,8.36,16.06,lfsa_egan_q,2024-11-25
2024-Q3,CZ,SE619,55_64,X,UNE,1057219,117599,866214,10.01,3.47,10.35,57.56,23.27,30.59,22.99,20.25,13.56,lfsi_part_q,2025-08-05
2024-Q4,HU,HR8,45_54,F,EMP,1182711,81544,372532,6.45,1.32,6.75,77.24,24.44,10.6,24.0,10.21,22.06,lfsi_unemp_q,2024-06-21
2025-Q1,NL,PL42,35_44,M,INA,604525,58186,122584,8.78,3.48,8.63,84.39,37.6,23.13,19.14,10.27,26.56,lfsi_emp_q,2025-03-26
2025-Q2,SE,BG365,25_34,X,UNE,1121487,90276,571290,7.45,3.52,7.46,67.96,25.97,20.89,6.49,18.05,27.07,lfsa_egan_q,2026-02-25
2025-Q3,DK,CZ5,15_24,F,EMP,94099,34557,162421,26.86,9.48,41.63,44.2,19.98,12.7,32.4,6.66,19.93,lfsi_part_q,2024-07-06
2025-Q4,IE,LV533,65_74,M,INA,407356,18793,1323233,4.41,1.2,3.93,24.36,38.54,25.93,14.15,18.03,28.54,lfsi_unemp_q,2025-06-28
2026-Q1,PL,IT885,55_64,X,UNE,879067,68101,537887,7.19,2.25,5.33,63.78,23.39,32.39,21.41,15.44,19.07,lfsi_emp_q,2024-01-28
2026-Q2,AT,PT359,45_54,F,EMP,1803946,99954,783706,5.25,2.25,4.4,70.84,31.92,28.04,7.68,15.4,2.73,lfsa_egan_q,2024-06-24
2026-Q3,EE,HR19,35_44,M,INA,1451676,145502,413115,9.11,1.33,6.87,79.45,33.44,33.25,22.24,16.13,5.98,lfsi_part_q,2025-08-13
2026-Q4,IT,CZ1,25_34,X,UNE,1143162,219042,494165,16.08,3.66,11.64,73.38,18.67,14.7,16.57,16.79,18.34,lfsi_unemp_q,2026-02-24
2013-Q1,PT,FR28,15_24,F,EMP,475719,95440,411903,16.71,6.17,25.9,58.1,30.12,13.86,19.73,12.47,2.3,lfsi_emp_q,2025-10-02
