health_cap_reference_year,health_cap_country_iso2,health_cap_region_nuts_code,health_cap_hospital_type_code,health_cap_hospitals_count,health_cap_beds_total,health_cap_icu_beds_total,health_cap_doctors_per_1000,health_cap_nurses_per_1000,health_cap_gps_per_1000,health_cap_specialists_per_1000,health_cap_occupancy_rate_pct,health_cap_avg_length_of_stay_days,health_cap_surgery_wait_time_days_median,health_cap_emergency_wait_time_minutes_median,health_cap_staff_vacancy_rate_pct,health_cap_cross_border_patient_flows_count,health_cap_data_source,health_cap_revision_round,health_cap_data_extract_date
2017,HU,SI469,REHABILITATION,73,6612,111,4.88,6.93,0.92,5.1,53.24,5.15,89.64,160.6,14.4,52286,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-12-03
2018,LU,IE482,SPECIALISED,117,10913,502,4.29,5.77,1.91,2.24,62.46,9.23,187.53,92.26,9.62,100222,OECD_HEALTH_STAT,FLASH,2025-09-28
2019,RO,BG81,UNIVERSITY,50,19540,443,3.67,5.61,1.86,3.07,82.73,4.46,25.39,36.83,6.29,6943,EUROSTAT_HEALTH,FIRST,2025-01-23
2020,AT,DE646,GENERAL_ACUTE,99,41413,3602,6.08,11.71,1.77,3.85,72.13,8.09,74.93,170.92,20.48,80582,NATIONAL_HEALTH_MINISTRY,SECOND,2026-01-17
2021,CZ,PT8,DAY_SURGERY,75,13962,716,3.12,7.52,0.68,2.31,60.03,3.59,105.69,152.24,21.46,37385,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-10-02
2022,DE,ES8,PSYCHIATRIC,108,23713,1138,5.07,8.12,1.26,3.75,62.51,8.69,131.39,102.91,3.56,204705,OECD_HEALTH_STAT,FLASH,2025-04-21
2023,LV,GR764,REHABILITATION,24,1299,52,3.66,7.99,0.64,3.17,61.74,9.49,29.05,94.48,15.63,71398,EUROSTAT_HEALTH,FIRST,2025-08-27
2024,PL,AT3,SPECIALISED,115,55186,3141,4.37,6.54,0.9,3.76,78.95,9.56,14.68,75.58,4.42,86292,NATIONAL_HEALTH_MINISTRY,SECOND,2025-02-23
2025,ES,GR780,UNIVERSITY,76,4625,65,4.04,4.93,0.76,4.47,77.35,4.5,123.0,126.66,7.67,37616,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-10
2006,HR,PL73,GENERAL_ACUTE,122,14243,944,4.28,11.96,2.06,2.82,78.5,10.0,159.43,46.98,11.15,54542,OECD_HEALTH_STAT,FLASH,2024-12-10
2007,FI,GR682,DAY_SURGERY,51,18683,765,6.03,9.29,1.83,5.21,81.35,7.66,126.06,135.71,13.79,103585,EUROSTAT_HEALTH,FIRST,2024-09-23
2008,IE,DK38,PSYCHIATRIC,76,13215,339,4.23,4.58,2.18,1.61,72.92,4.23,207.93,150.03,7.66,61321,NATIONAL_HEALTH_MINISTRY,SECOND,2025-12-23
2009,MT,BE680,REHABILITATION,27,2295,33,2.5,3.22,1.47,1.78,82.81,3.74,122.81,46.04,9.7,113717,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-22
2010,SK,HU94,SPECIALISED,3,236,3,3.62,4.08,0.97,3.22,83.75,6.35,65.69,90.57,4.48,70947,OECD_HEALTH_STAT,FLASH,2025-08-28
2011,BE,SK6,UNIVERSITY,146,47430,667,4.07,12.6,0.48,4.82,71.61,4.13,52.67,44.03,3.16,23120,EUROSTAT_HEALTH,FIRST,2024-09-04
2012,DK,RO62,GENERAL_ACUTE,270,118954,3319,5.7,8.38,1.45,4.8,89.22,5.87,107.23,167.39,3.29,7584,NATIONAL_HEALTH_MINISTRY,SECOND,2025-01-15
2013,GR,IE89,DAY_SURGERY,126,18304,370,3.47,14.28,1.41,2.32,80.5,9.81,139.89,173.23,1.64,121392,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-10-06
2014,LT,IT417,PSYCHIATRIC,68,3596,38,4.93,3.29,1.96,3.96,78.67,9.96,192.09,75.62,14.63,75619,OECD_HEALTH_STAT,FLASH,2024-10-26
2015,PT,DE39,REHABILITATION,134,46633,496,2.0,10.82,0.76,2.33,65.3,14.09,36.74,49.68,9.09,52700,EUROSTAT_HEALTH,FIRST,2025-10-15
2016,SE,EE14,SPECIALISED,9,1931,60,6.06,8.51,1.81,5.1,80.49,7.16,163.64,156.85,6.13,209623,NATIONAL_HEALTH_MINISTRY,SECOND,2024-02-27
2017,CY,LU714,UNIVERSITY,118,4769,68,5.49,6.73,1.92,4.92,78.53,7.33,64.42,131.06,3.21,70059,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-05-05
2018,FR,PL476,GENERAL_ACUTE,234,34846,2043,2.24,3.1,2.02,1.37,81.54,3.17,16.67,135.39,8.6,85074,OECD_HEALTH_STAT,FLASH,2025-07-10
2019,IT,AT290,DAY_SURGERY,60,22483,1019,3.35,9.26,0.58,2.81,85.5,8.16,10.2,156.36,12.36,16752,EUROSTAT_HEALTH,FIRST,2024-05-27
2020,NL,LV62,PSYCHIATRIC,114,46981,4081,6.28,3.45,2.04,4.28,53.2,12.23,185.68,117.47,3.13,203077,NATIONAL_HEALTH_MINISTRY,SECOND,2025-02-01
2021,SI,EE8,REHABILITATION,122,3798,66,3.47,7.34,0.67,2.76,52.73,15.28,173.69,132.51,16.85,111653,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-06-27
2022,BG,BE758,SPECIALISED,53,18031,379,1.78,3.15,0.78,0.96,71.02,4.84,120.7,99.46,16.52,35893,OECD_HEALTH_STAT,FLASH,2025-11-23
2023,EE,LT745,UNIVERSITY,162,34218,995,3.34,10.08,1.49,2.75,87.25,3.89,28.2,220.81,8.02,71299,EUROSTAT_HEALTH,FIRST,2024-05-14
2024,HU,HR11,GENERAL_ACUTE,175,76042,4140,6.24,6.93,0.68,5.38,72.16,6.54,147.76,152.14,14.29,29894,NATIONAL_HEALTH_MINISTRY,SECOND,2025-05-20
2025,LU,DK11,DAY_SURGERY,24,5471,386,2.08,11.88,1.83,1.08,66.18,10.16,207.35,172.32,22.14,90073,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-05-08
2006,RO,HU30,PSYCHIATRIC,34,8654,490,2.38,4.34,1.88,1.33,70.16,3.86,118.25,67.18,13.94,113511,OECD_HEALTH_STAT,FLASH,2025-10-07
2007,AT,GR41,REHABILITATION,77,5637,306,4.69,12.01,0.57,3.95,66.35,5.12,51.88,63.48,2.7,117509,EUROSTAT_HEALTH,FIRST,2024-05-21
2008,CZ,LU55,SPECIALISED,81,18582,1331,3.26,4.74,1.4,2.41,77.18,6.03,49.25,21.87,12.53,19072,NATIONAL_HEALTH_MINISTRY,SECOND,2024-07-18
2009,DE,BE821,UNIVERSITY,110,7774,239,4.32,13.79,1.65,3.78,63.85,9.11,9.86,43.73,8.91,191110,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-06-04
2010,LV,LV50,GENERAL_ACUTE,270,85750,4856,6.21,7.37,0.81,4.93,72.95,9.44,121.69,30.94,1.52,15249,OECD_HEALTH_STAT,FLASH,2024-12-20
2011,PL,PT75,DAY_SURGERY,54,5365,377,6.13,14.1,0.41,6.0,65.82,10.25,159.37,23.58,4.83,107985,EUROSTAT_HEALTH,FIRST,2025-12-02
2012,ES,RO23,PSYCHIATRIC,28,4732,153,4.98,10.98,0.66,5.45,73.66,16.5,91.94,89.29,10.18,14972,NATIONAL_HEALTH_MINISTRY,SECOND,2025-09-14
2013,HR,EE5,REHABILITATION,41,16465,674,2.47,3.09,1.67,2.04,77.63,8.52,147.57,43.46,12.77,61192,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-09-28
2014,FI,IE32,SPECIALISED,235,124451,8826,3.15,7.43,0.92,3.36,75.04,9.25,112.52,58.15,12.2,1340,OECD_HEALTH_STAT,FLASH,2024-08-20
2015,IE,AT13,UNIVERSITY,38,13998,613,5.26,6.09,1.57,4.05,80.84,10.08,55.1,148.48,4.63,9717,EUROSTAT_HEALTH,FIRST,2024-01-04
2016,MT,AT99,GENERAL_ACUTE,149,61116,2252,5.88,7.46,1.34,5.31,74.2,11.71,128.12,15.02,4.01,16587,NATIONAL_HEALTH_MINISTRY,SECOND,2025-11-20
2017,SK,AT725,DAY_SURGERY,38,19548,1609,5.96,8.33,2.08,5.16,58.36,10.03,40.34,114.1,3.53,48249,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-21
2018,BE,RO56,PSYCHIATRIC,75,9376,95,4.75,11.91,1.88,2.86,73.0,7.23,77.67,52.55,2.3,42557,OECD_HEALTH_STAT,FLASH,2024-04-18
2019,DK,HU4,REHABILITATION,163,61953,3801,3.25,13.76,1.49,1.2,87.22,7.09,204.03,177.84,3.19,59754,EUROSTAT_HEALTH,FIRST,2024-11-17
2020,GR,HR447,SPECIALISED,178,50735,3111,2.26,14.25,1.77,1.78,63.25,6.07,36.86,80.66,19.28,22989,NATIONAL_HEALTH_MINISTRY,SECOND,2025-07-28
2021,LT,DE971,UNIVERSITY,116,23872,1467,3.56,4.36,1.48,1.56,79.82,4.09,191.21,80.16,15.79,9187,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-01-21
2022,PT,DE558,GENERAL_ACUTE,145,65571,2925,3.73,11.77,2.15,2.2,93.01,12.05,42.12,23.88,9.32,51700,OECD_HEALTH_STAT,FLASH,2024-01-03
2023,SE,NL86,DAY_SURGERY,161,66773,5969,3.64,4.55,2.14,2.77,77.04,5.81,99.67,165.76,18.76,128743,EUROSTAT_HEALTH,FIRST,2026-01-10
2024,CY,GR560,PSYCHIATRIC,38,2140,88,3.03,7.54,0.92,2.44,69.47,15.52,22.25,178.93,17.37,67399,NATIONAL_HEALTH_MINISTRY,SECOND,2024-01-24
2025,FR,LT55,REHABILITATION,136,11553,198,5.0,9.05,1.78,2.66,71.66,14.65,137.17,85.9,2.58,26709,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-07-04
2006,IT,BG32,SPECIALISED,150,30317,733,3.79,11.2,1.08,3.87,67.78,11.11,178.55,184.27,4.99,10421,OECD_HEALTH_STAT,FLASH,2024-11-10
2007,NL,CY607,UNIVERSITY,31,3361,206,3.83,8.87,0.41,4.27,57.29,5.41,156.69,151.77,3.33,34910,EUROSTAT_HEALTH,FIRST,2024-03-30
2008,SI,ES850,GENERAL_ACUTE,156,29274,2114,5.71,8.53,0.6,4.54,83.84,2.77,141.49,27.56,9.81,16590,NATIONAL_HEALTH_MINISTRY,SECOND,2025-09-09
2009,BG,HU250,DAY_SURGERY,53,23783,1811,1.97,14.31,1.85,1.27,83.42,10.9,198.09,64.94,4.41,78349,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-24
2010,EE,SE95,PSYCHIATRIC,14,4787,387,1.96,8.45,1.69,0.6,76.33,5.04,35.06,101.66,13.85,9733,OECD_HEALTH_STAT,FLASH,2025-04-11
2011,HU,LT10,REHABILITATION,27,2547,211,2.29,8.1,1.24,1.0,66.77,5.17,58.23,104.17,5.8,115522,EUROSTAT_HEALTH,FIRST,2024-10-29
2012,LU,DE62,SPECIALISED,247,14889,597,4.49,5.28,1.88,3.5,58.53,8.37,198.66,178.04,11.04,203622,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-03
2013,RO,SI969,UNIVERSITY,112,18338,1221,2.63,12.9,1.72,1.52,76.77,4.76,6.93,129.34,4.26,83705,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-07-21
2014,AT,BE453,GENERAL_ACUTE,218,68794,4352,5.0,11.32,1.19,3.24,71.4,6.34,188.93,80.01,7.54,33877,OECD_HEALTH_STAT,FLASH,2025-02-28
2015,CZ,CY771,DAY_SURGERY,18,7056,574,3.86,5.84,2.08,1.72,84.08,10.02,166.82,144.14,1.61,10166,EUROSTAT_HEALTH,FIRST,2024-11-13
2016,DE,HU50,PSYCHIATRIC,89,10843,238,3.0,7.88,1.72,0.72,73.52,7.73,33.83,114.73,8.37,212647,NATIONAL_HEALTH_MINISTRY,SECOND,2025-08-04
2017,LV,HR465,REHABILITATION,24,4415,60,5.83,10.89,0.97,4.51,66.4,12.6,56.76,115.97,11.53,109235,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-11-13
2018,PL,DK1,SPECIALISED,101,18667,1376,3.18,9.33,1.45,3.05,78.64,4.45,41.27,176.22,5.68,81166,OECD_HEALTH_STAT,FLASH,2024-08-10
2019,ES,EE38,UNIVERSITY,37,1385,69,4.78,10.31,0.56,5.01,76.98,9.64,86.17,17.48,13.4,68068,EUROSTAT_HEALTH,FIRST,2025-01-21
2020,HR,GR973,GENERAL_ACUTE,28,7746,211,5.35,8.24,0.51,5.68,66.97,3.98,92.36,36.77,9.84,113779,NATIONAL_HEALTH_MINISTRY,SECOND,2024-08-15
2021,FI,LV71,DAY_SURGERY,95,44036,2613,5.29,5.3,1.57,4.99,55.08,4.54,184.63,170.72,8.26,111752,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-05-30
2022,IE,IT88,PSYCHIATRIC,147,10989,207,3.14,12.55,1.3,1.94,82.2,9.7,174.4,37.77,6.64,26831,OECD_HEALTH_STAT,FLASH,2025-02-03
2023,MT,IT159,REHABILITATION,133,33274,1169,5.42,14.12,1.49,5.27,53.21,12.23,10.96,155.28,5.82,71988,EUROSTAT_HEALTH,FIRST,2025-07-12
2024,SK,BE84,SPECIALISED,138,40493,1558,4.59,3.1,0.62,4.9,63.63,6.72,122.55,86.46,16.58,1717,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-22
2025,BE,DE13,UNIVERSITY,110,17892,731,3.69,6.89,1.4,2.09,72.85,8.56,176.85,135.11,16.58,48757,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-01-14
2006,DK,EE782,GENERAL_ACUTE,124,33465,577,5.37,3.38,1.09,4.6,89.98,8.83,56.45,176.42,4.66,135319,OECD_HEALTH_STAT,FLASH,2024-04-10
2007,GR,IT36,DAY_SURGERY,75,31617,1000,3.39,6.14,1.99,1.39,82.88,2.76,61.54,50.67,0.78,25094,EUROSTAT_HEALTH,FIRST,2024-01-23
2008,LT,DK57,PSYCHIATRIC,10,2025,172,3.13,13.58,1.45,1.98,77.39,12.33,77.48,120.93,14.9,20760,NATIONAL_HEALTH_MINISTRY,SECOND,2025-05-01
2009,PT,PT761,REHABILITATION,9,1693,30,2.62,5.38,1.2,1.03,59.6,13.95,73.36,107.5,1.73,101817,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-04-27
2010,SE,HR362,SPECIALISED,40,15836,774,2.42,3.52,2.08,0.6,57.22,9.96,83.3,38.28,1.63,51670,OECD_HEALTH_STAT,FLASH,2024-08-06
2011,CY,MT547,UNIVERSITY,94,7374,338,6.04,13.02,0.6,5.68,52.57,6.65,100.17,44.08,13.91,50758,EUROSTAT_HEALTH,FIRST,2025-10-14
2012,FR,LT95,GENERAL_ACUTE,64,9756,499,4.93,3.18,2.13,4.14,76.86,5.27,119.32,179.17,1.9,25802,NATIONAL_HEALTH_MINISTRY,SECOND,2025-09-29
2013,IT,ES11,DAY_SURGERY,27,9357,620,5.66,12.42,0.67,4.96,83.19,4.85,80.14,186.58,2.57,89902,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-03-07
2014,NL,ES18,PSYCHIATRIC,36,1503,107,2.15,7.21,1.16,1.33,66.24,14.78,41.16,149.77,4.54,133514,OECD_HEALTH_STAT,FLASH,2024-03-17
2015,SI,FR60,REHABILITATION,10,3683,247,3.6,4.24,1.47,3.35,86.63,6.99,192.11,166.11,14.91,43296,EUROSTAT_HEALTH,FIRST,2025-07-27
2016,BG,DE18,SPECIALISED,234,109346,9648,4.28,9.32,2.15,1.65,55.73,5.87,27.32,111.05,4.82,107322,NATIONAL_HEALTH_MINISTRY,SECOND,2024-02-18
2017,EE,SE4,UNIVERSITY,71,12666,919,2.37,10.92,0.48,3.28,64.68,3.24,28.79,129.83,15.2,104327,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-16
2018,HU,SE986,GENERAL_ACUTE,194,30174,1259,3.36,13.27,1.93,2.07,65.82,8.33,33.79,119.18,7.85,25686,OECD_HEALTH_STAT,FLASH,2024-09-15
2019,LU,SK527,DAY_SURGERY,155,67277,4589,1.76,12.12,1.21,1.31,62.41,9.75,137.77,23.59,14.11,27389,EUROSTAT_HEALTH,FIRST,2025-06-12
2020,RO,AT749,PSYCHIATRIC,73,22232,266,2.86,13.32,2.12,1.37,53.64,11.37,174.66,38.95,11.47,110398,NATIONAL_HEALTH_MINISTRY,SECOND,2026-02-06
2021,AT,SE710,REHABILITATION,1,187,7,5.84,5.67,0.69,4.66,62.24,16.53,95.23,20.81,21.31,149499,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-03
2022,CZ,NL275,SPECIALISED,5,1637,119,1.75,10.62,0.46,2.6,82.11,3.29,23.83,59.69,8.17,110722,OECD_HEALTH_STAT,FLASH,2025-10-19
2023,DE,FI97,UNIVERSITY,100,46883,2032,4.33,4.57,0.48,3.42,60.23,11.74,17.12,103.11,18.61,134605,EUROSTAT_HEALTH,FIRST,2024-07-20
2024,LV,BE85,GENERAL_ACUTE,204,7831,614,5.08,9.15,0.68,4.8,78.5,4.08,137.58,139.69,10.04,90750,NATIONAL_HEALTH_MINISTRY,SECOND,2024-02-13
2025,PL,LT70,DAY_SURGERY,110,33505,2256,4.39,3.0,0.54,3.59,78.53,7.85,162.36,170.85,22.16,67513,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-07-04
2006,ES,CY963,PSYCHIATRIC,147,19274,213,2.54,9.37,1.2,0.83,79.32,11.68,19.29,41.41,4.42,47251,OECD_HEALTH_STAT,FLASH,2024-09-19
2007,HR,EE53,REHABILITATION,14,3012,99,2.46,7.84,1.81,1.89,62.37,12.13,87.72,134.79,11.24,36586,EUROSTAT_HEALTH,FIRST,2025-12-01
2008,FI,CY5,SPECIALISED,243,127857,9620,3.0,3.68,2.11,0.6,80.46,7.42,95.16,28.14,15.14,82305,NATIONAL_HEALTH_MINISTRY,SECOND,2024-11-25
2009,IE,FR7,UNIVERSITY,118,8744,290,2.36,14.05,1.09,1.81,57.8,3.76,126.36,170.68,7.72,98077,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-07-05
2010,MT,HR8,GENERAL_ACUTE,32,16591,450,4.75,13.26,0.87,4.35,92.36,2.95,116.7,96.88,1.36,13222,OECD_HEALTH_STAT,FLASH,2025-02-13
2011,SK,CY3,DAY_SURGERY,58,11341,189,5.83,11.15,0.43,5.8,53.05,9.8,74.2,173.29,12.76,117857,EUROSTAT_HEALTH,FIRST,2024-09-03
2012,BE,RO439,PSYCHIATRIC,130,37097,461,2.58,12.61,1.37,2.5,82.66,11.47,105.52,146.21,8.93,65636,NATIONAL_HEALTH_MINISTRY,SECOND,2024-03-30
2013,DK,IE84,REHABILITATION,114,37966,3353,5.55,9.89,1.65,3.7,59.51,5.41,131.29,12.85,4.69,59791,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-06-16
2014,GR,RO711,SPECIALISED,173,50409,2156,4.28,7.56,1.08,3.27,84.91,3.45,170.5,110.33,13.5,57890,OECD_HEALTH_STAT,FLASH,2024-05-16
2015,LT,LT687,UNIVERSITY,124,43924,1439,5.58,10.86,1.79,3.46,66.72,9.12,41.56,184.83,8.91,125234,EUROSTAT_HEALTH,FIRST,2026-01-26
2016,PT,LV2,GENERAL_ACUTE,197,45450,659,3.14,7.77,1.27,2.91,86.44,11.12,44.74,15.21,8.97,119599,NATIONAL_HEALTH_MINISTRY,SECOND,2024-04-08
2017,SE,SK4,DAY_SURGERY,108,33591,2160,6.14,9.1,0.91,5.13,67.84,9.26,206.5,33.68,14.56,190092,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-11
2018,CY,SK55,PSYCHIATRIC,5,1090,37,3.49,4.77,1.02,2.13,74.62,6.71,99.47,72.64,12.63,32643,OECD_HEALTH_STAT,FLASH,2024-08-31
2019,FR,IE77,REHABILITATION,119,47667,3525,4.51,5.92,1.11,4.03,54.01,4.96,162.66,102.99,1.45,210778,EUROSTAT_HEALTH,FIRST,2025-05-15
2020,IT,CZ210,SPECIALISED,28,7264,486,3.57,3.15,2.18,1.81,78.73,7.66,208.02,42.08,1.44,18174,NATIONAL_HEALTH_MINISTRY,SECOND,2024-04-30
2021,NL,EE3,UNIVERSITY,83,24579,2071,4.28,4.31,2.14,3.44,69.82,10.96,225.95,160.97,14.76,78498,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-31
2022,SI,PL459,GENERAL_ACUTE,91,29581,808,5.46,4.32,1.98,4.01,86.78,6.97,168.61,129.44,16.83,111400,OECD_HEALTH_STAT,FLASH,2025-05-04
2023,BG,GR378,DAY_SURGERY,33,10318,807,2.54,8.35,1.48,1.02,53.46,11.11,112.99,83.43,22.11,116470,EUROSTAT_HEALTH,FIRST,2024-05-10
2024,EE,SI7,PSYCHIATRIC,132,42245,1936,5.64,13.45,2.0,4.84,69.69,3.71,80.11,130.97,16.29,33078,NATIONAL_HEALTH_MINISTRY,SECOND,2026-01-12
2025,HU,PL92,REHABILITATION,88,38734,2578,3.38,12.24,1.17,2.77,82.79,13.86,188.6,173.54,9.0,32977,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-09-07
2006,LU,EE26,SPECIALISED,236,33038,1114,4.75,13.46,0.7,4.0,78.6,3.8,177.01,158.73,12.05,210268,OECD_HEALTH_STAT,FLASH,2024-04-25
2007,RO,LT340,UNIVERSITY,118,53337,644,2.73,10.89,0.63,3.1,75.38,7.01,155.54,130.37,4.26,27049,EUROSTAT_HEALTH,FIRST,2024-06-02
2008,AT,FR1,GENERAL_ACUTE,64,27522,1986,6.18,6.57,0.54,6.33,71.15,3.8,191.18,122.92,9.02,176003,NATIONAL_HEALTH_MINISTRY,SECOND,2025-12-28
2009,CZ,DE8,DAY_SURGERY,162,35355,2290,3.79,6.15,0.96,3.38,65.27,12.26,154.49,40.65,14.57,12877,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-10-19
2010,DE,IT9,PSYCHIATRIC,138,30160,1006,6.2,12.43,0.82,5.63,53.99,11.06,38.86,158.22,3.8,77130,OECD_HEALTH_STAT,FLASH,2025-07-03
2011,LV,BG50,REHABILITATION,153,62103,4993,2.06,14.29,1.3,0.6,65.37,13.98,120.81,146.7,1.22,82683,EUROSTAT_HEALTH,FIRST,2024-01-18
2012,PL,MT197,SPECIALISED,161,40344,3432,6.15,7.17,1.63,3.99,67.48,8.07,206.85,182.93,1.92,86792,NATIONAL_HEALTH_MINISTRY,SECOND,2025-10-24
2013,ES,LU531,UNIVERSITY,10,4083,203,5.07,4.46,2.18,2.68,74.15,6.31,166.77,31.02,14.22,94532,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-15
2014,HR,AT359,GENERAL_ACUTE,202,92547,7044,5.34,9.6,1.67,4.15,84.51,6.04,73.65,43.92,11.21,123255,OECD_HEALTH_STAT,FLASH,2025-01-16
2015,FI,SE170,DAY_SURGERY,133,46261,1175,4.8,11.2,0.75,4.53,85.35,8.2,191.99,101.36,11.57,106651,EUROSTAT_HEALTH,FIRST,2024-04-13
2016,IE,LT9,PSYCHIATRIC,43,9768,327,3.36,7.57,1.57,2.99,71.33,6.72,195.82,169.83,8.43,35271,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-13
2017,MT,BE96,REHABILITATION,124,44781,2906,4.84,10.38,2.07,3.74,75.7,14.27,131.48,107.45,13.29,237,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-03-30
2018,SK,FR832,SPECIALISED,248,60747,2579,2.19,13.48,1.73,1.32,73.85,6.48,166.76,74.24,10.54,23840,OECD_HEALTH_STAT,FLASH,2025-03-30
2019,BE,RO672,UNIVERSITY,113,61352,3458,4.2,4.08,0.83,3.21,68.14,8.92,143.45,152.03,13.93,210062,EUROSTAT_HEALTH,FIRST,2024-12-30
2020,DK,PL98,GENERAL_ACUTE,43,12463,864,2.68,10.23,1.73,1.1,85.69,10.05,163.03,192.97,7.13,133410,NATIONAL_HEALTH_MINISTRY,SECOND,2024-07-15
2021,GR,NL39,DAY_SURGERY,35,10456,620,6.17,4.83,1.94,4.94,56.24,5.77,197.5,32.34,13.75,50065,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-12
2022,LT,IE22,PSYCHIATRIC,119,16487,1023,2.78,8.79,1.61,2.32,63.84,7.65,20.8,109.73,21.63,55149,OECD_HEALTH_STAT,FLASH,2024-01-08
2023,PT,DE110,REHABILITATION,45,19345,290,4.0,9.84,1.06,2.49,79.52,6.35,131.29,11.53,1.28,114413,EUROSTAT_HEALTH,FIRST,2024-04-24
2024,SE,ES474,SPECIALISED,147,36955,1707,4.16,14.44,0.79,3.31,54.84,7.11,191.27,121.33,21.15,133082,NATIONAL_HEALTH_MINISTRY,SECOND,2025-06-10
2025,CY,IE98,UNIVERSITY,147,79781,3133,3.2,12.1,0.56,2.75,85.69,6.15,40.54,159.72,19.2,29923,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-07-31
2006,FR,LU9,GENERAL_ACUTE,96,17753,931,3.76,3.32,1.59,1.97,88.29,3.96,72.86,41.48,13.97,107868,OECD_HEALTH_STAT,FLASH,2026-01-13
2007,IT,MT43,DAY_SURGERY,104,14278,1270,2.34,8.05,2.16,0.6,85.85,10.94,51.61,174.77,7.49,102979,EUROSTAT_HEALTH,FIRST,2025-04-25
2008,NL,FI48,PSYCHIATRIC,139,21106,1489,1.93,10.05,1.69,1.03,58.76,8.98,133.89,13.82,2.32,154110,NATIONAL_HEALTH_MINISTRY,SECOND,2026-01-16
2009,SI,PL56,REHABILITATION,157,52675,1808,3.92,13.6,1.75,2.96,83.78,8.12,132.04,176.91,8.04,69335,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-10-19
2010,BG,BE929,SPECIALISED,153,18801,689,4.06,9.93,1.94,1.63,62.25,3.74,201.43,78.03,11.2,116346,OECD_HEALTH_STAT,FLASH,2025-03-08
2011,EE,CY841,UNIVERSITY,78,14965,552,5.85,11.73,1.93,3.82,79.89,4.05,9.07,51.95,13.49,120470,EUROSTAT_HEALTH,FIRST,2025-06-23
2012,HU,EE2,GENERAL_ACUTE,130,56003,1213,4.65,12.9,1.98,2.66,90.31,4.15,26.23,127.75,4.8,32014,NATIONAL_HEALTH_MINISTRY,SECOND,2024-09-06
2013,LU,MT7,DAY_SURGERY,125,36029,2105,5.24,11.02,1.53,4.24,71.75,11.97,37.19,99.89,11.99,170538,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-03-12
2014,RO,LT403,PSYCHIATRIC,9,1340,64,5.6,14.15,1.09,5.06,67.39,9.92,194.81,146.04,2.63,124764,OECD_HEALTH_STAT,FLASH,2024-03-15
2015,AT,BG28,REHABILITATION,136,17304,460,6.22,8.76,1.01,4.65,81.06,5.96,23.09,182.16,4.83,96245,EUROSTAT_HEALTH,FIRST,2024-04-04
2016,CZ,DE44,SPECIALISED,34,2794,184,4.72,11.21,0.73,5.05,85.78,3.5,76.66,229.04,1.57,76805,NATIONAL_HEALTH_MINISTRY,SECOND,2024-12-23
2017,DE,BE842,UNIVERSITY,29,2700,27,4.44,11.5,1.3,2.88,83.88,3.56,35.22,144.13,5.61,215551,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-06-30
2018,LV,HR469,GENERAL_ACUTE,22,3029,52,2.35,8.54,0.98,1.78,95.92,7.07,44.33,245.74,3.23,91235,OECD_HEALTH_STAT,FLASH,2025-10-23
2019,PL,IT13,DAY_SURGERY,17,5984,72,5.91,3.41,1.55,4.26,74.48,6.55,62.19,51.09,9.98,45011,EUROSTAT_HEALTH,FIRST,2025-08-18
