labor_wage_wage_survey_year,labor_wage_occupation_soc_6,labor_wage_industry_naics_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2019,291604,316,WEEKLY,16.61,18.27,29.76,34.49,37.34,114158,8.98,4.96,24.29,20.92,-7.31,-4.73,7.03,11.16,95.31,2.11
2016,301605,445,MONTHLY,33.19,40.51,47.82,64.05,67.53,51305,3.54,0.6,34.86,35.72,5.76,6.52,12.1,12.99,136.92,3.45
2016,311606,313,MONTHLY,19.79,22.24,30.29,33.17,46.63,50622,10.08,15.07,19.41,16.93,3.55,0.41,1.6,14.0,132.21,4.16
2023,321607,331,WEEKLY,21.5,29.17,34.05,51.21,57.26,159530,11.91,6.32,20.89,19.91,21.43,-4.37,51.46,0.81,111.11,0.87
2023,331608,312,MONTHLY,28.18,33.25,47.58,57.31,71.96,186556,7.76,0.63,22.16,31.2,27.1,7.97,46.92,25.15,92.58,5.18
2018,341609,484,BIWEEKLY,28.95,37.78,41.01,47.97,64.57,140348,9.57,0.58,16.62,21.01,-5.38,6.4,42.8,32.25,110.65,4.93
2016,351610,622,MONTHLY,31.48,35.99,42.08,49.03,57.84,133163,1.14,6.08,14.73,24.2,7.97,29.78,32.36,10.56,112.62,3.18
2020,361611,324,ANNUAL,31.21,35.32,38.34,55.12,73.87,36823,4.28,5.84,8.05,40.25,15.14,-3.88,34.66,6.7,107.49,1.33
2021,371612,488,BIWEEKLY,21.79,28.7,35.41,50.13,59.47,197588,10.05,17.56,10.68,22.28,21.32,27.86,43.19,21.18,97.89,4.13
2015,381613,322,ANNUAL,23.48,25.62,36.7,47.15,66.21,38358,11.45,3.78,11.08,15.94,-10.0,-7.7,6.96,0.19,105.59,6.04
2015,391614,452,BIWEEKLY,15.27,18.16,27.64,44.41,53.34,120380,4.1,5.51,28.82,16.07,-9.36,-10.87,27.69,30.59,96.46,4.61
2015,401615,221,HOURLY,23.48,26.25,40.4,50.01,68.65,157850,10.67,4.09,13.43,19.13,-8.27,-9.22,14.71,0.74,92.34,2.2
2020,411616,213,ANNUAL,9.7,19.34,24.79,37.05,57.61,144643,8.9,6.31,9.96,14.51,14.48,11.2,8.0,32.37,70.22,0.44
2018,421617,921,ANNUAL,23.93,32.62,45.55,48.78,67.12,78067,2.06,5.73,9.87,6.3,7.89,-10.38,50.57,21.41,120.56,0.87
2025,431618,524,BIWEEKLY,16.49,18.65,32.67,35.85,45.33,95886,5.36,17.05,18.29,6.99,0.38,14.93,20.52,32.28,122.56,6.07
2021,441619,324,WEEKLY,15.72,18.7,29.41,37.19,55.58,141236,10.1,9.61,22.92,24.89,2.89,11.78,14.52,27.68,90.03,5.43
2018,451620,622,HOURLY,12.43,20.47,32.05,44.38,51.47,144310,10.99,1.9,34.02,12.14,12.89,8.73,49.51,13.98,84.42,2.33
2019,461621,441,WEEKLY,34.66,37.76,40.79,51.35,76.04,51136,7.98,14.4,19.48,24.43,14.6,6.73,42.05,37.82,128.89,5.11
2020,471622,335,MONTHLY,9.26,12.91,25.01,38.94,53.08,196218,8.87,7.83,32.22,27.36,24.67,19.67,2.53,21.3,137.69,4.16
2020,481623,339,ANNUAL,23.69,31.54,45.88,65.59,85.01,40750,6.24,4.21,8.52,42.49,3.06,-0.25,34.29,1.64,79.79,2.9
2022,491624,311,BIWEEKLY,33.93,38.25,43.33,61.16,79.03,50477,3.39,7.75,28.27,15.13,13.64,0.28,9.65,2.83,71.48,3.34
2019,501625,327,WEEKLY,19.43,26.71,29.18,37.76,41.62,153492,5.41,8.27,17.96,29.34,13.75,-2.89,11.58,14.77,96.92,0.48
2015,511626,326,HOURLY,17.6,22.08,28.34,31.06,51.26,90568,1.43,3.21,26.37,36.14,4.56,19.57,13.48,27.13,100.4,3.7
2018,521627,424,MONTHLY,22.13,28.17,31.45,39.94,55.75,68584,3.87,6.48,13.86,9.84,23.67,16.59,33.28,37.71,125.44,3.91
2020,531628,445,MONTHLY,25.57,32.31,46.75,49.81,61.96,125413,0.98,14.58,8.11,7.43,5.61,12.59,47.28,24.51,105.44,5.92
2020,541629,213,HOURLY,12.51,16.55,19.47,28.73,38.49,175733,5.04,15.14,20.04,34.81,3.21,18.12,30.93,33.34,118.35,1.64
2021,101630,518,HOURLY,14.24,17.02,25.61,40.77,53.01,126065,0.87,5.7,22.36,11.65,-7.07,25.31,45.26,14.62,71.65,4.05
2015,111631,522,HOURLY,29.47,36.86,43.07,57.32,77.48,137637,0.98,1.98,22.75,13.33,25.33,30.73,6.92,18.12,135.44,3.65
2023,121632,492,WEEKLY,30.35,35.8,46.39,52.31,60.52,156886,5.32,8.71,9.62,23.1,22.97,-2.83,19.07,5.22,129.69,2.38
2015,131633,541,WEEKLY,28.26,31.61,33.04,44.12,46.6,158740,1.09,14.84,32.1,43.63,23.71,-11.74,30.14,33.09,72.53,3.13
2019,141634,221,BIWEEKLY,14.79,22.18,36.62,51.14,60.41,109429,1.54,11.37,28.11,22.98,27.96,-4.91,45.67,6.2,85.51,3.27
2016,151635,333,WEEKLY,32.81,42.63,50.61,66.9,84.27,116138,6.1,7.05,26.07,29.26,-7.31,26.85,5.06,22.05,114.15,1.49
2020,161636,488,ANNUAL,13.69,21.13,24.92,31.03,34.68,37446,0.16,9.77,21.62,25.52,10.19,-2.39,46.83,9.52,105.19,4.07
2017,171637,441,BIWEEKLY,14.21,19.36,22.13,29.85,38.83,122849,5.85,13.36,20.64,5.05,10.8,31.48,16.24,35.48,82.71,3.84
2016,181638,452,WEEKLY,9.77,16.19,26.71,40.33,44.32,194252,11.3,5.89,13.4,32.45,-9.83,-7.39,6.41,14.86,104.86,3.3
2021,191639,423,BIWEEKLY,16.44,21.61,30.19,33.91,57.79,55684,5.03,3.95,8.59,3.21,-2.58,5.93,3.81,1.54,119.93,3.99
2022,201640,221,BIWEEKLY,10.54,19.13,34.09,49.83,65.95,82858,5.61,8.7,32.0,12.85,23.19,3.21,47.5,0.46,82.49,5.08
2016,211641,336,HOURLY,16.0,25.28,28.64,31.87,52.21,81672,4.98,12.1,33.32,43.82,1.6,-4.13,44.14,17.51,132.61,3.3
2021,221642,425,MONTHLY,9.07,14.62,16.32,20.45,38.97,190544,8.96,14.74,34.2,30.12,2.25,-0.98,51.14,0.78,136.15,4.06
2019,231643,484,MONTHLY,26.97,31.46,45.92,62.42,76.79,117170,3.56,14.17,25.77,33.25,26.51,27.91,31.95,33.66,89.97,0.45
2017,241644,111,BIWEEKLY,26.98,35.58,37.24,56.49,66.94,94283,7.67,5.34,25.22,18.85,6.38,24.05,7.31,17.02,124.96,5.89
2015,251645,423,WEEKLY,24.06,27.65,31.65,50.66,55.81,106588,9.86,8.37,22.45,36.35,4.79,5.33,31.32,35.29,101.71,5.15
2025,261646,326,BIWEEKLY,18.11,25.89,30.29,42.78,48.95,104028,1.19,3.66,9.97,17.73,16.89,27.58,9.22,26.37,135.51,5.61
2020,271647,517,HOURLY,22.06,26.26,37.18,39.83,62.11,157388,10.12,15.66,11.07,27.88,-0.74,19.85,43.52,5.82,122.75,0.38
2016,281648,334,BIWEEKLY,9.37,13.87,17.15,34.64,50.02,120453,1.57,1.85,16.67,11.49,11.33,29.54,50.85,14.79,131.36,0.53
2024,291649,311,BIWEEKLY,20.35,28.18,32.75,49.27,69.67,88977,2.18,5.01,24.02,27.47,3.64,12.42,22.75,7.14,131.69,2.32
2021,301650,334,BIWEEKLY,29.96,32.34,33.5,44.43,57.52,123994,1.02,11.17,12.88,33.85,6.67,11.18,34.92,20.73,100.56,3.27
2016,311651,213,WEEKLY,15.34,20.3,22.45,31.63,37.38,121249,2.29,6.92,20.23,0.81,3.06,-8.83,43.35,11.28,74.87,3.64
2020,321652,423,HOURLY,30.33,31.98,43.88,50.41,57.0,190292,8.15,14.29,9.46,9.83,23.62,-10.65,40.85,30.14,84.45,3.14
2023,331653,316,BIWEEKLY,19.29,29.2,34.21,39.55,48.41,205817,2.42,0.47,11.12,30.24,-0.77,19.31,1.74,30.28,134.14,2.3
2019,341654,445,BIWEEKLY,23.39,32.55,35.43,52.22,68.14,142561,3.63,10.82,26.56,6.83,-8.38,-1.3,1.84,4.05,84.74,1.46
2015,351655,312,BIWEEKLY,9.41,18.17,19.18,23.56,37.73,180269,0.04,7.03,19.17,24.02,9.27,-0.66,41.01,22.55,75.93,0.91
2017,361656,519,ANNUAL,14.64,16.79,17.89,30.89,50.77,183119,0.33,14.33,32.06,10.55,-1.42,24.66,4.43,27.2,81.29,0.97
2022,371657,425,HOURLY,29.13,34.75,44.99,48.99,64.45,173571,3.88,4.15,16.14,5.0,2.14,10.04,0.34,3.94,131.78,2.03
2019,381658,522,WEEKLY,20.42,27.11,28.94,48.59,53.13,49904,9.38,9.52,9.5,32.04,17.17,17.06,13.14,37.18,76.36,0.5
2020,391659,332,ANNUAL,21.78,23.09,24.96,29.67,48.3,127744,4.08,3.66,12.29,36.33,0.46,23.0,31.89,18.73,121.98,1.34
2016,401660,492,BIWEEKLY,34.59,44.19,48.38,57.66,76.0,60568,4.89,17.6,34.44,36.21,10.27,2.96,6.36,35.69,80.34,4.35
2019,411661,541,BIWEEKLY,23.07,25.9,38.15,48.63,57.77,137788,6.49,11.03,20.98,38.72,16.16,9.25,33.6,31.35,115.95,4.25
2019,421662,423,MONTHLY,12.04,13.85,21.65,26.66,34.78,138067,2.02,9.16,21.04,14.7,11.24,24.97,44.4,7.01,75.91,3.8
2016,431663,423,WEEKLY,23.94,30.96,36.52,50.69,60.44,182051,6.38,6.21,13.63,24.44,27.91,-1.02,8.48,32.37,131.77,4.04
2019,441664,445,ANNUAL,32.87,40.93,42.1,56.64,69.85,162626,2.58,17.81,27.66,32.11,18.94,6.87,52.26,16.14,74.1,3.32
2023,451665,323,MONTHLY,19.05,21.72,29.65,33.06,44.46,137668,8.28,8.79,29.05,40.56,13.21,31.96,37.9,36.91,98.19,1.87
2020,461666,441,ANNUAL,28.72,34.76,40.05,49.8,64.32,29193,7.4,17.02,19.92,6.82,19.74,2.44,44.54,4.0,104.71,0.35
2015,471667,811,ANNUAL,31.38,38.81,52.26,66.02,81.77,34344,7.61,0.82,15.03,30.01,18.14,9.53,36.22,4.56,130.83,5.17
2018,481668,332,BIWEEKLY,34.39,41.76,54.85,70.83,75.98,66848,6.1,17.16,12.02,6.72,-1.08,14.6,30.32,35.19,129.63,0.41
2017,491669,484,HOURLY,13.28,19.64,30.18,46.48,61.66,82225,2.33,8.43,23.76,11.82,-8.2,30.38,18.36,18.58,106.6,5.41
2015,501670,621,BIWEEKLY,26.13,32.35,42.71,56.75,64.89,75778,6.12,6.61,11.99,30.37,26.69,19.87,1.34,9.67,110.37,6.28
2016,511671,333,BIWEEKLY,14.89,20.22,23.73,29.38,46.45,85882,4.26,3.45,12.55,37.03,-1.4,-5.0,23.19,28.3,137.87,4.16
2015,521672,518,HOURLY,25.25,30.84,44.85,51.32,56.35,54161,2.96,2.77,18.38,7.9,-7.82,16.22,32.79,23.92,111.94,4.1
2018,531673,492,BIWEEKLY,18.7,25.92,31.56,38.23,57.93,205289,6.96,0.21,8.95,25.28,-1.61,22.25,11.72,12.15,101.74,1.58
2020,541674,711,ANNUAL,32.72,40.2,47.34,61.72,70.5,39168,8.5,11.97,31.29,43.92,15.53,23.67,12.08,26.05,86.89,2.63
2019,101675,213,WEEKLY,17.72,22.43,31.99,38.58,48.54,107344,9.23,14.1,16.98,34.34,12.69,21.03,44.64,25.93,133.51,2.49
2020,111676,423,MONTHLY,9.61,14.12,25.76,32.81,35.13,163049,10.07,15.74,23.86,34.57,-7.15,23.38,24.56,4.29,109.21,0.73
2020,121677,811,BIWEEKLY,26.53,33.49,40.86,54.36,58.84,151841,5.59,15.5,21.13,27.87,18.95,22.58,53.76,19.59,102.61,2.86
2023,131678,519,WEEKLY,28.56,34.95,38.52,55.86,73.74,107339,7.21,16.59,31.98,12.06,15.34,16.24,28.27,9.38,83.48,1.19
2018,141679,722,BIWEEKLY,25.89,28.81,42.13,56.72,58.83,201938,7.36,9.67,32.39,0.06,10.77,6.45,33.6,28.69,73.27,6.16
2024,151680,236,ANNUAL,12.66,16.29,30.49,37.81,54.33,175506,9.27,10.77,22.17,36.51,7.48,30.29,12.0,39.4,81.6,5.54
2021,161681,561,MONTHLY,25.42,32.0,34.19,43.22,56.46,198416,10.12,5.48,27.69,7.16,11.68,3.66,43.42,9.65,111.91,2.49
2016,171682,711,HOURLY,15.7,19.21,22.9,36.19,43.76,52866,9.66,7.54,30.83,5.24,-6.99,-7.18,24.69,3.67,75.03,2.29
2023,181683,517,BIWEEKLY,32.07,38.88,49.26,59.07,72.61,64981,11.84,9.22,29.25,9.23,27.37,23.58,36.55,39.95,134.81,1.63
2019,191684,492,ANNUAL,9.8,12.84,21.91,30.89,34.16,49389,10.42,17.62,24.2,3.31,22.79,28.44,30.04,31.15,108.59,3.16
2015,201685,211,ANNUAL,33.96,43.34,51.85,65.53,70.87,61354,4.85,6.5,13.81,7.48,24.68,9.31,47.38,26.46,124.52,4.45
2024,211686,623,MONTHLY,33.44,41.36,43.56,58.24,68.89,41043,2.45,6.06,19.24,34.78,7.5,24.74,23.96,36.4,103.01,3.75
2024,221687,452,BIWEEKLY,29.89,38.03,47.43,51.53,61.39,120172,6.79,8.23,31.2,38.19,25.96,30.03,20.99,28.39,115.5,3.34
2020,231688,511,BIWEEKLY,29.1,33.28,42.46,54.22,68.29,209727,2.86,4.98,16.35,41.11,13.73,31.97,44.23,21.02,71.82,3.42
2023,241689,326,MONTHLY,13.37,19.14,23.04,37.52,55.21,81494,3.33,0.75,28.88,5.33,15.7,-8.46,15.82,37.22,81.58,1.98
2016,251690,314,BIWEEKLY,23.66,33.13,37.05,51.04,69.62,183279,1.05,10.46,25.61,3.24,-9.81,22.27,29.11,10.53,100.73,0.5
2025,261691,314,HOURLY,21.71,23.35,33.65,49.55,52.92,77179,2.7,17.22,22.34,41.74,23.98,21.34,40.69,26.79,92.5,2.96
2021,271692,518,BIWEEKLY,13.06,16.1,24.9,41.56,48.74,124333,3.28,16.93,11.15,10.92,6.97,-3.78,28.0,38.59,81.45,5.88
2016,281693,323,MONTHLY,15.07,21.78,25.77,39.67,44.93,63238,8.52,9.81,15.93,10.06,-10.0,-9.66,41.64,33.55,82.52,2.68
2015,291694,324,BIWEEKLY,34.31,42.99,53.62,63.19,81.61,168048,3.58,6.66,12.34,1.2,-5.56,-2.16,0.55,38.52,83.98,6.42
2022,301695,517,WEEKLY,23.84,26.91,28.45,42.88,60.25,29449,3.63,13.47,30.68,36.5,0.42,17.45,6.58,21.92,101.83,1.75
2025,311696,524,ANNUAL,31.88,33.44,43.71,55.52,69.34,59074,2.09,13.67,20.11,34.1,15.12,-1.75,2.43,38.12,98.15,4.46
2019,321697,337,ANNUAL,30.32,34.24,41.06,56.7,77.25,142045,10.53,16.54,15.26,21.52,4.75,-10.08,18.04,18.45,112.82,2.31
2025,331698,316,WEEKLY,27.04,32.81,43.41,59.77,80.0,67251,6.4,16.02,9.93,4.44,24.95,16.44,14.98,30.41,71.82,5.64
2023,341699,314,MONTHLY,32.47,37.58,45.72,62.51,80.13,200116,4.91,7.05,20.96,31.06,14.7,7.34,41.05,14.91,115.89,5.54
2015,351700,336,BIWEEKLY,9.1,14.06,23.55,39.38,45.35,176887,0.6,6.03,25.36,40.24,-8.32,0.03,47.23,38.81,84.63,2.96
2025,361701,511,WEEKLY,9.45,18.47,32.07,51.38,72.04,195484,7.54,7.7,25.15,18.87,7.86,-8.0,31.69,33.52,104.79,4.64
2021,371702,322,HOURLY,11.74,20.4,31.29,38.2,43.09,68692,8.84,8.17,31.07,17.98,3.65,10.97,32.82,14.7,97.48,3.92
2016,381703,481,WEEKLY,12.5,20.33,30.86,35.52,57.19,150776,5.53,13.37,13.68,41.17,17.07,8.87,53.47,11.62,88.71,6.13
2015,391704,339,ANNUAL,16.76,22.11,23.62,39.34,44.48,130089,5.47,7.45,23.84,25.87,4.39,27.71,22.87,37.12,108.14,5.0
2022,401705,236,BIWEEKLY,34.75,39.18,50.71,60.78,72.42,138295,10.01,10.55,9.63,43.14,21.84,-3.12,43.73,17.48,133.06,2.69
2020,411706,811,WEEKLY,22.2,23.34,36.77,46.81,49.12,31510,8.97,13.78,30.91,11.27,22.78,15.0,50.33,31.68,138.96,2.38
2017,421707,327,WEEKLY,14.14,22.27,30.07,45.08,60.51,154036,8.29,9.82,31.08,28.12,20.87,-8.18,33.81,31.67,95.74,0.88
2018,431708,323,WEEKLY,31.01,38.58,53.11,70.97,79.74,167510,10.99,3.07,17.57,18.28,27.82,-0.67,18.39,19.15,133.0,0.78
2022,441709,331,ANNUAL,17.52,20.97,33.47,52.19,66.09,53035,2.99,7.97,18.79,32.92,24.63,28.99,15.27,26.74,110.59,6.02
2018,451710,423,WEEKLY,30.34,32.54,47.35,56.55,64.64,123948,1.42,12.16,9.53,40.41,11.74,25.41,51.83,34.11,102.77,0.84
2025,461711,112,WEEKLY,15.47,19.27,23.27,30.25,35.97,154160,4.39,15.47,28.84,4.98,25.72,2.03,20.99,34.24,114.99,2.49
2020,471712,335,MONTHLY,34.62,40.77,45.7,48.31,70.74,170658,6.61,13.99,17.41,1.29,12.57,24.0,14.95,9.97,103.03,2.12
2016,481713,519,ANNUAL,17.73,27.31,36.47,39.94,46.79,187334,6.66,16.41,9.65,44.24,-8.1,0.26,26.29,18.45,136.34,2.17
2016,491714,488,WEEKLY,9.61,17.8,24.3,37.2,61.73,82139,3.28,14.38,14.74,24.46,-2.24,30.77,23.66,36.71,75.77,4.2
2019,501715,331,WEEKLY,9.64,19.5,31.57,38.11,51.27,69447,3.19,8.67,11.91,23.92,-1.89,19.11,10.58,5.85,105.12,0.38
2017,511716,441,MONTHLY,20.48,26.83,40.21,43.53,50.34,162664,10.08,15.6,20.6,17.75,8.42,29.17,52.55,9.84,89.37,2.16
2025,521717,335,HOURLY,12.31,15.28,22.99,34.97,55.3,85027,1.39,4.42,33.45,24.76,15.41,-6.9,26.45,5.81,128.14,5.07
2019,531718,531,WEEKLY,9.03,16.71,20.97,32.06,49.05,156000,5.74,5.59,25.09,30.24,6.26,-9.99,35.39,25.33,102.35,4.2
2022,541719,423,ANNUAL,30.59,38.79,48.76,54.55,68.88,180701,8.36,1.06,11.79,14.5,5.63,30.52,6.23,25.74,102.83,4.64
2017,101720,518,BIWEEKLY,26.49,29.89,34.43,52.26,67.64,186659,4.36,9.38,29.48,26.02,13.77,9.31,38.71,24.32,126.59,4.16
2016,111721,221,MONTHLY,12.9,20.31,28.81,32.8,47.73,167662,0.9,5.99,26.54,41.65,4.82,17.05,5.91,33.2,72.41,3.13
2021,121722,327,WEEKLY,32.94,35.51,38.63,55.53,76.2,167509,1.28,5.21,19.07,31.81,9.86,-3.26,52.08,26.53,86.03,1.22
2019,131723,237,HOURLY,29.64,33.93,35.91,40.25,43.12,151634,2.43,3.91,18.3,38.78,-4.41,14.86,42.74,22.5,74.24,5.18
2021,141724,237,BIWEEKLY,21.4,24.85,36.47,44.15,50.93,196324,10.79,1.8,28.1,12.35,17.04,29.46,18.47,22.89,129.29,3.18
2022,151725,811,HOURLY,19.76,25.81,35.73,46.7,55.14,118936,4.88,9.46,9.9,12.15,10.9,-3.37,40.54,0.92,117.19,6.25
2018,161726,236,HOURLY,26.11,28.07,33.98,42.46,65.13,190420,4.54,4.04,17.17,35.1,-1.33,13.42,13.4,11.23,71.95,4.55
2024,171727,511,HOURLY,31.22,40.3,55.2,60.75,73.28,172331,0.33,10.42,16.0,10.96,13.78,-7.48,27.05,25.99,106.0,2.45
2020,181728,332,ANNUAL,29.61,30.86,44.94,55.84,77.06,34076,2.89,6.56,27.24,38.62,21.82,21.92,52.16,7.76,80.76,4.76
2024,191729,517,ANNUAL,11.74,18.05,25.91,45.28,64.12,32927,6.36,10.23,8.17,34.33,-0.86,-6.58,35.2,25.54,73.51,4.31
2015,201730,622,ANNUAL,14.07,21.14,35.39,49.36,74.13,116935,11.75,2.56,23.54,17.66,10.7,25.76,53.26,29.6,97.0,2.01
2020,211731,488,BIWEEKLY,9.06,15.67,20.63,30.41,32.78,39223,2.83,8.15,9.32,28.9,10.4,10.84,52.79,31.03,85.67,4.46
2017,221732,335,MONTHLY,9.05,12.41,15.39,19.5,27.28,182200,2.67,0.4,11.8,33.87,5.96,-5.07,30.06,29.29,74.52,4.72
2020,231733,331,ANNUAL,25.76,28.36,29.49,40.43,45.56,161348,0.35,4.61,31.39,6.17,-6.41,0.98,10.75,5.61,84.25,3.23
2015,241734,621,BIWEEKLY,25.22,32.16,39.95,57.02,73.02,43321,2.02,1.01,18.97,21.8,1.6,3.35,19.19,39.1,95.81,6.17
2025,251735,452,WEEKLY,11.13,19.12,32.43,49.1,68.01,126260,7.53,13.62,26.91,44.64,21.31,-0.81,32.49,1.33,75.99,0.77
2025,261736,519,MONTHLY,22.43,30.11,36.37,50.95,63.32,39162,11.24,14.07,20.09,2.66,2.74,10.05,49.55,32.89,74.58,2.93
2025,271737,492,BIWEEKLY,32.54,42.14,43.86,48.88,72.89,124603,7.4,16.22,19.1,33.0,-2.97,-7.44,12.01,2.88,95.02,0.64
2016,281738,722,ANNUAL,32.29,33.43,35.79,53.19,69.88,141273,10.28,16.78,23.34,17.58,0.14,-7.08,34.6,35.15,78.42,5.7
2024,291739,611,WEEKLY,16.25,18.73,23.79,33.95,38.77,63891,9.94,13.71,23.99,40.33,5.16,30.94,0.1,36.23,73.37,5.49
2015,301740,488,HOURLY,27.35,29.02,33.26,37.16,53.89,202473,2.07,3.71,27.74,8.69,7.82,0.98,7.49,20.37,102.84,4.33
2016,311741,541,HOURLY,28.14,30.73,37.27,41.87,47.56,42587,4.68,12.51,15.52,6.85,-9.03,0.52,29.65,11.04,121.78,2.56
2020,321742,238,HOURLY,19.81,24.83,26.66,32.08,36.41,31125,1.41,15.62,17.59,15.82,-5.17,15.1,31.78,22.01,78.83,0.95
2020,331743,315,ANNUAL,26.05,34.7,44.55,50.8,67.33,110699,8.51,11.3,26.72,35.56,-1.47,9.25,43.37,27.29,79.22,4.88
2024,341744,221,WEEKLY,12.02,15.46,22.8,27.41,47.65,29967,9.92,3.01,21.28,9.93,14.48,8.7,10.46,4.59,78.07,4.93
2025,351745,523,ANNUAL,13.32,14.77,15.9,34.93,55.98,44338,1.43,9.0,10.31,23.63,6.5,29.47,43.77,6.23,107.04,3.95
2016,361746,111,MONTHLY,25.92,35.17,48.36,59.53,80.51,82907,1.22,17.29,11.08,43.31,11.68,7.89,42.05,32.92,78.13,4.89
2016,371747,325,BIWEEKLY,30.91,39.03,52.23,58.82,67.83,87675,8.83,2.73,25.48,32.64,23.21,24.43,40.12,31.74,86.59,6.47
2025,381748,511,WEEKLY,10.88,14.53,23.95,31.37,41.03,57564,10.56,10.2,32.09,36.19,9.83,-2.77,14.45,38.33,135.15,4.3
2018,391749,323,MONTHLY,20.74,25.36,39.25,59.0,76.59,132534,7.71,7.73,26.45,9.89,23.79,27.44,6.84,7.93,85.98,3.8
2017,401750,238,MONTHLY,10.38,19.2,25.75,37.26,55.51,38536,7.81,9.27,33.43,44.11,17.41,0.7,53.06,23.64,74.43,2.38
2022,411751,425,BIWEEKLY,10.16,12.4,20.37,27.34,43.07,209919,2.67,17.0,18.45,30.22,26.04,30.86,11.09,11.73,130.1,2.1
2025,421752,322,WEEKLY,23.21,31.75,41.57,58.86,76.68,111571,6.74,0.32,15.88,10.75,25.64,14.67,30.71,9.25,108.16,5.33
2015,431753,236,HOURLY,13.93,15.06,17.26,26.37,45.84,145172,6.89,8.77,25.9,43.03,19.89,3.24,39.28,32.83,77.5,5.65
2015,441754,425,HOURLY,33.9,35.12,41.81,43.93,53.57,144067,0.89,15.32,21.77,7.61,4.55,19.91,54.33,30.0,108.2,4.18
2025,451755,481,BIWEEKLY,31.52,38.02,43.38,57.51,64.14,164926,5.23,15.67,12.06,40.33,-6.66,13.57,21.04,26.39,83.42,1.74
2025,461756,492,ANNUAL,12.64,21.85,28.07,33.13,51.44,78646,3.36,3.64,21.0,6.1,26.33,23.48,25.04,22.7,137.33,1.54
2023,471757,339,WEEKLY,11.08,13.56,24.18,42.85,59.58,124261,2.53,8.35,24.22,0.34,8.31,1.66,27.01,5.11,93.93,0.51
2021,481758,811,BIWEEKLY,11.29,14.82,16.76,32.11,40.69,183535,3.32,4.44,29.89,0.29,-8.02,17.87,13.4,34.22,86.32,2.77
2015,491759,316,HOURLY,30.39,38.04,45.65,60.2,72.3,58640,11.17,8.69,12.42,7.65,-7.03,-4.91,49.54,30.24,126.89,2.26
2022,501760,331,WEEKLY,14.72,20.08,29.59,43.41,68.34,72105,2.47,8.33,13.29,31.54,10.48,15.82,33.03,14.55,82.1,0.89
2016,511761,325,WEEKLY,10.11,18.97,27.65,33.75,41.08,43954,5.89,16.47,19.9,32.27,16.02,-11.45,6.7,31.1,106.08,5.37
2023,521762,523,ANNUAL,23.37,25.75,34.94,54.31,68.48,114538,11.36,17.76,24.04,4.6,16.37,-2.71,48.56,37.62,74.96,4.86
2024,531763,518,ANNUAL,21.01,28.9,43.06,46.06,51.65,29248,5.72,16.43,29.23,2.56,16.46,6.13,16.24,27.94,76.94,4.72
2018,541764,316,HOURLY,18.41,20.63,33.86,37.0,46.85,183152,11.27,15.79,8.23,28.3,10.95,-8.47,48.26,5.37,109.72,4.88
2019,101765,316,ANNUAL,30.53,40.43,54.35,73.83,85.08,197012,6.24,1.92,34.29,7.14,3.52,27.2,50.74,9.54,117.97,2.08
2021,111766,316,ANNUAL,18.12,26.01,35.1,39.05,60.01,204728,3.98,2.52,33.2,35.82,21.31,26.3,11.43,16.94,120.8,2.83
2022,121767,517,HOURLY,10.11,15.45,28.73,34.37,56.18,75603,1.58,12.13,13.92,12.83,24.33,4.31,20.47,28.28,138.59,5.53
2019,131768,339,BIWEEKLY,24.68,31.91,34.05,46.7,68.91,149095,9.27,14.46,19.41,0.9,10.02,16.01,43.0,12.21,133.37,4.88
2019,141769,335,WEEKLY,20.51,26.24,29.97,48.8,60.26,122811,4.61,17.95,23.53,35.23,-8.46,-6.11,38.17,35.03,75.98,3.32
2022,151770,424,HOURLY,31.24,33.67,40.15,50.25,70.05,38813,10.56,3.59,13.74,0.87,6.12,-11.57,8.35,38.53,95.25,4.97
2019,161771,441,ANNUAL,10.92,14.41,21.61,24.91,41.09,62935,2.11,6.32,17.02,15.59,19.89,15.22,37.01,34.51,95.58,1.98
2024,171772,213,HOURLY,13.16,20.97,32.15,35.77,44.02,39361,9.93,16.75,18.59,23.55,-2.67,-0.65,45.33,5.94,119.91,4.08
2020,181773,452,HOURLY,19.04,21.87,35.54,43.11,62.47,152008,1.13,13.48,27.61,42.02,9.31,16.9,1.94,34.2,86.64,0.6
2021,191774,511,ANNUAL,12.64,18.14,20.16,26.13,28.57,42833,8.57,4.55,27.8,1.48,6.66,10.14,16.06,31.72,111.9,4.13
2017,201775,334,BIWEEKLY,34.15,36.41,47.26,52.97,66.49,99738,1.1,6.48,22.71,12.58,-5.21,6.37,20.54,37.48,120.71,2.83
2022,211776,335,MONTHLY,34.86,41.64,51.08,56.6,71.46,126981,2.67,9.36,21.16,29.44,22.34,-10.09,31.38,28.77,107.87,2.65
