gov_rrf_reference_year,gov_rrf_member_state_iso2,gov_rrf_plan_component_code,gov_rrf_measure_id,gov_rrf_milestone_id,gov_rrf_target_id,gov_rrf_milestone_due_date,gov_rrf_milestone_status_code,gov_rrf_payment_request_date,gov_rrf_payment_disbursed_eur,gov_rrf_total_allocation_eur,gov_rrf_green_share_pct,gov_rrf_digital_share_pct,gov_rrf_reforms_flag,gov_rrf_investments_flag,gov_rrf_procurement_linked_flag,gov_rrf_state_aid_compliance_flag,gov_rrf_audit_findings_count,gov_rrf_data_source,gov_rrf_data_extract_date
2025,RO,C18,RO_C18_M154,RO_C18_M154_MS34,RO_C18_M154_T24,2025-09-07,REVISED,2021-06-09,1072740768.09,22579063248.99,41.52,34.5,0,1,1,1,11,ECA_AUDIT_SUMMARY,2025-09-09
2026,AT,C01,AT_C01_M155,AT_C01_M155_MS35,AT_C01_M155_T25,2026-01-01,PLANNED,,541653384.06,20110939970.07,29.41,28.87,0,1,1,1,35,COMMISSION_IMPLEMENTING_DECISIONS,2025-11-11
2020,CZ,C02,CZ_C02_M156,CZ_C02_M156_MS36,CZ_C02_M156_T26,2022-05-24,IN_PROGRESS,,1126133106.31,29595731810.53,46.98,31.38,1,1,1,1,43,NATIONAL_RRF_REPORT,2024-01-28
2021,DE,C03,DE_C03_M157,DE_C03_M157_MS37,DE_C03_M157_T27,2023-07-08,COMPLETED,2024-12-21,1941246368.42,18621769237.28,52.53,32.86,1,0,1,1,5,RRF_SCOREBOARD,2024-07-11
2022,LV,C04,LV_C04_M158,LV_C04_M158_MS38,LV_C04_M158_T28,2022-07-13,DELAYED,2021-09-27,287278672.29,17406099779.52,37.6,39.11,0,1,1,0,31,ECA_AUDIT_SUMMARY,2025-01-28
2023,PL,C05,PL_C05_M159,PL_C05_M159_MS39,PL_C05_M159_T29,2023-05-16,CANCELLED,,255060144.68,20423388865.24,32.76,30.78,0,1,1,1,30,COMMISSION_IMPLEMENTING_DECISIONS,2025-09-19
2024,ES,C06,ES_C06_M160,ES_C06_M160_MS40,ES_C06_M160_T30,2024-02-17,REVISED,,141115152.93,9838437577.29,28.08,23.67,0,1,1,1,44,NATIONAL_RRF_REPORT,2024-10-08
2025,HR,C07,HR_C07_M161,HR_C07_M161_MS01,HR_C07_M161_T01,2025-12-02,PLANNED,2023-05-28,1187989618.49,37821096394.19,40.37,15.77,1,1,1,1,30,RRF_SCOREBOARD,2025-02-26
2026,FI,C08,FI_C08_M162,FI_C08_M162_MS02,FI_C08_M162_T02,2026-01-04,IN_PROGRESS,,701096864.2,21888630899.73,36.16,28.21,1,1,1,0,35,ECA_AUDIT_SUMMARY,2025-08-18
2020,IE,C09,IE_C09_M163,IE_C09_M163_MS03,IE_C09_M163_T03,2022-06-25,COMPLETED,2026-02-21,1120188874.22,15945557636.53,39.72,36.86,1,1,0,1,51,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-23
2021,MT,C10,MT_C10_M164,MT_C10_M164_MS04,MT_C10_M164_T04,2022-09-17,DELAYED,,39044438.72,2138398704.82,21.59,33.45,0,1,1,0,51,NATIONAL_RRF_REPORT,2024-10-25
2022,SK,C11,SK_C11_M165,SK_C11_M165_MS05,SK_C11_M165_T05,2024-02-13,CANCELLED,2024-04-03,899419417.47,22976555142.61,20.93,24.43,1,1,0,0,44,RRF_SCOREBOARD,2024-08-29
2023,BE,C12,BE_C12_M166,BE_C12_M166_MS06,BE_C12_M166_T06,2025-02-13,REVISED,,939550145.3,28721644235.89,24.23,21.25,1,1,0,1,13,ECA_AUDIT_SUMMARY,2024-02-09
2024,DK,C13,DK_C13_M167,DK_C13_M167_MS07,DK_C13_M167_T07,2025-05-11,PLANNED,2024-01-21,900772711.28,23130268553.91,48.52,17.83,1,1,1,1,15,COMMISSION_IMPLEMENTING_DECISIONS,2024-04-20
2025,GR,C14,GR_C14_M168,GR_C14_M168_MS08,GR_C14_M168_T08,2025-06-13,IN_PROGRESS,,236275704.19,5660785864.7,49.89,28.26,1,0,1,0,33,NATIONAL_RRF_REPORT,2024-06-20
2026,LT,C15,LT_C15_M169,LT_C15_M169_MS09,LT_C15_M169_T09,2026-02-16,COMPLETED,2026-02-19,503808228.5,14203091886.08,29.64,22.57,1,1,1,0,43,RRF_SCOREBOARD,2024-05-19
2020,PT,C16,PT_C16_M170,PT_C16_M170_MS10,PT_C16_M170_T10,2025-06-22,DELAYED,2020-08-08,87269350.6,21333806407.33,54.1,22.19,0,1,0,1,29,ECA_AUDIT_SUMMARY,2025-02-20
2021,SE,C17,SE_C17_M171,SE_C17_M171_MS11,SE_C17_M171_T11,2022-04-05,CANCELLED,2024-03-17,493674716.04,24902799606.5,37.61,23.27,0,1,0,0,7,COMMISSION_IMPLEMENTING_DECISIONS,2026-02-25
2022,CY,C18,CY_C18_M172,CY_C18_M172_MS12,CY_C18_M172_T12,2022-07-09,REVISED,2022-09-01,205539190.95,7737469469.63,44.18,22.71,0,1,1,1,16,NATIONAL_RRF_REPORT,2024-03-22
2023,FR,C01,FR_C01_M173,FR_C01_M173_MS13,FR_C01_M173_T13,2024-11-22,PLANNED,,654399286.92,19148229040.22,26.85,27.59,1,1,0,0,53,RRF_SCOREBOARD,2025-10-27
2024,IT,C02,IT_C02_M174,IT_C02_M174_MS14,IT_C02_M174_T14,2025-04-27,IN_PROGRESS,,1489105480.54,47880789725.13,45.51,30.54,0,1,0,1,5,ECA_AUDIT_SUMMARY,2024-10-17
2025,NL,C03,NL_C03_M175,NL_C03_M175_MS15,NL_C03_M175_T15,2025-11-17,COMPLETED,2026-01-06,13162861.91,1128869988.05,32.93,25.74,1,1,0,0,24,COMMISSION_IMPLEMENTING_DECISIONS,2025-11-28
2026,SI,C04,SI_C04_M176,SI_C04_M176_MS16,SI_C04_M176_T16,2026-01-14,DELAYED,,103881353.96,2976043474.64,35.55,17.79,0,1,1,1,5,NATIONAL_RRF_REPORT,2024-08-29
2020,BG,C05,BG_C05_M177,BG_C05_M177_MS17,BG_C05_M177_T17,2020-09-15,CANCELLED,,1124015023.88,25445762771.8,44.76,16.32,1,0,0,1,27,RRF_SCOREBOARD,2025-04-28
2021,EE,C06,EE_C06_M178,EE_C06_M178_MS18,EE_C06_M178_T18,2024-10-31,REVISED,2023-10-17,533723678.23,29667864149.72,37.02,27.78,1,1,0,1,9,ECA_AUDIT_SUMMARY,2024-01-03
2022,HU,C07,HU_C07_M179,HU_C07_M179_MS19,HU_C07_M179_T19,2025-03-03,PLANNED,,468977518.97,41171967930.87,30.15,21.76,1,1,1,0,9,COMMISSION_IMPLEMENTING_DECISIONS,2024-05-24
2023,LU,C08,LU_C08_M180,LU_C08_M180_MS20,LU_C08_M180_T20,2026-01-27,IN_PROGRESS,,886987424.83,20499715249.7,44.28,23.04,0,1,1,0,48,NATIONAL_RRF_REPORT,2024-02-20
2024,RO,C09,RO_C09_M181,RO_C09_M181_MS21,RO_C09_M181_T21,2024-06-14,COMPLETED,,2885268191.81,24388970708.68,23.7,33.81,1,1,1,0,11,RRF_SCOREBOARD,2024-06-16
2025,AT,C10,AT_C10_M182,AT_C10_M182_MS22,AT_C10_M182_T22,2025-01-01,DELAYED,2026-01-25,247646044.66,5513390893.83,24.83,27.28,1,0,1,1,54,ECA_AUDIT_SUMMARY,2025-03-06
2026,CZ,C11,CZ_C11_M183,CZ_C11_M183_MS23,CZ_C11_M183_T23,2026-02-10,CANCELLED,,255802279.18,15585173946.47,27.18,24.93,1,1,1,1,28,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-03
2020,DE,C12,DE_C12_M184,DE_C12_M184_MS24,DE_C12_M184_T24,2022-11-23,REVISED,2025-11-05,1809339066.62,46573536581.78,33.85,29.97,1,1,1,1,0,NATIONAL_RRF_REPORT,2025-03-29
2021,LV,C13,LV_C13_M185,LV_C13_M185_MS25,LV_C13_M185_T25,2024-11-17,PLANNED,2020-01-18,171884512.95,10246672102.88,39.36,38.21,1,1,1,1,52,RRF_SCOREBOARD,2025-02-06
2022,PL,C14,PL_C14_M186,PL_C14_M186_MS26,PL_C14_M186_T26,2024-06-28,IN_PROGRESS,,1627178132.78,33607129921.91,46.63,15.09,1,1,1,1,18,ECA_AUDIT_SUMMARY,2026-01-25
2023,ES,C15,ES_C15_M187,ES_C15_M187_MS27,ES_C15_M187_T27,2024-04-17,COMPLETED,2024-05-16,3945968157.97,37247277378.76,27.9,27.91,0,1,1,0,2,COMMISSION_IMPLEMENTING_DECISIONS,2024-01-05
2024,HR,C16,HR_C16_M188,HR_C16_M188_MS28,HR_C16_M188_T28,2025-01-07,DELAYED,2025-08-25,490233308.56,25760491432.97,24.29,39.06,1,1,1,0,34,NATIONAL_RRF_REPORT,2024-08-19
2025,FI,C17,FI_C17_M189,FI_C17_M189_MS29,FI_C17_M189_T29,2026-01-08,CANCELLED,,317902911.57,43474251768.76,31.23,39.02,0,1,1,0,42,RRF_SCOREBOARD,2025-12-27
2026,IE,C18,IE_C18_M190,IE_C18_M190_MS30,IE_C18_M190_T30,2026-01-26,REVISED,2025-05-13,81956240.43,24844215497.2,40.71,28.68,1,0,0,1,2,ECA_AUDIT_SUMMARY,2026-01-06
2020,MT,C01,MT_C01_M191,MT_C01_M191_MS31,MT_C01_M191_T01,2020-06-26,PLANNED,2024-08-30,567396817.98,15020109933.07,39.4,31.17,1,1,1,1,35,COMMISSION_IMPLEMENTING_DECISIONS,2024-10-29
2021,SK,C02,SK_C02_M192,SK_C02_M192_MS32,SK_C02_M192_T02,2023-08-25,IN_PROGRESS,2021-12-20,171884713.01,8150003222.22,32.3,29.21,1,1,0,0,49,NATIONAL_RRF_REPORT,2025-06-12
2022,BE,C03,BE_C03_M193,BE_C03_M193_MS33,BE_C03_M193_T03,2024-04-14,COMPLETED,2025-04-02,3489359098.04,36846904121.54,28.2,21.09,0,0,0,1,48,RRF_SCOREBOARD,2025-02-27
2023,DK,C04,DK_C04_M194,DK_C04_M194_MS34,DK_C04_M194_T04,2025-07-09,DELAYED,,148294433.94,11003907677.17,22.19,24.21,1,1,1,0,5,ECA_AUDIT_SUMMARY,2024-08-20
2024,GR,C05,GR_C05_M195,GR_C05_M195_MS35,GR_C05_M195_T05,2024-03-03,CANCELLED,,287873649.18,9666871614.05,24.83,22.76,1,0,0,1,11,COMMISSION_IMPLEMENTING_DECISIONS,2024-01-13
2025,LT,C06,LT_C06_M196,LT_C06_M196_MS36,LT_C06_M196_T06,2025-11-09,REVISED,2024-05-24,221821874.57,31412517097.42,47.77,24.87,1,1,1,0,13,NATIONAL_RRF_REPORT,2025-07-16
2026,PT,C07,PT_C07_M197,PT_C07_M197_MS37,PT_C07_M197_T07,2026-02-06,PLANNED,,92039704.68,24019256583.89,20.11,18.49,1,1,1,1,18,RRF_SCOREBOARD,2026-02-09
2020,SE,C08,SE_C08_M198,SE_C08_M198_MS38,SE_C08_M198_T08,2020-01-25,IN_PROGRESS,,308940365.11,33454130547.57,37.0,36.7,0,1,1,1,41,ECA_AUDIT_SUMMARY,2024-07-26
2021,CY,C09,CY_C09_M199,CY_C09_M199_MS39,CY_C09_M199_T09,2023-03-29,COMPLETED,2024-10-25,3730254704.9,38345759593.25,54.8,25.7,1,1,1,0,4,COMMISSION_IMPLEMENTING_DECISIONS,2025-11-19
2022,FR,C10,FR_C10_M200,FR_C10_M200_MS40,FR_C10_M200_T10,2023-08-30,DELAYED,,39539906.22,15648739446.72,29.57,20.52,1,1,1,1,39,NATIONAL_RRF_REPORT,2025-07-31
2023,IT,C11,IT_C11_M201,IT_C11_M201_MS01,IT_C11_M201_T11,2025-04-10,CANCELLED,,573771601.92,13843619442.63,48.83,15.22,0,0,0,1,28,RRF_SCOREBOARD,2024-03-13
2024,NL,C12,NL_C12_M202,NL_C12_M202_MS02,NL_C12_M202_T12,2026-02-20,REVISED,,50801591.09,1241241985.4,37.08,35.56,0,0,0,1,52,ECA_AUDIT_SUMMARY,2025-01-26
2025,SI,C13,SI_C13_M203,SI_C13_M203_MS03,SI_C13_M203_T13,2025-02-28,PLANNED,,377109367.47,33977168116.15,36.47,28.29,0,1,1,1,35,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-01
2026,BG,C14,BG_C14_M204,BG_C14_M204_MS04,BG_C14_M204_T14,2026-02-22,IN_PROGRESS,2023-10-30,398903165.2,26242076963.12,46.8,21.72,1,1,1,1,55,NATIONAL_RRF_REPORT,2024-07-29
2020,EE,C15,EE_C15_M205,EE_C15_M205_MS05,EE_C15_M205_T15,2021-02-05,COMPLETED,2024-07-06,1725481626.68,16267250416.53,35.32,27.24,1,1,1,0,33,RRF_SCOREBOARD,2025-03-05
2021,HU,C16,HU_C16_M206,HU_C16_M206_MS06,HU_C16_M206_T16,2025-07-03,DELAYED,,513067990.99,39878929760.25,25.73,32.9,0,1,1,1,65,ECA_AUDIT_SUMMARY,2026-02-07
2022,LU,C17,LU_C17_M207,LU_C17_M207_MS07,LU_C17_M207_T17,2025-06-10,CANCELLED,,57842596.0,39486939868.92,53.69,20.33,1,1,1,1,64,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-22
2023,RO,C18,RO_C18_M208,RO_C18_M208_MS08,RO_C18_M208_T18,2024-12-11,REVISED,2021-02-13,818616571.18,35932707146.6,23.7,18.84,0,1,1,1,31,NATIONAL_RRF_REPORT,2025-04-02
2024,AT,C01,AT_C01_M209,AT_C01_M209_MS09,AT_C01_M209_T19,2025-08-08,PLANNED,,422962784.28,27079895215.1,26.86,26.0,1,0,0,0,19,RRF_SCOREBOARD,2026-01-01
2025,CZ,C02,CZ_C02_M210,CZ_C02_M210_MS10,CZ_C02_M210_T20,2025-03-14,IN_PROGRESS,,139524129.58,7118990891.41,54.77,18.56,0,1,0,1,50,ECA_AUDIT_SUMMARY,2024-10-29
2026,DE,C03,DE_C03_M211,DE_C03_M211_MS11,DE_C03_M211_T21,2026-01-05,COMPLETED,2022-06-17,2827135711.93,24093841537.57,44.4,17.41,0,1,0,0,7,COMMISSION_IMPLEMENTING_DECISIONS,2024-03-28
2020,LV,C04,LV_C04_M212,LV_C04_M212_MS12,LV_C04_M212_T22,2024-09-05,DELAYED,2024-05-10,112580210.97,35136357412.58,24.3,39.72,0,1,1,1,36,NATIONAL_RRF_REPORT,2024-05-09
2021,PL,C05,PL_C05_M213,PL_C05_M213_MS13,PL_C05_M213_T23,2023-12-16,CANCELLED,2023-11-11,803632368.76,27434019287.92,47.13,16.76,0,1,0,0,48,RRF_SCOREBOARD,2024-01-11
2022,ES,C06,ES_C06_M214,ES_C06_M214_MS14,ES_C06_M214_T24,2024-06-07,REVISED,,682566633.16,44063684000.15,49.71,24.32,1,1,0,1,26,ECA_AUDIT_SUMMARY,2025-04-25
2023,HR,C07,HR_C07_M215,HR_C07_M215_MS15,HR_C07_M215_T25,2023-03-12,PLANNED,,166667009.81,7348086495.59,48.32,30.19,1,1,1,1,1,COMMISSION_IMPLEMENTING_DECISIONS,2026-02-25
2024,FI,C08,FI_C08_M216,FI_C08_M216_MS16,FI_C08_M216_T26,2025-02-25,IN_PROGRESS,,364902699.11,18666508734.08,42.92,37.43,0,1,0,0,11,NATIONAL_RRF_REPORT,2025-08-18
2025,IE,C09,IE_C09_M217,IE_C09_M217_MS17,IE_C09_M217_T27,2026-01-20,COMPLETED,2026-01-23,150583290.5,5299497978.83,22.76,35.28,1,1,1,1,25,RRF_SCOREBOARD,2025-07-10
2026,MT,C10,MT_C10_M218,MT_C10_M218_MS18,MT_C10_M218_T28,2026-02-07,DELAYED,2024-02-15,310143370.0,16110691039.34,28.34,16.41,1,0,1,0,53,ECA_AUDIT_SUMMARY,2025-03-01
2020,SK,C11,SK_C11_M219,SK_C11_M219_MS19,SK_C11_M219_T29,2023-01-16,CANCELLED,2023-11-27,1487879857.01,34608908651.29,41.93,15.62,1,1,1,1,26,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-17
2021,BE,C12,BE_C12_M220,BE_C12_M220_MS20,BE_C12_M220_T30,2023-10-12,REVISED,,21271847.14,767171827.6,20.84,31.78,0,0,0,1,4,NATIONAL_RRF_REPORT,2024-12-20
2022,DK,C13,DK_C13_M001,DK_C13_M001_MS21,DK_C13_M001_T01,2023-02-10,PLANNED,,746709788.97,19282462949.82,22.87,34.97,1,1,0,0,35,RRF_SCOREBOARD,2024-05-18
2023,GR,C14,GR_C14_M002,GR_C14_M002_MS22,GR_C14_M002_T02,2024-07-27,IN_PROGRESS,,283128796.61,9283897160.27,26.86,33.37,1,1,1,0,32,ECA_AUDIT_SUMMARY,2024-12-22
2024,LT,C15,LT_C15_M003,LT_C15_M003_MS23,LT_C15_M003_T03,2024-02-08,COMPLETED,2024-12-30,1039529466.3,14869563558.1,31.76,20.72,1,1,0,1,42,COMMISSION_IMPLEMENTING_DECISIONS,2024-08-12
2025,PT,C16,PT_C16_M004,PT_C16_M004_MS24,PT_C16_M004_T04,2025-06-10,DELAYED,2022-01-24,1799875106.32,42624740198.45,29.59,18.53,0,1,1,0,46,NATIONAL_RRF_REPORT,2024-10-11
2026,SE,C17,SE_C17_M005,SE_C17_M005_MS25,SE_C17_M005_T05,2026-02-12,CANCELLED,2021-11-01,264576705.58,17396942584.65,22.35,37.83,1,1,1,0,28,RRF_SCOREBOARD,2024-05-09
2020,CY,C18,CY_C18_M006,CY_C18_M006_MS26,CY_C18_M006_T06,2020-12-09,REVISED,2022-12-27,26757989.21,4186536974.19,33.59,20.79,1,1,1,0,49,ECA_AUDIT_SUMMARY,2024-10-14
2021,FR,C01,FR_C01_M007,FR_C01_M007_MS27,FR_C01_M007_T07,2025-12-17,PLANNED,,1087209402.78,33835874786.78,35.43,30.22,0,1,1,0,50,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-25
2022,IT,C02,IT_C02_M008,IT_C02_M008_MS28,IT_C02_M008_T08,2024-05-30,IN_PROGRESS,2022-12-29,408235684.24,10223937222.86,40.65,29.61,0,1,1,1,34,NATIONAL_RRF_REPORT,2024-07-05
2023,NL,C03,NL_C03_M009,NL_C03_M009_MS29,NL_C03_M009_T09,2023-03-13,COMPLETED,,497930207.79,10088533916.58,45.6,24.04,1,1,1,1,45,RRF_SCOREBOARD,2024-01-06
2024,SI,C04,SI_C04_M010,SI_C04_M010_MS30,SI_C04_M010_T10,2024-01-18,DELAYED,2025-01-06,115573870.5,2911342950.01,43.38,29.75,0,1,1,1,52,ECA_AUDIT_SUMMARY,2024-08-24
2025,BG,C05,BG_C05_M011,BG_C05_M011_MS31,BG_C05_M011_T11,2025-11-09,CANCELLED,2022-01-30,5723897.53,2625527648.68,33.4,18.33,1,1,0,0,32,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-25
2026,EE,C06,EE_C06_M012,EE_C06_M012_MS32,EE_C06_M012_T12,2026-01-13,REVISED,,185946763.26,35036819403.19,54.61,39.06,1,1,1,0,48,NATIONAL_RRF_REPORT,2024-05-20
2020,HU,C07,HU_C07_M013,HU_C07_M013_MS33,HU_C07_M013_T13,2023-11-23,PLANNED,2021-03-16,151385478.66,12138687141.96,31.43,33.74,1,1,1,1,48,RRF_SCOREBOARD,2025-05-31
2021,LU,C08,LU_C08_M014,LU_C08_M014_MS34,LU_C08_M014_T14,2021-05-01,IN_PROGRESS,,506081716.98,14375972110.61,32.63,26.14,1,1,1,0,38,ECA_AUDIT_SUMMARY,2024-01-15
2022,RO,C09,RO_C09_M015,RO_C09_M015_MS35,RO_C09_M015_T15,2025-04-22,COMPLETED,2025-09-17,1497044753.93,24942846281.83,43.16,20.35,0,1,1,1,38,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-31
2023,AT,C10,AT_C10_M016,AT_C10_M016_MS36,AT_C10_M016_T16,2024-11-27,DELAYED,2020-09-02,335659063.25,16420366859.94,30.85,33.5,1,1,1,1,32,NATIONAL_RRF_REPORT,2024-11-10
2024,CZ,C11,CZ_C11_M017,CZ_C11_M017_MS37,CZ_C11_M017_T17,2026-02-18,CANCELLED,,785934712.06,38358096046.9,46.27,15.85,0,0,1,0,42,RRF_SCOREBOARD,2025-11-20
2025,DE,C12,DE_C12_M018,DE_C12_M018_MS38,DE_C12_M018_T18,2025-07-30,REVISED,,594728581.81,36049720809.95,20.21,16.55,1,1,1,1,36,ECA_AUDIT_SUMMARY,2025-05-27
2026,LV,C13,LV_C13_M019,LV_C13_M019_MS39,LV_C13_M019_T19,2026-01-28,PLANNED,,974093735.69,24416632154.4,31.8,34.1,1,1,1,1,36,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-23
2020,PL,C14,PL_C14_M020,PL_C14_M020_MS40,PL_C14_M020_T20,2021-07-30,IN_PROGRESS,,98838389.21,4917163799.27,53.48,33.68,1,1,0,1,52,NATIONAL_RRF_REPORT,2024-02-04
2021,ES,C15,ES_C15_M021,ES_C15_M021_MS01,ES_C15_M021_T21,2023-08-25,COMPLETED,2021-11-12,1336260246.45,31428300654.66,50.81,32.84,0,1,1,0,12,RRF_SCOREBOARD,2024-08-08
2022,HR,C16,HR_C16_M022,HR_C16_M022_MS02,HR_C16_M022_T22,2023-07-21,DELAYED,,1393984989.7,29704801975.69,27.78,19.87,1,1,1,1,2,ECA_AUDIT_SUMMARY,2024-05-01
2023,FI,C17,FI_C17_M023,FI_C17_M023_MS03,FI_C17_M023_T23,2023-03-23,CANCELLED,,484643532.81,16864839104.71,44.53,19.59,0,1,1,1,23,COMMISSION_IMPLEMENTING_DECISIONS,2025-02-20
2024,IE,C18,IE_C18_M024,IE_C18_M024_MS04,IE_C18_M024_T24,2024-04-01,REVISED,,200538226.92,39308126538.68,22.2,21.34,0,1,0,0,48,NATIONAL_RRF_REPORT,2024-09-17
2025,MT,C01,MT_C01_M025,MT_C01_M025_MS05,MT_C01_M025_T25,2025-05-24,PLANNED,,9565102.58,9453812616.28,39.83,25.71,0,1,1,1,23,RRF_SCOREBOARD,2024-02-01
2026,SK,C02,SK_C02_M026,SK_C02_M026_MS06,SK_C02_M026_T26,2026-01-16,IN_PROGRESS,,64018937.5,2984677121.99,27.33,27.3,1,1,1,1,4,ECA_AUDIT_SUMMARY,2025-08-20
2020,BE,C03,BE_C03_M027,BE_C03_M027_MS07,BE_C03_M027_T27,2023-11-29,COMPLETED,2024-02-06,1529847223.25,13997853056.41,45.46,22.61,0,1,1,0,53,COMMISSION_IMPLEMENTING_DECISIONS,2025-03-13
2021,DK,C04,DK_C04_M028,DK_C04_M028_MS08,DK_C04_M028_T28,2024-12-02,DELAYED,2025-10-22,724023756.11,36885848847.88,39.94,22.29,1,0,0,1,51,NATIONAL_RRF_REPORT,2025-02-26
2022,GR,C05,GR_C05_M029,GR_C05_M029_MS09,GR_C05_M029_T29,2025-07-15,CANCELLED,,474918009.1,24908864880.6,52.27,32.65,1,1,1,1,25,RRF_SCOREBOARD,2025-09-16
2023,LT,C06,LT_C06_M030,LT_C06_M030_MS10,LT_C06_M030_T30,2023-08-18,REVISED,2023-08-15,606622782.86,12512398959.91,48.0,23.07,1,1,1,0,38,ECA_AUDIT_SUMMARY,2024-01-26
2024,PT,C07,PT_C07_M031,PT_C07_M031_MS11,PT_C07_M031_T01,2025-03-18,PLANNED,2020-05-19,470130292.71,12811927349.16,44.28,38.12,1,1,0,1,23,COMMISSION_IMPLEMENTING_DECISIONS,2025-03-24
2025,SE,C08,SE_C08_M032,SE_C08_M032_MS12,SE_C08_M032_T02,2026-02-18,IN_PROGRESS,2022-04-30,771661407.12,30746726106.1,53.73,34.62,1,0,0,0,37,NATIONAL_RRF_REPORT,2024-03-14
2026,CY,C09,CY_C09_M033,CY_C09_M033_MS13,CY_C09_M033_T03,2026-01-16,COMPLETED,2026-01-19,191159438.47,5896874946.09,47.05,26.95,0,1,1,0,9,RRF_SCOREBOARD,2025-08-08
2020,FR,C10,FR_C10_M034,FR_C10_M034_MS14,FR_C10_M034_T04,2025-04-29,DELAYED,2022-08-22,614124622.73,20919306777.53,42.99,26.42,1,1,1,1,2,ECA_AUDIT_SUMMARY,2024-11-20
2021,IT,C11,IT_C11_M035,IT_C11_M035_MS15,IT_C11_M035_T05,2025-05-04,CANCELLED,,92891688.05,23215933996.31,47.2,29.38,1,1,1,1,6,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-07
2022,NL,C12,NL_C12_M036,NL_C12_M036_MS16,NL_C12_M036_T06,2024-04-12,REVISED,2022-01-28,526049616.27,39561939968.32,43.53,17.04,1,1,1,1,1,NATIONAL_RRF_REPORT,2025-08-03
2023,SI,C13,SI_C13_M037,SI_C13_M037_MS17,SI_C13_M037_T07,2024-06-09,PLANNED,,39314043.34,1603832396.85,47.63,26.43,1,1,1,0,7,RRF_SCOREBOARD,2025-03-12
2024,BG,C14,BG_C14_M038,BG_C14_M038_MS18,BG_C14_M038_T08,2024-07-24,IN_PROGRESS,,136089888.82,21070560603.25,39.52,20.47,1,1,1,0,39,ECA_AUDIT_SUMMARY,2024-11-09
2025,EE,C15,EE_C15_M039,EE_C15_M039_MS19,EE_C15_M039_T09,2025-08-05,COMPLETED,2026-01-03,521715943.77,27243895891.73,32.14,37.56,1,1,1,1,46,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-11
2026,HU,C16,HU_C16_M040,HU_C16_M040_MS20,HU_C16_M040_T10,2026-02-20,DELAYED,,934013077.24,27067252997.9,25.94,20.06,0,1,0,1,44,NATIONAL_RRF_REPORT,2025-10-09
2020,LU,C17,LU_C17_M041,LU_C17_M041_MS21,LU_C17_M041_T11,2025-01-27,CANCELLED,2025-02-17,585394292.62,18558977321.63,32.42,35.79,0,1,0,1,36,RRF_SCOREBOARD,2025-03-20
2021,RO,C18,RO_C18_M042,RO_C18_M042_MS22,RO_C18_M042_T12,2024-12-24,REVISED,2024-04-18,165350075.11,8336594284.67,43.99,21.95,1,0,0,1,14,ECA_AUDIT_SUMMARY,2024-05-13
2022,AT,C01,AT_C01_M043,AT_C01_M043_MS23,AT_C01_M043_T13,2025-03-04,PLANNED,2024-12-29,753909629.0,17504940228.91,26.42,22.94,1,0,1,1,44,COMMISSION_IMPLEMENTING_DECISIONS,2025-09-11
2023,CZ,C02,CZ_C02_M044,CZ_C02_M044_MS24,CZ_C02_M044_T14,2024-06-02,IN_PROGRESS,,184374572.48,4786186014.3,25.28,20.72,0,0,1,0,7,NATIONAL_RRF_REPORT,2024-03-19
2024,DE,C03,DE_C03_M045,DE_C03_M045_MS25,DE_C03_M045_T15,2025-04-20,COMPLETED,2026-02-23,140202133.05,16736204958.31,23.88,17.0,1,1,0,1,9,RRF_SCOREBOARD,2024-05-07
2025,LV,C04,LV_C04_M046,LV_C04_M046_MS26,LV_C04_M046_T16,2025-12-24,DELAYED,2021-03-09,1851210181.18,43990720109.34,28.45,21.0,1,1,1,1,16,ECA_AUDIT_SUMMARY,2025-07-17
2026,PL,C05,PL_C05_M047,PL_C05_M047_MS27,PL_C05_M047_T17,2026-01-12,CANCELLED,2024-01-07,613773997.48,20397725392.77,20.89,25.64,0,0,1,0,8,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-16
2020,ES,C06,ES_C06_M048,ES_C06_M048_MS28,ES_C06_M048_T18,2023-11-26,REVISED,2023-05-01,623847083.9,13005674979.51,54.67,39.58,1,1,0,1,14,NATIONAL_RRF_REPORT,2024-08-16
2021,HR,C07,HR_C07_M049,HR_C07_M049_MS29,HR_C07_M049_T19,2023-03-11,PLANNED,2021-11-29,1110970569.39,27739008182.01,40.44,39.75,1,1,0,0,22,RRF_SCOREBOARD,2024-04-02
2022,FI,C08,FI_C08_M050,FI_C08_M050_MS30,FI_C08_M050_T20,2023-06-03,IN_PROGRESS,2022-02-04,537158918.58,38568298829.04,46.28,39.31,0,1,1,0,5,ECA_AUDIT_SUMMARY,2024-09-18
