ph_mental_reference_year,ph_mental_country_iso2,ph_mental_region_nuts_code,ph_mental_age_group,ph_mental_sex,ph_mental_depressive_symptoms_rate_pct,ph_mental_anxiety_rate_pct,ph_mental_wellbeing_index_score,ph_mental_self_harm_rate_per_100k,ph_mental_suicide_rate_per_100k,ph_mental_psych_services_access_rate_pct,ph_mental_waiting_time_days_median,ph_mental_antidepressant_use_did,ph_mental_sick_leave_due_to_mental_health_days,ph_mental_work_stress_index,ph_mental_loneliness_rate_pct,ph_mental_mental_health_strategy_flag,ph_mental_ehis_table_code,ph_mental_survey_weight,ph_mental_data_extract_date
2011,GR,SE19,15_24,X,4.4,10.05,61.7,106.55,8.07,72.77,10.23,73.23,1949,22.44,28.97,0,HLTH_EHIS_MH2,3.9234,2024-01-27
2012,MT,CY38,55_64,F,18.62,14.29,39.95,68.38,5.07,77.35,31.51,163.73,6136,57.99,32.38,1,HLTH_EHIS_MH3,3.9859,2025-02-04
2013,ES,HU677,25_34,M,18.9,25.01,32.11,92.76,7.97,29.14,68.42,30.07,7691,82.48,18.83,0,HLTH_EHIS_MH4,4.4905,2024-02-29
2014,CZ,BE3,65_74,X,13.39,16.18,66.27,9.53,16.33,75.51,110.83,83.0,10625,39.22,30.96,1,HLTH_EHIS_MH1,3.9057,2025-03-30
2015,HU,GR901,35_44,F,17.54,17.13,53.75,28.99,8.35,61.12,74.86,109.53,14503,67.8,19.13,1,HLTH_EHIS_MH2,1.2889,2025-05-17
2016,NL,LU5,75_PLUS,M,13.39,19.51,40.54,32.97,10.49,61.66,20.54,120.57,5703,54.06,32.32,1,HLTH_EHIS_MH3,2.6915,2025-05-14
2017,SE,SE2,45_54,X,16.62,23.28,46.19,77.1,6.24,70.37,108.43,69.32,6201,23.82,27.03,1,HLTH_EHIS_MH4,3.4923,2024-10-12
2018,DK,LT183,15_24,F,14.5,27.25,52.36,34.13,5.67,55.16,111.4,87.86,11016,57.59,28.19,1,HLTH_EHIS_MH1,1.4601,2024-07-26
2019,IE,LT760,55_64,M,6.31,20.84,61.85,49.26,18.43,76.18,97.41,56.96,1848,42.97,19.5,1,HLTH_EHIS_MH2,2.8272,2025-06-27
2020,PL,CZ46,25_34,X,13.56,19.13,64.84,135.59,16.56,39.23,191.3,16.09,10647,41.17,12.03,0,HLTH_EHIS_MH3,3.1769,2025-09-26
2021,AT,DK898,65_74,F,22.29,9.03,32.52,51.7,6.2,47.89,28.86,97.68,4201,95.27,38.53,1,HLTH_EHIS_MH4,0.7723,2025-03-01
2022,EE,BG387,35_44,M,10.47,15.66,46.24,41.16,16.27,64.97,99.55,61.08,10217,22.82,24.4,1,HLTH_EHIS_MH1,2.9259,2025-06-05
2023,IT,DE9,75_PLUS,X,10.48,6.87,56.13,54.15,18.07,78.53,49.29,149.35,12113,77.3,8.13,0,HLTH_EHIS_MH2,1.4916,2024-04-26
2024,PT,AT87,45_54,F,6.2,13.72,55.92,69.37,19.15,79.09,102.92,130.19,11104,74.89,29.28,1,HLTH_EHIS_MH3,2.6284,2024-07-02
2025,BE,DK35,15_24,M,12.9,20.13,40.7,98.78,18.29,52.47,24.46,20.64,16636,75.01,33.01,1,HLTH_EHIS_MH4,3.3699,2024-07-17
2006,FI,SE357,55_64,X,5.19,21.03,46.94,73.69,4.51,25.75,149.99,44.44,10177,51.78,26.21,0,HLTH_EHIS_MH1,3.1019,2024-01-15
2007,LV,BE28,25_34,F,5.49,20.18,71.12,21.96,9.06,63.96,74.43,30.18,9162,75.32,28.92,0,HLTH_EHIS_MH2,1.8072,2025-01-05
2008,RO,DE305,65_74,M,8.58,15.07,54.77,8.52,26.9,33.94,160.35,140.57,6976,20.94,22.54,0,HLTH_EHIS_MH3,0.2328,2024-04-03
2009,BG,GR6,35_44,X,14.57,8.16,34.69,13.44,12.85,34.37,122.27,31.71,3226,25.83,21.28,0,HLTH_EHIS_MH4,3.4088,2026-01-23
2010,FR,CZ146,75_PLUS,F,23.47,11.81,48.49,74.96,17.33,46.33,125.15,103.22,15746,38.27,21.66,0,HLTH_EHIS_MH1,4.6381,2025-05-09
2011,LT,ES388,45_54,M,3.92,12.03,48.13,27.17,27.43,28.79,67.67,112.69,7845,39.92,5.73,0,HLTH_EHIS_MH2,0.7574,2024-07-07
2012,SK,LT68,15_24,X,22.49,15.89,52.31,53.44,10.05,65.61,60.81,43.03,5262,68.47,21.7,0,HLTH_EHIS_MH3,2.0296,2024-05-06
2013,HR,SI51,55_64,F,18.43,19.91,35.02,84.86,10.61,60.01,33.61,63.6,2193,77.17,24.72,0,HLTH_EHIS_MH4,4.2155,2025-05-16
2014,DE,DK413,25_34,M,12.66,24.15,61.37,91.54,12.13,86.11,103.16,79.41,16761,85.53,15.85,1,HLTH_EHIS_MH1,0.2469,2024-05-04
2015,LU,RO680,65_74,X,5.27,10.57,49.38,61.87,10.87,73.17,112.32,66.59,6813,27.72,20.07,1,HLTH_EHIS_MH2,3.2029,2025-11-08
2016,SI,LT66,35_44,F,21.35,15.73,39.88,16.01,5.31,23.06,45.52,110.15,15164,41.62,32.71,1,HLTH_EHIS_MH3,3.661,2025-05-05
2017,CY,IE10,75_PLUS,M,8.0,24.25,38.8,78.38,15.15,81.73,57.02,48.63,12209,31.31,8.04,0,HLTH_EHIS_MH4,1.6757,2024-08-10
2018,GR,NL663,45_54,X,19.38,5.56,58.99,72.01,7.66,44.0,54.48,89.33,13327,72.0,29.25,1,HLTH_EHIS_MH1,0.4353,2025-08-28
2019,MT,BG608,15_24,F,21.76,24.62,33.61,12.73,7.41,72.18,93.55,85.04,2059,59.73,26.42,0,HLTH_EHIS_MH2,1.5394,2024-02-01
2020,ES,SE63,55_64,M,14.88,30.55,33.56,61.08,27.7,75.47,46.35,98.48,15532,41.46,28.56,1,HLTH_EHIS_MH3,4.6675,2025-05-27
2021,CZ,LT85,25_34,X,5.72,15.76,42.11,62.7,10.64,50.61,80.98,21.58,4206,37.22,18.08,1,HLTH_EHIS_MH4,2.5907,2024-03-02
2022,HU,BG322,65_74,F,9.68,23.47,63.16,24.31,11.62,76.03,87.27,130.78,12974,34.54,28.98,1,HLTH_EHIS_MH1,1.9734,2025-03-03
2023,NL,LU2,35_44,M,19.39,14.54,49.59,17.33,17.93,32.77,48.23,19.01,13357,35.16,30.44,1,HLTH_EHIS_MH2,3.183,2025-06-07
2024,SE,MT496,75_PLUS,X,13.74,25.27,43.46,70.64,17.32,53.59,71.45,130.66,10901,19.67,11.78,0,HLTH_EHIS_MH3,1.3475,2025-03-25
2025,DK,PL117,45_54,F,14.65,16.61,52.07,24.42,4.3,51.64,16.71,98.12,17662,81.03,34.64,1,HLTH_EHIS_MH4,0.346,2025-04-26
2006,IE,FR308,15_24,M,21.9,19.57,33.13,49.67,20.2,60.43,24.09,68.24,17324,60.21,27.58,0,HLTH_EHIS_MH1,2.022,2025-12-13
2007,PL,GR355,55_64,X,4.73,21.88,37.8,55.99,8.84,73.38,82.66,58.77,6188,74.76,13.09,0,HLTH_EHIS_MH2,1.6448,2024-06-04
2008,AT,ES674,25_34,F,15.23,23.12,56.32,40.03,10.53,42.22,10.39,42.09,12400,84.95,23.92,0,HLTH_EHIS_MH3,0.2679,2025-06-20
2009,EE,FR431,65_74,M,10.48,18.0,55.22,29.75,15.06,74.92,50.58,67.91,12350,65.35,11.16,0,HLTH_EHIS_MH4,1.8553,2024-11-14
2010,IT,SK21,35_44,X,9.06,21.92,60.17,64.19,16.62,70.91,7.41,16.75,7138,70.41,11.19,0,HLTH_EHIS_MH1,2.9304,2026-01-13
2011,PT,SI475,75_PLUS,F,16.6,13.35,59.4,32.07,19.45,62.89,25.43,188.79,8201,60.21,30.44,0,HLTH_EHIS_MH2,1.8375,2024-08-25
2012,BE,SI64,45_54,M,19.6,19.04,35.22,32.55,20.69,80.57,124.07,137.2,15872,21.49,10.86,1,HLTH_EHIS_MH3,4.421,2025-08-10
2013,FI,NL387,15_24,X,20.13,19.75,28.91,30.11,5.11,33.24,108.51,111.43,11230,27.64,33.37,0,HLTH_EHIS_MH4,2.0702,2025-03-15
2014,LV,SI9,55_64,F,9.46,21.88,51.9,62.91,15.8,66.05,10.6,59.54,4957,64.31,16.94,0,HLTH_EHIS_MH1,3.5397,2024-08-19
2015,RO,BE659,25_34,M,11.83,24.98,50.35,118.27,8.71,46.22,103.25,67.49,2282,23.25,29.61,1,HLTH_EHIS_MH2,0.9643,2025-05-23
2016,BG,ES369,65_74,X,20.95,25.6,36.33,13.21,19.59,58.26,33.68,104.65,4066,17.63,15.94,1,HLTH_EHIS_MH3,1.5065,2024-09-03
2017,FR,HU25,35_44,F,13.49,19.1,47.2,27.13,12.67,83.66,44.49,135.09,16126,42.23,12.14,0,HLTH_EHIS_MH4,3.2239,2025-07-12
2018,LT,NL291,75_PLUS,M,18.32,12.83,34.1,30.2,20.49,61.27,37.6,46.42,14378,77.41,26.54,1,HLTH_EHIS_MH1,4.6378,2024-01-22
2019,SK,DK89,45_54,X,13.85,13.44,45.81,59.96,16.35,45.8,115.6,31.26,11018,64.92,31.45,1,HLTH_EHIS_MH2,1.2854,2025-04-19
2020,HR,HU228,15_24,F,7.52,28.05,68.44,15.99,8.19,64.29,48.54,51.99,369,39.76,18.13,1,HLTH_EHIS_MH3,4.4213,2024-09-16
2021,DE,HR130,55_64,M,19.26,26.42,55.46,45.11,13.74,63.99,79.75,130.12,12749,78.9,9.32,1,HLTH_EHIS_MH4,1.6214,2025-03-17
2022,LU,BE1,25_34,X,18.98,20.28,56.31,34.84,15.36,79.61,32.31,32.97,4872,41.76,16.1,1,HLTH_EHIS_MH1,1.4653,2025-08-06
2023,SI,EE27,65_74,F,21.31,14.37,26.99,73.02,18.28,27.74,91.62,176.25,2881,52.55,15.41,0,HLTH_EHIS_MH2,0.3972,2025-06-28
2024,CY,FR455,35_44,M,6.43,21.78,45.71,7.6,17.5,26.45,119.44,130.38,6817,65.66,6.69,1,HLTH_EHIS_MH3,1.8435,2025-12-21
2025,GR,LV233,75_PLUS,X,18.08,11.93,51.62,19.11,15.92,35.06,87.89,135.64,850,57.04,8.0,1,HLTH_EHIS_MH4,4.1542,2025-02-26
2006,MT,SE293,45_54,F,5.49,23.97,42.64,38.28,20.51,66.01,108.44,84.47,6903,62.95,24.39,0,HLTH_EHIS_MH1,1.9959,2025-06-14
2007,ES,GR982,15_24,M,11.3,23.87,52.81,40.23,16.94,56.05,67.9,123.34,12586,20.14,20.89,0,HLTH_EHIS_MH2,3.8138,2024-10-24
2008,CZ,BG310,55_64,X,3.95,14.78,70.7,68.72,15.23,33.3,39.69,132.84,10298,46.91,20.66,0,HLTH_EHIS_MH3,3.0734,2025-08-20
2009,HU,NL438,25_34,F,23.72,13.26,57.88,99.03,15.55,64.72,29.26,15.67,40,47.22,32.26,0,HLTH_EHIS_MH4,1.5346,2024-05-04
2010,NL,FI133,65_74,M,4.71,23.75,42.42,44.37,19.0,50.8,89.01,73.08,2286,30.46,36.67,0,HLTH_EHIS_MH1,3.1903,2024-07-21
2011,SE,EE943,35_44,X,12.93,12.34,66.49,34.1,7.4,91.74,52.26,89.84,5869,64.54,8.8,1,HLTH_EHIS_MH2,4.4982,2024-12-05
2012,DK,FR26,75_PLUS,F,4.88,8.73,41.68,69.81,10.69,43.3,127.4,135.96,2006,74.72,26.76,0,HLTH_EHIS_MH3,1.0181,2024-01-21
2013,IE,PT62,45_54,M,19.88,12.75,45.98,14.74,21.58,56.11,115.4,20.34,16990,59.1,14.68,0,HLTH_EHIS_MH4,1.418,2025-03-29
2014,PL,IT42,15_24,X,13.55,26.45,61.07,25.9,10.51,82.05,99.36,105.82,12118,56.76,30.05,1,HLTH_EHIS_MH1,2.3621,2025-06-06
2015,AT,CY564,55_64,F,20.3,8.27,48.66,78.15,4.59,42.99,161.66,85.61,8849,27.92,33.97,0,HLTH_EHIS_MH2,3.8226,2025-09-29
2016,EE,PL9,25_34,M,9.5,10.03,65.98,44.14,19.48,50.75,64.17,21.98,5154,48.47,27.42,0,HLTH_EHIS_MH3,1.0531,2024-07-28
2017,IT,RO78,65_74,X,11.81,5.0,50.7,19.19,12.34,57.13,107.18,25.69,5801,24.58,16.26,1,HLTH_EHIS_MH4,0.5704,2024-10-03
2018,PT,CZ713,35_44,F,15.18,11.36,54.77,12.42,14.99,29.88,79.36,83.83,786,50.78,10.41,1,HLTH_EHIS_MH1,0.8992,2025-05-13
2019,BE,FR535,75_PLUS,M,5.62,9.65,66.51,51.62,10.01,47.43,72.65,185.43,5563,50.01,19.22,1,HLTH_EHIS_MH2,1.31,2024-06-30
2020,FI,EE89,45_54,X,13.14,26.95,57.11,55.13,12.92,64.37,38.57,50.35,15952,100.0,15.76,1,HLTH_EHIS_MH3,1.1979,2024-09-20
2021,LV,AT65,15_24,F,28.38,10.89,35.7,115.74,11.13,62.37,13.96,136.82,7685,69.6,29.8,1,HLTH_EHIS_MH4,2.1911,2024-12-05
2022,RO,CY29,55_64,M,10.19,24.5,53.56,7.69,18.94,64.33,18.37,18.98,221,75.71,29.32,1,HLTH_EHIS_MH1,4.5104,2025-02-17
2023,BG,ES713,25_34,X,16.38,21.39,38.14,38.86,10.95,63.42,124.43,64.43,17940,45.55,30.46,1,HLTH_EHIS_MH2,2.2978,2025-10-26
2024,FR,FI75,65_74,F,11.08,12.69,44.34,10.65,16.59,47.99,39.96,169.82,10900,42.03,31.99,1,HLTH_EHIS_MH3,2.3983,2024-09-25
2025,LT,CY27,35_44,M,20.28,6.03,38.71,23.28,18.52,53.16,93.59,64.9,9257,46.63,22.14,1,HLTH_EHIS_MH4,4.408,2024-09-08
2006,SK,LT72,75_PLUS,X,9.88,17.25,42.78,32.26,4.42,21.23,17.3,74.99,968,22.0,32.15,1,HLTH_EHIS_MH1,2.6229,2025-10-06
2007,HR,DK23,45_54,F,5.04,12.4,50.02,40.04,7.97,55.67,102.68,31.51,10726,63.96,28.14,0,HLTH_EHIS_MH2,3.0759,2026-01-18
2008,DE,EE980,15_24,M,6.04,14.38,41.9,78.37,21.33,89.89,24.7,17.69,1270,30.67,14.27,1,HLTH_EHIS_MH3,0.3587,2024-01-04
2009,LU,HR4,55_64,X,17.7,13.03,35.33,14.2,13.3,47.86,58.3,79.67,18006,35.98,22.21,1,HLTH_EHIS_MH4,1.4553,2025-01-12
2010,SI,LV298,25_34,F,10.38,27.97,49.42,17.69,15.95,20.98,124.06,61.18,12948,57.54,24.4,0,HLTH_EHIS_MH1,1.2671,2025-04-08
2011,CY,ES88,65_74,M,11.57,23.67,35.91,43.02,23.21,52.4,117.81,135.14,10322,40.16,11.47,0,HLTH_EHIS_MH2,4.4989,2025-02-05
2012,GR,BG66,35_44,X,4.12,15.5,55.71,18.57,5.77,44.46,31.93,79.49,4560,57.47,30.42,0,HLTH_EHIS_MH3,0.8895,2024-08-10
2013,MT,AT91,75_PLUS,F,10.09,12.76,48.79,10.15,11.56,77.83,23.25,124.44,13992,71.81,24.65,1,HLTH_EHIS_MH4,0.5382,2025-10-30
2014,ES,CZ8,45_54,M,15.64,8.63,36.32,11.89,10.57,79.49,63.5,36.29,5231,59.07,13.68,1,HLTH_EHIS_MH1,0.2686,2025-12-05
2015,CZ,PL575,15_24,X,18.54,12.35,56.96,94.17,12.81,69.16,118.24,35.23,6109,44.4,20.98,1,HLTH_EHIS_MH2,0.3161,2024-09-18
2016,HU,CY365,55_64,F,11.69,24.44,38.53,76.9,6.66,38.14,139.54,19.91,3005,74.98,25.85,1,HLTH_EHIS_MH3,0.487,2024-11-03
2017,NL,FR998,25_34,M,17.92,9.62,47.93,36.22,15.64,60.45,46.4,76.89,11562,29.98,16.92,1,HLTH_EHIS_MH4,3.8596,2025-12-13
2018,SE,BG205,65_74,X,8.54,15.77,56.94,73.6,20.01,54.99,100.7,108.65,11884,32.82,29.58,1,HLTH_EHIS_MH1,4.7033,2024-02-10
2019,DK,DE40,35_44,F,15.4,9.49,56.34,49.42,9.14,82.69,48.6,62.67,5880,30.44,14.04,1,HLTH_EHIS_MH2,4.2807,2024-04-28
2020,IE,DK542,75_PLUS,M,9.39,12.41,34.93,100.89,7.45,21.26,116.67,181.72,9250,55.67,27.89,0,HLTH_EHIS_MH3,0.8665,2024-02-03
2021,PL,LT6,45_54,X,4.7,26.51,45.68,13.45,13.89,49.11,129.67,36.55,13607,59.78,38.24,1,HLTH_EHIS_MH4,1.7118,2025-06-08
2022,AT,IT401,15_24,F,5.25,27.6,57.1,41.22,9.03,27.08,30.78,97.85,13252,58.59,30.51,1,HLTH_EHIS_MH1,2.7356,2024-09-20
2023,EE,EE318,55_64,M,8.86,6.67,52.45,20.77,20.43,72.56,36.56,42.82,10164,48.28,33.72,0,HLTH_EHIS_MH2,4.0301,2025-05-06
2024,IT,GR36,25_34,X,14.42,10.64,48.2,33.66,7.85,52.38,10.9,95.93,8003,62.39,34.93,1,HLTH_EHIS_MH3,2.4626,2025-06-17
2025,PT,ES966,65_74,F,23.53,25.19,58.61,37.68,10.5,25.06,127.6,21.42,1523,44.85,14.51,1,HLTH_EHIS_MH4,3.6645,2025-11-18
2006,BE,AT879,35_44,M,15.42,13.46,44.99,71.63,10.54,72.78,81.09,95.7,2608,73.01,11.59,0,HLTH_EHIS_MH1,1.4683,2025-12-31
2007,FI,SK9,75_PLUS,X,18.99,23.97,57.46,23.94,8.94,66.5,62.47,164.77,12202,39.47,41.81,0,HLTH_EHIS_MH2,4.4822,2024-02-27
2008,LV,CZ60,45_54,F,10.55,26.93,52.54,70.83,3.94,35.82,48.63,49.55,2732,26.9,16.19,0,HLTH_EHIS_MH3,3.8398,2024-11-16
2009,RO,RO207,15_24,M,16.92,13.04,38.96,60.06,12.09,77.1,111.92,115.58,13208,17.98,30.09,0,HLTH_EHIS_MH4,0.3031,2025-10-28
2010,BG,LT84,55_64,X,17.2,6.54,38.33,53.27,16.01,34.43,140.13,69.67,12012,23.69,7.77,0,HLTH_EHIS_MH1,4.3013,2024-08-09
2011,FR,CZ1,25_34,F,21.43,14.08,36.33,103.63,3.41,37.61,11.37,115.9,14663,44.88,30.07,0,HLTH_EHIS_MH2,0.6415,2025-09-17
2012,LT,LT83,65_74,M,11.01,25.05,39.04,49.9,14.7,65.61,14.45,153.72,511,45.1,20.59,1,HLTH_EHIS_MH3,1.2031,2025-11-11
2013,SK,BG6,35_44,X,10.02,15.25,54.31,23.76,9.15,33.03,52.84,27.58,3764,74.41,13.79,1,HLTH_EHIS_MH4,2.6863,2025-07-15
2014,HR,HR22,75_PLUS,F,13.93,10.54,42.61,58.48,7.76,69.78,11.48,21.57,13697,48.25,7.21,1,HLTH_EHIS_MH1,2.1374,2024-11-07
2015,DE,DK138,45_54,M,16.82,12.96,65.3,35.19,24.12,34.42,121.4,79.08,324,46.64,12.73,0,HLTH_EHIS_MH2,2.283,2025-11-18
2016,LU,IT7,15_24,X,6.14,19.07,35.96,28.87,13.65,48.38,132.85,76.25,9593,26.34,35.78,0,HLTH_EHIS_MH3,2.9819,2024-03-31
2017,SI,LT4,55_64,F,15.21,23.09,34.66,44.39,4.3,68.48,65.93,129.57,2527,50.71,28.77,1,HLTH_EHIS_MH4,0.5022,2024-07-19
2018,CY,RO77,25_34,M,12.67,13.47,51.7,44.97,19.18,25.54,19.14,111.94,17979,42.21,29.0,0,HLTH_EHIS_MH1,0.3172,2025-08-08
2019,GR,CZ64,65_74,X,12.36,16.75,64.81,74.63,12.31,31.43,72.99,80.35,16051,71.16,18.72,0,HLTH_EHIS_MH2,4.1455,2025-09-30
2020,MT,BE167,35_44,F,26.34,16.91,47.1,37.24,3.48,37.24,158.22,53.78,17939,62.71,34.72,1,HLTH_EHIS_MH3,4.0794,2024-01-14
2021,ES,RO8,75_PLUS,M,27.63,30.98,41.0,95.94,15.07,52.12,29.67,103.1,19623,62.99,42.74,1,HLTH_EHIS_MH4,3.7806,2025-08-17
2022,CZ,HU99,45_54,X,12.38,19.76,32.88,84.27,17.64,74.78,43.19,38.1,2685,69.95,26.98,0,HLTH_EHIS_MH1,1.5973,2025-03-14
2023,HU,SE45,15_24,F,16.41,15.2,58.38,38.53,7.68,21.76,153.88,93.33,10310,74.58,16.56,0,HLTH_EHIS_MH2,4.772,2024-07-22
2024,NL,DE4,55_64,M,4.35,10.19,60.29,63.87,18.85,68.0,90.26,165.47,7571,65.83,9.36,1,HLTH_EHIS_MH3,2.7275,2024-03-16
2025,SE,IT808,25_34,X,6.87,22.78,47.29,68.86,13.31,52.22,26.75,44.79,14011,24.57,30.79,1,HLTH_EHIS_MH4,2.9863,2025-12-04
2006,DK,IE107,65_74,F,11.2,29.05,63.11,65.46,7.69,54.87,76.6,127.59,1731,51.05,38.68,0,HLTH_EHIS_MH1,2.6453,2025-05-12
2007,IE,DK29,35_44,M,13.6,13.17,48.46,23.86,23.4,54.37,100.69,90.97,12716,22.13,12.3,0,HLTH_EHIS_MH2,1.9258,2025-11-13
2008,PL,SK3,75_PLUS,X,5.08,21.3,74.79,68.17,10.94,50.08,127.22,60.19,3213,37.44,26.54,1,HLTH_EHIS_MH3,1.5855,2024-01-30
2009,AT,IE5,45_54,F,6.48,25.42,41.0,16.54,13.79,64.48,39.59,54.41,2159,63.57,15.36,0,HLTH_EHIS_MH4,4.3544,2025-11-03
2010,EE,DE88,15_24,M,9.49,6.37,40.59,30.09,6.52,77.44,39.96,115.63,9704,22.18,11.23,1,HLTH_EHIS_MH1,0.6694,2024-09-24
2011,IT,EE32,55_64,X,13.84,18.61,58.19,15.26,5.7,47.47,105.62,57.55,4918,77.21,29.68,0,HLTH_EHIS_MH2,3.2383,2025-01-30
2012,PT,CY31,25_34,F,18.16,13.51,42.18,94.83,6.78,72.37,99.53,18.38,15811,32.46,35.69,0,HLTH_EHIS_MH3,0.2019,2025-01-23
2013,BE,PT9,65_74,M,18.35,16.53,43.31,83.37,27.73,32.71,47.97,120.04,1451,51.94,9.23,0,HLTH_EHIS_MH4,0.562,2025-02-11
2014,FI,SE4,35_44,X,16.73,17.03,59.31,65.5,13.39,82.36,106.82,102.12,2923,28.98,23.87,0,HLTH_EHIS_MH1,0.5333,2025-12-21
2015,LV,DK13,75_PLUS,F,13.35,15.71,47.93,58.47,10.49,80.58,39.62,160.7,853,42.65,27.85,1,HLTH_EHIS_MH2,3.1305,2024-07-10
2016,RO,LT174,45_54,M,13.78,13.99,44.08,82.36,20.74,72.64,88.57,137.7,1491,69.1,22.08,1,HLTH_EHIS_MH3,4.0601,2024-07-17
2017,BG,CY36,15_24,X,18.33,6.11,51.87,13.77,15.9,37.61,72.04,93.61,14693,45.41,26.52,1,HLTH_EHIS_MH4,3.661,2025-05-23
2018,FR,IE457,55_64,F,22.82,22.54,35.4,67.18,10.18,49.34,86.69,52.7,10617,33.25,35.25,1,HLTH_EHIS_MH1,2.5907,2025-04-17
2019,LT,AT653,25_34,M,16.59,18.88,39.29,21.2,10.64,61.82,133.5,138.58,13968,33.18,19.0,1,HLTH_EHIS_MH2,0.467,2024-12-18
2020,SK,FI91,65_74,X,23.55,25.51,51.63,10.67,5.82,79.05,8.37,163.05,16569,80.04,53.73,1,HLTH_EHIS_MH3,3.5899,2025-08-24
2021,HR,LU815,35_44,F,17.32,17.15,52.66,38.73,3.49,73.82,55.12,73.83,4163,48.36,21.9,1,HLTH_EHIS_MH4,3.0643,2025-12-29
2022,DE,FI152,75_PLUS,M,14.02,23.17,46.06,77.02,15.4,43.24,127.2,164.02,8524,54.01,40.21,1,HLTH_EHIS_MH1,1.437,2025-04-25
2023,LU,BG68,45_54,X,8.98,17.72,39.25,59.03,16.3,73.71,46.87,70.83,9980,18.94,27.6,1,HLTH_EHIS_MH2,2.5009,2024-08-16
2024,SI,BG14,15_24,F,11.45,15.77,50.35,33.09,7.85,82.23,59.81,18.1,3115,42.7,21.94,1,HLTH_EHIS_MH3,0.515,2024-06-02
2025,CY,RO5,55_64,M,5.27,16.0,51.78,11.93,24.39,65.66,97.36,31.05,7378,23.55,31.03,1,HLTH_EHIS_MH4,3.7174,2025-02-26
2006,GR,HR9,25_34,X,11.54,19.42,42.68,66.43,8.63,24.27,80.7,56.95,4132,56.13,18.97,0,HLTH_EHIS_MH1,3.8843,2024-05-09
2007,MT,RO701,65_74,F,6.12,13.07,55.1,17.44,5.67,50.98,50.18,88.24,3472,75.69,34.29,0,HLTH_EHIS_MH2,4.1619,2026-01-14
2008,ES,ES781,35_44,M,12.69,11.17,57.82,64.73,16.88,57.99,134.38,82.63,15849,56.68,22.54,0,HLTH_EHIS_MH3,0.6733,2024-07-31
2009,CZ,PT49,75_PLUS,X,21.51,23.11,35.9,60.45,4.56,33.09,56.16,63.97,1205,68.62,28.84,0,HLTH_EHIS_MH4,0.9518,2024-12-01
2010,HU,GR429,45_54,F,19.6,7.29,55.15,7.63,8.01,72.08,41.28,93.9,1723,62.46,35.62,0,HLTH_EHIS_MH1,1.1428,2024-11-09
2011,NL,LV82,15_24,M,22.29,25.3,27.87,51.33,18.65,91.95,48.43,71.47,12307,68.46,32.17,0,HLTH_EHIS_MH2,2.3528,2025-03-27
2012,SE,PT99,55_64,X,19.38,12.67,35.28,13.46,5.99,73.21,63.98,179.87,10626,21.22,13.56,0,HLTH_EHIS_MH3,2.0831,2024-07-17
2013,DK,NL72,25_34,F,21.38,22.73,40.92,75.27,14.92,23.87,42.05,94.71,2242,56.2,9.62,0,HLTH_EHIS_MH4,0.4607,2026-01-23
2014,IE,IE9,65_74,M,4.28,10.84,60.13,46.54,28.61,49.98,119.56,188.85,4757,51.44,22.45,1,HLTH_EHIS_MH1,2.4969,2025-06-24
2015,PL,LU675,35_44,X,9.6,10.08,59.66,44.25,8.73,45.71,116.57,131.67,7693,55.47,18.66,1,HLTH_EHIS_MH2,4.6281,2026-01-14
2016,AT,SE3,75_PLUS,F,6.25,23.35,49.07,18.52,9.56,79.97,91.41,84.81,7412,51.49,31.7,0,HLTH_EHIS_MH3,3.7778,2024-01-23
2017,EE,LV19,45_54,M,9.55,16.45,63.87,66.62,12.87,54.22,52.6,42.98,4769,20.1,22.18,0,HLTH_EHIS_MH4,2.5987,2024-07-21
2018,IT,SE97,15_24,X,12.11,7.63,57.16,15.08,5.99,35.75,155.26,65.37,11615,65.21,12.91,1,HLTH_EHIS_MH1,2.463,2025-06-15
2019,PT,DK68,55_64,F,11.79,17.41,39.79,32.24,5.1,23.35,96.7,160.19,1954,71.88,26.75,1,HLTH_EHIS_MH2,4.7328,2025-07-10
2020,BE,LU83,25_34,M,8.72,17.62,43.76,25.33,6.42,37.53,51.33,86.11,16319,78.32,22.25,1,HLTH_EHIS_MH3,3.0495,2025-12-17
2021,FI,HU580,65_74,X,18.35,18.27,37.37,35.03,5.11,34.87,38.72,116.6,16784,41.52,47.39,1,HLTH_EHIS_MH4,2.1868,2025-06-26
2022,LV,SK723,35_44,F,15.6,7.18,51.63,10.35,16.64,44.99,101.61,97.95,10327,36.76,9.93,0,HLTH_EHIS_MH1,4.0285,2024-11-03
2023,RO,LU41,75_PLUS,M,9.09,14.86,46.9,65.05,19.96,26.55,70.98,113.59,5112,25.15,7.36,1,HLTH_EHIS_MH2,3.35,2024-04-12
2024,BG,HU43,45_54,X,9.63,16.01,45.89,33.4,5.38,43.7,64.71,48.12,7202,71.65,20.98,1,HLTH_EHIS_MH3,0.549,2024-08-26
2025,FR,HR94,15_24,F,21.67,18.69,44.95,78.17,6.18,65.9,110.94,56.31,1059,54.58,15.04,1,HLTH_EHIS_MH4,0.3802,2024-01-17
2006,LT,DK5,55_64,M,16.56,17.65,45.5,53.81,23.3,52.13,21.32,81.64,6238,41.17,11.66,0,HLTH_EHIS_MH1,2.3229,2024-09-06
