labor_indmix_establishment_year,labor_indmix_county_business_pattern_code,labor_indmix_industry_naics_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2023,CBP100624,2111,20_49,69599,60780,720654068,2683773211,962.62,6704,9492,47.44,127,62,27.97,39.64,66.61,5.04,RURAL,0
2023,CBP100625,5241,250_499,38129,32857,724739304,2747500830,924.19,11601,8221,49.58,1640,308,78.42,36.02,51.66,28.47,RURAL,0
2023,CBP100626,5111,20_49,35937,32229,590531113,2110805228,2035.79,2225,7649,54.62,1654,591,24.15,2.73,14.91,12.0,RURAL,0
2016,CBP100627,3221,10_19,64,57,625115,2448296,917.66,8136,6801,23.68,1078,778,62.31,33.61,59.27,24.11,URBAN_CORE,0
2022,CBP100628,2111,20_49,33133,32820,616018904,2259082315,1491.68,857,5443,39.56,645,1712,37.4,23.06,25.48,2.9,RURAL,0
2018,CBP100629,3351,5_9,68694,72012,1013444917,3458512082,2241.35,5913,1820,34.17,956,872,24.32,10.03,64.42,22.51,URBAN_CORE,0
2019,CBP100630,3361,1_4,61268,67277,1117997052,4686046565,1198.21,5270,1179,50.2,1539,1376,26.49,52.42,56.67,0.68,RURAL,0
2022,CBP100631,4521,1000_PLUS,25880,23312,490063665,1925840968,2407.73,9446,1592,3.32,161,412,52.1,29.24,40.65,4.16,SUBURBAN,0
2023,CBP100632,5171,10_19,53734,49940,784495763,3069784896,2314.92,3394,788,50.31,458,325,66.85,17.83,41.57,30.17,SMALL_TOWN,0
2010,CBP100633,6231,20_49,67624,65414,806007841,3157546417,678.92,2330,75,45.06,1626,922,19.33,49.76,63.4,24.4,URBAN_CORE,0
2013,CBP100634,4521,250_499,31401,30524,348532459,1291155992,1490.03,684,274,32.61,291,1052,24.64,16.25,14.98,15.9,URBAN_CORE,0
2015,CBP100635,3151,1_4,29207,26519,572176861,2086408338,2388.32,11615,2617,31.47,730,1270,74.88,44.51,64.22,4.52,SMALL_TOWN,0
2019,CBP100636,3241,5_9,34652,34782,300990787,1233515916,1656.36,7824,1465,11.56,1745,1292,48.83,35.0,5.12,11.53,RURAL,0
2022,CBP100637,3391,5_9,63930,68066,1484667229,5768537447,1086.44,3361,43,24.57,181,1754,79.56,36.35,64.68,17.39,SMALL_TOWN,0
2011,CBP100638,3131,100_249,73376,74416,1184088849,4693876733,1401.43,2179,4184,6.86,47,160,70.34,21.04,10.69,34.52,URBAN_CORE,0
2010,CBP100639,3391,250_499,67067,69174,1071494407,4483059310,1210.17,1187,3594,53.34,1398,1137,39.89,35.0,40.48,0.47,URBAN_CORE,0
2017,CBP100640,3131,10_19,24952,25805,387999839,1393579580,1639.5,5190,6903,20.11,446,1227,10.39,29.16,60.15,11.0,RURAL,0
2012,CBP100641,3231,10_19,17089,16383,188630873,698315423,697.06,9030,11015,31.75,1131,706,70.99,5.49,23.56,4.26,URBAN_CORE,0
2017,CBP100642,4521,50_99,39204,39905,347930911,1263187880,2236.29,1049,6853,23.63,514,1797,66.65,16.13,70.75,28.5,URBAN_CORE,0
2011,CBP100643,6221,100_249,49882,48358,351710241,1466646880,1889.64,9521,6511,19.75,1361,153,30.94,13.44,70.8,5.11,SMALL_TOWN,0
2010,CBP100644,5111,1000_PLUS,58076,57460,1209801048,4767671346,764.66,10095,8406,47.72,1210,1500,34.3,51.4,60.14,20.82,RURAL,0
2012,CBP100645,4921,100_249,38919,34606,537500090,1897620447,1457.68,918,7828,13.6,923,422,26.89,3.69,68.39,33.82,RURAL,0
2012,CBP100646,3141,20_49,31631,32094,196058209,738349327,2375.91,10485,1967,47.5,1091,1407,7.59,52.17,43.69,30.56,SUBURBAN,0
2023,CBP100647,3141,100_249,228,228,5351229,21598344,1847.08,5034,11618,19.67,486,1703,81.69,4.73,40.21,18.97,SUBURBAN,0
2017,CBP100648,5171,250_499,53726,48635,674728726,2636199019,1011.64,100,11144,26.43,795,597,52.38,51.58,4.39,16.23,URBAN_CORE,0
2013,CBP100649,2361,1000_PLUS,56705,63379,469933529,1871917314,953.57,10599,4183,44.08,1072,245,66.34,14.42,5.69,2.13,SUBURBAN,0
2013,CBP100650,2361,1_4,27888,31074,415459121,1613080224,699.3,9375,2125,11.25,953,1251,59.24,48.92,13.19,1.14,SMALL_TOWN,0
2024,CBP100651,3251,1_4,32754,31243,724173510,2777518282,1703.98,6061,4416,19.87,1126,767,10.47,0.09,60.07,18.63,RURAL,0
2013,CBP100652,3261,10_19,60694,52724,976516093,3811003070,1305.46,10033,2034,36.72,1143,1022,62.08,20.63,47.69,0.06,URBAN_CORE,0
2017,CBP100653,3351,1000_PLUS,73988,63378,1163124406,4262973809,1537.61,236,11946,35.8,1060,723,22.83,45.38,36.04,5.61,RURAL,0
2024,CBP100654,2111,1_4,41703,37715,543446082,2020203070,912.44,8248,3795,34.35,1009,1097,74.25,14.08,73.86,0.39,SUBURBAN,0
2014,CBP100655,3321,20_49,35583,35947,398364316,1625632136,1729.8,2038,7288,24.1,815,665,60.26,59.1,72.79,32.4,SUBURBAN,0
2022,CBP100656,2371,50_99,51253,52711,1133572480,4053414698,2597.53,9724,11877,18.37,366,887,0.37,27.33,35.03,2.11,URBAN_CORE,0
2019,CBP100657,6211,10_19,36370,33144,585123501,2394970430,1145.83,6869,1287,54.28,1429,1393,12.21,54.91,70.96,20.52,SUBURBAN,0
2014,CBP100658,3371,250_499,54683,51955,350814456,1428300602,754.3,6318,6217,12.17,958,45,42.92,20.94,48.67,23.56,SUBURBAN,0
2016,CBP100659,3121,5_9,45840,40413,270607556,1040622248,1458.23,4439,8134,53.84,306,1113,46.81,39.27,44.32,28.03,URBAN_CORE,0
2022,CBP100660,3391,500_999,30445,27553,358600849,1224036446,1328.19,8859,11061,0.32,1285,1087,0.75,29.39,74.0,9.84,RURAL,1
2023,CBP100661,3271,20_49,33781,32727,255542952,891463146,2106.7,8396,11468,16.75,1131,217,56.75,58.67,63.12,23.31,SUBURBAN,1
2017,CBP100662,1121,250_499,64244,70446,847217650,2980817036,583.79,5747,6220,22.16,245,788,12.74,12.91,64.46,6.12,URBAN_CORE,0
2018,CBP100663,3361,1_4,71490,76801,734988981,3020684998,782.21,11132,664,43.75,29,1349,38.75,0.76,61.18,31.94,SMALL_TOWN,0
2025,CBP100664,3331,1000_PLUS,35604,33898,354064092,1338778674,1950.18,7310,6065,30.7,1720,934,22.64,53.07,45.25,6.12,SMALL_TOWN,0
2017,CBP100665,4241,100_249,27366,28939,650417013,2609343368,808.81,8456,4100,1.95,1016,809,4.8,9.52,3.73,17.92,URBAN_CORE,0
2016,CBP100666,4451,250_499,60679,53436,1053067833,3641698275,1000.08,11281,2509,40.59,439,1336,33.33,32.84,65.39,8.73,URBAN_CORE,0
2024,CBP100667,3361,500_999,7566,7551,130028867,487077475,1020.99,2537,10445,36.85,888,95,79.11,30.95,10.5,31.1,SUBURBAN,0
2018,CBP100668,3241,500_999,73213,77755,849776382,3232642912,2197.69,6352,4845,43.54,324,1235,74.48,14.63,23.4,2.31,URBAN_CORE,0
2017,CBP100669,4411,100_249,25939,23061,430241078,1660776866,2008.37,903,5574,26.98,1049,6,70.57,10.71,40.28,28.75,RURAL,0
2012,CBP100670,3341,500_999,30645,31958,335295309,1263282762,471.84,5337,11445,31.46,968,374,24.23,58.94,26.36,18.84,URBAN_CORE,0
2025,CBP100671,1111,50_99,71297,64446,1375604279,5496057035,811.5,5499,3244,43.67,273,1064,10.21,30.31,55.49,8.41,SUBURBAN,1
2023,CBP100672,5241,100_249,19530,19959,315944340,1081131261,994.71,4923,5942,45.54,525,87,58.52,56.79,7.91,15.31,SUBURBAN,0
2025,CBP100673,3331,10_19,43224,45882,414044428,1600010378,2482.19,3492,1711,12.32,11,1530,4.52,31.64,57.16,32.5,RURAL,0
2012,CBP100674,9211,100_249,73391,72399,1734444654,6071036240,833.0,2403,918,40.04,617,1757,29.07,32.43,32.02,32.67,RURAL,0
2025,CBP100675,3241,1000_PLUS,2900,2504,31502689,121038887,644.93,5183,11922,7.75,64,359,59.54,30.87,55.71,1.22,SMALL_TOWN,0
2016,CBP100676,3271,250_499,49630,46524,510886919,2034419303,1969.42,8288,706,26.08,836,846,34.96,46.46,21.22,26.67,RURAL,0
2013,CBP100677,3221,5_9,33854,31049,716260969,2507862350,2587.98,11548,471,20.73,443,1086,72.12,60.27,71.18,28.25,RURAL,0
2023,CBP100678,3321,1000_PLUS,52524,48948,1072555326,4176358525,741.0,2907,5587,38.35,1436,79,72.01,17.62,58.49,23.21,SUBURBAN,0
2025,CBP100679,3321,20_49,63956,60839,954078204,3973606576,1898.71,4795,4474,0.03,1121,1339,46.82,31.51,71.67,34.92,SUBURBAN,0
2010,CBP100680,3141,20_49,51744,44663,730694549,2886921084,1171.35,309,7370,3.08,1437,107,53.49,17.33,73.71,15.19,SUBURBAN,0
2023,CBP100681,2211,20_49,70697,78715,1687236077,6376564951,2172.83,2221,4961,7.41,793,727,79.47,57.04,7.84,6.23,URBAN_CORE,1
2024,CBP100682,3351,5_9,59556,56868,777418756,2691183695,598.33,2199,1135,35.89,891,1750,6.79,42.03,4.23,12.82,URBAN_CORE,0
2016,CBP100683,1112,500_999,1338,1461,24678305,89319226,551.91,11466,7611,1.74,1109,1265,13.09,2.7,66.52,14.81,SMALL_TOWN,0
2016,CBP100684,3351,250_499,14276,15297,173410352,669680653,1455.67,10257,7952,46.8,109,749,21.73,46.34,41.64,3.73,SUBURBAN,0
2020,CBP100685,5311,10_19,7348,7256,89964686,368883998,588.37,7874,3086,53.89,386,443,34.57,34.08,16.64,33.27,URBAN_CORE,1
2010,CBP100686,3231,20_49,18653,20574,482263410,1715347835,2105.4,8253,3410,40.61,976,1134,47.73,6.43,67.35,28.25,SMALL_TOWN,0
2014,CBP100687,5111,1000_PLUS,4171,3973,56707559,194714596,2272.2,3345,9421,47.14,877,1039,13.31,61.28,54.45,0.63,SUBURBAN,0
2017,CBP100688,3321,1000_PLUS,31447,30818,378049688,1339718960,1795.89,5450,3349,33.77,311,636,83.99,55.71,15.9,33.7,URBAN_CORE,0
2022,CBP100689,3371,1_4,55283,53690,1197841309,4851314003,1450.26,2566,2883,20.76,611,629,77.88,28.81,41.1,7.28,URBAN_CORE,0
2015,CBP100690,3391,100_249,53791,54136,465773303,1857195509,869.45,3619,10356,52.86,1096,1097,40.08,0.72,10.85,10.98,SMALL_TOWN,0
2022,CBP100691,6211,250_499,50255,46875,685178234,2579453784,1316.2,5475,5291,41.87,1228,569,51.75,5.93,34.95,29.73,URBAN_CORE,0
2011,CBP100692,1112,10_19,21144,22551,187651935,674190789,1558.41,10808,11075,35.31,731,631,75.49,46.04,40.31,32.69,SMALL_TOWN,0
2021,CBP100693,2371,50_99,48395,42018,626060624,2441169895,1792.97,2862,3287,7.32,1330,535,61.41,48.86,0.65,25.93,SMALL_TOWN,1
2025,CBP100694,3121,500_999,3411,3190,57385256,216234483,538.69,1228,5270,26.46,162,1764,45.67,33.33,40.18,12.36,URBAN_CORE,0
2017,CBP100695,2371,5_9,27130,23925,466253117,1636985062,655.41,10697,3196,1.92,1663,438,60.12,36.98,11.81,16.17,SMALL_TOWN,0
2016,CBP100696,3371,10_19,2849,3104,44468550,154384000,1862.62,10167,879,44.9,120,180,78.76,17.02,9.77,10.82,SUBURBAN,0
2024,CBP100697,3391,20_49,4382,4219,49244900,175475468,626.53,1979,4297,17.27,6,297,17.51,60.57,41.22,5.06,SUBURBAN,0
2015,CBP100698,5411,5_9,40717,39159,297801417,1054011219,1173.17,1266,7362,20.95,1776,326,42.5,38.32,10.39,32.14,SUBURBAN,1
2019,CBP100699,3321,1_4,70382,76637,1177506451,4577422116,1268.49,10149,288,33.43,29,451,1.88,39.82,40.99,8.82,URBAN_CORE,0
2023,CBP100700,3341,20_49,14692,15406,286341536,1071141822,1017.13,9071,1213,7.84,1051,1301,71.46,52.08,4.53,25.2,RURAL,1
2024,CBP100701,4811,500_999,29532,32296,628796752,2535257742,2216.25,1329,8331,17.12,1233,62,69.78,9.61,43.73,12.81,SMALL_TOWN,0
2024,CBP100702,2381,1_4,64796,59458,579731973,2210028645,1635.91,1730,11321,33.89,1378,1460,58.83,43.65,1.63,8.15,SMALL_TOWN,0
2013,CBP100703,4451,500_999,10967,11099,115698554,432494800,2210.01,4752,8630,36.04,1698,290,31.85,57.46,47.08,27.56,SUBURBAN,0
2013,CBP100704,1111,1000_PLUS,44770,47657,500279980,2076172697,2426.81,8716,5073,48.38,1797,788,54.02,48.27,44.42,31.61,SMALL_TOWN,0
2012,CBP100705,5241,50_99,25898,23193,278329106,1047758563,1288.44,2907,6811,52.8,6,1490,23.65,55.63,39.43,11.0,URBAN_CORE,0
2018,CBP100706,3231,250_499,30055,26138,169039965,708202064,1940.84,9192,2486,23.66,839,1774,65.94,21.31,60.4,26.87,SMALL_TOWN,0
2011,CBP100707,2361,1_4,65777,58560,1357870630,5347001687,1006.36,3208,4104,50.13,485,16,50.8,44.7,49.3,27.02,SUBURBAN,0
2025,CBP100708,3271,250_499,25249,27079,187250446,769810442,858.75,712,5342,16.12,298,1650,11.88,12.71,33.14,9.55,URBAN_CORE,0
2020,CBP100709,3241,100_249,26956,27040,492829900,1881412548,1959.15,3781,362,43.04,729,908,30.86,29.52,40.71,24.97,SUBURBAN,0
2017,CBP100710,3241,20_49,35650,37276,527256856,1845022719,2159.04,4982,11430,2.86,1253,940,27.81,46.1,41.79,8.31,SUBURBAN,0
2023,CBP100711,5231,10_19,71677,76150,791774661,3154505919,1107.22,4868,905,44.07,260,1133,53.34,2.32,42.98,1.19,URBAN_CORE,0
2014,CBP100712,4231,20_49,11703,10009,91701907,334160825,691.19,5158,2844,54.71,332,522,34.13,63.7,51.59,33.78,RURAL,0
2015,CBP100713,4811,250_499,19257,16555,180135504,708176611,1504.63,3059,5128,41.98,838,734,50.03,14.12,52.05,24.49,URBAN_CORE,0
2016,CBP100714,3131,50_99,39685,36089,277880211,965864817,1938.15,9975,4106,36.07,1268,970,59.86,10.15,73.19,18.2,SUBURBAN,0
2012,CBP100715,6231,500_999,73053,81479,1644995182,6720507667,777.47,188,11173,40.55,204,1313,75.15,42.52,66.37,9.04,RURAL,0
2024,CBP100716,4921,500_999,6264,6374,58165377,201564041,1113.12,6849,11761,40.01,1353,1590,23.72,59.38,64.39,25.75,RURAL,0
2019,CBP100717,3321,20_49,40112,40942,249352884,1036655526,470.98,10069,1984,0.42,1451,215,72.79,55.89,20.21,22.31,URBAN_CORE,0
2018,CBP100718,4841,250_499,62284,53872,472309792,1777614818,1509.5,5655,1524,14.04,868,1674,7.87,40.52,24.39,4.0,URBAN_CORE,0
2018,CBP100719,4811,5_9,32610,30642,718652943,2983596146,1463.9,2214,5279,1.88,904,476,32.33,29.65,10.65,25.03,URBAN_CORE,0
2011,CBP100720,4451,50_99,68890,61253,1099933132,3766102094,1830.74,2955,8365,0.22,1782,368,26.26,33.78,65.91,29.69,RURAL,0
2019,CBP100721,3111,100_249,67296,74955,1595679962,5515546700,494.21,2607,5762,10.34,1704,790,10.72,35.29,3.52,11.39,SMALL_TOWN,0
2016,CBP100722,6221,10_19,1124,1168,23469758,89684998,791.86,7441,7937,44.69,67,460,84.0,7.65,69.91,30.79,SMALL_TOWN,1
2017,CBP100723,1112,1_4,70046,71323,1305004396,4825832341,2556.11,5779,9612,23.96,888,271,17.44,5.2,40.21,0.13,SUBURBAN,0
2012,CBP100724,4231,500_999,72246,67325,547334350,2115109271,1768.74,7424,9858,24.19,708,528,77.93,51.48,66.49,15.48,SMALL_TOWN,0
2010,CBP100725,5171,500_999,47134,48673,579713795,1993059223,927.06,6597,676,24.86,827,1560,71.7,42.53,68.03,9.94,RURAL,0
2021,CBP100726,8111,20_49,5046,4821,49605651,195994673,2186.86,2043,3215,43.1,922,916,83.62,20.32,42.73,33.48,RURAL,0
2012,CBP100727,3141,100_249,44623,47369,1111533161,4470101978,1429.16,4803,7459,45.91,757,1327,64.16,18.82,5.42,20.48,RURAL,0
2012,CBP100728,3251,50_99,74116,63044,709048847,2799135510,1132.08,7119,11611,42.04,375,1532,82.72,5.69,10.15,28.7,URBAN_CORE,0
2020,CBP100729,3391,1000_PLUS,48244,47275,414983110,1683521666,659.24,4483,8755,48.75,12,1452,31.62,20.54,68.7,2.24,SMALL_TOWN,0
2011,CBP100730,2211,1000_PLUS,26047,27526,406790573,1479671466,519.09,6228,11200,41.58,1339,260,43.72,10.89,12.73,25.4,RURAL,0
2012,CBP100731,3271,10_19,31527,27607,588360402,2092718132,2185.17,9422,6962,41.08,302,671,39.54,6.22,67.94,6.31,URBAN_CORE,0
2020,CBP100732,4921,100_249,66335,58586,774288712,2912586485,1682.36,9712,3347,46.29,262,871,61.26,59.49,68.21,15.06,RURAL,1
2023,CBP100733,5411,100_249,58899,63139,1159096347,3959495053,2022.75,3174,346,40.6,1394,1250,29.06,41.66,51.76,23.15,SUBURBAN,0
2017,CBP100734,3371,10_19,33673,34853,776443298,2877323843,1567.37,10589,6568,43.93,633,1773,33.88,1.59,18.24,22.94,URBAN_CORE,0
2012,CBP100735,3141,10_19,22256,21215,171250920,654810735,2122.73,11708,3707,30.98,1329,47,16.95,62.72,7.58,10.15,RURAL,0
2019,CBP100736,4521,250_499,14502,14013,276018216,1108674946,1747.21,2091,1361,28.44,1476,1752,77.37,10.98,37.38,10.17,SUBURBAN,0
2011,CBP100737,2211,500_999,40640,37871,507151855,1740027272,2444.25,6924,6348,22.7,301,4,63.13,61.8,32.47,19.38,RURAL,0
2010,CBP100738,3121,50_99,10700,9510,112584510,451599325,2595.14,11983,10189,46.33,1499,1597,14.29,22.83,1.09,16.23,SUBURBAN,0
2025,CBP100739,4841,50_99,18016,15481,345057461,1443279390,1021.1,11130,6634,2.17,237,1433,73.78,46.17,71.05,21.99,URBAN_CORE,0
2015,CBP100740,3331,250_499,28033,26023,365736060,1462478980,1271.14,9273,7599,28.63,1521,292,43.69,29.57,63.73,30.99,RURAL,0
2014,CBP100741,4841,100_249,72692,70105,1170858848,4298612232,2368.32,4752,1658,34.77,1434,412,19.9,22.95,59.56,4.75,SMALL_TOWN,0
2013,CBP100742,2381,50_99,13207,14765,202758123,753479837,728.81,8487,4411,0.13,415,1699,20.24,61.52,32.4,30.89,SUBURBAN,0
2018,CBP100743,5191,5_9,9913,8512,169853720,669631598,1372.24,5142,3350,21.79,1031,347,67.32,46.8,24.57,26.06,URBAN_CORE,0
2019,CBP100744,4921,20_49,57387,50673,352404140,1436406581,719.54,4865,2119,28.18,1721,1105,78.27,13.45,10.34,24.94,URBAN_CORE,1
2014,CBP100745,6231,250_499,70266,70453,926806964,3595005482,792.71,6979,9606,50.12,1208,1285,1.47,23.02,7.46,2.31,SMALL_TOWN,0
2022,CBP100746,3151,500_999,54293,57999,475586141,1983334773,903.62,5998,5930,36.17,385,103,27.72,55.83,67.35,28.67,URBAN_CORE,0
2019,CBP100747,6111,250_499,51825,49134,955586496,3763095733,1792.89,541,5718,40.65,1789,329,12.04,15.0,25.28,12.65,SMALL_TOWN,0
2023,CBP100748,3271,10_19,56107,48965,603466496,2363392117,811.65,2938,9714,4.5,85,703,68.96,0.16,32.24,12.19,SMALL_TOWN,0
2025,CBP100749,4411,1000_PLUS,62693,57303,1289861200,5189963924,2592.17,9546,2881,46.2,694,923,47.61,37.78,57.72,29.56,SMALL_TOWN,0
2019,CBP100750,3221,100_249,19375,19456,231024842,802030067,1681.99,8776,8878,40.82,280,138,20.61,35.35,14.93,7.61,RURAL,0
2016,CBP100751,2111,5_9,9648,10259,126720981,514892698,2120.62,10964,350,5.42,1280,449,71.4,20.92,53.02,29.62,SMALL_TOWN,0
2016,CBP100752,6231,250_499,45582,46803,768536327,3134191171,1589.15,8865,1158,19.36,500,1042,78.27,60.24,39.97,31.27,SMALL_TOWN,1
2021,CBP100753,3121,1000_PLUS,70560,76656,639412343,2486330819,1069.66,1292,7611,5.21,1042,1786,26.01,25.83,7.0,28.81,SMALL_TOWN,0
2020,CBP100754,5181,50_99,65901,62033,918422851,3195995396,2546.26,11855,9008,1.62,1204,29,47.58,30.46,1.79,21.89,URBAN_CORE,0
2013,CBP100755,3131,500_999,46944,49104,312324525,1223962577,1763.59,7598,3904,44.27,140,1449,10.62,24.11,36.23,33.2,SUBURBAN,1
2010,CBP100756,5111,5_9,29662,30592,713397958,2576400142,2418.91,1167,7404,11.75,1115,427,63.08,3.11,60.45,7.7,URBAN_CORE,0
2012,CBP100757,8111,1000_PLUS,55212,57550,797977909,3213125410,1497.79,5967,229,7.22,493,472,49.1,13.63,30.55,21.6,URBAN_CORE,0
2012,CBP100758,5311,50_99,47788,41748,484997857,1958924565,646.39,3247,991,20.32,436,1390,46.73,53.85,1.43,9.22,URBAN_CORE,0
2013,CBP100759,5221,20_49,19253,18656,223468474,760942788,1864.65,2555,11314,39.56,787,1591,53.0,42.12,23.08,1.75,RURAL,0
2019,CBP100760,3241,50_99,21029,20951,430728984,1692636489,1754.75,5434,10161,14.12,426,83,3.83,47.26,51.09,15.63,RURAL,0
2010,CBP100761,4411,50_99,59778,53040,722603579,2945751147,1163.36,6057,8770,5.03,532,1213,25.66,26.87,23.77,34.83,SMALL_TOWN,0
2010,CBP100762,5111,5_9,9565,8536,102081262,361649996,1909.29,8570,9955,6.89,137,800,67.73,25.71,25.4,22.81,SMALL_TOWN,0
2012,CBP100763,4811,100_249,74609,70172,1038484608,3593153323,1668.98,4249,1142,11.51,359,1595,17.49,60.01,55.75,9.31,SMALL_TOWN,0
2014,CBP100764,5171,5_9,47535,51476,1106016811,4260710861,769.76,6195,5981,40.14,730,856,67.45,43.63,2.71,1.8,RURAL,0
2015,CBP100765,3261,50_99,64236,71393,1471919521,5895479513,494.24,5177,3992,7.05,41,644,35.97,59.47,1.8,9.56,RURAL,0
2019,CBP100766,3231,250_499,223,193,1581227,5674039,778.52,7396,5260,34.49,760,346,28.18,58.32,47.26,5.21,RURAL,0
2016,CBP100767,3131,10_19,26193,24102,424986199,1593171710,963.83,781,1393,9.73,116,1414,35.72,37.38,5.67,9.15,RURAL,0
2016,CBP100768,3251,1000_PLUS,25978,26788,587246185,2164284842,1753.27,8901,127,7.69,525,936,36.41,35.05,69.26,0.65,SUBURBAN,0
2020,CBP100769,1111,50_99,2076,1767,35523087,121804035,1023.29,11481,3062,31.34,707,25,20.4,23.48,28.6,15.75,RURAL,0
2022,CBP100770,3321,500_999,17557,15493,318650537,1202402235,625.68,5393,11926,45.5,1521,1352,1.29,44.72,38.44,0.09,SMALL_TOWN,0
2024,CBP100771,6211,5_9,26631,29136,486326465,1765232774,1394.45,2079,7564,45.76,729,602,17.45,6.4,29.64,15.94,SMALL_TOWN,0
2016,CBP100772,2371,1000_PLUS,38205,37737,649467256,2461708921,1630.21,7622,864,46.56,66,250,75.75,46.82,60.69,24.51,SMALL_TOWN,0
2024,CBP100773,6231,1_4,18072,19533,360608749,1245695819,2449.69,1046,1083,34.69,1241,1415,78.37,27.04,15.96,15.15,URBAN_CORE,1
2014,CBP100774,3121,20_49,44582,38757,900075603,3457073516,1433.62,9864,1435,47.98,144,1070,33.15,64.82,65.56,27.28,URBAN_CORE,0
2016,CBP100775,1121,20_49,9301,7976,164478937,603881799,780.85,114,3585,1.71,730,632,79.06,37.69,3.32,15.95,RURAL,0
2016,CBP100776,3241,100_249,49221,51921,890403795,3560784165,938.29,10975,1418,54.38,439,1702,9.42,9.42,64.8,12.12,URBAN_CORE,0
2023,CBP100777,4231,10_19,49020,47500,725181011,2730505457,812.0,8960,10730,13.19,1246,786,72.67,16.76,46.1,17.85,SUBURBAN,0
2023,CBP100778,6221,10_19,6563,6128,66952041,249266325,643.05,743,10758,23.27,304,1665,32.94,1.37,73.18,13.12,URBAN_CORE,0
2020,CBP100779,5111,1_4,600,613,10459184,40714185,2014.49,3292,10581,2.47,1758,1714,3.43,33.3,6.13,33.63,URBAN_CORE,0
2018,CBP100780,6221,10_19,24045,21895,159669002,642397974,1450.26,10403,9105,34.23,1659,1129,67.52,36.54,23.7,12.57,RURAL,0
2020,CBP100781,3231,1_4,73740,71425,624835203,2556428971,831.35,4364,8266,46.72,806,1630,7.66,12.7,3.82,17.72,SUBURBAN,0
2014,CBP100782,5221,250_499,66107,64407,1068344724,3684306395,1628.89,4083,11524,1.84,271,578,80.33,62.81,6.58,20.89,SMALL_TOWN,0
2023,CBP100783,3241,20_49,38301,41621,305796296,1054134917,2505.01,8761,6609,54.43,950,90,71.26,10.36,30.15,13.07,SMALL_TOWN,0
2025,CBP100784,3361,500_999,3959,4237,62575253,248169941,939.1,737,1816,25.52,1313,50,78.57,2.16,40.91,17.28,RURAL,0
2018,CBP100785,5241,50_99,22403,23318,460507890,1929408811,1959.36,228,6959,50.02,1231,890,71.54,37.08,55.21,18.25,SMALL_TOWN,0
2018,CBP100786,5411,5_9,11986,11878,238345284,888437370,1547.11,6041,1488,28.18,1412,132,23.53,14.17,68.37,23.87,SUBURBAN,0
2022,CBP100787,2371,100_249,18115,15948,138205956,491494168,1424.8,1953,7950,13.07,1150,1229,51.4,26.22,62.92,10.91,SUBURBAN,0
2017,CBP100788,2371,50_99,28124,25295,208946116,788905992,2369.14,2609,3016,18.79,425,1758,23.88,24.98,66.06,6.73,RURAL,0
2012,CBP100789,1111,10_19,55689,60725,1268944999,4468418242,2008.98,7711,11636,37.96,1409,1795,33.45,54.88,57.96,31.2,URBAN_CORE,0
2015,CBP100790,5221,1_4,35333,39485,699969618,2844219114,594.74,2635,8451,33.77,268,272,59.61,43.79,42.31,23.74,SMALL_TOWN,0
2023,CBP100791,3331,20_49,14398,15168,161492853,564504996,2486.4,6375,10697,6.43,375,1371,57.39,26.73,27.23,25.4,SMALL_TOWN,0
2020,CBP100792,3151,1000_PLUS,57889,55033,719549008,2853990849,2124.05,3988,1062,49.9,1734,474,51.59,53.67,14.27,11.85,URBAN_CORE,0
2016,CBP100793,3121,10_19,23653,26084,451654628,1680738426,2320.58,6530,6497,25.7,1410,225,12.14,50.62,47.27,12.0,RURAL,0
2024,CBP100794,2211,1000_PLUS,62418,56746,1287496398,4959085838,2266.07,9765,4879,9.37,1380,151,11.73,31.5,28.54,30.66,URBAN_CORE,1
2018,CBP100795,3131,1000_PLUS,16730,17491,315676906,1110414177,1778.78,852,4836,20.04,188,422,39.75,1.81,17.08,24.95,SMALL_TOWN,1
2019,CBP100796,3231,1000_PLUS,72408,75525,1537330924,6436336566,1556.27,8886,9802,6.1,1115,1032,72.55,43.53,6.58,32.99,SMALL_TOWN,0
2019,CBP100797,1112,5_9,25544,25888,494632556,2064208212,2257.02,175,1464,45.73,610,699,28.06,31.87,53.89,20.34,SMALL_TOWN,0
2023,CBP100798,3111,1000_PLUS,34086,32451,328218794,1365496187,954.89,2018,6484,38.23,324,278,66.32,62.06,63.18,0.53,SUBURBAN,0
2025,CBP100799,3341,50_99,49745,42659,726004031,3039721441,2334.49,547,5447,45.53,1043,1388,49.61,56.5,49.72,4.22,SMALL_TOWN,0
2017,CBP100800,3141,1000_PLUS,73608,76380,1527238424,6068014314,1221.13,4576,3606,31.27,369,833,8.39,50.19,9.73,10.0,URBAN_CORE,0
2013,CBP100801,3271,1000_PLUS,56771,63147,1389009222,5410331515,1150.27,2809,4168,6.25,1351,270,73.69,43.94,50.53,31.1,SMALL_TOWN,0
