demo_nativity_estimate_year,demo_nativity_subdistrict_lgd_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2025,16753339,Native,Bangladesh,2003,Other,None,Other,Telugu,Urdu,Malayalam,3,1177,13742,0.62,Refugee,N,N,Y,0.27
2020,47490714,Native,Nepal,2010,OCI,Basic,Bengali,Urdu,Gujarati,Bengali,6,101295,15073,0.36,Work,N,N,N,0.575
2024,42236266,Interstate_migrant,India,2020,OCI,None,Kannada,Marathi,Malayalam,Other,0,58788,4770,0.216,Refugee,Y,Y,N,0.699
2020,35429349,International_migrant,Nepal,2003,Citizen,Advanced,Gujarati,Urdu,Hindi,Bengali,4,75054,15230,0.206,Work,Y,Y,N,0.425
2023,98337888,Interstate_migrant,India,1991,Resident,Basic,Gujarati,Assamese,Bengali,Marathi,0,12170,34533,0.037,Tourist,N,N,Y,0.556
2025,52297304,Interstate_migrant,Sri_Lanka,2004,Resident,Basic,Telugu,Malayalam,Marathi,Marathi,2,104937,2060,0.205,Other,Y,N,Y,0.632
2023,25989282,Interstate_migrant,Other,1991,Other,None,Kannada,Assamese,Hindi,Hindi,10,33682,39027,0.276,Refugee,Y,Y,Y,0.055
2023,85931202,Interstate_migrant,Bangladesh,1991,Citizen,None,Punjabi,Urdu,Urdu,Punjabi,6,139889,23084,0.923,Other,Y,Y,Y,0.909
2024,18723630,International_migrant,Bhutan,2018,OCI,Advanced,Telugu,Punjabi,Hindi,Urdu,10,68200,27961,0.576,Refugee,N,Y,N,0.258
2022,61334541,International_migrant,Bhutan,2010,Resident,Basic,Punjabi,Tamil,Malayalam,Odia,10,59528,17691,0.12,Tourist,N,Y,Y,0.865
2018,83261654,Native,Myanmar,1996,Resident,Advanced,Malayalam,Marathi,Malayalam,Gujarati,4,122877,32178,0.849,Study,Y,Y,N,0.712
2018,16971167,International_migrant,Pakistan,1993,Other,Advanced,Assamese,Gujarati,Marathi,Punjabi,10,147880,3235,0.777,Study,N,N,N,0.14
2024,94030342,Interstate_migrant,Bangladesh,1995,Other,Intermediate,Gujarati,Punjabi,Urdu,Marathi,3,68109,34215,0.431,Tourist,N,Y,N,0.909
2025,20896116,Interstate_migrant,Sri_Lanka,2022,Other,Advanced,Gujarati,Tamil,Assamese,Malayalam,1,17662,14450,0.416,Work,N,N,Y,0.608
2021,24357732,International_migrant,Myanmar,2008,Resident,Intermediate,Bengali,Hindi,Punjabi,Kannada,10,13441,17174,0.408,Refugee,N,Y,N,0.475
2024,73794859,Interstate_migrant,Myanmar,2004,Citizen,None,Telugu,Odia,Odia,Marathi,8,195636,5835,0.596,Family,Y,Y,Y,0.332
2025,74067207,International_migrant,Sri_Lanka,1991,Resident,Advanced,Gujarati,Hindi,Telugu,Malayalam,10,17784,15613,0.868,Tourist,Y,N,Y,0.155
2020,96259656,Native,Pakistan,1995,Resident,Advanced,Hindi,Bengali,Tamil,Punjabi,8,114646,26226,0.843,Refugee,N,Y,Y,0.474
2020,69810665,International_migrant,India,2006,Citizen,None,Hindi,Gujarati,Punjabi,Marathi,10,178840,17304,0.116,Work,N,N,Y,0.518
2018,13088345,International_migrant,Pakistan,2020,Citizen,None,Tamil,Gujarati,Bengali,Gujarati,0,133724,11078,0.198,Work,N,N,Y,0.891
2023,19926689,Interstate_migrant,Bangladesh,2015,Citizen,None,Malayalam,Marathi,Punjabi,Other,0,31121,8542,0.484,Family,Y,Y,Y,0.295
2023,17242447,Interstate_migrant,Myanmar,1991,Other,Intermediate,Marathi,Gujarati,Marathi,Telugu,5,117693,25483,0.52,Refugee,Y,N,Y,0.477
2024,23851451,Interstate_migrant,Sri_Lanka,1990,OCI,Intermediate,Assamese,Tamil,Other,Gujarati,2,168936,5868,0.466,Family,Y,Y,N,0.659
2020,11379366,Interstate_migrant,Pakistan,1995,OCI,Intermediate,Gujarati,Punjabi,Bengali,Assamese,4,119881,38340,0.897,Family,Y,N,N,0.351
2019,73544992,International_migrant,Bhutan,2020,OCI,None,Marathi,Other,Bengali,Marathi,8,20134,26924,0.464,Work,Y,N,N,0.168
2024,93587885,International_migrant,India,1994,Citizen,Basic,Urdu,Odia,Urdu,Marathi,6,4902,15560,0.938,Family,Y,N,Y,0.107
2019,13496353,Interstate_migrant,Bangladesh,2007,OCI,Intermediate,Urdu,Malayalam,Malayalam,Hindi,0,41671,32320,0.995,Family,Y,N,Y,0.707
2019,36627770,Interstate_migrant,Myanmar,2021,OCI,None,Other,Kannada,Assamese,Tamil,9,94076,28282,0.597,Study,Y,Y,N,0.292
2023,90463923,Native,Pakistan,2014,OCI,Basic,Gujarati,Assamese,Gujarati,Malayalam,0,175399,10816,0.413,Refugee,N,N,Y,0.854
2019,65895894,Interstate_migrant,Myanmar,2015,Other,None,Kannada,Tamil,Other,Assamese,8,161639,4108,0.028,Refugee,N,Y,Y,0.38
2021,54665452,Native,Myanmar,1992,OCI,Basic,Assamese,Kannada,Hindi,Urdu,3,99204,35434,0.538,Work,N,Y,N,0.145
2019,78780471,Interstate_migrant,India,2003,OCI,Basic,Gujarati,Marathi,Malayalam,Malayalam,7,191241,31230,0.247,Work,Y,N,N,0.276
2022,36439777,Native,Bhutan,2014,OCI,Advanced,Other,Tamil,Punjabi,Odia,9,20732,15391,0.234,Work,Y,Y,Y,0.515
2021,59314848,Native,Myanmar,2009,Citizen,Basic,Punjabi,Hindi,Punjabi,Kannada,10,129585,35489,0.28,Family,Y,N,N,0.5
2021,42033293,Interstate_migrant,India,2005,Other,Advanced,Malayalam,Bengali,Marathi,Punjabi,9,116122,14976,0.218,Work,Y,Y,N,0.316
2025,52219194,Interstate_migrant,Other,2009,Resident,Intermediate,Kannada,Hindi,Malayalam,Malayalam,4,163162,34608,0.678,Work,N,Y,Y,0.093
2025,26697004,Interstate_migrant,Bhutan,2011,Citizen,Basic,Odia,Assamese,Tamil,Assamese,10,45465,35591,0.024,Family,N,Y,N,0.276
2022,17627945,Native,Nepal,2009,Resident,Basic,Urdu,Kannada,Tamil,Hindi,10,6182,36600,0.706,Family,Y,Y,Y,0.854
2018,19685153,Interstate_migrant,India,2021,OCI,None,Other,Marathi,Other,Gujarati,6,89069,31619,0.587,Refugee,Y,Y,Y,0.055
2023,93613122,International_migrant,Nepal,2000,Citizen,Intermediate,Hindi,Gujarati,Bengali,Tamil,2,93400,38937,0.374,Family,Y,N,N,0.164
2020,44419595,Interstate_migrant,Bangladesh,2000,Resident,Advanced,Hindi,Telugu,Odia,Gujarati,7,641,30643,0.898,Other,Y,N,Y,0.589
2025,64877695,Interstate_migrant,Other,1992,Citizen,Intermediate,Urdu,Odia,Telugu,Other,7,16829,20504,0.898,Family,Y,N,Y,0.006
2020,29483558,Native,Bangladesh,2009,Citizen,Intermediate,Other,Tamil,Other,Other,7,7155,12960,0.73,Family,Y,N,Y,0.765
2021,54178159,Native,Myanmar,1998,OCI,None,Odia,Bengali,Hindi,Gujarati,8,149967,30270,0.576,Refugee,Y,Y,Y,0.89
2021,55798320,Interstate_migrant,Nepal,2019,OCI,None,Odia,Assamese,Tamil,Tamil,0,151254,33516,0.423,Study,N,Y,N,0.836
2022,29360463,Native,Nepal,2003,Citizen,Basic,Urdu,Other,Other,Malayalam,2,15601,8896,0.392,Work,Y,N,Y,0.359
2022,82553484,Native,Myanmar,1998,Resident,Advanced,Bengali,Telugu,Gujarati,Other,9,193362,9246,0.261,Study,N,N,N,0.472
2022,71850225,Native,Bhutan,2017,Resident,Intermediate,Other,Urdu,Bengali,Assamese,1,100585,26616,0.31,Study,Y,N,Y,0.978
2020,42540882,International_migrant,Myanmar,2003,Citizen,Advanced,Urdu,Other,Odia,Assamese,3,139254,14204,0.312,Refugee,N,N,Y,0.159
2023,58892680,Interstate_migrant,Pakistan,2022,Other,None,Punjabi,Urdu,Punjabi,Other,7,66356,7836,0.163,Refugee,N,Y,Y,0.284
2022,20797622,Native,Nepal,2002,Other,Intermediate,Marathi,Assamese,Assamese,Punjabi,2,191278,26996,0.005,Family,Y,N,Y,0.039
2018,30459022,International_migrant,Other,2008,Citizen,None,Odia,Bengali,Odia,Odia,0,55192,4200,0.799,Work,N,N,N,0.136
2022,62477914,Interstate_migrant,Bangladesh,2015,OCI,Basic,Assamese,Tamil,Urdu,Bengali,1,38362,13155,0.029,Family,N,Y,N,0.769
2025,92497665,International_migrant,India,2007,Resident,Intermediate,Other,Odia,Marathi,Assamese,2,44844,208,0.634,Study,Y,Y,Y,0.202
2022,18818374,Interstate_migrant,Bhutan,2016,Other,Advanced,Tamil,Urdu,Gujarati,Hindi,9,28779,26925,0.347,Study,Y,N,N,0.438
2020,84662799,Interstate_migrant,India,2019,OCI,None,Telugu,Punjabi,Kannada,Tamil,0,74638,8908,0.707,Refugee,Y,Y,Y,0.13
2022,29835036,International_migrant,Sri_Lanka,2006,Citizen,None,Odia,Assamese,Assamese,Marathi,0,28899,33478,0.341,Family,N,Y,N,0.497
2024,35092556,International_migrant,Pakistan,2019,Resident,Intermediate,Gujarati,Assamese,Bengali,Other,0,10563,7167,0.909,Tourist,Y,N,Y,0.073
2019,14647223,Interstate_migrant,Myanmar,2005,Citizen,Basic,Punjabi,Urdu,Punjabi,Tamil,2,114356,12000,0.915,Refugee,N,N,N,0.433
2022,16655630,International_migrant,India,2007,Other,Basic,Malayalam,Urdu,Telugu,Bengali,10,145559,36319,0.112,Refugee,Y,Y,Y,0.196
2018,83434506,International_migrant,Other,1997,Citizen,Intermediate,Tamil,Urdu,Other,Gujarati,1,159927,32806,0.194,Other,Y,Y,Y,0.247
2019,10402853,International_migrant,Other,2003,Resident,None,Odia,Urdu,Bengali,Assamese,10,38348,27604,0.337,Other,Y,Y,Y,0.387
2018,48031214,Native,Myanmar,2015,Other,None,Gujarati,Tamil,Odia,Urdu,7,79735,37178,0.237,Study,Y,Y,Y,0.588
2025,65995135,Interstate_migrant,Other,2010,Citizen,Basic,Hindi,Assamese,Malayalam,Gujarati,8,183258,37352,0.583,Family,Y,N,N,0.592
2024,14087185,International_migrant,Sri_Lanka,2021,Resident,None,Gujarati,Kannada,Kannada,Hindi,0,84787,33799,0.464,Other,Y,Y,Y,0.045
2025,94041471,International_migrant,Nepal,1997,Citizen,Advanced,Malayalam,Urdu,Tamil,Bengali,7,88599,16664,0.348,Other,Y,Y,Y,0.404
2023,57823539,Native,Sri_Lanka,1994,Resident,Intermediate,Kannada,Odia,Punjabi,Marathi,1,68411,14029,0.484,Refugee,N,Y,N,0.572
2019,40310120,Interstate_migrant,Bhutan,2016,Citizen,Intermediate,Other,Odia,Malayalam,Marathi,2,18917,25544,0.277,Tourist,N,N,N,0.758
2021,76904126,International_migrant,Myanmar,2011,Resident,Basic,Odia,Hindi,Assamese,Tamil,6,116154,5399,0.419,Other,N,N,Y,0.281
2020,37110186,Native,Other,1990,OCI,Basic,Punjabi,Malayalam,Other,Urdu,7,185077,16751,0.593,Tourist,N,Y,Y,0.027
2022,81066743,International_migrant,Bangladesh,2024,Resident,Basic,Assamese,Telugu,Urdu,Gujarati,10,167586,10534,0.327,Work,Y,N,Y,0.361
2021,52085232,Native,Myanmar,2004,Resident,Intermediate,Malayalam,Telugu,Hindi,Urdu,1,103223,27254,0.893,Tourist,Y,N,N,0.178
2019,35822972,International_migrant,Bangladesh,1990,Citizen,Basic,Other,Urdu,Hindi,Telugu,9,171053,7834,0.154,Refugee,Y,N,N,0.561
2022,32283846,Interstate_migrant,Bhutan,1996,OCI,None,Assamese,Telugu,Other,Assamese,8,125329,14919,0.318,Study,N,Y,Y,0.008
2023,97497077,Native,Bangladesh,2019,OCI,Advanced,Telugu,Bengali,Bengali,Tamil,1,130744,34761,0.22,Work,N,N,Y,0.279
2019,68449239,International_migrant,Other,2008,OCI,Basic,Malayalam,Tamil,Tamil,Tamil,0,30061,20334,0.798,Work,N,N,Y,0.804
2022,45390664,Native,Bangladesh,2019,OCI,Intermediate,Telugu,Hindi,Punjabi,Assamese,10,55418,15627,0.751,Refugee,N,N,Y,0.763
2023,11304612,Interstate_migrant,Sri_Lanka,1997,Resident,None,Malayalam,Hindi,Hindi,Marathi,1,112709,1664,0.782,Work,N,Y,N,0.84
2024,33510446,Native,Bhutan,2008,Resident,Basic,Urdu,Punjabi,Malayalam,Assamese,2,143934,14720,0.691,Work,Y,Y,Y,0.668
2018,34280244,Native,India,1994,OCI,Intermediate,Hindi,Punjabi,Other,Punjabi,1,193310,26528,0.904,Work,N,N,Y,0.003
2024,49256089,International_migrant,India,2017,OCI,None,Tamil,Punjabi,Gujarati,Malayalam,0,139167,18427,0.06,Other,N,N,N,0.413
2024,92133295,Interstate_migrant,Myanmar,2008,Resident,Advanced,Malayalam,Marathi,Malayalam,Other,1,107726,13720,0.778,Other,Y,N,Y,0.872
2022,38079087,Native,Bhutan,1998,Resident,Basic,Tamil,Telugu,Tamil,Other,9,185398,1759,0.596,Family,Y,Y,Y,0.808
2018,44101759,International_migrant,Sri_Lanka,2014,OCI,Basic,Malayalam,Urdu,Assamese,Kannada,4,117561,20338,0.299,Refugee,N,N,Y,0.048
2024,84465748,Native,Bangladesh,2012,OCI,Intermediate,Assamese,Kannada,Telugu,Assamese,10,35387,37283,0.234,Study,Y,N,Y,0.856
2025,62428036,Interstate_migrant,Bhutan,2008,OCI,Intermediate,Punjabi,Odia,Odia,Gujarati,9,139956,31178,0.484,Other,Y,N,Y,0.31
2021,22985530,International_migrant,Pakistan,2015,Citizen,Intermediate,Other,Hindi,Gujarati,Bengali,8,22358,38857,0.09,Other,N,N,Y,0.266
2024,18213480,Interstate_migrant,Myanmar,2009,Resident,Basic,Kannada,Marathi,Other,Other,4,27569,16410,0.678,Refugee,Y,N,Y,0.266
2018,96926385,Native,Nepal,1996,Citizen,Intermediate,Assamese,Bengali,Telugu,Tamil,6,159769,6961,0.672,Study,Y,N,N,0.594
2022,50610471,Interstate_migrant,Pakistan,1994,OCI,Advanced,Gujarati,Tamil,Kannada,Malayalam,2,184571,37210,0.083,Work,N,Y,Y,0.735
2018,19957550,International_migrant,Other,2005,Resident,None,Bengali,Marathi,Punjabi,Malayalam,8,18926,35643,0.436,Family,N,Y,Y,0.976
2019,54370668,International_migrant,Pakistan,2003,Other,Basic,Malayalam,Odia,Kannada,Assamese,8,77458,17680,0.633,Study,N,Y,N,0.521
2020,92634961,International_migrant,Myanmar,2020,Citizen,Intermediate,Hindi,Kannada,Gujarati,Malayalam,2,6624,4322,0.174,Family,N,Y,Y,0.766
2025,88850862,Interstate_migrant,Nepal,1993,Other,Intermediate,Tamil,Urdu,Malayalam,Hindi,2,185516,30987,0.122,Work,N,Y,N,0.038
2021,45324598,Native,India,2025,OCI,Advanced,Malayalam,Punjabi,Kannada,Telugu,4,68042,9358,0.773,Family,Y,N,Y,0.416
2019,42930007,Interstate_migrant,Nepal,2019,OCI,Advanced,Punjabi,Gujarati,Odia,Tamil,10,124409,15214,0.381,Other,Y,Y,N,0.703
2023,94978683,Interstate_migrant,Nepal,2017,Resident,None,Punjabi,Telugu,Telugu,Gujarati,1,109638,33614,0.622,Tourist,N,Y,Y,0.33
2019,14454976,Native,Sri_Lanka,2012,Other,Intermediate,Assamese,Punjabi,Malayalam,Assamese,1,65153,19789,0.949,Tourist,N,N,Y,0.477
2025,86427222,International_migrant,Myanmar,2001,OCI,Intermediate,Malayalam,Telugu,Hindi,Gujarati,8,48520,4424,0.318,Study,Y,N,N,0.349
2022,42028565,Interstate_migrant,Other,2013,Other,Basic,Marathi,Other,Marathi,Malayalam,4,65231,16003,0.837,Work,N,Y,Y,0.223
2023,42947993,International_migrant,Pakistan,1994,OCI,None,Punjabi,Odia,Tamil,Bengali,8,57466,31329,0.92,Tourist,Y,N,Y,0.714
2025,51924705,Interstate_migrant,Other,2016,Other,None,Other,Gujarati,Kannada,Urdu,4,148710,25174,0.953,Study,Y,N,N,0.154
2019,96961387,International_migrant,Nepal,2017,OCI,Intermediate,Hindi,Marathi,Hindi,Tamil,1,194530,4076,0.251,Work,Y,N,Y,0.378
2020,13385068,Interstate_migrant,Myanmar,1999,Citizen,Advanced,Hindi,Kannada,Gujarati,Other,4,92930,27205,0.826,Other,N,N,Y,0.537
2019,56433942,Interstate_migrant,Nepal,2023,Other,Intermediate,Assamese,Tamil,Assamese,Kannada,10,68064,30116,0.714,Work,N,N,N,0.11
2024,29663107,Interstate_migrant,Pakistan,1998,Resident,Intermediate,Punjabi,Gujarati,Assamese,Gujarati,9,137692,6409,0.504,Family,Y,N,Y,0.771
2023,15620381,International_migrant,Sri_Lanka,1993,Resident,Advanced,Odia,Assamese,Malayalam,Assamese,5,36534,33059,0.659,Study,N,N,N,0.988
2024,41525303,International_migrant,India,2003,OCI,None,Telugu,Marathi,Bengali,Punjabi,5,50364,29638,0.105,Study,N,Y,Y,0.587
2022,46386155,Interstate_migrant,Nepal,2004,Other,Advanced,Punjabi,Bengali,Hindi,Bengali,2,121454,32961,0.852,Tourist,N,Y,N,0.666
2024,56858601,International_migrant,Bangladesh,2000,Citizen,Advanced,Tamil,Malayalam,Tamil,Telugu,0,174425,177,0.926,Other,Y,N,N,0.625
2018,73323615,Interstate_migrant,Bhutan,2005,OCI,None,Kannada,Other,Assamese,Assamese,0,15368,1393,0.164,Tourist,Y,Y,N,0.914
2018,25657830,International_migrant,Bangladesh,2025,Resident,Intermediate,Marathi,Tamil,Other,Malayalam,7,39380,19035,0.738,Work,N,Y,N,0.367
2025,70734044,Native,Sri_Lanka,2020,OCI,Intermediate,Assamese,Odia,Hindi,Bengali,6,165607,26882,0.42,Work,N,N,N,0.396
2018,85605223,Native,India,2016,OCI,Advanced,Telugu,Other,Hindi,Hindi,5,162978,881,0.451,Other,Y,N,N,0.374
2025,99478807,Interstate_migrant,Bangladesh,2019,Citizen,None,Kannada,Malayalam,Malayalam,Punjabi,3,48467,34071,0.466,Family,N,Y,N,0.371
2023,49720046,Interstate_migrant,Bhutan,2018,Resident,None,Tamil,Kannada,Telugu,Punjabi,7,31893,15335,0.095,Study,Y,N,N,0.545
2024,71420647,International_migrant,Other,2003,Other,Intermediate,Tamil,Assamese,Punjabi,Odia,1,119665,2134,0.514,Work,N,Y,Y,0.659
2023,55455903,International_migrant,Pakistan,2013,OCI,Basic,Assamese,Bengali,Telugu,Punjabi,9,108016,26153,0.503,Work,N,Y,Y,0.917
2021,97896999,International_migrant,Sri_Lanka,1992,Citizen,Basic,Other,Gujarati,Punjabi,Telugu,8,60978,163,0.749,Other,Y,N,Y,0.59
2021,89520052,Native,Nepal,2011,Resident,Basic,Marathi,Gujarati,Malayalam,Odia,2,107341,27722,0.569,Other,Y,Y,Y,0.757
2023,56014822,International_migrant,Pakistan,2014,Resident,None,Kannada,Tamil,Assamese,Bengali,0,37023,8384,0.787,Tourist,N,Y,N,0.987
2018,12616438,International_migrant,Sri_Lanka,2023,Other,Intermediate,Other,Odia,Odia,Bengali,5,89372,21218,0.271,Other,N,N,Y,0.439
2025,59389887,Native,India,2002,Resident,Advanced,Telugu,Gujarati,Assamese,Tamil,5,196114,13291,0.253,Other,N,N,Y,0.411
2025,51928629,Interstate_migrant,Sri_Lanka,2014,Other,Advanced,Punjabi,Odia,Tamil,Punjabi,8,74255,22838,0.005,Other,Y,N,N,0.9
2018,59459332,International_migrant,India,2011,Citizen,None,Marathi,Assamese,Kannada,Odia,5,21671,32776,0.793,Other,Y,Y,N,0.864
2025,21796261,Native,Bangladesh,1997,Citizen,Intermediate,Telugu,Urdu,Hindi,Marathi,2,76926,18606,0.148,Tourist,N,N,N,0.681
2024,53348298,International_migrant,India,2020,Citizen,Basic,Odia,Marathi,Kannada,Odia,10,59864,286,0.356,Study,N,Y,N,0.596
2020,89544586,Native,Other,1997,OCI,Advanced,Urdu,Kannada,Bengali,Bengali,10,43528,19827,0.305,Study,Y,Y,Y,0.155
2024,87164073,International_migrant,Bhutan,2019,Citizen,Advanced,Other,Hindi,Marathi,Gujarati,7,187786,32715,0.028,Family,Y,N,Y,0.581
2025,53377593,Native,Myanmar,2007,Other,Advanced,Kannada,Odia,Marathi,Malayalam,0,116559,15499,0.563,Family,Y,N,Y,0.196
2021,65242966,Interstate_migrant,Pakistan,1992,Other,Intermediate,Marathi,Tamil,Urdu,Hindi,10,8895,9715,0.174,Refugee,Y,Y,Y,0.812
2019,15087215,Native,India,1992,Other,Intermediate,Other,Hindi,Bengali,Bengali,5,60471,13031,0.661,Other,Y,N,Y,0.81
2023,64096618,Native,Other,1997,Other,None,Urdu,Odia,Assamese,Other,10,35880,25945,0.088,Work,N,N,N,0.155
2021,79130987,Interstate_migrant,Sri_Lanka,1992,OCI,Basic,Urdu,Hindi,Odia,Hindi,5,147426,13086,0.933,Refugee,N,Y,N,0.482
2022,94254723,Interstate_migrant,Bangladesh,2017,Other,Intermediate,Odia,Telugu,Odia,Odia,10,89337,32658,0.991,Work,N,N,Y,0.384
2025,33986085,International_migrant,Myanmar,2023,Other,Basic,Malayalam,Urdu,Gujarati,Malayalam,7,68428,17227,0.589,Study,N,N,Y,0.444
2023,93055687,Native,Sri_Lanka,2004,Resident,Intermediate,Marathi,Odia,Malayalam,Gujarati,8,53607,37930,0.54,Family,Y,N,Y,0.361
2022,12825337,Interstate_migrant,India,2002,Other,None,Assamese,Hindi,Odia,Bengali,4,71539,36197,0.891,Tourist,N,Y,N,0.461
2021,70957954,Native,Bhutan,2021,Citizen,Advanced,Assamese,Odia,Telugu,Other,5,166740,13572,0.43,Refugee,Y,N,N,0.545
2024,10546895,International_migrant,Other,2022,Resident,Intermediate,Gujarati,Hindi,Gujarati,Other,0,129829,16606,0.103,Refugee,N,N,Y,0.796
2022,61659699,Native,Bhutan,1991,Resident,Basic,Urdu,Bengali,Punjabi,Telugu,6,149153,25533,0.45,Study,N,Y,N,0.979
2022,95972582,Interstate_migrant,Nepal,2015,Resident,None,Assamese,Odia,Gujarati,Other,10,71411,2811,0.933,Other,N,Y,N,0.727
2025,12379039,International_migrant,Bangladesh,2015,OCI,Intermediate,Malayalam,Punjabi,Hindi,Marathi,1,99205,32748,0.343,Study,Y,N,Y,0.077
2021,61057223,International_migrant,Myanmar,2004,Resident,Basic,Hindi,Tamil,Urdu,Urdu,1,199767,13575,0.369,Study,Y,Y,Y,0.9
2025,21472826,Interstate_migrant,India,2019,Other,Intermediate,Marathi,Punjabi,Hindi,Odia,8,16102,29773,0.458,Other,Y,N,Y,0.273
2018,91427812,International_migrant,Pakistan,2016,Other,Basic,Punjabi,Other,Kannada,Kannada,7,184508,29363,0.322,Work,N,Y,Y,0.049
2020,33660735,International_migrant,Nepal,2023,OCI,None,Odia,Tamil,Urdu,Bengali,6,127607,7650,0.743,Study,N,N,N,0.645
2025,62236265,Native,Bhutan,2015,OCI,Basic,Tamil,Other,Kannada,Gujarati,0,34687,23875,0.331,Tourist,N,N,N,0.823
2020,40187821,Native,Bangladesh,2013,Resident,None,Urdu,Malayalam,Telugu,Telugu,9,46157,1885,0.089,Family,Y,N,Y,0.284
2024,53366339,International_migrant,India,2020,Resident,None,Bengali,Urdu,Malayalam,Odia,5,191423,26596,0.731,Other,N,Y,N,0.934
2018,97535635,International_migrant,Bangladesh,2005,Resident,Intermediate,Assamese,Telugu,Telugu,Bengali,7,15219,30453,0.652,Other,N,N,Y,0.21
2025,36293524,Native,Bhutan,2021,Citizen,None,Tamil,Bengali,Punjabi,Odia,9,193707,19607,0.341,Study,N,Y,N,0.958
2025,96723769,International_migrant,India,2014,OCI,None,Urdu,Bengali,Gujarati,Assamese,7,173085,28087,0.51,Other,Y,Y,Y,0.239
2018,71579887,Native,Pakistan,1991,Resident,Intermediate,Marathi,Punjabi,Telugu,Marathi,3,114996,6318,0.395,Other,Y,Y,Y,0.283
2021,23951634,Interstate_migrant,Bangladesh,2017,Resident,Advanced,Hindi,Tamil,Tamil,Telugu,0,7599,38528,0.545,Other,N,Y,N,0.345
2019,16881787,International_migrant,Other,2009,Citizen,None,Malayalam,Kannada,Assamese,Other,7,108786,13016,0.88,Tourist,N,N,N,0.149
2021,28452512,Native,India,2011,Citizen,Basic,Bengali,Tamil,Assamese,Tamil,3,165916,19940,0.147,Tourist,Y,Y,Y,0.914
2023,64456248,Interstate_migrant,Nepal,2004,Other,Basic,Tamil,Assamese,Kannada,Kannada,0,122376,18732,0.806,Other,N,N,N,0.449
2023,15416657,International_migrant,Other,1998,Other,Basic,Kannada,Assamese,Odia,Hindi,7,20845,21041,0.957,Work,N,Y,N,0.888
2025,72812463,Interstate_migrant,Myanmar,2021,Other,Advanced,Gujarati,Kannada,Hindi,Marathi,7,36218,4247,0.067,Other,Y,Y,N,0.758
2025,19881862,Native,Myanmar,2002,Other,None,Bengali,Tamil,Marathi,Bengali,5,15366,18216,0.802,Study,Y,Y,N,0.164
2018,34100249,International_migrant,Myanmar,2004,Citizen,None,Hindi,Telugu,Kannada,Kannada,4,84625,26928,0.07,Study,N,Y,N,0.628
2025,58997585,International_migrant,Pakistan,1998,Citizen,Advanced,Malayalam,Gujarati,Malayalam,Tamil,9,170160,31426,0.317,Refugee,Y,N,Y,0.308
2021,46375870,Interstate_migrant,Bangladesh,2006,Citizen,Basic,Tamil,Kannada,Tamil,Hindi,3,148307,33339,0.815,Refugee,N,Y,Y,0.746
2024,70053762,International_migrant,Nepal,2003,Citizen,None,Malayalam,Marathi,Kannada,Assamese,0,35066,4908,0.694,Family,N,N,N,0.355
2022,47872751,Native,Other,2014,Citizen,None,Kannada,Hindi,Urdu,Odia,7,17426,30147,0.846,Study,N,N,N,0.108
2023,52575918,Interstate_migrant,Other,2001,Other,Basic,Kannada,Marathi,Hindi,Assamese,1,15709,30563,0.261,Work,Y,N,Y,0.682
2022,64460697,Interstate_migrant,India,2011,Citizen,Basic,Tamil,Hindi,Kannada,Telugu,1,23816,33319,0.71,Work,N,N,N,0.718
2021,60813531,Interstate_migrant,Pakistan,1995,Resident,Basic,Gujarati,Telugu,Malayalam,Punjabi,5,117011,31573,0.384,Family,N,N,Y,0.208
2024,87690824,International_migrant,India,2022,Resident,Intermediate,Telugu,Hindi,Odia,Malayalam,9,89068,10579,0.023,Study,N,Y,Y,0.981
2023,26353201,Interstate_migrant,Nepal,2000,Citizen,Intermediate,Marathi,Assamese,Urdu,Tamil,9,59308,6797,0.87,Study,Y,Y,Y,0.706
2020,99637568,International_migrant,Pakistan,2015,Citizen,None,Odia,Other,Malayalam,Urdu,3,131859,16062,0.84,Tourist,Y,Y,N,0.224
2022,62163999,International_migrant,Sri_Lanka,1990,Citizen,Advanced,Kannada,Assamese,Odia,Kannada,5,99784,9783,0.974,Study,N,N,N,0.725
2021,25254827,Interstate_migrant,Myanmar,2023,OCI,Advanced,Urdu,Tamil,Tamil,Gujarati,9,149577,18348,0.641,Work,N,N,Y,0.156
2024,62824558,Native,Bhutan,2007,Citizen,Basic,Assamese,Odia,Marathi,Tamil,8,166603,19723,0.254,Tourist,N,Y,N,0.147
2024,37138285,International_migrant,Pakistan,1999,Resident,Advanced,Other,Other,Bengali,Odia,4,41734,14259,0.289,Work,Y,N,N,0.485
2018,92391659,International_migrant,Bangladesh,1990,Resident,Intermediate,Malayalam,Bengali,Telugu,Telugu,1,87347,30160,0.379,Work,N,Y,N,0.68
