econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_inr,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
2019-W30,4722,BNPL,35382416.01,115473,111632,4195.98,50.83,49.17,10.63,1.722,31.94,29.37,Upper_Middle,18_24,POS,Morning,N,0.3747,PinCodeCluster
2021-W08,4722,NetBanking,39816032.69,159029,21901,819.93,48.5,51.5,6.44,2.239,16.82,85.65,Low,18_24,Android,Evening,N,0.5037,National
2023-W33,4814,UPI,48068721.93,630,105684,3705.3,52.98,47.02,11.66,0.313,30.69,57.94,Low,55_64,iOS,Night,N,0.0713,National
2021-W39,5541,UPI,37888243.68,24438,119399,3764.47,11.13,88.87,3.17,2.088,18.86,41.22,Low,35_44,Web,Night,Y,0.619,National
2019-W03,8062,Wallet,9594479.03,75705,9301,2051.16,41.26,58.74,11.98,2.575,31.62,73.06,High,55_64,Web,Night,N,0.1327,State
2022-W35,4789,UPI,3236626.9,205410,69812,4498.98,48.72,51.28,10.18,1.576,23.66,51.5,Upper_Middle,65_plus,Android,Midday,N,0.4181,State
2024-W33,5999,Wallet,22428104.77,238135,83606,2541.64,72.77,27.23,7.38,1.239,38.74,26.28,Middle,35_44,POS,Night,Y,0.1948,PinCodeCluster
2023-W17,4900,NetBanking,44547680.3,152261,61982,788.14,64.61,35.39,10.95,0.339,23.47,96.18,High,45_54,iOS,Morning,N,0.0574,State
2024-W39,4814,CashOnDelivery,57520171.11,137678,86404,1010.41,8.97,91.03,0.33,1.212,26.15,87.42,Middle,55_64,iOS,Evening,Y,0.5884,District
2025-W35,4511,Card,36152211.32,182855,28646,550.67,96.94,3.06,0.7,0.067,23.0,94.14,Middle,55_64,iOS,Night,Y,0.0032,National
2024-W19,8062,Wallet,35215026.28,94782,88809,3466.8,93.22,6.78,10.18,1.199,38.75,59.09,Middle,55_64,iOS,Midday,Y,0.8374,State
2022-W12,5999,Wallet,57129335.71,6293,70463,1746.71,52.7,47.3,5.47,0.04,18.18,29.67,Middle,45_54,Android,Evening,N,0.9971,State
2020-W12,5912,Wallet,54820458.05,231728,50147,3743.83,60.35,39.65,0.28,2.728,12.48,96.06,Middle,55_64,iOS,Evening,N,0.3342,PinCodeCluster
2022-W13,4900,NetBanking,7047117.73,187279,115367,328.22,76.33,23.67,11.37,2.751,0.54,86.18,Lower_Middle,55_64,Android,Night,N,0.4613,District
2019-W46,5732,CashOnDelivery,9612842.71,195518,86490,2626.8,5.31,94.69,10.3,2.96,15.99,83.27,Upper_Middle,35_44,Android,Midday,N,0.877,District
2025-W20,5311,Card,1266012.7,68266,68496,1137.9,31.43,68.57,6.75,1.767,21.87,63.11,High,65_plus,POS,Midday,N,0.446,PinCodeCluster
2025-W20,5541,NetBanking,10228749.65,105678,79290,3346.5,23.97,76.03,5.09,0.375,38.0,45.69,Lower_Middle,65_plus,iOS,Evening,N,0.2282,PinCodeCluster
2021-W29,4111,BNPL,30220937.97,192699,85662,2864.15,38.98,61.02,11.02,1.348,11.22,27.75,Middle,45_54,Android,Evening,Y,0.3677,District
2022-W14,4722,CashOnDelivery,11461387.07,218282,21423,3855.41,56.97,43.03,4.59,1.594,33.22,31.2,Lower_Middle,55_64,Android,Midday,Y,0.5865,PinCodeCluster
2019-W27,4111,CashOnDelivery,56227549.64,65726,58842,627.59,20.62,79.38,0.55,1.543,12.57,75.48,Lower_Middle,45_54,Web,Midday,N,0.9014,State
2020-W19,5311,UPI,48167488.14,141907,48811,635.75,50.53,49.47,6.07,1.774,28.92,91.44,Middle,45_54,FeaturePhone,Evening,Y,0.1182,State
2020-W29,4511,Card,6156233.28,217690,5751,4309.71,59.88,40.12,11.01,0.151,34.47,21.55,High,35_44,POS,Evening,Y,0.4108,City
2021-W23,5311,BNPL,56672700.15,7773,76186,2270.74,63.51,36.49,8.74,0.119,8.32,40.57,Upper_Middle,65_plus,Web,Morning,N,0.5419,State
2025-W04,4722,UPI,28670123.67,180777,102103,1206.05,83.24,16.76,4.43,2.836,30.0,46.6,Low,35_44,iOS,Night,Y,0.0341,State
2021-W04,4511,BNPL,25962612.08,115753,87053,332.23,10.03,89.97,7.76,0.491,18.89,91.39,Upper_Middle,25_34,iOS,Morning,N,0.6023,District
2022-W06,4111,BNPL,50110392.13,33589,91799,1328.35,57.62,42.38,0.07,0.543,5.91,79.69,Middle,35_44,POS,Midday,Y,0.3826,National
2020-W46,5311,NetBanking,13429467.77,156656,78293,4307.98,48.11,51.89,4.66,1.971,13.43,68.71,Middle,65_plus,Android,Morning,Y,0.0085,City
2025-W06,5999,Wallet,16317420.9,57014,282,2161.0,63.13,36.87,7.4,2.061,6.81,77.05,Upper_Middle,35_44,FeaturePhone,Evening,N,0.3707,State
2025-W28,5732,CashOnDelivery,19792960.72,215186,90822,730.55,88.06,11.94,0.18,1.38,32.74,42.66,Upper_Middle,18_24,FeaturePhone,Morning,N,0.852,City
2024-W11,5732,Wallet,56482604.69,101052,28880,2248.4,82.23,17.77,4.27,1.476,8.53,25.78,High,18_24,Android,Evening,N,0.7623,City
2022-W02,5732,UPI,32637231.63,193704,81294,3997.02,43.61,56.39,5.62,1.062,22.4,93.2,Upper_Middle,35_44,Android,Evening,N,0.1023,District
2020-W05,4722,CashOnDelivery,52832289.11,19746,82395,2525.98,37.34,62.66,8.29,1.118,2.67,72.06,High,65_plus,Web,Midday,N,0.6077,State
2023-W45,4511,NetBanking,17554593.63,88506,76143,2174.33,28.16,71.84,0.42,1.208,19.37,29.37,Low,35_44,Web,Night,N,0.3078,State
2021-W50,5541,CashOnDelivery,42581617.22,81000,113017,2905.95,14.7,85.3,10.94,0.981,21.07,19.05,Upper_Middle,18_24,iOS,Morning,Y,0.2079,District
2019-W43,4511,CashOnDelivery,35602912.4,71816,117328,2859.04,28.16,71.84,7.68,1.149,12.06,74.37,Lower_Middle,25_34,POS,Evening,N,0.9423,District
2025-W37,4814,NetBanking,58639247.61,203426,31827,3627.47,29.28,70.72,2.11,1.58,9.01,17.58,Middle,65_plus,Android,Midday,N,0.5009,National
2025-W37,5912,NetBanking,41304498.34,154344,48113,3453.03,14.23,85.77,8.71,2.024,4.98,26.49,Lower_Middle,45_54,FeaturePhone,Morning,N,0.4556,State
2024-W25,5812,UPI,28583307.62,185454,48336,2774.33,36.93,63.07,10.95,2.962,7.24,10.09,Low,35_44,Web,Evening,Y,0.2492,District
2020-W31,5541,CashOnDelivery,22028665.42,22600,96072,1064.64,59.39,40.61,4.21,2.107,36.8,74.97,Lower_Middle,18_24,FeaturePhone,Night,Y,0.7218,National
2023-W22,4900,CashOnDelivery,32467480.32,157152,114375,850.86,54.67,45.33,3.03,0.899,10.83,12.69,Upper_Middle,65_plus,Android,Morning,Y,0.1682,District
2020-W06,4722,Wallet,47015277.62,36076,77430,1333.54,59.8,40.2,4.19,2.711,4.97,55.93,Middle,25_34,iOS,Morning,N,0.4097,State
2019-W50,5411,BNPL,45597167.22,155826,48618,543.66,40.11,59.89,8.03,0.239,37.74,11.71,Lower_Middle,35_44,FeaturePhone,Midday,Y,0.996,District
2023-W05,4722,Wallet,3050459.75,91906,62987,462.36,40.22,59.78,3.36,1.887,9.43,69.75,Middle,55_64,Web,Evening,N,0.1475,City
2023-W39,4511,Wallet,15264456.06,94226,106858,302.31,88.46,11.54,6.56,1.815,7.75,83.4,Upper_Middle,55_64,iOS,Morning,N,0.4398,State
2020-W28,5812,Wallet,32604694.42,8322,85652,1939.21,51.55,48.45,1.06,1.635,13.28,50.86,Lower_Middle,65_plus,FeaturePhone,Morning,Y,0.6595,City
2022-W20,4111,BNPL,34614491.79,244296,47179,3018.35,85.57,14.43,6.09,1.232,14.94,64.59,Lower_Middle,65_plus,FeaturePhone,Evening,Y,0.2139,National
2020-W13,5999,NetBanking,46754080.58,106923,79435,4124.54,69.88,30.12,7.95,1.361,11.02,66.18,Middle,55_64,Android,Morning,N,0.7104,State
2022-W38,4722,BNPL,56227697.33,172909,102559,3093.35,29.87,70.13,4.26,1.762,26.77,90.14,Middle,18_24,FeaturePhone,Evening,Y,0.3189,State
2019-W38,5912,CashOnDelivery,35389165.53,151053,35066,3926.0,52.67,47.33,0.53,2.895,28.1,21.83,High,55_64,POS,Evening,N,0.6789,City
2025-W17,4111,Wallet,10258671.07,134007,92201,3378.08,14.98,85.02,4.61,1.986,14.56,67.09,Middle,55_64,iOS,Night,N,0.581,District
2023-W15,4111,Wallet,55146749.9,138316,13258,3174.8,35.23,64.77,0.51,1.4,22.21,61.36,Upper_Middle,25_34,FeaturePhone,Evening,Y,0.025,State
2025-W36,4111,NetBanking,10333102.51,218484,18817,4235.55,61.39,38.61,5.9,1.485,17.5,83.69,High,18_24,iOS,Midday,Y,0.068,PinCodeCluster
2020-W35,5311,Wallet,11564229.61,49982,67575,3949.04,81.19,18.81,4.79,2.617,34.79,68.49,Low,45_54,FeaturePhone,Morning,N,0.8963,State
2024-W45,5541,UPI,13538569.43,249881,58469,2750.76,20.25,79.75,7.15,0.691,32.51,65.02,Upper_Middle,55_64,FeaturePhone,Evening,N,0.7431,District
2023-W52,4111,UPI,17780070.55,48405,28179,4408.71,33.97,66.03,6.09,1.229,2.64,55.09,Upper_Middle,25_34,Android,Night,Y,0.6269,National
2024-W25,4511,Card,2208087.03,201835,41360,1880.06,49.04,50.96,5.02,1.939,0.22,15.59,High,45_54,iOS,Morning,N,0.627,District
2022-W30,5311,NetBanking,54866181.78,20529,42055,1840.35,47.89,52.11,3.59,2.92,17.83,20.22,Upper_Middle,25_34,Web,Morning,Y,0.8507,State
2024-W23,4511,NetBanking,38732290.03,237028,7385,3318.56,22.47,77.53,11.94,1.622,1.84,94.14,Lower_Middle,25_34,FeaturePhone,Midday,Y,0.3076,State
2025-W34,5541,BNPL,29015845.19,215253,60458,4231.28,46.85,53.15,11.28,0.488,35.01,82.63,Lower_Middle,18_24,iOS,Morning,N,0.345,City
2024-W43,8062,UPI,53054731.72,16940,104919,3020.41,74.91,25.09,11.07,0.073,28.61,31.09,Middle,55_64,Web,Evening,Y,0.6583,State
2022-W18,5411,Wallet,3978022.55,12226,65005,3051.14,53.62,46.38,3.26,2.605,12.28,50.28,Lower_Middle,45_54,Web,Night,Y,0.7114,District
2022-W12,4111,Wallet,29186860.93,182030,99807,2249.42,70.49,29.51,9.72,1.386,12.83,19.48,Upper_Middle,35_44,Android,Night,N,0.1197,PinCodeCluster
2025-W45,5912,Wallet,12596051.45,237898,59292,574.58,87.54,12.46,0.75,2.397,13.11,48.07,Middle,65_plus,FeaturePhone,Morning,N,0.6502,PinCodeCluster
2022-W37,5999,CashOnDelivery,26850632.6,142394,53305,2788.89,56.33,43.67,7.79,1.593,20.79,53.17,Middle,45_54,FeaturePhone,Midday,Y,0.1557,State
2022-W49,5541,NetBanking,27197341.32,173142,100970,763.29,35.25,64.75,5.12,1.713,13.91,66.08,High,25_34,FeaturePhone,Midday,N,0.435,City
2019-W23,5912,BNPL,13330617.29,35171,98658,825.42,16.7,83.3,9.36,0.823,36.01,16.62,Middle,45_54,FeaturePhone,Evening,N,0.4817,City
2020-W06,4111,CashOnDelivery,53784161.8,7386,102437,1563.41,28.54,71.46,10.53,2.26,35.84,19.04,Middle,65_plus,Web,Midday,Y,0.2267,State
2025-W46,5411,BNPL,51806571.53,60130,36764,829.52,44.75,55.25,8.61,0.622,32.37,16.33,Lower_Middle,18_24,iOS,Evening,N,0.5677,National
2024-W30,4511,Wallet,54999119.95,99815,9879,1094.29,57.45,42.55,0.14,1.83,14.73,67.9,Middle,45_54,FeaturePhone,Midday,N,0.2666,State
2024-W34,4900,CashOnDelivery,20393328.48,79072,43664,166.57,53.1,46.9,7.82,2.961,4.84,88.52,Low,25_34,iOS,Night,N,0.0816,State
2021-W02,5912,Wallet,59700141.88,239379,119443,2647.35,12.98,87.02,3.05,0.132,29.03,10.15,Middle,18_24,POS,Morning,Y,0.9175,PinCodeCluster
2021-W01,4111,UPI,54510185.08,39743,95251,4347.29,51.12,48.88,4.42,2.459,26.93,90.73,High,65_plus,Android,Midday,Y,0.9595,District
2025-W36,5411,NetBanking,52218737.43,51686,1518,1526.25,21.9,78.1,11.44,2.605,3.7,23.53,High,45_54,Web,Midday,Y,0.1858,City
2019-W39,4722,UPI,45911478.15,3025,23887,4165.36,42.01,57.99,10.83,1.103,12.3,70.57,Upper_Middle,25_34,FeaturePhone,Evening,N,0.7525,District
2022-W38,5912,Wallet,2695557.87,71663,79389,3726.17,71.0,29.0,6.49,2.54,24.74,73.77,High,35_44,iOS,Evening,N,0.8133,State
2022-W46,4900,CashOnDelivery,36523265.73,152781,60948,533.73,26.94,73.06,1.98,1.376,25.83,74.77,Middle,65_plus,iOS,Evening,Y,0.9496,City
2023-W50,4789,Card,3428747.62,237032,71199,3380.44,55.88,44.12,6.44,2.677,22.91,54.76,Low,35_44,iOS,Night,N,0.4676,City
2020-W11,4111,UPI,44329685.24,159872,92935,3399.83,25.1,74.9,5.41,0.023,17.89,16.0,Low,45_54,POS,Midday,N,0.4521,PinCodeCluster
2025-W20,4789,BNPL,26894369.32,124662,54393,2155.85,78.45,21.55,8.45,1.788,6.02,13.86,Middle,55_64,iOS,Midday,N,0.6326,City
2019-W41,5732,Card,56848030.98,145295,33788,901.0,18.0,82.0,5.56,1.782,20.37,59.53,Upper_Middle,25_34,POS,Night,N,0.9243,City
2024-W41,4814,UPI,34710112.12,126567,75087,1926.99,61.07,38.93,9.95,0.025,18.31,75.97,Low,25_34,Android,Morning,N,0.4492,City
2020-W14,4722,CashOnDelivery,30073569.56,131948,87488,3961.84,48.34,51.66,2.24,2.193,35.26,37.15,Low,35_44,Android,Evening,Y,0.6517,National
2020-W09,5912,Card,16856976.66,38918,56827,4105.56,76.81,23.19,8.45,0.668,34.19,39.55,Upper_Middle,45_54,FeaturePhone,Morning,Y,0.676,City
2020-W17,4900,NetBanking,36073136.57,3220,109139,3230.53,37.33,62.67,1.71,2.096,26.63,76.98,Upper_Middle,45_54,Web,Evening,Y,0.6861,City
2021-W19,4111,BNPL,37081853.18,158998,82650,1784.24,44.32,55.68,9.61,0.995,14.34,68.43,Low,45_54,POS,Midday,N,0.5127,National
2023-W39,4814,BNPL,45223246.95,101052,35911,4245.39,87.85,12.15,2.34,2.09,9.37,87.1,Middle,35_44,Web,Morning,N,0.11,PinCodeCluster
2022-W01,4814,BNPL,5730560.87,184725,5461,3700.09,53.07,46.93,9.55,2.238,25.29,35.34,Upper_Middle,65_plus,iOS,Morning,N,0.9881,National
2022-W17,5912,Wallet,12419241.62,15882,40512,2262.1,39.8,60.2,8.0,2.492,22.78,81.71,Middle,35_44,Web,Night,N,0.2975,PinCodeCluster
2024-W24,8062,NetBanking,10360000.52,184979,41333,1899.35,44.1,55.9,8.02,1.135,6.45,44.76,Upper_Middle,35_44,POS,Night,N,0.5451,National
2025-W29,8062,CashOnDelivery,17546679.37,104454,79094,1221.0,53.99,46.01,2.81,2.726,22.24,72.61,Lower_Middle,65_plus,POS,Evening,N,0.9304,District
2019-W29,4900,Card,10296202.09,139335,99257,4494.2,53.86,46.14,6.64,0.117,21.65,69.04,Low,65_plus,iOS,Midday,N,0.0788,National
2020-W22,5999,Wallet,49583138.55,103856,4283,2685.05,54.77,45.23,2.41,0.905,25.48,90.97,Upper_Middle,35_44,Web,Midday,N,0.8403,District
2021-W38,8062,UPI,50368686.55,5859,40719,2739.79,85.1,14.9,3.34,0.7,35.14,73.88,Lower_Middle,55_64,FeaturePhone,Evening,N,0.4772,State
2025-W28,5311,Card,35499405.78,4818,105703,2547.89,29.31,70.69,7.13,2.164,33.23,62.94,Lower_Middle,25_34,iOS,Morning,N,0.9906,PinCodeCluster
2021-W44,5999,Card,17214499.71,211301,67232,2341.74,55.95,44.05,5.86,2.267,5.11,47.26,High,65_plus,Android,Midday,N,0.5689,State
2020-W53,4511,CashOnDelivery,7439066.23,21228,1297,3083.01,9.07,90.93,10.85,1.354,3.37,52.18,Lower_Middle,18_24,Android,Midday,Y,0.4223,City
2022-W08,4814,Wallet,8291590.28,226610,15648,3222.65,86.9,13.1,11.97,1.583,26.75,46.79,Upper_Middle,45_54,FeaturePhone,Morning,N,0.7859,National
2019-W32,4722,NetBanking,39068692.03,28621,5642,1727.62,64.22,35.78,4.54,0.22,18.4,29.49,Low,18_24,Android,Midday,Y,0.8516,State
2021-W23,5732,Card,21659757.85,118534,29730,4012.03,56.01,43.99,7.23,1.118,15.44,28.43,Middle,45_54,Android,Midday,N,0.4917,City
2021-W40,5311,Wallet,21520940.68,227379,108481,1115.07,52.05,47.95,4.37,2.125,20.29,52.17,Low,35_44,FeaturePhone,Morning,N,0.5498,PinCodeCluster
2025-W27,5411,NetBanking,29981335.53,160134,28895,2190.44,63.75,36.25,1.75,1.699,32.55,59.68,Upper_Middle,65_plus,FeaturePhone,Morning,Y,0.7336,District
2022-W03,5812,NetBanking,28248938.33,184145,87670,1912.06,45.94,54.06,7.26,0.085,37.47,27.28,Low,45_54,Web,Morning,N,0.2784,City
2025-W23,4789,UPI,42755099.52,164222,2703,2429.32,70.61,29.39,9.36,0.877,2.61,33.27,Middle,18_24,POS,Midday,N,0.412,District
2020-W34,4900,BNPL,47651423.2,164176,13937,2445.66,67.33,32.67,1.18,2.299,11.74,96.42,Low,18_24,POS,Midday,Y,0.0592,State
2019-W41,4900,BNPL,16514890.63,70367,117529,793.59,90.52,9.48,8.02,1.7,0.61,80.53,High,45_54,iOS,Midday,Y,0.4815,National
2025-W02,4511,Card,19275309.61,100889,16495,4336.81,37.56,62.44,10.55,2.99,16.78,22.58,High,35_44,Web,Morning,N,0.4907,District
2020-W16,5541,CashOnDelivery,17519958.93,33259,80637,4282.61,50.09,49.91,3.23,1.915,21.5,47.75,Low,65_plus,POS,Night,Y,0.6574,PinCodeCluster
2021-W36,5732,CashOnDelivery,25252949.39,105735,63747,4203.62,34.63,65.37,5.3,1.639,19.91,78.63,High,18_24,Web,Midday,Y,0.7006,City
2022-W20,4722,Card,42240548.53,248263,44158,1115.18,12.24,87.76,8.71,0.845,16.78,53.05,Lower_Middle,18_24,Web,Evening,N,0.2371,City
2019-W47,5912,Card,39373973.95,195628,83278,953.08,72.66,27.34,11.31,0.178,6.81,17.01,Middle,35_44,Web,Evening,Y,0.507,National
2023-W07,5732,UPI,55973489.59,1491,56862,315.36,50.32,49.68,0.03,1.264,34.98,43.15,Upper_Middle,25_34,Android,Morning,Y,0.9655,City
2020-W31,4900,UPI,41519507.96,134324,1265,929.24,53.84,46.16,9.51,0.362,19.02,23.83,Middle,65_plus,iOS,Evening,N,0.7218,National
2019-W29,5912,CashOnDelivery,16186931.93,108437,89028,2755.12,64.43,35.57,2.89,1.588,22.95,19.28,Lower_Middle,45_54,POS,Evening,N,0.9857,National
2022-W12,5912,CashOnDelivery,4999581.92,170956,79071,3264.03,49.28,50.72,8.54,0.868,17.74,20.2,Middle,35_44,Web,Night,Y,0.4036,National
2024-W04,5541,Card,51666773.04,206549,119883,1771.67,37.27,62.73,8.8,1.989,9.08,79.03,Upper_Middle,55_64,Android,Morning,Y,0.2649,District
2021-W11,5812,BNPL,50923775.36,62316,95085,3083.28,42.56,57.44,0.29,2.272,16.99,90.49,Middle,18_24,Web,Evening,N,0.554,National
2025-W18,5541,Card,37815632.53,140419,28900,1436.72,49.48,50.52,7.64,2.863,13.07,13.0,Low,25_34,Web,Midday,N,0.9772,State
2019-W31,8062,Card,59288873.01,195627,80215,2837.67,57.15,42.85,3.56,2.487,17.85,61.84,High,18_24,FeaturePhone,Night,Y,0.6763,City
2022-W41,4722,NetBanking,50167834.52,249716,89122,3769.99,53.38,46.62,1.03,2.207,14.3,32.53,High,65_plus,POS,Morning,N,0.6572,District
2019-W40,8062,BNPL,14239988.98,231932,117549,1197.26,56.7,43.3,2.64,0.056,22.69,56.24,Low,35_44,POS,Midday,Y,0.2232,State
2019-W25,4789,Card,40520588.54,64542,75418,343.48,31.81,68.19,0.44,2.085,2.76,87.58,Upper_Middle,35_44,Android,Evening,Y,0.5994,State
2019-W19,4900,BNPL,40011783.57,205039,47985,4048.83,89.58,10.42,5.19,1.312,33.56,24.07,Low,55_64,iOS,Morning,N,0.3451,PinCodeCluster
2025-W25,5411,BNPL,47832738.33,136730,74924,1163.81,27.58,72.42,9.94,1.636,39.24,91.56,Lower_Middle,65_plus,iOS,Midday,N,0.4682,State
2025-W44,4111,Wallet,39611300.09,83693,14607,3080.36,73.72,26.28,0.28,1.389,36.92,20.45,High,25_34,Android,Night,N,0.0694,District
2021-W46,5541,CashOnDelivery,33068689.78,51631,113590,3180.44,37.46,62.54,2.72,2.137,7.87,71.66,High,25_34,iOS,Evening,Y,0.2956,District
2025-W41,4900,Wallet,20487717.59,180355,20198,3801.1,42.33,57.67,2.2,2.801,17.53,33.01,Middle,35_44,iOS,Night,Y,0.1716,State
2023-W44,4722,NetBanking,45397244.47,193899,42829,4468.57,16.75,83.25,6.02,2.947,20.83,64.79,Low,35_44,Web,Morning,Y,0.6276,City
2024-W37,4111,BNPL,58832113.13,16427,46161,2270.94,66.95,33.05,9.48,2.117,28.7,15.96,High,65_plus,Android,Midday,Y,0.5139,City
2021-W10,5912,NetBanking,56969583.99,229272,96897,3401.94,82.16,17.84,1.68,2.732,12.28,10.27,Upper_Middle,45_54,FeaturePhone,Night,N,0.0323,PinCodeCluster
2022-W42,4111,Card,11449051.9,26811,82364,828.78,83.63,16.37,1.41,1.956,33.95,17.65,Upper_Middle,65_plus,Web,Midday,N,0.9295,National
2024-W22,5732,NetBanking,11395992.95,20181,64470,4140.86,27.63,72.37,5.66,1.445,25.1,29.1,Lower_Middle,18_24,FeaturePhone,Evening,Y,0.5196,National
2021-W49,4814,CashOnDelivery,6573657.5,161996,5186,1705.05,52.45,47.55,1.63,0.097,28.18,88.53,Low,45_54,POS,Morning,N,0.3359,City
2024-W35,5541,NetBanking,10272014.35,190896,23113,4079.69,96.49,3.51,11.63,0.95,9.61,51.59,Lower_Middle,65_plus,iOS,Evening,N,0.2981,National
2021-W32,4511,Wallet,23911752.38,159539,69028,1370.0,50.91,49.09,3.94,2.711,31.36,95.04,Middle,18_24,Web,Evening,N,0.2028,PinCodeCluster
2023-W25,5999,BNPL,3850710.31,94005,66270,3623.33,82.3,17.7,9.54,2.848,30.82,48.63,Low,25_34,Android,Morning,Y,0.1841,National
2025-W39,4111,NetBanking,40320144.94,17333,50970,2144.2,16.98,83.02,10.07,0.984,5.04,26.08,Middle,18_24,Android,Night,Y,0.1844,District
2022-W44,5541,Card,18043034.53,248271,10856,2475.92,48.08,51.92,1.43,1.338,28.4,21.02,Lower_Middle,25_34,Android,Night,Y,0.4783,National
2025-W44,5812,Wallet,53286266.49,117602,98379,3844.05,58.1,41.9,10.24,1.384,33.3,12.21,Low,18_24,iOS,Night,Y,0.307,City
2020-W06,4722,UPI,23133696.9,23136,41195,3481.17,64.41,35.59,8.62,0.152,6.95,75.01,Middle,65_plus,POS,Morning,N,0.1455,PinCodeCluster
2020-W06,4789,Card,4696563.55,11700,110083,4114.91,63.95,36.05,0.36,1.471,13.01,40.65,Low,35_44,POS,Night,N,0.8315,PinCodeCluster
2024-W21,5732,NetBanking,24080743.27,95292,75289,1664.15,38.11,61.89,11.63,2.595,17.92,86.27,High,25_34,Web,Morning,N,0.7899,PinCodeCluster
2021-W23,5311,Wallet,43109172.74,187676,113288,1543.75,32.44,67.56,4.69,2.438,21.45,44.03,Middle,45_54,POS,Morning,Y,0.819,District
2019-W22,5311,UPI,15261030.69,15743,63568,3447.88,52.26,47.74,1.15,2.072,27.44,20.41,Lower_Middle,45_54,Android,Evening,Y,0.2122,National
2024-W14,8062,NetBanking,23351302.92,100751,118444,2467.75,38.61,61.39,6.86,1.782,0.96,78.46,Low,45_54,Web,Evening,Y,0.6832,National
2023-W48,5732,UPI,5503449.22,180507,25162,312.41,54.77,45.23,2.94,1.43,12.69,67.41,Lower_Middle,55_64,Web,Night,Y,0.6047,PinCodeCluster
2020-W41,8062,Wallet,49207182.64,63965,34356,312.23,16.38,83.62,8.68,2.724,28.69,19.34,High,18_24,Android,Morning,Y,0.6756,District
2024-W35,5411,Wallet,33944636.37,109253,7409,669.16,58.65,41.35,2.49,2.935,7.75,48.6,High,65_plus,Web,Morning,N,0.4105,National
2025-W07,5732,NetBanking,26906812.55,194900,102171,941.16,24.62,75.38,0.04,0.065,38.23,25.16,Upper_Middle,25_34,iOS,Evening,N,0.2704,State
2022-W26,5912,UPI,23788080.04,241766,48517,1624.14,5.89,94.11,3.77,1.077,0.71,74.54,Low,65_plus,Android,Morning,N,0.69,National
2019-W40,4900,NetBanking,19978546.53,93846,69409,211.29,49.39,50.61,9.49,0.764,38.31,18.9,Middle,25_34,FeaturePhone,Morning,Y,0.3319,PinCodeCluster
2024-W31,4789,Wallet,30578323.02,154795,31828,3999.0,80.08,19.92,6.64,1.033,9.06,11.64,Lower_Middle,65_plus,iOS,Morning,N,0.9207,City
2022-W04,4900,Card,10777613.91,191417,119710,3607.55,4.82,95.18,1.3,2.825,29.51,91.71,Low,25_34,iOS,Night,N,0.245,State
2025-W14,4511,Card,48094215.84,180988,93564,1637.91,43.89,56.11,1.52,1.722,24.47,24.49,Lower_Middle,35_44,POS,Midday,Y,0.9398,PinCodeCluster
2020-W03,5999,Card,25382950.78,65723,829,1461.83,44.54,55.46,10.55,2.898,8.62,92.39,Upper_Middle,45_54,FeaturePhone,Night,N,0.0152,National
2021-W38,5541,BNPL,44481626.96,189324,59558,4287.26,7.55,92.45,7.87,0.243,32.01,14.56,High,55_64,iOS,Midday,N,0.8592,City
2022-W03,4789,NetBanking,23833133.63,233465,35583,1356.6,50.0,50.0,0.15,1.635,21.53,13.35,High,18_24,POS,Midday,N,0.5333,City
2024-W02,4511,UPI,42462821.25,33112,6642,3427.3,67.12,32.88,10.63,0.354,31.7,52.62,Upper_Middle,65_plus,iOS,Midday,Y,0.4472,State
2021-W31,4511,Card,59687705.38,132006,66407,3355.41,43.47,56.53,3.41,2.193,2.28,94.22,Middle,65_plus,FeaturePhone,Midday,Y,0.7835,PinCodeCluster
2020-W19,5311,CashOnDelivery,6691554.11,24879,96586,3281.13,6.25,93.75,11.75,1.445,32.27,46.84,Upper_Middle,45_54,iOS,Midday,Y,0.2156,District
2019-W50,4900,BNPL,13619251.79,42785,65014,865.49,47.1,52.9,11.69,1.687,30.95,88.03,Upper_Middle,45_54,Web,Midday,Y,0.2364,State
2019-W01,4111,CashOnDelivery,43104819.76,162538,82044,1752.58,44.24,55.76,8.57,0.078,20.92,59.46,Middle,25_34,Web,Midday,N,0.8354,City
2023-W49,5912,BNPL,10917834.13,181162,53795,2772.12,7.26,92.74,4.98,0.502,13.18,73.64,Upper_Middle,55_64,FeaturePhone,Morning,N,0.348,National
2020-W51,5912,Wallet,11239428.51,24651,100634,3019.22,37.9,62.1,4.47,2.203,35.29,10.12,Lower_Middle,25_34,POS,Night,N,0.8523,City
2023-W24,4814,NetBanking,48850674.07,167231,22393,4054.88,22.6,77.4,1.24,0.755,31.6,66.21,Low,18_24,iOS,Midday,Y,0.8266,PinCodeCluster
2020-W29,5732,Wallet,33862521.43,227998,37034,531.48,31.15,68.85,3.76,2.532,24.31,57.42,Lower_Middle,55_64,Android,Night,Y,0.2613,District
